Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,LWRA
239,0.0272938,0,0,0,0,0.0493211,0,0,0,0,0,0,0.0262221,0,0.0181163,0.0671678,0,0,0.0269219,0,0,0.0428117,0.0672394,0.0203579,0.00697001,0.0160254,0.0375263,0.0382543,0.0507495,0.0562287,0.0341646,0.0121394,0.0136133,0.0281929,0.029162,0.0220387,0.00999892,0.0270384,0.0362692,0,0.0124978,0.0627136,0.0313618,0,0,0.0228078,0,0,0.0487546,0.0574613,0.0300331,0.0261385,0.00677406,0.0568428,0.0492555,0.0413927,0.127257,0.0522357,0.0243053,0.0604962,0.0383956,0.0462401,0.0779194,0.0158568,0.0147732,0.0171366,0.0228818,0.0286283,0.0272337,0,0.0323408
240,0.0271795,0,0,0,0,0.049373,0,0,0,0,0,0,0.0260009,0,0.0180868,0.0671344,0,0,0.0268046,0,0,0.0425413,0.0671834,0.0202963,0.00694768,0.0159098,0.0374532,0.038111,0.0509395,0.0562579,0.0340618,0.0118561,0.0135285,0.028184,0.0291574,0.0223269,0.00987446,0.0272838,0.03599,0,0.0125707,0.0627895,0.0313874,0,0,0.0227338,0,0,0.04876,0.0574326,0.0301227,0.0261476,0.00679984,0.0567779,0.0492851,0.0412762,0.127201,0.0522668,0.0242049,0.0604764,0.0384669,0.0462079,0.0779029,0.0160444,0.0148211,0.0171457,0.0229247,0.0285664,0.027241,0,0.0320619
241,0.0270504,0,0,0,0,0.0494094,0,0,0,0,0,0,0.0257084,0,0.0180922,0.0670534,0,0,0.0267004,0,0,0.0425003,0.0671382,0.0202477,0.00691735,0.0157769,0.0373864,0.0378618,0.0512165,0.0563273,0.034018,0.0116163,0.0135017,0.0281529,0.0291589,0.0228792,0.00976422,0.0273339,0.0357075,0,0.0126028,0.062907,0.0314317,0,0,0.02269,0,0,0.0487535,0.0574275,0.0301353,0.0261825,0.00683291,0.0566705,0.0493748,0.0413023,0.127149,0.0522575,0.0241421,0.0604607,0.0385413,0.0462224,0.0778923,0.0162251,0.0148991,0.0171657,0.0230068,0.028484,0.0272456,0,0.0320998
242,0.0269511,0,0,0,0,0.0494407,0,0,0,0,0,0,0.0254207,0,0.0180731,0.066989,0,0,0.0265567,0,0,0.0426122,0.0670907,0.0202182,0.00690622,0.0155929,0.0373419,0.0376187,0.0514585,0.0564166,0.0339779,0.0115329,0.0134507,0.0280911,0.029107,0.0234005,0.00968519,0.027188,0.0354793,0,0.0126531,0.0630105,0.0314863,0,0,0.0226805,0,0,0.0487264,0.0574139,0.0301354,0.0262237,0.00689297,0.0565472,0.0494895,0.0413888,0.127128,0.0522012,0.0241131,0.0604799,0.0385819,0.0462645,0.0778869,0.0163921,0.0149175,0.017178,0.0231035,0.0284879,0.0272637,0,0.0322189
243,0.0268751,0,0,0,0,0.0494742,0,0,0,0,0,0,0.0249327,0,0.0180594,0.0669217,0,0,0.0263879,0,0,0.042693,0.067028,0.0202804,0.00689533,0.0153799,0.0373068,0.0374297,0.0516345,0.0565463,0.0339555,0.0114549,0.0133335,0.0280273,0.029032,0.0239121,0.00959727,0.0271401,0.0352772,0,0.0126809,0.0630816,0.0315133,0,0,0.0226669,0,0,0.0487003,0.0573739,0.0300736,0.0262624,0.00693835,0.0564196,0.0495923,0.0413714,0.127138,0.0521307,0.0241102,0.0604871,0.0385793,0.0462644,0.0778947,0.0165284,0.0149,0.0171895,0.0231822,0.0284953,0.0272665,0,0.0323672
244,0.0268091,0,0,0,0,0.0495104,0,0,0,0,0,0,0.0247458,0,0.018174,0.0668811,0,0,0.0262139,0,0,0.042554,0.0669601,0.0203753,0.00688772,0.0151752,0.0372766,0.0373009,0.051812,0.0566848,0.0339472,0.0112718,0.0131883,0.0279741,0.0289969,0.0244408,0.00949236,0.0272934,0.0351029,0,0.012731,0.0631461,0.0315134,0,0,0.0226448,0,0,0.048696,0.0573535,0.0300095,0.0263195,0.00698283,0.0562855,0.0496359,0.0412717,0.12717,0.0521009,0.024123,0.0604739,0.0385465,0.0462593,0.0778825,0.0166453,0.0148903,0.0172079,0.023197,0.028489,0.0272631,0,0.0323551
245,0.0267691,0,0,0,0,0.0495244,0,0,0,0,0,0,0.0245669,0,0.018369,0.0668278,0,0,0.026087,0,0,0.0427225,0.0668914,0.0204694,0.00688588,0.0149727,0.037256,0.037166,0.0519933,0.056794,0.0339098,0.0110354,0.0130933,0.0279368,0.0289563,0.0250319,0.00944114,0.0269858,0.03496,0,0.0127921,0.063261,0.0314936,0,0,0.0226463,0,0,0.0487,0.0573442,0.0299834,0.0263837,0.00703965,0.0561643,0.0496122,0.0411436,0.127208,0.052082,0.0241502,0.0604504,0.0384982,0.0461997,0.0778446,0.0167548,0.0148818,0.0172422,0.0232071,0.0284417,0.0272704,0,0.0324785
246,0.0267274,0,0,0,0,0.0495112,0,0,0,0,0,0,0.0241071,0,0.018378,0.0667687,0,0,0.0259791,0,0,0.0428409,0.0668294,0.0204706,0.0069051,0.0147688,0.0372464,0.0370553,0.0521623,0.0569185,0.0338799,0.0109019,0.0130578,0.027937,0.0288841,0.0258485,0.00940491,0.0267694,0.0348132,0,0.0129069,0.063374,0.0314757,0,0,0.0226264,0,0,0.0487017,0.0573323,0.0300436,0.0264452,0.00708271,0.0560451,0.0495125,0.041079,0.127233,0.0520653,0.0241819,0.0604218,0.0385204,0.0461098,0.0777997,0.0168527,0.0148675,0.0172793,0.0231952,0.0283459,0.0272772,0,0.0326047
247,0.0266868,0,0,0,0,0.0494417,0,0,0,0,0,0,0.0234516,0,0.0182721,0.0667072,0,0,0.0258923,0,0,0.0428503,0.0667686,0.0204152,0.00690049,0.0145728,0.0372299,0.0369972,0.0523348,0.0571112,0.0338559,0.0108617,0.0130198,0.0279672,0.0288307,0.0269,0.00936107,0.0267121,0.0346852,0,0.013101,0.0634818,0.0314516,0,0,0.0225669,0,0,0.0487017,0.0572811,0.030182,0.0265112,0.00711899,0.0559424,0.049329,0.0410151,0.127263,0.0520681,0.0242173,0.0604037,0.0385929,0.0460633,0.0777531,0.0169626,0.0147788,0.0173152,0.0231427,0.0283277,0.0272934,0,0.0326456
248,0.0266626,0,0,0,0,0.0493647,0,0,0,0,0,0,0.0228086,0,0.0183248,0.0665889,0,0,0.0258537,0,0,0.0427972,0.0667353,0.0204826,0.00691118,0.0144836,0.0372078,0.0369918,0.0525102,0.0573685,0.0338057,0.0108629,0.0129117,0.0279586,0.028798,0.0281211,0.00934309,0.0267075,0.0344881,0,0.0132538,0.0636157,0.0314166,0,0,0.0224655,0,0,0.0486849,0.0572035,0.0301999,0.0266048,0.00714368,0.0558479,0.0491126,0.0410077,0.127314,0.0520419,0.0242649,0.0603701,0.0386847,0.0460262,0.0776791,0.0172068,0.0147667,0.0174065,0.0230266,0.0282809,0.0273102,0,0.0326376
249,0.0266439,0,0,0,0,0.0492572,0,0,0,0,0,0,0.0221523,0,0.018501,0.0664742,0,0,0.0258398,0,0,0.0427327,0.0666876,0.0206055,0.00697081,0.0143533,0.0372069,0.0370273,0.0527097,0.0575926,0.0337564,0.0106153,0.0128131,0.0279593,0.0287881,0.0293996,0.00936576,0.0267122,0.0341883,0,0.0132966,0.0637141,0.0313429,0,0,0.0223835,0,0,0.0486716,0.0571286,0.0301464,0.0267161,0.0071704,0.0557682,0.0488731,0.0410355,0.127343,0.0519719,0.0242842,0.0603114,0.0387195,0.0459778,0.0775886,0.0174957,0.0147157,0.0175171,0.0228761,0.028216,0.0273734,0,0.0325844
250,0.0266477,0,0,0,0,0.0491608,0,0,0,0,0,0,0.0213066,0,0.0185049,0.0664213,0,0,0.0258513,0,0,0.0427059,0.066625,0.0206408,0.00703621,0.0141879,0.0372357,0.0370666,0.052903,0.0578142,0.0337061,0.0103769,0.0127899,0.0279899,0.0288074,0.0307502,0.00940455,0.0267037,0.0338195,0,0.013268,0.0637816,0.031257,0,0,0.0222862,0,0,0.0486669,0.0570658,0.0301165,0.0268371,0.00718264,0.0556728,0.0486114,0.0409788,0.127342,0.0519603,0.024262,0.0602209,0.0387134,0.0459108,0.0774952,0.0176893,0.0145195,0.0176601,0.0227983,0.0281458,0.0274507,0,0.032526
251,0.0266627,0,0,0,0,0.0490741,0,0,0,0,0,0,0.0205987,0,0.0187667,0.0663309,0,0,0.0258425,0,0,0.0426956,0.0665546,0.0207286,0.00707925,0.0140253,0.0373061,0.0371244,0.053086,0.0580773,0.0336538,0.0102308,0.0127502,0.0279611,0.0288018,0.0321569,0.0094423,0.0266747,0.0335636,0,0.0132543,0.063877,0.0311651,0,0,0.0222264,0,0,0.0486842,0.0569899,0.0301287,0.0269005,0.00717842,0.0555666,0.0483991,0.0409215,0.127351,0.0520356,0.0242301,0.0601174,0.0386778,0.0458194,0.0774205,0.0178511,0.0143689,0.0177768,0.0227825,0.0280571,0.027525,0,0.0324562
252,0.0266719,0,0,0,0,0.0489912,0,0,0,0,0,0,0.0200046,0,0.0191725,0.0661977,0,0,0.0258135,0,0,0.0426814,0.0664976,0.020879,0.00707924,0.0138814,0.0374106,0.0372058,0.0532452,0.0583778,0.0336403,0.0101602,0.012694,0.0279256,0.0288333,0.0336782,0.00947981,0.0266368,0.0333819,0,0.013327,0.0639759,0.0310808,0,0,0.0221845,0,0,0.048704,0.0569003,0.0302148,0.0269236,0.0071986,0.0554348,0.0482349,0.0410049,0.12736,0.0521206,0.0242357,0.060035,0.0386233,0.0456957,0.0773681,0.0179959,0.0143079,0.0178886,0.0227854,0.027967,0.0275562,0,0.0323651
253,0.0266699,0,0,0,0,0.0489061,0,0,0,0,0,0,0.0194712,0,0.0194727,0.0659948,0,0,0.025798,0,0,0.0426458,0.0665449,0.0209298,0.00715536,0.0136728,0.0374973,0.0373046,0.0533664,0.0586085,0.0336098,0.0101849,0.0126844,0.0279325,0.0288325,0.0353698,0.00952789,0.0266015,0.0332354,0,0.0133777,0.0640806,0.0310161,0,0,0.022204,0,0,0.0487706,0.056755,0.0300772,0.0269817,0.00720303,0.0552768,0.0480858,0.0411694,0.12743,0.0521311,0.0242667,0.0599431,0.0385492,0.0455774,0.0772894,0.0180936,0.014317,0.0179789,0.022802,0.0279015,0.0276055,0,0.0322344
254,0.0267438,0,0,0,0,0.0488723,0,0,0,0,0,0,0.0188947,0,0.0196397,0.0656333,0,0,0.0257419,0,0,0.0425991,0.0663721,0.0211052,0.00700656,0.0136439,0.0376609,0.0373179,0.0534805,0.0589732,0.0337378,0.0100641,0.0125743,0.0278521,0.0287681,0.0372547,0.00955433,0.0265332,0.0332792,0,0.0134456,0.0642977,0.0310008,0,0,0.0221902,0,0,0.0487999,0.0566593,0.0299906,0.0269671,0.00722073,0.055091,0.0479243,0.0412162,0.127536,0.0521087,0.0243679,0.0598163,0.0384848,0.0455271,0.0772078,0.0180359,0.0142778,0.0180937,0.0227867,0.027907,0.0275851,0,0.0320907
255,0.0261246,0,0,0,0,0.048741,0,0,0,0,0,0,0.0182747,0,0.0198554,0.0648486,0,0,0.0262141,0,0,0.0427438,0.0662767,0.0212969,0.0061686,0.0134518,0.0381938,0.0386021,0.0533143,0.0590502,0.0335317,0.010038,0.0124774,0.0278324,0.0287719,0.0393428,0.0100356,0.0266393,0.0313028,0,0.01494,0.0639567,0.0304465,0,0,0.0223034,0,0,0.0488423,0.0587101,0.0264596,0.0242134,0.00938463,0.0538215,0.0480651,0.0397436,0.12511,0.0516261,0.0228885,0.0621837,0.0398154,0,0.080125,0.0189828,0.0142455,0.0182288,0.0228634,0.0275995,0.0284524,0,0.0319012
256,0.0268438,0,0,0,0,0.0488544,0,0,0,0,0,0,0.0177344,0,0.0200031,0.0649056,0,0,0.025565,0,0,0.0424711,0.0661401,0.0215195,0.00677351,0.0138338,0.0379612,0.0373965,0.0533309,0.0595107,0.034048,0.00970283,0.0122557,0.0277914,0.0287422,0.0411276,0.00964609,0.0263424,0.0334389,0,0.01362,0.0647654,0.0310642,0,0,0.0221742,0,0,0.0488639,0.0564941,0.0297716,0.0268657,0.00722857,0.0547174,0.0478768,0.0411122,0.127626,0.0521668,0.0245018,0.0595549,0.0383646,0.0454346,0.0771415,0.0178638,0.0142232,0.0183234,0.0227812,0.0278785,0.0275228,0,0.0318077
257,0.0268861,0,0,0,0,0.0487808,0,0,0,0,0,0,0.0173774,0,0.0204397,0.0646019,0,0,0.0253887,0,0,0.0424213,0.0661216,0.0218874,0.00676025,0.0138468,0.0380903,0.0374037,0.0532169,0.059651,0.0341289,0.00954357,0.0121418,0.0276716,0.0286746,0.0428862,0.00975635,0.0261989,0.0336585,0,0.0135778,0.0649741,0.0311184,0,0,0.0222514,0,0,0.0489015,0.0564024,0.0297459,0.0268039,0.00711414,0.0545444,0.0478838,0.0411434,0.127689,0.0522027,0.0245934,0.059398,0.0382661,0.0452421,0.0770362,0.0177027,0.0142584,0.0183286,0.0227671,0.0278132,0.0274861,0,0.0316797
258,0.0269169,0,0,0,0,0.048678,0,0,0,0,0,0,0.0171144,0,0.0208362,0.0642693,0,0,0.0252158,0,0,0.0423216,0.0661213,0.022349,0.00673953,0.0138027,0.0382315,0.03739,0.0531648,0.0598093,0.0341634,0.00950729,0.0121126,0.0276225,0.0286704,0.0445788,0.00981917,0.0260386,0.0338558,0,0.0135454,0.0652072,0.0311756,0,0,0.022299,0,0,0.0488981,0.0563898,0.029664,0.0267247,0.007044,0.0543745,0.0478335,0.0412377,0.127695,0.0521484,0.0246425,0.0593539,0.0381875,0.0450698,0.0769701,0.0175476,0.0143982,0.0183301,0.0226932,0.0277632,0.0274497,0,0.0314885
259,0.0269154,0,0,0,0,0.0485937,0,0,0,0,0,0,0.0171484,0,0.0211038,0.0639051,0,0,0.0250088,0,0,0.0421939,0.0661166,0.0227858,0.00674048,0.0137408,0.0383358,0.0373147,0.0531167,0.0600045,0.0342233,0.0095721,0.0121252,0.0277188,0.0287526,0.0464297,0.00986695,0.0258679,0.0341428,0,0.0135945,0.0653673,0.0312506,0,0,0.0223439,0,0,0.048867,0.0563688,0.0295646,0.0266539,0.00700779,0.0541984,0.0477555,0.0412536,0.1277,0.0521102,0.024665,0.0593512,0.0381684,0.0450748,0.0769347,0.0173309,0.014569,0.0183342,0.0226386,0.0277036,0.0274156,0,0.0312537
260,0.0269228,0,0,0,0,0.0485348,0,0,0,0,0,0,0.0173735,0,0.0212272,0.0635775,0,0,0.0247922,0,0,0.0420483,0.0661074,0.0232379,0.00677607,0.0136534,0.0384007,0.0371934,0.0531014,0.0602119,0.0343587,0.00971642,0.0122784,0.0278883,0.0289498,0.0485478,0.00990304,0.0256877,0.0344835,0,0.0136375,0.0655032,0.0313479,0,0,0.0223222,0,0,0.0488641,0.0563217,0.0294573,0.026546,0.00696574,0.0540068,0.0476684,0.0412607,0.12769,0.0520713,0.0246826,0.0592933,0.0381699,0.045049,0.0769423,0.0170622,0.0146953,0.0183741,0.0224106,0.0276219,0.0273647,0,0.0309925
261,0.0269341,0,0,0,0,0.0484751,0,0,0,0,0,0,0.0177977,0,0.0213786,0.0633611,0,0,0.0245575,0,0,0.041914,0.0661207,0.0236019,0.00681127,0.0135305,0.0384275,0.0370908,0.0531207,0.0603971,0.0345515,0.00989854,0.0126188,0.0281475,0.0292629,0.0504265,0.00992748,0.0255038,0.0348252,0,0.0136166,0.0656721,0.0314519,0,0,0.0222118,0,0,0.0488645,0.0562757,0.0293736,0.0264049,0.00690687,0.0537946,0.0475685,0.0412409,0.127651,0.0521091,0.0247072,0.0592337,0.0381552,0.0450105,0.0769498,0.0168496,0.0147413,0.0184016,0.0219236,0.0275087,0.0273003,0,0.030726
262,0.0269375,0,0,0,0,0.0484167,0,0,0,0,0,0,0.0184158,0,0.0216425,0.0634565,0,0,0.0243395,0,0,0.0418162,0.0661823,0.0240311,0.00684057,0.0133845,0.0384428,0.0370319,0.0532048,0.0605371,0.0347975,0.0101635,0.0130757,0.028523,0.029665,0.0518645,0.00993281,0.0253239,0.035136,0,0.0135555,0.0658889,0.031579,0,0,0.0220663,0,0,0.0488811,0.0562591,0.0292488,0.0262491,0.00683916,0.053574,0.0474203,0.0411902,0.12759,0.0521753,0.0247067,0.0592022,0.0381029,0.0449474,0.0769677,0.0166651,0.0146617,0.0184692,0.021712,0.0274037,0.0272223,0,0.0304807
263,0.0269577,0,0,0,0,0.0483605,0,0,0,0,0,0,0.0190183,0,0.0218633,0.0637778,0,0,0.0241566,0,0,0.041717,0.066273,0.0244366,0.00684434,0.0132468,0.0384696,0.0369426,0.0533585,0.0606746,0.0350512,0.0108172,0.0136808,0.0290078,0.030166,0.0528604,0.00993473,0.0251432,0.0354602,0,0.0134804,0.0660915,0.0316852,0,0,0.0219553,0,0,0.0488746,0.0562491,0.0290741,0.0260815,0.00676793,0.0533258,0.047197,0.0411586,0.127528,0.0522636,0.0247017,0.0592039,0.0380286,0.0448779,0.0769879,0.0164763,0.0146485,0.0185354,0.0216636,0.0272942,0.0271373,0,0.0302553
264,0.0269644,0,0,0,0,0.0482887,0,0,0,0,0,0,0.0195216,0,0.0221044,0.0634777,0,0,0.0239509,0,0,0.0415716,0.0663684,0.0247976,0.00685634,0.0130519,0.03847,0.0368204,0.0535352,0.0608054,0.035209,0.0114647,0.0143589,0.0295401,0.030696,0.0533113,0.00993108,0.0249987,0.0358936,0,0.0134705,0.066185,0.0317678,0,0,0.0218787,0,0,0.0488487,0.0562451,0.0289311,0.0258901,0.00670853,0.0531422,0.0469323,0.0411697,0.127496,0.0523782,0.0247458,0.0591794,0.0379827,0.0449254,0.0770159,0.016244,0.0146765,0.018576,0.0216483,0.027184,0.0270778,0,0.0300546
265,0.0269451,0,0,0,0,0.0482307,0,0,0,0,0,0,0.0197804,0,0.0222395,0.0631988,0,0,0.0237534,0,0,0.0414153,0.0665019,0.0250974,0.00684184,0.0128346,0.0384237,0.0366277,0.0536526,0.0608607,0.0352568,0.0119342,0.0150295,0.0299814,0.0311798,0.0531503,0.00990892,0.0249172,0.0362626,0,0.0134605,0.0662489,0.0318494,0,0,0.0218237,0,0,0.0488297,0.0562489,0.0288761,0.0257064,0.00665435,0.052989,0.0466542,0.0412397,0.127464,0.0524567,0.024809,0.0591937,0.0380356,0.0448919,0.0770966,0.0160712,0.0147416,0.0186087,0.0216383,0.0270686,0.0270228,0,0.0298685
266,0.0263439,0,0,0,0,0.0481039,0,0,0,0,0,0,0.0198897,0,0.0222051,0.0628881,0,0,0.0239495,0,0,0.0416139,0.0664702,0.0252494,0.00631322,0.0125235,0.0387654,0.0374527,0.0535892,0.0606547,0.034965,0.0123795,0.0156596,0.0303446,0.0315724,0.0527345,0.0101757,0.0248757,0.0411215,0,0.014203,0.0655915,0.0314465,0,0,0.0218381,0,0,0.0488408,0.0574347,0.0270722,0.0229096,0.00806178,0.0520313,0.0465795,0.0403963,0.126287,0.052169,0.0237918,0.0605474,0,0.0458955,0.0779307,0.0147273,0.0147095,0.0186705,0.0216756,0.0267055,0.0277052,0,0.0299095
267,0.0263875,0,0,0,0,0.048133,0,0,0,0,0,0,0.0196745,0,0.022044,0.0628689,0,0,0.0239141,0,0,0.0415974,0.0665463,0.025148,0.00623906,0.0125493,0.0387995,0.0373173,0.0535852,0.0606279,0.0350637,0.0125492,0.0160044,0.0305851,0.0317398,0.0515339,0.0101021,0.0247599,0.0418831,0,0.0140325,0.0656896,0.0315607,0,0,0.0215767,0,0,0.0488287,0.0574568,0.0270885,0.0225394,0.00792316,0.0518341,0.046298,0.040426,0.126289,0.0521356,0.0238759,0.0605737,0,0.0457666,0.0780308,0.0148583,0.0145163,0.0188516,0.0216404,0.0266915,0.027583,0,0.0298427
268,0.0264809,0,0,0,0,0.0481495,0,0,0,0,0,0,0.019396,0,0.0218348,0.0628141,0,0,0.0238256,0,0,0.0415385,0.0667312,0.024934,0.00630316,0.0126336,0.0387178,0.0371565,0.0534832,0.0605032,0.0351404,0.0126344,0.016211,0.0307654,0.0317937,0.049922,0.0100414,0.0246839,0.0423828,0,0.0140157,0.0658198,0.03165,0,0,0.0215124,0,0,0.0488115,0.0574119,0.0269889,0.0223539,0.00783445,0.0516721,0.0460854,0.0405126,0.126279,0.052151,0.0239709,0.0606388,0,0.0457748,0.0781096,0.014899,0.0144871,0.0189555,0.0216437,0.0266919,0.027436,0,0.0297546
269,0.0265775,0,0,0,0,0.048156,0,0,0,0,0,0,0.0191647,0,0.0217135,0.0626995,0,0,0.023722,0,0,0.0414565,0.0669569,0.024774,0.00636196,0.0127539,0.0386326,0.0369847,0.0533691,0.0603487,0.0352234,0.0126064,0.0163083,0.0308148,0.0317295,0.0481134,0.00999937,0.0245993,0.0429511,0,0.0140182,0.0659168,0.0317313,0,0,0.0215483,0,0,0.0488166,0.0573395,0.0268471,0.0221898,0.00775677,0.0515462,0.0459234,0.040631,0.126303,0.0521419,0.0240665,0.0606964,0,0.0459762,0.0781732,0.0149564,0.0145206,0.0189747,0.021651,0.0267,0.0272936,0,0.0296426
270,0.0266545,0,0,0,0,0.0481801,0,0,0,0,0,0,0.0189165,0,0.0215773,0.0626134,0,0,0.0236245,0,0,0.0413679,0.0671819,0.0246335,0.00640611,0.0129027,0.0385662,0.0368145,0.0531845,0.0601812,0.0353145,0.0124729,0.0163675,0.0307937,0.0315928,0.0460806,0.0099668,0.024491,0.0435015,0,0.0140847,0.0659683,0.0318272,0,0,0.0215651,0,0,0.0488379,0.0572536,0.026785,0.0220418,0.00768525,0.0514552,0.0458236,0.0407587,0.126311,0.0521309,0.0241554,0.0607042,0,0.0461781,0.0782722,0.0150709,0.0144981,0.018975,0.0216578,0.0267097,0.0271611,0,0.0295011
271,0.0267037,0,0,0,0,0.0482227,0,0,0,0,0,0,0.0187698,0,0.0214924,0.0626018,0,0,0.0235343,0,0,0.0413066,0.0674047,0.0244616,0.00646718,0.0130711,0.0385177,0.0366728,0.0529569,0.0600076,0.0354242,0.0122825,0.0163628,0.0307059,0.031385,0.0440385,0.00993359,0.024365,0.0439718,0,0.0140639,0.0660139,0.031928,0,0,0.0215241,0,0,0.0488485,0.0571775,0.026643,0.0218906,0.00760455,0.0513834,0.0457973,0.0408291,0.126301,0.0521311,0.0242277,0.0607114,0,0.0461267,0.0784126,0.015146,0.0144171,0.0189758,0.0216771,0.0267441,0.0270436,0,0.0293574
272,0.0267383,0,0,0,0,0.0482971,0,0,0,0,0,0,0.0188701,0,0.0213187,0.0626352,0,0,0.0234504,0,0,0.0412509,0.0676295,0.024006,0.00648068,0.0132878,0.0384721,0.0365425,0.0527234,0.0598259,0.0355868,0.0121398,0.0163261,0.0306049,0.0311749,0.0420851,0.00991495,0.0242451,0.044406,0,0.0140775,0.0660213,0.0320086,0,0,0.0214784,0,0,0.0488247,0.0571154,0.0264882,0.0217428,0.0075272,0.0513169,0.045833,0.0408668,0.126271,0.0521077,0.0242786,0.0607591,0,0.0459439,0.0785173,0.0152166,0.0144377,0.0189504,0.0216893,0.0267951,0.0269454,0,0.0291944
273,0.0267428,0,0,0,0,0.0483446,0,0,0,0,0,0,0.0192087,0,0.0212579,0.0627487,0,0,0.0233807,0,0,0.0411956,0.0679004,0.0236,0.00645814,0.0135204,0.0384291,0.0364589,0.0524458,0.0596025,0.0357806,0.011968,0.016056,0.0304629,0.0309152,0.0401643,0.00988006,0.0241622,0.0447619,0,0.0141116,0.0660024,0.0320844,0,0,0.0214284,0,0,0.0488179,0.0570654,0.0263276,0.0216194,0.00744482,0.0512386,0.0458484,0.0409395,0.126228,0.0520674,0.0243221,0.0608344,0,0.0455226,0.0786074,0.0152928,0.0144275,0.0189154,0.0216701,0.0268215,0.0268698,0,0.0290248
274,0.0267507,0,0,0,0,0.0483461,0,0,0,0,0,0,0.0193715,0,0.0211082,0.0630976,0,0,0.0233231,0,0,0.0411344,0.0681969,0.0232349,0.00640129,0.0137582,0.0383771,0.0364098,0.052118,0.0593592,0.0359705,0.0118673,0.0153773,0.0303021,0.0306769,0.038347,0.00984392,0.0240913,0.0451006,0,0.0141559,0.0659871,0.0321705,0,0,0.0213838,0,0,0.048822,0.0569892,0.02621,0.021536,0.00736255,0.0511574,0.0458262,0.0410499,0.126219,0.0520842,0.0243565,0.0608701,0,0.0454664,0.0786683,0.0153988,0.0144222,0.0188695,0.0216445,0.0267928,0.0268014,0,0.0288789
275,0.0267596,0,0,0,0,0.0483289,0,0,0,0,0,0,0.0196083,0,0.0208837,0.0635326,0,0,0.0232632,0,0,0.0410478,0.0684674,0.0228227,0.00629762,0.014012,0.0383196,0.0363466,0.0517905,0.0591279,0.036198,0.0117532,0.01491,0.0301292,0.0304181,0.0367699,0.00980453,0.0240415,0.0454,0,0.0142152,0.0659839,0.0322588,0,0,0.0213014,0,0,0.0488082,0.0568879,0.0261306,0.0214737,0.00729848,0.0510794,0.0458175,0.0411053,0.126224,0.0521241,0.0243929,0.0608594,0,0.0457344,0.0786955,0.0155357,0.0144294,0.018828,0.0216406,0.0267419,0.0267476,0,0.0287187
276,0.0267623,0,0,0,0,0.0482997,0,0,0,0,0,0,0.0200323,0,0.0208682,0.0633977,0,0,0.0231771,0,0,0.0409795,0.0687284,0.0225598,0.00621669,0.0142461,0.0382729,0.0362335,0.0514726,0.0588603,0.0364135,0.0116006,0.0146358,0.029902,0.0301345,0.0350972,0.00975171,0.023982,0.0457297,0,0.0142821,0.065902,0.0323701,0,0,0.0212156,0,0,0.0488175,0.0567912,0.0260373,0.0214018,0.00724035,0.0510685,0.0457847,0.0411375,0.126211,0.0521813,0.0244534,0.0608657,0,0.0460418,0.0787365,0.0156454,0.0144341,0.0188204,0.0216557,0.0266625,0.0267025,0,0.0285871
277,0.0267658,0,0,0,0,0.0482191,0,0,0,0,0,0,0.0204709,0,0.0208311,0.0633437,0,0,0.0230652,0,0,0.0409317,0.0690072,0.0224705,0.00614649,0.0144572,0.0382132,0.0361236,0.0511543,0.0585234,0.036598,0.0114839,0.0144504,0.0297145,0.0298995,0.0334182,0.00972941,0.0238701,0.0459637,0,0.014299,0.0658264,0.0324823,0,0,0.021082,0,0,0.0488099,0.0567053,0.0258699,0.0212788,0.00718021,0.0510519,0.04572,0.0411173,0.126179,0.0522528,0.0244877,0.0609398,0,0.0458898,0.0788021,0.01568,0.0144371,0.0188104,0.0216397,0.0265936,0.0267008,0,0.0285124
278,0.0268138,0,0,0,0,0.0480997,0,0,0,0,0,0,0.0208851,0,0.0206832,0.0635019,0,0,0.022933,0,0,0.0408724,0.0692703,0.0222835,0.006034,0.0147102,0.0381587,0.0359998,0.0508123,0.0581846,0.036742,0.0114426,0.0142621,0.0295717,0.0296592,0.0317974,0.00968663,0.0237549,0.0461955,0,0.014325,0.0658036,0.0325907,0,0,0.020975,0,0,0.0487838,0.0566318,0.0256318,0.0211629,0.00713966,0.0509988,0.0456196,0.0410811,0.126163,0.0523121,0.0245276,0.0610278,0,0.0458357,0.0788664,0.0156771,0.014429,0.01879,0.0216157,0.0265096,0.0267028,0,0.0284108
