Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,RTIBA,
39,0.023206,0,0,0,0,0.0471683,0,0,0,0,0,0,0.031687,0,0.0206978,0.0716569,0,0,0.016282,0,0,0.0357383,0.0723156,0.0258862,0.0109709,0.0187072,0.0286062,0.0371845,0.0454639,0.054009,0.0367362,0.012712,0.0150576,0.0244485,0.0261364,0.0209394,0.0125304,0.0182021,0.0387135,0,0.017268,0.0648858,0.0330981,0,0,0.0144462,0,0,0.0397695,0.0585666,0.0228282,0.0225437,0.0159401,0.0439097,0.0398721,0.0450025,0.0767655,0.0721868,0.0286355,0.0648218,0.0508856,0.0835634,0.0134506,0.0184024,0,0.0269019,0.0279688,0.02518,0.00854191,0.041231,0
40,0.0231771,0,0,0,0,0.0471697,0,0,0,0,0,0,0.031723,0,0.0207096,0.0716687,0,0,0.0162767,0,0,0.0356988,0.0722691,0.025948,0.0109627,0.0186613,0.0286158,0.0371786,0.0454904,0.053982,0.0367169,0.0127085,0.0149842,0.0244466,0.0261491,0.0209914,0.0124319,0.0182209,0.038721,0,0.0172743,0.0648786,0.0330954,0,0,0.0146038,0,0,0.0397381,0.0585496,0.0228163,0.0225484,0.015934,0.0439568,0.0398507,0.0450333,0.0767405,0.0721964,0.0286042,0.0648113,0.0508844,0.0835722,0.0134512,0.0182981,0,0.026798,0.0279774,0.0251858,0.00848413,0.0412128,0
41,0.0231584,0,0,0,0,0.0471551,0,0,0,0,0,0,0.0317851,0,0.0207069,0.071664,0,0,0.0162474,0,0,0.0356379,0.072247,0.0260696,0.0109865,0.0186503,0.0286227,0.0371725,0.0454909,0.0539772,0.0366858,0.0126927,0.0149631,0.0243381,0.0260788,0.0211269,0.0123498,0.0181937,0.0386649,0,0.0172734,0.0648982,0.0330849,0,0,0.0147315,0,0,0.0397405,0.0585405,0.0228147,0.0225651,0.0159301,0.0440077,0.0397332,0.0450588,0.076725,0.0722012,0.0285818,0.0648264,0.0508866,0.0835828,0.0134669,0.0182458,0,0.0267032,0.0279724,0.0252167,0.0084631,0.041194,0
42,0.0231518,0,0,0,0,0.0471743,0,0,0,0,0,0,0.031797,0,0.0206867,0.0716698,0,0,0.0161521,0,0,0.0356279,0.0722222,0.0261634,0.0109931,0.018678,0.0286347,0.0371625,0.0454977,0.0539842,0.0366709,0.0126805,0.0149447,0.0242208,0.026003,0.0212494,0.012404,0.0180763,0.0386139,0,0.0172403,0.0649046,0.0331002,0,0,0.0148342,0,0,0.0397093,0.0585055,0.0227552,0.0225861,0.015898,0.0440544,0.0397575,0.0450544,0.0767387,0.07223,0.0285854,0.0648158,0.0509078,0.0835509,0.0134788,0.0181487,0,0.0266277,0.0279579,0.0252359,0.00855563,0.0412529,0
43,0.0231262,0,0,0,0,0.0471974,0,0,0,0,0,0,0.0317159,0,0.0207224,0.0717037,0,0,0.0160908,0,0,0.0357582,0.0721849,0.0260791,0.0109487,0.0186747,0.0286402,0.0371439,0.0455145,0.0539733,0.0366645,0.0126704,0.014906,0.0242534,0.0260269,0.0212589,0.012545,0.0179539,0.0385925,0,0.0172191,0.0649188,0.0330799,0,0,0.0149477,0,0,0.039699,0.0584607,0.022692,0.0225804,0.0158316,0.0440999,0.0397229,0.0450594,0.0767385,0.0722532,0.028612,0.0648125,0.0509096,0.0835257,0.0134545,0.0180657,0,0.0266047,0.0279444,0.0252659,0.00875786,0.0413166,0
44,0.0230599,0,0,0,0,0.0472188,0,0,0,0,0,0,0.031594,0,0.0207781,0.071706,0,0,0.016174,0,0,0.0358577,0.0721565,0.0258534,0.0109228,0.0186022,0.0286423,0.0371649,0.045544,0.0539929,0.036658,0.0126581,0.0149136,0.024411,0.0261241,0.0211402,0.0125731,0.0180544,0.038525,0,0.0172197,0.0649167,0.0330528,0,0,0.0150896,0,0,0.0396401,0.0584648,0.0228161,0.0225315,0.0157577,0.0441638,0.039631,0.0450903,0.0767498,0.0722553,0.0286303,0.0648436,0.0509226,0.0835278,0.0134788,0.0180202,0,0.0265393,0.0279528,0.0253042,0.00872028,0.0413443,0
45,0.0230101,0,0,0,0,0.0472381,0,0,0,0,0,0,0.0314866,0,0.0208069,0.071728,0,0,0.0162403,0,0,0.035855,0.0721631,0.0256344,0.0109314,0.0185522,0.0286389,0.037239,0.0455411,0.0539963,0.0366053,0.0126792,0.0149445,0.0245037,0.0262127,0.0210431,0.0125522,0.0181404,0.0384538,0,0.0172191,0.0648993,0.0330113,0,0,0.0151521,0,0,0.0395529,0.058468,0.02294,0.0224815,0.0156794,0.0442002,0.0395054,0.0452009,0.0767755,0.0722633,0.0286326,0.0648615,0.0509368,0.0835377,0.0135187,0.0179575,0,0.0264167,0.0279626,0.0253658,0.00863023,0.0413491,0
46,0.0229961,0,0,0,0,0.0472429,0,0,0,0,0,0,0.0315179,0,0.020795,0.0717639,0,0,0.0162584,0,0,0.0358255,0.072159,0.0256536,0.01094,0.0185367,0.0286351,0.0373562,0.0455487,0.0540054,0.0365134,0.0126553,0.0149639,0.0244399,0.0261722,0.0210264,0.0125478,0.0181757,0.0383364,0,0.0172071,0.0648773,0.0329619,0,0,0.0151363,0,0,0.039515,0.0584352,0.0230151,0.022432,0.0156523,0.0442111,0.0394173,0.0452517,0.0768114,0.0722573,0.0286165,0.0648476,0.0509433,0.0835143,0.0135495,0.0178949,0,0.0263118,0.0279453,0.0254456,0.0085795,0.041366,0
47,0.0229852,0,0,0,0,0.0472354,0,0,0,0,0,0,0.0315093,0,0.0208121,0.0717682,0,0,0.0162834,0,0,0.0358037,0.0721437,0.0256677,0.0109385,0.0185417,0.0286418,0.0374085,0.0455495,0.0540157,0.0364235,0.0126374,0.0150012,0.0244793,0.0261648,0.0209141,0.0125369,0.0182078,0.0382266,0,0.0171555,0.0648998,0.0329191,0,0,0.0151378,0,0,0.0395611,0.0583938,0.0229863,0.0223814,0.0156299,0.0442134,0.0393575,0.0452628,0.0767898,0.072237,0.0285931,0.0648305,0.0508822,0.0834641,0.0135638,0.0179157,0,0.0263097,0.0279112,0.0255152,0.00855014,0.0413763,0
48,0.0229394,0,0,0,0,0.0472166,0,0,0,0,0,0,0.0314719,0,0.020826,0.0717583,0,0,0.0163205,0,0,0.0357649,0.0721464,0.0256673,0.0109553,0.0185768,0.0286563,0.0373947,0.0455225,0.0540151,0.0363345,0.0126244,0.0149317,0.0245424,0.0261794,0.0208078,0.0125131,0.0182483,0.0381752,0,0.0171245,0.0649419,0.0328904,0,0,0.0151318,0,0,0.0396836,0.0583767,0.0229151,0.0223437,0.0155858,0.0442185,0.039327,0.0452322,0.0767699,0.0722366,0.0286008,0.0648208,0.0508426,0.0834288,0.0135612,0.0179509,0,0.0264097,0.0278756,0.0255597,0.0085022,0.041352,0
49,0.0229071,0,0,0,0,0.0472084,0,0,0,0,0,0,0.0313551,0,0.0208595,0.0717467,0,0,0.0163568,0,0,0.0357466,0.0721422,0.0254006,0.0109769,0.0185601,0.0287401,0.0373738,0.0455079,0.0540252,0.0362476,0.0126427,0.0148793,0.0246184,0.0262542,0.0206855,0.0125298,0.0182845,0.038189,0,0.0171508,0.0648874,0.032876,0,0,0.0151098,0,0,0.0397611,0.0583565,0.0229999,0.0224252,0.0155686,0.0442041,0.0393095,0.0451212,0.0767717,0.0722506,0.0286185,0.0648404,0.0508682,0.0834043,0.0135886,0.0180064,0,0.0264638,0.0278018,0.0256154,0.0084857,0.0413178,0
50,0.0228789,0,0,0,0,0.0472212,0,0,0,0,0,0,0.0312552,0,0.0209055,0.0717944,0,0,0.0163737,0,0,0.0357406,0.0721428,0.025126,0.0110107,0.0185268,0.0289038,0.0374574,0.045506,0.0539975,0.0361618,0.012641,0.0148613,0.0247442,0.02634,0.0205464,0.0125664,0.0183293,0.0382456,0,0.0171711,0.0647288,0.03285,0,0,0.015059,0,0,0.0398031,0.0583519,0.0230821,0.0226109,0.0155868,0.044178,0.0392768,0.0449681,0.076772,0.0722523,0.0286331,0.0648212,0.0508815,0.0834077,0.0136013,0.0180432,0,0.0264704,0.0277605,0.0256967,0.00848851,0.0413155,0
51,0.0228502,0,0,0,0,0.0472281,0,0,0,0,0,0,0.0312248,0,0.0209589,0.0718161,0,0,0.0163809,0,0,0.0357592,0.0721252,0.0249972,0.0109929,0.0185294,0.028949,0.0375175,0.0455014,0.0539886,0.0360945,0.0126195,0.0148821,0.0248336,0.0263773,0.0204362,0.0126244,0.0183562,0.0382207,0,0.0171794,0.0646908,0.0328498,0,0,0.0149818,0,0,0.0398333,0.0583506,0.0231565,0.0223962,0.0155933,0.0441537,0.0392753,0.0451726,0.0768483,0.0722431,0.0286464,0.064784,0.0508759,0.0834321,0.0136351,0.0180384,0,0.0264831,0.0277429,0.0257324,0.00849647,0.0412746,0
52,0.0228223,0,0,0,0,0.0472434,0,0,0,0,0,0,0.0311973,0,0.0209745,0.0718335,0,0,0.016403,0,0,0.0357967,0.0721088,0.0248953,0.0109606,0.0185487,0.0289684,0.0375236,0.0455074,0.0539906,0.0360205,0.0125966,0.0149062,0.0248532,0.0263871,0.0203355,0.0126841,0.0183702,0.0381339,0,0.0171942,0.0647038,0.0328558,0,0,0.0148416,0,0,0.0398465,0.0583527,0.0231792,0.0222231,0.0155817,0.0441447,0.0393356,0.0453367,0.076904,0.0722385,0.0286752,0.0647596,0.0508527,0.083445,0.0136367,0.018041,0,0.026495,0.0277358,0.0257495,0.00850898,0.0412748,0
53,0.0228019,0,0,0,0,0.0472108,0,0,0,0,0,0,0.0312056,0,0.0209568,0.0718433,0,0,0.0164507,0,0,0.0357754,0.0721302,0.0248394,0.0109511,0.0185319,0.0289923,0.0375442,0.0454802,0.0539811,0.0359351,0.0126088,0.014837,0.0248046,0.0263698,0.0202974,0.0125716,0.0183676,0.0380673,0,0.0172095,0.0647263,0.0328692,0,0,0.0147087,0,0,0.0398511,0.0583325,0.0231557,0.0221648,0.0155608,0.0441605,0.0392798,0.0453386,0.0769243,0.0722556,0.0287018,0.06475,0.0508339,0.0834315,0.0136263,0.0180729,0,0.0264833,0.0277107,0.0257888,0.00849914,0.0412701,0
54,0.0228001,0,0,0,0,0.047188,0,0,0,0,0,0,0.031296,0,0.020941,0.0718276,0,0,0.0165014,0,0,0.0357342,0.0721423,0.0248857,0.0109607,0.0185233,0.0290123,0.037587,0.045439,0.0539737,0.0358689,0.0126166,0.0148406,0.0247404,0.0263354,0.0202653,0.0124998,0.0183226,0.0380807,0,0.0171901,0.0647565,0.0328758,0,0,0.0145359,0,0,0.0398926,0.0583079,0.0231102,0.0221435,0.0155318,0.0441766,0.0391771,0.045229,0.076927,0.0722804,0.0287367,0.0647422,0.0507742,0.0834181,0.0136265,0.0182067,0,0.0265052,0.0277011,0.0258374,0.00848461,0.0412813,0
55,0.0227925,0,0,0,0,0.0472128,0,0,0,0,0,0,0.0314662,0,0.0209165,0.0718134,0,0,0.0164814,0,0,0.0356576,0.0721428,0.0250419,0.0109539,0.0185474,0.0290117,0.0376034,0.04542,0.0539483,0.0358179,0.0125779,0.0148825,0.0246667,0.0262806,0.020249,0.0126435,0.0182965,0.0380434,0,0.0171721,0.0647857,0.0328618,0,0,0.0143403,0,0,0.0399277,0.0583061,0.0231178,0.0221374,0.0155116,0.0441905,0.0391413,0.0451715,0.0769417,0.0722883,0.0287786,0.0647555,0.0507381,0.0834015,0.013658,0.0183352,0,0.0265035,0.0277121,0.0258543,0.00846572,0.0412736,0
56,0.0227524,0,0,0,0,0.047233,0,0,0,0,0,0,0.031646,0,0.0208622,0.0718152,0,0,0.0164311,0,0,0.035454,0.0721567,0.0252185,0.0109546,0.0185824,0.0290097,0.0376228,0.0453894,0.0539428,0.035754,0.0125763,0.0147957,0.0245857,0.0262093,0.0202758,0.0126802,0.0183184,0.0379642,0,0.0171679,0.064792,0.032854,0,0,0.0141482,0,0,0.039939,0.0583309,0.0230989,0.0221349,0.0154784,0.0441972,0.0391408,0.0451619,0.0769333,0.0723011,0.0287896,0.0647691,0.0507121,0.0833907,0.0136642,0.0184284,0,0.0264791,0.0276908,0.0258748,0.00837389,0.0412924,0
57,0.0227121,0,0,0,0,0.0472421,0,0,0,0,0,0,0.0318132,0,0.0208011,0.0718251,0,0,0.0164157,0,0,0.0354258,0.0721775,0.0253968,0.010971,0.0185754,0.0290176,0.0376409,0.0453486,0.0539688,0.0356911,0.0125998,0.0147383,0.0245145,0.0261456,0.0202684,0.0126594,0.0183804,0.0379653,0,0.0171418,0.0647839,0.0328414,0,0,0.0139616,0,0,0.0399598,0.0584166,0.0230992,0.0221527,0.0154268,0.044206,0.0391116,0.0451548,0.0768888,0.0723222,0.0287715,0.0647717,0.0507085,0.0833856,0.0136728,0.0185701,0,0.0264918,0.0276861,0.0258894,0.00832721,0.0413152,0
58,0.022693,0,0,0,0,0.0472385,0,0,0,0,0,0,0.0320095,0,0.0207664,0.0718481,0,0,0.0164316,0,0,0.0356501,0.0721825,0.0256437,0.0109944,0.0185808,0.0290215,0.0376119,0.0453046,0.0539478,0.035655,0.0125933,0.0147182,0.0244163,0.0260712,0.0202384,0.0126735,0.0184536,0.0379579,0,0.0171105,0.0647698,0.0328262,0,0,0.0137416,0,0,0.0399391,0.0584618,0.0231423,0.0221457,0.0153851,0.0442094,0.0390466,0.0451572,0.0768687,0.0723266,0.0287397,0.0647689,0.050728,0.0833793,0.0137106,0.0187386,0,0.0264789,0.0276946,0.0259249,0.00838903,0.0413121,0
59,0.0227006,0,0,0,0,0.047229,0,0,0,0,0,0,0.0321659,0,0.0207563,0.0718945,0,0,0.0164311,0,0,0.0357975,0.0721839,0.0257424,0.0110137,0.0186104,0.0290221,0.037537,0.0452493,0.0538994,0.03563,0.0125852,0.0146987,0.0243112,0.0260195,0.0202426,0.0127238,0.0184806,0.0379045,0,0.0171239,0.0647582,0.0328291,0,0,0.0135248,0,0,0.0399685,0.05846,0.0231639,0.0220978,0.0153583,0.0442082,0.0389466,0.0451573,0.076853,0.0723214,0.0287077,0.0647562,0.0507377,0.083377,0.0137242,0.0188796,0,0.0265318,0.0276958,0.0259553,0.00843924,0.0412982,0
60,0.0226885,0,0,0,0,0.0472416,0,0,0,0,0,0,0.0322672,0,0.0207499,0.0719036,0,0,0.0164206,0,0,0.0356683,0.0721998,0.0257919,0.0110355,0.0186276,0.0290344,0.0375444,0.0451978,0.0538799,0.035593,0.012602,0.0146957,0.0242615,0.0259965,0.0202418,0.0127298,0.0184544,0.0378712,0,0.0171235,0.0647431,0.0328263,0,0,0.013306,0,0,0.0400428,0.0584205,0.0231929,0.0220624,0.0153505,0.0441957,0.0388883,0.0451643,0.0768517,0.0723223,0.0287018,0.0647367,0.0507569,0.0833877,0.0137342,0.0190323,0,0.0266608,0.0277011,0.0259654,0.0083762,0.0413033,0
61,0.0226662,0,0,0,0,0.0472773,0,0,0,0,0,0,0.0323705,0,0.0206973,0.0719178,0,0,0.0163966,0,0,0.0355942,0.072199,0.0259117,0.0110349,0.0186267,0.02903,0.0375893,0.0451645,0.0538789,0.0355797,0.012612,0.014751,0.0242217,0.0259501,0.0202362,0.0127249,0.0184471,0.0378608,0,0.0171168,0.0647423,0.0328189,0,0,0.0131124,0,0,0.0400815,0.0583241,0.0231782,0.0220425,0.0153442,0.0441943,0.0388318,0.0451693,0.076846,0.0723311,0.0287117,0.0647264,0.0507746,0.0833734,0.0137411,0.0191528,0,0.0267666,0.0277103,0.0259823,0.00833446,0.0413092,0
62,0.0226786,0,0,0,0,0.0472659,0,0,0,0,0,0,0.032494,0,0.0206171,0.071955,0,0,0.0163519,0,0,0.0356654,0.0722029,0.0260613,0.011009,0.0186391,0.0290535,0.0376124,0.0451336,0.0538566,0.0355806,0.0126129,0.014727,0.024145,0.0258767,0.0202813,0.0127436,0.0183881,0.0378091,0,0.0171097,0.0647507,0.0328048,0,0,0.0129056,0,0,0.0400793,0.0582613,0.023158,0.0220126,0.0153128,0.0442143,0.0387727,0.0451911,0.076868,0.0723355,0.02873,0.0647177,0.050737,0.083344,0.0137291,0.0192614,0,0.0268075,0.0277083,0.026015,0.00845748,0.0413108,0
63,0.0227133,0,0,0,0,0.0472529,0,0,0,0,0,0,0.0325671,0,0.0205857,0.0719789,0,0,0.01625,0,0,0.0358319,0.0721996,0.0260875,0.0109736,0.0186721,0.0290779,0.0376316,0.0451221,0.0538432,0.0355666,0.0125943,0.0147893,0.0241545,0.0258805,0.0202518,0.0127979,0.018182,0.0378078,0,0.017111,0.0647427,0.0327859,0,0,0.0127053,0,0,0.0400527,0.0582364,0.0231888,0.0220095,0.0153027,0.0442468,0.0387517,0.0452132,0.0768654,0.0723335,0.0287449,0.0647321,0.0506867,0.0833318,0.0137179,0.019392,0,0.0267776,0.0276893,0.0260288,0.00885492,0.0413045,0
64,0.0227163,0,0,0,0,0.0472672,0,0,0,0,0,0,0.0326013,0,0.0206112,0.0719946,0,0,0.0162329,0,0,0.0359042,0.0721904,0.026103,0.010979,0.0187031,0.0291031,0.0376331,0.0451091,0.0538788,0.0355528,0.0125759,0.0147935,0.0241723,0.0258963,0.0202184,0.0128059,0.0180896,0.0377899,0,0.0171236,0.0647374,0.0327765,0,0,0.0125182,0,0,0.0400542,0.0582562,0.0232447,0.0219995,0.0152985,0.044257,0.0387894,0.0452292,0.0769075,0.0723324,0.0287484,0.0647578,0.050697,0.0833353,0.0137351,0.01954,0,0.0267877,0.0276734,0.0260494,0.00906861,0.0412545,0
65,0.0226676,0,0,0,0,0.0473101,0,0,0,0,0,0,0.0326112,0,0.0205823,0.0720043,0,0,0.0162884,0,0,0.0358,0.0721975,0.0261035,0.0109948,0.0187363,0.0291353,0.0376818,0.0450808,0.0538722,0.035523,0.0125803,0.0147247,0.0241739,0.0259261,0.0201684,0.0128078,0.0181469,0.0377996,0,0.0171276,0.0647613,0.0327729,0,0,0.0123819,0,0,0.0400257,0.0582756,0.0232528,0.0219732,0.0152926,0.0442478,0.03887,0.0452789,0.0769053,0.0723353,0.0287502,0.0647298,0.0507105,0.0833254,0.0137486,0.019672,0,0.0268105,0.0277099,0.0260599,0.00895947,0.0412392,0
66,0.0235666,0,0,0,0,0.0475428,0,0,0,0,0,0,0.0384397,0,0,0.0736512,0,0,0.0160207,0,0,0.0355157,0.0713562,0.0263945,0.0123291,0.0189491,0.0290644,0.0372814,0,0.0554988,0.0352331,0.00984324,0.0105529,0.022932,0.0243279,0.0114134,0.0131059,0.0179145,0.0377644,0,0.0171558,0.0638146,0.0332715,0,0,0.0117023,0,0,0.0398516,0.0581821,0.0233117,0.0215382,0.0148071,0.0437812,0.0381478,0.0454686,0.0769782,0.0721661,0.0283598,0.0648132,0.0507713,0.0833196,0.0136794,0.0197909,0,0.0264229,0.0281111,0.0252509,0.00861236,0.0414122,0
67,0.0226114,0,0,0,0,0.0473404,0,0,0,0,0,0,0.0327451,0,0.020521,0.0719727,0,0,0.0163566,0,0,0.0355145,0.0722092,0.0261933,0.0109736,0.0187215,0.0292037,0.0377444,0.0450603,0.053823,0.0354572,0.0125588,0.0146197,0.0240701,0.0258685,0.0201636,0.012841,0.0183677,0.0378825,0,0.0170421,0.0647613,0.0327837,0,0,0.0119589,0,0,0.0401059,0.0582431,0.0232447,0.0219357,0.0152033,0.0442731,0.0389527,0.045255,0.0769383,0.0723542,0.0287489,0.06473,0.0506955,0.0833154,0.0137165,0.0199567,0,0.0269326,0.0277004,0.0261102,0.0084683,0.041331,0
68,0.0225657,0,0,0,0,0.0478514,0,0,0,0,0,0,0.0326061,0,0.0204733,0.0719071,0,0,0.0162538,0,0,0.0355909,0.0721156,0.0260345,0.0108611,0.0187515,0.0293784,0.0380262,0.0451499,0.053932,0.0355493,0.0125795,0.0147323,0.0241962,0.0260089,0.0200838,0.01293,0.0183083,0.037692,0,0.0170984,0.0648147,0.0331995,0,0,0.0119612,0,0,0.0476839,0.0582161,0.0232234,0.0218654,0.0153265,0.0441986,0.0397131,0.0452941,0.0769364,0.0723403,0.0287319,0.064734,0.0506765,0.0833501,0.0137764,0.0189934,0.00777664,0.0265346,0.0280129,0.0258156,0.00847856,0.0412801,0
69,0.0235273,0,0,0,0,0.0477271,0,0,0,0,0,0,0.0325863,0,0,0.0738331,0,0,0.0156764,0,0,0.0360479,0.0712705,0.019041,0.0126521,0.0172398,0.0289479,0.0372316,0,0.0549624,0.0349611,0.011252,0.0125827,0.0280687,0.0289219,0.0115994,0.0133268,0.0177643,0.0353534,0,0.0162015,0.0639466,0.0330949,0,0,0.0111506,0,0,0.0404,0.0584402,0.0236254,0.0213443,0.0148963,0.04335,0.0381355,0.0451112,0.0766673,0.0722891,0.0287034,0.0650802,0.0511374,0.0838067,0.0148106,0.020078,0,0.0265713,0.028282,0.0253477,0.00816937,0.0409194,0
70,0.0224524,0,0,0,0,0.0478733,0,0,0,0,0,0,0.0325049,0,0.0205579,0.0719235,0,0,0.0162549,0,0,0.035674,0.0721186,0.0258245,0.0108362,0.0188218,0.029422,0.0380034,0.0451504,0.0539581,0.0354802,0.0125781,0.0147915,0.0243163,0.0261169,0.0199715,0.0129443,0.018401,0.0376361,0,0.0170907,0.0648128,0.0332466,0,0,0.0118685,0,0,0.0477352,0.0580643,0.0231208,0.0218615,0.0153641,0.0442443,0.0395302,0.0452819,0.0769837,0.0723453,0.0287642,0.0647427,0.0506803,0.083366,0.0138096,0.0190494,0.00803771,0.0268085,0.028052,0.0258374,0.00847625,0.0412323,0
71,0.0224294,0,0,0,0,0.0478971,0,0,0,0,0,0,0.0324528,0,0.02058,0.0719065,0,0,0.0162489,0,0,0.0357565,0.0721058,0.0257553,0.0108419,0.0188348,0.0294393,0.0380439,0.0451745,0.0539765,0.0354598,0.0125496,0.0148292,0.0243903,0.0261432,0.0199103,0.0129597,0.0184915,0.0376277,0,0.0171324,0.0648021,0.0332405,0,0,0.0116809,0,0,0.047803,0.0579889,0.0231866,0.0218402,0.0153753,0.0442545,0.0394961,0.0452882,0.0770151,0.0723474,0.0287722,0.0647626,0.0507315,0.0833735,0.0138239,0.0191382,0.00786501,0.0268904,0.0280628,0.0258979,0.00847251,0.0412261,0
72,0.0224128,0,0,0,0,0.0479174,0,0,0,0,0,0,0.0324182,0,0.0205709,0.0719175,0,0,0.0162454,0,0,0.0357681,0.0721184,0.0256867,0.0108323,0.0188352,0.0294672,0.0381109,0.0451856,0.0539763,0.0354333,0.0125456,0.0148322,0.0244154,0.0261643,0.0198668,0.012978,0.0185261,0.0376289,0,0.0171456,0.0648,0.0332142,0,0,0.011548,0,0,0.0478855,0.0579483,0.0231908,0.0218341,0.0153674,0.0442694,0.039375,0.0452808,0.0770146,0.0723591,0.0287938,0.0647601,0.0507316,0.0833769,0.0138324,0.0192515,0.00774163,0.0269581,0.0280594,0.0259802,0.00845251,0.0412001,0
73,0.0223865,0,0,0,0,0.0479059,0,0,0,0,0,0,0.032403,0,0.020565,0.0719567,0,0,0.0162176,0,0,0.0356589,0.072139,0.0256438,0.0108067,0.0188443,0.0294947,0.0381391,0.0451932,0.0539676,0.0353999,0.0125728,0.0147848,0.0244107,0.0261692,0.0198637,0.0129849,0.0185501,0.0376054,0,0.017158,0.0647726,0.0331832,0,0,0.0114664,0,0,0.0479903,0.0578876,0.0232022,0.0218058,0.0153605,0.0442766,0.0391718,0.045254,0.0769971,0.0723758,0.0288111,0.064751,0.0507132,0.0833666,0.0138257,0.0193403,0.00765857,0.0270197,0.028038,0.0260305,0.00838773,0.0412118,0
74,0.0223394,0,0,0,0,0.0479037,0,0,0,0,0,0,0.0323752,0,0.0205399,0.0719668,0,0,0.0161681,0,0,0.0355523,0.0721412,0.0256365,0.0107992,0.0188433,0.0295142,0.0381112,0.0452133,0.0539852,0.0353912,0.0125678,0.0147106,0.0244421,0.0261625,0.019878,0.0130116,0.0185924,0.0375504,0,0.0171465,0.0647469,0.0331699,0,0,0.011363,0,0,0.0479628,0.0578473,0.0232278,0.0217812,0.0153474,0.0442929,0.0391649,0.0452276,0.076995,0.0723877,0.0288087,0.0647351,0.0507211,0.0833652,0.0138496,0.0193644,0.00758959,0.0270187,0.0280487,0.0260609,0.00831022,0.0412437,0
75,0.0222886,0,0,0,0,0.0479167,0,0,0,0,0,0,0.0323114,0,0.0205972,0.071968,0,0,0.0161729,0,0,0.0357056,0.0721182,0.0255756,0.0107802,0.0188436,0.029527,0.0379913,0.0452394,0.0540033,0.0354306,0.0125506,0.0147817,0.0245173,0.0262087,0.0198463,0.0130531,0.0186204,0.0375382,0,0.0171316,0.0647644,0.0331753,0,0,0.0112668,0,0,0.0479418,0.0578632,0.0232232,0.0217717,0.0153124,0.044306,0.0393265,0.0452108,0.0769894,0.0723773,0.028803,0.0647147,0.0507199,0.0833762,0.0138627,0.0193981,0.00754773,0.0270287,0.0280733,0.0260859,0.00833404,0.0412658,0
76,0.0222334,0,0,0,0,0.0479362,0,0,0,0,0,0,0.0323252,0,0.020598,0.0719681,0,0,0.0161561,0,0,0.0357322,0.0720928,0.0255919,0.0107645,0.0188331,0.0295311,0.0379559,0.0452626,0.0540063,0.0354307,0.012546,0.0148245,0.0245043,0.0262104,0.0198629,0.0130926,0.0185453,0.0375663,0,0.0171248,0.0647926,0.0331633,0,0,0.0111682,0,0,0.0479257,0.0578734,0.0231721,0.0217548,0.015295,0.0443124,0.039397,0.0452031,0.0769853,0.0723752,0.0288185,0.0647033,0.0507231,0.0833462,0.0138517,0.0194644,0.00750951,0.0270697,0.0280877,0.0261308,0.00838416,0.041247,0
77,0.0221819,0,0,0,0,0.0479629,0,0,0,0,0,0,0.0322958,0,0.0206143,0.0719488,0,0,0.0160934,0,0,0.0355532,0.0720686,0.0255789,0.0107529,0.0188487,0.0295156,0.0379926,0.0452778,0.0539927,0.0354165,0.0125586,0.0148324,0.0244972,0.0262128,0.0199182,0.0131311,0.0184693,0.0375759,0,0.0171092,0.0647846,0.0331281,0,0,0.0110952,0,0,0.0478489,0.0578555,0.0231278,0.0217482,0.0152919,0.0443146,0.0393386,0.0451709,0.0769864,0.0724015,0.0288222,0.0647201,0.0507323,0.0833058,0.0138299,0.0195403,0.00752486,0.027267,0.0280883,0.0261974,0.00835715,0.041239,0
78,0.0221335,0,0,0,0,0.0479786,0,0,0,0,0,0,0.0322696,0,0.0206346,0.071944,0,0,0.0160367,0,0,0.035466,0.0720685,0.025599,0.0107678,0.0188504,0.0294846,0.0380052,0.0452949,0.0539807,0.0354221,0.0125634,0.0147938,0.0244568,0.0262045,0.0199856,0.013168,0.0185115,0.0375863,0,0.0171092,0.0647654,0.0331002,0,0,0.0110176,0,0,0.0476919,0.0578387,0.0230932,0.0217606,0.0152821,0.0443091,0.0393096,0.0451526,0.0769784,0.0724177,0.0288231,0.0647373,0.0507197,0.0832841,0.0138114,0.0196291,0.00777883,0.0276663,0.0280856,0.0262433,0.0082939,0.0412392,0
