Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,RTIBA,
1253,0.0202543,0,0,0,0,0.0413431,0,0,0,0,0,0,0.0256793,0,0.0214792,0.0673739,0,0,0.0233574,0,0,0.0391227,0.0700384,0.0168041,0.0051794,0.0145833,0.0398512,0.0538877,0.0460021,0.0554973,0.0330929,0.00871858,0.0101487,0.0255976,0.0261865,0.0219962,0.0130068,0.0228703,0.0239327,0,0.0147384,0.0601927,0.0346423,0,0,0.0124742,0,0,0.0488867,0.062232,0.0411067,0.00963448,0.00482379,0.046721,0.0438135,0.04521,0.0801287,0.0782624,0.0319455,0.0580486,0.043957,0.0739133,0.0376105,0.0146661,0.0185929,0.021649,0.0189999,0.0352997,0.0149124,0.0324805,0
1254,0.0201457,0,0,0,0,0.0413591,0,0,0,0,0,0,0.0257048,0,0.0212673,0.0675057,0,0,0.0233816,0,0,0.0391396,0.0699349,0.0161189,0.00530097,0.0146697,0.0397691,0.0536703,0.0458814,0.0555238,0.0331539,0.00881409,0.0101805,0.0255088,0.0261208,0.0218752,0.0128774,0.0228237,0.0227907,0,0.0151287,0.0600429,0.0345896,0,0,0.0124431,0,0,0.0488896,0.0626779,0.0418247,0.00927899,0.00508114,0.0465523,0.0437844,0.0450973,0.0799996,0.0781531,0.0317813,0.057943,0.0438144,0.0736114,0.0407684,0.0147164,0.0186086,0.0216577,0.0189977,0.0353065,0.0149839,0.0322671,0
1255,0.020061,0,0,0,0,0.0414044,0,0,0,0,0,0,0.0255539,0,0.0211929,0.06762,0,0,0.0233896,0,0,0.0391475,0.0698659,0.0160978,0.00543025,0.0148073,0.0397356,0.0534469,0.0458321,0.0555071,0.0331841,0.00897581,0.0102416,0.0254477,0.0261661,0.021644,0.0127275,0.0227989,0.0218019,0,0.015544,0.0599258,0.0345386,0,0,0.0124742,0,0,0.0489352,0.0630569,0.0426209,0.00899186,0.00529389,0.0463912,0.0437625,0.0449676,0.0799089,0.0780666,0.0316128,0.0578659,0.0436969,0.0734294,0.0439864,0.0147527,0.0186785,0.0216997,0.0190335,0.0353263,0.0150507,0.0320614,0
1256,0.0199774,0,0,0,0,0.0414285,0,0,0,0,0,0,0.0254335,0,0.0211793,0.067691,0,0,0.0234185,0,0,0.0391599,0.0697968,0.0164043,0.00552896,0.0149511,0.0397481,0.0532312,0.0457793,0.0554727,0.0331997,0.00908899,0.0102817,0.0254311,0.0261743,0.0214959,0.0126734,0.0227767,0.0210789,0,0.015969,0.0598053,0.0345114,0,0,0.0125294,0,0,0.0489673,0.0634051,0.0434066,0.00875529,0.00546412,0.0462312,0.0437358,0.0448667,0.0798045,0.0779971,0.031437,0.0577823,0.0435979,0.073351,0.047055,0.0147865,0.0188358,0.0217734,0.0190972,0.0353272,0.0150995,0.0318939,0
1257,0.0198806,0,0,0,0,0.041455,0,0,0,0,0,0,0.025397,0,0.0210951,0.0677299,0,0,0.0234234,0,0,0.0391655,0.06974,0.0164223,0.00564046,0.0150475,0.0397552,0.0530202,0.0457393,0.0554709,0.033218,0.00915978,0.010197,0.0253966,0.0261548,0.0214579,0.0126008,0.0227767,0.0206345,0,0.0164303,0.0597138,0.0344897,0,0,0.0125661,0,0,0.0489729,0.0637509,0.0441544,0.00854538,0.00559559,0.0460949,0.0437178,0.0448032,0.0796898,0.0779378,0.0312671,0.0577332,0.0434891,0.0732139,0.0499109,0.01489,0.01889,0.0218385,0.0191331,0.0352973,0.0151293,0.0317409,0
1258,0.0197537,0,0,0,0,0.0414865,0,0,0,0,0,0,0.0253319,0,0.0210051,0.067732,0,0,0.0234163,0,0,0.0391972,0.0697061,0.0164516,0.00570423,0.0151423,0.0397508,0.052797,0.0457125,0.0554528,0.0331892,0.00913595,0.0100665,0.0253443,0.0261268,0.0214398,0.0124995,0.0227522,0.0205318,0,0.0169442,0.0596655,0.0344774,0,0,0.0125824,0,0,0.0490166,0.0640728,0.0447338,0.00835809,0.00573681,0.0459597,0.043719,0.0447368,0.0795985,0.0778749,0.0311527,0.0577024,0.0433754,0.0729943,0.0524518,0.0149788,0.0189034,0.0218981,0.0191618,0.0352629,0.0151851,0.031592,0
1259,0.0196441,0,0,0,0,0.0414995,0,0,0,0,0,0,0.0253288,0,0.0209276,0.0677026,0,0,0.0233785,0,0,0.0392137,0.0697069,0.0163667,0.0057365,0.0151869,0.039774,0.0525778,0.0456594,0.0554211,0.033086,0.00911282,0.00999024,0.0252465,0.0261524,0.021371,0.0124134,0.0227154,0.0205805,0,0.0172813,0.0596719,0.0344653,0,0,0.0125803,0,0,0.0490715,0.0643629,0.0452774,0.00821302,0.00587828,0.0457744,0.0436975,0.0446928,0.0795124,0.077831,0.0310784,0.0576516,0.0432378,0.0728083,0.0545026,0.0150484,0.0188943,0.0218834,0.0192096,0.0352381,0.0152352,0.0314512,0
1260,0.0195851,0,0,0,0,0.0414865,0,0,0,0,0,0,0.0253757,0,0.0208551,0.0676618,0,0,0.0233492,0,0,0.0392142,0.0697063,0.0164651,0.00577425,0.0152203,0.0398117,0.0523398,0.0455843,0.0553751,0.0329541,0.00912069,0.010183,0.0252133,0.0261752,0.0211565,0.0123258,0.0226702,0.020621,0,0.0174074,0.0597298,0.0344552,0,0,0.0125459,0,0,0.0490732,0.0646678,0.0457625,0.00811658,0.00596793,0.0456071,0.0436438,0.0446093,0.0793914,0.0777858,0.0310369,0.0574818,0.0431073,0.0726875,0.0559993,0.0151322,0.0189137,0.0218881,0.0192263,0.0352056,0.0152821,0.0313559,0
1261,0.0195482,0,0,0,0,0.0414711,0,0,0,0,0,0,0.0254652,0,0.020753,0.0676027,0,0,0.0233188,0,0,0.0392297,0.06971,0.0164235,0.00577189,0.0152717,0.0398294,0.0521063,0.0454938,0.0552896,0.0328549,0.00923028,0.0103062,0.0251807,0.0260577,0.0209841,0.0122388,0.022619,0.0206594,0,0.0175363,0.0598271,0.0344341,0,0,0.012531,0,0,0.0490984,0.0650011,0.0460172,0.00807586,0.00598683,0.0454471,0.0435867,0.0444285,0.0791865,0.0777203,0.0309928,0.0569968,0.0429861,0.0725665,0.0570271,0.0151858,0.0190116,0.0218783,0.0192247,0.0351751,0.0153459,0.031202,0
1262,0.0195006,0,0,0,0,0.041458,0,0,0,0,0,0,0.0254901,0,0.0206271,0.0675083,0,0,0.0232682,0,0,0.0392536,0.0697235,0.0163949,0.00571691,0.0153335,0.0398173,0.051879,0.0454045,0.0552165,0.0327612,0.00947247,0.0101397,0.0250706,0.0259614,0.0209665,0.0121572,0.0225755,0.0204614,0,0.0176847,0.0599574,0.0344455,0,0,0.0124896,0,0,0.0491412,0.0653582,0.0461815,0.00809646,0.00598638,0.0452855,0.0435057,0.0442044,0.0789415,0.0776682,0.0309501,0.0566831,0.042779,0.0723908,0.0574281,0.0150641,0.0192027,0.0219161,0.0192406,0.0351383,0.0153818,0.0310247,0
1263,0.0194528,0,0,0,0,0.0414476,0,0,0,0,0,0,0.0254336,0,0.0204708,0.0674144,0,0,0.0231863,0,0,0.0392516,0.0697651,0.0164155,0.00562326,0.015408,0.0397804,0.0516568,0.0453277,0.0551441,0.0326634,0.00963204,0.00987282,0.0249173,0.0258914,0.0209421,0.0120898,0.0224983,0.0201593,0,0.0177797,0.0601082,0.0345078,0,0,0.0124152,0,0,0.0491772,0.065694,0.0461731,0.00818128,0.00597684,0.0451052,0.0433878,0.0439951,0.0786568,0.0776354,0.0309968,0.0564769,0.0425389,0.0721793,0.0572948,0.0147549,0.0194072,0.0219416,0.0192387,0.0350909,0.0154085,0.030842,0
1264,0.0194331,0,0,0,0,0.0414067,0,0,0,0,0,0,0.0254819,0,0.0203944,0.0672925,0,0,0.0230766,0,0,0.0392502,0.0698218,0.0165142,0.00548721,0.0154318,0.0397543,0.0514527,0.0452898,0.055077,0.0326232,0.00963755,0.00978371,0.0247848,0.0258295,0.0207121,0.0120156,0.0223844,0.0198052,0,0.0178247,0.0601986,0.0345343,0,0,0.0123241,0,0,0.0491307,0.0660597,0.0460375,0.00831729,0.00596392,0.04494,0.0432946,0.043766,0.0784087,0.0776288,0.0311453,0.0563062,0.0423169,0.0719953,0.0566614,0.0146631,0.0194384,0.0219555,0.0192318,0.0350756,0.015475,0.0306341,0
1265,0.0194435,0,0,0,0,0.0413556,0,0,0,0,0,0,0.0255985,0,0.0202903,0.067177,0,0,0.0229607,0,0,0.0392712,0.0699053,0.0166833,0.00532793,0.0154424,0.0397685,0.0512903,0.0452104,0.0549961,0.0326376,0.0095767,0.00969636,0.0246865,0.0257953,0.0204132,0.0119395,0.022259,0.0195557,0,0.0179651,0.0602141,0.0345622,0,0,0.0121799,0,0,0.0490516,0.0664473,0.0459037,0.00850362,0.00589656,0.0447914,0.0432322,0.043504,0.0781472,0.0776385,0.0313106,0.0561335,0.0421329,0.0719041,0.0555734,0.0147239,0.0192428,0.0219679,0.0192535,0.0350446,0.0155593,0.0304466,0
1266,0.01948,0,0,0,0,0.0413074,0,0,0,0,0,0,0.0257083,0,0.0201817,0.067053,0,0,0.0228331,0,0,0.03925,0.0699473,0.0169473,0.00518277,0.0154801,0.0397731,0.0511501,0.0451846,0.05496,0.0326892,0.00954468,0.00976578,0.0246298,0.025796,0.0202089,0.0119186,0.0221962,0.019257,0,0.0181259,0.0603506,0.0345943,0,0,0.0120994,0,0,0.0490961,0.0667989,0.0457491,0.00874857,0.00583259,0.0446681,0.0431647,0.0432587,0.0777746,0.0776695,0.0314968,0.0559884,0.0419796,0.0718772,0.0543418,0.0147569,0.0190936,0.0219568,0.019268,0.0349758,0.0155446,0.030332,0
1267,0.0195364,0,0,0,0,0.0412491,0,0,0,0,0,0,0.0257652,0,0.0200835,0.0669303,0,0,0.0226996,0,0,0.0392434,0.0699743,0.0171674,0.00502254,0.0155298,0.0397376,0.0510044,0.0452197,0.054961,0.0327741,0.00960831,0.00972611,0.0245931,0.0258121,0.0200813,0.011919,0.0221535,0.0189035,0,0.0180243,0.0605509,0.0345813,0,0,0.0120897,0,0,0.049136,0.0670961,0.0455018,0.00905032,0.00575815,0.044558,0.0430867,0.0429035,0.0774481,0.0776721,0.0317052,0.0558883,0.0419124,0.0718664,0.0530481,0.014738,0.019225,0.0219133,0.0192396,0.0348852,0.0155117,0.0302713,0
1268,0.0195883,0,0,0,0,0.0411871,0,0,0,0,0,0,0.0258259,0,0.0199628,0.0668174,0,0,0.0225883,0,0,0.0392501,0.0699928,0.0173904,0.00484633,0.0155699,0.039723,0.0508463,0.0452955,0.0549815,0.0329265,0.00970251,0.00979729,0.0245772,0.0258774,0.0199899,0.0119069,0.0221105,0.0186314,0,0.0179994,0.0607661,0.0345157,0,0,0.012097,0,0,0.0491633,0.0673453,0.0452463,0.00935273,0.00561657,0.0444592,0.0430204,0.042648,0.0772524,0.0776381,0.0318905,0.0558636,0.0419157,0.0719141,0.0516334,0.014723,0.0193824,0.0218876,0.0192183,0.0347991,0.015492,0.0302612,0
1269,0.019669,0,0,0,0,0.0411541,0,0,0,0,0,0,0.0258084,0,0.0197565,0.0667541,0,0,0.0224832,0,0,0.039248,0.0700169,0.0176685,0.00467017,0.0156543,0.0397251,0.0507043,0.0453826,0.0550169,0.0330662,0.00987223,0.00981543,0.0245913,0.0259256,0.0197909,0.0119343,0.0220391,0.0185588,0,0.0180223,0.0609639,0.0345216,0,0,0.0120969,0,0,0.0491516,0.0675541,0.0449537,0.0096631,0.00544069,0.0443762,0.0430068,0.0424208,0.0771076,0.0775511,0.0319354,0.0559031,0.0419404,0.0720164,0.0502518,0.0147012,0.0194713,0.021917,0.0192432,0.0346937,0.015481,0.0303198,0
1270,0.0198042,0,0,0,0,0.0411181,0,0,0,0,0,0,0.0257831,0,0.0195887,0.0668012,0,0,0.0223729,0,0,0.0392293,0.0700496,0.0178593,0.00450648,0.0157144,0.0397226,0.050572,0.0454737,0.0550535,0.0331848,0.0099197,0.00974698,0.0246004,0.0259548,0.0196941,0.0119611,0.02194,0.0185563,0,0.017718,0.0611396,0.0345876,0,0,0.0120441,0,0,0.0490774,0.0677689,0.0447341,0.00997609,0.00526468,0.0443032,0.0430161,0.0422525,0.0769986,0.0774189,0.0318825,0.0560166,0.0419968,0.0721177,0.0489809,0.0147125,0.0193905,0.0219307,0.0192871,0.0345456,0.0154601,0.0304918,0
1271,0.0199852,0,0,0,0,0.0410854,0,0,0,0,0,0,0.0257918,0,0.0194352,0.0669592,0,0,0.022263,0,0,0.0392066,0.0700771,0.0178617,0.00439436,0.0157602,0.0397071,0.0504054,0.0454991,0.0550746,0.0332462,0.00985501,0.00982911,0.0245643,0.0260073,0.0194384,0.0119602,0.0218287,0.0185943,0,0.0169054,0.0612601,0.0347087,0,0,0.0120172,0,0,0.0490663,0.0679179,0.0446171,0.0102719,0.00521327,0.0442159,0.0429981,0.0421213,0.0766695,0.0772768,0.0318056,0.0562267,0.0420514,0.0721692,0.0477434,0.0146919,0.0194529,0.0219731,0.019325,0.0343356,0.0154409,0.0307309,0
1272,0.0201683,0,0,0,0,0.0410541,0,0,0,0,0,0,0.0257874,0,0.0193141,0.0670608,0,0,0.0221383,0,0,0.0391541,0.0701119,0.0179525,0.00428595,0.0158673,0.0396145,0.0502334,0.0454291,0.0550844,0.0332881,0.00967656,0.00977378,0.024525,0.0260122,0.0192432,0.011923,0.021731,0.0186943,0,0.0159643,0.0613435,0.0348461,0,0,0.0120067,0,0,0.0491219,0.0679664,0.0444957,0.0105484,0.00531714,0.0441316,0.0429793,0.0421019,0.0763372,0.0771188,0.0316765,0.0565521,0.0421869,0.0722869,0.0464243,0.0146554,0.0196315,0.0219717,0.0193971,0.034099,0.0153858,0.0311031,0
1273,0.0203947,0,0,0,0,0.0410363,0,0,0,0,0,0,0.025859,0,0.0192165,0.0671213,0,0,0.0219879,0,0,0.0390854,0.0701348,0.0181585,0.00421544,0.0159604,0.0394961,0.0499914,0.0454001,0.0550871,0.0333293,0.0096091,0.00983148,0.0245164,0.0260001,0.0190954,0.0118742,0.0216517,0.0189309,0,0.0150073,0.0613627,0.0350027,0,0,0.0119463,0,0,0.0491102,0.0678804,0.044248,0.0108253,0.0055598,0.0440742,0.0429765,0.0421586,0.0762406,0.0769635,0.031479,0.0569947,0.0424273,0.0725124,0.045117,0.0146367,0.0197303,0.0219687,0.0194949,0.0338271,0.0153357,0.0316393,0
1274,0.0207216,0,0,0,0,0.0410133,0,0,0,0,0,0,0.0262244,0,0.019067,0.067193,0,0,0.02183,0,0,0.0390221,0.0701381,0.0182546,0.00416016,0.0161132,0.0393931,0.0496653,0.0454065,0.0551071,0.0333589,0.00966483,0.0101544,0.0245413,0.0260245,0.018954,0.0118172,0.0215625,0.0191452,0,0.0139534,0.0613185,0.0351853,0,0,0.0118785,0,0,0.0490611,0.0676268,0.044024,0.0111221,0.00579891,0.0440446,0.0429868,0.0422047,0.0762205,0.0767783,0.0312204,0.057488,0.0427746,0.0728037,0.0435131,0.0147003,0.0197232,0.0219795,0.0196045,0.0334551,0.015297,0.0322219,0
1275,0.0211198,0,0,0,0,0.0409963,0,0,0,0,0,0,0.0265442,0,0.0189051,0.0673664,0,0,0.0216544,0,0,0.0389984,0.0701546,0.0182725,0.00409495,0.0163112,0.0392934,0.049274,0.0453965,0.0551373,0.0333845,0.00978162,0.0103967,0.0245494,0.026041,0.018669,0.0117432,0.0214168,0.019233,0,0.01284,0.0612402,0.0354387,0,0,0.0118186,0,0,0.0490047,0.0671788,0.0437032,0.0114467,0.00592773,0.0440643,0.043006,0.0422529,0.0764238,0.0765291,0.0309211,0.058018,0.0432251,0.0731822,0.0412473,0.0148,0.0196739,0.02202,0.0197356,0.032985,0.0152256,0.0327496,0
1276,0.0215618,0,0,0,0,0.0410006,0,0,0,0,0,0,0.0266496,0,0.0187616,0.0676835,0,0,0.0214497,0,0,0.0389673,0.0701762,0.0182431,0.00400282,0.0165277,0.0391334,0.0488114,0.0452447,0.055112,0.0334916,0.00998654,0.0105148,0.0245436,0.0260359,0.0181807,0.0116505,0.0212485,0.0195251,0,0.0119825,0.0611498,0.035762,0,0,0.0117494,0,0,0.0489437,0.0665385,0.0428216,0.0117828,0.00593616,0.0441457,0.0430649,0.0425089,0.0769438,0.0762701,0.0306382,0.0585715,0.0438614,0.0736882,0.0380822,0.0148715,0.0197279,0.0220945,0.0199115,0.0324096,0.015164,0.0332215,0
1277,0.0220578,0,0,0,0,0.0409866,0,0,0,0,0,0,0.0268038,0,0.0186383,0.0680831,0,0,0.0212217,0,0,0.0389137,0.0701982,0.0181897,0.00388528,0.0167386,0.0388976,0.0482696,0.0450045,0.0550797,0.0336443,0.0102538,0.0105913,0.0245597,0.0260304,0.0177492,0.0115339,0.0210229,0.0206994,0,0.0115347,0.0610375,0.036116,0,0,0.0116975,0,0,0.0489606,0.0656799,0.040858,0.0121733,0.00590726,0.0442935,0.0431549,0.04286,0.0773903,0.0760468,0.0303633,0.0590169,0.0445482,0.0741793,0.0339818,0.0149052,0.0198412,0.0220966,0.0201112,0.0318077,0.0151352,0.0335893,0
1278,0.0225622,0,0,0,0,0.0409213,0,0,0,0,0,0,0.0272323,0,0.0185612,0.0685167,0,0,0.020975,0,0,0.0388558,0.0701462,0.0181735,0.003768,0.0169388,0.038801,0.0477413,0.0448018,0.0550873,0.0338594,0.0104583,0.0108186,0.0245788,0.0260532,0.0173146,0.0114662,0.0207858,0.0229034,0,0.0113081,0.0609798,0.0364752,0,0,0.0116221,0,0,0.0489393,0.0647342,0.0381457,0.0126391,0.00587091,0.0444637,0.043291,0.0432161,0.0777043,0.0758459,0.0301011,0.0592111,0.0447635,0.0744658,0.0296552,0.014962,0.0198635,0.0221159,0.0202934,0.0312465,0.0151278,0.0338298,0
1279,0.0229844,0,0,0,0,0.0407936,0,0,0,0,0,0,0.0277463,0,0.0185329,0.0689359,0,0,0.0206976,0,0,0.038822,0.0700685,0.018308,0.00351117,0.0172067,0.0387462,0.0472253,0.0446046,0.055167,0.0342647,0.0105951,0.010926,0.0246028,0.0260918,0.0170054,0.0114012,0.0205037,0.0255609,0,0.0112365,0.0610135,0.0368388,0,0,0.0115022,0,0,0.0488457,0.0638374,0.0355288,0.0132162,0.00578434,0.0446438,0.0434342,0.0434406,0.0778741,0.0757085,0.0300207,0.0592998,0.0449153,0.0747792,0.0256114,0.0150424,0.0198572,0.022101,0.0204027,0.0307602,0.015147,0.0342372,0
1280,0.0233078,0,0,0,0,0.0405962,0,0,0,0,0,0,0.0281186,0,0.0185697,0.069368,0,0,0.0204192,0,0,0.0387471,0.0699523,0.018428,0.00319039,0.017463,0.038746,0.046611,0.0444385,0.0553214,0.0348532,0.0106733,0.0111469,0.0247178,0.026185,0.0166458,0.0113446,0.0202587,0.0281755,0,0.0113691,0.0610561,0.0371801,0,0,0.0113669,0,0,0.0487233,0.0630228,0.0334947,0.0139831,0.00579191,0.044876,0.0435454,0.043437,0.0778664,0.0756307,0.0301695,0.0597229,0.0454925,0.0756004,0.0222769,0.0151444,0.0198164,0.022058,0.0203836,0.0303468,0.0150988,0.0351769,0
1281,0.023531,0,0,0,0,0.0403524,0,0,0,0,0,0,0.0283074,0,0.0185486,0.0697512,0,0,0.020192,0,0,0.0386919,0.0698772,0.0185198,0.00291678,0.0178169,0.0386809,0.0459272,0.0443121,0.0555503,0.0355849,0.0108084,0.0113606,0.0248972,0.0263154,0.016146,0.0112551,0.0199613,0.0303882,0,0.011635,0.0611176,0.0374634,0,0,0.0112895,0,0,0.0487208,0.0623306,0.0323487,0.0149072,0.0058671,0.0451464,0.0436382,0.0430354,0.0776341,0.0755161,0.0303476,0.0604352,0.0463298,0.0767064,0.01978,0.0151835,0.0197794,0.0220266,0.0202462,0.0300479,0.0151303,0.0363415,0
1282,0.0237235,0,0,0,0,0.0400897,0,0,0,0,0,0,0.0286501,0,0.0183705,0.0700379,0,0,0.0200692,0,0,0.0386543,0.0698334,0.0185082,0.00277562,0.01823,0.0385821,0.0452971,0.0442519,0.0558625,0.0364364,0.0110113,0.011559,0.0251784,0.026494,0.0156679,0.0111478,0.0196897,0.0321253,0,0.0120358,0.0611891,0.0376677,0,0,0.0112178,0,0,0.0487332,0.061851,0.031797,0.015836,0.0060276,0.0453727,0.0437789,0.0424826,0.0772562,0.0752649,0.0304045,0.0610254,0.0469453,0.0775353,0.0181756,0.0152245,0.0196243,0.0220136,0.020076,0.0298801,0.0152067,0.0370946,0
1283,0.0239012,0,0,0,0,0.039897,0,0,0,0,0,0,0.0290814,0,0.0181812,0.0702562,0,0,0.0200851,0,0,0.0386159,0.0697751,0.0184911,0.00278108,0.0186939,0.0385148,0.0448503,0.0441802,0.0561774,0.0372651,0.0110992,0.0117419,0.0255078,0.0266953,0.015201,0.0111912,0.0194823,0.0335179,0,0.0124065,0.0612911,0.0378277,0,0,0.0111625,0,0,0.0486325,0.0615904,0.0312354,0.0166637,0.00629195,0.0454676,0.0439853,0.0421513,0.0769844,0.074935,0.0302482,0.061351,0.0472629,0.0779951,0.017156,0.0152695,0.0196788,0.0219532,0.0199645,0.029815,0.0152559,0.0375348,0
1284,0.0240291,0,0,0,0,0.0398108,0,0,0,0,0,0,0.0297526,0,0.0180756,0.0703481,0,0,0.0200768,0,0,0.0385849,0.0697374,0.0184947,0.00288979,0.0191228,0.03848,0.0446348,0.0440542,0.0564554,0.0379335,0.0110736,0.0120902,0.0259178,0.0269382,0.0145072,0.0112578,0.0193161,0.0347238,0,0.0127261,0.061383,0.0379819,0,0,0.0111977,0,0,0.0485717,0.0614948,0.0307371,0.017371,0.00657668,0.0454289,0.0442042,0.0420322,0.0768515,0.0745617,0.0299774,0.0615606,0.0475141,0.0783362,0.016515,0.0152609,0.0197947,0.0219619,0.0199312,0.0297771,0.0151342,0.0379227,0
1285,0.024134,0,0,0,0,0.039802,0,0,0,0,0,0,0.0305169,0,0.0179311,0.0702843,0,0,0.0201209,0,0,0.0385376,0.0697745,0.0185431,0.0030479,0.019501,0.0384798,0.0447409,0.0438436,0.0567128,0.0383724,0.0110577,0.0126024,0.0263608,0.0271812,0.0137215,0.0113511,0.0192289,0.0358233,0,0.0128788,0.0614474,0.0380693,0,0,0.0112768,0,0,0.0485574,0.0614916,0.0303269,0.0180015,0.00688309,0.0453311,0.0444585,0.0421025,0.0767901,0.074175,0.0297332,0.0617575,0.0477593,0.0786904,0.0161255,0.0152137,0.0197859,0.0219722,0.0199123,0.0297968,0.0149369,0.0383228,0
1286,0.02424,0,0,0,0,0.0398125,0,0,0,0,0,0,0.0311902,0,0.0177549,0.0701112,0,0,0.0202194,0,0,0.0384862,0.0699009,0.0186301,0.00320933,0.0197991,0.0385321,0.0451808,0.0436363,0.0568891,0.0386212,0.0111581,0.0129523,0.0268075,0.0274164,0.0129071,0.0115587,0.0192538,0.0369517,0,0.012996,0.0615294,0.0380917,0,0,0.0114095,0,0,0.0485884,0.0615156,0.0299877,0.0185506,0.0071903,0.0452682,0.044722,0.0422556,0.0767616,0.073829,0.0295016,0.0619317,0.047952,0.079099,0.015766,0.015141,0.0198031,0.0220081,0.0198855,0.0298835,0.0147029,0.0386966,0
1287,0.024385,0,0,0,0,0.0398176,0,0,0,0,0,0,0.0320847,0,0.0175701,0.0698888,0,0,0.0203171,0,0,0.0384178,0.0700624,0.0186734,0.00334643,0.0200131,0.0386322,0.0459015,0.0433777,0.0569558,0.0387534,0.0113166,0.0133401,0.0272477,0.0276245,0.0121122,0.0118915,0.0194071,0.0381895,0,0.0131183,0.0616145,0.0380681,0,0,0.0115019,0,0,0.0485919,0.0614769,0.0296498,0.0190402,0.00749288,0.0452849,0.0449333,0.0425846,0.0767957,0.0735727,0.0293256,0.0620657,0.0481434,0.0795106,0.0153792,0.0150565,0.0198038,0.0220407,0.0198492,0.0300081,0.0144263,0.0390171,0
1288,0.0245756,0,0,0,0,0.0397967,0,0,0,0,0,0,0.0356345,0,0.0156188,0.0696813,0,0,0.020365,0,0,0.0383251,0.0702244,0.0230118,0.00353681,0.0201115,0.0387511,0.0467893,0.0430062,0.0569357,0.0387309,0.0113968,0.0134045,0.0255831,0.0264531,0.0101657,0.0123241,0.0196767,0.0395182,0,0.0132239,0.061748,0.0380179,0,0,0.0115006,0,0,0.0485442,0.0612806,0.02917,0.0195786,0.007804,0.0453949,0.0450368,0.0430031,0.0769112,0.0734532,0.0292642,0.0621697,0.0483334,0.0798698,0.0151061,0.0149566,0.0197581,0.0220247,0.0198168,0.0300988,0.0140937,0.0393332,0
1289,0.0247539,0,0,0,0,0.0397524,0,0,0,0,0,0,0.039534,0,0.0145445,0.0695269,0,0,0.0203126,0,0,0.0382331,0.07038,0.0276483,0.00374401,0.0202934,0.0387636,0.0477451,0.0426626,0.0568657,0.0386111,0.0115888,0.0134554,0.0237095,0.0252234,0.0101107,0.0128167,0.0198889,0.0407954,0,0.0134173,0.0619359,0.0379561,0,0,0.0114689,0,0,0.0484951,0.0609338,0.0283894,0.0202407,0.00827594,0.0456518,0.0450279,0.0433531,0.0771251,0.0734899,0.0293731,0.0623116,0.0484557,0.0801726,0.0149792,0.0148584,0.0197091,0.0219501,0.0197249,0.0301536,0.0136624,0.0396994,0
1290,0.0257948,0,0,0,0,0.0399278,0,0,0,0,0,0,0.0369032,0,0,0.0710019,0,0,0.0193583,0,0,0.0386948,0.0689874,0.0197532,0.00582051,0.0194767,0.0387062,0.0484635,0,0.058217,0.0388932,0.0119423,0.0138051,0.0291899,0.0301023,0.00690876,0.013812,0.0194669,0.0384002,0,0.0127581,0.0613471,0.0380662,0,0,0.0109386,0,0,0.0487116,0.0607262,0.0279573,0.0206746,0.00883438,0.0451452,0.0443492,0.0431819,0.0767874,0.0733935,0.0294769,0.0629759,0.0493135,0.0811598,0.0144175,0.0147139,0.0189264,0.0221702,0.0200085,0.0294032,0.0126964,0.0395531,0
1291,0.0249826,0,0,0,0,0.039754,0,0,0,0,0,0,0.0351548,0,0.015386,0.069605,0,0,0.0192009,0,0,0.0386647,0.0704152,0.0220478,0.0045637,0.019108,0.0382073,0.0499875,0.0408627,0.0566672,0.039595,0.0136659,0.0158547,0.0286465,0.0300166,0.00938354,0.0145956,0.0197901,0.0388641,0,0.0129991,0.0625859,0.0375823,0,0,0.0110615,0,0,0.0487164,0.0606985,0.0265271,0.0215753,0.0101095,0.0457266,0.0448796,0.0431107,0.0768586,0.073883,0.0303276,0.0630961,0.0493961,0.0814499,0.0142586,0.0146905,0.0187916,0.0224034,0.019598,0.0302071,0.0121573,0.0398706,0
1292,0.0251304,0,0,0,0,0.0396405,0,0,0,0,0,0,0.035382,0,0.0155676,0.0697589,0,0,0.0189878,0,0,0.0385883,0.0704642,0.022128,0.00487632,0.0192843,0.0379415,0.0506598,0.0406953,0.0567546,0.0401885,0.0139731,0.0161422,0.0284518,0.0297996,0.00887353,0.0151193,0.0198951,0.039202,0,0.0133559,0.0627786,0.0375689,0,0,0.0109975,0,0,0.048662,0.060382,0.0253467,0.0225087,0.0109774,0.0463198,0.0447244,0.0432988,0.0768959,0.0740355,0.0306186,0.063397,0.0496154,0.0818236,0.0140494,0.0146536,0.0187997,0.0223451,0.0194717,0.0302311,0.0118194,0.0403077,0
