Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI
260,0.023745,0,0,0,0,0.0464628,0,0,0,0,0,0,0.0255281,0,0.017321,0.0648857,0,0,0.0211073,0,0,0.0265619,0.0668153,0.0197625,0.011745,0.0215681,0.0469973,0.0347517,0.0492454,0.0647515,0.0445825,0.00837564,0.0126678,0.0277049,0.0270987,0.0212041,0.0137296,0,0.0226441,0.0455718,0,0.0151973,0.0691607,0.0329965,0,0,0.0244437,0,0,0.0486915,0.0547135,0.0286121,0.0241994,0.0177089,0.0512876,0.043585,0.0812155,0.0741442,0.0307658,0.0616513,0.0354129,0.0479926,0.0809648,0.0141417,0.014221,0.0254254,0.0213928,0.0251945,0.0298386,0.0493717
261,0.0237047,0,0,0,0,0.0464568,0,0,0,0,0,0,0.0258101,0,0.0170955,0.0649172,0,0,0.0209805,0,0,0.0264943,0.0668372,0.0197868,0.0116052,0.0215582,0.0469576,0.0347594,0.0490584,0.0645713,0.0443695,0.00839969,0.0127822,0.027557,0.0269774,0.0207527,0.0137908,0,0.0226306,0.0442288,0,0.0154238,0.0689203,0.0329279,0,0,0.0244275,0,0,0.0487943,0.0547724,0.0283554,0.0241563,0.0172412,0.0514762,0.0437593,0.0813089,0.0743914,0.0308932,0.061559,0.0356618,0.0478573,0.0808278,0.0138175,0.0142202,0.0252614,0.021404,0.0253459,0.0297628,0.049396
262,0.0236578,0,0,0,0,0.0464492,0,0,0,0,0,0,0.025949,0,0.016794,0.0649729,0,0,0.0208092,0,0,0.0263934,0.0668741,0.0195338,0.0114127,0.0215777,0.046899,0.0347155,0.0488812,0.0643914,0.0441969,0.00849245,0.0128451,0.0274145,0.0268403,0.020434,0.0139626,0,0.0225333,0.0430767,0,0.0155545,0.0687262,0.0328553,0,0,0.0243681,0,0,0.0487266,0.054809,0.0281673,0.0240706,0.016734,0.0516401,0.0438716,0.0814156,0.0746193,0.0310181,0.0614332,0.0359415,0.0477065,0.0806549,0.0137375,0.0142146,0.0251436,0.0215121,0.0255024,0.0296912,0.0491922
263,0.0236498,0,0,0,0,0.0462129,0,0,0,0,0,0,0.0260564,0,0.0166157,0.0650776,0,0,0.0204211,0,0,0.0263019,0.0669921,0.0193267,0.0112365,0.021457,0.0465261,0.0345906,0.0485471,0.0640774,0.0439088,0.00865313,0.0127944,0.0272395,0.0266807,0.0199687,0.0141376,0,0.0224157,0.0422896,0,0.0155029,0.0684627,0.0322464,0,0,0.0244504,0,0,0.0449745,0.0548984,0.0280183,0.0238643,0.0161434,0.0516675,0.0444325,0.0815311,0.0748118,0.0311044,0.0613562,0.0362075,0.0475307,0.0804867,0.0138126,0.0161818,0.0246432,0,0.0253159,0.0299043,0.0490361
264,0.0235804,0,0,0,0,0.0461613,0,0,0,0,0,0,0.0262268,0,0.016511,0.0652144,0,0,0.0202611,0,0,0.026252,0.0670539,0.0193592,0.0110242,0.0214308,0.0463883,0.0346008,0.0483321,0.0638879,0.0437804,0.00878458,0.0127715,0.0270839,0.0265654,0.0195118,0.0141733,0,0.0224678,0.0414626,0,0.0154671,0.0681749,0.0321645,0,0,0.0243478,0,0,0.0449219,0.0549927,0.0279269,0.0237202,0.0157607,0.0517514,0.0444902,0.0816229,0.0749353,0.0311555,0.0613022,0.0363534,0.047338,0.080351,0.0139064,0.0160543,0.0246148,0,0.0252958,0.0298574,0.0489758
265,0.0244809,0,0,0,0,0.0463305,0,0,0,0,0,0,0.026657,0,0.0161119,0.0657399,0,0,0.01896,0,0,0.0259115,0.0671492,0.019345,0.0109217,0.0220548,0.0454199,0.0327734,0.0484282,0.0642571,0.0445171,0.00897675,0.0129471,0.0270302,0.0265472,0.0187092,0.0132646,0,0.0220361,0.0474483,0,0.0137243,0.070182,0.0330346,0,0,0.0241442,0,0,0.0448449,0.0498431,0.0329786,0.0286859,0.0130052,0.0532491,0.0447048,0,0.0789946,0.0336544,0.0567342,0.0340901,0.0427091,0.0757047,0.0176799,0.0161159,0.0245698,0,0.025893,0.0282967,0.0529348
266,0.023508,0,0,0,0,0.0461253,0,0,0,0,0,0,0.0265633,0,0.0161771,0.0652632,0,0,0.0199615,0,0,0.0262402,0.0671418,0.0191685,0.0108468,0.0214054,0.0462317,0.0346176,0.0480266,0.0635383,0.0436045,0.00895896,0.0130469,0.0268877,0.0264402,0.0186821,0.0143852,0,0.0225875,0.0406385,0,0.0152888,0.0676602,0.0319634,0,0,0.0240478,0,0,0.0447765,0.055101,0.0279531,0.0233593,0.0148726,0.0519027,0.0446356,0.0816795,0.0751132,0.0311809,0.0612061,0.0365792,0.0472202,0.08007,0.01402,0.0158731,0.0243542,0,0.0252928,0.0298137,0.0487328
267,0.0234241,0,0,0,0,0.0461077,0,0,0,0,0,0,0.0267016,0,0.0161134,0.0652035,0,0,0.0198729,0,0,0.0261896,0.0671627,0.019255,0.0108105,0.0213543,0.0461661,0.0346592,0.0478898,0.0633868,0.043516,0.00904444,0.013065,0.0268092,0.0263902,0.01849,0.0144855,0,0.0226388,0.0404076,0,0.0152058,0.0673763,0.0318214,0,0,0.0237582,0,0,0.044685,0.0551899,0.0280262,0.023264,0.0146466,0.0519866,0.0447242,0.0817261,0.0751421,0.0311643,0.0611417,0.0365979,0.0471436,0.0799534,0.0140639,0.01584,0.0244186,0,0.025251,0.0298668,0.0486974
268,0.0233415,0,0,0,0,0.0461367,0,0,0,0,0,0,0.0267003,0,0.0160336,0.0652586,0,0,0.0197954,0,0,0.0261633,0.0671569,0.0191344,0.0108119,0.0212896,0.046105,0.0347172,0.0477736,0.0632511,0.043483,0.00910505,0.0130067,0.026674,0.0263081,0.0184034,0.0145261,0,0.0226744,0.0403565,0,0.0150938,0.0671556,0.0316876,0,0,0.0235076,0,0,0.0446179,0.055257,0.0281108,0.0231112,0.0143854,0.0520561,0.0447628,0.0817827,0.0751894,0.0311468,0.0610955,0.036624,0.0470727,0.0798472,0.0141138,0.0158668,0.0243778,0,0.0251853,0.029935,0.0487524
269,0.0232909,0,0,0,0,0.0461806,0,0,0,0,0,0,0.0266554,0,0.01593,0.0653392,0,0,0.0197259,0,0,0.0261969,0.0671089,0.0191032,0.0108444,0.0212122,0.0460593,0.0347949,0.0476889,0.0631104,0.0434788,0.00915508,0.0131487,0.026508,0.0262342,0.018339,0.0145479,0,0.0227391,0.0403319,0,0.0150064,0.066968,0.0315626,0,0,0.0232946,0,0,0.0445845,0.0553243,0.0281835,0.0229786,0.0141544,0.0521351,0.0447513,0.0817821,0.0752415,0.0311099,0.0610298,0.0366556,0.0469978,0.0797372,0.0141835,0.015915,0.0243299,0,0.0251261,0.030002,0.0487779
270,0.0232476,0,0,0,0,0.046244,0,0,0,0,0,0,0.0265848,0,0.0158027,0.0654161,0,0,0.0196752,0,0,0.0262243,0.0670609,0.0192044,0.0108897,0.0211258,0.0460087,0.0348925,0.047578,0.0629826,0.0434648,0.00922413,0.0132277,0.0263714,0.0261751,0.0183486,0.0145931,0,0.0227704,0.0402901,0,0.0149327,0.0667969,0.0314591,0,0,0.0230919,0,0,0.0445769,0.0553701,0.0282487,0.0228789,0.0139754,0.0522286,0.0447191,0.0817981,0.0753103,0.0311127,0.0609714,0.036726,0.0469513,0.0796438,0.0142808,0.016025,0.0242862,0,0.0251185,0.0300529,0.0487132
271,0.0232188,0,0,0,0,0.0462918,0,0,0,0,0,0,0.0265049,0,0.0156422,0.0654956,0,0,0.0196079,0,0,0.0262369,0.0669949,0.0191471,0.0109326,0.0210316,0.0459378,0.0350039,0.0474466,0.0628356,0.0434457,0.00931713,0.013031,0.0262571,0.0261059,0.0184374,0.014671,0,0.0227898,0.0402095,0,0.0148325,0.0666644,0.031374,0,0,0.0229119,0,0,0.0444956,0.0554387,0.0283003,0.0227913,0.0138074,0.0523255,0.0446687,0.0818627,0.0754195,0.031114,0.0609325,0.0368027,0.0469097,0.079542,0.0143692,0.0160553,0.0241818,0,0.0251166,0.0301155,0.0486348
272,0.0226588,0,0,0,0,0.0465053,0,0,0,0,0,0,0.0261361,0,0.0155948,0.0650392,0,0,0.0202848,0,0,0.0264689,0.0668209,0.0192278,0.0111735,0.0208081,0.0465212,0.0359907,0.0473894,0.0625776,0.0431339,0.00941988,0.0125594,0.026154,0.0260175,0.0188802,0.0151263,0,0.0231607,0.0439218,0,0.0150955,0.0657748,0.0314416,0,0,0.0229025,0,0,0.0480822,0.0563991,0.0267844,0.0203357,0.0125445,0.0518858,0.0442035,0.0807396,0.0742578,0.029722,0.0622709,0,0.047984,0.0803485,0.0144307,0.0139361,0.0234325,0.0219707,0.025097,0.0305879,0.0474053
273,0.0231301,0,0,0,0,0.0466411,0,0,0,0,0,0,0.0262812,0,0.0153368,0.0655746,0,0,0.0196475,0,0,0.0263232,0.0667907,0.0192888,0.011009,0.0211263,0.0461482,0.0351584,0.0473894,0.0627019,0.0435852,0.00962514,0.0123639,0.0260805,0.0260051,0.0186221,0.0146947,0,0.0229747,0.0401084,0,0.0145753,0.0663586,0.031819,0,0,0.0223647,0,0,0.0480465,0.0554935,0.0283296,0.0227353,0.0134843,0.0526068,0.0441908,0.0816203,0.0756568,0.0312251,0.0608875,0.0369533,0.0468291,0.0793922,0.0145007,0.0138894,0.0234394,0.0219068,0.0254374,0.0300031,0.0483525
274,0.0230873,0,0,0,0,0.0466813,0,0,0,0,0,0,0.0263786,0,0.0152231,0.0656607,0,0,0.0195449,0,0,0.026293,0.0667407,0.0193706,0.0109848,0.0211298,0.0461081,0.0351387,0.047394,0.0626512,0.0436153,0.00979219,0.0124925,0.0259807,0.0259498,0.0184613,0.0147794,0,0.0229925,0.0399734,0,0.0145286,0.0661411,0.0318153,0,0,0.0222607,0,0,0.0478945,0.0555504,0.028261,0.0227117,0.0134225,0.0526851,0.0443396,0.0815739,0.0757795,0.0313278,0.0608843,0.0370433,0.0468298,0.0793758,0.0144772,0.0138165,0.0232738,0.0219492,0.0254997,0.0300817,0.0480567
275,0.0231308,0,0,0,0,0.0473749,0,0,0,0,0,0,0.0265811,0,0.0150885,0.0657628,0,0,0.022209,0,0,0.0407221,0.0666731,0.0193178,0.0107922,0.0211349,0.045841,0.0365929,0.0474052,0.0626544,0.0436385,0.00996823,0.0128195,0.0258563,0.0259071,0.01819,0.00956309,0.0256476,0.0199175,0.0397481,0,0.0145301,0.0660771,0.0312865,0,0,0.0224045,0,0,0.0478621,0.0556798,0.0281411,0.0225276,0.0133532,0.0524624,0.044436,0.0815238,0.0758718,0.0314318,0.0609379,0.0371546,0.0469004,0.0794414,0.0144729,0.0141834,0.0232234,0.0219885,0.026096,0.0303159,0.0480162
276,0.0229053,0,0,0,0,0.0466943,0,0,0,0,0,0,0.0267062,0,0.0150017,0.0659067,0,0,0.0193775,0,0,0.0263375,0.0665468,0.0194645,0.0109001,0.0210916,0.0458648,0.035071,0.0474503,0.0626527,0.0436251,0.0101071,0.0131499,0.0257538,0.0258798,0.018086,0.0148109,0,0.0233873,0.0396038,0,0.0144813,0.0659317,0.0319103,0,0,0.02236,0,0,0.0477789,0.0556845,0.0281371,0.0226565,0.0133749,0.0527127,0.0447662,0.0815005,0.0760184,0.0315884,0.0608812,0.0371356,0.046814,0.0793938,0.0146361,0.0138789,0.0229028,0.0219408,0.0255411,0.030115,0.048121
277,0.0229944,0,0,0,0,0.0473748,0,0,0,0,0,0,0.0267265,0,0.0149228,0.0659413,0,0,0.0219752,0,0,0.0411374,0.0664587,0.0197002,0.0107462,0.0210799,0.045611,0.0365594,0.0474622,0.0626764,0.0436868,0.0102364,0.0131571,0.0256337,0.025838,0.0180803,0.00966721,0.0264888,0.0201452,0.0395503,0,0.0144599,0.0659896,0.0313791,0,0,0.0225759,0,0,0.0479154,0.0557915,0.0280222,0.0225367,0.0133621,0.0525033,0.0448523,0.0814313,0.0760998,0.0316933,0.0609062,0.0372057,0.0468519,0.0793994,0.014685,0.0141003,0.0227492,0.0219298,0.0261033,0.0302783,0.0480117
278,0.0229351,0,0,0,0,0.047372,0,0,0,0,0,0,0.026724,0,0.0148542,0.0659773,0,0,0.0217968,0,0,0.041205,0.0663362,0.0196922,0.010758,0.0210304,0.0455169,0.0364998,0.047509,0.0626737,0.04372,0.0103401,0.0131835,0.025469,0.0257814,0.0181151,0.00977516,0.0266652,0.0200196,0.0395289,0,0.0144587,0.06592,0.0314467,0,0,0.0226591,0,0,0.0478987,0.0558256,0.0279808,0.0225575,0.0133719,0.0525472,0.0451042,0.0814445,0.0761905,0.0318274,0.0608578,0.037183,0.0468398,0.0793311,0.0147254,0.0141864,0.022661,0.0220205,0.0260969,0.0302278,0.0479485
279,0.022736,0,0,0,0,0.0467107,0,0,0,0,0,0,0.0266509,0,0.0148733,0.066048,0,0,0.019381,0,0,0.0264364,0.0663448,0.0197138,0.0108695,0.0210001,0.0455423,0.0351238,0.0475829,0.0626532,0.0437338,0.0104341,0.0130904,0.0252695,0.0256754,0.0182411,0.0147048,0,0.0234224,0.039558,0,0.0144028,0.0657404,0.0320168,0,0,0.0225651,0,0,0.0477439,0.0558032,0.0280365,0.0226357,0.0133808,0.0527414,0.0453743,0.0814061,0.076285,0.0319925,0.0607819,0.0371055,0.0467895,0.0792302,0.0148133,0.0140235,0.0226067,0.0221143,0.0255772,0.0300507,0.0479744
280,0.0228738,0,0,0,0,0.04732,0,0,0,0,0,0,0.0266846,0,0.0149467,0.0661089,0,0,0.0220619,0,0,0.0410924,0.0665293,0.019571,0.0106541,0.0210053,0.0453171,0.0366078,0.0476342,0.0626803,0.0438305,0.0104819,0.0132017,0.0251427,0.0255691,0.0182808,0.00956944,0.0261488,0.0198115,0.0396195,0,0.0143377,0.0657007,0.0313705,0,0,0.0226405,0,0,0.0476948,0.0558571,0.0280612,0.0224717,0.013349,0.0524755,0.0453247,0.0813282,0.0762918,0.0320708,0.0608045,0.0371155,0.0468018,0.0792383,0.0148657,0.0142504,0.0226834,0.0221996,0.0261205,0.0302908,0.0479022
281,0.0228244,0,0,0,0,0.0472748,0,0,0,0,0,0,0.0268247,0,0.0150595,0.0662311,0,0,0.0219706,0,0,0.0411746,0.0665107,0.0195896,0.010558,0.0209809,0.0452215,0.0365266,0.0475949,0.0626276,0.0439134,0.010549,0.0131897,0.0250768,0.0254875,0.0182651,0.00964125,0.0264773,0.0198576,0.0397118,0,0.0142609,0.0656311,0.031321,0,0,0.0225801,0,0,0.0476412,0.0558988,0.0281748,0.0224279,0.0133372,0.0523996,0.0453038,0.0813034,0.0763222,0.0321627,0.0607797,0.0370332,0.0467663,0.0791992,0.0149033,0.0141347,0.0226708,0.0221234,0.0260637,0.0303445,0.0479589
282,0.0227489,0,0,0,0,0.0472824,0,0,0,0,0,0,0.0271818,0,0.0151584,0.0663589,0,0,0.021988,0,0,0.0412063,0.0663775,0.0197255,0.0104276,0.0209901,0.045117,0.0365363,0.0474321,0.0625294,0.0439903,0.0106099,0.0131571,0.0250673,0.0254699,0.018093,0.0096284,0.0265303,0.0197091,0.0398643,0,0.0141848,0.0655882,0.0312789,0,0,0.0225857,0,0,0.0477529,0.0559262,0.0283187,0.0223223,0.01332,0.0522261,0.0451504,0.0812724,0.0763398,0.0322076,0.0607558,0.0369486,0.0467473,0.0791443,0.0149179,0.0140854,0.0226179,0.0220949,0.0260062,0.0304038,0.0479359
283,0.0226643,0,0,0,0,0.0472799,0,0,0,0,0,0,0.0273918,0,0.01519,0.0664611,0,0,0.0219422,0,0,0.0412365,0.0664676,0.0195788,0.0102986,0.0210242,0.0450338,0.0366059,0.0473023,0.062397,0.0439983,0.0106194,0.0132064,0.0250889,0.0255296,0.0177683,0.00960953,0.026546,0.0197067,0.039973,0,0.01412,0.0655517,0.0312348,0,0,0.0225576,0,0,0.0478597,0.0559122,0.028498,0.0221856,0.0132531,0.0519869,0.0449058,0.0812596,0.0763104,0.0322349,0.0607215,0.0368865,0.0467074,0.0790612,0.014912,0.0141257,0.0225578,0.0221964,0.0259521,0.0304658,0.0479121
284,0.0225643,0,0,0,0,0.0472827,0,0,0,0,0,0,0.0273837,0,0.0152007,0.0666614,0,0,0.0218675,0,0,0.0413031,0.0667756,0.0194611,0.0101875,0.0210013,0.0449459,0.0367229,0.0473198,0.0622911,0.0438615,0.0106257,0.0132175,0.0251799,0.0256282,0.0176419,0.00967462,0.0265805,0.0198567,0.0400982,0,0.0140705,0.0655711,0.0311703,0,0,0.0224213,0,0,0.0478733,0.0558968,0.0287074,0.0220687,0.0131273,0.0517242,0.0446284,0.0812089,0.0762703,0.0322399,0.0606768,0.0368275,0.0466338,0.0789841,0.0149232,0.0141934,0.0225389,0.0221865,0.0259373,0.0305451,0.0478746
285,0.0224723,0,0,0,0,0.0473012,0,0,0,0,0,0,0.02709,0,0.0154671,0.0669105,0,0,0.0218512,0,0,0.0413819,0.0669302,0.0194798,0.0101351,0.0208844,0.0448428,0.0368868,0.047397,0.0622476,0.0436008,0.0105435,0.0131477,0.0253015,0.0257749,0.0179631,0.00977379,0.0266941,0.0200729,0.0401579,0,0.0140088,0.0656543,0.0310845,0,0,0.0222657,0,0,0.0478275,0.0558646,0.0289595,0.0219755,0.0130306,0.0514882,0.0443709,0.0811755,0.0762311,0.0322078,0.0606307,0.0367309,0.0465554,0.0789123,0.0149537,0.0142441,0.0225392,0.0221308,0.0259798,0.0306434,0.0478646
286,0.0221942,0,0,0,0,0.0467041,0,0,0,0,0,0,0.0261764,0,0.0159722,0.0667566,0,0,0.0194932,0,0,0.0266389,0.0669056,0.0196492,0.0103343,0.0206173,0.0448618,0.0358028,0.0475967,0.0622131,0.0432353,0.0103118,0.0127504,0.0253881,0.0259299,0.0192559,0.0147657,0,0.0235892,0.0401846,0,0.0139382,0.0657157,0.031587,0,0,0.0219918,0,0,0.0476571,0.0557795,0.0292593,0.02201,0.0129971,0.0515047,0.0442429,0.0811442,0.0762443,0.032232,0.0605172,0.036575,0.0464557,0.0787621,0.0149953,0.0140614,0.0224697,0.0220673,0.0254717,0.0305509,0.047963
287,0.0223407,0,0,0,0,0.0474255,0,0,0,0,0,0,0.0246671,0,0.0166496,0.0658762,0,0,0.0222834,0,0,0.0415193,0.0669337,0.0195867,0.0103074,0.0203435,0.0446714,0.037425,0.0480718,0.0622882,0.0429298,0.00991033,0.0121531,0.02546,0.0260636,0.0212996,0.00987794,0.0267961,0.0203547,0.040235,0,0.0138118,0.0659461,0.0308392,0,0,0.0220236,0,0,0.0478293,0.0557686,0.0294745,0.0218665,0.0129765,0.0511771,0.0439486,0.0810539,0.0762163,0.0322492,0.0604547,0.0364925,0.0464208,0.0786761,0.0150327,0.0142884,0.0224853,0.0221288,0.026044,0.0308315,0.0479825
288,0.0223147,0,0,0,0,0.0475005,0,0,0,0,0,0,0.0231456,0,0.0173507,0.0653245,0,0,0.0224316,0,0,0.0416771,0.0669878,0.01946,0.0104034,0.0200682,0.0446034,0.03764,0.0486855,0.0624231,0.0426968,0.00936402,0.0118601,0.0255883,0.0261852,0.0235704,0.0101576,0.0271015,0.0203578,0.0401626,0,0.0137443,0.0661674,0.0307282,0,0,0.0219173,0,0,0.0478424,0.0557294,0.0296981,0.0218865,0.0130449,0.0510481,0.043761,0.0813199,0.0761832,0.0322196,0.0603584,0.0363026,0.0463777,0.0785869,0.0150776,0.0143267,0.0224018,0.0221615,0.0260382,0.0309195,0.0480163
289,0.0223332,0,0,0,0,0.0475724,0,0,0,0,0,0,0.0221174,0,0.0179555,0.0651215,0,0,0.022693,0,0,0.0417855,0.0669963,0.0191331,0.0104021,0.0198965,0.0445543,0.0379194,0.0492424,0.0626387,0.042582,0.00893861,0.0119692,0.0257877,0.0263255,0.0253398,0.0103173,0.0271815,0.020479,0.0399883,0,0.0136834,0.0663953,0.0306049,0,0,0.0218223,0,0,0.0478482,0.0556583,0.0299,0.0218826,0.0131088,0.0508703,0.0435101,0.0816818,0.0761339,0.0321286,0.0603159,0.0361106,0.0463359,0.0785391,0.0151194,0.0143359,0.0223721,0.0222335,0.0260912,0.0310335,0.0480188
290,0.0223602,0,0,0,0,0.0476436,0,0,0,0,0,0,0.0215875,0,0.0184112,0.0650082,0,0,0.0229191,0,0,0.0419132,0.0667413,0.0185086,0.0103294,0.0198969,0.0445613,0.0382325,0.0496308,0.0628829,0.0425462,0.00873934,0.0122075,0.0259534,0.0264534,0.0266171,0.0104608,0.0272892,0.0205839,0.0398823,0,0.0135719,0.0665742,0.0304919,0,0,0.0216556,0,0,0.0479231,0.0555069,0.0301841,0.0218924,0.012996,0.050705,0.043299,0.0815267,0.0761617,0.032082,0.0602053,0.0359638,0.046207,0.0784097,0.015172,0.0143919,0.0222791,0.0221864,0.0261158,0.031122,0.0480255
291,0.0222314,0,0,0,0,0.04766,0,0,0,0,0,0,0.0254921,0,0,0.0678893,0,0,0.0235159,0,0,0.0421421,0.063768,0.0142726,0.00719069,0.0226131,0.0450341,0.0394992,0,0.0656963,0.0426726,0.00597583,0.00827859,0.0258272,0.0254265,0.0185599,0.0109971,0.027383,0.0208325,0.0358224,0,0.0157333,0.0627101,0.030028,0,0,0.0213023,0,0,0.0479347,0,0.0278846,0.0181795,0.0142404,0.0496088,0.0426232,0.07788,0.0749663,0.0325186,0.0623755,0.0370762,0.0483796,0.0803854,0.0153155,0.0143097,0.0222688,0.022025,0.0259251,0.0316969,0.0451797
292,0.0222426,0,0,0,0,0.0477994,0,0,0,0,0,0,0.0212218,0,0.0193147,0.0649252,0,0,0.0233737,0,0,0.042176,0.0661315,0.0180008,0.00995638,0.0202268,0.044489,0.0389706,0.0502204,0.063176,0.0424292,0.00859917,0.0127046,0.0261807,0.0263769,0.0276772,0.0106599,0.0276082,0.0207807,0.0393766,0,0.0135732,0.0666112,0.0302542,0,0,0.0213303,0,0,0.0480426,0.0553571,0.0305556,0.0219042,0.0128646,0.050564,0.0428418,0.0814083,0.0761967,0.0320672,0.060063,0.0357415,0.0460909,0.0782108,0.0152138,0.0144849,0.022142,0.022075,0.0260718,0.031242,0.0480059
293,0.0221177,0,0,0,0,0.0478329,0,0,0,0,0,0,0.0211741,0,0.0196111,0.0649483,0,0,0.0235673,0,0,0.0423155,0.0659255,0.0176837,0.00967931,0.0201541,0.0444326,0.0392486,0.0503966,0.063286,0.0422215,0.00859832,0.0125227,0.0259874,0.026154,0.0278396,0.0107764,0.0278468,0.0209882,0.0391514,0,0.0133506,0.0664928,0.0301145,0,0,0.0213069,0,0,0.0480425,0.0552181,0.0308536,0.0219593,0.0124846,0.0506325,0.0425641,0.0815804,0.0762879,0.0320364,0.0599783,0.0356437,0.0460263,0.0780705,0.015209,0.0144874,0.0220689,0.0221242,0.0262566,0.031325,0.048
294,0.0219773,0,0,0,0,0.0478302,0,0,0,0,0,0,0.0209871,0,0.0197717,0.0650118,0,0,0.0238219,0,0,0.0423751,0.0658356,0.0173149,0.00937301,0.0200216,0.0443525,0.0395308,0.0504698,0.0632281,0.0420054,0.0086973,0.0120371,0.0255407,0.0258649,0.0281127,0.0108653,0.0280384,0.0213176,0.0387783,0,0.0132387,0.0663697,0.0299862,0,0,0.0211876,0,0,0.0480761,0.0551794,0.0310661,0.0219121,0.0122363,0.0507106,0.0422351,0.0816627,0.0763393,0.0320252,0.0599406,0.0356078,0.0459764,0.0780009,0.0152713,0.0144758,0.0220804,0.0222404,0.0264211,0.0314104,0.0480586
295,0.0218152,0,0,0,0,0.0478614,0,0,0,0,0,0,0.0207495,0,0.0198977,0.0649511,0,0,0.0240315,0,0,0.0423641,0.06592,0.0171886,0.00912049,0.0197647,0.0442265,0.0397577,0.050463,0.0629469,0.0417476,0.00886649,0.0114194,0.0251035,0.0256421,0.0281721,0.0109317,0.0281714,0.0216747,0.0383313,0,0.0131426,0.0661601,0.0298894,0,0,0.0209734,0,0,0.0480798,0.055207,0.0313108,0.0217724,0.0119595,0.0508123,0.0419515,0.0816902,0.0764182,0.0320869,0.0599101,0.0355838,0.0459476,0.0778962,0.0153564,0.014508,0.0221433,0.0223315,0.0265423,0.0314861,0.0481748
296,0.0216817,0,0,0,0,0.0479247,0,0,0,0,0,0,0.020483,0,0.0199608,0.0647493,0,0,0.0242545,0,0,0.0425099,0.0660449,0.0172872,0.0089551,0.0195301,0.0440527,0.0398992,0.0503387,0.0625056,0.0414897,0.00906563,0.0107783,0.024833,0.0255832,0.0280671,0.0110056,0.028476,0.021794,0.0377863,0,0.0130363,0.0658342,0.0297935,0,0,0.0207722,0,0,0.0480462,0.0553148,0.0315893,0.0215512,0.0116505,0.0509264,0.041737,0.0817273,0.0765033,0.032162,0.0598612,0.0355712,0.0459,0.0777341,0.0155147,0.0145839,0.0219727,0.0219419,0.0266119,0.0315731,0.0482917
297,0.0215839,0,0,0,0,0.047995,0,0,0,0,0,0,0.0203713,0,0.0199307,0.0649377,0,0,0.024501,0,0,0.0426566,0.066196,0.0175525,0.00884259,0.0193676,0.0438177,0.0399992,0.0501873,0.0620519,0.0413202,0.00922229,0.0103853,0.0247929,0.0257045,0.0279392,0.0111286,0.0286707,0.0218658,0.0371863,0,0.0128949,0.065457,0.0297012,0,0,0.0206115,0,0,0.0480437,0.0554756,0.0318734,0.0212694,0.0112977,0.0509845,0.0414822,0.0818125,0.0765798,0.0320763,0.0597907,0.0355538,0.0458294,0.0775615,0.0157667,0.0146804,0.0217823,0.0215075,0.0266646,0.0316545,0.0482998
298,0.0215021,0,0,0,0,0.0480612,0,0,0,0,0,0,0.0206,0,0.0197851,0.0653055,0,0,0.0247628,0,0,0.0427514,0.0663282,0.0178807,0.00878189,0.0192454,0.0434968,0.0400612,0.0500862,0.0617183,0.0413253,0.00933396,0.0106143,0.0250009,0.0260155,0.0275914,0.0112188,0.028823,0.0219379,0.0366026,0,0.0127516,0.0650604,0.0296537,0,0,0.020479,0,0,0.0480684,0.0556728,0.0321646,0.0209093,0.0109105,0.0510015,0.0412945,0.0819024,0.0766735,0.0320101,0.0596766,0.0355284,0.0457025,0.0774135,0.0161048,0.0147065,0.0218027,0.021654,0.02678,0.0316847,0.0483341
299,0.0214096,0,0,0,0,0.0481129,0,0,0,0,0,0,0.0210953,0,0.0195025,0.0655682,0,0,0.0250124,0,0,0.04278,0.0664336,0.0182615,0.00875589,0.0190891,0.0431374,0.0400511,0.0499693,0.0615664,0.0413982,0.00948087,0.0110267,0.0254129,0.0264627,0.0269816,0.0112468,0.0290271,0.0220733,0.0360672,0,0.0125657,0.0647227,0.0296268,0,0,0.0204102,0,0,0.0480428,0.0559603,0.032473,0.0204514,0.0105544,0.0509996,0.0412286,0.0819462,0.0767955,0.0320278,0.0595468,0.0355175,0.0455461,0.0772348,0.0164798,0.0147439,0.0217937,0.0218307,0.0268858,0.0317651,0.0484444
