Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
1180,0.0187409,0,0,0,0,0.0486516,0,0,0,0,0,0,0.0223329,0,0.0208898,0,0,0,0.0296789,0,0,0.0423409,0.0715365,0.0189881,0.0222073,0.0131118,0.0378382,0.0456309,0.051173,0.0544544,0.0243556,0.0108805,0.0169771,0.0275421,0.0276709,0.0258012,0.00952593,0.0246378,0.0273925,0.0231268,0,0.022356,0.0502594,0.0298257,0,0,0.0289283,0,0,0.052246,0.06278,0.0554468,0.0123216,0.00557122,0.0466424,0.0465655,0.0503408,0.0810565,0.073658,0.0256428,0.0518865,0.0265032,0.0374641,0.0671974,0.070501,0.0190061,0.0189593,0.0245883,0.0257031,0.0325187,0
1181,0.0187597,0,0,0,0,0.0486167,0,0,0,0,0,0,0.0221868,0,0.0209312,0,0,0,0.0296208,0,0,0.0423402,0.0715823,0.0190486,0.0220701,0.0131494,0.0378489,0.0455521,0.0512117,0.0544668,0.0244487,0.0108792,0.0169817,0.0274969,0.027662,0.0260445,0.00946458,0.0246231,0.0272901,0.0226595,0,0.0223857,0.0505392,0.0298241,0,0,0.0289043,0,0,0.0522481,0.0629885,0.0553834,0.0125942,0.00543576,0.0466627,0.0466328,0.0501096,0.0807202,0.0737274,0.0256708,0.051674,0.0264635,0.0373331,0.0670686,0.069701,0.0190596,0.0190091,0.0246199,0.0256931,0.0324854,0
1182,0.0188077,0,0,0,0,0.0485935,0,0,0,0,0,0,0.0220647,0,0.0209399,0,0,0,0.0295605,0,0,0.0423057,0.0716017,0.0191857,0.0219551,0.0131661,0.0379515,0.0454885,0.0513053,0.054527,0.0245509,0.0108948,0.0170014,0.0274691,0.0276569,0.0261828,0.00939206,0.0245349,0.0272131,0.0221152,0,0.0224406,0.050841,0.029823,0,0,0.0288243,0,0,0.0522471,0.0632817,0.0552589,0.0129422,0.00547956,0.046807,0.0466022,0.0497648,0.0803379,0.0736371,0.0257,0.0515101,0.0264154,0.0372371,0.0670689,0.0687781,0.0190366,0.0190767,0.0246466,0.0256804,0.0324296,0
1183,0.0188631,0,0,0,0,0.0485547,0,0,0,0,0,0,0.0219682,0,0.0208918,0,0,0,0.0294766,0,0,0.0422521,0.0716317,0.0192279,0.0218339,0.0131768,0.038058,0.0454511,0.0513885,0.054561,0.0246553,0.0109193,0.0170363,0.027439,0.0276409,0.0262994,0.00935335,0.0243673,0.027112,0.0212504,0,0.0226933,0.0511963,0.0298236,0,0,0.028721,0,0,0.0522317,0.063603,0.0553975,0.0133605,0.00545147,0.0469746,0.0465506,0.0493364,0.0798573,0.0736422,0.0257433,0.051379,0.0264847,0.0370897,0.0670487,0.0673295,0.0189631,0.0191311,0.0246573,0.0256837,0.0323849,0
1184,0.0189213,0,0,0,0,0.0485095,0,0,0,0,0,0,0.0218584,0,0.0208003,0,0,0,0.0293769,0,0,0.0421643,0.0716531,0.0192367,0.0216719,0.0132243,0.0381378,0.0454109,0.0514966,0.0545736,0.0247358,0.0109511,0.0170905,0.0274455,0.0276449,0.0263774,0.00934135,0.0241741,0.027014,0.0203921,0,0.0227245,0.0515338,0.0298581,0,0,0.0286333,0,0,0.0522106,0.0638805,0.0554062,0.0138148,0.00550301,0.0471515,0.0465055,0.0488865,0.0793999,0.0735841,0.0257782,0.0512595,0.026583,0.0369543,0.0670911,0.0658007,0.0188746,0.0192003,0.0246368,0.0256542,0.0323415,0
1185,0.0189723,0,0,0,0,0.0484715,0,0,0,0,0,0,0.0217667,0,0.0206959,0,0,0,0.0292842,0,0,0.0421363,0.0716706,0.0192662,0.0215034,0.0132926,0.0382424,0.0453615,0.0516039,0.0546029,0.0247853,0.011001,0.0171324,0.0274386,0.0276316,0.0263961,0.00932459,0.0240542,0.026865,0.0195522,0,0.0226783,0.0518493,0.0298978,0,0,0.0285684,0,0,0.0522019,0.0641659,0.0553098,0.0143369,0.00559681,0.0472788,0.0463769,0.048442,0.0789526,0.0735798,0.0257904,0.0513284,0.0267277,0.0369576,0.0670128,0.0641396,0.0187643,0.0192733,0.0246272,0.0256089,0.0323037,0
1186,0.0190503,0,0,0,0,0.0484279,0,0,0,0,0,0,0.0217512,0,0.020599,0,0,0,0.0291879,0,0,0.0421155,0.0716874,0.0193057,0.0213563,0.0133582,0.0383572,0.0453059,0.0516847,0.0546616,0.0248094,0.0110423,0.0171872,0.0274217,0.027629,0.0263536,0.00930642,0.0239531,0.0267154,0.0186855,0,0.0226334,0.0521778,0.0299339,0,0,0.0285079,0,0,0.0522062,0.0644948,0.0552248,0.0148795,0.00571428,0.0474562,0.0462527,0.0479338,0.0784553,0.0735702,0.0257543,0.0514409,0.0269235,0.0369508,0.0668702,0.0622255,0.0186418,0.0193062,0.024636,0.0256009,0.0322298,0
1187,0.0191556,0,0,0,0,0.0483886,0,0,0,0,0,0,0.0217691,0,0.0204955,0,0,0,0.0290446,0,0,0.0420521,0.0716929,0.0193387,0.0212371,0.0134664,0.038406,0.0452464,0.0517332,0.0547644,0.0248412,0.0110643,0.017331,0.0273732,0.0276229,0.0262745,0.00927868,0.0238064,0.0265664,0.0179886,0,0.0224659,0.0525031,0.0299689,0,0,0.0284361,0,0,0.0521752,0.064795,0.0549891,0.0154283,0.00591904,0.0476108,0.0461276,0.0473867,0.0779357,0.0735176,0.025733,0.0514843,0.0271354,0.0368551,0.0668297,0.0601915,0.0185287,0.019395,0.0246277,0.0255923,0.0320914,0
1188,0.0193165,0,0,0,0,0.0484157,0,0,0,0,0,0,0.0217392,0,0.020376,0,0,0,0.0289457,0,0,0.0419419,0.0716826,0.0193535,0.0211308,0.0136477,0.0383806,0.0452552,0.0517755,0.0548543,0.0248878,0.0110591,0.0174385,0.0273512,0.0276006,0.026188,0.0091645,0.0234417,0.0265259,0.0175739,0,0.0220219,0.0528142,0.0300565,0,0,0.0283107,0,0,0.0521764,0.0650296,0.0546251,0.0160595,0.00594199,0.0476936,0.0460109,0.046872,0.0776174,0.073408,0.0257275,0.0515398,0.0274203,0.0367925,0.0667218,0.0582809,0.0184662,0.019531,0.0246034,0.0256338,0.0317741,0
1189,0.0195128,0,0,0,0,0.04844,0,0,0,0,0,0,0.0216806,0,0.0202362,0,0,0,0.0288378,0,0,0.0418683,0.0716846,0.0193601,0.0210871,0.0138615,0.0383334,0.0451902,0.0517938,0.0549393,0.0249012,0.0110563,0.0174424,0.027304,0.027587,0.0261151,0.00912483,0.0232645,0.0264799,0.0175634,0,0.0214686,0.0529855,0.0302381,0,0,0.0282345,0,0,0.052191,0.0652009,0.0542542,0.0166703,0.00590204,0.0479319,0.045914,0.0464716,0.0774744,0.0732149,0.0256274,0.0516978,0.0278045,0.0368136,0.0667109,0.0567961,0.0183464,0.0196592,0.024574,0.0257147,0.0312329,0
1190,0.0197788,0,0,0,0,0.0484651,0,0,0,0,0,0,0.0215841,0,0.0200841,0,0,0,0.028737,0,0,0.0417848,0.0716397,0.0193329,0.0211399,0.0140429,0.0382614,0.0450588,0.0517562,0.0550008,0.0249142,0.0109864,0.0173569,0.0271868,0.0275695,0.0260955,0.00903994,0.0231113,0.0263973,0.0180062,0,0.020815,0.0530232,0.0303155,0,0,0.0281666,0,0,0.0521974,0.0653819,0.0539299,0.017234,0.00582737,0.0481592,0.0457728,0.0462474,0.0771058,0.0729647,0.0254003,0.0518092,0.0282748,0.0369379,0.0667695,0.055732,0.0182532,0.0196827,0.0245711,0.0258279,0.0308824,0
1191,0.0200737,0,0,0,0,0.0484897,0,0,0,0,0,0,0.0214383,0,0.0198573,0,0,0,0.0286192,0,0,0.0416929,0.0715895,0.0192992,0.0212668,0.014171,0.0381029,0.044846,0.0517025,0.0550275,0.0249005,0.0108697,0.0172698,0.0270777,0.0275272,0.026133,0.0089314,0.0229537,0.0262332,0.0185661,0,0.02012,0.0529633,0.0303635,0,0,0.0280858,0,0,0.0521782,0.0656,0.053491,0.0177475,0.00589001,0.0483763,0.0456659,0.046111,0.0769112,0.0726591,0.0250521,0.0521247,0.0287489,0.0371949,0.0669868,0.0551011,0.0181847,0.019792,0.024592,0.0259465,0.0306409,0
1192,0.0203955,0,0,0,0,0.0484665,0,0,0,0,0,0,0.0212749,0,0.0195546,0,0,0,0.0284784,0,0,0.0416047,0.0715486,0.0192732,0.0214627,0.0142723,0.0378922,0.0445249,0.0516359,0.0550686,0.0248879,0.0107568,0.0171831,0.0269647,0.0274591,0.0261339,0.00875999,0.0228365,0.0260357,0.0190236,0,0.0191147,0.0527679,0.0305257,0,0,0.0280278,0,0,0.052187,0.065601,0.0526851,0.0182523,0.00626004,0.0486514,0.045608,0.0460657,0.0769345,0.0722863,0.0245707,0.0526928,0.0291838,0.0376618,0.0674403,0.0546605,0.0181209,0.0200114,0.0245934,0.0260761,0.0301705,0
1193,0.0207426,0,0,0,0,0.0484698,0,0,0,0,0,0,0.0211198,0,0.0192122,0,0,0,0.0282871,0,0,0.0415251,0.0714894,0.0192332,0.021686,0.0144179,0.0376399,0.0440903,0.0515567,0.0551092,0.0249236,0.0106201,0.0170437,0.0268479,0.0273666,0.0260789,0.00840873,0.0227447,0.025851,0.0191761,0,0.0179641,0.0524956,0.030664,0,0,0.027935,0,0,0.0521925,0.065333,0.0515021,0.0187835,0.00678033,0.0490029,0.0455909,0.0461291,0.0770599,0.0719126,0.0240811,0.0533301,0.0296299,0.0381717,0.0679232,0.0538376,0.0180322,0.0201309,0.0245839,0.0262361,0.0297854,0
1194,0.0211056,0,0,0,0,0.0484757,0,0,0,0,0,0,0.0209634,0,0.0189002,0,0,0,0.0280358,0,0,0.041419,0.0714323,0.0191854,0.0218532,0.0145695,0.0374191,0.0436144,0.0514733,0.0551474,0.0250105,0.0104904,0.016848,0.026714,0.0272567,0.026016,0.00797302,0.0226452,0.0256489,0.0189549,0,0.0169292,0.052273,0.0308844,0,0,0.0278279,0,0,0.0521952,0.0648237,0.0497705,0.0194088,0.00746015,0.0494069,0.0456327,0.0461609,0.0771943,0.071587,0.0235968,0.053815,0.0300492,0.0385809,0.0681379,0.0526835,0.01796,0.0201198,0.0245171,0.0263992,0.0293486,0
1195,0.0214859,0,0,0,0,0.0484491,0,0,0,0,0,0,0.0208451,0,0.0186062,0,0,0,0.0277853,0,0,0.0413249,0.0713934,0.0191567,0.0219221,0.0147367,0.0373853,0.0430846,0.0514567,0.0552186,0.0251844,0.0103545,0.0166559,0.026604,0.0271952,0.0261158,0.00761484,0.0225592,0.0254014,0.0181533,0,0.0166775,0.0521082,0.031237,0,0,0.0276624,0,0,0.0521769,0.0642584,0.0476075,0.0201048,0.00807423,0.049918,0.0456656,0.0461343,0.0771604,0.071405,0.0231921,0.0540358,0.0305016,0.0386854,0.0680998,0.0508264,0.0178826,0.0201695,0.0244637,0.0265031,0.0287405,0
1196,0.0225319,0,0,0,0,0.0484344,0,0,0,0,0,0,0.0246848,0,0,0,0,0,0.0272944,0,0,0.0411358,0.0716391,0.0159039,0.0255589,0.0169552,0.0385496,0.0421684,0,0.0584046,0.0271052,0.0075794,0.012783,0.0260946,0.0259947,0.0188789,0.00701639,0.0225479,0.0249934,0.0175636,0,0.0162413,0.0507473,0.031987,0,0,0.0272184,0,0,0.0520096,0.063908,0.0454268,0.0204668,0.00866917,0.0502486,0.045071,0.046542,0.0772384,0.0709255,0.0226017,0.0540412,0.0309016,0.0387194,0.0681001,0.0488408,0.0175019,0.0203025,0.0243171,0.0268358,0.0274031,0
1197,0.0220608,0,0,0,0,0.0482507,0,0,0,0,0,0,0.020958,0,0.0179183,0,0,0,0.0271523,0,0,0.0410719,0.0710794,0.0192281,0.0221188,0.0150883,0.0369497,0.0419109,0.0515453,0.0554595,0.0259166,0.0102225,0.0163222,0.0264395,0.0271603,0.0258911,0.00676812,0.0225168,0.0248432,0.017295,0,0.0158418,0.0520232,0.0320881,0,0,0.0274925,0,0,0.0521631,0.0628555,0.0430924,0.0218967,0.00940753,0.0509875,0.045869,0.0459009,0.077202,0.0711162,0.0230711,0.054982,0.0317026,0.0397844,0.0694186,0.046846,0.0178448,0.020174,0.0244827,0.0266336,0.0276302,0
1198,0.0221755,0,0,0,0,0.0480314,0,0,0,0,0,0,0.0209783,0,0.0175142,0,0,0,0.0268507,0,0,0.0409448,0.0707928,0.0194066,0.0221376,0.0153147,0.0368864,0.0412695,0.0518071,0.0557397,0.0264878,0.0101687,0.0162123,0.0265157,0.0272405,0.0257701,0.00632836,0.0224948,0.0245261,0.017433,0,0.0158174,0.0519511,0.0325067,0,0,0.0274151,0,0,0.0521795,0.0623874,0.0420331,0.0227511,0.0102999,0.0516557,0.0460756,0.0454106,0.0772656,0.0710846,0.023152,0.0562364,0.0327082,0.041062,0.0708193,0.0450116,0.0178991,0.0201616,0.0244936,0.0265665,0.0272817,0
1199,0.0221862,0,0,0,0,0.0477738,0,0,0,0,0,0,0.0209998,0,0.0169904,0,0,0,0.0266094,0,0,0.0408337,0.0705089,0.0197107,0.0220284,0.0155477,0.0368466,0.040692,0.0520653,0.0560776,0.0271444,0.0101763,0.0162178,0.026608,0.0273372,0.0256988,0.00591841,0.0224439,0.0242135,0.0175262,0,0.0160966,0.0519073,0.0328401,0,0,0.0273525,0,0,0.0521773,0.0621008,0.041389,0.0235461,0.0106494,0.0522593,0.046391,0.0448654,0.0770536,0.0709663,0.0232129,0.0571772,0.0337943,0.0419509,0.0717233,0.0435027,0.0179791,0.0202241,0.0245024,0.02636,0.0272542,0
1200,0.0221438,0,0,0,0,0.04753,0,0,0,0,0,0,0.0210761,0,0.0165702,0,0,0,0.026481,0,0,0.0407611,0.0702284,0.0199447,0.021898,0.0158412,0.0367097,0.0403021,0.0522302,0.056435,0.0278258,0.0101833,0.0163111,0.0266976,0.0274052,0.0257001,0.0056653,0.0223955,0.0239528,0.0175457,0,0.0162537,0.0518831,0.0331039,0,0,0.027344,0,0,0.0521615,0.0619623,0.0408641,0.0242381,0.0105616,0.0526056,0.0468594,0.0445141,0.0767564,0.070734,0.023159,0.0575125,0.0345669,0.0423255,0.0720605,0.0421444,0.0180526,0.0203105,0.0245651,0.0261162,0.0273799,0
1201,0.0221159,0,0,0,0,0.0473431,0,0,0,0,0,0,0.0212823,0,0.0162966,0,0,0,0.0264806,0,0,0.0407544,0.069971,0.0200969,0.0217119,0.0162126,0.0366081,0.0401534,0.0522705,0.0567715,0.0284545,0.0102431,0.0165138,0.0268337,0.0274495,0.0256376,0.00557535,0.0222528,0.023765,0.0175914,0,0.0164142,0.0518493,0.0334276,0,0,0.0274665,0,0,0.0521917,0.0619209,0.0403168,0.0246443,0.0104406,0.0527245,0.0474379,0.0443995,0.0766214,0.0704105,0.0229725,0.0574794,0.0348872,0.0423954,0.0721536,0.0408263,0.0182481,0.0203005,0.0246545,0.0259251,0.0272689,0
1202,0.0221497,0,0,0,0,0.0473059,0,0,0,0,0,0,0.0217608,0,0.0160877,0,0,0,0.02665,0,0,0.0407469,0.0697151,0.0202325,0.0215395,0.0165869,0.0365173,0.040243,0.0522853,0.0570868,0.0289594,0.0103381,0.0167321,0.0270726,0.0276043,0.0252168,0.00562626,0.0218984,0.023667,0.0178196,0,0.0166199,0.051773,0.0337065,0,0,0.0276921,0,0,0.0522525,0.0619231,0.0398178,0.0247868,0.0102986,0.0526858,0.0481249,0.0444118,0.076544,0.0701284,0.022839,0.0574417,0.0349579,0.0422916,0.0721463,0.0392714,0.0185135,0.0201818,0.0247885,0.0258284,0.0271678,0
1203,0.022248,0,0,0,0,0.0473389,0,0,0,0,0,0,0.022415,0,0.0158666,0,0,0,0.0268429,0,0,0.0407181,0.0694607,0.020296,0.021248,0.0170188,0.0364946,0.0405699,0.0522647,0.0573904,0.0293408,0.0104282,0.0169451,0.027366,0.0278495,0.0245199,0.00593971,0.0215763,0.0236378,0.0183798,0,0.0166223,0.0517145,0.0338912,0,0,0.0279041,0,0,0.0523429,0.0619837,0.0394545,0.0247767,0.00988904,0.0526088,0.0487834,0.0444555,0.0766548,0.0699118,0.0227874,0.0573915,0.0350214,0.0421771,0.0721837,0.0374421,0.018818,0.0201373,0.0249107,0.0257882,0.027156,0
1204,0.022373,0,0,0,0,0.0473804,0,0,0,0,0,0,0.0231525,0,0.0156769,0,0,0,0.0270227,0,0,0.0407013,0.0693025,0.0202685,0.0209612,0.0174778,0.036414,0.0410938,0.0521497,0.0575997,0.0295979,0.0104816,0.0171417,0.0277106,0.0280838,0.0236527,0.00648427,0.0212308,0.0236658,0.0192459,0,0.0164475,0.0516901,0.0339982,0,0,0.0280324,0,0,0.0524154,0.0620369,0.0391702,0.024742,0.00915896,0.0525086,0.0492645,0.0446199,0.0766921,0.0698535,0.0228513,0.0573372,0.0350886,0.0421798,0.0722535,0.0355177,0.0190713,0.0200853,0.0250487,0.0257454,0.0271619,0
1205,0.022496,0,0,0,0,0.0473752,0,0,0,0,0,0,0.0239315,0,0.0155762,0,0,0,0.0271733,0,0,0.0406608,0.0692544,0.0201735,0.0206822,0.0178183,0.0363603,0.0417674,0.0519488,0.0577107,0.0296984,0.0104975,0.0173389,0.0280667,0.0282566,0.0226382,0.00718597,0.0208486,0.0237441,0.0202083,0,0.0162696,0.0517047,0.0340329,0,0,0.0280495,0,0,0.052471,0.0620551,0.0389514,0.024729,0.00836267,0.0524471,0.04961,0.0448585,0.0769058,0.0699667,0.023033,0.0574084,0.0351741,0.0422531,0.0723255,0.033767,0.0192016,0.0199956,0.0251723,0.0257003,0.0271573,0
1206,0.0225601,0,0,0,0,0.0473052,0,0,0,0,0,0,0.0247269,0,0.0155162,0,0,0,0.0272995,0,0,0.0406001,0.0692877,0.0200829,0.0204695,0.0180287,0.0363444,0.0425331,0.0516898,0.0577448,0.0297139,0.0104535,0.0175687,0.0283451,0.0283945,0.0217257,0.00804837,0.0204373,0.0238509,0.0210532,0,0.0160956,0.0517471,0.034012,0,0,0.0279975,0,0,0.0524958,0.0620941,0.0387309,0.0247102,0.00765341,0.0524886,0.0499038,0.0451033,0.077197,0.070219,0.0232512,0.057442,0.0352625,0.0422775,0.0724411,0.0324187,0.0192451,0.0199692,0.0252228,0.0256518,0.0272133,0
1207,0.0225478,0,0,0,0,0.0472042,0,0,0,0,0,0,0.0254381,0,0.0155438,0,0,0,0.0273883,0,0,0.0405402,0.0693211,0.020076,0.0203493,0.0181143,0.0363271,0.0433598,0.0514027,0.0577701,0.0297411,0.0103411,0.0177808,0.02858,0.0284965,0.0209522,0.00892605,0.0200287,0.0239642,0.021621,0,0.0159765,0.0517894,0.0339555,0,0,0.027911,0,0,0.0524726,0.0621184,0.0384992,0.0246843,0.00709544,0.0526629,0.0501759,0.0453231,0.077482,0.0705215,0.0234738,0.0574099,0.035351,0.0423009,0.0725376,0.0315769,0.0192482,0.0199937,0.0252706,0.0255702,0.0273769,0
1208,0.0224822,0,0,0,0,0.0470946,0,0,0,0,0,0,0.0258945,0,0.0156384,0,0,0,0.0273935,0,0,0.0404952,0.0693573,0.0200923,0.0203083,0.0181594,0.0362846,0.0442252,0.0510714,0.0577623,0.029809,0.0102079,0.0176849,0.028817,0.0285306,0.0204166,0.00982791,0.0196989,0.0240785,0.0218502,0,0.0159487,0.051776,0.0338753,0,0,0.0278833,0,0,0.0524424,0.0621342,0.0383319,0.0247026,0.00669472,0.0529362,0.0504658,0.0455043,0.0777382,0.0707902,0.0236617,0.0574063,0.0354514,0.0422863,0.072556,0.0311707,0.0192183,0.0200986,0.0252999,0.0254567,0.0276304,0
1209,0.0223805,0,0,0,0,0.04701,0,0,0,0,0,0,0.0261402,0,0.0157794,0,0,0,0.0273958,0,0,0.0404285,0.0693873,0.0201242,0.0203127,0.0181831,0.0362696,0.0451052,0.0507819,0.0577305,0.0299651,0.0100485,0.0174407,0.0289758,0.0285321,0.0201907,0.0105724,0.019277,0.0241992,0.021693,0,0.0159828,0.0517186,0.0338114,0,0,0.027873,0,0,0.0524308,0.0621285,0.0382196,0.0247808,0.00644915,0.0533147,0.0507872,0.0456597,0.0779403,0.0709522,0.023777,0.0573554,0.03558,0.0423022,0.0724998,0.0310894,0.0191471,0.0202364,0.0253155,0.0253684,0.0278867,0
1210,0.0222693,0,0,0,0,0.0469304,0,0,0,0,0,0,0.0261184,0,0.0159698,0,0,0,0.0273286,0,0,0.040364,0.0693639,0.0203221,0.0203264,0.0181881,0.0363093,0.045895,0.0506191,0.0577639,0.0302759,0.0098987,0.0173514,0.0290469,0.0284843,0.020328,0.0111696,0.0189007,0.0242501,0.0212921,0,0.0160367,0.0515814,0.0338,0,0,0.0279692,0,0,0.0524591,0.0620889,0.0381514,0.0249371,0.00642006,0.0537845,0.0510794,0.0458006,0.0780696,0.071043,0.0237807,0.0573649,0.0357302,0.0423281,0.0724152,0.0315454,0.0191272,0.0202867,0.0253261,0.0253147,0.0280885,0
1211,0.0221401,0,0,0,0,0.0468349,0,0,0,0,0,0,0.0258012,0,0.0161885,0,0,0,0.0272293,0,0,0.0403357,0.0693235,0.0205195,0.0201665,0.0181584,0.0364706,0.0465055,0.0505545,0.0578773,0.0306775,0.00980468,0.0172332,0.0289499,0.0284032,0.0207899,0.0116935,0.0186483,0.0242508,0.0207832,0,0.0161508,0.0513551,0.0337951,0,0,0.0281495,0,0,0.0524995,0.062046,0.0381181,0.0250476,0.00656229,0.0543437,0.0513921,0.0458834,0.0781496,0.0711186,0.0236779,0.0574819,0.0359001,0.0424486,0.0724468,0.0323518,0.0191798,0.0204149,0.025375,0.0252371,0.0283187,0
1212,0.0219797,0,0,0,0,0.0467554,0,0,0,0,0,0,0.0253039,0,0.0164263,0,0,0,0.0271286,0,0,0.0403302,0.0692412,0.02075,0.0199076,0.0181866,0.0366505,0.0470117,0.0506622,0.0580692,0.0311247,0.00980182,0.0171831,0.0288384,0.0283194,0.02138,0.0121203,0.0184432,0.0242027,0.0202007,0,0.0162857,0.051137,0.0337875,0,0,0.0283638,0,0,0.0525623,0.0619708,0.0380928,0.0251718,0.00674621,0.0548553,0.0517134,0.0459367,0.0782585,0.0712478,0.0235239,0.0576751,0.0360701,0.0425492,0.0725184,0.0333133,0.0192304,0.020549,0.0254319,0.0251581,0.0285699,0
1213,0.0217903,0,0,0,0,0.046693,0,0,0,0,0,0,0.0247098,0,0.0166626,0,0,0,0.0270757,0,0,0.0402888,0.0691716,0.021157,0.0195232,0.0182995,0.0368158,0.04742,0.0509247,0.0582603,0.031558,0.00983368,0.0171147,0.0287554,0.0282204,0.0222718,0.0124588,0.0182534,0.0241553,0.0196773,0,0.0163561,0.0509501,0.0337963,0,0,0.0285808,0,0,0.0526172,0.0618634,0.0379766,0.02526,0.00697707,0.0552724,0.0519806,0.0459896,0.0784055,0.0714728,0.0234525,0.0578802,0.0361887,0.0426287,0.0726506,0.0342472,0.0192549,0.0206925,0.0254855,0.025075,0.0288139,0
1214,0.0216086,0,0,0,0,0.046647,0,0,0,0,0,0,0.0240044,0,0.0168464,0,0,0,0.0270161,0,0,0.0402686,0.0691453,0.0216634,0.0190948,0.0184644,0.0369668,0.0477159,0.0513278,0.0584481,0.0319534,0.00987642,0.017094,0.0287195,0.028176,0.0234464,0.0127295,0.0181356,0.0241021,0.0191908,0,0.0164236,0.0508066,0.0338116,0,0,0.0287693,0,0,0.0526531,0.0617375,0.0378337,0.0252977,0.00716157,0.0555787,0.0522113,0.0460091,0.0785731,0.0717311,0.0234841,0.0580271,0.0362972,0.0427564,0.0727745,0.0351346,0.0192726,0.0208253,0.02555,0.0249536,0.0290511,0
1215,0.0214437,0,0,0,0,0.0465995,0,0,0,0,0,0,0.023135,0,0.0169697,0,0,0,0.0268897,0,0,0.04025,0.069187,0.0221595,0.0186802,0.0185957,0.0370763,0.0479254,0.0518141,0.058668,0.0322722,0.00995817,0.0171354,0.0286659,0.0281994,0.024682,0.0129549,0.018049,0.024047,0.0187386,0,0.0164904,0.0507228,0.0338531,0,0,0.0289332,0,0,0.0526681,0.0616071,0.0377449,0.0252647,0.00728261,0.0557739,0.0524244,0.0459983,0.0788184,0.0719523,0.0235481,0.0581195,0.0364368,0.0429079,0.0728913,0.0359247,0.0192617,0.0208904,0.0255797,0.0248269,0.0292974,0
1216,0.021309,0,0,0,0,0.0465758,0,0,0,0,0,0,0.0222552,0,0.0170899,0,0,0,0.0267606,0,0,0.0402152,0.0692832,0.0224579,0.0182293,0.0186262,0.0372066,0.0480917,0.0522784,0.0588687,0.0325025,0.0100057,0.0171092,0.02858,0.028265,0.0259715,0.0130788,0.0178517,0.0239961,0.0183817,0,0.0165399,0.0507447,0.0339089,0,0,0.0290322,0,0,0.052652,0.0615061,0.0377203,0.0251145,0.00736779,0.0558375,0.0525442,0.0460299,0.0790755,0.0720744,0.0235819,0.0581521,0.0365634,0.0429734,0.0729521,0.0365993,0.0192299,0.0209795,0.0255612,0.0247532,0.029525,0
1217,0.0212578,0,0,0,0,0.046574,0,0,0,0,0,0,0.0213846,0,0.0172767,0,0,0,0.0266649,0,0,0.0402064,0.0693798,0.0226012,0.0178176,0.0185935,0.0373137,0.0482159,0.0527066,0.0590139,0.0326473,0.00998806,0.0170753,0.0284957,0.0283055,0.0271974,0.0131815,0.0177004,0.0239317,0.0181207,0,0.0165804,0.0507993,0.0339423,0,0,0.0291045,0,0,0.0526046,0.0614205,0.0377677,0.0248571,0.00733557,0.0557918,0.0525532,0.0461285,0.0792402,0.0721374,0.023546,0.0581441,0.0366542,0.0429458,0.072973,0.0371437,0.0191943,0.0210728,0.0255007,0.0247246,0.0296839,0
1218,0.0212755,0,0,0,0,0.0466152,0,0,0,0,0,0,0.0206041,0,0.0174755,0,0,0,0.0265949,0,0,0.0402021,0.0694389,0.0226845,0.0174934,0.0185306,0.0373598,0.048273,0.0531275,0.0591337,0.0326987,0.009864,0.0170211,0.0285129,0.0282995,0.0284002,0.0132527,0.0176068,0.0238318,0.0179366,0,0.0166189,0.0508727,0.0339872,0,0,0.0291369,0,0,0.0526073,0.0613281,0.0378903,0.0245666,0.00721651,0.0556613,0.0524952,0.0462563,0.0791989,0.0721989,0.0235192,0.058121,0.0366914,0.0428688,0.0729489,0.037494,0.0191306,0.021203,0.0254346,0.0246953,0.0297355,0
1219,0.0213016,0,0,0,0,0.0466679,0,0,0,0,0,0,0.0199508,0,0.017645,0,0,0,0.0265676,0,0,0.0402121,0.0694526,0.0227273,0.017201,0.0184558,0.0373925,0.0482906,0.0534803,0.0592902,0.0326943,0.00973136,0.0170017,0.0285123,0.0282809,0.0293533,0.013298,0.0175416,0.0237084,0.0178896,0,0.0165742,0.0509265,0.0340437,0,0,0.0291181,0,0,0.0526584,0.061249,0.0379158,0.0242744,0.00708136,0.0555126,0.0523748,0.0463938,0.0792495,0.0722266,0.0234884,0.0580879,0.0366667,0.042793,0.0729213,0.0377055,0.019091,0.0213379,0.0253835,0.0247237,0.0297321,0
