Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
605,0.0247835,0,0,0,0,0.0474889,0,0,0,0,0,0,0.018288,0,0,0.0686077,0,0,0.0220693,0,0,0.0266504,0.0734532,0.0181699,0.00748245,0.0151746,0.0386021,0.0324943,0.0478263,0.0528464,0.0258279,0.00838288,0.0121882,0.0279064,0.0278276,0.0301227,0.011404,0,0.022926,0.0273214,0,0.0122317,0.0678172,0.0346756,0,0,0.0225839,0,0,0.0493374,0.058316,0.0329062,0.027381,0.00365046,0.0533987,0.0401173,0.049019,0.080532,0.0718056,0.0215396,0.0630049,0.0400108,0.0482279,0.0786728,0.0249872,0.0170209,0.0229025,0.0204577,0.0263455,0.0278722,0
606,0.0248736,0,0,0,0,0.0475448,0,0,0,0,0,0,0.0182512,0,0,0.0686906,0,0,0.0217135,0,0,0.0265536,0.0735659,0.0182405,0.00762652,0.0151006,0.038515,0.0319693,0.047679,0.0526159,0.0255686,0.00856102,0.0123193,0.0279062,0.0277859,0.0301254,0.0111338,0,0.0227654,0.0270756,0,0.0123603,0.0679531,0.034683,0,0,0.0222912,0,0,0.0493569,0.0582598,0.0327544,0.0275363,0.00376345,0.0533114,0.040009,0.048886,0.080399,0.0718703,0.0215767,0.0630283,0.0402076,0.0482416,0.0786156,0.0252702,0.0170672,0.0230494,0.0203834,0.0263887,0.0276981,0
607,0.0249767,0,0,0,0,0.0475998,0,0,0,0,0,0,0.0182431,0,0,0.0688148,0,0,0.0214407,0,0,0.0264799,0.0736704,0.0183243,0.00781453,0.0151157,0.0384027,0.0314957,0.0474915,0.0523591,0.0254162,0.0087197,0.0124802,0.0279028,0.0277467,0.0300794,0.0108974,0,0.0226084,0.0269019,0,0.0124513,0.0680431,0.0346555,0,0,0.0221169,0,0,0.0493301,0.058226,0.0326409,0.0277067,0.00382837,0.053213,0.0398979,0.0488141,0.0803084,0.071871,0.0215561,0.0630531,0.0403335,0.0483061,0.0786771,0.0254885,0.0170976,0.0231082,0.0203935,0.0264441,0.0275004,0
608,0.0251337,0,0,0,0,0.0476609,0,0,0,0,0,0,0.0196024,0,0,0.0689649,0,0,0.0212227,0,0,0.0264345,0.073758,0.0198355,0.00801873,0.0151847,0.0382452,0.0310909,0.0473396,0.0521548,0.0253789,0.00867773,0.0124255,0.0270759,0.0271573,0.0299686,0.0106753,0,0.0224655,0.0268022,0,0.012534,0.0680852,0.0346801,0,0,0.0219847,0,0,0.0493604,0.0581947,0.0325227,0.0278469,0.00386738,0.0531326,0.0398045,0.0488171,0.0803258,0.071779,0.0215116,0.0631121,0.0404184,0.0484149,0.078747,0.0256351,0.0171292,0.0232096,0.0203843,0.0264888,0.0272941,0
609,0.0253065,0,0,0,0,0.0477363,0,0,0,0,0,0,0.0220278,0,0,0.0691493,0,0,0.0210079,0,0,0.0264024,0.0738302,0.0224014,0.00823601,0.015254,0.0379906,0.0307318,0.0472152,0.0520196,0.0254567,0.0085399,0.0122832,0.0256763,0.0262312,0.0300712,0.0105137,0,0.0223494,0.0267423,0,0.012655,0.0680751,0.0347449,0,0,0.0218432,0,0,0.049385,0.0581658,0.0323482,0.0279664,0.00385514,0.0530761,0.0397228,0.0488407,0.0804687,0.0716709,0.021436,0.0632098,0.0404852,0.0485279,0.0788194,0.0256958,0.0171685,0.0232997,0.0204176,0.0265026,0.0271135,0
610,0.0254607,0,0,0,0,0.0477864,0,0,0,0,0,0,0.0236046,0,0,0.069303,0,0,0.0208604,0,0,0.0263781,0.0738955,0.0240912,0.00838172,0.0153553,0.0377504,0.0304364,0.0471349,0.0519559,0.0256028,0.00851648,0.0122753,0.0248086,0.0256267,0.0303168,0.0103263,0,0.0222693,0.0267915,0,0.012715,0.0680593,0.0347749,0,0,0.0217242,0,0,0.049401,0.0581186,0.0322068,0.0280872,0.00379715,0.0530006,0.0396302,0.0488173,0.0804679,0.0715851,0.0212242,0.0632973,0.0405557,0.0485845,0.0788545,0.0256178,0.0172267,0.023374,0.0204321,0.0265612,0.0269686,0
611,0.0255898,0,0,0,0,0.047836,0,0,0,0,0,0,0.0242188,0,0,0.069401,0,0,0.0207647,0,0,0.0263568,0.0739379,0.0248229,0.00847225,0.015399,0.0376214,0.030199,0.0470549,0.0519335,0.0257931,0.00852404,0.0122966,0.0244392,0.0253342,0.030492,0.0101605,0,0.022206,0.026932,0,0.0127396,0.0680491,0.0347886,0,0,0.0216089,0,0,0.04942,0.0580647,0.0320968,0.0282004,0.00371233,0.0528888,0.0395107,0.0488292,0.0803463,0.0715108,0.0210887,0.0633572,0.0406469,0.0485997,0.0788983,0.0254321,0.0172806,0.0234016,0.020424,0.0266422,0.0268113,0
612,0.025752,0,0,0,0,0.0476603,0,0,0,0,0,0,0.0239518,0,0,0.0696017,0,0,0.0204374,0,0,0.0262811,0.0740684,0.0246329,0.00868967,0.0153046,0.0371916,0.0299732,0.0469398,0.05179,0.0258133,0.00858561,0.0122538,0.0244805,0.025282,0.0304773,0.0102602,0,0.0220394,0.0271813,0,0.0127271,0.0680042,0.0343241,0,0,0.0213368,0,0,0.0450368,0.0581062,0.0319584,0.028418,0.00360913,0.0527762,0.0399008,0.0488068,0.0802275,0.0713685,0.0210198,0.0634322,0.0407986,0.0486821,0.0789897,0.0251034,0.0193073,0.0251155,0,0.0264731,0.0268344,0
613,0.0258539,0,0,0,0,0.04764,0,0,0,0,0,0,0.0227922,0,0,0.0696351,0,0,0.0203044,0,0,0.0262439,0.0740738,0.0235449,0.00875531,0.0152814,0.0370018,0.0298151,0.0469709,0.0518388,0.0259624,0.00861122,0.0121739,0.0250633,0.0256144,0.0303508,0.0101828,0,0.0219769,0.0273466,0,0.0127986,0.0680205,0.0343756,0,0,0.0212934,0,0,0.0450485,0.0580849,0.0318387,0.0284749,0.00347096,0.0527061,0.0397417,0.0487893,0.0802362,0.0712361,0.0208707,0.0634939,0.0408874,0.0487679,0.079048,0.0248453,0.0193085,0.0250904,0,0.0264922,0.0266526,0
614,0.0259138,0,0,0,0,0.0477669,0,0,0,0,0,0,0.0211226,0,0,0.0695439,0,0,0.0203707,0,0,0.02626,0.0739662,0.0219129,0.00870782,0.0153538,0.03703,0.0296522,0.0471213,0.052053,0.0262093,0.00861648,0.0121273,0.0260063,0.0262531,0.0302308,0.00991343,0,0.0219806,0.0274845,0,0.0128553,0.0680333,0.0349336,0,0,0.0213931,0,0,0.0493594,0.0579563,0.0316921,0.0284755,0.00335358,0.0526396,0.0390678,0.0488169,0.0802993,0.0711306,0.0207602,0.0635469,0.0409127,0.0488091,0.079076,0.0245883,0.0172878,0.0234484,0.0204575,0.0266778,0.0263365,0
615,0.0260327,0,0,0,0,0.0475829,0,0,0,0,0,0,0.0194888,0,0,0.0694972,0,0,0.019962,0,0,0.0261953,0.0740519,0.0200231,0.00870707,0.0151828,0.036829,0.0294131,0.0471672,0.0520499,0.0260713,0.00881242,0.0122124,0.0269821,0.0269114,0.0300428,0.0100698,0,0.0218319,0.027989,0,0.0127732,0.0681413,0.0344945,0,0,0.0207397,0,0,0.0450399,0.0580421,0.031545,0.0286642,0.00323007,0.0525963,0.0392764,0.0487855,0.0800921,0.0710273,0.0206499,0.0636918,0.0410793,0.0488593,0.0791824,0.0239848,0.0193245,0.0250874,0,0.0264754,0.0265427,0
616,0.027113,0,0,0,0,0.0479278,0,0,0,0,0,0,0.0239153,0,0,0.0711578,0,0,0.0195061,0,0,0.0260892,0.073107,0.0150897,0.0106678,0.0173022,0.0383508,0.0287708,0,0.0551296,0.0276293,0.00715317,0.00921303,0.0265398,0.0259962,0.0208781,0.00988321,0,0.0216511,0.0284771,0,0.0128326,0.0675034,0.0355421,0,0,0.0203584,0,0,0.0490068,0.0583927,0.0315971,0.0279797,0.0026978,0.052504,0.0375495,0.0492904,0.0802576,0.0708269,0.0202898,0.0636369,0.0410576,0.0487377,0.0790548,0.0234117,0.0169277,0.0237743,0.0201445,0.027093,0.0255529,0
617,0.0270238,0,0,0,0,0.0478647,0,0,0,0,0,0,0,0,0,0.0705934,0,0,0.0194199,0,0,0.0260879,0.0734405,0.0196511,0.0101497,0.0148475,0.0379675,0.0287449,0,0.0554654,0.0276909,0.00570485,0.00549431,0.0240608,0.0247608,0.00864098,0.00986211,0,0.0216307,0.0286628,0,0.012887,0.0678869,0.0355097,0,0,0.0203244,0,0,0.0489982,0.0580998,0.0313225,0.0283026,0.00268497,0.0523632,0.0374744,0.0492434,0.0803655,0.0707139,0.0202613,0.0637421,0.0411478,0.0488554,0.07925,0.0231299,0.0168918,0.0238973,0.0201419,0.0269856,0.0256473,0
618,0.0260726,0,0,0,0,0.0476382,0,0,0,0,0,0,0,0,0,0.0686222,0,0,0.0197368,0,0,0.0261683,0.0739947,0.0228777,0.00823305,0.0129957,0.0366887,0.0291586,0.0482585,0.0524673,0.0258996,0.00776259,0.00975767,0.0256035,0.0264497,0.0213207,0.00978765,0,0.0217598,0.0287148,0,0.0128366,0.0689509,0.0350421,0,0,0.0206997,0,0,0.0491844,0.0575375,0.030936,0.0293237,0.00295626,0.0525216,0.0381856,0.0488852,0.0803352,0.0707087,0.0204368,0.0639267,0.0413136,0.0490815,0.079565,0.023008,0.0171103,0.0239272,0.0202868,0.0265401,0.0263813,0
619,0.0261688,0,0,0,0,0.0475598,0,0,0,0,0,0,0,0,0,0.0688828,0,0,0.0196261,0,0,0.0261354,0.0740666,0.022902,0.00868792,0.0130387,0.0362908,0.0290359,0.0481223,0.0523774,0.0256624,0.00780177,0.00987268,0.0256016,0.0264483,0.0210141,0.00978383,0,0.0217287,0.0288592,0,0.0130208,0.0688769,0.0350898,0,0,0.0206238,0,0,0.0491411,0.0572487,0.0304937,0.0296431,0.00318872,0.0523984,0.0380328,0.0489244,0.0801952,0.0705984,0.0205624,0.0639788,0.0413659,0.0492292,0.079801,0.0225914,0.0170382,0.0240246,0.0202616,0.0265131,0.0263153,0
620,0.0262629,0,0,0,0,0.0475551,0,0,0,0,0,0,0,0,0,0.0688786,0,0,0.0194969,0,0,0.0260906,0.074106,0.0228259,0.00882011,0.0130107,0.0362629,0.0289102,0.0480397,0.0523319,0.0254217,0.00786335,0.00995004,0.0256107,0.0264469,0.020376,0.00980016,0,0.0216756,0.0292309,0,0.0131052,0.0689725,0.0350952,0,0,0.0204367,0,0,0.0490756,0.0570977,0.0301779,0.0299724,0.00327109,0.0524641,0.0377878,0.0489126,0.0800073,0.070481,0.0205272,0.0640524,0.0414742,0.0494202,0.0799469,0.022079,0.0169511,0.0240886,0.020242,0.0265363,0.0262692,0
621,0.0263859,0,0,0,0,0.0475742,0,0,0,0,0,0,0,0,0,0.0688922,0,0,0.0193616,0,0,0.0260543,0.0741323,0.0227385,0.00897292,0.0129833,0.0363002,0.0287953,0.0479121,0.0522768,0.0252182,0.00792657,0.0100256,0.0256179,0.0264361,0.0197267,0.00983324,0,0.0216235,0.0295919,0,0.0132936,0.0690586,0.0351011,0,0,0.0202696,0,0,0.0490202,0.0569266,0.0297938,0.0302907,0.00343088,0.0526194,0.0375371,0.0488571,0.0801221,0.070332,0.0204906,0.0642456,0.0415832,0.0496526,0.080205,0.0215642,0.0168806,0.0241317,0.0202482,0.0266028,0.0261992,0
622,0.0265144,0,0,0,0,0.0476254,0,0,0,0,0,0,0,0,0,0.0689816,0,0,0.0192332,0,0,0.0260305,0.0741851,0.0226893,0.00915494,0.0130235,0.0362805,0.0286714,0.0477593,0.0521882,0.025087,0.00798067,0.0100726,0.0256113,0.026396,0.0191109,0.00984905,0,0.0215694,0.0299906,0,0.0134906,0.0691348,0.0351498,0,0,0.0200647,0,0,0.0489808,0.0567699,0.029414,0.030651,0.00367635,0.0527914,0.0372406,0.0487951,0.0802296,0.0701886,0.0204832,0.0644168,0.0416894,0.0498267,0.0804698,0.0210231,0.0168754,0.0242128,0.0202177,0.0266565,0.0261095,0
623,0.0266678,0,0,0,0,0.0476745,0,0,0,0,0,0,0,0,0,0.0690795,0,0,0.0190979,0,0,0.0260078,0.0742681,0.0226989,0.00935533,0.013083,0.0360148,0.0285335,0.0476127,0.0520984,0.0250795,0.00802545,0.0100782,0.0255793,0.0263591,0.0185939,0.00986818,0,0.0215187,0.0304357,0,0.0135373,0.0691916,0.0351875,0,0,0.0199079,0,0,0.0489441,0.0565973,0.0290798,0.0310032,0.00389767,0.0529259,0.0369513,0.0487549,0.0800075,0.0701167,0.0205169,0.0645637,0.0418064,0.0499216,0.0806771,0.0204332,0.0168705,0.0243366,0.0201663,0.026724,0.0259394,0
624,0.0268123,0,0,0,0,0.0477165,0,0,0,0,0,0,0,0,0,0.0691484,0,0,0.0189507,0,0,0.0259875,0.0743703,0.0227293,0.00954598,0.0131149,0.0358031,0.0283975,0.0474746,0.0520368,0.0251472,0.00806961,0.0100769,0.0255682,0.0263219,0.0182012,0.00991135,0,0.0214763,0.0309268,0,0.0136577,0.0692516,0.0352289,0,0,0.0197167,0,0,0.0488781,0.0564398,0.0287672,0.0313115,0.00409713,0.0530413,0.0366902,0.0487359,0.0796738,0.0700402,0.020567,0.0646763,0.0418953,0.0500612,0.0808751,0.0198189,0.0168794,0.0244358,0.0201251,0.0268402,0.0258235,0
625,0.0269268,0,0,0,0,0.0477509,0,0,0,0,0,0,0,0,0,0.0692571,0,0,0.0187832,0,0,0.0259569,0.074476,0.0227786,0.00974581,0.0131286,0.0356969,0.028265,0.0473754,0.0519807,0.0252714,0.00810809,0.010063,0.0255817,0.0262823,0.0180086,0.00997516,0,0.0214255,0.0313747,0,0.0138195,0.0693348,0.0352492,0,0,0.0195163,0,0,0.0487896,0.056302,0.0284388,0.0316054,0.00432702,0.0530959,0.0364229,0.0487387,0.079518,0.0699646,0.0206424,0.0648113,0.0419522,0.0502652,0.081071,0.0192644,0.0168998,0.0245091,0.0200868,0.0269629,0.0257369,0
626,0.0270142,0,0,0,0,0.0477965,0,0,0,0,0,0,0,0,0,0.0693038,0,0,0.0186053,0,0,0.0259284,0.0745516,0.0228504,0.00992176,0.0131478,0.035601,0.0281118,0.0473115,0.0519143,0.0254302,0.00814976,0.0100527,0.025579,0.0262526,0.0179585,0.0100273,0,0.0213583,0.0317928,0,0.013874,0.0694137,0.0352401,0,0,0.0193383,0,0,0.0487037,0.0561898,0.0281481,0.0318726,0.00456218,0.0531004,0.0361688,0.0487438,0.0794666,0.0700076,0.0206315,0.0649423,0.0419963,0.0504124,0.0812081,0.0187707,0.0169095,0.0245619,0.0200765,0.0271018,0.0256629,0
627,0.0270834,0,0,0,0,0.0478411,0,0,0,0,0,0,0,0,0,0.0693738,0,0,0.018431,0,0,0.0259014,0.0746075,0.0229533,0.0100571,0.0131481,0.0353757,0.0279615,0.0472788,0.0518724,0.0256142,0.00821637,0.0100616,0.0255711,0.0262481,0.0180361,0.0100549,0,0.0212964,0.0321752,0,0.0138972,0.0694921,0.0352224,0,0,0.019186,0,0,0.0486603,0.0561158,0.0279265,0.0320718,0.00476392,0.0530351,0.035933,0.0487399,0.079426,0.0700854,0.0205654,0.0650377,0.0420358,0.0505064,0.08127,0.0183424,0.0169125,0.0246267,0.0200478,0.0272382,0.0256069,0
628,0.0271366,0,0,0,0,0.0478805,0,0,0,0,0,0,0,0,0,0.069459,0,0,0.0182693,0,0,0.0258816,0.0746404,0.0230669,0.0101308,0.0131405,0.0351818,0.0278363,0.0472636,0.0518441,0.0257944,0.00830726,0.0100935,0.0255761,0.0262651,0.0182042,0.0100806,0,0.0212472,0.0325187,0,0.01391,0.0695723,0.035222,0,0,0.0190138,0,0,0.0486653,0.0560886,0.0278042,0.0322039,0.00490764,0.0529548,0.0357359,0.0487279,0.0794354,0.0699829,0.0206215,0.0651067,0.0420708,0.0505543,0.0813857,0.0179731,0.0169228,0.0246882,0.0200138,0.0273505,0.0255616,0
629,0.0271675,0,0,0,0,0.0479125,0,0,0,0,0,0,0,0,0,0.0694736,0,0,0.0181172,0,0,0.0258555,0.0746398,0.0231739,0.0101582,0.0131237,0.0350272,0.0277359,0.0472664,0.0518048,0.0259614,0.00840494,0.0101143,0.0255841,0.0262885,0.0183676,0.0101117,0,0.0212041,0.0327753,0,0.0139249,0.0696168,0.0352344,0,0,0.0187941,0,0,0.0486523,0.056085,0.0277394,0.0322681,0.00496783,0.052879,0.0355724,0.0487226,0.0795363,0.0698046,0.0206737,0.0651414,0.042115,0.0505932,0.0815423,0.0177099,0.0169485,0.0247401,0.0200036,0.0274244,0.0254688,0
630,0.0271831,0,0,0,0,0.0479214,0,0,0,0,0,0,0,0,0,0.069459,0,0,0.0180017,0,0,0.0258523,0.0746042,0.0232749,0.0101887,0.0131139,0.0348623,0.0276554,0.0472944,0.0516864,0.0260784,0.00848094,0.0101548,0.025595,0.0262857,0.0185255,0.0101261,0,0.0211637,0.0328687,0,0.0139841,0.0696362,0.0352203,0,0,0.0186827,0,0,0.0486403,0.0561036,0.0277192,0.0322934,0.00496443,0.0528171,0.0354191,0.0487454,0.0795868,0.0697666,0.0206501,0.0651467,0.0421568,0.0506251,0.0815462,0.0175906,0.0169795,0.0248125,0.0199818,0.0274543,0.0253723,0
631,0.0271738,0,0,0,0,0.0479135,0,0,0,0,0,0,0,0,0,0.0695492,0,0,0.0179407,0,0,0.0258612,0.0745918,0.0233777,0.0102504,0.0131112,0.0347287,0.0275911,0.0473224,0.0515965,0.0261509,0.00855149,0.0102226,0.0256081,0.0263108,0.0186942,0.0101316,0,0.0211401,0.0328025,0,0.0139893,0.0696438,0.0351885,0,0,0.0186339,0,0,0.0486561,0.0561611,0.0277119,0.0322712,0.00496235,0.0527417,0.035292,0.048743,0.079588,0.0698413,0.0205929,0.065097,0.0422038,0.0506582,0.0814013,0.0176582,0.0170057,0.024881,0.019959,0.0274441,0.0253139,0
632,0.0271411,0,0,0,0,0.0478957,0,0,0,0,0,0,0,0,0,0.0696253,0,0,0.0179153,0,0,0.0258661,0.0746062,0.0234466,0.0103108,0.0131375,0.0346117,0.0275547,0.0473193,0.0516737,0.026205,0.00861246,0.0102763,0.0255758,0.0263297,0.0187911,0.0101207,0,0.0211276,0.0326997,0,0.0139461,0.0696276,0.0351127,0,0,0.0185437,0,0,0.0486703,0.0562167,0.0277627,0.0322488,0.0048695,0.0526688,0.0351793,0.048697,0.0794108,0.0698431,0.0205862,0.0650113,0.0422468,0.05064,0.0812528,0.0177796,0.0170063,0.0249312,0.0199438,0.0274125,0.0253167,0
633,0.027099,0,0,0,0,0.0478735,0,0,0,0,0,0,0,0,0,0.0696416,0,0,0.0178764,0,0,0.0259154,0.0746265,0.0234649,0.0103388,0.0131399,0.0345682,0.0275488,0.0473045,0.0517008,0.0261809,0.00865655,0.0103045,0.025571,0.0263215,0.0187971,0.0101221,0,0.0211189,0.03263,0,0.0138799,0.0695763,0.0350988,0,0,0.0186588,0,0,0.0486505,0.0563043,0.0279324,0.032228,0.00462901,0.0526903,0.0350656,0.0486563,0.0793167,0.0697399,0.0206312,0.0650095,0.0422758,0.0505683,0.0812324,0.0178945,0.0169261,0.0247572,0.0200624,0.0274,0.0253491,0
634,0.0270769,0,0,0,0,0.047813,0,0,0,0,0,0,0,0,0,0.0696886,0,0,0.0179036,0,0,0.0259059,0.074607,0.0234375,0.0104261,0.0131568,0.0344229,0.0275804,0.0472602,0.0516759,0.0261115,0.00867406,0.0103192,0.025564,0.0263008,0.0186947,0.0100092,0,0.0211143,0.0324852,0,0.0138353,0.0695179,0.0351029,0,0,0.0186094,0,0,0.0486598,0.0563649,0.0280342,0.032202,0.0045154,0.0526132,0.0349951,0.0486065,0.0792723,0.0697247,0.0206479,0.0650117,0.0422741,0.0505147,0.0812653,0.0180468,0.0169252,0.0248677,0.0200665,0.0273721,0.0253624,0
635,0.0271086,0,0,0,0,0.0476248,0,0,0,0,0,0,0,0,0,0.0698356,0,0,0.0176596,0,0,0.0259069,0.0746991,0.0234228,0.0106231,0.0130877,0.0340983,0.0275137,0.0471435,0.0515154,0.0258709,0.0087664,0.0103696,0.0255046,0.0262378,0.018486,0.0102001,0,0.0210468,0.0323083,0,0.0138085,0.0694598,0.0345953,0,0,0.0182495,0,0,0.0449283,0.0564753,0.02809,0.03228,0.00448367,0.0525636,0.0353207,0.0485343,0.0791956,0.069716,0.0205635,0.0650533,0.0422875,0.0504977,0.0812638,0.0182149,0.0190396,0.0251687,0,0.027214,0.0254687,0
636,0.0270706,0,0,0,0,0.0477112,0,0,0,0,0,0,0,0,0,0.0698217,0,0,0.0178958,0,0,0.0259817,0.0745881,0.0233864,0.0105335,0.0131828,0.0342529,0.0274974,0.0472024,0.0516253,0.0258598,0.00872029,0.0103801,0.025545,0.0262854,0.0183222,0.00986935,0,0.0211379,0.0320026,0,0.0137606,0.0694366,0.0350188,0,0,0.0184137,0,0,0.0487129,0.0564549,0.0281733,0.0322112,0.0045172,0.0525799,0.0348149,0.0485066,0.079166,0.0697334,0.0204503,0.0650169,0.0421958,0.0503951,0.0811564,0.0185225,0.0168375,0.0249825,0.0201017,0.0273974,0.025225,0
637,0.0270884,0,0,0,0,0.0476861,0,0,0,0,0,0,0,0,0,0.0698944,0,0,0.0179087,0,0,0.0260079,0.0745869,0.023338,0.0105511,0.0131836,0.0342215,0.0274637,0.0471884,0.0516056,0.0257249,0.00874331,0.0104486,0.0256075,0.0262885,0.0181191,0.00977184,0,0.0211619,0.0318253,0,0.013738,0.0694241,0.0349926,0,0,0.0182038,0,0,0.0487904,0.0564953,0.0282214,0.032228,0.00449479,0.0525686,0.0347013,0.048429,0.0791076,0.0697517,0.0203484,0.0650234,0.042185,0.0503638,0.0811649,0.018709,0.0168055,0.0252106,0.0200053,0.0274316,0.0252031,0
638,0.0270841,0,0,0,0,0.047667,0,0,0,0,0,0,0,0,0,0.0699369,0,0,0.0179067,0,0,0.0260488,0.0745832,0.0232696,0.0105885,0.0131682,0.034149,0.027458,0.0471712,0.0515814,0.0256161,0.00874643,0.0105297,0.0257056,0.0263005,0.0178818,0.00965783,0,0.0211879,0.0317357,0,0.0137409,0.0694325,0.0349702,0,0,0.0181507,0,0,0.0488353,0.0565342,0.0282839,0.0322568,0.00447757,0.0525799,0.0346097,0.0483654,0.0790809,0.06976,0.0203322,0.0650145,0.0421907,0.0503687,0.0811782,0.0188166,0.0167124,0.0252899,0.0200191,0.027459,0.0251887,0
639,0.0270783,0,0,0,0,0.0476494,0,0,0,0,0,0,0,0,0,0.0699868,0,0,0.0178945,0,0,0.0260758,0.0745852,0.0232416,0.0106388,0.0131286,0.0340437,0.0274564,0.0471558,0.0515822,0.0255415,0.00876621,0.010599,0.0257233,0.0263327,0.017663,0.00954396,0,0.0212015,0.0316925,0,0.0137652,0.0694444,0.0349968,0,0,0.0181122,0,0,0.0488727,0.0565666,0.028323,0.0323025,0.00450563,0.0525602,0.0345336,0.0483065,0.0791044,0.0697375,0.0202851,0.0649689,0.0421893,0.0504292,0.0811858,0.0188859,0.0166229,0.025313,0.0200505,0.0274764,0.0251699,0
640,0.0270741,0,0,0,0,0.0476334,0,0,0,0,0,0,0,0,0,0.0700476,0,0,0.0178401,0,0,0.0260831,0.0745856,0.0232147,0.0106854,0.0131111,0.0339141,0.0273888,0.0471306,0.0515681,0.025504,0.00881312,0.0106493,0.025711,0.0263495,0.0175271,0.00945678,0,0.0212006,0.031625,0,0.0137889,0.0694477,0.035035,0,0,0.018085,0,0,0.0489302,0.0565822,0.0283157,0.0323204,0.00455984,0.0526108,0.0344501,0.0482392,0.0791664,0.0696934,0.0202023,0.0649558,0.0421968,0.0504806,0.0812148,0.0189764,0.0165799,0.0253359,0.0200379,0.0274938,0.0251612,0
641,0.0270223,0,0,0,0,0.0476222,0,0,0,0,0,0,0,0,0,0.0700527,0,0,0.0177359,0,0,0.0260848,0.0745888,0.0231934,0.0107371,0.0130941,0.0338809,0.0273442,0.0470927,0.0515526,0.025512,0.00884653,0.010645,0.0256945,0.0263428,0.0174165,0.00943277,0,0.0211866,0.0316509,0,0.0137657,0.0694395,0.0350574,0,0,0.0179719,0,0,0.0489889,0.0565708,0.0283054,0.0323524,0.00454979,0.0526428,0.0343799,0.0482043,0.0790672,0.0697031,0.0202006,0.0649731,0.0422004,0.0504823,0.0812125,0.0190116,0.0165911,0.0253515,0.0200174,0.0275231,0.0251644,0
642,0.0269663,0,0,0,0,0.047637,0,0,0,0,0,0,0,0,0,0.0700585,0,0,0.0175757,0,0,0.0260911,0.0745899,0.0231915,0.0107918,0.0130907,0.0338395,0.0273239,0.0470581,0.0515645,0.0255388,0.008851,0.0106293,0.0256725,0.0263556,0.0173273,0.00945326,0,0.021152,0.0316893,0,0.0137663,0.0694499,0.0350774,0,0,0.017801,0,0,0.0490706,0.0565417,0.0282981,0.0323897,0.00452333,0.0526445,0.0342896,0.0481774,0.0790101,0.0696659,0.0202414,0.0650344,0.0422364,0.0504543,0.0812197,0.0189972,0.0166547,0.0253667,0.0200018,0.0275675,0.0251324,0
643,0.0269407,0,0,0,0,0.0476655,0,0,0,0,0,0,0,0,0,0.0700557,0,0,0.0173912,0,0,0.0261241,0.0745885,0.0232181,0.0108473,0.0131009,0.0337732,0.0272356,0.0470382,0.0515598,0.0255735,0.00885811,0.0106145,0.0256915,0.0263384,0.0172779,0.0094687,0,0.021109,0.0317468,0,0.0137435,0.0694915,0.0351043,0,0,0.0176378,0,0,0.0492138,0.0565351,0.0283185,0.032399,0.00445763,0.0526209,0.0341965,0.0481626,0.0788583,0.0696797,0.0202493,0.0650574,0.0423066,0.0503953,0.0812314,0.0189533,0.0167392,0.0253601,0.0199396,0.0276053,0.0250908,0
644,0.0269275,0,0,0,0,0.0476616,0,0,0,0,0,0,0,0,0,0.0701338,0,0,0.0172698,0,0,0.0261854,0.0745882,0.0232507,0.0109713,0.0130892,0.0336354,0.0272114,0.0470154,0.051507,0.0255917,0.00890108,0.0105966,0.0257102,0.0263336,0.0172507,0.00948272,0,0.0210914,0.031822,0,0.0137703,0.0695082,0.0351777,0,0,0.0175807,0,0,0.0492892,0.0565362,0.0283373,0.0323842,0.00443399,0.0525224,0.0341192,0.0481594,0.0787934,0.0697046,0.0202262,0.0650705,0.0423547,0.0503933,0.0812536,0.018942,0.0168171,0.0250773,0.0200644,0.0276204,0.0250458,0
645,0.0269503,0,0,0,0,0.0475677,0,0,0,0,0,0,0,0,0,0.0702534,0,0,0.0168791,0,0,0.0262041,0.0746729,0.0232825,0.0111492,0.0129939,0.0332917,0.0271231,0.0469412,0.0513457,0.0255102,0.00902227,0.0106397,0.0256635,0.0262946,0.017205,0.00979009,0,0.0209734,0.0318579,0,0.0138306,0.069532,0.0347552,0,0,0.0170815,0,0,0.0455187,0.0566172,0.0282767,0.0324887,0.00441177,0.0524808,0.0344034,0.0481247,0.0787562,0.0697403,0.0202414,0.0651251,0.042465,0.0505089,0.0813352,0.0189121,0.0191529,0.0255943,0,0.0275383,0.0252064,0
