Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
202,0.0220594,0,0,0,0,0.0402299,0,0,0,0,0,0,0.0268544,0,0.0229319,0.06821,0,0,0.0198206,0,0,0.0404341,0.0706369,0.0289843,0.00578417,0.0211009,0.0324114,0.0157345,0.0478216,0.05495,0.038852,0.0148153,0.01543,0.0243113,0.0263802,0.0307412,0.0211777,0.0204182,0.0393993,0,0.00963251,0.0631643,0.0429246,0,0,0.0233976,0,0,0.0472439,0.0628279,0.0317856,0.0100408,0.00571595,0.0407216,0.0483351,0.0412805,0.0750779,0.0689845,0.0254922,0.0652094,0.0408905,0.0511446,0.0825645,0.0130866,0.0151723,0.00814366,0.0250589,0.0247519,0.0330939,0.0341746
203,0.0220169,0,0,0,0,0.0402817,0,0,0,0,0,0,0.0262635,0,0.0230397,0.0681898,0,0,0.0196241,0,0,0.0403437,0.0706771,0.0283009,0.00578937,0.0209999,0.0323907,0.0158646,0.0477514,0.0548597,0.0388336,0.014892,0.0155688,0.0246825,0.0266822,0.030524,0.0208719,0.020113,0.0391206,0,0.00956338,0.0631359,0.0427845,0,0,0.0232339,0,0,0.0473043,0.062773,0.0317901,0.0101631,0.00586734,0.0407919,0.0482611,0.0413231,0.0749817,0.0690223,0.0255495,0.0651838,0.0408149,0.05112,0.0825884,0.013142,0.0151556,0.00805811,0.0251612,0.0248065,0.0330706,0.0338137
204,0.021981,0,0,0,0,0.0403443,0,0,0,0,0,0,0.026409,0,0.0230583,0.0682575,0,0,0.0194528,0,0,0.0403176,0.0706265,0.0284928,0.00574315,0.0208644,0.0323806,0.0159808,0.0478062,0.0548794,0.0388166,0.0148123,0.0155446,0.0245624,0.0265662,0.0305551,0.0205434,0.0198459,0.0390257,0,0.00965136,0.0630835,0.0426568,0,0,0.0231365,0,0,0.0473603,0.0627705,0.0317732,0.0101992,0.00590639,0.0408631,0.0481605,0.041371,0.0749863,0.0690589,0.0255008,0.0651607,0.0407687,0.051037,0.0825897,0.0130181,0.0151703,0.00811336,0.0251764,0.0248516,0.0330394,0.0334708
205,0.0219162,0,0,0,0,0.0404404,0,0,0,0,0,0,0.0268633,0,0.022945,0.0683352,0,0,0.0193414,0,0,0.0403131,0.0705539,0.0290578,0.00570628,0.0208495,0.0323508,0.01615,0.0479194,0.0549308,0.038786,0.0147104,0.0154372,0.0242361,0.0262836,0.0307512,0.020283,0.0197435,0.0391682,0,0.00974202,0.0630607,0.0425045,0,0,0.0230306,0,0,0.0474208,0.0627526,0.0317516,0.0102137,0.00586688,0.0409468,0.0480296,0.0413855,0.0751547,0.0690866,0.0254135,0.0651308,0.0407629,0.051045,0.0825759,0.0128961,0.0152198,0.00814339,0.0251788,0.024926,0.0329803,0.0332471
206,0.0218666,0,0,0,0,0.040505,0,0,0,0,0,0,0.0268846,0,0.0228943,0.0683696,0,0,0.0191658,0,0,0.0403255,0.0705245,0.0291426,0.00569067,0.0210458,0.032327,0.016272,0.0479103,0.0549203,0.038735,0.0146968,0.0154061,0.0242092,0.0262598,0.0307747,0.0199983,0.0197462,0.0393406,0,0.00973989,0.063078,0.0423118,0,0,0.0229272,0,0,0.0474628,0.0627148,0.0316942,0.0102743,0.00581662,0.0410251,0.047887,0.0414429,0.0752606,0.0691092,0.0254306,0.0651112,0.0407517,0.0510346,0.0825584,0.0128389,0.0152667,0.00806289,0.0252147,0.024951,0.0329201,0.0332374
207,0.0217978,0,0,0,0,0.0405993,0,0,0,0,0,0,0.0268757,0,0.0229166,0.0683788,0,0,0.0190368,0,0,0.0403357,0.0705218,0.029211,0.00568958,0.0211755,0.032295,0.0164229,0.0479155,0.0549075,0.0386861,0.0146898,0.0154217,0.0242222,0.0262414,0.0308469,0.0196961,0.0197298,0.0393253,0,0.00966504,0.0630586,0.0420888,0,0,0.0228233,0,0,0.0474589,0.0626621,0.0316945,0.0104104,0.00577148,0.0411016,0.0477456,0.0415191,0.0752831,0.069157,0.025497,0.0650652,0.0406981,0.0510047,0.0825009,0.0128239,0.0153179,0.00800586,0.0250582,0.0250148,0.0328532,0.0332214
208,0.0217284,0,0,0,0,0.0407136,0,0,0,0,0,0,0.0266945,0,0.022956,0.0683873,0,0,0.0188282,0,0,0.0403677,0.070513,0.0291095,0.00565371,0.0211542,0.0322624,0.0166179,0.0478585,0.0549063,0.0386624,0.014706,0.0154768,0.0243337,0.0263056,0.0306965,0.0194551,0.0197458,0.0393043,0,0.00969042,0.0629577,0.0418475,0,0,0.0226961,0,0,0.0474953,0.062587,0.0317694,0.0105371,0.00573982,0.0411887,0.0475676,0.0415408,0.0753117,0.0691844,0.0255726,0.065007,0.0406482,0.051028,0.0824288,0.012819,0.0153712,0.00793044,0.0250065,0.0251227,0.0327833,0.0332591
209,0.021655,0,0,0,0,0.040857,0,0,0,0,0,0,0.0261979,0,0.023046,0.0684027,0,0,0.0186116,0,0,0.0403936,0.0705182,0.0285771,0.00560191,0.0209733,0.0322483,0.0168034,0.0478044,0.0548446,0.0386719,0.0147758,0.0155354,0.0246113,0.0264951,0.0303784,0.0192923,0.0197897,0.0393516,0,0.00971696,0.062881,0.0415735,0,0,0.0225472,0,0,0.047551,0.0625287,0.0318109,0.0106311,0.00569622,0.0412747,0.0473391,0.0415475,0.0753589,0.0692073,0.0256138,0.0649681,0.0406118,0.0509928,0.0824176,0.0129177,0.0154258,0.00787939,0.0250003,0.0252425,0.0326843,0.0333048
210,0.0215559,0,0,0,0,0.0409924,0,0,0,0,0,0,0.0254848,0,0.023206,0.0683714,0,0,0.0184628,0,0,0.0404361,0.0705857,0.0278042,0.0056248,0.0207925,0.032226,0.0168832,0.0476712,0.054757,0.0386688,0.0149243,0.0156838,0.0250844,0.026882,0.0300108,0.0191316,0.019828,0.0392668,0,0.00970963,0.0628537,0.0413057,0,0,0.0223727,0,0,0.0475805,0.0624852,0.0318311,0.0107481,0.0056767,0.0413455,0.0471432,0.0416136,0.0753816,0.069234,0.0256079,0.0649463,0.0405533,0.0509412,0.0824443,0.0129288,0.015548,0.0078486,0.0250084,0.0253188,0.0325949,0.0333822
211,0.0214744,0,0,0,0,0.0411125,0,0,0,0,0,0,0.0254194,0,0.023239,0.0683768,0,0,0.0184032,0,0,0.0404569,0.070591,0.0277607,0.00565066,0.0207712,0.0321724,0.0169201,0.0476524,0.0547239,0.0386351,0.0149317,0.0156716,0.0251165,0.0269264,0.0300166,0.0189817,0.0198957,0.0393463,0,0.00967112,0.0628083,0.0410489,0,0,0.0222031,0,0,0.0476349,0.0624726,0.0317954,0.0108481,0.0056579,0.0414027,0.0469184,0.041653,0.0753838,0.0692659,0.0256079,0.0649234,0.0405109,0.0508576,0.0824735,0.0127959,0.0156509,0.00789525,0.0249513,0.0254087,0.0324814,0.0334842
212,0.0214159,0,0,0,0,0.0412712,0,0,0,0,0,0,0.0259611,0,0.0231144,0.0684621,0,0,0.0183652,0,0,0.0404585,0.0705302,0.0283746,0.00564119,0.0209059,0.0320899,0.0169473,0.0477625,0.054754,0.0385995,0.0147756,0.0154672,0.0247108,0.0265804,0.030272,0.0189229,0.0200874,0.0394883,0,0.00963775,0.062778,0.0407834,0,0,0.0220155,0,0,0.0476363,0.0624805,0.0317424,0.0108718,0.00559867,0.0414401,0.0466346,0.0416387,0.0753888,0.0692945,0.0255423,0.0649,0.0404754,0.0507703,0.0824925,0.0126495,0.0157324,0.00797961,0.0248148,0.0255792,0.032325,0.0335647
213,0.0213454,0,0,0,0,0.0413861,0,0,0,0,0,0,0.0262188,0,0.0230571,0.0685518,0,0,0.018157,0,0,0.0406524,0.0705119,0.0287477,0.00564355,0.0209856,0.0320227,0.0169075,0.0478138,0.0547416,0.0385515,0.0146968,0.0154139,0.0244984,0.0263894,0.030364,0.0187311,0.0198928,0.0396013,0,0.00962706,0.0627563,0.0404807,0,0,0.0218123,0,0,0.0476917,0.062487,0.0317275,0.010848,0.00550477,0.0414984,0.0463635,0.0415895,0.0753847,0.0693588,0.025072,0.0648967,0.0404421,0.0507492,0.0824435,0.0125762,0.0157525,0.00806145,0.0247361,0.025769,0.0322134,0.0335012
214,0.0212103,0,0,0,0,0.0414929,0,0,0,0,0,0,0.0262187,0,0.0230256,0.0686392,0,0,0.0179432,0,0,0.0408738,0.0705162,0.0287679,0.00566314,0.0209273,0.0319688,0.0169002,0.0477645,0.0547488,0.0384926,0.014668,0.015407,0.0244916,0.0263718,0.0303247,0.0184496,0.0196718,0.0396124,0,0.00960517,0.0626568,0.0401843,0,0,0.021556,0,0,0.0477287,0.0625198,0.0317979,0.0108025,0.00536319,0.0415343,0.0461066,0.0415045,0.0753536,0.0694498,0.0240718,0.064896,0.0404192,0.0507518,0.082367,0.0125365,0.0157969,0.00816054,0.0247315,0.0258821,0.0321638,0.033407
215,0.0210916,0,0,0,0,0.0416049,0,0,0,0,0,0,0.0261402,0,0.0230494,0.0686773,0,0,0.0178037,0,0,0.0409691,0.0705301,0.0286545,0.00567521,0.0208729,0.0319129,0.0169276,0.0477118,0.0547521,0.0384436,0.0146373,0.0154487,0.0245439,0.0264177,0.0302602,0.0182546,0.0195665,0.0396489,0,0.00957082,0.0626226,0.0398877,0,0,0.0213349,0,0,0.0478234,0.062503,0.0318232,0.0108256,0.00531002,0.0415518,0.0458543,0.0414862,0.0753474,0.0694956,0.0238059,0.0648844,0.0403938,0.0507362,0.0823408,0.0125016,0.0158626,0.00825038,0.0247669,0.0259212,0.0321658,0.033519
216,0.0210071,0,0,0,0,0.0417207,0,0,0,0,0,0,0.0260792,0,0.0230953,0.0686402,0,0,0.0178085,0,0,0.0409427,0.070556,0.0286308,0.00570574,0.0208816,0.0318589,0.0169375,0.0477395,0.0547034,0.0384273,0.0146457,0.0154357,0.024545,0.0264241,0.0302359,0.0181568,0.0196904,0.039684,0,0.00956335,0.0626914,0.0396421,0,0,0.0211193,0,0,0.0479311,0.0623966,0.0317512,0.0109753,0.00539158,0.0415642,0.0455915,0.0416479,0.075374,0.0694596,0.0247207,0.0648619,0.0403833,0.0507067,0.0823589,0.0124539,0.0159564,0.00859423,0.0246714,0.0259386,0.0321419,0.0337527
217,0.0208953,0,0,0,0,0.0418227,0,0,0,0,0,0,0.0261939,0,0.0230325,0.0686577,0,0,0.0178911,0,0,0.0409754,0.070567,0.0288151,0.00574081,0.0208686,0.0318022,0.0169132,0.0477566,0.054712,0.0383938,0.0146073,0.0154299,0.0244494,0.02634,0.0303078,0.0180846,0.0197992,0.0397378,0,0.00953108,0.0627567,0.0394273,0,0,0.0210081,0,0,0.0479805,0.062346,0.0316886,0.0110574,0.00540595,0.0415828,0.0453552,0.0417309,0.075405,0.06947,0.0250436,0.0648371,0.0403739,0.0506578,0.0823558,0.0124244,0.0160002,0.00906069,0.0244434,0.0259726,0.0321216,0.0339424
218,0.0208264,0,0,0,0,0.041842,0,0,0,0,0,0,0.0262026,0,0.0230384,0.0686957,0,0,0.0178346,0,0,0.0411047,0.070531,0.0287005,0.00573423,0.02075,0.031762,0.0168228,0.0475819,0.0547295,0.0383682,0.0145804,0.015394,0.0245176,0.0263938,0.0300659,0.0180142,0.0199414,0.0397942,0,0.0095074,0.062756,0.0392296,0,0,0.0209094,0,0,0.0479424,0.062344,0.0317071,0.0110415,0.00538194,0.0416212,0.0451414,0.0417266,0.0754374,0.0694939,0.0250018,0.0648342,0.0403832,0.0506313,0.0823589,0.0123926,0.0160083,0.00947102,0.0242143,0.0259667,0.0321343,0.0343606
219,0.0207319,0,0,0,0,0.0418617,0,0,0,0,0,0,0.0260422,0,0.0231453,0.0687556,0,0,0.017758,0,0,0.0412651,0.0704757,0.0283056,0.00572577,0.0208015,0.0317229,0.0167777,0.0473015,0.0547118,0.0382985,0.0146017,0.015356,0.0247457,0.0265865,0.0296751,0.0179778,0.0200911,0.0398607,0,0.00950136,0.0626924,0.0390708,0,0,0.0208566,0,0,0.0479376,0.0623731,0.0317459,0.0109896,0.00531413,0.0416508,0.0449655,0.0416899,0.0754496,0.0695511,0.0245933,0.0648284,0.040365,0.0505727,0.0823609,0.0123338,0.0160222,0.00993475,0.0239166,0.0260042,0.0321493,0.0346816
220,0.0205978,0,0,0,0,0.0419117,0,0,0,0,0,0,0.0260245,0,0.0231863,0.0687979,0,0,0.0177104,0,0,0.0413468,0.0704583,0.0282889,0.00571405,0.0208608,0.0316851,0.016786,0.0474663,0.0546546,0.0383125,0.0146586,0.0153695,0.0247749,0.026625,0.0297154,0.017952,0.0201503,0.0398811,0,0.00945564,0.062644,0.0389201,0,0,0.0208297,0,0,0.047996,0.0624002,0.0317708,0.0109144,0.00521366,0.0416701,0.0448339,0.0416426,0.0754177,0.0696316,0.0237415,0.0648052,0.0403322,0.0505713,0.0823444,0.0123011,0.0160532,0.0105596,0.0237079,0.0260564,0.0321675,0.0347734
221,0.0205198,0,0,0,0,0.0419784,0,0,0,0,0,0,0.026163,0,0.0231566,0.0688359,0,0,0.0175093,0,0,0.0413283,0.0704696,0.0284672,0.00568597,0.0208992,0.0316543,0.016687,0.0476051,0.0546246,0.0383594,0.0146642,0.0154256,0.0246795,0.0265556,0.029896,0.017958,0.0200747,0.0399961,0,0.00939028,0.0626663,0.0387692,0,0,0.0208357,0,0,0.0480724,0.0623661,0.0317503,0.0109081,0.00520509,0.0416631,0.0447303,0.0416597,0.0754042,0.0696601,0.023734,0.0647701,0.04031,0.0508787,0.0823231,0.0122158,0.0160951,0.0112939,0.0235405,0.0260422,0.0321583,0.0347969
222,0.0205067,0,0,0,0,0.0420102,0,0,0,0,0,0,0.0265045,0,0.0230971,0.0688108,0,0,0.0172616,0,0,0.0412723,0.0705005,0.0288054,0.00568368,0.0209671,0.0316433,0.0165367,0.0476423,0.054625,0.0383837,0.0146347,0.0155408,0.0244863,0.026393,0.0301059,0.017967,0.0198935,0.0401355,0,0.00933389,0.0627025,0.0386478,0,0,0.0208182,0,0,0.0481261,0.0622408,0.0317404,0.0109925,0.00526472,0.0416707,0.0446195,0.0417246,0.0754788,0.0696738,0.0245605,0.0647131,0.0403016,0.0513503,0.0822751,0.0121359,0.0161245,0.0120494,0.0233758,0.026022,0.0321192,0.0347935
223,0.0204648,0,0,0,0,0.0420873,0,0,0,0,0,0,0.0268601,0,0.0229684,0.0687671,0,0,0.0171357,0,0,0.0412082,0.0705329,0.0291883,0.00566118,0.0209999,0.0316431,0.0164856,0.0477018,0.0546241,0.038361,0.0146172,0.0156157,0.0242268,0.0261415,0.0303885,0.0179192,0.0198145,0.0400085,0,0.00940959,0.0626931,0.0385017,0,0,0.0207685,0,0,0.0482208,0.0621665,0.0317246,0.0110022,0.00522882,0.0416924,0.0445208,0.0417715,0.0755254,0.0696945,0.0249398,0.0647058,0.0402796,0.0508948,0.0822985,0.0122434,0.0162069,0.012824,0.0231413,0.0260768,0.0320653,0.0346744
224,0.0215738,0,0,0,0,0.0423181,0,0,0,0,0,0,0.0316369,0,0,0.0702549,0,0,0.0168331,0,0,0.0411111,0.0695424,0.0280528,0.0069458,0.020478,0.0319039,0.0158257,0,0.0567251,0.0382553,0.011407,0.0109214,0.0241955,0.025399,0.0191204,0.0182026,0.019717,0.0395735,0,0.00947238,0.0618462,0.0384747,0,0,0.020188,0,0,0.0481216,0.0623235,0.0320161,0.0104063,0.00484861,0.0410047,0.0433713,0.0421175,0.0756513,0.0694986,0.0244101,0.0647841,0.0403249,0.0505787,0.0822068,0.0125621,0.0158118,0.0137279,0.0227691,0.0264058,0.0310697,0.0347587
225,0.0204474,0,0,0,0,0.0422213,0,0,0,0,0,0,0.0268705,0,0.0229194,0.0686884,0,0,0.0168606,0,0,0.0411214,0.0704703,0.0290099,0.00536726,0.0210387,0.0318159,0.0161316,0.0477593,0.0546333,0.0383104,0.0146981,0.0156478,0.0243039,0.0260945,0.0303585,0.0177911,0.0198393,0.0399608,0,0.00936553,0.0626262,0.038343,0,0,0.020722,0,0,0.0484434,0.0621711,0.0317086,0.010856,0.00512314,0.0418548,0.0443214,0.0418112,0.0755706,0.0697483,0.0250217,0.06478,0.0403207,0.0505631,0.0822876,0.0123179,0.0162275,0.0143855,0.0227961,0.0262818,0.0320094,0.0347063
226,0.020385,0,0,0,0,0.0422154,0,0,0,0,0,0,0.0268551,0,0.0229517,0.0687956,0,0,0.0167239,0,0,0.0411379,0.0704872,0.0291125,0.00546373,0.0211529,0.0317417,0.0159817,0.0476854,0.0546098,0.0384312,0.0146896,0.0156389,0.024257,0.0260666,0.0302824,0.0177142,0.0198569,0.039919,0,0.00944733,0.0626808,0.0382715,0,0,0.0208885,0,0,0.0485444,0.0620784,0.0316275,0.0108912,0.00517387,0.0417923,0.0444428,0.0419159,0.0756404,0.0697643,0.0251202,0.0647642,0.0402857,0.0505719,0.0822846,0.0123463,0.0162409,0.0149479,0.0227222,0.0262502,0.0319745,0.0347547
227,0.0203547,0,0,0,0,0.0422275,0,0,0,0,0,0,0.0267995,0,0.0229456,0.0687911,0,0,0.0165436,0,0,0.0411582,0.0704966,0.0291206,0.00543547,0.0211845,0.0317866,0.0158004,0.0477165,0.0546336,0.0384661,0.0146674,0.0156531,0.0242579,0.0260871,0.0302241,0.0176287,0.019779,0.0399128,0,0.00948679,0.0626782,0.0382102,0,0,0.0209565,0,0,0.0486091,0.0620162,0.031608,0.010854,0.00510816,0.0418043,0.0444867,0.0419807,0.0756862,0.0697878,0.0252084,0.0647524,0.0402963,0.0505552,0.0822609,0.0122851,0.0162501,0.0153643,0.0226535,0.0261883,0.0319195,0.0347732
228,0.0203294,0,0,0,0,0.0422774,0,0,0,0,0,0,0.0267572,0,0.0229457,0.0687343,0,0,0.0163611,0,0,0.0411452,0.0704988,0.0290474,0.00539789,0.0211526,0.0318714,0.0156458,0.0477444,0.0546648,0.0384598,0.0146594,0.0156318,0.0243084,0.0261967,0.030114,0.0175405,0.0196361,0.0399704,0,0.00952488,0.0626363,0.0381398,0,0,0.0210052,0,0,0.0486477,0.0619367,0.0316515,0.01084,0.00495319,0.0418429,0.0444933,0.0420185,0.0757276,0.0698315,0.0252401,0.064725,0.0403018,0.0505221,0.0822237,0.0122371,0.0163724,0.0155927,0.022588,0.0261855,0.031866,0.0346507
229,0.0203331,0,0,0,0,0.0423558,0,0,0,0,0,0,0.0267358,0,0.0229055,0.068697,0,0,0.016154,0,0,0.0410914,0.0704823,0.0289986,0.00536402,0.0211473,0.0319559,0.015517,0.0476953,0.0546975,0.0384805,0.0146817,0.0156242,0.0243386,0.0262524,0.030082,0.0174491,0.019464,0.039983,0,0.00954123,0.0625683,0.0380601,0,0,0.0210713,0,0,0.048657,0.0618641,0.0317157,0.0108525,0.00490983,0.0419008,0.0445114,0.0420745,0.0757264,0.0698625,0.0252812,0.06468,0.0403018,0.0504828,0.0822463,0.012273,0.0164981,0.0156738,0.0225715,0.0262513,0.0317842,0.0344431
230,0.0203453,0,0,0,0,0.0424297,0,0,0,0,0,0,0.0267673,0,0.0228727,0.0686486,0,0,0.015946,0,0,0.0410154,0.0704638,0.0290193,0.00531654,0.0211413,0.032034,0.0154099,0.0476548,0.0547009,0.0385023,0.0146983,0.0156081,0.024334,0.0262535,0.0300765,0.0173395,0.0193147,0.0399996,0,0.00949541,0.0625263,0.0379869,0,0,0.0210942,0,0,0.0486099,0.061797,0.0317057,0.0108436,0.00488367,0.0419351,0.0445296,0.0420883,0.0757553,0.0698658,0.0253021,0.0646539,0.0403086,0.050478,0.0822602,0.0122685,0.0165805,0.015766,0.0225074,0.0262986,0.0316978,0.0342341
231,0.0203085,0,0,0,0,0.0425105,0,0,0,0,0,0,0.0268574,0,0.0228352,0.0686453,0,0,0.0158112,0,0,0.0409836,0.0704562,0.029105,0.00529155,0.0211325,0.0320971,0.015267,0.0477174,0.0546947,0.0385152,0.0147194,0.0155618,0.0242997,0.0262472,0.0300695,0.0172337,0.0192641,0.0400886,0,0.00950639,0.0625299,0.0379054,0,0,0.0210964,0,0,0.0486127,0.0617331,0.0316295,0.0108779,0.00485298,0.0419405,0.0445278,0.0420889,0.0757984,0.0698666,0.0253004,0.0646501,0.0402773,0.0505139,0.0822248,0.0121992,0.0165988,0.01592,0.0223716,0.0263475,0.0316225,0.034129
232,0.0202813,0,0,0,0,0.0425491,0,0,0,0,0,0,0.0268452,0,0.0228019,0.0686442,0,0,0.0157096,0,0,0.0409812,0.070465,0.0290302,0.00526393,0.0212618,0.0321977,0.015136,0.0477442,0.0547208,0.0384875,0.0147651,0.0155731,0.0243584,0.026305,0.0299769,0.0170907,0.0192267,0.040209,0,0.009544,0.0625337,0.0377407,0,0,0.0210873,0,0,0.0486706,0.0616743,0.0315865,0.0109333,0.00484488,0.0419918,0.0445008,0.0421678,0.0758419,0.0698785,0.0253218,0.0646509,0.0402401,0.050561,0.0822094,0.0121774,0.0167122,0.0162818,0.0221498,0.026376,0.0315654,0.0341791
233,0.020254,0,0,0,0,0.0426271,0,0,0,0,0,0,0.0269342,0,0.0227558,0.0686129,0,0,0.0156071,0,0,0.040944,0.0704618,0.0290293,0.00524974,0.0212999,0.0322388,0.0150834,0.0477254,0.0548586,0.0384459,0.0147779,0.0156653,0.024363,0.0262733,0.0298458,0.0169153,0.0192685,0.0402089,0,0.00957733,0.0625275,0.0375685,0,0,0.0210813,0,0,0.0486901,0.0616154,0.0316248,0.0110137,0.00485221,0.0420576,0.0444222,0.0423024,0.0758712,0.0698944,0.0254412,0.0646567,0.040208,0.0506087,0.0822255,0.0122213,0.0168965,0.0166146,0.0219754,0.0263886,0.0314904,0.0342609
234,0.0202379,0,0,0,0,0.0426974,0,0,0,0,0,0,0.0271214,0,0.0227016,0.0685794,0,0,0.0155016,0,0,0.0409194,0.0704395,0.0291407,0.00523373,0.0212371,0.0322713,0.0151069,0.0476758,0.054892,0.03845,0.014725,0.0157278,0.0242769,0.026143,0.0297754,0.0167445,0.0193088,0.0401996,0,0.00963282,0.0625372,0.0373778,0,0,0.0210231,0,0,0.0487092,0.0615452,0.0316521,0.0110974,0.00485763,0.0421217,0.0443207,0.0423906,0.0759081,0.0698705,0.0256288,0.0646756,0.040215,0.0505712,0.0822501,0.0122415,0.0170166,0.0170556,0.0218352,0.0264101,0.0314015,0.0343865
235,0.0202062,0,0,0,0,0.0427909,0,0,0,0,0,0,0.0273703,0,0.022614,0.0685956,0,0,0.0154111,0,0,0.0409229,0.0703764,0.0293218,0.00525677,0.0211564,0.0322852,0.0152201,0.0476691,0.0549294,0.0384305,0.0146744,0.015739,0.0241171,0.0260209,0.0297875,0.0165692,0.0194029,0.0402193,0,0.00969521,0.0626232,0.0371717,0,0,0.020909,0,0,0.0487795,0.0614428,0.0316586,0.0111381,0.0048576,0.0422235,0.0442462,0.0424066,0.0759445,0.0698452,0.0256225,0.0646745,0.0402197,0.0505094,0.0822855,0.0122428,0.0170877,0.0175526,0.0216404,0.0264632,0.0313138,0.0345489
236,0.0201479,0,0,0,0,0.0429368,0,0,0,0,0,0,0.0276491,0,0.022523,0.0686478,0,0,0.015345,0,0,0.0409741,0.0703608,0.0295432,0.0053152,0.0212941,0.0322323,0.015401,0.0476512,0.0548855,0.0383443,0.0146575,0.0157228,0.0239403,0.0259409,0.0298523,0.0163165,0.0195384,0.0401619,0,0.0097152,0.0626305,0.036942,0,0,0.020786,0,0,0.0487949,0.0612339,0.0316768,0.0111252,0.00477666,0.0423766,0.0441896,0.042374,0.0759575,0.0698881,0.0249879,0.0646292,0.0401662,0.0504695,0.0822826,0.0121949,0.0171587,0.0178819,0.021525,0.0265772,0.0312232,0.0346974
237,0.0201125,0,0,0,0,0.0430872,0,0,0,0,0,0,0.0279834,0,0.0224481,0.0686945,0,0,0.0152985,0,0,0.0410377,0.0703348,0.0298062,0.00532279,0.0213486,0.0322105,0.0156775,0.0476018,0.0548724,0.038259,0.0146215,0.0157235,0.0237583,0.0258435,0.0299063,0.0160452,0.019575,0.0401422,0,0.00972033,0.0625802,0.0366644,0,0,0.0206514,0,0,0.0487861,0.0611295,0.031715,0.0110096,0.00461484,0.0425175,0.0441161,0.0423058,0.0759289,0.0699764,0.023858,0.0645824,0.0401093,0.0504632,0.0822665,0.0121572,0.0172869,0.0182028,0.0213507,0.0266527,0.0311591,0.034805
238,0.0201231,0,0,0,0,0.0432082,0,0,0,0,0,0,0.0282747,0,0.0223597,0.0686703,0,0,0.0152825,0,0,0.041041,0.0703098,0.0300547,0.00531932,0.0212853,0.0322344,0.0159956,0.0475877,0.0548906,0.0382195,0.0145872,0.0157719,0.0236005,0.0257273,0.0299316,0.0157739,0.0195285,0.0401621,0,0.00973104,0.062568,0.0363531,0,0,0.0204822,0,0,0.0487617,0.0610917,0.0316858,0.0110418,0.00457133,0.0426519,0.0440433,0.0423846,0.0759454,0.0700047,0.0237427,0.0645688,0.0400701,0.0504714,0.0822601,0.0121434,0.0174316,0.0185253,0.0212474,0.02674,0.0310606,0.0347837
239,0.0201257,0,0,0,0,0.0433675,0,0,0,0,0,0,0.02839,0,0.0222603,0.0686642,0,0,0.015302,0,0,0.0410582,0.0702875,0.0300648,0.00534233,0.0213643,0.0322309,0.0163782,0.0475704,0.054913,0.0381856,0.0146134,0.0158493,0.023593,0.0256989,0.0297923,0.0154866,0.0194775,0.0402164,0,0.00976972,0.0625748,0.0360057,0,0,0.0203347,0,0,0.0486227,0.0609988,0.0316126,0.011247,0.00460853,0.0427743,0.0440102,0.0426236,0.076048,0.0699876,0.0244785,0.0645555,0.0400083,0.0504481,0.0821925,0.012105,0.0175236,0.0185209,0.0212497,0.0268783,0.0309233,0.0346662
240,0.0200877,0,0,0,0,0.0435357,0,0,0,0,0,0,0.0285576,0,0.0222062,0.0687275,0,0,0.0153662,0,0,0.0411323,0.0702572,0.0301511,0.00533886,0.0213968,0.0322342,0.0167864,0.0475665,0.054878,0.038155,0.0146353,0.0158241,0.0235679,0.0256769,0.0297618,0.015133,0.019355,0.0403278,0,0.00977729,0.0624821,0.0356285,0,0,0.0201705,0,0,0.0484322,0.0609511,0.0316443,0.0113842,0.00462867,0.0428978,0.0440378,0.0428355,0.0761414,0.0700033,0.0247705,0.0645197,0.0399546,0.0504483,0.0821629,0.0120594,0.0176446,0.0182748,0.0212536,0.0269383,0.0308084,0.0345862
241,0.0203689,0,0,0,0,0.0425942,0,0,0,0,0,0,0.0287477,0,0.0221445,0.0687365,0,0,0.00799036,0,0,0.0246123,0.0702277,0.0303182,0.00530955,0.0213573,0.0322551,0.017323,0.0475834,0.0548317,0.0381094,0.0145952,0.0157824,0.0234818,0.0256489,0.0297954,0.0139478,0.0178543,0.0405281,0,0.00975966,0.0623665,0.0361393,0,0,0.0201533,0,0,0.0483181,0.0609043,0.0316913,0.0115016,0.00469015,0.0430945,0.0438672,0.0428457,0.0762269,0.070052,0.0247221,0.0644418,0.0399095,0.0504154,0.082156,0.0120015,0.0174127,0.0179084,0.0213461,0.0259874,0.0309088,0
