Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
145,0.0226125,0,0,0,0,0.0402246,0,0,0,0,0,0,0.0250835,0,0.0252473,0.0685178,0,0,0.0195572,0,0,0.0406578,0.0700989,0.0254612,0.00664249,0.0194811,0.0325304,0.0153034,0.0480152,0.0549372,0.0389287,0.0148898,0.0150537,0.0282981,0.0298876,0.025774,0.0223199,0.021049,0.0366254,0,0.00929653,0.0630624,0.0433697,0,0,0.0241285,0,0,0.0465151,0.0634383,0.0318723,0.00926528,0.00500916,0.039729,0.0489977,0.040528,0.074421,0.0694513,0.025171,0.0656065,0.0407658,0.0516451,0.0832325,0.0149422,0.0152843,0.00817885,0.0247424,0.0242519,0.0325033,0.0332653
146,0.022602,0,0,0,0,0.0402124,0,0,0,0,0,0,0.0250332,0,0.0252505,0.06852,0,0,0.0195769,0,0,0.0406414,0.0700931,0.0254689,0.00664961,0.0195341,0.0325373,0.0153028,0.0480118,0.0549396,0.0389191,0.0148078,0.0150635,0.0283028,0.0298804,0.0257632,0.0223447,0.0210536,0.036649,0,0.00934391,0.0630228,0.0433583,0,0,0.0241462,0,0,0.0464987,0.0634302,0.0319033,0.00928034,0.00504075,0.0397235,0.0490288,0.0405022,0.0744487,0.0694432,0.0252116,0.0655929,0.0407078,0.0516811,0.0832384,0.0149377,0.0152698,0.00822524,0.0247632,0.02426,0.032514,0.0332607
147,0.0225851,0,0,0,0,0.0402191,0,0,0,0,0,0,0.0249645,0,0.0252382,0.0685074,0,0,0.0195986,0,0,0.0406372,0.0700872,0.0254635,0.00667038,0.0195793,0.0325488,0.0153046,0.0480158,0.0549638,0.0389258,0.0147959,0.0150787,0.0283079,0.029894,0.0257813,0.0223609,0.0210538,0.0366931,0,0.00936209,0.0630085,0.0433487,0,0,0.0242085,0,0,0.046484,0.0633994,0.0319105,0.00928965,0.00506777,0.0397055,0.0490487,0.0405272,0.074475,0.069443,0.0252962,0.0655891,0.0406649,0.0516918,0.0832342,0.014956,0.015267,0.00827414,0.0248106,0.0242831,0.0325125,0.0332581
148,0.0225812,0,0,0,0,0.040218,0,0,0,0,0,0,0.0249506,0,0.0252314,0.068488,0,0,0.0196314,0,0,0.0406347,0.0700937,0.0255009,0.00667761,0.0195811,0.0325569,0.0152977,0.0480327,0.0549558,0.0389461,0.0147956,0.0150692,0.0282784,0.0298937,0.025779,0.0223588,0.0210555,0.0367487,0,0.00934786,0.0630643,0.0433705,0,0,0.0242355,0,0,0.0464981,0.0633751,0.0318955,0.00927399,0.00507712,0.0396949,0.0490715,0.0405778,0.0744817,0.0694247,0.0254261,0.0656097,0.0406687,0.0517045,0.0832088,0.0150498,0.0152567,0.00828722,0.0248348,0.0242848,0.0325246,0.0332658
149,0.0225806,0,0,0,0,0.0402061,0,0,0,0,0,0,0.0249298,0,0.0252633,0.0684735,0,0,0.0196511,0,0,0.0406374,0.0701064,0.0254996,0.0066831,0.0195757,0.0325646,0.0152682,0.0480355,0.0549429,0.0389521,0.0148205,0.0150597,0.0282809,0.0298936,0.0258196,0.022368,0.0210663,0.0367588,0,0.00940368,0.0630795,0.0433862,0,0,0.0242378,0,0,0.0465,0.0633708,0.031918,0.00925776,0.00508691,0.0396801,0.0491106,0.0405791,0.0744789,0.0694028,0.0255671,0.0656184,0.0406906,0.0516769,0.0831945,0.0150734,0.0152677,0.00829454,0.0248607,0.0242753,0.032529,0.0332825
150,0.022573,0,0,0,0,0.0401975,0,0,0,0,0,0,0.0249794,0,0.02526,0.0684742,0,0,0.01966,0,0,0.0406429,0.0701003,0.0254796,0.00669756,0.0195287,0.032576,0.0152439,0.0480375,0.0549689,0.0389463,0.0148315,0.0150572,0.0283223,0.0299275,0.0259164,0.0223775,0.0210567,0.0366965,0,0.00939939,0.0630824,0.0433871,0,0,0.0242366,0,0,0.0465242,0.0633829,0.031939,0.00927222,0.00510056,0.0396789,0.0491433,0.0405484,0.0744524,0.0693712,0.025695,0.0656035,0.0406894,0.0516233,0.0832088,0.0150353,0.0152542,0.00830148,0.0248616,0.0242559,0.0325332,0.0332854
151,0.0237598,0,0,0,0,0.0403091,0,0,0,0,0,0,0.0287902,0,0,0.0699568,0,0,0.0197084,0,0,0.0406184,0.0691223,0.0236005,0.00844672,0.0187349,0.0327992,0.0146328,0,0.056738,0.038693,0.012274,0.0118296,0.0291106,0.0300775,0.017202,0.0227049,0.0211446,0.0364372,0,0.00932374,0.0623293,0.0435877,0,0,0.0236016,0,0,0.0464655,0.0634966,0.0322179,0.00883477,0.00489997,0.0390281,0.0480038,0.0409778,0.074631,0.0690833,0.0251255,0.0656186,0.0407324,0.0515162,0.0831006,0.0153812,0.0146732,0.0081946,0.0245481,0.024466,0.0315884,0.0332988
152,0.0225942,0,0,0,0,0.0402113,0,0,0,0,0,0,0.0250555,0,0.025286,0.0683264,0,0,0.0196674,0,0,0.0406472,0.0700641,0.0254922,0.00649894,0.0193316,0.0327094,0.0151145,0.0481771,0.0549928,0.0389218,0.014882,0.0150925,0.0282938,0.0298884,0.0259726,0.0224507,0.0210421,0.0367482,0,0.00925395,0.0629837,0.0434128,0,0,0.0240216,0,0,0.0465757,0.0634652,0.0320088,0.00915377,0.00509662,0.0397429,0.0489849,0.040519,0.0744033,0.0693231,0.0258956,0.0656792,0.0407606,0.0515491,0.083194,0.0150708,0.0151621,0.00827024,0.0248848,0.0243345,0.0325487,0.0333485
153,0.0225724,0,0,0,0,0.0401339,0,0,0,0,0,0,0.0250412,0,0.0253022,0.0683806,0,0,0.0196653,0,0,0.0406552,0.0701208,0.0256186,0.00666259,0.0193368,0.0326083,0.0151331,0.0481063,0.0549774,0.0389877,0.0150876,0.0151248,0.0283079,0.0298955,0.0259501,0.0224472,0.0210748,0.0367119,0,0.00931601,0.0630827,0.0434013,0,0,0.0241202,0,0,0.0466004,0.0633866,0.031952,0.00925357,0.00514453,0.0396295,0.0491024,0.0406196,0.0743165,0.0693072,0.0261791,0.0656577,0.0406914,0.051565,0.083176,0.0150954,0.0151293,0.00821284,0.0248796,0.0242986,0.032557,0.0333582
154,0.0225414,0,0,0,0,0.0401118,0,0,0,0,0,0,0.0249914,0,0.0253247,0.068395,0,0,0.019671,0,0,0.0406578,0.0701509,0.0257197,0.00671549,0.0193575,0.0325702,0.0151147,0.0481058,0.0549735,0.0390258,0.0151111,0.0151288,0.0283176,0.0298829,0.0259531,0.0224612,0.0210851,0.036688,0,0.00926981,0.0630877,0.0433943,0,0,0.0240816,0,0,0.0465921,0.0633639,0.0319637,0.00924256,0.00515625,0.0395896,0.0491459,0.0406053,0.0742733,0.069291,0.0261801,0.0656336,0.0406648,0.0515625,0.0831615,0.0150844,0.0150707,0.00821065,0.0248453,0.0242963,0.0325442,0.0333701
155,0.0225345,0,0,0,0,0.040109,0,0,0,0,0,0,0.0249919,0,0.0253257,0.0684024,0,0,0.0196676,0,0,0.0406435,0.0701738,0.0256592,0.00672956,0.0194004,0.0325371,0.0151139,0.0481072,0.0549597,0.0390468,0.0149285,0.015117,0.0282881,0.0298555,0.025975,0.0224692,0.0210932,0.0366834,0,0.00934561,0.0630236,0.0433904,0,0,0.0240602,0,0,0.0465959,0.0633544,0.0320165,0.00919599,0.00515513,0.0395568,0.0491444,0.0405741,0.0742737,0.0692771,0.0261301,0.0656001,0.0406436,0.0515381,0.0831696,0.015085,0.0150312,0.00822518,0.0248385,0.0242855,0.0325389,0.0333573
156,0.0225425,0,0,0,0,0.0400749,0,0,0,0,0,0,0.0249903,0,0.0253329,0.0683895,0,0,0.0196624,0,0,0.040634,0.0701895,0.0255849,0.0067298,0.0193306,0.0325267,0.0151037,0.04811,0.0549593,0.0390502,0.0148448,0.0151124,0.0282864,0.0298646,0.0260077,0.0224494,0.0211051,0.0366136,0,0.00933374,0.0630114,0.0433909,0,0,0.024046,0,0,0.0466119,0.0633406,0.0320408,0.00911915,0.0051422,0.0395172,0.0491275,0.0405522,0.0742781,0.0692671,0.0260878,0.0655843,0.0406313,0.051508,0.0831465,0.0151284,0.0149916,0.0082335,0.0248431,0.0242806,0.032529,0.0333594
157,0.0225435,0,0,0,0,0.0400551,0,0,0,0,0,0,0.0249974,0,0.0253539,0.068398,0,0,0.0196511,0,0,0.0406314,0.0701914,0.0255841,0.00671631,0.0193909,0.0325266,0.0150983,0.0481333,0.0549466,0.0390375,0.0148341,0.0150521,0.0282765,0.0298656,0.0260032,0.0224285,0.0211285,0.0365565,0,0.00923579,0.0630691,0.0433805,0,0,0.024027,0,0,0.0466392,0.0633494,0.0319942,0.00914938,0.00514268,0.0395111,0.0491108,0.0405613,0.0742625,0.0692493,0.0261102,0.0655821,0.0406305,0.0515016,0.0831225,0.0151137,0.014943,0.00824017,0.024847,0.0242593,0.0325266,0.0333852
158,0.0225374,0,0,0,0,0.0400507,0,0,0,0,0,0,0.0249576,0,0.0253852,0.0684265,0,0,0.0196477,0,0,0.0406414,0.0701966,0.0256393,0.00670856,0.0195352,0.0325329,0.0151114,0.0481228,0.0549294,0.0390066,0.0149071,0.0150311,0.028299,0.0298775,0.0260431,0.0224054,0.0211376,0.036552,0,0.00924655,0.0631696,0.0433577,0,0,0.0239937,0,0,0.0466831,0.0633786,0.0319135,0.00914684,0.00514294,0.0395175,0.0490789,0.0405458,0.0742416,0.0692395,0.0261415,0.0655789,0.0406234,0.0514923,0.0830971,0.0150829,0.0148769,0.00827234,0.0248548,0.0242644,0.0325384,0.0334252
159,0.022519,0,0,0,0,0.0400395,0,0,0,0,0,0,0.0249512,0,0.0254184,0.0684228,0,0,0.0196426,0,0,0.040659,0.0702102,0.0257809,0.00670644,0.019538,0.0325276,0.0151422,0.0480986,0.0549205,0.0389757,0.0150118,0.0150405,0.0282952,0.0298655,0.0260329,0.022369,0.0211258,0.0365815,0,0.00925708,0.0631629,0.0433514,0,0,0.0239434,0,0,0.0467009,0.0633881,0.0319781,0.00913421,0.00513479,0.0395142,0.0490692,0.0405154,0.0742349,0.0692373,0.0261598,0.0655784,0.0405929,0.0514934,0.0830569,0.0151382,0.014768,0.00828159,0.0248344,0.0242975,0.0325412,0.0334397
160,0.0225116,0,0,0,0,0.0400335,0,0,0,0,0,0,0.0249683,0,0.0254338,0.06839,0,0,0.0196425,0,0,0.0406636,0.0702167,0.0258505,0.00671142,0.0193913,0.03251,0.0151735,0.048092,0.0549371,0.0390065,0.0149285,0.0150725,0.0282752,0.0298468,0.0259983,0.022337,0.0211431,0.0365745,0,0.00922913,0.0630185,0.0433404,0,0,0.0239093,0,0,0.0467005,0.0633689,0.0320439,0.00917242,0.00511562,0.0395041,0.049083,0.0405281,0.0742485,0.069241,0.0261658,0.0655608,0.0406,0.0515547,0.0829871,0.0151149,0.01475,0.00826618,0.0248151,0.0243076,0.0325362,0.0334478
161,0.0225063,0,0,0,0,0.0400598,0,0,0,0,0,0,0.0249354,0,0.0254112,0.0684114,0,0,0.0196309,0,0,0.0406715,0.0702083,0.0258345,0.0067296,0.01935,0.0324955,0.0151898,0.0480969,0.0549566,0.0389969,0.0148701,0.0151133,0.0283056,0.0298811,0.0260265,0.0223048,0.0211541,0.0367074,0,0.00931558,0.0629669,0.0433303,0,0,0.0238992,0,0,0.0467073,0.0633659,0.032117,0.00917565,0.00512027,0.0395015,0.0490865,0.0405894,0.0742608,0.0692524,0.0260575,0.0655253,0.0406021,0.0519188,0.0829404,0.0150224,0.0147677,0.0082655,0.0248158,0.0243064,0.0325086,0.0334564
162,0.0225003,0,0,0,0,0.0400773,0,0,0,0,0,0,0.0249266,0,0.0254066,0.0684488,0,0,0.0196154,0,0,0.0406866,0.0702004,0.0258187,0.00674753,0.0194382,0.0324926,0.015207,0.048093,0.0549629,0.0389668,0.0148574,0.0151122,0.0283204,0.0298991,0.0260478,0.0222836,0.0211332,0.0367954,0,0.00930118,0.0630544,0.043314,0,0,0.0239102,0,0,0.0467172,0.0633654,0.0322146,0.00913543,0.00512831,0.0395093,0.0490754,0.0405934,0.0742934,0.0692692,0.0258795,0.0655061,0.0406129,0.0524649,0.0829062,0.0149043,0.0147956,0.00827174,0.0248202,0.0243008,0.0324914,0.0334646
163,0.0224746,0,0,0,0,0.0400899,0,0,0,0,0,0,0.0248956,0,0.0254438,0.0684577,0,0,0.0196088,0,0,0.0407032,0.0702127,0.0258074,0.00674748,0.0195825,0.0324922,0.0152423,0.0480908,0.0549578,0.0389529,0.0148582,0.0150905,0.0283159,0.0298893,0.026061,0.0222644,0.0210942,0.0367022,0,0.00933044,0.063114,0.0432999,0,0,0.023903,0,0,0.0466843,0.063378,0.0321985,0.00907929,0.00513677,0.0395039,0.0490634,0.0405637,0.0742744,0.0692546,0.0259979,0.0655247,0.0406066,0.0520492,0.0829725,0.0149958,0.0148655,0.00823833,0.0248076,0.0243109,0.0325121,0.0334667
164,0.02247,0,0,0,0,0.0401078,0,0,0,0,0,0,0.024894,0,0.025459,0.0684475,0,0,0.0196046,0,0,0.040727,0.0702248,0.0257829,0.00673187,0.0196265,0.0324941,0.0152287,0.0481106,0.0549502,0.0389893,0.0148509,0.0150306,0.0282663,0.0298392,0.0260676,0.0222479,0.0211005,0.0366434,0,0.00937389,0.0631265,0.0432958,0,0,0.023899,0,0,0.0466664,0.0633901,0.0321856,0.0090182,0.0051483,0.0394992,0.0490389,0.0405378,0.0743184,0.0692402,0.0261526,0.0655177,0.0405948,0.0517551,0.0830056,0.0151235,0.0149618,0.00820734,0.0248047,0.0243433,0.0325329,0.0334944
165,0.0224755,0,0,0,0,0.0401204,0,0,0,0,0,0,0.0249116,0,0.0254138,0.0684557,0,0,0.0196105,0,0,0.0407087,0.0702162,0.0257051,0.00670783,0.0196274,0.0324981,0.0152158,0.0481536,0.0549442,0.0389879,0.0148244,0.0149839,0.0282187,0.0297931,0.0260401,0.0222133,0.0211333,0.0366195,0,0.00937699,0.0631046,0.043302,0,0,0.0239084,0,0,0.0466965,0.0634007,0.0322102,0.00895852,0.00517059,0.0395068,0.0490177,0.0405209,0.0744555,0.0692214,0.0261239,0.0655144,0.0405871,0.0517425,0.0829868,0.0153169,0.0149852,0.00818455,0.0248019,0.024376,0.0325308,0.0334698
166,0.0224676,0,0,0,0,0.040115,0,0,0,0,0,0,0.0248577,0,0.0254506,0.0684696,0,0,0.0196351,0,0,0.0406899,0.0702174,0.0256282,0.00669009,0.0195526,0.0325032,0.0152253,0.0481633,0.0549616,0.0390054,0.0148138,0.0150089,0.0282461,0.0298087,0.0260476,0.0221758,0.0211414,0.036595,0,0.00933949,0.0630877,0.0433089,0,0,0.0239553,0,0,0.0467282,0.0634068,0.0322663,0.00899208,0.00516378,0.0394966,0.0490085,0.0405398,0.0744796,0.0692113,0.0261519,0.0654998,0.0405988,0.0518211,0.0829592,0.0153546,0.0150144,0.00816083,0.0247976,0.0243899,0.0325225,0.0334516
167,0.0224492,0,0,0,0,0.0401184,0,0,0,0,0,0,0.0248068,0,0.0255316,0.0684604,0,0,0.0196627,0,0,0.0406796,0.0702225,0.0255883,0.00666751,0.0194232,0.0325212,0.0152254,0.0481521,0.0549933,0.0390435,0.0148168,0.014999,0.0282783,0.0298208,0.0260438,0.0221536,0.0211347,0.0365869,0,0.00932311,0.0631013,0.0432977,0,0,0.0239997,0,0,0.0467143,0.0634155,0.0322945,0.00899533,0.00516087,0.0394753,0.0490086,0.040568,0.0744347,0.0692021,0.0262576,0.0654848,0.0406197,0.0518426,0.0829646,0.0153133,0.0150843,0.00813521,0.0247817,0.0243781,0.0325233,0.0334551
168,0.0224382,0,0,0,0,0.040125,0,0,0,0,0,0,0.0247616,0,0.0255094,0.0684964,0,0,0.0196682,0,0,0.040688,0.070207,0.0255243,0.00664043,0.0194473,0.0325215,0.0152202,0.0481701,0.0550132,0.0390672,0.0148192,0.0150157,0.0282633,0.0298175,0.0261052,0.022145,0.0211402,0.0365782,0,0.00934069,0.0630547,0.0432798,0,0,0.0240321,0,0,0.0466897,0.0634322,0.0322962,0.00905502,0.00516304,0.0394912,0.0490214,0.0405584,0.0744558,0.0691989,0.0262197,0.0654998,0.0406469,0.0518452,0.0829773,0.0153194,0.0151595,0.00813315,0.0247775,0.0243861,0.0325043,0.0334686
169,0.022434,0,0,0,0,0.0401185,0,0,0,0,0,0,0.0247451,0,0.0255042,0.068491,0,0,0.0196652,0,0,0.0407016,0.0701895,0.0254742,0.00657962,0.0194252,0.0325077,0.0152165,0.048164,0.0550477,0.0391096,0.0148011,0.0150167,0.0282435,0.0297965,0.0261082,0.0221436,0.0211311,0.0365964,0,0.00934452,0.0629835,0.0432805,0,0,0.0240478,0,0,0.0466599,0.0634376,0.0322856,0.00906831,0.00518267,0.039517,0.0490251,0.0405275,0.0744659,0.0691906,0.0262087,0.0655008,0.0406528,0.0518257,0.0829539,0.0153385,0.0152041,0.00812578,0.0247925,0.0244137,0.0324927,0.0334816
170,0.0224218,0,0,0,0,0.0401082,0,0,0,0,0,0,0.0247141,0,0.0255348,0.0684332,0,0,0.0196742,0,0,0.0407028,0.0702009,0.0254529,0.00651724,0.0195301,0.0325167,0.0152105,0.0481468,0.0551177,0.0391049,0.0147752,0.0149449,0.0282354,0.0297582,0.0260882,0.0221352,0.0211189,0.0366451,0,0.00934281,0.0630065,0.0432841,0,0,0.0240569,0,0,0.0466387,0.0634408,0.0322947,0.00905256,0.00519598,0.0395583,0.0490158,0.0404891,0.0744662,0.0691828,0.0261959,0.0654893,0.040642,0.051826,0.0829466,0.0153348,0.0152269,0.0081238,0.0247911,0.0244264,0.0325232,0.0334927
171,0.0224142,0,0,0,0,0.0401322,0,0,0,0,0,0,0.0246575,0,0.0255288,0.0684079,0,0,0.0196832,0,0,0.0407124,0.0702222,0.0254274,0.00648546,0.019586,0.0325418,0.0152,0.0481559,0.0551715,0.0391056,0.0147385,0.0149099,0.0282341,0.0297552,0.026116,0.0221349,0.0211012,0.0366767,0,0.00932509,0.063019,0.043283,0,0,0.0240801,0,0,0.0466195,0.0634531,0.0323096,0.00902088,0.00518947,0.0395853,0.0490124,0.0404861,0.0744621,0.0691846,0.0261024,0.0654786,0.0406395,0.0518091,0.0829781,0.015315,0.0152569,0.00812572,0.0247904,0.0244322,0.0325654,0.0335064
172,0.0223944,0,0,0,0,0.0401491,0,0,0,0,0,0,0.0246299,0,0.0255577,0.0684099,0,0,0.0196982,0,0,0.040698,0.0702191,0.0254167,0.00645949,0.0196049,0.0325691,0.0151863,0.0482034,0.055203,0.0391324,0.0146952,0.0149136,0.0281982,0.029757,0.0261257,0.0221435,0.0210948,0.0366509,0,0.00932639,0.0630194,0.0432931,0,0,0.0241059,0,0,0.0466035,0.063489,0.0323182,0.00899218,0.00517104,0.0395982,0.0490501,0.0404862,0.0744539,0.0692063,0.0260051,0.0654732,0.0406352,0.0517669,0.0829826,0.0153091,0.0152878,0.00816859,0.0248186,0.0244394,0.0326022,0.0334951
173,0.0223761,0,0,0,0,0.0401541,0,0,0,0,0,0,0.024608,0,0.0255781,0.0684131,0,0,0.0197096,0,0,0.0406825,0.0701783,0.0253995,0.00643994,0.0195376,0.0325725,0.0151658,0.0482517,0.0552131,0.0391334,0.0146929,0.0149387,0.0281827,0.029763,0.026159,0.0221448,0.0211257,0.0366358,0,0.00928557,0.0630209,0.0433122,0,0,0.0241371,0,0,0.0465874,0.063522,0.0323297,0.00897263,0.00516687,0.0395981,0.0490902,0.0404462,0.0744349,0.0692098,0.025848,0.0654871,0.0406411,0.0517388,0.0829675,0.0152922,0.0152995,0.00826081,0.0248539,0.0244572,0.0326092,0.0334969
174,0.0223785,0,0,0,0,0.0401711,0,0,0,0,0,0,0.0246131,0,0.02562,0.0684122,0,0,0.019714,0,0,0.0406614,0.0701612,0.0254034,0.00641285,0.0193818,0.032572,0.0151432,0.048311,0.0552377,0.0391208,0.0146789,0.0149491,0.0281715,0.0297403,0.0261505,0.0221549,0.0211245,0.0366141,0,0.0092918,0.0630221,0.0433253,0,0,0.0241804,0,0,0.046586,0.0635291,0.0323436,0.00897025,0.00516253,0.0395969,0.0491001,0.0403943,0.0744178,0.0691542,0.0258233,0.0655176,0.0406404,0.0517268,0.0829534,0.0152919,0.0153248,0.00828396,0.0248791,0.0244666,0.0326295,0.03349
175,0.0223977,0,0,0,0,0.0401855,0,0,0,0,0,0,0.0246005,0,0.025624,0.0684109,0,0,0.0197136,0,0,0.0406554,0.0701546,0.0253987,0.00638465,0.0194071,0.032564,0.0151152,0.0483208,0.0552515,0.039108,0.0146528,0.0149476,0.0281658,0.0297332,0.026144,0.0221746,0.0211247,0.0365959,0,0.00931953,0.0629839,0.0433203,0,0,0.0242364,0,0,0.0465565,0.0635236,0.0323552,0.0089821,0.00514805,0.0395868,0.049079,0.0403592,0.0743962,0.0690638,0.0259333,0.0655521,0.0406329,0.0517025,0.0829555,0.0153261,0.0153755,0.00828886,0.0249117,0.0244692,0.0326503,0.0334966
176,0.0224039,0,0,0,0,0.0401813,0,0,0,0,0,0,0.0245977,0,0.0256352,0.0683998,0,0,0.0197226,0,0,0.040667,0.0701528,0.0253637,0.0063694,0.0196107,0.0325616,0.0150933,0.0483057,0.0552534,0.0391232,0.0146469,0.0148891,0.0281506,0.0297205,0.0261396,0.0221909,0.0211172,0.0366479,0,0.00932479,0.0629099,0.0433174,0,0,0.0242438,0,0,0.0465099,0.0635183,0.0323428,0.00899949,0.00516145,0.0395713,0.0490633,0.0403586,0.0743638,0.0691304,0.0259437,0.0655432,0.040627,0.0517021,0.0829637,0.0153526,0.015431,0.00821499,0.0249393,0.0244645,0.0326732,0.0335145
177,0.0224029,0,0,0,0,0.0401818,0,0,0,0,0,0,0.0245759,0,0.0256535,0.0683919,0,0,0.019735,0,0,0.0406845,0.0701382,0.025321,0.00636514,0.0197141,0.0325727,0.0150809,0.0483141,0.0552668,0.039144,0.0146609,0.014844,0.0281347,0.0296855,0.0261062,0.0221979,0.021096,0.0366881,0,0.00929119,0.062944,0.0433151,0,0,0.0242554,0,0,0.0464967,0.0635248,0.0323365,0.00899839,0.00517371,0.0395801,0.0490749,0.0403293,0.0743384,0.0691867,0.0259394,0.0655392,0.0406425,0.0517214,0.0829546,0.015351,0.0154544,0.00821103,0.0249383,0.0244683,0.0326844,0.0335278
178,0.0224086,0,0,0,0,0.0401774,0,0,0,0,0,0,0.0245441,0,0.0256974,0.0684067,0,0,0.0197425,0,0,0.0406837,0.0701216,0.0253081,0.00636475,0.0197185,0.0325822,0.01508,0.0483138,0.0552903,0.0391308,0.0146507,0.0148349,0.0281416,0.029682,0.0261127,0.0222079,0.0210944,0.036627,0,0.00927686,0.0629883,0.0433257,0,0,0.0242786,0,0,0.0465386,0.06356,0.0323549,0.00900081,0.0051863,0.0396105,0.0491173,0.0403079,0.0743393,0.069205,0.0259004,0.0655372,0.0406583,0.0517157,0.0829614,0.0153473,0.0154765,0.00823898,0.0249224,0.0244809,0.0326773,0.033531
179,0.0224018,0,0,0,0,0.0401817,0,0,0,0,0,0,0.0245241,0,0.0256904,0.0684064,0,0,0.0197415,0,0,0.0406949,0.0701192,0.0253175,0.00637488,0.0197052,0.0325638,0.0150892,0.0483145,0.0553127,0.0391277,0.0146346,0.0148327,0.0281388,0.0297031,0.0261294,0.022236,0.0211039,0.0365958,0,0.00929597,0.0629669,0.0433424,0,0,0.024308,0,0,0.0465629,0.063602,0.0323647,0.00899896,0.00517562,0.0396212,0.0491625,0.0402906,0.0743413,0.0692058,0.0256904,0.0655328,0.0406696,0.0516941,0.0829352,0.0153441,0.0155173,0.00829205,0.0248916,0.0244952,0.0326835,0.0335425
180,0.0223867,0,0,0,0,0.0402029,0,0,0,0,0,0,0.0245199,0,0.0256848,0.0683886,0,0,0.019735,0,0,0.040701,0.0701362,0.0252896,0.00637585,0.0197122,0.0325439,0.0150804,0.048325,0.0553074,0.0391546,0.0146232,0.014837,0.0281262,0.0296994,0.0261243,0.0222866,0.0211332,0.0366723,0,0.00927946,0.0629404,0.0433605,0,0,0.0243248,0,0,0.0465263,0.0636124,0.0323664,0.0089934,0.00516302,0.0396125,0.0491791,0.0402968,0.0743055,0.0692027,0.0254324,0.0655341,0.0406803,0.0517236,0.0829045,0.0153342,0.0155639,0.00829128,0.0248667,0.0245199,0.0327,0.0335556
181,0.0223744,0,0,0,0,0.0402113,0,0,0,0,0,0,0.0245205,0,0.025705,0.0683875,0,0,0.0197476,0,0,0.0406948,0.0701507,0.0252492,0.00638148,0.0197482,0.0325352,0.0150552,0.0482981,0.0553053,0.0391689,0.0146046,0.0148011,0.0281252,0.02969,0.0261138,0.022281,0.0211445,0.0366824,0,0.00924101,0.062935,0.0433666,0,0,0.0243327,0,0,0.0465034,0.0635967,0.0323732,0.00899039,0.00514737,0.0396186,0.0491612,0.0402957,0.0742046,0.0692054,0.0254203,0.0655385,0.0406857,0.0517286,0.0829147,0.0152787,0.0155467,0.00825195,0.0248743,0.0245499,0.0327156,0.0335606
182,0.0226004,0,0,0,0,0.0399837,0,0,0,0,0,0,0.0285394,0,0.0226167,0.0681426,0,0,0.0206739,0,0,0.0402969,0.0704904,0.0307579,0.00580355,0.0212156,0.032387,0.0146845,0.0477373,0.0551009,0.039254,0.0148102,0.0152363,0.0237618,0.026135,0.0314213,0.0225301,0.0205487,0.0390158,0,0.00961512,0.0628717,0.0438627,0,0,0.0240844,0,0,0.0466011,0.0633034,0.0318741,0.00944209,0.00573362,0.0403849,0.0492015,0.0409783,0.0747545,0.0689978,0.0250142,0.0653279,0.0410837,0.0513131,0.0825757,0.0132479,0.015682,0.00827815,0.0247074,0.0246039,0.0330218,0.0340004
183,0.0223685,0,0,0,0,0.0401802,0,0,0,0,0,0,0.0245381,0,0.0257324,0.0683904,0,0,0.0197511,0,0,0.0406796,0.0701339,0.0252481,0.00642776,0.0197787,0.0325319,0.0150047,0.0481805,0.0553124,0.0391821,0.0146253,0.0147619,0.0281302,0.0296842,0.0261189,0.022297,0.0211762,0.0367335,0,0.00920746,0.0629528,0.0433683,0,0,0.0243025,0,0,0.04651,0.0636109,0.0323494,0.00901529,0.00516234,0.0396108,0.0491222,0.0402657,0.0741533,0.069183,0.0257257,0.0655522,0.0406796,0.0517061,0.0829635,0.0152182,0.0155209,0.00825244,0.024874,0.024609,0.0327195,0.0335791
184,0.0223702,0,0,0,0,0.0401688,0,0,0,0,0,0,0.0245528,0,0.0257437,0.0683636,0,0,0.0197655,0,0,0.0406846,0.0701406,0.0252614,0.00644083,0.0197891,0.0325277,0.0149775,0.0481499,0.0553157,0.0392338,0.0146255,0.0148015,0.0281225,0.0296735,0.0260935,0.0223024,0.0212135,0.0367494,0,0.00923822,0.0629398,0.0433477,0,0,0.0243044,0,0,0.0465181,0.063593,0.0323478,0.00905988,0.00517498,0.0395824,0.049088,0.0402858,0.0741562,0.0691532,0.0259488,0.0655667,0.040688,0.0517059,0.0829671,0.0152023,0.0155036,0.0082771,0.0248609,0.0246321,0.0327359,0.0335938
