Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RANK,,RTIBA
455,0.0437733,0,0,0,0,0.0789009,0,0,0,0,0,0,0.0345581,0,0.0128008,0.0663488,0,0,0.021506,0,0,0.043494,0.0643872,0.0294368,0.0063717,0.0252604,0.0522459,0.0368783,0.047134,0.0627334,0.0467498,0.016449,0.0200281,0.0332212,0.0351491,0.0112567,0.0115478,0.0453071,0.0237032,0.0438765,0,0.0666227,0.0634058,0,0,0.109587,0,0,0.0789341,0.055384,0.0402542,0.0237734,0.00669162,0.0517848,0.1075,0,0,0.0718585,0.0301796,0.0550978,0.0414446,0.0734474,0.0195322,0.0628582,0.178423,0.104134,0.0531115,0.0206185,0.0120045,0,0.0305041
456,0.0438913,0,0,0,0,0.0789093,0,0,0,0,0,0,0.0334683,0,0.0132237,0.0661938,0,0,0.0216833,0,0,0.0435482,0.0643518,0.0283282,0.00693481,0.0253627,0.0526442,0.0370005,0.0474008,0.0627141,0.0464221,0.0158585,0.0197598,0.0328661,0.0346487,0.0120589,0.0115035,0.0454538,0.0236636,0.0435522,0,0.0665609,0.0635482,0,0,0.109734,0,0,0.0793066,0.0557429,0.0406507,0.0233722,0.00646401,0.051832,0.107453,0,0,0.0721351,0.0304079,0.0549541,0.0412604,0.0731846,0.0199837,0.0628094,0.178724,0.104371,0.0531074,0.0205963,0.0122264,0,0.0301999
457,0.0441276,0,0,0,0,0.0790481,0,0,0,0,0,0,0.0321951,0,0.0132427,0.0660473,0,0,0.0214039,0,0,0.0434369,0.0643302,0.0263465,0.00736913,0.0260392,0.0529972,0.036703,0.0479033,0.0628512,0.0462632,0.0155931,0.0196274,0.0322909,0.0337374,0.013486,0.0114946,0.0460871,0.0237034,0.0439857,0,0.0666715,0.0634638,0,0,0.109574,0,0,0.0795704,0.0558271,0.0410673,0.0229438,0.00655706,0.0516904,0.106975,0,0,0.0721134,0.0303389,0.0547346,0.0409114,0.0727678,0.0206474,0.0625902,0.18006,0.104961,0.0531971,0.0205148,0.0122555,0,0.0300808
458,0.0443232,0,0,0,0,0.0788684,0,0,0,0,0,0,0.0316485,0,0.0135641,0.066958,0,0,0.0215396,0,0,0.0431398,0.0637604,0.0245999,0.00731293,0.0259142,0.0528147,0.0358436,0.0484412,0.0629334,0.0457297,0.0152256,0.018988,0.0321538,0.033358,0.0139047,0.0108011,0.0477456,0.0230133,0.0440607,0,0.0658328,0.0634842,0,0,0.109657,0,0,0.0803403,0.0562028,0.0415741,0.0225708,0.0063532,0.0519387,0.105423,0,0,0.0723179,0.0307173,0.0543212,0.0405725,0.072395,0.0218094,0.0628062,0.182854,0.106335,0.0527566,0.0205837,0.0127352,0,0.0294767
459,0.0445669,0,0,0,0,0.0791375,0,0,0,0,0,0,0.0308494,0,0.0131657,0.0667396,0,0,0.0213739,0,0,0.0431494,0.0635042,0.023822,0.00763002,0.0263687,0.053003,0.0358462,0.0490712,0.0632981,0.045829,0.015603,0.018846,0.0318611,0.0331084,0.0148146,0.0108689,0.0480825,0.0231009,0.0441031,0,0.0659679,0.0634474,0,0,0.109458,0,0,0.0804009,0.0563213,0.0418786,0.0220592,0.00661257,0.0515679,0.105105,0,0,0.0723727,0.0304858,0.0539899,0.0402326,0.0719506,0.0222987,0.0624361,0.18407,0.106708,0.0530262,0.0204791,0.012673,0,0.0293967
460,0.0445633,0,0,0,0,0.0791094,0,0,0,0,0,0,0.0292947,0,0.0133249,0.0665543,0,0,0.0214725,0,0,0.0431668,0.0632281,0.0227674,0.00820665,0.0266206,0.0534472,0.0361723,0.049563,0.0635278,0.0458726,0.015475,0.0182311,0.0318748,0.0333137,0.0160098,0.0110693,0.0482501,0.0230738,0.0434984,0,0.0659426,0.0633722,0,0,0.109679,0,0,0.0807115,0.0567029,0.0421524,0.0215444,0.0064995,0.0514474,0.104631,0,0,0.0727387,0.0306498,0.0535043,0.0398678,0.0714696,0.0229144,0.0622827,0.184932,0.107094,0.0530639,0.0203679,0.0130402,0,0.0290414
461,0.0448348,0,0,0,0,0.0795902,0,0,0,0,0,0,0.0278642,0,0.0142851,0.0657148,0,0,0.0220822,0,0,0.0437096,0.0628996,0.0225698,0.00925853,0.0270064,0.0542281,0.0375781,0.050504,0.0640873,0.0461844,0.0147343,0.0169029,0.0317688,0.0334599,0.0171,0.011811,0.0461643,0.0235192,0.0411658,0,0.0666914,0.0642119,0,0,0.110396,0,0,0.0804454,0.0569696,0.0426365,0.0210622,0.00655851,0.0511477,0.106358,0,0,0.0726934,0.0304978,0.0535758,0.0397989,0.0713209,0.0221272,0.0627938,0.181625,0.105884,0.0539599,0.0203797,0.0130668,0,0.0287236
462,0.0445168,0,0,0,0,0.0794284,0,0,0,0,0,0,0.0253723,0,0.0143784,0.0651777,0,0,0.0219014,0,0,0.0435686,0.0628638,0.0207524,0.0100939,0.0270363,0.0549831,0.0381277,0.0512184,0.0642715,0.0464747,0.0143043,0.0160357,0.0312204,0.0333344,0.0192019,0.0125247,0.0460263,0.0239559,0.0404461,0,0.0669948,0.0638795,0,0,0.110553,0,0,0.080731,0.0570513,0.0427439,0.0206191,0.00664765,0.0510563,0.105918,0,0,0.0731945,0.030668,0.0531301,0.0391457,0.0705292,0.0230432,0.0626649,0.182417,0.1062,0.0540904,0.0201934,0.0133459,0,0.028464
463,0.044478,0,0,0,0,0.0793514,0,0,0,0,0,0,0.0239944,0,0.0153401,0.0651875,0,0,0.0221646,0,0,0.0436269,0.0624195,0.0195149,0.0108114,0.0263734,0.055654,0.0386601,0.0520895,0.0645795,0.046163,0.0131141,0.0150301,0.0303128,0.0323338,0.0201758,0.0126596,0.0454827,0.0237899,0.0386873,0,0.0669651,0.0642274,0,0,0.110954,0,0,0.0808857,0.0571572,0.0431794,0.0203367,0.00660397,0.0513283,0.105936,0,0,0.0733942,0.0305926,0.0528086,0.0388631,0.0699895,0.0235136,0.0631064,0.182012,0.106006,0.0542355,0.020241,0.0135841,0,0.0279854
464,0.0444365,0,0,0,0,0.079103,0,0,0,0,0,0,0.0229039,0,0.0159795,0.0649886,0,0,0.022309,0,0,0.0437027,0.0621893,0.0186068,0.0115866,0.0256299,0.0562523,0.0392492,0.0525294,0.0647087,0.0455778,0.0121661,0.0145042,0.0294067,0.0311374,0.0211954,0.0128423,0.0451442,0.0238361,0.0370603,0,0.0670965,0.064463,0,0,0.110961,0,0,0.0807292,0.0571507,0.0436591,0.020056,0.00673906,0.0516728,0.105766,0,0,0.0736817,0.0304123,0.0524479,0.0384928,0.0695022,0.0243163,0.0632713,0.181711,0.105846,0.0541961,0.0201771,0.0138242,0,0.0276383
465,0.0443963,0,0,0,0,0.0782748,0,0,0,0,0,0,0.0222287,0,0.0160286,0.0645662,0,0,0.0207035,0,0,0.0261318,0.0621423,0.0182579,0.0123889,0.0251426,0.0567601,0.0381206,0.0525839,0.0642531,0.0447917,0.011517,0.0140816,0.0287975,0.0301297,0.0219536,0.0155993,0,0.0277157,0.0355384,0,0.0672627,0.0651475,0,0,0.11117,0,0,0.0805388,0.0568595,0.0442514,0.019792,0.00721115,0.0522017,0.104736,0,0,0.0738355,0.0300837,0.0522282,0.0380781,0.0690818,0.0252461,0.0640187,0.182026,0.105877,0.0534894,0.020286,0.0139792,0,0.0274395
466,0.0442708,0,0,0,0,0.0777821,0,0,0,0,0,0,0.0216593,0,0.0160107,0.0641967,0,0,0.0209805,0,0,0.0254313,0.0620911,0.0182341,0.013067,0.0245502,0.056912,0.0388204,0.0528543,0.0638657,0.0441619,0.0109769,0.0138164,0.0286507,0.0297478,0.022649,0.0164485,0,0.0279317,0.0338485,0,0.0674003,0.0654522,0,0,0.111213,0,0,0.0806126,0.0564369,0.0449605,0.0194409,0.00767678,0.0526565,0.104894,0,0,0.0740621,0.0299538,0.0520046,0.0377726,0.0686414,0.026382,0.0638974,0.1821,0.10575,0.053162,0.0203951,0.0142483,0,0.0271778
467,0.0443188,0,0,0,0,0.0776768,0,0,0,0,0,0,0.0210628,0,0.0158147,0.063611,0,0,0.0214322,0,0,0.0250336,0.0622526,0.0185029,0.0137112,0.0244252,0.0571757,0.0391624,0.0531347,0.0637581,0.0438361,0.0106456,0.0137687,0.0287402,0.029812,0.0233758,0.0167141,0,0.0278566,0.0319466,0,0.0676495,0.0656575,0,0,0.111203,0,0,0.0808028,0.0562278,0.0456573,0.0190952,0.00829825,0.052887,0.104888,0,0,0.0744187,0.0299471,0.0516905,0.0374424,0.0682379,0.0275348,0.0636532,0.182303,0.105795,0.0529899,0.0205817,0.0144261,0,0.0269456
468,0.0444398,0,0,0,0,0.0777012,0,0,0,0,0,0,0.0204461,0,0.0157805,0.0630829,0,0,0.0220638,0,0,0.0247785,0.0625164,0.0188942,0.0143567,0.0243509,0.0571828,0.0394153,0.0532898,0.0637537,0.0436482,0.0103793,0.0136883,0.0291148,0.0300961,0.0239021,0.0167631,0,0.0277401,0.0300586,0,0.0677514,0.0659072,0,0,0.111077,0,0,0.0809527,0.056351,0.0462236,0.0187233,0.00877793,0.0531644,0.104777,0,0,0.0749829,0.0301748,0.0512217,0.0371158,0.0678563,0.0288898,0.0633517,0.182277,0.105913,0.0528515,0.0208238,0.0145907,0,0.0266698
469,0.0445686,0,0,0,0,0.0778212,0,0,0,0,0,0,0.019837,0,0.0156427,0.0625084,0,0,0.0226042,0,0,0.0245187,0.0629002,0.0192249,0.0148702,0.0243264,0.0571455,0.0395991,0.0532965,0.0639427,0.043597,0.0104395,0.0137278,0.0292696,0.0302825,0.0247851,0.0169021,0,0.0277067,0.0284798,0,0.0679511,0.0659976,0,0,0.110807,0,0,0.0809853,0.0564975,0.0466605,0.0183613,0.00934591,0.0533246,0.104699,0,0,0.0757962,0.0307171,0.0509142,0.0366814,0.0673509,0.0302493,0.0629202,0.18244,0.106037,0.0528461,0.0209666,0.0145717,0,0.0267665
470,0.0446746,0,0,0,0,0.0778851,0,0,0,0,0,0,0.0194163,0,0.0160047,0.0621796,0,0,0.0231838,0,0,0.0243447,0.0630313,0.0194077,0.0151827,0.0239969,0.0570153,0.0397272,0.0534235,0.0645177,0.0432728,0.0103019,0.013448,0.0292165,0.0303911,0.0253987,0.0168477,0,0.0276254,0.026686,0,0.067823,0.0661467,0,0,0.111005,0,0,0.0813881,0.0568974,0.0471634,0.0180134,0.00957989,0.053523,0.104608,0,0,0.0765257,0.0314595,0.0507193,0.0362956,0.066987,0.0320248,0.0629473,0.182938,0.106109,0.0528214,0.0212509,0.0146674,0,0.0267661
471,0.044678,0,0,0,0,0.0779405,0,0,0,0,0,0,0.0189799,0,0.0162445,0.06175,0,0,0.0235845,0,0,0.0241828,0.0629874,0.0193241,0.0153969,0.0238862,0.056986,0.0398565,0.0536267,0.0650242,0.0429722,0.0102973,0.013192,0.0289764,0.0302298,0.0260306,0.0169231,0,0.0276304,0.0251869,0,0.0677771,0.0661631,0,0,0.111028,0,0,0.0815804,0.0573309,0.0475319,0.0177409,0.00991817,0.0534274,0.104472,0,0,0.077372,0.0323109,0.050694,0.0359723,0.0666058,0.0337715,0.0627796,0.183314,0.106043,0.0528769,0.021395,0.0146499,0,0.0269944
472,0.0445697,0,0,0,0,0.0778964,0,0,0,0,0,0,0.018773,0,0.0163733,0.0615427,0,0,0.0238367,0,0,0.0240792,0.0626137,0.0191277,0.0155316,0.0241351,0.0569528,0.0399017,0.0539844,0.0644343,0.0426671,0.0103395,0.0128654,0.0286148,0.0299284,0.0262773,0.0169576,0,0.0276685,0.0238858,0,0.0676808,0.0660908,0,0,0.110871,0,0,0.0815161,0.0577361,0.0478654,0.0175478,0.010199,0.0533736,0.10437,0,0,0.0782392,0.0332103,0.0507686,0.0357754,0.0663127,0.0353648,0.062551,0.183402,0.105855,0.0528868,0.021565,0.0146146,0,0.0273465
473,0.0443976,0,0,0,0,0.0777017,0,0,0,0,0,0,0.0186869,0,0.0164137,0.0614225,0,0,0.0240405,0,0,0.024008,0.0621847,0.0188743,0.0156155,0.0245441,0.0569716,0.0400011,0.0541652,0.0643719,0.0423249,0.0103312,0.0124764,0.0282436,0.0296276,0.0262563,0.0169381,0,0.0276982,0.0224731,0,0.0675338,0.0659731,0,0,0.110645,0,0,0.0813616,0.0580261,0.0482067,0.0175166,0.0103575,0.053287,0.104224,0,0,0.0790823,0.0340594,0.0508917,0.035656,0.0661346,0.036857,0.0625012,0.183253,0.105553,0.0527568,0.0217429,0.0147118,0,0.0276616
474,0.0443771,0,0,0,0,0.0774132,0,0,0,0,0,0,0.0185165,0,0.0163503,0.0622566,0,0,0.0244775,0,0,0.0231777,0.0616157,0.0189104,0.0150116,0.0248823,0.0565475,0.0390452,0.0544447,0.0647243,0.0417572,0.0102989,0.0121699,0.0276755,0.0292312,0.0267662,0.0165194,0,0.0290476,0.0212825,0,0.0667316,0.0655239,0,0,0.10977,0,0,0.0811815,0.0581209,0.0485539,0.0179724,0.0103157,0.0536561,0.10254,0,0,0.079743,0.0346381,0.0510929,0.0355529,0.0660839,0.0379074,0.0622718,0.185814,0.106294,0.052191,0.0219037,0.0148269,0,0.0279729
475,0.0439135,0,0,0,0,0.0769184,0,0,0,0,0,0,0.0186006,0,0.0172593,0.0613895,0,0,0.0245191,0,0,0.0239169,0.0617097,0.0183681,0.0157492,0.0248979,0.0571028,0.040372,0.0541491,0.0648819,0.0416871,0.0100445,0.0118351,0.0276643,0.0292932,0.0262744,0.0167992,0,0.0276972,0.0201753,0,0.0671085,0.0656648,0,0,0.109885,0,0,0.0807016,0.058421,0.0485834,0.0177097,0.0105396,0.0540061,0.103874,0,0,0.0804446,0.0355569,0.0512039,0.035369,0.0660837,0.040382,0.0623398,0.182233,0.104816,0.0521655,0.0220353,0.0155802,0,0.0279394
476,0.0439208,0,0,0,0,0.0768926,0,0,0,0,0,0,0.0187974,0,0.0172683,0.0613444,0,0,0.0245314,0,0,0.0238,0.0617001,0.0184523,0.0156179,0.0249837,0.057027,0.040292,0.0544187,0.0650655,0.0416628,0.0102686,0.0119867,0.0272507,0.0289422,0.0265586,0.0168009,0,0.0277514,0.0195268,0,0.0672232,0.0655958,0,0,0.109257,0,0,0.0799929,0.058209,0.0485607,0.0180055,0.0110762,0.0544056,0.103922,0,0,0.0808351,0.0358691,0.0516162,0.0355956,0.0663612,0.0422068,0.062053,0.181852,0.104169,0.0522158,0.0220788,0.015576,0,0.0284543
477,0.0436925,0,0,0,0,0.0764255,0,0,0,0,0,0,0.0183908,0,0.0177132,0.0622311,0,0,0.0247676,0,0,0.0230549,0.0615879,0.0181167,0.015296,0.0242472,0.0564303,0.0395659,0.0542958,0.0641154,0.0411927,0.0101296,0.0119999,0.0274534,0.0289643,0.0272219,0.0165378,0,0.0289463,0.0191414,0,0.0663211,0.0651098,0,0,0.10902,0,0,0.0801162,0.0584021,0.0488205,0.0182341,0.0114145,0.0551739,0.10229,0,0,0.0813804,0.0363436,0.0515535,0.0355413,0.0662936,0.0446484,0.0622157,0.183987,0.104746,0.0515147,0.0220927,0.0165368,0,0.028352
478,0.0433897,0,0,0,0,0.0762847,0,0,0,0,0,0,0.0185956,0,0.0178665,0.061543,0,0,0.024382,0,0,0.0237019,0.061849,0.0176854,0.0158966,0.023985,0.0565181,0.0404675,0.0540014,0.0632994,0.0414358,0.0100099,0.0120348,0.0275922,0.0289464,0.026998,0.0168835,0,0.0276637,0.0195333,0,0.066724,0.0652543,0,0,0.10942,0,0,0.0797994,0.0583742,0.0488603,0.0178713,0.0123703,0.055166,0.103657,0,0,0.0816319,0.036634,0.0519094,0.0359574,0.0666225,0.0480636,0.0623218,0.181254,0.103138,0.0517053,0.0221381,0.0175163,0,0.0285128
479,0.0433483,0,0,0,0,0.075956,0,0,0,0,0,0,0.0183843,0,0.0177485,0.0625296,0,0,0.0244524,0,0,0.0228558,0.061766,0.0177576,0.0154402,0.0236646,0.0556495,0.0394843,0.0541023,0.0633566,0.0412553,0.00942005,0.0118779,0.0276702,0.0289289,0.027785,0.0164888,0,0.028826,0.0198882,0,0.0659449,0.0651086,0,0,0.108862,0,0,0.0796363,0.0583048,0.0498125,0.018241,0.0129041,0.0557577,0.101889,0,0,0.0818692,0.0366922,0.0522015,0.0364331,0.0670705,0.0515319,0.0622596,0.183137,0.103694,0.0510473,0.0221303,0.0189705,0,0.0286149
480,0.043298,0,0,0,0,0.0757848,0,0,0,0,0,0,0.0185071,0,0.0176082,0.0627463,0,0,0.0241938,0,0,0.0227892,0.0618454,0.0177461,0.0153671,0.023549,0.0552023,0.0392886,0.0541347,0.0637531,0.0414258,0.00898775,0.0119356,0.0277514,0.0290072,0.0279704,0.0164199,0,0.0287393,0.0208193,0,0.0658313,0.065204,0,0,0.108635,0,0,0.0792787,0.0581897,0.0509477,0.0182638,0.0138097,0.0558954,0.101658,0,0,0.0819899,0.0366587,0.0527955,0.0371398,0.0677963,0.0554994,0.0621362,0.182708,0.103113,0.0508017,0.0221262,0.0203252,0,0.0290138
481,0.0432464,0,0,0,0,0.075597,0,0,0,0,0,0,0.0186958,0,0.0175858,0.0629369,0,0,0.023949,0,0,0.0227206,0.0619165,0.01769,0.015267,0.0233701,0.0547913,0.0390884,0.0541199,0.0639859,0.0414937,0.00886438,0.0122582,0.0279323,0.0291167,0.0278366,0.0163107,0,0.0286677,0.021711,0,0.065665,0.0652074,0,0,0.108456,0,0,0.0789757,0.0582038,0.0523699,0.0181934,0.0148075,0.0558741,0.101458,0,0,0.0821168,0.0366879,0.0533425,0.0376628,0.068362,0.0591688,0.062004,0.182391,0.102502,0.0504971,0.0221161,0.0213528,0,0.029395
482,0.0436743,0,0,0,0,0.0754579,0,0,0,0,0,0,0.0209399,0,0,0.0665294,0,0,0.0237659,0,0,0.0229875,0.059961,0.0151897,0.0148171,0.0254545,0.0541717,0.0374013,0,0.0671878,0.0421083,0.00894027,0.0120156,0.0285908,0.0288246,0.0223253,0.0149081,0,0.0285627,0.0217216,0,0.0630025,0.065096,0,0,0.10744,0,0,0.078346,0.0581972,0.0546752,0.0184406,0.014591,0.0562123,0.0991216,0,0,0.0818004,0.0357019,0.0532162,0.0375548,0.0682688,0.0616592,0.0614418,0.185847,0.103093,0.0501802,0.0212609,0.0225465,0,0.0292301
483,0.0434105,0,0,0,0,0.0756693,0,0,0,0,0,0,0.0176032,0,0,0.0629257,0,0,0.0236867,0,0,0.0228878,0.0620912,0.0182185,0.01459,0.0235245,0.0538743,0.0387347,0.0537931,0.064059,0.040908,0.00771515,0.0122177,0.0293475,0.0294709,0.026613,0.0160191,0,0.0282003,0.0231908,0,0.0656759,0.0654758,0,0,0.107752,0,0,0.0780298,0.0579554,0.0550979,0.0183953,0.0167809,0.0555878,0.101565,0,0,0.0820675,0.0361139,0.0542602,0.0383543,0.0691569,0.0656843,0.061505,0.180481,0.101025,0.0503286,0.0224232,0.0225146,0,0.03019
484,0.0431112,0,0,0,0,0.07534,0,0,0,0,0,0,0.0174926,0,0,0.0629523,0,0,0.0236143,0,0,0.0227864,0.0621816,0.0177659,0.0144205,0.0234572,0.0536258,0.0387457,0.0534296,0.0638206,0.040544,0.00774558,0.0123504,0.029497,0.0295819,0.0267574,0.0160095,0,0.0282473,0.0238024,0,0.0654753,0.0652545,0,0,0.107585,0,0,0.0777973,0.0580649,0.0562599,0.0182254,0.0178474,0.055461,0.101179,0,0,0.0822131,0.0362459,0.0543426,0.0384473,0.0692018,0.0682098,0.0612315,0.18009,0.100616,0.050023,0.0224602,0.0235357,0,0.0305184
485,0.0430045,0,0,0,0,0.0750332,0,0,0,0,0,0,0.0171465,0,0,0.0644974,0,0,0.023888,0,0,0.0226648,0.0618635,0.0174147,0.0135919,0.023599,0.0526569,0.0375646,0.0536373,0.06381,0.0398223,0.00783625,0.012379,0.0290805,0.0293436,0.0276804,0.015085,0,0.0287562,0.0233794,0,0.0642546,0.0646805,0,0,0.106435,0,0,0.0774553,0.0581688,0.0582205,0.0188841,0.0180376,0.0558409,0.0991238,0,0,0.0822682,0.0361314,0.0541934,0.0384164,0.0689141,0.0696944,0.0604171,0.184137,0.101643,0.0494315,0.0223926,0.024705,0,0.0308155
486,0.0430008,0,0,0,0,0.0751142,0,0,0,0,0,0,0.0178145,0,0,0.0633973,0,0,0.0235717,0,0,0.0226411,0.0621089,0.0175572,0.0138083,0.023793,0.0528434,0.0383936,0.0531335,0.0636826,0.0398049,0.00793675,0.012129,0.0289239,0.0293359,0.0266847,0.0157468,0,0.0282712,0.0247074,0,0.0651274,0.0651138,0,0,0.106823,0,0,0.0768411,0.0576122,0.0578137,0.0185554,0.0194354,0.0554164,0.100506,0,0,0.0821933,0.0358421,0.0546411,0.0387734,0.0691056,0.0723267,0.0608185,0.179716,0.099442,0.0497483,0.0225541,0.0245773,0,0.0314328
487,0.042753,0,0,0,0,0.0746674,0,0,0,0,0,0,0.017293,0,0,0.0652955,0,0,0.0241074,0,0,0.0228575,0.0618136,0.0171179,0.013077,0.0236334,0.0517985,0.0374172,0.0532162,0.0634775,0.0389212,0.00804612,0.0120513,0.0286605,0.0291731,0.0272929,0.0147833,0,0.028588,0.0243585,0,0.0635695,0.0644019,0,0,0.106041,0,0,0.0769347,0.0578917,0.0596371,0.0192269,0.0194122,0.0560383,0.0985197,0,0,0.0823263,0.0356473,0.0542403,0.038483,0.0686741,0.073335,0.0602349,0.184097,0.100576,0.0489983,0.022509,0.0257186,0,0.0314935
488,0.0426873,0,0,0,0,0.074591,0,0,0,0,0,0,0.017427,0,0,0.0654575,0,0,0.0240958,0,0,0.0227917,0.0618657,0.0170968,0.0128796,0.0235975,0.0515347,0.0373143,0.0529471,0.0632992,0.0386239,0.00820855,0.01203,0.0286415,0.0290891,0.027136,0.0148123,0,0.0286205,0.0247824,0,0.0634602,0.0641144,0,0,0.106251,0,0,0.0769114,0.0576038,0.0601824,0.0194776,0.0200528,0.056228,0.0984356,0,0,0.0823571,0.0352811,0.0544303,0.0385802,0.0688664,0.0746603,0.0601984,0.184256,0.0998694,0.048939,0.022436,0.0261184,0,0.0318931
489,0.0425868,0,0,0,0,0.0745519,0,0,0,0,0,0,0.0180259,0,0,0.0640008,0,0,0.0238901,0,0,0.022772,0.0622437,0.0172242,0.0133598,0.023386,0.051995,0.0385827,0.0522235,0.0630552,0.0388175,0.00794417,0.0119806,0.0290296,0.0293261,0.0260722,0.0157393,0,0.0281231,0.0263522,0,0.0644703,0.0644191,0,0,0.107189,0,0,0.0766764,0.0570027,0.0588264,0.018802,0.0217369,0.0559057,0.10017,0,0,0.0822245,0.0348835,0.0548988,0.038742,0.0691228,0.0762661,0.0609029,0.178821,0.0975452,0.0492467,0.0225364,0.0255495,0,0.0323723
490,0.0424742,0,0,0,0,0.0741962,0,0,0,0,0,0,0.0175492,0,0,0.0658506,0,0,0.0243581,0,0,0.0228926,0.0619946,0.0169732,0.0126961,0.0231503,0.0510321,0.0375381,0.052556,0.0630064,0.0382723,0.00797147,0.0122189,0.0289025,0.0291809,0.0271025,0.0148214,0,0.0285953,0.0253798,0,0.0630811,0.0637959,0,0,0.105802,0,0,0.0763365,0.0570531,0.0602806,0.0196189,0.0212621,0.0565061,0.0979613,0,0,0.0820984,0.0345617,0.054551,0.0386277,0.0687402,0.0757197,0.0602063,0.183099,0.0987505,0.0486358,0.022311,0.0263691,0,0.0323776
491,0.0425048,0,0,0,0,0.0742319,0,0,0,0,0,0,0.0184608,0,0,0.0643332,0,0,0.0241554,0,0,0.0228842,0.0622765,0.0173062,0.013165,0.0230533,0.0515297,0.0387088,0.0520833,0.0629378,0.03867,0.00799964,0.0121305,0.0293206,0.0294984,0.0261753,0.0156522,0,0.0280703,0.0263558,0,0.0641977,0.0644327,0,0,0.106215,0,0,0.0757238,0.0562904,0.0583597,0.0190202,0.0228024,0.0561129,0.0995721,0,0,0.0820123,0.0341327,0.0549637,0.0389394,0.0691123,0.0760596,0.0607291,0.177112,0.0965102,0.0490132,0.0223457,0.0253088,0,0.0326442
492,0.042698,0,0,0,0,0.0744944,0,0,0,0,0,0,0.0189362,0,0,0.0643863,0,0,0.0239984,0,0,0.0228908,0.0622494,0.0176181,0.0129639,0.0234951,0.0513366,0.038494,0.0523132,0.0631032,0.038816,0.00824268,0.0120461,0.0289098,0.029254,0.0260858,0.0156534,0,0.0279887,0.0258296,0,0.0643877,0.0644386,0,0,0.105854,0,0,0.0751995,0.055649,0.0577196,0.0192402,0.0234504,0.055917,0.0997157,0,0,0.0818445,0.0335966,0.0552715,0.0392625,0.0694536,0.0748875,0.0605018,0.177149,0.0956617,0.0492732,0.0222224,0.0246424,0,0.0329256
493,0.042325,0,0,0,0,0.0738893,0,0,0,0,0,0,0.0180052,0,0,0.0661583,0,0,0.0243149,0,0,0.0228442,0.0621325,0.0169601,0.0123893,0.0232866,0.0505599,0.0375115,0.0523062,0.0628966,0.0383073,0.00820073,0.0121372,0.0288695,0.0294012,0.0270308,0.0148059,0,0.0285628,0.0243348,0,0.0629282,0.0635279,0,0,0.104908,0,0,0.0752617,0.0559479,0.0585623,0.0199315,0.022605,0.0565113,0.0973103,0,0,0.0817971,0.0334905,0.0545886,0.0389375,0.068983,0.0729751,0.0599353,0.181914,0.0970535,0.0484056,0.0219703,0.0254427,0,0.0324344
494,0.042475,0,0,0,0,0.0741225,0,0,0,0,0,0,0.018862,0,0,0.0646321,0,0,0.0239591,0,0,0.0228682,0.0624827,0.0173417,0.0126122,0.0235442,0.0509828,0.0385303,0.0518837,0.0628713,0.0388273,0.00831236,0.0122174,0.0291124,0.0294746,0.025789,0.0155938,0,0.0279609,0.0247376,0,0.0642315,0.0642193,0,0,0.105405,0,0,0.074498,0.0550229,0.0562803,0.0195132,0.0241183,0.0559151,0.0990948,0,0,0.0815206,0.0330425,0.0551811,0.0392452,0.0694125,0.0718945,0.0603156,0.175901,0.0946324,0.0489631,0.0220838,0.0237987,0,0.0327077
495,0.0423386,0,0,0,0,0.073903,0,0,0,0,0,0,0.0187564,0,0,0.0647296,0,0,0.0238938,0,0,0.0228643,0.0626163,0.0173805,0.0124264,0.023677,0.0506146,0.0385385,0.0516103,0.062701,0.0388163,0.00831598,0.0123098,0.0293095,0.0296672,0.0256768,0.0156109,0,0.027961,0.0241452,0,0.0641103,0.0641177,0,0,0.105677,0,0,0.074374,0.0548171,0.0554548,0.0196165,0.0243582,0.0558823,0.0989719,0,0,0.0813675,0.0327748,0.055129,0.039195,0.0694489,0.0700657,0.0602659,0.1758,0.0940579,0.0487977,0.0220332,0.0232946,0,0.0325791
496,0.0421508,0,0,0,0,0.0736477,0,0,0,0,0,0,0.0185597,0,0,0.0647612,0,0,0.0237467,0,0,0.0227116,0.0627986,0.0174212,0.0121636,0.0240565,0.0503555,0.0383965,0.0513535,0.062514,0.0388633,0.008409,0.0123433,0.0293904,0.0298215,0.0259135,0.0156754,0,0.0281452,0.0232645,0,0.0641345,0.0637765,0,0,0.105439,0,0,0.0741742,0.0545967,0.0547454,0.0197408,0.0246122,0.0558037,0.098482,0,0,0.0812659,0.0324415,0.055037,0.0391787,0.0695375,0.0679716,0.0602137,0.175867,0.0937162,0.0485773,0.0218663,0.023009,0,0.0325964
