Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RANK,,RTIBA
40,0.0258748,0,0,0,0,0.0521132,0,0,0,0,0,0,0.0302696,0,0.0202244,0.0723719,0,0,0.0172883,0,0,0.0348025,0.0698648,0.0207774,0.00743288,0.0193297,0.0326574,0.0348748,0.0453091,0.053511,0.0346165,0.0126657,0.0151725,0.0279345,0.0291903,0.0161625,0.0121385,0.00796045,0.0148378,0.0487528,0,0.0641807,0.0372244,0,0,0.0213708,0,0,0.0373715,0.0539126,0.0276324,0.0217001,0.0089587,0.0445668,0.0260977,0.0419529,0,0.0686573,0.0242768,0.0607226,0.0460208,0.0781824,0.0171866,0.0288732,0.0167939,0.0283055,0.0314794,0.0218165,0.0142841,0,0
41,0.0258859,0,0,0,0,0.0520865,0,0,0,0,0,0,0.0303842,0,0.0201403,0.0724321,0,0,0.0170134,0,0,0.0346611,0.0698705,0.0209551,0.00735574,0.0193313,0.0326487,0.0348536,0.0452992,0.053504,0.0345843,0.0126716,0.0151332,0.027852,0.0291396,0.0161729,0.0121499,0.00764704,0.0151034,0.0487236,0,0.0641826,0.0372336,0,0,0.021416,0,0,0.0374007,0.0539121,0.0276367,0.0217049,0.00895854,0.0445554,0.0260834,0.0420362,0,0.0686585,0.0242723,0.0607235,0.0460055,0.078187,0.0171577,0.0288431,0.0167933,0.0283592,0.0314472,0.0218037,0.0142847,0,0
42,0.0259074,0,0,0,0,0.0520546,0,0,0,0,0,0,0.0305619,0,0.0200101,0.0724594,0,0,0.0168567,0,0,0.0344436,0.0698785,0.0212075,0.00738159,0.0193243,0.0326307,0.0348465,0.0452791,0.0534786,0.0345431,0.0126826,0.0150873,0.027742,0.0290633,0.0161572,0.0121687,0.00736171,0.0155172,0.0486889,0,0.0641859,0.0372424,0,0,0.0214711,0,0,0.0374535,0.0539143,0.0276347,0.0216819,0.00898119,0.0445397,0.0260372,0.0420167,0,0.0686688,0.0242653,0.0607133,0.046016,0.0781887,0.0171487,0.0288218,0.0168107,0.028398,0.0314164,0.0217999,0.0142876,0,0
43,0.0259312,0,0,0,0,0.0520782,0,0,0,0,0,0,0.0307369,0,0.0198972,0.0724583,0,0,0.0168347,0,0,0.034779,0.0698789,0.0214442,0.00743576,0.0193227,0.0326064,0.0348795,0.0452631,0.053454,0.0345069,0.0126598,0.0150436,0.0276361,0.0289828,0.0161436,0.0121916,0.00762286,0.0152606,0.0487083,0,0.0641795,0.0372538,0,0,0.021493,0,0,0.037473,0.0538785,0.0276236,0.0217137,0.00899248,0.0445384,0.0260116,0.0418539,0,0.0686886,0.0242619,0.0607065,0.0460128,0.0781815,0.0171723,0.0288165,0.0167889,0.0283939,0.0314186,0.0217912,0.0142769,0,0
44,0.0259538,0,0,0,0,0.0521113,0,0,0,0,0,0,0.0309307,0,0.0198183,0.072467,0,0,0.0169126,0,0,0.0349775,0.0698915,0.0216769,0.00747037,0.019327,0.0325603,0.0348786,0.0452493,0.0534316,0.0344714,0.0126405,0.0150521,0.0275054,0.0288813,0.0161119,0.0121933,0.00782717,0.0151095,0.0487384,0,0.0642045,0.0372514,0,0,0.0214895,0,0,0.0374498,0.0538259,0.0276292,0.0217587,0.00901512,0.0445324,0.0259984,0.0415367,0,0.0686875,0.0242289,0.0607218,0.046017,0.0781733,0.0172326,0.0288445,0.0166815,0.0283876,0.0314608,0.0217795,0.0142461,0,0
45,0.0259746,0,0,0,0,0.0521318,0,0,0,0,0,0,0.0311022,0,0.0197184,0.0725009,0,0,0.0170016,0,0,0.0350319,0.069902,0.0219219,0.00748751,0.0193272,0.0325088,0.0348565,0.0452168,0.0534077,0.0344424,0.0126354,0.0149982,0.0273695,0.0288007,0.0161236,0.0121624,0.00787676,0.0151071,0.048734,0,0.0641854,0.0372506,0,0,0.0214525,0,0,0.0374047,0.0538278,0.0276353,0.0217667,0.00898816,0.0445113,0.0259585,0.0416092,0,0.0686848,0.0241998,0.060753,0.0460213,0.078188,0.0172273,0.0288389,0.0165341,0.0285387,0.0314942,0.0217633,0.0142548,0,0
46,0.0259985,0,0,0,0,0.0521509,0,0,0,0,0,0,0.0312548,0,0.0196368,0.072533,0,0,0.0170143,0,0,0.0350027,0.0699173,0.022136,0.00748986,0.0193268,0.0324751,0.0348458,0.0451708,0.0533994,0.0344305,0.0126523,0.0149713,0.0272581,0.0287313,0.0161172,0.0121005,0.00783863,0.0151591,0.0487472,0,0.0641627,0.0372585,0,0,0.021468,0,0,0.0374172,0.0538054,0.027627,0.021791,0.00898494,0.044489,0.0259353,0.0415402,0,0.0686799,0.0241612,0.0607601,0.0460435,0.0781813,0.01724,0.0287903,0.0165135,0.0287434,0.0315095,0.0217529,0.0142531,0,0
47,0.0259801,0,0,0,0,0.0515509,0,0,0,0,0,0,0.0313691,0,0.0195356,0.0725233,0,0,0.0126015,0,0,0.0296454,0.0698804,0.0223425,0.00745162,0.0193576,0.0325728,0.0334157,0.045195,0.0534492,0.0344842,0.0126875,0.0149513,0.0271894,0.0287003,0.0161413,0.0127362,0,0.019213,0.048691,0,0.0641363,0.0372249,0,0,0.0214557,0,0,0.0374587,0.0537759,0.0275851,0.0217727,0.00898352,0.0444715,0.0261587,0.0417149,0,0.0686755,0.0241584,0.0607509,0.0460698,0.0782019,0.0171646,0.0281437,0.0164255,0.0289793,0.0309572,0.021734,0.0142533,0,0
48,0.0260222,0,0,0,0,0.0522586,0,0,0,0,0,0,0.031667,0,0.0194465,0.072587,0,0,0.0172167,0,0,0.0347913,0.0699529,0.0226775,0.00755686,0.0193034,0.0323599,0.0348404,0.0451009,0.0533505,0.034423,0.0126705,0.0149156,0.0269655,0.0285434,0.0161195,0.0120055,0.00786458,0.0149942,0.0487235,0,0.0641687,0.0372128,0,0,0.0214345,0,0,0.0373804,0.0537615,0.0275697,0.0217992,0.00901813,0.0444286,0.0260727,0.0414063,0,0.0686668,0.0241829,0.060748,0.046055,0.0781788,0.0172283,0.0286328,0.0161548,0.02871,0.0315173,0.0217552,0.0142419,0,0
49,0.0267054,0,0,0,0,0.0524692,0,0,0,0,0,0,0.0381427,0,0,0.07526,0,0,0.0169926,0,0,0.0349432,0.0678589,0.0235778,0.00990499,0.0197341,0.0320497,0.0343099,0,0.055304,0.0335957,0.00972678,0.010932,0.0255286,0.026929,0.00735769,0.0124782,0.00805848,0.0146094,0.0501809,0,0.0618481,0.0376009,0,0,0.0216348,0,0,0.0372032,0,0.0254311,0.0197081,0.010224,0.044364,0.0256188,0,0,0.0661735,0.0227253,0.0621629,0.0475961,0.0798458,0.01843,0.0287674,0.0158112,0.0282639,0.0318987,0.0209887,0.0144996,0,0
50,0.0259633,0,0,0,0,0.0522135,0,0,0,0,0,0,0.0322117,0,0.0192308,0.0726737,0,0,0.0170114,0,0,0.0350029,0.0700085,0.0233587,0.0076778,0.0193,0.0322326,0.0348017,0.0450149,0.0532651,0.0343602,0.0126569,0.0149804,0.0266309,0.0283505,0.0161154,0.0120437,0.00790792,0.0151203,0.0487352,0,0.0641963,0.0371464,0,0,0.0213649,0,0,0.0373683,0.0537804,0.0275659,0.0218002,0.00905892,0.0443555,0.0260601,0.0411509,0,0.0686572,0.0240912,0.0607562,0.0461061,0.078153,0.0172531,0.0284919,0.0156926,0.0288623,0.0314545,0.0218213,0.0142286,0,0
51,0.0259049,0,0,0,0,0.0521846,0,0,0,0,0,0,0.0324948,0,0.0190975,0.0727524,0,0,0.0169868,0,0,0.0350205,0.070042,0.0237198,0.0077663,0.019301,0.0321363,0.0347668,0.0449638,0.0532229,0.0343156,0.0126733,0.0148237,0.0264382,0.0282144,0.0161667,0.0120175,0.00788999,0.0151477,0.0486881,0,0.0641991,0.0370782,0,0,0.0214044,0,0,0.0373718,0.0537936,0.0275689,0.0217734,0.00907236,0.044323,0.0259088,0.041171,0,0.0686526,0.0240502,0.0607643,0.0461098,0.0781743,0.0172112,0.0283849,0.0155675,0.0289523,0.0314343,0.021893,0.014209,0,0
52,0.0258396,0,0,0,0,0.0521814,0,0,0,0,0,0,0.032825,0,0.018954,0.0728871,0,0,0.0169589,0,0,0.0350466,0.0700685,0.0241622,0.00783497,0.0193044,0.0320083,0.0347626,0.0449251,0.0531693,0.0342646,0.0126829,0.0146733,0.0261961,0.0280598,0.0162379,0.0119898,0.0078513,0.0152248,0.0485915,0,0.064182,0.0370224,0,0,0.0213542,0,0,0.0372751,0.0537908,0.0275605,0.0217501,0.00906551,0.0442763,0.0258504,0.0413709,0,0.0686463,0.0240623,0.0608096,0.0461443,0.0781976,0.0171391,0.0281589,0.0150646,0.0288784,0.0314057,0.0219694,0.0142139,0,0
53,0.0257723,0,0,0,0,0.0522006,0,0,0,0,0,0,0.0331426,0,0.0188564,0.0730031,0,0,0.0169504,0,0,0.0350879,0.0700626,0.0245235,0.00791988,0.019294,0.0319044,0.0347963,0.0448819,0.0531207,0.0342252,0.0126759,0.0146685,0.0259876,0.027931,0.0162511,0.0119664,0.00777802,0.0154188,0.0484544,0,0.0641517,0.0369813,0,0,0.0213236,0,0,0.0371376,0.053796,0.0275371,0.0217214,0.00903705,0.0442298,0.025932,0.041816,0,0.0686406,0.0241113,0.06084,0.0461815,0.0782287,0.0170267,0.0278864,0.0145621,0.0286714,0.0313791,0.0220365,0.0142374,0,0
54,0.0256916,0,0,0,0,0.0522365,0,0,0,0,0,0,0.0333941,0,0.0188128,0.0730538,0,0,0.0169401,0,0,0.0350878,0.0700748,0.0248069,0.00799766,0.0192822,0.0318033,0.0348261,0.0448311,0.053084,0.0342023,0.0126825,0.0147206,0.0258137,0.0278133,0.0162641,0.0119245,0.00776006,0.0155473,0.0483551,0,0.0641537,0.0369648,0,0,0.0213506,0,0,0.0370702,0.0538054,0.0275172,0.0216937,0.00902839,0.044192,0.0260272,0.0420032,0,0.0686141,0.0241256,0.0608767,0.0461524,0.0782453,0.016932,0.0276554,0.0142186,0.0285363,0.0313864,0.0220853,0.0142108,0,0
55,0.0256215,0,0,0,0,0.0522509,0,0,0,0,0,0,0.03354,0,0.0188043,0.073072,0,0,0.0169502,0,0,0.0350335,0.0701182,0.0249471,0.00808018,0.0192604,0.0317083,0.0347911,0.0447771,0.0530417,0.034195,0.0126978,0.0147353,0.0257322,0.0277629,0.0162447,0.0118588,0.00799152,0.0152466,0.0482955,0,0.064131,0.0369613,0,0,0.0213401,0,0,0.0369899,0.0538097,0.0274979,0.0216642,0.00902682,0.0441326,0.0260517,0.04201,0,0.0685797,0.024125,0.0609214,0.0460646,0.0782824,0.0168612,0.0274676,0.0139768,0.0284627,0.0313934,0.0221402,0.0141353,0,0
56,0.0255857,0,0,0,0,0.0522646,0,0,0,0,0,0,0.0336312,0,0.0187785,0.0731142,0,0,0.0170134,0,0,0.0350931,0.0701638,0.0250112,0.00816904,0.0192469,0.0316491,0.0347338,0.0447466,0.053002,0.034191,0.0127072,0.0146459,0.025674,0.0277329,0.0162292,0.0117755,0.00825876,0.014965,0.0482645,0,0.0640791,0.03696,0,0,0.0213592,0,0,0.0368911,0.0537058,0.0274575,0.0216286,0.00902088,0.0440652,0.0259757,0.0419714,0,0.0685768,0.0241147,0.0609387,0.046088,0.0782906,0.0168323,0.0272896,0.013944,0.028398,0.0313757,0.0222016,0.0141285,0,0
57,0.0255447,0,0,0,0,0.0522756,0,0,0,0,0,0,0.0337189,0,0.0187312,0.0731501,0,0,0.0169606,0,0,0.0348122,0.0701902,0.0251281,0.00824513,0.0192518,0.0315973,0.0346112,0.0447071,0.0529738,0.0342008,0.0127196,0.0145555,0.0255776,0.0276684,0.0162524,0.0116579,0.00766679,0.0151952,0.0482826,0,0.0640733,0.0369226,0,0,0.0213114,0,0,0.0368588,0.0537226,0.0274342,0.021597,0.00905012,0.0440176,0.0259362,0.0419536,0,0.0685917,0.0240954,0.0609491,0.0462119,0.0782822,0.0168612,0.0270506,0.0138186,0.0284229,0.0313692,0.0222633,0.0141923,0,0
58,0.0252229,0,0,0,0,0.0504194,0,0,0,0,0,0,0.0305261,0,0.0201636,0.0740764,0,0,0.0159601,0,0,0.0347683,0.0701698,0.0204332,0.00933353,0.0182379,0.0308435,0.0334431,0.0444276,0.0525701,0.0337514,0.0135692,0.0154733,0.0283585,0.0300103,0.0156261,0.011729,0.0071877,0.0155958,0.0429745,0,0.0636265,0.0351242,0,0,0.0248694,0,0,0.0197102,0.0552679,0.0283685,0.0214316,0.00675551,0.043695,0.0292204,0.0409147,0,0.0688782,0.0252949,0.0613512,0.0469706,0.0793625,0.0137158,0.0360078,0,0.0199755,0.0301786,0.0230841,0.0120452,0,0
59,0.0263203,0,0,0,0,0.0525068,0,0,0,0,0,0,0.0300745,0,0.0197757,0.073774,0,0,0.0155509,0,0,0.0346136,0.0696492,0.0204615,0.00955323,0.0191878,0.0320118,0.0339993,0.0454949,0.0535125,0.0343356,0.0136942,0.0157497,0.0284755,0.0300813,0.0161985,0.0124539,0.00702507,0.0156204,0.0418499,0,0.0641814,0.0369779,0,0,0.0434666,0,0,0.028159,0.0550593,0.0292444,0.0216015,0.00673232,0.0433536,0.0347786,0.0411122,0,0.0693172,0.0250815,0.0610238,0.0465398,0.078694,0.0125901,0.0445809,0.0970607,0.0415075,0.0317747,0.0216298,0.0125542,0,0
60,0.0251599,0,0,0,0,0.0520202,0,0,0,0,0,0,0.0296251,0,0.0196827,0.0743502,0,0,0.0149309,0,0,0.0317939,0.069029,0.0204546,0.00892114,0.0181832,0.0324253,0.0342638,0.0455327,0.053235,0.0330708,0.0132947,0.015599,0.0286446,0.0302442,0.0167851,0.0119087,0,0.0182895,0.0381944,0,0.0613578,0.0359707,0,0,0.0441935,0,0,0.0257127,0.0589921,0.0239406,0.0177475,0.0102654,0.0436884,0.0361267,0.0388418,0.065887,0.0653567,0.0238593,0.0645621,0.0502842,0.0826363,0.0132061,0.0439913,0.100228,0.0416828,0.030994,0.023065,0.0155217,0,0
61,0.0250452,0,0,0,0,0.0519151,0,0,0,0,0,0,0.029606,0,0.0195898,0.0744535,0,0,0.0132549,0,0,0.0310643,0.0690026,0.0204071,0.00896022,0.018162,0.0323874,0.0337904,0.0455434,0.0532416,0.0330432,0.01331,0.0156607,0.0286548,0.0302679,0.0167831,0.0122973,0,0.0187612,0.0379009,0,0.0612637,0.036183,0,0,0.0446805,0,0,0.0242731,0.0590044,0.0238016,0.0177913,0.0105376,0.043812,0.0367004,0.0385907,0.0654185,0.0652275,0.0240512,0.064573,0.0502717,0.0826551,0.0132777,0.0440283,0.100946,0.0421791,0.0308969,0.0230629,0.0158522,0,0
62,0.0259814,0,0,0,0,0.0527059,0,0,0,0,0,0,0.0298747,0,0.0197298,0.0750855,0,0,0.0154055,0,0,0.0356664,0.069303,0.0202198,0.0100446,0.0185532,0.0312127,0.0334192,0.0455627,0.0533501,0.0334928,0.0134369,0.0155733,0.0286212,0.0302154,0.0162842,0.0126315,0.0131686,0.0131424,0.0424191,0,0.0629334,0.0374341,0,0,0.045914,0,0,0.0240656,0.0553813,0.0280407,0.0217218,0.00700182,0.0445068,0.0368154,0.040808,0,0.068543,0.025604,0.0611235,0.0466851,0.0791848,0.0138734,0.0447252,0.101922,0.0415224,0.0319169,0.0217047,0.0127452,0,0
63,0.024959,0,0,0,0,0.0523779,0,0,0,0,0,0,0.0295773,0,0.0195966,0.0745747,0,0,0.0138269,0,0,0.0308444,0.0690558,0.0202546,0.00915405,0.0182109,0.0324831,0.0335401,0.0456656,0.053282,0.0329221,0.0132684,0.0153376,0.0286188,0.0302004,0.0168352,0.0120491,0,0.0181241,0.0379851,0,0.0610789,0.0363742,0,0,0.047234,0,0,0.0244109,0.0591565,0.0236813,0.0174979,0.0105585,0.0436907,0.0373203,0.0379711,0.0683071,0.0651651,0.024404,0.0647128,0.0503793,0.0827689,0.013251,0.0447653,0.102936,0.0409473,0.0312552,0.0231804,0.0158605,0,0
64,0.0249135,0,0,0,0,0.0527798,0,0,0,0,0,0,0.0295954,0,0.019624,0.074496,0,0,0.016203,0,0,0.0356825,0.0691094,0.020245,0.00917531,0.0182058,0.0323857,0.0347297,0.0456797,0.0532844,0.0328816,0.0132382,0.0153386,0.0285848,0.0301521,0.0168173,0.0117165,0.013606,0.0137749,0.0376939,0,0.0611692,0.0369205,0,0,0.048448,0,0,0.024641,0.0592521,0.0235765,0.0173648,0.0107852,0.0435689,0.0378344,0.0379568,0.0685576,0.0650152,0.0242429,0.0648362,0.0504805,0.0828761,0.0132935,0.0451947,0.103941,0.0402094,0.0315497,0.0231428,0.0161183,0,0
65,0.0262107,0,0,0,0,0.0537597,0,0,0,0,0,0,0.0293795,0,0.019748,0.0748812,0,0,0.0168314,0,0,0.0357586,0.0691093,0.020103,0.0100406,0.0185247,0.0312585,0.032494,0.0460267,0.0535205,0.0330611,0.013253,0.015333,0.0286402,0.0301127,0.0169353,0.0127449,0.0122268,0.0128163,0.0397638,0,0.0628701,0.037794,0,0,0.0501139,0,0,0.0249341,0.0561786,0.0251889,0.0213299,0.0113969,0.0448244,0.0377653,0,0.0525214,0.0652349,0.0231299,0.062595,0.04837,0.0812796,0.013657,0.0460044,0.105083,0.0395031,0.0328398,0.0216422,0.0145982,0,0
66,0.0273554,0,0,0,0,0.0546092,0,0,0,0,0,0,0.0292832,0,0.0198325,0.0752624,0,0,0.0168463,0,0,0.0358328,0.0690298,0.0199833,0.0109524,0.0188542,0.0302635,0.0307119,0.0463248,0.0537475,0.0332732,0.0132813,0.0153761,0.0286568,0.0300671,0.0169599,0.0137196,0.0122907,0.0121698,0.0422818,0,0.0645868,0.0387187,0,0,0.0517939,0,0,0.0252666,0.0532284,0.0283768,0.025149,0.010242,0.0460764,0.0380391,0,0.0132876,0.0670218,0.0233101,0.0599487,0.0456984,0.0788224,0.0148133,0.0466891,0.106374,0.0388354,0.0339418,0.0202797,0.0130184,0,0
67,0.0279172,0,0,0,0,0.055191,0,0,0,0,0,0,0.0292012,0,0.0198355,0.0755162,0,0,0.0166154,0,0,0.0358798,0.0688616,0.0199044,0.0114323,0.0189731,0.0299126,0.0299645,0.0465523,0.0538956,0.0333059,0.0132543,0.0154196,0.0286841,0.0300691,0.0170226,0.0140666,0.0124085,0.0119694,0.0435925,0,0.0651391,0.0392634,0,0,0.0536063,0,0,0.0257489,0.0520298,0.0299983,0.0268369,0.00983637,0.0467856,0.0384791,0,0.0170323,0.0678669,0.0234294,0.0587656,0.0445043,0.0777157,0.0156761,0.0472255,0.107604,0.0379874,0.0345865,0.0196866,0.0123626,0,0
68,0.0280919,0,0,0,0,0.05558,0,0,0,0,0,0,0.0291587,0,0.0198304,0.0755537,0,0,0.0160863,0,0,0.0360638,0.0687092,0.0198834,0.0114764,0.0190086,0.0300838,0.0299349,0.046685,0.0539755,0.0332875,0.013218,0.0155574,0.028719,0.0301009,0.0170501,0.0139441,0.0123101,0.0122629,0.0437067,0,0.0650076,0.0395479,0,0,0.0556179,0,0,0.026131,0.0519663,0.0301941,0.0270116,0.00970338,0.0469534,0.0390539,0,0.0175808,0.0679578,0.0234402,0.058637,0.04441,0.0776114,0.0157364,0.047703,0.109051,0.0372475,0.0348948,0.0196117,0.0123125,0,0
69,0.0280139,0,0,0,0,0.0558547,0,0,0,0,0,0,0.0291514,0,0.0197946,0.0755152,0,0,0.0156191,0,0,0.0362141,0.0686496,0.0198758,0.0112337,0.0190086,0.030576,0.0304236,0.0467479,0.0540302,0.0332945,0.0131949,0.0155848,0.0287405,0.03013,0.0170378,0.0134836,0.0122065,0.012794,0.0428313,0,0.0644282,0.0396756,0,0,0.0579138,0,0,0.0266896,0.0526572,0.0293034,0.0261216,0.00980373,0.0467068,0.0397694,0,0.0116199,0.0675048,0.0233743,0.0592693,0.045068,0.0781996,0.0151397,0.0481789,0.110797,0.0365566,0.0350034,0.0198641,0.0127344,0,0
70,0.0277385,0,0,0,0,0.0559837,0,0,0,0,0,0,0.0327787,0,0,0.0777523,0,0,0.0153825,0,0,0.0364003,0.0668329,0.0179865,0.0131431,0.018794,0.0318047,0.0319155,0,0.0556575,0.0327221,0.0112795,0.0130106,0.0292012,0.0303523,0.010943,0.0124049,0.011921,0.0137282,0.0428718,0,0.0605025,0.0395576,0,0,0.0602827,0,0,0.0277004,0,0.0265048,0.0203583,0.00832855,0.0450102,0.0403928,0,0,0.0661089,0.0236892,0.0622062,0.0478925,0.0806109,0.0137818,0.0487648,0.112087,0.035797,0.0348233,0.0204821,0.0130946,0,0
71,0.0255543,0,0,0,0,0.0553215,0,0,0,0,0,0,0.0289389,0,0.0194713,0.0738972,0,0,0.0158768,0,0,0.0366394,0.0684369,0.0199955,0.00907428,0.0183741,0.0340819,0.0356461,0.0466772,0.0538178,0.0324832,0.012957,0.0153723,0.0287097,0.0302439,0.0175409,0.0101666,0.0119281,0.0156023,0.0350875,0,0.0600383,0.0383978,0,0,0.0626899,0,0,0.0285383,0.0612491,0.0209055,0.01492,0.0128432,0.043585,0.0419613,0.0380827,0.0617067,0.0627969,0.0227577,0.0670052,0,0.085344,0.0146551,0.049015,0.115412,0.0362122,0.0332992,0.0235384,0.0176605,0,0
72,0.0276027,0,0,0,0,0.0567262,0,0,0,0,0,0,0.0293598,0,0.0194285,0.0749986,0,0,0.0151036,0,0,0.0365203,0.0685297,0.0199369,0.0103909,0.0192191,0.0328166,0.0329916,0.0467551,0.0543316,0.0336582,0.0132838,0.0155862,0.0288642,0.0304558,0.0168074,0.0113962,0.0123073,0.0145319,0.0419401,0,0.0622946,0.0401423,0,0,0.0653427,0,0,0.0293146,0.0552268,0.0281404,0.0219247,0.00691482,0.045358,0.0423928,0.04199,0,0.06844,0.0249668,0.0609527,0.0465812,0.0790095,0.0137799,0.0502711,0.118027,0.0358012,0.0351483,0.0211092,0.0132902,0,0
73,0.0268575,0,0,0,0,0.0566899,0,0,0,0,0,0,0.0290176,0,0.0192275,0.0749212,0,0,0.0154775,0,0,0.0366619,0.0681022,0.020112,0.0101829,0.018829,0.0339707,0.0350584,0.0469747,0.0543431,0.0330783,0.0130599,0.0155618,0.0289188,0.0304391,0.0174077,0.0102033,0.0123155,0.0155929,0.0367311,0,0.0601297,0.0401347,0,0,0.0678224,0,0,0.0307677,0.0593698,0.0239474,0.0175956,0.0105734,0.0445132,0.0438701,0.0387765,0.0721822,0.0651268,0.0239466,0.0646354,0.0503611,0.0826661,0.013844,0.050754,0.121122,0.0363508,0.0346693,0.0223565,0.0166595,0,0
74,0.0284789,0,0,0,0,0.0578119,0,0,0,0,0,0,0.0290929,0,0.0197268,0.0738964,0,0,0.0147899,0,0,0.0366536,0.0684908,0.0199305,0.0099659,0.0197851,0.0341359,0.0340556,0.0469417,0.0548598,0.0345296,0.0134991,0.0159535,0.0293142,0.0307464,0.0168787,0.0109296,0.0116647,0.0160048,0.0408954,0,0.0630995,0.0418563,0,0,0.0709662,0,0,0.0337397,0.0547044,0.0288608,0.0220255,0.00654683,0.0449132,0.0442973,0.0414963,0,0.0690591,0.0251168,0.0607267,0.0463264,0.0786959,0.0132623,0.0526163,0.120924,0.0366366,0.036011,0.0206132,0.0133043,0,0
75,0.0279578,0,0,0,0,0.0580053,0,0,0,0,0,0,0.0287693,0,0.0190504,0.0749924,0,0,0.0156898,0,0,0.0370944,0.0676482,0.020151,0.0104166,0.0191406,0.0345865,0.0353317,0.0475392,0.0548117,0.0332991,0.0130933,0.0157038,0.0291016,0.0305615,0.0176581,0.00975137,0.0129207,0.0160786,0.0367312,0,0.0599244,0.0418076,0,0,0.0735241,0,0,0.0339518,0.0590453,0.0241785,0.0179865,0.0104492,0.0448627,0.0462891,0.03905,0.070752,0.0652063,0.0239079,0.0643867,0.0500644,0.0824443,0.0139446,0.0523453,0.127622,0.0383363,0.0357823,0.0218021,0.0166766,0,0
76,0.0297533,0,0,0,0,0.0592992,0,0,0,0,0,0,0.028782,0,0.0195514,0.0729933,0,0,0.0149622,0,0,0.0371475,0.0682206,0.0200905,0.0100171,0.0204581,0.0354771,0.034708,0.0473333,0.0555118,0.0352493,0.0137345,0.0162545,0.0296139,0.0310002,0.0172331,0.01054,0.0118002,0.0168318,0.0404059,0,0.0637469,0.0437722,0,0,0.0768011,0,0,0.0375101,0.0541752,0.0292866,0.0223383,0.00653963,0.0449317,0.0469537,0.0416705,0,0.0692827,0.0249609,0.0605449,0.0459815,0.0784158,0.0131949,0.0545124,0.126478,0.0393527,0.0372952,0.0200855,0.0134064,0,0
77,0.0305834,0,0,0,0,0.0602884,0,0,0,0,0,0,0.0289205,0,0.0194874,0.0729392,0,0,0.0150645,0,0,0.0374619,0.06799,0.0203946,0.0106994,0.0207014,0.0359174,0.0347558,0.0477125,0.0558614,0.0353815,0.0136103,0.0161621,0.0295434,0.0309227,0.0172389,0.0101676,0.0118142,0.0170286,0.0407455,0,0.063804,0.0448684,0,0,0.0795503,0,0,0.0393951,0.0539159,0.0296986,0.0224709,0.00655104,0.0451154,0.0486214,0.0419339,0,0.0693291,0.0248607,0.0603749,0.0459294,0.0782255,0.0130393,0.0553477,0.130092,0.0413859,0.0381556,0.0198236,0.0130056,0,0
78,0.0314002,0,0,0,0,0.0611925,0,0,0,0,0,0,0.0288318,0,0.0193534,0.0728665,0,0,0.0151796,0,0,0.0376637,0.0677594,0.0205421,0.0106887,0.0209477,0.0364448,0.0348588,0.0480329,0.056201,0.0355881,0.0136816,0.0163099,0.0296439,0.0310337,0.0174145,0.00985538,0.0117876,0.0175412,0.0407015,0,0.063882,0.0459625,0,0,0.0823984,0,0,0.0415123,0.0537375,0.0298159,0.0225777,0.00656088,0.0453142,0.0502792,0.0421222,0,0.0693792,0.0248047,0.0602351,0.0458493,0.0780926,0.0130395,0.0561137,0.133924,0.0440724,0.038977,0.0195934,0.0130621,0,0
79,0.0322943,0,0,0,0,0.0621522,0,0,0,0,0,0,0.0287632,0,0.0192861,0.0729554,0,0,0.0154317,0,0,0.0377794,0.0674898,0.0206903,0.0105062,0.0211212,0.036924,0.0349634,0.048362,0.0565756,0.0357615,0.0137323,0.016425,0.0298405,0.0312242,0.0175124,0.00949545,0.0128447,0.0176659,0.0405616,0,0.0639455,0.0471817,0,0,0.0852879,0,0,0.0439336,0.0536511,0.0299196,0.0227077,0.00647672,0.0455626,0.05207,0.0422891,0,0.0694183,0.0247858,0.0601051,0.0457354,0.0780217,0.0131394,0.0568432,0.137792,0.0472418,0.0398175,0.0194301,0.0130828,0,0
80,0.0332795,0,0,0,0,0.0631986,0,0,0,0,0,0,0.0286613,0,0.0191582,0.0729037,0,0,0.0158712,0,0,0.0378643,0.0672074,0.020868,0.0105893,0.0213481,0.0374455,0.0350427,0.048656,0.0569072,0.0360031,0.0138559,0.0164572,0.0300227,0.0314214,0.0176763,0.009101,0.0137934,0.0178146,0.0405102,0,0.0640856,0.0484133,0,0,0.0880805,0,0,0.046296,0.0536409,0.0300427,0.0228492,0.00647166,0.0457494,0.053887,0.0424035,0,0.0694563,0.0246945,0.0599636,0.0456122,0.0779285,0.0132697,0.0575661,0.141668,0.0508623,0.0407148,0.0193431,0.0131332,0,0
