Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
1162,0,0.0272028,0,0,0,0,0.0437271,0,0,0,0,0,0,0.0314994,0,0.0165713,0.0718109,0,0,0.0203135,0,0,0.0384517,0.0663113,0.0203596,0.00760686,0.016018,0.0382889,0.0416743,0.0309177,0.0469554,0.0576783,0.0344496,0.0113221,0.0160966,0.0279072,0.0276489,0.0157185,0.012448,0.0243314,0.0203468,0.015278,0,0.0166108,0.0613663,0.0306623,0,0,0.0133235,0,0,0.0503688,0.0631363,0.0373533,0.0242921,0.0126843,0.0542884,0.0389664,0.069619,0.0275721,0.0554837,0.0350509,0.0396231,0.0705908,0.0395426,0.0142051,0.0328517,0.0229974,0.0235807,0.0295161,0.034598,0.0681629
1163,0,0.0273684,0,0,0,0,0.0437973,0,0,0,0,0,0,0.0305845,0,0.016994,0.0717503,0,0,0.020382,0,0,0.0384083,0.0660817,0.0207313,0.00754515,0.0159242,0.038262,0.0416029,0.0310928,0.0474386,0.058064,0.0346955,0.0113069,0.0161015,0.0283586,0.0280114,0.0169321,0.0125694,0.0242199,0.0203641,0.0155291,0,0.0165301,0.0615676,0.0307228,0,0,0.0133057,0,0,0.0503524,0.0629192,0.0371878,0.0244117,0.0127409,0.054197,0.0389846,0.0695817,0.0275371,0.0554913,0.0350367,0.0397716,0.0706711,0.0389118,0.0143536,0.0327389,0.0229797,0.0237454,0.0294822,0.0347678,0.0683235
1164,0,0.0275003,0,0,0,0,0.043872,0,0,0,0,0,0,0.029891,0,0.0174559,0.0715917,0,0,0.0204489,0,0,0.0383925,0.0659048,0.0209179,0.00743307,0.0157936,0.0380973,0.0415052,0.0312194,0.0478364,0.0584445,0.0349099,0.0112218,0.016052,0.0286831,0.0283092,0.0179345,0.0125976,0.0241825,0.020394,0.0157744,0,0.0164607,0.0617329,0.0307984,0,0,0.0132791,0,0,0.0503258,0.0627153,0.0370143,0.0245019,0.0127046,0.0541343,0.0390057,0.0695901,0.0275252,0.0555114,0.0350557,0.0399351,0.0707579,0.0383346,0.014564,0.0327101,0.0230256,0.0239034,0.0293921,0.0349124,0.0685084
1165,0,0.0275661,0,0,0,0,0.0439418,0,0,0,0,0,0,0.0294247,0,0.0179369,0.0713432,0,0,0.0205035,0,0,0.0383943,0.0657674,0.0209658,0.00724799,0.0157066,0.0378204,0.041355,0.0313409,0.0480242,0.0587357,0.0350797,0.0111403,0.0159192,0.0288585,0.0285537,0.0186423,0.0126184,0.0241598,0.0204072,0.0160877,0,0.0162913,0.0618657,0.0308632,0,0,0.013205,0,0,0.0503298,0.0625025,0.0367623,0.0245883,0.0126131,0.0540279,0.0389742,0.0696093,0.0275066,0.0555419,0.035099,0.0399418,0.0708513,0.037801,0.0147126,0.0327152,0.0230093,0.0240311,0.0294232,0.0350602,0.068664
1166,0,0.0276182,0,0,0,0,0.0439326,0,0,0,0,0,0,0.0290997,0,0.0182806,0.0710966,0,0,0.0205149,0,0,0.0384202,0.0656365,0.0210929,0.00703313,0.0156769,0.0375826,0.0411246,0.0314661,0.048072,0.059002,0.0352427,0.0111478,0.0157952,0.0290323,0.028722,0.0190915,0.0126418,0.0242144,0.0203501,0.0165062,0,0.0161131,0.061951,0.0309896,0,0,0.0131478,0,0,0.0503067,0.0622885,0.0365029,0.0246891,0.0124654,0.053844,0.0389124,0.0696494,0.0274626,0.0555904,0.0351615,0.0399662,0.0710213,0.0372071,0.0150141,0.0326321,0.0230053,0.0240953,0.0292549,0.0352007,0.0688148
1167,0,0.0276346,0,0,0,0,0.043917,0,0,0,0,0,0,0.028947,0,0.0185508,0.0709368,0,0,0.0204964,0,0,0.0384797,0.0655363,0.0210207,0.00682075,0.0156415,0.037336,0.0408663,0.0315559,0.0481257,0.0592244,0.0354065,0.0112365,0.0156378,0.0290391,0.028731,0.0193822,0.0126944,0.0243677,0.0202624,0.0169152,0,0.0159698,0.0620195,0.0310961,0,0,0.0130519,0,0,0.0502739,0.0620693,0.0362796,0.0247731,0.0123451,0.0537823,0.0388536,0.0696323,0.0273867,0.0556763,0.0352394,0.0400711,0.0711955,0.036602,0.0152805,0.03252,0.0229869,0.0241636,0.0291041,0.0353415,0.0689217
1168,0,0.0276031,0,0,0,0,0.0439327,0,0,0,0,0,0,0.0289243,0,0.0187772,0.0709525,0,0,0.020455,0,0,0.0384497,0.065461,0.0211229,0.00664721,0.0156048,0.0370805,0.0406258,0.0315758,0.0481976,0.0593337,0.0355188,0.0112885,0.0153581,0.0289961,0.028705,0.0193295,0.0127228,0.0244313,0.0202036,0.0172586,0,0.0158757,0.0620795,0.0311592,0,0,0.0129402,0,0,0.0502135,0.0618818,0.036146,0.0248615,0.0123621,0.0537804,0.0387954,0.06954,0.027267,0.0557973,0.0353294,0.0402356,0.0713762,0.0360516,0.0154268,0.0324997,0.0230096,0.0241967,0.0290264,0.0354557,0.0689886
1169,0,0.0275695,0,0,0,0,0.0439381,0,0,0,0,0,0,0.0290418,0,0.0189704,0.0711799,0,0,0.0203979,0,0,0.0384107,0.0654236,0.0213339,0.00651244,0.0156529,0.0368326,0.0404461,0.0315849,0.0481682,0.0593813,0.0356171,0.0111903,0.0149747,0.0289621,0.0286635,0.0189223,0.0126956,0.0244562,0.0201198,0.0176499,0,0.0158235,0.0621663,0.0312149,0,0,0.0128702,0,0,0.0502004,0.0616539,0.0361789,0.0249378,0.0121342,0.0537611,0.0387019,0.0694943,0.0271918,0.0558483,0.0353908,0.0403957,0.0715576,0.0353703,0.0154273,0.032498,0.0229477,0.0241784,0.0290398,0.0355533,0.0691061
1170,0,0.0275581,0,0,0,0,0.0439206,0,0,0,0,0,0,0.0292677,0,0.0190394,0.0713016,0,0,0.0203308,0,0,0.0384252,0.0654046,0.0213139,0.00630201,0.0156487,0.0365469,0.0403002,0.0316206,0.048093,0.0594138,0.0356521,0.0110702,0.014637,0.0289625,0.0286096,0.0184509,0.0126424,0.0244857,0.020018,0.0182453,0,0.0157335,0.0621668,0.0312589,0,0,0.0128502,0,0,0.0501606,0.0613493,0.0361542,0.0250424,0.0115139,0.0537584,0.0386278,0.0695289,0.027119,0.0557843,0.0354711,0.0404735,0.0715823,0.0344678,0.0154581,0.0324984,0.0229479,0.0241679,0.0290818,0.0356862,0.0693696
1171,0,0.0275486,0,0,0,0,0.0439342,0,0,0,0,0,0,0.0295836,0,0.0190941,0.071317,0,0,0.0202935,0,0,0.0384711,0.0653496,0.0210617,0.00608623,0.0155485,0.0363014,0.0402079,0.0316565,0.0480394,0.0594745,0.0356815,0.0109782,0.0143412,0.0288958,0.0285549,0.0179657,0.0126473,0.024512,0.0199487,0.0187472,0,0.01557,0.0621747,0.0312712,0,0,0.0128263,0,0,0.0501061,0.0611491,0.0360471,0.0251176,0.0113042,0.0537488,0.0385547,0.0694675,0.027039,0.055838,0.0355518,0.0404692,0.0716711,0.0338719,0.0155207,0.0325039,0.0229945,0.0241657,0.0291251,0.0358215,0.0695476
1172,0,0.0275185,0,0,0,0,0.0439707,0,0,0,0,0,0,0.0299045,0,0.0191316,0.0712986,0,0,0.0203087,0,0,0.0385193,0.065268,0.0210166,0.00588923,0.0154052,0.0360744,0.0401481,0.0317249,0.0480214,0.0595341,0.0356966,0.0109365,0.0141157,0.0288461,0.0285701,0.0175291,0.0127232,0.0245725,0.0199129,0.0191922,0,0.0154275,0.0621501,0.0312517,0,0,0.0127748,0,0,0.0500778,0.0609689,0.0359285,0.0251991,0.0112675,0.0537616,0.0384818,0.069399,0.0269505,0.0559339,0.035601,0.0405234,0.0718217,0.0334161,0.0154748,0.0325699,0.0230221,0.0241838,0.02915,0.0359605,0.0695515
1173,0,0.027463,0,0,0,0,0.0439888,0,0,0,0,0,0,0.03011,0,0.0191837,0.0713216,0,0,0.0203259,0,0,0.0385129,0.0652255,0.0211456,0.00575523,0.0154673,0.0358552,0.0401026,0.0318298,0.0480334,0.0595674,0.0356635,0.0108924,0.0140487,0.0288947,0.0286274,0.0171816,0.0127772,0.0246314,0.0199197,0.0196255,0,0.0153388,0.062138,0.0311802,0,0,0.0127006,0,0,0.0500313,0.0607552,0.0357784,0.0253233,0.0112404,0.0538072,0.0384032,0.0693711,0.0268316,0.0560603,0.0356777,0.0406426,0.0720722,0.0329923,0.0154211,0.0327041,0.0230504,0.0242075,0.0291899,0.0360508,0.0695711
1174,0,0.0274159,0,0,0,0,0.0439895,0,0,0,0,0,0,0.0303352,0,0.0192662,0.0713575,0,0,0.0202885,0,0,0.0384795,0.0651923,0.0211608,0.0055937,0.0155125,0.0356366,0.0400768,0.0319182,0.0480038,0.059594,0.0356412,0.0108123,0.0139679,0.0289506,0.0286822,0.0168646,0.0128281,0.0246399,0.0199271,0.0199537,0,0.0152381,0.0621299,0.0311558,0,0,0.0126843,0,0,0.0499685,0.0605218,0.03562,0.0254438,0.0111738,0.0538507,0.0383372,0.0693451,0.0266953,0.0561742,0.0357505,0.0407638,0.0722884,0.0325988,0.0155091,0.0327691,0.0230832,0.0242654,0.0292778,0.0361546,0.069633
1175,0,0.0273883,0,0,0,0,0.0440068,0,0,0,0,0,0,0.0305052,0,0.0193567,0.0713658,0,0,0.0202423,0,0,0.0384577,0.0651444,0.0211765,0.00539334,0.0154948,0.0354419,0.0401051,0.0319789,0.047917,0.0596421,0.0356247,0.0107617,0.0138819,0.0290208,0.0287314,0.0167145,0.0129127,0.0245953,0.0199039,0.0202698,0,0.0151138,0.0621482,0.0311784,0,0,0.0127604,0,0,0.0499366,0.0603075,0.0353902,0.0255592,0.0111495,0.0538695,0.0382827,0.0693068,0.0265972,0.0562501,0.0357775,0.0409132,0.072438,0.0321998,0.0156583,0.0327967,0.0230782,0.0243162,0.0293851,0.036298,0.069711
1176,0,0.0273741,0,0,0,0,0.0440636,0,0,0,0,0,0,0.0304983,0,0.0193906,0.0713448,0,0,0.0202606,0,0,0.0384315,0.0650619,0.0213744,0.00522669,0.0154295,0.0352582,0.0401785,0.0320268,0.0479117,0.0597407,0.0356239,0.0107496,0.0139044,0.0291427,0.0288777,0.0166799,0.0130457,0.0245255,0.0199256,0.0206128,0,0.0150126,0.0621755,0.0311577,0,0,0.0128073,0,0,0.0499233,0.0600577,0.0351753,0.0256591,0.0110072,0.0539275,0.0382335,0.0692969,0.0265283,0.0562471,0.035779,0.0411149,0.072476,0.0317205,0.0157119,0.0328713,0.0230861,0.0243642,0.0294677,0.0364571,0.0698564
1177,0,0.0273823,0,0,0,0,0.0441578,0,0,0,0,0,0,0.0303307,0,0.0194344,0.0713115,0,0,0.0203046,0,0,0.0384205,0.0649624,0.0215739,0.00511454,0.0153592,0.0350879,0.0402465,0.0320852,0.0480526,0.0598874,0.035629,0.0107557,0.0139813,0.0292801,0.0290859,0.016763,0.0130891,0.0244829,0.0199954,0.0208202,0,0.0148935,0.0622268,0.0310944,0,0,0.0128286,0,0,0.0499082,0.0597953,0.0349193,0.0257667,0.0108372,0.0540321,0.0381935,0.0692805,0.0264557,0.05625,0.0358285,0.0412662,0.0724975,0.0312937,0.01569,0.0329654,0.0231247,0.0244012,0.029511,0.0366082,0.0699885
1178,0,0.0273959,0,0,0,0,0.0442633,0,0,0,0,0,0,0.0300839,0,0.0195821,0.0712629,0,0,0.0203792,0,0,0.0384625,0.0649112,0.0216094,0.0050272,0.0152742,0.0349336,0.0402879,0.032145,0.0484553,0.0600457,0.0356735,0.0107737,0.0140024,0.0294099,0.0292768,0.0170498,0.0130373,0.024522,0.0200604,0.0210538,0,0.0147696,0.0622905,0.0310057,0,0,0.0128696,0,0,0.0499048,0.0595502,0.0346479,0.0259512,0.0107456,0.0541189,0.0381397,0.0692299,0.0263991,0.0562689,0.0359118,0.0413295,0.0725778,0.030907,0.0156688,0.0330487,0.0231128,0.0244741,0.029529,0.0367486,0.0700967
1179,0,0.0274009,0,0,0,0,0.0443581,0,0,0,0,0,0,0.0296802,0,0.0197945,0.0711594,0,0,0.0204792,0,0,0.0385096,0.0648917,0.0218514,0.00492224,0.0152485,0.0348027,0.0402919,0.0321918,0.0488923,0.0602189,0.0357209,0.0108034,0.0140238,0.0295413,0.0293949,0.0176733,0.0130426,0.0245905,0.0201077,0.0213469,0,0.0146419,0.0623792,0.0308981,0,0,0.0129806,0,0,0.0499056,0.0593594,0.0343708,0.0261511,0.0106905,0.0541922,0.0380353,0.0690893,0.0262741,0.0563546,0.0359745,0.0411821,0.072771,0.0306759,0.0157674,0.0330818,0.02306,0.0246036,0.0295453,0.0368429,0.0701211
1180,0,0.0273638,0,0,0,0,0.0444297,0,0,0,0,0,0,0.0291951,0,0.020017,0.0710995,0,0,0.0206055,0,0,0.0385404,0.0649352,0.0220534,0.00478242,0.015203,0.0346748,0.0402525,0.0321613,0.0491185,0.0603741,0.0357547,0.0107885,0.0139559,0.0295513,0.0294717,0.0183969,0.0130845,0.0246223,0.0201509,0.021547,0,0.0146,0.0624516,0.0308146,0,0,0.0129983,0,0,0.0498456,0.0591747,0.034161,0.0263301,0.0105863,0.0542285,0.0379384,0.0689645,0.0260762,0.0563737,0.0361533,0.0411617,0.0729524,0.0305635,0.0158658,0.0332142,0.0230443,0.0247424,0.0295726,0.0369263,0.0700764
1181,0,0.0272877,0,0,0,0,0.0444843,0,0,0,0,0,0,0.0288148,0,0.0201388,0.0710675,0,0,0.0206735,0,0,0.0385706,0.0648981,0.022075,0.00466273,0.015176,0.0345381,0.0401989,0.0321437,0.0492524,0.0605037,0.0357788,0.0107537,0.0138475,0.0297261,0.0295518,0.018969,0.0130588,0.0246248,0.020139,0.0217935,0,0.0145945,0.0625354,0.0307481,0,0,0.0129413,0,0,0.0498063,0.0589663,0.0340232,0.0264807,0.010462,0.0542155,0.0378177,0.0688794,0.0260102,0.0563494,0.0362359,0.0411819,0.0730389,0.0302982,0.0159244,0.0333003,0.0230464,0.0248196,0.0296376,0.0370403,0.0699656
1182,0,0.0272206,0,0,0,0,0.0445203,0,0,0,0,0,0,0.0285356,0,0.0202373,0.0710164,0,0,0.020702,0,0,0.0385971,0.0648225,0.0221181,0.00457376,0.0151209,0.0343878,0.0401321,0.0321368,0.0493935,0.0606276,0.0358101,0.0107358,0.0137614,0.0299831,0.0296414,0.0193112,0.0129967,0.0246261,0.0201365,0.0222288,0,0.0145451,0.0626198,0.0306834,0,0,0.0128875,0,0,0.0498081,0.0587514,0.0339098,0.0266109,0.0102011,0.0541662,0.0376759,0.068844,0.0259019,0.0563288,0.0362695,0.0412049,0.0730731,0.0298778,0.015999,0.0332916,0.0230086,0.0249125,0.0296999,0.0371779,0.0699969
1183,0,0.0271633,0,0,0,0,0.0445851,0,0,0,0,0,0,0.0283529,0,0.0202587,0.0709345,0,0,0.0207475,0,0,0.0386669,0.0647324,0.0220475,0.00449139,0.0150296,0.0342179,0.0400331,0.0321044,0.0494854,0.0607097,0.0358377,0.0107739,0.0137621,0.0300069,0.0297535,0.0195002,0.0129449,0.0246941,0.0201405,0.0228408,0,0.0144877,0.0627184,0.0306319,0,0,0.0128514,0,0,0.0498185,0.0585456,0.0337748,0.0267138,0.00991049,0.0541178,0.0375619,0.0688197,0.0258117,0.0563662,0.0362988,0.0413402,0.0730606,0.0293798,0.0160639,0.0332907,0.0229346,0.0250007,0.0297258,0.0373411,0.070088
1184,0,0.0271181,0,0,0,0,0.044679,0,0,0,0,0,0,0.0283861,0,0.0202708,0.0708642,0,0,0.0208148,0,0,0.0387408,0.0646173,0.0220825,0.00441393,0.0148999,0.0340448,0.0399038,0.032105,0.0495299,0.0608028,0.0358568,0.0108521,0.0137896,0.030141,0.0299214,0.0194954,0.0129349,0.0248178,0.0201736,0.0232492,0,0.0144323,0.0628277,0.0305779,0,0,0.0128313,0,0,0.0498222,0.0583721,0.0336572,0.026781,0.00986571,0.0540679,0.0374741,0.0688032,0.0258018,0.0563478,0.0363358,0.0415574,0.0730105,0.0289147,0.0161652,0.0332834,0.0228581,0.0250861,0.0297547,0.0374482,0.0701429
1185,0,0.0270741,0,0,0,0,0.0447555,0,0,0,0,0,0,0.028655,0,0.0202691,0.0707925,0,0,0.0208982,0,0,0.0387926,0.0645013,0.0223188,0.00435286,0.0147229,0.0339267,0.0397753,0.0321072,0.0496266,0.0608715,0.0358585,0.0109701,0.013825,0.0303028,0.0300836,0.019352,0.0128863,0.0249211,0.0202292,0.0235263,0,0.0143426,0.0629343,0.0305426,0,0,0.0128193,0,0,0.0498667,0.0582236,0.0335105,0.0268218,0.00980163,0.0540174,0.0374154,0.0687018,0.0258093,0.0563932,0.0363845,0.041453,0.0730298,0.0285546,0.0162529,0.0333321,0.022768,0.0251979,0.029769,0.0375726,0.0701807
1186,0,0.0270409,0,0,0,0,0.0448202,0,0,0,0,0,0,0.029018,0,0.0201434,0.0707568,0,0,0.0209489,0,0,0.0388163,0.0645156,0.0224509,0.00427041,0.0145517,0.0338371,0.0396325,0.0320946,0.0497461,0.0609338,0.0358146,0.0110685,0.0138986,0.0304723,0.0302533,0.0187951,0.0128313,0.0249671,0.0202694,0.0237685,0,0.0141618,0.0630148,0.0305688,0,0,0.0128335,0,0,0.0498947,0.058111,0.0332665,0.0268468,0.00969007,0.0539784,0.0373664,0.0685655,0.0257887,0.0564754,0.0364126,0.0413079,0.0731407,0.0283023,0.0164285,0.033425,0.0227048,0.025292,0.0297699,0.0376944,0.0702654
1187,0,0.0270337,0,0,0,0,0.0448999,0,0,0,0,0,0,0.0294809,0,0.0199784,0.0707631,0,0,0.0209758,0,0,0.0388234,0.0645163,0.0224478,0.0041812,0.0143689,0.0337559,0.0394778,0.0320725,0.0497487,0.0609494,0.0357734,0.0112188,0.0140238,0.0305479,0.0304506,0.0181195,0.012803,0.0249511,0.020281,0.0239475,0,0.0140098,0.0630334,0.0305804,0,0,0.0128174,0,0,0.0499233,0.0579783,0.033102,0.0268803,0.00968448,0.0539593,0.0373711,0.0684634,0.0257586,0.0565416,0.0364132,0.0413322,0.0732739,0.0280461,0.016568,0.033458,0.0226866,0.0253557,0.0297333,0.0378214,0.0704889
1188,0,0.0270561,0,0,0,0,0.0449767,0,0,0,0,0,0,0.0300622,0,0.0198631,0.0707289,0,0,0.0210062,0,0,0.0388425,0.0644591,0.0225199,0.00406874,0.0141878,0.0336936,0.0393233,0.0320532,0.0496804,0.0609477,0.0357361,0.011373,0.0141445,0.0304892,0.030597,0.0172745,0.0128163,0.024977,0.0202855,0.0239816,0,0.0139334,0.06306,0.0306453,0,0,0.0128774,0,0,0.0499503,0.0578727,0.0328816,0.0269003,0.00987106,0.0539511,0.0374283,0.0684037,0.0257534,0.0566022,0.036376,0.0414553,0.073489,0.0277986,0.0167011,0.0333275,0.0226456,0.0254057,0.0296643,0.0378992,0.0705206
1189,0,0.027075,0,0,0,0,0.0450255,0,0,0,0,0,0,0.0308922,0,0.0197372,0.0707232,0,0,0.0210548,0,0,0.0388911,0.0643395,0.02259,0.00394923,0.0140288,0.0336392,0.0391451,0.0319936,0.0496307,0.0609008,0.035681,0.0114566,0.0141917,0.0304093,0.0307317,0.0161532,0.0127172,0.0250899,0.0203081,0.0240823,0,0.0138224,0.0630728,0.0307273,0,0,0.0129401,0,0,0.0499663,0.0577782,0.0326283,0.0268921,0.00997972,0.0539533,0.0375476,0.0683463,0.0257405,0.0566333,0.0363955,0.0416014,0.0736411,0.0275823,0.0167621,0.0331651,0.0225613,0.0254436,0.0295827,0.0379551,0.0704487
1190,0,0.0270842,0,0,0,0,0.0450654,0,0,0,0,0,0,0.0319289,0,0.0196306,0.0707662,0,0,0.0211087,0,0,0.0389358,0.064279,0.0226444,0.00380482,0.0139235,0.0336091,0.0389241,0.0319629,0.0495115,0.0608765,0.0356204,0.0114806,0.0141327,0.0304215,0.0307556,0.0149007,0.0126139,0.0252302,0.0203411,0.0241443,0,0.013747,0.0630751,0.0308186,0,0,0.0130085,0,0,0.0500259,0.0577004,0.0323339,0.0268179,0.0103722,0.0539585,0.0376928,0.0682387,0.0257407,0.0567751,0.0364789,0.0418488,0.0737731,0.0275389,0.0168685,0.0330298,0.0225623,0.0254978,0.0295496,0.0380085,0.0703162
1191,0,0.0281695,0,0,0,0,0.045351,0,0,0,0,0,0,0.0329939,0,0,0.0732366,0,0,0.0208441,0,0,0.038837,0.0607938,0.0187433,0.00386705,0.017729,0.0339437,0.0377925,0.035728,0,0.064523,0.0370084,0.0105638,0.0114677,0.0294383,0.0284377,0.0104842,0.0126173,0.0254237,0.0200527,0.0307836,0,0.0122865,0.0615396,0.031791,0,0,0.0125115,0,0,0.0499367,0,0.0343588,0.0258005,0,0.053892,0.0371475,0.0696343,0.0262354,0.055283,0.037536,0.0399899,0.0716812,0.0210834,0.0169748,0.0329351,0.0224934,0.0260984,0.0286322,0.0390136,0
1192,0,0.0270971,0,0,0,0,0.0451328,0,0,0,0,0,0,0.0339327,0,0.0190949,0.0707484,0,0,0.021141,0,0,0.0390346,0.0642587,0.0225811,0.00334601,0.0137483,0.0336434,0.0384241,0.0318217,0.0490867,0.0608116,0.0355072,0.0116077,0.0141347,0.0304268,0.0307079,0.0115713,0.0125181,0.0255499,0.0202316,0.0250713,0,0.013272,0.0629148,0.0311906,0,0,0.0131125,0,0,0.0503979,0.0574382,0.0320596,0.0264266,0.010021,0.0538225,0.038077,0.0682273,0.0258022,0.0568569,0.0367162,0.0414888,0.0738682,0.0269268,0.016979,0.032968,0.0226578,0.0255682,0.0294191,0.0381157,0.0703201
1193,0,0.0270979,0,0,0,0,0.0451631,0,0,0,0,0,0,0.0356547,0,0.0187315,0.0705086,0,0,0.0211459,0,0,0.0390702,0.0643763,0.0225572,0.00323129,0.0136489,0.0336376,0.0381098,0.0315967,0.0488931,0.0606967,0.0354377,0.0116589,0.0141119,0.0303776,0.0306907,0.00912867,0.0124322,0.0256915,0.0201494,0.0252529,0,0.0131645,0.0629341,0.0314222,0,0,0.0133944,0,0,0.0506066,0.057198,0.0320231,0.0264177,0.00958465,0.0538085,0.038391,0.0682966,0.025811,0.0568359,0.0367361,0.0412846,0.0738517,0.0267325,0.0170732,0.0330452,0.0227735,0.025581,0.0292737,0.0382351,0.0703316
1194,0,0.027122,0,0,0,0,0.0451875,0,0,0,0,0,0,0.0376035,0,0.0183688,0.0705723,0,0,0.0210978,0,0,0.0390639,0.0644454,0.0225694,0.00299455,0.0135903,0.0337144,0.0377822,0.0314491,0.0487057,0.0606105,0.0353779,0.0117718,0.014135,0.0303441,0.0306372,0.00686336,0.0123851,0.0258341,0.0200494,0.025613,0,0.0130557,0.0629554,0.0317133,0,0,0.0136859,0,0,0.0507731,0.0570079,0.0320218,0.0262184,0.00938741,0.0537311,0.0386923,0.0685034,0.025892,0.0567895,0.0368135,0.0415509,0.0738219,0.0261821,0.0171079,0.0331155,0.0228825,0.0255839,0.0291118,0.0382899,0.0702918
1195,0,0.0271293,0,0,0,0,0.045171,0,0,0,0,0,0,0.039866,0,0.0179976,0.0705659,0,0,0.0209784,0,0,0.0390576,0.0644421,0.0226529,0.00276954,0.0135349,0.0338002,0.0374828,0.0312962,0.0484671,0.0604697,0.0352741,0.0119186,0.0141151,0.030354,0.0305548,0.00482811,0.0123579,0.0259546,0.0199075,0.0258602,0,0.0128944,0.0629492,0.0320699,0,0,0.0139769,0,0,0.0509319,0.056841,0.031963,0.0259808,0.00930474,0.0536339,0.0390128,0.0686542,0.0259651,0.0567639,0.0368566,0.0416334,0.0738297,0.0258856,0.017056,0.0330735,0.022935,0.0255598,0.0289801,0.0383599,0.0701815
1196,0,0.0271369,0,0,0,0,0.0451047,0,0,0,0,0,0,0.0421129,0,0.0176449,0.070562,0,0,0.0208156,0,0,0.0390563,0.064465,0.0227502,0.00257203,0.0135029,0.0338944,0.0372179,0.0311116,0.0481885,0.0602994,0.0351403,0.0118478,0.0141005,0.0303432,0.0304166,0.00386695,0.0123632,0.0260166,0.0197582,0.0259738,0,0.012783,0.062906,0.0324429,0,0,0.0142745,0,0,0.051081,0.0567104,0.0319426,0.0257184,0.00926829,0.0535246,0.0393244,0.0687238,0.0259776,0.0567453,0.0368641,0.0418289,0.0738719,0.0257923,0.0170337,0.032948,0.0229818,0.0255136,0.0288787,0.0384796,0.0702708
1197,0,0.0272795,0,0,0,0,0.0450644,0,0,0,0,0,0,0.0431322,0,0.017345,0.0720901,0,0,0.0205341,0,0,0.0389553,0.0640029,0.0227702,0.00353014,0.0136711,0.0337225,0.0363141,0.0307379,0.0479883,0.060302,0.0349268,0.011491,0.0142794,0.0301523,0.0302164,0.00419931,0.012333,0.0261029,0.0195448,0.0301426,0,0.011601,0.0617841,0.0329945,0,0,0.0146931,0,0,0.0513062,0,0.0338828,0.02575,0.00957015,0.0541462,0.0397832,0.0701537,0.0267805,0.0554358,0.0371017,0.0403724,0.0722342,0.0217409,0.0170587,0.0328581,0.0230677,0.0255612,0.0283997,0.039192,0
1198,0,0.0271175,0,0,0,0,0.044927,0,0,0,0,0,0,0.0459403,0,0.0168396,0.0707518,0,0,0.0204969,0,0,0.0389972,0.0647606,0.0228222,0.00243105,0.0135392,0.0339721,0.036815,0.0307652,0.0473759,0.0599015,0.0348388,0.0113378,0.0139669,0.0297596,0.0299751,0.00671472,0.0124185,0.0261607,0.0195867,0.0264466,0,0.012336,0.0626376,0.0330458,0,0,0.0147687,0,0,0.0513677,0.0564294,0.0320675,0.0251112,0.00914964,0.0532684,0.039867,0.0688276,0.0259922,0.0568915,0.0370873,0.04193,0.0739282,0.0252303,0.016844,0.0328208,0.0230401,0.0253134,0.0287153,0.038613,0.0702993
1199,0,0.0271408,0,0,0,0,0.0448472,0,0,0,0,0,0,0.0477414,0,0.016302,0.0707819,0,0,0.0204573,0,0,0.0389422,0.0650242,0.0227048,0.00233866,0.0136348,0.0340549,0.036684,0.0305719,0.047054,0.0596549,0.0346725,0.0112144,0.0137145,0.0294082,0.029686,0.00864114,0.0124074,0.0261252,0.0195054,0.026473,0,0.0122152,0.0626099,0.033304,0,0,0.0150513,0,0,0.0514675,0.0562602,0.032056,0.0249127,0.00905578,0.0532744,0.04013,0.0688674,0.0259602,0.0569557,0.0371655,0.0418274,0.0739372,0.0250141,0.0169073,0.0327435,0.0230393,0.0252401,0.0286465,0.0386488,0.0701136
1200,0,0.0271826,0,0,0,0,0.0447869,0,0,0,0,0,0,0.0490935,0,0.0157084,0.0708882,0,0,0.0203871,0,0,0.0389336,0.0652759,0.0224968,0.00232991,0.0137735,0.0340805,0.0366199,0.0303909,0.0468118,0.0593928,0.0344898,0.0111417,0.0135375,0.0289367,0.0293847,0.0104451,0.0124277,0.0261397,0.0194097,0.0267165,0,0.0120066,0.0624699,0.0335166,0,0,0.0152601,0,0,0.0515565,0.0561587,0.0318918,0.0246747,0.00892914,0.0532981,0.0404165,0.0688858,0.0259409,0.0569828,0.0372062,0.041792,0.073927,0.0246321,0.0169762,0.0326888,0.0231744,0.0252146,0.0285396,0.0386639,0.070214
