Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
1123,0,0.0248798,0,0,0,0,0.0442755,0,0,0,0,0,0,0.0306203,0,0.0191738,0.0706425,0,0,0.0162082,0,0,0.0246311,0.0703846,0.0176642,0.00655843,0.0166622,0.0386312,0.0371058,0.0291284,0.040209,0.0504433,0.0292803,0.0113655,0.0134357,0.0244538,0.0254128,0.0133319,0.0165666,0,0.0239949,0.017904,0,0.017901,0.0601569,0.0306736,0,0,0.0148983,0,0,0.0504073,0.0659653,0.0455005,0.0201102,0.00985417,0.0523399,0.0388388,0.0684743,0.027512,0.0532805,0.028081,0.0391207,0.0697105,0.04215,0.0154328,0.0288745,0.021099,0.0237751,0.0328858,0.0331667,0.0662416
1124,0,0.0249364,0,0,0,0,0.044341,0,0,0,0,0,0,0.0308412,0,0.0190933,0.0705922,0,0,0.0161219,0,0,0.0246152,0.0704211,0.0176949,0.00659563,0.0166998,0.0385916,0.0369969,0.0291414,0.0401211,0.0503991,0.0293107,0.0114593,0.0135146,0.0243013,0.0253584,0.0130708,0.016553,0,0.023912,0.0186502,0,0.0175841,0.0603162,0.0306932,0,0,0.0148104,0,0,0.0503714,0.066243,0.0451202,0.0203211,0.0098213,0.0523231,0.0388104,0.0685255,0.0276614,0.0532948,0.028094,0.0390471,0.0698011,0.0401313,0.015371,0.0291043,0.0212522,0.0238619,0.0326956,0.0329642,0.0660735
1125,0,0.0250102,0,0,0,0,0.0443893,0,0,0,0,0,0,0.031075,0,0.0189819,0.0705819,0,0,0.0160358,0,0,0.0246052,0.0704633,0.0176933,0.00664613,0.0167684,0.0385561,0.0369203,0.029127,0.0400101,0.0503388,0.0293235,0.0115313,0.0135975,0.0241681,0.0253177,0.0129237,0.0165011,0,0.0238348,0.019343,0,0.0170878,0.060458,0.0306913,0,0,0.0148032,0,0,0.050354,0.0664764,0.0448534,0.0205166,0.00995914,0.0523327,0.0387637,0.0686358,0.0278264,0.0534135,0.0281634,0.0389736,0.0699041,0.0384597,0.015397,0.029339,0.0213681,0.0239542,0.0325141,0.0328137,0.0659142
1126,0,0.0250806,0,0,0,0,0.0444428,0,0,0,0,0,0,0.031295,0,0.0188444,0.0705911,0,0,0.0159789,0,0,0.0245783,0.0705023,0.0176869,0.00672298,0.0167936,0.0385345,0.0368717,0.0291514,0.0399159,0.050295,0.0293315,0.011594,0.013675,0.0241964,0.0252524,0.0129155,0.0164653,0,0.0237463,0.0197055,0,0.0162893,0.0605599,0.0306989,0,0,0.0147996,0,0,0.0503944,0.0666531,0.0447644,0.0207072,0.0101475,0.0523407,0.0387358,0.0687663,0.0279458,0.0535345,0.028361,0.0390419,0.0699092,0.0373184,0.0153676,0.0295582,0.0214157,0.0240368,0.032314,0.0326698,0.0657371
1127,0,0.0251719,0,0,0,0,0.0445115,0,0,0,0,0,0,0.0314446,0,0.0186948,0.070605,0,0,0.015941,0,0,0.024561,0.0705469,0.0176828,0.00675715,0.0167356,0.0385242,0.0368282,0.0291792,0.0398752,0.0502888,0.0293927,0.0116623,0.0137968,0.0241807,0.0251889,0.0128077,0.0163934,0,0.0236682,0.0196931,0,0.0154424,0.0606266,0.0306926,0,0,0.0147479,0,0,0.0504421,0.0667535,0.0448138,0.0208859,0.010442,0.0523958,0.0387247,0.0686178,0.0279304,0.0536806,0.0285005,0.0390436,0.0698938,0.0366042,0.0153332,0.0297225,0.0215007,0.0241249,0.0321078,0.0325565,0.0656438
1128,0,0.0252638,0,0,0,0,0.0452698,0,0,0,0,0,0,0.0316428,0,0.018554,0.0706355,0,0,0.0220414,0,0,0.0396191,0.0705617,0.0176937,0.00670337,0.0167563,0.0383275,0.0380791,0.0291793,0.0398457,0.0503149,0.0295147,0.0117713,0.0139393,0.024126,0.0251781,0.0125131,0.0118521,0.0278358,0.0227295,0.0190931,0,0.0145706,0.0607674,0.0301583,0,0,0.0147174,0,0,0.0505012,0.0667949,0.0449704,0.0209674,0.0108167,0.0521707,0.0386243,0.0684986,0.0278312,0.053929,0.0287803,0.0390257,0.069945,0.0363256,0.0155877,0.0298694,0.0215167,0.0247016,0.0319617,0.0324907,0.0655353
1129,0,0.0253601,0,0,0,0,0.0447057,0,0,0,0,0,0,0.0317538,0,0.0184131,0.0707595,0,0,0.0157828,0,0,0.0245394,0.0705245,0.0177456,0.00692184,0.0167966,0.0384913,0.0366932,0.0290717,0.0398162,0.0503045,0.0295828,0.0118095,0.014115,0.0240802,0.0252284,0.0123649,0.0161123,0,0.0235409,0.0183202,0,0.0139004,0.0606992,0.0306503,0,0,0.0146857,0,0,0.0504535,0.0666285,0.045092,0.0212138,0.0110285,0.0523361,0.0388509,0.0683119,0.0276651,0.0540563,0.0291013,0.0389631,0.0698536,0.0363669,0.0152218,0.0299279,0.0216701,0.0243325,0.0316587,0.0327338,0.0656139
1130,0,0.0254598,0,0,0,0,0.0454117,0,0,0,0,0,0,0.031904,0,0.0182763,0.0708884,0,0,0.0223156,0,0,0.0394868,0.0705025,0.0177553,0.00686653,0.0170302,0.0383201,0.0379923,0.0291179,0.0397968,0.0503305,0.0296812,0.011842,0.014274,0.0239767,0.0251917,0.0122734,0.0111059,0.0272314,0.0226146,0.0177654,0,0.0135839,0.0607273,0.0300754,0,0,0.014788,0,0,0.0504927,0.0665105,0.0446189,0.0211108,0.0113493,0.0520922,0.03886,0.0681797,0.0275255,0.0541334,0.0295929,0.0388586,0.0695297,0.0364697,0.0156196,0.0301184,0.0217897,0.0248956,0.0315294,0.0326781,0.0655627
1131,0,0.0255686,0,0,0,0,0.0454029,0,0,0,0,0,0,0.0319677,0,0.0181153,0.0710532,0,0,0.0215773,0,0,0.0396035,0.0704569,0.0178171,0.00694249,0.0171258,0.0383572,0.0377398,0.0291469,0.0398059,0.0503861,0.0297951,0.0119113,0.0144382,0.0238869,0.025185,0.0122999,0.0112859,0.0277824,0.0223776,0.0173984,0,0.0138773,0.0606434,0.0301129,0,0,0.0148986,0,0,0.0505264,0.0662824,0.043553,0.0212176,0.0114079,0.0522202,0.0390833,0.0681586,0.0273912,0.0539043,0.0299505,0.038455,0.0688665,0.0362674,0.0155761,0.030332,0.0219466,0.0249609,0.031274,0.032805,0.0655739
1132,0,0.0256435,0,0,0,0,0.0453699,0,0,0,0,0,0,0.0320549,0,0.017936,0.0712906,0,0,0.0214253,0,0,0.0396032,0.0703498,0.0178721,0.0069297,0.0171901,0.038393,0.0376058,0.0291787,0.0398491,0.0504805,0.029973,0.0119617,0.0145822,0.0238278,0.0251964,0.012297,0.0112418,0.0277714,0.0222823,0.0175294,0,0.0139452,0.060564,0.0301594,0,0,0.0150092,0,0,0.0506088,0.0660221,0.0421462,0.0213324,0.0113408,0.0521781,0.0393383,0.0682084,0.0272669,0.0535688,0.0301903,0.0380232,0.0684104,0.0356501,0.0155404,0.0305594,0.022095,0.0249991,0.0310278,0.0329929,0.0656291
1133,0,0.0256697,0,0,0,0,0.0453049,0,0,0,0,0,0,0.032165,0,0.0177179,0.0716517,0,0,0.0212365,0,0,0.0396016,0.0701956,0.0179172,0.00687832,0.0172247,0.0384163,0.037459,0.0291971,0.0399259,0.0506186,0.0301854,0.0119974,0.0147209,0.0237666,0.0251519,0.0122721,0.0112029,0.0278412,0.0221647,0.0180496,0,0.0138562,0.0604721,0.0302682,0,0,0.0151159,0,0,0.0506962,0.0656255,0.0411233,0.0215546,0.011394,0.0521444,0.0396292,0.0682299,0.0271852,0.0535359,0.0302423,0.0381817,0.0687195,0.0347274,0.0154684,0.0307644,0.0221958,0.0249902,0.0307734,0.0332094,0.0657087
1134,0,0.0256843,0,0,0,0,0.0451759,0,0,0,0,0,0,0.0323005,0,0.0173964,0.0719805,0,0,0.02102,0,0,0.0395909,0.0700095,0.0179478,0.00683289,0.0172402,0.0384588,0.0373031,0.0291769,0.0400517,0.0508101,0.0304404,0.0120213,0.014877,0.0237032,0.0251171,0.0122277,0.0111678,0.0279191,0.0220185,0.0186003,0,0.013931,0.0603984,0.0304064,0,0,0.0152393,0,0,0.0508064,0.0651762,0.0406176,0.0219,0.0116434,0.0522717,0.0399147,0.0682223,0.0271855,0.0540023,0.0304841,0.0388161,0.0694417,0.0339007,0.0153721,0.0309575,0.0222983,0.0249284,0.0304992,0.0332344,0.0657437
1135,0,0.0257055,0,0,0,0,0.0450013,0,0,0,0,0,0,0.0324992,0,0.0169618,0.0722095,0,0,0.0207931,0,0,0.0394585,0.0698342,0.0179697,0.00676798,0.0172844,0.0384901,0.0371479,0.0291413,0.0401644,0.0510482,0.0307241,0.012046,0.0151,0.0236512,0.0251025,0.0122796,0.0111382,0.0277864,0.0218709,0.0188627,0,0.0142418,0.060342,0.0305106,0,0,0.0153451,0,0,0.0509587,0.0648723,0.0403505,0.0223467,0.0118931,0.0524402,0.0401877,0.0681978,0.0272281,0.054546,0.0310795,0.0393709,0.0699086,0.0335123,0.0152775,0.0312826,0.0225418,0.0247814,0.0302455,0.0330874,0.0657219
1136,0,0.0257367,0,0,0,0,0.0448428,0,0,0,0,0,0,0.0328911,0,0.0164539,0.072371,0,0,0.0206552,0,0,0.039383,0.0696858,0.0179662,0.00676361,0.0173251,0.0385257,0.0370254,0.0291147,0.0403147,0.0513154,0.031023,0.0120654,0.0153248,0.0236171,0.0251134,0.0122304,0.0111034,0.0276878,0.0217458,0.0188514,0,0.0146751,0.0602353,0.0305582,0,0,0.0155243,0,0,0.0511089,0.0647528,0.0399437,0.0228232,0.0120812,0.052515,0.0405189,0.0681331,0.0273243,0.0548608,0.0316913,0.0396023,0.0700753,0.0334345,0.0151893,0.0315308,0.0226666,0.0246163,0.0300085,0.0328725,0.0656693
1137,0,0.0257874,0,0,0,0,0.0447565,0,0,0,0,0,0,0.033377,0,0.0159209,0.0724546,0,0,0.0206244,0,0,0.0393817,0.0696029,0.0178832,0.0067777,0.0173753,0.0385409,0.0370325,0.0291082,0.0403602,0.0515427,0.031312,0.012082,0.0155927,0.0235737,0.0251229,0.0120311,0.0110617,0.0276366,0.0216413,0.0186097,0,0.0151316,0.0600795,0.0305724,0,0,0.0157448,0,0,0.0512197,0.0647391,0.0394029,0.0232538,0.0123943,0.0526635,0.0408432,0.0679945,0.0273275,0.0549006,0.0320407,0.0396126,0.0701214,0.0335357,0.0151077,0.0317671,0.0228108,0.0245022,0.0297708,0.0327243,0.065603
1138,0,0.0258603,0,0,0,0,0.0447236,0,0,0,0,0,0,0.0339223,0,0.0153825,0.0725413,0,0,0.0206556,0,0,0.0393944,0.0695633,0.0178032,0.00683676,0.0174691,0.0385133,0.0371894,0.0290887,0.0403358,0.0517017,0.0315317,0.0121407,0.0159693,0.0235209,0.0250919,0.0118347,0.0109998,0.0275802,0.0215359,0.0181225,0,0.0155383,0.0599453,0.0305592,0,0,0.0159504,0,0,0.0512546,0.0648222,0.0389288,0.0236632,0.0128397,0.052864,0.0411276,0.0678587,0.0272182,0.0547728,0.0322207,0.0394838,0.0700945,0.0338213,0.0150922,0.0319383,0.022992,0.0243951,0.0296004,0.03258,0.0655467
1139,0,0.025915,0,0,0,0,0.0447049,0,0,0,0,0,0,0.0347961,0,0.0147602,0.0725952,0,0,0.0207163,0,0,0.0394142,0.0695043,0.0177391,0.00695102,0.017556,0.0384605,0.0374566,0.0289958,0.0402979,0.0518516,0.0316834,0.0122295,0.0164009,0.0235309,0.0250896,0.0113217,0.0109417,0.0275233,0.0214502,0.0175826,0,0.015957,0.0597904,0.0305159,0,0,0.0160734,0,0,0.0512549,0.0649603,0.0386431,0.0239869,0.0132409,0.0530866,0.0413817,0.0676854,0.0270662,0.0546583,0.0323759,0.0393136,0.0699683,0.0343467,0.0149965,0.031972,0.0230979,0.0242918,0.0295151,0.0324708,0.0655074
1140,0,0.025935,0,0,0,0,0.0446801,0,0,0,0,0,0,0.0360502,0,0.0140614,0.072636,0,0,0.0207657,0,0,0.0394026,0.0694434,0.0177247,0.0071184,0.0176285,0.0384538,0.0377839,0.0288678,0.0401875,0.0520026,0.0318257,0.0123452,0.0168476,0.0234826,0.0251273,0.010596,0.0108921,0.0274351,0.0213951,0.0171351,0,0.0164121,0.0596026,0.0304663,0,0,0.0161323,0,0,0.0513254,0.0650955,0.0385662,0.0241968,0.0134071,0.0532983,0.041559,0.0675039,0.0269196,0.0546362,0.032582,0.039187,0.0697859,0.0348309,0.0148133,0.0319609,0.0230696,0.024196,0.0294684,0.032444,0.0655283
1141,0,0.025965,0,0,0,0,0.044621,0,0,0,0,0,0,0.0376021,0,0.0133336,0.0726523,0,0,0.0207886,0,0,0.0393624,0.0693935,0.0177731,0.00729993,0.01768,0.0384774,0.0381747,0.0286923,0.0400143,0.0521155,0.031955,0.0125105,0.0172601,0.0233635,0.0250926,0.00989074,0.0108995,0.027265,0.0213454,0.0167657,0,0.0168047,0.0594017,0.0303724,0,0,0.0161137,0,0,0.0513518,0.065228,0.0385164,0.0243676,0.0133622,0.0535804,0.0416018,0.067451,0.0268143,0.0546181,0.0328171,0.0391307,0.0696071,0.0352346,0.0146124,0.0321586,0.0230796,0.0240634,0.0294604,0.0325385,0.0656126
1142,0,0.0260249,0,0,0,0,0.0445369,0,0,0,0,0,0,0.0394563,0,0.0127788,0.0727129,0,0,0.0207866,0,0,0.0393232,0.0693295,0.0178204,0.00751587,0.0177302,0.0384682,0.038613,0.0285342,0.0398344,0.0521793,0.0321211,0.0127267,0.0176554,0.0231975,0.0249858,0.00933025,0.0109749,0.0270281,0.021271,0.0164769,0,0.0170531,0.0591952,0.0302768,0,0,0.0160314,0,0,0.0513244,0.0653067,0.0383807,0.0245409,0.0132685,0.0539145,0.0415361,0.067521,0.0268673,0.0546051,0.0330181,0.0390461,0.069532,0.0356233,0.0145369,0.0323237,0.0230126,0.0239172,0.0294785,0.0326141,0.0657697
1143,0,0.0268855,0,0,0,0,0.0445695,0,0,0,0,0,0,0.045811,0,0,0.0739057,0,0,0.0205711,0,0,0.039169,0.0676277,0.0169892,0.0068953,0.0188612,0.038717,0.0386861,0.0302691,0,0.0538922,0.0320862,0.0111255,0.0154741,0.0229788,0.0244444,0.0103927,0.0112015,0.026774,0.0211128,0.0163965,0,0.0170875,0.0582577,0.0306151,0,0,0.0153124,0,0,0.0510698,0.0651674,0.0382664,0.0243245,0.0131285,0.0539201,0.0407808,0.0673724,0.0266836,0.0545889,0.0332106,0.038962,0.0693266,0.0359685,0.0142114,0.0324202,0.0229296,0.0241237,0.0289129,0.0329836,0.065944
1144,0,0.0261952,0,0,0,0,0.0443354,0,0,0,0,0,0,0.043951,0,0.0115836,0.0731069,0,0,0.0205925,0,0,0.0391344,0.0691636,0.0177537,0.00801489,0.018084,0.0384809,0.0394367,0.0282478,0.0392526,0.0522312,0.0325748,0.0133745,0.018755,0.0228269,0.0245898,0.00895954,0.0112267,0.0265718,0.0212043,0.016118,0,0.0170214,0.0585954,0.0302318,0,0,0.0154996,0,0,0.0512093,0.0653003,0.037917,0.0248449,0.0133298,0.0546112,0.0412472,0.067617,0.0270177,0.0547565,0.0334735,0.0390443,0.0693674,0.0366272,0.0143023,0.0324937,0.0231698,0.0237286,0.0294198,0.0329542,0.0660972
1145,0,0.0263069,0,0,0,0,0.0442136,0,0,0,0,0,0,0.0461052,0,0.0110947,0.0734424,0,0,0.0205919,0,0,0.0390659,0.0690556,0.0178229,0.00821156,0.0183815,0.0384553,0.0398164,0.0282013,0.038902,0.0522849,0.0329111,0.0138212,0.0193211,0.022621,0.0243161,0.00926264,0.0113488,0.0263716,0.021237,0.0157899,0,0.0170871,0.058266,0.0301936,0,0,0.0153418,0,0,0.0511287,0.0652556,0.0376877,0.025049,0.0134298,0.0551144,0.0411279,0.0677195,0.0270898,0.0548489,0.0338374,0.0390878,0.0694685,0.0374091,0.0143611,0.0325853,0.0233152,0.023717,0.0293297,0.0330223,0.0662326
1146,0,0.0263878,0,0,0,0,0.0440905,0,0,0,0,0,0,0.0477351,0,0.0109283,0.0737768,0,0,0.0205256,0,0,0.0390732,0.0689119,0.0178824,0.00839354,0.01871,0.0385001,0.0400965,0.0282289,0.0386361,0.0524041,0.033369,0.0142042,0.0196187,0.0223959,0.0240342,0.00978437,0.011485,0.0263573,0.0212032,0.0153847,0,0.0172247,0.0579931,0.0302002,0,0,0.0152617,0,0,0.0511165,0.06518,0.0375459,0.0252304,0.0135401,0.0555899,0.0410463,0.0677948,0.0271511,0.0549245,0.0342197,0.0391844,0.0695179,0.0383454,0.014334,0.0327305,0.0233033,0.0236998,0.0292798,0.0330608,0.0662813
1147,0,0.0263874,0,0,0,0,0.0439787,0,0,0,0,0,0,0.0487383,0,0.0109414,0.0740775,0,0,0.0205616,0,0,0.0390516,0.0687432,0.0177803,0.00854552,0.018933,0.0385875,0.0402883,0.0283184,0.0384374,0.0525914,0.0339081,0.014394,0.0194691,0.0221416,0.0237769,0.0101894,0.0115856,0.0263137,0.0211361,0.0149661,0,0.0173243,0.0577547,0.0302076,0,0,0.0151382,0,0,0.0510987,0.0651954,0.0374428,0.0253238,0.0137129,0.0558812,0.040958,0.0678589,0.0271743,0.0549892,0.0344624,0.0392805,0.0694439,0.0393313,0.0142,0.0329,0.0233279,0.0236276,0.0292961,0.0329814,0.0663223
1148,0,0.0263154,0,0,0,0,0.0438413,0,0,0,0,0,0,0.0490126,0,0.0110329,0.0742857,0,0,0.0205385,0,0,0.0389921,0.0685647,0.0174986,0.00862332,0.0190256,0.0386832,0.0404017,0.028485,0.0383528,0.0528291,0.0344521,0.0144121,0.0189549,0.0219402,0.0235811,0.0104463,0.01165,0.0262477,0.0210221,0.014592,0,0.0173968,0.0575927,0.0302532,0,0,0.0150497,0,0,0.0511051,0.0652608,0.0374392,0.0253347,0.0139454,0.0559893,0.0408549,0.0679518,0.0271668,0.0550426,0.0346278,0.039301,0.0693373,0.0402639,0.0140583,0.0330074,0.023265,0.0235213,0.0293746,0.0329306,0.0663562
1149,0,0.0262187,0,0,0,0,0.0437057,0,0,0,0,0,0,0.0486543,0,0.0112305,0.0743558,0,0,0.0204304,0,0,0.0389312,0.0683905,0.0171273,0.00861449,0.0189718,0.0387651,0.0405045,0.0287004,0.0384128,0.0530806,0.0348939,0.0141898,0.0183049,0.0218438,0.0234188,0.0104442,0.0116938,0.0261365,0.0208783,0.014302,0,0.0174588,0.057569,0.0303118,0,0,0.0150014,0,0,0.0510829,0.0653283,0.0374932,0.0252159,0.0141261,0.0560839,0.040734,0.0680014,0.0271272,0.0550689,0.0347476,0.0390099,0.0693667,0.0412091,0.0141141,0.0331317,0.023305,0.0233328,0.029502,0.0329426,0.0663519
1150,0,0.0261101,0,0,0,0,0.043586,0,0,0,0,0,0,0.0479017,0,0.0114489,0.0743089,0,0,0.020312,0,0,0.0389075,0.0682485,0.0168151,0.00854156,0.0188063,0.0388464,0.040603,0.0288533,0.0386594,0.0534182,0.0351437,0.0137767,0.0176937,0.0218547,0.0232646,0.0101278,0.0117287,0.0260455,0.0207442,0.014091,0,0.0175068,0.0576535,0.0303535,0,0,0.014929,0,0,0.0510443,0.0653273,0.0375714,0.0250531,0.0142105,0.0559742,0.0405991,0.0680643,0.0271359,0.0551271,0.0348578,0.0388973,0.0694395,0.0420538,0.014153,0.033174,0.0232732,0.0231022,0.0296291,0.0330048,0.0663861
1151,0,0.0260018,0,0,0,0,0.0434926,0,0,0,0,0,0,0.046891,0,0.0116793,0.0741661,0,0,0.0202577,0,0,0.0389281,0.0681359,0.0166144,0.00839863,0.018633,0.0389476,0.0406924,0.0289785,0.0390669,0.0537515,0.0351969,0.0133043,0.017204,0.0220517,0.023295,0.00958949,0.0117376,0.0260184,0.0206549,0.0139713,0,0.017498,0.0578252,0.0303623,0,0,0.0148254,0,0,0.0509909,0.0652429,0.0376994,0.0248752,0.0141782,0.0558785,0.0404732,0.06815,0.0271696,0.0552238,0.0349295,0.0389351,0.0694762,0.0426187,0.0141277,0.0331838,0.0232555,0.022903,0.0297283,0.0330876,0.0663974
1152,0,0.025942,0,0,0,0,0.0434608,0,0,0,0,0,0,0.0456971,0,0.0119977,0.0739415,0,0,0.02023,0,0,0.0389136,0.0680317,0.01655,0.00820214,0.0184933,0.038922,0.0407728,0.0291152,0.0396058,0.0540903,0.0350923,0.0127886,0.0168583,0.022469,0.0234627,0.00895674,0.0117319,0.0259871,0.0206141,0.0139242,0,0.0174755,0.0580711,0.0303724,0,0,0.0146821,0,0,0.0509451,0.0651369,0.0378253,0.0247019,0.0140384,0.0558606,0.0403262,0.06826,0.0271909,0.0553789,0.0349476,0.039062,0.0695387,0.0429958,0.0139902,0.033232,0.0232859,0.0227698,0.0298104,0.0331821,0.0666997
1153,0,0.0259517,0,0,0,0,0.0434557,0,0,0,0,0,0,0.0443238,0,0.0124214,0.0736869,0,0,0.0202201,0,0,0.0388892,0.0679372,0.0166002,0.00801359,0.0183497,0.038922,0.0408465,0.029227,0.040195,0.0543985,0.0348732,0.0122741,0.0166768,0.0229874,0.0237386,0.00825167,0.0117346,0.025918,0.0205327,0.0139404,0,0.017415,0.0583767,0.0304079,0,0,0.0145245,0,0,0.0508819,0.0650113,0.0378902,0.0245425,0.0138148,0.0557172,0.0401627,0.0683926,0.0271676,0.0553835,0.0349384,0.0391518,0.0696091,0.043138,0.0138177,0.0333378,0.0233926,0.0227016,0.0298566,0.033273,0.0670054
1154,0,0.0260166,0,0,0,0,0.0434765,0,0,0,0,0,0,0.0428792,0,0.0129201,0.0733665,0,0,0.0202406,0,0,0.0388455,0.0678709,0.0168028,0.00786758,0.01821,0.0388062,0.0409417,0.0292894,0.0408363,0.054663,0.0345963,0.0119137,0.0165324,0.0235676,0.024105,0.00756115,0.0117599,0.025819,0.0204591,0.0139962,0,0.0173191,0.0587273,0.0304176,0,0,0.0143378,0,0,0.0507932,0.0648623,0.037907,0.0243558,0.0135422,0.0554639,0.0399716,0.0685833,0.0272333,0.0553691,0.0349312,0.0391754,0.0696518,0.0430416,0.0137159,0.0334285,0.0235553,0.0227045,0.0298858,0.0334037,0.0671631
1155,0,0.0261222,0,0,0,0,0.0435115,0,0,0,0,0,0,0.041465,0,0.0134413,0.0729977,0,0,0.020252,0,0,0.0387945,0.0678166,0.0171607,0.0077669,0.0180273,0.0385137,0.0410798,0.0293847,0.0415353,0.0549302,0.0343458,0.0116881,0.0163804,0.0242171,0.0245435,0.00716048,0.0117984,0.0256686,0.0203855,0.0140808,0,0.0172023,0.0591161,0.0303701,0,0,0.0142311,0,0,0.0507152,0.0646455,0.0379431,0.0241673,0.0134018,0.055162,0.0397193,0.0687985,0.0273373,0.0553442,0.0349459,0.0391554,0.0697064,0.0427427,0.013759,0.0334143,0.0235803,0.022715,0.029895,0.033512,0.0670547
1156,0,0.0262712,0,0,0,0,0.0435569,0,0,0,0,0,0,0.0400133,0,0.0139355,0.072763,0,0,0.0202577,0,0,0.0387705,0.0676897,0.0176265,0.00765032,0.0177432,0.0384137,0.041237,0.0295653,0.0423324,0.0552527,0.0341599,0.0115075,0.0162162,0.0248974,0.0250506,0.0073104,0.0118351,0.0254643,0.020312,0.0141621,0,0.0171436,0.0595251,0.0303556,0,0,0.0141495,0,0,0.0506715,0.0643613,0.0379685,0.0240794,0.0133001,0.055013,0.0395011,0.0690328,0.0274425,0.0553311,0.0349993,0.0391823,0.0698021,0.0423766,0.0137278,0.0332982,0.0234415,0.0227632,0.0298488,0.0336703,0.0670768
1157,0,0.0264603,0,0,0,0,0.0436029,0,0,0,0,0,0,0.0384693,0,0.0143873,0.0725432,0,0,0.0202496,0,0,0.0387626,0.0674656,0.0181082,0.00757288,0.0173897,0.0385484,0.0413492,0.0298117,0.043198,0.0556323,0.0340357,0.0113773,0.0161154,0.0254978,0.0255667,0.00811577,0.0118985,0.0252533,0.0202448,0.0142185,0,0.0171292,0.0599091,0.0303912,0,0,0.0140532,0,0,0.0506323,0.0641168,0.0379084,0.0241071,0.0131932,0.0548863,0.0393481,0.0692491,0.0275714,0.0553392,0.0350473,0.0392901,0.069929,0.0419898,0.0136895,0.0331701,0.0232304,0.0229141,0.0297826,0.0338269,0.0672683
1158,0,0.026643,0,0,0,0,0.0436357,0,0,0,0,0,0,0.036888,0,0.014781,0.0723911,0,0,0.020292,0,0,0.0387316,0.0672182,0.0185215,0.00757932,0.016958,0.0386066,0.0414477,0.0301007,0.0441081,0.0560334,0.0339698,0.011302,0.0160695,0.0259933,0.0260048,0.00948127,0.0119963,0.0250989,0.0202531,0.0143188,0,0.0170876,0.0602764,0.0304171,0,0,0.0138738,0,0,0.0505492,0.0639224,0.0377756,0.0241385,0.0130596,0.0547295,0.0392111,0.0694144,0.0276588,0.0553609,0.0350749,0.0394596,0.0700884,0.0415855,0.0138408,0.0331801,0.0231917,0.0231124,0.0297561,0.0339563,0.0675125
1159,0,0.0267949,0,0,0,0,0.0436639,0,0,0,0,0,0,0.0353141,0,0.0152012,0.0721648,0,0,0.0203317,0,0,0.0386786,0.0669644,0.0189149,0.00763452,0.0165164,0.0384875,0.0415418,0.0303634,0.0449648,0.0564525,0.0339842,0.0112946,0.0160545,0.0264312,0.0263566,0.0111494,0.0121022,0.0249575,0.0203057,0.0144852,0,0.0169946,0.0606154,0.0304371,0,0,0.0136874,0,0,0.0504518,0.0637392,0.0376705,0.0241328,0.0128151,0.0545636,0.0390965,0.0695027,0.0276808,0.0554076,0.0350842,0.0396142,0.0702144,0.0410637,0.0139969,0.0331172,0.0231463,0.0232671,0.0297656,0.0340839,0.0677184
1160,0,0.0269106,0,0,0,0,0.0436898,0,0,0,0,0,0,0.0339166,0,0.0156691,0.0720086,0,0,0.0203197,0,0,0.0386083,0.0667461,0.0192588,0.00765823,0.0162255,0.0382762,0.041641,0.030551,0.0457175,0.0568737,0.0340828,0.0112956,0.0160527,0.0269034,0.0267705,0.0128017,0.0121981,0.0247688,0.0203361,0.0147248,0,0.0168533,0.0609161,0.0304646,0,0,0.0135472,0,0,0.0504221,0.0635419,0.0376042,0.0241192,0.0126326,0.0544425,0.0390124,0.0695559,0.0276698,0.0554543,0.0350967,0.0395835,0.070352,0.0405666,0.014103,0.0330343,0.0230745,0.0233659,0.0297872,0.0342426,0.0678787
1161,0,0.0270358,0,0,0,0,0.0437016,0,0,0,0,0,0,0.0326608,0,0.0161406,0.0718426,0,0,0.020278,0,0,0.0385217,0.0665416,0.0197696,0.00765216,0.0161065,0.0382054,0.0416909,0.0307167,0.0463695,0.0572786,0.0342353,0.011282,0.0160603,0.0274113,0.0272271,0.0143291,0.0122673,0.0245324,0.0203361,0.0150168,0,0.0167082,0.061155,0.0305381,0,0,0.0134063,0,0,0.050392,0.0633553,0.0375211,0.0241741,0.0126243,0.0543683,0.0389599,0.0696125,0.0276361,0.0554659,0.0350938,0.0395639,0.0704888,0.0401242,0.0141239,0.0329371,0.0230043,0.0234519,0.0296828,0.0344092,0.0680087
