Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
1168,0.0275095,0,0,0,0,0.0386319,0,0,0,0,0,0,0.0232453,0,0.019818,0.0697837,0,0,0.0182806,0,0,0.0393325,0.0697957,0.0221485,0.0109817,0.0179387,0.0397971,0.0456049,0.0349151,0.0454801,0.0542572,0.0333415,0.0099564,0.0145116,0.0283127,0.0286106,0.0239221,0.0125897,0.0149342,0.0184333,0.023046,0,0.0167696,0.0649545,0.0376407,0,0,0.0161573,0,0,0.0486959,0.0566085,0.0375339,0.0356917,0.0121584,0.0598507,0.0475093,0.0388915,0.0660858,0.0587572,0.0181101,0.0570584,0.0366447,0.0420718,0.0728994,0.029573,0.0151877,0.0221091,0.0239495,0.0184386,0.0277295,0
1169,0.0275758,0,0,0,0,0.0386606,0,0,0,0,0,0,0.0226512,0,0.0198026,0.0694947,0,0,0.018356,0,0,0.0393395,0.0699688,0.0221266,0.0107853,0.0179195,0.0396832,0.0459274,0.0349254,0.0457822,0.0543678,0.0331909,0.00981116,0.0145265,0.0283797,0.0286823,0.0248594,0.0126508,0.0148047,0.0184807,0.02286,0,0.0168031,0.0650041,0.0376484,0,0,0.0161659,0,0,0.0486849,0.0566298,0.0376698,0.0354007,0.0118029,0.0596246,0.0474098,0.0392101,0.0663806,0.0587009,0.0179462,0.057027,0.0366409,0.0419766,0.0728497,0.0299503,0.0152127,0.0221154,0.0239905,0.0183869,0.0278318,0
1170,0.0276879,0,0,0,0,0.0387477,0,0,0,0,0,0,0.0221596,0,0.0197321,0.0691953,0,0,0.0184453,0,0,0.0393518,0.0701179,0.0220823,0.010626,0.0178719,0.0395693,0.0461683,0.0349575,0.0461191,0.0544509,0.0328786,0.00966038,0.0145979,0.0284737,0.0288198,0.0256411,0.0127679,0.0146642,0.018515,0.0226044,0,0.0168474,0.0650567,0.0377125,0,0,0.0161378,0,0,0.0486831,0.0565979,0.037756,0.035162,0.0115864,0.0594045,0.0473154,0.0394803,0.0666374,0.0586681,0.0178008,0.0570047,0.0366211,0.0419304,0.0728396,0.0303997,0.0152283,0.0221172,0.0240378,0.0184156,0.0278978,0
1171,0.0278413,0,0,0,0,0.0388539,0,0,0,0,0,0,0.0218345,0,0.0196241,0.0689339,0,0,0.0184925,0,0,0.0393408,0.0702269,0.0220505,0.0104728,0.0177563,0.0395124,0.0463384,0.0350113,0.0465012,0.0545217,0.0324703,0.00954271,0.0146427,0.028605,0.0289739,0.0262496,0.0128844,0.0145324,0.0185455,0.0224271,0,0.0168908,0.0651332,0.0378402,0,0,0.0161718,0,0,0.0486988,0.0565178,0.037793,0.0349743,0.0114277,0.0592263,0.0472334,0.0397024,0.0668514,0.0586804,0.0176582,0.0569972,0.0365932,0.0419155,0.072907,0.0307404,0.0152343,0.022126,0.0240563,0.0185282,0.027872,0
1172,0.0280226,0,0,0,0,0.0389729,0,0,0,0,0,0,0.0216953,0,0.0195515,0.0686873,0,0,0.0184841,0,0,0.0393202,0.0702609,0.0220306,0.0103422,0.0176212,0.039516,0.0464857,0.0351384,0.046824,0.0546058,0.0320898,0.00947649,0.014682,0.0287564,0.0291016,0.0266856,0.0129926,0.0144012,0.0185734,0.0223854,0,0.0169975,0.0652123,0.0379748,0,0,0.0161476,0,0,0.0486745,0.0564084,0.0377602,0.0348411,0.0112905,0.0591258,0.047176,0.0398809,0.0670685,0.0587188,0.0175297,0.0570239,0.0365179,0.0419012,0.0729825,0.0308752,0.0152415,0.0220661,0.0241101,0.018675,0.0277912,0
1173,0.0282201,0,0,0,0,0.0391079,0,0,0,0,0,0,0.0216504,0,0.0195802,0.0684672,0,0,0.0184009,0,0,0.0393045,0.0701956,0.0220997,0.0101698,0.017425,0.0395561,0.0466056,0.0353229,0.0472318,0.0547876,0.0318315,0.00940863,0.0146908,0.0289087,0.0292217,0.0269087,0.0131272,0.0142972,0.0185937,0.0224669,0,0.0171665,0.0653103,0.0381031,0,0,0.0161752,0,0,0.0486544,0.0563127,0.0377005,0.0347576,0.011144,0.0591294,0.0471163,0.0400361,0.0672619,0.0587201,0.0174404,0.0570499,0.0364377,0.0419093,0.0730441,0.0308232,0.0153231,0.0219963,0.024175,0.0188176,0.02764,0
1174,0.0283905,0,0,0,0,0.0392352,0,0,0,0,0,0,0.0217052,0,0.0196375,0.0683153,0,0,0.0183149,0,0,0.0393171,0.0700719,0.0221671,0.00997538,0.0172926,0.0396549,0.0467043,0.0355339,0.0476392,0.0550247,0.0317397,0.00939803,0.0147103,0.0290874,0.0293354,0.0269612,0.0132727,0.0142394,0.0186143,0.0226852,0,0.0172281,0.0653856,0.0382075,0,0,0.0162359,0,0,0.0486673,0.0561923,0.0375999,0.0346831,0.0109723,0.0591701,0.0470339,0.0401516,0.0672997,0.0587439,0.0173959,0.0570694,0.0363317,0.041906,0.0730937,0.0305715,0.0154208,0.0219477,0.0242039,0.0189396,0.0274913,0
1175,0.0285111,0,0,0,0,0.0393309,0,0,0,0,0,0,0.0218911,0,0.0196952,0.0682379,0,0,0.0182824,0,0,0.0393177,0.069881,0.022153,0.0097561,0.0171954,0.0397705,0.0467635,0.0357881,0.0479471,0.0552626,0.0318271,0.00946935,0.0147715,0.0293007,0.0294678,0.0268525,0.0133935,0.0142326,0.0186117,0.0229503,0,0.0172204,0.0654411,0.0382863,0,0,0.0162676,0,0,0.0487036,0.0560376,0.037476,0.0346476,0.0107966,0.0592284,0.0469052,0.0402459,0.0672409,0.0588146,0.0173554,0.0570666,0.036284,0.0419106,0.0731212,0.0302146,0.0155082,0.0219273,0.0242199,0.0190286,0.0273706,0
1176,0.0285755,0,0,0,0,0.039388,0,0,0,0,0,0,0.0222223,0,0.0197737,0.0681645,0,0,0.0182937,0,0,0.0393209,0.0696227,0.0220888,0.00950932,0.0170277,0.0398807,0.0467335,0.036036,0.0482902,0.0555067,0.0320223,0.00957095,0.0149009,0.0295076,0.029617,0.0264943,0.0134555,0.0142891,0.0185722,0.0232465,0,0.0171492,0.0655037,0.0383352,0,0,0.0161318,0,0,0.0486937,0.055915,0.037354,0.0346315,0.010658,0.0593038,0.0467116,0.0402909,0.067123,0.0588675,0.017351,0.0570653,0.0362916,0.0418969,0.073135,0.0298532,0.0155582,0.0219828,0.0242315,0.0191104,0.0273109,0
1177,0.0285983,0,0,0,0,0.0394138,0,0,0,0,0,0,0.0226729,0,0.0198522,0.0681041,0,0,0.018313,0,0,0.0393384,0.0693559,0.0219771,0.00924404,0.0169033,0.0399157,0.0466086,0.0363205,0.0484972,0.0557456,0.0322471,0.00971549,0.0149838,0.0297004,0.0297619,0.0259006,0.0134396,0.0143552,0.0185043,0.0234684,0,0.0170262,0.0656004,0.038338,0,0,0.0159869,0,0,0.0486849,0.0558403,0.0372134,0.0346333,0.0105455,0.059401,0.0464849,0.0403531,0.0671189,0.0588837,0.0174015,0.0571036,0.0363017,0.0418989,0.0732002,0.0295973,0.0155958,0.0221878,0.0242037,0.0191643,0.0273293,0
1178,0.0285937,0,0,0,0,0.0394141,0,0,0,0,0,0,0.0232316,0,0.0199383,0.0681595,0,0,0.0183091,0,0,0.039338,0.0691012,0.0218534,0.00901362,0.0167872,0.0398979,0.0464209,0.0366454,0.0485987,0.0560224,0.032475,0.00983669,0.0150024,0.0299181,0.0299008,0.025123,0.0133792,0.0143652,0.0184567,0.0236059,0,0.0168169,0.0657054,0.0383287,0,0,0.0158529,0,0,0.0486855,0.0557894,0.0370494,0.0346237,0.010455,0.0594687,0.0462558,0.0404006,0.0672901,0.0588897,0.0174326,0.0571828,0.0363638,0.0418903,0.073282,0.0294469,0.0156301,0.0224142,0.0241563,0.0191908,0.0274087,0
1179,0.0285662,0,0,0,0,0.0394284,0,0,0,0,0,0,0.0239245,0,0.0199685,0.0683475,0,0,0.0182901,0,0,0.0393273,0.0688622,0.0217313,0.00883752,0.0167326,0.0398317,0.0461981,0.0368662,0.0487592,0.0562645,0.0327224,0.00998596,0.0150193,0.030094,0.0300931,0.0243733,0.0133089,0.0143242,0.018455,0.0237508,0,0.0167461,0.0657927,0.0383026,0,0,0.0157152,0,0,0.0486888,0.055774,0.0368892,0.0345939,0.0103852,0.0594767,0.0460315,0.0404418,0.0674007,0.0588944,0.017464,0.0572392,0.0364486,0.0418056,0.073331,0.0293376,0.015646,0.0225486,0.0240995,0.0192043,0.0274912,0
1180,0.0285469,0,0,0,0,0.0394879,0,0,0,0,0,0,0.0245131,0,0.0200317,0.0683244,0,0,0.0182759,0,0,0.0393032,0.0686063,0.021651,0.0086857,0.0167271,0.0397166,0.0459518,0.0370795,0.0489367,0.0564959,0.0329457,0.01017,0.015148,0.0302917,0.0303105,0.0237178,0.013225,0.0142709,0.0184759,0.0238637,0,0.0167766,0.0658664,0.0382777,0,0,0.0156455,0,0,0.0486878,0.0557749,0.0367675,0.034537,0.0103171,0.0594341,0.0458613,0.0404938,0.0674543,0.0589061,0.0174897,0.0572297,0.0364655,0.041856,0.0733375,0.0292543,0.0156291,0.0225805,0.0241158,0.0192171,0.0275241,0
1181,0.0285353,0,0,0,0,0.039583,0,0,0,0,0,0,0.0249888,0,0.0200662,0.068462,0,0,0.0183208,0,0,0.0393001,0.0683662,0.0216365,0.0085242,0.016611,0.0396265,0.0457281,0.0372921,0.0491422,0.0567674,0.0331401,0.0103683,0.0152921,0.0305524,0.0305417,0.0231114,0.0132224,0.0142728,0.0184751,0.023969,0,0.0167667,0.0659621,0.038244,0,0,0.0156784,0,0,0.0487169,0.0557645,0.0367373,0.0344741,0.0102281,0.0593627,0.0456954,0.0405857,0.0674678,0.0589257,0.0174702,0.0571967,0.0364389,0.0419162,0.0732984,0.0291833,0.0156806,0.0225785,0.0241288,0.0192627,0.0275452,0
1182,0.028487,0,0,0,0,0.0397333,0,0,0,0,0,0,0.0253204,0,0.0200853,0.0684953,0,0,0.0184223,0,0,0.0393099,0.0681232,0.0216553,0.00834109,0.016373,0.0395353,0.0455175,0.0374822,0.0493469,0.0570886,0.0333172,0.0105328,0.0153993,0.0308121,0.0307303,0.0227275,0.0131853,0.0143693,0.0184693,0.0241293,0,0.0166569,0.0660448,0.0381965,0,0,0.0157447,0,0,0.0487287,0.0557691,0.0367273,0.0343737,0.010145,0.0592392,0.0455428,0.0407032,0.0673954,0.0589432,0.0174089,0.0571507,0.0363385,0.0418137,0.0732513,0.0291125,0.0158055,0.0226017,0.0241319,0.019358,0.0275315,0
1183,0.0284124,0,0,0,0,0.0399687,0,0,0,0,0,0,0.0255037,0,0.020119,0.0684078,0,0,0.0185289,0,0,0.0393525,0.0679009,0.0216995,0.00816521,0.0160606,0.039426,0.0453006,0.0376367,0.0496709,0.0573213,0.0334535,0.0106902,0.0154619,0.0310034,0.0309189,0.0226973,0.0130887,0.0145006,0.018473,0.0242863,0,0.0165415,0.066099,0.0381463,0,0,0.0158135,0,0,0.0488004,0.0557866,0.0367112,0.0342514,0.0100732,0.0590912,0.0453665,0.0407925,0.0673177,0.0589902,0.0173474,0.0570516,0.0362081,0.0417032,0.073208,0.0289335,0.0159203,0.0227706,0.0241386,0.019498,0.0275182,0
1184,0.0283189,0,0,0,0,0.0402754,0,0,0,0,0,0,0.0255267,0,0.0202107,0.068311,0,0,0.0186475,0,0,0.0393473,0.0676746,0.0217387,0.00805716,0.0158294,0.0393322,0.0450856,0.0377733,0.0500284,0.0575116,0.0335412,0.0108794,0.0155105,0.0311759,0.031179,0.0229224,0.013074,0.0145616,0.0185106,0.0243197,0,0.0164781,0.0661724,0.0380908,0,0,0.0158727,0,0,0.0488899,0.0558188,0.0366998,0.0341516,0.0100187,0.0589645,0.0451816,0.0408697,0.067463,0.0590044,0.0172852,0.0569719,0.0360774,0.0417337,0.0732112,0.0289012,0.0160246,0.0230484,0.0241497,0.0196165,0.0275573,0
1185,0.0282017,0,0,0,0,0.0404924,0,0,0,0,0,0,0.0253303,0,0.0203804,0.0682196,0,0,0.0187533,0,0,0.0393054,0.0674772,0.0219819,0.00800969,0.0156833,0.0392226,0.044921,0.0378798,0.0503126,0.0576951,0.0335794,0.011161,0.0156851,0.0314038,0.0315112,0.0233949,0.0130633,0.0145695,0.0185257,0.0242427,0,0.0164593,0.0662785,0.0380089,0,0,0.0159245,0,0,0.0489563,0.0558135,0.0367139,0.0340758,0.0100241,0.0588437,0.0449606,0.0409154,0.0675187,0.0590402,0.0172269,0.0569399,0.035974,0.041815,0.0732012,0.0289935,0.016083,0.0232492,0.0241565,0.0197499,0.027635,0
1186,0.0280811,0,0,0,0,0.040659,0,0,0,0,0,0,0.0249821,0,0.0205717,0.0681258,0,0,0.0188625,0,0,0.0393002,0.0673242,0.0223486,0.0079719,0.0154435,0.0390583,0.0448209,0.0380109,0.0506661,0.0578715,0.0335825,0.0114754,0.0157993,0.031693,0.0318207,0.0241394,0.0130764,0.0146221,0.0185202,0.0241817,0,0.016526,0.0663994,0.037898,0,0,0.015966,0,0,0.0489602,0.0557808,0.0367822,0.0339997,0.010005,0.0587173,0.0447002,0.0409839,0.067481,0.0591015,0.017163,0.0569046,0.0358939,0.0418775,0.0731416,0.029073,0.0160688,0.0233278,0.0241282,0.0198991,0.0277275,0
1187,0.0279972,0,0,0,0,0.0408383,0,0,0,0,0,0,0.0245273,0,0.0207253,0.0680328,0,0,0.0189699,0,0,0.0393096,0.0671785,0.0224073,0.00788613,0.0149917,0.0388821,0.0447464,0.0381704,0.0510394,0.0580391,0.0335557,0.0116439,0.01583,0.0319586,0.0321101,0.02517,0.0131141,0.0147388,0.0185195,0.024161,0,0.0164984,0.0665332,0.0377768,0,0,0.0159926,0,0,0.0489356,0.0557513,0.036856,0.0339333,0.00992644,0.0585939,0.0444089,0.0410488,0.0676132,0.0591489,0.0170666,0.0568659,0.0358419,0.0418424,0.0731021,0.0291557,0.0160078,0.0233376,0.0240703,0.0200488,0.0277893,0
1188,0.0279494,0,0,0,0,0.0409747,0,0,0,0,0,0,0.0241474,0,0.0208448,0.0679061,0,0,0.0190878,0,0,0.0393306,0.0670533,0.0224775,0.00781629,0.014582,0.0387084,0.044678,0.0382652,0.0514345,0.058175,0.0334842,0.0118699,0.016114,0.0321677,0.0324751,0.0261967,0.0131352,0.0148812,0.0185028,0.0242775,0,0.0163642,0.0666565,0.0376663,0,0,0.0159823,0,0,0.0489067,0.055714,0.0368909,0.0338967,0.00980688,0.0585078,0.0441213,0.0410887,0.0677248,0.0592328,0.0169511,0.0568199,0.0357651,0.0417235,0.0730646,0.0292014,0.0160291,0.0234221,0.0239816,0.0201458,0.0278595,0
1189,0.0279005,0,0,0,0,0.0410667,0,0,0,0,0,0,0.0237377,0,0.0209846,0.0677779,0,0,0.0191758,0,0,0.0393486,0.0669273,0.0227293,0.00775156,0.0142541,0.0385241,0.044596,0.0382854,0.051844,0.058315,0.0333537,0.0122041,0.0164874,0.0323949,0.0328808,0.0272241,0.0131491,0.0150053,0.018476,0.0243033,0,0.0162584,0.0667761,0.0376093,0,0,0.0159483,0,0,0.0489036,0.0556523,0.0368521,0.0338759,0.00973435,0.058436,0.0438161,0.0410744,0.0677727,0.059337,0.0168632,0.0567419,0.0356706,0.041693,0.0729974,0.0292771,0.0160148,0.0235775,0.0238973,0.020195,0.0279233,0
1190,0.0278282,0,0,0,0,0.0411309,0,0,0,0,0,0,0.0232264,0,0.0210937,0.0676495,0,0,0.0192109,0,0,0.0393325,0.066816,0.0232155,0.00766721,0.0139261,0.0383645,0.0444774,0.0383432,0.0522342,0.058436,0.0331943,0.0125713,0.0167689,0.032845,0.0332452,0.0283413,0.0131966,0.0150724,0.0184667,0.0241698,0,0.0161217,0.0669512,0.0375773,0,0,0.0159132,0,0,0.048923,0.0555915,0.0366831,0.0338153,0.00971173,0.0583679,0.0435087,0.0410701,0.0678877,0.0593763,0.0168105,0.0567055,0.0355335,0.041695,0.0729947,0.0295061,0.0159662,0.023679,0.0238193,0.0202524,0.0279746,0
1191,0.0277565,0,0,0,0,0.0411838,0,0,0,0,0,0,0.0227423,0,0.0211743,0.0675309,0,0,0.0191886,0,0,0.0392923,0.0667255,0.0235629,0.00758801,0.013588,0.0382043,0.0443487,0.0384398,0.0525464,0.0585403,0.0329882,0.0127875,0.0170336,0.0332406,0.0336052,0.0295588,0.0132247,0.0151025,0.018477,0.0240114,0,0.0160235,0.0671229,0.0375487,0,0,0.0159207,0,0,0.0489447,0.0555262,0.0366742,0.0337632,0.00972135,0.0582728,0.0432349,0.0410945,0.0679141,0.0594303,0.0168128,0.0566908,0.0354408,0.0416579,0.0730072,0.0297288,0.0158842,0.0237466,0.0237626,0.0203153,0.0280313,0
1192,0.0277165,0,0,0,0,0.0412522,0,0,0,0,0,0,0.0223515,0,0.0213833,0.0674206,0,0,0.0191255,0,0,0.03929,0.0666235,0.0238128,0.00749975,0.0132783,0.038069,0.0442536,0.0384863,0.0528632,0.058625,0.0327292,0.0129737,0.0172173,0.0335089,0.0339096,0.0307013,0.0132734,0.0151417,0.0184996,0.0238473,0,0.0160069,0.0672695,0.0375209,0,0,0.0159354,0,0,0.0488806,0.0554538,0.0368374,0.0337105,0.00973592,0.0581714,0.0429918,0.0411219,0.0679336,0.0595287,0.0168081,0.0566777,0.0354251,0.0416087,0.0729936,0.0298814,0.0158607,0.0237504,0.0237109,0.0203704,0.0280712,0
1193,0.0277019,0,0,0,0,0.0413352,0,0,0,0,0,0,0.021981,0,0.0215393,0.0673564,0,0,0.0190674,0,0,0.0392945,0.0664962,0.0239751,0.00740418,0.0130645,0.0379776,0.0442106,0.0384694,0.0530779,0.0586717,0.0324337,0.0131224,0.0172817,0.0336778,0.0341124,0.0317268,0.0133391,0.01518,0.0185329,0.0236791,0,0.0159901,0.0673576,0.0375098,0,0,0.0159438,0,0,0.0488214,0.0554246,0.0369312,0.0336808,0.00973865,0.058115,0.0428,0.0411748,0.068159,0.0596302,0.0167822,0.056667,0.0354648,0.0415606,0.0729658,0.0301219,0.0158447,0.0237951,0.0236959,0.0204363,0.0280926,0
1194,0.0276749,0,0,0,0,0.0414125,0,0,0,0,0,0,0.0215931,0,0.0216283,0.0672979,0,0,0.0190502,0,0,0.0392973,0.066362,0.0240328,0.0073105,0.0128467,0.0378977,0.0441875,0.0384109,0.053308,0.0587079,0.0321523,0.013165,0.0171803,0.0337115,0.0341962,0.0325861,0.0133839,0.0152029,0.0185753,0.0235944,0,0.0158965,0.0674152,0.0374994,0,0,0.015918,0,0,0.0488137,0.0554115,0.0369769,0.0336215,0.0097372,0.0580613,0.0426485,0.0412647,0.0682756,0.0596991,0.0167421,0.0566203,0.0354628,0.0414804,0.0729138,0.0303284,0.0157838,0.0238398,0.0236617,0.0205037,0.0281093,0
1195,0.0276338,0,0,0,0,0.0414732,0,0,0,0,0,0,0.0213237,0,0.0216572,0.0672817,0,0,0.0190593,0,0,0.0392893,0.0662564,0.0240435,0.0072544,0.0127187,0.0378118,0.0442201,0.0383657,0.0533706,0.0587225,0.0318932,0.0131371,0.0170069,0.0336527,0.0342174,0.0331518,0.0133892,0.0152364,0.0186166,0.0234956,0,0.015885,0.0674607,0.0374776,0,0,0.0159114,0,0,0.0488555,0.0553854,0.0370798,0.0335122,0.00971275,0.0580014,0.0425128,0.0413645,0.0682541,0.0597795,0.0167131,0.0565293,0.0354689,0.04138,0.0728322,0.0304722,0.0157916,0.0239733,0.0236654,0.0205683,0.0281391,0
1196,0.0276087,0,0,0,0,0.0415478,0,0,0,0,0,0,0.0212281,0,0.0217082,0.0673068,0,0,0.0190519,0,0,0.0392867,0.0661527,0.0239804,0.0072048,0.0126321,0.037722,0.0442527,0.0382419,0.0533275,0.0587313,0.0316645,0.013104,0.0168935,0.0335704,0.0342038,0.0332591,0.0133871,0.015295,0.0186602,0.023366,0,0.0159756,0.0674709,0.0374478,0,0,0.015924,0,0,0.048906,0.0553846,0.037289,0.0333786,0.0097104,0.0579646,0.0423861,0.0414888,0.0683641,0.0598306,0.0166687,0.0564314,0.0355683,0.0411772,0.0727743,0.0306299,0.0158542,0.0241276,0.0236724,0.0206293,0.0281732,0
1197,0.0275949,0,0,0,0,0.041611,0,0,0,0,0,0,0.0213243,0,0.0217465,0.067353,0,0,0.0190278,0,0,0.0392687,0.066005,0.0238893,0.007126,0.0124784,0.037667,0.0442701,0.0381297,0.0533196,0.0587071,0.0314529,0.0131104,0.0168209,0.0334939,0.034144,0.0327624,0.0134185,0.0153227,0.0187165,0.0232238,0,0.0159346,0.0674702,0.0374007,0,0,0.0159033,0,0,0.048951,0.055451,0.0372997,0.0332478,0.00969208,0.0579311,0.0422559,0.041613,0.0686467,0.059868,0.0166603,0.0563838,0.0355628,0.0413065,0.0727368,0.0309522,0.0158612,0.02422,0.0236331,0.0206913,0.0282102,0
1198,0.0276044,0,0,0,0,0.0416563,0,0,0,0,0,0,0.0216937,0,0.0216507,0.0673869,0,0,0.0190334,0,0,0.0392525,0.0658253,0.0237168,0.00703803,0.0124111,0.0376394,0.0443101,0.037938,0.0532242,0.0586612,0.031253,0.0131561,0.0167457,0.0334776,0.0341004,0.0318202,0.013485,0.0153465,0.0187541,0.0229805,0,0.0157553,0.067446,0.0373511,0,0,0.0158323,0,0,0.0489375,0.0555638,0.0373758,0.0330744,0.0096736,0.0578846,0.0421013,0.0417337,0.0687549,0.0598343,0.0166571,0.0564072,0.0354685,0.0414485,0.0727679,0.0314673,0.0158618,0.024218,0.0235908,0.0207556,0.0282735,0
1199,0.0276262,0,0,0,0,0.0416844,0,0,0,0,0,0,0.0224147,0,0.0213981,0.0674862,0,0,0.0190752,0,0,0.0392336,0.0656614,0.0234891,0.00696384,0.0123839,0.0376469,0.0442571,0.0377682,0.0530364,0.0585928,0.0310807,0.0132039,0.0167421,0.033467,0.0341042,0.0304875,0.0135491,0.0153927,0.0187531,0.0227757,0,0.0156691,0.0673857,0.0373246,0,0,0.0157851,0,0,0.0489172,0.0556587,0.037517,0.032889,0.00969907,0.0578513,0.0419476,0.0418383,0.068742,0.0598601,0.016678,0.0563922,0.0354874,0.0414433,0.0727241,0.0318319,0.0158949,0.0242936,0.0235498,0.0207917,0.0283311,0
1200,0.02762,0,0,0,0,0.0417051,0,0,0,0,0,0,0.0235254,0,0.0210864,0.06766,0,0,0.0191233,0,0,0.039229,0.0655118,0.0232424,0.00692349,0.0123059,0.0376916,0.0441396,0.0376872,0.052761,0.0585151,0.0309261,0.0132384,0.0167704,0.0334582,0.0340718,0.0284391,0.0135575,0.0154988,0.0187208,0.0227239,0,0.0155839,0.0672692,0.0373041,0,0,0.0157193,0,0,0.0488762,0.0557837,0.037621,0.0326341,0.00975921,0.0578169,0.0418342,0.0419373,0.0687148,0.0599175,0.0167581,0.0563282,0.0354925,0.0413551,0.0726262,0.0319749,0.0159301,0.0244299,0.0234836,0.020826,0.0283649,0
1201,0.0276045,0,0,0,0,0.0417357,0,0,0,0,0,0,0.024951,0,0.0207941,0.067844,0,0,0.0191471,0,0,0.0392343,0.0653597,0.02304,0.00685329,0.0122886,0.0377214,0.0440107,0.0375234,0.0524412,0.0584405,0.0308138,0.0132975,0.0167872,0.0334337,0.034057,0.025758,0.0135458,0.0156484,0.0186508,0.0227956,0,0.015467,0.0671808,0.0373241,0,0,0.0156167,0,0,0.0488366,0.0559387,0.0376727,0.0323885,0.0098313,0.0578085,0.0417322,0.0420631,0.0688484,0.0599506,0.0168295,0.056279,0.0354603,0.041282,0.0725539,0.0320059,0.0159768,0.0244778,0.0234607,0.0208526,0.0283841,0
1202,0.0275816,0,0,0,0,0.0417392,0,0,0,0,0,0,0.0266859,0,0.020474,0.0680407,0,0,0.0191019,0,0,0.0391901,0.0652438,0.0229078,0.00681642,0.0123062,0.0377755,0.0438447,0.0373004,0.0521448,0.0583113,0.0307039,0.0133685,0.0168186,0.0333748,0.0340332,0.0224811,0.0135177,0.0157615,0.0185888,0.0227629,0,0.0154465,0.0670684,0.0373972,0,0,0.0155503,0,0,0.048841,0.056092,0.0376825,0.0321531,0.00988391,0.0578149,0.0416372,0.0422189,0.0691165,0.0599327,0.0168785,0.0562761,0.0354056,0.0412668,0.0725453,0.032133,0.0160057,0.0244693,0.0234395,0.0208494,0.0284096,0
1203,0.0275643,0,0,0,0,0.0417139,0,0,0,0,0,0,0.0287719,0,0.0200742,0.0682562,0,0,0.0189885,0,0,0.0391509,0.0651496,0.0227415,0.0067861,0.0123496,0.0379124,0.0436615,0.037122,0.0518376,0.0581692,0.0305946,0.0134153,0.0167985,0.0332277,0.0339679,0.0188648,0.0135064,0.0158172,0.0185573,0.0227688,0,0.0154724,0.0669095,0.0374801,0,0,0.0155013,0,0,0.0488292,0.0562854,0.037719,0.031848,0.0099022,0.0578555,0.0415742,0.0423862,0.0692062,0.0598842,0.0169437,0.0562936,0.0353997,0.0412812,0.0725657,0.0323317,0.0160299,0.0244277,0.0233978,0.0208197,0.0284575,0
1204,0.0275279,0,0,0,0,0.0417012,0,0,0,0,0,0,0.0311499,0,0.0195857,0.0684786,0,0,0.0188853,0,0,0.0391619,0.0650851,0.0226128,0.00676943,0.0124226,0.0380259,0.0435219,0.0369451,0.0514433,0.0580016,0.0304316,0.0134373,0.0166588,0.0329981,0.0338371,0.0153981,0.0134772,0.0158033,0.0185727,0.0227206,0,0.0154478,0.0667616,0.0375253,0,0,0.0154776,0,0,0.0488038,0.0564826,0.0377961,0.0315373,0.00993651,0.0578779,0.0415725,0.0425176,0.0691998,0.0598436,0.0169895,0.0562883,0.0354484,0.0412907,0.0725889,0.0325584,0.0160706,0.0243259,0.0233672,0.0207947,0.0284906,0
1205,0.0274946,0,0,0,0,0.0417068,0,0,0,0,0,0,0.0337463,0,0.0190542,0.0686883,0,0,0.0188044,0,0,0.0391664,0.065035,0.0224134,0.00679454,0.0125083,0.0382113,0.0434405,0.0367225,0.0509916,0.0577728,0.0302068,0.0134082,0.0162394,0.0327948,0.0336339,0.012004,0.0134756,0.0158,0.0185937,0.022685,0,0.015385,0.0665542,0.0375776,0,0,0.0154784,0,0,0.0487948,0.0566812,0.0379225,0.0311599,0.0100259,0.0579139,0.0415965,0.0426508,0.0691951,0.0598455,0.0170222,0.0562808,0.0354736,0.0412978,0.0725795,0.0326658,0.0160991,0.024226,0.0233543,0.0207812,0.0285173,0
1206,0.0274508,0,0,0,0,0.0417494,0,0,0,0,0,0,0.0364973,0,0.0184748,0.0687551,0,0,0.0187731,0,0,0.0391711,0.0650156,0.0222145,0.0068656,0.0126085,0.0383578,0.0433723,0.0364193,0.0505122,0.0575007,0.0299677,0.0133835,0.0159064,0.0325071,0.0333814,0.00863911,0.0134965,0.0158663,0.0185947,0.0226631,0,0.0151994,0.0663537,0.0376149,0,0,0.0155022,0,0,0.0488073,0.056831,0.0379956,0.0307945,0.0100875,0.0579274,0.0416443,0.0427794,0.0692173,0.0598579,0.0170696,0.0562743,0.0353748,0.0412857,0.0725686,0.0327836,0.0160538,0.0241724,0.0233399,0.0208131,0.0285331,0
