Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
217,0.0238946,0,0,0,0,0.0483397,0,0,0,0,0,0,0.0286404,0,0.0210012,0.0701116,0,0,0.0142497,0,0,0.0357665,0.071128,0.0221227,0.00733236,0.0176419,0.0321568,0.0356155,0.0444704,0.054208,0.0367319,0.0132659,0.0160616,0.0278406,0.0293238,0.0198386,0.0162606,0.00789663,0.0180145,0.0329575,0,0.0176548,0.0634035,0.0305931,0,0,0.0233377,0,0,0.04498,0.0594277,0.0212776,0.0199785,0.0173522,0.0459248,0.0424125,0.0705893,0.0281158,0.0663327,0.0412298,0,0.0857246,0.0165429,0.0162683,0.00692872,0.0266349,0.0282907,0.0261224,0.0445014,0.0764223
218,0.0239518,0,0,0,0,0.0482988,0,0,0,0,0,0,0.0285501,0,0.0211049,0.0700503,0,0,0.0142208,0,0,0.0356185,0.0711306,0.0220626,0.00730037,0.017693,0.0320096,0.0357772,0.0445008,0.0542528,0.0367172,0.0131949,0.0160282,0.0278054,0.0292969,0.0198867,0.016346,0.00787062,0.0180183,0.0328045,0,0.0177787,0.0635841,0.0306957,0,0,0.0233852,0,0,0.0450435,0.0595367,0.0213151,0.0200359,0.0174901,0.0459544,0.0423332,0.070575,0.0281058,0.0662987,0.0412277,0,0.0857415,0.0166365,0.0161915,0.00691032,0.0268329,0.0282505,0.0260557,0.044574,0.0761406
219,0.0247325,0,0,0,0,0.0485881,0,0,0,0,0,0,0.028746,0,0.0210438,0.0707624,0,0,0.0138669,0,0,0.0356888,0.0712089,0.0221113,0.00844062,0.0181221,0.0311746,0.0347026,0.0446444,0.0544834,0.0371514,0.0132227,0.0160077,0.0277169,0.0291856,0.0196531,0.0167175,0.00801844,0.0170612,0.0351732,0,0.0165988,0.0645881,0.0313715,0,0,0.0232959,0,0,0.0450254,0.0575785,0.0246535,0.023109,0.0155272,0.0466048,0.0420023,0.0729686,0.0296826,0.0637068,0.0396362,0.0498957,0.0828479,0.0151207,0.0160474,0.00687485,0.0262125,0.0287944,0.0250559,0.0462954,0.0781067
220,0.0247557,0,0,0,0,0.0477997,0,0,0,0,0,0,0.0285922,0,0.0211832,0.0708186,0,0,0.0144322,0,0,0.0354185,0.0712913,0.0218746,0.00854765,0.0180072,0.0311198,0.0345553,0.044677,0.0544483,0.0369976,0.0132255,0.0159802,0.0278677,0.0292383,0.0196209,0.0162901,0.00834355,0.0168905,0.0351947,0,0.0165453,0.0644475,0.031177,0,0,0.0207807,0,0,0.0390186,0.0578949,0.024508,0.0232693,0.0154823,0.0467995,0.0414948,0.0730604,0.0298308,0.063705,0.0395784,0.0498372,0.0828689,0.0151206,0.015501,0,0.0265246,0.028323,0.0253699,0.0462799,0.0779362
221,0.0248143,0,0,0,0,0.0477213,0,0,0,0,0,0,0.0285362,0,0.0212023,0.0707416,0,0,0.0144524,0,0,0.0353621,0.071314,0.0218122,0.00857171,0.0180279,0.0310849,0.0346395,0.0448018,0.0545179,0.0369635,0.0131954,0.0159765,0.0279018,0.0292239,0.0196333,0.0160202,0.00831351,0.0169591,0.0352702,0,0.0165212,0.06435,0.0312764,0,0,0.0208661,0,0,0.0390001,0.0579522,0.0243506,0.0234185,0.0155442,0.0469037,0.041399,0.0730814,0.0298506,0.0637073,0.039557,0.0498287,0.0828562,0.0150427,0.0155136,0,0.026503,0.0282899,0.0253396,0.0463194,0.0779833
222,0.0248364,0,0,0,0,0.0476579,0,0,0,0,0,0,0.028502,0,0.0212363,0.0707095,0,0,0.0144592,0,0,0.0353019,0.0713089,0.0217899,0.00861237,0.0180554,0.0311752,0.034615,0.0448625,0.0545419,0.0369794,0.0131652,0.0159793,0.0279312,0.0292245,0.0196562,0.0159132,0.00832164,0.0169538,0.0353811,0,0.0164819,0.0644048,0.0313584,0,0,0.0209582,0,0,0.0389569,0.0579559,0.0242826,0.0235422,0.0157112,0.0470445,0.0412922,0.0731214,0.0299141,0.063723,0.0395492,0.0499108,0.0828353,0.0149412,0.0155183,0,0.0264193,0.028229,0.0253458,0.0462791,0.0779891
223,0.0248399,0,0,0,0,0.0476164,0,0,0,0,0,0,0.0284751,0,0.0212654,0.0706828,0,0,0.0144318,0,0,0.0351804,0.0712885,0.0217601,0.00866456,0.0180611,0.0312124,0.0346215,0.0449003,0.054531,0.0370051,0.0131742,0.0159312,0.0279535,0.0292377,0.0196971,0.0159007,0.0083056,0.0170159,0.0354657,0,0.0164538,0.0644048,0.0314207,0,0,0.0209706,0,0,0.0389007,0.0579551,0.0243443,0.0236554,0.0158756,0.0471526,0.0412456,0.0731342,0.0299336,0.0637515,0.0394884,0.049973,0.0828209,0.0148853,0.0154544,0,0.0263448,0.0281909,0.0253477,0.0462378,0.0779184
224,0.0248422,0,0,0,0,0.0475897,0,0,0,0,0,0,0.0284064,0,0.0212978,0.0706206,0,0,0.0144483,0,0,0.035213,0.0712934,0.0217483,0.00870958,0.0180529,0.0311644,0.0346366,0.0449277,0.0545162,0.0370143,0.0131879,0.0158109,0.0279466,0.02922,0.0197975,0.0159208,0.00831927,0.0171099,0.0355209,0,0.0164372,0.0643676,0.0314804,0,0,0.020992,0,0,0.0388524,0.0579732,0.0243636,0.0237658,0.0159837,0.0472174,0.0411715,0.0731127,0.0299059,0.0637602,0.0394655,0.0499579,0.0828627,0.0148264,0.0153779,0,0.0263375,0.0282147,0.0253335,0.0461806,0.0779013
225,0.0248467,0,0,0,0,0.0475789,0,0,0,0,0,0,0.0283544,0,0.0213496,0.0706202,0,0,0.0144586,0,0,0.0352052,0.0713082,0.0217343,0.00875531,0.0180891,0.0311647,0.0346677,0.0449493,0.0545327,0.0370297,0.0131705,0.0157407,0.0279149,0.0291882,0.0198449,0.0159364,0.00833563,0.0171348,0.0355846,0,0.0164575,0.0644113,0.0315176,0,0,0.0210471,0,0,0.0387647,0.0580355,0.0244248,0.0238484,0.0161024,0.0472967,0.0410609,0.0730721,0.029889,0.063748,0.0394684,0.0499856,0.0829113,0.0147684,0.0153175,0,0.0262688,0.0282356,0.0253412,0.0460395,0.0779083
226,0.0248586,0,0,0,0,0.0475922,0,0,0,0,0,0,0.0283232,0,0.0214067,0.0705864,0,0,0.01447,0,0,0.0353089,0.0713314,0.0217672,0.00879154,0.018102,0.0310834,0.0347273,0.0449718,0.0545311,0.037058,0.0131801,0.0157103,0.0279294,0.0291674,0.0198403,0.0159983,0.00840956,0.0171509,0.0356905,0,0.016432,0.0644155,0.0315448,0,0,0.0210729,0,0,0.038676,0.0580054,0.0244133,0.0239518,0.0161496,0.0473318,0.0409384,0.0730389,0.0298438,0.063737,0.0395085,0.0500187,0.0829626,0.0147298,0.015282,0,0.0261604,0.0282609,0.025329,0.0458023,0.0778749
227,0.0248431,0,0,0,0,0.0475815,0,0,0,0,0,0,0.0283099,0,0.0214646,0.0705866,0,0,0.0144478,0,0,0.0353702,0.071346,0.0218934,0.00886286,0.0181,0.0309867,0.0346947,0.0449852,0.0545183,0.0370851,0.0131812,0.0156876,0.0279309,0.0291755,0.0198577,0.0160644,0.0084732,0.0171281,0.0357583,0,0.0163853,0.0644041,0.0315502,0,0,0.0209452,0,0,0.0387726,0.0580151,0.0244095,0.0240019,0.0161797,0.0473349,0.0407819,0.0730312,0.029835,0.0637493,0.0395492,0.0500608,0.0829469,0.0146968,0.015307,0,0.0261543,0.0282838,0.0253275,0.0457767,0.0777902
228,0.0248155,0,0,0,0,0.0475776,0,0,0,0,0,0,0.0283003,0,0.0215225,0.0706366,0,0,0.0144475,0,0,0.0353728,0.0713402,0.0219054,0.00892946,0.0180881,0.0308925,0.0345917,0.0450101,0.0545344,0.0371117,0.0131686,0.01565,0.0279045,0.0291903,0.0199648,0.0160593,0.00850747,0.0170663,0.0357797,0,0.0163526,0.0643819,0.0315686,0,0,0.0208371,0,0,0.0388048,0.058101,0.0243969,0.0240106,0.0162105,0.0473178,0.0406805,0.07305,0.0298689,0.0638025,0.0395566,0.0500772,0.0829885,0.0146916,0.0153471,0,0.0261568,0.0283011,0.0253463,0.0459926,0.0776777
229,0.0248067,0,0,0,0,0.047606,0,0,0,0,0,0,0.0283031,0,0.0215542,0.0707023,0,0,0.0144412,0,0,0.0353859,0.0713383,0.0219605,0.00897466,0.0180646,0.030814,0.034525,0.0450412,0.0545338,0.037144,0.0131844,0.0156207,0.0279034,0.0291964,0.0200877,0.0160272,0.00852937,0.0169804,0.0357771,0,0.0163173,0.0643785,0.0315782,0,0,0.0207926,0,0,0.038824,0.0581511,0.0243358,0.0240471,0.0162382,0.0472824,0.0406217,0.0730762,0.0299068,0.0638987,0.0395452,0.0500966,0.0829472,0.0146786,0.0154175,0,0.0261521,0.0283132,0.0253433,0.0460432,0.0776083
230,0.0256985,0,0,0,0,0.0479707,0,0,0,0,0,0,0.0319486,0,0,0.0722009,0,0,0.0142845,0,0,0.035435,0.07036,0.0201935,0.00951546,0.0176889,0.0306738,0.0340609,0,0.0558851,0.0367975,0.0110855,0.0127497,0.0282402,0.0291113,0.0128824,0.0165157,0.00855132,0.0164956,0.0359655,0,0.0162697,0.0635436,0.0322121,0,0,0.0203151,0,0,0.0387655,0.0579791,0.0242727,0.0237178,0.0159013,0.0468796,0.0394396,0.0728648,0.0294404,0.064048,0.039731,0.0502009,0.0829161,0.0144901,0.0154033,0,0.0255465,0.0288132,0.0244613,0.0462825,0.0777029
231,0.0247879,0,0,0,0,0.0477196,0,0,0,0,0,0,0.0283592,0,0.0215028,0.0708011,0,0,0.0142877,0,0,0.0354719,0.0713028,0.0221114,0.0090233,0.017952,0.0308443,0.0343462,0.0451356,0.054531,0.0371009,0.0132561,0.015767,0.0279304,0.0292534,0.0201876,0.0163652,0.00858056,0.0168701,0.0358968,0,0.0161518,0.0643347,0.0315701,0,0,0.0205696,0,0,0.0389041,0.0581708,0.0243055,0.0241025,0.016078,0.0473286,0.0403836,0.0731421,0.0298358,0.0640033,0.039622,0.0501859,0.0829289,0.0145636,0.0155834,0,0.0260939,0.0283715,0.0253402,0.0458789,0.0775359
232,0.024734,0,0,0,0,0.0477473,0,0,0,0,0,0,0.0283725,0,0.0215406,0.070855,0,0,0.014257,0,0,0.0354859,0.0712774,0.0221904,0.0090907,0.0179147,0.0307457,0.0343494,0.0450473,0.0545074,0.0371249,0.0133073,0.0158797,0.0279867,0.0293623,0.0202185,0.0164118,0.00855833,0.0168641,0.0356704,0,0.0162383,0.0644041,0.0315673,0,0,0.0206363,0,0,0.0388482,0.058199,0.0243148,0.024172,0.0163272,0.0472525,0.0406308,0.0731269,0.029845,0.0639877,0.0395371,0.0501754,0.0829571,0.0147365,0.0155298,0,0.0261459,0.0283944,0.0253524,0.0458289,0.0774621
233,0.0246956,0,0,0,0,0.0477853,0,0,0,0,0,0,0.0283846,0,0.0215646,0.0708479,0,0,0.014276,0,0,0.035463,0.0712318,0.022229,0.00908558,0.0178963,0.0307422,0.0343403,0.0450406,0.0544662,0.0371156,0.0133286,0.0158238,0.0280247,0.0294201,0.0202564,0.0163198,0.0085207,0.0168574,0.0356267,0,0.0162069,0.0644002,0.0315677,0,0,0.0206633,0,0,0.0387783,0.0581674,0.0243051,0.0241978,0.0163479,0.047278,0.040697,0.0731362,0.0298289,0.0639376,0.0395311,0.0501889,0.0829691,0.0147747,0.0155083,0,0.0260861,0.0284088,0.0253493,0.0457645,0.0774263
234,0.0246615,0,0,0,0,0.0477873,0,0,0,0,0,0,0.0283997,0,0.0215889,0.0708622,0,0,0.0143189,0,0,0.0354196,0.0711853,0.0222469,0.00908638,0.017851,0.0307389,0.0343432,0.0450569,0.0544397,0.0371026,0.0133285,0.0157643,0.0280501,0.0294553,0.0202681,0.0162089,0.00846712,0.0168802,0.0356182,0,0.0162119,0.0644053,0.0315581,0,0,0.0206859,0,0,0.0387242,0.058155,0.0242943,0.0241994,0.0163496,0.0473023,0.0406667,0.0731405,0.0297943,0.0639302,0.0395111,0.0501931,0.0829828,0.0147783,0.0154797,0,0.0260227,0.0284175,0.0253602,0.0457907,0.0773969
235,0.0246431,0,0,0,0,0.0477705,0,0,0,0,0,0,0.0283884,0,0.0216172,0.0708549,0,0,0.014321,0,0,0.0353602,0.0711607,0.0222733,0.00910978,0.0178193,0.0307347,0.0343416,0.0450642,0.0544362,0.0370779,0.0133124,0.0157445,0.0280103,0.0294444,0.0203533,0.0161248,0.00844246,0.0168533,0.0355691,0,0.0162219,0.0644429,0.0315338,0,0,0.0207167,0,0,0.0387083,0.0581459,0.0242937,0.024211,0.0163441,0.0473248,0.0405466,0.0731429,0.0297675,0.0639445,0.0394945,0.0501948,0.0829909,0.0147961,0.0154869,0,0.0259604,0.0284125,0.0253995,0.045812,0.0773799
236,0.0246363,0,0,0,0,0.0477951,0,0,0,0,0,0,0.0283438,0,0.0216294,0.0708639,0,0,0.014227,0,0,0.0353438,0.0711291,0.0222926,0.00911302,0.0178267,0.0307389,0.0343272,0.0450831,0.0544456,0.0370629,0.0132916,0.0157167,0.0279545,0.0294201,0.0204181,0.0161641,0.00852922,0.0167291,0.0355266,0,0.0161965,0.0644592,0.0315437,0,0,0.0207067,0,0,0.0386639,0.0581107,0.0242327,0.0242301,0.0163154,0.0473549,0.0405603,0.0731679,0.0297685,0.0639329,0.0395556,0.050215,0.0829576,0.0148306,0.0154308,0,0.0259184,0.0284053,0.0254201,0.0458079,0.0773936
237,0.0246102,0,0,0,0,0.0478158,0,0,0,0,0,0,0.0283157,0,0.021662,0.0708964,0,0,0.0141678,0,0,0.0354559,0.0710935,0.0222607,0.00907897,0.017841,0.0307439,0.03431,0.0451019,0.0544358,0.0370612,0.0132723,0.0156655,0.0279484,0.0294111,0.020429,0.0162835,0.00873094,0.0165989,0.0355065,0,0.0161824,0.0644798,0.0315204,0,0,0.0206876,0,0,0.0386426,0.0580675,0.0241665,0.0242277,0.016257,0.0473926,0.0405196,0.073187,0.0297944,0.0639299,0.039619,0.0502164,0.082935,0.0148292,0.0154143,0,0.0259352,0.0283918,0.0254536,0.0458112,0.0773915
238,0.0245451,0,0,0,0,0.0478307,0,0,0,0,0,0,0.0283257,0,0.0216751,0.0708891,0,0,0.0142812,0,0,0.0355448,0.0710738,0.0221915,0.00906591,0.017805,0.0307503,0.0343446,0.0451301,0.05446,0.0370644,0.0132508,0.0156654,0.0279855,0.0294055,0.0203818,0.0162921,0.00868613,0.0167065,0.0354466,0,0.0161943,0.0644862,0.0314863,0,0,0.0206978,0,0,0.0385729,0.0580704,0.0242882,0.0241853,0.0161933,0.0474512,0.0404252,0.0731837,0.0298081,0.0639607,0.0396462,0.0502266,0.0829386,0.0148585,0.0154373,0,0.0259042,0.0283954,0.0254966,0.0458416,0.0774006
239,0.0244976,0,0,0,0,0.0478346,0,0,0,0,0,0,0.0283331,0,0.0216694,0.0709034,0,0,0.0143638,0,0,0.0355328,0.0710865,0.0221176,0.00908839,0.0177641,0.0307508,0.0344311,0.0451365,0.0544689,0.0370173,0.0132544,0.0156859,0.0279717,0.0294056,0.0203605,0.0162584,0.00860714,0.0167985,0.0353868,0,0.0162053,0.0644738,0.0314387,0,0,0.0206542,0,0,0.0384721,0.0580724,0.0244061,0.0241419,0.0161243,0.0474871,0.0403043,0.0731881,0.0298075,0.0639775,0.0396509,0.0502386,0.0829491,0.0149144,0.01544,0,0.0258129,0.0283917,0.0255651,0.045951,0.0774253
240,0.0244903,0,0,0,0,0.0478301,0,0,0,0,0,0,0.0283347,0,0.021671,0.0709436,0,0,0.0143855,0,0,0.0354979,0.0710787,0.0221162,0.00911063,0.0177438,0.030744,0.0345572,0.0451439,0.0544776,0.0369257,0.0132266,0.0156982,0.0279324,0.0293887,0.0203498,0.0162381,0.00857122,0.0168208,0.0352979,0,0.0162023,0.0644573,0.0313872,0,0,0.0205762,0,0,0.0384187,0.058036,0.0244754,0.0241006,0.0161001,0.0474915,0.0402177,0.0731799,0.0297896,0.0639596,0.0396698,0.0502415,0.0829211,0.0149773,0.0154289,0,0.0257277,0.028368,0.025646,0.0460065,0.0774625
241,0.0244826,0,0,0,0,0.0478207,0,0,0,0,0,0,0.0283318,0,0.0216785,0.0709464,0,0,0.0144147,0,0,0.0354668,0.0710656,0.0221593,0.00912229,0.0177591,0.0307505,0.034615,0.0451387,0.0544849,0.0368373,0.0132068,0.0157243,0.0279619,0.0293733,0.0202778,0.0162166,0.0085561,0.0168406,0.0352152,0,0.0161649,0.0644849,0.0313421,0,0,0.0205245,0,0,0.0384509,0.05799,0.0244385,0.0240641,0.0160829,0.0474912,0.0401547,0.0731546,0.0297611,0.0639395,0.039683,0.0501758,0.0828674,0.0150302,0.0154938,0,0.0257457,0.0283334,0.0257168,0.0460243,0.077443
242,0.0244423,0,0,0,0,0.0478111,0,0,0,0,0,0,0.0283299,0,0.0216602,0.0709299,0,0,0.0144511,0,0,0.0354264,0.0710733,0.0222182,0.00914426,0.0178127,0.0307675,0.0346031,0.0451131,0.0544845,0.0367534,0.0131911,0.0156734,0.027984,0.0293529,0.0202235,0.0161901,0.00851618,0.0168656,0.0351896,0,0.0161411,0.0645358,0.0313029,0,0,0.0204953,0,0,0.0385629,0.0579657,0.0243682,0.0240356,0.0160409,0.04749,0.0401188,0.0731498,0.0297612,0.0639265,0.0396618,0.0501318,0.0828277,0.0150413,0.0155492,0,0.0258587,0.0283048,0.0257613,0.045999,0.077426
243,0.0244097,0,0,0,0,0.0478114,0,0,0,0,0,0,0.0283302,0,0.021655,0.0709209,0,0,0.0145001,0,0,0.0353945,0.0710752,0.0221031,0.00916383,0.0178235,0.030854,0.0345833,0.0451057,0.0544962,0.0366691,0.0131878,0.0156148,0.0279471,0.0293323,0.0201788,0.0162003,0.0085134,0.0168972,0.0351879,0,0.0161672,0.0644765,0.0312807,0,0,0.0204617,0,0,0.0386211,0.0579485,0.0244505,0.0241064,0.0160307,0.0474827,0.0401004,0.0731623,0.0297815,0.0639463,0.0396245,0.0501604,0.0828071,0.015057,0.0156157,0,0.02593,0.0282388,0.025819,0.0458932,0.0774248
244,0.0243842,0,0,0,0,0.0478251,0,0,0,0,0,0,0.0283574,0,0.021657,0.0709691,0,0,0.014526,0,0,0.0353732,0.0710838,0.0219936,0.00918139,0.0178203,0.0310177,0.0346709,0.0451099,0.054471,0.0365876,0.0131622,0.015584,0.0279475,0.0293121,0.0201271,0.0162302,0.00851236,0.0169386,0.035215,0,0.0161869,0.0643164,0.0312438,0,0,0.0204325,0,0,0.0386421,0.0579484,0.0245336,0.0242642,0.0160563,0.047469,0.0400788,0.073163,0.0297987,0.0639281,0.039616,0.0501775,0.0828154,0.0150453,0.0156392,0,0.0259518,0.0282023,0.0259063,0.0457468,0.0774216
245,0.0243534,0,0,0,0,0.0478259,0,0,0,0,0,0,0.0283945,0,0.0216866,0.0709805,0,0,0.0145294,0,0,0.0353802,0.0710709,0.0219431,0.00915705,0.0178387,0.0310604,0.0347338,0.0451021,0.0544616,0.036525,0.0131275,0.0155879,0.0279764,0.0292986,0.0200543,0.0162781,0.00852379,0.0169687,0.0351863,0,0.0162053,0.0642907,0.0312399,0,0,0.0203957,0,0,0.0386543,0.0579491,0.0246027,0.0240572,0.0160713,0.0474526,0.0400975,0.0731486,0.0298069,0.0638932,0.0395772,0.0501748,0.0828416,0.0151043,0.0155997,0,0.0259745,0.0281827,0.0259444,0.0459462,0.0774952
246,0.0243237,0,0,0,0,0.0478403,0,0,0,0,0,0,0.0284005,0,0.0216858,0.0709902,0,0,0.0145304,0,0,0.035418,0.07106,0.0218908,0.00912651,0.0178734,0.0310809,0.0347452,0.0451036,0.0544623,0.036455,0.0131002,0.0155959,0.0279576,0.0292765,0.019992,0.0163388,0.00853821,0.0169867,0.0351177,0,0.0162262,0.0643109,0.031242,0,0,0.0203411,0,0,0.0386478,0.0579483,0.0246217,0.0238958,0.0160601,0.0474456,0.0401741,0.0731408,0.0298302,0.0638687,0.0395819,0.0501511,0.0828529,0.0151207,0.0155272,0,0.0259857,0.0281763,0.0259613,0.0461074,0.0775517
247,0.0243083,0,0,0,0,0.0478119,0,0,0,0,0,0,0.0284109,0,0.0216569,0.0709972,0,0,0.0145958,0,0,0.0353928,0.071085,0.0218453,0.00912693,0.0178657,0.031104,0.0347648,0.0450697,0.054452,0.0363759,0.0131161,0.0155468,0.027896,0.0292509,0.0199796,0.0162389,0.00851827,0.0169782,0.0350723,0,0.0162478,0.0643384,0.0312397,0,0,0.0202949,0,0,0.0386331,0.057924,0.0245968,0.0238414,0.0160391,0.0474546,0.0401382,0.073157,0.0298542,0.0638567,0.0395808,0.0501291,0.0828357,0.0151111,0.0155005,0,0.0259629,0.0281558,0.0260064,0.0461114,0.0775745
248,0.0243087,0,0,0,0,0.0477895,0,0,0,0,0,0,0.0284474,0,0.0216566,0.0709829,0,0,0.0146524,0,0,0.035355,0.0710952,0.0218306,0.00914691,0.0178466,0.0311181,0.0348122,0.0450169,0.0544392,0.0363086,0.013133,0.0155605,0.0278778,0.0292575,0.0199362,0.0161713,0.00850599,0.0169348,0.0350707,0,0.016232,0.0643689,0.0312429,0,0,0.0202507,0,0,0.0386502,0.0579017,0.0245501,0.0238257,0.0160182,0.0474722,0.0400592,0.0731802,0.0298903,0.0638497,0.0395878,0.0500686,0.082825,0.0151298,0.015559,0,0.0259693,0.0281463,0.0260553,0.0460055,0.0775751
249,0.0243098,0,0,0,0,0.0478137,0,0,0,0,0,0,0.0284972,0,0.0216506,0.0709685,0,0,0.0145915,0,0,0.0352892,0.0710912,0.0218555,0.00914502,0.0178577,0.0311139,0.0348369,0.0449823,0.05441,0.03626,0.0131187,0.0156158,0.0279042,0.0292876,0.0198956,0.0163161,0.00848405,0.0169024,0.0350404,0,0.0162259,0.0644043,0.0312268,0,0,0.0202003,0,0,0.0386598,0.0578954,0.0245592,0.0238234,0.0159992,0.0474817,0.0400415,0.0731876,0.0299295,0.0638596,0.0395801,0.0500249,0.0828031,0.0151732,0.0155943,0,0.025941,0.0281561,0.026069,0.045955,0.077592
250,0.0242753,0,0,0,0,0.0478446,0,0,0,0,0,0,0.0285562,0,0.0216207,0.0709772,0,0,0.0145089,0,0,0.035095,0.0710977,0.0218889,0.00914663,0.0178665,0.0311055,0.0348559,0.0449392,0.0544016,0.0361939,0.0131351,0.0155651,0.0279318,0.0293077,0.0198778,0.0163637,0.00839481,0.0169117,0.0349689,0,0.0162247,0.0644099,0.0312184,0,0,0.020163,0,0,0.0386417,0.057918,0.0245418,0.0238263,0.015968,0.0474897,0.0400568,0.0731987,0.0299399,0.0638699,0.0395961,0.0499948,0.0827892,0.0151885,0.0155744,0,0.0258857,0.0281424,0.0260822,0.0459518,0.0775854
251,0.02424,0,0,0,0,0.047862,0,0,0,0,0,0,0.0286192,0,0.0215877,0.0709892,0,0,0.0144828,0,0,0.0350737,0.071114,0.0219501,0.00915804,0.0178353,0.0311109,0.0348758,0.0448859,0.0544254,0.0361319,0.0131791,0.0155432,0.0279459,0.0293187,0.0198489,0.0163617,0.00834702,0.0169687,0.0349668,0,0.0162026,0.0644015,0.0311998,0,0,0.0201356,0,0,0.0386378,0.0580028,0.0245441,0.023846,0.015913,0.0475009,0.0400474,0.0732205,0.0299229,0.0638693,0.0396141,0.0499902,0.0827824,0.0152033,0.0156005,0,0.0258701,0.028141,0.0260932,0.0459479,0.0775435
252,0.024231,0,0,0,0,0.0478677,0,0,0,0,0,0,0.0286864,0,0.0215748,0.0710123,0,0,0.0145017,0,0,0.0353111,0.0711149,0.0220585,0.00917902,0.0178224,0.0311088,0.0348496,0.044827,0.0544031,0.0360995,0.0131976,0.0155565,0.0279488,0.0293318,0.0197995,0.016396,0.0083958,0.0170242,0.0349686,0,0.0161777,0.0643956,0.0311742,0,0,0.0201031,0,0,0.0386003,0.0580403,0.0245937,0.0238427,0.0158699,0.0474993,0.0400032,0.0732238,0.029886,0.0638614,0.0396106,0.050002,0.0827697,0.0152416,0.0156301,0,0.0258183,0.0281527,0.0261239,0.0459571,0.0775296
253,0.0242376,0,0,0,0,0.0478608,0,0,0,0,0,0,0.0287283,0,0.0215831,0.0710659,0,0,0.0145139,0,0,0.0354594,0.0711114,0.0220278,0.00920667,0.0178266,0.0311022,0.0347791,0.0447548,0.0543502,0.0360732,0.013206,0.015555,0.0279436,0.0293653,0.0197628,0.0164498,0.00844763,0.0170416,0.0349127,0,0.0161953,0.0643822,0.0311758,0,0,0.0200668,0,0,0.0386096,0.0580404,0.0246104,0.0237961,0.0158452,0.0474969,0.0399308,0.0732178,0.0298553,0.0638485,0.0395938,0.0500127,0.082769,0.0152687,0.0156492,0,0.025837,0.0281519,0.0261519,0.0459568,0.0775132
254,0.0242271,0,0,0,0,0.0478782,0,0,0,0,0,0,0.0287658,0,0.021586,0.0710762,0,0,0.0144764,0,0,0.0353393,0.0711252,0.0220135,0.00923097,0.017828,0.0311081,0.0347985,0.0446968,0.0543299,0.0360403,0.0132377,0.0155549,0.027942,0.0293832,0.0197493,0.0164705,0.00839216,0.0170078,0.0348878,0,0.0162037,0.0643732,0.0311712,0,0,0.0200551,0,0,0.0386715,0.0579966,0.0246399,0.0237646,0.0158427,0.0474803,0.0399012,0.0732172,0.0298466,0.063826,0.039599,0.0500282,0.0827757,0.0152849,0.0156437,0,0.025926,0.0281588,0.0261581,0.0459666,0.0775141
255,0.0242006,0,0,0,0,0.0479184,0,0,0,0,0,0,0.028789,0,0.0215511,0.071092,0,0,0.0144419,0,0,0.0352738,0.0711235,0.0220458,0.0092339,0.0178104,0.031096,0.0348631,0.0446524,0.0543247,0.0360314,0.0132672,0.0156121,0.0279684,0.0293934,0.0197137,0.0164711,0.00835245,0.0170013,0.034885,0,0.0162044,0.0643804,0.031168,0,0,0.0200466,0,0,0.038698,0.057899,0.0246223,0.0237408,0.0158398,0.0474646,0.0398665,0.0732238,0.0298535,0.0638166,0.0396084,0.0500456,0.082761,0.015303,0.0156119,0,0.0259911,0.0281704,0.0261711,0.0459703,0.0775074
256,0.0242084,0,0,0,0,0.0479102,0,0,0,0,0,0,0.0288074,0,0.0214983,0.0711357,0,0,0.0144,0,0,0.0353417,0.0711246,0.0220639,0.00922184,0.0177995,0.0311116,0.0348937,0.0446071,0.0542953,0.0360306,0.0132869,0.0156048,0.0279892,0.0294029,0.0196983,0.0164883,0.00846452,0.0169394,0.03483,0,0.0162023,0.0643882,0.0311574,0,0,0.0200275,0,0,0.0386797,0.0578401,0.0245966,0.023708,0.0158093,0.047476,0.0398339,0.0732282,0.0298754,0.0638095,0.0396098,0.050008,0.0827351,0.0153028,0.0155699,0,0.025994,0.028169,0.0262014,0.0459903,0.0775266
