Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,
795,0.0245771,0,0,0,0,0.0466251,0,0,0,0,0,0,0.0353117,0,0.0194048,0.0822413,0,0,0.0153295,0,0,0.0361498,0.0725304,0.0205215,0.01817,0.0150655,0.0202511,0.0319592,0.025175,0.0363431,0.0464665,0.0295413,0.0139403,0.0147449,0.027949,0.0302673,0.0103436,0.0126017,0.00826061,0.0143951,0.041412,0,0.0122171,0.0644039,0.0328728,0,0,0.0190375,0,0,0.0435521,0.0594261,0.0314349,0.0281133,0.0213785,0.0433723,0.0396411,0.0505206,0.0556907,0.03003,0.0587602,0.0379511,0.0441956,0.0771186,0.0149418,0.0181509,0.00717791,0.0218972,0.0260031,0.0239171,0.0262069,0
796,0.0245615,0,0,0,0,0.0465977,0,0,0,0,0,0,0.0352936,0,0.0194338,0.082296,0,0,0.0153387,0,0,0.0361166,0.072493,0.0205123,0.0179588,0.0150654,0.0202593,0.0320204,0.0251368,0.0363389,0.0464778,0.0295329,0.0139485,0.014737,0.0279751,0.0302633,0.0103404,0.0125924,0.00828395,0.0143779,0.0413883,0,0.0122442,0.0643977,0.0328743,0,0,0.0189969,0,0,0.0434829,0.0594219,0.0314578,0.028106,0.0213501,0.0433372,0.039635,0.0505203,0.0556384,0.0300442,0.0587594,0.0379399,0.0442355,0.0771138,0.0149523,0.0181403,0.00716045,0.0219111,0.0259676,0.0239154,0.0262111,0
797,0.0245084,0,0,0,0,0.0465118,0,0,0,0,0,0,0.035244,0,0.0194891,0.0822792,0,0,0.0153714,0,0,0.0359129,0.0724854,0.0204002,0.0179381,0.0150192,0.0203778,0.0320828,0.0250272,0.0362584,0.0464442,0.0295596,0.0139823,0.0147697,0.028104,0.0303679,0.0102927,0.012548,0.008311,0.0144326,0.0412818,0,0.0122322,0.0643662,0.0328849,0,0,0.0189863,0,0,0.0433169,0.0594802,0.0314024,0.0280684,0.0213069,0.0434282,0.0396799,0.0504573,0.0557051,0.0301493,0.0587665,0.0379143,0.044195,0.077174,0.0150129,0.0181894,0.0071833,0.022013,0.0259006,0.0239675,0.0261895,0
798,0.0245144,0,0,0,0,0.0464967,0,0,0,0,0,0,0.0352514,0,0.0194813,0.0822613,0,0,0.0153351,0,0,0.0358594,0.0724881,0.0204064,0.0179729,0.0150291,0.0204183,0.0320779,0.0250703,0.0362221,0.0464276,0.0295855,0.0140045,0.0147964,0.0280819,0.0303889,0.0102988,0.0125412,0.00828746,0.0144437,0.0413179,0,0.0121738,0.0643959,0.0328768,0,0,0.0190186,0,0,0.0432551,0.0594525,0.0314372,0.0280683,0.0212802,0.0434623,0.0396681,0.0502571,0.0557891,0.0302082,0.0587349,0.0379204,0.0440904,0.0772155,0.0150022,0.018162,0.00722979,0.0219835,0.0258761,0.0239657,0.026201,0
799,0.0245179,0,0,0,0,0.0464855,0,0,0,0,0,0,0.0352705,0,0.0194645,0.0822682,0,0,0.0153283,0,0,0.035866,0.0725206,0.0204333,0.0179841,0.0150202,0.0204174,0.0320724,0.0251701,0.0361723,0.0464244,0.0296039,0.0140138,0.0148233,0.028084,0.0304004,0.0103097,0.0125131,0.00828239,0.0144408,0.041339,0,0.0121533,0.0643916,0.0328834,0,0,0.0191321,0,0,0.0433225,0.059434,0.0314909,0.0280809,0.021261,0.0434672,0.0396561,0.0502045,0.0558582,0.0303493,0.0587209,0.0379167,0.0441514,0.0771764,0.0150152,0.0181501,0.0072775,0.0219201,0.0258671,0.0239576,0.0262278,0
800,0.0245328,0,0,0,0,0.0464635,0,0,0,0,0,0,0.0352831,0,0.0194483,0.0822719,0,0,0.0153387,0,0,0.0358724,0.0725217,0.0204439,0.0179759,0.0149894,0.0203791,0.0320897,0.025207,0.0361317,0.0464373,0.0295966,0.0140206,0.0148322,0.0281002,0.030384,0.0103122,0.0125052,0.00827002,0.0144491,0.041331,0,0.0121963,0.0643776,0.0328975,0,0,0.0190806,0,0,0.0433743,0.0594327,0.0315135,0.028083,0.021254,0.0434401,0.0396577,0.0502621,0.0558454,0.0303726,0.0587073,0.0379254,0.0441914,0.0771875,0.0150306,0.0181426,0.00724523,0.021914,0.0258434,0.0239527,0.0262581,0
801,0.024535,0,0,0,0,0.0464465,0,0,0,0,0,0,0.0353139,0,0.0194566,0.0822713,0,0,0.0153513,0,0,0.0358606,0.072513,0.0204468,0.0179607,0.0149984,0.0203051,0.0320976,0.025152,0.0361312,0.0464439,0.029557,0.0140052,0.0148294,0.0280978,0.0303548,0.0102673,0.0124815,0.00824404,0.0144738,0.0412842,0,0.0122161,0.0643578,0.0329125,0,0,0.0190398,0,0,0.0434053,0.0594348,0.0315033,0.0280686,0.0212546,0.043407,0.0396614,0.0503566,0.0557885,0.03037,0.058692,0.0379281,0.0442,0.0771562,0.0150214,0.0181821,0.00721156,0.0219632,0.0258411,0.0239383,0.0262849,0
802,0.0245287,0,0,0,0,0.0464471,0,0,0,0,0,0,0.0353187,0,0.0194701,0.0822687,0,0,0.0153569,0,0,0.0357974,0.0724895,0.0204217,0.017946,0.0149508,0.0202817,0.0321222,0.0250607,0.0361464,0.0464258,0.0295433,0.0140001,0.0148274,0.0280984,0.0303412,0.0102394,0.0124707,0.00819084,0.0145422,0.0412576,0,0.0122593,0.0643452,0.0329096,0,0,0.0190188,0,0,0.0433856,0.0594284,0.0314897,0.0280446,0.0212464,0.0434003,0.0396733,0.0503698,0.055794,0.0303585,0.0586953,0.0379335,0.0442074,0.0771864,0.0150054,0.0181734,0.00722528,0.0219717,0.0258234,0.0239278,0.026324,0
803,0.024524,0,0,0,0,0.046477,0,0,0,0,0,0,0.0353366,0,0.0194623,0.0822809,0,0,0.0153725,0,0,0.0357627,0.0724558,0.0204075,0.0179603,0.0149294,0.0202583,0.0321528,0.0249965,0.0361382,0.0463884,0.0295431,0.0139795,0.0148154,0.0280836,0.0303342,0.0102001,0.0124429,0.00817205,0.0145566,0.0412745,0,0.0122534,0.064353,0.032904,0,0,0.0189323,0,0,0.0433999,0.0594019,0.031492,0.0280285,0.0212161,0.043401,0.039669,0.0503157,0.0558046,0.030398,0.0587078,0.0379406,0.0442292,0.0771325,0.0149942,0.0180865,0.00722609,0.0219757,0.0258222,0.0239123,0.0263151,0
804,0.0245161,0,0,0,0,0.046491,0,0,0,0,0,0,0.0353409,0,0.0194602,0.0822918,0,0,0.0154135,0,0,0.0357661,0.072454,0.0204158,0.0179768,0.0149396,0.0203499,0.0321571,0.0250306,0.0361052,0.0463692,0.0295394,0.0139651,0.0148051,0.0280694,0.0303467,0.0101886,0.0123962,0.00819429,0.0145427,0.0412866,0,0.0122617,0.0643691,0.0328876,0,0,0.0188926,0,0,0.0434744,0.0593825,0.0315232,0.0280317,0.0211987,0.0433898,0.0397056,0.0502798,0.0557801,0.0304387,0.0587124,0.03794,0.0442384,0.0771741,0.0149941,0.0180599,0.00721271,0.022063,0.0258369,0.023917,0.0263022,0
805,0.024495,0,0,0,0,0.0464952,0,0,0,0,0,0,0.0353451,0,0.0194678,0.0822945,0,0,0.0154663,0,0,0.0357928,0.072466,0.0204153,0.0180098,0.0149518,0.02035,0.0321487,0.0250337,0.0360859,0.0463709,0.0295371,0.0139643,0.014789,0.0280492,0.0303343,0.010185,0.0123513,0.00822594,0.0145174,0.0412619,0,0.0122741,0.0643715,0.0328753,0,0,0.0189206,0,0,0.0434768,0.059387,0.031533,0.0280338,0.0212052,0.043354,0.0397357,0.0503146,0.0557951,0.0304478,0.0587226,0.0379444,0.0442338,0.0771798,0.0150037,0.018086,0.00725954,0.0220481,0.0258493,0.0239382,0.0263152,0
806,0.024484,0,0,0,0,0.0464768,0,0,0,0,0,0,0.0353451,0,0.0194621,0.0822941,0,0,0.0154922,0,0,0.0357805,0.0725455,0.0203696,0.0180131,0.0149593,0.0202546,0.0321509,0.0250475,0.0361036,0.0463596,0.029539,0.0139697,0.014766,0.0280395,0.030327,0.0101659,0.0123325,0.00823719,0.0145111,0.0412455,0,0.0122828,0.0643614,0.0328607,0,0,0.0189572,0,0,0.043401,0.0594025,0.0315173,0.0280041,0.0212242,0.0433154,0.039759,0.0503585,0.0557925,0.0304406,0.0587284,0.0379589,0.0442745,0.0771284,0.0150238,0.0181381,0.00727603,0.0219674,0.02584,0.0239681,0.0262989,0
807,0.0245076,0,0,0,0,0.0464394,0,0,0,0,0,0,0.035375,0,0.0194666,0.082361,0,0,0.0154745,0,0,0.0357378,0.0727379,0.0203063,0.0180437,0.014943,0.0201871,0.0321459,0.0250733,0.0361878,0.0463657,0.0294853,0.0139645,0.0147281,0.0280148,0.0303018,0.010104,0.0123642,0.00824166,0.0144782,0.0412463,0,0.0122622,0.0642761,0.0328499,0,0,0.0189295,0,0,0.0434042,0.0594146,0.0314789,0.0279918,0.0212244,0.043352,0.0397432,0.0503495,0.0558212,0.0304186,0.0587155,0.0379665,0.0442614,0.0771585,0.0150072,0.0181432,0.0072086,0.022007,0.0258143,0.0239517,0.0263175,0
808,0.024524,0,0,0,0,0.0464248,0,0,0,0,0,0,0.0353755,0,0.019472,0.082402,0,0,0.0154638,0,0,0.0357437,0.0727992,0.0202767,0.01806,0.0149309,0.0202005,0.0321563,0.0250817,0.0362228,0.0463813,0.0294532,0.013958,0.0147181,0.0280038,0.0302817,0.0100816,0.0123976,0.00824208,0.0144564,0.0412503,0,0.012252,0.0642161,0.032838,0,0,0.0188849,0,0,0.0434547,0.0594418,0.0314991,0.0279867,0.0212101,0.043401,0.0397526,0.0503179,0.0558436,0.0304266,0.0587103,0.0379658,0.0442152,0.0771346,0.0150036,0.0181004,0.00714111,0.0220677,0.0257882,0.023949,0.0264616,0
809,0.0245188,0,0,0,0,0.046404,0,0,0,0,0,0,0.0353538,0,0.0194833,0.0824045,0,0,0.0154854,0,0,0.0357929,0.072771,0.0202632,0.018081,0.0149274,0.0201908,0.0321816,0.0250772,0.0362288,0.0464361,0.0294627,0.0139487,0.0147049,0.0280122,0.03028,0.0100858,0.0124059,0.00824465,0.0144714,0.0412023,0,0.0122173,0.0641997,0.0328212,0,0,0.0188898,0,0,0.0434506,0.0594487,0.0315538,0.0279974,0.0211912,0.0434441,0.0398002,0.0503372,0.055906,0.0305014,0.0587056,0.0379531,0.0441997,0.0771402,0.0149987,0.0181117,0.00714008,0.0220494,0.0257605,0.0239624,0.0267424,0
810,0.0245167,0,0,0,0,0.0463839,0,0,0,0,0,0,0.0353088,0,0.0194658,0.0823782,0,0,0.0154722,0,0,0.0357724,0.0727556,0.0202253,0.0180664,0.0149459,0.0202115,0.0321848,0.0251187,0.0362466,0.0464229,0.0294782,0.0139494,0.014715,0.0280162,0.0302745,0.0101267,0.0124343,0.00823131,0.0144906,0.0411966,0,0.0121964,0.0641906,0.0328213,0,0,0.0189313,0,0,0.0434409,0.0594329,0.0315557,0.0279939,0.0212011,0.0434927,0.0398084,0.050339,0.0558984,0.0305014,0.0587056,0.0379705,0.0442079,0.0770713,0.0150124,0.0181162,0.00719396,0.0220516,0.0257415,0.0239542,0.0267872,0
811,0.0244854,0,0,0,0,0.0463637,0,0,0,0,0,0,0.0352769,0,0.0194966,0.0823687,0,0,0.015447,0,0,0.0357124,0.0727737,0.020176,0.0180422,0.0149362,0.0202672,0.0321857,0.0251401,0.0362759,0.0464288,0.0294615,0.0139204,0.0147045,0.0279968,0.0302574,0.0101278,0.0124434,0.00821468,0.0145126,0.0412293,0,0.0121406,0.0641811,0.0328299,0,0,0.0189638,0,0,0.0434676,0.059413,0.0315532,0.0279975,0.0212223,0.0434987,0.0398283,0.0503165,0.0558083,0.0304544,0.0587071,0.0379707,0.0442402,0.0770457,0.0150292,0.0181045,0.00719699,0.0221081,0.0257421,0.0239538,0.0264924,0
812,0.0244769,0,0,0,0,0.0463617,0,0,0,0,0,0,0.0352476,0,0.0195213,0.0823676,0,0,0.0154531,0,0,0.0357538,0.0727967,0.0201496,0.0180498,0.0149309,0.0203509,0.0321747,0.0251382,0.0363066,0.0464708,0.0294386,0.0138873,0.0146745,0.0279737,0.0302846,0.0101543,0.012451,0.00826993,0.0144481,0.04122,0,0.0120967,0.0641627,0.0328172,0,0,0.0190382,0,0,0.0435166,0.0594071,0.0315451,0.0279906,0.0212316,0.0435426,0.0398468,0.0503101,0.055798,0.0303798,0.0587052,0.0379657,0.0441623,0.0770569,0.0150311,0.0180938,0.0071539,0.0221139,0.0257476,0.0239746,0.0264216,0
813,0.0244805,0,0,0,0,0.0463753,0,0,0,0,0,0,0.0352234,0,0.0195107,0.0823624,0,0,0.0154535,0,0,0.0357743,0.0727983,0.0201533,0.0180644,0.0149261,0.0203643,0.0321703,0.0251203,0.0363286,0.0464884,0.0294195,0.0138613,0.0146541,0.0279667,0.0303501,0.0101719,0.0124646,0.00830282,0.0144034,0.0411788,0,0.0121188,0.064145,0.0327873,0,0,0.0189856,0,0,0.0435165,0.0594149,0.0315662,0.0279981,0.0212408,0.0435103,0.0398809,0.0503073,0.0558449,0.0303662,0.0587157,0.0379722,0.0440748,0.077068,0.0150334,0.0180917,0.00708513,0.022047,0.025743,0.0239988,0.0263878,0
814,0.024488,0,0,0,0,0.0463963,0,0,0,0,0,0,0.0352047,0,0.0194839,0.0823359,0,0,0.0154308,0,0,0.0357371,0.0728062,0.0201296,0.0180588,0.0149283,0.0203711,0.0321748,0.0251164,0.0363609,0.0464456,0.0294127,0.0138622,0.0146367,0.0279692,0.0303197,0.0101792,0.0124748,0.00827139,0.0144128,0.0411553,0,0.0121717,0.0641568,0.0327838,0,0,0.0189635,0,0,0.0434772,0.0594212,0.0315663,0.028003,0.0212201,0.0434886,0.039892,0.0503247,0.0558763,0.0304082,0.0587103,0.0379809,0.0441548,0.0770436,0.0150334,0.0180813,0.00710735,0.0219747,0.0257395,0.0239931,0.0262504,0
815,0.0243506,0,0,0,0,0.0462127,0,0,0,0,0,0,0.0350924,0,0.0197986,0.08243,0,0,0.0157268,0,0,0.0354324,0.0728222,0.0197584,0.0180484,0.0147016,0.0204442,0.0322542,0.0248493,0.0363219,0.0463889,0.029327,0.0138322,0.014619,0.0282755,0.0305334,0.0100116,0.0122529,0.0084356,0.0146617,0.040622,0,0.0122205,0.0639568,0.0329165,0,0,0.0189181,0,0,0.0432337,0.059634,0.0314744,0.0279922,0.02119,0.0436665,0.0400491,0.0502215,0.0560078,0.0307218,0.0587824,0.037875,0.0443144,0.0771576,0.0151389,0.0183738,0.00707592,0.0222848,0.0256169,0.0240399,0.0257733,0
816,0.0244989,0,0,0,0,0.046399,0,0,0,0,0,0,0.0351897,0,0.0195123,0.0823057,0,0,0.0154444,0,0,0.035727,0.0728424,0.0200764,0.0180412,0.0149351,0.0204474,0.0321753,0.0251235,0.036416,0.0464044,0.0293859,0.0138705,0.0146432,0.027969,0.030266,0.0102197,0.0124718,0.00827094,0.0144093,0.0411473,0,0.012146,0.0642033,0.0328066,0,0,0.0190072,0,0,0.043441,0.0593832,0.0315855,0.0279948,0.0212171,0.0434748,0.0398775,0.05035,0.0557346,0.0303603,0.0587112,0.0379949,0.0442511,0.0770165,0.0150672,0.018116,0.00715398,0.0220841,0.0257683,0.0239537,0.0257038,0
817,0.024489,0,0,0,0,0.0463995,0,0,0,0,0,0,0.0351798,0,0.0195295,0.0823065,0,0,0.0154598,0,0,0.0357493,0.0728728,0.0200534,0.0180428,0.0149347,0.0203965,0.0321604,0.0251184,0.036436,0.0463893,0.0293859,0.0138816,0.0146143,0.0279809,0.030256,0.010236,0.012459,0.00826951,0.0144215,0.0411562,0,0.0121488,0.0642007,0.0328158,0,0,0.0190044,0,0,0.0434323,0.0593624,0.0315704,0.02798,0.021218,0.0434887,0.0398592,0.0503333,0.0557153,0.0303253,0.0587153,0.0380138,0.0442225,0.0770219,0.0150698,0.0181289,0.00713487,0.0220999,0.0257799,0.0240005,0.0256349,0
818,0.0244629,0,0,0,0,0.0464308,0,0,0,0,0,0,0.0351817,0,0.0195368,0.0823274,0,0,0.0154756,0,0,0.0357654,0.0728869,0.0200474,0.0180626,0.01492,0.0203508,0.0321365,0.0251159,0.0364505,0.0464173,0.0293752,0.0138654,0.0145691,0.0279633,0.0302381,0.0102261,0.0124365,0.00823959,0.0144586,0.0411298,0,0.0121188,0.0641987,0.0328353,0,0,0.0189612,0,0,0.0433636,0.0593588,0.0315737,0.0279853,0.0212304,0.0435091,0.0398374,0.0502989,0.0557883,0.0303343,0.0587134,0.0380172,0.0441522,0.0770368,0.0150572,0.0181269,0.00714562,0.022039,0.0257767,0.0240853,0.0257878,0
819,0.0243076,0,0,0,0,0.0462588,0,0,0,0,0,0,0.0350571,0,0.0198453,0.0824537,0,0,0.0157976,0,0,0.0355141,0.0729063,0.0196891,0.0180997,0.0146971,0.0203666,0.0322152,0.0248665,0.0363831,0.0464323,0.0293141,0.0138377,0.0145393,0.0282755,0.0304712,0.0100588,0.0122197,0.00847138,0.014658,0.0405741,0,0.0121697,0.0639584,0.0329507,0,0,0.0188321,0,0,0.043052,0.0596037,0.031496,0.0279564,0.0212193,0.0436788,0.0400143,0.0501773,0.0560448,0.0307013,0.0587795,0.0379108,0.0441547,0.077158,0.0151401,0.0184047,0.00708027,0.0222766,0.0256328,0.0241544,0.0260087,0
820,0.0244445,0,0,0,0,0.046421,0,0,0,0,0,0,0.035151,0,0.0195469,0.0823359,0,0,0.0154918,0,0,0.0357934,0.0729261,0.0200093,0.0180976,0.0149326,0.0203915,0.0321376,0.0251432,0.0364719,0.0464674,0.0293874,0.0138605,0.0145619,0.0279601,0.0302164,0.0102298,0.01247,0.00830284,0.0144195,0.0410784,0,0.0121242,0.064183,0.0328275,0,0,0.0189621,0,0,0.0432643,0.0593859,0.0316037,0.0279554,0.0212305,0.0435057,0.0399029,0.0502715,0.0558676,0.0303888,0.058705,0.0380199,0.0441063,0.0769985,0.0150473,0.0181378,0.00725479,0.0220028,0.0257307,0.0240142,0.0263112,0
821,0.0242617,0,0,0,0,0.0461027,0,0,0,0,0,0,0.034878,0,0.0199051,0.082385,0,0,0.0158636,0,0,0.035387,0.0729835,0.0194697,0.0180009,0.0146978,0.0205738,0.0323202,0.024794,0.0363313,0.0464201,0.029371,0.0139263,0.0146502,0.0284098,0.0305996,0.0101095,0.0122645,0.00857361,0.0147488,0.0404447,0,0.0122762,0.0638978,0.0329166,0,0,0.0189726,0,0,0.0429984,0.0596806,0.0314145,0.0278929,0.0211741,0.0437667,0.0401553,0.05016,0.0561802,0.0308276,0.0587937,0.037902,0.0443117,0.0771296,0.0152619,0.0184876,0.00718348,0.0224122,0.0254949,0.0241373,0.0260315,0
822,0.024446,0,0,0,0,0.0463957,0,0,0,0,0,0,0.0351209,0,0.0195471,0.0823333,0,0,0.0153935,0,0,0.035728,0.0729409,0.0199606,0.0180741,0.0149335,0.0203874,0.0321656,0.0251831,0.0365524,0.0464842,0.0293623,0.0138371,0.0145598,0.0279488,0.0301884,0.0102368,0.0125325,0.00832133,0.0143855,0.0410677,0,0.0120789,0.0641669,0.0328404,0,0,0.0189202,0,0,0.0433049,0.0593742,0.0316067,0.0279519,0.0212017,0.0435595,0.0399133,0.0502872,0.0558528,0.0303773,0.0586867,0.038012,0.0442446,0.0769737,0.0150579,0.0181432,0.0071807,0.0219876,0.0257417,0.0239884,0.0262913,0
823,0.0243228,0,0,0,0,0.0461583,0,0,0,0,0,0,0.0349485,0,0.0198208,0.0823762,0,0,0.0156435,0,0,0.0354208,0.0729741,0.0195516,0.0180575,0.0147656,0.0203893,0.0322659,0.024956,0.0364544,0.046458,0.0293337,0.0138544,0.0145907,0.0282715,0.0304487,0.010131,0.0123815,0.00852434,0.0146319,0.0405444,0,0.0122037,0.0639319,0.032921,0,0,0.0187905,0,0,0.0430379,0.0595971,0.0314773,0.0279094,0.0211589,0.0437092,0.0400863,0.0501523,0.0560845,0.0307362,0.0587372,0.0379465,0.044322,0.0770843,0.0151858,0.0184084,0.00701705,0.0222701,0.0255823,0.0240802,0.0260796,0
824,0.0245022,0,0,0,0,0.0464209,0,0,0,0,0,0,0.0351662,0,0.0194926,0.0822897,0,0,0.0152366,0,0,0.0357667,0.0729542,0.0200076,0.0181333,0.0149978,0.0202897,0.0321283,0.0253095,0.0366005,0.046506,0.0293623,0.0138029,0.0145141,0.0278362,0.0300681,0.0102525,0.01262,0.00827182,0.0143184,0.0411234,0,0.0120691,0.0641893,0.032812,0,0,0.0187909,0,0,0.0432971,0.0593273,0.0316667,0.0279524,0.0212138,0.0434608,0.039902,0.0502992,0.0558056,0.0303392,0.0586537,0.0380603,0.0441256,0.0769414,0.0149834,0.018114,0.00716494,0.021944,0.0257976,0.0239484,0.0263239,0
825,0.0245097,0,0,0,0,0.0464453,0,0,0,0,0,0,0.0351716,0,0.0195045,0.082285,0,0,0.0152513,0,0,0.035762,0.0729649,0.0200079,0.0181501,0.0150125,0.0202386,0.0321193,0.0253359,0.0366,0.0464977,0.0293492,0.0138112,0.0144879,0.0278097,0.0300396,0.0102335,0.012613,0.0082493,0.0143169,0.0411277,0,0.0120851,0.0641692,0.0328044,0,0,0.0188253,0,0,0.0433219,0.0593301,0.0316679,0.0279377,0.0212184,0.0434158,0.0399008,0.0503014,0.0558325,0.0303603,0.0586719,0.0380474,0.0440224,0.0769506,0.014975,0.0181168,0.00722507,0.0219287,0.0257936,0.0239576,0.0263359,0
826,0.0244977,0,0,0,0,0.0464505,0,0,0,0,0,0,0.0351712,0,0.0195151,0.0823073,0,0,0.0153228,0,0,0.0357825,0.0729869,0.0199786,0.0181558,0.0150251,0.0202466,0.0321146,0.0253651,0.0365985,0.0464751,0.0293441,0.0138254,0.014473,0.0278148,0.0300502,0.0102291,0.0126011,0.00827367,0.0143029,0.0411222,0,0.0121428,0.0641496,0.0328052,0,0,0.0189051,0,0,0.0433785,0.0593498,0.0316665,0.0279127,0.0212096,0.0433953,0.0398904,0.0503243,0.0558517,0.0303957,0.0586874,0.0380388,0.0441056,0.0769359,0.0149897,0.0181106,0.00723897,0.0218792,0.0257827,0.0239673,0.0263528,0
827,0.024445,0,0,0,0,0.0463834,0,0,0,0,0,0,0.0351247,0,0.0195728,0.0823116,0,0,0.015422,0,0,0.0357114,0.073026,0.0198745,0.0181227,0.0149755,0.0202054,0.0321264,0.025304,0.0365572,0.0464678,0.0293477,0.013831,0.0144836,0.027923,0.0301436,0.0101905,0.0125612,0.00831424,0.0143666,0.0410148,0,0.0121522,0.0640802,0.0328063,0,0,0.0188953,0,0,0.0433528,0.0594223,0.0316198,0.0278829,0.0211981,0.0434446,0.0399558,0.0503006,0.0558886,0.0305025,0.0587069,0.0380154,0.0441386,0.0769775,0.0150585,0.0181902,0.00715053,0.0219499,0.0257427,0.0239988,0.026308,0
828,0.0243183,0,0,0,0,0.0461697,0,0,0,0,0,0,0.0349938,0,0.019882,0.082404,0,0,0.0157039,0,0,0.0354348,0.0730389,0.0195312,0.0181104,0.0147559,0.0202676,0.0322163,0.0250347,0.0364844,0.0464494,0.0292887,0.0137909,0.014495,0.0282432,0.0304199,0.0100308,0.0123587,0.00848171,0.0146365,0.0405058,0,0.0121901,0.0638343,0.0329213,0,0,0.0188366,0,0,0.0431257,0.0596458,0.0315163,0.027871,0.0211906,0.0436307,0.0401085,0.0501618,0.0560556,0.0308423,0.0587692,0.0379127,0.0441556,0.0771214,0.0151364,0.0184561,0.00707903,0.0222186,0.0256067,0.0240492,0.0261276,0
829,0.0244986,0,0,0,0,0.0464248,0,0,0,0,0,0,0.0351748,0,0.0195289,0.08232,0,0,0.0153119,0,0,0.0358051,0.073008,0.0199841,0.0181687,0.0150077,0.0202496,0.0321275,0.0253919,0.0366405,0.0465017,0.0293406,0.0137827,0.0144655,0.0278228,0.0301368,0.0102071,0.0125998,0.00827054,0.0143279,0.0411138,0,0.0120513,0.0641004,0.0328293,0,0,0.0189271,0,0,0.0433434,0.0593616,0.0316581,0.0279274,0.0212264,0.0434082,0.0399053,0.0502988,0.0557918,0.0304438,0.0586572,0.0380447,0.0441224,0.0769525,0.0149588,0.0181219,0.00726924,0.0218513,0.0257985,0.0239106,0.0263295,0
830,0.0243362,0,0,0,0,0.0462197,0,0,0,0,0,0,0.0350397,0,0.019873,0.0824492,0,0,0.015652,0,0,0.035519,0.0730188,0.0195699,0.0181319,0.0147619,0.0203593,0.0322213,0.0250685,0.0365386,0.0464537,0.0292683,0.0137589,0.0144338,0.0281644,0.0304335,0.0100323,0.0123738,0.0085113,0.0145655,0.040535,0,0.0121315,0.0638255,0.032967,0,0,0.018867,0,0,0.0431169,0.0596211,0.0315534,0.0279107,0.0211992,0.0436443,0.0400837,0.050161,0.0560347,0.0308162,0.0587425,0.0379323,0.0442129,0.0770889,0.0151109,0.0184348,0.00714585,0.0222099,0.0256419,0.0239946,0.026141,0
831,0.0244823,0,0,0,0,0.0464449,0,0,0,0,0,0,0.0351616,0,0.0195301,0.0823348,0,0,0.0153204,0,0,0.0358028,0.0730257,0.019949,0.0181409,0.0150057,0.0203664,0.0321308,0.0253984,0.0366323,0.0464812,0.0293326,0.0137985,0.0144368,0.0278177,0.0301851,0.0102131,0.0126228,0.0082762,0.0143497,0.0410763,0,0.0120529,0.0640727,0.0328423,0,0,0.0188809,0,0,0.0434705,0.0593639,0.0316374,0.0279196,0.0212412,0.0434377,0.0399379,0.0502969,0.0558552,0.0304242,0.0586782,0.0380516,0.0440224,0.0769296,0.0149772,0.0181407,0.00700091,0.0218942,0.0257808,0.0239258,0.0263253,0
832,0.0244471,0,0,0,0,0.0464001,0,0,0,0,0,0,0.0351031,0,0.0195922,0.0823151,0,0,0.0153828,0,0,0.0357397,0.0730496,0.0198543,0.0180842,0.0149679,0.0203496,0.0321503,0.0253498,0.0365921,0.0464423,0.0293468,0.0138176,0.014451,0.0279101,0.0302708,0.0101961,0.0125977,0.00826723,0.0145067,0.041009,0,0.0120988,0.0640791,0.0328579,0,0,0.0188809,0,0,0.0434503,0.0593858,0.0315761,0.0278461,0.0212232,0.0434837,0.0399722,0.05028,0.0559203,0.0305064,0.0586776,0.0380358,0.044144,0.076937,0.0150296,0.0181945,0.00694922,0.0219293,0.0257371,0.0239295,0.02627,0
833,0.0244486,0,0,0,0,0.046401,0,0,0,0,0,0,0.0351042,0,0.0195997,0.082279,0,0,0.0153975,0,0,0.0357822,0.0729991,0.01986,0.0180722,0.0149638,0.0202975,0.0321444,0.025347,0.0365841,0.0464395,0.0293577,0.0138079,0.0144679,0.0278989,0.0302646,0.0102075,0.0125891,0.00824039,0.0145783,0.0410038,0,0.0121041,0.0641814,0.0328739,0,0,0.0189278,0,0,0.0434416,0.0593564,0.0315871,0.0277754,0.0212075,0.0434784,0.0399722,0.0502724,0.0559087,0.0305201,0.0586661,0.038044,0.0441836,0.0769234,0.0150261,0.0182134,0.00703548,0.0218911,0.0257584,0.0238866,0.0262797,0
