Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,
583,0.0256905,0,0,0,0,0.0438097,0,0,0,0,0,0,0.02621,0,0.0197716,0.0797287,0,0,0.025867,0,0,0.0409884,0.0700276,0.0175273,0.0128585,0.0154412,0.0314197,0.0402517,0.0263226,0.0403915,0.0477881,0.0271092,0.0105915,0.0131901,0.0260535,0.0278052,0.020038,0.00860965,0.0325595,0.0245255,0.0238573,0,0.0199919,0.0528647,0.0322329,0,0,0.0202871,0,0,0.0481919,0.0691303,0.0529342,0.0195664,0.0239872,0.050869,0.0399172,0.0515419,0.0606572,0.0283297,0.0545586,0.0317623,0.0391714,0.0690669,0.0690954,0.0155395,0.0300768,0.0234254,0.0220739,0.02712,0.0207461,0
584,0.0258529,0,0,0,0,0.0438122,0,0,0,0,0,0,0.0264025,0,0.0197067,0.0797868,0,0,0.0258516,0,0,0.0410031,0.069929,0.017492,0.0129681,0.0154726,0.0312441,0.0401155,0.0262147,0.0403572,0.0478221,0.0269616,0.0106481,0.0133199,0.026182,0.0278301,0.0198769,0.00858574,0.0326961,0.0245666,0.0247706,0,0.0199559,0.0528916,0.0322865,0,0,0.0202891,0,0,0.0481575,0.0692265,0.0532004,0.0198479,0.0241537,0.05098,0.0399813,0.0516817,0.0604274,0.0282625,0.0547415,0.0318558,0.0393574,0.0692281,0.0706339,0.0155267,0.0300085,0.0234504,0.0221499,0.0269086,0.0208559,0
585,0.0260281,0,0,0,0,0.0437691,0,0,0,0,0,0,0.0265781,0,0.0196528,0.0798733,0,0,0.025829,0,0,0.0409976,0.0698349,0.0173882,0.0131002,0.015432,0.0311761,0.0400576,0.0260233,0.0403058,0.0478605,0.02683,0.0106875,0.0133426,0.0262629,0.0277968,0.0198227,0.00862136,0.0326945,0.0245479,0.0252911,0,0.0197936,0.0529468,0.0323393,0,0,0.0202469,0,0,0.0481142,0.0692211,0.0534197,0.0201122,0.0243711,0.0511379,0.0399775,0.0516495,0.0601744,0.0279632,0.0549286,0.031953,0.0394717,0.0692399,0.0714619,0.0155403,0.0299498,0.0234636,0.0221976,0.026723,0.0209657,0
586,0.0261982,0,0,0,0,0.0437162,0,0,0,0,0,0,0.0266619,0,0.0196198,0.0799934,0,0,0.0257936,0,0,0.04101,0.0697634,0.0172803,0.0132271,0.0154543,0.0312032,0.0400463,0.0257911,0.0402332,0.0478869,0.0267143,0.0106758,0.0132767,0.026212,0.0277414,0.0197533,0.00862678,0.0326775,0.0245163,0.02549,0,0.0197472,0.053038,0.0323904,0,0,0.0201728,0,0,0.0480835,0.0691807,0.0535893,0.0204795,0.0246279,0.051321,0.039954,0.0516755,0.0598511,0.0275517,0.0551369,0.0320206,0.0395126,0.0692888,0.0715922,0.0155619,0.0298191,0.0234357,0.0222268,0.0265212,0.0211165,0
587,0.0263589,0,0,0,0,0.0436692,0,0,0,0,0,0,0.0266401,0,0.0196467,0.0801755,0,0,0.025737,0,0,0.0409236,0.0697447,0.0172147,0.0133379,0.0155712,0.0312005,0.0400586,0.0255681,0.0401978,0.0478865,0.0266026,0.0106126,0.0131711,0.026087,0.0276988,0.019741,0.00867419,0.0325159,0.0245313,0.0253594,0,0.0197009,0.0530964,0.0324606,0,0,0.0201375,0,0,0.0480408,0.0690811,0.053566,0.0208182,0.0247994,0.0515167,0.0399404,0.0517634,0.0593396,0.027067,0.0551777,0.0320869,0.0395251,0.0692505,0.0712642,0.0155761,0.0296564,0.0234027,0.0222644,0.0263047,0.0213324,0
588,0.026539,0,0,0,0,0.0436485,0,0,0,0,0,0,0.0266367,0,0.0196596,0.080362,0,0,0.0256991,0,0,0.0408803,0.0697094,0.0171569,0.0134462,0.0157259,0.031067,0.0401211,0.0254169,0.0401913,0.0479028,0.0265961,0.0105627,0.0130541,0.0260157,0.0276942,0.0196753,0.00872596,0.0324585,0.0245606,0.0248072,0,0.019581,0.0531613,0.032516,0,0,0.0201108,0,0,0.0479971,0.0689768,0.0533572,0.0211926,0.02489,0.0517209,0.0398665,0.0518372,0.0587844,0.0265771,0.0550956,0.0321522,0.0395253,0.0692544,0.0702687,0.0156127,0.0295585,0.0233521,0.0222912,0.0261312,0.0215722,0
589,0.0267062,0,0,0,0,0.0436444,0,0,0,0,0,0,0.0266508,0,0.0196731,0.0805499,0,0,0.025685,0,0,0.0408886,0.0696906,0.0171032,0.0136016,0.0157978,0.0309317,0.0401735,0.0253204,0.0401743,0.0479379,0.0266811,0.0105476,0.0129368,0.0259651,0.0276747,0.0197696,0.00880968,0.0324706,0.0245765,0.0239015,0,0.019448,0.0532586,0.0325617,0,0,0.0201296,0,0,0.0479698,0.0688561,0.0529197,0.0215492,0.0249493,0.0519095,0.0398233,0.0519324,0.0584251,0.0260651,0.0550199,0.0322379,0.0395543,0.0693301,0.0686017,0.0156639,0.029491,0.0233141,0.0223216,0.0259432,0.0218669,0
590,0.0268861,0,0,0,0,0.0436169,0,0,0,0,0,0,0.0265945,0,0.0197249,0.0807978,0,0,0.0256829,0,0,0.0409073,0.069682,0.0170748,0.0137137,0.0158829,0.0306823,0.0402242,0.0252652,0.0401798,0.0479903,0.0268429,0.0105378,0.0128558,0.0259543,0.0276731,0.0199092,0.00891341,0.0325108,0.0245684,0.0229106,0,0.0191748,0.0534018,0.0326137,0,0,0.0200901,0,0,0.0479287,0.0686848,0.0523873,0.0218486,0.0250277,0.0520753,0.0398283,0.0520511,0.0579865,0.0255695,0.0550063,0.0323507,0.0396535,0.0693735,0.0663163,0.0157375,0.0294193,0.0233144,0.0223514,0.0257949,0.0222147,0
591,0.0270684,0,0,0,0,0.0435707,0,0,0,0,0,0,0.026502,0,0.0198229,0.0810982,0,0,0.0256777,0,0,0.0408504,0.0696696,0.0171364,0.013817,0.0160234,0.0304512,0.0402724,0.0252816,0.0402074,0.0480316,0.027039,0.0105103,0.0127811,0.025965,0.0277364,0.0200616,0.00903531,0.0324592,0.0245901,0.0219106,0,0.0189323,0.0534872,0.0326807,0,0,0.0200479,0,0,0.0478725,0.0684395,0.0516864,0.0221255,0.0251215,0.0522018,0.0397697,0.0522179,0.0576523,0.0251789,0.0551194,0.0325139,0.0398531,0.0694821,0.0636768,0.015801,0.029372,0.0233211,0.0224169,0.0256404,0.0225822,0
592,0.0272208,0,0,0,0,0.0435301,0,0,0,0,0,0,0.0264,0,0.0199047,0.0813412,0,0,0.0256797,0,0,0.0408265,0.0696598,0.0171884,0.0139104,0.0161274,0.0302566,0.0402428,0.0252856,0.0402434,0.0480644,0.0272995,0.0105209,0.0127291,0.025966,0.0277894,0.0201755,0.00912991,0.032512,0.0246486,0.020839,0,0.0186814,0.0535437,0.0327717,0,0,0.019978,0,0,0.0478308,0.068142,0.0508159,0.0224133,0.0251426,0.0522868,0.0397453,0.0524262,0.0572961,0.0248572,0.0552872,0.0327559,0.040074,0.0697016,0.0607987,0.015808,0.0293049,0.0233126,0.0225134,0.025472,0.0229162,0
593,0.0273718,0,0,0,0,0.043507,0,0,0,0,0,0,0.0262934,0,0.0200009,0.081474,0,0,0.0256314,0,0,0.0408446,0.0696664,0.0171846,0.0139694,0.0162782,0.0300758,0.0401088,0.0252944,0.0402564,0.048084,0.0276078,0.0105768,0.0127003,0.0259426,0.0278194,0.020253,0.00910465,0.0325907,0.0246577,0.0198451,0,0.0181422,0.053535,0.0328562,0,0,0.0198236,0,0,0.047822,0.0678118,0.0499079,0.0227919,0.025077,0.0523589,0.0397201,0.0526397,0.0570877,0.0246371,0.0554454,0.0330637,0.0402723,0.0700736,0.0574169,0.0156838,0.0292646,0.0232766,0.022608,0.025317,0.0231482,0
594,0.0275248,0,0,0,0,0.0434935,0,0,0,0,0,0,0.0261843,0,0.0200703,0.0815445,0,0,0.0255691,0,0,0.0407731,0.0696625,0.0173213,0.0139726,0.0164153,0.0299063,0.0398801,0.0253029,0.0403055,0.0481415,0.0279186,0.0106206,0.012656,0.0259165,0.0278754,0.0203686,0.0091269,0.0326056,0.024658,0.0190786,0,0.0175974,0.0536891,0.0329238,0,0,0.0197773,0,0,0.0478079,0.067474,0.0490164,0.0231033,0.024976,0.0524071,0.0396727,0.0528128,0.0569977,0.0245536,0.0556966,0.033352,0.0405322,0.0704142,0.0536192,0.0156354,0.0291934,0.0232578,0.0226659,0.0251572,0.0233498,0
595,0.0276765,0,0,0,0,0.0434486,0,0,0,0,0,0,0.0260731,0,0.0201686,0.0815838,0,0,0.0255205,0,0,0.0407463,0.0696771,0.0174464,0.0139563,0.0165093,0.0298007,0.0396702,0.0253613,0.0403634,0.0481657,0.0281961,0.0106379,0.012614,0.0259243,0.027937,0.0205243,0.00908528,0.0326897,0.0246666,0.01869,0,0.0170742,0.053984,0.0330235,0,0,0.0197828,0,0,0.0477689,0.0671438,0.0480973,0.023348,0.0248264,0.0524156,0.0396698,0.0530102,0.0569337,0.024479,0.0559201,0.0336569,0.0407914,0.0706966,0.0497187,0.0156322,0.029102,0.023243,0.0227018,0.0250165,0.0235309,0
596,0.0278018,0,0,0,0,0.0434021,0,0,0,0,0,0,0.025977,0,0.0202845,0.0816056,0,0,0.0254465,0,0,0.0406878,0.0697019,0.0175357,0.0139215,0.0166058,0.0296726,0.0394668,0.0254148,0.0403883,0.0481781,0.0284544,0.0106671,0.0125555,0.0259307,0.0280051,0.0206839,0.00901097,0.0327157,0.0246988,0.0188066,0,0.0166013,0.0543038,0.0331354,0,0,0.0197753,0,0,0.0477201,0.0668208,0.0472038,0.0236639,0.0246256,0.0524298,0.0396205,0.0532579,0.056865,0.024398,0.0560521,0.033992,0.0411008,0.0710009,0.0460086,0.0156217,0.0290148,0.0232382,0.0227326,0.0248838,0.0237362,0
597,0.0279049,0,0,0,0,0.043385,0,0,0,0,0,0,0.0258808,0,0.0203864,0.0816154,0,0,0.0253973,0,0,0.0406432,0.0697221,0.0176358,0.0138322,0.0166776,0.0295933,0.0393046,0.0254094,0.0404352,0.0481973,0.0286624,0.0107098,0.0125256,0.0259339,0.0280404,0.0208302,0.00898487,0.0327554,0.0247303,0.0193351,0,0.0161378,0.0545892,0.0332177,0,0,0.0197478,0,0,0.0476857,0.0665055,0.046414,0.023954,0.0243997,0.0524361,0.0396436,0.0534782,0.056754,0.0243195,0.0562029,0.0343047,0.0413372,0.0712379,0.042594,0.0156178,0.0289075,0.0232161,0.0227764,0.0247571,0.0240176,0
598,0.0280028,0,0,0,0,0.0433534,0,0,0,0,0,0,0.0257732,0,0.0204779,0.0815515,0,0,0.0253563,0,0,0.0406514,0.0697319,0.0177986,0.013748,0.0167181,0.0295395,0.03916,0.0254761,0.040504,0.0482178,0.0288084,0.0107523,0.012506,0.0259702,0.0280785,0.0209111,0.00889802,0.0327751,0.0247079,0.0201237,0,0.015672,0.0548787,0.0332154,0,0,0.0197386,0,0,0.0476651,0.0662126,0.0456637,0.024213,0.0242138,0.0524593,0.039687,0.0536816,0.0566542,0.0242764,0.0562947,0.0345992,0.041515,0.0715534,0.0395325,0.0156152,0.0288304,0.0231873,0.0228254,0.0246829,0.024272,0
599,0.0280725,0,0,0,0,0.0433024,0,0,0,0,0,0,0.0257423,0,0.0205358,0.0814508,0,0,0.0253438,0,0,0.0406649,0.0697334,0.0179164,0.0136845,0.0167547,0.0295113,0.0390398,0.0255766,0.0405658,0.0482136,0.0288637,0.0107666,0.0124688,0.0260416,0.0281238,0.0209458,0.00886892,0.0328197,0.0247182,0.0210376,0,0.0152429,0.055168,0.033231,0,0,0.0197186,0,0,0.0476513,0.0659351,0.0450052,0.0244907,0.0240635,0.0524978,0.0397005,0.0538507,0.0565884,0.0242391,0.0564332,0.0348814,0.0416498,0.0717817,0.0368164,0.0155497,0.0287785,0.0231688,0.0228501,0.0246594,0.0244729,0
600,0.0281179,0,0,0,0,0.0432719,0,0,0,0,0,0,0.0257654,0,0.0205303,0.0813551,0,0,0.0253487,0,0,0.0406509,0.0697371,0.0178891,0.0136143,0.0168217,0.0294738,0.0389346,0.0255869,0.0406592,0.0482295,0.0288848,0.0107973,0.0124462,0.0260651,0.0281617,0.0209453,0.00886207,0.0328468,0.0247472,0.0220905,0,0.0149033,0.0554516,0.0332658,0,0,0.0196585,0,0,0.0476445,0.065665,0.0443817,0.0247799,0.0239173,0.052577,0.0397254,0.0539644,0.0565872,0.0242577,0.0565582,0.035161,0.0417819,0.0719129,0.0344044,0.0154501,0.0287487,0.0231532,0.0228388,0.0246594,0.0246619,0
601,0.0281572,0,0,0,0,0.043257,0,0,0,0,0,0,0.0258285,0,0.0205314,0.0813148,0,0,0.0253376,0,0,0.0406525,0.0697309,0.0178662,0.0135294,0.0168691,0.0294505,0.0388665,0.0256857,0.0407007,0.0482656,0.028902,0.0108235,0.0124382,0.0261214,0.0282069,0.0208858,0.00885443,0.0328792,0.024744,0.0231679,0,0.014599,0.0556922,0.0332894,0,0,0.0196402,0,0,0.0476105,0.0654042,0.0437916,0.0250729,0.0237806,0.0526335,0.0397635,0.0540064,0.0565917,0.0243593,0.0566547,0.0354447,0.0418838,0.0721146,0.032209,0.0154457,0.0287035,0.0231544,0.0228122,0.024639,0.0248733,0
602,0.0282173,0,0,0,0,0.0432312,0,0,0,0,0,0,0.0259133,0,0.0205556,0.081326,0,0,0.0252969,0,0,0.040656,0.0696807,0.0178601,0.0134612,0.0168883,0.0293829,0.0388296,0.0258688,0.0406225,0.0482798,0.0289465,0.0108266,0.0124358,0.0261327,0.0282692,0.0207305,0.00887587,0.0329187,0.0247209,0.0242925,0,0.0143527,0.0559387,0.0333013,0,0,0.0196376,0,0,0.0475686,0.0651606,0.0433121,0.0253558,0.0236487,0.0526589,0.0398001,0.0539954,0.0564062,0.0244994,0.056741,0.0357125,0.0419406,0.0723896,0.0302911,0.015501,0.0286161,0.0231641,0.02278,0.0246281,0.0250575,0
603,0.028268,0,0,0,0,0.0431785,0,0,0,0,0,0,0.0259857,0,0.0205847,0.0813212,0,0,0.025226,0,0,0.0406729,0.0696574,0.0178572,0.0134159,0.0169503,0.0292581,0.0387554,0.0259789,0.0404462,0.0483005,0.0289749,0.0108322,0.0124263,0.0261171,0.0283015,0.020599,0.0088129,0.0329512,0.0246878,0.0254037,0,0.0141682,0.0562241,0.0333182,0,0,0.0195165,0,0,0.0475378,0.0649188,0.0428767,0.0256214,0.0235371,0.0526608,0.0397578,0.0540171,0.0563219,0.024539,0.0568332,0.0359446,0.0419945,0.0726457,0.0286057,0.0154591,0.0285163,0.023173,0.0227481,0.0246477,0.0251471,0
604,0.0282888,0,0,0,0,0.0431383,0,0,0,0,0,0,0.0259747,0,0.0206307,0.0813566,0,0,0.0251781,0,0,0.0406847,0.0697064,0.0178902,0.0133708,0.0170649,0.029176,0.0386908,0.0260236,0.0406259,0.0482972,0.0289792,0.0108015,0.0124055,0.0262135,0.0282708,0.020682,0.00876892,0.0329591,0.0246573,0.0264299,0,0.0138834,0.0565377,0.0333465,0,0,0.019465,0,0,0.0475335,0.0646651,0.0424419,0.0258804,0.0234832,0.052652,0.0397297,0.0540622,0.0563417,0.0246025,0.0568866,0.0361231,0.0421264,0.0728809,0.027157,0.0153711,0.0284727,0.0231415,0.0227306,0.0246902,0.0251559,0
605,0.0282993,0,0,0,0,0.0431104,0,0,0,0,0,0,0.0261177,0,0.0206279,0.0815255,0,0,0.0251516,0,0,0.0407003,0.0697055,0.0178884,0.0133357,0.017125,0.029091,0.0386263,0.026133,0.0405461,0.0483501,0.0290154,0.0107488,0.0123091,0.0264348,0.0282853,0.0206275,0.00877612,0.0329585,0.0246283,0.0273798,0,0.0136187,0.056841,0.0333713,0,0,0.019614,0,0,0.0475373,0.0644702,0.042088,0.0261009,0.0234523,0.0526281,0.039736,0.0541233,0.0563714,0.0247402,0.0570266,0.0362456,0.0422972,0.0730563,0.0258875,0.0153739,0.0284937,0.0230709,0.0226965,0.0247159,0.0252532,0
606,0.0283243,0,0,0,0,0.0430698,0,0,0,0,0,0,0.0263362,0,0.0206385,0.08157,0,0,0.0251182,0,0,0.040703,0.069661,0.0177398,0.0133205,0.0171136,0.0290965,0.0385525,0.0262007,0.0402174,0.0484205,0.0290957,0.0106906,0.0121737,0.0263303,0.0283525,0.0203959,0.00882715,0.032962,0.0245948,0.0281691,0,0.0134045,0.0570826,0.0333858,0,0,0.0195859,0,0,0.0474897,0.0643724,0.0418027,0.0263132,0.0233729,0.052628,0.0396706,0.0541439,0.0563542,0.0248966,0.0571153,0.0363291,0.0423871,0.0731471,0.0247849,0.0154817,0.0284496,0.02305,0.0226458,0.0247417,0.0253442,0
607,0.0283608,0,0,0,0,0.0430296,0,0,0,0,0,0,0.0264356,0,0.0206896,0.0814925,0,0,0.0250717,0,0,0.0406852,0.0696655,0.0175392,0.0133333,0.0170571,0.0290593,0.0385115,0.0263317,0.0400721,0.048445,0.0291383,0.0106171,0.0120938,0.0262128,0.0283932,0.0202756,0.00884823,0.0329435,0.0245477,0.0288101,0,0.0132275,0.0572783,0.0333998,0,0,0.0194931,0,0,0.0474519,0.0643092,0.0415625,0.0264852,0.0232362,0.0526319,0.0395715,0.0541385,0.0562922,0.0250023,0.0571274,0.0363995,0.0424107,0.0731541,0.0238962,0.0155105,0.0284024,0.0230199,0.022604,0.0247882,0.0254072,0
608,0.0283733,0,0,0,0,0.0430069,0,0,0,0,0,0,0.0264039,0,0.0207295,0.0813849,0,0,0.0250262,0,0,0.0406662,0.0697273,0.0175984,0.0133359,0.0170301,0.0290102,0.0384929,0.0264403,0.0401134,0.0484398,0.0291755,0.0105689,0.0120717,0.0262016,0.0283934,0.0202692,0.00885738,0.0329002,0.0245108,0.0293618,0,0.0131427,0.0574748,0.0333703,0,0,0.0193524,0,0,0.0474154,0.0642447,0.0413701,0.0266049,0.0230738,0.0526345,0.0394964,0.0541115,0.0561631,0.0250893,0.057103,0.0364618,0.0423694,0.0731784,0.0231203,0.0154592,0.0283448,0.0229917,0.0225411,0.0248475,0.0254885,0
609,0.0283685,0,0,0,0,0.0429896,0,0,0,0,0,0,0.0264218,0,0.0207485,0.0812932,0,0,0.0249804,0,0,0.0406472,0.0697716,0.01766,0.0133348,0.0170359,0.0289834,0.0384846,0.0264961,0.0401792,0.0484129,0.0291993,0.0105555,0.0120511,0.0262416,0.0284076,0.0202165,0.00888759,0.0328605,0.0244778,0.0299455,0,0.0131046,0.0576344,0.0333214,0,0,0.0192675,0,0,0.0473772,0.0642005,0.0412699,0.0267097,0.0229013,0.0525744,0.0394705,0.0540731,0.0559645,0.0251179,0.0570752,0.0365207,0.0423249,0.0732302,0.0225227,0.0154266,0.0282888,0.0229621,0.0224671,0.0249341,0.0255723,0
610,0.0283847,0,0,0,0,0.0429556,0,0,0,0,0,0,0.0265001,0,0.0207722,0.0812394,0,0,0.0249495,0,0,0.0406339,0.0697882,0.0176697,0.0133464,0.0170798,0.0288065,0.0384823,0.026628,0.0401657,0.0484341,0.0292484,0.0105809,0.0120735,0.0262705,0.0284422,0.0200611,0.00893784,0.0328396,0.0244857,0.0304725,0,0.0129062,0.0577508,0.0333243,0,0,0.0192976,0,0,0.0473459,0.0641785,0.0411873,0.02681,0.0227144,0.0525431,0.0394104,0.0540361,0.0557594,0.0251348,0.0570706,0.0365483,0.0423339,0.0731925,0.0220093,0.0154504,0.0282558,0.0229093,0.0223867,0.0250178,0.0256288,0
611,0.0283917,0,0,0,0,0.0429244,0,0,0,0,0,0,0.0266148,0,0.0207944,0.0812583,0,0,0.0249178,0,0,0.0406257,0.0697892,0.0176659,0.0133818,0.0171173,0.0286492,0.0384708,0.0266855,0.0401002,0.0484891,0.0293046,0.010607,0.0121064,0.0262858,0.0284666,0.0198832,0.00892804,0.0328445,0.0245071,0.0309741,0,0.0127112,0.0578781,0.033313,0,0,0.0193689,0,0,0.0473301,0.0641525,0.0410602,0.0269255,0.0225433,0.0525577,0.0393818,0.053947,0.0555913,0.0251302,0.0570686,0.0365457,0.0423324,0.0731876,0.0215339,0.0154894,0.0282293,0.0228783,0.022324,0.0250642,0.0256826,0
612,0.0283885,0,0,0,0,0.0429084,0,0,0,0,0,0,0.0267894,0,0.0208191,0.0812772,0,0,0.0248667,0,0,0.040616,0.0697486,0.0176763,0.0134485,0.0171445,0.0285505,0.0384468,0.0266496,0.0399983,0.0485343,0.0293553,0.0106285,0.0120882,0.0263457,0.0284901,0.0196542,0.00891762,0.0328117,0.0244874,0.0313966,0,0.012604,0.0579891,0.0333082,0,0,0.0191778,0,0,0.0472847,0.0641384,0.0409012,0.0270669,0.0223855,0.0526105,0.0393183,0.0538731,0.0555132,0.0251232,0.0570561,0.0365677,0.0423161,0.0732358,0.0211196,0.0154741,0.0281193,0.0229165,0.022305,0.0250711,0.0257007,0
613,0.0283992,0,0,0,0,0.0429093,0,0,0,0,0,0,0.0269318,0,0.0208564,0.0812918,0,0,0.0248032,0,0,0.0406084,0.0697073,0.0176818,0.0135157,0.0171796,0.0284753,0.0384242,0.0266865,0.0399757,0.0485789,0.0293889,0.0106474,0.0120813,0.0263814,0.0285204,0.0194721,0.0089403,0.032758,0.0244431,0.0317003,0,0.0125555,0.0580867,0.0333181,0,0,0.0190542,0,0,0.047244,0.0641017,0.0407852,0.0272214,0.0222566,0.052666,0.0392768,0.0538315,0.0555131,0.0250947,0.0570838,0.0366423,0.0423401,0.0732569,0.0208035,0.0154849,0.0280014,0.0229341,0.0223158,0.0250465,0.025676,0
614,0.0284256,0,0,0,0,0.0429194,0,0,0,0,0,0,0.0270006,0,0.0208855,0.0813039,0,0,0.0247371,0,0,0.0405923,0.0697,0.0176855,0.0135485,0.0172611,0.0283998,0.0384644,0.0266874,0.0399915,0.0486081,0.0294417,0.010667,0.0121007,0.0264032,0.0285574,0.0193668,0.0089741,0.0326793,0.024369,0.0319738,0,0.0124764,0.0581998,0.0333461,0,0,0.0190108,0,0,0.0472524,0.0640379,0.0407286,0.0273586,0.0221868,0.052665,0.0392528,0.0538142,0.0553508,0.0251129,0.0571227,0.0367421,0.0423358,0.073351,0.0205027,0.0154646,0.027965,0.0229084,0.0223153,0.0249992,0.0257102,0
615,0.0284569,0,0,0,0,0.0429331,0,0,0,0,0,0,0.0270203,0,0.0209104,0.0812574,0,0,0.0246907,0,0,0.0405837,0.0697412,0.0176991,0.0135598,0.0173785,0.028382,0.0384435,0.0267469,0.0400594,0.0486204,0.0294844,0.0106592,0.0121424,0.0264247,0.0285535,0.0193508,0.00898869,0.0326225,0.0243226,0.0322213,0,0.0123653,0.0582818,0.0333641,0,0,0.0190769,0,0,0.0472709,0.0639706,0.0406312,0.027498,0.0221394,0.0526316,0.0392428,0.0537927,0.0552393,0.0252177,0.0571798,0.0368386,0.042406,0.0734278,0.0202481,0.0154782,0.0279618,0.0228763,0.0223264,0.0249396,0.0257092,0
616,0.0284953,0,0,0,0,0.0429489,0,0,0,0,0,0,0.0270893,0,0.0209423,0.0812268,0,0,0.0246587,0,0,0.0405996,0.0697582,0.0176963,0.0135597,0.0174864,0.0283366,0.0383755,0.0267846,0.0400667,0.0486397,0.0295252,0.0106709,0.0121631,0.0264593,0.0285545,0.0192527,0.00899342,0.0326014,0.0242889,0.0324934,0,0.0122625,0.0583583,0.0333707,0,0,0.0192075,0,0,0.0472759,0.0639239,0.0404725,0.0276321,0.0221076,0.0526146,0.0392148,0.0537667,0.0551998,0.0253611,0.057223,0.036938,0.0424406,0.0734647,0.0200061,0.0155612,0.0279544,0.0228496,0.022345,0.0248604,0.0257409,0
617,0.0285377,0,0,0,0,0.0429719,0,0,0,0,0,0,0.027194,0,0.0209994,0.0811973,0,0,0.0246395,0,0,0.0406275,0.069744,0.0176878,0.013579,0.0175408,0.0282327,0.0383,0.0267941,0.0400335,0.0486561,0.0295611,0.0107204,0.0121409,0.0265142,0.0285873,0.0190871,0.00897312,0.0326014,0.0242536,0.0328123,0,0.0122047,0.0584611,0.0333717,0,0,0.0191132,0,0,0.0472508,0.0638747,0.0403248,0.0277714,0.0220796,0.0525744,0.0392091,0.0537503,0.055213,0.0254409,0.0572349,0.0370033,0.0424682,0.0734631,0.0197449,0.0156399,0.027882,0.0228413,0.022375,0.024772,0.0257392,0
618,0.0285853,0,0,0,0,0.043005,0,0,0,0,0,0,0.027301,0,0.021072,0.081165,0,0,0.024632,0,0,0.0406579,0.06974,0.0176727,0.0135846,0.0174688,0.0281394,0.0382371,0.0268199,0.0399813,0.0486743,0.0296054,0.0107574,0.0120992,0.0265331,0.0285844,0.0189476,0.0089344,0.0326144,0.0242269,0.0332032,0,0.0121794,0.0586065,0.0333755,0,0,0.0190102,0,0,0.0472097,0.0638176,0.0401697,0.0279023,0.0220308,0.0525184,0.0392193,0.0537217,0.0552252,0.0255069,0.0572388,0.0370592,0.0424572,0.0735734,0.0194245,0.0156869,0.0278329,0.0228266,0.0224147,0.0247166,0.0257387,0
619,0.0286199,0,0,0,0,0.0430272,0,0,0,0,0,0,0.0272886,0,0.0210581,0.0811207,0,0,0.0246257,0,0,0.0406735,0.0697905,0.0176492,0.0136073,0.0172367,0.0280156,0.0381588,0.0268965,0.0399164,0.048669,0.0296382,0.0107366,0.0120613,0.0265106,0.0285355,0.0189383,0.00891306,0.0326195,0.0242014,0.0336331,0,0.0121742,0.0587501,0.0334026,0,0,0.0189457,0,0,0.0471792,0.0637629,0.0400396,0.0280178,0.0219412,0.0524537,0.0391549,0.0537044,0.0551916,0.025576,0.0572277,0.0371289,0.0425065,0.0736765,0.019014,0.0156765,0.0278021,0.0228287,0.0224311,0.0246714,0.0257561,0
620,0.0286798,0,0,0,0,0.0430182,0,0,0,0,0,0,0.027364,0,0.0210513,0.0810927,0,0,0.0245965,0,0,0.0406837,0.069833,0.0176317,0.0136168,0.0171813,0.0279306,0.038073,0.0269545,0.0397936,0.0486521,0.0296544,0.0107218,0.0119955,0.0265153,0.0285299,0.0188104,0.00895243,0.0326252,0.0241959,0.0342116,0,0.0119836,0.0588465,0.033431,0,0,0.0188782,0,0,0.0471708,0.0637091,0.0399005,0.0280956,0.021816,0.0523732,0.0390412,0.0536692,0.055169,0.0256439,0.0572488,0.0371978,0.0425634,0.0737664,0.0185444,0.0156414,0.0277753,0.0228225,0.0224473,0.0246302,0.0258449,0
621,0.0287409,0,0,0,0,0.0430202,0,0,0,0,0,0,0.0274431,0,0.0210673,0.0810305,0,0,0.0245689,0,0,0.0406912,0.0698938,0.0176237,0.0136095,0.0171729,0.02784,0.0380018,0.0268893,0.0397269,0.0486132,0.0296564,0.0107283,0.011973,0.0265162,0.0284957,0.0186865,0.00900086,0.0326382,0.0242047,0.0348951,0,0.011866,0.0589569,0.0334566,0,0,0.0187904,0,0,0.0471746,0.0636328,0.0397194,0.0281396,0.0216535,0.0522671,0.03895,0.0536304,0.0551413,0.0256957,0.057275,0.0372259,0.0425933,0.0738523,0.0180679,0.0155979,0.0277852,0.0227914,0.0224615,0.0245769,0.0259007,0
