Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,RTHIA,RWRB,L5FT,LTOE,
49,0.0396625,0,0,0,0,0.0406378,0,0,0,0,0,0,0,0.0194338,0.0684063,0,0,0.0192942,0,0,0.0388602,0.0701654,0.0161926,0.00373163,0.0173279,0.041565,0.0318788,0.0458982,0.0539131,0.0356359,0.00899867,0.0108502,0.025388,0.0264726,0.0127467,0.0244241,0.0184913,0.0467715,0,0.0208336,0.069632,0.0420909,0,0,0.0230117,0,0,0.0447537,0.0442711,0.0447531,0.0342901,0.0141726,0.0532933,0.0455143,0.0375245,0.0565786,0.0201031,0.0486225,0.0274027,0.0352382,0.0687343,0.0195132,0.0101228,0.0233403,0.0240312,0.0176467,0,0.0212133,0.0246337,0.022034,0
50,0.0384564,0,0,0,0,0.040476,0,0,0,0,0,0,0,0.0194161,0.0680864,0,0,0.0193995,0,0,0.0389538,0.0698626,0.0161678,0.00368993,0.0170559,0.0422904,0.0336057,0.0460492,0.0538138,0.0349154,0.00882682,0.0109484,0.0253936,0.0264172,0.0124639,0.024487,0.0189339,0.040422,0,0.0199991,0.0675789,0.0410931,0,0,0.0230729,0,0,0.0448236,0.0487854,0.0414064,0.0303922,0.0172392,0.0523013,0.0456323,0.0347371,0.0544932,0.020805,0.0519138,0.0282889,0.0385796,0.0718304,0.0161473,0.010072,0.0234753,0.0235411,0.0184062,0.0603989,0.0215061,0.0240446,0.0228808,0
51,0.0382844,0,0,0,0,0.0404238,0,0,0,0,0,0,0,0.0193915,0.0679734,0,0,0.0195931,0,0,0.0389765,0.0697575,0.016183,0.00368663,0.0171393,0.0423225,0.0336651,0.0461687,0.0540014,0.0349091,0.00880538,0.0110364,0.0254455,0.0264337,0.0124767,0.0245652,0.0190916,0.0403456,0,0.0199,0.0675524,0.0408747,0,0,0.0227527,0,0,0.0448455,0.0489361,0.0414775,0.0303675,0.0171717,0.0524287,0.0455493,0.0346394,0.0545249,0.0207937,0.0519652,0.0283349,0.0386137,0.0718489,0.0161645,0.010295,0.0237301,0.0235441,0.0184553,0.0604265,0.0214869,0.0238278,0.023187,0
52,0.038134,0,0,0,0,0.0403754,0,0,0,0,0,0,0,0.0194413,0.0678932,0,0,0.0196115,0,0,0.0390401,0.0696554,0.016199,0.00370916,0.0171837,0.042346,0.0335966,0.0462622,0.0541077,0.0348566,0.0088631,0.0110039,0.0254156,0.0264155,0.0125347,0.0248072,0.0191212,0.0402891,0,0.0198387,0.0674977,0.040693,0,0,0.0226554,0,0,0.0447958,0.0490694,0.0416317,0.0303528,0.0170594,0.0525524,0.0454399,0.0345142,0.0545529,0.0206669,0.0520216,0.0283519,0.0386388,0.0718441,0.0162016,0.0105231,0.0234839,0.0234985,0.0185392,0.0604159,0.0210894,0.0237072,0.0234027,0
53,0.038018,0,0,0,0,0.0403396,0,0,0,0,0,0,0,0.0194665,0.0679009,0,0,0.0196254,0,0,0.0391031,0.0695467,0.0162422,0.00377972,0.0171938,0.0423494,0.0335077,0.0464478,0.0541329,0.0347358,0.008895,0.0110057,0.0254355,0.0264212,0.0125057,0.025051,0.0192289,0.0402086,0,0.0197888,0.0674051,0.0405515,0,0,0.0225894,0,0,0.0447189,0.0492105,0.0417296,0.0303038,0.016971,0.05261,0.0453619,0.0344494,0.0545796,0.0205122,0.0519902,0.0283199,0.0386576,0.0717459,0.0162473,0.0105886,0.0232382,0.0234558,0.0186552,0.0603453,0.0209398,0.0235469,0.0236537,0
54,0.037935,0,0,0,0,0.0403583,0,0,0,0,0,0,0,0.0193975,0.0679201,0,0,0.0197164,0,0,0.0390936,0.0694428,0.0163099,0.00386404,0.017154,0.0423623,0.0334447,0.0466943,0.0541977,0.0346963,0.00895429,0.0110748,0.0255038,0.0264601,0.0124684,0.0251829,0.0194676,0.0401747,0,0.0197251,0.0673062,0.0404515,0,0,0.0225062,0,0,0.0445994,0.0493549,0.0417566,0.0301989,0.0169004,0.0526245,0.0453998,0.0343792,0.054645,0.0204099,0.0518436,0.0282959,0.0386368,0.0716564,0.0162647,0.0105468,0.0230173,0.0234877,0.0187864,0.0602403,0.0210184,0.0232984,0.0240046,0
55,0.0378645,0,0,0,0,0.0404045,0,0,0,0,0,0,0,0.0193293,0.067899,0,0,0.0197816,0,0,0.039059,0.0693567,0.0164101,0.0039973,0.0171386,0.042412,0.0333396,0.0469224,0.0542909,0.0347218,0.00890592,0.0112089,0.0255636,0.0265128,0.0124495,0.0252881,0.0196103,0.0401066,0,0.0196202,0.0672453,0.0403797,0,0,0.0224873,0,0,0.0445184,0.0494745,0.0417856,0.0300851,0.0168272,0.052637,0.0455536,0.0343104,0.0547354,0.0203198,0.0518003,0.0283267,0.0385806,0.0715929,0.0162653,0.0104976,0.0226988,0.0235495,0.0189156,0.0601856,0.0210221,0.0230986,0.0243184,0
56,0.037805,0,0,0,0,0.0404959,0,0,0,0,0,0,0,0.0193179,0.0679017,0,0,0.0198382,0,0,0.0390519,0.069277,0.0166324,0.00415672,0.017143,0.0424803,0.033211,0.0470684,0.05439,0.0347814,0.00872553,0.0114471,0.0256348,0.0265691,0.0124018,0.0253479,0.019677,0.0399552,0,0.019535,0.0671826,0.0403305,0,0,0.022501,0,0,0.0445164,0.0495738,0.0418965,0.0299836,0.0167446,0.0526692,0.0457781,0.0342552,0.0548203,0.0201678,0.0518201,0.0283384,0.03856,0.0715584,0.0163282,0.0104522,0.0223993,0.0235833,0.0189976,0.0602532,0.0209381,0.0230179,0.0244777,0
57,0.0387909,0,0,0,0,0.0407742,0,0,0,0,0,0,0,0.0193006,0.0680448,0,0,0.0198951,0,0,0.0389751,0.0693448,0.0169838,0.00438706,0.0175319,0.0419858,0.0314126,0.0472699,0.0546655,0.0355035,0.00886496,0.0117641,0.025821,0.0267732,0.0126226,0.0254897,0.0195717,0.04528,0,0.0204872,0.0690312,0.0410852,0,0,0.0224139,0,0,0.0445233,0.0453118,0.0453084,0.0339093,0.0142525,0.0539925,0.0458917,0.036983,0.0569395,0.0191819,0.0486076,0.0274064,0.0352705,0.0684729,0.0189864,0.0105392,0.0223078,0.0241428,0.0182012,0,0.0208489,0.0233659,0.0239258,0
58,0.0376971,0,0,0,0,0.0407637,0,0,0,0,0,0,0,0.0192521,0.0679046,0,0,0.019789,0,0,0.0391134,0.0690889,0.0168564,0.00440506,0.0173531,0.042644,0.0328533,0.0474271,0.0543863,0.0347936,0.00896006,0.0119901,0.0258569,0.0267716,0.0122015,0.0256296,0.019939,0.0397541,0,0.019378,0.0670428,0.0403296,0,0,0.0226351,0,0,0.0445876,0.0496028,0.0418185,0.0299459,0.0166458,0.0528293,0.0463052,0.0341399,0.0550664,0.0199487,0.0518276,0.0282958,0.0385878,0.0715505,0.0163886,0.0102738,0.0221365,0.0237429,0.0188881,0.0603534,0.0209602,0.0231388,0.0243702,0
59,0.0387132,0,0,0,0,0.0410751,0,0,0,0,0,0,0,0.0191188,0.0680782,0,0,0.0198949,0,0,0.039029,0.0691889,0.0168606,0.0045294,0.0178277,0.0421143,0.0310504,0.0474618,0.0548831,0.0354882,0.00930103,0.012279,0.02604,0.0269426,0.0123655,0.025702,0.0198642,0.0451279,0,0.0204516,0.0688991,0.0411387,0,0,0.0225831,0,0,0.0446438,0.0453154,0.0453447,0.0339388,0.0143465,0.0541529,0.0463272,0.0368428,0.0571789,0.0188812,0.0486731,0.0272373,0.03532,0.0684951,0.0190708,0.0103281,0.0220952,0.0243641,0.0179636,0,0.0209193,0.0236099,0.0236634,0
60,0.0376545,0,0,0,0,0.0410555,0,0,0,0,0,0,0,0.0191333,0.0679115,0,0,0.0198445,0,0,0.0392045,0.0689982,0.0168454,0.00448798,0.0175538,0.0427009,0.0324893,0.0475063,0.0547862,0.0348184,0.00935515,0.0123787,0.0260535,0.0268895,0.0119684,0.0257931,0.0201382,0.0398198,0,0.0193405,0.0669154,0.0403699,0,0,0.0227702,0,0,0.04475,0.0495688,0.041927,0.0299883,0.0167329,0.0529745,0.0465957,0.0340208,0.0552355,0.0196225,0.0518866,0.0281791,0.0386239,0.0715964,0.016596,0.0100632,0.0219525,0.0239847,0.0186549,0.0602621,0.0209944,0.0234972,0.0239341,0
61,0.0386773,0,0,0,0,0.0413338,0,0,0,0,0,0,0,0.0191536,0.0681237,0,0,0.0198874,0,0,0.0391831,0.0691163,0.0169827,0.0046178,0.0179281,0.0420735,0.0306178,0.0475252,0.0550909,0.0355857,0.00958784,0.0126726,0.0261736,0.0270452,0.0122401,0.0259123,0.0199541,0.0452815,0,0.0203701,0.0687694,0.0411153,0,0,0.0226535,0,0,0.044776,0.0452616,0.0454244,0.0339464,0.0144386,0.0542808,0.0464339,0.0366817,0.057286,0.0186761,0.048706,0.0272334,0.0353742,0.0685932,0.0192069,0.0101032,0.0219266,0.0246222,0.0177805,0,0.0209377,0.0241123,0.0230058,0
62,0.0389729,0,0,0,0,0.0410029,0,0,0,0,0,0,0,0.0191176,0.0682781,0,0,0.00927383,0,0,0.0242085,0.0690616,0.017051,0.00494657,0.0180396,0.0422646,0.0282824,0.0475853,0.0550983,0.0355714,0.00957203,0.0128512,0.0261677,0.0270531,0.0149531,0,0.0212036,0.0456747,0,0.0203769,0.0685779,0.0410481,0,0,0.0227762,0,0,0.0447478,0.0449837,0.0456849,0.0342425,0.0142432,0.054801,0.0468642,0.036803,0.0574285,0.0186941,0.0485192,0.0270852,0.0352117,0.068538,0.0193795,0.0097532,0.0218585,0.0242724,0.0179685,0,0.0210363,0.0242831,0.0227598,0
63,0.0384942,0,0,0,0,0.0414684,0,0,0,0,0,0,0,0.0191292,0.0682862,0,0,0.0205105,0,0,0.0391764,0.0692206,0.0169905,0.00442506,0.0180503,0.0417752,0.0303146,0.0474435,0.0548571,0.0355972,0.00960261,0.0128651,0.0261842,0.0270598,0.0121882,0.0256337,0.0201261,0.046005,0,0.0201274,0.0687556,0.0409391,0,0,0.0226736,0,0,0.0448295,0.0451141,0.0452882,0.0338105,0.0142681,0.0541619,0.046139,0.0365801,0.0573461,0.0187087,0.0487471,0.0271628,0.0353703,0.0687027,0.0194489,0.0102846,0.0219295,0.0247754,0.0177834,0,0.0210313,0.0245124,0.0223445,0
64,0.0384331,0,0,0,0,0.0414656,0,0,0,0,0,0,0,0.0190829,0.0683072,0,0,0.0198293,0,0,0.0392791,0.0692851,0.0169776,0.00433113,0.01806,0.0416215,0.0299553,0.0474197,0.0546267,0.0355741,0.00955848,0.0128153,0.0262197,0.0270648,0.012379,0.0262557,0.0200817,0.0462512,0,0.0200128,0.0687854,0.0408868,0,0,0.0225374,0,0,0.0448423,0.0450668,0.0449751,0.0337804,0.0141518,0.0541284,0.0459886,0.0366479,0.057341,0.0187029,0.0488852,0.0270673,0.0353289,0.068599,0.0193805,0.0104824,0.0220003,0.0248395,0.0178565,0,0.0209646,0.0245514,0.0222523,0
65,0.0383581,0,0,0,0,0.0414198,0,0,0,0,0,0,0,0.0190344,0.0682501,0,0,0.0195963,0,0,0.0393133,0.069389,0.0171004,0.00423246,0.0179485,0.0414569,0.0297723,0.0474176,0.0546659,0.0355313,0.00955426,0.0127847,0.0262836,0.0270904,0.0124487,0.0264255,0.0200352,0.0465649,0,0.0199662,0.0688381,0.0408688,0,0,0.0224576,0,0,0.0448306,0.0450184,0.0448387,0.0337353,0.0140582,0.0540232,0.0458497,0.0366886,0.0572997,0.0187238,0.0489907,0.0270176,0.0353456,0.0686381,0.0193886,0.010664,0.0220367,0.0248166,0.0179692,0,0.0208866,0.0245111,0.0223106,0
66,0.0382825,0,0,0,0,0.0414028,0,0,0,0,0,0,0,0.0189437,0.0681367,0,0,0.0194877,0,0,0.0393094,0.0694649,0.0172571,0.00408137,0.0177877,0.0413256,0.0296855,0.0473961,0.0547086,0.0354586,0.00956336,0.0127348,0.0263331,0.0271263,0.0124924,0.0264701,0.0199636,0.0468757,0,0.0200107,0.0688771,0.0408433,0,0,0.0224284,0,0,0.044814,0.0449616,0.0448671,0.0337037,0.0139996,0.0539023,0.0457458,0.0366617,0.0572696,0.0188476,0.0489041,0.0269642,0.0353635,0.0686534,0.0194774,0.0107186,0.022079,0.0247383,0.0180912,0,0.0208788,0.0243655,0.0224762,0
67,0.0382304,0,0,0,0,0.0414495,0,0,0,0,0,0,0,0.0190451,0.068119,0,0,0.0194241,0,0,0.0392829,0.0694739,0.0170998,0.00387831,0.0176759,0.0412672,0.0296842,0.0473563,0.054719,0.0354446,0.00954573,0.0127056,0.0263224,0.0271422,0.0125079,0.0264618,0.0198901,0.0471027,0,0.0200872,0.0689117,0.040803,0,0,0.0224136,0,0,0.0448102,0.0448926,0.0449565,0.0336609,0.0139756,0.0537984,0.0456306,0.0365518,0.057217,0.019,0.0487766,0.0268696,0.0353199,0.0685438,0.0196279,0.0106677,0.0221525,0.0246386,0.0182014,0,0.0209491,0.0243337,0.0226196,0
68,0.0381738,0,0,0,0,0.0415249,0,0,0,0,0,0,0,0.019022,0.0680796,0,0,0.0193803,0,0,0.0392605,0.0694977,0.0169475,0.00373644,0.0176842,0.0412547,0.0297972,0.0473291,0.0547149,0.0354083,0.00945949,0.0127392,0.026352,0.0271601,0.0124929,0.0264321,0.0198706,0.0474012,0,0.020183,0.0689488,0.0407303,0,0,0.0223989,0,0,0.0448179,0.0447987,0.0450598,0.0336161,0.014003,0.0537384,0.0456138,0.0365842,0.0571855,0.019114,0.0486742,0.0267668,0.0352474,0.0683271,0.0197898,0.0106225,0.0222268,0.0245576,0.0182857,0,0.0210196,0.0242029,0.0228294,0
69,0.0381334,0,0,0,0,0.0416247,0,0,0,0,0,0,0,0.0190111,0.0680361,0,0,0.019392,0,0,0.039306,0.0695173,0.016923,0.00364121,0.017744,0.0412913,0.0299681,0.0473315,0.0546916,0.0353907,0.00943899,0.0127071,0.0263846,0.0271607,0.0124853,0.0264243,0.019921,0.0477543,0,0.0202771,0.0690094,0.0406492,0,0,0.0224149,0,0,0.0448572,0.0447053,0.0451374,0.0335945,0.0139323,0.0537295,0.0456304,0.0367034,0.0571352,0.0191847,0.0486294,0.0266748,0.0351773,0.0681912,0.0199438,0.01059,0.0222943,0.0245168,0.0183109,0,0.0210995,0.0240811,0.0229966,0
70,0.0381039,0,0,0,0,0.0417305,0,0,0,0,0,0,0,0.0189469,0.0680385,0,0,0.0194166,0,0,0.0393719,0.0695319,0.0169366,0.0035984,0.0177871,0.0413321,0.0301675,0.0473156,0.054664,0.0354008,0.00942759,0.0125887,0.0264106,0.0271599,0.0124594,0.0264492,0.0200109,0.0480594,0,0.0203433,0.0690067,0.0405634,0,0,0.0224294,0,0,0.0449263,0.0446344,0.0451243,0.0336179,0.0137939,0.0537729,0.0455824,0.0368001,0.057076,0.0191712,0.048609,0.0265919,0.0351245,0.0681013,0.0200538,0.0105145,0.0223627,0.0245599,0.0182878,0,0.021167,0.0239743,0.0231441,0
71,0.0380482,0,0,0,0,0.0418107,0,0,0,0,0,0,0,0.0189157,0.0680413,0,0,0.0194451,0,0,0.039406,0.0695357,0.0169773,0.00358627,0.0178168,0.0413301,0.0303525,0.047263,0.0546485,0.0354047,0.00949455,0.0124471,0.0264152,0.0271588,0.0123716,0.0264799,0.020065,0.0482097,0,0.0203449,0.068914,0.0404608,0,0,0.0224161,0,0,0.0450147,0.0446145,0.0451524,0.0335613,0.0138273,0.0538567,0.0455102,0.0367297,0.057059,0.0192029,0.0485681,0.0265151,0.0351301,0.0680692,0.0200513,0.010459,0.0224645,0.0246511,0.0182411,0,0.0212151,0.023927,0.0232638,0
72,0.0379869,0,0,0,0,0.0418812,0,0,0,0,0,0,0,0.0188454,0.0680827,0,0,0.0194806,0,0,0.0394211,0.0695515,0.0170115,0.00355543,0.0178499,0.041284,0.0305124,0.0472396,0.0546181,0.035395,0.00954875,0.0125105,0.0264322,0.0271721,0.0122501,0.0265084,0.0201317,0.0483258,0,0.0203141,0.0688538,0.040335,0,0,0.022371,0,0,0.0451067,0.0445889,0.045213,0.0335198,0.0138727,0.0539722,0.0454645,0.0366767,0.0570409,0.0192116,0.0485635,0.0263813,0.0351537,0.0680307,0.0200675,0.0104207,0.0225924,0.0247719,0.018215,0,0.0212087,0.0239329,0.0232616,0
73,0.0379336,0,0,0,0,0.0419561,0,0,0,0,0,0,0,0.0189671,0.0681929,0,0,0.0195192,0,0,0.0394425,0.0695625,0.0170959,0.00357078,0.017898,0.0412112,0.0307083,0.0472279,0.0545765,0.0354038,0.00953754,0.0126676,0.0264569,0.0272229,0.0121366,0.0265363,0.0202338,0.0484678,0,0.0202956,0.0688396,0.0401779,0,0,0.0222876,0,0,0.0451632,0.0445754,0.0452675,0.033526,0.0138706,0.0540797,0.0453948,0.0366965,0.0570261,0.0191923,0.0486029,0.0262005,0.0351741,0.0679758,0.0201464,0.0103958,0.0226774,0.0248501,0.0182497,0,0.0211168,0.0240234,0.0230909,0
74,0.0378573,0,0,0,0,0.0420073,0,0,0,0,0,0,0,0.0190137,0.06829,0,0,0.0195615,0,0,0.039468,0.0695757,0.0171623,0.00359671,0.0179222,0.0411026,0.030886,0.0471873,0.0545386,0.0354543,0.0096571,0.0126937,0.0265045,0.0272734,0.0120858,0.0266305,0.0203386,0.0485465,0,0.020283,0.0688202,0.0399993,0,0,0.0222183,0,0,0.0451566,0.0445892,0.0453049,0.0335828,0.0138394,0.0541732,0.0453082,0.0366719,0.0570352,0.0191857,0.0486454,0.0261518,0.0351709,0.0679369,0.0202116,0.0104554,0.0227467,0.0248731,0.0183628,0,0.0209918,0.0240825,0.0229886,0
75,0.0377491,0,0,0,0,0.0420071,0,0,0,0,0,0,0,0.0189265,0.068476,0,0,0.0195985,0,0,0.0395267,0.0696047,0.0171927,0.00363661,0.0179748,0.0408949,0.0310248,0.0471301,0.054506,0.0355354,0.0096507,0.0126551,0.0265567,0.0273108,0.0121384,0.0268088,0.0204947,0.0485535,0,0.0202562,0.0687635,0.0398332,0,0,0.0221512,0,0,0.0451009,0.0446234,0.045316,0.0336519,0.0137937,0.0541982,0.0451407,0.0365639,0.0570502,0.0191237,0.0486556,0.026225,0.0351594,0.0679188,0.0202375,0.0105315,0.0228948,0.0247786,0.0185531,0,0.020933,0.0240747,0.0229941,0
76,0.0376057,0,0,0,0,0.0419467,0,0,0,0,0,0,0,0.0188431,0.0687751,0,0,0.0196488,0,0,0.0396344,0.0696261,0.0172304,0.00367412,0.0180323,0.0406445,0.0310919,0.0470942,0.0544396,0.0355423,0.00967276,0.0126173,0.02659,0.0273508,0.0122445,0.0270689,0.0206388,0.0486181,0,0.0202237,0.0687508,0.0396979,0,0,0.0220769,0,0,0.0450415,0.0446631,0.045325,0.0336861,0.0137523,0.0541573,0.0448454,0.036392,0.0570364,0.0190027,0.0485538,0.02624,0.0351613,0.0679097,0.0202828,0.0106532,0.0230486,0.0246731,0.0188125,0,0.0209306,0.0240721,0.022994,0
77,0.0364428,0,0,0,0,0.0416603,0,0,0,0,0,0,0,0.0188059,0.0688563,0,0,0.0199209,0,0,0.0398489,0.0695076,0.017178,0.00333321,0.0178222,0.0410062,0.0327741,0.047093,0.0540454,0.0348386,0.00949684,0.0125923,0.0265512,0.0272736,0.0119462,0.0272396,0.0210074,0.0433645,0,0.0187534,0.0670463,0.0388193,0,0,0.0220041,0,0,0.0449978,0.0489962,0.0417919,0.0297391,0.0162846,0.0527362,0.0446064,0.0335548,0.0550176,0.0199368,0.051733,0.0273026,0.0385019,0.0710264,0.0163877,0.0107105,0.0231558,0.024225,0.0199364,0.0598662,0.0209403,0.023789,0.0234251,0
78,0.037315,0,0,0,0,0.0416773,0,0,0,0,0,0,0,0.018751,0.0693167,0,0,0.0199533,0,0,0.0398303,0.0696434,0.0172886,0.00372131,0.0181409,0.0402013,0.0309981,0.0471616,0.0541326,0.0353481,0.00970291,0.0127587,0.0267096,0.0274411,0.0124299,0.0277454,0.0209436,0.0483476,0,0.0201853,0.0687322,0.0394555,0,0,0.0216884,0,0,0.0449168,0.0449836,0.0452581,0.0335562,0.0139134,0.0539559,0.0440074,0.0361892,0.0569886,0.0189174,0.048549,0.0261411,0.0352655,0.0680177,0.0202096,0.0110799,0.0232692,0.0249775,0.0194249,0,0.0207067,0.0240918,0.0230069,0
79,0.037131,0,0,0,0,0.0415816,0,0,0,0,0,0,0,0.0187042,0.0691557,0,0,0.0198162,0,0,0.0399499,0.0697312,0.0173214,0.00376632,0.0180292,0.0398719,0.0308251,0.0471203,0.0539556,0.0350522,0.00972992,0.0128059,0.026769,0.0274571,0.0126454,0.0283849,0.0211418,0.0485267,0,0.0201256,0.0685766,0.039318,0,0,0.0216056,0,0,0.0448653,0.0450776,0.0454659,0.0334466,0.0138867,0.0538426,0.0434843,0.0362509,0.0571146,0.0188868,0.0484765,0.0261184,0.0352265,0.0679502,0.0203962,0.0113712,0.0232307,0.024753,0.0196428,0,0.0205433,0.0240739,0.0230139,0
80,0.0369883,0,0,0,0,0.041552,0,0,0,0,0,0,0,0.0186476,0.0690948,0,0,0.0196834,0,0,0.0400247,0.0697908,0.0173634,0.00377127,0.0179348,0.0395719,0.030671,0.0470383,0.053838,0.0348024,0.00981628,0.0127972,0.0268025,0.0274734,0.0128863,0.0289131,0.0213628,0.048596,0,0.0200869,0.0684801,0.0392365,0,0,0.021442,0,0,0.0448305,0.0452183,0.0454884,0.0333683,0.0138488,0.0537016,0.0428926,0.0361689,0.0571579,0.0188302,0.0484695,0.0261033,0.0352664,0.067886,0.0204599,0.0117387,0.023243,0.0241757,0.0197455,0,0.020451,0.0239848,0.0230399,0
81,0.0358825,0,0,0,0,0.0413704,0,0,0,0,0,0,0,0.0186459,0.0687598,0,0,0.0197013,0,0,0.0401705,0.0697629,0.0173116,0.00314187,0.0176108,0.0398916,0.0322529,0.0469562,0.0534657,0.034036,0.00991882,0.0126791,0.0267001,0.0273943,0.0126185,0.029136,0.0217123,0.0439188,0,0.0184088,0.0667484,0.03842,0,0,0.0213338,0,0,0.0448037,0.0493908,0.0420231,0.0293518,0.0158954,0.0522153,0.042525,0.0332793,0.0553725,0.019889,0.0515792,0.0273189,0.0384831,0.0707353,0.016757,0.0120153,0.0232519,0.0233787,0.0206179,0.0584372,0.020433,0.0236917,0.0234962,0
82,0.0377348,0,0,0,0,0.0415886,0,0,0,0,0,0,0,0,0.0707018,0,0,0.0194805,0,0,0.0399994,0.0684886,0.0147102,0.00357622,0.0198082,0.0393485,0.0299169,0,0.0561319,0.0349858,0.00735119,0.00912028,0.0269006,0.026625,0.0135766,0.0295027,0.0215316,0.0480293,0,0.0198935,0.067204,0.0396138,0,0,0.0209315,0,0,0.0446462,0.0454099,0.0452328,0.0329376,0.0136565,0.0534314,0.0413805,0.0362159,0.0569638,0.0185057,0.0486429,0.0262567,0.0354953,0.0677834,0.0199714,0.0127702,0.023472,0.0240815,0.0193693,0,0.0201323,0.0283349,0.0156131,0
83,0.03538,0,0,0,0,0.0412066,0,0,0,0,0,0,0,0,0.068705,0,0,0.0195206,0,0,0.0402535,0.070414,0.0177324,0.003307,0.0176572,0.0391835,0.0321935,0.0464358,0.0528093,0.0330925,0.00838952,0.0117814,0.0281737,0.0277609,0.0128919,0.0295934,0.0219143,0.0433918,0,0.0181335,0.0664707,0.0379956,0,0,0.0210147,0,0,0.0447288,0.0494895,0.0419593,0.0294471,0.015789,0.0521965,0.0418839,0.0329947,0.0555701,0.0196182,0.0516076,0.0274153,0.0385827,0.0706171,0.0165607,0.0125748,0.0233398,0.023081,0.0210077,0.0583375,0.0201472,0.0213319,0.0245496,0
84,0.0352228,0,0,0,0,0.0410686,0,0,0,0,0,0,0,0,0.0688258,0,0,0.0195218,0,0,0.0403339,0.0704139,0.0178506,0.00331189,0.0178208,0.0389371,0.0321806,0.0463633,0.0525392,0.033119,0.00842868,0.0116729,0.0282181,0.0277557,0.013039,0.0297271,0.0219102,0.0431634,0,0.0180297,0.0662637,0.0378131,0,0,0.0208369,0,0,0.0446652,0.0496287,0.0420554,0.0293207,0.0159077,0.0521532,0.0414743,0.0328826,0.0557508,0.0194992,0.0516459,0.0274373,0.0386243,0.0706035,0.0164798,0.0127677,0.0234044,0.0229972,0.0212542,0.058354,0.0199709,0.0212773,0.0246702,0
85,0.0349787,0,0,0,0,0.0409078,0,0,0,0,0,0,0,0,0.0688544,0,0,0.0194617,0,0,0.0404312,0.0705322,0.0180935,0.00326739,0.0179132,0.0388111,0.0323711,0.0462027,0.0524189,0.0332196,0.00852841,0.0115422,0.0281913,0.0278045,0.013081,0.0298935,0.021891,0.0420928,0,0.0175488,0.0660774,0.0375645,0,0,0.0208113,0,0,0.0445812,0.0501672,0.0402496,0.0288607,0,0.0518909,0.0411656,0.0334967,0.0542326,0.0179869,0.0527131,0.028004,0.0396806,0.071893,0.0165086,0.0129208,0.0233391,0.0227341,0.021634,0.0577925,0.0199026,0.0213936,0.0246081,0
86,0.035,0,0,0,0,0.0407911,0,0,0,0,0,0,0,0,0.0692055,0,0,0.019471,0,0,0.0404371,0.0704583,0.0185905,0.00349232,0.0178437,0.03852,0.0320778,0.0462979,0.0528203,0.033213,0.00868398,0.011643,0.028248,0.0279068,0.0132813,0.029982,0.02195,0.0419173,0,0.0180584,0.0659786,0.0375173,0,0,0.0208038,0,0,0.044532,0.0499745,0.0421439,0.0290806,0.0157454,0.0520852,0.0409662,0.0326314,0.0561101,0.019247,0.0517163,0.0273313,0.0387389,0.0705476,0.0166559,0.0130164,0.0233074,0.0225063,0.0217438,0.0583772,0.0198596,0.0213135,0.0248216,0
87,0.0349855,0,0,0,0,0.0406809,0,0,0,0,0,0,0,0,0.0693809,0,0,0.0194059,0,0,0.0404428,0.0704552,0.018885,0.00352072,0.0178145,0.0384756,0.0319864,0.0463918,0.0528835,0.0331656,0.00884757,0.0116585,0.0283024,0.027955,0.0134519,0.0301509,0.0220409,0.0414662,0,0.0179786,0.0657533,0.0373793,0,0,0.0210147,0,0,0.0444556,0.0501291,0.0421644,0.0288551,0.0156067,0.0521306,0.0406715,0.0323656,0.056364,0.0193285,0.0517272,0.0272415,0.0387823,0.0704667,0.0167207,0.0131926,0.0231755,0.0222929,0.021917,0.0584523,0.0198699,0.021468,0.0247338,0
88,0.0348931,0,0,0,0,0.0406832,0,0,0,0,0,0,0,0,0.0695499,0,0,0.0194029,0,0,0.0403898,0.0704455,0.0192075,0.0035745,0.0178308,0.0384305,0.0318989,0.0465163,0.0527301,0.0330819,0.00889731,0.0116989,0.0284395,0.0280096,0.0134819,0.0302411,0.0221162,0.0406844,0,0.0178486,0.0655381,0.037306,0,0,0.020714,0,0,0.0444203,0.0502988,0.042141,0.0286425,0.0155444,0.0521682,0.0404619,0.0321046,0.0566648,0.019384,0.0517515,0.0272365,0.0388385,0.0704249,0.0167682,0.0133497,0.0231878,0.0223032,0.0219328,0.0585134,0.0197417,0.021626,0.0245168,0
