Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
294,0.0319145,0,0,0,0,0.0465457,0,0,0,0,0,0,0.0250797,0,0.0239205,0.0718533,0,0,0.0158671,0,0,0.0406782,0.073778,0.0204668,0.0146677,0.0136391,0.0286626,0.0215308,0.0353405,0.0427959,0.0467272,0.0268106,0.0120752,0.0139922,0.028918,0.0291186,0.0232668,0.0165469,0.0208444,0.0324054,0,0.0164297,0.0716955,0.035906,0,0,0.00825375,0,0,0.0480753,0.0508065,0.036932,0.0411249,0.0210317,0.055656,0.0317646,0.0349798,0.0552264,0.0499624,0.0216926,0.055022,0.034367,0.0402381,0.0724369,0.020001,0.0196677,0.0334457,0.0202546,0.0285286,0.0200347,0.0363335,0
295,0.0319222,0,0,0,0,0.0465376,0,0,0,0,0,0,0.0250923,0,0.0239078,0.0718265,0,0,0.0158485,0,0,0.0407762,0.0737544,0.0204539,0.0146841,0.0136014,0.0287006,0.0216658,0.0354145,0.0428254,0.0467746,0.0268296,0.0120982,0.0138824,0.0289317,0.0291066,0.0232601,0.0165105,0.0209806,0.0324639,0,0.0164912,0.0716802,0.0358901,0,0,0.00832921,0,0,0.0481069,0.0507951,0.0369585,0.0411462,0.021045,0.0556822,0.0317124,0.0349839,0.0552335,0.049964,0.0217424,0.0549818,0.0343462,0.0402506,0.07241,0.0199487,0.0196549,0.0336803,0.0204198,0.028534,0.0200252,0.0365556,0
296,0.0319099,0,0,0,0,0.0465527,0,0,0,0,0,0,0.0250945,0,0.0238954,0.0717856,0,0,0.0158198,0,0,0.0408851,0.0737408,0.0205741,0.0146768,0.0135895,0.028726,0.0218089,0.0354603,0.0428655,0.0468829,0.0268282,0.0123212,0.0136774,0.028952,0.0291265,0.0232762,0.0164524,0.021147,0.0325139,0,0.0164959,0.0716794,0.035888,0,0,0.00837514,0,0,0.048127,0.0508012,0.0369689,0.0411684,0.0210287,0.0556993,0.031726,0.0349848,0.055258,0.0499502,0.0218027,0.0549559,0.0342868,0.0402151,0.0723869,0.0199195,0.0195906,0.033863,0.0205261,0.0285124,0.0200387,0.0367694,0
297,0.0319106,0,0,0,0,0.0465812,0,0,0,0,0,0,0.0250977,0,0.0238392,0.0717825,0,0,0.0157717,0,0,0.0410219,0.0737008,0.0204355,0.0146291,0.0135282,0.0287829,0.0220175,0.0354873,0.0429131,0.0469488,0.0268108,0.0123366,0.013578,0.0289855,0.0291426,0.0233023,0.0163495,0.0212694,0.0325013,0,0.0164713,0.0716852,0.0359244,0,0,0.00841403,0,0,0.0481708,0.0508226,0.0370173,0.0411276,0.0209027,0.055725,0.0318044,0.0349417,0.0553189,0.0499523,0.0217291,0.0549582,0.0342339,0.040165,0.0723681,0.0199313,0.0194976,0.0339455,0.0205413,0.0284421,0.0200473,0.036984,0
298,0.031914,0,0,0,0,0.0465686,0,0,0,0,0,0,0.0251114,0,0.023785,0.0718171,0,0,0.0157087,0,0,0.0411814,0.0736501,0.0203896,0.0145886,0.0135398,0.0288279,0.0222654,0.0354588,0.0429279,0.0469647,0.0267946,0.0121423,0.0136195,0.0290411,0.0291977,0.0232534,0.0162293,0.021403,0.0324344,0,0.0165349,0.0716904,0.035964,0,0,0.0084571,0,0,0.0482139,0.0507866,0.037063,0.041092,0.0208199,0.0557633,0.0318509,0.0349958,0.0553469,0.0499511,0.0216537,0.0549431,0.0341867,0.0402154,0.0723222,0.0199643,0.019441,0.0339613,0.0205286,0.0283857,0.0200321,0.0372131,0
299,0.0319017,0,0,0,0,0.0465298,0,0,0,0,0,0,0.0250657,0,0.0237693,0.0718828,0,0,0.0156661,0,0,0.0413494,0.0736087,0.0205239,0.0145953,0.013688,0.028805,0.0225284,0.0354299,0.042886,0.046954,0.0267886,0.0120375,0.0135938,0.0291003,0.0292562,0.0232627,0.016088,0.0215817,0.0323717,0,0.016619,0.0716553,0.0359861,0,0,0.00850193,0,0,0.0482731,0.0507163,0.03708,0.0411378,0.0207533,0.0557646,0.0318567,0.0351027,0.0553196,0.0499142,0.0216241,0.0548909,0.0341457,0.040262,0.072281,0.0199968,0.0193894,0.0339727,0.0205504,0.0282466,0.0200317,0.0374571,0
300,0.0318847,0,0,0,0,0.0464981,0,0,0,0,0,0,0.0249958,0,0.0237238,0.0720224,0,0,0.0159573,0,0,0.0414927,0.0735424,0.0204692,0.01473,0.0138395,0.0285139,0.0228923,0.0353338,0.0428224,0.0470121,0.0268321,0.0119771,0.0135323,0.029113,0.0292573,0.0233441,0.0159205,0.021881,0.0323186,0,0.0166486,0.0717301,0.0360169,0,0,0.00874589,0,0,0.048312,0.0506053,0.0370774,0.0412022,0.0206831,0.0555508,0.0319875,0.0350616,0.0552785,0.0499202,0.0216423,0.0548124,0.0340611,0.0401292,0.0722747,0.0200067,0.0193325,0.0338294,0.0207382,0.0279743,0.0199615,0.0374678,0
301,0.0319436,0,0,0,0,0.046547,0,0,0,0,0,0,0.0250123,0,0.0237072,0.0717473,0,0,0.0154985,0,0,0.0416272,0.0734981,0.0202832,0.0144773,0.0137155,0.0291396,0.0230904,0.0353289,0.0429609,0.0470364,0.0267637,0.0119732,0.0135795,0.0291463,0.0293049,0.0234507,0.0158951,0.0218755,0.0322244,0,0.0166381,0.0716211,0.0361032,0,0,0.00854445,0,0,0.048347,0.0506527,0.0372032,0.0412476,0.0206468,0.0560382,0.0318885,0.0349134,0.0553666,0.0499195,0.0215848,0.0547668,0.0340716,0.0400115,0.0722345,0.0201051,0.0193477,0.0340922,0.0206176,0.0281358,0.0200543,0.0379856,0
302,0.0328876,0,0,0,0,0.0468705,0,0,0,0,0,0,0.0252058,0,0.0237781,0.0714076,0,0,0.0151548,0,0,0.0413956,0.073725,0.0204042,0.0152403,0.0139211,0.02923,0.022358,0.035943,0.0430903,0.0471936,0.0273393,0.0119785,0.0137021,0.0292489,0.0294281,0.0232488,0.0167806,0.0218979,0.0370288,0,0.0166011,0.0735033,0.03682,0,0,0.00848445,0,0,0.0483293,0.048167,0.040393,0.0450508,0.0178751,0.058039,0.0317992,0.0371177,0,0.0512018,0.0190475,0.0516525,0.0332557,0.0367098,0.069197,0.0174689,0.0194897,0.0341782,0.0206149,0.0289691,0.01923,0.0381823,0
303,0.0319808,0,0,0,0,0.046665,0,0,0,0,0,0,0.0250792,0,0.0237087,0.0717005,0,0,0.0153791,0,0,0.0417612,0.0733877,0.0202214,0.0143662,0.0136556,0.0292917,0.0235413,0.0353539,0.0430802,0.0470853,0.0268311,0.0118364,0.0136366,0.0292076,0.0293493,0.0234319,0.0156366,0.0219842,0.0322286,0,0.0166783,0.0716154,0.0360562,0,0,0.00866688,0,0,0.0484329,0.0505974,0.0372639,0.0412914,0.0206311,0.056159,0.0319931,0.0349171,0.0555388,0.0498655,0.021619,0.054706,0.0339904,0.0399565,0.0721924,0.0201169,0.0193238,0.03424,0.0207057,0.028332,0.0200379,0.0382865,0
304,0.032901,0,0,0,0,0.0470192,0,0,0,0,0,0,0.0252204,0,0.0238753,0.0714457,0,0,0.0150552,0,0,0.0415625,0.0736221,0.0205271,0.015152,0.0138848,0.0293065,0.0227955,0.0360325,0.0432006,0.04723,0.0273763,0.0119839,0.0136926,0.02933,0.0295156,0.0232459,0.0164874,0.0219676,0.036982,0,0.0166497,0.0734572,0.0367433,0,0,0.00862383,0,0,0.0484195,0.0481229,0.0404593,0.0450534,0.0178779,0.0581164,0.0318565,0.037651,0,0.0511707,0.0191605,0.0516149,0.0331355,0.0366811,0.069144,0.0175191,0.0193542,0.0342505,0.0206669,0.0289876,0.0192096,0.0384444,0
305,0.0328919,0,0,0,0,0.0470443,0,0,0,0,0,0,0.0252245,0,0.0238517,0.0714745,0,0,0.0149843,0,0,0.041652,0.0736418,0.0206181,0.0151709,0.0138086,0.0293991,0.0230091,0.0360296,0.0432254,0.0471788,0.0273349,0.0120653,0.0136488,0.0293704,0.0295498,0.0231873,0.0163996,0.0220107,0.0372386,0,0.0165607,0.0733779,0.036685,0,0,0.00872794,0,0,0.0484443,0.0481063,0.0406448,0.0451021,0.0178044,0.0582458,0.0318956,0.037796,0,0.0512714,0.0191488,0.0515279,0.0331417,0.0365705,0.0690243,0.0174247,0.0192743,0.0342529,0.0206331,0.0290685,0.0192261,0.0386829,0
306,0.0328953,0,0,0,0,0.0470701,0,0,0,0,0,0,0.0251876,0,0.0238122,0.0714637,0,0,0.0149635,0,0,0.0417385,0.0736063,0.0204684,0.0151192,0.0137937,0.0294988,0.0232221,0.0359874,0.0432404,0.0472135,0.0273284,0.0120316,0.0135661,0.0293991,0.0295518,0.023234,0.0163144,0.0221064,0.0372597,0,0.0166039,0.0733207,0.0366576,0,0,0.00877808,0,0,0.0484714,0.0481171,0.0406869,0.0450975,0.0177797,0.0583141,0.0318391,0.0380099,0,0.0512948,0.0191664,0.0515197,0.033169,0.0366297,0.0689796,0.0174005,0.0192485,0.0342981,0.020626,0.029124,0.0192629,0.0389729,0
307,0.0328945,0,0,0,0,0.0470879,0,0,0,0,0,0,0.0251452,0,0.023797,0.0714488,0,0,0.0149354,0,0,0.0417976,0.0735739,0.0203705,0.0150987,0.0137942,0.0295786,0.023368,0.0360621,0.0432362,0.0472302,0.0273341,0.0119496,0.0134752,0.0294056,0.0295649,0.0233167,0.0162344,0.022217,0.0372561,0,0.0166356,0.0732998,0.0366541,0,0,0.00881683,0,0,0.0484786,0.0481175,0.0407178,0.045093,0.0177804,0.058378,0.0318808,0.038084,0,0.0512928,0.0192086,0.051479,0.0331829,0.0366299,0.0689513,0.0174006,0.0192069,0.0343913,0.0206318,0.0291147,0.0192844,0.0392303,0
308,0.0328952,0,0,0,0,0.0470907,0,0,0,0,0,0,0.0251029,0,0.0238124,0.0714438,0,0,0.014934,0,0,0.0418744,0.0735606,0.0204415,0.0151011,0.0137477,0.0295817,0.0235304,0.0361115,0.0432676,0.0472476,0.0273824,0.0118212,0.0133752,0.0294204,0.0295713,0.0233858,0.0161443,0.0223362,0.0372397,0,0.0166739,0.0733063,0.0366634,0,0,0.00888686,0,0,0.0484846,0.0480686,0.0407442,0.0451225,0.0178054,0.0583838,0.0318578,0.0380749,0,0.0512852,0.0192388,0.0514346,0.0331527,0.0365781,0.0689461,0.0174038,0.0191723,0.0345001,0.0206422,0.0290638,0.0193161,0.0394816,0
309,0.0329286,0,0,0,0,0.0470789,0,0,0,0,0,0,0.0250112,0,0.0238495,0.0714185,0,0,0.0149982,0,0,0.0419469,0.0735069,0.0206391,0.0150121,0.0138355,0.0296164,0.0238008,0.0360703,0.0432815,0.0473617,0.027428,0.011734,0.0133047,0.0294588,0.0295656,0.023522,0.0160292,0.0224673,0.0369679,0,0.0168056,0.0733376,0.0366764,0,0,0.0089119,0,0,0.0485005,0.0480363,0.0406148,0.0450875,0.0178549,0.0583472,0.0317915,0.0380935,0,0.0511984,0.0192375,0.0514828,0.033092,0.0366615,0.0690302,0.017495,0.0191387,0.0345766,0.0206462,0.0290371,0.0193535,0.0397483,0
310,0.0320204,0,0,0,0,0.0468042,0,0,0,0,0,0,0.0248459,0,0.0237744,0.0716892,0,0,0.0153836,0,0,0.0423182,0.0732169,0.0205128,0.0141415,0.013611,0.0297258,0.0250791,0.0353707,0.043188,0.0472922,0.0268509,0.0115959,0.0130637,0.0293632,0.0294573,0.0237858,0.0149709,0.0227171,0.0322319,0,0.0167958,0.0714271,0.0359345,0,0,0.00911568,0,0,0.0485795,0.050473,0.0375032,0.0413038,0.0206948,0.0564658,0.0318731,0.0354638,0.0556697,0.0498883,0.0217075,0.0545346,0.0338268,0.0398906,0.072036,0.0201041,0.018936,0.0346312,0.0206872,0.0283384,0.0202312,0.0400782,0
311,0.032012,0,0,0,0,0.0468482,0,0,0,0,0,0,0.0247794,0,0.0237715,0.0716931,0,0,0.0154374,0,0,0.0424159,0.0731577,0.0204199,0.0140617,0.013606,0.02982,0.0254041,0.0354291,0.0432529,0.0473158,0.0268316,0.0115603,0.0129499,0.029367,0.0294553,0.0238524,0.014894,0.0228952,0.0322642,0,0.0167907,0.0713803,0.0359226,0,0,0.00919155,0,0,0.0486086,0.0504677,0.0375171,0.041298,0.0206596,0.0565158,0.0319197,0.0354057,0.0557377,0.0498784,0.0216054,0.0545217,0.0337736,0.039866,0.0720191,0.0200822,0.0188304,0.0346685,0.0207131,0.0283453,0.0202372,0.0403907,0
312,0.0329327,0,0,0,0,0.0471827,0,0,0,0,0,0,0.0248984,0,0.0239001,0.0713909,0,0,0.015149,0,0,0.0421999,0.0733488,0.020406,0.014838,0.01384,0.0298574,0.0246435,0.0361125,0.0434348,0.0474704,0.0273943,0.0116192,0.0130407,0.0294609,0.0295727,0.0237195,0.0157815,0.0230093,0.0370439,0,0.0168521,0.0732785,0.0366358,0,0,0.0091754,0,0,0.0485675,0.047991,0.0406779,0.0450838,0.0177596,0.0584798,0.0317853,0.0380504,0,0.0511949,0.0191457,0.0514338,0.0329839,0.0366124,0.0689618,0.0174389,0.0189437,0.0347204,0.0207305,0.0290147,0.0194225,0.0406559,0
313,0.0329201,0,0,0,0,0.0472367,0,0,0,0,0,0,0.0249972,0,0.0239555,0.0713347,0,0,0.0151792,0,0,0.042262,0.073353,0.0203683,0.0148478,0.0137039,0.0299879,0.0247769,0.036135,0.0434971,0.0474974,0.027381,0.0115838,0.0130387,0.029453,0.0295996,0.0236549,0.0157815,0.0230459,0.0373242,0,0.0168015,0.0732001,0.0365676,0,0,0.0092985,0,0,0.0485546,0.047992,0.0408915,0.0451541,0.0176831,0.0586731,0.0318482,0.0381323,0,0.0512624,0.0191215,0.0513865,0.0329651,0.0365052,0.0688597,0.0173502,0.0189272,0.0348681,0.0207291,0.0290493,0.0194992,0.0409047,0
314,0.0329599,0,0,0,0,0.0472671,0,0,0,0,0,0,0.0248572,0,0.0239777,0.0713234,0,0,0.0153288,0,0,0.042304,0.0733233,0.0203779,0.0147612,0.0136773,0.0300036,0.0249916,0.0360863,0.0435311,0.0476105,0.0274267,0.0114631,0.0130011,0.0294442,0.0295807,0.0238215,0.0157422,0.0230027,0.0371059,0,0.0169461,0.0732934,0.0365497,0,0,0.00937041,0,0,0.048548,0.0479749,0.0408061,0.0451186,0.0177332,0.0586436,0.0318136,0.0378264,0,0.0511844,0.0189842,0.0514866,0.0328182,0.0365625,0.0689231,0.0174262,0.0188443,0.0349316,0.0207437,0.0290855,0.0194823,0.0410658,0
315,0.0320643,0,0,0,0,0.0470154,0,0,0,0,0,0,0.0246735,0,0.0238536,0.071635,0,0,0.0158461,0,0,0.04265,0.0730979,0.0201802,0.0139297,0.0134693,0.0300421,0.026118,0.0353961,0.0434551,0.0474466,0.0268695,0.0113547,0.0129149,0.0294566,0.0295418,0.0241028,0.0147298,0.023127,0.0323685,0,0.0168978,0.0714776,0.0357785,0,0,0.00963804,0,0,0.0486163,0.0504061,0.0377435,0.0413586,0.0206151,0.056738,0.0319611,0.0349794,0.0558639,0.0498761,0.0214427,0.0545649,0.0334159,0.0397833,0.0718965,0.0199456,0.0186268,0.034953,0.0207857,0.0284206,0.0202795,0.041317,0
316,0.0329688,0,0,0,0,0.0473968,0,0,0,0,0,0,0.0247446,0,0.0239642,0.071387,0,0,0.0154793,0,0,0.0424676,0.0733426,0.0203667,0.014731,0.0137714,0.030094,0.0254208,0.0360335,0.0435483,0.0475114,0.0273763,0.011418,0.0129133,0.0296212,0.0296929,0.0240415,0.0155836,0.0233681,0.0371288,0,0.0169705,0.0733465,0.0364167,0,0,0.00969432,0,0,0.048576,0.0479038,0.0408979,0.045131,0.0178601,0.0587127,0.0317783,0.0377599,0,0.0512305,0.0188448,0.0513183,0.0326632,0.0365498,0.0688433,0.017422,0.0187489,0.0349613,0.0207552,0.0291524,0.0194279,0.0414887,0
317,0.03294,0,0,0,0,0.0475122,0,0,0,0,0,0,0.0248263,0,0.0239757,0.0713766,0,0,0.0154273,0,0,0.042471,0.073335,0.0203841,0.0146945,0.0136971,0.0303047,0.0255831,0.0360211,0.0435953,0.0474863,0.0273116,0.0114762,0.0127676,0.0296746,0.0297338,0.0240316,0.0155183,0.0237128,0.0372918,0,0.0168923,0.0732552,0.0362607,0,0,0.00984549,0,0,0.0485623,0.0479048,0.0410571,0.0452012,0.0177651,0.0589069,0.0318421,0.0379192,0,0.0513192,0.0187803,0.050956,0.0326776,0.0364671,0.0687643,0.0173893,0.0187741,0.0351579,0.0207556,0.0292679,0.0194787,0.0416237,0
318,0.0329273,0,0,0,0,0.0476552,0,0,0,0,0,0,0.0246973,0,0.0239787,0.0713338,0,0,0.0155523,0,0,0.0424905,0.0732284,0.0204036,0.0145778,0.0137791,0.0303431,0.0258435,0.0360418,0.0436411,0.0476299,0.0273581,0.0114548,0.0126369,0.0297045,0.0297219,0.0242469,0.0153407,0.0238569,0.0369889,0,0.01704,0.0732832,0.0361597,0,0,0.00995461,0,0,0.0485689,0.0478813,0.0409285,0.0451447,0.0177767,0.058864,0.0318651,0.0379694,0,0.051272,0.0187197,0.0508655,0.0326326,0.0365227,0.0688578,0.0174877,0.0187568,0.0353145,0.020834,0.0293295,0.0194634,0.0417265,0
319,0.0319789,0,0,0,0,0.0474808,0,0,0,0,0,0,0.0244576,0,0.0239064,0.0715728,0,0,0.0161347,0,0,0.0428131,0.072898,0.0201929,0.0137302,0.013489,0.0304169,0.0269763,0.0354934,0.0435974,0.0475366,0.0268294,0.0113266,0.0124811,0.0295875,0.0295848,0.0246083,0.0142871,0.0238715,0.0321683,0,0.0169888,0.0714102,0.0353064,0,0,0.0102345,0,0,0.0486633,0.0503519,0.0378359,0.0414003,0.0205432,0.0569558,0.0320465,0.035496,0.0558059,0.0499559,0.0212284,0.0539235,0.0333556,0.0397333,0.0718633,0.0200865,0.018589,0.0354876,0.0209304,0.0287196,0.0203375,0.0417915,0
320,0.0319401,0,0,0,0,0.047598,0,0,0,0,0,0,0.0242733,0,0.0238928,0.0715452,0,0,0.0162649,0,0,0.0428297,0.0728534,0.0201862,0.0137148,0.0134375,0.0304796,0.0271363,0.0356065,0.0436354,0.0475516,0.0268397,0.0112417,0.0123953,0.0295471,0.0295487,0.0248331,0.0142323,0.0238623,0.0320937,0,0.017009,0.0714224,0.0351834,0,0,0.0104083,0,0,0.048709,0.0503234,0.0378571,0.0414098,0.0204295,0.057,0.0320364,0.0355245,0.0558776,0.0499353,0.0212317,0.0539551,0.0333406,0.0397038,0.0718471,0.02015,0.0185776,0.0356127,0.0209779,0.0288201,0.0203867,0.0418335,0
321,0.0327945,0,0,0,0,0.0479853,0,0,0,0,0,0,0.0242935,0,0.0240533,0.0713232,0,0,0.0158971,0,0,0.0425718,0.0730986,0.0204185,0.014494,0.0137516,0.0305034,0.0262597,0.0362828,0.0437862,0.047715,0.027408,0.0113163,0.0124076,0.0296043,0.0297183,0.0248646,0.0150814,0.0238789,0.036821,0,0.0171674,0.0733327,0.0358016,0,0,0.0104368,0,0,0.0486613,0.0477659,0.0410204,0.0451564,0.0176151,0.0589529,0.0318812,0.0381485,0,0.0512421,0.0186709,0.0508681,0.0325891,0.0364512,0.0687908,0.01757,0.0186614,0.0357046,0.0210181,0.0295464,0.0195772,0.0419196,0
322,0.0327349,0,0,0,0,0.0480266,0,0,0,0,0,0,0.0243915,0,0.0241106,0.0713141,0,0,0.015946,0,0,0.0426323,0.0731178,0.0204955,0.0144951,0.0136207,0.0306963,0.026174,0.0363507,0.0439929,0.0477621,0.0274083,0.0113178,0.0123754,0.0295678,0.0298448,0.0248177,0.0150483,0.0239049,0.0370962,0,0.0171237,0.0732992,0.0356746,0,0,0.010604,0,0,0.0486085,0.0477515,0.0412375,0.045156,0.0175871,0.0591596,0.0319045,0.0382133,0,0.0513079,0.0186037,0.0507324,0.0326154,0.036376,0.0686682,0.0174942,0.0186335,0.0359345,0.0210629,0.0295865,0.0196946,0.0420787,0
323,0.0326798,0,0,0,0,0.0480967,0,0,0,0,0,0,0.024233,0,0.0240967,0.0712613,0,0,0.0160272,0,0,0.0426666,0.0730964,0.0206082,0.014498,0.0136218,0.0307147,0.0262558,0.0364764,0.0440782,0.04788,0.0274243,0.0112284,0.0123089,0.0296527,0.0298896,0.0250236,0.0149364,0.0239878,0.0371273,0,0.0171914,0.0733519,0.0355871,0,0,0.0107874,0,0,0.0485666,0.0477085,0.0412765,0.0452264,0.0175871,0.0591408,0.0319631,0.0381893,0,0.0512965,0.0185416,0.0506951,0.032644,0.0363912,0.0686534,0.0174864,0.0185785,0.0361096,0.0211507,0.0296167,0.0197538,0.0422084,0
324,0.032635,0,0,0,0,0.0481945,0,0,0,0,0,0,0.024178,0,0.0240599,0.0712249,0,0,0.0161093,0,0,0.0426881,0.0730928,0.0205702,0.0145062,0.0136198,0.0307415,0.0263673,0.0364805,0.04405,0.047948,0.0274273,0.0111265,0.0122129,0.0297398,0.0299169,0.0251652,0.0148131,0.0241736,0.0370697,0,0.0172396,0.0733993,0.0355151,0,0,0.0109493,0,0,0.0485726,0.0476473,0.0413049,0.0452332,0.0175615,0.059097,0.0320761,0.0382888,0,0.0513063,0.01851,0.050691,0.0326536,0.0363774,0.0686725,0.0175144,0.0185477,0.0362521,0.0211923,0.0296484,0.019818,0.0423683,0
325,0.0326167,0,0,0,0,0.0482636,0,0,0,0,0,0,0.0241483,0,0.0240582,0.0712204,0,0,0.0161843,0,0,0.0427057,0.0730784,0.0206769,0.0144759,0.0136072,0.0307865,0.0264892,0.0364073,0.04405,0.0479845,0.027444,0.0110771,0.0121033,0.0297971,0.029942,0.0251871,0.0146955,0.0244012,0.0370032,0,0.017287,0.0733881,0.0354707,0,0,0.0111209,0,0,0.0486208,0.0475813,0.0413278,0.0451586,0.0175368,0.0590596,0.0321198,0.038341,0,0.051301,0.0184961,0.0507179,0.0326059,0.0363645,0.0686985,0.0175301,0.0185268,0.0363672,0.0212187,0.0296989,0.0198503,0.0425798,0
326,0.0326356,0,0,0,0,0.0482581,0,0,0,0,0,0,0.0240494,0,0.0240258,0.0711732,0,0,0.0162908,0,0,0.0427113,0.073009,0.0207266,0.0143381,0.0136354,0.0308345,0.0266198,0.0362817,0.0440601,0.0480493,0.0274937,0.0110214,0.0120486,0.029806,0.0299557,0.0252553,0.0145298,0.0246008,0.0367146,0,0.0174365,0.0733742,0.0354903,0,0,0.0112349,0,0,0.04864,0.0475542,0.0411808,0.0449913,0.0175814,0.0589412,0.0321135,0.0384175,0,0.0512079,0.0185311,0.0507581,0.0325356,0.036448,0.0687924,0.0176014,0.0184755,0.0364605,0.0212395,0.0297275,0.0198737,0.0427937,0
327,0.0317391,0,0,0,0,0.0479295,0,0,0,0,0,0,0.0239399,0,0.0238804,0.0714355,0,0,0.0168599,0,0,0.0430299,0.0727086,0.0205712,0.0134918,0.0134294,0.0308929,0.0276793,0.035592,0.0440643,0.0479447,0.0269076,0.0108817,0.0119693,0.02978,0.0298602,0.0254526,0.0135693,0.0247353,0.0318325,0,0.0173152,0.0714687,0.0348301,0,0,0.0114971,0,0,0.0486994,0.0500941,0.0381092,0.0411274,0.0203173,0.0569478,0.0324202,0.0357913,0.0560641,0.0498628,0.0210802,0.0538008,0.0332463,0.0396614,0.0718043,0.0203742,0.0183364,0.0365605,0.0213111,0.0290497,0.0207306,0.0429642,0
328,0.0317104,0,0,0,0,0.0479306,0,0,0,0,0,0,0.0240198,0,0.0238254,0.071399,0,0,0.0168835,0,0,0.0430245,0.0727163,0.020479,0.013449,0.0135272,0.0309709,0.0277706,0.035586,0.0441281,0.0479729,0.0268391,0.0108591,0.0120385,0.029856,0.0298801,0.0254039,0.0134627,0.024851,0.0317055,0,0.017314,0.0714979,0.0349079,0,0,0.0116107,0,0,0.048688,0.0500955,0.0381995,0.0410557,0.0203557,0.0569143,0.0325179,0.0358516,0.0560575,0.0498658,0.0210709,0.0537858,0.0332665,0.0395986,0.0717826,0.0204913,0.0182876,0.0365939,0.0213736,0.0290794,0.020771,0.0430917,0
329,0.0325819,0,0,0,0,0.0482622,0,0,0,0,0,0,0.0243094,0,0.0238754,0.0711025,0,0,0.0163666,0,0,0.0427082,0.0729477,0.0203744,0.014186,0.0137627,0.0310352,0.0268859,0.0362213,0.0442264,0.0481054,0.0273047,0.0109614,0.0121586,0.0299524,0.030037,0.0250668,0.0142283,0.024937,0.0364192,0,0.0174963,0.0734101,0.0357068,0,0,0.0116248,0,0,0.0486039,0.0475749,0.0413961,0.0448481,0.0175965,0.05882,0.0324282,0.0384133,0,0.0511753,0.0185075,0.0506971,0.0325673,0.036332,0.0687422,0.0177489,0.0183452,0.0365788,0.0214077,0.0297807,0.0199629,0.04319,0
330,0.0325486,0,0,0,0,0.0482769,0,0,0,0,0,0,0.024643,0,0.0238822,0.0710868,0,0,0.016342,0,0,0.042712,0.0729141,0.0202144,0.0141504,0.0135597,0.031173,0.026933,0.036194,0.0442223,0.0480943,0.0271445,0.0110238,0.0121315,0.0299997,0.030133,0.0246606,0.0141882,0.0250148,0.0366139,0,0.0175108,0.0733086,0.035749,0,0,0.0118108,0,0,0.0485816,0.0476251,0.0415903,0.044963,0.01754,0.0588726,0.0325342,0.0383859,0,0.0512117,0.0185275,0.0506169,0.0326743,0.0362989,0.0686321,0.0176788,0.0182964,0.036634,0.0214594,0.0297939,0.020027,0.0432897,0
331,0.0325195,0,0,0,0,0.0483749,0,0,0,0,0,0,0.0248154,0,0.0239089,0.0710495,0,0,0.0164,0,0,0.0427258,0.0728838,0.0202923,0.0140719,0.0134612,0.0312783,0.026929,0.0361346,0.0441994,0.0481428,0.0270148,0.0110604,0.0120705,0.0300137,0.0301575,0.0243728,0.0140815,0.0250906,0.0365511,0,0.0175822,0.073327,0.0357644,0,0,0.0119227,0,0,0.0485812,0.0477139,0.0416113,0.0449249,0.0175179,0.0588794,0.0326399,0.0384447,0,0.0511982,0.0185742,0.0506073,0.0327313,0.0363069,0.0685972,0.0177104,0.0182957,0.0366853,0.0214751,0.0298601,0.0200592,0.0434257,0
332,0.03255,0,0,0,0,0.048438,0,0,0,0,0,0,0.0247552,0,0.023886,0.0710296,0,0,0.0165461,0,0,0.0427314,0.0728514,0.0204537,0.0139831,0.0135648,0.0313042,0.0269404,0.0360848,0.0440976,0.0482384,0.0269891,0.0109658,0.0120515,0.0300505,0.0301225,0.0243396,0.0139379,0.0251299,0.036218,0,0.0177017,0.0733186,0.0357826,0,0,0.011963,0,0,0.048582,0.0477604,0.0414948,0.0446956,0.0175223,0.0587361,0.0327948,0.0384593,0,0.051122,0.0185925,0.0506741,0.0327201,0.0363605,0.0686517,0.017864,0.0183075,0.0367916,0.0214367,0.0298835,0.0200946,0.0435545,0
