Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LWRA,RTHI
252,0,0.0196439,0,0,0,0,0.0468081,0,0,0,0,0,0,0.0328698,0,0.0642688,0,0,0.0281814,0,0,0.0413085,0.0706714,0.0157103,0.00375672,0.0170308,0.0460923,0.0520641,0.0865317,0.0454086,0.0988775,0.013445,0.0124018,0.027103,0.0297668,0.0120616,0.0137014,0.0237853,0.0203341,0,0.0148447,0.0603098,0.0342947,0,0,0.0230278,0,0,0.0482293,0.0616855,0.0374407,0.0201681,0.0129657,0.0568948,0.0495995,0.0800087,0.0750432,0.0274618,0.0611328,0.037967,0.0467199,0.0782033,0.0398603,0.0131909,0.0191545,0.0239947,0.0262992,0.0355696,0.018369,0.0260668,0.0452141
253,0,0.0196522,0,0,0,0,0.0467401,0,0,0,0,0,0,0.0331231,0,0.0644471,0,0,0.0280797,0,0,0.0412824,0.0707741,0.0154565,0.00362912,0.0171627,0.0459023,0.0520442,0.0865719,0.0451917,0.0987044,0.013534,0.0124368,0.0270974,0.0297918,0.0117415,0.0137116,0.0236738,0.0208824,0,0.0146967,0.0602228,0.0343053,0,0,0.022809,0,0,0.0482374,0.061471,0.0372312,0.0202425,0.0127361,0.0567692,0.0494453,0.0800145,0.0749181,0.0273138,0.0611304,0.0380058,0.0467682,0.0782584,0.0384279,0.0130854,0.0191903,0.0239843,0.026286,0.0355768,0.0183512,0.0260157,0.045259
254,0,0.0196855,0,0,0,0,0.0467263,0,0,0,0,0,0,0.0332621,0,0.0646488,0,0,0.0280184,0,0,0.0412812,0.0708939,0.0154815,0.00354926,0.0173149,0.0457466,0.0520012,0.0866152,0.045007,0.0985751,0.0136745,0.012418,0.0270949,0.0298014,0.0115253,0.0137237,0.0235922,0.0212806,0,0.0145259,0.0601518,0.0343331,0,0,0.022691,0,0,0.0481959,0.0612527,0.0370335,0.020322,0.0124912,0.056667,0.0493872,0.0800316,0.0747802,0.0271687,0.0611277,0.0380098,0.0468003,0.0782926,0.0372926,0.013091,0.0192356,0.0239797,0.0262727,0.0355572,0.0182837,0.0259979,0.045411
255,0,0.0197578,0,0,0,0,0.0457921,0,0,0,0,0,0,0.0333399,0,0.0649296,0,0,0.0248572,0,0,0.0267217,0.0709602,0.0158409,0.00365681,0.0174312,0.0457883,0.0502156,0.0866688,0.0448819,0.0985056,0.0137749,0.0124029,0.0271341,0.0298377,0.0113786,0.0192293,0.025308,0.0215564,0,0.0144252,0.0599429,0.0349167,0,0,0.0225706,0,0,0.0482255,0.0609313,0.0369482,0.0206338,0.0122711,0.0569195,0.04979,0.0801763,0.0746828,0.0271023,0.06107,0.0379503,0.0467618,0.0782384,0.0362756,0.0128475,0.0192346,0.0240303,0.025506,0.0354462,0.0182837,0,0.0457225
256,0,0.0197932,0,0,0,0,0.0458224,0,0,0,0,0,0,0.0334939,0,0.0651213,0,0,0.0249593,0,0,0.0266347,0.0710592,0.0161478,0.00356351,0.0174817,0.0456198,0.0501601,0.0866768,0.0447514,0.0984355,0.013829,0.0124533,0.027176,0.0298965,0.0111978,0.0192236,0.0252968,0.021766,0,0.0143484,0.0598329,0.0349807,0,0,0.0226026,0,0,0.0483545,0.0606786,0.0368892,0.0207115,0.0120744,0.0568395,0.0498852,0.0802659,0.0745302,0.026942,0.0611052,0.0379886,0.0468553,0.0782711,0.0354845,0.0128646,0.0192516,0.0240883,0.0254834,0.0354049,0.0183396,0,0.0459589
257,0,0.0198421,0,0,0,0,0.0458815,0,0,0,0,0,0,0.0337469,0,0.0653034,0,0,0.0250163,0,0,0.0265955,0.0711251,0.0160909,0.00341485,0.0174094,0.0454988,0.0501038,0.0866807,0.0446489,0.0983931,0.0139664,0.012548,0.0272203,0.0299639,0.0109296,0.0191995,0.0252984,0.0219074,0,0.0142917,0.0597147,0.0350812,0,0,0.0227375,0,0,0.048456,0.0604253,0.0369003,0.0207566,0.0118299,0.0567691,0.0500405,0.0803721,0.0743478,0.0267197,0.0611175,0.0379725,0.0468742,0.0782906,0.0349849,0.0130063,0.0192437,0.0241482,0.0255334,0.0353322,0.0183483,0,0.0461366
258,0,0.0198474,0,0,0,0,0.046938,0,0,0,0,0,0,0.0341072,0,0.0653771,0,0,0.0281819,0,0,0.0412381,0.0713019,0.016111,0.00311701,0.0172884,0.0452565,0.0517815,0.086678,0.0445223,0.098311,0.0141691,0.0127083,0.0272935,0.0300715,0.0105921,0.013661,0.0233628,0.0220423,0,0.0142257,0.0597358,0.0346899,0,0,0.023032,0,0,0.0485848,0.0601932,0.0368383,0.0205631,0.0115242,0.0563382,0.049953,0.080413,0.0740671,0.0264365,0.0611233,0.0380092,0.0468871,0.0783288,0.0346152,0.0135414,0.0192939,0.0241799,0.0263963,0.0352916,0.0184256,0.0257333,0.0461813
259,0,0.0199198,0,0,0,0,0.0470588,0,0,0,0,0,0,0.0343958,0,0.0654594,0,0,0.0281853,0,0,0.0412196,0.071493,0.0161899,0.00296888,0.0172058,0.0452938,0.0516971,0.0866837,0.044406,0.0982024,0.0143244,0.0129129,0.0273993,0.0302058,0.0103328,0.0136844,0.0232577,0.0222,0,0.0141117,0.0596767,0.0348623,0,0,0.023354,0,0,0.0486026,0.0598093,0.0365393,0.0206108,0.011019,0.0562145,0.0502726,0.0805445,0.0738793,0.0263209,0.0609516,0.0378555,0.0467632,0.0781567,0.0340791,0.0137207,0.0193274,0.0242279,0.0265364,0.0351317,0.0183885,0.0256577,0.0464923
260,0,0.0200567,0,0,0,0,0.0472199,0,0,0,0,0,0,0.0345901,0,0.0654622,0,0,0.0281704,0,0,0.0410782,0.0716694,0.0162433,0.00273506,0.0172771,0.045359,0.0515879,0.0866604,0.0443769,0.0982242,0.0142997,0.0129607,0.0274369,0.0301809,0.0101321,0.0137155,0.0234038,0.0224076,0,0.0137614,0.0597732,0.035055,0,0,0.0236785,0,0,0.0487378,0.0593471,0.0356767,0.020673,0.0102952,0.0560901,0.0505922,0.0806459,0.0738392,0.0263993,0.060742,0.0376432,0.046528,0.0778268,0.0332151,0.013905,0.0194185,0.0243304,0.0267107,0.0349051,0.0183776,0.0254665,0.0466791
261,0,0.0202196,0,0,0,0,0.0474041,0,0,0,0,0,0,0.0347053,0,0.0653156,0,0,0.0281719,0,0,0.0409513,0.0718901,0.0164118,0.00248176,0.01731,0.0454297,0.0514841,0.0866199,0.0443226,0.0982285,0.0142429,0.0128875,0.0274598,0.0301617,0.00999195,0.013679,0.0233445,0.0226477,0,0.013358,0.0600566,0.0352623,0,0,0.0240366,0,0,0.0489793,0.058862,0.0343609,0.0207552,0.00946177,0.0559871,0.0509047,0.0806954,0.0740054,0.0267385,0.0604468,0.0375177,0.0461551,0.0773788,0.032265,0.0141385,0.0195308,0.0244664,0.0268969,0.034649,0.0184111,0.0251768,0.0467376
262,0,0.0203993,0,0,0,0,0.0476454,0,0,0,0,0,0,0.0346881,0,0.0650581,0,0,0.0282605,0,0,0.041178,0.0721324,0.0166907,0.00223432,0.0171955,0.0455121,0.0514089,0.086524,0.0442098,0.0981541,0.0141528,0.0126922,0.0274487,0.0301341,0.00993882,0.0136077,0.0230308,0.0229226,0,0.0132515,0.0604007,0.0354363,0,0,0.0244814,0,0,0.0492304,0.0583362,0.0331868,0.0208117,0.00887555,0.0559156,0.0512125,0.0807503,0.0744261,0.027312,0.0601602,0.0374295,0.0458023,0.076962,0.0314288,0.0145024,0.0195795,0.0246183,0.0270739,0.0344105,0.0184745,0.0253384,0.0467315
263,0,0.020585,0,0,0,0,0.0478796,0,0,0,0,0,0,0.0346357,0,0.0648206,0,0,0.0283397,0,0,0.0413151,0.0722988,0.0166926,0.00196231,0.0169841,0.0456431,0.0513167,0.0864596,0.0441133,0.0980688,0.0140607,0.0124399,0.0273941,0.030069,0.00993253,0.0135675,0.0228378,0.0230089,0,0.0135832,0.0607183,0.0355924,0,0,0.0249724,0,0,0.0493788,0.0577421,0.0321369,0.0208342,0.00888075,0.0558701,0.0514164,0.0809995,0.0750801,0.0279776,0.0599535,0.0373821,0.0455965,0.0768324,0.0308726,0.0148976,0.0196765,0.0246775,0.027203,0.0341563,0.0184662,0.0254471,0.0469263
264,0,0.0207552,0,0,0,0,0.0480871,0,0,0,0,0,0,0.0345442,0,0.0646161,0,0,0.0283446,0,0,0.0413196,0.072364,0.0164839,0.00168995,0.016606,0.0458035,0.0511597,0.0864548,0.0441173,0.0980268,0.0139026,0.0122475,0.0273496,0.0299797,0.00996431,0.0135093,0.0227213,0.0228799,0,0.013945,0.0610603,0.0357319,0,0,0.025392,0,0,0.049506,0.0571131,0.0310907,0.0208622,0.0092938,0.0558739,0.0515737,0.0814256,0.0758317,0.0286257,0.0598472,0.0373255,0.0455897,0.0770598,0.0306423,0.0152674,0.0198673,0.0246901,0.0272485,0.0338812,0.0183962,0.0254309,0.0472135
265,0,0.0208566,0,0,0,0,0.0482669,0,0,0,0,0,0,0.0343485,0,0.0644724,0,0,0.0282409,0,0,0.0413052,0.0723953,0.0164959,0.00150935,0.0163152,0.0459518,0.0508501,0.0864603,0.0441564,0.0980505,0.0135566,0.0121332,0.0273715,0.0299238,0.0100719,0.0133188,0.0226038,0.0226806,0,0.0140999,0.0613888,0.0358514,0,0,0.0257967,0,0,0.0496428,0.0565331,0.0303042,0.0209933,0.0096035,0.0559928,0.0516759,0.0817637,0.0763774,0.0290099,0.0598462,0.037312,0.0456926,0.0774509,0.0307191,0.0155206,0.0199617,0.0247389,0.0273048,0.0336037,0.018337,0.0254248,0.0474163
266,0,0.0209236,0,0,0,0,0.0484124,0,0,0,0,0,0,0.0341153,0,0.0643387,0,0,0.0280449,0,0,0.0413055,0.0724107,0.0166671,0.00140869,0.0160506,0.0460709,0.0502528,0.0865006,0.0442263,0.0981753,0.0132757,0.0119717,0.0274327,0.0298781,0.0102139,0.0129623,0.02245,0.0225618,0,0.0141226,0.0617406,0.0359673,0,0,0.0261267,0,0,0.0497906,0.0560856,0.0300902,0.0212469,0.00967543,0.0562069,0.0517372,0.0816621,0.0763538,0.0289174,0.059903,0.0374409,0.0457498,0.0778046,0.0307659,0.0157219,0.0200192,0.0248186,0.0273697,0.0332866,0.0182879,0.0255309,0.0471558
267,0,0.0210241,0,0,0,0,0.0485344,0,0,0,0,0,0,0.0339861,0,0.0642005,0,0,0.0278082,0,0,0.0412823,0.0723706,0.0165779,0.00138044,0.0158185,0.0461624,0.0495059,0.0866346,0.0443214,0.0983749,0.0130527,0.0118096,0.0274734,0.0298557,0.0103141,0.0124483,0.0223379,0.0225659,0,0.0140619,0.0620151,0.0360041,0,0,0.0264029,0,0,0.0499737,0.0559025,0.0304122,0.0214107,0.0094781,0.0563787,0.0516696,0.0812289,0.075816,0.0284512,0.0599983,0.037712,0.0457513,0.0780122,0.0308208,0.01592,0.0202782,0.0248648,0.0273753,0.0329684,0.0181549,0.0256185,0.0467201
268,0,0.0211385,0,0,0,0,0.0486348,0,0,0,0,0,0,0.0339573,0,0.0640765,0,0,0.0276555,0,0,0.0412352,0.0723649,0.0165213,0.00142341,0.0158204,0.046212,0.0487858,0.0868043,0.0444508,0.098583,0.0128718,0.0117411,0.0275414,0.0298471,0.0104356,0.0119596,0.0222976,0.0224458,0,0.0140624,0.0621331,0.0359269,0,0,0.0266998,0,0,0.0502187,0.0559661,0.0309749,0.0213963,0.00917629,0.0563561,0.051517,0.080825,0.0751328,0.0279144,0.0600609,0.0380537,0.0457115,0.0780236,0.031067,0.0161868,0.020639,0.0248773,0.0273313,0.0327048,0.0179692,0.0256484,0.0464598
269,0,0.0212561,0,0,0,0,0.0487592,0,0,0,0,0,0,0.0340123,0,0.0639866,0,0,0.0276374,0,0,0.0411467,0.072376,0.0165445,0.00148199,0.0159273,0.0462144,0.0482326,0.0869503,0.0445896,0.0988075,0.012694,0.0117321,0.0276533,0.0298722,0.0104416,0.0116437,0.0223024,0.0223215,0,0.0141575,0.0621767,0.0357664,0,0,0.0269876,0,0,0.0504638,0.0561591,0.0314682,0.0212382,0.00893809,0.0560617,0.0513266,0.0805489,0.074582,0.0274803,0.0600014,0.0383242,0.0455629,0.0778489,0.0312657,0.0164416,0.0209873,0.0248646,0.027261,0.0325169,0.0177489,0.0256313,0.0463568
270,0,0.0213583,0,0,0,0,0.0479843,0,0,0,0,0,0,0.0341407,0,0.0639844,0,0,0.0247137,0,0,0.0264568,0.0723381,0.0166171,0.00162236,0.0160796,0.0462885,0.0462816,0.0870836,0.0447176,0.0990834,0.0125085,0.0117309,0.0277834,0.0298951,0.0103776,0.0170205,0.0245408,0.0224019,0,0.0142982,0.0621024,0.0360508,0,0,0.0271266,0,0,0.050577,0.0562603,0.0317736,0.021296,0.00890561,0.055901,0.0514254,0.0805325,0.0742852,0.0272852,0.0597437,0.0382256,0.0452518,0.0775477,0.0309721,0.0162468,0.021275,0.0248461,0.0264754,0.032336,0.0175154,0,0.0465023
271,0,0.0215473,0,0,0,0,0.0492738,0,0,0,0,0,0,0.0343418,0,0.0638235,0,0,0.0285315,0,0,0.0410034,0.0724456,0.0166955,0.00158047,0.0160419,0.0459115,0.0480291,0.0871352,0.0447556,0.0992479,0.0124277,0.0118406,0.0278669,0.0299057,0.0102211,0.0112067,0.0224303,0.0228758,0,0.0142434,0.0622918,0.0353631,0,0,0.0273369,0,0,0.0507448,0.0564143,0.031609,0.0209978,0.00892148,0.0549985,0.0508512,0.0804469,0.0740322,0.0270761,0.0597327,0.0381764,0.0452586,0.0775171,0.0301942,0.0163425,0.0214775,0.0248217,0.0274671,0.0323285,0.0174102,0.024989,0.0464828
272,0,0.0217062,0,0,0,0,0.0495815,0,0,0,0,0,0,0.0345412,0,0.0637724,0,0,0.0283861,0,0,0.0411716,0.0724771,0.0167847,0.001654,0.016071,0.0456867,0.0479043,0.0871964,0.044801,0.0993684,0.0124008,0.0119384,0.0279569,0.0299677,0.0100898,0.0116412,0.0224984,0.0236364,0,0.0140765,0.0623521,0.0351941,0,0,0.0274256,0,0,0.0507596,0.0562562,0.0313572,0.0211256,0.00887341,0.0546735,0.0506834,0.0805679,0.0739995,0.0270351,0.0596518,0.0378955,0.0452755,0.0774986,0.0290699,0.0166827,0.0215536,0.024742,0.0276645,0.0323565,0.0172864,0.0256273,0.046642
273,0,0.0218133,0,0,0,0,0.0498474,0,0,0,0,0,0,0.0348384,0,0.0638827,0,0,0.0286246,0,0,0.0411831,0.0725172,0.0169178,0.00171787,0.0162276,0.0454341,0.0480872,0.0872313,0.0447963,0.0993888,0.012441,0.0120173,0.0280517,0.0300482,0.00988299,0.0118888,0.0227354,0.0245933,0,0.0139227,0.0624035,0.0349791,0,0,0.0274095,0,0,0.0507409,0.0559866,0.0308927,0.0214183,0.00881493,0.054461,0.0504537,0.0806937,0.0739985,0.0270156,0.0597269,0.0376583,0.0453873,0.0776548,0.0276193,0.0168417,0.0216587,0.024657,0.0278705,0.0324844,0.0172095,0.0255975,0.046909
274,0,0.021853,0,0,0,0,0.0489805,0,0,0,0,0,0,0.0351255,0,0.064052,0,0,0.0258756,0,0,0.0267769,0.0724267,0.0170675,0.00181362,0.0162794,0.0454438,0.046591,0.0872914,0.044822,0.0994539,0.012481,0.012072,0.0281427,0.0301353,0.00977413,0.0177154,0.0248758,0.0256034,0,0.0137748,0.0623685,0.035248,0,0,0.0272357,0,0,0.0506517,0.0556053,0.0305506,0.0219669,0.00875213,0.0547466,0.0504889,0.0808825,0.0740507,0.0270498,0.0597497,0.0373641,0.04544,0.0777859,0.0261285,0.0164489,0.0216362,0.02464,0.0271729,0.0325978,0.0171165,0,0.0473256
275,0,0.0219615,0,0,0,0,0.049069,0,0,0,0,0,0,0.0355081,0,0.0641742,0,0,0.026229,0,0,0.0268263,0.0724088,0.0171658,0.00194884,0.0162717,0.0453109,0.0468084,0.0872978,0.0447698,0.0994749,0.0124763,0.0120915,0.0281483,0.0301353,0.00965838,0.0179778,0.0250038,0.0266038,0,0.0136748,0.0623681,0.0349756,0,0,0.0271277,0,0,0.0506152,0.0553513,0.0302518,0.022365,0.00863081,0.054824,0.0501595,0.08089,0.0739883,0.0270078,0.0598572,0.0372507,0.0456104,0.0780263,0.0247521,0.0163465,0.0216471,0.024578,0.0272702,0.0327442,0.0170787,0,0.0473954
276,0,0.0220538,0,0,0,0,0.049115,0,0,0,0,0,0,0.0358613,0,0.06426,0,0,0.0265447,0,0,0.0269081,0.0724297,0.0174195,0.0019684,0.0163554,0.0452236,0.0469554,0.0872998,0.0447011,0.0994551,0.0125178,0.0121553,0.0281578,0.0301432,0.00954446,0.0182288,0.0250919,0.0274455,0,0.0136481,0.0624303,0.0346828,0,0,0.026995,0,0,0.0505768,0.0551003,0.0300748,0.02277,0.00853831,0.0549681,0.0497992,0.0807816,0.0738544,0.0269076,0.0599313,0.0372289,0.0456691,0.0782372,0.0236555,0.0162536,0.0216559,0.0244763,0.0273869,0.0328244,0.0170789,0,0.047364
277,0,0.0221433,0,0,0,0,0.0491584,0,0,0,0,0,0,0.0361624,0,0.0643349,0,0,0.0267603,0,0,0.0269914,0.0724366,0.0175252,0.00205397,0.0164331,0.0451457,0.0469717,0.0873101,0.0446731,0.0994627,0.012588,0.0122426,0.0281448,0.0301554,0.00937447,0.0184167,0.0251106,0.0281872,0,0.0136849,0.0625321,0.0344041,0,0,0.0268441,0,0,0.0505334,0.0549215,0.0299968,0.0231097,0.0084827,0.0550877,0.0494285,0.0805578,0.0736728,0.0267846,0.0599412,0.0372961,0.04568,0.0783521,0.0227536,0.0161114,0.0217212,0.0244058,0.0275154,0.0328416,0.017083,0,0.0473086
278,0,0.0221891,0,0,0,0,0.0491875,0,0,0,0,0,0,0.0364304,0,0.0644036,0,0,0.0268279,0,0,0.0270323,0.0724457,0.0174323,0.00222112,0.0165516,0.0450342,0.0468588,0.0873566,0.0446468,0.0994692,0.012637,0.0123338,0.0281508,0.0301934,0.00915683,0.0184785,0.0250701,0.0288933,0,0.0137577,0.0626,0.0341537,0,0,0.0266825,0,0,0.0504549,0.0548437,0.0299745,0.0233702,0.00842551,0.055162,0.0490486,0.0803684,0.0734672,0.0266587,0.0599351,0.037345,0.0456795,0.0784585,0.0220191,0.0159919,0.0217903,0.0243491,0.0276381,0.0328294,0.0170632,0,0.0472227
279,0,0.0221349,0,0,0,0,0.0491503,0,0,0,0,0,0,0.0366192,0,0.0646954,0,0,0.0267834,0,0,0.0270606,0.0725076,0.0172527,0.00252847,0.0164703,0.0446706,0.0467039,0.087338,0.0445442,0.0993719,0.0126728,0.0123245,0.02812,0.0301765,0.00899741,0.0184459,0.0250247,0.029599,0,0.013793,0.062617,0.0339651,0,0,0.0265687,0,0,0.0503772,0.0548435,0.0299441,0.0236175,0.00835876,0.0551175,0.0488359,0.0802285,0.0732468,0.0265571,0.0599445,0.0373578,0.0456741,0.0785477,0.0213357,0.0159694,0.0218473,0.0243317,0.0277325,0.0328789,0.0170691,0,0.0471206
280,0,0.0221137,0,0,0,0,0.0491065,0,0,0,0,0,0,0.0367249,0,0.0650437,0,0,0.026642,0,0,0.0270792,0.0725812,0.0174198,0.00275674,0.0164843,0.0445156,0.0464483,0.0873648,0.0445064,0.099326,0.0127099,0.0122928,0.028182,0.0301982,0.00898416,0.0183101,0.0249639,0.030136,0,0.0138108,0.062699,0.0338684,0,0,0.0263812,0,0,0.0502857,0.0548235,0.0299075,0.0237702,0.00832647,0.0550626,0.0485596,0.0801474,0.073026,0.0264329,0.059969,0.0374096,0.0456859,0.0786273,0.0207035,0.015882,0.0219301,0.0243309,0.0278629,0.0329529,0.0170788,0,0.0470903
281,0,0.0220702,0,0,0,0,0.0490291,0,0,0,0,0,0,0.0367829,0,0.0652215,0,0,0.0264384,0,0,0.0270807,0.0726632,0.0175464,0.0029454,0.0164638,0.0443669,0.046131,0.0873592,0.0444684,0.09932,0.0127251,0.0122736,0.028212,0.0302074,0.00898424,0.0181254,0.0248732,0.0306532,0,0.0138122,0.0627663,0.0338818,0,0,0.0262931,0,0,0.0502943,0.0547859,0.0298182,0.0238759,0.00825377,0.0549798,0.0483282,0.0801016,0.0728427,0.0263326,0.0600167,0.0374701,0.0457116,0.0786953,0.0201734,0.0158548,0.0220116,0.0242871,0.0279767,0.0329973,0.0170943,0,0.0472353
282,0,0.022024,0,0,0,0,0.0488995,0,0,0,0,0,0,0.0367907,0,0.0652451,0,0,0.0261705,0,0,0.027054,0.0727005,0.0175641,0.00310562,0.0162941,0.0441986,0.0457578,0.0873497,0.0444444,0.0993693,0.012674,0.0123016,0.0281791,0.0301735,0.00896409,0.017897,0.0247255,0.0311016,0,0.0138436,0.0628746,0.033983,0,0,0.0262743,0,0,0.0503224,0.0547225,0.0296788,0.0239613,0.00826281,0.0548471,0.0480589,0.0801537,0.0726893,0.026269,0.0600987,0.0374935,0.0457853,0.0788029,0.0197642,0.015883,0.0220948,0.0242385,0.0280742,0.0330256,0.0171209,0,0.0473913
283,0,0.0212378,0,0,0,0,0.0485474,0,0,0,0,0,0,0.0367258,0,0.0647209,0,0,0.0265308,0,0,0.0271935,0.0727525,0.0174565,0.00281696,0.0159753,0.0443999,0.0467197,0.0871323,0.0443079,0.0991465,0.0125705,0.0121931,0.0280817,0.0300431,0.00894819,0.0184629,0.0249126,0.0288436,0,0.0152273,0.0626144,0.0335515,0,0,0.0263822,0,0,0.0503967,0.0567354,0.0262226,0.0213585,0.0100765,0.0535397,0.047909,0.0777733,0.0702145,0.0247373,0.0626486,0.0388356,0,0.0817641,0.021171,0.015956,0.0221896,0.024211,0.0276764,0.0340034,0.0172458,0,0.0459659
284,0,0.0219281,0,0,0,0,0.0485894,0,0,0,0,0,0,0.0367103,0,0.0650981,0,0,0.0255553,0,0,0.0269597,0.07258,0.0172692,0.0034381,0.0163047,0.0438544,0.0448397,0.0874001,0.0444627,0.0993396,0.012583,0.0120244,0.0281493,0.0301384,0.00891032,0.0172911,0.0243867,0.0314535,0,0.0139938,0.0630274,0.0342752,0,0,0.0262199,0,0,0.0503241,0.054557,0.0294577,0.0241754,0.00845234,0.0545556,0.0476302,0.0803406,0.0723724,0.0262214,0.0603565,0.0375791,0.0460662,0.0790585,0.0192392,0.0157886,0.0222404,0.0241362,0.0281089,0.0331449,0.0171084,0,0.0475146
285,0,0.0218518,0,0,0,0,0.048443,0,0,0,0,0,0,0.0366785,0,0.0649798,0,0,0.0251781,0,0,0.0269343,0.0726894,0.0172112,0.00366806,0.0163098,0.0436859,0.0442841,0.0874147,0.0444668,0.0993076,0.0125991,0.0117653,0.0281061,0.0301115,0.00890434,0.017074,0.0242555,0.0318572,0,0.0139522,0.0630168,0.0344389,0,0,0.0261866,0,0,0.0502864,0.054449,0.0295194,0.0242756,0.00820555,0.0544249,0.0476249,0.0800208,0.0723592,0.0262604,0.0603339,0.0376158,0.0460931,0.0790467,0.0188995,0.0156581,0.0222845,0.0241519,0.0280951,0.0331828,0.01711,0,0.0473106
286,0,0.0217946,0,0,0,0,0.0483058,0,0,0,0,0,0,0.0367233,0,0.0651527,0,0,0.0248299,0,0,0.026904,0.0727028,0.0173249,0.00382608,0.0162954,0.0435516,0.0437547,0.0874368,0.0444521,0.0993181,0.0126088,0.011692,0.0281075,0.030099,0.00886939,0.0167956,0.0241323,0.0320607,0,0.0139908,0.0631065,0.034587,0,0,0.0261064,0,0,0.0502661,0.0543985,0.0294724,0.0243234,0.00826502,0.0542906,0.0476147,0.0800564,0.072225,0.0261754,0.0603711,0.0376864,0.0461773,0.079119,0.0187584,0.015565,0.022335,0.0241562,0.028034,0.0332012,0.0171313,0,0.0471718
287,0,0.0217526,0,0,0,0,0.0481759,0,0,0,0,0,0,0.0368161,0,0.0652668,0,0,0.0245515,0,0,0.0268774,0.0725873,0.0175102,0.00397,0.0161907,0.0434406,0.0433133,0.087457,0.044444,0.0993405,0.0126128,0.0117109,0.0281373,0.0300948,0.00880355,0.0165315,0.0240196,0.0322426,0,0.0140283,0.063166,0.0347314,0,0,0.026037,0,0,0.0502476,0.0543813,0.0295022,0.0243512,0.00818888,0.054155,0.0476222,0.0797544,0.0721855,0.0261435,0.0603845,0.0377428,0.0461995,0.0791353,0.0185473,0.0155274,0.0223692,0.0241523,0.0279407,0.0332244,0.0171748,0,0.0471651
288,0,0.021742,0,0,0,0,0.0480834,0,0,0,0,0,0,0.0368164,0,0.0651716,0,0,0.0243043,0,0,0.0268332,0.0725064,0.0174445,0.00406547,0.0160028,0.0433402,0.0429215,0.0874669,0.0444921,0.0993876,0.0125916,0.0115724,0.028142,0.0301521,0.00875499,0.0162786,0.0239035,0.032293,0,0.01415,0.0631847,0.0349046,0,0,0.0260016,0,0,0.0502355,0.0544053,0.0293892,0.0243556,0.00845116,0.0540421,0.0476755,0.0801596,0.071974,0.0259952,0.0604787,0.0377607,0.0462658,0.079277,0.0184364,0.0154723,0.0224197,0.0241691,0.027854,0.0332043,0.0171804,0,0.0472848
289,0,0.0217625,0,0,0,0,0.0479986,0,0,0,0,0,0,0.0368415,0,0.0649245,0,0,0.0240841,0,0,0.0267741,0.0724953,0.01737,0.00415185,0.0160355,0.0432642,0.0426396,0.0874538,0.0445249,0.0994283,0.0125409,0.0114582,0.0281438,0.0302278,0.00866755,0.0160693,0.0238159,0.0322771,0,0.0142198,0.0631648,0.0350713,0,0,0.0260157,0,0,0.0502329,0.0544523,0.0293087,0.0243619,0.00860955,0.0539558,0.0477987,0.0804524,0.0718277,0.0259021,0.0605357,0.0377645,0.0462985,0.0793991,0.0182778,0.0154074,0.0224686,0.0242325,0.0277121,0.0331625,0.0171831,0,0.0473545
290,0,0.0218007,0,0,0,0,0.0479202,0,0,0,0,0,0,0.0369183,0,0.0649037,0,0,0.0238701,0,0,0.0267272,0.0725142,0.0173732,0.00420342,0.0161712,0.0432479,0.042465,0.0874365,0.0445557,0.0994635,0.0125272,0.0114473,0.0281531,0.0302634,0.00857311,0.0159191,0.0237665,0.0322533,0,0.0142554,0.0631922,0.0352141,0,0,0.026059,0,0,0.0502355,0.0544875,0.0293076,0.0243902,0.00858792,0.0538967,0.0479404,0.0804602,0.0717462,0.0258345,0.0605416,0.0377899,0.0462801,0.0794443,0.0181589,0.0153814,0.0224917,0.0243001,0.027541,0.0330971,0.0171808,0,0.0473038
291,0,0.0239928,0,0,0,0,0.0483314,0,0,0,0,0,0,0.0423405,0,0.0661767,0,0,0.0223709,0,0,0.026328,0.0716851,0.0148019,0.00554639,0.016845,0.0431826,0.0397538,0.0863471,0,0.102629,0.0100536,0.00824484,0.0278314,0.0294248,0.0103261,0.014225,0.0230029,0.0389336,0,0.0127567,0.0643907,0.036605,0,0,0.0254077,0,0,0.0499316,0.049757,0.0336901,0.0288836,0.00797397,0.0556975,0.0470067,0,0.0751197,0.0270822,0.0560596,0.0361121,0.0415932,0.0749237,0.0148988,0.0148223,0.0225155,0.0241278,0.0284592,0.0307987,0,0,0.0518887
