Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LWRA,RTHI
151,0,0.0234999,0,0,0,0,0.046666,0,0,0,0,0,0,0.0433676,0,0.0669312,0,0,0.0285283,0,0,0.0273398,0.0689281,0.0196439,0.00884283,0.0159788,0.0436067,0.0377578,0.0880032,0.0472383,0.104516,0.0136003,0.0153616,0.0308784,0.0312322,0.00463052,0.0127896,0.0230992,0.0294785,0,0.0167032,0.0594829,0.0359671,0,0,0.0280066,0,0,0.0492573,0.0566939,0.0327958,0.0205887,0.00639155,0.0553763,0.0502516,0.0793984,0.0703105,0.0246528,0.0604056,0.0371779,0.0459897,0.077999,0.0214007,0.0164247,0.0216926,0.0214561,0.0270685,0.0311666,0.0149062,0,0.0468462
152,0,0.0235005,0,0,0,0,0.0466746,0,0,0,0,0,0,0.0431366,0,0.0668813,0,0,0.0284372,0,0,0.0273152,0.0687864,0.0196993,0.00872431,0.0159107,0.0437882,0.0382419,0.0879728,0.046862,0.104856,0.0138037,0.0153493,0.0308576,0.0311561,0.00459459,0.0131434,0.0231702,0.0295631,0,0.0166731,0.0597316,0.035878,0,0,0.0280208,0,0,0.0492658,0.0565059,0.0328846,0.0205366,0.00648342,0.0553729,0.0503579,0.0790237,0.0703762,0.024711,0.0603936,0.0371715,0.0458952,0.0779309,0.0212258,0.0162317,0.0216867,0.0212976,0.0267587,0.0311513,0.0149853,0,0.0470875
153,0,0.0235644,0,0,0,0,0.0466405,0,0,0,0,0,0,0.0431737,0,0.0668337,0,0,0.0283997,0,0,0.0273181,0.0686004,0.0197083,0.00857757,0.0158264,0.0440252,0.0386534,0.0879406,0.0453614,0.105239,0.0137167,0.015132,0.0308507,0.0311584,0.00463874,0.0135402,0.0231981,0.0296698,0,0.0166036,0.0598798,0.0357489,0,0,0.0280323,0,0,0.049272,0.0563063,0.0330148,0.0204905,0.00660645,0.0553974,0.050449,0.0785705,0.0704138,0.0247573,0.0603959,0.0371433,0.045824,0.0777906,0.0210397,0.0158787,0.0218016,0.0213357,0.0266326,0.031119,0.0149925,0,0.0473149
154,0,0.0235982,0,0,0,0,0.0466,0,0,0,0,0,0,0.0432488,0,0.0667122,0,0,0.0283715,0,0,0.0273181,0.0684415,0.0197253,0.00838835,0.0156902,0.0442737,0.0390849,0.0879516,0.0440845,0.105566,0.0135069,0.0151025,0.0308568,0.0311561,0.00467514,0.0140011,0.0232845,0.0295126,0,0.0165905,0.0598741,0.0355916,0,0,0.0280155,0,0,0.0492883,0.0561889,0.0331966,0.0204034,0.00663628,0.0553924,0.0505297,0.079061,0.0704515,0.0248439,0.0603916,0.0370986,0.0457836,0.077821,0.0211968,0.0156456,0.0219152,0.0213498,0.0264845,0.0311528,0.0150415,0,0.0473773
155,0,0.0228596,0,0,0,0,0.0463379,0,0,0,0,0,0,0.0424073,0,0.066132,0,0,0.0290018,0,0,0.0274829,0.0685494,0.0198613,0.00803613,0.0152181,0.0448513,0.0406847,0.0877591,0.045622,0.10539,0.0137065,0.015479,0.0308973,0.0311699,0.00471679,0.0152726,0.0236564,0.0324682,0,0.0170762,0.0593805,0.0349917,0,0,0.0280884,0,0,0.0493301,0.0574166,0.0319981,0.0179529,0.00709675,0.0546584,0.0508014,0.0785358,0.0693315,0.0236697,0.0615459,0,0.046762,0.0786469,0.0177917,0.0156791,0.0220546,0.0216238,0.0257913,0.0320715,0.0154595,0,0.0467844
156,0,0.0235611,0,0,0,0,0.046518,0,0,0,0,0,0,0.0413658,0,0.06621,0,0,0.0284614,0,0,0.0273399,0.068681,0.0199459,0.00854524,0.0154534,0.0446855,0.0400872,0.0881409,0.0482109,0.105659,0.0136197,0.0157375,0.0310188,0.0312381,0.0053258,0.0148096,0.0235411,0.0293283,0,0.0165443,0.0600448,0.03533,0,0,0.0277919,0,0,0.0492531,0.055941,0.0335137,0.0202175,0.00666117,0.0552949,0.0507059,0.0794971,0.0705559,0.025017,0.0602543,0.0370224,0.0456959,0.0777185,0.0214371,0.0154047,0.0221394,0.021731,0.0261266,0.0313357,0.0156519,0,0.0478581
157,0,0.0235967,0,0,0,0,0.0464912,0,0,0,0,0,0,0.0407583,0,0.0661198,0,0,0.0284769,0,0,0.0273605,0.0687475,0.0200049,0.00868807,0.015254,0.0448308,0.0405628,0.088159,0.0486421,0.1057,0.0134199,0.0155816,0.0311286,0.0313151,0.00547539,0.0150564,0.0236201,0.0290855,0,0.0166389,0.0601711,0.035288,0,0,0.0276352,0,0,0.0492202,0.0557882,0.0336626,0.0202308,0.00691443,0.0552319,0.0508156,0.0794932,0.0706049,0.0251408,0.0601965,0.0368185,0.0456232,0.0775973,0.0216265,0.0150029,0.0220926,0.0217899,0.0260514,0.0313591,0.0158562,0,0.0479478
158,0,0.0236405,0,0,0,0,0.0464537,0,0,0,0,0,0,0.040386,0,0.0660576,0,0,0.0284589,0,0,0.027375,0.0687505,0.020047,0.00870042,0.015041,0.045002,0.0410642,0.0881203,0.0485137,0.105794,0.013391,0.0155989,0.031174,0.0313297,0.0054292,0.0152968,0.0237086,0.0290407,0,0.0166723,0.0602965,0.0352795,0,0,0.0275641,0,0,0.0491905,0.0556466,0.0337847,0.0201326,0.00705948,0.055156,0.0508827,0.0795494,0.0706686,0.0251344,0.0601511,0.0366952,0.0455449,0.077488,0.021717,0.0145393,0.0219982,0.0218991,0.0259653,0.0313626,0.0159889,0,0.0478478
159,0,0.0236797,0,0,0,0,0.046444,0,0,0,0,0,0,0.0400789,0,0.0659614,0,0,0.0284197,0,0,0.0273772,0.0687493,0.020085,0.00869498,0.0147809,0.0452032,0.0415539,0.0881051,0.0484028,0.105876,0.0136132,0.0156658,0.0311341,0.031266,0.00563686,0.0154851,0.023776,0.0290582,0,0.0167127,0.0604671,0.0353056,0,0,0.0274896,0,0,0.0490996,0.055483,0.0338755,0.0200314,0.00713916,0.0550894,0.051006,0.0796483,0.0707281,0.0251212,0.060071,0.0365959,0.0455023,0.0774209,0.021742,0.0147096,0.0219156,0.0219923,0.025861,0.031322,0.0161303,0,0.0477172
160,0,0.0237438,0,0,0,0,0.046408,0,0,0,0,0,0,0.0397546,0,0.06585,0,0,0.0283762,0,0,0.0273243,0.0687995,0.0201368,0.00869087,0.0145569,0.0454389,0.0419527,0.0881115,0.0482902,0.105904,0.0137133,0.0157126,0.03102,0.0311996,0.00602189,0.0156403,0.023803,0.0290859,0,0.01674,0.0605739,0.0353571,0,0,0.0273707,0,0,0.0489649,0.0553329,0.0339505,0.019964,0.00720165,0.0550499,0.0512225,0.0797268,0.0707895,0.025141,0.0599925,0.0365076,0.0454666,0.0774705,0.0217442,0.0149671,0.0218145,0.0221201,0.0258658,0.0312753,0.0162712,0,0.0479785
161,0,0.0238137,0,0,0,0,0.0463457,0,0,0,0,0,0,0.0393509,0,0.0657288,0,0,0.0283307,0,0,0.0272898,0.0689171,0.0201815,0.00874737,0.0144007,0.0456915,0.0422954,0.0881176,0.0482842,0.105859,0.0137217,0.0155655,0.0309369,0.0311459,0.00648135,0.0159379,0.0238876,0.0291529,0,0.0167462,0.0606441,0.0354905,0,0,0.027279,0,0,0.0489547,0.0551852,0.0340105,0.0199219,0.00728508,0.0550128,0.0513825,0.07977,0.0708422,0.0251728,0.059893,0.0363945,0.0454222,0.0774605,0.0216727,0.0149676,0.0217391,0.0222313,0.025813,0.0312175,0.0163866,0,0.0482033
162,0,0.0238765,0,0,0,0,0.0463442,0,0,0,0,0,0,0.0389732,0,0.0656212,0,0,0.028234,0,0,0.0272859,0.0690313,0.020215,0.0088191,0.0142986,0.0459349,0.0426159,0.0881332,0.0483511,0.105821,0.0137463,0.0154646,0.0308983,0.031072,0.00675704,0.0160434,0.0239478,0.0292851,0,0.0167518,0.0607405,0.0356011,0,0,0.0271577,0,0,0.048948,0.0550175,0.034082,0.0198685,0.00738787,0.054969,0.0514979,0.0798228,0.070892,0.025184,0.0598516,0.0362947,0.0453663,0.077463,0.0215192,0.0148277,0.0215878,0.022352,0.0257904,0.0311542,0.0164516,0,0.0482158
163,0,0.0239098,0,0,0,0,0.0463028,0,0,0,0,0,0,0.0387508,0,0.0655647,0,0,0.0281508,0,0,0.027199,0.0691327,0.0202404,0.00898292,0.0141962,0.0461087,0.042855,0.088115,0.0483615,0.105795,0.0138063,0.015444,0.0308738,0.031038,0.00664691,0.0160858,0.0240292,0.0294142,0,0.0167684,0.0607947,0.035688,0,0,0.0270026,0,0,0.0488568,0.0548902,0.0341108,0.0198022,0.00744842,0.0549128,0.0516667,0.0799733,0.070941,0.0252138,0.0597721,0.0361922,0.0453332,0.0775264,0.0213907,0.0147757,0.0214853,0.0224217,0.025744,0.0310854,0.016528,0,0.0480456
164,0,0.0239471,0,0,0,0,0.0462496,0,0,0,0,0,0,0.0390935,0,0.0654961,0,0,0.0280465,0,0,0.0271791,0.0692341,0.0201655,0.00915346,0.0141368,0.0463229,0.043007,0.0880802,0.0482223,0.105704,0.0138463,0.0154605,0.0308113,0.0310879,0.00651694,0.0160259,0.0240519,0.0294557,0,0.0167785,0.060774,0.0357454,0,0,0.0268609,0,0,0.0487377,0.0548322,0.034088,0.0197158,0.00745605,0.0549092,0.051822,0.0801988,0.070999,0.0252567,0.0597195,0.0361169,0.0453091,0.077562,0.0213374,0.0147644,0.0214161,0.022482,0.0257758,0.0310355,0.0166599,0,0.0478382
165,0,0.023968,0,0,0,0,0.0462235,0,0,0,0,0,0,0.0393942,0,0.0654369,0,0,0.0279432,0,0,0.0271775,0.0693755,0.0201467,0.0092382,0.0141164,0.0464956,0.0432016,0.0880111,0.048034,0.105555,0.0138239,0.0155211,0.0307739,0.031098,0.00637883,0.0160234,0.0240325,0.029516,0,0.0168053,0.0608444,0.0357739,0,0,0.0267873,0,0,0.0487312,0.054797,0.0340964,0.0196111,0.00744032,0.0549101,0.0519388,0.080284,0.0710673,0.0252979,0.0597103,0.0361114,0.045311,0.0774921,0.0212833,0.0145562,0.021415,0.0225092,0.0258277,0.0309687,0.0166791,0,0.0477572
166,0,0.0239898,0,0,0,0,0.0461972,0,0,0,0,0,0,0.0395728,0,0.0654312,0,0,0.0278311,0,0,0.0271622,0.0695285,0.0201244,0.00926112,0.0140543,0.0466195,0.0434254,0.087911,0.0478697,0.105401,0.0137837,0.0156207,0.0307627,0.0310096,0.00597634,0.0161095,0.0240073,0.0295398,0,0.0168119,0.060913,0.0357633,0,0,0.0266539,0,0,0.0487262,0.0547764,0.0341333,0.0194905,0.00739965,0.0549085,0.0520089,0.0802843,0.0711054,0.0253255,0.0596703,0.0361797,0.0453452,0.0774301,0.0212693,0.0140181,0.0214174,0.0226254,0.0258128,0.0308923,0.0165659,0,0.0478063
167,0,0.0240263,0,0,0,0,0.0461917,0,0,0,0,0,0,0.0395428,0,0.0654078,0,0,0.0277077,0,0,0.0271474,0.0696863,0.0200866,0.00934455,0.0139668,0.0467444,0.0435789,0.0878173,0.0479322,0.105277,0.0138349,0.0156542,0.0306637,0.0308428,0.00575131,0.0161853,0.0240063,0.0295307,0,0.0167833,0.0609119,0.0357869,0,0,0.0265857,0,0,0.0486663,0.0547507,0.0341712,0.0193757,0.00742121,0.0548985,0.0520947,0.0802795,0.0711194,0.0253448,0.0596433,0.0361719,0.0453397,0.0773972,0.0212297,0.0142404,0.0213959,0.0226765,0.0258526,0.0308241,0.0164629,0,0.0477474
168,0,0.0240457,0,0,0,0,0.0461978,0,0,0,0,0,0,0.0394176,0,0.0653813,0,0,0.0275663,0,0,0.0271214,0.0698549,0.0201005,0.00944386,0.0140129,0.0468834,0.0437818,0.0877219,0.0478671,0.10509,0.0138817,0.0156823,0.030542,0.0307131,0.0056647,0.0162989,0.0240023,0.029462,0,0.0167686,0.0608378,0.035833,0,0,0.0265577,0,0,0.0487144,0.0547122,0.0342431,0.0192683,0.00747893,0.0548928,0.0521938,0.0802788,0.0711253,0.0253788,0.059648,0.0361559,0.0453229,0.0773885,0.0212001,0.0144038,0.0214346,0.0226671,0.025882,0.0307884,0.0163356,0,0.0477474
169,0,0.0240289,0,0,0,0,0.0461742,0,0,0,0,0,0,0.039411,0,0.0653545,0,0,0.0274661,0,0,0.0270731,0.0700975,0.0201161,0.00959405,0.0141529,0.0469997,0.0440679,0.0876248,0.0475729,0.104837,0.0139343,0.0158053,0.0304685,0.0307537,0.00571156,0.0164714,0.0239996,0.029353,0,0.0167784,0.0608508,0.0358419,0,0,0.0264966,0,0,0.0487369,0.0546662,0.0343078,0.019189,0.00753851,0.0548934,0.0523165,0.0803179,0.0711225,0.0254485,0.0596819,0.0361915,0.0453035,0.0773897,0.0212524,0.0143701,0.0213919,0.0226175,0.0258099,0.0308184,0.0162269,0,0.0478961
170,0,0.0239904,0,0,0,0,0.0461227,0,0,0,0,0,0,0.039283,0,0.0652916,0,0,0.0274072,0,0,0.0269799,0.0703797,0.0200422,0.00978861,0.0143885,0.0471143,0.0443654,0.0875545,0.0473432,0.104524,0.0140662,0.0159861,0.0305031,0.0308648,0.00593785,0.0166774,0.0240772,0.0292232,0,0.0168288,0.0609286,0.0358332,0,0,0.0264639,0,0,0.0487249,0.0546263,0.0343522,0.0191368,0.00757426,0.0548958,0.0524889,0.0804061,0.0711156,0.0255048,0.0597282,0.0362444,0.0452813,0.0773329,0.0213805,0.0143043,0.0213006,0.0224302,0.025793,0.0308808,0.0161469,0,0.0479618
171,0,0.0239746,0,0,0,0,0.046055,0,0,0,0,0,0,0.0390393,0,0.0652559,0,0,0.027351,0,0,0.0269452,0.0705593,0.0197508,0.00996902,0.0142694,0.0472624,0.0446376,0.0875009,0.0472763,0.104326,0.0140233,0.0158817,0.0304251,0.0307684,0.00609609,0.0168138,0.0241298,0.0291149,0,0.0168988,0.060885,0.0358645,0,0,0.0264594,0,0,0.048715,0.0546077,0.0343954,0.0190643,0.00760441,0.0549206,0.0526301,0.0804811,0.0711087,0.0255416,0.0597365,0.0362887,0.0452512,0.0773087,0.021545,0.0142581,0.0212932,0.022315,0.0258559,0.0309059,0.0160752,0,0.0479875
172,0,0.0239046,0,0,0,0,0.045911,0,0,0,0,0,0,0.0387973,0,0.0652703,0,0,0.0272956,0,0,0.026946,0.0707639,0.019452,0.0100342,0.0140889,0.0473611,0.0449898,0.087426,0.0471472,0.10414,0.013926,0.0157285,0.0302327,0.0305934,0.00643196,0.0169309,0.0241472,0.0289315,0,0.0169082,0.0608566,0.035897,0,0,0.0264237,0,0,0.0487249,0.0545775,0.0343962,0.0190085,0.00766179,0.0549216,0.0527597,0.0804861,0.0710938,0.0255534,0.0595863,0.0363173,0.0452691,0.0772451,0.0217645,0.0141419,0.0213513,0.0223272,0.0256587,0.0309336,0.0159942,0,0.0480031
173,0,0.0238193,0,0,0,0,0.0456739,0,0,0,0,0,0,0.0385578,0,0.0652867,0,0,0.0272017,0,0,0.0269404,0.0709981,0.0196536,0.0101169,0.0139872,0.0474344,0.0453477,0.087319,0.0469552,0.10394,0.0139093,0.0158256,0.0300884,0.0304838,0.00666693,0.0169775,0.0241235,0.0287803,0,0.0169254,0.0609157,0.0359064,0,0,0.0263979,0,0,0.048733,0.0545366,0.0343997,0.0189551,0.00770718,0.0549217,0.0528872,0.0804936,0.0710881,0.0255433,0.0595167,0.0363074,0.0452597,0.0772009,0.0219122,0.0140566,0.0214174,0.022386,0.0255439,0.0309739,0.0159722,0,0.0480392
174,0,0.0237672,0,0,0,0,0.0455365,0,0,0,0,0,0,0.0382327,0,0.0652584,0,0,0.0270481,0,0,0.0269097,0.0712032,0.0197424,0.0101584,0.0139009,0.0475166,0.0456448,0.0872037,0.0467245,0.103729,0.0138672,0.0159815,0.0299651,0.0303581,0.00675686,0.017009,0.0241024,0.0286652,0,0.0169501,0.0609288,0.0359202,0,0,0.0264195,0,0,0.0487109,0.0544717,0.0344175,0.0189127,0.00774466,0.0549109,0.0530147,0.0805096,0.071096,0.0255387,0.0595634,0.036297,0.0452084,0.0771823,0.0220147,0.0141202,0.0214727,0.0225344,0.0254299,0.0310098,0.0159211,0,0.0479237
175,0,0.0237183,0,0,0,0,0.0454733,0,0,0,0,0,0,0.037884,0,0.0652319,0,0,0.0268749,0,0,0.0268462,0.0714038,0.019706,0.0100763,0.0138145,0.0475955,0.0459172,0.0871032,0.0466881,0.103449,0.013861,0.0158969,0.0298454,0.0302295,0.00683919,0.0170846,0.0240604,0.0285603,0,0.0169578,0.0609479,0.0359347,0,0,0.0264441,0,0,0.0486793,0.0544243,0.0344037,0.0188551,0.00775007,0.0548837,0.0531492,0.0805349,0.0711212,0.0255397,0.0596463,0.0363234,0.0451682,0.0771095,0.022115,0.0140874,0.0215565,0.0227725,0.0252041,0.0310414,0.0158598,0,0.0479378
176,0,0.0237021,0,0,0,0,0.0454424,0,0,0,0,0,0,0.0377341,0,0.0652088,0,0,0.0267004,0,0,0.0267942,0.0715522,0.0196084,0.0101016,0.0137634,0.0477567,0.0461289,0.087015,0.0466438,0.103136,0.0138515,0.0157241,0.0296733,0.0301381,0.00704448,0.0171709,0.0240046,0.028442,0,0.016967,0.0609531,0.0359857,0,0,0.0264557,0,0,0.0486296,0.0544124,0.0343649,0.018787,0.00778425,0.0549269,0.0532416,0.0805857,0.0711563,0.0255461,0.0598053,0.0363784,0.0451393,0.0769888,0.0222813,0.0139599,0.0215618,0.022734,0.0251049,0.0310832,0.0158287,0,0.0479678
177,0,0.0229636,0,0,0,0,0.0452223,0,0,0,0,0,0,0.0374271,0,0.064862,0,0,0.0270027,0,0,0.0268854,0.0716753,0.0194397,0.0102594,0.0134049,0.0482933,0.0475052,0.0866412,0.0464306,0.10267,0.0138338,0.0157706,0.0294979,0.030061,0.00729203,0.0179012,0.0241745,0.0316621,0,0.0170839,0.0603593,0.0355613,0,0,0.0266201,0,0,0.0486324,0.0556744,0.0329532,0.0163378,0.0081469,0.0542951,0.0534251,0.0797508,0.0699869,0.0242883,0.0610393,0,0.0461298,0.0777853,0.0186073,0.0138931,0.0216564,0.0228966,0.0247527,0.0319522,0.0159341,0,0.0471881
178,0,0.0236665,0,0,0,0,0.0453124,0,0,0,0,0,0,0.0374695,0,0.0652192,0,0,0.0262478,0,0,0.0267106,0.0717811,0.0192373,0.0104345,0.0136918,0.0480735,0.0466278,0.0868576,0.046226,0.102618,0.0137449,0.0156566,0.0293383,0.0299499,0.00725816,0.0172789,0.0239104,0.0281755,0,0.016986,0.0609083,0.0360759,0,0,0.0266467,0,0,0.0485904,0.0543853,0.0343646,0.0186622,0.00781766,0.0550679,0.0533311,0.0805433,0.0711704,0.0257205,0.0596166,0.0364313,0.045172,0.0770525,0.0226343,0.0137843,0.0217433,0.0229253,0.0252316,0.031185,0.0157283,0,0.0480006
179,0,0.023608,0,0,0,0,0.0452973,0,0,0,0,0,0,0.0372998,0,0.0652159,0,0,0.0259902,0,0,0.0266628,0.0719348,0.019083,0.0105653,0.01376,0.0482039,0.0469152,0.0868198,0.0459386,0.102318,0.013733,0.015552,0.0291602,0.0298402,0.0073761,0.0173598,0.0238843,0.0280728,0,0.0169855,0.0608556,0.0360774,0,0,0.0267844,0,0,0.0486075,0.0543881,0.0343759,0.0186152,0.00783854,0.0551363,0.0533911,0.0805755,0.0711519,0.0256735,0.0595013,0.0364373,0.0451871,0.0771011,0.0227707,0.0139464,0.0218026,0.0228875,0.0251055,0.0312295,0.0156512,0,0.0477817
180,0,0.0235059,0,0,0,0,0.0452713,0,0,0,0,0,0,0.037144,0,0.0652523,0,0,0.0258164,0,0,0.0266334,0.072087,0.0189899,0.0106764,0.0138663,0.0483234,0.0472576,0.0867971,0.0456199,0.102005,0.01374,0.0155723,0.0289654,0.0297534,0.00741709,0.0174797,0.023868,0.0280631,0,0.0169774,0.0608298,0.0360622,0,0,0.0269236,0,0,0.0486088,0.0543859,0.0343878,0.0186137,0.00788597,0.0552144,0.0534015,0.0805721,0.0711073,0.0256364,0.0594784,0.0364413,0.0451661,0.0770409,0.0227719,0.0139576,0.021899,0.0230655,0.0249812,0.0312601,0.0155777,0,0.0475886
181,0,0.0234233,0,0,0,0,0.0452624,0,0,0,0,0,0,0.0370983,0,0.0653131,0,0,0.0256857,0,0,0.0266381,0.0721895,0.0189299,0.0107819,0.0138121,0.0484363,0.0476747,0.0867944,0.0455995,0.101754,0.0136657,0.0155251,0.0287666,0.0296359,0.00745258,0.0176131,0.0238773,0.0281203,0,0.0169634,0.0607795,0.0360268,0,0,0.0270312,0,0,0.0485902,0.0544195,0.0343574,0.018586,0.0078451,0.0552838,0.0533412,0.0805022,0.0710563,0.0256731,0.0594151,0.0364515,0.0450878,0.0769444,0.0227367,0.0136059,0.0219223,0.0232158,0.0249106,0.0312782,0.0155419,0,0.0476659
182,0,0.023394,0,0,0,0,0.0453326,0,0,0,0,0,0,0.0371554,0,0.0654037,0,0,0.0256589,0,0,0.0266516,0.0722594,0.018883,0.0108775,0.0137818,0.0485639,0.0481141,0.0868011,0.0454791,0.101529,0.0136056,0.0154133,0.0286425,0.0295399,0.00747433,0.0178556,0.0239193,0.028232,0,0.0169393,0.0606993,0.0359789,0,0,0.0270167,0,0,0.0485137,0.0544312,0.0343671,0.0185627,0.00781298,0.0553539,0.0532624,0.080477,0.071019,0.0256972,0.0594951,0.0364488,0.0449877,0.0768207,0.0226589,0.0130073,0.0218994,0.0233273,0.0248873,0.031276,0.0155142,0,0.0477214
183,0,0.0234398,0,0,0,0,0.0454774,0,0,0,0,0,0,0.0371065,0,0.0654656,0,0,0.0256967,0,0,0.0266685,0.0723298,0.0188576,0.0109607,0.0137476,0.0486906,0.0485827,0.0868115,0.0452571,0.101295,0.0136338,0.0153054,0.0285421,0.0294489,0.00755553,0.0181684,0.0240035,0.0282818,0,0.0169308,0.0606362,0.0359073,0,0,0.0270187,0,0,0.0484078,0.0544407,0.0344937,0.0185363,0.00781026,0.0554018,0.0531648,0.0803951,0.071002,0.0257373,0.0595291,0.036428,0.0449114,0.0767157,0.0226192,0.01313,0.021891,0.023341,0.024903,0.0312701,0.0154905,0,0.0478761
184,0,0.023566,0,0,0,0,0.0456592,0,0,0,0,0,0,0.0369185,0,0.0655319,0,0,0.0257777,0,0,0.0266781,0.0724398,0.0187998,0.0110541,0.0136789,0.0488121,0.049078,0.0867908,0.0451233,0.101067,0.0136665,0.0152096,0.0284684,0.0293826,0.00770768,0.0185405,0.0241164,0.0283195,0,0.0169049,0.0606055,0.0358182,0,0,0.0270255,0,0,0.0484201,0.0544497,0.0345234,0.0185503,0.00783511,0.0554611,0.0530314,0.0803353,0.0709856,0.0257991,0.0594864,0.0363563,0.0448216,0.0766454,0.0225679,0.0131789,0.0219012,0.0232561,0.0248963,0.0312761,0.0154231,0,0.0480023
185,0,0.0237392,0,0,0,0,0.0458511,0,0,0,0,0,0,0.0366675,0,0.0655686,0,0,0.0258919,0,0,0.0266803,0.0725685,0.0187346,0.0111371,0.0136766,0.0488844,0.0495323,0.0867444,0.0449616,0.100804,0.0136244,0.0151695,0.0283188,0.0293287,0.00778661,0.0188903,0.0242232,0.0283851,0,0.0168713,0.0605594,0.0357364,0,0,0.026933,0,0,0.0484127,0.0544452,0.0344736,0.0185794,0.00785627,0.0555373,0.0529851,0.0803849,0.0709867,0.0258393,0.059419,0.0363144,0.044774,0.0765864,0.0225182,0.0130872,0.0218609,0.0231975,0.0249007,0.031297,0.0153408,0,0.0480474
186,0,0.0239098,0,0,0,0,0.0459867,0,0,0,0,0,0,0.0365899,0,0.0656044,0,0,0.0260052,0,0,0.0266427,0.0726793,0.0187372,0.0111929,0.0137219,0.0488912,0.0499322,0.0866897,0.0447554,0.100542,0.013577,0.0150833,0.0281366,0.0292194,0.00773415,0.0191689,0.0243248,0.0283,0,0.0168007,0.0605317,0.0356581,0,0,0.0268129,0,0,0.048336,0.0544098,0.0344345,0.0186175,0.00787615,0.0556157,0.0529896,0.0804447,0.0709888,0.0258979,0.0593493,0.0363188,0.044744,0.0764826,0.0224831,0.0130297,0.0218399,0.0233306,0.024931,0.0313618,0.0154272,0,0.0479317
187,0,0.0240034,0,0,0,0,0.0460646,0,0,0,0,0,0,0.0364983,0,0.0656378,0,0,0.026111,0,0,0.0266217,0.0727853,0.0187522,0.0112622,0.0137945,0.0488651,0.0502749,0.0866608,0.0446701,0.100295,0.0135893,0.0150138,0.0280347,0.0290975,0.00771141,0.019281,0.0243927,0.0282689,0,0.0167152,0.0604675,0.0355893,0,0,0.0266945,0,0,0.0482342,0.0543918,0.034411,0.0186535,0.00790843,0.055692,0.0529909,0.0804379,0.0710003,0.0260162,0.0593074,0.036382,0.0446962,0.0763677,0.0224921,0.0129639,0.0217739,0.0234143,0.0249968,0.0314875,0.0155001,0,0.0479394
188,0,0.023986,0,0,0,0,0.0460663,0,0,0,0,0,0,0.0362212,0,0.0656892,0,0,0.0261968,0,0,0.0266242,0.0728632,0.0185838,0.011274,0.0138902,0.0488184,0.0505316,0.0866558,0.0446388,0.100065,0.0136086,0.015077,0.0279162,0.0290296,0.00772856,0.019273,0.0244433,0.0283076,0,0.0166326,0.0604309,0.0355656,0,0,0.0266448,0,0,0.0482429,0.0543768,0.0343805,0.018672,0.00788879,0.0557452,0.0529877,0.0803506,0.0710036,0.0260459,0.0592711,0.0363832,0.0446429,0.0763531,0.0225437,0.0128927,0.0217209,0.0234225,0.0251191,0.0316466,0.0153965,0,0.047949
189,0,0.0238453,0,0,0,0,0.0460227,0,0,0,0,0,0,0.03617,0,0.0657608,0,0,0.0262528,0,0,0.0266288,0.0728974,0.0184036,0.0112839,0.0140027,0.0487685,0.0506756,0.0867051,0.0445625,0.0998497,0.0136536,0.0151067,0.0277559,0.0289779,0.00778368,0.0191863,0.0244739,0.0283199,0,0.0165677,0.060413,0.0355848,0,0,0.0266126,0,0,0.0482752,0.0543424,0.0343511,0.018695,0.00787507,0.0557621,0.0529683,0.0802291,0.0709644,0.0260541,0.0592603,0.0362158,0.0445901,0.0764382,0.0226601,0.012944,0.021716,0.0234214,0.0253093,0.0318261,0.0153436,0,0.0479005
190,0,0.0235928,0,0,0,0,0.0460086,0,0,0,0,0,0,0.036528,0,0.0658602,0,0,0.0262708,0,0,0.0266599,0.0728957,0.0182959,0.0112768,0.0141413,0.0487404,0.0506662,0.0868254,0.0444491,0.0996129,0.0137245,0.0150743,0.0275846,0.0288567,0.00799191,0.0190732,0.0245071,0.028322,0,0.0165074,0.0603152,0.0356445,0,0,0.0265004,0,0,0.048271,0.0543139,0.0343138,0.0187343,0.00784952,0.055777,0.0529746,0.0801854,0.0709423,0.0259534,0.0592305,0.0360857,0.044559,0.076401,0.0226557,0.012997,0.0216962,0.0234061,0.0255579,0.031964,0.0153296,0,0.0476094
