Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,RTIBA,RWRA
1251,0.0204556,0,0,0,0,0.0491416,0,0,0,0,0,0,0.0317065,0,0,0.0695485,0,0,0.0290252,0,0,0.0429372,0.0697462,0.0185863,0.00402704,0.0196031,0.0367888,0.0468912,0.0419352,0.0541053,0.0331974,0.0105877,0.013377,0.0275401,0.0268104,0.0121859,0.0123112,0.0264956,0.0253322,0.0175098,0,0.0160839,0.060313,0.0276162,0,0,0.0228769,0,0,0.0496436,0.0659389,0.0410895,0.0142065,0.00701842,0.0456891,0.0440163,0.0434627,0.0776288,0.0764765,0.0306154,0.0573729,0.0430685,0.0737372,0.0452089,0.0165234,0.0233136,0.0270759,0.0329576,0.0335646,0.0164886
1252,0.0205937,0,0,0,0,0.0491704,0,0,0,0,0,0,0.0318564,0,0,0.0696358,0,0,0.0289061,0,0,0.0430116,0.0697435,0.0184789,0.00418015,0.0196599,0.0366931,0.0466652,0.0418353,0.0540905,0.0332257,0.0104536,0.0134156,0.0274777,0.0268056,0.0120543,0.0122544,0.02659,0.0250923,0.017734,0,0.015756,0.060343,0.0276828,0,0,0.0228722,0,0,0.0496223,0.0655203,0.0405913,0.0143366,0.00730355,0.045672,0.0439417,0.0434153,0.0776351,0.0763962,0.0305113,0.0575185,0.0431317,0.0737783,0.0439418,0.0164736,0.0231941,0.0271214,0.0328794,0.0339222,0.016527
1253,0.0207402,0,0,0,0,0.049177,0,0,0,0,0,0,0.0319742,0,0,0.0697794,0,0,0.0287314,0,0,0.042866,0.0697372,0.0183928,0.00436302,0.019652,0.0365662,0.0465033,0.0417014,0.0540911,0.0332452,0.0102895,0.0133854,0.0274046,0.0267799,0.0119447,0.0121371,0.0264602,0.0251974,0.0182118,0,0.015398,0.0603132,0.0278151,0,0,0.0228329,0,0,0.0496184,0.0648659,0.0401649,0.0144496,0.00778397,0.0456797,0.0438915,0.0431553,0.0776451,0.0762403,0.030284,0.0577755,0.0432722,0.0739354,0.042946,0.0164311,0.0231175,0.0272418,0.0327108,0.0343659,0.0166156
1254,0.0208998,0,0,0,0,0.0491867,0,0,0,0,0,0,0.0321402,0,0,0.0699873,0,0,0.0285453,0,0,0.042688,0.0697145,0.0183166,0.00457711,0.019589,0.0364463,0.0463039,0.041593,0.0540889,0.0332824,0.0102812,0.0133115,0.0272979,0.0267354,0.0118321,0.011998,0.026304,0.0253744,0.0188417,0,0.0148567,0.0602518,0.0279725,0,0,0.0228109,0,0,0.0496268,0.0643058,0.0396644,0.0145106,0.0082709,0.0457266,0.043869,0.0433729,0.0777266,0.0760317,0.0299767,0.0580977,0.0435428,0.074235,0.0418869,0.0164325,0.0231235,0.0273653,0.0324576,0.0347943,0.0167069
1255,0.0210828,0,0,0,0,0.0492203,0,0,0,0,0,0,0.0323051,0,0,0.070283,0,0,0.0283642,0,0,0.0425673,0.069742,0.0182776,0.00471513,0.0196433,0.0363725,0.0460733,0.041564,0.0540859,0.0333837,0.010265,0.0132628,0.0272279,0.0266678,0.0117613,0.0119057,0.0262173,0.0254106,0.0195031,0,0.0143399,0.0602258,0.0281227,0,0,0.0228383,0,0,0.0496276,0.0636051,0.0390268,0.014605,0.00866206,0.0458122,0.0438615,0.0437024,0.0778937,0.0757698,0.0296321,0.0583893,0.0439326,0.0746566,0.0402712,0.0164626,0.023186,0.0274529,0.0321571,0.0351284,0.0167843
1256,0.0213586,0,0,0,0,0.0492446,0,0,0,0,0,0,0.0322265,0,0,0.0706006,0,0,0.0281758,0,0,0.042469,0.0698374,0.018325,0.00474247,0.0197627,0.0363179,0.0457881,0.0417295,0.0540824,0.0334923,0.0103151,0.0131961,0.0271747,0.0265883,0.0118651,0.0118165,0.0261832,0.0253178,0.020231,0,0.0138449,0.0602885,0.0282902,0,0,0.0228644,0,0,0.049611,0.0628896,0.0382014,0.0147749,0.0089281,0.0458916,0.0438373,0.0438392,0.0782008,0.0754978,0.0292846,0.0586797,0.0443419,0.0750728,0.0378201,0.01648,0.0231622,0.0275801,0.0318303,0.035368,0.0168601
1257,0.0217649,0,0,0,0,0.0492472,0,0,0,0,0,0,0.0321971,0,0,0.0708274,0,0,0.0279252,0,0,0.0423313,0.0699093,0.018381,0.00472014,0.0198783,0.0362512,0.0454662,0.0418104,0.0541436,0.0336414,0.0103231,0.0130805,0.0271225,0.0265131,0.0118388,0.0116864,0.026095,0.0252153,0.0212463,0,0.0133967,0.0603989,0.0284876,0,0,0.0228926,0,0,0.0496078,0.0619976,0.0371016,0.0149634,0.00917575,0.0459713,0.0438825,0.0440037,0.0783732,0.0752029,0.0289715,0.0589526,0.0446998,0.0754122,0.0347655,0.0165305,0.0230266,0.027679,0.0314898,0.0355722,0.0170201
1258,0.0220499,0,0,0,0,0.049259,0,0,0,0,0,0,0.032306,0,0,0.0709307,0,0,0.0276357,0,0,0.0421893,0.0699752,0.0184417,0.00462921,0.0199401,0.0361891,0.0451429,0.0418051,0.0543094,0.0338397,0.0103366,0.0129582,0.0270282,0.0264842,0.0118101,0.0115637,0.0259028,0.0250551,0.0226422,0,0.013264,0.0605917,0.0287069,0,0,0.0228958,0,0,0.0495821,0.0610776,0.0357909,0.0152166,0.00925273,0.0460827,0.0439692,0.0445344,0.0779226,0.0749261,0.0287169,0.0590707,0.044839,0.0755909,0.0315256,0.0166399,0.0228053,0.0278216,0.0311694,0.0357712,0.01716
1259,0.0222672,0,0,0,0,0.0492712,0,0,0,0,0,0,0.032367,0,0,0.070792,0,0,0.0273535,0,0,0.0422589,0.0699901,0.0185385,0.00448124,0.0199149,0.0362375,0.0448052,0.0418134,0.0544638,0.0340787,0.0103562,0.0128651,0.0269211,0.0264305,0.0117878,0.0113874,0.0260254,0.0246775,0.0244011,0,0.0132724,0.0609468,0.0289103,0,0,0.0228953,0,0,0.0495615,0.0603496,0.0345375,0.0155477,0.00909101,0.0461967,0.044053,0.0450016,0.0771835,0.0747457,0.0285581,0.0590875,0.0448384,0.0756701,0.0283923,0.016661,0.0227684,0.0279308,0.0308648,0.0359513,0.0172802
1260,0.0224298,0,0,0,0,0.0492468,0,0,0,0,0,0,0.0323885,0,0,0.0707992,0,0,0.0271118,0,0,0.0422949,0.0699418,0.0186018,0.00432864,0.0198635,0.0363321,0.0445136,0.0418889,0.0544841,0.0343335,0.0102469,0.0127159,0.0268435,0.026375,0.0117708,0.011219,0.0261714,0.0243495,0.0260662,0,0.0133464,0.0612317,0.0291055,0,0,0.0229137,0,0,0.0495562,0.0598931,0.0334341,0.0157952,0.00881228,0.0462273,0.044236,0.045099,0.0778935,0.0746611,0.0286828,0.0592865,0.0451396,0.076103,0.0258194,0.0166832,0.0227913,0.0279787,0.0306061,0.0361668,0.0173721
1261,0.0226,0,0,0,0,0.0491812,0,0,0,0,0,0,0.0323852,0,0,0.0708132,0,0,0.0268673,0,0,0.0422019,0.0698745,0.0186395,0.00414246,0.0198006,0.0364381,0.0441346,0.0420263,0.0544529,0.0346004,0.0101967,0.012578,0.0268303,0.0263413,0.0118907,0.011018,0.0261946,0.0241099,0.0277353,0,0.0133976,0.0615249,0.0293157,0,0,0.0229671,0,0,0.0495411,0.0594027,0.0326532,0.0161215,0.00879492,0.0462345,0.0444895,0.0450552,0.078387,0.074649,0.0289511,0.0596467,0.0456765,0.076799,0.0235391,0.0167772,0.0227832,0.0280199,0.0303574,0.0365027,0.0174245
1262,0.0226495,0,0,0,0,0.0481758,0,0,0,0,0,0,0.0321999,0,0,0.0708243,0,0,0.0239597,0,0,0.0275519,0.0698211,0.0187161,0.00405524,0.0196784,0.0365813,0.0425258,0.0422229,0.054557,0.0349215,0.010274,0.0124712,0.0268175,0.0263451,0.0121436,0.0161457,0,0.0259535,0.0291751,0,0.013477,0.0617319,0.0301534,0,0,0.0229761,0,0,0.0494567,0.0588841,0.0320461,0.0166812,0.00905048,0.0464783,0.0450929,0.0451886,0.0784886,0.0746681,0.0292196,0.0600181,0.0460929,0.0773821,0.0216606,0.016452,0.0228051,0.0272169,0.0299162,0.0368419,0.0173582
1263,0.022975,0,0,0,0,0.0491534,0,0,0,0,0,0,0.0318895,0,0,0.0707383,0,0,0.0268148,0,0,0.041861,0.0698639,0.0188105,0.00372616,0.0196488,0.0364851,0.0436303,0.0423689,0.0547584,0.0353001,0.010339,0.0122217,0.0268107,0.0263635,0.0124593,0.0103283,0.0255157,0.0238943,0.0304986,0,0.0135296,0.0620613,0.0297484,0,0,0.0231948,0,0,0.0495809,0.0587127,0.0314042,0.0167816,0.00912168,0.0460743,0.0451211,0.0450718,0.07831,0.0746045,0.0293575,0.0604547,0.046465,0.077873,0.0199481,0.0168565,0.0228061,0.0281424,0.0298472,0.0374004,0.0174028
1264,0.0232019,0,0,0,0,0.0491444,0,0,0,0,0,0,0.0315139,0,0,0.070648,0,0,0.0262306,0,0,0.0419587,0.0699052,0.0188454,0.00359211,0.0196712,0.0365773,0.043361,0.0424654,0.054997,0.035646,0.0102986,0.0119912,0.0268512,0.0264124,0.012815,0.0105751,0.0260159,0.023653,0.0316893,0,0.0137083,0.0622097,0.0299624,0,0,0.0233494,0,0,0.0496199,0.0585429,0.0309019,0.0171037,0.0090636,0.0460516,0.0455367,0.0451555,0.0783137,0.0745618,0.029454,0.0605929,0.0465676,0.0781266,0.0186964,0.01691,0.0228067,0.0281731,0.0295877,0.037737,0.0174531
1265,0.0234641,0,0,0,0,0.0491398,0,0,0,0,0,0,0.0311943,0,0,0.0705514,0,0,0.026128,0,0,0.0419644,0.0699798,0.0187902,0.00342258,0.0197405,0.0366503,0.0432983,0.0424855,0.0551702,0.0359621,0.0100816,0.0119154,0.0269001,0.026435,0.0130273,0.010601,0.0259944,0.0234855,0.0327545,0,0.0139468,0.0623871,0.0301399,0,0,0.0235588,0,0,0.0496697,0.0584131,0.0305426,0.0173175,0.00906244,0.0459814,0.0458944,0.0452136,0.0783463,0.0744325,0.0293851,0.0606051,0.0466399,0.0783437,0.0177954,0.0169874,0.0228177,0.0282454,0.02933,0.0379146,0.017476
1266,0.0237561,0,0,0,0,0.04916,0,0,0,0,0,0,0.0309021,0,0,0.0704657,0,0,0.0260661,0,0,0.041936,0.0700754,0.0186984,0.00324096,0.0198311,0.0367376,0.0433028,0.0424458,0.055284,0.0362366,0.00988205,0.0118466,0.0269179,0.026433,0.0131776,0.0106888,0.0259068,0.0233542,0.0337511,0,0.0141182,0.0625773,0.0302796,0,0,0.023744,0,0,0.0496985,0.0582981,0.0302172,0.0175034,0.00915322,0.0459393,0.0461981,0.0452954,0.07836,0.0742332,0.0292308,0.0605978,0.046733,0.0785515,0.0170609,0.0170813,0.0228494,0.0284053,0.0290471,0.0380405,0.0174951
1267,0.0240422,0,0,0,0,0.0491983,0,0,0,0,0,0,0.0306129,0,0,0.0703926,0,0,0.0259967,0,0,0.041898,0.0701955,0.0185726,0.00309034,0.0199222,0.0368059,0.0434301,0.0423095,0.0553379,0.0365265,0.00980891,0.0117373,0.0269435,0.0264584,0.0132525,0.0107984,0.0258014,0.0233321,0.0349151,0,0.014244,0.0627388,0.0303923,0,0,0.0238673,0,0,0.0497156,0.0581338,0.0298164,0.0177797,0.00925767,0.0459221,0.046425,0.0454241,0.0783648,0.0740256,0.029072,0.0606281,0.0467662,0.0788089,0.0163795,0.0171643,0.0228609,0.0285013,0.0287239,0.0381937,0.0174867
1268,0.0243017,0,0,0,0,0.0492363,0,0,0,0,0,0,0.0304706,0,0,0.0702807,0,0,0.0259008,0,0,0.0418487,0.0703507,0.0183789,0.00296142,0.0199202,0.0368585,0.0436322,0.0420784,0.0553574,0.0367851,0.00975469,0.0116336,0.0269811,0.0264717,0.0133683,0.0109567,0.0256608,0.0233513,0.036034,0,0.0143119,0.0628842,0.030475,0,0,0.0239574,0,0,0.0497087,0.057887,0.0292843,0.0181232,0.00947782,0.0459075,0.046625,0.0456586,0.0785535,0.0738174,0.0289682,0.0607249,0.0468874,0.0791215,0.0156822,0.0171883,0.0228704,0.028556,0.0283976,0.0383576,0.0174731
1269,0.0242007,0,0,0,0,0.0482862,0,0,0,0,0,0,0.0376908,0,0,0.0734914,0,0,0.0235406,0,0,0.027528,0.0675927,0.0154242,0.00446663,0.020299,0.0377043,0.0434712,0,0.0573617,0.0371404,0.0090106,0.00936426,0.0262102,0.0261376,0.00932943,0.0169759,0,0.0259253,0.034393,0,0.0162908,0.0587351,0.0307466,0,0,0.0237402,0,0,0.0495764,0,0.0267474,0.013591,0.0100514,0.0451544,0.0466774,0.0431579,0.0753471,0.0725993,0.0296672,0.0631505,0.0492986,0.0814008,0.0157303,0.016564,0.0228538,0.0276592,0.0284586,0.0397904,0.0175216
1270,0.0250259,0,0,0,0,0.0493389,0,0,0,0,0,0,0.0328435,0,0.0174656,0.0704599,0,0,0.0256061,0,0,0.0416132,0.0699777,0.0179658,0.00251319,0.0194058,0.0370928,0.0439258,0.0420321,0.0556598,0.0380881,0.0111962,0.0124658,0.0261371,0.0264336,0.0111923,0.0112075,0.0252145,0.023144,0.0380991,0,0.0146264,0.0633545,0.0307963,0,0,0.0237322,0,0,0.0496725,0.0572922,0.027645,0.0188243,0.0100633,0.0459643,0.0464642,0.046383,0.0788823,0.0737918,0.0291262,0.0610267,0.0472458,0.0796923,0.0145089,0.0168157,0.0228868,0.0290753,0.0276346,0.0387383,0.0177092
1271,0.0252134,0,0,0,0,0.0492946,0,0,0,0,0,0,0.0329696,0,0.0173937,0.0704626,0,0,0.0253999,0,0,0.0415493,0.0700894,0.0178987,0.00239058,0.0194647,0.0371194,0.044023,0.0416747,0.0557644,0.0383214,0.0111545,0.012521,0.0262275,0.0263431,0.0109821,0.0113515,0.0251207,0.0230767,0.0388714,0,0.0149393,0.063668,0.0309745,0,0,0.0236309,0,0,0.0496477,0.0568581,0.0263645,0.0196067,0.0105362,0.0462382,0.0464274,0.0465424,0.0789443,0.073978,0.0294302,0.0611832,0.0474035,0.0800876,0.0141712,0.0167577,0.0228733,0.0295367,0.0274199,0.0389738,0.0178095
1272,0.0253052,0,0,0,0,0.0492124,0,0,0,0,0,0,0.0332657,0,0.0175158,0.0705373,0,0,0.0251156,0,0,0.0414768,0.0701842,0.0178509,0.00233702,0.019751,0.0370687,0.0440512,0.0413123,0.0558683,0.0385279,0.0111535,0.0126191,0.0262283,0.0263379,0.0106442,0.0114521,0.0250267,0.0229424,0.0396343,0,0.0153937,0.0641006,0.0311248,0,0,0.0235242,0,0,0.0495742,0.0564161,0.0251062,0.0204896,0.0110936,0.0465638,0.04636,0.04649,0.0788851,0.0741502,0.0297915,0.061394,0.0475889,0.080576,0.0139508,0.0166735,0.0227808,0.0296566,0.0272774,0.0392392,0.0178458
1273,0.0252728,0,0,0,0,0.0490847,0,0,0,0,0,0,0.0348976,0,0.0166569,0.0706263,0,0,0.0247841,0,0,0.0413855,0.0702802,0.0199952,0.00241399,0.0200168,0.0369372,0.0439656,0.0409603,0.0559505,0.0387839,0.011286,0.0126347,0.0250833,0.0256978,0.00917773,0.0114911,0.0249682,0.0227037,0.0404056,0,0.0158887,0.0646853,0.0312438,0,0,0.0234069,0,0,0.0494992,0.0560911,0.0241978,0.0213265,0.0117764,0.046849,0.0462024,0.0462179,0.0787227,0.0742201,0.0301078,0.0616571,0.0478462,0.0810923,0.0138361,0.0165387,0.0226211,0.0292792,0.0272548,0.0395458,0.0178785
1274,0.0251478,0,0,0,0,0.0488765,0,0,0,0,0,0,0.0374249,0,0.0156696,0.0705863,0,0,0.0244238,0,0,0.0412795,0.0704005,0.0233292,0.0026814,0.0202134,0.0368337,0.0438681,0.0406302,0.0559455,0.0392344,0.0115555,0.0126402,0.0236033,0.0247318,0.00811609,0.0114719,0.0248703,0.0224997,0.0414436,0,0.0162565,0.065283,0.0313433,0,0,0.0232689,0,0,0.0494378,0.0558331,0.0238214,0.022038,0.0124717,0.0470347,0.0459381,0.0458284,0.0782219,0.0741349,0.030245,0.06195,0.048102,0.0815746,0.013905,0.0163986,0.0225141,0.0289344,0.0273341,0.0397637,0.0179865
1275,0.0262043,0,0,0,0,0.0489841,0,0,0,0,0,0,0.034387,0,0.0158765,0.0710528,0,0,0.022948,0,0,0.0412851,0.070514,0.0194886,0.00445466,0.0197677,0.0356011,0.0420839,0.0397656,0.0562844,0.0408624,0.0129872,0.0144994,0.0272187,0.028192,0.00963091,0.0111269,0.0240084,0.0221179,0.0429606,0,0.0127993,0.0679263,0.0319989,0,0,0.0228864,0,0,0.0495802,0.0517043,0.0294097,0.0271757,0.0088542,0.047806,0.045804,0.0484279,0,0.0778123,0.032884,0.0586452,0.0451104,0.0789176,0.0149308,0.0162628,0.0226549,0.0293422,0.0260326,0.0364784,0.0174696
1276,0.0261096,0,0,0,0,0.0487874,0,0,0,0,0,0,0.0352348,0,0.0155735,0.0709589,0,0,0.0226791,0,0,0.041035,0.0706245,0.0203658,0.00499255,0.0194718,0.0353871,0.0423307,0.0393574,0.0564056,0.0414303,0.0131268,0.0148469,0.0276371,0.0287779,0.00895307,0.011401,0.0234286,0.0222218,0.044226,0,0.0126271,0.0679971,0.0319459,0,0,0.0228624,0,0,0.0496241,0.0515276,0.0297754,0.0274946,0.00921193,0.0475106,0.0457306,0.0484186,0,0.0776883,0.0328971,0.0587291,0.0451896,0.0791765,0.0150881,0.0161544,0.0225741,0.0289406,0.0261813,0.0363055,0.0174149
1277,0.0250225,0,0,0,0,0.0477074,0,0,0,0,0,0,0.0357889,0,0.0154573,0.0699746,0,0,0.0210396,0,0,0.0276627,0.0707083,0.0213058,0.00362862,0.0187191,0.0363427,0.0433058,0.0387084,0.056113,0.04147,0.0130075,0.0151141,0.0278679,0.0291748,0.00865525,0.017479,0,0.0241213,0.0406479,0,0.0155492,0.0660894,0.0314537,0,0,0.0227906,0,0,0.049665,0.0558046,0.0249574,0.0230178,0.0149021,0.0461037,0.0458288,0.0457077,0.0752024,0.0734585,0.0304234,0.0626936,0.049053,0.0830347,0.0129944,0.0157453,0.0225288,0.0272758,0.0276508,0.0384872,0.0173819
1278,0.0262527,0,0,0,0,0.0480183,0,0,0,0,0,0,0.0367562,0,0.0150115,0.0705326,0,0,0.0203976,0,0,0.0276215,0.0708104,0.0220753,0.00539886,0.0191743,0.0352534,0.0418991,0.0386317,0.0565905,0.0422943,0.0136282,0.0155973,0.0282176,0.0297452,0.0077161,0.0168734,0,0.0235172,0.0450873,0,0.0132545,0.068117,0.032181,0,0,0.022707,0,0,0.0495878,0.0514615,0.0300015,0.0278932,0.0114279,0.0473564,0.0457357,0.0490982,0,0.07717,0.0331902,0.0586412,0.045194,0.0792304,0.0147167,0.0156986,0.0225085,0.0277613,0.0263558,0.0354228,0.0173116
1279,0.0263288,0,0,0,0,0.0489611,0,0,0,0,0,0,0.0371212,0,0.0149538,0.0703715,0,0,0.0234506,0,0,0.0417151,0.070972,0.0225959,0.00549352,0.0191137,0.034959,0.0443264,0.0383794,0.0565326,0.0423739,0.0140465,0.0158525,0.0282595,0.0298857,0.00743566,0.0121178,0.0231788,0.0218465,0.0456928,0,0.013074,0.0681312,0.0316494,0,0,0.0227679,0,0,0.0496136,0.0515325,0.0300254,0.0276274,0.0112281,0.0470452,0.0453044,0.0493228,0,0.0771578,0.033432,0.0586712,0.0452253,0.079189,0.0148406,0.015916,0.0224702,0.0283027,0.0266423,0.0353925,0.0175053
1280,0.0264078,0,0,0,0,0.0490322,0,0,0,0,0,0,0.037077,0,0.0149635,0.0702014,0,0,0.0237712,0,0,0.0417445,0.0711025,0.022956,0.00548318,0.0192122,0.0349361,0.0450751,0.0383025,0.0564852,0.0424772,0.0141987,0.015934,0.0282023,0.0298256,0.00751749,0.0124536,0.0229668,0.0219009,0.0455074,0,0.0132176,0.0680307,0.0315125,0,0,0.0228745,0,0,0.0496395,0.0515595,0.0300332,0.0276127,0.0110932,0.0472509,0.0452845,0.0496928,0,0.0772713,0.033715,0.0586278,0.0450736,0.0789822,0.0146677,0.0158541,0.0225298,0.0282173,0.0268106,0.0354823,0.0175617
1281,0.0253501,0,0,0,0,0.0488414,0,0,0,0,0,0,0.0365938,0,0.0152294,0.0693229,0,0,0.0248164,0,0,0.0418016,0.0712443,0.0231752,0.00386114,0.0188613,0.035874,0.0479185,0.0379875,0.055977,0.0418554,0.0140437,0.015713,0.027869,0.0293826,0.00806335,0.0137304,0.0224805,0.0225085,0.0408516,0,0.0160325,0.0661131,0.0305518,0,0,0.0230047,0,0,0.0496885,0.0558759,0.0253912,0.022854,0.0149893,0.0461025,0.045265,0.0468335,0.0751925,0.0734551,0.0315165,0.0624907,0.0487389,0.0824753,0.0125918,0.0158158,0.0225811,0.0276065,0.0284287,0.0383235,0.0177702
1282,0.0264444,0,0,0,0,0.0489814,0,0,0,0,0,0,0.0362548,0,0.0153769,0.0700213,0,0,0.0242274,0,0,0.0416016,0.0712038,0.0228773,0.00524834,0.0196508,0.0351004,0.046314,0.0384148,0.056231,0.0423877,0.0140207,0.0155828,0.0277699,0.0291541,0.00810239,0.0130066,0.0224685,0.0221659,0.044187,0,0.0134964,0.0678068,0.0313988,0,0,0.0230119,0,0,0.049628,0.0516568,0.0300941,0.0276439,0.0106853,0.0480084,0.0453063,0.0497451,0,0.07745,0.0340388,0.0584482,0.0447004,0.078522,0.0142804,0.0158647,0.0226951,0.0283182,0.0270198,0.0359403,0.017766
1283,0.02642,0,0,0,0,0.048873,0,0,0,0,0,0,0.0354421,0,0.0157173,0.0701004,0,0,0.0242839,0,0,0.0414006,0.0711034,0.0222388,0.00501687,0.0199235,0.0353014,0.0467459,0.0387095,0.0561792,0.0422889,0.0137138,0.015335,0.027555,0.0285621,0.0087244,0.0132101,0.0222157,0.0223121,0.0438631,0,0.0132183,0.0675103,0.0314267,0,0,0.023106,0,0,0.0496107,0.0517167,0.0302978,0.0274961,0.00987181,0.0484355,0.0453118,0.0499689,0,0.0774967,0.033988,0.0583346,0.044463,0.0783856,0.0143486,0.015866,0.0224964,0.028356,0.0270897,0.036189,0.017742
1284,0.0264408,0,0,0,0,0.0479797,0,0,0,0,0,0,0.0345535,0,0.0160998,0.0701709,0,0,0.0218244,0,0,0.0277187,0.0709829,0.0213678,0.0048163,0.020375,0.0357591,0.0453939,0.0392008,0.0563389,0.0421688,0.0132639,0.0150938,0.027381,0.0277969,0.00952116,0.0183069,0,0.0247176,0.0433817,0,0.0131047,0.0671781,0.0317874,0,0,0.0231583,0,0,0.0495056,0.051686,0.0305569,0.0275636,0.00957283,0.049187,0.0457242,0.0502101,0,0.0774868,0.0337357,0.0581133,0.0442181,0.0782574,0.0143199,0.0156458,0.0220868,0.0277127,0.0270597,0.0362061,0.0175221
1285,0.0252496,0,0,0,0,0.0483954,0,0,0,0,0,0,0.0377041,0,0.0160649,0.0695091,0,0,0.0258815,0,0,0.0405602,0.0710204,0.0247745,0.00352847,0.0212419,0.036856,0.0492767,0.0399085,0.056258,0.0412269,0.0118148,0.0132933,0.0238367,0.0241056,0.00788715,0.0136476,0.0215171,0.0232648,0.0422351,0,0.0171516,0.065227,0.030889,0,0,0.0234265,0,0,0.0493903,0.0555436,0.0254151,0.0227623,0.0133626,0.0482354,0.0453077,0.0476691,0.0760335,0.0733781,0.0305895,0.0615718,0.0474601,0.0810785,0.0136253,0.0160532,0.0217154,0.0277919,0.0286272,0.0395018,0.0183699
1286,0.0252526,0,0,0,0,0.0483703,0,0,0,0,0,0,0.0344077,0,0.0178791,0.069539,0,0,0.025542,0,0,0.0408835,0.0709075,0.0197369,0.00345998,0.0213397,0.0369764,0.0493519,0.0402538,0.0563139,0.0413066,0.011446,0.0134413,0.0262243,0.0256304,0.00980563,0.0139688,0.022296,0.0229276,0.041778,0,0.0171066,0.0651397,0.0309483,0,0,0.0234756,0,0,0.049382,0.0554877,0.0254058,0.0227175,0.0134086,0.0484586,0.0454582,0.0477011,0.0761357,0.0733909,0.030222,0.0615173,0.0473245,0.0809292,0.0136837,0.0159955,0.0220894,0.0278431,0.0286531,0.0393606,0.0185006
1287,0.0252374,0,0,0,0,0.048356,0,0,0,0,0,0,0.033615,0,0.0181893,0.0696106,0,0,0.0254329,0,0,0.0409597,0.0708034,0.0191828,0.00338391,0.0213232,0.0370545,0.049428,0.0406484,0.0563951,0.0413492,0.0112835,0.0134587,0.0264256,0.0257971,0.0105573,0.0140735,0.0225188,0.0226838,0.0414663,0,0.0170695,0.0651137,0.031041,0,0,0.0234643,0,0,0.0493686,0.0553604,0.0253608,0.0226485,0.0135293,0.0485583,0.0455534,0.0477358,0.076328,0.0734283,0.0299135,0.0615158,0.0470756,0.0808991,0.0136713,0.0159261,0.0222588,0.0278931,0.0287279,0.0392403,0.0185609
1288,0.0251967,0,0,0,0,0.0483315,0,0,0,0,0,0,0.033194,0,0.0181746,0.0696329,0,0,0.0253578,0,0,0.0408755,0.070728,0.0191828,0.00327712,0.0211925,0.0371229,0.0494619,0.0410888,0.0566622,0.0412944,0.0111207,0.0134406,0.0265113,0.0258349,0.0107842,0.0141298,0.0224185,0.0226162,0.0411054,0,0.0171762,0.0651909,0.0311547,0,0,0.0234476,0,0,0.0493517,0.0552971,0.0252817,0.022548,0.0135979,0.0486269,0.0456622,0.0477011,0.0770979,0.0734961,0.0297203,0.0615321,0.047031,0.0809258,0.0136131,0.0159421,0.0222645,0.0279222,0.0288455,0.0391389,0.0185543
1289,0.0251292,0,0,0,0,0.0483095,0,0,0,0,0,0,0.0329215,0,0.0182166,0.0695564,0,0,0.0252566,0,0,0.0408212,0.0706054,0.0192134,0.00310667,0.0210268,0.0371922,0.0494389,0.0415719,0.056917,0.041157,0.0109208,0.0134202,0.0266364,0.0258643,0.0109261,0.0141565,0.0223319,0.0225934,0.040529,0,0.0173892,0.0652878,0.03129,0,0,0.0234371,0,0,0.0493115,0.0553954,0.0251752,0.0223876,0.0138287,0.0486221,0.0457346,0.0475399,0.0786935,0.0736523,0.0297173,0.061577,0.0472088,0.0809652,0.0135506,0.0159463,0.0223014,0.0279037,0.0289607,0.0390724,0.0185609
1290,0.0250736,0,0,0,0,0.0482974,0,0,0,0,0,0,0.0326551,0,0.0183011,0.0694059,0,0,0.0251465,0,0,0.0408575,0.0705088,0.0191981,0.00298689,0.020845,0.037239,0.0493126,0.0420356,0.0571602,0.0409804,0.0106975,0.0134074,0.0266666,0.0259311,0.0111709,0.0141083,0.0223828,0.0225443,0.0401523,0,0.0174747,0.0654662,0.0314199,0,0,0.0234408,0,0,0.0493115,0.0553534,0.0250847,0.0223091,0.0141069,0.0485768,0.0457551,0.0474572,0.0793657,0.073795,0.0297345,0.0615706,0.0472218,0.081009,0.0135702,0.0159718,0.0224142,0.0279047,0.0290269,0.039093,0.0186667
