Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,RTIBA,RWRA
1291,0.0250838,0,0,0,0,0.0474962,0,0,0,0,0,0,0.0324498,0,0.0182414,0.0692178,0,0,0.0222958,0,0,0.0273613,0.0703911,0.0191525,0.00310759,0.0205672,0.0374287,0.0471584,0.0424772,0.0573644,0.0408217,0.0104851,0.0131731,0.0266692,0.0260187,0.0113692,0.0188668,0,0.025844,0.0399514,0,0.0175292,0.0656299,0.0318488,0,0,0.023368,0,0,0.049245,0.05514,0.0251248,0.0224503,0.0144024,0.0488259,0.0461737,0.0475437,0.0794644,0.0739088,0.0297765,0.061485,0.0470952,0.0809688,0.0136312,0.0156371,0.0224238,0.0271657,0.028956,0.039044,0.018634
1292,0.0250062,0,0,0,0,0.048295,0,0,0,0,0,0,0.032207,0,0.018253,0.0690472,0,0,0.0253341,0,0,0.0406158,0.0703736,0.019045,0.00283254,0.0204368,0.0371806,0.0489214,0.0428013,0.0575381,0.0407316,0.0103528,0.0128272,0.0266533,0.0260186,0.01159,0.0135013,0.0217729,0.0225852,0.0399025,0,0.0175677,0.0660008,0.0315934,0,0,0.0233394,0,0,0.0493248,0.0551405,0.0249996,0.0222215,0.0145535,0.0483544,0.0456391,0.0474411,0.0792964,0.0738794,0.0297925,0.061588,0.0469718,0.0810754,0.0136567,0.016118,0.0223707,0.0278447,0.0290771,0.0392391,0.0186966
1293,0.0249839,0,0,0,0,0.0482614,0,0,0,0,0,0,0.0318782,0,0.0183051,0.0689053,0,0,0.0250078,0,0,0.0404261,0.070277,0.0189545,0.00272716,0.0204333,0.0371558,0.0484209,0.0431829,0.057632,0.0405815,0.0101587,0.0127263,0.0266479,0.0259969,0.0119118,0.0134891,0.0217938,0.0227014,0.039682,0,0.0176239,0.0661516,0.0316632,0,0,0.023211,0,0,0.0493368,0.0551247,0.0249726,0.0221553,0.0145885,0.0482165,0.0455306,0.04743,0.0792672,0.0738589,0.0298629,0.0615904,0.0463885,0.0810721,0.013657,0.016092,0.0223312,0.0279292,0.0290696,0.0392066,0.0187353
1294,0.0250161,0,0,0,0,0.048265,0,0,0,0,0,0,0.0317779,0,0.0183988,0.0687501,0,0,0.0249332,0,0,0.0406959,0.0701226,0.0189294,0.00263145,0.0201356,0.0371275,0.0480007,0.0436001,0.0579411,0.0404464,0.00994732,0.0125773,0.0265694,0.0258778,0.0119887,0.0132802,0.022364,0.0224092,0.0394814,0,0.0176997,0.066279,0.0316739,0,0,0.0231507,0,0,0.0493278,0.0551432,0.0250084,0.0220702,0.014596,0.0480211,0.0453385,0.0475113,0.0793191,0.0738213,0.0299889,0.0615894,0.0461593,0.0811166,0.0136302,0.0160119,0.0222744,0.0281819,0.0290262,0.039148,0.0187836
1295,0.0263771,0,0,0,0,0.0485914,0,0,0,0,0,0,0.031989,0,0.0182896,0.0691169,0,0,0.0243221,0,0,0.0406921,0.0699316,0.019012,0.00325995,0.0204328,0.036174,0.045405,0.0441686,0.0585392,0.04115,0.00981618,0.0124299,0.0266597,0.0259826,0.0118296,0.0118945,0.0228265,0.0217001,0.0450933,0,0.0157907,0.0687845,0.0326707,0,0,0.0228926,0,0,0.049278,0.0503042,0.0293909,0.0273287,0.0112049,0.0493669,0.0450092,0.0515117,0,0.0774427,0.0321816,0.0572892,0.0417485,0.0769891,0.0161087,0.015905,0.0221662,0.0285104,0.0272832,0.0370111,0.018861
1296,0.0264271,0,0,0,0,0.0486744,0,0,0,0,0,0,0.031942,0,0.0183766,0.0690794,0,0,0.0242684,0,0,0.0407466,0.0697751,0.0189471,0.00313492,0.0203116,0.0361019,0.0452059,0.04453,0.0588241,0.0410273,0.00970948,0.0123016,0.026706,0.0259885,0.0119479,0.0118768,0.0230593,0.0216169,0.0457629,0,0.015414,0.068819,0.032602,0,0,0.0229099,0,0,0.0491925,0.0501805,0.029725,0.0272222,0.0106548,0.0491735,0.0448032,0.0517564,0,0.0775763,0.0323428,0.0571986,0.041649,0.0767474,0.0163992,0.0158804,0.0222265,0.0281988,0.0272376,0.0370993,0.0188761
1297,0.0264915,0,0,0,0,0.0487432,0,0,0,0,0,0,0.0319627,0,0.0184429,0.0690591,0,0,0.0242986,0,0,0.040719,0.0696085,0.0188505,0.00298023,0.0203397,0.0361144,0.0450782,0.0448641,0.059221,0.040933,0.00960342,0.012188,0.0267247,0.0260449,0.0119947,0.011813,0.0230825,0.0217197,0.0458134,0,0.0153662,0.068936,0.032541,0,0,0.0228038,0,0,0.0492005,0.0501472,0.0298511,0.027101,0.0105873,0.0489955,0.0445451,0.0518494,0,0.0775886,0.0324433,0.0571336,0.0415469,0.0766393,0.0164067,0.0158893,0.0222335,0.0281138,0.0272095,0.0371017,0.0189287
1298,0.026633,0,0,0,0,0.0480152,0,0,0,0,0,0,0.0321178,0,0.018369,0.068984,0,0,0.021156,0,0,0.026937,0.0694367,0.0186586,0.00301622,0.0204636,0.0363802,0.0431337,0.0451876,0.0595292,0.040759,0.00949282,0.0120363,0.0267953,0.0261783,0.0119771,0.0167942,0,0.0249523,0.045741,0,0.0153945,0.068965,0.0328481,0,0,0.0225763,0,0,0.0491336,0.0500616,0.0300165,0.0272224,0.0106374,0.0492247,0.0446921,0.0520065,0,0.0776311,0.0325735,0.0569731,0.0412728,0.0765208,0.0163469,0.0154747,0.0222136,0.0275735,0.0271286,0.0369829,0.0189337
1299,0.0266838,0,0,0,0,0.0489271,0,0,0,0,0,0,0.0322874,0,0.0183738,0.0689466,0,0,0.0247385,0,0,0.0407407,0.0693029,0.0185216,0.00275448,0.020204,0.0361996,0.0450501,0.0455452,0.0597437,0.0408226,0.0093511,0.0118424,0.0269229,0.0261981,0.0117817,0.0115203,0.0227784,0.0218043,0.0458825,0,0.0153535,0.0691828,0.0324057,0,0,0.0225525,0,0,0.0492977,0.0501273,0.0299656,0.0269746,0.0105846,0.0487617,0.0439202,0.0518929,0,0.0775858,0.0326438,0.0569832,0.04122,0.076565,0.0164016,0.0160296,0.0221459,0.0286043,0.0272426,0.037046,0.0190145
1300,0.0268323,0,0,0,0,0.0481718,0,0,0,0,0,0,0.0323771,0,0.0184868,0.0689265,0,0,0.021371,0,0,0.0270094,0.0690654,0.018536,0.00286079,0.0200092,0.0363899,0.0431031,0.0459639,0.0600395,0.0408728,0.00919586,0.0117196,0.0270752,0.0262938,0.0116161,0.0167847,0,0.025116,0.0458086,0,0.0154154,0.0691425,0.0327177,0,0,0.0224559,0,0,0.0491265,0.0500002,0.0300768,0.0271748,0.0106045,0.0491143,0.0441041,0.0520653,0,0.0776316,0.032755,0.0568065,0.0411842,0.0764466,0.0163237,0.0156919,0.0218888,0.0281187,0.0271563,0.0369203,0.0188601
1301,0.0268647,0,0,0,0,0.0482717,0,0,0,0,0,0,0.0323518,0,0.0186243,0.0689382,0,0,0.0214426,0,0,0.0269974,0.0688721,0.0185804,0.00275397,0.0200413,0.0362806,0.0432082,0.0462969,0.0604795,0.0409759,0.00909918,0.0115322,0.0271605,0.0264593,0.0115642,0.0168412,0,0.0251254,0.0457316,0,0.0154093,0.0692629,0.0326253,0,0,0.0224713,0,0,0.049064,0.0499776,0.030086,0.0271802,0.0105692,0.0490623,0.0438686,0.0521152,0,0.0776272,0.0327508,0.0567886,0.0413013,0.076437,0.016217,0.0156368,0.0219617,0.0279529,0.0271444,0.0368811,0.0189453
1302,0.0268969,0,0,0,0,0.0483199,0,0,0,0,0,0,0.032482,0,0.018839,0.0689551,0,0,0.0215075,0,0,0.0270222,0.0686686,0.0186371,0.00257257,0.0200403,0.0362013,0.0432964,0.0466271,0.0607983,0.041121,0.00902854,0.0112093,0.0272261,0.0265944,0.0114902,0.0169459,0,0.0251107,0.0455847,0,0.0153821,0.0693702,0.032556,0,0,0.0224218,0,0,0.0490555,0.0499493,0.0300929,0.0272631,0.0105866,0.0490592,0.0436352,0.0521228,0,0.0776262,0.0327018,0.0567905,0.0412823,0.0764218,0.0161399,0.015593,0.0219378,0.0278902,0.0271588,0.0368486,0.0190436
1303,0.026872,0,0,0,0,0.0491682,0,0,0,0,0,0,0.0326692,0,0.0189376,0.0689251,0,0,0.0249001,0,0,0.0407497,0.0685334,0.0185887,0.00230691,0.0199331,0.0359454,0.0453571,0.0469626,0.0611142,0.0413599,0.00899167,0.0110386,0.0273173,0.0267371,0.0114306,0.0117707,0.0227694,0.0220013,0.045548,0,0.0152945,0.0696109,0.0321168,0,0,0.0223884,0,0,0.0491501,0.0499788,0.0300171,0.0272095,0.0105473,0.0487193,0.043039,0.0518456,0,0.0775656,0.0325707,0.0568487,0.0413515,0.0764488,0.016174,0.0160455,0.0217753,0.0286533,0.0273177,0.0369211,0.0191791
1304,0.0269546,0,0,0,0,0.0483498,0,0,0,0,0,0,0.0327074,0,0.0191191,0.0688605,0,0,0.0216171,0,0,0.0270814,0.0682771,0.0187671,0.00239092,0.0198307,0.0361356,0.0433472,0.0473658,0.0614589,0.0415148,0.00904814,0.010993,0.0273909,0.0267936,0.0115744,0.0171215,0,0.0252203,0.0454181,0,0.0153166,0.0695633,0.032498,0,0,0.02235,0,0,0.0490412,0.0498045,0.0301646,0.0275584,0.0106914,0.0491627,0.0432646,0.0516247,0,0.0776078,0.0325015,0.0566599,0.0413226,0.0762981,0.0161967,0.0156649,0.021902,0.0280148,0.0272596,0.0367947,0.0192149
1305,0.0256151,0,0,0,0,0.0481325,0,0,0,0,0,0,0.0324303,0,0.0194962,0.0683683,0,0,0.022719,0,0,0.0273731,0.0680842,0.0189147,0.00206427,0.0194303,0.0369659,0.0456601,0.0474762,0.0613253,0.0409771,0.00938728,0.0110036,0.0274613,0.0268572,0.0119825,0.0182927,0,0.0258586,0.0382657,0,0.01777,0.0673184,0.0314039,0,0,0.0225255,0,0,0.0491441,0.0547925,0.0257723,0.0223663,0.014669,0.047591,0.0431983,0.0480345,0.0796651,0.0738118,0.0302827,0.0610364,0.0460065,0.0806372,0.0140035,0.0157534,0.0218343,0.0272466,0.0289882,0.0386783,0.0192871
1306,0.0255577,0,0,0,0,0.0490189,0,0,0,0,0,0,0.0323872,0,0.0196101,0.0683072,0,0,0.0256937,0,0,0.041098,0.0679724,0.0189416,0.00173541,0.0197379,0.036663,0.0478318,0.0477368,0.0615029,0.0410604,0.00940958,0.0110569,0.0276722,0.0270798,0.0123047,0.0131101,0.0227267,0.0227251,0.0380274,0,0.0177899,0.0674391,0.0309376,0,0,0.0226325,0,0,0.0492553,0.0548443,0.0256329,0.0223104,0.0149394,0.0472694,0.0426361,0.0480313,0.0799254,0.0737219,0.030054,0.061088,0.0462409,0.0807536,0.0140022,0.0163093,0.0216041,0.0278617,0.0291828,0.0387735,0.0193453
1307,0.0255485,0,0,0,0,0.0490233,0,0,0,0,0,0,0.0321952,0,0.0196025,0.0684065,0,0,0.025469,0,0,0.0413182,0.0677822,0.0189223,0.00171507,0.0198139,0.0366102,0.0475592,0.047942,0.0617082,0.0409456,0.0092934,0.0111225,0.027873,0.0272141,0.012624,0.0134099,0.023315,0.0226302,0.0376701,0,0.0178645,0.0674309,0.0309191,0,0,0.0226032,0,0,0.0492869,0.0548725,0.0255759,0.022406,0.0152525,0.0473768,0.0425651,0.0479925,0.0808471,0.0736297,0.0298648,0.061185,0.0463751,0.0808048,0.01408,0.0163212,0.0217847,0.0280659,0.0292006,0.0386922,0.0194969
1308,0.0255529,0,0,0,0,0.0490576,0,0,0,0,0,0,0.0319986,0,0.0196046,0.0683954,0,0,0.025564,0,0,0.0413651,0.067675,0.0189465,0.00169726,0.0195705,0.0365137,0.0474158,0.0481557,0.0619094,0.0407515,0.00929161,0.0110174,0.0279826,0.0273145,0.0126567,0.0133881,0.0235065,0.022592,0.0375598,0,0.0178539,0.0675123,0.0308709,0,0,0.0226202,0,0,0.049337,0.0548322,0.0255763,0.0224745,0.0152251,0.0473918,0.0423962,0.0479582,0.0809601,0.0736479,0.0297598,0.0613202,0.0465022,0.080776,0.014073,0.0163571,0.0219529,0.0283855,0.0292215,0.0386459,0.0196478
1309,0.0255856,0,0,0,0,0.0491114,0,0,0,0,0,0,0.0319499,0,0.0196392,0.0683424,0,0,0.0255632,0,0,0.0413796,0.0676155,0.0189736,0.00165203,0.0191943,0.0363609,0.0473124,0.0483381,0.0619385,0.0406351,0.00927378,0.0107816,0.0280066,0.0273275,0.0126045,0.013323,0.0236751,0.022675,0.0379676,0,0.017817,0.0675363,0.0308171,0,0,0.0226367,0,0,0.0493812,0.0547096,0.0256412,0.022594,0.0150555,0.047371,0.0421549,0.0480877,0.0802428,0.0737869,0.0297766,0.061292,0.0466639,0.0806779,0.0140237,0.0164069,0.0218523,0.0282026,0.0292338,0.038606,0.0196996
1310,0.0255867,0,0,0,0,0.0491903,0,0,0,0,0,0,0.0321117,0,0.0196551,0.0683174,0,0,0.0255678,0,0,0.0414794,0.0675905,0.0190359,0.00158817,0.0191606,0.0361257,0.0472194,0.0483404,0.0618999,0.040586,0.0093262,0.0106563,0.0280172,0.0273609,0.0125388,0.0132781,0.0238585,0.0227695,0.0381386,0,0.0177943,0.0674969,0.0307645,0,0,0.0225968,0,0,0.049409,0.0546085,0.0256838,0.0227208,0.0148744,0.0473601,0.0420152,0.048134,0.0799202,0.0738574,0.0297716,0.0612329,0.0467341,0.0806372,0.014043,0.0163116,0.0218479,0.0279395,0.0292793,0.0385869,0.019763
1311,0.0255677,0,0,0,0,0.0492438,0,0,0,0,0,0,0.0323013,0,0.0196591,0.0683665,0,0,0.0256349,0,0,0.0416477,0.0675205,0.0190532,0.001398,0.0189245,0.035875,0.0470929,0.048382,0.0618932,0.0404984,0.00923941,0.0105402,0.0279536,0.0273566,0.0123307,0.0132565,0.0240022,0.0228568,0.038105,0,0.0178017,0.067402,0.0306994,0,0,0.0225684,0,0,0.0494061,0.0545748,0.0257154,0.0227777,0.0147832,0.0473624,0.0418345,0.0481375,0.0799759,0.0738677,0.0297479,0.0612154,0.0467146,0.0806294,0.0140416,0.0163307,0.0217559,0.0277681,0.0293322,0.038596,0.0196769
1312,0.0255256,0,0,0,0,0.0493079,0,0,0,0,0,0,0.0324466,0,0.0196128,0.0684232,0,0,0.0257291,0,0,0.041736,0.0675058,0.0190513,0.00115544,0.0188513,0.035588,0.0470148,0.0482862,0.0619506,0.0404145,0.00912279,0.0104405,0.0279372,0.0273426,0.0120492,0.013183,0.0240977,0.0228941,0.0379589,0,0.0177843,0.067285,0.0306061,0,0,0.0225422,0,0,0.0492537,0.0546244,0.0257446,0.0228476,0.0147257,0.0473602,0.0416881,0.0481685,0.0800487,0.0738403,0.0297329,0.0612144,0.0467186,0.0806181,0.0140062,0.0164391,0.0216701,0.0275269,0.029385,0.0386279,0.019548
1313,0.0255189,0,0,0,0,0.04934,0,0,0,0,0,0,0.0325474,0,0.0194934,0.0684875,0,0,0.025845,0,0,0.0417128,0.0675599,0.0190215,0.0010536,0.0189716,0.035333,0.0468756,0.0481808,0.0618737,0.040333,0.00889151,0.0103977,0.02795,0.0273371,0.0117295,0.0131224,0.0242515,0.0229548,0.0377518,0,0.0177497,0.0671366,0.030517,0,0,0.022536,0,0,0.0491469,0.054706,0.0257837,0.0229558,0.0146627,0.0473999,0.0416376,0.0480802,0.0800666,0.073811,0.0297306,0.0612503,0.0466983,0.0806336,0.0139739,0.0166613,0.021496,0.027527,0.0294073,0.0387018,0.01949
1314,0.0254495,0,0,0,0,0.0485062,0,0,0,0,0,0,0.0326854,0,0.019267,0.0685906,0,0,0.023524,0,0,0.0277211,0.0676059,0.018922,0.00117819,0.0191861,0.0352483,0.0448289,0.0480721,0.0617375,0.0401711,0.00875568,0.0103643,0.0279288,0.0273293,0.011501,0.0181699,0,0.026122,0.0375202,0,0.0177031,0.0668403,0.0309658,0,0,0.0224839,0,0,0.0492458,0.0547208,0.0259263,0.0231569,0.0146224,0.0477681,0.0419731,0.0481134,0.0801584,0.0738195,0.0297702,0.0612302,0.0464903,0.0805928,0.0140977,0.0163563,0.0214984,0.0269148,0.0292211,0.0387218,0.0195321
1315,0.0254554,0,0,0,0,0.048579,0,0,0,0,0,0,0.0329197,0,0.0189745,0.0686931,0,0,0.0237198,0,0,0.027722,0.0677122,0.0188234,0.0012631,0.0194076,0.0349436,0.0446901,0.0479488,0.0615589,0.0400974,0.008796,0.0103732,0.0278794,0.0273324,0.0111938,0.018101,0,0.0260987,0.0373058,0,0.0176967,0.0666999,0.0309353,0,0,0.0224738,0,0,0.049362,0.0547948,0.0259673,0.0232484,0.0145704,0.0478564,0.0420197,0.0481173,0.0801221,0.0737649,0.0297597,0.0612823,0.0464486,0.0806375,0.0142138,0.0165154,0.0214266,0.0269924,0.029201,0.0387557,0.0196035
1316,0.0255448,0,0,0,0,0.0496485,0,0,0,0,0,0,0.0330707,0,0.0187644,0.0687094,0,0,0.0265074,0,0,0.0417548,0.0678975,0.0188361,0.00145404,0.0196885,0.0344555,0.0465248,0.0477572,0.0613375,0.0401605,0.00894437,0.010495,0.0278216,0.0273207,0.0107953,0.0127834,0.0244006,0.0231845,0.0371533,0,0.0176734,0.0665333,0.0304057,0,0,0.0226104,0,0,0.049456,0.0549301,0.0258264,0.0232608,0.0144071,0.0476458,0.0417024,0.0480215,0.0799495,0.0736624,0.0296949,0.0614079,0.0465842,0.0807332,0.0142658,0.0169945,0.021646,0.0277716,0.0293603,0.0388507,0.0197268
1317,0.0255316,0,0,0,0,0.0499146,0,0,0,0,0,0,0.0330612,0,0.01842,0.0686807,0,0,0.0264218,0,0,0.0418613,0.0680735,0.0188002,0.00188264,0.0201412,0.0341826,0.0463132,0.047549,0.0610595,0.0401614,0.00925764,0.0107647,0.0277518,0.0272863,0.0105115,0.0129047,0.024644,0.0233085,0.0369031,0,0.0176612,0.0661854,0.0304057,0,0,0.0226858,0,0,0.0495195,0.0549741,0.0257369,0.0235251,0.0143234,0.0478565,0.0417736,0.0479546,0.0798866,0.0735883,0.029628,0.0614623,0.0466277,0.0807605,0.0143241,0.016834,0.021784,0.0278936,0.0293518,0.0388842,0.0196854
1318,0.0262809,0,0,0,0,0.0493112,0,0,0,0,0,0,0.0378321,0,0,0.0702451,0,0,0.0238745,0,0,0.0278881,0.0660711,0.015142,0.003085,0.0233819,0.0344967,0.0439004,0,0.0634306,0.0405897,0.00676228,0.00716225,0.0270241,0.0258445,0.00963812,0.0177725,0,0.0261995,0.036585,0,0.0177142,0.0648444,0.0313945,0,0,0.0222823,0,0,0.0493036,0.054909,0.0260515,0.0235129,0.0139167,0.048074,0.0412315,0.0481467,0.080033,0.073412,0.0292732,0.0615073,0.0465719,0.0807073,0.0144244,0.016237,0.0216404,0.0277455,0.0285208,0.0389447,0.0196114
1319,0.0253508,0,0,0,0,0.0492273,0,0,0,0,0,0,0.0333911,0,0.0178078,0.0690528,0,0,0.0245006,0,0,0.027941,0.0684758,0.0185573,0.00294352,0.0209218,0.033949,0.0444587,0.0471594,0.0603416,0.0400668,0.0094678,0.0114479,0.0277457,0.0274656,0.0106159,0.0181227,0,0.0264462,0.0362271,0,0.0177079,0.0655479,0.0308084,0,0,0.0229135,0,0,0.0495219,0.0550778,0.02598,0.0242326,0.0142524,0.0485808,0.0423254,0.0477076,0.0798315,0.0734317,0.0294245,0.0615863,0.0466595,0.0808825,0.0146693,0.0165641,0.0218866,0.0272007,0.0293498,0.0389721,0.0194748
1320,0.0253391,0,0,0,0,0.0492972,0,0,0,0,0,0,0.0337935,0,0.0176329,0.0692538,0,0,0.0247553,0,0,0.0279769,0.0685904,0.0188459,0.0034428,0.0206181,0.0337854,0.0444479,0.0471498,0.0600961,0.0401867,0.00968836,0.0118282,0.0279656,0.0276199,0.0105752,0.0181774,0,0.0264535,0.0358538,0,0.0176983,0.0652807,0.0307651,0,0,0.0230569,0,0,0.0495307,0.0552083,0.0259804,0.024529,0.014054,0.0488554,0.0424971,0.0475528,0.07965,0.0733438,0.0293324,0.0616307,0.0468268,0.0809481,0.0148865,0.0167713,0.0219328,0.0273882,0.0293956,0.0390365,0.019432
1321,0.0253247,0,0,0,0,0.0493548,0,0,0,0,0,0,0.0340993,0,0.0174691,0.069532,0,0,0.0249789,0,0,0.0280653,0.0687231,0.0193249,0.00396043,0.0205665,0.0336245,0.0444566,0.0469517,0.0596901,0.0402274,0.0101662,0.0123888,0.0283573,0.0279008,0.0102492,0.0182183,0,0.0265302,0.0354713,0,0.0177132,0.0649274,0.0307269,0,0,0.023135,0,0,0.0496088,0.0553516,0.0259884,0.0248356,0.0137431,0.0491756,0.0426579,0.0475325,0.0794483,0.0732268,0.0292029,0.0616927,0.0470391,0.0810057,0.0151057,0.0169645,0.0218713,0.0276521,0.0294172,0.0391303,0.0194019
1322,0.0252868,0,0,0,0,0.0494791,0,0,0,0,0,0,0.0343678,0,0.0175926,0.0698982,0,0,0.02516,0,0,0.0281105,0.0689313,0.0193941,0.00453916,0.0206432,0.0334706,0.0445246,0.0465177,0.0592531,0.0401706,0.0105414,0.0131659,0.0287401,0.0282309,0.0100701,0.0182848,0,0.026603,0.035108,0,0.0177159,0.0646053,0.0306971,0,0,0.0231418,0,0,0.0497661,0.0554977,0.0260065,0.0251542,0.0134437,0.0494626,0.0427649,0.047462,0.0792903,0.0731051,0.0290097,0.0617752,0.0471535,0.0810546,0.0153088,0.0170271,0.0216646,0.0276134,0.0294248,0.0392744,0.0193562
1323,0.0252287,0,0,0,0,0.0494869,0,0,0,0,0,0,0.0345122,0,0.0179183,0.0702473,0,0,0.0253109,0,0,0.0281191,0.0691384,0.018837,0.00506414,0.0206695,0.0334444,0.0445767,0.0459211,0.0590606,0.0400238,0.010866,0.0139947,0.0290117,0.0284501,0.00999084,0.0183291,0,0.0266236,0.0348145,0,0.0177012,0.0643593,0.030705,0,0,0.0230585,0,0,0.0498105,0.0556151,0.0260284,0.0254731,0.0131108,0.0497392,0.0427377,0.0473923,0.0791721,0.0730006,0.0287909,0.0618575,0.0472378,0.0810794,0.0155017,0.0170376,0.0217025,0.0276549,0.0294679,0.0394278,0.0194397
1324,0.0251271,0,0,0,0,0.049358,0,0,0,0,0,0,0.0345348,0,0.0182776,0.0705172,0,0,0.02539,0,0,0.02819,0.0692438,0.0180228,0.00549344,0.0204395,0.0335349,0.0445404,0.0452111,0.0587859,0.0398054,0.0107415,0.0144134,0.0290241,0.028385,0.00987246,0.0183609,0,0.0266632,0.0346791,0,0.017695,0.0641852,0.0307572,0,0,0.0228955,0,0,0.0498086,0.0556509,0.0260633,0.0257343,0.0127773,0.0499761,0.0425687,0.0474415,0.079089,0.0729239,0.0286314,0.0619462,0.0473832,0.081113,0.0156096,0.0170552,0.0215885,0.0279342,0.0295165,0.0395446,0.0194646
1325,0.024948,0,0,0,0,0.0492221,0,0,0,0,0,0,0.0347064,0,0.0186456,0.0706932,0,0,0.0253304,0,0,0.0282067,0.0693314,0.0173401,0.00590773,0.0204495,0.0336603,0.0444746,0.0442818,0.0583044,0.0393555,0.0105194,0.0140909,0.0288301,0.0280443,0.00980019,0.0183445,0,0.0265711,0.034549,0,0.0176615,0.064159,0.0308186,0,0,0.0226531,0,0,0.049622,0.0556227,0.026101,0.0259169,0.0125404,0.0501179,0.0422559,0.0474108,0.079084,0.0728916,0.0285241,0.0620657,0.047446,0.0812017,0.0157276,0.0171203,0.0215668,0.0280661,0.0296437,0.0396969,0.0194915
1326,0.0247426,0,0,0,0,0.0490576,0,0,0,0,0,0,0.0348295,0,0.0189821,0.070807,0,0,0.0251135,0,0,0.0281286,0.0694449,0.0167947,0.00629583,0.0203067,0.0337824,0.0443427,0.0432207,0.0575354,0.0386049,0.0101814,0.0133085,0.0283633,0.0274309,0.00982381,0.0182983,0,0.026414,0.0343065,0,0.0175587,0.0642666,0.0308819,0,0,0.0222428,0,0,0.0493762,0.0555668,0.0261724,0.0259935,0.0124076,0.0502132,0.0416804,0.0472704,0.0791558,0.0728955,0.0284807,0.0621008,0.047457,0.0813246,0.0159798,0.0170595,0.0213706,0.0281109,0.0298932,0.0398598,0.0195048
1327,0.0245679,0,0,0,0,0.0488431,0,0,0,0,0,0,0.0345476,0,0.0191293,0.0712047,0,0,0.0247962,0,0,0.0279568,0.0696561,0.0163375,0.00643322,0.0197425,0.0338754,0.0441367,0.0420056,0.0566325,0.0375978,0.00992437,0.0123904,0.0275232,0.0266518,0.00998881,0.0182161,0,0.0262303,0.0337528,0,0.0174222,0.0643853,0.0309281,0,0,0.0217619,0,0,0.049231,0.0555409,0.026273,0.0259123,0.0122631,0.0502776,0.0408095,0.0471886,0.0792791,0.0729191,0.0284981,0.0620873,0.0474355,0.0812032,0.0164573,0.0168783,0.0213125,0.028013,0.0302257,0.0400095,0.0196868
1328,0.0244553,0,0,0,0,0.0486223,0,0,0,0,0,0,0.0344075,0,0.018915,0.0715728,0,0,0.0245328,0,0,0.0279624,0.0700927,0.0164251,0.00652993,0.0189667,0.033789,0.0439307,0.0409828,0.0556907,0.0365248,0.00991417,0.0115564,0.026468,0.0258848,0.0100337,0.0180845,0,0.0261225,0.0329055,0,0.0173038,0.0643691,0.0309264,0,0,0.02129,0,0,0.0491631,0.0556005,0.0264399,0.0256672,0.0120892,0.0502666,0.0399047,0.0472923,0.0793718,0.0729423,0.0285492,0.0620059,0.047528,0.0810632,0.0171538,0.0167387,0.0211866,0.0277247,0.0305507,0.0400154,0.0198855
1329,0.0253124,0,0,0,0,0.0487094,0,0,0,0,0,0,0.0413473,0,0,0.0728945,0,0,0.0240534,0,0,0.0278745,0.0687967,0.0203887,0.00802602,0.0199437,0.0338482,0.0433175,0,0.0564819,0.0351459,0.00885815,0.00847284,0.0236203,0.0235039,0.00349998,0.0177336,0,0.025928,0.0320712,0,0.0172345,0.0633537,0.031443,0,0,0.020543,0,0,0.0489041,0.0558005,0.0268187,0.0248357,0.0117699,0.0498789,0.0383558,0.0476061,0.0796201,0.072863,0.0283639,0.0619384,0.0472008,0.0809067,0.0179771,0.0166423,0.0209147,0.0277868,0.0301064,0.0399081,0.0201167
1330,0.0245943,0,0,0,0,0.0486493,0,0,0,0,0,0,0.0373948,0,0.0165737,0.0716103,0,0,0.0245929,0,0,0.0279882,0.0709415,0.0217773,0.00705089,0.0185795,0.0330075,0.0437701,0.0399552,0.0544338,0.0347916,0.0107401,0.0106886,0.0238111,0.0244953,0.00833093,0.0178949,0,0.0260797,0.0315388,0,0.0170883,0.0636922,0.030972,0,0,0.0209214,0,0,0.0490658,0.055857,0.0269266,0.0250003,0.0119191,0.0499527,0.0389566,0.0473435,0.0795969,0.0730087,0.028471,0.06185,0.0470726,0.0808801,0.0185638,0.0168704,0.0210023,0.0271515,0.0307013,0.0397723,0.0201124
