Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LTHI,RTIB
1579,0,0.0290327,0,0,0,0,0.0476334,0,0,0,0,0,0,0.0308233,0,0.0738818,0,0,0.0202152,0,0,0.0255636,0.0658039,0.0221868,0.00619919,0.0203031,0.0315759,0.0452771,0,0.0541604,0.0318331,0.0106271,0.0113602,0.0304575,0.0295932,0.0129792,0.0155068,0,0.02406,0.038806,0,0.0136923,0.0603059,0.032289,0,0,0.0243336,0,0,0.0495834,0,0.0359812,0.0254728,0.016366,0.0527237,0.0404934,0,0,0.0653002,0.0224041,0,0.0415997,0.0741894,0.0170168,0.0139227,0.0286053,0.0223494,0.024562,0.0243089,0,0.0346927,0.0560872
1580,0,0.029264,0,0,0,0,0.0476559,0,0,0,0,0,0,0.0278697,0,0.0708629,0,0,0.0194926,0,0,0.0254276,0.0682144,0.0242921,0.00630451,0.0197699,0.0311676,0.0448685,0.0440551,0.0522106,0.0330645,0.0137299,0.0145411,0.0301546,0.0304575,0.018983,0.0152523,0,0.0237441,0.0398019,0,0.0140088,0.0644441,0.0327061,0,0,0.0244504,0,0,0.0495587,0.0559615,0.039708,0.0300766,0.0193628,0.0539606,0.0403868,0,0,0.0672515,0.0215257,0,0.0388895,0.071667,0.0185445,0.0136359,0.0285132,0.0224945,0.0247098,0.0239565,0.020187,0.033779,0.0536289
1581,0,0.029204,0,0,0,0,0.0475247,0,0,0,0,0,0,0.0278007,0,0.0708511,0,0,0.0193621,0,0,0.0254097,0.0681185,0.0242863,0.00648528,0.0196902,0.0311767,0.0453747,0.0441975,0.0522427,0.0330258,0.0135467,0.014618,0.0301343,0.0304246,0.0192079,0.0154055,0,0.0237048,0.0388636,0,0.0141472,0.064329,0.0328122,0,0,0.0244164,0,0,0.0495123,0.0562651,0.0399155,0.0300627,0.0196598,0.054055,0.0402504,0,0,0.0672264,0.0212883,0,0.0388942,0.0716012,0.018378,0.013502,0.0284924,0.0225048,0.0246917,0.0240602,0.0201388,0.033784,0.0536235
1582,0,0.0292055,0,0,0,0,0.04741,0,0,0,0,0,0,0.0275313,0,0.0708296,0,0,0.0192561,0,0,0.0253976,0.0680471,0.0242656,0.00667028,0.0195854,0.0311364,0.0458895,0.0443051,0.052276,0.0329196,0.0134374,0.01469,0.0301287,0.0303968,0.0193827,0.0156199,0,0.0236822,0.0380152,0,0.0143128,0.0641916,0.0328986,0,0,0.0243488,0,0,0.0493781,0.0564927,0.0401739,0.0300986,0.0199894,0.0541645,0.0401332,0,0,0.0672239,0.0211021,0,0.0389094,0.0715151,0.018335,0.0133233,0.028476,0.0224744,0.024535,0.0241142,0.0200398,0.0337105,0.0536589
1583,0,0.0292503,0,0,0,0,0.0472973,0,0,0,0,0,0,0.0273653,0,0.0708005,0,0,0.0191302,0,0,0.02536,0.0679935,0.0242285,0.0068214,0.0195388,0.0311225,0.0464149,0.0443962,0.0523562,0.032781,0.0133955,0.0147999,0.0301328,0.0303829,0.0193657,0.0158189,0,0.0236727,0.0375795,0,0.0145009,0.0640348,0.0329868,0,0,0.0242575,0,0,0.0492907,0.0566781,0.0404896,0.0301456,0.0203057,0.0543147,0.0400092,0,0,0.0672201,0.0210323,0,0.0389067,0.071477,0.018445,0.0130004,0.0284198,0.0222952,0.0244747,0.0241924,0.0199998,0.0336027,0.0537149
1584,0,0.0292983,0,0,0,0,0.0472088,0,0,0,0,0,0,0.0275803,0,0.07079,0,0,0.0190111,0,0,0.0253155,0.0679358,0.0241174,0.00697846,0.0195624,0.0311399,0.0469806,0.0444436,0.0524156,0.0326243,0.0134986,0.014861,0.0301821,0.0303833,0.0193194,0.0160503,0,0.023659,0.0372126,0,0.0145457,0.0639792,0.0330839,0,0,0.0241398,0,0,0.0492271,0.0568406,0.0406836,0.0301788,0.020375,0.0544869,0.0398944,0,0,0.0672336,0.0210273,0,0.0388855,0.0715247,0.0185222,0.0125449,0.0283258,0.0220885,0.0245122,0.0242656,0.0199656,0.0335352,0.0537469
1585,0,0.028786,0,0,0,0,0.0470348,0,0,0,0,0,0,0.0311157,0,0.0735749,0,0,0.0193546,0,0,0.0253665,0.0654957,0.0215889,0.00649322,0.0200822,0.0316161,0.0487598,0,0.0543645,0.0314032,0.0105084,0.0116804,0.0304202,0.0294887,0.0129286,0.0170826,0,0.0239923,0.0401358,0,0.0128702,0.0596389,0.0327066,0,0,0.0242693,0,0,0.0491373,0,0.0372251,0.0251202,0,0.0531607,0.0397568,0,0,0.0645547,0.0197133,0,0.0417954,0.0741563,0.0174213,0.0126008,0.0283511,0.0223675,0.0242097,0.025078,0,0.0345512,0.0567417
1586,0,0.0293484,0,0,0,0,0.0470914,0,0,0,0,0,0,0.0279927,0,0.0707014,0,0,0.018851,0,0,0.0251926,0.0678182,0.0239009,0.00726594,0.0196899,0.0312099,0.0481176,0.0444868,0.0524304,0.0323833,0.0138254,0.0149013,0.0302761,0.030369,0.0191148,0.0165312,0,0.0236519,0.0364351,0,0.014323,0.0638709,0.0332509,0,0,0.0243012,0,0,0.0490792,0.0570734,0.040758,0.0302806,0.0198864,0.0548224,0.0396156,0,0,0.0672912,0.0208368,0,0.0389621,0.0713895,0.0186454,0.0126572,0.0283613,0.0225511,0.0243873,0.0244584,0.0198051,0.0335255,0.0537475
1587,0,0.0293133,0,0,0,0,0.0470414,0,0,0,0,0,0,0.0281999,0,0.0706449,0,0,0.0188105,0,0,0.0251732,0.0677514,0.0237716,0.00739344,0.0196716,0.0312396,0.0487058,0.0444763,0.0524281,0.0322388,0.013872,0.0149078,0.0302904,0.0303686,0.0190106,0.0167549,0,0.0236721,0.0360656,0,0.0145774,0.0638016,0.0333554,0,0,0.0243099,0,0,0.0489913,0.0572357,0.0408932,0.0302749,0.0202436,0.0549879,0.039505,0,0,0.0673075,0.0208571,0,0.0388802,0.0712971,0.0187131,0.0125116,0.0283667,0.0225788,0.0243444,0.0246396,0.0197548,0.0334452,0.0537579
1588,0,0.0292495,0,0,0,0,0.0469794,0,0,0,0,0,0,0.028274,0,0.0705559,0,0,0.0187463,0,0,0.0251626,0.0677137,0.0236941,0.00752508,0.0196533,0.031294,0.0492542,0.0444146,0.0524307,0.0321223,0.0139254,0.0149368,0.0302856,0.0303688,0.0188725,0.0170006,0,0.0237322,0.0358333,0,0.0146529,0.0637368,0.0334956,0,0,0.0242836,0,0,0.0489795,0.0573529,0.0409006,0.0302504,0.0204377,0.0551649,0.0393698,0,0,0.0673146,0.0209033,0,0.0387209,0.0713154,0.0187405,0.0123221,0.0282461,0.0225356,0.0242394,0.0247976,0.0197167,0.033489,0.0537816
1589,0,0.0291835,0,0,0,0,0.0468881,0,0,0,0,0,0,0.0280307,0,0.0705053,0,0,0.018639,0,0,0.0250974,0.0676725,0.0236659,0.00768054,0.0196452,0.0313172,0.0497044,0.0443815,0.052418,0.0320506,0.0139543,0.0149208,0.0302698,0.0303254,0.018671,0.0171668,0,0.0237072,0.0355801,0,0.0146924,0.0637543,0.0336543,0,0,0.0242284,0,0,0.0489095,0.0574246,0.0410613,0.0302534,0.0205291,0.0553418,0.0392861,0,0,0.0673186,0.0209581,0,0.0388425,0.0713506,0.0187039,0.01218,0.0280075,0.0224231,0.0240928,0.0249061,0.0196496,0.03351,0.0538096
1590,0,0.0291344,0,0,0,0,0.0467873,0,0,0,0,0,0,0.0281185,0,0.0704683,0,0,0.0184962,0,0,0.0250537,0.0676341,0.0236243,0.00776712,0.0196732,0.0313317,0.0500788,0.0443792,0.0524098,0.0320027,0.0140831,0.0149499,0.0302654,0.0302796,0.0185135,0.0172672,0,0.0236438,0.035438,0,0.0146888,0.063748,0.0338466,0,0,0.0241869,0,0,0.0488748,0.057486,0.0412163,0.0302116,0.0205713,0.0555004,0.0392736,0,0,0.0673397,0.0209815,0,0.0389539,0.0713123,0.0188249,0.012074,0.0277369,0.0221987,0.0239408,0.0249823,0.0196284,0.0335479,0.0538293
1591,0,0.029127,0,0,0,0,0.0467335,0,0,0,0,0,0,0.0284085,0,0.0704372,0,0,0.0183118,0,0,0.0250603,0.0675859,0.0235951,0.00780952,0.0197299,0.0313841,0.0504113,0.0443617,0.0524136,0.03198,0.0143203,0.0149822,0.0302864,0.0302615,0.0183526,0.0173019,0,0.0235952,0.0354136,0,0.0146823,0.0637163,0.0341262,0,0,0.0242146,0,0,0.0489005,0.0574914,0.0412881,0.0301856,0.020398,0.0556533,0.0392872,0,0,0.0673612,0.020968,0,0.0389182,0.0712763,0.0188925,0.0119615,0.0277312,0.0223753,0.0238908,0.0250191,0.0196194,0.0335788,0.0538386
1592,0,0.0291405,0,0,0,0,0.0466837,0,0,0,0,0,0,0.0284536,0,0.0704182,0,0,0.0181656,0,0,0.0250107,0.0675271,0.0235495,0.00785395,0.0197224,0.0314581,0.0506829,0.0444087,0.0524196,0.0319744,0.014397,0.0150647,0.0302973,0.0302628,0.0181717,0.0173405,0,0.023565,0.0353043,0,0.0147181,0.063696,0.0343557,0,0,0.0242614,0,0,0.0488829,0.05746,0.0413215,0.030182,0.0201234,0.0558268,0.0392871,0,0,0.0673975,0.0209529,0,0.0388842,0.0712303,0.0188861,0.0118896,0.0277243,0.0225748,0.0239847,0.0250313,0.0196016,0.0335165,0.0538456
1593,0,0.0291133,0,0,0,0,0.0466266,0,0,0,0,0,0,0.0285318,0,0.0703914,0,0,0.0180931,0,0,0.024958,0.0674514,0.0234907,0.00784736,0.0196792,0.0315209,0.0509088,0.0445118,0.052358,0.0320004,0.0143858,0.0151811,0.0302983,0.0302343,0.0180458,0.0173909,0,0.0235175,0.0350799,0,0.014719,0.0636956,0.0345163,0,0,0.0243083,0,0,0.0487829,0.0575409,0.0413649,0.0301129,0.0203842,0.0559485,0.0392961,0,0,0.0674322,0.0209939,0,0.0389435,0.0711976,0.0189689,0.0118662,0.02768,0.0226734,0.0239894,0.025068,0.0196084,0.0333643,0.0538372
1594,0,0.0290636,0,0,0,0,0.0466028,0,0,0,0,0,0,0.0285418,0,0.070259,0,0,0.0179971,0,0,0.0248896,0.067426,0.023503,0.00782975,0.0197471,0.0315379,0.0511014,0.0445468,0.0521926,0.0320337,0.0144292,0.0152814,0.0303293,0.0302304,0.0180846,0.0173572,0,0.0234549,0.0349671,0,0.0147186,0.0637194,0.0346455,0,0,0.0243576,0,0,0.0487174,0.0575764,0.041398,0.0300442,0.0205659,0.0560043,0.0393219,0,0,0.0674835,0.0210575,0,0.0389678,0.0712717,0.0190425,0.0118568,0.0276804,0.0227241,0.0238373,0.0251,0.0196323,0.0334953,0.0538564
1595,0,0.0290304,0,0,0,0,0.0465784,0,0,0,0,0,0,0.0285903,0,0.0700645,0,0,0.0179401,0,0,0.0248483,0.0674023,0.0235476,0.00781185,0.0197895,0.0315013,0.0512441,0.0446049,0.0521836,0.032134,0.0145307,0.0152984,0.0303535,0.0302024,0.0181951,0.0172858,0,0.0234252,0.0349543,0,0.014694,0.063668,0.0347351,0,0,0.0243728,0,0,0.0487728,0.0575534,0.0413558,0.0299845,0.0205729,0.0560173,0.0393775,0,0,0.0675483,0.0211287,0,0.0389729,0.071392,0.0190287,0.0118227,0.0275977,0.0226248,0.0237307,0.0250941,0.0196751,0.0335977,0.0538854
1596,0,0.0289893,0,0,0,0,0.0465421,0,0,0,0,0,0,0.0284062,0,0.0699359,0,0,0.0178918,0,0,0.0248698,0.0674301,0.0236392,0.00782058,0.0196873,0.0314734,0.0514004,0.0445858,0.0522111,0.0319451,0.0147006,0.0153386,0.0303614,0.0302322,0.0182096,0.0172086,0,0.0234245,0.034859,0,0.0145969,0.0636272,0.0347853,0,0,0.0243558,0,0,0.0487643,0.0574916,0.0412533,0.029952,0.0204631,0.0560346,0.0394303,0,0,0.0676358,0.0211927,0,0.0389479,0.0713691,0.0191069,0.0117784,0.0274136,0.0224887,0.0237034,0.0250828,0.0196434,0.0335071,0.0538475
1597,0,0.0289873,0,0,0,0,0.0464745,0,0,0,0,0,0,0.0283147,0,0.0698747,0,0,0.0178679,0,0,0.0248693,0.0674436,0.0236732,0.00785448,0.0196144,0.0314174,0.0515746,0.0446039,0.0522419,0.031796,0.0147847,0.0153297,0.0303972,0.0302641,0.0182309,0.0171624,0,0.0234264,0.0348025,0,0.0145552,0.0635423,0.0349177,0,0,0.0243522,0,0,0.0486925,0.057477,0.0412521,0.029897,0.0205415,0.0560394,0.0394818,0,0,0.0677183,0.0212288,0,0.0389627,0.0713917,0.0191622,0.0117095,0.0271955,0.0224929,0.0236933,0.0250664,0.0196686,0.0334011,0.053744
1598,0,0.0290384,0,0,0,0,0.0464381,0,0,0,0,0,0,0.0284919,0,0.0697819,0,0,0.0178757,0,0,0.0248737,0.0674641,0.023624,0.007904,0.0195485,0.0313998,0.0517083,0.0445881,0.052244,0.0317927,0.0147247,0.0153812,0.0304505,0.0302909,0.0183585,0.0171654,0,0.0233716,0.0347174,0,0.0146473,0.0635,0.035075,0,0,0.0244219,0,0,0.0487036,0.0574398,0.0413708,0.0298812,0.0205945,0.056087,0.0395316,0,0,0.0677579,0.021237,0,0.0392683,0.0713245,0.0191042,0.0117096,0.0270038,0.0225402,0.0236121,0.0250409,0.0197554,0.0335757,0.0536474
1599,0,0.0291057,0,0,0,0,0.0464199,0,0,0,0,0,0,0.0288153,0,0.0698778,0,0,0.0178543,0,0,0.0248504,0.067483,0.0235514,0.00794999,0.0195849,0.0314756,0.0517707,0.0445562,0.0522596,0.0318979,0.0146211,0.0155421,0.0305014,0.0302972,0.0184135,0.0171271,0,0.0233124,0.0347266,0,0.0146412,0.0635108,0.0352118,0,0,0.024484,0,0,0.0487562,0.0573294,0.041359,0.0299345,0.0205652,0.056214,0.0396043,0,0,0.0678268,0.0212,0,0.0397582,0.071264,0.0189637,0.0117664,0.0268414,0.0225501,0.0235278,0.0249976,0.0198258,0.0337338,0.0536998
1600,0,0.0301063,0,0,0,0,0.0464311,0,0,0,0,0,0,0.0320334,0,0.0711803,0,0,0.0176209,0,0,0.0247249,0.0658178,0.0219259,0.00727634,0.0207692,0.0319902,0.0512828,0,0.0543231,0.0319022,0.0115524,0.0126631,0.0308315,0.0294945,0.012273,0.0169697,0,0.0231035,0.0346431,0,0.0147859,0.0626362,0.0358361,0,0,0.0241387,0,0,0.0484988,0.0573825,0.0415218,0.0293417,0.0203188,0.0561396,0.0389548,0,0,0.0677961,0.0210396,0,0.0395235,0.0710763,0.0189287,0.0118511,0.0268081,0.0223835,0.0237614,0.0243706,0,0.0361987,0.053757
1601,0,0.0291809,0,0,0,0,0.0463468,0,0,0,0,0,0,0.0287709,0,0.069956,0,0,0.0179176,0,0,0.0247583,0.0675061,0.0234835,0.00802263,0.0196189,0.0316391,0.0518776,0.0445165,0.0523344,0.0319646,0.0144811,0.0158679,0.0305736,0.0303299,0.0183711,0.017094,0,0.0232437,0.0348583,0,0.01466,0.0635112,0.0354521,0,0,0.0244361,0,0,0.0486832,0.0571265,0.0413475,0.0298796,0.0206538,0.0564296,0.0398067,0,0,0.0680583,0.0212674,0,0.0397859,0.0712801,0.0188531,0.0116452,0.0266252,0.0224852,0.0235039,0.0250116,0.0198567,0.0338618,0.0541332
1602,0,0.0292046,0,0,0,0,0.0462489,0,0,0,0,0,0,0.0289035,0,0.0699819,0,0,0.0179899,0,0,0.0247491,0.0675386,0.0234671,0.00807521,0.0196203,0.0316759,0.0519513,0.0444813,0.0523177,0.0319486,0.0143501,0.0159367,0.0306696,0.0304157,0.0183308,0.017119,0,0.0232166,0.0349669,0,0.014511,0.0635504,0.035598,0,0,0.0243819,0,0,0.0487641,0.0570677,0.0412533,0.0298545,0.0205585,0.0565288,0.0398583,0,0,0.0681028,0.0212881,0,0.0394296,0.071467,0.0188461,0.0116028,0.0264626,0.0224078,0.0234379,0.0250389,0.0198542,0.0339484,0.0542217
1603,0,0.0292514,0,0,0,0,0.0462168,0,0,0,0,0,0,0.0291886,0,0.0700001,0,0,0.0179652,0,0,0.0247588,0.0675381,0.0234977,0.00812333,0.0196528,0.0316941,0.0519662,0.0444749,0.0523296,0.0319875,0.0146053,0.0159541,0.0307118,0.0304154,0.0182726,0.0171141,0,0.023251,0.0352347,0,0.0143781,0.063465,0.0357541,0,0,0.024261,0,0,0.0487195,0.0569881,0.041282,0.0298884,0.0205619,0.056643,0.0399381,0,0,0.0681194,0.021349,0,0.0395086,0.0714822,0.0187694,0.0116513,0.0263225,0.0224036,0.0233469,0.0250253,0.0198938,0.0340187,0.0542693
1604,0,0.0293095,0,0,0,0,0.0462452,0,0,0,0,0,0,0.0292177,0,0.0699883,0,0,0.0178944,0,0,0.0248133,0.0675233,0.0235544,0.0081769,0.0196803,0.0317198,0.0518994,0.0443985,0.0523413,0.0320673,0.0148349,0.0159611,0.0307589,0.0304304,0.0181418,0.0170952,0,0.0233284,0.0355723,0,0.0142076,0.0634134,0.0358864,0,0,0.0241488,0,0,0.0486332,0.056894,0.0413294,0.0299528,0.0205378,0.0567758,0.040046,0,0,0.0681028,0.0214618,0,0.0399402,0.0714261,0.0186288,0.011723,0.0261597,0.0223857,0.023302,0.0250059,0.0199068,0.0341062,0.0542544
1605,0,0.0293086,0,0,0,0,0.0461637,0,0,0,0,0,0,0.0292667,0,0.0700511,0,0,0.0178267,0,0,0.0248198,0.0675158,0.0235499,0.0082063,0.0196499,0.0317548,0.0518072,0.0442389,0.0523512,0.0321328,0.0149166,0.0160048,0.0308328,0.030484,0.0179988,0.0171463,0,0.0233457,0.0359126,0,0.0141293,0.0634583,0.0359724,0,0,0.0240945,0,0,0.0486,0.056884,0.0413384,0.0299265,0.0203842,0.0568768,0.0401371,0,0,0.0679985,0.021409,0,0.0397067,0.0715129,0.0185427,0.011818,0.0258797,0.0221804,0.023278,0.0250451,0.0198706,0.0341755,0.0542998
1606,0,0.0292516,0,0,0,0,0.0457521,0,0,0,0,0,0,0.0294432,0,0.0702073,0,0,0.0177192,0,0,0.0247909,0.0675373,0.0235436,0.00825198,0.0195346,0.0317614,0.0516917,0.0440048,0.0523396,0.0321992,0.0149921,0.0160873,0.0308871,0.0305406,0.0177744,0.0172128,0,0.0232521,0.0365193,0,0.0139667,0.0635731,0.0360198,0,0,0.0240491,0,0,0.0485505,0.056837,0.0412547,0.0299361,0.0202715,0.0569628,0.0402458,0,0,0.0678948,0.0213367,0,0.0397877,0.0716102,0.0182973,0.0118253,0.0255329,0.0218558,0.0231617,0.0251141,0.0199349,0.0342534,0.0543641
1607,0,0.0291438,0,0,0,0,0.0451927,0,0,0,0,0,0,0.0294932,0,0.070409,0,0,0.0175908,0,0,0.0248105,0.0675414,0.0235965,0.00827265,0.0195576,0.0317798,0.0515287,0.0437822,0.0523134,0.0323417,0.0151203,0.0161659,0.0308999,0.0305786,0.017522,0.0172671,0,0.0231957,0.0371829,0,0.0137325,0.0636184,0.0360918,0,0,0.0240203,0,0,0.0485179,0.0567983,0.0411133,0.0299572,0.0201497,0.0570278,0.0403771,0,0,0.0677936,0.0212741,0,0.0401861,0.0715531,0.0179677,0.0116601,0.02532,0.0218496,0.0230183,0.0251674,0.0200022,0.0343825,0.0543705
1608,0,0.0290504,0,0,0,0,0.0451914,0,0,0,0,0,0,0.029535,0,0.0702373,0,0,0.0174279,0,0,0.0248283,0.0675105,0.0236344,0.00824047,0.0196618,0.0317585,0.0513272,0.0437158,0.0522903,0.0324968,0.0151822,0.0163493,0.0309115,0.0305954,0.0174324,0.0173205,0,0.0231842,0.0376914,0,0.013421,0.0635435,0.0362558,0,0,0.0239941,0,0,0.0485167,0.0568323,0.0410504,0.0298766,0.019968,0.0569733,0.0405082,0,0,0.0675697,0.021192,0,0.0399356,0.071614,0.0178482,0.0115532,0.0251882,0.0218794,0.0228386,0.0252292,0.0200808,0.0345586,0.0544129
1609,0,0.0288823,0,0,0,0,0.0446418,0,0,0,0,0,0,0.0294116,0,0.0700826,0,0,0.0171996,0,0,0.0248001,0.0675461,0.0236235,0.00824351,0.0197799,0.0316416,0.0511585,0.0438739,0.0522155,0.0326555,0.0151063,0.016307,0.0309512,0.0305999,0.0176169,0.0173633,0,0.0230368,0.0382169,0,0.0128984,0.0635465,0.0363971,0,0,0.024027,0,0,0.0484888,0.0568522,0.0411366,0.029799,0.0197226,0.0568367,0.0406727,0,0,0.0673181,0.021084,0,0.0398623,0.07172,0.0178606,0.0114936,0.0250051,0.021865,0.0226038,0.0252785,0.0201525,0.034642,0.0545053
1610,0,0.0287026,0,0,0,0,0.0442121,0,0,0,0,0,0,0.0291068,0,0.0699835,0,0,0.0170032,0,0,0.0247171,0.0676249,0.023623,0.00824877,0.0198672,0.0315762,0.0509661,0.0443091,0.0521998,0.0327828,0.0147379,0.0165495,0.0310071,0.0306201,0.0179157,0.017435,0,0.022846,0.0386876,0,0.0124965,0.0637647,0.0365624,0,0,0.0240633,0,0,0.0484567,0.0568341,0.0411699,0.0297141,0.0195074,0.056733,0.0408118,0,0,0.067105,0.0209798,0,0.0399625,0.0717908,0.0177156,0.0114205,0.0248152,0.0218097,0.022334,0.0253397,0.0202338,0.0345986,0.0545822
1611,0,0.0285501,0,0,0,0,0.0440271,0,0,0,0,0,0,0.0288707,0,0.0699185,0,0,0.0168547,0,0,0.0246395,0.0676911,0.0235958,0.00826318,0.0199097,0.0315557,0.0507579,0.0444731,0.0523117,0.0328571,0.0146556,0.0165633,0.0310376,0.030643,0.0180611,0.0173897,0,0.0226446,0.0391857,0,0.0122272,0.0639525,0.0367781,0,0,0.0240952,0,0,0.0484923,0.0568285,0.0412097,0.0296819,0.0192744,0.0566694,0.0408955,0,0,0.0668549,0.0208576,0,0.0399162,0.0719043,0.0175331,0.0112417,0.0246333,0.0218436,0.0221989,0.0253599,0.0202949,0.0345453,0.054667
1612,0,0.0284484,0,0,0,0,0.0439206,0,0,0,0,0,0,0.0289797,0,0.069846,0,0,0.0166685,0,0,0.0245988,0.0677475,0.0235343,0.00829982,0.019982,0.0315144,0.0506115,0.0444143,0.052403,0.0329304,0.0146959,0.0165329,0.0310705,0.0306656,0.0180347,0.0172013,0,0.0224947,0.0398126,0,0.0118902,0.0640317,0.0369962,0,0,0.0241163,0,0,0.0484227,0.0568634,0.0411365,0.0296993,0.0189779,0.0566087,0.0409275,0,0,0.0665769,0.0207816,0,0.0396463,0.0720437,0.0173921,0.011197,0.0244486,0.0218534,0.0220124,0.0253441,0.0203474,0.0345528,0.0547784
1613,0,0.0284319,0,0,0,0,0.0437983,0,0,0,0,0,0,0.0291647,0,0.0698092,0,0,0.0165162,0,0,0.0245669,0.0677756,0.0234692,0.00836564,0.0200589,0.0314975,0.0504734,0.0442904,0.0523903,0.0330191,0.0146927,0.0166367,0.0311091,0.0306588,0.0178039,0.0170164,0,0.022353,0.0405804,0,0.0116102,0.0641361,0.0372083,0,0,0.0241071,0,0,0.048303,0.0569085,0.0409867,0.0297585,0.0187,0.0565931,0.0409468,0,0,0.0663009,0.0207583,0,0.039623,0.0721184,0.0172089,0.0112133,0.0242901,0.0217912,0.0218892,0.0253206,0.0203781,0.034614,0.0548151
1614,0,0.0284676,0,0,0,0,0.043722,0,0,0,0,0,0,0.0293175,0,0.0697765,0,0,0.016382,0,0,0.0246128,0.0678138,0.0234063,0.00844422,0.0201198,0.0314721,0.0504111,0.0441604,0.0523491,0.0330734,0.0147529,0.0166957,0.0311448,0.0306399,0.017454,0.0168157,0,0.0222562,0.0414165,0,0.0114168,0.0642213,0.0373836,0,0,0.0240547,0,0,0.048239,0.0569869,0.0409374,0.0297607,0.0183982,0.0565737,0.0409577,0,0,0.0660825,0.0207582,0,0.0397159,0.072135,0.0171757,0.0111613,0.024074,0.0215269,0.0218445,0.025304,0.0204022,0.0346392,0.0548194
1615,0,0.0295114,0,0,0,0,0.043663,0,0,0,0,0,0,0,0,0.0706704,0,0,0.0160508,0,0,0.0246164,0.0653989,0.0260611,0.00758897,0.0182095,0.0318921,0.0499289,0,0.0544015,0.0340779,0.0123744,0.0107463,0.0276212,0.0294075,0.00611025,0.0164879,0,0.0220004,0.0422451,0,0.0113888,0.0638292,0.0380587,0,0,0.0237683,0,0,0.0481045,0.0571331,0.0409603,0.0292707,0.0178892,0.0563394,0.0400737,0,0,0.0659192,0.0208679,0,0.0397096,0.0719683,0.0171458,0.0111873,0.0240741,0.0214736,0.0221203,0.0246736,0.0182729,0.0371642,0.0546541
1616,0,0.0287229,0,0,0,0,0.043527,0,0,0,0,0,0,0.0299856,0,0.0697006,0,0,0.0161404,0,0,0.0246866,0.067905,0.0232875,0.00856731,0.0202782,0.0315259,0.0503466,0.0439237,0.0522805,0.0331789,0.0148304,0.0167128,0.0310716,0.0305881,0.0166108,0.0164104,0,0.0220426,0.0432151,0,0.0111103,0.0643602,0.0377123,0,0,0.0239962,0,0,0.0482169,0.0570393,0.0407569,0.0298979,0.0177682,0.0566549,0.0408412,0,0,0.0658238,0.021058,0,0.0402451,0.0721628,0.0172113,0.0109626,0.0239177,0.0216902,0.0219122,0.0252765,0.0204251,0.0345398,0.0549198
1617,0,0.0288597,0,0,0,0,0.0433984,0,0,0,0,0,0,0.0301014,0,0.0696742,0,0,0.0160012,0,0,0.0247398,0.0679867,0.0232125,0.00866664,0.0203337,0.0314869,0.0502968,0.0437413,0.0522668,0.0331818,0.0148585,0.0166875,0.0309655,0.0305592,0.0162314,0.0162918,0,0.0219775,0.0440707,0,0.0109775,0.064443,0.0378554,0,0,0.0239475,0,0,0.0480763,0.0571209,0.0405229,0.0300216,0.0173331,0.0566457,0.0407686,0,0,0.0657163,0.0210618,0,0.0404914,0.0722075,0.0172133,0.0109086,0.0237825,0.0216172,0.0217818,0.0253042,0.0204575,0.0344768,0.0549735
1618,0,0.0289533,0,0,0,0,0.0432656,0,0,0,0,0,0,0.0303903,0,0.0696537,0,0,0.015844,0,0,0.0247877,0.0680715,0.0231126,0.00876924,0.0203602,0.0314251,0.0502487,0.0435426,0.0522394,0.0332026,0.0148472,0.0167435,0.0309665,0.0305225,0.015772,0.016247,0,0.0218711,0.0448423,0,0.010821,0.0645313,0.038025,0,0,0.0239147,0,0,0.0480114,0.0571979,0.0402992,0.0301379,0.016978,0.0566288,0.040679,0,0,0.0655807,0.021065,0,0.0405716,0.0723712,0.0172995,0.0110312,0.0236067,0.0214745,0.0216312,0.0253364,0.020459,0.0344757,0.0550905
1619,0,0.029016,0,0,0,0,0.0431538,0,0,0,0,0,0,0.0307991,0,0.0697379,0,0,0.0157257,0,0,0.0248064,0.0681586,0.0229765,0.00886683,0.0204003,0.0313523,0.0502126,0.0433461,0.0521906,0.0331989,0.0147616,0.0168246,0.0309756,0.030481,0.0153435,0.0162861,0,0.021724,0.0455681,0,0.0106567,0.0646466,0.0382088,0,0,0.0239096,0,0,0.0480775,0.0572795,0.0403736,0.0302321,0.0167091,0.0565817,0.0406187,0,0,0.0654351,0.0210688,0,0.0407091,0.0726301,0.0174883,0.0111424,0.0233881,0.0212697,0.0215167,0.0253977,0.0204465,0.0344914,0.0552783
