Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LTHI,RTIB
1011,0,0.0199251,0,0,0,0,0.0447802,0,0,0,0,0,0,0.0336065,0,0.0723508,0,0,0.0218782,0,0,0.0391109,0.0720801,0.0198703,0.00692295,0.0179729,0.0308806,0.0453305,0.0381851,0.0486184,0.0290112,0.0129532,0.0162851,0.026726,0.0272896,0.0106023,0.010587,0.0179101,0.0201552,0.0185073,0,0.0237854,0.0594302,0.0333301,0,0,0.0184126,0,0,0.0485267,0.0638502,0.0529115,0.0171922,0.0175742,0.0470094,0.0404496,0.0348681,0.0679124,0.0689018,0.0248392,0.0320574,0.0390095,0.0686216,0.0647017,0.0155127,0.0175791,0.0229328,0.0221142,0.0321081,0.0160396,0.027419,0.0539408
1012,0,0.0201255,0,0,0,0,0.0449648,0,0,0,0,0,0,0.0340704,0,0.0722077,0,0,0.0219165,0,0,0.0391095,0.0721969,0.0201297,0.0068211,0.0182335,0.0308235,0.0452897,0.0381185,0.0485154,0.0290607,0.0131947,0.0164992,0.0267347,0.0273416,0.0102824,0.0105906,0.0179694,0.0202511,0.0179471,0,0.0236284,0.059578,0.0332491,0,0,0.0183517,0,0,0.0484982,0.0641886,0.0526746,0.0173549,0.0171252,0.0469162,0.0402132,0.0347017,0.0676775,0.068902,0.0249905,0.0318051,0.0388218,0.0686193,0.0633385,0.0154928,0.0178271,0.0229449,0.0223151,0.0319574,0.0158221,0.0275183,0.0537361
1013,0,0.0203567,0,0,0,0,0.0451282,0,0,0,0,0,0,0.0344724,0,0.0720619,0,0,0.0219354,0,0,0.0391124,0.0723136,0.0203842,0.00671579,0.018362,0.0307554,0.0452072,0.0380303,0.0483921,0.0291082,0.0134521,0.0167398,0.0267322,0.0273626,0.0100988,0.0106087,0.0180539,0.020325,0.0173999,0,0.0234976,0.0597278,0.0331543,0,0,0.0183222,0,0,0.0485029,0.0644936,0.0524339,0.0174809,0.0167749,0.0468549,0.0400062,0.034564,0.0674655,0.0688894,0.0251918,0.0315223,0.038664,0.0685823,0.0619686,0.01551,0.0180212,0.0229356,0.02248,0.0317611,0.0155986,0.0276104,0.0535725
1014,0,0.0205953,0,0,0,0,0.0452639,0,0,0,0,0,0,0.0348351,0,0.0719857,0,0,0.0219756,0,0,0.0391281,0.0724287,0.0205884,0.00666814,0.0183883,0.0306797,0.0450658,0.0379159,0.0482515,0.0291475,0.0136741,0.0169517,0.0267353,0.0273872,0.00994074,0.010552,0.0181651,0.0203901,0.0168745,0,0.0233704,0.0598225,0.0330919,0,0,0.0182743,0,0,0.0485129,0.0647611,0.0521275,0.0176215,0.0164425,0.0467373,0.0397788,0.0343856,0.0672374,0.0688812,0.0254375,0.0312087,0.0385381,0.068519,0.0606644,0.0155553,0.0180671,0.0229649,0.0226359,0.0315054,0.0154883,0.0276551,0.0534519
1015,0,0.0208471,0,0,0,0,0.0454374,0,0,0,0,0,0,0.0352457,0,0.0719322,0,0,0.0219962,0,0,0.0391638,0.0725166,0.0207881,0.00666852,0.0186527,0.0305642,0.044865,0.0377975,0.0481431,0.0291747,0.0138697,0.0171422,0.0267359,0.0274064,0.00983011,0.0104749,0.0182927,0.0204415,0.016411,0,0.0230901,0.0599198,0.0330514,0,0,0.0181688,0,0,0.048518,0.0649193,0.0517751,0.017762,0.0161315,0.0465537,0.0395501,0.034243,0.0670309,0.0688808,0.0255488,0.030924,0.0384824,0.0684929,0.0593813,0.0154696,0.0180929,0.0228879,0.0228462,0.0311951,0.0154085,0.0276906,0.0533376
1016,0,0.021079,0,0,0,0,0.0455482,0,0,0,0,0,0,0.035589,0,0.0719044,0,0,0.0220273,0,0,0.0391964,0.0726025,0.0210344,0.00672136,0.019107,0.0305126,0.0446157,0.0376481,0.0480493,0.0292243,0.0140452,0.017327,0.0267873,0.0274701,0.00962253,0.0104062,0.0184549,0.0204904,0.0160116,0,0.0227945,0.0599526,0.0330352,0,0,0.018109,0,0,0.0484938,0.0650725,0.0513606,0.0178544,0.0157475,0.0464546,0.039341,0.0340455,0.0668291,0.0688867,0.0256061,0.0306404,0.0384925,0.0684659,0.0581554,0.0154578,0.0182881,0.0228532,0.0230369,0.0309407,0.0154156,0.0277315,0.0530671
1017,0,0.021293,0,0,0,0,0.0456661,0,0,0,0,0,0,0.0358864,0,0.0718986,0,0,0.021985,0,0,0.0392434,0.0726857,0.0213503,0.00678491,0.0192345,0.030448,0.0443257,0.0375493,0.0479832,0.0292909,0.014211,0.0175332,0.0267325,0.0274575,0.00951636,0.0103717,0.0185806,0.0204758,0.0156968,0,0.0224721,0.0600065,0.0330407,0,0,0.0180414,0,0,0.0484777,0.0651663,0.0509321,0.0179859,0.0153624,0.0462494,0.0391789,0.0338087,0.0668043,0.0687279,0.0256813,0.0303965,0.0385061,0.068567,0.0567531,0.0154553,0.0184483,0.022837,0.0232518,0.0306882,0.0154003,0.0278529,0.0528988
1018,0,0.0217619,0,0,0,0,0.0457097,0,0,0,0,0,0,0.0392949,0,0.0712766,0,0,0.0212145,0,0,0.0395733,0.0724503,0.0216921,0.00612674,0.0192997,0.0308869,0.0445731,0.0385465,0.0484433,0.0296318,0.0132618,0.0161151,0.0263927,0.0270314,0.00625786,0.010995,0.0188323,0.0199835,0.0200514,0,0.0202024,0.0605785,0.0324199,0,0,0.0189668,0,0,0.0480563,0.0662159,0.0504654,0.016745,0.0124061,0.0446542,0.0386248,0.0324027,0.0650423,0.0674233,0.026074,0.027868,0.0390662,0.0695097,0.0628595,0.015337,0.0190942,0.0226676,0.0233388,0.0307584,0.0163422,0.0289951,0.052779
1019,0,0.0219768,0,0,0,0,0.0457779,0,0,0,0,0,0,0.0397254,0,0.0712899,0,0,0.021043,0,0,0.0396349,0.0725343,0.0220354,0.00617177,0.019411,0.0307963,0.0441728,0.0384829,0.048392,0.0297477,0.0134327,0.016284,0.0264402,0.0270985,0.00610432,0.0108111,0.0190779,0.0198521,0.0190892,0,0.0199677,0.060693,0.0324724,0,0,0.0188596,0,0,0.0480491,0.0662707,0.0499153,0.0169726,0.012272,0.0446034,0.0385163,0.032113,0.0649053,0.067437,0.0263134,0.0277922,0.0391014,0.0696744,0.0605961,0.015447,0.0192561,0.022665,0.0235016,0.0305022,0.0162627,0.0290829,0.0527435
1020,0,0.0221733,0,0,0,0,0.0458789,0,0,0,0,0,0,0.0400569,0,0.0713293,0,0,0.0209045,0,0,0.0397014,0.0725756,0.0224782,0.00622909,0.0196209,0.0307189,0.04376,0.0384608,0.0483683,0.0298811,0.0136324,0.0164855,0.0265157,0.0271417,0.00610481,0.0106079,0.0193032,0.0196763,0.0180578,0,0.0196744,0.0608164,0.0325545,0,0,0.0188849,0,0,0.0480525,0.0662588,0.0492374,0.017136,0.0121741,0.0445785,0.0383926,0.0317741,0.0646511,0.0675146,0.0265572,0.0277409,0.0391591,0.0697056,0.0581016,0.0155737,0.0193889,0.0225817,0.0236544,0.0302438,0.0162328,0.0292284,0.0526679
1021,0,0.022364,0,0,0,0,0.0459493,0,0,0,0,0,0,0.0402565,0,0.0713966,0,0,0.0207702,0,0,0.0396868,0.0726009,0.0229375,0.00628644,0.0198194,0.0307044,0.0433243,0.0384494,0.0483611,0.0300231,0.0138183,0.0166967,0.0264989,0.0271948,0.00620283,0.0104952,0.0194329,0.0195641,0.0170196,0,0.0194241,0.0609436,0.0326297,0,0,0.018972,0,0,0.0481106,0.0662563,0.0485302,0.017314,0.0121129,0.0445234,0.0382625,0.0314289,0.0644053,0.0676346,0.0267916,0.0277238,0.0391361,0.0697138,0.0554046,0.015698,0.0195882,0.0224412,0.023792,0.0299782,0.0162694,0.0294165,0.0526278
1022,0,0.0225609,0,0,0,0,0.0459953,0,0,0,0,0,0,0.0404895,0,0.0714699,0,0,0.0206777,0,0,0.0396509,0.0726255,0.0232815,0.00633166,0.0199276,0.0307251,0.0428757,0.0384597,0.0483755,0.0301632,0.0139385,0.0168237,0.0265089,0.0272168,0.00622465,0.0104281,0.0194977,0.0194659,0.0162544,0,0.0191963,0.061039,0.0327019,0,0,0.0189576,0,0,0.0481237,0.0662545,0.0478317,0.0174984,0.0120718,0.0445269,0.0381558,0.0311053,0.0642042,0.067764,0.0270426,0.0277933,0.039101,0.0696802,0.0526058,0.0158071,0.019724,0.0223906,0.0239571,0.0296699,0.0163236,0.0295869,0.0526014
1023,0,0.0227609,0,0,0,0,0.0460331,0,0,0,0,0,0,0.0407281,0,0.0714918,0,0,0.020599,0,0,0.0396375,0.0726491,0.023537,0.00631424,0.0200088,0.0307371,0.0424206,0.0384721,0.0484341,0.0303573,0.0140159,0.0169058,0.0265441,0.0272336,0.00618627,0.0104506,0.0195725,0.0193747,0.0157838,0,0.018955,0.0611458,0.0327952,0,0,0.0189352,0,0,0.0481899,0.0662277,0.047152,0.0176327,0.0120881,0.0445381,0.0380768,0.0308281,0.0639581,0.0676751,0.0272743,0.0279335,0.0390811,0.0696362,0.0497685,0.0158752,0.0198776,0.0223153,0.0241126,0.0293225,0.0163684,0.029754,0.0525499
1024,0,0.022954,0,0,0,0,0.0460802,0,0,0,0,0,0,0.0409394,0,0.0714597,0,0,0.0205131,0,0,0.0396331,0.0726704,0.0237261,0.00626232,0.0200523,0.0308092,0.0419943,0.038492,0.0485028,0.0305316,0.0140649,0.0169242,0.0265794,0.0272803,0.00617644,0.0103744,0.0196671,0.0192332,0.015646,0,0.0186425,0.0612876,0.0328453,0,0,0.0189518,0,0,0.0482374,0.066214,0.0465464,0.0177462,0.0121519,0.0444801,0.0380205,0.0305895,0.0636434,0.0675972,0.0274148,0.0281141,0.0390224,0.069656,0.0469684,0.0159337,0.0199346,0.0223013,0.0242539,0.0289695,0.0163876,0.0299014,0.0525456
1025,0,0.0231368,0,0,0,0,0.046119,0,0,0,0,0,0,0.0411088,0,0.0714315,0,0,0.0204011,0,0,0.0396313,0.0726843,0.0238161,0.00622775,0.02006,0.0308491,0.041638,0.0385483,0.0485573,0.0306397,0.0140752,0.0168631,0.0266309,0.0273301,0.00621295,0.0102362,0.0197746,0.0190911,0.0156105,0,0.0180835,0.0614346,0.0328691,0,0,0.0190037,0,0,0.0482513,0.0662184,0.0460305,0.0178414,0.012241,0.044408,0.0379803,0.0303917,0.0634144,0.0675501,0.0275166,0.0283148,0.0389005,0.069652,0.0444521,0.0159633,0.0200169,0.0223001,0.0243927,0.0286997,0.0163855,0.0300359,0.0525633
1026,0,0.0233219,0,0,0,0,0.046163,0,0,0,0,0,0,0.0412634,0,0.0714559,0,0,0.0203193,0,0,0.0395949,0.0726644,0.023926,0.00622277,0.0200529,0.0308856,0.041303,0.0386236,0.0486069,0.0307451,0.0140604,0.0168855,0.0266734,0.0273587,0.00632234,0.0102897,0.019821,0.0189981,0.0157794,0,0.0172404,0.0615406,0.0329499,0,0,0.019024,0,0,0.0482734,0.0662297,0.0455928,0.0179303,0.0123839,0.0443767,0.0379545,0.0302274,0.0632466,0.0674635,0.027537,0.0285451,0.0387789,0.0696205,0.0423397,0.0159769,0.0201609,0.022286,0.0245325,0.0284748,0.0163459,0.0301803,0.0526588
1027,0,0.0235198,0,0,0,0,0.0462196,0,0,0,0,0,0,0.0414468,0,0.0715688,0,0,0.0202657,0,0,0.0395539,0.0726137,0.0241003,0.0062841,0.0201025,0.0308927,0.0409938,0.0387085,0.0486843,0.0308637,0.0140459,0.0169521,0.0267237,0.0274226,0.0064548,0.0103523,0.0198334,0.0189246,0.0162007,0,0.0163879,0.0615769,0.0330593,0,0,0.0190117,0,0,0.0483311,0.0661888,0.0452285,0.0179682,0.0126127,0.0443607,0.0379724,0.0301078,0.063154,0.0672745,0.0274126,0.0288702,0.0387436,0.0695321,0.0407723,0.0160073,0.0204204,0.0222505,0.0246966,0.0282337,0.0163133,0.0302913,0.0529416
1028,0,0.0237255,0,0,0,0,0.0462488,0,0,0,0,0,0,0.0415939,0,0.07175,0,0,0.0202204,0,0,0.0395343,0.0725575,0.0242834,0.00641992,0.0201842,0.0308583,0.0407351,0.038768,0.0487866,0.0309558,0.0140734,0.0170459,0.026769,0.0274787,0.00649317,0.0104007,0.0198523,0.0188557,0.0166068,0,0.0156541,0.0615583,0.0331473,0,0,0.0190141,0,0,0.0483893,0.0660969,0.0449165,0.0179375,0.0129283,0.0443328,0.0380208,0.0301093,0.0631506,0.0670098,0.0271368,0.0292543,0.0387887,0.0695528,0.0397753,0.016052,0.0206249,0.0222412,0.0248085,0.027973,0.0162589,0.0303398,0.0531213
1029,0,0.0239304,0,0,0,0,0.0462905,0,0,0,0,0,0,0.0416528,0,0.0719743,0,0,0.0201831,0,0,0.0394969,0.0725026,0.0243828,0.00657777,0.0203057,0.0308692,0.0405507,0.0388103,0.048868,0.0309786,0.0140496,0.0171588,0.0268426,0.0274843,0.00653528,0.0104487,0.0198476,0.0188055,0.0167598,0,0.0150033,0.0615198,0.0332475,0,0,0.0190003,0,0,0.0484223,0.0659382,0.0447059,0.0179053,0.0132947,0.0443122,0.0380979,0.0302556,0.0632201,0.0667002,0.0267863,0.0296326,0.0389097,0.0697034,0.0391768,0.0160884,0.0207339,0.0222816,0.0248665,0.02777,0.0162327,0.0303496,0.0532254
1030,0,0.0241527,0,0,0,0,0.0463286,0,0,0,0,0,0,0.0416169,0,0.0722377,0,0,0.0201283,0,0,0.0393794,0.0724478,0.024478,0.00669384,0.0204164,0.0309072,0.0404317,0.0388162,0.0489278,0.0309972,0.0140316,0.0172782,0.0269318,0.027491,0.00657415,0.0105392,0.0197428,0.0187964,0.01673,0,0.0144416,0.0614814,0.0333585,0,0,0.0190131,0,0,0.048429,0.065688,0.0444502,0.0178568,0.0137076,0.0443125,0.0381625,0.0304974,0.0633907,0.066388,0.0263968,0.0299999,0.0390396,0.069852,0.0385798,0.0161331,0.0207557,0.0223432,0.0249546,0.027577,0.0162058,0.0303318,0.0535537
1031,0,0.0243741,0,0,0,0,0.0463736,0,0,0,0,0,0,0.0414347,0,0.0724749,0,0,0.0200794,0,0,0.0392784,0.0723974,0.0245164,0.00678696,0.0204679,0.030924,0.0403623,0.0387974,0.0489903,0.0310609,0.0139975,0.0173162,0.0269762,0.0274433,0.00668917,0.0106559,0.0196366,0.0187777,0.0167731,0,0.0140359,0.0614672,0.0334514,0,0,0.0190301,0,0,0.0484502,0.0653792,0.043785,0.0177954,0.0140632,0.0443261,0.0382572,0.0308039,0.0636097,0.0661118,0.0260999,0.0303854,0.039031,0.0698381,0.0377067,0.0161831,0.0207104,0.0223581,0.0250493,0.0273424,0.0162183,0.0302875,0.0538165
1032,0,0.0245792,0,0,0,0,0.0464278,0,0,0,0,0,0,0.0411364,0,0.072667,0,0,0.0200413,0,0,0.0392304,0.0723791,0.0245303,0.00685815,0.020501,0.0309518,0.0403391,0.0387591,0.0490671,0.0311286,0.0139245,0.0172557,0.0270037,0.0273823,0.00691543,0.0107709,0.0195397,0.018732,0.0169952,0,0.014066,0.0614959,0.0335448,0,0,0.018997,0,0,0.0485006,0.0650646,0.0426074,0.0177967,0.0142639,0.0443893,0.0383752,0.0310672,0.0637888,0.065872,0.0259174,0.0307861,0.0388396,0.0695047,0.0366017,0.016215,0.0206238,0.0223146,0.025146,0.0271245,0.0162817,0.0302443,0.0538147
1033,0,0.0247704,0,0,0,0,0.0464738,0,0,0,0,0,0,0.0406618,0,0.0728877,0,0,0.0199901,0,0,0.0392127,0.0723551,0.0245153,0.00689771,0.0205087,0.0309776,0.0403208,0.0387376,0.0491654,0.0312708,0.0137598,0.0170883,0.0270085,0.0274185,0.00720667,0.0108743,0.0194757,0.0186517,0.0174181,0,0.0143358,0.061554,0.033641,0,0,0.018939,0,0,0.0484964,0.0647847,0.0411952,0.017898,0.0143794,0.0444755,0.03853,0.0312815,0.0639504,0.0656302,0.0258398,0.0311521,0.038519,0.0691862,0.0354405,0.0162927,0.0205946,0.0223536,0.0252468,0.0269117,0.0163637,0.0301792,0.0536722
1034,0,0.0249446,0,0,0,0,0.0464825,0,0,0,0,0,0,0.0402657,0,0.0731785,0,0,0.019921,0,0,0.0391889,0.0722214,0.0248618,0.00692298,0.020438,0.0310011,0.0402476,0.0387401,0.0493055,0.031515,0.0135497,0.0167981,0.0266729,0.0272675,0.00724039,0.0109793,0.0194422,0.0185304,0.017985,0,0.0145117,0.0616046,0.0337563,0,0,0.0189287,0,0,0.0484882,0.0644539,0.0400585,0.0181261,0.0146878,0.0445852,0.0386967,0.0314421,0.0641283,0.0654684,0.0257888,0.0313943,0.0386702,0.0694739,0.0343356,0.016371,0.0206154,0.0223814,0.025341,0.0267306,0.0162293,0.0300875,0.0537908
1035,0,0.0250836,0,0,0,0,0.0464441,0,0,0,0,0,0,0.0403106,0,0.0734162,0,0,0.0198131,0,0,0.0391046,0.0720003,0.0260581,0.00694446,0.0203059,0.0310488,0.0400873,0.0387972,0.0495181,0.0318146,0.0132992,0.0163246,0.0257594,0.0267243,0.00718785,0.0111336,0.0193774,0.0183911,0.0185824,0,0.0147441,0.0616644,0.0339001,0,0,0.0188704,0,0,0.048513,0.0641503,0.0394826,0.0185273,0.0152535,0.0447574,0.0388218,0.0314111,0.0642236,0.0654255,0.0258165,0.0318416,0.0393006,0.0702624,0.0334789,0.0164649,0.0206795,0.0223448,0.0253708,0.026591,0.0157225,0.0299622,0.0543097
1036,0,0.0251527,0,0,0,0,0.0463806,0,0,0,0,0,0,0.0404599,0,0.0736293,0,0,0.0197235,0,0,0.0390395,0.0717805,0.0273744,0.00699084,0.0202195,0.0310393,0.0399206,0.0388328,0.0497606,0.0321421,0.0130675,0.0159033,0.0248253,0.0261693,0.00770416,0.0112965,0.0193038,0.0182662,0.0188355,0,0.0150554,0.0617718,0.0340124,0,0,0.0187812,0,0,0.0485771,0.063993,0.0391351,0.0190284,0.015832,0.0449352,0.0389812,0.0313,0.064251,0.0654598,0.0258815,0.0325138,0.0399332,0.0709164,0.0329974,0.0165501,0.020761,0.0223406,0.0253416,0.0264828,0.0153263,0.0298738,0.0549372
1037,0,0.0251813,0,0,0,0,0.0462843,0,0,0,0,0,0,0.0409022,0,0.0737344,0,0,0.0196618,0,0,0.038957,0.0715929,0.0288704,0.00702537,0.0201376,0.0309997,0.0397954,0.0389219,0.05001,0.0324505,0.0127986,0.0156331,0.0239858,0.0256243,0.00875214,0.0114069,0.019172,0.0181578,0.0188004,0,0.0154721,0.0618831,0.0340855,0,0,0.0187186,0,0,0.048666,0.0639882,0.0387838,0.0195844,0.0162698,0.0450804,0.0391572,0.0311692,0.0643247,0.0654928,0.025864,0.0331356,0.0402809,0.0711785,0.0328571,0.0166517,0.0208635,0.0223644,0.0252616,0.026378,0.0149095,0.0298429,0.0553667
1038,0,0.0252056,0,0,0,0,0.0461907,0,0,0,0,0,0,0.0415955,0,0.0737588,0,0,0.0196573,0,0,0.0388974,0.0714413,0.0304212,0.00700828,0.0200192,0.0308924,0.0397537,0.039046,0.0502688,0.0327204,0.0125416,0.0153687,0.0232223,0.0251163,0.010049,0.0114675,0.0190748,0.018041,0.0184951,0,0.0157626,0.0619532,0.0341215,0,0,0.0187323,0,0,0.0487039,0.0640956,0.0383166,0.0201213,0.0166357,0.0451897,0.0393323,0.0311014,0.064461,0.0655101,0.0257759,0.0335282,0.0404245,0.0712968,0.0330286,0.0167445,0.0209701,0.0224239,0.0251715,0.0263169,0.0145843,0.0297938,0.0555543
1039,0,0.0252406,0,0,0,0,0.0461409,0,0,0,0,0,0,0.0425291,0,0.0736759,0,0,0.0196815,0,0,0.0388606,0.0713441,0.0318029,0.0069198,0.019816,0.0308632,0.0398311,0.0391699,0.0505132,0.0328986,0.0122499,0.0152119,0.0225829,0.0246979,0.0114324,0.0115089,0.0189864,0.0179428,0.0179553,0,0.0161386,0.0620247,0.0341344,0,0,0.0188106,0,0,0.0487547,0.0642847,0.0379465,0.0206074,0.0170636,0.0452692,0.0395081,0.0310848,0.064523,0.0654442,0.025688,0.0337395,0.0404267,0.0713446,0.033481,0.0167664,0.0209671,0.0224496,0.0251159,0.0263278,0.0144428,0.0296459,0.0555796
1040,0,0.0252821,0,0,0,0,0.0463426,0,0,0,0,0,0,0.0356881,0,0.0736873,0,0,0.0194621,0,0,0.0391256,0.0711958,0.0241725,0.00698881,0.0186181,0.0303817,0.0400217,0.0379761,0.0505351,0.0335004,0.0139435,0.0175992,0.0285105,0.029887,0.0116737,0.0117188,0.01825,0.0178881,0.0184882,0,0.0164992,0.0624146,0.0342357,0,0,0.0183425,0,0,0.0491112,0.0640333,0.0374361,0.021526,0.0182327,0.0453027,0.0397933,0.0316026,0.0649805,0.0651424,0.024961,0.0345683,0.0401974,0.0711587,0.0324137,0.0165698,0.0201368,0.0226425,0.0253387,0.0260961,0.0146618,0.0282426,0.0555711
1041,0,0.0253031,0,0,0,0,0.0463761,0,0,0,0,0,0,0.0357714,0,0.073476,0,0,0.0194838,0,0,0.0390999,0.0710715,0.0242161,0.00680289,0.0182646,0.0304252,0.0404158,0.0379872,0.0507993,0.0336178,0.0138951,0.0176881,0.028926,0.0302843,0.0115396,0.011893,0.0179388,0.0178501,0.0182024,0,0.0168826,0.0625234,0.0341865,0,0,0.0183158,0,0,0.0491291,0.0642837,0.0374453,0.0218297,0.018326,0.0453118,0.0398601,0.0316777,0.0650427,0.0649978,0.0247527,0.0348323,0.0400356,0.0710464,0.0326957,0.0164583,0.0200943,0.0226555,0.0253756,0.0261694,0.0145158,0.0277679,0.0554699
1042,0,0.0253078,0,0,0,0,0.0463905,0,0,0,0,0,0,0.0359934,0,0.0732363,0,0,0.0194853,0,0,0.0390647,0.070965,0.0243272,0.00664716,0.0179057,0.0305019,0.0409111,0.03802,0.0510502,0.033743,0.0139023,0.0178862,0.0293228,0.0306473,0.0113668,0.0120693,0.0176074,0.0178563,0.0181032,0,0.0171634,0.0626112,0.0341239,0,0,0.0182573,0,0,0.049154,0.0645709,0.0374881,0.0220743,0.018085,0.0453565,0.0399205,0.0317901,0.0651542,0.0649686,0.0245886,0.0350141,0.0399475,0.0708749,0.0327803,0.0163408,0.0201759,0.0227051,0.0253975,0.0262055,0.0144342,0.0274463,0.0553618
1043,0,0.0253449,0,0,0,0,0.0463721,0,0,0,0,0,0,0.0363173,0,0.0729953,0,0,0.0194538,0,0,0.0390374,0.0708611,0.0245147,0.00653766,0.0176267,0.0305848,0.0414985,0.038067,0.0512817,0.0338911,0.0140042,0.0180501,0.02961,0.0309248,0.0112187,0.0122948,0.0172857,0.0178729,0.0181644,0,0.0173498,0.0627303,0.0340386,0,0,0.018324,0,0,0.0491874,0.064635,0.0374769,0.0223067,0.017739,0.0454511,0.0400015,0.0319202,0.0652602,0.0650692,0.0246043,0.0351584,0.0400272,0.0707087,0.0326907,0.0162579,0.0201167,0.0227156,0.0253893,0.0262301,0.0143285,0.0270413,0.0552723
1044,0,0.0253842,0,0,0,0,0.0463527,0,0,0,0,0,0,0.0366845,0,0.0728334,0,0,0.0194271,0,0,0.039053,0.0706975,0.0246637,0.00652236,0.0173146,0.0306807,0.0421502,0.0379552,0.0514646,0.0340457,0.0140904,0.0181251,0.0298493,0.0311424,0.0110692,0.0125658,0.0170142,0.0179,0.0182698,0,0.0174356,0.0628114,0.033978,0,0,0.0183892,0,0,0.0492184,0.0645459,0.0373814,0.0225649,0.0174267,0.0456506,0.0400978,0.0320493,0.0653999,0.0652143,0.0246841,0.035265,0.04006,0.0706246,0.0326434,0.0161912,0.0199354,0.0226749,0.0253908,0.0263032,0.0142536,0.0267421,0.0552437
1045,0,0.0254079,0,0,0,0,0.0463194,0,0,0,0,0,0,0.0371155,0,0.0727599,0,0,0.0194125,0,0,0.039062,0.0705092,0.0247494,0.00657899,0.0170644,0.0308253,0.0428263,0.0377372,0.0516179,0.034259,0.0141605,0.018262,0.0300681,0.0312969,0.0108407,0.0128815,0.0167488,0.0179177,0.0183366,0,0.017429,0.0628281,0.033926,0,0,0.0184259,0,0,0.04921,0.0643948,0.0371745,0.0228668,0.017268,0.0459738,0.0402209,0.0321668,0.0655594,0.0653993,0.024761,0.0353561,0.0400925,0.0706347,0.0327697,0.0161287,0.0198345,0.022703,0.0253934,0.0263934,0.0142261,0.0265434,0.0553007
1046,0,0.0254062,0,0,0,0,0.0462607,0,0,0,0,0,0,0.0375003,0,0.0727788,0,0,0.0193816,0,0,0.0390038,0.070323,0.0247981,0.00668893,0.0168946,0.0310096,0.0434666,0.037606,0.0517471,0.0344964,0.0141488,0.018341,0.0302639,0.0314016,0.0105192,0.0132058,0.0163938,0.0179785,0.0183128,0,0.0173629,0.0627853,0.0338884,0,0,0.0184389,0,0,0.0492019,0.0642509,0.0369227,0.0232018,0.0172421,0.0464495,0.0403372,0.0322658,0.0656958,0.0656469,0.0248869,0.0354842,0.0401482,0.0706885,0.0330789,0.0161014,0.0198468,0.0227259,0.0253479,0.0264945,0.0142069,0.0264073,0.0554074
1047,0,0.025377,0,0,0,0,0.0461979,0,0,0,0,0,0,0.0377329,0,0.0728291,0,0,0.019333,0,0,0.0389289,0.070199,0.0248847,0.00683065,0.0169253,0.0311871,0.0440369,0.0374932,0.0518574,0.0347143,0.0141591,0.01839,0.0303722,0.0314073,0.0102237,0.0135225,0.0160775,0.0180341,0.0180538,0,0.017424,0.0626949,0.0338837,0,0,0.0184342,0,0,0.0491964,0.0641551,0.036687,0.0235885,0.0174157,0.0470049,0.0404497,0.0322904,0.0658216,0.0659301,0.0250251,0.0357251,0.0402024,0.0707375,0.0335403,0.0161171,0.0199574,0.0227231,0.0252759,0.0265983,0.0141969,0.026385,0.0555132
1048,0,0.0253024,0,0,0,0,0.0461631,0,0,0,0,0,0,0.0377648,0,0.0729348,0,0,0.0193218,0,0,0.0388633,0.070046,0.0247851,0.00701238,0.0170437,0.0313798,0.0445208,0.0374798,0.0519994,0.0348873,0.0140894,0.0183182,0.0302685,0.0311461,0.0100242,0.0137877,0.0158585,0.0180569,0.0175726,0,0.0175922,0.0625535,0.0339901,0,0,0.018402,0,0,0.0492055,0.0641193,0.0365165,0.0239892,0.0177064,0.0476038,0.0405855,0.0322465,0.0658793,0.0661678,0.0251184,0.0360112,0.0402348,0.0707994,0.0341054,0.0161339,0.0200794,0.0227433,0.0252258,0.026658,0.0143303,0.0264374,0.0555882
1049,0,0.0251643,0,0,0,0,0.0460766,0,0,0,0,0,0,0.0375223,0,0.073028,0,0,0.019371,0,0,0.0387362,0.0699177,0.0243817,0.00720162,0.0172574,0.031617,0.0448877,0.0376405,0.0521329,0.0350392,0.0139775,0.0182116,0.0300526,0.0307641,0.00996085,0.0139265,0.0157164,0.0181255,0.0169998,0,0.0177903,0.0623673,0.0340079,0,0,0.0183895,0,0,0.0492366,0.0641686,0.0364099,0.0243009,0.0180797,0.0482406,0.0407382,0.0321637,0.0659345,0.0664126,0.0252367,0.0363027,0.0401733,0.0707759,0.034901,0.0161417,0.0202298,0.0227309,0.0251398,0.026753,0.014627,0.0265769,0.0557071
