Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
210,0.0254218,0,0,0,0,0.040179,0,0,0,0,0,0,0.021961,0,0.0229488,0.0670972,0,0,0.0218776,0,0,0.0389235,0.0712639,0.0193645,0.00854755,0.0128291,0.0380407,0.0550233,0.032181,0.0436832,0.0492821,0.0280186,0.010768,0.0114262,0.0269932,0.0278299,0.0290085,0.0142038,0.0210693,0.0204135,0,0.0213977,0.0609467,0.0336663,0,0,0.0189445,0,0,0.0459476,0.0660392,0.0527982,0.0163763,0.0183358,0.0515202,0.0507196,0.0259357,0.0573817,0.0627526,0.0262245,0.0533708,0.0283023,0.0389492,0.0688031,0.0634667,0.015673,0.0127533,0.0213066,0.0186605,0.031141,0.0222512
211,0.0260232,0,0,0,0,0.0401994,0,0,0,0,0,0,0.0216553,0,0.022846,0.0671949,0,0,0.0219272,0,0,0.0389251,0.0710372,0.0194513,0.00885826,0.0129481,0.0377483,0.0538711,0.0324777,0.0440044,0.0493606,0.0277045,0.0106521,0.011679,0.0271747,0.0278793,0.0295945,0.0136067,0.0209123,0.0203356,0,0.0214539,0.0615976,0.0339301,0,0,0.0188184,0,0,0.0459259,0.0644184,0.0522989,0.0187317,0.0174568,0.0526178,0.0507019,0,0.0589747,0.0621342,0.0239395,0.0533925,0.0283905,0.0390123,0.0689868,0.0636345,0.0158073,0.012845,0.0211046,0.0189511,0.0303835,0.0222732
212,0.0260835,0,0,0,0,0.0401979,0,0,0,0,0,0,0.0218447,0,0.0228058,0.0672783,0,0,0.0219044,0,0,0.0389494,0.0710159,0.0194042,0.00890166,0.0129911,0.0376697,0.0535636,0.0324536,0.0438282,0.0492538,0.0276925,0.0104129,0.0117475,0.0271854,0.027988,0.029196,0.0134657,0.0210835,0.0207351,0,0.02146,0.0615093,0.0338823,0,0,0.0187873,0,0,0.0459412,0.0643856,0.0525408,0.018889,0.0176417,0.0528444,0.050621,0,0.0590604,0.0617028,0.0233996,0.0534263,0.0286618,0.0390952,0.0690113,0.0642874,0.0158307,0.0128745,0.0208624,0.0193129,0.0302648,0.0224706
213,0.0255995,0,0,0,0,0.0401707,0,0,0,0,0,0,0.0223202,0,0.0228322,0.0678911,0,0,0.0219681,0,0,0.0390585,0.0711076,0.0192281,0.00853493,0.0131472,0.0375455,0.0540976,0.0319408,0.043313,0.0490063,0.0280452,0.0104565,0.0116083,0.0270646,0.027925,0.0280394,0.0136963,0.0213242,0.0215122,0,0.0213452,0.0603767,0.0335836,0,0,0.0187185,0,0,0.0460152,0.0660973,0.0534064,0.0167546,0.0187661,0.0520489,0.0505277,0.0261781,0.0574825,0.0615847,0.0248516,0.0536219,0.0291617,0.0393217,0.0689771,0.0655403,0.0157384,0.0130378,0.0210803,0.0195548,0.0308652,0.022758
214,0.0256054,0,0,0,0,0.040257,0,0,0,0,0,0,0.02244,0,0.0227904,0.0682298,0,0,0.022031,0,0,0.039098,0.0710218,0.0191943,0.00858001,0.0133231,0.0373281,0.0538273,0.0317388,0.0434069,0.0489704,0.0281853,0.0105362,0.0116064,0.0270593,0.0279362,0.0276443,0.0136215,0.0213299,0.0218573,0,0.0211966,0.0601652,0.0335938,0,0,0.01861,0,0,0.0460165,0.0660776,0.0536807,0.016968,0.0189884,0.0522197,0.0503754,0.0265462,0.0576407,0.0611636,0.0242508,0.0538174,0.0292326,0.0395378,0.0691017,0.0663552,0.0157201,0.0130854,0.0210636,0.0191581,0.0308112,0.0229316
215,0.02563,0,0,0,0,0.0402715,0,0,0,0,0,0,0.0225666,0,0.0227776,0.0685555,0,0,0.0219924,0,0,0.0392349,0.0709294,0.0191587,0.00863885,0.0135093,0.0370906,0.0534364,0.0316721,0.0434232,0.0488552,0.0283351,0.0106107,0.0116415,0.027062,0.0279627,0.0273354,0.013464,0.0212513,0.022179,0,0.0208848,0.0598789,0.0335884,0,0,0.0184825,0,0,0.0460037,0.0660378,0.0538389,0.0171641,0.0192396,0.0524198,0.0502176,0.027097,0.0578699,0.0607811,0.0236448,0.0541464,0.02928,0.0398595,0.0693633,0.0672323,0.0157708,0.0131439,0.0208276,0.0187213,0.0307365,0.0232927
216,0.0257044,0,0,0,0,0.0402767,0,0,0,0,0,0,0.0227037,0,0.0227553,0.068804,0,0,0.0219092,0,0,0.0394288,0.0708242,0.0191325,0.00871998,0.0137083,0.0368819,0.0528942,0.0317643,0.0433287,0.0487543,0.0285196,0.010655,0.0117068,0.0270966,0.0279836,0.0270922,0.0132839,0.0212519,0.0225854,0,0.0205911,0.0596126,0.0335977,0,0,0.0183722,0,0,0.0460174,0.0659541,0.0537014,0.0173758,0.0194252,0.0526524,0.0500076,0.0275007,0.058174,0.0604577,0.0231139,0.0546049,0.029908,0.0403128,0.0698131,0.067778,0.0157907,0.0132739,0.0208751,0.0189094,0.0306197,0.0238234
217,0.0257741,0,0,0,0,0.0402939,0,0,0,0,0,0,0.0229189,0,0.0227323,0.0691016,0,0,0.0217903,0,0,0.0395141,0.0707042,0.0190986,0.00881791,0.0138863,0.0366395,0.0523707,0.0317669,0.0432029,0.0486979,0.0286799,0.0107663,0.0117428,0.0271404,0.0279742,0.0267721,0.0131256,0.021346,0.022957,0,0.0202356,0.0594158,0.0335863,0,0,0.0182513,0,0,0.0460329,0.0658467,0.0534131,0.017641,0.0196482,0.0528674,0.0497902,0.0280162,0.0584467,0.0602251,0.0226643,0.0551623,0.0307425,0.0408088,0.0703257,0.0677879,0.0158296,0.0134085,0.0207766,0.0191277,0.0304766,0.024293
218,0.0263865,0,0,0,0,0.0403199,0,0,0,0,0,0,0.0227401,0,0.0226949,0.0689195,0,0,0.0216169,0,0,0.0392125,0.0704635,0.0192258,0.00924619,0.0140127,0.0364154,0.0509487,0.0320935,0.0435138,0.0488643,0.0285754,0.0110495,0.01192,0.0272903,0.0281063,0.0272759,0.0127306,0.0216094,0.0224788,0,0.0198461,0.0603731,0.0339456,0,0,0.0180483,0,0,0.0460063,0.0637835,0.0522422,0.0201932,0.0195423,0.0540692,0.0495122,0,0.0608337,0.0596555,0.0198375,0.0555787,0.0312848,0.0411636,0.0708625,0.0665198,0.0158763,0.0135438,0.0207725,0.0195,0.0296813,0.0242718
219,0.0265057,0,0,0,0,0.0402592,0,0,0,0,0,0,0.0229144,0,0.0226554,0.0692329,0,0,0.0213148,0,0,0.0386926,0.070383,0.0190669,0.00937805,0.0141536,0.0361847,0.0502223,0.0320944,0.0433562,0.0488607,0.0286943,0.0110398,0.0119492,0.0272615,0.0281054,0.0269865,0.0126938,0.0221335,0.0222328,0,0.0193761,0.0603072,0.0340177,0,0,0.0178574,0,0,0.0459916,0.0634692,0.0515321,0.0205986,0.0199273,0.0543209,0.0493104,0,0.0612972,0.0596507,0.0194213,0.0561825,0.0318158,0.0417295,0.0713855,0.0654916,0.0159857,0.0136539,0.0204968,0.0195358,0.0294747,0.0240798
220,0.027028,0,0,0,0,0.0395926,0,0,0,0,0,0,0.0229806,0,0.0225339,0.0695753,0,0,0.0151893,0,0,0.0253078,0.0702377,0.0189826,0.00969282,0.0143187,0.036256,0.046659,0.0321306,0.0432706,0.0489111,0.0287185,0.0106765,0.0119747,0.0272297,0.0280926,0.026806,0.0168713,0.0236261,0.0216751,0,0.0189975,0.0601377,0.0339423,0,0,0.0177859,0,0,0.0459173,0.0630761,0.0506504,0.0212226,0.0201217,0.0548877,0.0496463,0,0.0618162,0.059832,0.0191147,0.0566827,0.0323123,0.0421422,0.0718341,0.0636442,0.0155842,0.013685,0.0203502,0.018823,0.0293177,0
221,0.0267433,0,0,0,0,0.040344,0,0,0,0,0,0,0.0230083,0,0.0225513,0.0697777,0,0,0.0214015,0,0,0.0390724,0.0702209,0.0189331,0.00956392,0.0143355,0.0356962,0.0492431,0.0320571,0.0431191,0.0489799,0.0287054,0.0106676,0.011971,0.0272976,0.0281377,0.0266638,0.0121841,0.0217166,0.0210777,0,0.0184242,0.0604092,0.0340153,0,0,0.0175315,0,0,0.0460336,0.0628351,0.0495909,0.0216454,0.0204299,0.0546566,0.0487386,0,0.062117,0.0599492,0.0189275,0.0572857,0.0330871,0.0426616,0.0724113,0.0612793,0.0160549,0.0139435,0.0203753,0.0195956,0.0290658,0.0243752
222,0.026887,0,0,0,0,0.0404546,0,0,0,0,0,0,0.0230745,0,0.022527,0.0699323,0,0,0.0210737,0,0,0.0398053,0.0701712,0.0189044,0.00968707,0.0143526,0.035445,0.0485612,0.0320553,0.0429735,0.0492737,0.0287451,0.0107155,0.0119562,0.0273253,0.0281856,0.0265423,0.0121504,0.0212072,0.0202737,0,0.0179293,0.0605721,0.0339987,0,0,0.017355,0,0,0.0460722,0.0624373,0.0484352,0.0223401,0.0204826,0.0548799,0.0484082,0,0.0625806,0.060208,0.0188461,0.0576643,0.0337228,0.043032,0.0728718,0.0581877,0.0159364,0.0142094,0.0206469,0.0195509,0.0288604,0.0257656
223,0.0270348,0,0,0,0,0.0405348,0,0,0,0,0,0,0.023226,0,0.0225279,0.0700046,0,0,0.0209859,0,0,0.0401193,0.070131,0.0188844,0.00972295,0.014411,0.0351471,0.0479513,0.0321896,0.0428912,0.0493557,0.0289276,0.0107022,0.0120189,0.0273424,0.028231,0.0263055,0.0119765,0.0209189,0.0194919,0,0.0174208,0.0607428,0.0339976,0,0,0.0171651,0,0,0.0460673,0.0620922,0.047187,0.0230237,0.0204546,0.0549837,0.0479242,0,0.0629618,0.0604337,0.0188877,0.057986,0.0343247,0.0433427,0.0733245,0.0542725,0.0159562,0.014432,0.0206747,0.0199021,0.0286971,0.0263416
224,0.0271515,0,0,0,0,0.0405714,0,0,0,0,0,0,0.0234032,0,0.0225605,0.069993,0,0,0.0207982,0,0,0.0401532,0.0701599,0.0188735,0.00965686,0.0145146,0.0348579,0.0473493,0.0322914,0.0429023,0.0493995,0.0290984,0.010616,0.0120718,0.0273294,0.028234,0.025998,0.0118145,0.0207346,0.0190531,0,0.0168701,0.0609885,0.033972,0,0,0.0169808,0,0,0.0460803,0.0617785,0.0459325,0.0237496,0.0203302,0.0550429,0.0473629,0,0.0632628,0.0605412,0.0189965,0.0582176,0.0348757,0.0435844,0.0737268,0.0499664,0.0159353,0.0146639,0.0205467,0.0201716,0.0285707,0.0263714
225,0.0275465,0,0,0,0,0.0397689,0,0,0,0,0,0,0.0234806,0,0.0225161,0.0699429,0,0,0.0148985,0,0,0.025717,0.0701755,0.0188634,0.00973562,0.0147385,0.0348532,0.0437589,0.0324308,0.0430505,0.0495412,0.029128,0.0106103,0.0121335,0.0273186,0.0281646,0.0257464,0.0159132,0.0232353,0.0192623,0,0.0163534,0.0613474,0.0340958,0,0,0.0168424,0,0,0.0460037,0.0614737,0.0447693,0.0245277,0.0200742,0.0553639,0.0471745,0,0.0635221,0.0605325,0.0191298,0.0583066,0.0353131,0.0436496,0.0740201,0.0453389,0.0155224,0.0148955,0.0204448,0.019412,0.0285345,0
226,0.0276051,0,0,0,0,0.0398071,0,0,0,0,0,0,0.0235909,0,0.0225939,0.0698525,0,0,0.014962,0,0,0.0258264,0.0702651,0.018854,0.00969034,0.0149082,0.0345134,0.0432615,0.032503,0.0430239,0.0495252,0.0290922,0.0107407,0.0122018,0.0274333,0.0282248,0.02549,0.0157452,0.0231053,0.0203868,0,0.0156646,0.0617513,0.0340163,0,0,0.0166454,0,0,0.0460208,0.0613015,0.0437191,0.0251314,0.0198028,0.0552692,0.0464222,0,0.0637156,0.0603621,0.0191691,0.0584448,0.0357435,0.0437703,0.0742643,0.0404199,0.0156107,0.0151523,0.0203715,0.0194816,0.0285141,0
227,0.0267033,0,0,0,0,0.0407396,0,0,0,0,0,0,0.0238347,0,0.022621,0.0699892,0,0,0.0210244,0,0,0.0399526,0.0703717,0.0187577,0.00915419,0.014955,0.0340878,0.0469676,0.0322083,0.0427431,0.0490362,0.0291002,0.010807,0.012065,0.027319,0.0281215,0.0248868,0.0116172,0.0211681,0.0244413,0,0.0145044,0.0610826,0.0332536,0,0,0.0164212,0,0,0.0461753,0.0625825,0.0403603,0.0230919,0.0223628,0.0538002,0.0451974,0,0.0631979,0.0589256,0.0184306,0.0604438,0,0.0453768,0.0758935,0.030087,0.0160812,0.0153713,0.0203633,0.020279,0.0292028,0.0258955
228,0.027409,0,0,0,0,0.0410485,0,0,0,0,0,0,0.0239519,0,0.0227553,0.0695997,0,0,0.0208196,0,0,0.0404268,0.0704584,0.0189649,0.00954232,0.0152354,0.0336664,0.0455533,0.0328894,0.0428744,0.0488973,0.0295883,0.0110176,0.0122807,0.0274448,0.0283025,0.0246523,0.0113325,0.020763,0.0248839,0,0.014127,0.0625677,0.0334255,0,0,0.0161938,0,0,0.0461434,0.0612872,0.0419927,0.025886,0.0187337,0.0546541,0.044302,0,0.0639848,0.0597759,0.0193691,0.0585208,0.0364105,0.0438745,0.0746992,0.0308125,0.0161907,0.015375,0.0201932,0.0207692,0.0284846,0.0270247
229,0.0275012,0,0,0,0,0.0412474,0,0,0,0,0,0,0.0244154,0,0.0228844,0.0693691,0,0,0.0208645,0,0,0.040781,0.0706226,0.0189785,0.00971162,0.0153913,0.0333615,0.0450369,0.0331515,0.0426195,0.0490361,0.0299877,0.0112673,0.0123955,0.0274915,0.0283492,0.024173,0.0112111,0.020713,0.0274389,0,0.0135711,0.0630419,0.0332105,0,0,0.0159878,0,0,0.0461485,0.0610868,0.0412118,0.0265746,0.0178566,0.0546192,0.0435389,0,0.064091,0.0593893,0.0194787,0.058319,0.036408,0.0438479,0.0749614,0.0268167,0.0162549,0.0157314,0.0200492,0.0208486,0.0284425,0.0279477
230,0.0275742,0,0,0,0,0.0415349,0,0,0,0,0,0,0.0246397,0,0.0229613,0.0691887,0,0,0.0209752,0,0,0.0407617,0.0707326,0.0190517,0.00982688,0.0156147,0.0330539,0.0445694,0.0332829,0.0425435,0.0491556,0.0302877,0.01137,0.012438,0.0275301,0.0283838,0.0238557,0.0110849,0.0209093,0.0300523,0,0.0129035,0.0634667,0.0329612,0,0,0.0158317,0,0,0.0461938,0.0609256,0.040549,0.0272066,0.0171525,0.0545733,0.0427287,0,0.0640474,0.0590226,0.0195889,0.0582914,0.0364723,0.0439442,0.0752754,0.0232555,0.0163574,0.0162387,0.0199278,0.0210622,0.0283784,0.028367
231,0.0276323,0,0,0,0,0.041831,0,0,0,0,0,0,0.0246528,0,0.0229916,0.069017,0,0,0.0210835,0,0,0.0409395,0.0708596,0.0191514,0.00999879,0.0157937,0.0327275,0.0441068,0.0333408,0.0424348,0.049204,0.0303831,0.0113191,0.0123633,0.0275262,0.0284137,0.0234671,0.0109131,0.0208876,0.0323949,0,0.0122155,0.0638865,0.032724,0,0,0.0156715,0,0,0.0462656,0.0607108,0.0398696,0.0279446,0.0165331,0.0545847,0.0419043,0,0.0639633,0.0587416,0.0196713,0.0584102,0.0366643,0.0441588,0.0756256,0.0204698,0.0164932,0.0167381,0.0198454,0.0215135,0.0282903,0.0291025
232,0.0276675,0,0,0,0,0.0420862,0,0,0,0,0,0,0.024729,0,0.0230325,0.068877,0,0,0.021038,0,0,0.0409445,0.0709922,0.019228,0.0102448,0.0159049,0.032375,0.0436208,0.0334732,0.0423494,0.0493009,0.0305551,0.0111999,0.0123978,0.0275143,0.0284528,0.0230675,0.010826,0.0207778,0.0346864,0,0.0116894,0.0643318,0.0325339,0,0,0.0155422,0,0,0.0462771,0.060422,0.0392359,0.0287339,0.0160195,0.0546127,0.0410374,0,0.0638763,0.0585456,0.0197613,0.0585194,0.0367834,0.0443715,0.0759862,0.018157,0.0166031,0.0171242,0.0198297,0.0219478,0.0281959,0.0290631
233,0.0276935,0,0,0,0,0.042401,0,0,0,0,0,0,0.0250608,0,0.0230891,0.0687109,0,0,0.0208928,0,0,0.0409284,0.0711015,0.0192296,0.0104726,0.015969,0.0320112,0.0432524,0.0336509,0.0422842,0.0493794,0.0307673,0.0111782,0.012484,0.0275462,0.0284954,0.0227021,0.0108409,0.0203932,0.0369486,0,0.0113325,0.0647422,0.0323797,0,0,0.0154331,0,0,0.0462272,0.0600687,0.0386937,0.0295276,0.0156112,0.0546573,0.0401035,0,0.063743,0.0584081,0.0198679,0.058672,0.036862,0.0445937,0.0762943,0.0164061,0.0166287,0.0174033,0.0198114,0.022077,0.0281026,0.0282764
234,0.0277472,0,0,0,0,0.0426647,0,0,0,0,0,0,0.0254455,0,0.0231435,0.068532,0,0,0.0207921,0,0,0.0409095,0.0712262,0.019207,0.010659,0.0159691,0.0316535,0.0428717,0.033775,0.042179,0.049339,0.0309634,0.0112541,0.0125719,0.0275989,0.0285521,0.0222996,0.010833,0.0199831,0.0389524,0,0.011127,0.0651456,0.0322482,0,0,0.0153642,0,0,0.0461609,0.0596747,0.0381293,0.0302316,0.0153239,0.0546946,0.0391826,0,0.0635851,0.0583315,0.0199922,0.0588014,0.0368966,0.044829,0.0764835,0.0152685,0.0166328,0.0175995,0.0196847,0.022372,0.028039,0.0273819
235,0.0278243,0,0,0,0,0.0428839,0,0,0,0,0,0,0.025788,0,0.0231884,0.0685199,0,0,0.0207116,0,0,0.0408158,0.0713858,0.0192007,0.0107909,0.0159366,0.0313232,0.0423922,0.0338638,0.0420686,0.049056,0.031062,0.0112622,0.0125459,0.0276579,0.0285703,0.0218322,0.0107735,0.0197353,0.0405713,0,0.0109994,0.0656205,0.0321268,0,0,0.0153383,0,0,0.0461177,0.0591982,0.037522,0.0308447,0.0151519,0.05471,0.038295,0,0.0634512,0.0583137,0.0201192,0.0588318,0.0368383,0.0449099,0.0766714,0.0147055,0.0167355,0.0177677,0.0193825,0.022788,0.0280121,0.0267892
236,0.0279366,0,0,0,0,0.0422781,0,0,0,0,0,0,0.0262292,0,0.0231736,0.0684561,0,0,0.0161702,0,0,0.0266421,0.0715191,0.0192192,0.0108889,0.0159306,0.0310808,0.038945,0.0339967,0.0420191,0.0487719,0.0311306,0.011295,0.0124211,0.0276316,0.0285146,0.0212814,0.0145523,0.0229249,0.0419997,0,0.0108553,0.065978,0.0324341,0,0,0.0152995,0,0,0.0459828,0.0586601,0.0367958,0.0314495,0.0149771,0.0548046,0.0377326,0,0.0633332,0.0583457,0.0203107,0.0586558,0.0365989,0.044821,0.0767176,0.0145493,0.0165364,0.0179928,0.018953,0.0221129,0.0279222,0
237,0.0278829,0,0,0,0,0.0433858,0,0,0,0,0,0,0.0264397,0,0.0232047,0.0683685,0,0,0.0208249,0,0,0.0407728,0.0717191,0.0192993,0.0109821,0.0157949,0.0304754,0.0413155,0.0339389,0.0418746,0.0486179,0.031204,0.0114711,0.0125251,0.0277201,0.0285778,0.0210553,0.0105869,0.0194396,0.0434954,0,0.0105983,0.0664693,0.0318413,0,0,0.0152198,0,0,0.0459944,0.0582639,0.0360876,0.0318847,0.0148821,0.0544089,0.0365925,0,0.0630556,0.0582573,0.0203239,0.0585983,0.0363282,0.0448267,0.0767737,0.0147294,0.0170686,0.0186037,0.0187751,0.0230765,0.0279338,0.0266929
238,0.0278792,0,0,0,0,0.0436376,0,0,0,0,0,0,0.0267778,0,0.0231921,0.0682763,0,0,0.0206299,0,0,0.0408489,0.0719336,0.0193312,0.011127,0.0156386,0.0300476,0.0405284,0.0338414,0.0417611,0.0486317,0.031276,0.0115762,0.012652,0.0277675,0.0285729,0.0206247,0.0106651,0.0194976,0.0449602,0,0.0103924,0.0667915,0.0316775,0,0,0.0152085,0,0,0.0460068,0.057884,0.0355094,0.032301,0.0147141,0.0542337,0.0358343,0,0.0628161,0.0582436,0.0203063,0.0585411,0.0359845,0.0447724,0.076726,0.0151579,0.0172895,0.0191802,0.0185722,0.0233061,0.0278913,0.0273974
239,0.0272492,0,0,0,0,0.043911,0,0,0,0,0,0,0.0276261,0,0.0231631,0.0684073,0,0,0.0210162,0,0,0.0409235,0.0722916,0.0191695,0.0109405,0.0156136,0.0296667,0.0409688,0.0332492,0.0412255,0.0485844,0.031647,0.011617,0.0124887,0.0276945,0.0284894,0.0193369,0.010746,0.0199482,0.0454807,0,0.00989369,0.066046,0.0310289,0,0,0.0151491,0,0,0.0461387,0.0590189,0.0343443,0.0301182,0.0146415,0.0525839,0.0351217,0.0334859,0.0609302,0.0593544,0.0225436,0.0594704,0.0365721,0.045571,0.0772761,0.0145854,0.0174177,0.0199333,0.0186642,0.0230889,0.0285387,0.027819
240,0.0278072,0,0,0,0,0.0443567,0,0,0,0,0,0,0.0275857,0,0.0232036,0.0681289,0,0,0.0206241,0,0,0.0407849,0.0723501,0.019421,0.0113816,0.0152303,0.0291567,0.0391716,0.0334515,0.0416427,0.0487481,0.0314238,0.0116379,0.0126129,0.0278638,0.0286813,0.0195961,0.0103764,0.0200564,0.046711,0,0.010053,0.0674058,0.0312857,0,0,0.0150484,0,0,0.0462218,0.057055,0.0341455,0.032859,0.0144797,0.0538913,0.0344158,0,0.0624129,0.0582748,0.0202412,0.0583116,0.0351354,0.0445858,0.076764,0.0162275,0.0176336,0.0206329,0.0187563,0.0236426,0.0276848,0.0284129
241,0.0277452,0,0,0,0,0.0447417,0,0,0,0,0,0,0.0280602,0,0.0231023,0.068163,0,0,0.0205787,0,0,0.0408794,0.0725045,0.0193967,0.0113641,0.0149702,0.0287649,0.0385173,0.0333515,0.0415951,0.0487069,0.0314504,0.0116103,0.0125555,0.0279541,0.028744,0.0190874,0.0101759,0.0201691,0.0468804,0,0.0101319,0.06765,0.0310587,0,0,0.0150118,0,0,0.0462708,0.056459,0.0330879,0.0331161,0.0143072,0.0538003,0.0338326,0,0.0623948,0.0583649,0.0201977,0.0581825,0.0346117,0.0445146,0.0766896,0.0164907,0.0178626,0.021202,0.0186887,0.023984,0.0275507,0.0288178
242,0.0269992,0,0,0,0,0.0451588,0,0,0,0,0,0,0.0289065,0,0.022908,0.0682649,0,0,0.0208805,0,0,0.0411078,0.0727161,0.0191186,0.0109824,0.0147792,0.0286561,0.0389799,0.03298,0.0412594,0.0485671,0.0317916,0.0113885,0.0122097,0.0279287,0.0287033,0.0180495,0.0100873,0.0203601,0.0458678,0,0.010251,0.0668184,0.0303689,0,0,0.0150587,0,0,0.0463255,0.0572223,0.0312803,0.0309688,0.0140489,0.0524748,0.0334499,0.0332448,0.0608513,0.0595868,0.0223559,0.0589432,0.0352474,0.0452274,0.0770828,0.0150317,0.01806,0.0215952,0.0186335,0.0241161,0.0281457,0.0289646
243,0.0266518,0,0,0,0,0.0455264,0,0,0,0,0,0,0.0291544,0,0.0227633,0.0682886,0,0,0.0208357,0,0,0.0411253,0.072616,0.0191056,0.0109864,0.0143291,0.0283836,0.0383909,0.0330275,0.0414853,0.0487092,0.0320366,0.0111784,0.011821,0.0280034,0.0287956,0.0180839,0.00981027,0.020288,0.0458275,0,0.0103492,0.0670755,0.030214,0,0,0.015036,0,0,0.0463148,0.0565266,0.0302691,0.0312911,0.0139541,0.05255,0.033341,0.0327754,0.0608535,0.0598005,0.0225898,0.0587667,0.0351743,0.0451345,0.077095,0.0150266,0.0182024,0.0221098,0.0186248,0.0245004,0.0280414,0.0291648
244,0.0262516,0,0,0,0,0.0458286,0,0,0,0,0,0,0.0291855,0,0.0225081,0.0681692,0,0,0.0207038,0,0,0.0411548,0.072439,0.0190433,0.0111155,0.0136569,0.0283041,0.0377216,0.0333023,0.0418607,0.0490616,0.032491,0.0109603,0.0114667,0.0281111,0.0288969,0.0181939,0.00957337,0.0202029,0.0457945,0,0.0103553,0.0675525,0.0300596,0,0,0.0151201,0,0,0.0463068,0.0559665,0.0300135,0.031646,0.0141823,0.0528154,0.0333485,0.03222,0.0606331,0.0599196,0.0228575,0.0588764,0.0353367,0.0452951,0.077321,0.0151884,0.0183267,0.0227323,0.0186458,0.0247534,0.0279735,0.0294627
245,0.0258543,0,0,0,0,0.0460057,0,0,0,0,0,0,0.0289395,0,0.0221116,0.0679132,0,0,0.0205961,0,0,0.0412491,0.0721562,0.0190035,0.0113045,0.0129998,0.0284734,0.0370781,0.0337812,0.0424151,0.0495581,0.0329362,0.0105388,0.0111807,0.0283313,0.0290364,0.0184877,0.00935999,0.0201846,0.0455416,0,0.0103651,0.0680765,0.0298062,0,0,0.0153654,0,0,0.0464789,0.0557197,0.0303364,0.0317702,0.0146195,0.0529968,0.0334757,0.0320558,0.060286,0.0598549,0.0229862,0.0591663,0.0358119,0.0455207,0.0775593,0.0152123,0.0185811,0.0234301,0.0186894,0.0248219,0.0279462,0.0298586
246,0.0259836,0,0,0,0,0.0461508,0,0,0,0,0,0,0.0280513,0,0.0215675,0.0676171,0,0,0.0201093,0,0,0.041264,0.0716689,0.019274,0.0118442,0.0126711,0.0286939,0.0353994,0.0346342,0.0435494,0.0503359,0.0331997,0.010187,0.0113123,0.0287486,0.0293908,0.0199924,0.00916151,0.020048,0.0455246,0,0.0106002,0.0692533,0.0299553,0,0,0.0156537,0,0,0.0467609,0.0542676,0.0311779,0.0341023,0.0146307,0.0543441,0.033878,0,0.0615118,0.0585838,0.0206563,0.0584188,0.0353325,0.0447544,0.0771205,0.0160801,0.018867,0.0239584,0.0187428,0.025151,0.0271435,0.030467
247,0.024773,0,0,0,0,0.0451539,0,0,0,0,0,0,0.0278487,0,0.0211137,0.0674647,0,0,0.0168884,0,0,0.0268778,0.0714185,0.0194305,0.0116196,0.0129988,0.0294172,0.0334559,0.0347559,0.0440552,0.0510407,0.0339752,0.0101848,0.0113479,0.0289327,0.0295478,0.0204655,0.0122936,0.0223048,0.0445226,0,0.0107316,0.0681974,0.0300249,0,0,0.0160431,0,0,0.0469925,0.0560285,0.0314521,0.0315189,0.0148212,0.0526291,0.0343189,0.0316141,0.0598972,0.0595166,0.0226965,0.0592274,0.0362577,0.04542,0.0773666,0.0150359,0.018621,0.0242618,0.0188012,0.0238471,0.0276128,0
248,0.0252406,0,0,0,0,0.0464126,0,0,0,0,0,0,0.0267976,0,0.0208437,0.0671232,0,0,0.0211912,0,0,0.0417047,0.0707742,0.0199813,0.0118718,0.0131048,0.0297149,0.0349757,0.0355969,0.0454014,0.0523215,0.0344338,0.0102114,0.0118515,0.029481,0.0300869,0.0221831,0.00858225,0.020472,0.0444824,0,0.0111826,0.0691506,0.0296072,0,0,0.0164265,0,0,0.0470968,0.0547388,0.0321536,0.0335767,0.0144476,0.053439,0.0347863,0,0.0613546,0.0581956,0.020196,0.0580809,0.0351563,0.044454,0.0767167,0.0158559,0.0188704,0.0246134,0.0187604,0.0253252,0.0269613,0.0311903
249,0.0244768,0,0,0,0,0.0462435,0,0,0,0,0,0,0.0266741,0,0.0206593,0.0669188,0,0,0.0219018,0,0,0.0421718,0.0704459,0.0202003,0.0115735,0.013675,0.0304646,0.0359444,0.0355282,0.0459202,0.0533884,0.0351293,0.0102914,0.0121099,0.0298911,0.030482,0.022373,0.00879293,0.0206051,0.0431819,0,0.0114106,0.0680923,0.0292951,0,0,0.0168991,0,0,0.047082,0.0564918,0.0322647,0.0311949,0.0145421,0.0519707,0.0350227,0.0312776,0.059892,0.0592019,0.0223259,0.0586826,0.0354741,0.0447872,0.0768113,0.014715,0.0186363,0.0248822,0.0187365,0.0247872,0.027659,0.0318941
