Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHIA,LTHI,
1522,0.0320749,0,0,0,0,0.0411764,0,0,0,0,0,0,0.0454043,0,0.0174494,0.0688595,0,0,0.0213738,0,0,0.0377153,0.0721004,0.0181996,0.00455719,0.0160833,0.0340755,0.0358702,0.0383886,0.0506879,0.0315502,0.0117101,0.0125417,0.0277249,0.0286688,0.0117947,0.0110825,0.021906,0.0175376,0.0362874,0,0.0117586,0.0659936,0.0429709,0,0,0.0166133,0,0,0.0450725,0.0495848,0.0328027,0.0270589,0.0130386,0.051347,0.0414611,0.0348333,0.0609224,0.0220839,0.0566595,0.0348267,0.0422862,0.0741136,0.0153762,0.0185332,0.0192007,0.0210262,0.0225592,0.0240848,0.0638038,0.0298406,0
1523,0.032069,0,0,0,0,0.040939,0,0,0,0,0,0,0.0453628,0,0.0176771,0.0686476,0,0,0.0214041,0,0,0.0377204,0.0722611,0.0180786,0.00450656,0.0161121,0.034137,0.035497,0.0382708,0.0505,0.0317193,0.011843,0.0125655,0.0277168,0.0286839,0.011568,0.0111864,0.0221593,0.0175418,0.0372848,0,0.0117916,0.0662683,0.0429269,0,0,0.0166991,0,0,0.0449919,0.0494694,0.0326276,0.0272001,0.0131233,0.0512394,0.0414674,0.0348491,0.0608941,0.0223295,0.0569082,0.0348461,0.0425224,0.0744425,0.0146389,0.0187687,0.0194187,0.0210208,0.0223935,0.024163,0.0637823,0.0300469,0
1524,0.0320419,0,0,0,0,0.0407116,0,0,0,0,0,0,0.0451137,0,0.0178401,0.0684882,0,0,0.0214659,0,0,0.0377485,0.0723741,0.0178976,0.00444367,0.0161002,0.0341926,0.035121,0.0382416,0.0503831,0.0318757,0.0119709,0.0126226,0.0276806,0.0286836,0.0112934,0.0112798,0.0224343,0.0175431,0.0380636,0,0.0119811,0.0666516,0.0428867,0,0,0.0166539,0,0,0.0448823,0.0494099,0.0326572,0.0272987,0.0132802,0.0511031,0.0414366,0.0349881,0.0608797,0.022613,0.0571664,0.0349296,0.0427285,0.0747275,0.0141829,0.0189092,0.0193877,0.0209172,0.0222282,0.0242703,0.0637963,0.0302287,0
1525,0.0319958,0,0,0,0,0.0405108,0,0,0,0,0,0,0.0447309,0,0.0179412,0.0683823,0,0,0.0215348,0,0,0.0377893,0.072421,0.0176939,0.00435189,0.0160643,0.0342352,0.0347721,0.0382022,0.0503424,0.0319601,0.0120672,0.0127001,0.0276301,0.0286346,0.0110324,0.0113553,0.0227418,0.0175147,0.0386173,0,0.0123435,0.0671041,0.042849,0,0,0.0165778,0,0,0.0447892,0.0493997,0.0328723,0.0273305,0.0133946,0.0509462,0.0413767,0.0350876,0.0609253,0.0229015,0.0573816,0.034995,0.0428658,0.0749287,0.0139619,0.0188859,0.0192694,0.0208355,0.0220791,0.0243947,0.0638695,0.0303338,0
1526,0.0319205,0,0,0,0,0.0403423,0,0,0,0,0,0,0.0443955,0,0.0180674,0.0682383,0,0,0.0216274,0,0,0.0378661,0.0724916,0.0176378,0.00424888,0.0160839,0.0342728,0.0344501,0.0382092,0.0504049,0.0320262,0.0121277,0.0128282,0.0276038,0.0285585,0.010786,0.0114317,0.0230623,0.0175135,0.038758,0,0.0127389,0.0671158,0.0427765,0,0,0.0165311,0,0,0.0447279,0.049447,0.0330531,0.0273042,0.0134872,0.05074,0.041319,0.0351318,0.0609884,0.0231196,0.057534,0.0350696,0.0429798,0.0751039,0.0139011,0.0187706,0.019192,0.0207875,0.0219572,0.0245463,0.0639458,0.0303787,0
1527,0.0317889,0,0,0,0,0.0401947,0,0,0,0,0,0,0.0439888,0,0.0181416,0.0680784,0,0,0.0217497,0,0,0.0378516,0.0725761,0.017716,0.00416457,0.0161927,0.0343022,0.0341562,0.0382365,0.0505003,0.0320309,0.0121572,0.0129311,0.0275985,0.0285535,0.0105029,0.0114722,0.0232028,0.0175957,0.0384153,0,0.0130391,0.067102,0.0426992,0,0,0.0165177,0,0,0.0446798,0.0495509,0.0333543,0.0271983,0.0135942,0.0505077,0.0413272,0.035123,0.0610638,0.0232194,0.0576578,0.0352318,0.0430893,0.0752599,0.014029,0.0186519,0.0191491,0.0207755,0.0218403,0.024667,0.0640611,0.030362,0
1528,0.0316383,0,0,0,0,0.0400912,0,0,0,0,0,0,0.0435298,0,0.0182018,0.067965,0,0,0.0218544,0,0,0.0378292,0.0725767,0.0176668,0.00408135,0.0162999,0.0343585,0.0339174,0.0382928,0.0504224,0.031961,0.0121338,0.0128708,0.0275513,0.0285281,0.010175,0.01146,0.0233416,0.0176836,0.0376684,0,0.0133652,0.0671285,0.0426025,0,0,0.0165629,0,0,0.0446504,0.0497503,0.0339335,0.027011,0.0136259,0.0502921,0.0413966,0.0351107,0.0611063,0.023328,0.0577357,0.0354611,0.0431591,0.0753634,0.0143121,0.0185958,0.0190523,0.0207415,0.0217626,0.0247489,0.0641919,0.0303381,0
1529,0.031482,0,0,0,0,0.0400622,0,0,0,0,0,0,0.0430868,0,0.0182299,0.0679257,0,0,0.0219858,0,0,0.037822,0.0725248,0.0176609,0.00398989,0.0163348,0.0344266,0.0337664,0.038316,0.0503946,0.0318281,0.012104,0.0127828,0.0275473,0.0285208,0.00990001,0.0114051,0.0234546,0.0177884,0.0366716,0,0.0136872,0.0671465,0.0425078,0,0,0.0166035,0,0,0.044649,0.0500113,0.0344976,0.0267808,0.0136474,0.0501041,0.0415275,0.0351218,0.061079,0.0234258,0.0577785,0.0356413,0.0431883,0.0754121,0.014877,0.0184773,0.01907,0.0207644,0.0217694,0.0248244,0.0643026,0.030301,0
1530,0.031305,0,0,0,0,0.0400938,0,0,0,0,0,0,0.0425991,0,0.01818,0.0679223,0,0,0.0220913,0,0,0.0378939,0.072427,0.0175775,0.00387269,0.0163537,0.0345439,0.0336741,0.0384029,0.050479,0.0316833,0.011984,0.0127635,0.0275391,0.0285025,0.00960858,0.0113416,0.0236456,0.0179061,0.0356928,0,0.0139802,0.0670605,0.0423975,0,0,0.0166507,0,0,0.0446235,0.0503496,0.0351683,0.0264862,0.0135969,0.0499067,0.0417204,0.0351373,0.0609733,0.023484,0.0577581,0.0357204,0.043148,0.0753942,0.0156683,0.0183305,0.019026,0.0208088,0.0218088,0.0249184,0.0644373,0.0302608,0
1531,0.0311279,0,0,0,0,0.0401549,0,0,0,0,0,0,0.0420729,0,0.0181279,0.0679458,0,0,0.0221969,0,0,0.0380081,0.0723142,0.0175566,0.00374038,0.016387,0.0347074,0.0336597,0.0385492,0.0506004,0.0315718,0.0118748,0.0128028,0.0275247,0.028501,0.0093405,0.0112527,0.0238724,0.018029,0.0346838,0,0.0140592,0.0669042,0.0422659,0,0,0.0167055,0,0,0.0446202,0.0507405,0.0360493,0.0261707,0.0135406,0.0497575,0.041949,0.0351779,0.0607797,0.0234459,0.0576837,0.0357099,0.0430481,0.0752738,0.0166753,0.0181826,0.0189227,0.0208613,0.0218555,0.0249874,0.0645803,0.0302565,0
1532,0.0309674,0,0,0,0,0.0402333,0,0,0,0,0,0,0.0414602,0,0.0181323,0.0679583,0,0,0.0222499,0,0,0.0380058,0.072168,0.0175773,0.00359493,0.016418,0.0348654,0.0337104,0.038755,0.0507345,0.0314795,0.0117915,0.0127986,0.0275271,0.0284744,0.00905859,0.0111228,0.0239678,0.0181769,0.033671,0,0.0139024,0.0667153,0.0421224,0,0,0.0167332,0,0,0.0446169,0.0511296,0.0366949,0.0258468,0.0134064,0.0496989,0.0422082,0.035223,0.0605866,0.023321,0.0575486,0.0356407,0.0428869,0.0750056,0.0177504,0.0180056,0.0187931,0.0209089,0.0219131,0.0250355,0.0647421,0.0302327,0
1533,0.0308179,0,0,0,0,0.0403028,0,0,0,0,0,0,0.0408514,0,0.0180889,0.0680185,0,0,0.0223332,0,0,0.0379189,0.0719997,0.01752,0.00347328,0.0164771,0.0350318,0.0338191,0.0389236,0.0508778,0.0314431,0.0117236,0.0127545,0.0275679,0.0284602,0.00883744,0.0109589,0.023923,0.0183557,0.0323271,0,0.0138729,0.0664965,0.0419779,0,0,0.0167482,0,0,0.0446302,0.0515112,0.03749,0.0255414,0.0132982,0.0496526,0.0424687,0.0352305,0.0603095,0.0230942,0.0574567,0.0355481,0.0427744,0.0748029,0.0191102,0.0178103,0.0186769,0.02095,0.0219955,0.0250921,0.0648071,0.0301999,0
1534,0.0306715,0,0,0,0,0.0403828,0,0,0,0,0,0,0.0402041,0,0.0181214,0.0681393,0,0,0.022416,0,0,0.0378935,0.0718253,0.0175515,0.00337767,0.016523,0.0352172,0.0339466,0.0390919,0.0509765,0.0314312,0.0116154,0.0127465,0.0275979,0.028453,0.00867588,0.0108266,0.0239489,0.0184849,0.0310565,0,0.0139362,0.0662612,0.041851,0,0,0.0167877,0,0,0.0446463,0.051876,0.0380815,0.0252375,0.013147,0.0496374,0.042694,0.0352261,0.0600986,0.0228695,0.0573062,0.0354553,0.0426484,0.0745923,0.0204855,0.0176181,0.0185832,0.0209843,0.0220836,0.0251605,0.0649007,0.0301691,0
1535,0.0305305,0,0,0,0,0.0404343,0,0,0,0,0,0,0.0395357,0,0.0181597,0.0682677,0,0,0.0224725,0,0,0.0379406,0.0716275,0.0175519,0.00331053,0.0165379,0.0353983,0.0340719,0.0392516,0.0510493,0.0313978,0.0115438,0.0127741,0.0275905,0.0284226,0.00857132,0.0107463,0.0240482,0.0185781,0.0298693,0,0.0139851,0.0660414,0.0417298,0,0,0.0168332,0,0,0.0446215,0.0522045,0.0383452,0.0249686,0.0130459,0.0496584,0.0428769,0.0351999,0.0599947,0.0226671,0.0571354,0.0353284,0.0424993,0.0743545,0.0218814,0.0175961,0.0184653,0.0210127,0.022143,0.0252391,0.0649932,0.030172,0
1536,0.0303866,0,0,0,0,0.040469,0,0,0,0,0,0,0.0390223,0,0.0181804,0.0683896,0,0,0.022488,0,0,0.0380424,0.0714406,0.0174675,0.00325168,0.0165395,0.0355453,0.0341775,0.0393762,0.0510924,0.031379,0.0115369,0.012754,0.0275428,0.0283971,0.00855902,0.0107008,0.024204,0.0186509,0.0287463,0,0.0140286,0.0657733,0.0416175,0,0,0.0168924,0,0,0.0446061,0.0525107,0.0385233,0.0247181,0.0130847,0.0496899,0.0430331,0.03514,0.0599883,0.0224627,0.0569627,0.0352003,0.0423371,0.0741221,0.0232459,0.0176497,0.0183199,0.0210339,0.0221569,0.0253058,0.0650516,0.0301793,0
1537,0.0302322,0,0,0,0,0.0404852,0,0,0,0,0,0,0.0385533,0,0.0181722,0.068524,0,0,0.0224595,0,0,0.038079,0.0712831,0.0173193,0.00319588,0.0165441,0.0356775,0.0342872,0.0394222,0.0511197,0.0313845,0.0115426,0.0126512,0.0275189,0.0283993,0.00852867,0.0106574,0.0242952,0.0187353,0.0276278,0,0.0140596,0.0655009,0.0415133,0,0,0.0169038,0,0,0.0445673,0.0528056,0.039146,0.0244068,0.0132724,0.0496986,0.043136,0.0350937,0.0600038,0.0222086,0.0568437,0.0352149,0.0422587,0.0739924,0.0246033,0.0177074,0.0181704,0.0210575,0.0221344,0.0253543,0.0650196,0.0301693,0
1538,0.0309382,0,0,0,0,0.0405202,0,0,0,0,0,0,0.0407138,0,0,0.0697287,0,0,0.022348,0,0,0.038077,0.0694692,0.0146721,0.00475473,0.0176135,0.0361758,0.0340767,0,0.0526418,0.0308665,0.00923847,0.0100766,0.0277249,0.0276162,0.0111821,0.0107923,0.0243963,0.0187059,0.026447,0,0.0142647,0.0646275,0.0417295,0,0,0.0168219,0,0,0.044436,0.0531247,0.0399908,0.0234706,0.0131707,0.0493533,0.0423234,0.0355014,0.0600661,0.0217965,0.0565656,0.0350758,0.0419789,0.0736422,0.0262555,0.0176876,0.0182125,0.0209575,0.0222454,0.0248587,0.0652238,0.0319278,0
1539,0.0299965,0,0,0,0,0.0405357,0,0,0,0,0,0,0.0376681,0,0.0184458,0.0687442,0,0,0.022371,0,0,0.0380824,0.0710058,0.0171684,0.00320644,0.0166091,0.0358849,0.0343923,0.0394547,0.0511734,0.0313844,0.0114965,0.0125917,0.0275368,0.0283714,0.00865561,0.010595,0.0243964,0.0188704,0.0259078,0,0.0142556,0.0650484,0.0413705,0,0,0.0167661,0,0,0.0445502,0.0532953,0.0399057,0.0236975,0.0135305,0.0497074,0.043117,0.0349042,0.060324,0.0219963,0.0565881,0.0353161,0.0419478,0.0736316,0.026862,0.0177188,0.0181525,0.0210942,0.0221663,0.0253998,0.0649762,0.0301857,0
1540,0.0298731,0,0,0,0,0.0405799,0,0,0,0,0,0,0.0374624,0,0.0185118,0.068814,0,0,0.0223472,0,0,0.0380672,0.0709044,0.0171381,0.00322491,0.0166101,0.0358855,0.0343828,0.0394776,0.051152,0.0314046,0.01148,0.0126366,0.0274952,0.0283504,0.00871874,0.0105374,0.0244993,0.0190003,0.0252348,0,0.0144064,0.0649194,0.0413024,0,0,0.0168195,0,0,0.0445586,0.0534788,0.0402018,0.0233845,0.0136509,0.0496791,0.0431194,0.0347153,0.0605769,0.0220169,0.0564133,0.035359,0.0417424,0.0733468,0.027797,0.0176528,0.0181149,0.0211066,0.0222235,0.0254138,0.0649093,0.0301706,0
1541,0.0297476,0,0,0,0,0.0406395,0,0,0,0,0,0,0.0371382,0,0.0186393,0.068897,0,0,0.0223162,0,0,0.0381412,0.0708158,0.0171636,0.00321329,0.0165926,0.0358922,0.0343308,0.0395292,0.0510788,0.0313997,0.0114895,0.0126272,0.0274756,0.0283401,0.00888853,0.010537,0.0247027,0.0190583,0.024547,0,0.0146129,0.0647126,0.0412162,0,0,0.0167801,0,0,0.0445609,0.0536949,0.0408154,0.023021,0.0138282,0.0496121,0.0430442,0.0345301,0.06079,0.0220431,0.0562917,0.035349,0.0416209,0.073148,0.0286695,0.0175962,0.0181391,0.021114,0.0222898,0.0254353,0.0647514,0.0302303,0
1542,0.029635,0,0,0,0,0.0406806,0,0,0,0,0,0,0.0367973,0,0.0187584,0.0689356,0,0,0.0222597,0,0,0.0381641,0.0707665,0.0171683,0.00320967,0.0165551,0.0358645,0.0342267,0.039501,0.0510019,0.0313981,0.0115687,0.0126412,0.0274807,0.0283359,0.00907653,0.0105614,0.0248153,0.0191084,0.0239469,0,0.014722,0.0645468,0.0411458,0,0,0.016742,0,0,0.044543,0.0539008,0.0411999,0.0226491,0.0140186,0.0495179,0.0429358,0.0343775,0.0609738,0.0221122,0.0561848,0.0352793,0.0415487,0.072977,0.0295698,0.0175936,0.0181117,0.0211367,0.0223218,0.0254453,0.0645517,0.0303158,0
1543,0.0295133,0,0,0,0,0.0406853,0,0,0,0,0,0,0.0364945,0,0.0188681,0.0689569,0,0,0.0222106,0,0,0.0381271,0.0707338,0.0171069,0.00323355,0.0165529,0.0358113,0.0340591,0.0394447,0.0508996,0.0313992,0.0116012,0.0127252,0.0274648,0.0283142,0.00919414,0.0105733,0.0248682,0.0192087,0.0233454,0,0.0147868,0.0644057,0.0410707,0,0,0.0167648,0,0,0.0445391,0.0541028,0.0415248,0.0222611,0.014205,0.0494026,0.0428295,0.0342504,0.0611209,0.0221921,0.0561158,0.035181,0.0414569,0.072822,0.0304853,0.0176197,0.0181149,0.0211371,0.0223533,0.0254402,0.0643623,0.0303047,0
1544,0.0293717,0,0,0,0,0.0406935,0,0,0,0,0,0,0.0362682,0,0.0189512,0.0689984,0,0,0.0221766,0,0,0.0381562,0.0707039,0.0170351,0.00323082,0.0165313,0.0357648,0.0338056,0.0393881,0.0508205,0.0313743,0.0115257,0.012798,0.0274387,0.0282901,0.00928088,0.0105861,0.0250508,0.0192808,0.0226609,0,0.0148728,0.0642616,0.0409623,0,0,0.0168122,0,0,0.0445593,0.0543264,0.0420977,0.0218603,0.0143931,0.0492691,0.0427444,0.0341176,0.0612228,0.022238,0.0560853,0.0350774,0.0413665,0.0726716,0.0314359,0.0176184,0.0181719,0.021094,0.0224086,0.0254313,0.0641755,0.0303216,0
1545,0.0292251,0,0,0,0,0.0407185,0,0,0,0,0,0,0.0360692,0,0.0190169,0.0690535,0,0,0.0221609,0,0,0.0382916,0.0706711,0.0169982,0.00324408,0.0165319,0.0356985,0.033488,0.039332,0.0507702,0.0313394,0.0116787,0.0127391,0.0274133,0.0282697,0.00938603,0.0106329,0.0253703,0.0192838,0.0221556,0,0.015153,0.0641111,0.040868,0,0,0.0168354,0,0,0.0445932,0.0545522,0.042389,0.0214741,0.0146033,0.0491306,0.0426461,0.0339614,0.0613346,0.0222753,0.0560193,0.0349934,0.0412291,0.0724595,0.0323939,0.0175905,0.0182389,0.0210913,0.0224607,0.0254661,0.0640248,0.0302782,0
1546,0.0290806,0,0,0,0,0.0407289,0,0,0,0,0,0,0.0358896,0,0.0191043,0.0691223,0,0,0.022132,0,0,0.0383609,0.070651,0.0170298,0.00328882,0.0165281,0.0355982,0.0331664,0.0392624,0.0507465,0.031299,0.011976,0.0126523,0.0273905,0.0282451,0.0094799,0.0106973,0.0256201,0.0193185,0.0216253,0,0.0152819,0.0639696,0.0407873,0,0,0.0168808,0,0,0.0446152,0.054814,0.0424915,0.0210846,0.0148383,0.0490033,0.0425188,0.033742,0.061409,0.0223122,0.0558951,0.0348173,0.0411139,0.0722654,0.0335061,0.0175357,0.0182916,0.0210895,0.0224741,0.0255346,0.0638388,0.0302546,0
1547,0.0289567,0,0,0,0,0.0407074,0,0,0,0,0,0,0.0357319,0,0.0191913,0.0691839,0,0,0.0221056,0,0,0.0383599,0.0706282,0.0170458,0.00334484,0.0164958,0.0355046,0.0328417,0.0392564,0.0506755,0.0312768,0.0119468,0.0128768,0.0274279,0.0282993,0.00954616,0.0107723,0.0257627,0.0193488,0.021066,0,0.015492,0.0638434,0.040722,0,0,0.0169185,0,0,0.0446411,0.0550664,0.0424554,0.0207217,0.0151065,0.0488955,0.0424023,0.0334781,0.0615289,0.0223813,0.0557618,0.0345803,0.0409409,0.0720332,0.0346732,0.0174722,0.0183448,0.0210663,0.0224864,0.0255795,0.0636816,0.030254,0
1548,0.0288554,0,0,0,0,0.0407026,0,0,0,0,0,0,0.0355824,0,0.0192587,0.0692487,0,0,0.0220786,0,0,0.0383112,0.0705744,0.0170438,0.00341411,0.0165277,0.0354224,0.0325087,0.0392907,0.0505134,0.0312392,0.0119503,0.013084,0.0274797,0.0283718,0.00961598,0.0108474,0.0258451,0.0194318,0.0203482,0,0.0158211,0.0636953,0.0406492,0,0,0.01691,0,0,0.0446688,0.0553032,0.0428955,0.0203767,0.01546,0.0487934,0.0423271,0.0332787,0.0616078,0.0224068,0.0557064,0.0343942,0.0408288,0.0718823,0.035899,0.0174154,0.0184204,0.0210476,0.0225076,0.0255921,0.0635423,0.0301858,0
1549,0.0287613,0,0,0,0,0.0407381,0,0,0,0,0,0,0.0353976,0,0.019329,0.069284,0,0,0.0220745,0,0,0.038316,0.0705202,0.0170486,0.00353225,0.0166261,0.0353407,0.0321719,0.0392102,0.050305,0.0311687,0.0120444,0.0132075,0.0275226,0.0284462,0.00977367,0.0108972,0.0260025,0.0195399,0.0196867,0,0.0160484,0.0635315,0.0405732,0,0,0.0169463,0,0,0.0447079,0.0555477,0.0433559,0.020071,0.0157295,0.0486834,0.0422775,0.0330889,0.0616335,0.0223841,0.0556557,0.0342978,0.0407362,0.0717443,0.0372904,0.0174035,0.0184856,0.0210495,0.0225559,0.0255856,0.0634036,0.0302376,0
1550,0.0286595,0,0,0,0,0.0407944,0,0,0,0,0,0,0.0352297,0,0.0193549,0.0692528,0,0,0.022078,0,0,0.0383623,0.0704622,0.0170485,0.00366941,0.0167634,0.0352543,0.0318674,0.0391232,0.0501301,0.0310221,0.0122735,0.0132817,0.0275581,0.0285624,0.00993028,0.0109595,0.0262296,0.0196246,0.0191196,0,0.0162477,0.0633415,0.0405043,0,0,0.0169673,0,0,0.0447403,0.0558051,0.0436121,0.0197653,0.0159094,0.0485827,0.0422165,0.0328703,0.0616265,0.0223166,0.0554499,0.0341235,0.0406176,0.0715964,0.0387963,0.017415,0.0185095,0.0210441,0.0226284,0.0255492,0.0632786,0.0302003,0
1551,0.0285613,0,0,0,0,0.0408619,0,0,0,0,0,0,0.0352532,0,0.0194273,0.0693505,0,0,0.0220904,0,0,0.0384497,0.0703783,0.0171067,0.00381514,0.0168477,0.0351849,0.0316024,0.0391438,0.0500347,0.0308016,0.0124659,0.0135133,0.0275602,0.0285899,0.00992291,0.0110184,0.026483,0.0196818,0.0184884,0,0.0165509,0.0631284,0.040419,0,0,0.0169563,0,0,0.0447655,0.0560783,0.0440552,0.019468,0.0161569,0.0485307,0.0421534,0.0326952,0.0615662,0.0221789,0.0552136,0.033953,0.0405582,0.0714862,0.0404338,0.0173861,0.0185552,0.021054,0.0227179,0.0254948,0.0631624,0.030134,0
1552,0.0284742,0,0,0,0,0.0409348,0,0,0,0,0,0,0.035257,0,0.0194019,0.0695398,0,0,0.0221207,0,0,0.0384808,0.0702831,0.0171163,0.00393537,0.0169674,0.0351197,0.0313479,0.0391091,0.0499772,0.0307306,0.012611,0.0137987,0.0277686,0.0285982,0.00987442,0.0110479,0.0266329,0.0197803,0.0178827,0,0.016837,0.0629032,0.0403216,0,0,0.0169614,0,0,0.0447911,0.0563547,0.044496,0.0192059,0.0163886,0.0485049,0.0421021,0.0325568,0.0615101,0.0220457,0.0551466,0.0337908,0.0405132,0.0713032,0.0421957,0.0173936,0.0186144,0.0210786,0.0227819,0.0254663,0.0630917,0.0301022,0
1553,0.0283903,0,0,0,0,0.0410204,0,0,0,0,0,0,0.0350829,0,0.0193107,0.0697737,0,0,0.022143,0,0,0.0384489,0.0702134,0.0170356,0.00406168,0.0171134,0.0350527,0.0311001,0.0390278,0.0498984,0.0307198,0.0127816,0.013967,0.0277267,0.0286643,0.00991617,0.0110622,0.026698,0.0199169,0.0174611,0,0.0171381,0.0626554,0.0402352,0,0,0.0169917,0,0,0.0448161,0.0566311,0.0448596,0.018971,0.0165985,0.0484531,0.0420786,0.0324612,0.0614214,0.0218927,0.0552518,0.0336234,0.0404522,0.0710656,0.0442567,0.017448,0.0186103,0.0210866,0.0228725,0.0254324,0.0630402,0.0300449,0
1554,0.0283013,0,0,0,0,0.0411224,0,0,0,0,0,0,0.0349055,0,0.0192802,0.0700112,0,0,0.0221466,0,0,0.0384566,0.0701604,0.017369,0.00420381,0.0172276,0.034976,0.0308574,0.0389741,0.0498105,0.030723,0.0129209,0.0140636,0.0276578,0.0286561,0.010044,0.0110568,0.0268124,0.0200027,0.0173036,0,0.0175215,0.0623788,0.0401548,0,0,0.0170109,0,0,0.0448231,0.0569102,0.0452993,0.0187248,0.0168149,0.0483835,0.0420717,0.0323627,0.0612783,0.0216896,0.0553307,0.0334916,0.0404298,0.0710375,0.0466629,0.0174714,0.0185807,0.0210969,0.0230205,0.0253892,0.0629541,0.0300055,0
1555,0.0282298,0,0,0,0,0.0412218,0,0,0,0,0,0,0.0347371,0,0.0192278,0.070199,0,0,0.0221667,0,0,0.0384803,0.0701309,0.0177142,0.00437184,0.0173507,0.034893,0.0306411,0.0388926,0.0497269,0.0307386,0.0130253,0.0140844,0.0276632,0.0286111,0.0101952,0.0110214,0.0269553,0.0200631,0.017173,0,0.0178377,0.0621133,0.0400982,0,0,0.01699,0,0,0.0448329,0.0571562,0.0457959,0.0184862,0.0170448,0.0483079,0.0420705,0.0322989,0.0611726,0.0214704,0.0553451,0.0333728,0.040399,0.0710088,0.0489079,0.0174476,0.0185727,0.021115,0.0231683,0.0253416,0.0628818,0.0298951,0
1556,0.0282039,0,0,0,0,0.0413263,0,0,0,0,0,0,0.0346405,0,0.0191211,0.070365,0,0,0.022176,0,0,0.0385198,0.0700981,0.0177427,0.00453009,0.0174873,0.0347919,0.0304336,0.0387834,0.0496845,0.0307546,0.01313,0.0142328,0.0276899,0.0286017,0.0102574,0.0109997,0.0271187,0.0201218,0.0172045,0,0.0180652,0.0618646,0.0400559,0,0,0.0169258,0,0,0.0448846,0.0574167,0.0462468,0.0182742,0.0173086,0.048239,0.0420539,0.0322616,0.0611031,0.0212809,0.0553853,0.0332412,0.0403732,0.0709227,0.0509514,0.017442,0.0185373,0.0211886,0.0232595,0.0252913,0.06284,0.0297748,0
1557,0.0281902,0,0,0,0,0.0414211,0,0,0,0,0,0,0.0346796,0,0.0191398,0.0705578,0,0,0.0221728,0,0,0.0386122,0.0700747,0.0178159,0.0046691,0.0175841,0.0347089,0.0302203,0.0386709,0.0496951,0.0308056,0.0132522,0.0143522,0.0277143,0.0286138,0.0102458,0.0110052,0.0273261,0.0201695,0.0174431,0,0.0182929,0.0616512,0.0400232,0,0,0.01693,0,0,0.0449189,0.0576727,0.0466355,0.0180864,0.0176119,0.0481701,0.0420492,0.0322407,0.0610561,0.021105,0.0553723,0.0330835,0.0403515,0.0708275,0.0528874,0.0175061,0.0184952,0.0212468,0.0233289,0.0252123,0.0628129,0.0297501,0
1558,0.0281587,0,0,0,0,0.0414788,0,0,0,0,0,0,0.0347813,0,0.0192533,0.0707311,0,0,0.0221462,0,0,0.0386539,0.0700485,0.0179242,0.00475732,0.0177121,0.0346422,0.0299878,0.0386599,0.0497241,0.0308803,0.0132396,0.0144398,0.0276796,0.0285918,0.0101837,0.0110648,0.0274464,0.0202162,0.0177268,0,0.0184773,0.061473,0.0400381,0,0,0.017003,0,0,0.0449327,0.0578936,0.0468827,0.017928,0.0179364,0.0480793,0.0420423,0.0321978,0.0610303,0.0209489,0.0552939,0.0329284,0.0403211,0.0707113,0.0548105,0.017543,0.0185083,0.0212855,0.0234329,0.0250964,0.0627746,0.0296793,0
1559,0.0281143,0,0,0,0,0.0415359,0,0,0,0,0,0,0.0347516,0,0.0192435,0.0708409,0,0,0.0221029,0,0,0.0386507,0.0700196,0.0179123,0.00481011,0.017821,0.0346069,0.0297732,0.038635,0.0497024,0.0309617,0.0132902,0.0144846,0.0276462,0.0285551,0.0101788,0.0111283,0.027509,0.0202222,0.0179556,0,0.0186314,0.0613043,0.040038,0,0,0.0170122,0,0,0.0449607,0.0581121,0.047108,0.0177791,0.0181515,0.0479842,0.0419856,0.0320411,0.0610226,0.0208468,0.055248,0.0327799,0.0402853,0.070595,0.0565862,0.017528,0.0185248,0.0213291,0.023557,0.0249966,0.0627023,0.0295896,0
1560,0.0281089,0,0,0,0,0.0415415,0,0,0,0,0,0,0.034568,0,0.0190274,0.0708942,0,0,0.0220478,0,0,0.0386713,0.0700052,0.0177158,0.00486766,0.0178855,0.0345795,0.0295868,0.0385738,0.0496959,0.0309945,0.0132509,0.0145195,0.0276287,0.0285247,0.0102788,0.0111349,0.0275648,0.0202419,0.0184473,0,0.0188675,0.0611896,0.0398963,0,0,0.0169986,0,0,0.0450197,0.0583146,0.0472953,0.0176732,0.0182814,0.0479104,0.041893,0.0317699,0.0610506,0.0208086,0.0552275,0.0326589,0.0402663,0.0705608,0.0580261,0.017545,0.018565,0.021375,0.023627,0.0249709,0.0625958,0.0295517,0
