Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHIA,LTHI,
335,0.035806,0,0,0,0,0.050475,0,0,0,0,0,0,0.0248031,0,0.0242155,0.0653318,0,0,0.025537,0,0,0.0457148,0.0651481,0.0297875,0.00759512,0.0119743,0.0413877,0.0273419,0.0492748,0.0633866,0.0388687,0.0182967,0.0199735,0.0350993,0.0382145,0.0590656,0.00299498,0.0484261,0.0300412,0.0286716,0,0.0164077,0.0767975,0.0382224,0,0,0.0190928,0,0,0.0491266,0.0548763,0.0368037,0.0307088,0.0158281,0.049262,0.03498,0.0308812,0.0599251,0.0225149,0.0521523,0.0327807,0.0379183,0.0704015,0.0218837,0.0205116,0.0370234,0.0221636,0.030681,0.0170282,0.0597336,0.0338419,0
336,0.0359701,0,0,0,0,0.0503418,0,0,0,0,0,0,0.0250221,0,0.0243308,0.0654642,0,0,0.025592,0,0,0.0455228,0.0653547,0.0298289,0.00813571,0.012041,0.0419343,0.0274639,0.0493075,0.0630949,0.0387323,0.0183898,0.0199297,0.0351193,0.0383565,0.0592586,0.00327103,0.0478192,0.0297949,0.0296503,0,0.0163405,0.0770722,0.0383372,0,0,0.0191527,0,0,0.0489989,0.054761,0.0364986,0.0306995,0.0157758,0.0491169,0.0349645,0.0308669,0.0599509,0.0226037,0.0521074,0.0328157,0.0378397,0.0704241,0.0210536,0.0198936,0.036961,0.0224653,0.0306241,0.0168481,0.0597175,0.0338643,0
337,0.0361275,0,0,0,0,0.050246,0,0,0,0,0,0,0.0248212,0,0.0242412,0.0656064,0,0,0.0256683,0,0,0.0453731,0.0655912,0.0297574,0.00863954,0.0123249,0.0425226,0.0277444,0.0492499,0.0627641,0.0385946,0.0183491,0.0198913,0.0349849,0.0383407,0.0591083,0.00353465,0.0473662,0.0295729,0.0305091,0,0.0163343,0.077284,0.0384244,0,0,0.0193134,0,0,0.0488807,0.0546432,0.0362987,0.0306945,0.0157424,0.0490706,0.0349325,0.0308514,0.0599695,0.0227364,0.0520386,0.0328492,0.0377224,0.0704019,0.0204109,0.0192645,0.0367757,0.0226154,0.0305742,0.0166686,0.059607,0.0337712,0
338,0.036339,0,0,0,0,0.05021,0,0,0,0,0,0,0.0244383,0,0.0240598,0.0657164,0,0,0.0257083,0,0,0.045343,0.0658515,0.0295874,0.00907451,0.0127797,0.0430906,0.028029,0.0491115,0.062387,0.0384,0.0181914,0.0198583,0.0348841,0.0382104,0.0585457,0.00376357,0.0472751,0.0295471,0.0313257,0,0.0163463,0.077482,0.0384946,0,0,0.0193811,0,0,0.0488021,0.0544906,0.0361103,0.0306855,0.0157048,0.049067,0.0349459,0.0308571,0.0599796,0.0229425,0.0519462,0.0328552,0.0375861,0.0703494,0.0198473,0.0188256,0.0366644,0.022724,0.0305845,0.0164816,0.0593783,0.0336027,0
339,0.0365744,0,0,0,0,0.050236,0,0,0,0,0,0,0.0240087,0,0.0241247,0.0658043,0,0,0.0256962,0,0,0.0454366,0.0661245,0.0294899,0.00945996,0.0131395,0.0436057,0.0282704,0.0489243,0.0619884,0.0380979,0.0179384,0.0196192,0.0347758,0.0379464,0.0574462,0.00391936,0.0472465,0.0295132,0.0320874,0,0.0163475,0.0776672,0.0385319,0,0,0.0193931,0,0,0.0487947,0.0543277,0.035872,0.0306599,0.0156814,0.0490978,0.034966,0.030887,0.0599284,0.0232028,0.0518918,0.0328284,0.0374834,0.0703341,0.0193689,0.0187259,0.0367415,0.0227935,0.0306584,0.0162999,0.0592751,0.0333813,0
340,0.0367431,0,0,0,0,0.0502955,0,0,0,0,0,0,0.0235432,0,0.023951,0.0659117,0,0,0.025658,0,0,0.0455307,0.0664133,0.0289789,0.00969424,0.0132679,0.0440359,0.0284676,0.0486788,0.0615172,0.0376943,0.0176484,0.0193286,0.03471,0.0376203,0.0559041,0.00402176,0.0471957,0.0293818,0.0326031,0,0.0163234,0.0777701,0.0385186,0,0,0.0193719,0,0,0.048921,0.054205,0.0356866,0.0305905,0.0156916,0.0491323,0.034971,0.0308988,0.0598881,0.0233634,0.0518399,0.0328137,0.0374402,0.0703873,0.0190035,0.0189477,0.0370335,0.0228199,0.0307374,0.0161132,0.0594804,0.0330921,0
341,0.0368822,0,0,0,0,0.0504043,0,0,0,0,0,0,0.0229799,0,0.0236348,0.0661372,0,0,0.0256172,0,0,0.045553,0.0666744,0.0282606,0.00992349,0.0132993,0.0443837,0.0286042,0.048359,0.061036,0.0373159,0.0173648,0.0190595,0.0345561,0.0372119,0.0541568,0.00407155,0.0471561,0.0293925,0.0328466,0,0.0163162,0.0778858,0.0384802,0,0,0.019273,0,0,0.0491031,0.054169,0.0354488,0.0304546,0.0157131,0.0491237,0.0349091,0.0308935,0.0598237,0.0234309,0.0518045,0.0327823,0.037442,0.0704981,0.0187524,0.0194299,0.0374092,0.0228195,0.0308433,0.0158935,0.060132,0.0326809,0
342,0.0370333,0,0,0,0,0.0504815,0,0,0,0,0,0,0.0224063,0,0.0235215,0.0662759,0,0,0.0255617,0,0,0.0454799,0.0669488,0.0279634,0.0100875,0.0134115,0.0446309,0.0287174,0.0479496,0.0605089,0.036969,0.0171062,0.0188126,0.0343388,0.0368022,0.0521076,0.00411603,0.0469687,0.02931,0.0333546,0,0.0164077,0.0779747,0.0384622,0,0,0.0191324,0,0,0.049203,0.0541108,0.0353247,0.0302901,0.0156043,0.0490754,0.0347993,0.0309054,0.0597975,0.0235614,0.0517367,0.032739,0.0373909,0.0705185,0.0185019,0.0199679,0.0376195,0.0227595,0.0309872,0.0156958,0.0604178,0.032293,0
343,0.0372016,0,0,0,0,0.0505073,0,0,0,0,0,0,0.0219998,0,0.0233537,0.0663285,0,0,0.0255841,0,0,0.0454951,0.067195,0.0273538,0.0101954,0.01351,0.0448022,0.0287886,0.0474993,0.0600147,0.036623,0.0168016,0.018568,0.0340739,0.036378,0.0499288,0.00416708,0.0468543,0.0292028,0.0339695,0,0.0166163,0.0780027,0.0384871,0,0,0.0190337,0,0,0.0492549,0.0540468,0.0354398,0.0301011,0.0154691,0.0490106,0.0346846,0.0309185,0.0596955,0.0237786,0.051681,0.0327628,0.0373315,0.0705036,0.0183206,0.0203621,0.0376619,0.0226479,0.0310956,0.0155543,0.0603439,0.0319972,0
344,0.0373433,0,0,0,0,0.0505035,0,0,0,0,0,0,0.0217707,0,0.0231568,0.0663184,0,0,0.0256305,0,0,0.0455637,0.0674132,0.0265622,0.0102525,0.0137154,0.0449186,0.0288066,0.0470155,0.0594895,0.0362434,0.0164759,0.0183067,0.0337771,0.0359557,0.047682,0.00418447,0.046898,0.0291858,0.0345382,0,0.0168218,0.0779972,0.0385444,0,0,0.018943,0,0,0.0492602,0.0539773,0.0353886,0.029901,0.0153366,0.0489514,0.0345755,0.030933,0.059639,0.0239607,0.051614,0.0327408,0.037239,0.0704463,0.0181348,0.0206231,0.0376656,0.0225608,0.0311749,0.0155053,0.060109,0.031614,0
345,0.0374273,0,0,0,0,0.0505023,0,0,0,0,0,0,0.0215714,0,0.0228264,0.0663258,0,0,0.0256569,0,0,0.0455436,0.0676191,0.0258191,0.010302,0.0137899,0.0450146,0.0287767,0.0465651,0.058957,0.0358331,0.0161224,0.0180309,0.0335028,0.0354648,0.0453506,0.00415101,0.0469117,0.0292054,0.0349558,0,0.0168987,0.0779571,0.0386062,0,0,0.0188197,0,0,0.0492452,0.0539058,0.035347,0.0296926,0.015273,0.0488771,0.0344795,0.0309343,0.0596441,0.0240762,0.0515659,0.032731,0.037178,0.0703849,0.0180065,0.020739,0.0376989,0.0225368,0.0311719,0.0155341,0.0597967,0.0311675,0
346,0.0374911,0,0,0,0,0.0505071,0,0,0,0,0,0,0.0213919,0,0.0224098,0.0663972,0,0,0.0256657,0,0,0.0455962,0.0678389,0.0251896,0.0103669,0.0139508,0.0450954,0.0287144,0.0460958,0.058381,0.0354658,0.0156919,0.0176967,0.0332332,0.0348867,0.0431155,0.00408234,0.047004,0.0292793,0.0351449,0,0.0168843,0.07789,0.0386599,0,0,0.0187125,0,0,0.0492783,0.0538607,0.0352375,0.0294799,0.0153323,0.0487997,0.0344061,0.0309671,0.0596511,0.0241195,0.0515293,0.032835,0.0371508,0.0703634,0.0179198,0.0206635,0.0377815,0.0225877,0.0311295,0.0156073,0.0598108,0.0306369,0
347,0.0375341,0,0,0,0,0.0505277,0,0,0,0,0,0,0.0212925,0,0.0219554,0.0665626,0,0,0.0256476,0,0,0.0456867,0.0680362,0.0245357,0.0104247,0.0142131,0.0451565,0.0286383,0.0456679,0.0578083,0.0352103,0.0151917,0.0173602,0.032911,0.0341765,0.0409763,0.00404248,0.0471613,0.0293928,0.035461,0,0.0169432,0.077766,0.0386973,0,0,0.018729,0,0,0.0493482,0.053889,0.0351816,0.0292189,0.0154183,0.0487624,0.0343052,0.030992,0.0596025,0.0241532,0.0515107,0.0329329,0.0371939,0.0704293,0.0178485,0.0204572,0.0378832,0.0226819,0.0311341,0.0156688,0.0599404,0.0302929,0
348,0.0375776,0,0,0,0,0.0505418,0,0,0,0,0,0,0.0212889,0,0.021606,0.0667916,0,0,0.0255958,0,0,0.0457277,0.0681788,0.0240558,0.0104698,0.0142231,0.0452333,0.0285356,0.0453793,0.0572985,0.0350253,0.0146021,0.0170014,0.0325003,0.0335115,0.0386709,0.00401776,0.0473799,0.0295715,0.0358357,0,0.0169244,0.0776037,0.038744,0,0,0.0187875,0,0,0.0493401,0.053955,0.035129,0.028939,0.0154918,0.0487656,0.0342827,0.0310041,0.0595779,0.0242161,0.0514889,0.0329846,0.0372751,0.0705222,0.0178686,0.0201848,0.037893,0.0227708,0.0310865,0.0156606,0.0599838,0.0300301,0
349,0.0376289,0,0,0,0,0.0505261,0,0,0,0,0,0,0.0213685,0,0.0211668,0.0670427,0,0,0.0255598,0,0,0.0456536,0.0683215,0.0237659,0.010569,0.0140099,0.0453285,0.0283973,0.0451419,0.0567573,0.0349363,0.0140554,0.0165061,0.0320777,0.0329014,0.0364701,0.00402525,0.0474689,0.029642,0.0363989,0,0.0169937,0.0773843,0.0388044,0,0,0.0188402,0,0,0.0492582,0.0539662,0.0350925,0.028659,0.0155401,0.0488173,0.0344002,0.0310024,0.0595028,0.0243236,0.0516494,0.0329706,0.0373402,0.0705857,0.0178518,0.0199373,0.0377746,0.0228609,0.0309928,0.0156258,0.0600314,0.0299602,0
350,0.0376428,0,0,0,0,0.0504972,0,0,0,0,0,0,0.0216637,0,0.0207263,0.0673255,0,0,0.0254851,0,0,0.0456037,0.0684879,0.023557,0.0106865,0.0138886,0.0454186,0.0282763,0.0448681,0.0561899,0.0349477,0.0134998,0.0160278,0.0316439,0.0323166,0.0344809,0.00407842,0.0474886,0.0296429,0.0372014,0,0.0170727,0.0771432,0.0388621,0,0,0.0189316,0,0,0.0491687,0.0539443,0.0349966,0.0283836,0.0156119,0.048913,0.0345664,0.0309922,0.0594552,0.0243615,0.0517944,0.0328917,0.0373895,0.0706505,0.0177369,0.0197172,0.0376522,0.0229393,0.0308802,0.015577,0.0600706,0.0299703,0
351,0.037607,0,0,0,0,0.0504904,0,0,0,0,0,0,0.0219479,0,0.0202246,0.0676497,0,0,0.0254248,0,0,0.0456201,0.068653,0.023394,0.0107706,0.0137963,0.0455159,0.0281691,0.0445982,0.0556152,0.0349969,0.0129501,0.0154986,0.0312242,0.0317365,0.0325415,0.00411188,0.0475407,0.0296137,0.0378468,0,0.0170581,0.0768706,0.0388866,0,0,0.0190897,0,0,0.0491704,0.0539642,0.0348449,0.0281297,0.0156457,0.0490457,0.0347407,0.0309653,0.0594206,0.0245086,0.0519261,0.0329776,0.0374661,0.0707676,0.0176339,0.0195846,0.0376237,0.022977,0.0308135,0.0155048,0.0600597,0.0299571,0
352,0.0375596,0,0,0,0,0.0505294,0,0,0,0,0,0,0.0222796,0,0.0196791,0.0679777,0,0,0.0253984,0,0,0.0456749,0.0688159,0.0229047,0.0108351,0.0135158,0.0456151,0.0280718,0.0443928,0.0550581,0.0351251,0.0123535,0.0150721,0.0308167,0.0311969,0.0302943,0.00414243,0.0476423,0.0296384,0.0383661,0,0.0170044,0.0765669,0.0388464,0,0,0.0192174,0,0,0.0492347,0.0540103,0.0347097,0.0278741,0.015637,0.0492033,0.0349331,0.030939,0.0594006,0.0246714,0.0520434,0.0331099,0.0375781,0.0709118,0.0175646,0.0195904,0.0377129,0.0230302,0.0307892,0.0154137,0.0599857,0.0300872,0
353,0.0374925,0,0,0,0,0.0506013,0,0,0,0,0,0,0.0228698,0,0.0190904,0.0682697,0,0,0.0253732,0,0,0.0457078,0.0690182,0.022242,0.0108691,0.0132514,0.0457026,0.0279987,0.0441537,0.0545157,0.0352683,0.0117582,0.0145737,0.0303718,0.0306366,0.0285022,0.00414114,0.0476906,0.0296401,0.0388562,0,0.0170039,0.0762263,0.0387402,0,0,0.0193284,0,0,0.0493297,0.0540521,0.0346264,0.0276538,0.0156383,0.0494017,0.0351353,0.0309491,0.0593478,0.0248104,0.0521666,0.0332477,0.0377008,0.0710456,0.0174901,0.0197279,0.0378637,0.0230717,0.0308061,0.0153057,0.0599106,0.0302495,0
354,0.0374053,0,0,0,0,0.050675,0,0,0,0,0,0,0.0237302,0,0.0186166,0.0685505,0,0,0.0253441,0,0,0.0456977,0.0692432,0.0217851,0.0108163,0.0129422,0.0457523,0.0279766,0.0438748,0.0540245,0.03542,0.0112553,0.0141877,0.0299257,0.0301707,0.0266174,0.00413384,0.0476658,0.0295794,0.0394183,0,0.0170435,0.075817,0.0386013,0,0,0.0194341,0,0,0.0494442,0.054081,0.0345358,0.0274717,0.0156543,0.0496166,0.0353275,0.0309715,0.0592561,0.0249501,0.0522725,0.0333847,0.0377972,0.0711745,0.0174449,0.0199502,0.0379872,0.0230677,0.0308382,0.0151963,0.0598629,0.0303703,0
355,0.0373472,0,0,0,0,0.0507421,0,0,0,0,0,0,0.0247913,0,0.0181714,0.0688343,0,0,0.0253376,0,0,0.0456927,0.0694639,0.0215211,0.010709,0.0128144,0.0457307,0.0279932,0.0435525,0.0534074,0.0355674,0.0108495,0.0139923,0.029614,0.0298269,0.0244786,0.00410592,0.0475869,0.0294587,0.0399085,0,0.0170821,0.0753712,0.0384366,0,0,0.0195597,0,0,0.0495466,0.0541358,0.034422,0.0273068,0.0156785,0.0498106,0.0354969,0.0309797,0.0591641,0.0251207,0.0523894,0.0335505,0.0378854,0.0712752,0.0174581,0.020127,0.0380896,0.0230379,0.0308961,0.0151158,0.0598281,0.0304934,0
356,0.0372827,0,0,0,0,0.0508281,0,0,0,0,0,0,0.0259247,0,0.0177162,0.0691132,0,0,0.0253204,0,0,0.0457101,0.0696936,0.0213758,0.0104882,0.0128455,0.0456511,0.0280184,0.0431563,0.0528309,0.0357265,0.0105891,0.0138442,0.0293779,0.0295741,0.0222047,0.00406612,0.0475266,0.0293436,0.0402669,0,0.0170833,0.0748478,0.0382644,0,0,0.019708,0,0,0.0496473,0.0542042,0.0343243,0.0271806,0.0156908,0.0500295,0.0356661,0.0310155,0.05906,0.0253234,0.0525158,0.0337583,0.0379833,0.0713611,0.0174852,0.0202408,0.0382053,0.0229971,0.0309541,0.0150954,0.0597633,0.0305704,0
357,0.0371813,0,0,0,0,0.050904,0,0,0,0,0,0,0.0272146,0,0.017292,0.0694105,0,0,0.0252979,0,0,0.0457578,0.0698814,0.0213141,0.0102196,0.0128731,0.0455449,0.0280646,0.042668,0.0523656,0.0358973,0.0104618,0.0137821,0.0291996,0.0293793,0.0201663,0.00406454,0.047497,0.0292426,0.0405827,0,0.0171504,0.0742517,0.0380887,0,0,0.0197983,0,0,0.0497348,0.0542923,0.0342931,0.0270579,0.0157015,0.0502347,0.0358292,0.0310479,0.0588731,0.0254309,0.0526189,0.0337891,0.0380774,0.0714554,0.0174941,0.0203152,0.0383273,0.0229891,0.0310078,0.0151015,0.0597017,0.0306535,0
358,0.0370507,0,0,0,0,0.0509616,0,0,0,0,0,0,0.0285125,0,0.0169723,0.0696938,0,0,0.0252793,0,0,0.0457394,0.0700548,0.0213379,0.00989421,0.0130315,0.0454368,0.0281334,0.0421049,0.0519763,0.0360822,0.0104816,0.0137514,0.0290601,0.029212,0.0182902,0.00407348,0.0474494,0.0291918,0.0408173,0,0.0172931,0.0736174,0.0379305,0,0,0.0198715,0,0,0.0498337,0.0543557,0.0342558,0.0269597,0.0156809,0.0504056,0.0359753,0.0310432,0.0586824,0.0255886,0.0526585,0.0338794,0.0381488,0.0715207,0.017463,0.0203367,0.0384395,0.0229673,0.0310589,0.0151435,0.0596572,0.0307618,0
359,0.0369301,0,0,0,0,0.0510433,0,0,0,0,0,0,0.029593,0,0.0167334,0.0699143,0,0,0.0252543,0,0,0.0457398,0.0701994,0.0211598,0.00956708,0.0133443,0.045415,0.0282264,0.041592,0.0516127,0.0362527,0.0106679,0.013773,0.0288957,0.0290294,0.0166627,0.00408678,0.0473856,0.0291514,0.0409891,0,0.0173581,0.0729896,0.0377702,0,0,0.0199418,0,0,0.0498274,0.054405,0.0342529,0.0268726,0.0156603,0.0505248,0.0361355,0.0310059,0.0585316,0.025794,0.0526837,0.0340454,0.0382205,0.0715648,0.0174757,0.0202949,0.0384732,0.0230058,0.0310941,0.0152061,0.0595773,0.030834,0
360,0.0368455,0,0,0,0,0.0511232,0,0,0,0,0,0,0.0306577,0,0.0165976,0.070084,0,0,0.0252299,0,0,0.0457796,0.0703334,0.0210425,0.00918973,0.0136584,0.04547,0.0283538,0.0410902,0.0513001,0.0363661,0.0108729,0.0138838,0.0286968,0.0288762,0.0151675,0.00404901,0.0473195,0.0290759,0.0410665,0,0.0172665,0.0723605,0.0376185,0,0,0.0200654,0,0,0.04988,0.0544336,0.0342366,0.0268578,0.01566,0.0506776,0.0363557,0.0310177,0.0583865,0.0258703,0.0527683,0.0341735,0.0382892,0.0716163,0.017359,0.020222,0.0384377,0.0230556,0.0311219,0.0152535,0.0594921,0.0309198,0
361,0.0367918,0,0,0,0,0.0511767,0,0,0,0,0,0,0.031741,0,0.0165424,0.0702292,0,0,0.0252702,0,0,0.0458281,0.0704444,0.0210282,0.00878161,0.013897,0.045484,0.0285223,0.0405678,0.0510576,0.0364824,0.0109986,0.0139984,0.028499,0.0287375,0.0138749,0.00414561,0.0472391,0.0290132,0.0411241,0,0.0172427,0.0717837,0.0374969,0,0,0.020246,0,0,0.0499501,0.0544262,0.034195,0.0268711,0.0155919,0.0508437,0.0366338,0.0310113,0.0581979,0.0258737,0.0528122,0.0342322,0.0383457,0.0716428,0.0172249,0.0201687,0.0384316,0.0230732,0.0311184,0.0153081,0.0594172,0.0308919,0
362,0.0366892,0,0,0,0,0.0512323,0,0,0,0,0,0,0.0325343,0,0.0165309,0.0702684,0,0,0.0253618,0,0,0.0458383,0.0705847,0.0210206,0.00832804,0.0140896,0.0455168,0.0287422,0.040098,0.0508129,0.0366059,0.0111402,0.0140083,0.0282485,0.0286362,0.0129496,0.00434532,0.0471815,0.0290102,0.041054,0,0.0173887,0.0712642,0.0374101,0,0,0.0204885,0,0,0.0500556,0.0543722,0.0343067,0.0269381,0.0154977,0.0509751,0.0369412,0.0309705,0.0580023,0.0258994,0.0528478,0.0343209,0.038408,0.071636,0.0170998,0.0201416,0.0385189,0.0230718,0.0310774,0.0153947,0.0593352,0.0309217,0
363,0.0365445,0,0,0,0,0.0512987,0,0,0,0,0,0,0.0330334,0,0.0165407,0.0702839,0,0,0.0254745,0,0,0.0458603,0.070714,0.0210136,0.00790868,0.0142933,0.0455966,0.0289708,0.0396859,0.050594,0.036759,0.0113146,0.0140651,0.028003,0.0285335,0.0121216,0.00459079,0.0471586,0.0290363,0.040891,0,0.0174662,0.0708382,0.0373355,0,0,0.0206957,0,0,0.0501569,0.0543157,0.0345154,0.0270075,0.0154224,0.0510676,0.0372305,0.0309296,0.0577804,0.0257565,0.0528929,0.034415,0.0384721,0.0716296,0.0170519,0.0201604,0.0386462,0.0230873,0.0310373,0.0155175,0.0592199,0.0310121,0
364,0.0363954,0,0,0,0,0.0513852,0,0,0,0,0,0,0.0333456,0,0.0165468,0.0703285,0,0,0.0255586,0,0,0.0458822,0.0707878,0.0210639,0.00763965,0.0145351,0.0457014,0.0291807,0.0393318,0.0504221,0.03695,0.0114713,0.0140799,0.0277239,0.0283663,0.0114569,0.00477123,0.047148,0.0290607,0.0407679,0,0.0174616,0.0704557,0.0372797,0,0,0.0208713,0,0,0.0502929,0.054271,0.0347159,0.0270366,0.0153588,0.0511338,0.0374849,0.0308749,0.0575756,0.0255409,0.0529159,0.0344341,0.038485,0.0716157,0.017062,0.0202346,0.0387888,0.023111,0.0310601,0.0156274,0.0591153,0.0309752,0
365,0.0361828,0,0,0,0,0.0514794,0,0,0,0,0,0,0.0338743,0,0.0167179,0.0700856,0,0,0.0256716,0,0,0.045945,0.0711265,0.0213107,0.00701835,0.0146522,0.045737,0.0294366,0.0391079,0.0502384,0.037185,0.011734,0.0142851,0.0276537,0.0283316,0.0110781,0.00491372,0.047123,0.029059,0.0403746,0,0.0174162,0.0701149,0.0371757,0,0,0.0210661,0,0,0.0504441,0.0540013,0.0349476,0.027313,0.0153883,0.0511589,0.0377383,0.0308139,0.0573236,0.0252223,0.0529628,0.0343904,0.0385328,0.071584,0.0170496,0.0203598,0.0389317,0.0231349,0.0310842,0.0157757,0.0590587,0.0313421,0
366,0.036066,0,0,0,0,0.0516263,0,0,0,0,0,0,0.0346491,0,0.0168236,0.0701143,0,0,0.0257406,0,0,0.0460187,0.0712671,0.0214315,0.00699456,0.0148356,0.045812,0.0295572,0.0388136,0.0501046,0.0374709,0.011901,0.0143928,0.0276654,0.0282784,0.010814,0.00499136,0.0470742,0.0290037,0.0404756,0,0.017441,0.0698879,0.0371192,0,0,0.0212595,0,0,0.0505773,0.0539557,0.035166,0.0272404,0.0154178,0.0511684,0.0379107,0.030748,0.057153,0.0253098,0.052956,0.0342854,0.0385394,0.0715595,0.0170559,0.0204964,0.0390392,0.0231223,0.031158,0.0158742,0.0589413,0.0315249,0
367,0.0359898,0,0,0,0,0.0517827,0,0,0,0,0,0,0.0349839,0,0.0168738,0.0701724,0,0,0.0257692,0,0,0.0460736,0.0713621,0.0214247,0.00703422,0.0149133,0.0458732,0.029603,0.0387171,0.0499839,0.0376807,0.0119535,0.0144813,0.0276655,0.0283149,0.0107089,0.00500384,0.0470738,0.0289575,0.0406263,0,0.0175168,0.0697368,0.0370938,0,0,0.0214352,0,0,0.0506399,0.0539404,0.0353257,0.0270981,0.0153707,0.0511306,0.0380119,0.0307097,0.0570094,0.0254982,0.0529022,0.0341186,0.0384871,0.071497,0.017045,0.0205941,0.0391388,0.0231295,0.0312452,0.0159636,0.0588371,0.0315935,0
368,0.0359344,0,0,0,0,0.0519323,0,0,0,0,0,0,0.0347811,0,0.0170042,0.0702213,0,0,0.0257474,0,0,0.0461112,0.0713759,0.0212302,0.00701215,0.0149325,0.045927,0.0296032,0.0388008,0.0499362,0.0377699,0.01194,0.0144213,0.0276317,0.0283933,0.0107362,0.00495791,0.0471191,0.0289088,0.0407196,0,0.0175698,0.0696557,0.0370925,0,0,0.0214684,0,0,0.0507076,0.0539067,0.0354592,0.0268823,0.0152567,0.0509981,0.038001,0.0306095,0.0569138,0.0255462,0.0527931,0.0339388,0.0383608,0.0713746,0.0171076,0.0206588,0.0392529,0.0231135,0.0313477,0.016043,0.058767,0.0314461,0
369,0.0358918,0,0,0,0,0.0520593,0,0,0,0,0,0,0.034235,0,0.0171887,0.0702428,0,0,0.0256704,0,0,0.0461287,0.0713386,0.0210036,0.00697337,0.0148494,0.0459298,0.0295637,0.038949,0.049909,0.0376863,0.0119102,0.0142796,0.0276151,0.0283743,0.0109031,0.00491208,0.0471707,0.0288948,0.0407808,0,0.0176053,0.0696105,0.0371192,0,0,0.0214298,0,0,0.0508248,0.0538626,0.0356014,0.0266415,0.0152174,0.0508046,0.0379176,0.0305218,0.0568714,0.0255029,0.0526681,0.0337961,0.0382065,0.0712106,0.017206,0.0206869,0.0393775,0.0230993,0.0314502,0.0160813,0.0587336,0.0312592,0
370,0.0358508,0,0,0,0,0.0521595,0,0,0,0,0,0,0.0337582,0,0.017308,0.0702669,0,0,0.0255899,0,0,0.0461057,0.0712628,0.020706,0.00699425,0.0146546,0.0458951,0.0295097,0.0392035,0.0498959,0.0375357,0.0119116,0.0142791,0.0275545,0.0283657,0.0112258,0.00488177,0.0471946,0.0289038,0.0408176,0,0.0175392,0.0696303,0.0371599,0,0,0.0214131,0,0,0.05094,0.0538762,0.035706,0.0263823,0.0152891,0.050561,0.0378067,0.0304378,0.0568825,0.0253937,0.052553,0.0336475,0.0380794,0.0710395,0.0172847,0.0207015,0.0395074,0.0230551,0.031527,0.0160786,0.0587241,0.0311265,0
371,0.0359753,0,0,0,0,0.052245,0,0,0,0,0,0,0.0329265,0,0.0173348,0.0705131,0,0,0.0254851,0,0,0.046022,0.0708744,0.0206189,0.00668108,0.0145313,0.0458276,0.0293609,0.0398277,0.0501658,0.0373768,0.0117181,0.014361,0.027529,0.028441,0.0121093,0.00478972,0.0471603,0.0289046,0.0407546,0,0.0174523,0.0695332,0.0372877,0,0,0.0213091,0,0,0.0508774,0.0539169,0.0358455,0.0260572,0.0153671,0.0502354,0.0376454,0.0303887,0.0568992,0.0252455,0.0524334,0.0335191,0.0379581,0.0708727,0.0173795,0.0206957,0.0395583,0.0230697,0.0316216,0.0159398,0.0587109,0.031192,0
372,0.0359923,0,0,0,0,0.0523026,0,0,0,0,0,0,0.0319599,0,0.0175419,0.0704664,0,0,0.0254397,0,0,0.0459485,0.0707927,0.0206202,0.00662675,0.014215,0.0456896,0.0292907,0.0402973,0.0502518,0.03718,0.011475,0.0142129,0.0273279,0.0283507,0.0130412,0.0046865,0.0470705,0.0288765,0.040607,0,0.0173386,0.0696031,0.0373413,0,0,0.0212541,0,0,0.0508381,0.0538911,0.0360004,0.0257803,0.0154417,0.0498861,0.0375731,0.0302851,0.0569045,0.025195,0.0522978,0.0333567,0.0378275,0.0706977,0.0175183,0.0207076,0.0395719,0.0230575,0.0316789,0.0159101,0.058707,0.0311954,0
373,0.0360059,0,0,0,0,0.0523786,0,0,0,0,0,0,0.0307254,0,0.0178061,0.0703962,0,0,0.0253837,0,0,0.0459277,0.0707406,0.0208665,0.00668626,0.0139193,0.0455621,0.0292138,0.0407401,0.0502849,0.0368901,0.0112001,0.0137981,0.0271405,0.0282565,0.0141397,0.00460754,0.0470817,0.0288784,0.0404966,0,0.0172989,0.0696514,0.0373952,0,0,0.0212336,0,0,0.0508648,0.0538729,0.0362114,0.0255026,0.0155212,0.0495364,0.0375418,0.0301667,0.0568556,0.0250697,0.0521849,0.0331375,0.0377163,0.0705118,0.0176706,0.0206955,0.0395972,0.0230039,0.0317722,0.0159196,0.0586635,0.0311839,0
