Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,LTHIA,RWRB,RTIBA,LWRA,
74,0.0336876,0,0,0,0,0.0425797,0,0,0,0,0,0,0.0290254,0,0.0152486,0.0705062,0,0,0.016304,0,0,0.0255126,0.0715703,0.0165512,0.00865121,0.0203408,0.0339888,0.0310126,0.0547949,0.0378023,0.0123518,0.0154046,0.025297,0.0262255,0.0153294,0.0131391,0.0208288,0.0515835,0,0.0190573,0.073938,0.0367528,0,0,0.0221298,0,0,0.0497568,0.0457844,0.0388419,0.0316201,0.0174089,0.0426283,0.0417356,0.0360004,0.0597963,0.051489,0.0205847,0.0653592,0.039608,0.102299,0.0208138,0.0208298,0.0277241,0.0229961,0.0207119,0.0437462,0,0,0,0
75,0.0336907,0,0,0,0,0.0425575,0,0,0,0,0,0,0.0290173,0,0.0151768,0.0705929,0,0,0.0162439,0,0,0.0254522,0.0715799,0.0162068,0.0086038,0.0202469,0.0338558,0.0310337,0.0546785,0.0377813,0.0124589,0.0153432,0.0252778,0.0262139,0.0153178,0.0131626,0.0207192,0.0514341,0,0.0190662,0.0738569,0.0367559,0,0,0.0220359,0,0,0.0496029,0.0457836,0.0388593,0.0315347,0.0173909,0.042667,0.0415954,0.0358875,0.0600884,0.0515226,0.0206084,0.0652988,0.0396817,0.102304,0.02082,0.0207948,0.0276251,0.0229651,0.0207352,0.0436715,0,0,0,0
76,0.0336748,0,0,0,0,0.0425353,0,0,0,0,0,0,0.029055,0,0.0153308,0.0706932,0,0,0.0161783,0,0,0.0253926,0.0715826,0.0162076,0.00855379,0.020152,0.0337283,0.031005,0.0545438,0.0377532,0.0124643,0.0151767,0.02519,0.026182,0.0153241,0.0130929,0.0207331,0.0513398,0,0.0191148,0.0738617,0.0367298,0,0,0.0219162,0,0,0.049571,0.0457523,0.0389199,0.0314595,0.0173373,0.0426794,0.041482,0.0357987,0.060185,0.0515772,0.0207137,0.0651767,0.0395107,0.102244,0.0208452,0.0207685,0.0275744,0.0228329,0.0207562,0.0435657,0,0,0,0
77,0.0344475,0,0,0,0,0.0426103,0,0,0,0,0,0,0.0295517,0,0.0154117,0.0708019,0,0,0.0153843,0,0,0.0251428,0.0719151,0.0164771,0.00935447,0.0205118,0.0331113,0.0299031,0.0547338,0.0386156,0.0125955,0.0150093,0.0251843,0.0262877,0.0147429,0.0128762,0.0205657,0.0593699,0,0.0198997,0.0760798,0.0373499,0,0,0.0217145,0,0,0.0496217,0.0413445,0.0421884,0.0351438,0.0143049,0.0438296,0.0412534,0.038854,0,0.0536669,0.0195861,0.0630875,0.0356382,0.0987412,0.0299996,0.020833,0.0275534,0.0230047,0.0199218,0.0435056,0,0,0,0
78,0.0336289,0,0,0,0,0.0425194,0,0,0,0,0,0,0.0287899,0,0.0154518,0.0707402,0,0,0.0160698,0,0,0.0252955,0.0716632,0.0164415,0.00851012,0.0199595,0.0335089,0.0308971,0.0543046,0.0378449,0.012386,0.0147906,0.0250711,0.0261674,0.0156267,0.0132003,0.0209177,0.0510522,0,0.0191933,0.0738446,0.0365871,0,0,0.0216379,0,0,0.0498057,0.0456692,0.0390794,0.0314423,0.0172919,0.0427136,0.0412756,0.0354928,0.0602898,0.0516494,0.0208804,0.0649516,0.0392376,0.102011,0.0208716,0.0207304,0.0275341,0.0225926,0.0207361,0.0435393,0,0,0,0
79,0.0336135,0,0,0,0,0.0424637,0,0,0,0,0,0,0.0285442,0,0.0154575,0.0707605,0,0,0.016036,0,0,0.0252024,0.0717147,0.0166271,0.00849485,0.0197072,0.0334014,0.0308916,0.0541779,0.0378414,0.0123213,0.0147129,0.0251028,0.0261808,0.015868,0.0131356,0.02076,0.0506982,0,0.0192353,0.0737972,0.0365231,0,0,0.0215001,0,0,0.0498422,0.0456787,0.039122,0.0314207,0.017245,0.0427338,0.0412241,0.0355076,0.0603528,0.0517134,0.0208839,0.064822,0.0391783,0.101977,0.0207639,0.0206004,0.0275604,0.0226198,0.0207614,0.043623,0,0,0,0
80,0.0344183,0,0,0,0,0.0424246,0,0,0,0,0,0,0.0290031,0,0.0154973,0.0708702,0,0,0.0151863,0,0,0.0249605,0.0720003,0.0167398,0.00922937,0.0197579,0.0327779,0.0298384,0.0543839,0.0386013,0.0123532,0.01469,0.0252623,0.0263076,0.015384,0.0128896,0.0203486,0.0585103,0,0.019943,0.0759679,0.0371306,0,0,0.0213115,0,0,0.0498109,0.041318,0.0424162,0.0350059,0.0143331,0.0438534,0.0410975,0.0389338,0,0.053886,0.0195649,0.0626691,0.0353857,0.0985933,0.029679,0.0201329,0.0274912,0.0229447,0.0199432,0.0436695,0,0,0,0
81,0.034399,0,0,0,0,0.0423353,0,0,0,0,0,0,0.0288188,0,0.0155414,0.0710049,0,0,0.0150607,0,0,0.0249538,0.0719414,0.0165712,0.00917071,0.0194331,0.0326693,0.029853,0.0543109,0.0383809,0.0122091,0.0146716,0.0252809,0.0262978,0.0157398,0.0130744,0.0203269,0.0593005,0,0.0196439,0.0757937,0.0370173,0,0,0.0213147,0,0,0.0499001,0.0412266,0.0427394,0.034751,0.0141576,0.0437874,0.0410411,0.0390814,0,0.0541729,0.0196641,0.0625328,0.0351128,0.0982994,0.0306151,0.0200602,0.0275182,0.022886,0.0199272,0.0437197,0,0,0,0
82,0.0336214,0,0,0,0,0.0422029,0,0,0,0,0,0,0.0280995,0,0.0156229,0.070763,0,0,0.0156489,0,0,0.025165,0.0716789,0.0165273,0.00815731,0.0188286,0.0330614,0.0308621,0.053932,0.037423,0.0120029,0.0146638,0.0252079,0.0261842,0.0166196,0.0134289,0.020619,0.0494644,0,0.0193286,0.073811,0.0362174,0,0,0.0212935,0,0,0.0500669,0.0456774,0.0391694,0.0311335,0.017123,0.0426493,0.0410381,0.0356469,0.0605973,0.0520828,0.0208208,0.0642363,0.0388781,0.101894,0.020377,0.0200104,0.0274868,0.022458,0.0207226,0.0437727,0,0,0,0
83,0.0336092,0,0,0,0,0.0422051,0,0,0,0,0,0,0.0278094,0,0.0157624,0.0707098,0,0,0.015569,0,0,0.025137,0.0716766,0.0166952,0.00811127,0.0186783,0.0329097,0.0308973,0.0538104,0.0371806,0.0120668,0.0146752,0.0252095,0.0261755,0.0169431,0.0135627,0.0206868,0.0487944,0,0.0193187,0.0737518,0.0360865,0,0,0.0212406,0,0,0.0501509,0.0456709,0.0391917,0.0311125,0.0171569,0.0425964,0.040997,0.03558,0.0606237,0.0522172,0.0206703,0.0640038,0.0388063,0.101912,0.020189,0.0199746,0.0275387,0.0222733,0.0206636,0.0438383,0,0,0,0
84,0.0334212,0,0,0,0,0.0422083,0,0,0,0,0,0,0.0310222,0,0,0.073124,0,0,0.0159318,0,0,0.0252176,0.069588,0.0138155,0.00964747,0.0199497,0.0337241,0.0316933,0.0557243,0.0365194,0.00995953,0.0113204,0.0246249,0.0248033,0.0131044,0.013832,0.0209747,0.0416648,0,0.0205271,0.0697508,0.0357388,0,0,0.0210133,0,0,0.0502128,0,0.0355197,0.0265776,0,0.041254,0.0406916,0.0346837,0.0556742,0.0486461,0.0211007,0.0634753,0.0421651,0.106856,0.0156643,0.0196743,0.0274565,0.0221496,0.0209917,0,0,0,0,0
85,0.0346915,0,0,0,0,0.0422369,0,0,0,0,0,0,0.0322875,0,0.0145268,0.0723869,0,0,0.0150143,0,0,0.0249838,0.0696565,0.014865,0.00981909,0.0200078,0.0333319,0.0305385,0.0562009,0.037822,0.0111638,0.0122163,0.0240746,0.0250093,0.0121027,0.0136796,0.0207043,0.0463983,0,0.0199088,0.0727895,0.0366615,0,0,0.0207088,0,0,0.0501914,0.0459829,0.0390003,0.0308045,0.0174773,0.04238,0.0401794,0.0358975,0.0605723,0.0521717,0.0202263,0.0635793,0.0386576,0.102097,0.0189525,0.0195084,0.0274546,0.0226866,0.0198004,0,0,0,0,0
86,0.0336519,0,0,0,0,0.042093,0,0,0,0,0,0,0.0271661,0,0.015857,0.0706597,0,0,0.0154166,0,0,0.0250824,0.071467,0.016375,0.00766276,0.0182812,0.032632,0.0310855,0.053583,0.0367543,0.0118057,0.0145792,0.0252657,0.0261119,0.0179601,0.0138969,0.0209798,0.046892,0,0.0194199,0.0734331,0.0357718,0,0,0.0210222,0,0,0.0504777,0.0457851,0.0391443,0.030996,0.0172276,0.042652,0.0407078,0.0353046,0.0609193,0.0526864,0.0201638,0.0631781,0.0383125,0.101958,0.0196063,0.0194782,0.0275018,0.0223619,0.0203389,0.0440217,0,0,0,0
87,0.0336574,0,0,0,0,0.0419801,0,0,0,0,0,0,0.0270822,0,0.0158385,0.0706819,0,0,0.0154444,0,0,0.024977,0.0714177,0.016491,0.00762187,0.018179,0.032422,0.031234,0.0534593,0.0363672,0.0117988,0.0146618,0.0252897,0.0261081,0.0180953,0.0140241,0.0208629,0.0461823,0,0.0194982,0.07338,0.0355028,0,0,0.0209232,0,0,0.0504751,0.0458325,0.039301,0.0310061,0.0172502,0.0426676,0.0405826,0.0352445,0.0610205,0.0529044,0.0200352,0.0628169,0.0381527,0.102035,0.0195039,0.0195132,0.0274624,0.0223956,0.0202448,0.0440499,0,0,0,0
88,0.0344729,0,0,0,0,0.0419292,0,0,0,0,0,0,0.0276364,0,0.0157532,0.0707731,0,0,0.0147526,0,0,0.0247784,0.0716044,0.0168007,0.008375,0.0184913,0.0316724,0.0303056,0.0536126,0.0368717,0.012021,0.0148119,0.0253774,0.0262282,0.0173624,0.0138142,0.0205627,0.0536746,0,0.0199438,0.0754668,0.0358947,0,0,0.020851,0,0,0.0503645,0.0414387,0.0431701,0.0346107,0.0153259,0.0437874,0.0402572,0.0387827,0,0.0553749,0.0185829,0.0602755,0.0344929,0.0987435,0.0272227,0.0194587,0.0274078,0.0226444,0.0193279,0.0439565,0,0,0,0
89,0.0347366,0,0,0,0,0.0419569,0,0,0,0,0,0,0.0323596,0,0.0142975,0.0725438,0,0,0.0150286,0,0,0.0248905,0.0693058,0.015201,0.00948685,0.0195107,0.032619,0.0310025,0.0558453,0.0365929,0.0108999,0.0123946,0.0241303,0.0250077,0.0120965,0.0140836,0.0208105,0.044905,0,0.0196221,0.0721857,0.0356619,0,0,0.0204142,0,0,0.0501851,0.0461718,0.0394507,0.0306294,0.0171684,0.042723,0.0397315,0.0359333,0.0614959,0.0532294,0.0200123,0.062265,0.0386173,0.102046,0.0190647,0.0192937,0.0272733,0.0227313,0.0194038,0,0,0,0,0
90,0.0340761,0,0,0,0,0.0419537,0,0,0,0,0,0,0.0275016,0,0.0155895,0.071263,0,0,0.0153281,0,0,0.0249264,0.0713607,0.016473,0.00796857,0.0182717,0.0314558,0.0312357,0.0532924,0.0357843,0.0120758,0.0150377,0.0253701,0.026152,0.0175425,0.0140112,0.0209925,0.0387127,0,0.0204425,0.0739262,0.0350729,0,0,0.0206928,0,0,0.050299,0.0457798,0.0407618,0.0325311,0.0169862,0.0432516,0.0403238,0.0357916,0.0618936,0.0542244,0.0200842,0.0615241,0.0375042,0.101685,0.0181665,0.019139,0.0272975,0.0225461,0.0195001,0.0438985,0,0.0287596,0,0
91,0.0341409,0,0,0,0,0.0420086,0,0,0,0,0,0,0.0275265,0,0.0155107,0.0713736,0,0,0.0154424,0,0,0.024892,0.0714407,0.016421,0.00798184,0.0183541,0.031199,0.031326,0.0531883,0.0356021,0.0121072,0.0150877,0.0254229,0.0261734,0.0175231,0.01407,0.0210398,0.0374599,0,0.0206714,0.0737963,0.0349514,0,0,0.0206553,0,0,0.0502322,0.0459469,0.0407779,0.032531,0.0170224,0.0433476,0.0403524,0.0357294,0.0620883,0.0544054,0.0201303,0.0612191,0.0370615,0.101717,0.0183631,0.0190699,0.0272311,0.0226711,0.0193403,0.0439369,0,0.0290779,0,0
92,0.0361382,0,0,0,0,0.0421795,0,0,0,0,0,0,0.0333685,0,0.0141897,0.0734288,0,0,0.0142713,0,0,0.0245965,0.0699082,0.0150613,0.0105527,0.0201294,0.0310836,0.0297092,0.0558665,0.0372297,0.0113145,0.0126632,0.0243004,0.0251876,0.011276,0.0139356,0.0205459,0.0434708,0,0.020983,0.075068,0.0362844,0,0,0.0201833,0,0,0.0500643,0.0418159,0.0446047,0.0358221,0.0147939,0.0444021,0.0394825,0.0390869,0,0.0564193,0.0191943,0.059258,0.0333144,0.0985183,0.0211469,0.0192032,0.0271384,0.0234694,0.0177817,0,0,0.0295086,0,0
93,0.0343595,0,0,0,0,0.041952,0,0,0,0,0,0,0.0277884,0,0.0156585,0.0717025,0,0,0.0154323,0,0,0.024888,0.0718288,0.0166671,0.00799157,0.0181153,0.03081,0.0312971,0.0530924,0.0357027,0.0122461,0.0150791,0.0253927,0.0261465,0.0170983,0.0141482,0.021096,0.0354976,0,0.0208456,0.0734967,0.0348127,0,0,0.0205047,0,0,0.0505475,0.0462002,0.040853,0.0323616,0.0169487,0.0434531,0.040067,0.035617,0.0623359,0.0545549,0.0201138,0.06068,0.0364993,0.101805,0.0190097,0.0188494,0.0272599,0.0227886,0.01897,0.0440129,0,0.0296232,0,0
94,0.0343917,0,0,0,0,0.0418885,0,0,0,0,0,0,0.0279188,0,0.0157036,0.0718529,0,0,0.0153911,0,0,0.0248421,0.0719623,0.0163978,0.00801804,0.0179988,0.0306226,0.0312022,0.0530073,0.0357584,0.0122918,0.0151438,0.0253446,0.0261752,0.0168974,0.0140973,0.0210504,0.034722,0,0.020978,0.0732904,0.0347573,0,0,0.0205375,0,0,0.0505828,0.0463488,0.0409228,0.0322488,0.0170059,0.0434266,0.0400261,0.0356166,0.0624182,0.0546668,0.0201435,0.0606046,0.0365471,0.101756,0.0192098,0.0187172,0.0272711,0.022816,0.0188045,0.0438357,0,0.0298561,0,0
95,0.0343924,0,0,0,0,0.0418183,0,0,0,0,0,0,0.0281049,0,0.0158497,0.0719223,0,0,0.0152797,0,0,0.0248244,0.0719977,0.0164057,0.0081365,0.017948,0.0303774,0.031043,0.0529111,0.0357466,0.0123258,0.0151872,0.0253566,0.0262108,0.0167372,0.0140948,0.0209815,0.0341491,0,0.0210896,0.07315,0.0347548,0,0,0.0204899,0,0,0.0506233,0.0464443,0.0409587,0.0322154,0.0170063,0.0433614,0.0400463,0.0354341,0.0626022,0.0547158,0.0201462,0.0605136,0.0366118,0.101722,0.0194145,0.0189367,0.027263,0.0227954,0.0186451,0.0437343,0,0.0300531,0,0
96,0.0343848,0,0,0,0,0.0416978,0,0,0,0,0,0,0.0282629,0,0.0159075,0.0718842,0,0,0.0150715,0,0,0.0248468,0.0720179,0.016607,0.00829523,0.0178779,0.030142,0.0308264,0.0528072,0.0356752,0.0123761,0.0152508,0.025438,0.0262052,0.016565,0.0140795,0.0209348,0.0337646,0,0.0211423,0.073052,0.0348281,0,0,0.0204709,0,0,0.0505906,0.0464849,0.0409597,0.0322043,0.0169557,0.0432811,0.0400246,0.0353619,0.0627087,0.0547069,0.0201518,0.0603988,0.0365972,0.101731,0.0195772,0.0189468,0.0272158,0.0227883,0.0185034,0.0435381,0,0.0301574,0,0
97,0.0343645,0,0,0,0,0.0415467,0,0,0,0,0,0,0.0283486,0,0.015896,0.0720855,0,0,0.0148324,0,0,0.0248026,0.0720343,0.0165591,0.0083528,0.0177763,0.029977,0.0305853,0.0526934,0.0356258,0.0125173,0.0152835,0.0254841,0.0262035,0.0164404,0.0140821,0.020858,0.0334463,0,0.0211309,0.0730273,0.0349262,0,0,0.0205038,0,0,0.0503823,0.046554,0.040989,0.0320654,0.017003,0.043157,0.0400236,0.035456,0.0626902,0.0547172,0.0203131,0.0605098,0.0366212,0.101678,0.0197041,0.0185173,0.0270913,0.0227813,0.0183875,0.0434244,0,0.0301927,0,0
98,0.0343752,0,0,0,0,0.0414498,0,0,0,0,0,0,0.0284265,0,0.0158955,0.0723226,0,0,0.0145343,0,0,0.0247902,0.0720348,0.0162702,0.00844059,0.0176769,0.0298405,0.0303447,0.0525891,0.0354944,0.0125501,0.015273,0.0254831,0.026215,0.0163804,0.0140654,0.0208276,0.0332971,0,0.0210901,0.0730841,0.035059,0,0,0.0205648,0,0,0.0502832,0.0466036,0.0409546,0.0319073,0.0170569,0.0430002,0.0399604,0.0356991,0.0626219,0.0546925,0.0203855,0.0606764,0.0365706,0.101657,0.0197684,0.0180114,0.0270379,0.0227785,0.018246,0.0433922,0,0.0301584,0,0
99,0.0352592,0,0,0,0,0.041496,0,0,0,0,0,0,0.029156,0,0.0159639,0.0726801,0,0,0.013514,0,0,0.0245784,0.0722961,0.0161191,0.00935286,0.0179965,0.0292399,0.029025,0.0527438,0.0362276,0.0126368,0.0152195,0.0254919,0.0263041,0.0155498,0.0139461,0.0204828,0.0405888,0,0.0211927,0.0754644,0.0358779,0,0,0.0205013,0,0,0.0502666,0.0420904,0.0449478,0.0353482,0.0155518,0.0438513,0.0398351,0.0390796,0,0.0568217,0.0192554,0.0587831,0.032915,0.0984713,0.0207797,0.0179054,0.027011,0.0230634,0.0172759,0.0431757,0,0.0303445,0,0
100,0.0353025,0,0,0,0,0.0415055,0,0,0,0,0,0,0.0291387,0,0.0159783,0.0725389,0,0,0.0132771,0,0,0.0244849,0.0722941,0.0160423,0.00954147,0.0179069,0.0291905,0.0287962,0.0526447,0.0360925,0.012668,0.0152296,0.0254482,0.0262788,0.0155895,0.0139937,0.0203839,0.0414739,0,0.0209873,0.0753943,0.0359941,0,0,0.0206662,0,0,0.0502199,0.0419322,0.0451909,0.0351827,0.015485,0.0437212,0.0399392,0.0390184,0,0.0569386,0.0192489,0.0588373,0.0329755,0.0983204,0.0210807,0.0178382,0.0269854,0.0229045,0.017045,0.0431015,0,0.030493,0,0
101,0.035401,0,0,0,0,0.0414528,0,0,0,0,0,0,0.0291401,0,0.0160862,0.0724105,0,0,0.0130991,0,0,0.0244107,0.072306,0.0161105,0.00954907,0.0178476,0.0291803,0.0285787,0.0526006,0.0360828,0.0128518,0.0151634,0.0253391,0.026238,0.015561,0.0139631,0.0202609,0.0415734,0,0.0209592,0.0753605,0.0361148,0,0,0.0207892,0,0,0.0502065,0.0419228,0.0452207,0.0350869,0.015537,0.0436409,0.0400606,0.039105,0,0.0569399,0.0192382,0.0588876,0.0330246,0.0983566,0.0211153,0.0177083,0.0269611,0.0227511,0.0168082,0.0431197,0,0.0305371,0,0
102,0.0355156,0,0,0,0,0.0413676,0,0,0,0,0,0,0.0290927,0,0.0162113,0.0723811,0,0,0.0128946,0,0,0.0244093,0.072324,0.0163309,0.00957902,0.0178361,0.0291151,0.0283597,0.052583,0.036016,0.0128952,0.0150379,0.0253128,0.0261884,0.0155894,0.0139606,0.0201746,0.0415574,0,0.0209741,0.0753648,0.0362238,0,0,0.0208357,0,0,0.0501586,0.0419085,0.0452048,0.0350295,0.0155894,0.0435436,0.0401975,0.0390916,0,0.0569441,0.0192524,0.0589344,0.0330764,0.0983951,0.0211159,0.0172825,0.0269009,0.0226824,0.0166276,0.0430528,0,0.0305073,0,0
103,0.0356266,0,0,0,0,0.0412191,0,0,0,0,0,0,0.028975,0,0.0162021,0.0725341,0,0,0.0126466,0,0,0.0243802,0.0723239,0.0163707,0.00965476,0.0178153,0.0290326,0.028118,0.0525338,0.0358847,0.0128123,0.0150281,0.0253715,0.0261353,0.0157078,0.0140157,0.0200271,0.0415578,0,0.0209897,0.0754346,0.0363287,0,0,0.0208263,0,0,0.0500086,0.0418753,0.0451743,0.0349757,0.0156284,0.0434253,0.0403342,0.0389707,0,0.0569675,0.0191905,0.0589946,0.0331928,0.0984263,0.0210771,0.0166965,0.0268109,0.0229552,0.0164961,0.0430625,0,0.0305328,0,0
104,0.0357378,0,0,0,0,0.041043,0,0,0,0,0,0,0.0289394,0,0.0162057,0.0729708,0,0,0.0123741,0,0,0.0243141,0.0723435,0.0162215,0.00979941,0.0177368,0.0289667,0.0278598,0.0524837,0.0356924,0.0127385,0.0150848,0.0253803,0.026083,0.0157899,0.0140671,0.019837,0.0416129,0,0.0209737,0.0755793,0.0364538,0,0,0.0207487,0,0,0.0498645,0.0417872,0.0451612,0.0349905,0.0157096,0.0432436,0.0404385,0.0385087,0,0.0569648,0.0190513,0.0590298,0.0331873,0.098462,0.0210694,0.0161366,0.0267281,0.0232651,0.0163555,0.0431221,0,0.030589,0,0
105,0.035772,0,0,0,0,0.0407728,0,0,0,0,0,0,0.0250575,0,0.0150145,0,0,0,0.0122216,0,0,0.0242282,0.0689726,0.0167302,0.0217649,0.0176215,0.0264063,0.0275133,0.054149,0.0328951,0.0118605,0.0157029,0.0261934,0.0267564,0.021225,0.0137428,0.0197609,0.0448309,0,0.0219429,0.0692407,0.0367945,0,0,0.0216335,0,0,0.0503051,0.0442064,0.046006,0.0334559,0.0140123,0.0414952,0.041912,0.0386234,0,0.0580809,0.0230254,0.058322,0.0314288,0.0973646,0.0226911,0.0158319,0.0269361,0.0241099,0.0147959,0.0466331,0,0.0296827,0,0
106,0.0358483,0,0,0,0,0.0409464,0,0,0,0,0,0,0.0288959,0,0.0162194,0.0730875,0,0,0.0117577,0,0,0.0241788,0.072402,0.0157972,0.00993312,0.0176002,0.0288468,0.0273139,0.0524707,0.0352993,0.0127151,0.0152797,0.0253321,0.0261078,0.0159635,0.0141438,0.0196111,0.0415068,0,0.0210068,0.0758223,0.0367583,0,0,0.0209139,0,0,0.0497779,0.0418065,0.0452485,0.0348679,0.0158548,0.0427967,0.0405339,0.0386098,0,0.0569332,0.018974,0.0591151,0.0330756,0.0984638,0.0211448,0.0158395,0.0266194,0.0230043,0.0159523,0.0433025,0,0.0305859,0,0
107,0.0359553,0,0,0,0,0.040882,0,0,0,0,0,0,0.0287245,0,0.0162557,0.0730564,0,0,0.0114645,0,0,0.0240934,0.0724515,0.0159232,0.0100124,0.0176161,0.0287833,0.0270776,0.0525778,0.0352362,0.0126002,0.0152778,0.0253165,0.0261095,0.0160651,0.0142276,0.0194542,0.041465,0,0.0210036,0.0758628,0.0369306,0,0,0.0210554,0,0,0.0497496,0.0418752,0.0451871,0.0347697,0.0158658,0.0426141,0.0406367,0.0389839,0,0.056951,0.0190302,0.0591241,0.0330763,0.0985301,0.0211199,0.0159115,0.0265882,0.0229381,0.0157337,0.0433157,0,0.0305018,0,0
108,0.0361525,0,0,0,0,0.0407017,0,0,0,0,0,0,0.028508,0,0.0163453,0.0729155,0,0,0.0112322,0,0,0.024068,0.0725105,0.0162259,0.0100653,0.0175103,0.0287328,0.026845,0.052632,0.0352902,0.0125453,0.0152311,0.0253429,0.0261373,0.0161227,0.0142754,0.0193854,0.0415649,0,0.0210323,0.0759015,0.0371319,0,0,0.0211678,0,0,0.0496647,0.0418904,0.0451204,0.034756,0.0158458,0.0425023,0.0406648,0.0387046,0,0.05698,0.0191041,0.059023,0.0332048,0.0986215,0.021173,0.0156842,0.026531,0.0236113,0.0155679,0.0433301,0,0.0305562,0,0
109,0.0363854,0,0,0,0,0.0405782,0,0,0,0,0,0,0.0284916,0,0.0164058,0.0730068,0,0,0.0109601,0,0,0.0240052,0.0725022,0.0162512,0.0100133,0.0173754,0.0286663,0.0265843,0.0523964,0.0355334,0.0124756,0.0151426,0.0253737,0.0261521,0.016297,0.0143231,0.0192782,0.0416759,0,0.0210701,0.0760151,0.0373276,0,0,0.021249,0,0,0.0497157,0.0418698,0.0451337,0.0347677,0.0156342,0.0424239,0.0405754,0.0382412,0,0.0569655,0.0190523,0.0588487,0.0332343,0.0987108,0.0212833,0.0151322,0.0265308,0.0237164,0.0153838,0.0433296,0,0.0306759,0,0
110,0.036545,0,0,0,0,0.0405922,0,0,0,0,0,0,0.0284956,0,0.0164148,0.0731152,0,0,0.0106851,0,0,0.0239218,0.0724554,0.0159991,0.00998171,0.0173536,0.0286375,0.0263679,0.0521154,0.0355175,0.0123871,0.0150451,0.0253587,0.0261348,0.0164226,0.0143908,0.0191661,0.0416411,0,0.0210867,0.0760826,0.0374846,0,0,0.021334,0,0,0.0497002,0.0418784,0.0451328,0.0347382,0.0153384,0.0423502,0.0405965,0.0387857,0,0.0569509,0.0190285,0.0588055,0.0331612,0.0987922,0.0213333,0.0151819,0.0264918,0.0232116,0.015173,0.0434024,0,0.0306954,0,0
111,0.0366232,0,0,0,0,0.0405633,0,0,0,0,0,0,0.0283835,0,0.0165064,0.0731046,0,0,0.0105055,0,0,0.0238364,0.0724157,0.015984,0.0099405,0.017385,0.0286296,0.0262563,0.0521166,0.0353527,0.0123299,0.0149948,0.0253311,0.0260811,0.0165433,0.0144097,0.0191176,0.0414574,0,0.0210048,0.0760656,0.0375897,0,0,0.0214114,0,0,0.0496338,0.0419814,0.0450972,0.0346717,0.0155713,0.0423063,0.0407962,0.0388606,0,0.0570104,0.0190977,0.0589771,0.0330946,0.0987864,0.0212521,0.0151706,0.0264235,0.0229147,0.0150419,0.0435375,0,0.03073,0,0
112,0.0367174,0,0,0,0,0.0404682,0,0,0,0,0,0,0.0282864,0,0.0167192,0.0730411,0,0,0.0104132,0,0,0.0238231,0.0723837,0.0161946,0.00992199,0.0173905,0.0286186,0.0261347,0.0524649,0.0356099,0.0123376,0.0149901,0.0253375,0.0260472,0.0166494,0.0143289,0.0191253,0.041491,0,0.0209048,0.0760909,0.0376613,0,0,0.021512,0,0,0.0495807,0.0420535,0.0449897,0.0346645,0.0157771,0.0423475,0.0409478,0.0383858,0,0.0570817,0.0191468,0.0590753,0.0331883,0.0987976,0.0211735,0.0148549,0.0263683,0.0231299,0.0149879,0.0435549,0,0.030855,0,0
113,0.0368569,0,0,0,0,0.0404572,0,0,0,0,0,0,0.0281776,0,0.0167369,0.0730161,0,0,0.0103543,0,0,0.0237664,0.0723569,0.016111,0.00986448,0.0172942,0.0286347,0.0259742,0.052653,0.0358734,0.0123859,0.015074,0.0254041,0.0260856,0.0167868,0.0142679,0.0190433,0.041582,0,0.0208354,0.0761084,0.0377263,0,0,0.0216257,0,0,0.049513,0.0420566,0.0448953,0.0347378,0.0158123,0.0424517,0.0410989,0.0379701,0,0.0571423,0.0191874,0.0589985,0.0332318,0.0988392,0.0211869,0.0145222,0.0263118,0.0235747,0.0149308,0.0435951,0,0.0309343,0,0
114,0.0369669,0,0,0,0,0.0405392,0,0,0,0,0,0,0.0281491,0,0.0167819,0.0730121,0,0,0.0102508,0,0,0.0237317,0.072342,0.016057,0.00981167,0.0172585,0.0286433,0.0257858,0.0526648,0.0358105,0.0124376,0.0151321,0.0254427,0.0261468,0.0168331,0.0143028,0.0189459,0.0416115,0,0.0208688,0.0761311,0.0377992,0,0,0.0217173,0,0,0.0495146,0.0420416,0.0449419,0.0348298,0.0158266,0.0424935,0.0413213,0.0376485,0,0.0571768,0.0191635,0.0588521,0.033252,0.0988826,0.0213039,0.0143467,0.0262742,0.0232567,0.0147996,0.0437042,0,0.0309897,0,0
