Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RILC,LASI
75,0,0,0,0,0,0,0.0224993,0.0686557,0,0,0,0.176455,0.0151523,0.0261912,0,0,0.0172302,0,0.0311729,0.00705686,0.0131179,0.193768,0,0.0124665,0.192656,0.041034,0.0369062,0.0362861,0.0321143,0.03235,0.0118079,0.0180757,0.00667337,0.0229904,0.146598,0.0258413,0.0195646,0.00457944,0.0450165,0.00807633,0.0363543,0.120024,0.0338266,0,0,0.0406542,0,0.00909008,0.0205856,0.0594341,0.031085,0.0255753,0.14306,0.0265744,0.0184273,0.0242725,0.0155688,0.0193411,0.0153617,0.0184512,0.0141141,0.0184552,0.077224,0.0357963,0.0127687,0.0125629,0.0897831,0.0471525,0,0,0,0.0419467,0
76,0,0,0,0,0,0,0.0225515,0.06856,0,0,0,0.176654,0.0151221,0.0267657,0,0,0.0172629,0,0.0311062,0.00704178,0.0136091,0.193876,0,0.0109695,0.192494,0.0409339,0.0362615,0.0358118,0.0314175,0.0309547,0.0117437,0.0170459,0.00748406,0.0228152,0.146672,0.0258984,0.019536,0.00468263,0.0447167,0.00813738,0.0363667,0.119887,0.0337646,0,0,0.0405372,0,0.00913102,0.0205222,0.0590422,0.0317064,0.0255714,0.142762,0.0264963,0.0184175,0.0243632,0.0155656,0.0193622,0.0157336,0.0182176,0.0143116,0.0187014,0.0770587,0.0356167,0.0126751,0.0125053,0.0892854,0.0471617,0,0,0,0.0424857,0
77,0,0,0,0,0,0,0.0226363,0.0684317,0,0,0,0.176266,0.015139,0.0265722,0,0,0.0172417,0,0.0310347,0.00705141,0.0142592,0.194533,0,0.0100131,0.192191,0.0408705,0.0354826,0.0350583,0.0304808,0.0295072,0.0117221,0.0155373,0.00836925,0.0224207,0.14581,0.0259777,0.0195166,0.00461541,0.0444936,0.00811409,0.0363872,0.119519,0.0337591,0,0,0.0402654,0,0.00909698,0.0205368,0.0587044,0.0323774,0.0255776,0.142373,0.0264299,0.0184355,0.0244579,0.0156465,0.0194018,0.0159795,0.0180128,0.0145253,0.0189651,0.0769412,0.0353699,0.0126233,0.0123938,0.0887744,0.0470574,0,0,0,0.0429545,0
78,0,0,0,0,0,0,0.022746,0.0682398,0,0,0,0.175813,0.0151881,0.026059,0,0,0.0171376,0,0.0309585,0.00701824,0.0149679,0.195332,0,0.0101834,0.191797,0.0407754,0.0346183,0.0340303,0.0294217,0.0281689,0.0122551,0.0145064,0.00954336,0.0220849,0.144494,0.0259751,0.0195132,0.0045714,0.0443655,0.00814357,0.0364194,0.119059,0.0338624,0,0,0.0398859,0,0.00907767,0.0206707,0.0583812,0.0332188,0.0255505,0.142051,0.0262894,0.0185076,0.0245936,0.0158052,0.0196005,0.0160801,0.0178365,0.014688,0.019242,0.0768931,0.0350568,0.0125551,0.0123087,0.0882644,0.0468621,0,0,0,0.0433646,0
79,0,0,0,0,0,0,0.0207969,0.0631391,0,0,0,0.182083,0.0151537,0.0293392,0,0,0.0178621,0,0.0309751,0.00731271,0.0267988,0.187026,0.0270402,0.0095603,0.164366,0.0422303,0.0256719,0.0244546,0.0244174,0.028021,0.0131221,0.0170533,0.0079403,0.0241932,0.15692,0.0269709,0.0195413,0.00456121,0.0432732,0.00842468,0.0366184,0.116386,0.0314005,0,0,0.0375213,0,0.00907813,0.0195252,0.0540583,0.0344636,0.0267621,0.134,0.024959,0.0184524,0.0242645,0.0168042,0.0214192,0.015872,0.0185418,0.0139621,0.0187404,0.0752593,0.0331967,0.0117683,0.0118878,0.0801451,0.0423891,0,0,0,0.0455905,0
80,0,0,0,0,0,0,0.021025,0.0626876,0,0,0,0.183917,0.015208,0.0317802,0,0,0.0176123,0,0.0309307,0.00719542,0.027416,0.18632,0.0268962,0.0111617,0.163772,0.0422545,0.0243257,0.0219992,0.0233805,0.0266156,0.0143033,0.0170136,0.00965335,0.0243578,0.15677,0.0268358,0.0195074,0.00443678,0.0433158,0.00846269,0.0366032,0.115887,0.0316631,0,0,0.0372156,0,0.00907524,0.019364,0.0537018,0.0354482,0.0266792,0.133695,0.0247837,0.0186487,0.0245072,0.0169663,0.0216306,0.0159947,0.0182481,0.0141885,0.0189655,0.0755446,0.0329806,0.0117623,0.0118645,0.0795842,0.0423339,0,0,0,0.0457722,0
81,0,0,0,0,0,0,0.0212351,0.0622975,0,0,0,0.185789,0.0152407,0.034928,0,0,0.0174027,0,0.0309023,0.0070515,0.0280026,0.185632,0.0268507,0.0129472,0.163415,0.0422832,0.0233897,0.0203376,0.0225956,0.0258791,0.0159802,0.0179472,0.0114529,0.0250215,0.156649,0.0267551,0.0194859,0.00433753,0.043477,0.00849776,0.0365884,0.115452,0.0319176,0,0,0.0368656,0,0.00907441,0.0191371,0.0534881,0.0364525,0.0266041,0.133468,0.0246445,0.0188261,0.0247447,0.0171511,0.0218299,0.0160968,0.0179554,0.0144315,0.0191656,0.0760491,0.0327494,0.0117253,0.0118388,0.079248,0.0422294,0,0,0,0.0458004,0
82,0,0,0,0,0,0,0.0214359,0.0619269,0,0,0,0.187206,0.0152632,0.0376078,0,0,0.0172616,0,0.0308279,0.00691484,0.0285962,0.185002,0.0269172,0.0143329,0.163107,0.0422595,0.022819,0.0196264,0.0220263,0.0258788,0.0177693,0.0194859,0.01325,0.0258309,0.156269,0.026794,0.0194485,0.00476309,0.0436207,0.00855408,0.0365068,0.115079,0.0321913,0,0,0.0364527,0,0.00907545,0.0190274,0.0534115,0.0375587,0.0264339,0.133345,0.0244596,0.0189825,0.0249558,0.017342,0.0219616,0.0161296,0.017676,0.0146083,0.0193267,0.0766184,0.0324595,0.0116264,0.011783,0.0790117,0.0421241,0,0,0,0.045769,0
83,0,0,0,0,0,0,0.0216746,0.0615733,0,0,0,0.18763,0.0153117,0.0388263,0,0,0.0171747,0,0.0307116,0.00676502,0.0291276,0.184835,0.0270065,0.0151034,0.162921,0.0422104,0.0223645,0.019624,0.0218278,0.0264029,0.0194191,0.0210723,0.0149568,0.0264928,0.15548,0.0268526,0.0193893,0.00536513,0.0435596,0.0086738,0.036292,0.11494,0.0324865,0,0,0.0360353,0,0.00910085,0.0186808,0.0534053,0.038983,0.0264704,0.133432,0.024145,0.0191542,0.0249922,0.0176378,0.0221829,0.0162951,0.0172782,0.0148093,0.019642,0.0768052,0.0320696,0.011447,0.0117061,0.0788081,0.0420918,0,0,0,0.045676,0
84,0,0,0,0,0,0,0.0217598,0.0620633,0,0,0,0.180849,0.0154034,0.03853,0,0,0.0171137,0,0.0306275,0.0066548,0.0279499,0.194119,0.026186,0.0164558,0.165116,0.0420997,0.0206389,0.0196006,0.0199851,0.0272784,0.0204076,0.0258573,0.021485,0.0297066,0.155168,0.026861,0.0193344,0.00483745,0.0435035,0.00875996,0.0361881,0.116944,0.0325677,0,0,0.0360659,0,0.00915981,0.0187081,0.0535488,0.0399736,0.0259558,0.135921,0.0241833,0.0190563,0.0255521,0.0174514,0.0218651,0.0166885,0.0169936,0.0155334,0.020002,0.0769897,0.0320995,0.0113998,0.0117905,0.0796148,0.0421724,0,0,0,0.0454509,0
85,0,0,0,0,0,0,0.0222279,0.0611929,0,0,0,0.185901,0.0154705,0.0366695,0,0,0.0169317,0,0.0304269,0.00639062,0.0297409,0.185938,0.0271271,0.015084,0.163307,0.0420082,0.0216277,0.02038,0.0224508,0.0277891,0.0211974,0.0228644,0.0171107,0.0272938,0.153422,0.0268878,0.0192157,0.00426806,0.0437491,0.00880822,0.0356867,0.114904,0.0331479,0,0,0.0346996,0,0.0090674,0.0182766,0.0532433,0.0408315,0.0254793,0.134243,0.0235284,0.0191851,0.0254252,0.017723,0.0220806,0.0164126,0.0167765,0.0154309,0.0198727,0.077764,0.0312263,0.0110835,0.0115477,0.0786611,0.0423434,0,0,0,0.0448353,0
86,0,0,0,0,0,0,0.0225056,0.0610976,0,0,0,0.185509,0.015506,0.0358624,0,0,0.0168543,0,0.0303105,0.00620787,0.0300993,0.18594,0.0271261,0.0150367,0.163222,0.0420001,0.0215502,0.0205503,0.0229232,0.0281303,0.0212391,0.0230442,0.0173426,0.0275196,0.153846,0.0268356,0.0191644,0.00418507,0.0436739,0.00878348,0.0353687,0.114816,0.0334398,0,0,0.0341249,0,0.0089971,0.0180132,0.0532617,0.041878,0.0247398,0.134559,0.0232448,0.0193184,0.0257829,0.0178382,0.0219856,0.0165238,0.0163549,0.0155327,0.020042,0.0780808,0.0308539,0.010943,0.0114599,0.0785507,0.0425466,0,0,0,0.0443086,0
87,0,0,0,0,0,0,0.0227242,0.0610874,0,0,0,0.184787,0.0155472,0.035055,0,0,0.0167485,0,0.0302482,0.00613437,0.0302845,0.186289,0.0271082,0.0148474,0.163262,0.0420152,0.0217503,0.0204317,0.0231436,0.0282854,0.0211232,0.0229575,0.0174199,0.0276368,0.154066,0.0267832,0.0191375,0.00426346,0.043598,0.00879134,0.0350143,0.114577,0.0336081,0,0,0.0336826,0,0.00896277,0.0179155,0.0532528,0.0428576,0.0239981,0.134708,0.0230426,0.0194389,0.0261366,0.0179211,0.0218712,0.0166741,0.0159065,0.0156476,0.0203245,0.0784006,0.0305849,0.0109012,0.0114316,0.0785031,0.0427636,0,0,0,0.0439347,0
88,0,0,0,0,0,0,0.022894,0.0611275,0,0,0,0.184753,0.0155714,0.0349341,0,0,0.0166502,0,0.0301688,0.00609278,0.0302308,0.186319,0.0271063,0.0146262,0.163531,0.0420004,0.0221169,0.0203389,0.0230695,0.0283218,0.0208119,0.022691,0.0172025,0.0276715,0.154437,0.0267171,0.0191019,0.00411267,0.0433229,0.00882964,0.0345622,0.114218,0.0336485,0,0,0.0333415,0,0.00896696,0.0178228,0.0532576,0.0436461,0.0231963,0.134705,0.0228511,0.0195255,0.0264859,0.0180009,0.0217184,0.016804,0.0154241,0.0159559,0.0206199,0.0785305,0.030399,0.0108853,0.0114612,0.078546,0.0429855,0,0,0,0.0436518,0
89,0,0,0,0,0,0,0.0230303,0.0611949,0,0,0,0.185776,0.0156149,0.0358029,0,0,0.0165631,0,0.0300777,0.00605454,0.0299498,0.185498,0.0270643,0.0143103,0.163819,0.0418802,0.0225699,0.0203643,0.0228655,0.0282361,0.0201629,0.0222229,0.0165467,0.0277713,0.155654,0.0266208,0.0190407,0.00379599,0.0428682,0.00884162,0.0339956,0.113772,0.0336589,0,0,0.0331384,0,0.00896845,0.0178669,0.0533336,0.0441333,0.0223851,0.134525,0.022685,0.0195612,0.0268541,0.0180711,0.0214599,0.0169696,0.0148507,0.0163952,0.0209241,0.0785616,0.0302591,0.0109165,0.0114991,0.0786779,0.0432684,0,0,0,0.043401,0
90,0,0,0,0,0,0,0.0230731,0.0612497,0,0,0,0.186942,0.0156872,0.0366952,0,0,0.0165022,0,0.0299599,0.00594252,0.0294778,0.18421,0.0270275,0.0137738,0.163853,0.0417816,0.0231376,0.0206345,0.0228267,0.0280289,0.0194123,0.0216799,0.0155838,0.0277013,0.157204,0.0264952,0.0189749,0.00384745,0.042371,0.00871749,0.0333866,0.113302,0.0336219,0,0,0.0328963,0,0.00887554,0.0178192,0.0534685,0.0443926,0.021522,0.134018,0.0225572,0.0195433,0.0272304,0.0180947,0.0211183,0.0172017,0.0142005,0.0168899,0.0212631,0.0786227,0.030066,0.0109321,0.0114676,0.0787774,0.0435632,0,0,0,0.0431715,0
91,0,0,0,0,0,0,0.0230934,0.061311,0,0,0,0.188386,0.0157389,0.0371283,0,0,0.0165986,0,0.0299329,0.0057765,0.0289473,0.181729,0.0270563,0.0128335,0.163744,0.0418575,0.0237767,0.0211867,0.0228754,0.0276755,0.0184855,0.0211144,0.0145148,0.0276495,0.159354,0.026554,0.0189374,0.00357378,0.041979,0.00874351,0.0328186,0.112796,0.0335752,0,0,0.0327489,0,0.00887156,0.0177551,0.0536611,0.0445096,0.0205907,0.133236,0.0224076,0.0194617,0.0276252,0.0180558,0.02068,0.0175423,0.0134812,0.0174025,0.0216447,0.0788573,0.0299619,0.010887,0.0114531,0.0788545,0.0434405,0,0,0,0.0430348,0
92,0,0,0,0,0,0,0.0229388,0.0613992,0,0,0,0.190128,0.0157785,0.0372421,0,0,0.0167251,0,0.0299514,0.00565993,0.0284729,0.178257,0.0272422,0.0117377,0.163146,0.0419151,0.0247304,0.0225082,0.023323,0.0275516,0.0178638,0.0205921,0.0136038,0.0276683,0.162291,0.0267074,0.0189411,0.00349119,0.0414452,0.00876422,0.0321973,0.111476,0.0331138,0,0,0.0328656,0,0.00890608,0.017828,0.0535349,0.0445963,0.0195698,0.131358,0.0223838,0.0193148,0.0280154,0.0180066,0.0202487,0.0179032,0.0127468,0.0178743,0.0219432,0.0788474,0.0300638,0.0109381,0.0115232,0.0787299,0.0429517,0,0,0,0.0423001,0.0752195
93,0,0,0,0,0,0,0.0228933,0.0614321,0,0,0,0.191819,0.0158227,0.038576,0,0,0.0167398,0,0.0298776,0.00563952,0.0280615,0.174844,0.0273143,0.0111422,0.162354,0.0419352,0.0259587,0.0242823,0.0244146,0.0275319,0.0180163,0.0208581,0.0130306,0.0277438,0.165852,0.0268448,0.0188597,0.0033613,0.0411714,0.00866085,0.0314198,0.110353,0.032949,0,0,0.0325943,0,0.00882243,0.0177556,0.053796,0.0445032,0.0183663,0.129766,0.0222336,0.0192088,0.0284635,0.0179731,0.019723,0.0181764,0.0120265,0.0183552,0.0221826,0.0789679,0.0298316,0.0109324,0.0114809,0.0784185,0.0426858,0,0,0,0.0423781,0.0749798
94,0,0,0,0,0,0,0.0227735,0.0613723,0,0,0,0.191713,0.0158567,0.0406777,0,0,0.0168283,0,0.0298007,0.00575162,0.0278062,0.173147,0.0274052,0.0115452,0.161153,0.0419912,0.0271925,0.02599,0.0258205,0.0278138,0.019002,0.0219825,0.012868,0.0276882,0.167191,0.0270104,0.0187471,0.00331961,0.0407143,0.00866169,0.0307274,0.109168,0.032763,0,0,0.0324613,0,0.00880429,0.0177113,0.0539646,0.0443482,0.0172692,0.128107,0.0220438,0.0189996,0.0288415,0.0179393,0.0191299,0.0185287,0.0113371,0.0189372,0.0224518,0.0791123,0.0295302,0.0109261,0.011506,0.0779252,0.0424178,0,0,0,0.042577,0.0740479
95,0,0,0,0,0,0,0.0227069,0.0612681,0,0,0,0.189131,0.0158821,0.041687,0,0,0.016787,0,0.0297287,0.0057896,0.0277261,0.173857,0.027271,0.0130222,0.160268,0.0420073,0.0280093,0.0266873,0.026853,0.0282717,0.0200308,0.0232249,0.0131835,0.0274064,0.165736,0.0269836,0.0186961,0.00332846,0.0402079,0.00878331,0.0302621,0.10864,0.0326755,0,0,0.0324458,0,0.00886851,0.0176647,0.054078,0.043941,0.0163039,0.127131,0.0218158,0.0187743,0.0292871,0.0179705,0.0185264,0.0190126,0.0106887,0.0193977,0.0227377,0.0791268,0.0294504,0.0108998,0.0115766,0.0773492,0.0422207,0,0,0,0.0428077,0.073191
96,0,0,0,0,0,0,0.0226444,0.0611108,0,0,0,0.184558,0.0159036,0.0403698,0,0,0.0166934,0,0.0297413,0.00571313,0.0277055,0.176907,0.0268542,0.0147218,0.159567,0.0420471,0.0284534,0.026494,0.0273835,0.0289101,0.020185,0.0235086,0.0138702,0.0270661,0.162347,0.026892,0.0186965,0.00321057,0.0394038,0.00879219,0.0296909,0.10858,0.0326359,0,0,0.0323083,0,0.00886573,0.0175772,0.0542445,0.0430937,0.0152277,0.126508,0.0216526,0.0186362,0.029832,0.0181976,0.0179995,0.0194153,0.0100932,0.0196942,0.0228331,0.0787522,0.029642,0.0109223,0.0116335,0.076835,0.0419736,0,0,0,0.0429708,0.0726738
97,0,0,0,0,0,0,0.0227108,0.0608535,0,0,0,0.179437,0.0159608,0.0376504,0,0,0.0165073,0,0.0297146,0.00556061,0.0276454,0.18106,0.0263209,0.015189,0.158973,0.0421261,0.0284343,0.0257932,0.0274948,0.0295752,0.0195117,0.0227006,0.0145983,0.0269354,0.158303,0.0267107,0.0187059,0.00318735,0.0387749,0.00869127,0.0290942,0.10886,0.0326399,0,0,0.0320653,0,0.00878976,0.0174915,0.0544521,0.0417094,0.0140528,0.126002,0.0215417,0.0184584,0.030368,0.0185537,0.0174633,0.0198364,0.00951211,0.0200222,0.0227926,0.0784903,0.0298263,0.0109698,0.0116642,0.0764444,0.0417339,0,0,0,0.0430638,0.0725107
98,0,0,0,0,0,0,0.0229412,0.0604653,0,0,0,0.175073,0.0159983,0.0352529,0,0,0.0163125,0,0.0296679,0.00536437,0.0274858,0.185201,0.0258272,0.0142314,0.158143,0.0421087,0.0279429,0.0248803,0.027401,0.0300418,0.0188226,0.0215644,0.0152565,0.0271441,0.154392,0.0265659,0.0187096,0.0032141,0.0380498,0.00851138,0.0285076,0.10922,0.0326511,0,0,0.0318645,0,0.00865315,0.0173817,0.0546386,0.0400554,0.012767,0.12533,0.0214442,0.0182554,0.0308806,0.0190535,0.0168841,0.0202411,0.0089455,0.0203379,0.0226556,0.0783323,0.0297893,0.0110467,0.01167,0.0760081,0.0414838,0,0,0,0.0430472,0.0726539
99,0,0,0,0,0,0,0.0232098,0.0599819,0,0,0,0.171952,0.0159749,0.0342214,0,0,0.0161346,0,0.0296275,0.00520082,0.0273888,0.188675,0.0254536,0.0131123,0.157038,0.0419549,0.0274635,0.0243647,0.0272953,0.0301244,0.0186439,0.0210065,0.0159554,0.0274169,0.151582,0.0263981,0.0186965,0.00320117,0.0373302,0.0084037,0.02798,0.109552,0.0327067,0,0,0.0317682,0,0.00857825,0.0172766,0.0548222,0.0380191,0.0114492,0.124683,0.021307,0.0179794,0.0314066,0.0196615,0.0162093,0.0206212,0.00839879,0.0206286,0.0224752,0.0782352,0.0298657,0.0111752,0.0117439,0.0755062,0.0412423,0,0,0,0.0428554,0.0729145
100,0,0,0,0,0,0,0.0234704,0.0595751,0,0,0,0.169928,0.0159451,0.0338776,0,0,0.0159533,0,0.0296077,0.00513295,0.0272677,0.191339,0.0250603,0.0131983,0.156193,0.0416761,0.0278213,0.0250125,0.0275213,0.0299475,0.018926,0.0212309,0.0166303,0.027408,0.149702,0.02617,0.0186968,0.00316554,0.0364701,0.0083438,0.0274355,0.109869,0.0328718,0,0,0.0317323,0,0.00854557,0.0173486,0.0549629,0.0357896,0.0102278,0.124426,0.021189,0.0176428,0.0319291,0.0203131,0.0154556,0.0209463,0.0078294,0.020861,0.0222305,0.077954,0.0300528,0.0112715,0.0118921,0.0751317,0.0410711,0,0,0,0.0423959,0.0729611
101,0,0,0,0,0,0,0.0235599,0.0593963,0,0,0,0.168971,0.015888,0.0334757,0,0,0.0157786,0,0.0295957,0.00513774,0.026943,0.193077,0.0247611,0.0135249,0.15554,0.041388,0.0292254,0.0267163,0.0282483,0.0298076,0.0191913,0.021541,0.0165985,0.0269981,0.148462,0.0259546,0.0186984,0.0031706,0.0356819,0.00825552,0.0270624,0.110019,0.0329292,0,0,0.0320052,0,0.00852751,0.0174468,0.0550974,0.0333495,0.00919092,0.124534,0.0211735,0.017211,0.0324311,0.0208122,0.0146165,0.0212056,0.00723593,0.0210892,0.0219415,0.0775795,0.0303971,0.0114656,0.012098,0.075013,0.0407787,0,0,0,0.0416081,0.0727443
102,0,0,0,0,0,0,0.0233776,0.0595191,0,0,0,0.168801,0.015823,0.0328569,0,0,0.0156416,0,0.0296574,0.00513553,0.0261079,0.19391,0.0244352,0.0135188,0.155123,0.041112,0.0308847,0.028612,0.0292252,0.0300514,0.0190209,0.0213595,0.0160276,0.0263931,0.147713,0.0257684,0.0187181,0.00322936,0.0344644,0.00812959,0.0269784,0.109901,0.0328107,0,0,0.0326221,0,0.00851401,0.0177825,0.0553186,0.0308111,0.00837003,0.125003,0.0212397,0.0166946,0.0328932,0.0211133,0.0137315,0.021305,0.00662412,0.0212746,0.0215729,0.076736,0.0309083,0.0117766,0.0123282,0.0752229,0.0403236,0,0,0,0.0404735,0.0729866
103,0,0,0,0,0,0,0.0230262,0.0597963,0,0,0,0.168163,0.0157171,0.0315173,0,0,0.015464,0,0.02972,0.0050497,0.0249902,0.195275,0.0241108,0.0135517,0.155042,0.0408401,0.0321377,0.0298432,0.0299615,0.0306018,0.0182417,0.0205894,0.0152805,0.0257329,0.146434,0.0255843,0.0187815,0.00328789,0.0323512,0.00799199,0.0268218,0.109592,0.0326555,0,0,0.0334428,0,0.00851063,0.0180758,0.0556865,0.0279832,0.00783274,0.12526,0.0213611,0.0161674,0.0334148,0.0212803,0.0129162,0.0211577,0.00614153,0.0212408,0.021099,0.0746837,0.031458,0.0121647,0.0126194,0.0756872,0.0398597,0,0,0,0.0391783,0.0731836
104,0,0,0,0,0,0,0.0229349,0.060096,0,0,0,0.167451,0.0155797,0.0298047,0,0,0.0151796,0,0.0297822,0.00487987,0.0244072,0.196376,0.0235511,0.0136802,0.156013,0.040613,0.0324888,0.0301334,0.0302956,0.0310326,0.0173152,0.0196035,0.0145979,0.0252928,0.145594,0.0253538,0.0188406,0.00332714,0.0293674,0.00790283,0.0263907,0.110107,0.0330293,0,0,0.0340238,0,0.00850694,0.0183069,0.0566753,0.0251219,0.00764946,0.126542,0.0213514,0.0157966,0.0341261,0.0213784,0.0123123,0.0209175,0.00581479,0.0211328,0.020705,0.0714594,0.0317247,0.0125173,0.0128694,0.0764229,0.0398862,0,0,0,0.0383552,0
105,0,0,0,0,0,0,0.0226741,0.060255,0,0,0,0.166412,0.0154161,0.0277499,0,0,0.0150197,0,0.0298698,0.00484014,0.0238711,0.197651,0.0234301,0.013676,0.156013,0.0404566,0.0324247,0.0300061,0.030366,0.0312497,0.016559,0.018527,0.0140855,0.0248904,0.144156,0.0251802,0.0188977,0.00337884,0.0257613,0.00777456,0.0252288,0.109214,0.0330698,0,0,0.0347324,0,0.00850208,0.0186878,0.0575326,0.0216245,0.0077598,0.126539,0.0214089,0.0153638,0.0346027,0.0211924,0.0117967,0.0204664,0.00542408,0.0207411,0.0202088,0.0669777,0.0320422,0.0128451,0.0131084,0.0769616,0.0396182,0,0,0,0.0373628,0
106,0,0,0,0,0,0,0.0221947,0.0601561,0,0,0,0.165768,0.0151989,0.0260478,0,0,0.0151404,0,0.0299822,0.00497468,0.02372,0.19857,0.0233869,0.0130812,0.154282,0.0405886,0.0318884,0.0294828,0.0300874,0.0308218,0.015734,0.0174957,0.0134665,0.0243791,0.143272,0.0252404,0.0189651,0,0.0218674,0.00768236,0.0236414,0.107635,0.0329193,0,0,0.0352454,0,0.00849509,0.0190113,0.0585675,0.0175394,0.00825535,0.125755,0.0213834,0.0151798,0.03498,0.0208835,0.0115555,0.0199705,0.00504984,0.0202667,0.019751,0.0615037,0.0322128,0.0130784,0.0133291,0.0771283,0.0392274,0,0,0,0.037159,0
107,0,0,0,0,0,0,0.0218718,0.059915,0,0,0,0.165269,0.0151099,0.0248044,0,0,0.0152535,0,0.0301249,0.00498362,0.0236357,0.199635,0.0237027,0.0123718,0.152567,0.0406489,0.031348,0.0289925,0.0296622,0.0300924,0.014963,0.0165924,0.0126525,0.0237744,0.142293,0.0253064,0.019055,0.00389521,0.0177859,0.00753897,0.022019,0.106017,0.0328958,0,0,0.0356427,0,0.00843854,0.0193173,0.0592631,0.013062,0.00923677,0.124966,0.0214249,0.0151575,0.0352663,0.0206112,0.0116266,0.0194702,0.00475102,0.0198901,0.0193406,0.0545126,0.0324005,0.0133415,0.0135539,0.077192,0.0391686,0,0,0,0.0371792,0
108,0,0,0,0,0,0,0.0226112,0.0601557,0,0,0,0.163008,0.0151466,0.0233764,0,0,0.0141814,0,0.0299692,0.00439072,0.0219665,0.203277,0.0268096,0.0136724,0.160399,0.039203,0.0326447,0.0301125,0.0300749,0.030702,0.015604,0.016688,0.0132133,0.0230408,0.136523,0.0241841,0.0190001,0.00372162,0.012369,0.00736297,0.0212141,0.106192,0.0342988,0,0,0.0360663,0,0.00833132,0.0194168,0.0573146,0.0107437,0.0111768,0.126885,0.0210452,0.0147253,0.0354093,0.020311,0.0117257,0.0188052,0.00452934,0.0195023,0.0190722,0.0453024,0.0323653,0.0136394,0.0136618,0.0787863,0.0411319,0,0,0,0.0338262,0
109,0,0,0,0,0,0,0.0253375,0.0626301,0,0,0,0.157482,0.0150247,0.0206113,0,0,0.0142822,0,0.0301046,0.00444412,0.013166,0.211939,0,0.0156551,0.177326,0.0391545,0.0376816,0.0357878,0.0307162,0.0297379,0.0177426,0.0194507,0.0151097,0.0218791,0.124926,0.0240744,0.0190763,0.00386487,0.00824146,0.00740534,0.0215543,0.104679,0.0386672,0,0,0.0351832,0,0.00826959,0.0188647,0.0616535,0.0113325,0.0094642,0.13044,0.0208994,0.0158264,0.0359752,0.0203822,0.0127651,0.018909,0.00493334,0.0191274,0.0178515,0.03722,0.0319873,0.0135629,0.0136291,0.083244,0.0457955,0,0,0,0.0358083,0
110,0,0,0,0,0,0,0.0335138,0.0591972,0,0,0,0.16119,0.015557,0.0287181,0,0,0.010698,0,0.0280853,0.0027099,0.0261773,0.213735,0.0669141,0.0226864,0.208969,0.0298846,0.0391686,0.0421743,0.0335511,0.0387463,0.0230207,0.0302416,0.018638,0.0219579,0.12859,0.0190639,0.0179505,0.002206,0.00800301,0.00759042,0.0253759,0.122869,0.0457126,0,0,0.0324689,0,0.00822006,0.0171783,0.0512985,0.0262874,0.0164156,0.140143,0.0170618,0.0163671,0.0375681,0.0216195,0.013984,0.0193438,0.00494942,0.0208919,0.0209357,0.0299839,0.0287014,0.012922,0.0134344,0.0837971,0.0554883,0,0,0,0.0266046,0
111,0,0,0,0,0,0,0.024739,0.0622875,0,0,0,0.157569,0.0145931,0.0199705,0,0,0.0150007,0,0.0302336,0.00504462,0.0127107,0.212989,0,0.0157499,0.177609,0.0382728,0.0385234,0.0372344,0.0306167,0.0291138,0.017463,0.0193929,0.0147049,0.0210465,0.123235,0.0240541,0.0191483,0.00435175,0.0114959,0.00740619,0.0247753,0.104273,0.0388577,0,0,0.0350098,0,0.00839564,0.0185963,0.0613759,0.0229605,0.0110374,0.130154,0.0203456,0.0178123,0.0369031,0.0212082,0.0154363,0.0193397,0.0056253,0.0192683,0.0176112,0.0226806,0.0315808,0.0136602,0.0140361,0.0828061,0.0467599,0,0,0,0.0368344,0
112,0,0,0,0,0,0,0.0205958,0.0585073,0,0,0,0.163318,0.0146086,0.0226811,0,0,0.0147987,0,0.0305092,0.00517715,0.0199431,0.205137,0.0279768,0.0141183,0.154066,0.0384206,0.0339685,0.0313225,0.0300307,0.0296499,0.0150213,0.016025,0.0126225,0.0216938,0.132943,0.023526,0.0193612,0.00428261,0.0140526,0.00720677,0.0254751,0.101592,0.033492,0,0,0.0368666,0,0.00841472,0.0194645,0.0566299,0.029088,0.0138991,0.122372,0.0204388,0.0181859,0.0372891,0.0215649,0.0164818,0.019019,0.00554989,0.019556,0.0181791,0.0179258,0.0323087,0.0142736,0.0144562,0.0761832,0.0423817,0,0,0,0.0352954,0.0694161
