Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,L5FT,RILC,LILC,LWRB,RASI
88,0,0,0,0,0,0,0.0115329,0.0265663,0,0,0,0.0193922,0.0142915,0,0,0.00674533,0,0.0259784,0.00346727,0.0359366,0.0388196,0.00610926,0.0294047,0.0218449,0.00769564,0.00917643,0.00610964,0.0248208,0.00546418,0.0108894,0.00528858,0.0116653,0.122896,0.0138783,0.017048,0.0336757,0.0154788,0.0239534,0.0164496,0,0,0.0233499,0,0.0114517,0.014574,0.047544,0.0394865,0.0112631,0.0279209,0.0312414,0.0117376,0.0324078,0.0126808,0.0149684,0.0182459,0.00224495,0.0190147,0.0214238,0.0233653,0.00697909,0.0128319,0.00898321,0.0295049,0.0139228,0,0,0,0.107693,0.040638,0.0450957,0.0017928,0
89,0,0,0,0,0,0,0.0112137,0.0266567,0,0,0,0.0194083,0.0138096,0,0,0.00661964,0,0.0260607,0.00342252,0.0359911,0.0386055,0.00612716,0.0293679,0.0218156,0.00728878,0.00848263,0.00567311,0.0245425,0.00503829,0.0103564,0.00466838,0.0113129,0.122316,0.0134691,0.017066,0.0335646,0.0154991,0.0239968,0.0162307,0,0,0.0231622,0,0.0114486,0.0145911,0.0476738,0.0410872,0.0114828,0.0277743,0.0311928,0.0120654,0.0327528,0.0128262,0.015702,0.0182655,0.00215411,0.0192092,0.0221514,0.0242017,0.00683569,0.0129264,0.00901093,0.0294431,0.0136494,0,0,0,0.107902,0.0405921,0.0460046,0.0016278,0
90,0,0,0,0,0,0,0.0108986,0.0266375,0,0,0,0.0194073,0.0134302,0,0,0.00651466,0,0.0261273,0.00337884,0.0362218,0.038375,0.0063713,0.0292886,0.0218281,0.00686708,0.00769165,0.00547776,0.0243212,0.00478645,0.010152,0.0043145,0.010972,0.121845,0.0131055,0.0170886,0.0333849,0.0155148,0.0240889,0.0160041,0,0,0.0230732,0,0.0114482,0.0146489,0.0476738,0.0425576,0.0113854,0.0276248,0.0310678,0.0121736,0.0330823,0.0128703,0.0162496,0.0182527,0.00208588,0.0193351,0.0228095,0.0247823,0.0065869,0.0129446,0.00902745,0.0294196,0.0133507,0,0,0,0.10813,0.0406832,0.0470132,0.00135014,0
91,0,0,0,0,0,0,0.010571,0.0266069,0,0,0,0.0194021,0.0132176,0,0,0.00639073,0,0.0261755,0.00335369,0.0365759,0.0379891,0.00681653,0.0292462,0.021869,0.00643795,0.0070633,0.00535986,0.0241404,0.00472731,0.00980469,0.00435205,0.0106423,0.121235,0.0128327,0.0171204,0.033259,0.0154917,0.0239815,0.0157915,0,0,0.0229669,0,0.0114398,0.014625,0.0475302,0.0435893,0.0110323,0.0275677,0.0309505,0.0121489,0.0332966,0.0128478,0.0167371,0.0181458,0.00202793,0.0193753,0.0232266,0.0254673,0.00630495,0.0128234,0.00898622,0.0294791,0.0130531,0,0,0,0.108531,0.0408596,0.0479718,0.00133516,0
92,0,0,0,0,0,0,0.010298,0.0266168,0,0,0,0.0194022,0.0129424,0,0,0.00630341,0,0.0262114,0.00330383,0.0369305,0.0376531,0.00747072,0.0293232,0.0218512,0.00614263,0.00672616,0.00530318,0.0239847,0.00481074,0.00971239,0.00454324,0.010293,0.120626,0.0126746,0.0171481,0.0331313,0.0155092,0.0236631,0.0156247,0,0,0.0227315,0,0.0114068,0.014533,0.047231,0.0443471,0.0103756,0.0276162,0.0307525,0.0122586,0.0333683,0.0127364,0.016983,0.0179574,0.00213611,0.0192417,0.0234098,0.0265315,0.00596398,0.0129372,0.00904021,0.0295827,0.0128335,0,0,0,0.108895,0.0411143,0.0487807,0.00154486,0
93,0,0,0,0,0,0,0.0100196,0.0266712,0,0,0,0.0194185,0.0125548,0,0,0.00614659,0,0.0262438,0.00327145,0.0371684,0.0374622,0.00825312,0.0294801,0.0219276,0.00590618,0.00653364,0.00525855,0.0238552,0.00490835,0.00971669,0.00474648,0.0100198,0.120019,0.0125982,0.0171494,0.0330785,0.015527,0.0232511,0.0154466,0,0,0.0227438,0,0.0113979,0.0143821,0.0468006,0.0448987,0.00948107,0.0276952,0.0305552,0.0123438,0.0333228,0.0127018,0.0171113,0.0176002,0.00241514,0.018887,0.0234214,0.0274967,0.00559352,0.0130182,0.00909748,0.0296644,0.0126079,0,0,0,0.10922,0.0414158,0.0494059,0.0016747,0
94,0,0,0,0,0,0,0.00975789,0.0267369,0,0,0,0.0194512,0.012215,0,0,0.00594763,0,0.0262567,0.00323677,0.0373235,0.037403,0.00909817,0.0297018,0.0220755,0.0057095,0.006317,0.00523706,0.0237637,0.00505257,0.00968402,0.00494713,0.00981632,0.119444,0.0126517,0.0171247,0.0329323,0.0155061,0.0230169,0.0152736,0,0,0.0228549,0,0.0114005,0.0144154,0.0463347,0.045655,0.00841092,0.0277752,0.0303731,0.0124698,0.0332074,0.0127423,0.0170725,0.0171518,0.00291868,0.0184403,0.0233868,0.0284258,0.00534711,0.0129891,0.0090872,0.0296655,0.0124281,0,0,0,0.109382,0.0417684,0.0498447,0.00171318,0
95,0,0,0,0,0,0,0.00945977,0.0267543,0,0,0,0.0194775,0.0119166,0,0,0.00573583,0,0.0262458,0.00316046,0.0374386,0.037391,0.0093785,0.0299897,0.0222039,0.00556014,0.00625173,0.0053093,0.0236628,0.00525415,0.0096355,0.00518565,0.00966377,0.118869,0.0127718,0.0170864,0.0327432,0.0155072,0.0228461,0.0150846,0,0,0.0228867,0,0.0113753,0.0144163,0.0458967,0.0464017,0.00726652,0.0278333,0.0301832,0.0124872,0.0330806,0.0128969,0.0168819,0.0166673,0.00362089,0.0178335,0.0232019,0.0293423,0.00520802,0.013145,0.00913039,0.0296428,0.0122778,0,0,0,0.109501,0.0421711,0.0500684,0.00174871,0
96,0,0,0,0,0,0,0.00921825,0.0267496,0,0,0,0.0195067,0.011609,0,0,0.0055305,0,0.0261812,0.00311172,0.0374853,0.0374846,0.00940077,0.0303726,0.0223422,0.0054732,0.00627097,0.00542057,0.0234938,0.00542256,0.00952798,0.00540169,0.00955444,0.118328,0.012917,0.0170352,0.0327483,0.0155096,0.0224805,0.0148801,0,0,0.022909,0,0.0113787,0.0145704,0.0455571,0.046823,0.00625607,0.0279058,0.0300781,0.0124627,0.0329766,0.013121,0.0166564,0.016102,0.00445115,0.016952,0.0228669,0.0304421,0.00512881,0.0132153,0.00911399,0.0296823,0.0121535,0,0,0,0.109677,0.0425772,0.0500659,0.001815,0
97,0,0,0,0,0,0,0.00900633,0.0267544,0,0,0,0.0195349,0.0111832,0,0,0.00536554,0,0.0260975,0.00312402,0.0375055,0.0374957,0.00949868,0.0308434,0.0224647,0.00544972,0.00635785,0.00556709,0.0232515,0.00554774,0.00938425,0.00544789,0.00949309,0.117672,0.0131427,0.0169739,0.033153,0.0155196,0.0219263,0.0146516,0,0,0.0229957,0,0.0114123,0.0145422,0.0453682,0.0469832,0.00531294,0.0279116,0.030014,0.0124841,0.0328865,0.0131492,0.0164051,0.0154098,0.00547068,0.0161032,0.022481,0.0318455,0.00513679,0.0131702,0.00899165,0.0298482,0.0120284,0,0,0,0.109958,0.0429406,0.0498314,0.00187319,0
98,0,0,0,0,0,0,0.00884926,0.0267528,0,0,0,0.0195746,0.0106519,0,0,0.00525521,0,0.0260063,0.0031586,0.0375125,0.0374577,0.00963361,0.0313104,0.022509,0.00547979,0.00654235,0.00571446,0.023037,0.00561112,0.00921834,0.00545181,0.00945794,0.116715,0.0133931,0.0169218,0.0338729,0.0155704,0.0212305,0.0143991,0,0,0.0229482,0,0.011395,0.0143503,0.0453273,0.0470727,0.00446832,0.027864,0.0298858,0.0124854,0.0327728,0.0129776,0.0159682,0.0146167,0.00662353,0.0153436,0.0220381,0.0335338,0.00515781,0.0133714,0.00894498,0.0300432,0.0119599,0,0,0,0.110346,0.0432964,0.0494518,0.00189319,0
99,0,0,0,0,0,0,0.00873517,0.026794,0,0,0,0.0195971,0.0103912,0,0,0.0052072,0,0.0259346,0.00321085,0.0374743,0.0373915,0.00981833,0.0318103,0.0225044,0.00552934,0.00665622,0.00586372,0.0228771,0.00575451,0.00919205,0.00553954,0.00940488,0.115755,0.0136189,0.0168759,0.0346951,0.0155716,0.0206234,0.0141548,0,0,0.0230415,0,0.0114034,0.0145009,0.0454227,0.0474164,0.00386582,0.0280376,0.0297637,0.0123927,0.032651,0.0126621,0.015356,0.013791,0.00795897,0.0145197,0.0216383,0.0352424,0.00522825,0.0136055,0.00903063,0.0302451,0.0119581,0,0,0,0.110696,0.0436516,0.048982,0.00188406,0
100,0,0,0,0,0,0,0.00867121,0.026812,0,0,0,0.0195965,0.010713,0,0,0.00516464,0,0.0258942,0.00321883,0.0374191,0.0373485,0.0100347,0.0323329,0.0224561,0.0055549,0.0066897,0.006066,0.0226061,0.00618405,0.00940024,0.00583186,0.00926174,0.115203,0.0137548,0.0168388,0.0356993,0.0155582,0.019979,0.013894,0,0,0.0232272,0,0.0114406,0.0146341,0.0456209,0.0479308,0.00368562,0.0282348,0.0296504,0.0121936,0.0325366,0.0122947,0.0146024,0.0130156,0.00952474,0.0135768,0.0214242,0.0369141,0.00532722,0.0136529,0.00902807,0.0304354,0.012002,0,0,0,0.110834,0.0440521,0.0484777,0.00192506,0
101,0,0,0,0,0,0,0.00863869,0.0267576,0,0,0,0.0196164,0.0107494,0,0,0.0051251,0,0.0258582,0.00321871,0.0373288,0.0371958,0.010237,0.0328981,0.0223015,0.00554324,0.00657752,0.006202,0.0223579,0.0066347,0.00951053,0.00605553,0.00912959,0.114443,0.0139063,0.0167885,0.0369383,0.0155433,0.0189179,0.0136239,0,0,0.0234403,0,0.0114792,0.0146101,0.0459006,0.0476671,0.00423759,0.0283844,0.029527,0.0120264,0.0324234,0.0120724,0.0138916,0.0121529,0.0113556,0.0124634,0.0210935,0.0390122,0.0054492,0.0136057,0.00894304,0.0306011,0.0121426,0,0,0,0.111209,0.044417,0.0480566,0.00199562,0
102,0,0,0,0,0,0,0.00861707,0.026658,0,0,0,0.0196581,0.0104781,0,0,0.00512163,0,0.0258017,0.0032214,0.0372601,0.0369998,0.0105611,0.0334528,0.0220775,0.00543056,0.00631573,0.00627244,0.0222073,0.00716888,0.00969709,0.00628028,0.00906047,0.113511,0.0140463,0.0167223,0.0384044,0.0155956,0.0174485,0.0133763,0,0,0.023641,0,0.0114951,0.0144135,0.0462099,0.0465122,0.00547289,0.028501,0.0294282,0.0118455,0.0322283,0.011993,0.0131861,0.0112551,0.0133806,0.0115696,0.0206534,0.0412142,0.00553161,0.0137923,0.00897748,0.0306644,0.0123359,0,0,0,0.1117,0.0447148,0.0477532,0.00202782,0
103,0,0,0,0,0,0,0.00856987,0.0265568,0,0,0,0.0196961,0.0100737,0,0,0.00510348,0,0.0257493,0.00318077,0.0372604,0.0368444,0.0109877,0.0339196,0.0219241,0.00522187,0.00590819,0.00633127,0.0220536,0.00752711,0.00988245,0.00655195,0.00901196,0.112554,0.0140551,0.0166582,0.0400179,0.0156519,0.0156259,0.0131172,0,0,0.0239561,0,0.011531,0.0143841,0.0465632,0.0449387,0.00724133,0.0287996,0.0293648,0.0116639,0.0320315,0.0120127,0.0125791,0.0105282,0.0155953,0.0106861,0.0201017,0.0432305,0.00557228,0.0139506,0.00898322,0.0306578,0.0125481,0,0,0,0.112238,0.0450267,0.047629,0.00204033,0
104,0,0,0,0,0,0,0.00845172,0.0264863,0,0,0,0.0197454,0.00996627,0,0,0.00511024,0,0.0257527,0.00314125,0.0373269,0.0367581,0.0114369,0.0342472,0.0218108,0.00494363,0.00554083,0.00637867,0.0219572,0.00754693,0.0100477,0.00686738,0.00897211,0.11152,0.013982,0.0166217,0.0415161,0.0156812,0.0137426,0.0128209,0,0,0.023998,0,0.0115784,0.0145397,0.0469365,0.0426603,0.00943097,0.0291427,0.0293708,0.0114651,0.0318239,0.011918,0.0120377,0.0102533,0.0180931,0.010034,0.019782,0.0446935,0.00561145,0.0139361,0.00890044,0.0306366,0.0127281,0,0,0,0.112792,0.0453615,0.047695,0.00208847,0
105,0,0,0,0,0,0,0.00827094,0.0264518,0,0,0,0.0198016,0.0101489,0,0,0.00514481,0,0.0257832,0.00310902,0.0373994,0.0366718,0.0119095,0.0344564,0.0216794,0.0046444,0.00519997,0.00641576,0.021961,0.00792852,0.0102584,0.00733204,0.00892527,0.110588,0.0138993,0.016593,0.0428451,0.0157013,0.0117802,0.0125187,0,0,0.0240513,0,0.0116271,0.0145093,0.0472688,0.0394378,0.0120589,0.0294435,0.0293544,0.0113633,0.0316657,0.0116962,0.011701,0.0107393,0.0207959,0.00981942,0.0195372,0.0453948,0.00564987,0.0138533,0.00877741,0.030609,0.0128612,0,0,0,0.113463,0.0456773,0.0479649,0.00212023,0
106,0,0,0,0,0,0,0.00808153,0.0264145,0,0,0,0.0198702,0.010414,0,0,0.00504789,0,0.0257824,0.00312436,0.0374225,0.0365306,0.012519,0.0346049,0.0216166,0.00439108,0.00489334,0.00643555,0.0220313,0.00852368,0.0105444,0.00792298,0.0088602,0.109657,0.0137999,0.0165518,0.0436855,0.0157488,0.0100656,0.0122657,0,0,0.0238316,0,0.0116751,0.0144064,0.0475118,0.035399,0.0152784,0.0297178,0.0292602,0.0113201,0.0315439,0.011401,0.011676,0.012009,0.0235945,0.0106353,0.0195462,0.0444764,0.00571178,0.0140085,0.00888885,0.0306185,0.0129542,0,0,0,0.114203,0.0459271,0.0484403,0.00208783,0
107,0,0,0,0,0,0,0.00794854,0.0264299,0,0,0,0.01993,0.0108822,0,0,0.0049916,0,0.02579,0.00316935,0.0374242,0.0363134,0.0132007,0.0347759,0.0215948,0.00418818,0.00459464,0.00643144,0.0221221,0.009141,0.0109299,0.0084789,0.00874363,0.10849,0.0137252,0.016482,0.043969,0.0158136,0.00931219,0.0120826,0,0,0.0237664,0,0.0117371,0.0142691,0.047645,0.0303934,0.0192816,0.0299214,0.0292828,0.0116213,0.0315683,0.0114237,0.0120224,0.0140467,0.026274,0.012462,0.0199059,0.0417149,0.0056771,0.0141539,0.00896345,0.0307013,0.0130129,0,0,0,0.11513,0.0460733,0.0491076,0.00203941,0
108,0,0,0,0,0,0,0.00790794,0.0263916,0,0,0,0.0200035,0.0114991,0,0,0.00508294,0,0.0258361,0.00317255,0.0374239,0.0361094,0.0138981,0.0348882,0.0215966,0.00399041,0.0043152,0.00647401,0.0222394,0.00979059,0.0114559,0.0088411,0.00862092,0.107254,0.0136758,0.0164116,0.0436241,0.0158776,0.0106534,0.0119929,0,0,0.0238802,0,0.0118049,0.0143968,0.0476371,0.0251795,0.0238837,0.0300602,0.0293606,0.0121443,0.031684,0.0116694,0.0127335,0.0171386,0.0286481,0.0150949,0.0213164,0.0371813,0.00557866,0.0141802,0.00893603,0.0307643,0.0130273,0,0,0,0.11617,0.046143,0.0499215,0.00202064,0
109,0,0,0,0,0,0,0.00795393,0.0263375,0,0,0,0.020145,0.0121937,0,0,0.00531448,0,0.0258187,0.00317302,0.0374238,0.0358656,0.0148014,0.0350516,0.0216044,0.00382156,0.00409862,0.00653514,0.0224133,0.0105945,0.012108,0.009345,0.0085106,0.105992,0.0137145,0.0163983,0.0425183,0.0159155,0.0135672,0.0120232,0,0,0.0241875,0,0.0118608,0.0144562,0.0475037,0.021197,0.0288878,0.0301336,0.0294918,0.0130264,0.0318675,0.0120652,0.0140151,0.0209894,0.0306946,0.0180519,0.0239871,0.0309264,0.00555038,0.0140819,0.00888491,0.0307788,0.0130666,0,0,0,0.117255,0.046053,0.0507942,0.00196745,0
110,0,0,0,0,0,0,0.0080581,0.0263226,0,0,0,0.0203002,0.0129955,0,0,0.00552405,0,0.0258261,0.00322696,0.0374846,0.0355396,0.0158527,0.0353269,0.02168,0.00374605,0.00396304,0.00664908,0.0225907,0.0114425,0.0128269,0.00995982,0.00838023,0.104577,0.0138711,0.0164147,0.040733,0.0159617,0.0173047,0.0121759,0,0,0.024611,0,0.0119166,0.0145609,0.0472718,0.0205367,0.0340857,0.0300734,0.0295725,0.0143927,0.0320871,0.0125779,0.0157804,0.0252191,0.0322747,0.0209488,0.0275794,0.0230593,0.00556652,0.014247,0.00901487,0.0307408,0.0131337,0,0,0,0.118415,0.0457992,0.05169,0.00181636,0
111,0,0,0,0,0,0,0.00812084,0.0262644,0,0,0,0.0204177,0.0144705,0,0,0.0056048,0,0.0258457,0.00324897,0.037564,0.0348083,0.0162365,0.0352997,0.0218042,0.00408194,0.00342847,0.00646029,0.0227239,0.0117295,0.0132535,0.010174,0.00829218,0.101657,0.0140164,0.0164109,0.0386735,0.0160248,0.0206207,0.0122715,0,0,0.0244648,0,0.0119264,0.0146118,0.0470136,0.0235102,0.0384504,0.0299468,0.0295515,0.0157936,0.0320146,0.0128134,0.0173904,0.0293182,0.033486,0.0235018,0.0313161,0.0153319,0.00546152,0.0145557,0.00917076,0.0306517,0.0131325,0,0,0,0.120679,0.0455281,0.0523112,0.00197601,0
112,0,0,0,0,0,0,0.00800202,0.0260988,0,0,0,0.0204853,0.0203668,0,0,0.00558419,0,0.0258675,0.00325564,0.0375869,0.0339973,0.0146516,0.0349702,0.0217623,0.00587524,0.00244615,0.00540796,0.0232901,0.011291,0.0140334,0.0116285,0.0103886,0.0926884,0.0140947,0.0163872,0.0340982,0.0160996,0.0190416,0.0122322,0,0,0.0243276,0,0.0119479,0.0146042,0.046807,0.0188842,0.0407417,0.0299549,0.0295591,0.0166632,0.0311861,0.0123924,0.0179394,0.0325176,0.0354262,0.0261236,0.0332293,0.0193922,0.00547525,0.0147383,0.00925559,0.0304912,0.0130393,0,0,0,0.127945,0.0455307,0.0526779,0.00196275,0
113,0,0,0,0,0,0,0.00788624,0.0257951,0,0,0,0.0205102,0.0261822,0,0,0.0056085,0,0.0258667,0.00323062,0.0376885,0.0349101,0.0138206,0.034536,0.021563,0.00743496,0.00334532,0.005449,0.0239553,0.0125306,0.01618,0.0148143,0.0136112,0.0854805,0.0141407,0.0163568,0.0332945,0.0160771,0.0209357,0.0121717,0,0,0.0246031,0,0.0119357,0.0147361,0.0465634,0.0185757,0.0418369,0.0297928,0.0295599,0.0170642,0.0302337,0.0120239,0.0178808,0.034849,0.0376763,0.0291319,0.0347314,0.0293388,0.00551324,0.0149163,0.00930385,0.0301688,0.0129832,0,0,0,0.133846,0.0456137,0.0529453,0.00195403,0
114,0,0,0,0,0,0,0.00775743,0.0254512,0,0,0,0.0205375,0.0326287,0,0,0.00561351,0,0.0258489,0.00315793,0.0377628,0.037469,0.0137344,0.0340789,0.0213768,0.00898168,0.00497374,0.00618816,0.0247129,0.0149419,0.0193002,0.0188686,0.0175943,0.0779819,0.0141091,0.0163363,0.0321207,0.0160342,0.0216876,0.0120541,0,0,0.0248604,0,0.0119283,0.0148373,0.0463282,0.0191133,0.0419657,0.0296277,0.0295673,0.0170532,0.0294969,0.0116879,0.0173491,0.0355101,0.0382913,0.0300063,0.0351851,0.0319891,0.00545399,0.0148409,0.0093004,0.0298109,0.0128586,0,0,0,0.13996,0.0457464,0.0530401,0.00197238,0
115,0,0,0,0,0,0,0.00762705,0.0251685,0,0,0,0.0205808,0.039837,0,0,0.00561313,0,0.025833,0.0031002,0.0378386,0.0416762,0.0147386,0.033704,0.0212876,0.010558,0.00690448,0.00756165,0.0256253,0.0183757,0.0233681,0.0237064,0.0221981,0.0698939,0.01411,0.0163319,0.029145,0.0160227,0.0190583,0.0119145,0,0,0.0248943,0,0.0119096,0.0148122,0.0461531,0.016927,0.0412962,0.0295066,0.0294979,0.0166624,0.0291737,0.0113756,0.0167342,0.0343642,0.036939,0.0283164,0.0342564,0.0274669,0.00537183,0.0149028,0.00934073,0.0295182,0.0126916,0,0,0,0.146552,0.0458226,0.0531219,0.00203852,0
116,0,0,0,0,0,0,0.00749478,0.0249712,0,0,0,0.0206156,0.0477393,0,0,0.00558788,0,0.0258637,0.00309448,0.0379582,0.0474552,0.016934,0.0334847,0.0212799,0.0122845,0.0090723,0.00948104,0.0267601,0.022575,0.0282274,0.0290355,0.0272597,0.0611525,0.0141598,0.0163273,0.0278955,0.016067,0.0165619,0.0117476,0,0,0.0248476,0,0.0119071,0.0147707,0.0459876,0.0193257,0.0401353,0.0293275,0.0294602,0.0161743,0.0293297,0.0111182,0.0160913,0.0319776,0.034359,0.0250847,0.0327857,0.016482,0.00527913,0.0151646,0.00944031,0.0292858,0.0124573,0,0,0,0.153811,0.0458295,0.0532191,0.00197702,0
117,0,0,0,0,0,0,0.00735397,0.0247449,0,0,0,0.0206361,0.0551246,0,0,0.00557455,0,0.0258696,0.00303345,0.0381359,0.0536487,0.0198901,0.0334382,0.0212362,0.0139318,0.0111129,0.011523,0.0279262,0.0265874,0.0328567,0.0341338,0.031865,0.0530577,0.0141884,0.0163209,0.0307944,0.0160838,0.018173,0.0115718,0,0,0.0248165,0,0.0119142,0.0149371,0.0457805,0.0266169,0.0381371,0.029149,0.0295206,0.0158702,0.029539,0.0110161,0.015327,0.0290794,0.0323164,0.0225537,0.031148,0.00753648,0.00525192,0.0152735,0.0095611,0.0290037,0.0122585,0,0,0,0.160554,0.0458363,0.0532749,0.00192558,0
118,0,0,0,0,0,0,0.00554709,0.0217318,0,0,0,0.0221469,0.0227004,0,0,0.00640136,0,0.021983,0.00513579,0.0398512,0.0354517,0.0125337,0.0282548,0.0171497,0.0032222,0.00364718,0.00755938,0.0217528,0.0134162,0.0160659,0.013458,0.00928128,0.0856264,0.0110215,0.0191278,0.0312165,0.0167834,0.0155066,0.0104784,0,0,0.0258665,0,0.00928227,0.0141226,0.0450803,0.0271682,0.0367406,0.0286191,0.030176,0.0175944,0.0315854,0.0129852,0.0159302,0.0257873,0.0301914,0.0198887,0.0282311,0.0105469,0.00858751,0.0152855,0.00824479,0.0264887,0.00901052,0,0,0,0.128634,0.045694,0.0550833,0.00536498,0
119,0,0,0,0,0,0,0.00600891,0.0214286,0,0,0,0.0221906,0.0237242,0,0,0.00627151,0,0.0220218,0.00514517,0.0400165,0.0364335,0.0122074,0.0276352,0.0170718,0.00323692,0.00319721,0.00758339,0.0215409,0.013511,0.0162918,0.0136626,0.00918645,0.0834876,0.01095,0.0191423,0.0301403,0.0168118,0.0140653,0.0106948,0,0,0.0259708,0,0.00926609,0.0141184,0.0447183,0.0288007,0.0347715,0.028495,0.0303761,0.0181044,0.0324253,0.0136577,0.0159016,0.0228001,0.0287092,0.0179426,0.0259051,0.0144434,0.00880989,0.0154558,0.00832615,0.0261818,0.00894542,0,0,0,0.12919,0.0452102,0.0549371,0.0055634,0
120,0,0,0,0,0,0,0.00642378,0.0211015,0,0,0,0.0222669,0.0253386,0,0,0.00644279,0,0.0220371,0.00518646,0.040348,0.037679,0.0120121,0.0273219,0.0169002,0.00327514,0.00301101,0.00784221,0.0212857,0.0137939,0.0167694,0.0143171,0.00930554,0.0805827,0.0107977,0.0192058,0.0286373,0.0170407,0.0133088,0.0108702,0,0,0.0262061,0,0.0091199,0.0141307,0.0442827,0.0325105,0.0324527,0.028544,0.0305882,0.0185341,0.0331624,0.0142021,0.0152733,0.0202722,0.0280581,0.0165669,0.023967,0.019166,0.00920418,0.0158894,0.0084776,0.0259831,0.00891482,0,0,0,0.129935,0.0449591,0.0550971,0.00583087,0
121,0,0,0,0,0,0,0.00680041,0.0208736,0,0,0,0.0223239,0.0271079,0,0,0.00677607,0,0.0220121,0.00517968,0.0407664,0.0394555,0.0118678,0.0270266,0.016803,0.00334598,0.00282269,0.00816883,0.0209956,0.0142584,0.0174014,0.0151483,0.00956056,0.077633,0.0107381,0.0192755,0.0287692,0.0172739,0.0138513,0.0111276,0,0,0.0264579,0,0.00895041,0.0144255,0.0437043,0.0370165,0.0293802,0.028561,0.030919,0.0182343,0.0332892,0.0141132,0.0139128,0.0193117,0.0284785,0.0162997,0.0232503,0.0221552,0.00970027,0.0160096,0.00857227,0.025918,0.00899815,0,0,0,0.130295,0.0449788,0.0553554,0.00580524,0
122,0,0,0,0,0,0,0.00688612,0.0207258,0,0,0,0.0223692,0.0285174,0,0,0.00708271,0,0.0219909,0.00518076,0.0413241,0.0418359,0.0115349,0.0265242,0.0165517,0.00342066,0.00257831,0.00848049,0.0207986,0.0146261,0.0179195,0.0158062,0.00978084,0.0750105,0.0106841,0.0193292,0.0307598,0.0174345,0.0139425,0.011398,0,0,0.0265799,0,0.00882665,0.0147117,0.0430603,0.0409244,0.0260973,0.0284477,0.0312535,0.0167356,0.0323916,0.0130302,0.0119177,0.0195391,0.0291588,0.016827,0.0232805,0.0230202,0.00996106,0.0159712,0.00862126,0.0258721,0.00903194,0,0,0,0.130226,0.0453188,0.055634,0.00588448,0
123,0,0,0,0,0,0,0.00646563,0.0206234,0,0,0,0.0223581,0.0292072,0,0,0.00728761,0,0.0220167,0.00521529,0.0419498,0.0448082,0.0107218,0.025829,0.0162257,0.00355538,0.00239103,0.00867018,0.0207684,0.0147859,0.0181,0.015973,0.00968065,0.072974,0.0105836,0.0193714,0.0340806,0.0174702,0.0144313,0.0114573,0,0,0.0265116,0,0.0088117,0.0148069,0.0424576,0.0442751,0.0250341,0.0280844,0.0314257,0.0145919,0.0305659,0.01146,0.00992068,0.0203753,0.0293067,0.0174407,0.0238385,0.0229467,0.0100352,0.0161369,0.00860023,0.0257832,0.00884784,0,0,0,0.129383,0.0457683,0.05577,0.00588087,0
124,0,0,0,0,0,0,0.00546945,0.0205465,0,0,0,0.0223068,0.0289552,0,0,0.00729063,0,0.0220467,0.00514227,0.0425339,0.0484204,0.00941499,0.0252296,0.0160274,0.00373403,0.00231033,0.00867685,0.0209345,0.0145935,0.0177319,0.0153894,0.0090534,0.0718773,0.0106,0.019301,0.0371363,0.0173733,0.0160401,0.0111485,0,0,0.0265395,0,0.00893856,0.0148019,0.0418248,0.0473805,0.0275823,0.0275916,0.0313509,0.0125713,0.0284916,0.0107373,0.00883987,0.0213942,0.0289555,0.0177626,0.0246873,0.0226196,0.00998734,0.0163238,0.00860789,0.025716,0.00840558,0,0,0,0.127596,0.0460752,0.0557546,0.00596091,0
125,0,0,0,0,0,0,0.00409135,0.0205503,0,0,0,0.0222326,0.0277251,0,0,0.00712566,0,0.0220968,0.00493775,0.0431243,0.0526419,0.00773553,0.0251252,0.0159198,0.00390787,0.0025216,0.00845799,0.0214297,0.0139611,0.0168671,0.0140033,0.00805376,0.0721358,0.0107053,0.0191545,0.0384339,0.017156,0.0171956,0.0105377,0,0,0.0265747,0,0.00925307,0.0146787,0.0408918,0.0493485,0.0308835,0.0272019,0.0310043,0.0112543,0.0268746,0.011036,0.00857646,0.021746,0.0284362,0.0175774,0.0249043,0.0218614,0.00964308,0.0161619,0.00867357,0.0256883,0.00796569,0,0,0,0.12467,0.0462347,0.0559177,0.00592078,0
