Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
118,0,0,0,0,0,0,0.0134527,0.0162683,0,0,0,0.104919,0.0169273,0.0162744,0,0,0.00732592,0,0.0294985,0.00134267,0.0447041,0.0542825,0.0235332,0.0247164,0.0150218,0.0282313,0.0341469,0.0203886,0.0285122,0.0165182,0.0165761,0.0138261,0.0162727,0.112013,0.0132255,0.0189609,0.0219422,0.0120898,0.0153115,0.0211689,0,0,0.0186137,0,0.0105656,0.0125614,0.0369234,0.0212081,0.0139028,0.0149952,0.00902518,0.0311566,0.00555128,0.0213872,0.00557529,0.00628528,0.0090016,0.0120567,0.00894254,0.0128294,0.0561694,0.0183291,0.0110735,0.00955566,0.0175083,0.0148395,0,0,0,0.00328369,0
119,0,0,0,0,0,0,0.0132235,0.016057,0,0,0,0.104666,0.0169353,0.0155507,0,0,0.0072784,0,0.0294141,0.00135687,0.0450729,0.0536608,0.0239043,0.0246502,0.014948,0.0277735,0.0339949,0.0202021,0.0282939,0.0166393,0.0170533,0.0137849,0.0163235,0.112875,0.0131618,0.0189358,0.021544,0.0121483,0.015293,0.02085,0,0,0.0185444,0,0.0106149,0.0125137,0.0365935,0.0216939,0.0136855,0.0151656,0.0089832,0.0310758,0.00596621,0.0213411,0.00537864,0.00670732,0.00908262,0.0118832,0.00904441,0.0128593,0.0558398,0.018245,0.0110219,0.00950521,0.0174677,0.0147006,0,0,0,0.00327853,0
120,0,0,0,0,0,0,0.0133835,0.0160337,0,0,0,0.104227,0.0169639,0.0134564,0,0,0.00711071,0,0.0293821,0.00127539,0.0456135,0.0540917,0.0207847,0.0250422,0.0149888,0.0251791,0.0308877,0.0185772,0.0287832,0.0147167,0.0151752,0.0122706,0.015806,0.114722,0.013067,0.0189375,0.0212427,0.0121711,0.0155405,0.0209724,0,0,0.0188221,0,0.0106618,0.0125973,0.0365006,0.0220519,0.0134906,0.0153678,0.00910969,0.031294,0.00616726,0.0212903,0.00510122,0.00704592,0.00920747,0.0116424,0.00922468,0.012806,0.0556683,0.0185026,0.0109994,0.00948592,0.0171345,0.0147916,0,0,0,0.00354711,0
121,0,0,0,0,0,0,0.0138609,0.0160582,0,0,0,0.103971,0.016967,0.0101781,0,0,0.0068429,0,0.0293178,0.00126703,0.0461794,0.0563898,0.0140065,0.0258209,0.0150475,0.0202825,0.0246315,0.0157527,0.0301653,0.0105793,0.0105774,0.00933055,0.0153254,0.117688,0.0128763,0.0189179,0.0211184,0.0121699,0.0160242,0.0214785,0,0,0.0191955,0,0.0107028,0.0126493,0.036578,0.0223922,0.0133077,0.0155737,0.00958507,0.0316776,0.00621049,0.0212352,0.0048486,0.00724281,0.00944293,0.0113505,0.00956169,0.0128091,0.0558298,0.0189079,0.0109113,0.00940484,0.0163735,0.0150641,0,0,0,0.00329172,0
122,0,0,0,0,0,0,0.0146213,0.0161814,0,0,0,0.104323,0.0169365,0.00672459,0,0,0.00651118,0,0.0292321,0.00126838,0.046888,0.0600808,0.0068157,0.0270192,0.0151608,0.0149988,0.018019,0.0139657,0.0320317,0.00569958,0.00524258,0.00589436,0.0158028,0.120649,0.0126413,0.0188963,0.0213258,0.0121838,0.0164507,0.0223021,0,0,0.0196321,0,0.0107699,0.0127213,0.0366891,0.0226519,0.0132219,0.0158972,0.0102776,0.0322059,0.00623005,0.0211692,0.00470432,0.00723299,0.00979543,0.0110932,0.00991616,0.0128264,0.056256,0.0194197,0.010781,0.00932297,0.0154375,0.0155441,0,0,0,0.00315334,0
123,0,0,0,0,0,0,0.0145312,0.0163009,0,0,0,0.10331,0.0169235,0.00671488,0,0,0.00644312,0,0.0290881,0.00124901,0.0474629,0.0605383,0.00664205,0.0266859,0.0151205,0.0134861,0.0162976,0.0125637,0.0320474,0.00462519,0.00392827,0.00492336,0.0160873,0.121832,0.0125428,0.0188402,0.0215631,0.0122667,0.0166355,0.0220352,0,0,0.0193833,0,0.0108481,0.0125928,0.0364981,0.0231645,0.0131294,0.0161044,0.0101302,0.0320691,0.00608174,0.0210741,0.00442665,0.00731677,0.010087,0.0109858,0.0101138,0.0128058,0.0566253,0.0191635,0.0106585,0.00920885,0.0146918,0.0152054,0,0,0,0.00324791,0
124,0,0,0,0,0,0,0.0143273,0.0164587,0,0,0,0.101999,0.0169333,0.00745696,0,0,0.00640605,0,0.0289748,0.00125509,0.0480197,0.0603982,0.00693672,0.0263791,0.0150539,0.0122001,0.0148091,0.0109046,0.0320016,0.00416433,0.00316321,0.00412438,0.0163083,0.123113,0.0125271,0.0187846,0.0217558,0.0123227,0.0170081,0.02171,0,0,0.019247,0,0.010901,0.0125598,0.0361887,0.0242901,0.0130616,0.0161361,0.0100507,0.0318836,0.0059148,0.0210037,0.00404916,0.00731648,0.0104484,0.010783,0.0103656,0.0130401,0.0569722,0.0188715,0.0105634,0.00908684,0.0141342,0.0147613,0,0,0,0.0036765,0
125,0,0,0,0,0,0,0.0141037,0.016464,0,0,0,0.100359,0.0169556,0.00889907,0,0,0.00638367,0,0.0288571,0.00130261,0.0485019,0.0600154,0.00733893,0.0261048,0.015029,0.0108576,0.0133582,0.00901032,0.0319188,0.00436084,0.00329499,0.00330253,0.0164874,0.124545,0.0125057,0.0187445,0.0221966,0.0123738,0.0173729,0.0213875,0,0,0.0191359,0,0.0109487,0.0125853,0.0359347,0.0255158,0.0129927,0.0162044,0.0100321,0.0316285,0.00601683,0.0209442,0.00375248,0.00750119,0.0108137,0.0105702,0.0106023,0.0132895,0.057668,0.0185595,0.0104952,0.00899461,0.0138194,0.0143364,0,0,0,0.00384732,0
126,0,0,0,0,0,0,0.0138535,0.0162599,0,0,0,0.0987607,0.0169629,0.0106422,0,0,0.006367,0,0.0287347,0.00134079,0.0488726,0.0596366,0.00756432,0.0258694,0.0149323,0.00959817,0.0118881,0.00674095,0.0316661,0.00509546,0.00429295,0.00244944,0.0166762,0.125953,0.0124288,0.0186912,0.0227206,0.012425,0.0176989,0.0210352,0,0,0.0190355,0,0.0109916,0.0125998,0.0358049,0.0268281,0.0129147,0.016275,0.0101487,0.031315,0.00637106,0.0208897,0.00352543,0.00774149,0.0111558,0.0103447,0.0108696,0.0136084,0.0584072,0.018255,0.0104575,0.00892169,0.0137839,0.0139984,0,0,0,0.0037907,0
127,0,0,0,0,0,0,0.0135878,0.0158823,0,0,0,0.0974513,0.016957,0.0125717,0,0,0.00643455,0,0.0286241,0.00135158,0.0491261,0.0591606,0.00796613,0.0256584,0.0148129,0.00846453,0.0108475,0.00407199,0.0319322,0.00645578,0.00605903,0.00239492,0.0169827,0.127283,0.0123829,0.0186359,0.0231825,0.0124577,0.0178718,0.0206614,0,0,0.0188838,0,0.0110101,0.0125426,0.0357796,0.0281256,0.0129174,0.0162856,0.0103207,0.030972,0.00668369,0.020792,0.00332079,0.00802424,0.0114553,0.0101248,0.0112093,0.0139695,0.0590681,0.0179246,0.0104354,0.00884456,0.0139889,0.0137238,0,0,0,0.00365429,0
128,0,0,0,0,0,0,0.0133926,0.0152661,0,0,0,0.0962562,0.016973,0.0146414,0,0,0.00655265,0,0.0285463,0.00137722,0.0493067,0.0588444,0.00878413,0.0254788,0.0147167,0.00743071,0.0104627,0.00180732,0.0326289,0.00809403,0.00808375,0.00317811,0.0174788,0.128646,0.0123961,0.0186004,0.0235997,0.0124839,0.017972,0.0202854,0,0,0.0186683,0,0.0110196,0.0124183,0.0357955,0.0295136,0.0128826,0.0161845,0.0104234,0.0306301,0.00662633,0.0206554,0.00319168,0.00824119,0.0117343,0.00994156,0.0115453,0.014365,0.059669,0.0175383,0.0104438,0.00875979,0.0142888,0.0135165,0,0,0,0.00353876,0
129,0,0,0,0,0,0,0.0132673,0.0149188,0,0,0,0.0951758,0.0169955,0.0168735,0,0,0.00668163,0,0.0284894,0.0013839,0.0494589,0.0587716,0.00968576,0.0253726,0.0146898,0.00665885,0.0107426,0.00340583,0.0334806,0.00965119,0.010087,0.00427332,0.0181464,0.130115,0.0124749,0.0185793,0.0239442,0.0125136,0.0181222,0.0199297,0,0,0.0184801,0,0.0110326,0.0123356,0.0358105,0.0310408,0.0128467,0.0159705,0.010619,0.0303137,0.0065801,0.0205375,0.0031307,0.00845229,0.0119815,0.00973292,0.0118278,0.0148359,0.060157,0.0171767,0.0104409,0.00869784,0.0145432,0.0133617,0,0,0,0.00346963,0
130,0,0,0,0,0,0,0.0132331,0.0147345,0,0,0,0.0944338,0.0170569,0.0190482,0,0,0.00679607,0,0.0285309,0.00141534,0.0496437,0.0586784,0.010518,0.0254241,0.0147095,0.00613155,0.0116516,0.00629409,0.0343126,0.0111041,0.0119836,0.00548436,0.0188235,0.131455,0.0125709,0.0185966,0.024263,0.0125189,0.0183641,0.0197177,0,0,0.0183884,0,0.0110196,0.012381,0.0358215,0.0324801,0.0128867,0.0157984,0.0110225,0.0301331,0.00666502,0.0204599,0.00306428,0.00847101,0.0122192,0.00952192,0.0121339,0.0152319,0.0607119,0.0169334,0.0104593,0.00867499,0.0147155,0.0133155,0,0,0,0.00337849,0
131,0,0,0,0,0,0,0.0132509,0.0147066,0,0,0,0.0942083,0.0171668,0.0210545,0,0,0.006911,0,0.0287163,0.00153001,0.0499052,0.0585091,0.0110517,0.0256088,0.014783,0.00588279,0.012877,0.00901432,0.0349969,0.0123994,0.0136875,0.00670634,0.0194614,0.132679,0.0126873,0.0186531,0.024639,0.0125025,0.0185374,0.0196092,0,0,0.0183403,0,0.0109913,0.0124869,0.0358113,0.0337386,0.0129912,0.0156924,0.0116843,0.0300456,0.00686381,0.0204227,0.00293514,0.00865939,0.0124853,0.00928489,0.0125019,0.0155338,0.0613276,0.0167807,0.0105121,0.00866975,0.0148405,0.0133419,0,0,0,0.00323552,0
132,0,0,0,0,0,0,0.0132438,0.0148097,0,0,0,0.0945067,0.017209,0.0226902,0,0,0.0069745,0,0.0287199,0.00161455,0.0501932,0.0584315,0.0110809,0.0258506,0.0148154,0.00595756,0.0141226,0.0117407,0.0354468,0.0134268,0.0150133,0.00783681,0.0200766,0.133724,0.0127621,0.0186484,0.0249432,0.012509,0.0185632,0.0194622,0,0,0.0182925,0,0.0109858,0.0125181,0.035788,0.0348836,0.0129882,0.0155448,0.0122105,0.0299375,0.00701945,0.0204237,0.00280103,0.00887585,0.0127885,0.00902195,0.0128465,0.0158192,0.0618339,0.0166154,0.0105776,0.00864277,0.0148986,0.0133743,0,0,0,0.00312343,0
133,0,0,0,0,0,0,0.0132067,0.0150264,0,0,0,0.0951423,0.0172018,0.0237183,0,0,0.00698574,0,0.0285186,0.00158407,0.0504378,0.0586302,0.0107469,0.0261121,0.014973,0.00628256,0.0152441,0.0140584,0.035857,0.0140642,0.015779,0.00873018,0.0207073,0.134561,0.0128254,0.0185837,0.0251684,0.0125218,0.0186627,0.0192286,0,0,0.0182055,0,0.0109806,0.0124674,0.0357328,0.0359938,0.0129495,0.0153295,0.0124932,0.0297717,0.00705286,0.020484,0.00277931,0.00895245,0.013112,0.00873136,0.0131897,0.0161585,0.0622426,0.0164343,0.0106282,0.00863552,0.0149203,0.0133729,0,0,0,0.00307555,0
134,0,0,0,0,0,0,0.0213442,0.0382796,0,0,0,0.0968429,0.0162907,0.0304302,0,0,0.0102068,0,0.0312186,0.00506332,0.0460696,0.0576715,0.0131062,0.0675745,0.0282424,0.00791085,0.0181218,0.0172718,0.0372917,0.0190958,0.0228987,0.0150096,0.0239506,0.137345,0.0160593,0.0199954,0.0247205,0.0114661,0.0212754,0.0293502,0,0,0.0294787,0,0.0109733,0.0169936,0.0318703,0.0359816,0.0148736,0.0131965,0.0458665,0.0416828,0.00871334,0.0207396,0.00583754,0.0127494,0.0116431,0.011026,0.0120713,0.0143459,0.0608701,0.0291138,0.0096932,0.00923592,0.0422215,0.025866,0,0,0,0.00575337,0.0235953
135,0,0,0,0,0,0,0.0131891,0.0160031,0,0,0,0.0960033,0.0173027,0.0240438,0,0,0.00693737,0,0.0285155,0.00150712,0.0509886,0.0597606,0.0094328,0.0270011,0.0157614,0.00652105,0.0159771,0.0159042,0.0369907,0.0140829,0.0155787,0.00943948,0.021961,0.135729,0.0129932,0.0185961,0.0256598,0.0125444,0.0189345,0.0189606,0,0,0.0179522,0,0.0109977,0.0123643,0.0356674,0.0378584,0.0130024,0.0148831,0.0133878,0.0296791,0.00712141,0.0205966,0.00296215,0.00892864,0.0138585,0.00793587,0.0138929,0.016869,0.0631712,0.0162368,0.0106662,0.00860285,0.0153146,0.0134136,0,0,0,0.00310326,0
136,0,0,0,0,0,0,0.0211695,0.0390765,0,0,0,0.0967096,0.016381,0.0298181,0,0,0.0103855,0,0.0312771,0.00500819,0.0467294,0.0586186,0.0117047,0.0688046,0.02855,0.00755488,0.0175032,0.0169826,0.038365,0.0186502,0.0214687,0.0146009,0.0246409,0.137836,0.0163328,0.0199874,0.0251918,0.0114512,0.0211193,0.0289012,0,0,0.0291429,0,0.0109474,0.0169974,0.0320163,0.0376666,0.01506,0.0125624,0.0467947,0.0413268,0.00901053,0.020957,0.0060804,0.0126307,0.0123471,0.00999269,0.012823,0.0151632,0.0618508,0.0288944,0.00972841,0.00922594,0.0425056,0.0257195,0,0,0,0.00595444,0.0232448
137,0,0,0,0,0,0,0.0208296,0.0400861,0,0,0,0.0955396,0.0164321,0.0290019,0,0,0.0109254,0,0.0313438,0.00514492,0.0472249,0.0596207,0.0110462,0.0709665,0.0287365,0.00695921,0.0162445,0.0154157,0.0382381,0.017955,0.0201537,0.013692,0.0246656,0.137822,0.0165132,0.0200241,0.0253127,0.0114549,0.0210985,0.0287661,0,0,0.0296064,0,0.0109902,0.0170876,0.0319156,0.038232,0.0148435,0.012107,0.0482396,0.0414839,0.00926785,0.0210884,0.00629289,0.0126343,0.0128257,0.00944195,0.0132476,0.0156193,0.0620768,0.0293506,0.00942238,0.00913888,0.043796,0.0255379,0,0,0,0.00561864,0.022722
138,0,0,0,0,0,0,0.0205164,0.0406115,0,0,0,0.0941433,0.0165197,0.028325,0,0,0.0111807,0,0.0313117,0.00519496,0.0476459,0.0611019,0.0104662,0.0724633,0.0288215,0.0064998,0.0147687,0.0132721,0.0375907,0.0168965,0.0185345,0.012378,0.0245994,0.13792,0.0165601,0.0200535,0.0252724,0.0114708,0.021069,0.0286917,0,0,0.0299316,0,0.0110175,0.0170867,0.0317885,0.0387637,0.0145523,0.0117059,0.0487332,0.0415201,0.00945008,0.0213834,0.00638919,0.0125341,0.0132971,0.00876093,0.0137567,0.0160587,0.0621341,0.0296,0.00915253,0.00905321,0.0447484,0.0253166,0,0,0,0.00532236,0.0224789
139,0,0,0,0,0,0,0.0201697,0.0405789,0,0,0,0.0923966,0.0166164,0.0271718,0,0,0.0112087,0,0.0312323,0.00503982,0.0477167,0.063169,0.00959101,0.0726389,0.0286798,0.00654271,0.0132731,0.0109716,0.0364604,0.0155252,0.0164747,0.0108046,0.02414,0.137949,0.0165054,0.0200538,0.0256171,0.0115193,0.021051,0.0284779,0,0,0.0298595,0,0.0110428,0.0168839,0.0320481,0.0392709,0.0145042,0.0114475,0.0481033,0.0412128,0.00924893,0.0216555,0.00625038,0.0120465,0.0138286,0.00791708,0.0144423,0.0166165,0.0625916,0.029438,0.00878043,0.00890696,0.0451142,0.0249051,0,0,0,0.00508707,0.022316
140,0,0,0,0,0,0,0.0198709,0.0400371,0,0,0,0.0901856,0.0167154,0.026076,0,0,0.0109295,0,0.031103,0.00470419,0.0476569,0.0661853,0.00815183,0.0718031,0.028232,0.00714631,0.0120384,0.00909704,0.0353759,0.0141711,0.0143441,0.00959855,0.0238209,0.138973,0.0163444,0.0199922,0.0258511,0.011616,0.0208767,0.0283251,0,0,0.0293025,0,0.0110896,0.0165123,0.0323602,0.0396334,0.0147471,0.0113052,0.0465947,0.0407244,0.00886513,0.0219502,0.00605047,0.0113127,0.0146434,0.00699865,0.0151042,0.0171577,0.0629667,0.0288378,0.008317,0.0087607,0.0448259,0.024489,0,0,0,0.00486073,0.0224861
141,0,0,0,0,0,0,0.0195726,0.0393948,0,0,0,0.087605,0.0167749,0.0263583,0,0,0.0105256,0,0.0309765,0.00436727,0.0475116,0.0694319,0.00671564,0.0709278,0.027583,0.00815915,0.0116226,0.00834106,0.0345493,0.0135105,0.013007,0.00897666,0.0238058,0.141385,0.0161498,0.019901,0.0260278,0.0116991,0.0206999,0.0281788,0,0,0.0288218,0,0.0111374,0.0162619,0.0325854,0.0397649,0.0149425,0.0112934,0.0451538,0.0402019,0.00849094,0.0222659,0.00602184,0.0106136,0.0156257,0.00612462,0.0156964,0.0176108,0.0632725,0.0282758,0.00803892,0.00864572,0.0442996,0.0240891,0,0,0,0.00465387,0.0227404
142,0,0,0,0,0,0,0.0192098,0.0387037,0,0,0,0.0853244,0.0168248,0.0286239,0,0,0.0100528,0,0.0308502,0.00403429,0.0472692,0.0711529,0.00645548,0.0698227,0.0271583,0.00923846,0.0120072,0.00912411,0.0339618,0.0140575,0.0132128,0.00872614,0.0237772,0.143531,0.0159604,0.0198433,0.0261375,0.0117813,0.0205414,0.0279307,0,0,0.0283791,0,0.0111946,0.0160822,0.0328138,0.0396423,0.0150946,0.0111294,0.0437758,0.0396528,0.00813798,0.0225764,0.00620842,0.0100066,0.0164423,0.00533911,0.0162413,0.0179742,0.0635454,0.0277363,0.00792417,0.00851055,0.0435102,0.0236434,0,0,0,0.00451543,0.0230036
143,0,0,0,0,0,0,0.0188619,0.0380719,0,0,0,0.0844159,0.0169109,0.0308222,0,0,0.00971393,0,0.030721,0.00383057,0.0469993,0.0704359,0.0079404,0.0685915,0.0268623,0.00992493,0.0122064,0.0101007,0.0335751,0.0150541,0.0143127,0.008449,0.0236122,0.143891,0.0158101,0.0197718,0.0262042,0.0118657,0.0204511,0.0276722,0,0,0.0280029,0,0.0112465,0.0159761,0.0330665,0.0393645,0.0151773,0.0109631,0.0425792,0.0391781,0.00779822,0.0229299,0.00648423,0.00949961,0.0171459,0.00468614,0.0167141,0.0182863,0.0637133,0.0272954,0.00789006,0.00839108,0.0425828,0.0232071,0,0,0,0.00446555,0.0233969
144,0,0,0,0,0,0,0.0185924,0.0376091,0,0,0,0.0858234,0.0169949,0.0309958,0,0,0.00964335,0,0.0306482,0.00379051,0.0467628,0.0673731,0.010806,0.067627,0.0268448,0.00991567,0.0117022,0.0106808,0.0333677,0.0154558,0.0151856,0.00841387,0.0232432,0.142261,0.0157496,0.0196797,0.0262715,0.0119267,0.0202825,0.0275263,0,0,0.0278049,0,0.0112773,0.0158805,0.033316,0.0387732,0.0151974,0.0106941,0.0419398,0.03899,0.00750021,0.0232056,0.00693844,0.00898376,0.0177332,0.00414861,0.0170409,0.018388,0.0637722,0.027087,0.00796354,0.00832286,0.0417121,0.0229152,0,0,0,0.00425602,0.0240533
145,0,0,0,0,0,0,0.0183541,0.0374916,0,0,0,0.0887552,0.0170177,0.0293851,0,0,0.00976012,0,0.0306505,0.00382458,0.0464987,0.0632855,0.012826,0.0675186,0.0268847,0.00941186,0.0106989,0.0112739,0.0336499,0.0149237,0.0152022,0.00897525,0.0228713,0.139511,0.0157407,0.019646,0.0265595,0.0119513,0.0200791,0.0274122,0,0,0.0279206,0,0.0113144,0.0158488,0.0335504,0.0376016,0.0152724,0.0102229,0.0420234,0.0391953,0.00732803,0.0233641,0.00784752,0.00851988,0.0182125,0.00366168,0.0172583,0.0183081,0.0639504,0.0272257,0.00802736,0.00813795,0.0412224,0.0227277,0,0,0,0.00408952,0.0247467
146,0,0,0,0,0,0,0.0180027,0.037523,0,0,0,0.0918194,0.0170113,0.0275189,0,0,0.00992258,0,0.030679,0.00377221,0.0460998,0.0595069,0.0126864,0.0678609,0.026951,0.00881462,0.00980807,0.0126264,0.0345558,0.0140427,0.014831,0.00993916,0.0227781,0.136937,0.0157584,0.0196493,0.0270151,0.0119277,0.0201351,0.0271465,0,0,0.0281146,0,0.0113383,0.0158818,0.0337561,0.0360915,0.0153251,0.00957084,0.0424435,0.0395374,0.00722,0.0236434,0.00889946,0.00804318,0.0185999,0.00319779,0.0174089,0.0181153,0.0644363,0.0275048,0.00796292,0.0080448,0.0409735,0.0224777,0,0,0,0.00393301,0.0252054
147,0,0,0,0,0,0,0.0175879,0.0377039,0,0,0,0.0944542,0.0169878,0.0266039,0,0,0.0101414,0,0.0307273,0.0037067,0.0457008,0.0565209,0.010782,0.0683864,0.0270449,0.00839941,0.00958008,0.014146,0.0355847,0.0136472,0.0150058,0.0110374,0.0227891,0.135031,0.0158214,0.0196799,0.0277571,0.0118209,0.020339,0.0268668,0,0,0.0283691,0,0.0113294,0.0160319,0.0339432,0.0340235,0.0152785,0.00868353,0.0432792,0.0398929,0.00702489,0.0239551,0.00998002,0.0074853,0.0187878,0.0026802,0.0174248,0.017798,0.0652372,0.027917,0.00775989,0.00804523,0.0409989,0.0222545,0,0,0,0.00390127,0.025322
148,0,0,0,0,0,0,0.0171731,0.0381625,0,0,0,0.096408,0.0169398,0.026463,0,0,0.0104359,0,0.0308316,0.00375133,0.0457527,0.0542502,0.00872999,0.0692269,0.027105,0.00856052,0.0099927,0.0147131,0.0359846,0.013826,0.0159211,0.0120635,0.0226134,0.133693,0.0159387,0.0197383,0.0284468,0.011775,0.020384,0.0267988,0,0,0.0288878,0,0.0113544,0.0163234,0.0339817,0.0316782,0.0149639,0.00730267,0.0447732,0.0403835,0.00688208,0.0243737,0.0109234,0.00705584,0.0186951,0.00208135,0.0173407,0.0173251,0.0658236,0.0286404,0.00784902,0.0081633,0.0414348,0.0221984,0,0,0,0.00390775,0.0251114
149,0,0,0,0,0,0,0.016844,0.0391001,0,0,0,0.0981079,0.0168721,0.0264091,0,0,0.0109356,0,0.0310195,0.00398823,0.0463122,0.0526968,0.00787875,0.0706724,0.0272757,0.00934857,0.010994,0.0144304,0.0354571,0.0140582,0.0170068,0.0126492,0.0221232,0.132776,0.0160608,0.0198562,0.0284148,0.0116545,0.0202529,0.0271026,0,0,0.0299439,0,0.0113826,0.0168294,0.0339317,0.0290091,0.0143757,0.00556833,0.0469231,0.0412726,0.00680616,0.0247649,0.0118509,0.00670002,0.0183056,0.00147909,0.0170859,0.0167394,0.0659426,0.0298934,0.00783261,0.00823321,0.0425075,0.0224314,0,0,0,0.00402097,0.0247653
150,0,0,0,0,0,0,0.0166954,0.0400876,0,0,0,0.0998076,0.016806,0.0260815,0,0,0.011479,0,0.0312387,0.00428868,0.0466837,0.0516909,0.00817369,0.0717091,0.0275005,0.0103166,0.0118994,0.0138966,0.0344389,0.0139705,0.0175458,0.0125419,0.0214066,0.131964,0.0161843,0.0199957,0.0278691,0.0115691,0.0203429,0.0275839,0,0,0.0310888,0,0.0113884,0.0172398,0.03418,0.026236,0.0138537,0.00398065,0.0487071,0.0422063,0.0065076,0.0252071,0.0126588,0.00629841,0.0178331,0.000953247,0.0168005,0.0162784,0.0656472,0.0312574,0.0079172,0.00832372,0.0437419,0.0227412,0,0,0,0.0042087,0.0246652
151,0,0,0,0,0,0,0.0168246,0.0409878,0,0,0,0.100909,0.0166981,0.0256822,0,0,0.012011,0,0.0314226,0.00456746,0.0463341,0.050751,0.00929884,0.072292,0.0277078,0.0112279,0.0124046,0.0136742,0.033821,0.0135737,0.0173727,0.0121634,0.0207125,0.131108,0.0163454,0.0201103,0.0267199,0.0114172,0.0207087,0.0282104,0,0,0.0321632,0,0.0113729,0.0175849,0.0346288,0.0233853,0.0133324,0.00269916,0.0499659,0.0431462,0.00596548,0.0255613,0.0132179,0.00600389,0.0172748,0.000615615,0.0164511,0.0159691,0.0648619,0.0325697,0.00781576,0.00844064,0.0450065,0.0230723,0,0,0,0.00455185,0.0247473
152,0,0,0,0,0,0,0.0171385,0.0418093,0,0,0,0.101842,0.0165402,0.0252654,0,0,0.0125375,0,0.031551,0.00479642,0.0454724,0.0494149,0.0104766,0.0727419,0.0278983,0.0117648,0.0126725,0.0139606,0.0337059,0.0130306,0.0170286,0.0117661,0.0200126,0.130023,0.0164961,0.020177,0.0247787,0.0111823,0.0208655,0.0289163,0,0,0.0331173,0,0.0113417,0.0178793,0.0351874,0.0204008,0.0127305,0.00181243,0.0509938,0.044028,0.00527931,0.025913,0.013444,0.00578761,0.0166738,0.000925635,0.0160513,0.0158599,0.0632668,0.0337413,0.0073486,0.00845427,0.0462705,0.0234573,0,0,0,0.00476277,0.0247821
153,0,0,0,0,0,0,0.0175053,0.0425416,0,0,0,0.103,0.016403,0.0244344,0,0,0.0130538,0,0.0316205,0.00501211,0.0445617,0.0476291,0.0111941,0.0732807,0.0280757,0.0118405,0.0126892,0.0142382,0.0337002,0.0125315,0.0168679,0.0113602,0.0192638,0.128502,0.0166242,0.0202078,0.0220456,0.0110609,0.0205369,0.0295652,0,0,0.0338154,0,0.0113455,0.0180094,0.0358274,0.0172654,0.0121935,0.0021324,0.0519061,0.0446993,0.00455705,0.0263315,0.0134001,0.005762,0.0160908,0.00145442,0.0156025,0.0159186,0.0606369,0.0345423,0.00712254,0.00843919,0.0474954,0.0238333,0,0,0,0.00504407,0.0247117
154,0,0,0,0,0,0,0.0178278,0.0430421,0,0,0,0.104415,0.0163001,0.0230611,0,0,0.013429,0,0.0316801,0.00510006,0.043956,0.0455919,0.011402,0.0738707,0.0280992,0.011454,0.0124783,0.0143147,0.0335061,0.0121643,0.0169726,0.0109573,0.018416,0.126434,0.0166574,0.0202623,0.0187808,0.0110029,0.0197856,0.0300088,0,0,0.0342425,0,0.0113431,0.0180241,0.0363913,0.0139627,0.0118874,0.00352764,0.0526221,0.0450767,0.00388767,0.0266816,0.0132783,0.00580062,0.0154502,0.00204143,0.0151228,0.0160376,0.0568572,0.0349598,0.0069938,0.00836548,0.0484761,0.0241075,0,0,0,0.0051318,0.0244157
155,0,0,0,0,0,0,0.018048,0.0430946,0,0,0,0.105616,0.0162356,0.0213294,0,0,0.0135027,0,0.0317146,0.00500492,0.0436669,0.0437447,0.0112384,0.0739314,0.0278552,0.0108041,0.0121604,0.0140428,0.0329737,0.0119774,0.0170711,0.0104542,0.0175756,0.124235,0.0164836,0.0203338,0.0153889,0.0109248,0.0186763,0.0301051,0,0,0.0342852,0,0.0114133,0.0180618,0.0368455,0.0104701,0.0117026,0.00513696,0.0528201,0.045078,0.00322667,0.0270395,0.0130925,0.00574959,0.0149453,0.00254523,0.014626,0.0161489,0.0521377,0.0349662,0.00707908,0,0.0488515,0.0241613,0,0,0,0.00490884,0.0238715
156,0,0,0,0,0,0,0.0181208,0.0423823,0,0,0,0.106035,0.0161546,0.0196785,0,0,0.0133201,0,0.031601,0.0048496,0.0437425,0.0428302,0.0110928,0.0727301,0.0274051,0.0101701,0.0118549,0.0133844,0.0320732,0.0117774,0.0169299,0.00978493,0.0168884,0.122775,0.0161346,0.0203117,0.0117174,0.0109509,0.0175155,0.0297707,0,0,0.0336526,0,0.0113992,0.0177553,0.0373093,0.00763859,0.0115968,0.00675162,0.0517905,0.0443672,0.0025634,0.0274082,0.012759,0.00557313,0.0145459,0.00291215,0.0142756,0.0161117,0.0466581,0.0342588,0.00690042,0,0.0483322,0.0239905,0,0,0,0.00477434,0.0232664
