Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
All Timesteps RMSE,0,0,0,0,0,0,0.0134227,0.0216096,0,0,0,0.103324,0.0171667,0.0163475,0,0,0.0113332,0,0.029731,0.00357078,0.0476851,0.0540788,0.0109628,0.0365806,0.0159134,0.0103738,0.0139346,0.0103947,0.028783,0.0107604,0.0128232,0.00812123,0.0162876,0.120113,0.0145287,0.0190041,0.0223704,0.0118355,0.018573,0.0210034,0,0,0.0205814,0,0.0106489,0.0134579,0.0380361,0.0315324,0.0141619,0.015281,0.0242732,0.0326536,0.00702036,0.0255418,0.00992957,0.00895796,0.015103,0.014754,0.014708,0.0175038,0.0426635,0.0198357,0.0115304,0.009638,0.0224696,0.0152933,0,0,0,0.00321784,0.0232616
0,0,0,0,0,0,0,0.0132578,0.0143318,0,0,0,0.106033,0.0175451,0.00776641,0,0,0.00969662,0,0.0290784,0.00293736,0.0476898,0.0609977,0.00768466,0.0214598,0.00956247,0.016123,0.0212876,0.0175209,0.0340227,0.00592383,0.00563061,0.00512845,0.0157513,0.119629,0.0120303,0.0185627,0.0126105,0.0118386,0.0112089,0.0231331,0,0,0.0195222,0,0.0107264,0.0118045,0.0383356,0.011482,0.0129357,0.0155793,0.0101241,0.0306102,0.00556448,0.0231678,0.00787697,0.00688118,0.00690716,0.0151398,0.00769997,0.00942064,0.033533,0.0183667,0.0103719,0.00969681,0.0124923,0.0153962,0,0,0,0,0
1,0,0,0,0,0,0,0.01268,0.0138966,0,0,0,0.105739,0.0175915,0.00764873,0,0,0.0101042,0,0.0288287,0.00322977,0.0479767,0.0608666,0.00846979,0.0206579,0.00945763,0.0142806,0.0190105,0.0150565,0.0325221,0.00586169,0.00551306,0.0045687,0.015138,0.120506,0.012214,0.0184568,0.0131602,0.0119167,0.0118732,0.0222356,0,0,0.0188226,0,0.0108182,0.0114192,0.0380844,0.012818,0.0126488,0.0151856,0.0101437,0.0299274,0.00535035,0.0228179,0.00784775,0.0069232,0.00674738,0.0149107,0.00775083,0.00970422,0.0338217,0.0174874,0.0103478,0.00968291,0.0115534,0.0143467,0,0,0,0,0
2,0,0,0,0,0,0,0.0126238,0.0138246,0,0,0,0.104859,0.0175481,0.00747417,0,0,0.0100815,0,0.0287886,0.00337675,0.048415,0.0602095,0.00922009,0.0206484,0.0093957,0.0124943,0.016829,0.0127779,0.031575,0.00551626,0.00510442,0.00366103,0.0150094,0.121219,0.0122474,0.018385,0.0126474,0.0119741,0.0122026,0.0221158,0,0,0.0187647,0,0.0108774,0.0115492,0.0378623,0.0132253,0.0125261,0.015034,0.0103271,0.029965,0.00515298,0.0228138,0.00746191,0.00684507,0.0068159,0.0147454,0.00791317,0.00973509,0.0343899,0.0172664,0.0103919,0.0088911,0.0110545,0.013891,0,0,0,0,0
3,0,0,0,0,0,0,0.0127521,0.0134764,0,0,0,0.102998,0.0174975,0.00824035,0,0,0.0100983,0,0.0287777,0.00334223,0.0487845,0.0591356,0.00967041,0.0207289,0.00935719,0.0110328,0.0150626,0.0105193,0.0307893,0.00531785,0.00488227,0.00276425,0.0150289,0.12202,0.0123934,0.0183393,0.0122652,0.0120563,0.0124933,0.0222049,0,0,0.0188512,0,0.0109394,0.0118077,0.0378209,0.0136772,0.0125198,0.0150781,0.0104174,0.0301581,0.00508645,0.022923,0.00708269,0.00682865,0.00698705,0.0145248,0.00806636,0.00977304,0.0348003,0.0172027,0.0103584,0.0078685,0.0107212,0.013639,0,0,0,0,0
4,0,0,0,0,0,0,0.0129695,0.013081,0,0,0,0.100659,0.0175137,0.00977664,0,0,0.0101749,0,0.0287203,0.00322748,0.0490886,0.0579566,0.00956168,0.0207709,0.00936553,0.00989276,0.0137679,0.00803751,0.0302277,0.00543221,0.00523617,0.00212237,0.0151249,0.1228,0.0125001,0.0183278,0.0119806,0.012106,0.0127525,0.022301,0,0,0.0188239,0,0.0110058,0.0118209,0.0378716,0.0143036,0.0125684,0.0152577,0.0104782,0.030277,0.00501604,0.0229815,0.00674748,0.00679105,0.00723867,0.0142976,0.00822531,0.0100156,0.0351947,0.0172673,0.0103154,0.00812913,0.0105863,0.0135074,0,0,0,0,0
5,0,0,0,0,0,0,0.0131203,0.013311,0,0,0,0.0987243,0.0175634,0.0114496,0,0,0.0102068,0,0.0286263,0.0031899,0.0492841,0.056804,0.00906264,0.0207962,0.00953868,0.00905454,0.0129116,0.00549233,0.0300337,0.00587222,0.00611131,0.00213565,0.0153728,0.123553,0.0125252,0.0183236,0.0116791,0.0121182,0.0127811,0.0222871,0,0,0.0187815,0,0.0110349,0.0117904,0.0379562,0.0149597,0.0126343,0.0154041,0.0105186,0.0303431,0.00495399,0.022973,0.00649885,0.00683377,0.0074262,0.0140859,0.00838837,0.010213,0.0355561,0.0172098,0.0102966,0.00842536,0.0106723,0.0134188,0,0,0,0,0
6,0,0,0,0,0,0,0.0132188,0.0137772,0,0,0,0.0975131,0.0175966,0.0129222,0,0,0.0101652,0,0.0286025,0.00319505,0.0493946,0.0554062,0.00882462,0.0208139,0.00974011,0.00862098,0.0128254,0.00331423,0.030195,0.00696289,0.00775274,0.00289717,0.0156652,0.1242,0.0125594,0.0183464,0.0113855,0.0121344,0.0128657,0.0222057,0,0,0.0187747,0,0.0110614,0.0117583,0.0380297,0.0156726,0.0127034,0.015574,0.0106187,0.0304015,0.0048864,0.0228817,0.00631148,0.00691394,0.00752902,0.0139306,0.00856076,0.0103161,0.0359139,0.0171425,0.0102795,0.00850337,0.01082,0.0133883,0,0,0,0,0
7,0,0,0,0,0,0,0.0133159,0.0141276,0,0,0,0.0970387,0.0176379,0.0142268,0,0,0.0100009,0,0.0286428,0.00317316,0.0494263,0.0540598,0.00904619,0.0209391,0.00984559,0.00846458,0.0134503,0.00337997,0.0307288,0.0084143,0.00988678,0.00410569,0.0159504,0.124899,0.0125648,0.0184069,0.0111071,0.012165,0.0129962,0.0221637,0,0,0.0187932,0,0.0110988,0.0117427,0.0381388,0.0163261,0.0127626,0.0157407,0.0107908,0.0304995,0.00495467,0.0227782,0.00622424,0.00708549,0.00759857,0.0138174,0.00868517,0.0103288,0.0361731,0.0171193,0.010276,0.00849259,0.0110195,0.0134727,0,0,0,0,0
8,0,0,0,0,0,0,0.0134703,0.0144298,0,0,0,0.0973989,0.0175929,0.0152438,0,0,0.00988298,0,0.028739,0.00306074,0.0494768,0.0526906,0.00977309,0.0214166,0.00990424,0.0087283,0.0146514,0.00575908,0.0316262,0.00996672,0.0122008,0.00554662,0.0163155,0.125516,0.012649,0.0184066,0.0107634,0.0121683,0.0131529,0.0222798,0,0,0.0189331,0,0.0111182,0.0119182,0.0383127,0.0169064,0.0128144,0.0158436,0.0111839,0.030713,0.00537352,0.0226413,0.00596939,0.00734349,0.00767806,0.013702,0.00879849,0.0103121,0.0364011,0.017299,0.0103275,0.00849287,0.0112545,0.0137823,0,0,0,0,0
9,0,0,0,0,0,0,0.0135599,0.0147146,0,0,0,0.0981107,0.0175752,0.0164715,0,0,0.00996089,0,0.0287387,0.00290963,0.0496067,0.0516833,0.010704,0.0220704,0.0101759,0.00927666,0.0163054,0.00850735,0.0328077,0.0115317,0.0144784,0.00696626,0.0167622,0.126364,0.0127474,0.0183739,0.0104493,0.0121576,0.0134007,0.0224008,0,0,0.0190259,0,0.0111158,0.0120634,0.0385375,0.0175758,0.0128854,0.0159151,0.0116643,0.0308962,0.00560759,0.0225391,0.00576521,0.00769186,0.00784464,0.0135683,0.00899361,0.0103762,0.0367499,0.017481,0.0104149,0.00856202,0.0113519,0.0141055,0,0,0,0,0
10,0,0,0,0,0,0,0.0136869,0.014916,0,0,0,0.0984879,0.0175833,0.0181064,0,0,0.00993987,0,0.0287671,0.00279682,0.0496852,0.0516131,0.0112149,0.0227807,0.0106551,0.009689,0.01783,0.0108513,0.0339741,0.0128008,0.0162405,0.00819671,0.0173612,0.127663,0.0128466,0.0183897,0.00992716,0.0121518,0.0136048,0.0226039,0,0,0.0191399,0,0.0111097,0.0121393,0.0387247,0.0183519,0.0129859,0.0160294,0.0121657,0.0311846,0.00554096,0.0222214,0.00558077,0.0079584,0.00810196,0.0134004,0.00923053,0.0107315,0.0372556,0.0177051,0.0105412,0.00863582,0.0115558,0.0144685,0,0,0,0,0
11,0,0,0,0,0,0,0.0139444,0.0149422,0,0,0,0.0982529,0.0176877,0.0197696,0,0,0.00988882,0,0.0288368,0.00283628,0.0496904,0.0524643,0.0111122,0.0234799,0.0112269,0.00987115,0.019001,0.0125442,0.0348034,0.0135573,0.0171806,0.00906784,0.0180147,0.129092,0.012994,0.0184558,0.00932307,0.0121714,0.0136257,0.0228162,0,0,0.0190925,0,0.0111202,0.0121181,0.038843,0.0190756,0.0131071,0.0162427,0.0126126,0.0314288,0.00566742,0.0218479,0.00551476,0.0082206,0.00836859,0.0131901,0.00947652,0.011059,0.0374931,0.0177638,0.0106679,0.00865969,0.0117986,0.0148679,0,0,0,0,0
12,0,0,0,0,0,0,0.0141373,0.0153743,0,0,0,0.0977673,0.0177419,0.0211498,0,0,0.00990861,0,0.0290864,0.00291255,0.0495941,0.0537876,0.0107597,0.024239,0.0115334,0.00969054,0.0194963,0.0134475,0.0350793,0.0138457,0.0173691,0.00963831,0.0186658,0.13053,0.013219,0.0185226,0.00872774,0.0121773,0.013738,0.0230006,0,0,0.0192083,0,0.0111339,0.012191,0.0388094,0.0199126,0.0131828,0.0164198,0.0130501,0.0317473,0.00611284,0.0216048,0.0056445,0.00864395,0.00857698,0.0129668,0.00969123,0.0112685,0.0376705,0.0180585,0.0106995,0.00871963,0.0121885,0.0152121,0,0,0,0,0
13,0,0,0,0,0,0,0.0142274,0.0159007,0,0,0,0.0973374,0.0177565,0.0224092,0,0,0.00989428,0,0.029083,0.00284524,0.0494622,0.0552302,0.0106575,0.0248968,0.0118943,0.00929178,0.019416,0.0136786,0.0354167,0.0137767,0.0171077,0.0097706,0.0192268,0.13215,0.0133368,0.0185228,0.00820775,0.0121883,0.013922,0.0230879,0,0,0.0193058,0,0.0111405,0.0122757,0.0386864,0.0209416,0.0132512,0.0166376,0.013339,0.0318622,0.006529,0.0214743,0.00555817,0.00908827,0.00884228,0.0127168,0.00984063,0.0114091,0.037748,0.018208,0.0107269,0.00879883,0.0124581,0.015461,0,0,0,0,0
14,0,0,0,0,0,0,0.0144032,0.0160236,0,0,0,0.0969432,0.0177795,0.0230992,0,0,0.00998869,0,0.0290853,0.0027986,0.0493827,0.0565964,0.010598,0.0255005,0.0122288,0.00868019,0.0187669,0.0131971,0.035711,0.0134394,0.0164836,0.00948164,0.0196224,0.133423,0.013483,0.0185343,0.00759211,0.012191,0.0139983,0.0232669,0,0,0.019494,0,0.0111132,0.0124171,0.0385288,0.0220578,0.0133584,0.0168835,0.0134858,0.0319061,0.00680887,0.0213491,0.00525513,0.00945085,0.00915575,0.0123875,0.0101268,0.0115901,0.0376501,0.0181881,0.0107738,0.00888644,0.0127667,0.0157324,0,0,0,0,0
15,0,0,0,0,0,0,0.014566,0.0161479,0,0,0,0.0964335,0.0178379,0.0230745,0,0,0.0099839,0,0.0290907,0.0028028,0.0492888,0.0579014,0.0105135,0.0260686,0.0122431,0.00792572,0.017779,0.0121758,0.0357729,0.0131879,0.0156692,0.00893786,0.0198232,0.134117,0.0136574,0.018541,0.00695379,0.0121864,0.0140621,0.0234696,0,0,0.0197274,0,0.011068,0.0126462,0.0384803,0.02322,0.0134805,0.017091,0.0135589,0.0319901,0.00700732,0.0212361,0.00521311,0.00973097,0.00972084,0.012017,0.0105079,0.012146,0.0374555,0.0182093,0.0108288,0.00895296,0.0131908,0.0159472,0,0,0,0,0
16,0,0,0,0,0,0,0.0147763,0.0163052,0,0,0,0.0955575,0.0179113,0.0231157,0,0,0.0100132,0,0.0290756,0.00277805,0.0491993,0.0596364,0.0105112,0.0266617,0.0124765,0.00736353,0.0166899,0.0108005,0.0355308,0.0128433,0.0147148,0.00825942,0.020017,0.134942,0.0138061,0.0185395,0.00621793,0.0121881,0.0141013,0.0237438,0,0,0.0198868,0,0.0110429,0.0128849,0.0385225,0.0245121,0.0136001,0.0172905,0.0135465,0.0321081,0.00721474,0.0211446,0.00511709,0.0100194,0.0102944,0.0116019,0.0108914,0.0127596,0.037136,0.0183456,0.0109089,0.00901855,0.0137313,0.0162007,0,0,0,0,0
17,0,0,0,0,0,0,0.0150699,0.0165055,0,0,0,0.0945408,0.0179175,0.0231094,0,0,0.0100698,0,0.0291886,0.00268725,0.0490953,0.0615196,0.0103971,0.0272566,0.01275,0.00703782,0.0155157,0.00917492,0.035111,0.01239,0.0135844,0.00742708,0.0201927,0.135639,0.0138356,0.0185732,0.00533413,0.0121796,0.0140654,0.0241111,0,0,0.0201162,0,0.0110329,0.0130653,0.0385765,0.0262918,0.0137229,0.0174628,0.0134587,0.0323515,0.00746128,0.0211011,0.00487611,0.0102954,0.0108208,0.0111757,0.0112663,0.0132095,0.036764,0.0186169,0.0109668,0.00909775,0.0143908,0.0165117,0,0,0,0,0
18,0,0,0,0,0,0,0.0154381,0.016676,0,0,0,0.0937346,0.0179252,0.022771,0,0,0.0100167,0,0.0292834,0.00263599,0.0489907,0.0631199,0.0100779,0.0278544,0.0131324,0.00690096,0.014389,0.0073667,0.0345788,0.0118202,0.0123236,0.00646733,0.0202695,0.135859,0.0139038,0.0186093,0.00443348,0.0121708,0.0139891,0.0245048,0,0,0.0204166,0,0.0110344,0.0131728,0.0386141,0.0280971,0.0138664,0.0175857,0.013344,0.0325863,0.00764756,0.0210731,0.0044994,0.0105191,0.0112592,0.0107027,0.0116376,0.0135221,0.036393,0.0189261,0.0109969,0.0091838,0.0149459,0.0168193,0,0,0,0,0
19,0,0,0,0,0,0,0.0157462,0.0168365,0,0,0,0.0932514,0.0179609,0.0218931,0,0,0.0100166,0,0.0293048,0.00265749,0.0488529,0.0644751,0.00947057,0.0284338,0.0132635,0.00684442,0.0132328,0.00568033,0.0339276,0.0110833,0.0109076,0.00548651,0.0202368,0.135515,0.0139685,0.0186138,0.0035553,0.0121535,0.0138344,0.0248127,0,0,0.0207015,0,0.0110231,0.0132448,0.0385944,0.0299424,0.0139946,0.0176391,0.0133165,0.0327801,0.00770298,0.0210017,0.00401399,0.010632,0.0116886,0.0102114,0.0119922,0.0138221,0.0360401,0.0191144,0.010982,0.00925869,0.0153605,0.01706,0,0,0,0,0
20,0,0,0,0,0,0,0.0159475,0.0167721,0,0,0,0.0928993,0.017965,0.0208082,0,0,0.0100072,0,0.0293354,0.00269106,0.0487014,0.0658101,0.00869171,0.0290258,0.0134399,0.0068261,0.012163,0.00418189,0.0333472,0.0102492,0.00942929,0.00467816,0.0201351,0.13502,0.0140323,0.0185997,0.00275464,0.0121298,0.0137233,0.0250845,0,0,0.0209448,0,0.0110015,0.0133509,0.038551,0.0318497,0.0141162,0.0175382,0.0134098,0.0330152,0.00775933,0.0210177,0.00354252,0.0107284,0.0121714,0.00969261,0.0123872,0.0141644,0.0357543,0.019229,0.0109264,0.00927735,0.0157442,0.0172416,0,0,0,0,0
21,0,0,0,0,0,0,0.0159777,0.0168071,0,0,0,0.0923544,0.0179273,0.0196702,0,0,0.0100072,0,0.0293868,0.00265161,0.0485819,0.0674947,0.00771886,0.0296366,0.0135615,0.00663723,0.0108875,0.0029917,0.0330544,0.00928737,0.00793587,0.00410497,0.020147,0.135011,0.0140482,0.0185883,0.00223234,0.0120913,0.0137241,0.0252965,0,0,0.0211801,0,0.0109867,0.0135031,0.0384886,0.0336592,0.0142382,0.0173509,0.0135748,0.0332836,0.00788201,0.021058,0.00309347,0.0107922,0.0127036,0.00915743,0.0129058,0.0145735,0.0355584,0.0194693,0.0108467,0.00927366,0.0161152,0.0173511,0,0,0,0,0
22,0,0,0,0,0,0,0.0158937,0.0169518,0,0,0,0.0909345,0.0179443,0.0189176,0,0,0.010059,0,0.0294031,0.00262329,0.0485196,0.0694607,0.00720702,0.0302564,0.0136523,0.00651004,0.00969901,0.0029187,0.0330851,0.00835764,0.00680329,0.00394523,0.0203817,0.135993,0.014094,0.0186207,0.00233979,0.0120611,0.013796,0.0254095,0,0,0.0213644,0,0.0109857,0.0136087,0.0383615,0.0351605,0.0143784,0.0172569,0.0138057,0.0335431,0.00802319,0.0210986,0.00261061,0.0108504,0.0132558,0.00855797,0.013492,0.0149628,0.0354983,0.019681,0.0107227,0.00927266,0.0163851,0.01745,0,0,0,0,0
23,0,0,0,0,0,0,0.015742,0.0173119,0,0,0,0.088327,0.0179812,0.0191296,0,0,0.0101593,0,0.0294875,0.00266316,0.0485362,0.0713508,0.00703542,0.0308595,0.0137643,0.00667348,0.00890488,0.0038957,0.033246,0.00804249,0.00649422,0.00427474,0.0207934,0.137972,0.0141846,0.0186628,0.00322068,0.0120695,0.0137959,0.0254396,0,0,0.0215057,0,0.01098,0.0136737,0.0382183,0.0360391,0.0145291,0.0173044,0.014156,0.0338105,0.00817819,0.0212351,0.00196233,0.0109524,0.0138259,0.0079653,0.0140446,0.0152835,0.0356768,0.0198937,0.0107444,0.00936028,0.0165089,0.0175075,0,0,0,0.0017914,0
24,0,0,0,0,0,0,0.015609,0.0178361,0,0,0,0.0856546,0.0179901,0.0209215,0,0,0.0100621,0,0.0295418,0.00263785,0.0486781,0.0720693,0.0064026,0.0315073,0.0139755,0.00706852,0.0083515,0.00467508,0.0331591,0.00863703,0.0072025,0.00455859,0.0211268,0.139479,0.0141743,0.0187284,0.00437165,0.0120547,0.0138313,0.0254614,0,0,0.021631,0,0.0109678,0.0136997,0.038147,0.0365411,0.0147768,0.0172753,0.0146388,0.0341397,0.00834883,0.0214404,0.00128941,0.0110988,0.0143717,0.00733756,0.0144946,0.0155971,0.0359223,0.0202041,0.0107707,0.00943398,0.0167572,0.0175535,0,0,0,0.00143019,0
25,0,0,0,0,0,0,0.0156567,0.0182875,0,0,0,0.0844087,0.0179725,0.0229365,0,0,0.00986006,0,0.0296302,0.00254627,0.0489554,0.0705761,0.00583897,0.0323017,0.0141529,0.00680431,0.00733777,0.00466414,0.0325541,0.00950225,0.00833968,0.00455836,0.0210528,0.139328,0.0141097,0.0187742,0.00562799,0.0119877,0.013985,0.0256327,0,0,0.0219543,0,0.0109322,0.0137616,0.0381354,0.036535,0.0150943,0.0171348,0.0152145,0.0346714,0.00859159,0.0217328,0.000691992,0.0112846,0.0149309,0.00667464,0.0148922,0.0158811,0.0360449,0.0206728,0.0107323,0.00946052,0.0169124,0.0176945,0,0,0,0.00167972,0
26,0,0,0,0,0,0,0.0158144,0.0188594,0,0,0,0.0853094,0.0179083,0.0235263,0,0,0.00971631,0,0.0297699,0.00251907,0.0492726,0.0671708,0.00688775,0.0332669,0.0144153,0.00559878,0.00593627,0.00444468,0.0317109,0.0098309,0.00912747,0.0045999,0.0205927,0.137522,0.0140937,0.018841,0.00701646,0.0119194,0.0143089,0.0259597,0,0,0.0224707,0,0.0108837,0.0139855,0.0382176,0.0361375,0.0154481,0.016846,0.0158343,0.0353613,0.00873165,0.0219176,0.000848339,0.0112377,0.0157082,0.00610212,0.0153525,0.0162807,0.0361522,0.0212268,0.010762,0.00953419,0.0169796,0.0179489,0,0,0,0.00183993,0
27,0,0,0,0,0,0,0.015968,0.019438,0,0,0,0.0878671,0.0178147,0.0223696,0,0,0.00957249,0,0.0299209,0.00252468,0.0494006,0.0627812,0.00806585,0.0343675,0.0146599,0.0038322,0.00450012,0.0051029,0.0312393,0.00931582,0.00925383,0.00503988,0.0200145,0.134391,0.0140688,0.0189336,0.00889607,0.0118192,0.014654,0.0263489,0,0,0.0230619,0,0.0108388,0.0143217,0.0383384,0.0352315,0.0158322,0.0166064,0.0164473,0.036196,0.00873462,0.022004,0.0018057,0.0109151,0.0164614,0.00550201,0.0158742,0.0167009,0.0364608,0.0220172,0.0107232,0.00961416,0.0171357,0.0182123,0,0,0,0.00184661,0
28,0,0,0,0,0,0,0.0160908,0.0200018,0,0,0,0.0908225,0.0177065,0.0203236,0,0,0.00950708,0,0.0301112,0.00254822,0.0492091,0.0586245,0.00756708,0.0354289,0.0147873,0.00196798,0.00402555,0.00663087,0.031358,0.00859638,0.0092412,0.00589993,0.0195924,0.130992,0.0139501,0.0190423,0.0113431,0.0117323,0.0150023,0.0266956,0,0,0.0236137,0,0.0107986,0.0146382,0.0384564,0.0339811,0.0161972,0.0163925,0.0170635,0.0369318,0.00863393,0.0220705,0.00288356,0.0103056,0.0171475,0.00502374,0.0163053,0.0171056,0.036959,0.0228295,0.0107339,0.00972754,0.0174286,0.0184341,0,0,0,0.00206619,0
29,0,0,0,0,0,0,0.01605,0.0203517,0,0,0,0.0935043,0.0176157,0.0186406,0,0,0.00950014,0,0.030265,0.00255685,0.0489708,0.0553716,0.00620623,0.0361554,0.0147369,0.00133997,0.00475185,0.00809273,0.0316651,0.00849083,0.00994667,0.0070392,0.019288,0.128203,0.0138538,0.0191243,0.0137872,0.0116769,0.0153993,0.026898,0,0,0.02396,0,0.0107641,0.0148074,0.0384885,0.0324087,0.0164675,0.0161873,0.0177582,0.0373787,0.00839767,0.0221153,0.0041938,0.00943338,0.0179025,0.0047845,0.0166687,0.0175296,0.0377618,0.0234705,0.0107996,0.00984499,0.0177019,0.0185411,0,0,0,0.00190869,0
30,0,0,0,0,0,0,0.0157826,0.0204524,0,0,0,0.0958055,0.017522,0.017724,0,0,0.00942957,0,0.0303351,0.0025469,0.0490314,0.0530763,0.00673327,0.0364762,0.0146131,0.0019672,0.00557452,0.00838488,0.0314559,0.00897902,0.0112901,0.0079751,0.0188972,0.126315,0.0137076,0.0191577,0.0158981,0.0116448,0.0158568,0.0269706,0,0,0.0241877,0,0.0107447,0.01483,0.0384008,0.0307049,0.0165483,0.0157683,0.0185941,0.0375965,0.00804227,0.0222189,0.00561241,0.0085036,0.0185756,0.00472078,0.016954,0.0178588,0.0387035,0.0239045,0.0108545,0.00987616,0.0180332,0.0184903,0,0,0,0.0018867,0
31,0,0,0,0,0,0,0.0153996,0.0203684,0,0,0,0.0976106,0.017399,0.016995,0,0,0.00936693,0,0.0303511,0.0025625,0.0493189,0.0519344,0.00823894,0.0364316,0.0143972,0.00238528,0.00552049,0.00767581,0.0303836,0.00939446,0.0123374,0.00835677,0.0183283,0.125061,0.0135835,0.0191608,0.0179477,0.0115554,0.0163232,0.0269387,0,0,0.0244269,0,0.0107047,0.0148564,0.038239,0.0288608,0.0164943,0.0150169,0.0193103,0.0377057,0.00757011,0.0224764,0.00701756,0.00767086,0.0192718,0.0046935,0.01718,0.0180687,0.039676,0.0241413,0.0107407,0.00980461,0.0184459,0.0183289,0,0,0,0.00213677,0
32,0,0,0,0,0,0,0.0151108,0.0202157,0,0,0,0.0990801,0.0172656,0.0160873,0,0,0.00924574,0,0.0303146,0.0025438,0.0495233,0.0517847,0.00839911,0.0362855,0.0140274,0.00251355,0.00511329,0.00674252,0.0289088,0.00930955,0.0125469,0.00817443,0.0176656,0.124265,0.0134068,0.0191431,0.0195474,0.0114778,0.016724,0.026919,0,0,0.0246819,0,0.0106693,0.0148612,0.038053,0.0266485,0.016365,0.0140729,0.0198322,0.0377786,0.00696745,0.0228828,0.008445,0.00685355,0.0200844,0.00469903,0.0173794,0.0181466,0.0406776,0.0242746,0.0105514,0.00971469,0.0189668,0.0181801,0,0,0,0.00241123,0
33,0,0,0,0,0,0,0.0148866,0.0199319,0,0,0,0.100434,0.0171267,0.0152795,0,0,0.00915443,0,0.0302904,0.00248879,0.049178,0.051721,0.00775108,0.0357789,0.0135196,0.0029582,0.00495417,0.00596861,0.0278674,0.00875657,0.0120813,0.0077304,0.0170249,0.123777,0.0131325,0.0191352,0.0209372,0.0114398,0.0170826,0.0268087,0,0,0.0247834,0,0.0106577,0.01483,0.0378732,0.0238254,0.0162083,0.0132584,0.0200278,0.0377181,0.00635463,0.0234103,0.00989833,0.00607274,0.0205333,0.00467285,0.0175728,0.0180279,0.0416319,0.024255,0.0104199,0.00966078,0.0191081,0.0180208,0,0,0,0.00230471,0
34,0,0,0,0,0,0,0.0146806,0.0195436,0,0,0,0.101811,0.0169939,0.0146932,0,0,0.00899391,0,0.0302634,0.00244473,0.0483684,0.050938,0.00721061,0.0349027,0.0130353,0.0036111,0.00490002,0.00545073,0.027666,0.00806467,0.0114815,0.00710955,0.0164804,0.123249,0.0128,0.0191228,0.0219775,0.011415,0.0176601,0.0266268,0,0,0.0246912,0,0.0106515,0.0146845,0.0379291,0.0212799,0.0160078,0.0123046,0.0198835,0.0374747,0.00581347,0.0239375,0.0110781,0.00551943,0.0204838,0.00444462,0.0176217,0.0175943,0.0425376,0.0240716,0.0102259,0.00956413,0.0188795,0.0178137,0,0,0,0.00234276,0
35,0,0,0,0,0,0,0.0143788,0.0190646,0,0,0,0.102995,0.0168862,0.0143099,0,0,0.0089413,0,0.030236,0.00246329,0.047507,0.0495544,0.00711711,0.0336954,0.0126464,0.00415172,0.00462863,0.00538012,0.0278832,0.007622,0.0112281,0.00668213,0.0159771,0.122527,0.0125704,0.0190971,0.0223012,0.0113884,0.0182571,0.0262868,0,0,0.0244214,0,0.0106244,0.0145249,0.0382133,0.0191121,0.0157309,0.0110579,0.0194112,0.037078,0.00529252,0.0244678,0.0119849,0.0052519,0.0200749,0.00391533,0.0176251,0.0170983,0.0426133,0.0236495,0.0100376,0.00944755,0.0184696,0.0174733,0,0,0,0.00257982,0
36,0,0,0,0,0,0,0.0140697,0.0185719,0,0,0,0.104109,0.01679,0.0136253,0,0,0.00899709,0,0.0302327,0.0025263,0.0469226,0.0480984,0.00751534,0.0323393,0.0123278,0.00443061,0.00419277,0.00573812,0.0280851,0.00765429,0.0114937,0.00648151,0.0155271,0.121455,0.0124404,0.0190899,0.0215368,0.0113581,0.0186335,0.0258097,0,0,0.0239804,0,0.010588,0.0143561,0.0385709,0.0178027,0.0153989,0.00969621,0.0192216,0.0366051,0.00471914,0.025059,0.0127646,0.00521973,0.0193056,0.0031984,0.0174637,0.0165424,0.0413427,0.0231619,0.00989509,0.00932506,0.0179535,0.0171127,0,0,0,0.00250545,0
37,0,0,0,0,0,0,0.013838,0.018143,0,0,0,0.105029,0.0167113,0.0127381,0,0,0.00900778,0,0.0302484,0.0025386,0.0467289,0.0470177,0.0082185,0.0309707,0.0121278,0.00434313,0.00379752,0.00598609,0.0280238,0.00795935,0.0119617,0.00639337,0.015164,0.12039,0.0122935,0.0191196,0.0200279,0.0113499,0.0188516,0.0252621,0,0,0.0234392,0,0.0105625,0.0141637,0.0389893,0.0173572,0.0150558,0.00838119,0.0193916,0.036112,0.00411476,0.0256282,0.0134715,0.00537505,0.0182592,0.00245061,0.0170393,0.0161513,0.038809,0.0226863,0.00981446,0.00922446,0.0173856,0.0167895,0,0,0,0.00252617,0
