Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,RILC,LILC
85,0,0,0,0,0,0,0.00388012,0.00801085,0,0,0,0.115,0.0191723,0.0211843,0,0.0062853,0,0.0261605,0.00246144,0.0519681,0.0564507,0.00430347,0.013281,0.00544939,0.00255027,0.0107412,0.0114675,0.0243945,0.00898372,0.0103332,0.00488326,0.0137193,0.074987,0.00725222,0.0175706,0.00146972,0.0288552,0.0157432,0.00940076,0.00118226,0,0,0.00668542,0,0.0130846,0.00177137,0.0326028,0.0241964,0.00632109,0.0144161,0.00356669,0.0108359,0.0202607,0.0126514,0.0148699,0.00813379,0.0252025,0.00700137,0.00621247,0.0218816,0.0058084,0.00356246,0.00174297,0.00847277,0.00218209,0,0,0,0,0.0263891,0.0414049
86,0,0,0,0,0,0,0.00389302,0.00766776,0,0,0,0.117016,0.0191855,0.0220653,0,0.00613191,0,0.0261313,0.0025034,0.0521237,0.0616172,0.00288198,0.0136641,0.00554819,0.00207573,0.00992496,0.0110256,0.0244398,0.00842028,0.010461,0.00482506,0.0146303,0.0837652,0.00719933,0.0175573,0.0014893,0.0280128,0.01576,0.00835603,0.00121952,0,0,0.00661332,0,0.0130851,0.00174059,0.0320369,0.0226943,0.00559009,0.0135532,0.00317463,0.00994673,0.0202235,0.0118665,0.0141629,0.00705376,0.0239648,0.006096,0.00547426,0.0208742,0.00587574,0.00357557,0.00177926,0.00845844,0.00217814,0,0,0,0,0.0255271,0.0407229
87,0,0,0,0,0,0,0.00396249,0.00726261,0,0,0,0.120367,0.0192116,0.0226685,0,0.00602467,0,0.0260981,0.00255819,0.0520189,0.0660012,0.00251385,0.0141862,0.00560436,0.00186826,0.00925545,0.0105691,0.0243821,0.00818689,0.0105277,0.00473107,0.0153051,0.094561,0.00720169,0.0175398,0.00151064,0.0266378,0.0157466,0.00774576,0.0013759,0,0,0.00650932,0,0.0130429,0.00160151,0.0316373,0.0212924,0.00533036,0.012747,0.00277047,0.00904736,0.0204342,0.0109273,0.0130245,0.00632731,0.0231562,0.0053313,0.00499669,0.0204253,0.00594708,0.00356319,0.00177212,0.00822387,0.00216163,0,0,0,0,0.0246176,0.0399484
88,0,0,0,0,0,0,0.0040706,0.00681109,0,0,0,0.123632,0.0192416,0.0234524,0,0.00600581,0,0.0260674,0.0026099,0.0517675,0.0695577,0.00339563,0.0147767,0.00563357,0.00191147,0.00893164,0.0100731,0.0243841,0.00820264,0.0103886,0.0049076,0.0157924,0.105782,0.00734558,0.017521,0.00155123,0.0252296,0.0157075,0.00741676,0.00162539,0,0,0.00631396,0,0.0129751,0.00148414,0.0314855,0.0200711,0.0051695,0.0119929,0.00245318,0.00830439,0.020652,0.00964172,0.0118268,0.0059527,0.0225624,0.0047941,0.00476307,0.0199549,0.00601934,0.00359753,0.00167406,0.00763917,0.00216779,0,0,0,0,0.0237722,0.0390588
89,0,0,0,0,0,0,0.00419779,0.00641947,0,0,0,0.124696,0.0192961,0.0246746,0,0.00604184,0,0.0260591,0.00262914,0.051461,0.072984,0.00435516,0.0153476,0.0056321,0.00224253,0.00891335,0.00991101,0.024543,0.00824009,0.00988487,0.00500373,0.0160281,0.113229,0.0075436,0.0175359,0.00159572,0.0241909,0.0157113,0.00709832,0.0018858,0,0,0.00610248,0,0.0129673,0.00135,0.0319136,0.0189805,0.00497708,0.0113769,0.00223984,0.00795215,0.0209821,0.00883816,0.0111494,0.00559577,0.0221382,0.00436751,0.00444858,0.0193596,0.00603442,0.00376177,0.00159318,0.00681639,0.00223945,0,0,0,0,0.0231829,0.0381316
90,0,0,0,0,0,0,0.00455532,0.00616142,0,0,0,0.124074,0.0193134,0.0256261,0,0.0060831,0,0.0261204,0.00268547,0.0511624,0.0749333,0.005105,0.0157096,0.00553081,0.0030286,0.00920016,0.0101461,0.0248976,0.00828115,0.00920932,0.00500939,0.0159113,0.116153,0.00761748,0.0175703,0.00163703,0.0230902,0.0156849,0.00675461,0.00238127,0,0,0.00661197,0,0.0129264,0.00172923,0.0327844,0.0180597,0.00472178,0.0108103,0.00231632,0.00806104,0.0212536,0.00867648,0.0111036,0.00490423,0.0218188,0.00390843,0.00373317,0.01895,0.00616889,0.00347058,0.00157796,0.00597538,0.00248929,0,0,0,0,0.0228821,0.0372779
91,0,0,0,0,0,0,0.00475082,0.00597501,0,0,0,0.122424,0.0193312,0.0258065,0,0.00613324,0,0.0261742,0.00274299,0.0509845,0.076052,0.0059314,0.0159472,0.00545689,0.00415113,0.00961329,0.010625,0.0252243,0.00782168,0.00818719,0.00442707,0.0156583,0.117319,0.00768197,0.0175955,0.00175647,0.0224993,0.0157528,0.00639202,0.00256443,0,0,0.00656616,0,0.0130072,0.00170246,0.0336438,0.0172121,0.00422798,0.010264,0.00219147,0.00845063,0.0214072,0.00872059,0.0111768,0.00406733,0.0213754,0.00354933,0.00317888,0.0181959,0.00602546,0.00353734,0.0015973,0.00513377,0.00271297,0,0,0,0,0.0228242,0.0364422
92,0,0,0,0,0,0,0.00486647,0.00588142,0,0,0,0.120313,0.0193367,0.0249891,0,0.0061051,0,0.026234,0.0027729,0.0508244,0.076369,0.0071535,0.0161138,0.00533403,0.00561798,0.010251,0.0112409,0.0256943,0.00702587,0.00727218,0.00348823,0.0155322,0.118641,0.00761082,0.017612,0.00210688,0.0220122,0.0157958,0.0060155,0.00260222,0,0,0.00641664,0,0.0130647,0.00157624,0.0341693,0.0165042,0.00394615,0.00972484,0.00205394,0.00872607,0.021468,0.00873912,0.0110609,0.00337473,0.0208241,0.00306636,0.00322582,0.0174446,0.00580642,0.00365075,0.00163142,0.0045334,0.00287557,0,0,0,0,0.0229479,0.0356771
93,0,0,0,0,0,0,0.00488396,0.00589842,0,0,0,0.118034,0.0193308,0.025107,0,0.00602599,0,0.0262816,0.00273419,0.0507262,0.0775825,0.00856681,0.0162629,0.00519307,0.00729477,0.0110973,0.0117928,0.0262343,0.00601657,0.00674397,0.00258712,0.0156773,0.118642,0.00745342,0.0176344,0.00258602,0.0212224,0.0157846,0.00544985,0.00248218,0,0,0.006433,0,0.0131016,0.00158866,0.0344053,0.0156891,0.00408502,0.00922794,0.0019771,0.00844783,0.0215431,0.00846437,0.010644,0.0030427,0.0202651,0.00253759,0.00370617,0.0171305,0.0055688,0.00374612,0.00169883,0.00431641,0.00288327,0,0,0,0,0.023193,0.0350535
94,0,0,0,0,0,0,0.00477277,0.00593963,0,0,0,0.116359,0.0192843,0.0252003,0,0.00585318,0,0.0263634,0.00267275,0.0504627,0.0780196,0.00982438,0.0164805,0.00494006,0.00895208,0.0122849,0.0123014,0.0268099,0.00547028,0.00689624,0.00239767,0.0157897,0.11709,0.00708967,0.0176631,0.00220999,0.0200158,0.0157446,0.00471609,0.00217303,0,0,0.00630775,0,0.0131103,0.00156142,0.0346256,0.0145921,0.00475023,0.00886442,0.00199296,0.00796005,0.0217081,0.00795313,0.00995315,0.00274205,0.0197201,0.00205429,0.00409774,0.0174822,0.00535374,0.00383424,0.00174782,0.00438989,0.0027102,0,0,0,0,0.0234459,0.0346194
95,0,0,0,0,0,0,0.00456483,0.00596045,0,0,0,0.11523,0.019233,0.0248372,0,0.00561225,0,0.0264448,0.0025672,0.0499867,0.0778462,0.0107905,0.0167465,0.00462121,0.010615,0.0136173,0.0128033,0.0272392,0.0052511,0.00701776,0.00262816,0.0157484,0.115116,0.00664232,0.017687,0.00196076,0.0186341,0.0157107,0.00396614,0.00178287,0,0,0.0060477,0,0.013101,0.0015484,0.0345019,0.0133506,0.00549275,0.00864774,0.0021562,0.00755684,0.0218505,0.00750421,0.00930096,0.00243018,0.019207,0.0016465,0.00395363,0.0183223,0.00521272,0.00383071,0.00177097,0.00458661,0.00238373,0,0,0,0,0.0236432,0.0343355
96,0,0,0,0,0,0,0.0041414,0.0059167,0,0,0,0.114478,0.0191875,0.0239004,0,0.00532155,0,0.0264788,0.00241636,0.0493988,0.077006,0.011547,0.0170742,0.00430834,0.0123311,0.0151187,0.013426,0.0275756,0.00513326,0.00670283,0.00273494,0.0154729,0.113898,0.00619258,0.0177085,0.00185435,0.017131,0.0157526,0.00331614,0.00125121,0,0,0.00505726,0,0.0131801,0.00104473,0.0340805,0.0124469,0.00619271,0.00860257,0.00234796,0.007261,0.0218728,0.00718958,0.00879255,0.00195756,0.0186648,0.00144343,0.00385145,0.0193637,0.00485726,0.00430686,0.00179151,0.00472916,0.00191655,0,0,0,0,0.0237985,0.034124
97,0,0,0,0,0,0,0.00378754,0.00591092,0,0,0,0.113493,0.0191472,0.0229802,0,0.00501974,0,0.0264833,0.00221043,0.0488487,0.0765227,0.0122815,0.0173664,0.00406689,0.0142021,0.0168928,0.0142529,0.0279207,0.00485207,0.00590889,0.00256645,0.0150739,0.113551,0.00578352,0.0177373,0.0017619,0.0156843,0.0156904,0.00294028,0.00092794,0,0,0.0050737,0,0.0131514,0.00134467,0.0336058,0.0119352,0.00694225,0.00863694,0.00268177,0.0069837,0.0217406,0.00698078,0.00839693,0.00175866,0.0180817,0.00145461,0.00407456,0.0204799,0.00489542,0.0042775,0.00184357,0.00499415,0.0015082,0,0,0,0,0.024068,0.0339804
98,0,0,0,0,0,0,0.00348532,0.00594485,0,0,0,0.112749,0.0190978,0.0217297,0,0.00469921,0,0.026532,0.00207029,0.0483586,0.0755817,0.0130257,0.0176577,0.00389095,0.0160979,0.0188504,0.015279,0.0284558,0.00472618,0.00515668,0.00248811,0.0146032,0.113794,0.00548047,0.0177773,0.00176771,0.014283,0.0156462,0.00272,0.000622183,0,0,0.00495378,0,0.0131523,0.00167456,0.0334192,0.0118594,0.00766812,0.00872033,0.00304096,0.00666815,0.0215571,0.00677247,0.00799684,0.0018099,0.0176016,0.00157954,0.00452729,0.021474,0.00491268,0.00433307,0.00196275,0.00532312,0.00113463,0,0,0,0,0.02438,0.0338622
99,0,0,0,0,0,0,0.00327584,0.0059826,0,0,0,0.112169,0.0190243,0.0206014,0,0.00442719,0,0.0266219,0.00196804,0.0478823,0.0746546,0.0139806,0.0178923,0.00379324,0.0178895,0.0208004,0.0163291,0.0291379,0.00487347,0.00480958,0.00264601,0.0141673,0.11359,0.00525579,0.0178252,0.00177593,0.0132954,0.0155557,0.00268644,0.00046555,0,0,0.00488833,0,0.0130924,0.00184574,0.0336636,0.0124901,0.00831681,0.00880478,0.00338198,0.00632433,0.0213296,0.00657178,0.00757617,0.00220805,0.0169959,0.00191298,0.00527094,0.0221833,0.00505027,0.00436102,0.00207272,0.00570618,0.000783428,0,0,0,0,0.0248148,0.0337507
100,0,0,0,0,0,0,0.00318324,0.00604059,0,0,0,0.112095,0.0189562,0.0196724,0,0.00431986,0,0.0266861,0.00188992,0.0473848,0.0735002,0.0150134,0.0180897,0.00381232,0.0194596,0.0225948,0.0173048,0.0298739,0.0053245,0.00503166,0.00298658,0.0138174,0.113171,0.00513795,0.0178639,0.00173385,0.0124844,0.0155257,0.00287233,0.000588037,0,0,0.00471373,0,0.0130866,0.00189199,0.0341588,0.0137447,0.00893158,0.00887613,0.00371895,0.00601081,0.0211911,0.00632246,0.00714082,0.00273637,0.0164128,0.0024305,0.00614997,0.0228492,0.00521714,0.00447864,0.00216396,0.00607336,0.000421484,0,0,0,0,0.02532,0.0336499
101,0,0,0,0,0,0,0.00309789,0.00610873,0,0,0,0.112137,0.018887,0.019099,0,0.0044219,0,0.0267143,0.00181663,0.0468758,0.0726506,0.0160282,0.0182611,0.00392036,0.0208621,0.0242978,0.0181606,0.0305752,0.00594047,0.00562538,0.00368572,0.0136366,0.112899,0.00517932,0.0178859,0.0016214,0.0114993,0.0154902,0.00323053,0.000899532,0,0,0.00453602,0,0.0130652,0.00197725,0.0347683,0.014867,0.00958805,0.00902933,0.00402616,0.00569126,0.0211651,0.00588295,0.00661653,0.00317523,0.0161226,0.00296299,0.00692759,0.0240841,0.0054017,0.00455974,0.00221157,0.00633983,9.89795e-05,0,0,0,0,0.0258412,0.0335666
102,0,0,0,0,0,0,0.00302932,0.00616896,0,0,0,0.112207,0.0188376,0.0187993,0,0.00433613,0,0.0267267,0.00174205,0.0463102,0.0721119,0.0167974,0.0183916,0.00407135,0.0221264,0.0258748,0.0189029,0.0312408,0.00652988,0.00629865,0.00451454,0.0136302,0.112859,0.00531247,0.0178955,0.00158573,0.0105972,0.015443,0.00361917,0.00127529,0,0,0.00434841,0,0.0130346,0.00201197,0.0354174,0.0159127,0.0101817,0.00918404,0.0042949,0.00537774,0.0212122,0.00541713,0.00615022,0.00360524,0.0159241,0.00333562,0.00759911,0.0254,0.00557732,0.0046475,0.00227185,0.00647571,0.000422807,0,0,0,0,0.0262885,0.0334955
103,0,0,0,0,0,0,0.00299497,0.00618942,0,0,0,0.112112,0.0188122,0.0185007,0,0.00434594,0,0.0267279,0.00167072,0.0456666,0.071951,0.0171128,0.0184641,0.00425743,0.0232061,0.0272146,0.0195456,0.0318519,0.00697628,0.00680286,0.00524162,0.0137783,0.113197,0.00556722,0.0179053,0.00169737,0.00965841,0.0155128,0.00420111,0.00167977,0,0,0.00344485,0,0.0131102,0.00168304,0.0359771,0.0173088,0.0105608,0.00922618,0.00449229,0.00515141,0.0213342,0.00510203,0.00595253,0.00400403,0.0156843,0.00376704,0.00826232,0.0265114,0.00553604,0.0052211,0.00228778,0.00645262,0.000901338,0,0,0,0,0.0265656,0.0334539
104,0,0,0,0,0,0,0.0031705,0.00620765,0,0,0,0.111755,0.0187952,0.0180733,0,0.00449025,0,0.0267226,0.00159617,0.0450222,0.0719954,0.0170457,0.018487,0.00447122,0.024084,0.0282974,0.0201055,0.032516,0.00736687,0.00712312,0.00584574,0.0140714,0.113738,0.00588889,0.0179161,0.00213084,0.00828371,0.015426,0.00481959,0.00200885,0,0,0.00382197,0,0.0129991,0.00195801,0.0363271,0.0186151,0.0107967,0.00925791,0.00486865,0.00504634,0.0214911,0.00484568,0.00591557,0.00428319,0.0155038,0.00419679,0.00875404,0.0275574,0.00594897,0.00506568,0.00231312,0.00651419,0.00108811,0,0,0,0,0.0267561,0.033571
105,0,0,0,0,0,0,0.00324753,0.00607174,0,0,0,0.110932,0.0187658,0.017198,0,0.00462292,0,0.0267273,0.00154653,0.0444247,0.0721479,0.0167416,0.0184714,0.00472435,0.0247569,0.0291879,0.0205829,0.0332113,0.00771236,0.00723324,0.00631542,0.0144799,0.11469,0.00619554,0.0179127,0.0022513,0.00743335,0.0154289,0.00514969,0.00223677,0,0,0.00386468,0,0.0130017,0.00211935,0.0364178,0.019252,0.0110169,0.00930236,0.00503428,0.00496509,0.0216864,0.00453891,0.0058704,0.00437795,0.01548,0.00447902,0.00892287,0.0284495,0.00612594,0.00504853,0.00234018,0.0065519,0.00126444,0,0,0,0,0.0268408,0.0337937
106,0,0,0,0,0,0,0.00329693,0.00586985,0,0,0,0.109662,0.0187426,0.0159414,0,0.00472555,0,0.0267476,0.00150259,0.04391,0.0726258,0.0162676,0.0183881,0.00498594,0.0252567,0.029879,0.0209873,0.0338829,0.00793401,0.00704964,0.00664833,0.015084,0.116364,0.00646716,0.0179193,0.00180787,0.00693408,0.0154231,0.00546999,0.00241214,0,0,0.0038529,0,0.0129955,0.00220771,0.0364149,0.0197057,0.01121,0.00941036,0.00512251,0.00488701,0.0218889,0.00427633,0.00581482,0.00447175,0.0155636,0.00468679,0.00902682,0.029077,0.00621864,0.00500271,0.00232274,0.00673151,0.00136527,0,0,0,0,0.0268687,0.0340564
107,0,0,0,0,0,0,0.00331323,0.00571921,0,0,0,0.107983,0.0187373,0.0147475,0,0.0048385,0,0.0267557,0.00150091,0.0435522,0.0736071,0.0157119,0.0183163,0.00516746,0.0255937,0.0303516,0.0212697,0.0345362,0.00815257,0.00669226,0.00687798,0.0158964,0.118656,0.0067123,0.0179325,0.00158003,0.0068179,0.0154045,0.00588362,0.00253521,0,0,0.00379759,0,0.0129786,0.00221537,0.0364127,0.0202518,0.0113018,0.00948223,0.00517202,0.00484868,0.0220464,0.00407187,0.00592766,0.00468702,0.0155345,0.00492783,0.00918277,0.0293098,0.00628027,0.00497081,0.00229219,0.00669823,0.00148759,0,0,0,0,0.0267909,0.0342542
108,0,0,0,0,0,0,0.00333778,0.00562777,0,0,0,0.106034,0.0187207,0.0135999,0,0.00497935,0,0.026749,0.00161031,0.0434147,0.0748252,0.0152016,0.0182651,0.00529573,0.0257677,0.0306375,0.0214068,0.0351869,0.0085233,0.00632318,0.00701182,0.0167858,0.121435,0.00691912,0.0179396,0.00153241,0.00676797,0.0153962,0.00621205,0.00264189,0,0,0.00370227,0,0.0129712,0.00216718,0.036463,0.020789,0.0114486,0.00946768,0.00521586,0.00492148,0.0221108,0.0039606,0.00610291,0.00491503,0.0154762,0.0052227,0.00944838,0.029519,0.00627882,0.00496865,0.00236136,0.00650967,0.00160086,0,0,0,0,0.0266391,0.0343708
109,0,0,0,0,0,0,0.00337995,0.00554275,0,0,0,0.104206,0.0187075,0.0123778,0,0.00511036,0,0.0267342,0.00169033,0.043549,0.0757906,0.0146803,0.0181379,0.00540722,0.0256353,0.0305394,0.0213051,0.035867,0.009012,0.00604782,0.00696097,0.0176637,0.124105,0.00714302,0.0179345,0.00153082,0.0063723,0.0154225,0.00663802,0.00274534,0,0,0.00355804,0,0.0129983,0.00207134,0.0364572,0.0214268,0.0117181,0.00941067,0.0052809,0.00517382,0.0221259,0.00399816,0.00636356,0.0051861,0.0153734,0.00554876,0.00982048,0.0299661,0.00625587,0.00501285,0.00240573,0.00629897,0.00163472,0,0,0,0,0.0265142,0.0344909
110,0,0,0,0,0,0,0.00339152,0.00537248,0,0,0,0.102639,0.018713,0.0113398,0,0.00516053,0,0.0267249,0.00174752,0.0439197,0.0760914,0.0142902,0.0180821,0.00549303,0.0251669,0.0300777,0.0209175,0.0364939,0.00963551,0.00604898,0.00680927,0.0184148,0.126337,0.00730709,0.0179372,0.00155708,0.00619646,0.0154525,0.00701885,0.00286535,0,0,0.00339941,0,0.0130419,0.00195125,0.0362294,0.022011,0.0120259,0.00937046,0.00535773,0.00555243,0.0220897,0.00417498,0.00669447,0.00538838,0.015341,0.00576317,0.00993837,0.0302671,0.00622229,0.00511042,0.00228942,0.00613186,0.001667,0,0,0,0,0.0264439,0.0345491
111,0,0,0,0,0,0,0.00345797,0.00518636,0,0,0,0.101387,0.018725,0.0102866,0,0.00520353,0,0.0267244,0.00178412,0.0442138,0.0758794,0.0138647,0.0181016,0.00552522,0.024435,0.0292989,0.0202573,0.0369085,0.0101847,0.0062777,0.00650844,0.0190325,0.128053,0.00736545,0.0179407,0.00165146,0.00525065,0.0154225,0.00755386,0.00304445,0,0,0.00370962,0,0.0130101,0.00207751,0.0359992,0.0225769,0.0123381,0.00947162,0.00554145,0.00591998,0.02199,0.00441451,0.00703408,0.00566626,0.0153382,0.00597091,0.0100254,0.0309395,0.00636236,0.00502588,0.00230094,0.00609665,0.0015626,0,0,0,0,0.0263637,0.0346279
112,0,0,0,0,0,0,0.00341188,0.00496312,0,0,0,0.100568,0.0187268,0.009125,0,0.00518775,0,0.0267316,0.00180455,0.0444755,0.0749063,0.013389,0.0182703,0.00556012,0.0234543,0.0282011,0.0192834,0.0370735,0.0106028,0.00665466,0.00616608,0.0194205,0.129206,0.00730605,0.0179401,0.00176678,0.0053161,0.0154269,0.00796796,0.00317704,0,0,0.0037224,0,0.0130507,0.00203419,0.03578,0.0233753,0.012588,0.00956291,0.00556614,0.00622738,0.0218447,0.00466796,0.00742485,0.00598981,0.0152564,0.00620383,0.0102577,0.0311606,0.00632171,0.00498182,0.0022775,0.00604821,0.00162208,0,0,0,0,0.0262627,0.0347066
113,0,0,0,0,0,0,0.00342319,0.00487855,0,0,0,0.100217,0.0187413,0.00808678,0,0.00514541,0,0.0267265,0.00180913,0.0447299,0.0732927,0.0126608,0.018494,0.00553098,0.0221243,0.0266723,0.0179608,0.0370161,0.0108198,0.00713921,0.00583493,0.0196512,0.129827,0.00719686,0.0179514,0.00157676,0.00480662,0.0154628,0.00850852,0.00338522,0,0,0.00391354,0,0.0131034,0.00211482,0.0355711,0.0243586,0.0128773,0.00958244,0.00578266,0.00659773,0.0216345,0.00498027,0.00801005,0.00640936,0.015136,0.00652855,0.0106742,0.0316726,0.00641787,0.00498598,0.00226027,0.00619028,0.0016247,0,0,0,0,0.0261839,0.0348568
114,0,0,0,0,0,0,0.00347274,0.00491364,0,0,0,0.100351,0.0187681,0.00735963,0,0.0050759,0,0.0267176,0.00180206,0.0450279,0.0708668,0.0117454,0.018753,0.00545165,0.0204477,0.0247676,0.0162303,0.0367399,0.0108918,0.00780403,0.00556512,0.0196868,0.129864,0.00706814,0.0179675,0.00150352,0.00444186,0.0154879,0.00906055,0.00364591,0,0,0.00412308,0,0.0131406,0.00223325,0.0353207,0.0255866,0.0131537,0.0094987,0.00612877,0.00695081,0.0213912,0.00526875,0.00864756,0.00693242,0.0149535,0.00696528,0.0111319,0.0320664,0.00661345,0.00506962,0.00223587,0.00640876,0.00175189,0,0,0,0,0.0261866,0.0350387
115,0,0,0,0,0,0,0.00355109,0.00507518,0,0,0,0.101085,0.0187835,0.00730995,0,0.00497127,0,0.0267231,0.00177231,0.0452716,0.0678089,0.0106324,0.0190638,0.00534563,0.018453,0.0225582,0.0142558,0.0363623,0.0109964,0.00887745,0.00558808,0.0196542,0.129462,0.00691971,0.0179743,0.0015625,0.0040082,0.0155259,0.00961226,0.00397734,0,0,0.00427811,0,0.0131846,0.00240134,0.0351106,0.0270378,0.0133701,0.0092827,0.00658513,0.00721867,0.0211359,0.00551675,0.00903422,0.00744336,0.0146892,0.00748573,0.011646,0.0323771,0.0068489,0.00514744,0.00225957,0.00670841,0.00202132,0,0,0,0,0.0263106,0.0353027
116,0,0,0,0,0,0,0.00357192,0.00532113,0,0,0,0.10192,0.0188001,0.00816747,0,0.00488349,0,0.026735,0.00174152,0.0452212,0.0644938,0.00933427,0.0194205,0.00526213,0.0163828,0.0203018,0.0123837,0.0360008,0.0113742,0.0103647,0.00610801,0.0197536,0.128796,0.00677658,0.0179898,0.00154889,0.00347045,0.0155732,0.0103153,0.00428416,0,0,0.00442079,0,0.0132429,0.00256226,0.0351482,0.0287244,0.0135305,0.0091384,0.0069941,0.00740994,0.0208955,0.00574454,0.00925146,0.00798999,0.0143498,0.00808158,0.0123191,0.0328451,0.00704705,0.0052205,0.00228631,0.00699598,0.00236305,0,0,0,0,0.0263377,0.0356593
117,0,0,0,0,0,0,0.00355058,0.00559866,0,0,0,0.102681,0.0188275,0.00961531,0,0.00489881,0,0.026743,0.00173799,0.045131,0.0612453,0.00782199,0.0197256,0.00520273,0.0142406,0.0179583,0.0109612,0.0360317,0.0120048,0.0119752,0.00735628,0.0203195,0.127873,0.00670156,0.0180162,0.00144472,0.00270962,0.0156747,0.0110873,0.00467489,0,0,0.00399966,0,0.0133683,0.00256604,0.0351625,0.0305242,0.0138018,0.00887125,0.00733987,0.00772057,0.0207184,0.00593197,0.00945757,0.00861407,0.0139263,0.00874009,0.0130661,0.0333607,0.00695298,0.00573245,0.00235262,0.00724339,0.00280142,0,0,0,0,0.0264865,0.0361032
118,0,0,0,0,0,0,0.00374144,0.00599967,0,0,0,0.102924,0.0188494,0.0119162,0,0.00500825,0,0.0267594,0.00174939,0.0451372,0.0580495,0.00690554,0.0199683,0.00516337,0.01224,0.0160681,0.0103953,0.0365286,0.0129606,0.0136569,0.00897605,0.0211915,0.127166,0.00669047,0.0180429,0.00140613,0.00233172,0.0156578,0.0118828,0.00500409,0,0,0.00452032,0,0.0133712,0.00274701,0.0349616,0.0326027,0.0141599,0.00845508,0.00782903,0.00813332,0.020609,0.00618038,0.00981542,0.0093288,0.0134692,0.00937524,0.0138522,0.0339962,0.00728284,0.0056472,0.00236115,0.00753485,0.00310719,0,0,0,0,0.0268892,0.0364877
119,0,0,0,0,0,0,0.00392423,0.00645554,0,0,0,0.103538,0.0188714,0.0134821,0,0.00513542,0,0.0267747,0.0017908,0.0449895,0.0551924,0.00510775,0.0201173,0.00515059,0.0103684,0.0143656,0.0109336,0.0372178,0.0138725,0.0150636,0.0109821,0.0226225,0.126039,0.00677691,0.018064,0.00143825,0.00168959,0.0156976,0.0127737,0.00532831,0,0,0.00480836,0,0.0134231,0.00279847,0.0348763,0.034845,0.0144939,0.00804783,0.00827383,0.00822155,0.0204301,0.00648886,0.0101458,0.0101108,0.0129656,0.0101343,0.0147714,0.0349501,0.00753753,0.00573677,0.00234857,0.00781773,0.00336711,0,0,0,0,0.0272727,0.0370392
120,0,0,0,0,0,0,0.00403527,0.00697876,0,0,0,0.10447,0.0188804,0.0150598,0,0.00524634,0,0.0267811,0.00178533,0.0448783,0.0518648,0.00414288,0.0203349,0.00520872,0.00902907,0.0138282,0.0121931,0.0377852,0.0149827,0.0165334,0.0128649,0.0238281,0.1249,0.00695496,0.0180811,0.00164205,0.00171481,0.0157242,0.0136846,0.0055665,0,0,0.00511581,0,0.0134504,0.00280339,0.0347879,0.0372953,0.0148711,0.00767211,0.00867377,0.00848856,0.0202545,0.00692322,0.0105747,0.0109026,0.0125385,0.011062,0.0157544,0.035884,0.00786017,0.00566395,0.00239498,0.00813139,0.00353638,0,0,0,0,0.027564,0.0376255
121,0,0,0,0,0,0,0.00407394,0.00743765,0,0,0,0.106558,0.018893,0.0156308,0,0.0053412,0,0.0267614,0.00180584,0.0448667,0.0485212,0.00401131,0.0205104,0.00529138,0.00842569,0.0134964,0.0133737,0.0378906,0.015899,0.0175088,0.014609,0.0251038,0.122808,0.00715103,0.0180881,0.00178024,0.00227287,0.0157637,0.0147865,0.00574692,0,0,0.00525881,0,0.0134818,0.00284811,0.0346456,0.039917,0.0154263,0.00734917,0.00903633,0.00882568,0.0201261,0.00743071,0.0112105,0.0118434,0.0120638,0.0121629,0.0167591,0.0368618,0.00815706,0.00564583,0.00239007,0.00847248,0.00361634,0,0,0,0,0.0277691,0.0383248
122,0,0,0,0,0,0,0.00403841,0.00781494,0,0,0,0.108915,0.0188144,0.015617,0,0.00558169,0,0.026845,0.00239584,0.0449245,0.0456792,0.00572537,0.0206146,0.00534146,0.00864354,0.0132582,0.0141068,0.0375454,0.0166233,0.018092,0.0157784,0.0260627,0.12069,0.00732274,0.0181517,0,0.00317608,0.0157744,0.0160392,0.0058182,0,0,0.00536934,0,0.0134982,0.00286779,0.0344199,0.0426539,0.0161721,0.00713987,0.00933274,0.00930673,0.0201343,0.00801135,0.0119766,0.0128866,0.0115437,0.013017,0.0178136,0.0381188,0.00846173,0.00566823,0.00239673,0.00886029,0.00358087,0,0,0,0,0.0280114,0.0388015
