Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,RILC,LILC
162,0,0,0,0,0,0,0.00189446,0.00459796,0,0,0,0.117033,0.0180337,0.0159185,0,0.00227769,0,0.0279931,0.00224529,0.0452965,0.031648,0.00935299,0.0102639,0.00389158,0.00825131,0.00853675,0.00723119,0.0296172,0.00728496,0.0117622,0.00698779,0.0104634,0.112531,0.00333882,0.0187198,0,0.0258718,0.0155147,0.0215989,0.00414919,0,0,0.00460555,0,0.0135065,0.00282471,0.0401993,0.0376024,0.0171247,0.00760317,0.0079413,0.017808,0.0345269,0.018539,0.0220519,0.0111191,0.00790374,0.0119974,0.0128269,0.00974264,0.00657916,0.00599955,0.00267305,0.00669968,0.00273797,0,0,0,0,0.0239859,0.0395814
163,0,0,0,0,0,0,0.00202953,0.00487022,0,0,0,0.117097,0.0180544,0.0157903,0,0.00236503,0,0.0280077,0.00221246,0.0451994,0.0315251,0.00950104,0.010308,0.0042282,0.00806283,0.00845019,0.00713252,0.0291498,0.00741829,0.0119552,0.00717612,0.0103959,0.112026,0.00361148,0.0187317,0,0.0250933,0.015448,0.0200771,0.00424911,0,0,0.00478529,0,0.0134722,0.00295899,0.0400125,0.0364412,0.0160733,0.0080538,0.00804538,0.0179366,0.0340616,0.0182039,0.0216939,0.0112642,0.00846898,0.0119897,0.0134358,0.0113125,0.00674121,0.00612053,0.00281182,0.00693658,0.00311796,0,0,0,0,0.0245312,0.0397729
164,0,0,0,0,0,0,0.00209178,0.00474751,0,0,0,0.117326,0.0180611,0.0153373,0,0.00223688,0,0.0278355,0.0022513,0.0448523,0.0307613,0.00961055,0.0096592,0.00448419,0.00799971,0.008451,0.00696507,0.028459,0.00747998,0.0118388,0.00726063,0.0103637,0.111392,0.00385258,0.0186768,0,0.0251883,0.0154818,0.018561,0.00411436,0,0,0.00475146,0,0.0134875,0.00285155,0.040245,0.0352978,0.0148494,0.00799755,0.00800691,0.0178657,0.0336207,0.0174876,0.021273,0.0113593,0.00907389,0.0118447,0.0138116,0.0127137,0.00680611,0.00641962,0.00288682,0.00674752,0.00321202,0,0,0,0,0.0247293,0.0392321
165,0,0,0,0,0,0,0.00200221,0.00418192,0,0,0,0.11709,0.0180946,0.0145561,0,0.00200099,0,0.0276797,0.00230279,0.0441916,0.0306626,0.00974051,0.00831974,0.00460574,0.0079385,0.00848413,0.00685241,0.027442,0.00754554,0.0114975,0.0075089,0.0104393,0.110746,0.00412012,0.0186146,0,0.025408,0.0154993,0.0173208,0.00395005,0,0,0.00456362,0,0.0135,0.00259247,0.0409072,0.0342451,0.0133502,0.00748225,0.00775702,0.0175117,0.0331842,0.0164504,0.0206914,0.011486,0.00973339,0.0116418,0.0142118,0.0145383,0.00672939,0.00642266,0.00282448,0.00607494,0.00313819,0,0,0,0,0.0245551,0.0376813
166,0,0,0,0,0,0,0.00193264,0.00389816,0,0,0,0.11691,0.0181278,0.0140865,0,0.00195524,0,0.0275844,0.00237442,0.0437243,0.0308617,0.00975999,0.00797551,0.00465588,0.00803325,0.00874774,0.00700729,0.0267945,0.00761398,0.0112872,0.00770544,0.0104705,0.110331,0.00441262,0.018576,0,0.0264372,0.0156607,0.0162188,0.00390043,0,0,0.0045507,0,0.0136254,0.00260391,0.0412057,0.0338012,0.0119423,0.00742574,0.00764591,0.0170404,0.0328206,0.01544,0.0196228,0.0117032,0.0105707,0.0113448,0.0148906,0.017086,0.00673207,0.00615968,0.00278789,0.00579313,0.00315188,0,0,0,0,0.0245742,0.0368717
167,0,0,0,0,0,0,0.00185424,0.00379054,0,0,0,0.117104,0.018146,0.013898,0,0.00194153,0,0.027473,0.00245166,0.0433792,0.0305478,0.00963291,0.00832023,0.00466276,0.00832931,0.00920715,0.00729422,0.0264658,0.00761697,0.0112717,0.00774871,0.0103991,0.109865,0.0046475,0.0185107,0,0.0282464,0.0157183,0.0150236,0.00385058,0,0,0.00437775,0,0.0136863,0.00257759,0.0412835,0.0336516,0.0106824,0.00765573,0.0075517,0.016498,0.0323565,0.0145216,0.0184621,0.0118526,0.0116594,0.0109225,0.0155958,0.0203367,0.00660123,0.00634444,0.00276996,0.00579754,0.00312375,0,0,0,0,0.0247257,0.0366036
168,0,0,0,0,0,0,0.00178286,0.00366529,0,0,0,0.117287,0.0181624,0.0138879,0,0.00199754,0,0.027382,0.00250851,0.0430313,0.0304981,0.00947149,0.00880392,0.00457631,0.00870686,0.00966115,0.00760236,0.0261775,0.00758729,0.0114017,0.00777032,0.0103078,0.109266,0.00482839,0.018436,0,0.0301372,0.0156744,0.0137553,0.00376409,0,0,0.00468144,0,0.0136372,0.0025566,0.0413787,0.0336784,0.00953342,0.00787251,0.0075082,0.015747,0.0319604,0.0132839,0.0171455,0.0121696,0.0130047,0.0105476,0.0164962,0.0239953,0.00679171,0.00620569,0.00278634,0.00583777,0.00286224,0,0,0,0,0.024843,0.0363167
169,0,0,0,0,0,0,0.00167901,0.00348487,0,0,0,0.11751,0.0181698,0.013966,0,0.0020967,0,0.0272961,0.00256367,0.0426832,0.0303162,0.00937101,0.00923312,0.00446843,0.00906256,0.010058,0.00793625,0.0258598,0.00758196,0.0114591,0.0077494,0.0102317,0.108739,0.00492475,0.0183806,0,0.0321037,0.0157087,0.0122612,0.00367583,0,0,0.00485437,0,0.0136586,0.0024484,0.0415554,0.0333099,0.00871336,0.0080495,0.00745331,0.0147787,0.0315945,0.0118719,0.015667,0.012674,0.0145326,0.0100866,0.0170867,0.0278705,0.00700633,0.00614394,0.00273684,0.00579557,0.00245635,0,0,0,0,0.0248682,0.0359336
170,0,0,0,0,0,0,0.00160559,0.00339586,0,0,0,0.11781,0.0181901,0.0141833,0,0.00215786,0,0.0272198,0.00261903,0.0423786,0.0300881,0.00930247,0.00978527,0.00423603,0.00938848,0.0104524,0.00826632,0.0255683,0.0076256,0.0114765,0.00772189,0.0101669,0.108283,0.00489704,0.0183254,0,0.0339541,0.01575,0.0108488,0.00355779,0,0,0.00501015,0,0.0136976,0.00237331,0.0417619,0.032753,0.0081688,0.00830719,0.00736216,0.0137057,0.0310862,0.0105113,0.0141578,0.0132542,0.0163532,0.00933174,0.0175408,0.031346,0.00708915,0.00604015,0.00264239,0.00575254,0.00202506,0,0,0,0,0.0248784,0.0356881
171,0,0,0,0,0,0,0.00163045,0.00340146,0,0,0,0.118226,0.0182096,0.0144297,0,0.00221395,0,0.0271578,0.00266996,0.0421302,0.0298199,0.00921526,0.0103864,0.00395919,0.00969124,0.0108451,0.00850062,0.0253388,0.00770519,0.0113963,0.00775834,0.0100979,0.107686,0.0048062,0.0182743,0,0.0353829,0.0157509,0.00996826,0.00347267,0,0,0.00525923,0,0.0137075,0.0023055,0.0419341,0.0315485,0.00811145,0.00857251,0.00726364,0.0124918,0.0304741,0.00911957,0.012569,0.0136995,0.0184691,0.00856922,0.0178914,0.0342006,0.00717555,0.00604192,0.00251873,0.00572719,0.00170727,0,0,0,0,0.024898,0.0355628
172,0,0,0,0,0,0,0.0017322,0.00345462,0,0,0,0.11875,0.0182161,0.0146429,0,0.00226764,0,0.0270942,0.00270229,0.041969,0.0295231,0.00917221,0.0108894,0.00371023,0.00991683,0.0111461,0.00857205,0.0251705,0.00785329,0.0114471,0.00788521,0.0100097,0.106979,0.00466733,0.0182355,0,0.0362756,0.0157821,0.00971044,0.00348361,0,0,0.00548032,0,0.0136997,0.00214694,0.0420213,0.0299176,0.00860054,0.00887763,0.00720704,0.011164,0.0298232,0.00779936,0.0109623,0.0140912,0.0209057,0.00790455,0.017833,0.0363508,0.00719033,0.00614286,0.00234817,0.00568619,0.00162642,0,0,0,0,0.0248754,0.03543
173,0,0,0,0,0,0,0.00185481,0.00350655,0,0,0,0.119383,0.0182262,0.0148036,0,0.00229894,0,0.0270513,0.00270339,0.041894,0.0290644,0.00924649,0.0111765,0.00350635,0.0100423,0.0113227,0.00860312,0.0250518,0.00805213,0.0114316,0.00814886,0.00986178,0.106022,0.00451267,0.0182127,0,0.0366137,0.0158293,0.0102396,0.00355112,0,0,0.0054847,0,0.0137151,0.00206831,0.04199,0.0277696,0.00920605,0.00927534,0.00717674,0.00980189,0.0291055,0.00689622,0.00946791,0.0143324,0.0236053,0.0075454,0.0170702,0.0377114,0.00733672,0.00607908,0.00232259,0.00561237,0.00162199,0,0,0,0,0.0248042,0.0352609
174,0,0,0,0,0,0,0.00202659,0.00352366,0,0,0,0.12029,0.0182451,0.0152241,0,0.00227139,0,0.0270237,0.00267693,0.0419285,0.0282843,0.0094621,0.011268,0.00342662,0.0100251,0.0113708,0.00856623,0.0249855,0.00835063,0.0115859,0.0085086,0.00962807,0.104833,0.00439643,0.0181937,0,0.0362458,0.0158562,0.0112814,0.00369069,0,0,0.00447447,0,0.0137832,0.00183984,0.0418869,0.0253358,0.00930994,0.00964797,0.0070172,0.0084463,0.0284992,0.00659504,0.00813195,0.0146343,0.026638,0.00840735,0.0160737,0.0377247,0.00701829,0.00662263,0.00246602,0.00547564,0.00180971,0,0,0,0,0.0247031,0.0352052
175,0,0,0,0,0,0,0.00233329,0.00375273,0,0,0,0.121187,0.0182446,0.0157345,0,0.00229728,0,0.0270576,0.00266228,0.0419957,0.0278128,0.00977874,0.0112066,0.00340807,0.00996941,0.0113782,0.00853802,0.0249016,0.00870756,0.0118818,0.00872061,0.00942139,0.103732,0.00429491,0.0181828,0,0.0353126,0.0157781,0.0127926,0.0038332,0,0,0.00487763,0,0.0136969,0.00182983,0.0416953,0.0228052,0.00944014,0.0100128,0.00711497,0.00701845,0.0277897,0.00715563,0.00699478,0.0156651,0.0299447,0.0107412,0.0157171,0.0366108,0.00729672,0.0064716,0.00243495,0.00546971,0.00201901,0,0,0,0,0.0247161,0.0351939
176,0,0,0,0,0,0,0.00255422,0.00388669,0,0,0,0.122221,0.0182685,0.0163073,0,0.0023485,0,0.0270963,0.0026593,0.0421073,0.0272074,0.0102664,0.0109751,0.00342144,0.00982905,0.0113976,0.00839151,0.0248862,0.00916185,0.0123239,0.00897741,0.00921068,0.102624,0.00423396,0.0181811,0,0.0331711,0.0157793,0.0139685,0.00402764,0,0,0.0051656,0,0.0137022,0.00183648,0.0414843,0.0200921,0.00847233,0.0101804,0.00713487,0.00582926,0.0273706,0.00801546,0.0061446,0.0173569,0.0333963,0.0142443,0.0165632,0.0337907,0.00736255,0.00626711,0.00217379,0.00529331,0.00227377,0,0,0,0,0.0247385,0.035349
177,0,0,0,0,0,0,0.00271512,0.00411625,0,0,0,0.123297,0.0182924,0.0169369,0,0.00243323,0,0.0271279,0.00261028,0.0422202,0.0267369,0.0108269,0.010692,0.00345479,0.00967599,0.0115049,0.00829094,0.0250194,0.00964751,0.0127628,0.00934259,0.00899532,0.101413,0.00423551,0.0182002,0,0.0302982,0.015836,0.0154954,0.00425625,0,0,0.00520567,0,0.0137281,0.00188476,0.0412295,0.0175218,0.00728925,0.010312,0.00718473,0.00488231,0.0270166,0.00886401,0.00557138,0.0197411,0.0365974,0.0180688,0.0188026,0.0301429,0.0073469,0.00624714,0.00204577,0.00520793,0.00256178,0,0,0,0,0.0247025,0.0356104
178,0,0,0,0,0,0,0.00273761,0.00433654,0,0,0,0.12439,0.0183313,0.0176737,0,0.00250544,0,0.0271381,0.00256682,0.0423053,0.026424,0.0114352,0.010435,0.00349319,0.00960082,0.0117113,0.00826457,0.0249592,0.010145,0.0131455,0.00956453,0.00876606,0.100187,0.00431316,0.0182059,0,0.0265668,0.0158222,0.0171249,0.00446812,0,0,0.00519209,0,0.0137311,0.00203549,0.0409263,0.0163439,0.0069847,0.0102914,0.00720424,0.0042757,0.0267366,0.00926984,0.0052962,0.0226735,0.0393353,0.0219009,0.0221642,0.0253809,0.00739288,0.00622039,0.00209678,0.00519918,0.00277623,0,0,0,0,0.0246749,0.036024
179,0,0,0,0,0,0,0.0027526,0.00454519,0,0,0,0.125412,0.0183772,0.0184039,0,0.0025839,0,0.0271321,0.00255036,0.0423218,0.0261323,0.0120019,0.0103103,0.0036284,0.00959198,0.0119607,0.00833354,0.0247657,0.0106487,0.0135093,0.00979003,0.00856074,0.0991408,0.00448622,0.0182088,0,0.0226477,0.0158731,0.0188993,0.00459207,0,0,0.00516747,0,0.0137658,0.00211695,0.0405424,0.0170656,0.00909076,0.0102901,0.00719051,0.00390713,0.0263724,0.00926572,0.0055694,0.0258529,0.0414901,0.0252969,0.0260829,0.0206162,0.00748391,0.00610778,0.00220374,0.00535075,0.00283118,0,0,0,0,0.02474,0.0365438
180,0,0,0,0,0,0,0.00271284,0.00463566,0,0,0,0.126055,0.0184288,0.0190872,0,0.00266962,0,0.0271084,0.00259957,0.0422684,0.0256323,0.0125045,0.0103668,0.00378919,0.00960769,0.0121844,0.00845617,0.0246279,0.0111538,0.0138929,0.010117,0.00833956,0.0979379,0.00470396,0.0181911,0,0.0198304,0.015949,0.0207913,0.00458449,0,0,0.00514756,0,0.0137999,0.00205047,0.0401068,0.0194421,0.0123924,0.0102913,0.00706298,0.00420264,0.0258437,0.0090873,0.00641537,0.0287027,0.0429637,0.0278974,0.0297082,0.0172008,0.00745571,0.00610466,0.00219619,0.00550559,0.00274824,0,0,0,0,0.0246241,0.0370354
181,0,0,0,0,0,0,0.00268367,0.00475246,0,0,0,0.126618,0.0184871,0.0196474,0,0.00276458,0,0.0270789,0.002602,0.0422038,0.025264,0.0129051,0.0104724,0.00394301,0.00966796,0.0124562,0.00864372,0.0245768,0.0116093,0.0142424,0.0103371,0.00813686,0.0966541,0.00490706,0.0181766,0,0.0185266,0.0160682,0.0221816,0.00454554,0,0,0.00486706,0,0.0138674,0.00193453,0.0396437,0.0220453,0.0148758,0.0103091,0.00695446,0.00470241,0.0252328,0.00894999,0.00741407,0.0307217,0.0437796,0.0295464,0.0322798,0.0156639,0.00733592,0.00612502,0.00211718,0.00575666,0.00267774,0,0,0,0,0.0245945,0.0375607
182,0,0,0,0,0,0,0.00264985,0.00492043,0,0,0,0.127306,0.0185219,0.0203084,0,0.00290082,0,0.0270539,0.00258368,0.0421493,0.0252527,0.0131911,0.0104799,0.00406851,0.00978547,0.0127511,0.008797,0.0245229,0.011954,0.0144572,0.0103765,0.0079658,0.0955211,0.00510144,0.0181738,0,0.0179706,0.0160567,0.0224967,0.00456472,0,0,0.00455209,0,0.0138932,0.00187655,0.0392553,0.0232074,0.0155045,0.0104536,0.006943,0.0049396,0.0246341,0.00909428,0.00807847,0.0314621,0.0441223,0.0301625,0.0332982,0.0156657,0.00718891,0.00616134,0.00207357,0.00604598,0.00272658,0,0,0,0,0.0247433,0.0379236
183,0,0,0,0,0,0,0.00264361,0.00508475,0,0,0,0.128055,0.0185412,0.0208268,0,0.00297752,0,0.0269659,0.00255771,0.0420675,0.0250383,0.0134959,0.010357,0.00414372,0.00993881,0.013085,0.00883394,0.0244026,0.012224,0.0145679,0.0102478,0.00778968,0.0945589,0.00528401,0.0181974,0,0.0174589,0.0160951,0.0218505,0.00440421,0,0,0.00505902,0,0.0138816,0.00195858,0.0389981,0.0226515,0.0146737,0.0106006,0.00697006,0.00493261,0.0242529,0.00936099,0.00833773,0.0309461,0.0439968,0.0298855,0.032654,0.01569,0.00733384,0.00581203,0.00196393,0.00631046,0.00277015,0,0,0,0,0.024942,0.0381711
184,0,0,0,0,0,0,0.00256084,0.00517523,0,0,0,0.12851,0.0185151,0.0210175,0,0.00303335,0,0.0269069,0.00267886,0.0419643,0.0249463,0.013854,0.0100748,0.00425449,0.0100323,0.0134196,0.00897365,0.0242297,0.0125195,0.0147363,0.0101885,0.0076261,0.0936026,0.00546755,0.0182398,0,0.0177343,0.0161079,0.0207057,0.00429851,0,0,0.00523827,0,0.0138984,0.00178172,0.0389037,0.0202653,0.0130102,0.0107622,0.00684445,0.00497405,0.024214,0.00965315,0.00829986,0.0296529,0.0433538,0.0288027,0.0308906,0.0166083,0.00723897,0.00585856,0.00202469,0.00643319,0.00279686,0,0,0,0,0.0250363,0.0382638
185,0,0,0,0,0,0,0.00249388,0.00533855,0,0,0,0.128824,0.0185654,0.0213237,0,0.00311417,0,0.0269566,0.00266029,0.0418416,0.0248429,0.0142155,0.00974073,0.00435579,0.0101044,0.0137888,0.00926748,0.0240139,0.012831,0.0149138,0.0101329,0.00744464,0.0923352,0.00566107,0.0181695,0,0.0188659,0.0162156,0.0194143,0.0042326,0,0,0.00513159,0,0.0139427,0.00159224,0.0388714,0.0177623,0.0105013,0.0110492,0.00678647,0.00501726,0.0242591,0.00981382,0.00815824,0.0276702,0.0423952,0.0269881,0.0281577,0.0185311,0.00720724,0.00606219,0.00205968,0.00659435,0.00279178,0,0,0,0,0.0251843,0.0383348
186,0,0,0,0,0,0,0.00238194,0.00543132,0,0,0,0.129202,0.0186336,0.0219168,0,0.00315383,0,0.0269757,0.00256836,0.0417856,0.0249237,0.0146097,0.00950487,0.00439346,0.0101232,0.0140782,0.00954894,0.0237969,0.0131587,0.015088,0.0101295,0.00725575,0.0911109,0.00578736,0.0181355,0,0.0206061,0.0162813,0.0182185,0.00421204,0,0,0.0048678,0,0.014005,0.00174099,0.0389264,0.017161,0.00912745,0.0113472,0.00672776,0.00548442,0.024518,0.00901033,0.00793298,0.025455,0.040944,0.0249106,0.0254302,0.0210636,0.00711337,0.00609817,0.00223268,0.00658078,0.00271907,0,0,0,0,0.0252901,0.038478
187,0,0,0,0,0,0,0.00228207,0.00557842,0,0,0,0.129486,0.0186713,0.022329,0,0.00318169,0,0.0269727,0.00243335,0.0417144,0.0248083,0.0148887,0.00949208,0.00439564,0.0101984,0.0144413,0.00989093,0.0235655,0.0134271,0.0151841,0.01007,0.00708095,0.0900328,0.00580143,0.018143,0,0.0230681,0.0162957,0.017677,0.00420756,0,0,0.00474854,0,0.0140549,0.00199863,0.0389485,0.0193685,0.00814372,0.0117088,0.00668655,0.00602804,0.0247276,0.00787258,0.00782751,0.0231647,0.0392601,0.0223779,0.0227607,0.02459,0.0070048,0.00602282,0.00252436,0.00654022,0.0026097,0,0,0,0,0.0252574,0.0385329
188,0,0,0,0,0,0,0.00214815,0.00567505,0,0,0,0.129722,0.0186719,0.0225571,0,0.00315757,0,0.0269746,0.00230314,0.0416812,0.0246249,0.015214,0.00968467,0.00434002,0.0102417,0.0147866,0.0102498,0.0233804,0.0137688,0.0153056,0.00990841,0.00691441,0.0888915,0.00576005,0.0181389,0,0.0259076,0.0164152,0.0182982,0.00401008,0,0,0.00452977,0,0.0141638,0.00213084,0.0389445,0.0239521,0.0083944,0.0118863,0.00657638,0.00655543,0.0250412,0.00706315,0.00784613,0.0213976,0.0376485,0.0197484,0.0203851,0.0293524,0.00680979,0.00587437,0.00242296,0.00638478,0.00246996,0,0,0,0,0.0249768,0.0385861
189,0,0,0,0,0,0,0.00202903,0.0057571,0,0,0,0.129872,0.0186791,0.0227413,0,0.00307224,0,0.026966,0.00218616,0.041748,0.0244286,0.0156562,0.0100023,0.00426867,0.0101886,0.0150424,0.0105293,0.0231381,0.0142416,0.0155093,0.00984163,0.00674397,0.0875274,0.00572377,0.0180937,0,0.0286452,0.0165099,0.0206629,0.00377397,0,0,0.00375584,0,0.014297,0.00195721,0.0388403,0.0290741,0.0101564,0.0120259,0.00642323,0.0070615,0.0251968,0.00720218,0.00803597,0.0206455,0.036619,0.0176744,0.0187227,0.0339427,0.00636145,0.00618164,0.00238814,0.00619433,0.00237004,0,0,0,0,0.0245567,0.03869
190,0,0,0,0,0,0,0.00204824,0.00577113,0,0,0,0.129886,0.0187061,0.0228175,0,0.00296112,0,0.026929,0.00208955,0.0419624,0.024274,0.0161752,0.0101729,0.00434252,0.0100836,0.0153275,0.0108415,0.0228774,0.0147998,0.0157171,0.00956313,0.0066133,0.0859582,0.00576535,0.0180291,0,0.0301721,0.0165424,0.0232774,0.00352581,0,0,0.00361305,0,0.0143144,0.0017638,0.038555,0.0329904,0.0123736,0.0121802,0.00632085,0.00749932,0.0251486,0.00831917,0.00827019,0.0206388,0.0363754,0.0164913,0.0178408,0.0369602,0.00616518,0.00611127,0.00257314,0.00590399,0.00201283,0,0,0,0,0.0242261,0.0390555
191,0,0,0,0,0,0,0.00292978,0.0063134,0,0,0,0.129569,0.0186934,0.022459,0,0.00290899,0,0.0269765,0.00194256,0.0422604,0.024628,0.0163569,0.00970903,0.00557177,0.0101718,0.0158011,0.011138,0.02251,0.0150514,0.0156596,0.00897736,0.00686881,0.0843675,0.00632734,0.0180055,0,0.0310439,0.0164407,0.0246181,0.00323096,0,0,0.00360377,0,0.0142963,0.00178858,0.0380209,0.0346132,0.0146323,0.0124961,0.00663725,0.00780597,0.0241565,0.00977645,0.00862171,0.0208059,0.0365128,0.0159391,0.0177461,0.038004,0.00606838,0.00597765,0.00258316,0.00611234,0.00146009,0,0,0,0,0.0249749,0.0401308
