Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_M,IMU_R,L5FT,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,IMU_L,STRN,LTIBP,LANK,LFHD,RHEE,L5HD,LTIBI,RILC,LWRB,LILC
185,0,0,0,0,0,0,0.00205506,0.00618378,0,0,0.13535,0,0,0.00247054,0.0244112,0.00148846,0.0430388,0.101286,0.00576788,0.020243,0.00245297,0.00833762,0.0105191,0.00228941,0.0309327,0.00966859,0.0105203,0.175587,0.00425163,0.0161902,0.00414324,0.0136459,0.00653754,0.00201954,0,0,0.00315216,0,0.0117425,0.00225377,0.0352572,0.00788296,0.0075958,0.00538254,0.00783932,0.0216869,0.00385275,0.00944,0.00462434,0.0176819,0.00563063,0.00935482,0.0338716,0.00329256,0.00390079,0.00235752,0.00409164,0,0,0,0,0.00641834,0.0211047,0.010368,0,0.0254719,0.0189438,0.00654226,0.0262879,0,0.0355111
186,0,0,0,0,0,0,0.00208153,0.00630107,0,0,0.134688,0,0,0.0024985,0.0244829,0.00143385,0.043378,0.101959,0.00507899,0.0206184,0.00273414,0.00679047,0.00921032,0.00156878,0.0310933,0.010342,0.0110669,0.175333,0.00445178,0.0162233,0.00370155,0.0136579,0.00693697,0.00213782,0,0,0.00300034,0,0.0117687,0.00226952,0.0350064,0.00780427,0.00760863,0.00531312,0.00793534,0.0213293,0.00375877,0.00976396,0.004842,0.0173176,0.00591899,0.00967963,0.0345651,0.00363402,0.00417116,0.00237529,0.00397271,0,0,0,0,0.00629781,0.0220223,0.0101182,0,0.0267108,0.0189895,0.00800508,0.0260752,0,0.0356925
187,0,0,0,0,0,0,0.00212716,0.00634814,0,0,0.134148,0,0,0.00255492,0.0243304,0.00148793,0.0434549,0.10263,0.00485059,0.0206801,0.00314,0.00556975,0.00866613,0.00350882,0.0312649,0.011227,0.0118002,0.175294,0.00465834,0.0162152,0.00399483,0.0137895,0.00720839,0.00223494,0,0,0.00279137,0,0.0118902,0.00232042,0.0348341,0.00781506,0.00750689,0.00526958,0.00796943,0.0209485,0.00370599,0.00992925,0.00514331,0.0168951,0.00658747,0.0101237,0.0355242,0.00407297,0.00417658,0.00239194,0.00385589,0,0,0,0,0.00609412,0.0229532,0.0104557,0,0.0281177,0.0189562,0.00960366,0.0259519,0,0.0355324
188,0,0,0,0,0,0,0.00220287,0.00630522,0,0,0.133747,0,0,0.00255061,0.0242096,0.0014309,0.0432856,0.102962,0.00552794,0.0203876,0.00353069,0.00512018,0.00904416,0.00626889,0.0315879,0.0123181,0.0127474,0.1758,0.00484226,0.016203,0.00392316,0.0138014,0.00764006,0.00217542,0,0,0.00258597,0,0.0119487,0.00237168,0.0349138,0.00793624,0.00737932,0.00523889,0.00795904,0.0205396,0.00367002,0.0099423,0.00562751,0.0163249,0.00727492,0.010826,0.0368873,0.00453342,0.00430054,0.00236778,0.00374841,0,0,0,0,0.00581762,0.0242053,0.0109541,0,0.0297262,0.0189564,0.0113108,0.0259081,0,0.0351948
189,0,0,0,0,0,0,0.00237489,0.00662525,0,0,0.133367,0,0,0.00267423,0.0241553,0.00141964,0.0432546,0.1037,0.00679288,0.0208915,0.00387805,0.0059187,0.0107707,0.00946281,0.0324575,0.0137656,0.0140022,0.176712,0.00508697,0.0161863,0.00412223,0.0137602,0.0083086,0.00218123,0,0,0.0025599,0,0.0119851,0.00245359,0.034885,0.00804582,0.0075915,0.00520142,0.00807731,0.0201274,0.00363493,0.0101252,0.00621853,0.0158185,0.00792451,0.0114655,0.0380446,0.00495526,0.00461277,0.00238757,0.003861,0,0,0,0,0.00606027,0.0256011,0.0116492,0,0.0314602,0.0189268,0.0131144,0.026075,0,0.0357677
190,0,0,0,0,0,0,0.00256962,0.00661574,0,0,0.132314,0,0,0.00269792,0.0240515,0.00148233,0.043234,0.104005,0.00890088,0.0206385,0.00409983,0.00779355,0.0128846,0.0123903,0.0333253,0.015106,0.0149975,0.178151,0.00520413,0.0161628,0.00465362,0.0140237,0.00908107,0.00211072,0,0,0.00240446,0,0.012174,0.0025404,0.0351937,0.00833617,0.00744824,0.00532668,0.0082528,0.0197407,0.00366779,0.0102089,0.0070514,0.0151654,0.00868802,0.0123343,0.039538,0.00477425,0.00512383,0.00277881,0.00391804,0,0,0,0,0.00603942,0.0270612,0.0116932,0,0.0334203,0.0188853,0.0148271,0.0261294,0,0.0354589
191,0,0,0,0,0,0,0.00268134,0.00668226,0,0,0.130515,0,0,0.0027986,0.0239867,0.00134978,0.0432848,0.103699,0.0113662,0.0205111,0.00425785,0.0100456,0.0150136,0.0147143,0.0339261,0.0162304,0.0156904,0.180041,0.00530727,0.0161742,0.00580784,0.0140736,0.00953363,0.00192901,0,0,0.00233087,0,0.012165,0.00239693,0.0354332,0.00850773,0.00742193,0.0053338,0.00834629,0.0194862,0.00351939,0.0102406,0.00764132,0.0145432,0.00903808,0.0129924,0.0411365,0.00521279,0.00475176,0.00269947,0.003981,0,0,0,0,0.00628686,0.0283968,0.011183,0,0.0349088,0.0188664,0.0162189,0.026284,0,0.0354037
192,0,0,0,0,0,0,0.00274967,0.00688882,0,0,0.127857,0,0,0.00293865,0.0239281,0.00123917,0.043399,0.102027,0.0135647,0.0208248,0.00438631,0.0121365,0.0168196,0.0163871,0.0340368,0.0170811,0.0160368,0.182465,0.00531997,0.0161754,0.00717061,0.0141773,0.0102119,0.00192149,0,0,0.0023629,0,0.0122426,0.00237148,0.0353416,0.00864101,0.00764509,0.00550498,0.00855446,0.0191936,0.00359822,0.0104845,0.00807925,0.0139869,0.0092146,0.0135837,0.0429573,0.00529422,0.00494383,0.002838,0.00407262,0,0,0,0,0.00680945,0.0293068,0.0100102,0,0.0363203,0.018837,0.0171989,0.0264724,0,0.0356453
193,0,0,0,0,0,0,0.00270544,0.00726478,0,0,0.125414,0,0,0.003142,0.0238689,0.00110875,0.0435935,0.100036,0.0140899,0.021391,0.00445549,0.0136578,0.0184464,0.0178999,0.0340537,0.0177034,0.0163814,0.184279,0.00528387,0.016163,0.00829686,0.0141381,0.0109468,0.00193762,0,0,0.0024476,0,0.0122502,0.00243257,0.0350128,0.00867701,0.00809886,0.00574102,0.00880158,0.0189,0.00373143,0.010818,0.00853504,0.0134335,0.00953604,0.0140963,0.0445501,0.00540797,0.00499124,0.00283621,0.00411889,0,0,0,0,0.00753359,0.0298063,0.00883192,0,0.0379446,0.0187992,0.0178255,0.0266997,0,0.0360911
194,0,0,0,0,0,0,0.00264271,0.00780297,0,0,0.123129,0,0,0.00332772,0.0237909,0.00106449,0.0438372,0.0974316,0.0145929,0.0222315,0.00446678,0.0144084,0.019073,0.0185386,0.0342142,0.0181454,0.0164716,0.185899,0.00522455,0.0161518,0.00921865,0.0141069,0.0116919,0.0019689,0,0,0.00254223,0,0.0122397,0.00256515,0.0346279,0.00868617,0.00872334,0.00602308,0.009152,0.0186699,0.00385661,0.0113262,0.00906868,0.0128067,0.010046,0.0147599,0.0458177,0.00535156,0.00508707,0.00287209,0.00413139,0,0,0,0,0.00844442,0.0303562,0.00773919,0,0.0396683,0.018758,0.0182828,0.0270219,0,0.0369346
195,0,0,0,0,0,0,0.00257356,0.00861634,0,0,0.121999,0,0,0.00358094,0.0237015,0.00109538,0.0440878,0.0958296,0.0151425,0.023777,0.00441756,0.0142927,0.0183871,0.0181083,0.0346683,0.0184663,0.0165925,0.186809,0.00518072,0.0161456,0.00990219,0.0140788,0.012472,0.00206797,0,0,0.00277115,0,0.0122256,0.00255017,0.0340709,0.00866713,0.00953745,0.00629051,0.0096165,0.0184911,0.00396557,0.0120159,0.00955328,0.0121053,0.0106289,0.0153061,0.0465098,0.00545816,0.00526498,0.0027479,0.0042534,0,0,0,0,0.00965885,0.030899,0.00766334,0,0.0413695,0.0187275,0.0186384,0.0275691,0,0.0387165
196,0,0,0,0,0,0,0.00251008,0.00911993,0,0,0.12354,0,0,0.00377433,0.0235812,0.00118859,0.0439606,0.0961835,0.014922,0.0248458,0.00424791,0.0131202,0.0166139,0.0166344,0.0346831,0.0178741,0.0162844,0.185737,0.00505224,0.0161393,0.0109875,0.0140771,0.0135089,0.00214747,0,0,0.00281848,0,0.0122449,0.00252823,0.0339373,0.00877499,0.0097719,0.00645971,0.00997761,0.0183431,0.0040631,0.012449,0.0102801,0.0111471,0.0114243,0.0160964,0.0475457,0.00565023,0.00544753,0.00265653,0.00430557,0,0,0,0,0.0104415,0.0306414,0.00792839,0,0.04326,0.0187353,0.0182648,0.0281922,0,0.039307
197,0,0,0,0,0,0,0.00241891,0.00927982,0,0,0.127332,0,0,0.00382956,0.0234788,0.00137102,0.043636,0.0983374,0.0136133,0.0254271,0.0040798,0.0109587,0.0140031,0.014224,0.0340013,0.0164045,0.0154353,0.182192,0.0048657,0.0161244,0.0122328,0.0142178,0.0145327,0.0023106,0,0,0.00245462,0,0.0123909,0.00273088,0.0342237,0.00883082,0.00955898,0.00657231,0.010212,0.018365,0.00405098,0.0124711,0.0112292,0.0100908,0.0122482,0.017005,0.0488429,0.00538147,0.00590538,0.00287524,0.00431272,0,0,0,0,0.0107126,0.0295922,0.00932806,0,0.0449857,0.0187913,0.0170774,0.0288512,0,0.0388542
198,0,0,0,0,0,0,0.00216299,0.00938896,0,0,0.132766,0,0,0.00393361,0.0233712,0.00152881,0.0431685,0.100776,0.0123807,0.0257111,0.00400685,0.00819358,0.0103476,0.0106169,0.0325126,0.0147814,0.0142678,0.176386,0.00479277,0.0160707,0.0134857,0.0142121,0.0155155,0.00216532,0,0,0.00250841,0,0.012353,0.00263345,0.0348009,0.00889649,0.00923624,0.00644965,0.0102899,0.0186092,0.00393277,0.0123034,0.0123547,0.00899967,0.0131681,0.0179556,0.0503133,0.00580995,0.00542249,0.0028198,0.00416561,0,0,0,0,0.010657,0.0284652,0.0117567,0,0.0466511,0.0188642,0.0155575,0.0296188,0,0.0379786
199,0,0,0,0,0,0,0.001893,0.00932339,0,0,0.138526,0,0,0.00394625,0.0232539,0.00167695,0.0423479,0.101968,0.0119122,0.0256756,0.00396648,0.00530886,0.00595134,0.00610856,0.0303792,0.0137532,0.0135815,0.169798,0.00467376,0.0160029,0.0147664,0.0142493,0.0165581,0.00222429,0,0,0.00236192,0,0.0123496,0.00267117,0.0355495,0.0090256,0.00895721,0.00632984,0.0102284,0.019062,0.00373765,0.0122224,0.0135943,0.00784904,0.0142047,0.0189489,0.0515211,0.00570487,0.00563787,0.0029221,0.00402935,0,0,0,0,0.0102629,0.0274105,0.0147523,0,0.0481757,0.018934,0.0142317,0.0303432,0,0.0367968
200,0,0,0,0,0,0,0.00171388,0.00922084,0,0,0.14169,0,0,0.00393423,0.0231377,0.00182178,0.0412779,0.101325,0.0112793,0.0253073,0.00394401,0.00350086,0.00265121,0.00223221,0.0283881,0.0139814,0.0143116,0.165077,0.00455036,0.0159484,0.0160727,0.0141983,0.0173744,0.00228901,0,0,0.00244837,0,0.0123259,0.00267902,0.0361358,0.00894454,0.00861773,0.0062373,0.0100558,0.0196511,0.00333191,0.0122751,0.0146412,0.00673108,0.0149756,0.0195743,0.0519718,0.00581654,0.00585109,0.00286326,0.00380558,0,0,0,0,0.00968655,0.0266431,0.0179066,0,0.0486615,0.0190195,0.0134371,0.0308194,0,0.035534
201,0,0,0,0,0,0,0.00165831,0.00905507,0,0,0.1403,0,0,0.00393292,0.0230619,0.00194578,0.0399852,0.100354,0.00875032,0.0245288,0.00401903,0.00265182,0.00293203,0.00139987,0.0269206,0.0150345,0.0158602,0.164192,0.00447313,0.0158987,0.0178098,0.0141942,0.018268,0.0021894,0,0,0.00257949,0,0.0123379,0.00275782,0.0365021,0.00880453,0.00801129,0.00614797,0.00995525,0.0202565,0.0034089,0.0125939,0.0156041,0.00567123,0.0156335,0.0198926,0.0522535,0.00599801,0.00601455,0.00291328,0.00352598,0,0,0,0,0.00901758,0.0260039,0.0198666,0,0.0484448,0.0191134,0.0131249,0.031071,0,0.0341637
202,0,0,0,0,0,0,0.00160621,0.00899992,0,0,0.134652,0,0,0.00401415,0.0230221,0.00199957,0.0390728,0.0991613,0.00654322,0.024342,0.00429336,0.00247738,0.00385815,0.00314687,0.0265328,0.0153672,0.0164502,0.167043,0.00454495,0.0158864,0.0189569,0.0142775,0.0186671,0.00226612,0,0,0.00272877,0,0.0124396,0.00290178,0.0367025,0.00824958,0.00756592,0.00587461,0.00992554,0.0209071,0.00360559,0.0128601,0.0161592,0.00495457,0.0158876,0.0195868,0.0520087,0.00627678,0.00600753,0.00308214,0.0035082,0,0,0,0,0.00864765,0.0258852,0.0184122,0,0.0473193,0.0191736,0.0135829,0.031153,0,0.0340927
203,0,0,0,0,0,0,0.0014211,0.00919038,0,0,0.127671,0,0,0.00401376,0.0230299,0.00207316,0.0389025,0.0974933,0.00616338,0.0247646,0.00480619,0.00407033,0.00674895,0.00684314,0.0275369,0.0149129,0.0155334,0.171642,0.0047253,0.0158894,0.0198471,0.0143857,0.0187372,0.00234301,0,0,0.00266527,0,0.0125135,0.00300318,0.0366812,0.00738389,0.00735606,0.00582559,0.010077,0.0214831,0.00373732,0.0130945,0.0163577,0.00444519,0.0158202,0.0188023,0.0516141,0.00627889,0.00636894,0.00325774,0.00357305,0,0,0,0,0.00879824,0.0265611,0.014693,0,0.045321,0.019151,0.0143994,0.0311547,0,0.0349838
204,0,0,0,0,0,0,0.00277069,0.00683145,0,0,0.125317,0,0,0.004649,0.0222538,0.00356726,0.0451289,0.0967272,0.00648798,0.0167784,0.00740081,0.0121515,0.0180991,0.0119347,0.0293295,0.0107805,0.0122001,0.172699,0.00428754,0.0153745,0.0227933,0.0144654,0.0194781,0.00438618,0,0,0.00306716,0,0.0125288,0.00330644,0.0371142,0.00861213,0.0108863,0.00876616,0.0111489,0.0223418,0.00572675,0.0141112,0.0174272,0.00365008,0.0163209,0.0182936,0.0513361,0.0066707,0.00610671,0.00322475,0.00330987,0,0,0,0,0.00777632,0.0258001,0.0112711,0,0.0424754,0.0195937,0.0110948,0.0253698,0,0
205,0,0,0,0,0,0,0.00269947,0.00725683,0,0,0.123027,0,0,0.0046748,0.0222457,0.00365509,0.0455078,0.0960874,0.0104395,0.0174759,0.00773029,0.014541,0.0203875,0.0140827,0.0301789,0.0108711,0.0110071,0.174756,0.00463017,0.015353,0.0247389,0.0143464,0.0189013,0.00457011,0,0,0.00336994,0,0.0124498,0.00345166,0.0368455,0.00793326,0.0114312,0.00898316,0.0108257,0.0226529,0.00660138,0.0141109,0.0171305,0.00316387,0.0156685,0.0166997,0.050913,0.00730321,0.00592474,0.00320147,0.00320573,0,0,0,0,0.00790661,0.0259099,0.0110803,0,0.0377905,0.0195642,0.0114837,0.025089,0,0
206,0,0,0,0,0,0,0.00276059,0.0074611,0,0,0.122974,0,0,0.00480946,0.0222816,0.00379914,0.0458897,0.0955418,0.0139162,0.0181101,0.00800481,0.0155533,0.020105,0.0133997,0.0301099,0.0112841,0.011066,0.175319,0.00496045,0.0153758,0.0260689,0.0142583,0.0182512,0.00465741,0,0,0.00359848,0,0.0123842,0.00357008,0.0366839,0.00754435,0.0120449,0.00923119,0.0106559,0.0230437,0.00795112,0.0141391,0.0165257,0.00296133,0.0147082,0.0147711,0.0504068,0.00769124,0.00587707,0.00323061,0.00317059,0,0,0,0,0.00796224,0.0255144,0.0114853,0,0.0327219,0.0195324,0.0117047,0.024739,0,0
207,0,0,0,0,0,0,0.00296267,0.00738072,0,0,0.124171,0,0,0.00498942,0.0223197,0.00387409,0.0461149,0.0953497,0.014944,0.0187572,0.00822395,0.0147458,0.0185549,0.0113562,0.0293854,0.0114055,0.0115331,0.175077,0.00518832,0.0154117,0.0269163,0.0140545,0.0176978,0.00474521,0,0,0.00376683,0,0.0122506,0.00362645,0.0367609,0.0076378,0.0125263,0.00946587,0.0107712,0.0235182,0.0095116,0.0143782,0.0157759,0.00303677,0.013686,0.012879,0.0493122,0.00801287,0.00602023,0.00332361,0.00327069,0,0,0,0,0.00806225,0.0246725,0.011593,0,0.0278783,0.0194939,0.0114794,0.0245234,0,0
208,0,0,0,0,0,0,0.00309783,0.00720818,0,0,0.125306,0,0,0.00506218,0.022361,0.00389121,0.0456751,0.0956397,0.0136224,0.0193362,0.00835815,0.0132663,0.0176645,0.00997054,0.02873,0.0110244,0.0116302,0.175218,0.00535444,0.0154396,0.0273274,0.0137891,0.0177155,0.00484285,0,0,0.00398472,0,0.0120959,0.00380936,0.0372639,0.0082642,0.0129918,0.00974475,0.0110121,0.024164,0.0112416,0.0148186,0.0149839,0.00332697,0.0125946,0.0112056,0.0471063,0.008308,0.00626753,0.00353019,0.00353898,0,0,0,0,0.00822639,0.0236608,0.0112044,0,0.0238685,0.0194309,0.0107397,0.0245166,0,0
209,0,0,0,0,0,0,0.00318109,0.00710013,0,0,0.125451,0,0,0.00505623,0.0224092,0.00387393,0.0445514,0.0957374,0.0114008,0.0196272,0.00840824,0.0123078,0.017832,0.0100694,0.0286878,0.0102909,0.0112729,0.176203,0.00545284,0.0154661,0.0276364,0.0136463,0.0184717,0.00488109,0,0,0.00408691,0,0.0120133,0.0040508,0.0381891,0.0094499,0.0132927,0.0100161,0.0112823,0.0250757,0.0130197,0.0154104,0.0141628,0.00380512,0.0114374,0.00963159,0.0432869,0.00839629,0.00649034,0.00366914,0.00387625,0,0,0,0,0.00841073,0.0227419,0.0102865,0,0.0209881,0.0193467,0.00985478,0.0245517,0,0
210,0,0,0,0,0,0,0.00329905,0.00717371,0,0,0.124801,0,0,0.00501184,0.0224438,0.00383386,0.0433833,0.0956937,0.00996793,0.0195748,0.00841936,0.0123412,0.0187577,0.0108887,0.0289071,0.00944243,0.010604,0.17792,0.00549002,0.0155044,0.0281218,0.0136339,0.0196088,0.00483577,0,0,0.00419115,0,0.0119989,0.00419789,0.0395128,0.0109482,0.0133199,0.0101595,0.0116412,0.0262526,0.0146959,0.0162279,0.0133094,0.00438946,0.0101381,0.00827738,0.0377569,0.00832013,0.00654832,0.00380432,0.00411542,0,0,0,0,0.00855218,0.021996,0.00920343,0,0.0192524,0.0192664,0.00904791,0.0244689,0,0
211,0,0,0,0,0,0,0.00345989,0.00736574,0,0,0.124028,0,0,0.0050617,0.0225099,0.00373949,0.0427919,0.0952606,0.00926649,0.019149,0.00841526,0.0129883,0.0199047,0.0116803,0.0289252,0.00874044,0.00981575,0.179741,0.00545507,0.0155594,0.0288413,0.0136373,0.021093,0.00474748,0,0,0.00444867,0,0.0120006,0.00446769,0.0410854,0.012187,0.0132567,0.010217,0.0121463,0.0275389,0.0161497,0.0171176,0.0125128,0.00505343,0.00883776,0.00737634,0.0305813,0.0079021,0.0068399,0.00396237,0.00426928,0,0,0,0,0.00850145,0.0214161,0.00851938,0,0.0189023,0.0191912,0.00839124,0.0241605,0,0
212,0,0,0,0,0,0,0.00350649,0.00794122,0,0,0.123789,0,0,0.00520892,0.0225699,0.00366234,0.0428661,0.0949541,0.00887103,0.0183549,0.00853345,0.0135141,0.0206698,0.0121584,0.0285189,0.00826114,0.00916283,0.181159,0.0054666,0.0156187,0.0305532,0.0135294,0.022842,0.0044866,0,0,0.00484241,0,0.0118618,0.00427107,0.0425023,0.0129392,0.0130021,0.00988274,0.0125669,0.0287077,0.0173394,0.0176625,0.0120159,0.00568824,0.00775149,0.00710115,0.0224778,0.00793442,0.00619742,0.00371287,0.0043094,0,0,0,0,0.00868746,0.0208848,0.00838165,0,0.020688,0.0191241,0.00781292,0.0236159,0,0
213,0,0,0,0,0,0,0.00357289,0.00835884,0,0,0.123771,0,0,0.00537322,0.0225939,0.00370377,0.04326,0.0946801,0.0087275,0.0176083,0.00860605,0.0138683,0.0212063,0.0122907,0.0278801,0.00803027,0.00888258,0.18242,0.0053164,0.0156359,0.0334088,0.0136781,0.0246795,0.00438007,0,0,0.00513495,0,0.0119029,0.004304,0.0436235,0.0135819,0.0128767,0.00980427,0.0127186,0.0297081,0.0182255,0.017785,0.0120756,0.00623029,0.00725139,0.00735519,0.0147817,0.00741145,0.00608212,0.00374666,0.00445357,0,0,0,0,0.00852715,0.0205089,0.00833245,0,0.0255205,0.0190716,0.0075374,0.0229008,0,0
214,0,0,0,0,0,0,0.00370084,0.00873174,0,0,0.123856,0,0,0.00563835,0.0225866,0.00382712,0.0435787,0.0944941,0.00866446,0.0170561,0.00874665,0.0138476,0.0211827,0.0120591,0.0273246,0.00791552,0.00876256,0.183296,0.00528722,0.0156514,0.035951,0.0137478,0.0267887,0.00441786,0,0,0.00518681,0,0.0119061,0.00432206,0.0444789,0.0145302,0.0128332,0.00980549,0.0125394,0.0306233,0.0189154,0.0177336,0.0125362,0.00665715,0.00704889,0.007485,0.0130739,0.00705036,0.00603955,0.00378393,0.00454476,0,0,0,0,0.00825024,0.0201292,0.00827674,0,0.030137,0.0190452,0.00727687,0.0218599,0,0
215,0,0,0,0,0,0,0.00394101,0.00901951,0,0,0.123919,0,0,0.00592349,0.0225608,0.00397987,0.0437807,0.0944342,0.00870765,0.0166622,0.00895304,0.0133658,0.0205376,0.0116293,0.0269512,0.00771121,0.00850189,0.18391,0.00538405,0.0156774,0.0368708,0.013637,0.0279696,0.00461232,0,0,0.00530616,0,0.0118073,0.00439215,0.0450576,0.0156562,0.0127764,0.00982223,0.0121256,0.0313991,0.0194704,0.0175798,0.0125641,0.00692942,0.00686752,0.00767878,0.0129384,0.00677847,0.00610157,0.00380487,0.00461845,0,0,0,0,0.00804496,0.0196352,0.00820228,0,0.0319461,0.0190659,0.00702476,0.0205136,0,0
216,0,0,0,0,0,0,0.00431917,0.00915417,0,0,0.123631,0,0,0.00626231,0.022536,0.00415652,0.0438057,0.0943347,0.0089859,0.0164106,0.00929806,0.0126283,0.0196278,0.0111478,0.0266501,0.00731737,0.00797152,0.184789,0.00553308,0.0157163,0.0357049,0.0135855,0.0277666,0.00484056,0,0,0.00534204,0,0.0117371,0.00448015,0.0453714,0.0171009,0.0129874,0.00997384,0.0117161,0.0320987,0.0199957,0.0172619,0.0121177,0.00702755,0.00648036,0.00747572,0.0130998,0.00647874,0.00618414,0.00376041,0.00477252,0,0,0,0,0.00816223,0.0190549,0.00796267,0,0.0316358,0.0190837,0.00669511,0.0188788,0,0
217,0,0,0,0,0,0,0.00466184,0.00917417,0,0,0.123082,0,0,0.00657051,0.0225465,0.00429397,0.043565,0.0942558,0.00902909,0.0162829,0.00978214,0.0118297,0.0187725,0.01082,0.0264093,0.0067296,0.00715456,0.185734,0.00574923,0.0157186,0.0324094,0.0135251,0.0257496,0.00509753,0,0,0.00526479,0,0.0116451,0.00445184,0.0454257,0.0183842,0.0133898,0.0102691,0.0114808,0.032718,0.0204604,0.0170884,0.0117779,0.00735275,0.0064809,0.00723662,0.0128513,0.00623639,0.00628821,0.00367681,0.00510764,0,0,0,0,0.00876296,0.018391,0.00760996,0,0.0309037,0.0190924,0.00610507,0.017071,0,0
218,0,0,0,0,0,0,0.00499955,0.00908961,0,0,0.122456,0,0,0.00677358,0.0225561,0.00437064,0.0431638,0.094245,0.00867078,0.0164701,0.0101235,0.011331,0.0183296,0.0105187,0.0263646,0.0061475,0.00628553,0.186559,0.0059948,0.0156702,0.0292997,0.0136248,0.0245025,0.00537875,0,0,0.00518762,0,0.011704,0.00451222,0.0452876,0.0194596,0.0140093,0.0105891,0.0115218,0.0333913,0.0208297,0.017273,0.0113173,0.00769221,0.00664158,0.00695107,0.0155665,0.00613387,0.00636823,0.00375227,0.005458,0,0,0,0,0.00961712,0.0177814,0.00737643,0,0.0304458,0.0191557,0.0055021,0.0152582,0,0
219,0,0,0,0,0,0,0.00536893,0.0092496,0,0,0.122029,0,0,0.00680422,0.022587,0.00433738,0.0428066,0.0945227,0.00802269,0.0168191,0.0102492,0.0110162,0.0180934,0.0102084,0.0264552,0.00564458,0.00556893,0.187173,0.00611576,0.0156187,0.0277191,0.0136598,0.0238978,0.00575524,0,0,0.00530942,0,0.0117264,0.00464114,0.0450581,0.0207327,0.0144388,0.0107256,0.0116829,0.0339422,0.0209813,0.0176778,0.0110029,0.00794391,0.00688752,0.0068325,0.0163111,0.00633973,0.00590375,0.00373296,0.0056767,0,0,0,0,0.0108379,0.0172639,0.00723941,0,0.0315093,0.0192223,0.00488605,0.0135906,0,0
220,0,0,0,0,0,0,0.00562027,0.00941163,0,0,0.121805,0,0,0.00686496,0.0226174,0.00430045,0.0427006,0.0950237,0.00726997,0.0170949,0.0104441,0.0108415,0.0176254,0.00999461,0.0265771,0.00510664,0.00494967,0.187607,0.00623188,0.0156203,0.0273905,0.0137412,0.024381,0.00607652,0,0,0.00535053,0,0.0117796,0.00481371,0.0447811,0.022117,0.0147008,0.0109007,0.012027,0.0344243,0.0211633,0.0182422,0.0108583,0.00790557,0.00696672,0.00645741,0.01663,0.00640611,0.0057947,0.00371222,0.00589888,0,0,0,0,0.0118584,0.0167512,0.00711823,0,0.0334902,0.0192817,0.00437072,0.0121624,0,0
221,0,0,0,0,0,0,0.00566491,0.00972466,0,0,0.121465,0,0,0.006841,0.0226382,0.00422751,0.0427455,0.0953994,0.00696072,0.0173202,0.0106103,0.0109914,0.0175532,0.00983574,0.0266612,0.00469776,0.00456478,0.188228,0.00632774,0.0156555,0.0283488,0.0136876,0.0252543,0.00618613,0,0,0.00539693,0,0.0117375,0.0050052,0.0443757,0.0230985,0.0148215,0.0109952,0.0125389,0.0347145,0.0215168,0.0189555,0.0112871,0.00778281,0.00722964,0.00630534,0.0146668,0.00648343,0.00573685,0.00359142,0.0058095,0,0,0,0,0.0125543,0.0162779,0.00713254,0,0.0362383,0.0193199,0.00406755,0.0111108,0,0
222,0,0,0,0,0,0,0.00554445,0.00998675,0,0,0.121261,0,0,0.00673454,0.0226512,0.00423528,0.0428028,0.0956572,0.00703977,0.0176059,0.010543,0.0113942,0.0179125,0.00977128,0.0266243,0.00454158,0.00450205,0.188971,0.00624214,0.015682,0.0305016,0.0136452,0.0263655,0.00618785,0,0,0.00550902,0,0.0117005,0.0049672,0.0438734,0.0238036,0.0148471,0.0109907,0.0131743,0.0347564,0.0217441,0.0199426,0.0117471,0.00761101,0.0076761,0.00676912,0.0116586,0.00659112,0.00569952,0.00345206,0.00537608,0,0,0,0,0.0129534,0.0159793,0.00693723,0,0.0393757,0.0193473,0.00377481,0.0104014,0,0
223,0,0,0,0,0,0,0.00529582,0.0102568,0,0,0.121636,0,0,0.00657464,0.0226528,0.00423318,0.0428433,0.09634,0.00729327,0.0180006,0.0103748,0.0118518,0.0183723,0.00965444,0.0265244,0.00458832,0.00463647,0.18922,0.00607264,0.0156545,0.0336065,0.0137742,0.0279025,0.00621867,0,0,0.0056713,0,0.0118031,0.00483674,0.0435578,0.0240847,0.0148118,0.0109413,0.0139004,0.0346014,0.0217913,0.0209327,0.0118653,0.00738068,0.00815485,0.00691284,0.00921243,0.00665618,0.00560206,0.00352682,0.00494949,0,0,0,0,0.0131131,0.0159278,0.00640162,0,0.042849,0.0193726,0.00342513,0.0099308,0,0
