Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_M,IMU_R,L5FT,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,IMU_L,STRN,LTIBP,LANK,LFHD,RHEE,L5HD,LTIBI,RILC,LWRB,LILC
69,0,0,0,0,0,0,0.00415518,0.0081284,0,0,0.134508,0,0,0.00685626,0.0234892,0.00211321,0.0456769,0.10097,0.00589737,0.0122519,0.00587189,0.00941267,0.00966562,0.00549931,0.0319302,0.00787873,0.011451,0.17602,0.00181505,0.0150979,0.00847559,0.0147856,0.00472038,0.00613394,0,0,0.00244199,0,0.0121046,0.00212813,0.039051,0.0107375,0.00832824,0.00738271,0.00728647,0.0224359,0.00462225,0.00802235,0.00734013,0.017974,0.00710153,0.0129434,0.0357697,0.00211766,0.0023589,0.00229646,0.0042885,0,0,0,0,0.00983549,0.0199329,0.0112719,0,0.0235219,0.0202475,0.00343297,0.0169567,0,0
70,0,0,0,0,0,0,0.00407018,0.00858843,0,0,0.135155,0,0,0.00641869,0.0231616,0.00163041,0.0459252,0.101857,0.00574282,0.0125018,0.00606411,0.0090052,0.00895526,0.0050523,0.0318311,0.00835812,0.0119324,0.174502,0.00221973,0.014971,0.00743484,0.0147908,0.00460215,0.00609075,0,0,0.00282874,0,0.0121145,0.00232229,0.038359,0.0105465,0.00857617,0.00720676,0.00757989,0.0219711,0.00446335,0.00837656,0.00702712,0.0175049,0.0069064,0.0127483,0.0362926,0.00243901,0.00237023,0.00235607,0.00408715,0,0,0,0,0.00967577,0.0206185,0.0108337,0,0.0236821,0.0203245,0.00413719,0.0167232,0.00217522,0
71,0,0,0,0,0,0,0.00397159,0.00877725,0,0,0.13561,0,0,0.00625729,0.0230841,0.00145182,0.0461522,0.102524,0.00561395,0.0127793,0.00612707,0.00863751,0.00843085,0.00468767,0.0314864,0.00867876,0.012092,0.173417,0.00245732,0.0148565,0.00744142,0.014843,0.00409973,0.00599465,0,0,0.00285179,0,0.012178,0.00242308,0.0376866,0.0104781,0.008744,0.00705266,0.00785364,0.0215969,0.00440869,0.00853814,0.00675026,0.0169606,0.00671502,0.0127999,0.036727,0.00265422,0.00249139,0.00246299,0.00394121,0,0,0,0,0.00954637,0.0212192,0.0104669,0,0.023934,0.0201433,0.00496908,0.0165253,0.00192625,0
72,0,0,0,0,0,0,0.00388767,0.00874365,0,0,0.135851,0,0,0.00628331,0.0231092,0.00141265,0.0464051,0.103021,0.00527699,0.0130484,0.00608186,0.00834957,0.0083909,0.00473793,0.031033,0.00901147,0.0120312,0.172805,0.00250301,0.014897,0.00787478,0.014913,0.00376055,0.00593158,0,0,0.00283255,0,0.0122569,0.00261231,0.0371825,0.010613,0.00885661,0.00692438,0.00801344,0.0213106,0.00432033,0.0085232,0.00680717,0.0163369,0.00675174,0.0131369,0.0371307,0.00292975,0.00254075,0.00250141,0.00391726,0,0,0,0,0.00942842,0.0217929,0.0103463,0,0.0247188,0.0202266,0.00600024,0.0164538,0.00209722,0
73,0,0,0,0,0,0,0.00385022,0.00840762,0,0,0.135989,0,0,0.0063179,0.023092,0.0013078,0.0466642,0.103193,0.00508187,0.0134691,0.0060207,0.00815242,0.00874676,0.00554902,0.0307941,0.00944286,0.0119125,0.172511,0.00255778,0.0148967,0.00797425,0.0149789,0.00402374,0.00591071,0,0,0.00290737,0,0.0123318,0.00278205,0.0370362,0.0106206,0.00898851,0.0068752,0.00810569,0.0211075,0.00426785,0.00848414,0.00713447,0.0156506,0.0069008,0.0135124,0.0379869,0.0031725,0.00258056,0.00252659,0.0040913,0,0,0,0,0.00940917,0.0225829,0.0103865,0,0.0259567,0.0202904,0.00729403,0.0164957,0.00211071,0
74,0,0,0,0,0,0,0.00382203,0.00786336,0,0,0.136465,0,0,0.00623479,0.023014,0.00118373,0.0468693,0.103401,0.00504706,0.0139262,0.00603201,0.00821157,0.00968562,0.00695824,0.03082,0.0100752,0.0120225,0.172306,0.00267424,0.0148203,0.00829505,0.0150473,0.00451581,0.00591876,0,0,0.00322153,0,0.0123899,0.00290112,0.0371656,0.0105123,0.00900039,0.00690675,0.00813893,0.0210296,0.00421945,0.00848682,0.00764551,0.0149713,0.00719742,0.0135006,0.0389699,0.00332354,0.00262956,0.0025666,0.00434821,0,0,0,0,0.00944189,0.0235204,0.0110763,0,0.0275093,0.020231,0.00870557,0.016635,0.00198051,0
75,0,0,0,0,0,0,0.00378598,0.00723037,0,0,0.137293,0,0,0.0059835,0.0229082,0.00117563,0.0470376,0.104004,0.00534535,0.0144742,0.00607339,0.00866935,0.0113145,0.0088078,0.0311283,0.0111392,0.0124337,0.172515,0.00272722,0.0147424,0.00861367,0.0151361,0.00507497,0.00589927,0,0,0.00298026,0,0.0124805,0.00281805,0.0373962,0.0104607,0.00899791,0.00703068,0.00818044,0.0209905,0.00413023,0.00858478,0.00801935,0.0142844,0.00761323,0.0140333,0.0400566,0.00323725,0.00286919,0.00275019,0.00460958,0,0,0,0,0.00946588,0.0247081,0.0126016,0,0.0292643,0.0201264,0.0102309,0.016889,0.00183701,0
76,0,0,0,0,0,0,0.00371857,0.00674137,0,0,0.138251,0,0,0.00570206,0.0228755,0.00131062,0.0472273,0.104994,0.00544848,0.0150157,0.00599571,0.00981105,0.013484,0.0110938,0.0316179,0.0125174,0.0133735,0.173231,0.00254545,0.0148095,0.00917584,0.0151406,0.00571429,0.00588591,0,0,0.00339299,0,0.0124788,0.0030369,0.0375444,0.0109245,0.00897436,0.00704005,0.00815789,0.0208333,0.00396975,0.00871117,0.00804007,0.0136644,0.00810218,0.0144349,0.0410872,0.00347215,0.00286481,0.00274803,0.00474358,0,0,0,0,0.00954716,0.025851,0.0145474,0,0.0311876,0.020258,0.0117555,0.0173061,0.00201396,0
77,0,0,0,0,0,0,0.00366057,0.00644686,0,0,0.137703,0,0,0.00579277,0.0228608,0.00140846,0.047471,0.105069,0.00627777,0.0156729,0.00592601,0.0112534,0.0156902,0.0133534,0.0319481,0.0138274,0.0145277,0.174815,0.00241786,0.0148752,0.00956398,0.0151613,0.0064383,0.00585766,0,0,0.00372625,0,0.0124879,0.00304514,0.0376216,0.0112856,0.00904542,0.00712312,0.00817975,0.0206012,0.00378749,0.00885611,0.00867644,0.0130556,0.00859831,0.0151123,0.042013,0.00375866,0.00290866,0.00281331,0.00479152,0,0,0,0,0.00956008,0.0268833,0.0154911,0,0.0331507,0.0203964,0.0132587,0.0176647,0.00232803,0
78,0,0,0,0,0,0,0.003551,0.00644895,0,0,0.13531,0,0,0.00611842,0.0228828,0.00140126,0.047771,0.103073,0.00850724,0.0164421,0.00593785,0.0128186,0.0174088,0.0151186,0.0317801,0.0147688,0.0151496,0.176943,0.00243468,0.0148845,0.00966075,0.0152333,0.00722826,0.00584214,0,0,0.00401991,0,0.0125288,0.00307808,0.0376574,0.0112787,0.00928463,0.0072594,0.00829646,0.0204645,0.00355963,0.00898278,0.00932554,0.0123977,0.00893545,0.0158473,0.0427888,0.00401685,0.00296243,0.00286288,0.00474807,0,0,0,0,0.00938988,0.0277991,0.0144986,0,0.0348474,0.020433,0.014592,0.0178482,0.00251255,0
79,0,0,0,0,0,0,0.00340119,0.00659563,0,0,0.132624,0,0,0.00644578,0.0229263,0.00135938,0.0481567,0.0999394,0.0104452,0.017101,0.00587482,0.0144846,0.0191759,0.0168226,0.0315523,0.015468,0.0154018,0.178624,0.0024763,0.0148568,0.0101394,0.0152611,0.00773369,0.00580065,0,0,0.00423854,0,0.0125394,0.00336726,0.0376187,0.0111522,0.00951404,0.00739306,0.00837009,0.0203741,0.00330699,0.009017,0.00955119,0.0118237,0.00914104,0.0162017,0.0431694,0.00420057,0.00303813,0.00292317,0.00463913,0,0,0,0,0.00917535,0.0283113,0.0128243,0,0.0358774,0.0203935,0.0154885,0.0178099,0.00246034,0
80,0,0,0,0,0,0,0.00332503,0.0066872,0,0,0.130434,0,0,0.00658392,0.0228645,0.00147683,0.0484885,0.0967413,0.0117852,0.0176942,0.00579639,0.0159907,0.0210543,0.0185778,0.0319318,0.0159444,0.0155103,0.179867,0.00253533,0.0148326,0.0107961,0.0152755,0.00834189,0.00574002,0,0,0.00435131,0,0.0125537,0.00354412,0.0375175,0.0109995,0.00969793,0.00749476,0.00847141,0.0201806,0.00305941,0.00908006,0.0101215,0.0112508,0.00963145,0.0161705,0.0436008,0.00429224,0.00310114,0.00298493,0.00450502,0,0,0,0,0.00900274,0.0287782,0.0112442,0,0.0369055,0.0203516,0.0161051,0.0177598,0.00241622,0
81,0,0,0,0,0,0,0.00324856,0.00679246,0,0,0.12926,0,0,0.00671768,0.0228074,0.0015466,0.0486063,0.0947517,0.0126116,0.0180779,0.0060083,0.0170852,0.0224313,0.0199746,0.0330351,0.0161763,0.0154791,0.180663,0.00272328,0.0148221,0.011448,0.0152668,0.00891443,0.00575291,0,0,0.00462117,0,0.0125127,0.0035644,0.0374091,0.010908,0.00972808,0.00758853,0.00862848,0.0199652,0.00284659,0.00912523,0.0106456,0.0106683,0.0101561,0.0162808,0.0441043,0.00438736,0.00307104,0.00298045,0.00437893,0,0,0,0,0.00895894,0.0292412,0.0105572,0,0.0377954,0.0203132,0.016405,0.0178036,0.00235734,0
82,0,0,0,0,0,0,0.003228,0.00668671,0,0,0.128988,0,0,0.00677753,0.0228059,0.00160282,0.0485481,0.0943853,0.0134902,0.0181842,0.00600929,0.0174914,0.0222637,0.0199516,0.0341467,0.0159225,0.0152255,0.180831,0.00271891,0.0148279,0.0118585,0.0153347,0.00963964,0.005734,0,0,0.00449826,0,0.0125804,0.00352136,0.0373085,0.0108297,0.00966518,0.00769333,0.00886211,0.0197075,0.00264455,0.00934977,0.0111986,0.0100208,0.0107524,0.016642,0.0446643,0.00434553,0.00321396,0.00310091,0.00430482,0,0,0,0,0.00880649,0.0295427,0.0107864,0,0.0385961,0.0203481,0.016273,0.017998,0.0024076,0
83,0,0,0,0,0,0,0.00320149,0.00658632,0,0,0.129711,0,0,0.00711442,0.0227995,0.00155178,0.0485492,0.0955072,0.0141081,0.0179851,0.00599872,0.0170252,0.0204717,0.0182201,0.0345133,0.0150061,0.0147064,0.179167,0.00270448,0.0148305,0.0125424,0.0153352,0.0104864,0.00581221,0,0,0.00479702,0,0.0125567,0.00370825,0.0372719,0.0109126,0.00952173,0.00779925,0.00920601,0.0194737,0.002538,0.00952789,0.0118628,0.00928064,0.0113305,0.0169836,0.045108,0.00431049,0.00319269,0.0030641,0.00425741,0,0,0,0,0.0087683,0.0294175,0.0115942,0,0.0391671,0.0204589,0.0156635,0.018444,0.00255051,0
84,0,0,0,0,0,0,0.00318804,0.00628057,0,0,0.131978,0,0,0.00730829,0.0226626,0.00150699,0.0487082,0.0976354,0.0139484,0.0175419,0.00594985,0.0157577,0.0177561,0.0153784,0.0340154,0.0135851,0.0140437,0.175193,0.00271659,0.014771,0.0135018,0.0153354,0.0114289,0.00579707,0,0,0.00494168,0,0.0125511,0.00377755,0.0372199,0.0111233,0.00945571,0.00779298,0.00957507,0.0192904,0.00261239,0.00965249,0.0126398,0.00839633,0.0120386,0.0174321,0.0456122,0.00438298,0.00318749,0.00305037,0.00423304,0,0,0,0,0.00862558,0.0288303,0.0120669,0,0.0397469,0.0204915,0.014599,0.0192597,0.00277975,0
85,0,0,0,0,0,0,0.00316258,0.00589377,0,0,0.135499,0,0,0.00708584,0.0225889,0.00148883,0.0488788,0.0988528,0.0135673,0.0169634,0.005834,0.0141325,0.0145418,0.0117219,0.032942,0.0120863,0.0134517,0.169345,0.00265441,0.0147313,0.0143469,0.0153507,0.0124684,0.0057056,0,0,0.00499915,0,0.0125795,0.0036632,0.0370501,0.0113911,0.00953702,0.0077064,0.00986058,0.0192734,0.00273245,0.00976342,0.0136702,0.0074329,0.0126873,0.0177211,0.0458045,0.0044699,0.00316367,0.0030147,0.00424306,0,0,0,0,0.00841624,0.0280393,0.0127279,0,0.0403274,0.0205462,0.0132379,0.0203526,0.00375793,0
86,0,0,0,0,0,0,0.00318304,0.00555551,0,0,0.139111,0,0,0.00681104,0.0226391,0.00153266,0.0489166,0.0983656,0.0126625,0.0163029,0.00570276,0.0128431,0.0116716,0.00786632,0.0316883,0.0114318,0.0136463,0.163629,0.00248803,0.0147388,0.0148545,0.0153533,0.0136266,0.00556314,0,0,0.00497759,0,0.0125864,0.00356783,0.0366855,0.011403,0.00979129,0.00760272,0.010025,0.0194149,0.00288341,0.00994525,0.0149144,0.00657934,0.0138011,0.0184708,0.0457386,0.00445368,0.00311958,0.00296024,0.00425798,0,0,0,0,0.00809508,0.0272899,0.0150705,0,0.0410228,0.0206294,0.0120205,0.0216395,0.00401021,0
87,0,0,0,0,0,0,0.00328797,0.00533493,0,0,0.140665,0,0,0.00660511,0.0227359,0.00157635,0.04877,0.0974627,0.0103321,0.0157427,0.005598,0.0122364,0.0102731,0.00502827,0.0305864,0.0122525,0.0150474,0.160409,0.00226193,0.0147628,0.0166139,0.0153305,0.0146789,0.00544999,0,0,0.00488687,0,0.0125785,0.00353129,0.0364719,0.0112161,0.0100037,0.0074461,0.0102954,0.0195932,0.00325197,0.0104697,0.0156194,0.00574852,0.0145916,0.0186578,0.0462001,0.00438739,0.00308095,0.00290185,0.00437156,0,0,0,0,0.00772006,0.0268066,0.0185838,0,0.0410528,0.0206864,0.0111687,0.0228647,0.00331873,0
88,0,0,0,0,0,0,0.00343466,0.00524506,0,0,0.138819,0,0,0.00650557,0.0227139,0.0016178,0.0482871,0.0977004,0.00700434,0.0155789,0.00548477,0.0118417,0.0105774,0.00395161,0.0297901,0.013308,0.0164948,0.160693,0.00209014,0.0147582,0.0184331,0.0152792,0.0156141,0.00550717,0,0,0.00483614,0,0.0125645,0.00317318,0.0363519,0.0108498,0.010184,0.00719024,0.0104613,0.0199795,0.00377004,0.0110228,0.0160904,0.00494593,0.0151009,0.0186044,0.0465709,0.00441568,0.00305474,0.00282938,0.004615,0,0,0,0,0.00729062,0.0265739,0.0203881,0,0.0407483,0.0206958,0.010878,0.0238716,0.00305409,0
89,0,0,0,0,0,0,0.00359914,0.00503495,0,0,0.134433,0,0,0.0064672,0.0226921,0.00172779,0.0474229,0.0984682,0.00506535,0.0159083,0.00536783,0.0115989,0.0125968,0.00572242,0.0297682,0.0132565,0.0168635,0.16368,0.00195167,0.0147626,0.0196951,0.0153485,0.0164816,0.0057459,0,0,0.00387792,0,0.0127261,0.00219339,0.0362911,0.0103578,0.0103069,0.00708048,0.0105368,0.0205347,0.00438457,0.0114524,0.016667,0.00430243,0.01544,0.0183438,0.0463489,0.00407068,0.00343768,0.00304647,0.00499341,0,0,0,0,0.00666179,0.026603,0.019286,0,0.0401332,0.0207447,0.0110712,0.024478,0.00314253,0
90,0,0,0,0,0,0,0.00348636,0.00527536,0,0,0.129762,0,0,0.00644798,0.0227102,0.001801,0.0464373,0.0982879,0.00553314,0.0164006,0.00536775,0.0120153,0.0158405,0.0101775,0.0307363,0.0122465,0.0159352,0.167222,0.00190287,0.0147664,0.0215351,0.0153068,0.0171111,0.00588673,0,0,0.00420136,0,0.0126946,0.00196238,0.0362139,0.00976218,0.0104155,0.00696825,0.0105351,0.021101,0.00505488,0.0117818,0.0172062,0.00363612,0.0156022,0.0179805,0.0462767,0.00438745,0.00324953,0.00292814,0.00503987,0,0,0,0,0.00655281,0.0269656,0.0171827,0,0.0384589,0.0208022,0.0114045,0.0247855,0.00321408,0
91,0,0,0,0,0,0,0.00329573,0.0053978,0,0,0.126088,0,0,0.00643948,0.0227313,0.00192741,0.0460123,0.0966124,0.00796721,0.0169292,0.00537985,0.0136276,0.019039,0.0142771,0.0320627,0.0115086,0.0145835,0.170357,0.0018975,0.0147937,0.0233182,0.0152989,0.0174831,0.00593434,0,0,0.00431229,0,0.0126876,0.00208411,0.0362831,0.00913245,0.0105633,0.00697693,0.0104392,0.0217305,0.00609629,0.0119666,0.0174296,0.00309364,0.0155048,0.0172682,0.0464223,0.00461773,0.00316485,0.00288092,0.00496813,0,0,0,0,0.0064997,0.0274666,0.0157474,0,0.0357938,0.0208887,0.011895,0.0248567,0.00326541,0
92,0,0,0,0,0,0,0.00309446,0.00537598,0,0,0.123593,0,0,0.00648123,0.0227175,0.0020464,0.0462527,0.0946908,0.0114117,0.0172865,0.0054576,0.0158196,0.0206722,0.0157664,0.0325825,0.0119569,0.0138037,0.172745,0.00190509,0.0148285,0.0250338,0.0152745,0.0174718,0.00584069,0,0,0.00432236,0,0.0126703,0.00225579,0.0365674,0.0084452,0.0108534,0.00706401,0.0103309,0.0223887,0.00747007,0.0121251,0.0171283,0.00262246,0.0151595,0.016123,0.0465052,0.0047652,0.00313924,0.00287397,0.0047753,0,0,0,0,0.00653093,0.0275713,0.0151033,0,0.0320918,0.020981,0.012477,0.024701,0.00332861,0
93,0,0,0,0,0,0,0.00300108,0.00520651,0,0,0.122282,0,0,0.00656646,0.0227733,0.00217413,0.0466357,0.0938066,0.0141033,0.0175538,0.00566127,0.0168888,0.0199002,0.0144797,0.0319149,0.0125313,0.0134411,0.174045,0.00197279,0.0148005,0.0265103,0.0152436,0.017184,0.00564439,0,0,0.00425727,0,0.0126423,0.0023741,0.0369893,0.0075,0.011323,0.0071861,0.0102704,0.023074,0.00897579,0.0123672,0.0166091,0.00236106,0.0144811,0.0145166,0.045948,0.00483204,0.00312191,0.00285094,0.00457761,0,0,0,0,0.00663119,0.0269548,0.0145638,0,0.027566,0.0209311,0.0127829,0.0242969,0.00335489,0
94,0,0,0,0,0,0,0.00303997,0.00502529,0,0,0.121859,0,0,0.00660851,0.0228403,0.00222331,0.0466718,0.0938239,0.014916,0.0179695,0.00588345,0.0160104,0.017914,0.0119992,0.030409,0.012376,0.0131152,0.17457,0.00210019,0.0147867,0.028,0.0151925,0.0168559,0.00553429,0,0,0.00414586,0,0.0125866,0.00227852,0.0374659,0.00706053,0.0118515,0.00739089,0.0103117,0.0237247,0.0104576,0.0127368,0.0158847,0.00243171,0.0136442,0.0127834,0.0445797,0.00487916,0.00302125,0.00277315,0.00451159,0,0,0,0,0.00682807,0.0256609,0.0135711,0,0.0228621,0.0208688,0.0124359,0.0238897,0.00348459,0
95,0,0,0,0,0,0,0.00309573,0.00491603,0,0,0.121846,0,0,0.00656269,0.0229044,0.00217397,0.0461067,0.0936618,0.013805,0.01844,0.00603377,0.0140416,0.0162945,0.0100279,0.0290049,0.0115343,0.0123134,0.175118,0.00220633,0.0148091,0.0292724,0.0151021,0.0167003,0.00557964,0,0,0.00389221,0,0.0125162,0.00211158,0.0379889,0.00753901,0.0123825,0.0076606,0.010497,0.0243511,0.0119954,0.0133633,0.0149954,0.00283663,0.0126521,0.0111768,0.0422663,0.00492188,0.00288549,0.0026252,0.00462755,0,0,0,0,0.00707479,0.0241313,0.011966,0,0.0188744,0.0208379,0.011445,0.0235877,0.00403803,0
96,0,0,0,0,0,0,0.00313821,0.00496228,0,0,0.121733,0,0,0.00658541,0.0229577,0.00222029,0.045091,0.0929758,0.0120023,0.0187254,0.00617169,0.012263,0.0154925,0.00938412,0.0286834,0.0104551,0.0111854,0.176073,0.00222863,0.0148449,0.0300302,0.0150334,0.0167792,0.00566159,0,0,0.00358039,0,0.0124699,0.00201864,0.0388217,0.00877465,0.0128154,0.00790877,0.0108712,0.0251817,0.0135303,0.0142802,0.0139924,0.00340948,0.0114995,0.0100084,0.0385692,0.00493606,0.00280231,0.00248913,0.00484938,0,0,0,0,0.00730634,0.0229061,0.0102204,0,0.0160755,0.020817,0.0103326,0.0232943,0.00405496,0
97,0,0,0,0,0,0,0.00321332,0.00500306,0,0,0.121561,0,0,0.00675016,0.0229927,0.00238974,0.0439565,0.0923001,0.0107593,0.0187721,0.00622313,0.0115106,0.0157049,0.00990273,0.0290765,0.00948253,0.0101772,0.177248,0.00220785,0.0148659,0.0307094,0.0150638,0.0177076,0.00568031,0,0,0.00240177,0,0.0125396,0.00207408,0.0399638,0.0099221,0.013086,0.00824902,0.011498,0.0262488,0.0148103,0.0151531,0.0129615,0.00429058,0.0101672,0.00920509,0.0338288,0.00431965,0.00325019,0.00270349,0.00512898,0,0,0,0,0.00733332,0.0221268,0.00897224,0,0.015405,0.0207745,0.00941442,0.0229243,0.00343651,0
98,0,0,0,0,0,0,0.00323321,0.00530588,0,0,0.121372,0,0,0.00735409,0.0231965,0.00293693,0.0429773,0.0921083,0.0103798,0.0184719,0.00615983,0.0118327,0.0166429,0.0106678,0.0294572,0.00877012,0.00953343,0.178509,0.00192164,0.0149299,0.0320994,0.0149015,0.0194718,0.00544823,0,0,0.00315081,0,0.0123652,0.00221136,0.0411972,0.0110266,0.0131228,0.00820755,0.0122384,0.0271911,0.0158866,0.0161973,0.0116728,0.00524575,0.00888447,0.00910231,0.0277263,0.00453931,0.0027123,0.0024297,0.00522471,0,0,0,0,0.00754617,0.0216355,0.00857567,0,0.0172671,0.0205871,0.0087345,0.0224814,0,0
99,0,0,0,0,0,0,0.00329945,0.00561148,0,0,0.121472,0,0,0.00697057,0.0230379,0.00255177,0.0425414,0.091845,0.0103473,0.0178778,0.00647646,0.0125934,0.017771,0.0110888,0.029555,0.00824005,0.00919503,0.179708,0.00234338,0.0148953,0.0348151,0.0148309,0.0215124,0.00527749,0,0,0.00332684,0,0.0122747,0.00232366,0.0423152,0.0119577,0.0130056,0.00827308,0.0128687,0.0279783,0.0166867,0.0170613,0.0104348,0.00603127,0.0078876,0.0094255,0.0200711,0.00446352,0.00255803,0.00238046,0.00534343,0,0,0,0,0.00753837,0.0212844,0.00863479,0,0.0216766,0.0206667,0.00814973,0.0220153,0.00299868,0
100,0,0,0,0,0,0,0.00333988,0.00597124,0,0,0.122122,0,0,0.00698675,0.0230355,0.00271753,0.0427036,0.0917432,0.0102624,0.0171004,0.00670833,0.0133313,0.0187814,0.0112199,0.0291982,0.00805304,0.00922248,0.180489,0.00247594,0.0149102,0.0387941,0.014801,0.0240228,0.00502125,0,0,0.00339122,0,0.0122121,0.00227267,0.043312,0.0128244,0.0128834,0.008348,0.0131935,0.0286699,0.0173216,0.0174821,0.00992416,0.00657647,0.00719403,0.00948396,0.0143464,0.00430596,0.00252933,0.00237824,0.00538177,0,0,0,0,0.00750542,0.0211335,0.00891747,0,0.0279427,0.0206527,0.00774742,0.0214782,0.00300312,0
101,0,0,0,0,0,0,0.00343525,0.00636282,0,0,0.123171,0,0,0.00712618,0.0230061,0.0030757,0.0432987,0.0917873,0.00996059,0.01635,0.00692506,0.0137446,0.0193885,0.0112345,0.0285289,0.0081428,0.00955992,0.180797,0.00268931,0.0149191,0.0429822,0.0147698,0.0269013,0.00478807,0,0,0.00340976,0,0.0121484,0.00219122,0.0441189,0.0136437,0.0127711,0.00850695,0.0131894,0.029411,0.017904,0.0176075,0.00980504,0.00698951,0.00657809,0.00917331,0.0160192,0.00408749,0.00253166,0.00240524,0.00538865,0,0,0,0,0.00746824,0.0211115,0.00938488,0,0.0325328,0.0206709,0.00757109,0.0207216,0.0030423,0
102,0,0,0,0,0,0,0.00356628,0.00670088,0,0,0.123988,0,0,0.00739139,0.0229855,0.00324719,0.0440307,0.0918355,0.00956851,0.0158169,0.00720803,0.0138359,0.0195086,0.0111094,0.0281357,0.00825853,0.0098027,0.181064,0.00299567,0.0149181,0.0455884,0.0147375,0.028403,0.00464884,0,0,0.00346356,0,0.0120911,0.00226391,0.0447071,0.0144391,0.0128028,0.00867456,0.0128567,0.0302166,0.0184049,0.0174639,0.0100363,0.00730975,0.00622006,0.00898876,0.0185921,0.00396915,0.00255444,0.00243123,0.00541292,0,0,0,0,0.00746276,0.021143,0.00984537,0,0.035051,0.0206697,0.00754899,0.019713,0.00301169,0
103,0,0,0,0,0,0,0.00371653,0.00699054,0,0,0.124206,0,0,0.00773143,0.0229533,0.00332267,0.0447129,0.0915518,0.00952717,0.0155949,0.00754689,0.0139271,0.0193751,0.0109304,0.0276234,0.00826764,0.00970475,0.181595,0.00332472,0.0149125,0.0460517,0.0147173,0.0282754,0.00462484,0,0,0.00335402,0,0.012053,0.00241384,0.0451425,0.0155196,0.0129816,0.00888118,0.0123494,0.030983,0.0187483,0.0171456,0.00978405,0.00744379,0.00598814,0.00873244,0.0193496,0.00389635,0.0026212,0.00248853,0.0054689,0,0,0,0,0.00757874,0.0210173,0.010089,0,0.036081,0.0206673,0.0075744,0.0184033,0.00285686,0
104,0,0,0,0,0,0,0.00387655,0.00712805,0,0,0.12351,0,0,0.0077758,0.0229097,0.0034134,0.0450387,0.0906555,0.0098541,0.0157309,0.0078746,0.0137913,0.0190631,0.0106294,0.027002,0.00807673,0.00907876,0.182788,0.00359727,0.0149095,0.0445554,0.0147286,0.0274763,0.00462736,0,0,0.00317349,0,0.012059,0.0024929,0.045528,0.0166048,0.0132673,0.00910736,0.0118792,0.0315791,0.0189655,0.0167592,0.00915274,0.00755396,0.00580622,0.00847436,0.0182615,0.0038088,0.00275747,0.00259322,0.00549012,0,0,0,0,0.00785311,0.0206068,0.0100072,0,0.0363888,0.02064,0.00747018,0.0167979,0.00270008,0
105,0,0,0,0,0,0,0.00404679,0.00730479,0,0,0.122099,0,0,0.00776523,0.0228807,0.00348286,0.0449986,0.0892953,0.0100285,0.0162656,0.00822793,0.0134895,0.0186784,0.0103719,0.0263577,0.00766225,0.0080575,0.184532,0.00385425,0.0148851,0.0421532,0.0146521,0.0268373,0.00469446,0,0,0.00343011,0,0.0119855,0.00252221,0.0454442,0.017419,0.0138344,0.00920278,0.0115711,0.0320271,0.0189945,0.0164465,0.00850331,0.007702,0.00589975,0.00864073,0.0162006,0.00393355,0.00261234,0.00249994,0.00549946,0,0,0,0,0.0085055,0.0199372,0.00985983,0,0.0365627,0.0206056,0.00718967,0.0153204,0.00287227,0
106,0,0,0,0,0,0,0.00123649,0.00607566,0,0,0.117587,0,0,0.00465958,0.0238145,0.00182192,0.0408,0.0892729,0.00918818,0.0149103,0.00180229,0.00926017,0.0105699,0.00962863,0.0272083,0.00950908,0.00902103,0.192107,0.00217871,0.0154119,0.0369542,0.0144725,0.0243227,0.00176569,0,0,0.00235236,0,0.0119369,0.0015142,0.0423786,0.0187741,0.00799496,0.00526663,0.00911822,0.0320436,0.017047,0.0135422,0.00717802,0.00820049,0.00687787,0.00972211,0.0122598,0.00246663,0.00279417,0.00238327,0.00357858,0,0,0,0,0.00633114,0.0190768,0.0127857,0,0.0362864,0.0200856,0.0092777,0.0223652,0.00194127,0.0373908
107,0,0,0,0,0,0,0.00123679,0.00573781,0,0,0.116672,0,0,0.00463565,0.0238462,0.00169692,0.0402381,0.0891519,0.008573,0.0145416,0.00186447,0.0089246,0.0102012,0.00972102,0.0268532,0.009135,0.00886114,0.193452,0.00227888,0.0154626,0.03392,0.0144557,0.023778,0.00216188,0,0,0.00247557,0,0.0120015,0.00181551,0.0415385,0.0197707,0.00860577,0.00527838,0.00991391,0.0325349,0.0172089,0.0143835,0.00738501,0.00830202,0.00756882,0.0100932,0.00972614,0.00278518,0.00269717,0.00239096,0.00378453,0,0,0,0,0.00562026,0.0183515,0.0125705,0,0.0368804,0.0201982,0.00873803,0.02151,0.00216539,0.0376634
