Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RASI,LILC,RILC
154,0,0,0,0,0,0,0.00828506,0.00972494,0,0,0,0.13654,0.0180052,0.0164706,0,0,0.00399335,0,0.0288224,0.00203614,0.0446652,0.10326,0.0270942,0.0199458,0.011431,0.0327269,0.0446463,0.0199717,0.0257647,0.0196011,0.0231639,0.0108943,0.0200649,0.181169,0.0100416,0.0174258,0,0.116968,0.012497,0.0143158,0.00967846,0,0,0.0169027,0,0.00943904,0.00726506,0.0333814,0.0374184,0.0136627,0.0116291,0.0136418,0.00918718,0.0214794,0.00981689,0.0112825,0.00770011,0.017035,0.00737667,0.0150898,0.043675,0.0124383,0.00754357,0.00297097,0.0124626,0.00867688,0,0,0,0,0.0346742,0.0263604
155,0,0,0,0,0,0,0.00999957,0.0108238,0,0,0,0.129957,0.0181551,0.0158035,0,0,0.00298066,0,0.0287917,0.00242463,0.0429193,0.0942391,0.0090718,0.0198865,0.0118773,0.0176111,0.0234133,0.00916004,0.0296232,0.0141928,0.0153889,0.0133309,0.0258722,0.179136,0.00973451,0.0174348,0.00249857,0.117039,0.0123951,0.0140931,0.0109497,0,0,0.0162799,0,0.00935951,0.00674921,0.0337464,0.0377592,0.0137494,0.00980656,0.0134841,0.00861468,0.0211484,0.00929733,0.0110158,0.00787856,0.0165332,0.00754646,0.0151375,0.0439497,0.0113592,0.00693832,0.00296374,0.0131194,0.010248,0,0,0,0,0.0377723,0.0264248
156,0,0,0,0,0,0,0.0110436,0.0120198,0,0,0,0.127689,0.0181817,0.0151838,0,0,0.00288631,0,0.0287622,0.00243887,0.0429253,0.0914244,0.0104095,0.0202654,0.0122711,0.0115222,0.0153254,0.00493969,0.0313399,0.0148095,0.014677,0.0155381,0.0295406,0.178694,0.0098089,0.0174507,0.00268373,0.116881,0.0124399,0.0136666,0.0123303,0,0,0.0162134,0,0.0093955,0.00679973,0.0339269,0.038283,0.0132631,0.00920082,0.0147461,0.00840703,0.020891,0.00884513,0.0108266,0.00787936,0.0161814,0.00765153,0.0152805,0.0445447,0.0111996,0.00698035,0.00301577,0.014085,0.0111862,0,0,0,0,0.0389134,0.0266021
157,0,0,0,0,0,0,0.0098256,0.0104513,0,0,0,0.123872,0.0180199,0.0130845,0,0,0.003288,0,0.0290483,0.00257242,0.0431897,0.086646,0.0183377,0.0197278,0.0127886,0.0051243,0.00662789,0.00390444,0.0328417,0.0161748,0.0143261,0.0177822,0.0335546,0.180353,0.0101769,0.0176401,0,0.116601,0,0.013446,0.00999089,0,0,0.0272775,0,0.00245403,0.0141518,0.0340046,0.0392853,0.0129254,0.00898863,0.0125815,0.00845258,0.0206828,0.00847282,0.0108656,0.00799558,0.0157559,0.00788346,0.0156056,0.0452097,0.0180469,0.00929156,0.0103359,0.0121415,0.0100562,0,0,0,0,0.0402933,0.0272896
158,0,0,0,0,0,0,0.0117846,0.0134687,0,0,0,0.120995,0.0182458,0.012165,0,0,0.00289179,0,0.028667,0.00244898,0.0440269,0.0828473,0.0245956,0.0214861,0.0127477,0.00105697,0.00211175,0.00566307,0.0338701,0.0174296,0.01398,0.0189978,0.036135,0.182768,0.00972714,0.0174583,0.00308398,0.11587,0.0124482,0.0131646,0.0136632,0,0,0.0157408,0,0.00945065,0.00675925,0.0335574,0.0400508,0.0124273,0.00867866,0.0157993,0.00874781,0.0204802,0.00822533,0.0112437,0.00783499,0.0154382,0.00792882,0.0155184,0.0461412,0.0106529,0.00701001,0.00320593,0.015158,0.0120501,0,0,0,0,0.0413698,0.0270143
159,0,0,0,0,0,0,0.0144427,0.0161099,0,0,0,0.117758,0.0182186,0.0128344,0,0,0.00332851,0,0.0286658,0.00204964,0.0445598,0.0785989,0.0312228,0.0223893,0.012819,0.00392229,0.00513089,0.00720687,0.0341311,0.0187887,0.0138072,0.0192277,0.0376663,0.186629,0.00975832,0.0174224,0,0.115487,0.0122659,0.013144,0.0181766,0,0,0.0145133,0,0.00917584,0.0066702,0.033316,0.0410945,0.0122802,0.00883681,0.0214238,0.00910245,0.0202638,0.00822983,0.0117091,0.0079083,0.0151128,0.00808601,0.0156192,0.0468609,0.0111644,0.00794859,0.00397061,0.0180388,0.0143182,0,0,0,0,0.0419492,0.0269688
160,0,0,0,0,0,0,0.00555378,0.00900283,0,0,0,0.13006,0.0181261,0.0110506,0,0,0.00311222,0,0.0289423,0.00321789,0.0442319,0.0911134,0.0330734,0.0195337,0.0127576,0.00623236,0.00679878,0.0079023,0.0345069,0.0216926,0.0187788,0.0197724,0.0357632,0.174767,0.00982543,0.0176298,0.00267211,0.115271,0,0.0129123,0.00184068,0,0,0.0272081,0,0.00120273,0.0125559,0.0335815,0.0421644,0.0120647,0.00888145,0.00538497,0.0091707,0.0200682,0.00789511,0.0116656,0.00825818,0.0145477,0.00843248,0.0160448,0.047778,0.0174473,0.0101048,0,0.0102142,0.00751271,0,0,0,0,0.0423391,0.0281478
161,0,0,0,0,0,0,0.0108936,0.0124915,0,0,0,0.134813,0.0181682,0.0137517,0,0,0.0035018,0,0.0286804,0.00277134,0.0441811,0.0964628,0.0320254,0.0214399,0.0129779,0.00776447,0.00766643,0.00870532,0.03449,0.0226807,0.0208109,0.0207147,0.0348468,0.169849,0.0101584,0.017469,0.0024808,0.115118,0,0.0135232,0.0127441,0,0,0.0266169,0,0.000971837,0.0143119,0.0334441,0.0431645,0.012195,0.00897538,0.015344,0.00951572,0.0197837,0.00804985,0.0121793,0.0085995,0.014068,0.00878807,0.0163969,0.0483809,0.0178588,0.0116723,0,0.0147209,0.0111004,0,0,0,0,0.0418127,0.0274346
162,0,0,0,0,0,0,0.0157938,0.0177355,0,0,0,0.138969,0.0183262,0.0159885,0,0,0.00357085,0,0.0284691,0.00201082,0.0443545,0.100931,0.0318978,0.0233392,0.0128587,0.00927079,0.00913239,0.00999295,0.0347833,0.0235945,0.0222492,0.0216439,0.0345963,0.16519,0.00967186,0.017332,0,0.114164,0.0154095,0.013199,0.0209822,0,0,0.0138312,0,0.0109897,0.00746063,0.033245,0.0441368,0.0117693,0.00949022,0.0252003,0.00970188,0.0197222,0.00767556,0.0123362,0.00883756,0.0135539,0.00902155,0.0164897,0.0495549,0.0108704,0.0189365,0,0.020293,0.0155291,0,0,0,0,0.0419694,0.0268308
163,0,0,0,0,0,0,0.00940014,0.00557564,0,0,0,0.139402,0.0187714,0.0136287,0,0,0.00697062,0,0.0275135,0.00210117,0.0477931,0.103054,0.0336254,0.0205123,0.006589,0.0151685,0.018687,0.0125697,0.0331607,0.0181928,0.0194162,0.015001,0.0329539,0.168072,0.00777808,0.0167345,0.00160581,0.114564,0.00469748,0.0134454,0.0095744,0,0,0.0168105,0,0,0.0111889,0.0372194,0.0468513,0.0133454,0.0128668,0.0138696,0.00789335,0.019927,0.00506768,0.00931778,0.0125092,0.0101982,0.0119458,0.0199097,0.0522872,0.011572,0.0560328,0,0.00670857,0.00775293,0,0,0,0,0,0.0192253
164,0,0,0,0,0,0,0.00891947,0.00608093,0,0,0,0.138231,0.018596,0.0140936,0,0,0.00520979,0,0.0278734,0.00192754,0.0471361,0.101947,0.0354606,0.0201439,0.00754225,0.015511,0.0194514,0.0122353,0.0329731,0.0188868,0.0199591,0.0152927,0.0339991,0.169151,0.00707319,0.0169832,0.00179045,0.114182,0.00768211,0.0137226,0.00849249,0,0,0.0406598,0,0,0.0362286,0.0377415,0.0477544,0.0133898,0.014142,0.0120206,0.00782436,0.0200492,0.00429491,0.00896718,0.0133753,0.00928248,0.0126554,0.0205792,0.0537824,0.0240728,0.0847133,0,0.00704997,0.00667669,0,0,0,0,0,0.020414
165,0,0,0,0,0,0,0.00484177,0.00836002,0,0,0,0.135796,0.0183516,0.0130998,0,0,0.00273651,0,0.0284414,0.00246425,0.0429013,0.0969294,0.0373764,0.019363,0.0121203,0.0117917,0.0125465,0.010069,0.0343772,0.0245148,0.0221526,0.0210894,0.0362657,0.166731,0.00890104,0.017389,0.00229438,0.11301,0,0.0132299,0.00189947,0,0,0.0279912,0,0,0.0182845,0.0349583,0.0468159,0.0107319,0.00924909,0.00567958,0.00899654,0.0199727,0.00530952,0.0107774,0.0112795,0.0106663,0.0111397,0.0186056,0.0538888,0.0206677,0,0,0.00965409,0.0072834,0,0,0,0,0.0406688,0.0293017
166,0,0,0,0,0,0,0.030422,0.0216475,0,0,0,0.13267,0.0179548,0.0110119,0,0,0.00443041,0,0.0294567,0.00443851,0.0430399,0.0930692,0.0406861,0.0177836,0.0131854,0.0125923,0.0147854,0.0100244,0.0339165,0.0239245,0.0206696,0.019998,0.0368102,0.167274,0.0101219,0.0179879,0.00285937,0.112379,0.0291177,0.0131887,0.0381029,0,0,0.149158,0,0,0.133358,0.0354118,0.0471814,0.0104124,0.0103581,0.0478857,0.00877255,0.0202436,0.00424643,0.0102137,0.0122078,0.00957529,0.0117176,0.0191415,0.0558574,0.0974083,0.0989651,0,0.0244654,0.025057,0,0,0,0,0.0410563,0.0308178
167,0,0,0,0,0,0,0.00600247,0.0101781,0,0,0,0.130104,0.018214,0.00984761,0,0,0.00234781,0,0.0288163,0.00291182,0.0439248,0.090289,0.0432949,0.0213079,0.0122888,0.0139308,0.0178108,0.0114496,0.0336763,0.0221611,0.0182648,0.0184099,0.0368147,0.167355,0.00903969,0.0176288,0.00222767,0.111373,0,0.0131658,0.00676889,0,0,0.0200037,0,0,0.0160838,0.0352109,0.0467741,0.0100975,0.00948871,0.00990673,0.00874873,0.020643,0.00341286,0.0101609,0.0128096,0.00875218,0.0120107,0.0190114,0.057944,0.0185654,0,0.0248571,0.0110039,0.00801219,0,0,0,0,0.0409253,0.0306424
168,0,0,0,0,0,0,0.0137177,0.0142748,0,0,0,0.127075,0.0182033,0.0100877,0,0,0.00248455,0,0.0287751,0.00285563,0.0448224,0.0882901,0.0438522,0.0244206,0.012515,0.0153443,0.0203706,0.0128479,0.0331504,0.0198061,0.016315,0.016972,0.0364289,0.168495,0.00924269,0.017592,0.00234352,0.110377,0.0070721,0.0132993,0.0172847,0,0,0.0438294,0,0,0.031437,0.0350963,0.046041,0.0098265,0.00866478,0.0189018,0.0087511,0.0209761,0.00267035,0.010095,0.01337,0.00790123,0.0122956,0.0188443,0.0601367,0.0262582,0,0.0568647,0.0163877,0.0129707,0,0,0,0,0.0406933,0.0301547
169,0,0,0,0,0,0,0.00599266,0.0107042,0,0,0,0.125453,0.0182483,0.0108461,0,0,0.00223546,0,0.0287749,0.00303651,0.0445763,0.0877529,0.0425318,0.0217721,0.0121959,0.0160305,0.021803,0.0128157,0.0315856,0.0190297,0.0165244,0.017091,0.0362872,0.168361,0.00879092,0.0175668,0.00236284,0.109272,0,0.0135831,0.00699368,0,0,0.0203124,0,0,0.0160977,0.0359272,0.0457143,0.0105384,0.00943114,0.00983786,0.00818171,0.0214637,0.0015791,0.0093326,0.0144325,0.00665817,0.0128243,0.0191964,0.0627713,0.0183551,0,0.0243059,0.0114519,0.00792034,0,0,0,0,0.0405384,0.0320897
170,0,0,0,0,0,0,0.00400642,0.00779264,0,0,0,0.124337,0.0186339,0.018423,0,0,0.00545842,0,0.0277669,0.00177563,0.0479352,0.0928589,0.040737,0.0155929,0.00709356,0.0210981,0.0292336,0.0142096,0.0295768,0.0131255,0.0178371,0.0125733,0.0355913,0.172923,0.00676267,0.0169225,0.00167772,0.108243,0,0.0159236,0.00974856,0,0,0.024596,0,0.00211101,0.00952101,0.0390086,0.0460972,0.0152144,0.0143005,0.0122131,0.00740653,0.022395,0.00371033,0.0088355,0.017908,0.00380582,0.0150849,0.0213,0.0668503,0.0166072,0,0.00963199,0.00877785,0.00825187,0,0,0,0,0,0.0262971
171,0,0,0,0,0,0,0.00604125,0.0112157,0,0,0,0.118871,0.0181287,0.0110522,0,0,0.00245665,0,0.0288695,0.0030935,0.044346,0.0832916,0.0372127,0.0203604,0.0113803,0.0171119,0.0231057,0.0113956,0.0282879,0.0199555,0.0180076,0.0179719,0.036965,0.172114,0.00836346,0.0175028,0.00264323,0.106377,0,0.0141745,0.00602341,0,0,0.0262126,0,0.00295078,0.009306,0.0358093,0.041978,0.0109803,0.008881,0.00838409,0.00756765,0.0223918,0.00294774,0.00953598,0.0157125,0.00483592,0.0131058,0.0184214,0.0675184,0.0182372,0.00932263,0.00965212,0.0118329,0.00712809,0,0,0,0,0.0422069,0.0339636
