Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRB,LILC
68,0,0,0,0,0,0,0.003927,0.0070672,0,0,0,0.0195081,0.021259,0,0,0.00837178,0,0.0259193,0.0034709,0.0445613,0.193219,0.00927886,0.0111174,0.00574627,0.00300156,0.00372891,0.0047826,0.0292809,0.00604789,0.00673473,0.00897498,0.00856229,0.146177,0.00202573,0.0163271,0.0319319,0.0151895,0.0130192,0.00506177,0,0,0.00406125,0,0.0124228,0.0035714,0.0397742,0.0347129,0.0247287,0.014594,0.00811868,0.00756106,0.0110939,0.0305504,0.00930344,0.0116376,0.0104738,0.0140544,0.00841674,0.0150176,0.0253529,0.00436205,0.00512168,0.00364071,0.00860748,0.00324418,0,0,0,0,0.00107368,0.042979
69,0,0,0,0,0,0,0.00394685,0.00701396,0,0,0,0.019609,0.0210442,0,0,0.0083735,0,0.0258543,0.0034087,0.0444185,0.193231,0.00888869,0.0111754,0.00577942,0.0031078,0.00363836,0.00471649,0.0292365,0.00617188,0.00675147,0.00904766,0.00859409,0.145911,0.00201821,0.0163407,0.0327813,0.0153222,0.0119428,0.00495907,0,0,0.00368948,0,0.0125545,0.00346239,0.0399382,0.0342233,0.0246801,0.0135819,0.00834961,0.00730905,0.0104898,0.0302267,0.00844045,0.0105327,0.0106996,0.0153813,0.00802299,0.0152852,0.028025,0.00414218,0.00499036,0.00362723,0.0080898,0.00326821,0,0,0,0,0.000614816,0.0423937
70,0,0,0,0,0,0,0.0040336,0.00684712,0,0,0,0.0196096,0.0207729,0,0,0.00846995,0,0.0257305,0.00348639,0.044273,0.193081,0.00855287,0.0112095,0.00585997,0.00327837,0.00360463,0.00460772,0.029029,0.00629563,0.00677924,0.00912561,0.0085763,0.145885,0.00204229,0.0163149,0.033654,0.0153248,0.0109459,0.00494573,0,0,0.00380755,0,0.0125345,0.00351956,0.040019,0.0335913,0.0246804,0.0125906,0.00877305,0.00729005,0.00975297,0.0298676,0.00756131,0.00930276,0.0111112,0.0168875,0.00763391,0.0156798,0.030679,0.00400432,0.0051773,0.00368269,0.0075989,0.00331204,0,0,0,0,0.000336432,0.0418881
71,0,0,0,0,0,0,0.00417913,0.00674708,0,0,0,0.0195627,0.0206617,0,0,0.00840898,0,0.0257557,0.00350383,0.0441174,0.192985,0.00836641,0.0112991,0.00603216,0.00351659,0.00359988,0.00447891,0.0286977,0.00641573,0.00685474,0.00925164,0.00851639,0.145897,0.00211517,0.0162838,0.034427,0.0153392,0.0101915,0.00495063,0,0,0.00391537,0,0.0125377,0.00357074,0.0400401,0.032833,0.0247224,0.0116608,0.00925638,0.00724411,0.0088835,0.0294818,0.00677293,0.00802364,0.0116577,0.0186419,0.00715443,0.0161177,0.0331371,0.00389828,0.00532795,0.00371117,0.0072857,0.00347167,0,0,0,0,0.00068296,0.0415474
72,0,0,0,0,0,0,0.00434063,0.00673386,0,0,0,0.0195726,0.0203334,0,0,0.00839523,0,0.0257998,0.00350895,0.0439701,0.193148,0.0082985,0.0114301,0.00623153,0.0037042,0.00354025,0.00438428,0.0287006,0.0066169,0.00703841,0.00942354,0.00853682,0.1456,0.00233186,0.0162596,0.0350875,0.0153625,0.00977809,0.00498106,0,0,0.00405323,0,0.0125539,0.00359919,0.0400344,0.0316802,0.0247933,0.0109028,0.00969872,0.00721965,0.00789956,0.0290034,0.00604087,0.00673372,0.0122477,0.0206522,0.00681037,0.016407,0.0352573,0.00381393,0.00545382,0.00371556,0.00717072,0.00368041,0,0,0,0,0.000657044,0.0413858
73,0,0,0,0,0,0,0.0045197,0.0067835,0,0,0,0.0195451,0.0198538,0,0,0.0085187,0,0.0257943,0.00356782,0.0438018,0.193442,0.0083183,0.0116201,0.00645194,0.00387153,0.00350334,0.00423216,0.0286915,0.00687005,0.00718644,0.00959164,0.00856735,0.145071,0.0025584,0.0162234,0.0356279,0.0153462,0.00983273,0.00504762,0,0,0.00414961,0,0.0125369,0.00361166,0.0399338,0.0299335,0.0248848,0.0102601,0.010135,0.00721722,0.00683148,0.0283306,0.00540159,0.00546623,0.0127902,0.0229323,0.00693191,0.0163447,0.0367168,0.00376883,0.00552412,0.00366257,0.0072615,0.00390698,0,0,0,0,0.000362501,0.0413611
74,0,0,0,0,0,0,0.00472802,0.00692613,0,0,0,0.0195159,0.0195371,0,0,0.00868588,0,0.025814,0.00359576,0.0436074,0.193663,0.00824717,0.0118259,0.00676532,0.00400503,0.00344353,0.00405476,0.028552,0.00717645,0.00740872,0.00980153,0.00855372,0.144648,0.00283997,0.0162125,0.0358311,0.0153475,0.010391,0.00514712,0,0,0.00422043,0,0.0125465,0.00359609,0.0397497,0.0276351,0.0250578,0.00974233,0.0105542,0.00729108,0.00574566,0.0274697,0.0051472,0.00426372,0.0133346,0.0254856,0.00784628,0.0159479,0.037391,0.0037945,0.00554921,0.0036615,0.00750971,0.00413729,0,0,0,0,0.000745314,0.0414752
75,0,0,0,0,0,0,0.00498419,0.00713534,0,0,0,0.0195107,0.019348,0,0,0.00891217,0,0.0258799,0.00365039,0.0434281,0.193765,0.00812211,0.0120047,0.00701491,0.00409588,0.00336642,0.00382823,0.0283033,0.0075202,0.00769892,0.0100452,0.00851416,0.144363,0.00309221,0.0162329,0.0359813,0.0153627,0.0114629,0.00526878,0,0,0.00426604,0,0.0125647,0.00360546,0.0395039,0.0251399,0.0252719,0.00931714,0.0109302,0.00741646,0.00465766,0.0267124,0.00544057,0.00308216,0.0142615,0.028263,0.00974582,0.0157788,0.0374305,0.00389611,0.00559778,0.003738,0.00784333,0.00435022,0,0,0,0,0.00121654,0.0416884
76,0,0,0,0,0,0,0.00526159,0.00737434,0,0,0,0.0195206,0.0191476,0,0,0.00918684,0,0.0259537,0.00371226,0.0432888,0.193889,0.0080387,0.0121433,0.00726089,0.00416473,0.00330519,0.00361428,0.0280812,0.00794819,0.00805735,0.0103251,0.00847021,0.144068,0.0033365,0.0162599,0.0357151,0.0153842,0.0127543,0.00540238,0,0,0.00429855,0,0.0125929,0.00356315,0.0392372,0.0227809,0.0255011,0.00884858,0.0112708,0.00751685,0.00372484,0.0261869,0.00624189,0.00210451,0.015872,0.0312515,0.0125482,0.0164461,0.0363872,0.00404308,0.00565869,0.00378103,0.00815081,0.00453122,0,0,0,0,0.00133248,0.0419932
77,0,0,0,0,0,0,0.00547233,0.00770477,0,0,0,0.0195509,0.0189296,0,0,0.00944458,0,0.0260345,0.00374239,0.0431527,0.19411,0.00799493,0.0122027,0.00739863,0.00418963,0.00318319,0.00329233,0.0281716,0.00842675,0.00856594,0.0106105,0.00845823,0.143792,0.00355616,0.016282,0.0347432,0.0154811,0.0141986,0.00551834,0,0,0.00388672,0,0.0127163,0.00344776,0.0389408,0.0209925,0.0257025,0.00826599,0.0115266,0.00743363,0.00315662,0.025957,0.00727177,0.00136598,0.0182034,0.0343707,0.015963,0.0182869,0.0340974,0.00406415,0.00547096,0.00375499,0.00845373,0.00469002,0,0,0,0,0.00130516,0.0424199
78,0,0,0,0,0,0,0.00560358,0.00781217,0,0,0,0.0196123,0.0184794,0,0,0.00973535,0,0.02616,0.00380928,0.0429978,0.194258,0.00801302,0.0122784,0.00746021,0.00431778,0.00318127,0.00292152,0.0281606,0.00888474,0.00902392,0.0108087,0.00841836,0.143676,0.00378454,0.0163019,0.0332335,0.0153683,0.0160007,0.00566635,0,0,0.00441144,0,0.0125798,0.00360693,0.0386673,0.0199816,0.0258899,0.00804376,0.0116725,0.00775672,0.00319188,0.025918,0.00811099,0.00114984,0.0209931,0.037302,0.0195364,0.0210138,0.0308008,0.0042112,0.00582394,0.00373304,0.00846853,0.00482609,0,0,0,0,0.000821017,0.0429008
79,0,0,0,0,0,0,0.00572496,0.00802079,0,0,0,0.0196188,0.0181227,0,0,0.0100587,0,0.0262744,0.00391903,0.0428926,0.194487,0.00805023,0.0123638,0.00765386,0.0045407,0.00326026,0.00259785,0.0279994,0.00939646,0.00953067,0.0110258,0.00833029,0.143401,0.00397857,0.016299,0.031074,0.0153581,0.0180468,0.0058268,0,0,0.0044597,0,0.0125597,0.00368511,0.0382886,0.020073,0.0259894,0.00901526,0.0118416,0.00792413,0.00380485,0.0257708,0.00863966,0.00167483,0.0239213,0.0398629,0.0228279,0.0241543,0.0265394,0.00424898,0.00587043,0.0037539,0.00858303,0.00493897,0,0,0,0,0.000548431,0.0433844
80,0,0,0,0,0,0,0.00589058,0.00815157,0,0,0,0.0195675,0.0179668,0,0,0.0102758,0,0.0262841,0.00394693,0.0428528,0.194784,0.008125,0.0123706,0.00786272,0.00471298,0.00333986,0.0022726,0.0281265,0.00994832,0.0101557,0.0112731,0.00825164,0.143092,0.00410257,0.0162753,0.0288938,0.0153402,0.0201701,0.00593523,0,0,0.00452132,0,0.0125282,0.00377922,0.037947,0.021287,0.0260285,0.0111757,0.011994,0.00806433,0.0045653,0.0257318,0.00877557,0.00269315,0.0267535,0.0419298,0.0256238,0.0273653,0.022056,0.00425354,0.00600101,0.00382786,0.0087067,0.00503851,0,0,0,0,0.000952159,0.0438473
81,0,0,0,0,0,0,0.0060561,0.008207,0,0,0,0.0195297,0.0176918,0,0,0.0104165,0,0.0262945,0.00390962,0.0428747,0.195084,0.00829304,0.0123044,0.00807883,0.00497713,0.0034742,0.00195532,0.028152,0.0104484,0.0107167,0.0114826,0.00816045,0.142701,0.00424695,0.0162678,0.0273203,0.0153364,0.0222025,0.00598147,0,0,0.00451527,0,0.0125074,0.00387448,0.0375566,0.023363,0.026002,0.0136851,0.012129,0.00817499,0.00512044,0.0257254,0.00863991,0.00374343,0.0292626,0.0433503,0.0280964,0.0303002,0.0178594,0.00423452,0.00615478,0.00393303,0.00880679,0.00513615,0,0,0,0,0.000983658,0.0442237
82,0,0,0,0,0,0,0.00618445,0.00825889,0,0,0,0.0195397,0.0172252,0,0,0.010615,0,0.0263296,0.00390334,0.0429228,0.195324,0.00854295,0.0122143,0.00834186,0.00533099,0.00371895,0.00167606,0.02792,0.0109277,0.0111918,0.0116673,0.00805402,0.142232,0.0044774,0.0163005,0.0262928,0.0153676,0.0238049,0.00596198,0,0,0.00443991,0,0.0125337,0.003874,0.0370776,0.0253996,0.0259697,0.0156786,0.0122848,0.00829811,0.00558938,0.0254471,0.00844011,0.00453763,0.031163,0.044329,0.0299083,0.0325176,0.0145475,0.00419515,0.00620143,0.00400902,0.00893581,0.00526989,0,0,0,0,0.000546063,0.0444771
83,0,0,0,0,0,0,0.00628242,0.00830752,0,0,0,0.0195817,0.016687,0,0,0.0108312,0,0.0263779,0.00389002,0.0430174,0.19549,0.00885084,0.0120687,0.00861742,0.00573044,0.004063,0.00144178,0.0275095,0.0113812,0.0115311,0.0118108,0.00794481,0.141749,0.00469757,0.0163497,0.0258358,0.015412,0.0247208,0.00590018,0,0,0.00428023,0,0.0125757,0.00382568,0.0366167,0.0264949,0.0258955,0.0165171,0.0124012,0.00837191,0.00562251,0.0250753,0.00840683,0.00478736,0.032309,0.0448803,0.0309935,0.0337681,0.0126731,0.0041992,0.0061535,0.00401333,0.00899089,0.00541195,0,0,0,0,0.00100222,0.0446115
84,0,0,0,0,0,0,0.00640386,0.00842833,0,0,0,0.0195742,0.016344,0,0,0.010877,0,0.0265173,0.00389214,0.0430981,0.195673,0.00918112,0.0118354,0.0087811,0.00596655,0.00434129,0.00136059,0.0273577,0.011833,0.0118978,0.0119547,0.00787097,0.141255,0.0047119,0.0163843,0.0258743,0.0154391,0.0250333,0.00588703,0,0,0.00407173,0,0.0126122,0.00380834,0.0362676,0.0262804,0.0258424,0.0163173,0.0124996,0.00844179,0.00529177,0.0247289,0.00855176,0.00455085,0.0326653,0.045071,0.0313783,0.0340802,0.012392,0.00426929,0.00608531,0.00406456,0.00903485,0.005575,0,0,0,0,0.00141296,0.0446622
85,0,0,0,0,0,0,0.00647114,0.00839331,0,0,0,0.019556,0.0160503,0,0,0.0109678,0,0.0266271,0.00390085,0.0431219,0.195573,0.00951302,0.0115527,0.00896121,0.00597011,0.00449473,0.00146043,0.0274777,0.0122882,0.0123069,0.012112,0.00786306,0.141269,0.00495998,0.0163968,0.0252934,0.0153004,0.0246035,0.00597956,0,0,0.00449337,0,0.0124576,0.00403568,0.0360253,0.0250747,0.0258809,0.0149098,0.012506,0.0087965,0.00469956,0.0243652,0.00919737,0.00408846,0.0320061,0.0450609,0.0307639,0.0331291,0.0134995,0.00443996,0.00640926,0.0041699,0.00882636,0.00571202,0,0,0,0,0.00136127,0.0446816
86,0,0,0,0,0,0,0.00646188,0.0084612,0,0,0,0.0196031,0.0157971,0,0,0.0109953,0,0.0266661,0.00394855,0.0431308,0.195809,0.00983655,0.0112612,0.00898355,0.0060141,0.00475496,0.00155254,0.0274228,0.0127655,0.012743,0.012269,0.00780462,0.140758,0.00504012,0.0164069,0.025737,0.015319,0.024073,0.00597961,0,0,0.00441927,0,0.0124985,0.00406247,0.0358611,0.0240827,0.0257991,0.0135177,0.0125287,0.00894292,0.0041612,0.0242054,0.00964946,0.00359334,0.0308377,0.0446616,0.0294899,0.0316915,0.0155055,0.00456219,0.00640944,0.00425037,0.00867125,0.00574379,0,0,0,0,0.00124064,0.0446634
87,0,0,0,0,0,0,0.00639504,0.0084601,0,0,0,0.0196789,0.0153229,0,0,0.0110137,0,0.0266835,0.00395241,0.0430922,0.196023,0.0100846,0.011084,0.00904931,0.00611067,0.00515064,0.00157662,0.0271136,0.0131831,0.0131083,0.0123574,0.00769364,0.140181,0.00517221,0.0164134,0.0267545,0.0153385,0.0236262,0.0059846,0,0,0.00449081,0,0.0125111,0.00411446,0.0357334,0.0246555,0.0256433,0.0117931,0.0125541,0.00905787,0.00367908,0.0240662,0.0104402,0.00354819,0.0290618,0.0438334,0.0278098,0.029484,0.0187515,0.00462036,0.00644606,0.00433703,0.00845179,0.00569833,0,0,0,0,0.00117072,0.0446039
88,0,0,0,0,0,0,0.0063573,0.00842023,0,0,0,0.0197611,0.0148849,0,0,0.0110334,0,0.0266808,0.00392995,0.0429873,0.196245,0.0102818,0.0110566,0.00911567,0.00625148,0.00560328,0.00160651,0.0266344,0.0135586,0.0134109,0.0124238,0.00751161,0.139569,0.00530047,0.0164058,0.0282778,0.0153667,0.022834,0.00595744,0,0,0.00461422,0,0.012512,0.00420524,0.0356587,0.0263608,0.0254046,0.0105175,0.0126125,0.00913689,0.00338942,0.0240301,0.0109709,0.00353378,0.0272125,0.0427217,0.0259228,0.0271916,0.0226364,0.00459744,0.00648366,0.00441074,0.00824852,0.00563368,0,0,0,0,0.00117905,0.0445385
89,0,0,0,0,0,0,0.00634004,0.00830796,0,0,0,0.0197918,0.0145921,0,0,0.01106,0,0.0266621,0.00386225,0.0428558,0.196584,0.0104973,0.0110976,0.00911458,0.00633909,0.00605272,0.00203989,0.0263327,0.0139482,0.0137152,0.0124694,0.00732724,0.138872,0.00539656,0.0163756,0.0298067,0.0154567,0.0225899,0.00589483,0,0,0.00466097,0,0.0125835,0.00425296,0.035571,0.0288134,0.0250747,0.0098852,0.0126532,0.00919004,0.00322923,0.0241115,0.0111783,0.00355081,0.0255199,0.0415816,0.0240401,0.0250097,0.0270702,0.00452798,0.00647862,0.00445975,0.00810935,0.00555119,0,0,0,0,0.00120692,0.0445011
90,0,0,0,0,0,0,0.006325,0.00814958,0,0,0,0.0198325,0.0142594,0,0,0.0110732,0,0.0266771,0.00381441,0.0428042,0.197189,0.0108829,0.0111198,0.0091051,0.00649989,0.00655716,0.00246237,0.0262046,0.0143879,0.0140677,0.0124755,0.00717119,0.137853,0.00544927,0.0163613,0.0311355,0.0155602,0.0234855,0.00578671,0,0,0.00460964,0,0.0126765,0.00430667,0.0353486,0.0319208,0.024658,0.0100139,0.0127057,0.00922762,0.00314443,0.0243664,0.0109791,0.00352611,0.0244963,0.0408695,0.0225853,0.0235315,0.0307478,0.00446709,0.00647264,0.00452916,0.00801381,0.0054885,0,0,0,0,0.00124406,0.0445866
91,0,0,0,0,0,0,0.00631663,0.00797911,0,0,0,0.019878,0.0139278,0,0,0.0111382,0,0.0267187,0.00381536,0.0428455,0.197926,0.0113985,0.0110616,0.00908498,0.00676025,0.00710195,0.0028623,0.0261206,0.0148632,0.014455,0.0124971,0.00698529,0.136667,0.0054233,0.0163742,0.032489,0.0156323,0.0248031,0.00571295,0,0,0.00444469,0,0.0127496,0.00429821,0.0350175,0.035126,0.0242731,0.010592,0.0127985,0.0092257,0.00274545,0.0244979,0.0110614,0.00408259,0.0241531,0.0406123,0.0215498,0.0226282,0.033555,0.00446911,0.00646572,0.0046014,0.00796841,0.00547058,0,0,0,0,0.0012026,0.0447653
92,0,0,0,0,0,0,0.00623632,0.00767129,0,0,0,0.0198964,0.0135397,0,0,0.0112704,0,0.0267567,0.00387243,0.0430011,0.198504,0.0118697,0.0108535,0.00911687,0.00707691,0.00771819,0.0035516,0.0261163,0.0153518,0.0148451,0.012489,0.0068214,0.135679,0.0055183,0.0163756,0.0338204,0.015588,0.0251372,0.00567766,0,0,0.00493349,0,0.0126825,0.00452863,0.0345734,0.0376994,0.0240274,0.0113905,0.0128719,0.00943257,0.00199612,0.0244283,0.0114512,0.00507553,0.0241613,0.0405606,0.0211793,0.0224204,0.0346602,0.00446409,0.00675371,0.00470533,0.00774412,0.00546109,0,0,0,0,0.000803039,0.0450695
93,0,0,0,0,0,0,0.00611007,0.00752876,0,0,0,0.0199332,0.0131773,0,0,0.0113885,0,0.0267945,0.00394269,0.0432256,0.199261,0.0121343,0.0105284,0.00904204,0.00742999,0.00846983,0.00444496,0.0262513,0.0158022,0.0151545,0.0124355,0.00669443,0.134265,0.005586,0.0164012,0.0349287,0.0156381,0.0245814,0.00566159,0,0,0.00500577,0,0.0127241,0.00461571,0.0339975,0.0396671,0.0239409,0.0119654,0.0131045,0.00953108,0.000921755,0.024019,0.0121796,0.00634946,0.0242085,0.0402899,0.0212056,0.0225937,0.0346787,0.00450496,0.00677216,0.00478648,0.00764968,0.00541917,0,0,0,0,0.000629371,0.0454017
94,0,0,0,0,0,0,0.00588321,0.00741688,0,0,0,0.0199495,0.0127262,0,0,0.0114552,0,0.0268481,0.00394557,0.0435595,0.199951,0.0121447,0.0101839,0.00892822,0.00771948,0.00924445,0.00523409,0.0265041,0.0161778,0.0153783,0.0123762,0.00661661,0.13264,0.00570486,0.0164313,0.0359113,0.0156819,0.0238851,0.00559243,0,0,0.00503797,0,0.0127601,0.00469502,0.0332038,0.0415406,0.0239725,0.0116778,0.0133686,0.0096315,0.00080905,0.0234085,0.0127767,0.00741739,0.0241786,0.0399072,0.0213122,0.0229517,0.0343902,0.00459393,0.00679229,0.00480673,0.00756681,0.00526383,0,0,0,0,0.000616887,0.0456932
95,0,0,0,0,0,0,0.00557695,0.00734297,0,0,0,0.0199342,0.0121171,0,0,0.0115709,0,0.0268784,0.00393757,0.0440309,0.200521,0.0118778,0.0099771,0.00882198,0.0080722,0.010145,0.00584114,0.0265994,0.0164444,0.0154895,0.0121959,0.00654995,0.130804,0.00577001,0.016436,0.0365314,0.0157025,0.0235582,0.00545272,0,0,0.00504231,0,0.0127852,0.00472832,0.0322497,0.0435014,0.0240653,0.0109209,0.0135756,0.00971016,0.00198666,0.0227542,0.0129197,0.00814692,0.0240388,0.0396742,0.0213221,0.0232879,0.0344409,0.00466869,0.00680188,0.0048077,0.00752213,0.00499628,0,0,0,0,0.000646313,0.0459395
96,0,0,0,0,0,0,0.00528552,0.00734864,0,0,0,0.0199165,0.011237,0,0,0.0117448,0,0.0268992,0.00396547,0.0445468,0.201355,0.011443,0.00993291,0.00866869,0.00829255,0.0109152,0.00645471,0.0269054,0.0166043,0.0154904,0.0120126,0.00661594,0.128184,0.00576045,0.0164439,0.0363517,0.0156706,0.0233878,0.00535057,0,0,0.00512685,0,0.0127685,0.00480747,0.0314963,0.0450616,0.024241,0.0104626,0.0137063,0.00984722,0.00312088,0.0220427,0.0128915,0.00879564,0.023786,0.0394256,0.0211336,0.0233266,0.0343034,0.00476063,0.00681968,0.00479266,0.00758207,0.00473769,0,0,0,0,0.000640936,0.0462238
97,0,0,0,0,0,0,0.00506207,0.0073756,0,0,0,0.0198521,0.0101215,0,0,0.0119482,0,0.0269355,0.00398677,0.0452367,0.201879,0.0109492,0.00995704,0.00857212,0.00845951,0.0115071,0.00720932,0.0272573,0.016622,0.0154628,0.0118751,0.00671967,0.125656,0.00590964,0.0164458,0.0356608,0.0156441,0.0228634,0.00529398,0,0,0.0051414,0,0.0127528,0.00485895,0.0309518,0.0455325,0.0244506,0.0102356,0.0136783,0.00998275,0.0040801,0.0214037,0.0124951,0.00925248,0.0233857,0.0389989,0.0207151,0.0229763,0.03386,0.00491629,0.00679565,0.00479478,0.00769025,0.00455113,0,0,0,0,0.000757713,0.0465649
98,0,0,0,0,0,0,0.00496215,0.0075922,0,0,0,0.0197671,0.00870962,0,0,0.012181,0,0.026989,0.004002,0.0460096,0.201967,0.0103677,0.0100704,0.0085803,0.00842608,0.0117701,0.00798902,0.0278436,0.0164461,0.0153802,0.0117509,0.00690283,0.123193,0.0061618,0.016458,0.0345105,0.0157077,0.0220427,0.00532663,0,0,0.0046679,0,0.0128492,0.00474815,0.0306739,0.0447674,0.0247025,0.0101562,0.0136658,0.0100026,0.00504996,0.0208487,0.0119312,0.00962356,0.0225196,0.0382545,0.0197406,0.0217367,0.0336563,0.00513303,0.00656355,0.00479441,0.00801998,0.00452337,0,0,0,0,0.00109608,0.0469401
99,0,0,0,0,0,0,0.0048826,0.00752195,0,0,0,0.019693,0.00705748,0,0,0.0124654,0,0.0270515,0.0040715,0.0466694,0.201161,0.00964205,0.0102011,0.00852899,0.00823189,0.0117743,0.0088088,0.0282227,0.0160191,0.015221,0.0115384,0.0069948,0.121531,0.00639131,0.0164736,0.0329911,0.0155394,0.0210956,0.00544842,0,0,0.00530983,0,0.0126656,0.00497044,0.0307047,0.0430693,0.0249212,0.0102152,0.0134488,0.0103703,0.00592163,0.0203895,0.0113761,0.00994168,0.0212079,0.0371705,0.0183666,0.0198706,0.0333174,0.00527343,0.00681554,0.00479185,0.00809135,0.00463659,0,0,0,0,0.00122742,0.0472744
100,0,0,0,0,0,0,0.00479409,0.00755541,0,0,0,0.0196168,0.0053773,0,0,0.0127415,0,0.0271004,0.00413623,0.0470192,0.200544,0.008809,0.0103356,0.00848,0.00772918,0.011531,0.00948864,0.0285253,0.0153818,0.0150535,0.0113727,0.00722747,0.118602,0.00656566,0.0164873,0.0310512,0.0154989,0.0200022,0.0056814,0,0,0.00517287,0,0.0126135,0.00497338,0.0311083,0.0408968,0.0250884,0.00983096,0.0131021,0.0104949,0.00645687,0.0199825,0.0109219,0.0100954,0.0196667,0.0359922,0.0170786,0.0178947,0.0318604,0.00522022,0.0068822,0.00478556,0.00831536,0.00480933,0,0,0,0,0.00125658,0.0475466
101,0,0,0,0,0,0,0.00471799,0.00742774,0,0,0,0.019563,0.00543178,0,0,0.0128871,0,0.0271271,0.00414627,0.0476332,0.199892,0.00776023,0.0104857,0.00835196,0.00720648,0.0111481,0.00996933,0.0289003,0.0145432,0.0148213,0.0112719,0.00754919,0.116053,0.00667229,0.0164997,0.0293288,0.0154607,0.0186907,0.00591463,0,0,0.00505095,0,0.0125462,0.00501576,0.0311995,0.0387305,0.0251695,0.00907372,0.0125655,0.0105913,0.00673426,0.0195059,0.0108099,0.0102736,0.0182404,0.034824,0.016166,0.0163466,0.0299876,0.00509461,0.00695782,0.0048066,0.0083903,0.00491687,0,0,0,0,0.000849996,0.0475081
102,0,0,0,0,0,0,0.00466847,0.00724564,0,0,0,0.0195483,0.00728433,0,0,0.0129459,0,0.0271464,0.00409101,0.0483629,0.199969,0.00669148,0.0106324,0.00820746,0.00675867,0.010823,0.0104615,0.0296503,0.0136362,0.0146579,0.0111352,0.00808377,0.113889,0.00671572,0.0165117,0.027307,0.0154765,0.0174726,0.00609686,0,0,0.00482196,0,0.0125459,0.00497092,0.0311448,0.0368623,0.0250483,0.00795507,0.0119147,0.010674,0.00678468,0.0189662,0.0108614,0.0103874,0.0169978,0.0338288,0.0153791,0.0152644,0.02806,0.0049711,0.00697448,0.00477085,0.00834368,0.00497216,0,0,0,0,0.000632026,0.0471805
103,0,0,0,0,0,0,0.00463846,0.007045,0,0,0,0.0195114,0.00964896,0,0,0.0129583,0,0.0271578,0.00400671,0.0488733,0.200617,0.00609448,0.010829,0.00807513,0.00650628,0.0106057,0.0107818,0.0301152,0.0127544,0.014663,0.0110256,0.00860821,0.113248,0.00668505,0.0165095,0.0248988,0.0154892,0.0164379,0.00624076,0,0,0.00451753,0,0.0125545,0.00498008,0.0311239,0.0352331,0.0247645,0.00683981,0.01127,0.0107153,0.0067048,0.0185548,0.0107568,0.0103127,0.016006,0.0328114,0.0145785,0.014604,0.0263677,0.00485045,0.00694209,0.0047405,0.00820322,0.00501868,0,0,0,0,0.000831122,0.0466185
104,0,0,0,0,0,0,0.00462469,0.00684623,0,0,0,0.0194825,0.0120251,0,0,0.0129626,0,0.0271669,0.00398443,0.0490706,0.201622,0.00624926,0.0110837,0.007898,0.00644534,0.010338,0.011004,0.030203,0.0119922,0.014859,0.0109511,0.00899486,0.11474,0.00658275,0.0165136,0.0223927,0.0154758,0.0156352,0.00634068,0,0,0.00417378,0,0.0125445,0.00494411,0.0312043,0.0336903,0.0243153,0.00609064,0.010684,0.0107109,0.00660189,0.0184254,0.0102213,0.00992771,0.0151169,0.0317256,0.0136729,0.0142495,0.0254042,0.00474607,0.00688467,0.00475992,0.0080325,0.00504198,0,0,0,0,0.00127215,0.0459346
105,0,0,0,0,0,0,0.00463963,0.00671781,0,0,0,0.0195309,0.0138162,0,0,0.0129504,0,0.027203,0.00400761,0.0491687,0.203112,0.0070515,0.0114245,0.00770589,0.00656856,0.0101973,0.0112373,0.0302224,0.0114086,0.0151613,0.0107387,0.00943922,0.117963,0.00641367,0.0165384,0.0201574,0.0155279,0.0149104,0.00641892,0,0,0.00382308,0,0.0125754,0.00483476,0.0313695,0.0322039,0.023766,0.00563812,0.0101055,0.0106823,0.00664861,0.0184733,0.00938547,0.00931447,0.0144042,0.0306739,0.0127955,0.0139255,0.0252636,0.00472619,0.00680228,0.00476689,0.00792251,0.00501355,0,0,0,0,0.00134058,0.0451133
106,0,0,0,0,0,0,0.00465929,0.00640233,0,0,0,0.0195416,0.0151858,0,0,0.0128783,0,0.0271741,0.0039818,0.0493612,0.204741,0.00777273,0.0117867,0.00761569,0.00668494,0.00983234,0.0113307,0.0305618,0.0109239,0.0152381,0.0105683,0.00992028,0.122538,0.00640577,0.0165173,0.0179084,0.0154371,0.0144152,0.00659009,0,0,0.00441731,0,0.0124665,0.00506236,0.0314977,0.030745,0.023121,0.00507222,0.00951484,0.0109114,0.00675357,0.0185794,0.00858788,0.00865895,0.0138468,0.0297463,0.0119749,0.0135512,0.0255893,0.00446534,0.00703946,0.00484048,0.00755214,0.00502584,0,0,0,0,0.00123003,0.044252
