Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRB,LILC
185,0,0,0,0,0,0,0.00501195,0.00537598,0,0,0,0.0184263,0.0202756,0,0,0.00998847,0,0.0274737,0.00272533,0.04413,0.193506,0.00921172,0.013549,0.00712732,0.00216078,0.00503792,0.00637559,0.0308159,0.00446022,0.00552365,0.00782341,0.00955002,0.144547,0.00512188,0.0173939,0.0355081,0.0143173,0.0258807,0.00599028,0,0,0.00146587,0,0.0116416,0.00275909,0.0390336,0.0471988,0.0210613,0.0230022,0.00616231,0.00816642,0.0116496,0.0327103,0.0171599,0.017933,0.0096898,0.0084864,0.0113131,0.0154016,0.0149077,0.00462314,0.00470304,0.00339755,0.00664241,0.00488541,0,0,0,0,0,0.0395101
186,0,0,0,0,0,0,0.00510864,0.00564118,0,0,0,0.0184175,0.0201591,0,0,0.0101651,0,0.0274899,0.00276502,0.0442268,0.193411,0.00883142,0.0133138,0.0074417,0.00230986,0.00490633,0.00610435,0.0306462,0.00479532,0.00545013,0.00810391,0.00956268,0.144624,0.00544264,0.0173743,0.0357332,0.0142952,0.0257507,0.0060876,0,0,0.00151225,0,0.0116105,0.00274109,0.0387992,0.0473431,0.021052,0.0228689,0.00625339,0.00820521,0.0124194,0.0329073,0.0171709,0.0185289,0.00998476,0.00832559,0.0114002,0.0149652,0.0155457,0.00460474,0.00476498,0.00334789,0.00681741,0.00495202,0,0,0,0,0,0.0400157
187,0,0,0,0,0,0,0.00523996,0.00590373,0,0,0,0.0184206,0.0202054,0,0,0.0103536,0,0.027513,0.002833,0.044276,0.193142,0.00875232,0.0131259,0.00776726,0.00237087,0.00471208,0.00576996,0.0305055,0.00512708,0.00528058,0.00834478,0.00967483,0.144828,0.00573845,0.0173565,0.0358959,0.01435,0.0252749,0.00618191,0,0,0.00155897,0,0.0116455,0.00274459,0.0388068,0.0471337,0.0210958,0.02257,0.0064621,0.00819272,0.0131252,0.033109,0.0170359,0.0185677,0.0102471,0.00824727,0.0114301,0.0145815,0.0161087,0.00461952,0.004862,0.00331274,0.00696995,0.00504304,0,0,0,0,0,0.0404698
188,0,0,0,0,0,0,0.00538482,0.00610663,0,0,0,0.0184173,0.0203675,0,0,0.010541,0,0.0275045,0.00296297,0.0442512,0.192874,0.0089533,0.0129338,0.00814318,0.00240342,0.00444812,0.0053901,0.0303932,0.00544727,0.00506168,0.0085195,0.00981351,0.144966,0.00610045,0.0173149,0.0355311,0.0143891,0.0246317,0.00625565,0,0,0.00157305,0,0.0116868,0.0026812,0.0389857,0.0464273,0.0212499,0.0221119,0.00675444,0.00821981,0.0137009,0.033322,0.0168167,0.0185357,0.0103771,0.0082868,0.0114032,0.0142959,0.0163531,0.00462838,0.00485225,0.00325112,0.00710507,0.005168,0,0,0,0,0,0.0408984
189,0,0,0,0,0,0,0.00549247,0.00626902,0,0,0,0.0184236,0.0205727,0,0,0.0107373,0,0.0274874,0.0030117,0.0442124,0.192611,0.00935295,0.0127497,0.0084171,0.00240076,0.00417664,0.00503387,0.0302619,0.00579509,0.0049525,0.00869087,0.0099672,0.145257,0.00629288,0.0172937,0.0346196,0.0143016,0.0234628,0.00624089,0,0,0.00149922,0,0.0116259,0.00260615,0.0393005,0.0450549,0.0214449,0.0216088,0.0071446,0.00826558,0.014055,0.0334459,0.0164685,0.0185984,0.0105361,0.00847113,0.0114334,0.0142452,0.0159757,0.00455172,0.00481458,0.00321695,0.00722743,0.00526794,0,0,0,0,0,0.0411931
190,0,0,0,0,0,0,0.00560731,0.006352,0,0,0,0.018444,0.020668,0,0,0.0108952,0,0.0274418,0.00302498,0.0441855,0.192251,0.00975973,0.0125766,0.00863698,0.00242643,0.00400361,0.00478208,0.0301236,0.0060853,0.00491268,0.00887154,0.0100964,0.145466,0.00639277,0.0172506,0.0332202,0.0142878,0.0220278,0.00620111,0,0,0.00156255,0,0.0116079,0.00261591,0.0395719,0.0433908,0.0215719,0.0210948,0.00749782,0.00829142,0.0140918,0.0334756,0.0160407,0.01866,0.0107054,0.00876989,0.0113665,0.0143426,0.0154388,0.00448397,0.00479652,0.00323942,0.00733073,0.0053381,0,0,0,0,0,0.0413814
191,0,0,0,0,0,0,0.00571181,0.00647479,0,0,0,0.0184919,0.0207254,0,0,0.0107528,0,0.027374,0.00303008,0.0442087,0.191939,0.00998721,0.0124381,0.00880052,0.00250012,0.00391034,0.00460069,0.0300072,0.00633445,0.00500985,0.0090329,0.0101939,0.145613,0.00643439,0.0171843,0.0316332,0.0144299,0.0205779,0.0061404,0,0,0.0019539,0,0.0117345,0.00259296,0.039654,0.041692,0.0215937,0.0205343,0.00788351,0.0081458,0.0140856,0.0333851,0.0154844,0.0183775,0.010832,0.00914678,0.0113082,0.014564,0.0148937,0.00462894,0.00458784,0.00322736,0.00751201,0.00536973,0,0,0,0,0,0.0415155
192,0,0,0,0,0,0,0.00580941,0.006093,0,0,0,0.0185134,0.0207588,0,0,0.0106776,0,0.0273444,0.00305594,0.0442335,0.19192,0.0100084,0.0122684,0.00878722,0.00263829,0.00379169,0.0044657,0.0298857,0.00653962,0.00521861,0.00916832,0.0102538,0.145448,0.00637313,0.0171032,0.030247,0.0142861,0.0194635,0.00607184,0,0,0.0019469,0,0.0115463,0.00311652,0.0394734,0.0402343,0.0216376,0.0199342,0.00816775,0.00833639,0.0140407,0.0331056,0.0147676,0.0178685,0.0109055,0.0096286,0.0111889,0.0148341,0.0150959,0.00421019,0.00533508,0.00342033,0.00714241,0.00549023,0,0,0,0,0,0.041662
193,0,0,0,0,0,0,0.00589674,0.00585573,0,0,0,0.0185118,0.0207525,0,0,0.010472,0,0.0273222,0.00301748,0.0442768,0.192004,0.0099007,0.0120616,0.00882013,0.00280451,0.00368102,0.00436384,0.0297264,0.00675247,0.00535958,0.00933828,0.0102943,0.145192,0.00637214,0.0170574,0.0290901,0.0143631,0.0186142,0.00602551,0,0,0.00245091,0,0.0115625,0.00332253,0.0390681,0.0389833,0.0215815,0.0192491,0.00842428,0.00829127,0.013805,0.0327263,0.0138517,0.0170192,0.0110894,0.0102248,0.0111356,0.0152288,0.0160089,0.00403926,0.00556508,0.00354828,0.00694292,0.00557269,0,0,0,0,0,0.0417865
194,0,0,0,0,0,0,0.00602112,0.0054446,0,0,0,0.0184956,0.0207306,0,0,0.0101144,0,0.027309,0.00307228,0.0442461,0.192387,0.00971044,0.011819,0.00890219,0.00302735,0.00356368,0.00425998,0.0295531,0.00691095,0.00549746,0.00951365,0.0103032,0.1447,0.00636235,0.0171092,0.0283916,0.0145654,0.0175888,0.00611132,0,0,0.00306445,0,0.0116457,0.00344086,0.0386754,0.038028,0.0214449,0.018612,0.00854989,0.00828589,0.0134235,0.0322736,0.0129077,0.0160005,0.011077,0.0108965,0.0110476,0.0155519,0.017342,0.00399782,0.00576308,0.00362162,0.00651235,0.00572986,0,0,0,0,0,0.0419741
195,0,0,0,0,0,0,0.00403402,0.0128552,0,0,0,0.0192888,0.0213231,0,0,0.00635279,0,0.0258755,0.00211751,0.0454089,0.184638,0.00922387,0.0308762,0.00427772,0.00479405,0.00675292,0.00473049,0.0250236,0.00697441,0.00394161,0.0082012,0.0130254,0.15162,0.00432926,0.016364,0.0303613,0.0151227,0.0153897,0.00600568,0,0,0.0062542,0,0.0118119,0.00444917,0.0427056,0.0321294,0.0101955,0.0132616,0.0146761,0.0087131,0.0114634,0.0315399,0.0119563,0.0157379,0.0084774,0.0105738,0.0091432,0.0114325,0.0140863,0.00492277,0.00710571,0.00420397,0.0142586,0.00565164,0,0,0,0,0,0
196,0,0,0,0,0,0,0.00399984,0.0128483,0,0,0,0.0193247,0.0211503,0,0,0.00614177,0,0.0258858,0.00280267,0.0452895,0.1845,0.00922681,0.031004,0.00429533,0.00470673,0.00658705,0.00465337,0.0247415,0.00705778,0.00410038,0.0082745,0.0129799,0.151619,0.00427878,0.016328,0.0303902,0.0151675,0.0142216,0.00600609,0,0,0.00668526,0,0.0118366,0.00483208,0.0424978,0.0315773,0.0103887,0.0121432,0.0146031,0.00849206,0.0108923,0.0311922,0.0110027,0.0147291,0.00827179,0.0112554,0.00876592,0.0116053,0.0159602,0.00477468,0.00725433,0.00436721,0.0141808,0.00571816,0,0,0,0,0,0
197,0,0,0,0,0,0,0.00390153,0.0127702,0,0,0,0.0192946,0.0210675,0,0,0.00646719,0,0.0257491,0.00278877,0.0452996,0.184223,0.00924674,0.0311028,0.0043574,0.0047327,0.00653306,0.00458115,0.0245123,0.00707919,0.00422912,0.00837267,0.0130066,0.151775,0.00428179,0.0162283,0.030883,0.0152391,0.0130277,0.00594626,0,0,0.00707267,0,0.011884,0.00507757,0.0423946,0.030945,0.0106689,0.0105407,0.0143451,0.00832726,0.0102838,0.0309242,0.0100701,0.0133606,0.00821002,0.0121203,0.00829512,0.0118744,0.0181404,0.00467473,0.00731036,0.00453528,0.0140446,0.00581926,0,0,0,0,0,0
198,0,0,0,0,0,0,0.00378384,0.0126477,0,0,0,0.0192486,0.0209916,0,0,0.00648887,0,0.0256316,0.00275958,0.0453941,0.183953,0.00929166,0.0312684,0.0044744,0.00482172,0.0066008,0.00451955,0.0243336,0.00718338,0.00446694,0.00841384,0.0130794,0.151875,0.00443509,0.0161531,0.0316693,0.0154503,0.0118173,0.00566085,0,0,0.00693354,0,0.0121,0.00494853,0.0424205,0.0303014,0.0109864,0.00923617,0.0140952,0.00817208,0.00968391,0.0307219,0.00922468,0.0116821,0.00809817,0.0131231,0.0077146,0.0120745,0.0202827,0.00499576,0.00697156,0.0046486,0.0138958,0.00579563,0,0,0,0,0,0
199,0,0,0,0,0,0,0.00373612,0.0125098,0,0,0,0.0192873,0.0209321,0,0,0.00638274,0,0.0256278,0.0027255,0.0453948,0.183642,0.00935854,0.0314672,0.00452481,0.00478112,0.00652766,0.00448071,0.0241446,0.00731809,0.00474425,0.00841709,0.0131289,0.151952,0.004446,0.0161677,0.0326249,0.0155296,0.0104768,0.00558024,0,0,0.00740619,0,0.0121489,0.00514193,0.0424115,0.0296942,0.0114096,0.00805864,0.0138591,0.00810413,0.00911844,0.0304377,0.00839823,0.0103673,0.00772367,0.0143327,0.00700816,0.0122693,0.022636,0.00501565,0.00706847,0.00479526,0.0137037,0.00589407,0,0,0,0,0,0
200,0,0,0,0,0,0,0.00365781,0.0123463,0,0,0,0.0193073,0.0208534,0,0,0.00643655,0,0.0255665,0.00273011,0.045285,0.183396,0.00929125,0.0317459,0.00462118,0.00470771,0.00644624,0.00441839,0.0239343,0.0073949,0.00499463,0.00845756,0.0131441,0.151964,0.00451868,0.0161895,0.0335045,0.0156023,0.00919236,0.00545731,0,0,0.00774327,0,0.0122008,0.00533521,0.0423076,0.0290614,0.0118134,0.00670063,0.013748,0.00803324,0.00851076,0.0300315,0.00763798,0.00927129,0.00754304,0.0158138,0.00641536,0.0124507,0.0251947,0.00509249,0.00711146,0.00494082,0.0134868,0.00594242,0,0,0,0,0,0
201,0,0,0,0,0,0,0.00357818,0.0122366,0,0,0,0.0192765,0.0206242,0,0,0.00652156,0,0.0255331,0.00271775,0.0451355,0.183351,0.00924951,0.0321829,0.00475415,0.00464602,0.00637622,0.00436304,0.0236925,0.00751771,0.00523984,0.00853923,0.0131008,0.15176,0.00456123,0.0161205,0.0342217,0.0156751,0.00785157,0.00534387,0,0,0.00806442,0,0.0122678,0.00554838,0.0421307,0.0282762,0.0121359,0.00519839,0.0136568,0.00790382,0.00777528,0.0297954,0.00683717,0.00819056,0.00769961,0.0174396,0.00591399,0.0126933,0.0276473,0.00519483,0.00719382,0.00505142,0.0133169,0.00604117,0,0,0,0,0,0
202,0,0,0,0,0,0,0.00354604,0.0120821,0,0,0,0.0192793,0.0203644,0,0,0.00674874,0,0.0255526,0.00278448,0.0449469,0.183319,0.00915342,0.0325144,0.00491435,0.00464675,0.0063792,0.00432725,0.0235086,0.00756369,0.00542984,0.00867493,0.0130311,0.151664,0.00464061,0.0160969,0.0348571,0.0157382,0.00662303,0.0052327,0,0,0.00833565,0,0.0123433,0.00582635,0.0418841,0.0274825,0.0124148,0.00383385,0.0135777,0.00760555,0.00689908,0.0295984,0.00599451,0.00695394,0.00833425,0.0192119,0.00567843,0.0130037,0.0299107,0.00529385,0.0072758,0.00512073,0.0131418,0.0061542,0,0,0,0,0,0
203,0,0,0,0,0,0,0.00350079,0.0118937,0,0,0,0.0193151,0.0200346,0,0,0.00701729,0,0.0255897,0.00281501,0.0447697,0.183287,0.00898801,0.0327824,0.00504671,0.00467534,0.00641785,0.00429974,0.0233271,0.00755979,0.00560543,0.00875328,0.0129447,0.151549,0.00469541,0.0161462,0.03564,0.0159146,0.00547351,0.00511987,0,0,0.00841748,0,0.0125021,0.00595617,0.0416476,0.0262766,0.0127173,0.00284307,0.0135975,0.00733234,0.00616382,0.0292995,0.00546595,0.00583905,0.00925831,0.0210898,0.0059197,0.0133467,0.0313422,0.00527891,0.0074257,0.00513307,0.0130679,0.00627053,0,0,0,0,0,0
204,0,0,0,0,0,0,0.0034526,0.011736,0,0,0,0.0193643,0.0196912,0,0,0.00688113,0,0.0256293,0.00279686,0.044643,0.183302,0.00881336,0.03314,0.00514538,0.00469951,0.00647785,0.00424746,0.0231538,0.00759136,0.00582219,0.00883945,0.012867,0.151285,0.00473702,0.0161622,0.0357364,0.0160873,0.00520125,0.00504522,0,0,0.00838206,0,0.0126839,0.00599043,0.041482,0.0249452,0.013019,0.00246041,0.0136656,0.00712069,0.00569033,0.029113,0.00533087,0.00509692,0.0102818,0.0234199,0.0067628,0.0137034,0.0321417,0.00522548,0.00754251,0.00512567,0.0131558,0.00635836,0,0,0,0,0,0
205,0,0,0,0,0,0,0.00337647,0.0116201,0,0,0,0.0194125,0.0192676,0,0,0.0067632,0,0.0256958,0.00274957,0.0445153,0.18335,0.00862634,0.0335425,0.00522753,0.00474628,0.00661797,0.00415255,0.0229546,0.00765934,0.00610129,0.00899066,0.0127873,0.151,0.00471024,0.0161456,0.0351566,0.0162355,0.00593464,0.00490686,0,0,0.00813795,0,0.0128575,0.00585586,0.0413461,0.0233859,0.0132591,0.00305476,0.0136923,0.00693924,0.00556377,0.0290857,0.00566495,0.00465415,0.0116051,0.0260351,0.00835011,0.0142359,0.0320721,0.00539522,0.00738304,0.00522578,0.0133165,0.00635159,0,0,0,0,0,0
206,0,0,0,0,0,0,0.00335494,0.0115977,0,0,0,0.019443,0.0188944,0,0,0.00690023,0,0.0257112,0.00276909,0.0443158,0.183396,0.00846074,0.0339515,0.00530059,0.00478264,0.00674816,0.0040312,0.0227483,0.00772368,0.00636438,0.00912017,0.0126962,0.150769,0.00469325,0.0161408,0.034076,0.0162129,0.00732247,0.0050166,0,0,0.00880191,0,0.0128012,0.00607104,0.0412269,0.0214762,0.0134607,0.00414912,0.0135766,0.00693684,0.00577768,0.0291804,0.00627946,0.0045025,0.0133452,0.0287142,0.0107804,0.0151261,0.0311068,0.00537435,0.00759367,0.00533287,0.0135408,0.00663314,0,0,0,0,0,0
207,0,0,0,0,0,0,0.00330362,0.0115918,0,0,0,0.0194393,0.0186041,0,0,0.00709979,0,0.0256657,0.00282521,0.0440697,0.183524,0.0083281,0.0342038,0.00537526,0.00487462,0.0069015,0.00393566,0.0225321,0.00776168,0.00659928,0.00926328,0.0125627,0.150491,0.00475205,0.0161475,0.0327936,0.0162613,0.00935508,0.0049206,0,0,0.00885011,0,0.012843,0.00601435,0.0410731,0.0195391,0.0135204,0.00542024,0.0134734,0.00682618,0.00615927,0.0292859,0.00695664,0.00460856,0.0153845,0.0313478,0.0135521,0.0162971,0.0296032,0.0053737,0.00756301,0.00542234,0.0137183,0.00679437,0,0,0,0,0,0
208,0,0,0,0,0,0,0.00328847,0.0116677,0,0,0,0.0194526,0.0181362,0,0,0.00692886,0,0.0256312,0.00280739,0.0438148,0.183641,0.0081991,0.0344807,0.00545224,0.00501973,0.00708454,0.00391364,0.0223543,0.00781945,0.0068338,0.00936287,0.0124023,0.150113,0.00476743,0.0161805,0.0312641,0.0163124,0.0116282,0.00489238,0,0,0.00875052,0,0.0128937,0.00611674,0.0408926,0.0178107,0.0134645,0.00699375,0.0134239,0.00676695,0.00662755,0.0294173,0.00755615,0.00506961,0.0175981,0.0338907,0.0165825,0.0182887,0.0272926,0.00535808,0.00754631,0.00542305,0.0139457,0.006889,0,0,0,0,0,0
209,0,0,0,0,0,0,0.00327284,0.0117335,0,0,0,0.0194769,0.0175709,0,0,0.00679672,0,0.0256393,0.00280566,0.0436385,0.183726,0.0080275,0.0347333,0.00549058,0.00521533,0.00730539,0.00391718,0.0221915,0.0078928,0.00709278,0.00948137,0.0122335,0.149666,0.00471107,0.0162084,0.0294824,0.016353,0.0140253,0.0048879,0,0,0.00877071,0,0.0129322,0.00607178,0.0407073,0.0167773,0.0134311,0.0089572,0.0135015,0.00666766,0.0071386,0.0294793,0.00808143,0.00574745,0.0200928,0.0363627,0.0197094,0.0208131,0.024062,0.00538832,0.00753729,0.00541039,0.0141152,0.00684468,0,0,0,0,0,0
210,0,0,0,0,0,0,0.00327413,0.0118385,0,0,0,0.0194889,0.0170277,0,0,0.00674934,0,0.0256639,0.00280132,0.0435571,0.183808,0.00790021,0.0350317,0.00551477,0.00539479,0.00748862,0.00393561,0.022072,0.008032,0.00739624,0.00962565,0.0120815,0.149314,0.00467087,0.0162264,0.0275001,0.0163984,0.0164913,0.00487996,0,0,0.00878903,0,0.0129569,0.00582421,0.0405664,0.0170978,0.0133039,0.0113239,0.0135775,0.00662868,0.00774875,0.0294967,0.00860886,0.00661784,0.0230413,0.0385216,0.0227239,0.0239866,0.019803,0.00547576,0.00751659,0.00545172,0.0142512,0.00679515,0,0,0,0,0,0
211,0,0,0,0,0,0,0.00322519,0.0118372,0,0,0,0.0194474,0.0166354,0,0,0.00690943,0,0.0256851,0.00282494,0.0435388,0.18401,0.00782425,0.0350009,0.00556485,0.00553393,0.00759813,0.00390804,0.0221037,0.00821956,0.00769193,0.00979375,0.0119491,0.148683,0.0046598,0.0162716,0.0256297,0.0163755,0.0188944,0.00479397,0,0,0.00878774,0,0.0129379,0.00589318,0.0403597,0.0189417,0.0131371,0.0132676,0.013697,0.00652653,0.00822917,0.0292182,0.00922058,0.00711892,0.0257891,0.0402433,0.0252292,0.0269305,0.0155798,0.00544646,0.0076106,0.00548644,0.0141582,0.00686906,0,0,0,0,0,0
212,0,0,0,0,0,0,0.00322062,0.01199,0,0,0,0.0194227,0.0161246,0,0,0.00692082,0,0.025634,0.00281852,0.0435443,0.18391,0.00772995,0.0353108,0.0056439,0.00568739,0.00778542,0.00375881,0.0222912,0.00844039,0.00805321,0.0098754,0.0118952,0.148501,0.00472329,0.016324,0.0245933,0.0163852,0.0208441,0.00480453,0,0,0.00817989,0,0.012968,0.00591236,0.040217,0.0210503,0.0128982,0.0161628,0.0140565,0.00655191,0.0089441,0.0290276,0.00961413,0.00779976,0.0283149,0.0412731,0.0272913,0.0299886,0.0116332,0.00560809,0.00730575,0.00554961,0.0142031,0.00690651,0,0,0,0,0,0
213,0,0,0,0,0,0,0.00331077,0.01212,0,0,0,0.0194158,0.015767,0,0,0.00694771,0,0.0256036,0.00278731,0.043548,0.183736,0.00766672,0.0355777,0.0056702,0.00585185,0.00800258,0.00369515,0.0222876,0.00863603,0.00835777,0.00999522,0.0118216,0.148402,0.00477378,0.0162475,0.0236542,0.016281,0.0218102,0.00511838,0,0,0.00813848,0,0.0128554,0.00606925,0.0400617,0.022787,0.012745,0.0181568,0.0144307,0.00676791,0.00933811,0.0286953,0.0100039,0.00800547,0.029922,0.0417673,0.0284622,0.0319743,0.0099916,0.00557064,0.00716135,0.00556593,0.0142982,0.00685618,0,0,0,0,0,0
214,0,0,0,0,0,0,0.00334294,0.0121179,0,0,0,0.0194234,0.0154939,0,0,0.00690369,0,0.0256223,0.00267487,0.043558,0.183977,0.00758906,0.0357058,0.00551088,0.0060001,0.00830001,0.00363238,0.0222021,0.00885547,0.00869022,0.0100959,0.0117215,0.148019,0.0046789,0.0162124,0.0222773,0.0161443,0.0214746,0.00509276,0,0,0.00795118,0,0.0128002,0.00598162,0.0399111,0.023318,0.0127011,0.0184948,0.0146948,0.00676231,0.00933011,0.0282626,0.0103461,0.00782752,0.0302201,0.041813,0.0286571,0.0323852,0.0107096,0.005435,0.00707009,0.00551299,0.0143352,0.00639035,0,0,0,0,0,0
215,0,0,0,0,0,0,0.00334143,0.0121843,0,0,0,0.0194223,0.0149882,0,0,0.00684528,0,0.0256778,0.00261621,0.0435707,0.184041,0.00751487,0.036002,0.005334,0.00617029,0.00871285,0.00354648,0.0220754,0.00912232,0.00909572,0.0101041,0.0115875,0.147369,0.00457311,0.0162338,0.0208923,0.016107,0.0204331,0.00510666,0,0,0.00785804,0,0.0127596,0.00585936,0.0397763,0.0227314,0.0126917,0.017779,0.0149081,0.00675518,0.00906763,0.0278455,0.0101883,0.00751097,0.0293376,0.0413255,0.0279687,0.031439,0.0121972,0.0054369,0.00708692,0.00547898,0.0142175,0.0062545,0,0,0,0,0,0
216,0,0,0,0,0,0,0.00329042,0.0122637,0,0,0,0.0194379,0.0144959,0,0,0.00680689,0,0.0257291,0.00255916,0.0436391,0.18427,0.00744004,0.0363579,0.005291,0.0062999,0.009105,0.00350756,0.0221846,0.00941579,0.00953805,0.0101109,0.0114773,0.146621,0.00447032,0.016249,0.0195922,0.0161731,0.0193122,0.00514581,0,0,0.00756928,0,0.0127578,0.00586522,0.0395366,0.0228414,0.0127119,0.0158212,0.0150454,0.00675915,0.00856268,0.0273911,0.00994771,0.00689405,0.0273977,0.0403695,0.0264187,0.029245,0.0141617,0.00550347,0.00715934,0.00538896,0.014175,0.00616297,0,0,0,0,0,0
217,0,0,0,0,0,0,0.00321191,0.0123739,0,0,0,0.0194549,0.0140295,0,0,0.00679941,0,0.0257029,0.00247204,0.0438109,0.185132,0.00739223,0.0370141,0.00541794,0.00662026,0.00963692,0.00328761,0.0222634,0.00969328,0.00999281,0.0102618,0.011321,0.145441,0.00445211,0.016245,0.0190881,0.0161059,0.0182081,0.00499565,0,0,0.00721224,0,0.0127432,0.00581995,0.039224,0.0235948,0.0129173,0.0140465,0.0154689,0.00667363,0.00811385,0.0271582,0.00921183,0.00621798,0.0251236,0.0389694,0.0244112,0.0267511,0.0168509,0.00541402,0.00719419,0.00518816,0.0143081,0.00592144,0,0,0,0,0,0
218,0,0,0,0,0,0,0.00326783,0.0124361,0,0,0,0.0194541,0.0134282,0,0,0.00680802,0,0.0257048,0.0024347,0.0439702,0.185649,0.00737694,0.0374929,0.00544768,0.00685487,0.010139,0.00317726,0.0224676,0.00997306,0.0103985,0.0103671,0.0111569,0.144196,0.00444274,0.0162719,0.0192892,0.016064,0.0176812,0.00492285,0,0,0.0068209,0,0.0127073,0.00562298,0.0389572,0.0253312,0.0129791,0.0118666,0.0158658,0.00670005,0.00771763,0.0268945,0.00854909,0.00546712,0.0225938,0.0375692,0.0221008,0.0237788,0.0199652,0.00529367,0.0070656,0.00510624,0.014243,0.00592734,0,0,0,0,0,0
219,0,0,0,0,0,0,0.00343348,0.0126436,0,0,0,0.0194351,0.0127191,0,0,0.0068335,0,0.0257429,0.00239403,0.044042,0.18633,0.00746106,0.0380671,0.0053826,0.00709132,0.0108093,0.00321078,0.0224296,0.0102755,0.0108437,0.0103366,0.0109279,0.142655,0.00439867,0.0163231,0.0200678,0.0161591,0.018652,0.00494563,0,0,0.00666771,0,0.0127099,0.00543152,0.0388507,0.0277154,0.012759,0.0102947,0.0159542,0.0068617,0.00755121,0.0267034,0.00777581,0.00488132,0.0207375,0.0366721,0.0201921,0.0211754,0.0229626,0.00538262,0.00707139,0.00502443,0.0142357,0.00601355,0,0,0,0,0,0
220,0,0,0,0,0,0,0.00356493,0.0128269,0,0,0,0.0193903,0.0121706,0,0,0.00679156,0,0.0257849,0.00233763,0.0445019,0.187018,0.00770618,0.0387296,0.00536609,0.00750788,0.0116643,0.00313661,0.0224608,0.0106859,0.0113553,0.0103876,0.0107568,0.141067,0.00436114,0.0163078,0.0215804,0.0162709,0.0204488,0.00483799,0,0,0.00600374,0,0.0127915,0.00527598,0.0382907,0.0304118,0.0131377,0.00839347,0.0163629,0.00682683,0.00700531,0.0264432,0.00743068,0.00396362,0.0198877,0.036496,0.0190199,0.0192947,0.0251775,0.00563505,0.00687136,0.00488658,0.0144945,0.00594716,0,0,0,0,0,0
221,0,0,0,0,0,0,0.00383132,0.0131702,0,0,0,0.0193636,0.0116416,0,0,0.00669112,0,0.0258335,0.00224897,0.0448331,0.18797,0.00815896,0.0397107,0.00534691,0.00802317,0.0126767,0.00316195,0.0224527,0.0111943,0.01201,0.0104148,0.010618,0.138931,0.00437644,0.0162857,0.0228025,0.0163316,0.0210821,0.00498455,0,0,0.00601431,0,0.0129051,0.00563419,0.0376986,0.0325999,0.0135687,0.00731359,0.0167918,0.00682384,0.006205,0.0260272,0.00761755,0.00316899,0.0196401,0.0364921,0.0185925,0.0183716,0.0252798,0.00548612,0.00720818,0,0.0149518,0.00613695,0,0,0,0,0,0
222,0,0,0,0,0,0,0.00425313,0.0136435,0,0,0,0.0193378,0.0107859,0,0,0.00668913,0,0.0258842,0.00217619,0.0450642,0.18939,0.00854242,0.0408936,0.00525423,0.00855619,0.0138279,0.00327504,0.0222726,0.0115571,0.0126002,0.0101684,0.0104876,0.136175,0.00444155,0.0162611,0.0241454,0.0159982,0.0205204,0.00527694,0,0,0.00546586,0,0.0126522,0.00544355,0.0370288,0.0340168,0.0139684,0.00701685,0.0170385,0.007004,0.00529618,0.0253906,0.00920325,0.00328038,0.01941,0.0362898,0.0183875,0.0180045,0.0243833,0.00567057,0.00704124,0.00479874,0.0154355,0.0065986,0,0,0,0,0,0
223,0,0,0,0,0,0,0.00498427,0.0142692,0,0,0,0.0192936,0.0104793,0,0,0.00685966,0,0.0259788,0.00203925,0.0455308,0.189027,0.00925118,0.0425281,0.0050455,0.00951574,0.016159,0.0042195,0.0218586,0.0120361,0.0135465,0.00989357,0.0107032,0.134942,0.00447526,0.0162299,0.0262028,0.016223,0.018902,0.00569454,0,0,0.00497689,0,0.0128493,0.00554021,0.0362198,0.0348738,0.0145768,0.00698965,0.0176526,0.00688739,0.00477805,0.0245656,0.0111403,0.0045638,0.0189193,0.0356029,0.0179526,0.0180403,0.0235032,0.00490384,0.00715886,0,0.015966,0.00782861,0,0,0,0,0,0
