Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LANK,x73,LILC
155,0,0,0,0,0,0,0.000981577,0.00507948,0,0,0,0.105215,0.0184482,0,0,0.00842928,0,0.0237454,0.00210694,0.0451835,0.0520198,0.00219147,0.0122974,0.00130765,0.00681704,0.0128552,0.00746491,0.0360869,0.0132634,0.014398,0.0117636,0.0228384,0.133901,0.00351368,0.0172186,0.00827842,0.0143091,0.0060907,0.00404397,0,0,0.0107608,0,0.0134963,0.00670035,0.0346913,0.0255678,0.0284548,0.00945235,0.00908564,0.00867598,0.00560548,0.0219149,0.00137219,0.00661895,0.00579556,0.0139057,0.00590843,0.0102393,0.0270546,0.00824813,0.00709592,0.00405309,0.0081095,0.00339284,0,0,0,0.0110608,0,0.0399813
156,0,0,0,0,0,0,0.000999201,0.00548988,0,0,0,0.106076,0.0184333,0,0,0.00875224,0,0.0237503,0.00222496,0.0452701,0.0492599,0.00226737,0.0120568,0.00129321,0.00546986,0.0122475,0.00984113,0.0371124,0.0142224,0.0153895,0.0132355,0.024035,0.132778,0.00361409,0.0172297,0.00828701,0.0142686,0.00626653,0.00420418,0,0,0.0109736,0,0.0135215,0.00665318,0.0347624,0.0268837,0.0286317,0.00936435,0.00865472,0.00901903,0.00575126,0.0218677,0.00157002,0.00699389,0.00634292,0.0132585,0.00645021,0.0107312,0.0278106,0.00851679,0.00721798,0.00403869,0.0085895,0.00356244,0,0,0,0.0123421,0,0.0405339
157,0,0,0,0,0,0,0.00101958,0.00598522,0,0,0,0.107994,0.0184564,0,0,0.00898895,0,0.0237575,0.00231009,0.0453555,0.0467609,0.0048386,0.0118077,0.00123883,0.00515192,0.0115726,0.0115303,0.0376175,0.0148931,0.0157845,0.01457,0.0252764,0.129585,0.00363871,0.0172311,0.00817271,0.0143588,0.00664935,0.00437313,0,0,0.011396,0,0.0136201,0.0068485,0.0348911,0.0283242,0.0288202,0.00933891,0.0082414,0.00921872,0.00595039,0.021835,0.00177585,0.00744235,0.00696753,0.0126009,0.00689257,0.0112401,0.0285472,0.00870338,0.00762439,0.0040595,0.00898279,0.00374168,0,0,0,0.0124405,0,0.041112
158,0,0,0,0,0,0,0.00116428,0.00646417,0,0,0,0.110357,0.0184672,0,0,0.0090482,0,0.0237466,0.00232344,0.0455178,0.044453,0.00822474,0.0115929,0.00118351,0.00617794,0.010978,0.0124201,0.0375899,0.0153439,0.0157514,0.0155166,0.0262545,0.125641,0.00359939,0.0172253,0.00829628,0.0143052,0.00724068,0.00442018,0,0,0.0116438,0,0.0136246,0.0071229,0.0349323,0.0299197,0.0290399,0.00935158,0.00792119,0.00963815,0.00617358,0.0217812,0.0019812,0.00773663,0.00759865,0.0119145,0.00740379,0.0117661,0.0290983,0.00913016,0.00769637,0.00420591,0.00923438,0.00388732,0,0,0,0.0119115,0,0.0415598
159,0,0,0,0,0,0,0.00141247,0.00707023,0,0,0,0.112054,0.0184822,0,0,0.00900409,0,0.0236963,0.00231562,0.0458994,0.0424279,0.00988475,0.0116561,0.00114458,0.00745248,0.0109603,0.0131031,0.0375538,0.0156428,0.0158034,0.0159395,0.0266293,0.123921,0.00357765,0.0172069,0.0087764,0.014317,0.00779256,0.00450033,0,0,0.0118744,0,0.0136857,0.00725755,0.0347162,0.0314979,0.0292154,0.00932155,0.00762506,0.0100053,0.00650744,0.0217434,0.00219207,0.00809892,0.00816045,0.0112495,0.00798645,0.0121738,0.0293161,0.00945041,0.0078573,0.00428581,0.00954078,0.00406187,0,0,0,0.0118375,0,0.041931
160,0,0,0,0,0,0,0.00181671,0.00761468,0,0,0,0.11324,0.0185314,0,0,0.00890773,0,0.023638,0.00233812,0.0463321,0.0409278,0.0102779,0.0119208,0.0010137,0.00835728,0.0109716,0.0134653,0.0376967,0.015625,0.0156277,0.0158604,0.0267277,0.123958,0.00363505,0.0171908,0.00982651,0.0143246,0.0082841,0.00451307,0,0,0.012038,0,0.0137299,0.00721855,0.0343658,0.033064,0.0293593,0.00929422,0.00751818,0.0103601,0.00686985,0.0217696,0.00233455,0.0085499,0.0086954,0.0106077,0.00857182,0.0124971,0.0291527,0.00975601,0.00791128,0.00431705,0.00977837,0.00421172,0,0,0,0.011693,0,0.0423875
161,0,0,0,0,0,0,0.00218819,0.00800516,0,0,0,0.113751,0.0185951,0,0,0.00873122,0,0.0236009,0.00231255,0.0463826,0.0405732,0.0106543,0.0123137,0.000940647,0.00872341,0.0104289,0.0129501,0.0375834,0.0150951,0.0148019,0.0153316,0.0266103,0.124058,0.00360832,0.0171703,0.010537,0.0143411,0.00901269,0.00446888,0,0,0.012169,0,0.0137632,0.00708854,0.0343341,0.0346863,0.0295653,0.00935616,0.00766564,0.0105702,0.00710021,0.0217691,0.00238837,0.00890863,0.00943645,0.00987364,0.0093185,0.0130295,0.029434,0.00989243,0.00794803,0.00431604,0.00991457,0.00426656,0,0,0,0.0111313,0,0.0424261
162,0,0,0,0,0,0,0.00246182,0.00820151,0,0,0,0.112088,0.0186628,0,0,0.00853428,0,0.0236008,0.0022591,0.0462077,0.0416646,0.00971243,0.0128096,0.000868711,0.00829881,0.00971902,0.0119917,0.0373587,0.014193,0.013998,0.0146006,0.0259666,0.124821,0.00356662,0.0171621,0.0114945,0.0143665,0.00998494,0.00435419,0,0,0.0120895,0,0.0137755,0.00712807,0.0345294,0.0362819,0.0298506,0.00946386,0.00790875,0.0105899,0.00723311,0.0217602,0.00238473,0.00904575,0.0102973,0.00908176,0.0101196,0.0136857,0.02984,0.00984535,0.00795937,0.00423618,0.0100141,0.0042958,0,0,0,0.0105913,0,0.0420396
163,0,0,0,0,0,0,0.00255423,0.00826595,0,0,0,0.108275,0.0186949,0,0,0.00831737,0,0.0236202,0.00214361,0.0458927,0.0445943,0.00850852,0.0132716,0.000798325,0.00732892,0.00866577,0.0103829,0.0367392,0.0130231,0.0130595,0.0136348,0.025036,0.126049,0.00354578,0.0171635,0.0130455,0.0143978,0.0108898,0.004082,0,0,0.0118275,0,0.0137572,0.00709625,0.0349638,0.0377886,0.0302117,0.00961626,0.00834213,0.0103898,0.00715051,0.0217573,0.00230773,0.00893111,0.0111996,0.00823638,0.0109111,0.0144211,0.0300931,0.00955987,0.00793981,0.00418454,0.0100474,0.00430873,0,0,0,0.0097923,0,0.0412391
164,0,0,0,0,0,0,0.00255561,0.00828086,0,0,0,0.102653,0.0186342,0,0,0.0081181,0,0.0235844,0.00200841,0.0454937,0.0491755,0.0071759,0.0136627,0.000765474,0.00627289,0.00776938,0.00838946,0.0356774,0.0120291,0.0122044,0.0123839,0.023913,0.128207,0.00346551,0.0171751,0.0142869,0.0145297,0.0117841,0.00372624,0,0,0.0113379,0,0.0138068,0.00697022,0.0356279,0.0391847,0.0306306,0.00978453,0.00900136,0.00995657,0.00691645,0.021798,0.00219146,0.00863986,0.0121479,0.00742203,0.011726,0.0151776,0.0306039,0.00893784,0.00798295,0.00409915,0.0100327,0.00431059,0,0,0,0.00997278,0,0.0400421
165,0,0,0,0,0,0,0.00291402,0.00818567,0,0,0,0.0976961,0.0186309,0,0,0.00788708,0,0.023549,0.00186792,0.0451834,0.0536098,0.006052,0.0138458,0.000731768,0.00641035,0.00771588,0.00716819,0.0346329,0.0117911,0.0118407,0.0114494,0.023253,0.130331,0.00336256,0.0171776,0.0155067,0.0145335,0.0128094,0.00335551,0,0,0.0104023,0,0.0137759,0.00656896,0.0361534,0.0404813,0.031107,0.00994504,0.00980604,0.00967626,0.0066605,0.021902,0.00209771,0.00846676,0.0130722,0.00666944,0.0125598,0.0158052,0.0308508,0.00847273,0.00751111,0.00403398,0.00991115,0.00444485,0,0,0,0.0118871,0,0.0390924
166,0,0,0,0,0,0,0.00335814,0.00814422,0,0,0,0.095634,0.0186806,0,0,0.00772799,0,0.0234853,0.00173198,0.0448447,0.0559431,0.0040413,0.0139258,0.000731823,0.00753867,0.00859476,0.00752941,0.0338165,0.0124781,0.0123724,0.010991,0.0231534,0.132042,0.00333603,0.0171392,0.0168856,0.0146245,0.0138117,0.00315447,0,0,0.00997909,0,0.0137842,0.00644315,0.0364599,0.041384,0.0314242,0.00997852,0.0102516,0.00936569,0.00652438,0.0220372,0.00216585,0.00851983,0.0138327,0.00602459,0.0132534,0.0162411,0.0308052,0.00810679,0.00745654,0.00397754,0.00980118,0.00454314,0,0,0,0.0142527,0,0.0384667
167,0,0,0,0,0,0,0.00375079,0.00807113,0,0,0,0.0968012,0.0187274,0,0,0.00752011,0,0.0234254,0.00162399,0.0444187,0.0553018,0.00147511,0.0138376,0.000895897,0.00831489,0.00928652,0.00824088,0.0332888,0.0134162,0.0134836,0.0107684,0.023009,0.133224,0.00338134,0.0170841,0.0183666,0.0146254,0.0147067,0.00295484,0,0,0.00992052,0,0.0136818,0.00636432,0.0365746,0.041854,0.0315931,0.0098022,0.0103008,0.00921117,0.00653775,0.0221574,0.00239497,0.00877043,0.0144017,0.00546686,0.0138363,0.0164585,0.0303934,0.00805919,0.00743009,0.00392797,0.00963784,0.00463887,0,0,0,0.0155316,0,0.0382102
168,0,0,0,0,0,0,0.0040538,0.00812194,0,0,0,0.100177,0.0187522,0,0,0.00730995,0,0.0233827,0.00152137,0.0439426,0.0527541,0.00351865,0.0138784,0.00112259,0.00858065,0.00924535,0.00900309,0.0333782,0.0135857,0.0140184,0.0110459,0.0229475,0.132385,0.00338514,0.0170442,0.0196847,0.0145858,0.0153404,0.00301621,0,0,0.00964329,0,0.0136099,0.00601922,0.0364277,0.0418723,0.03164,0.00935096,0.0100294,0.0092992,0.00662304,0.0224118,0.00264746,0.00932423,0.0147687,0.00497531,0.0142424,0.0164402,0.030214,0.00796296,0.0072478,0.00389612,0.00956012,0.00492992,0,0,0,0.0148403,0,0.0384157
169,0,0,0,0,0,0,0.00435319,0.0082098,0,0,0,0.103819,0.0187488,0,0,0.00712432,0,0.0233851,0.00144438,0.0436224,0.0500268,0.00456008,0.0141639,0.00142689,0.00864017,0.00895938,0.0105115,0.0344284,0.0130989,0.0138,0.0116408,0.0231051,0.129193,0.00336874,0.0170217,0.021184,0.0145415,0.0157729,0.00309101,0,0,0.00958633,0,0.0135557,0.0058793,0.036139,0.0411216,0.0315929,0.00860768,0.00959482,0.00955229,0.00679733,0.0226916,0.00305045,0.0100637,0.0150611,0.00452807,0.0144766,0.0161798,0.0298663,0.0080064,0.00717501,0.00392282,0.00961176,0.00522334,0,0,0,0.0139997,0,0.0390356
170,0,0,0,0,0,0,0.00454103,0.00823458,0,0,0,0.10685,0.0187433,0,0,0.00702661,0,0.0234313,0.00133566,0.043482,0.0479524,0.00422453,0.0144147,0.0017392,0.00874251,0.00919202,0.0124426,0.0357924,0.0125834,0.0134029,0.0123587,0.0234537,0.125282,0.00337276,0.0170253,0.0228412,0.0145499,0.0160063,0.00321117,0,0,0.00959824,0,0.0135616,0.00592499,0.0360035,0.0396107,0.0315854,0.00769843,0.00925279,0.00985938,0.00699648,0.0229815,0.00358534,0.0106021,0.0153421,0.00407063,0.0146475,0.0158761,0.0296655,0.00810833,0.00715569,0.00398231,0.00972606,0.00541441,0,0,0,0.0137703,0,0.0396562
171,0,0,0,0,0,0,0.00457588,0.00839749,0,0,0,0.109532,0.0187295,0,0,0.00718092,0,0.023499,0.0012017,0.043715,0.0458458,0.00516348,0.014698,0.00187941,0.00909873,0.00990704,0.0134301,0.0366143,0.012552,0.0135542,0.0130173,0.0235696,0.122706,0.00344529,0.0170533,0.0245754,0.014722,0.0160946,0.00376309,0,0,0.00959562,0,0.0137246,0.00612173,0.0360116,0.0375383,0.0316454,0.00660213,0.00883061,0.0101244,0.0070708,0.0233593,0.00431318,0.0106743,0.0155446,0.00364804,0.0146772,0.0153949,0.0294141,0.00791297,0.00759526,0.00393847,0.0100578,0.0055864,0,0,0,0.0137491,0,0.0402569
172,0,0,0,0,0,0,0.00472142,0.00844842,0,0,0,0.112109,0.0186692,0,0,0.00737243,0,0.0236,0.00125246,0.0440493,0.0430463,0.00666326,0.0147625,0.00212629,0.00986565,0.0105356,0.013095,0.0363999,0.0127827,0.0143181,0.0132023,0.0230648,0.122281,0.00353386,0.0170873,0.0267392,0.0144971,0.0160662,0.00405013,0,0,0.00994366,0,0.0135747,0.00625085,0.0361409,0.0346106,0.0318644,0.00543501,0.00850348,0.0106805,0.00687922,0.0238474,0.0052881,0.0104506,0.0156247,0.00309736,0.0145781,0.0147388,0.0288184,0.00863505,0.00750507,0.00407212,0.0103602,0.00578468,0,0,0,0.0139184,0,0.0409241
173,0,0,0,0,0,0,0.00473316,0.00863605,0,0,0,0.114067,0.0186097,0,0,0.00758806,0,0.0237054,0.00134847,0.044041,0.0400841,0.00642218,0.0147083,0.00224814,0.0105655,0.0109649,0.0123948,0.0354328,0.0127826,0.0151327,0.0126868,0.0219288,0.122753,0.00365798,0.0171341,0.029138,0.0142906,0.0161216,0.00444552,0,0,0.0103854,0,0.0134669,0.00641244,0.0364065,0.0309785,0.0321654,0.00455221,0.00810364,0.0114138,0.00644149,0.0245026,0.00662481,0.0101388,0.015461,0.00253315,0.014273,0.0138416,0.0278602,0.00944775,0.00754201,0.0041753,0.0107638,0.00601708,0,0,0,0.0141718,0,0.0415669
174,0,0,0,0,0,0,0.004642,0.00888454,0,0,0,0.115393,0.0185301,0,0,0.00775162,0,0.0237919,0.00134389,0.0436048,0.0376571,0.00505973,0.0145216,0.00224671,0.0109506,0.011303,0.0120883,0.0345189,0.0123934,0.0155898,0.0116741,0.0204995,0.123125,0.00376671,0.0171807,0.03181,0.0141334,0.0163784,0.00479605,0,0,0.010862,0,0.0134067,0.00653334,0.0368239,0.02695,0.0324868,0.00447116,0.00771696,0.0120847,0.00583347,0.0252763,0.00829878,0.00983624,0.0151673,0.00209457,0.0137561,0.0127003,0.0268315,0.0101971,0.00766696,0.00431382,0.0111901,0.00623096,0,0,0,0.0141894,0,0.0420441
175,0,0,0,0,0,0,0.00453134,0.00912829,0,0,0,0.116126,0.0184488,0,0,0.00785763,0,0.0238437,0.00126973,0.0429808,0.0361659,0.00494016,0.0142996,0.00211849,0.0111275,0.0114737,0.0120586,0.0341983,0.0117084,0.0155915,0.010555,0.0191674,0.123322,0.00382328,0.0172139,0.0344856,0.0140687,0.0168198,0.00500213,0,0,0.0113176,0,0.0134146,0.00665316,0.0374107,0.0231626,0.0327055,0.00511287,0.00738777,0.0124442,0.00519717,0.0261258,0.010044,0.00972031,0.014628,0.00207792,0.0130781,0.0114312,0.0256535,0.010732,0.00781036,0.00445279,0.0115761,0.00640192,0,0,0,0.013921,0,0.0422989
176,0,0,0,0,0,0,0.00442658,0.00931466,0,0,0,0.116326,0.0183919,0,0,0.00790875,0,0.0238925,0.00121736,0.0424122,0.0354304,0.00536988,0.0141159,0.00186013,0.0109731,0.0114094,0.0121478,0.0343828,0.0108237,0.0151456,0.00948502,0.0181085,0.123453,0.00383336,0.0172405,0.0366082,0.0140636,0.0174305,0.00504352,0,0,0.0115881,0,0.0134337,0.00679762,0.0383109,0.0202585,0.0327766,0.00607846,0.00707776,0.0123558,0.0047852,0.0270578,0.0117006,0.00990744,0.01385,0.00261808,0.0122018,0.0103038,0.024065,0.0109913,0.00789728,0.0045394,0.0119032,0.0065654,0,0,0,0.0131773,0,0.042328
177,0,0,0,0,0,0,0.00437982,0.00936789,0,0,0,0.116146,0.0183506,0,0,0.00790769,0,0.0239651,0.00117878,0.0419965,0.0350493,0.00539578,0.0139087,0.00150009,0.0104711,0.0110701,0.0121124,0.0347059,0.00979336,0.0143569,0.00835774,0.0172213,0.123685,0.0037876,0.0172766,0.0381013,0.0140839,0.0181294,0.0049314,0,0,0.0116637,0,0.0134415,0.00689536,0.0395394,0.0188778,0.0326444,0.00724688,0.00678468,0.011921,0.00467422,0.0280605,0.0131374,0.0102907,0.0129318,0.00345482,0.0112113,0.00976191,0.0220904,0.0109057,0.00793997,0.00455932,0.0121143,0.00671208,0,0,0,0.0122321,0,0.0420844
178,0,0,0,0,0,0,0.00441084,0.00925725,0,0,0,0.115853,0.0183205,0,0,0.00783062,0,0.0240264,0.00113714,0.0418539,0.0348036,0.00488478,0.013522,0.00106939,0.00972628,0.0104231,0.0117931,0.0347916,0.00869516,0.0133874,0.00714486,0.0164122,0.123737,0.00366844,0.0173162,0.0394681,0.0142618,0.0189299,0.0048033,0,0,0.0115278,0,0.0135403,0.00698119,0.0407694,0.0193934,0.0321968,0.00828912,0.00645518,0.011102,0.00483677,0.0290963,0.0142309,0.0108184,0.0120056,0.00431354,0.0103556,0.0101046,0.0199415,0.0101516,0.00818869,0.00448684,0.0121751,0.00686592,0,0,0,0.0113091,0,0.0415926
179,0,0,0,0,0,0,0.00466758,0.00886037,0,0,0,0.115493,0.018296,0,0,0.00764518,0,0.0240571,0.0010825,0.0420602,0.0346073,0.0041949,0.0128369,0.000801982,0.00892664,0.00961625,0.0110955,0.0344775,0.00770423,0.0124315,0.00606967,0.0156732,0.123544,0.00353598,0.0173105,0.0416028,0.0140674,0.0201013,0.00421556,0,0,0.0107954,0,0.0133583,0.00659505,0.0418458,0.021674,0.0315567,0.00927647,0.00626517,0.010404,0.00521377,0.0300198,0.0150019,0.011333,0.0112147,0.00506846,0.00979292,0.0110037,0.0181349,0.00994643,0.00750927,0.00443696,0.0119928,0.00696147,0,0,0,0.0105617,0,0.0409462
180,0,0,0,0,0,0,0.0049136,0.00845192,0,0,0,0.115045,0.0183042,0,0,0.00744961,0,0.0240477,0.00101082,0.0425544,0.0345497,0.00373534,0.0120953,0.000659184,0.0080781,0.00872635,0.0101142,0.0338947,0.00684132,0.0114801,0.0051857,0.0150813,0.122932,0.00344922,0.0172926,0.0445287,0.0140392,0.0216527,0.00382517,0,0,0.0101813,0,0.0132731,0.00615388,0.0428372,0.025884,0.0306915,0.010413,0.00608765,0.00949152,0.0056439,0.0306504,0.015614,0.0115095,0.0106366,0.0057751,0.00960132,0.0119681,0.0173339,0.0092114,0.00716478,0.00425714,0.0116531,0.00701347,0,0,0,0.00972277,0,0.0402116
181,0,0,0,0,0,0,0.00514129,0.00799491,0,0,0,0.114624,0.0183344,0,0,0.00720664,0,0.0240463,0.000976979,0.0430653,0.0345546,0.00346474,0.0113889,0.000792582,0.00721318,0.00786484,0.0090386,0.0332137,0.00615138,0.0107075,0.00454124,0.0146513,0.122229,0.00348014,0.0173027,0.0475455,0.0141007,0.0235202,0.00354695,0,0,0.00955487,0,0.0132373,0.00553743,0.0437081,0.0315166,0.0297001,0.0116181,0.00595002,0.00847011,0.0060835,0.0310815,0.0160619,0.0116145,0.010345,0.00634726,0.00958892,0.0129195,0.0195681,0.00835411,0.00691006,0.00407002,0.011079,0.00702273,0,0,0,0.00900704,0,0.0394476
182,0,0,0,0,0,0,0.00536017,0.00747381,0,0,0,0.114552,0.0183853,0,0,0.00697178,0,0.0240623,0.000941248,0.0434744,0.0344517,0.00320049,0.0108013,0.0011278,0.0064673,0.00724353,0.00815612,0.0326035,0.00564958,0.0102601,0.00405849,0.0143178,0.121361,0.00360885,0.0173283,0.0499811,0.0142418,0.0253522,0.00334249,0,0,0.00880519,0,0.0132261,0.00518677,0.044343,0.0363459,0.0285376,0.0126546,0.00581135,0.0073739,0.00655494,0.0315768,0.0164837,0.0118653,0.0102939,0.00682682,0.00967781,0.0137102,0.0237719,0.00737299,0.006771,0.0038507,0.0102564,0.00706415,0,0,0,0.00856888,0,0.0387825
183,0,0,0,0,0,0,0.00554257,0.00686946,0,0,0,0.114995,0.0184445,0,0,0.0067734,0,0.0240548,0.000891145,0.0437212,0.0339286,0.00306882,0.0104169,0.0014636,0.00603531,0.00697489,0.00769218,0.0321415,0.00533068,0.010278,0.00375224,0.0138786,0.120245,0.00371793,0.017319,0.051756,0.0143957,0.0269169,0.00320917,0,0,0.007946,0,0.0132292,0.0049824,0.0447201,0.039221,0.0271996,0.0136753,0.00563492,0.00630678,0.00709902,0.0323134,0.0171382,0.0123334,0.0103558,0.0070221,0.00980183,0.0143601,0.0270734,0.00642368,0.00669251,0.00364163,0.00923538,0.00717095,0,0,0,0.00850713,0,0.0382544
184,0,0,0,0,0,0,0.00564634,0.00620895,0,0,0,0.115795,0.0185017,0,0,0.00657172,0,0.024018,0.000858015,0.0437319,0.0329259,0.00304926,0.0102981,0.00164945,0.00600317,0.00703598,0.00764776,0.0318527,0.00507986,0.0104764,0.00347147,0.0133832,0.119021,0.00385972,0.0172988,0.0519489,0.0144593,0.0273139,0.00313917,0,0,0.00732137,0,0.0132387,0.00465652,0.0448549,0.040617,0.0258372,0.014488,0.00535224,0.00551073,0.00767308,0.0327316,0.0176575,0.0129066,0.0104225,0.00718763,0.00989169,0.0149985,0.0284337,0.00564839,0.00663832,0.00351003,0.00808362,0.00732117,0,0,0,0.00869234,0,0.037877
185,0,0,0,0,0,0,0.00574777,0.00553337,0,0,0,0.116322,0.0185622,0,0,0.00641611,0,0.024018,0.000880724,0.0435638,0.0319316,0.00315427,0.0103952,0.00173706,0.00614748,0.00728122,0.00773345,0.0317159,0.00487986,0.0107432,0.00309975,0.0129643,0.118269,0.00408025,0.0172932,0.0505994,0.0146478,0.0265801,0.00309175,0,0,0.0068705,0,0.0133252,0.00442161,0.0448244,0.040639,0.0245024,0.0151877,0.00493809,0.00502735,0.00815577,0.0328845,0.0177718,0.013425,0.010371,0.00744221,0.00985498,0.0155796,0.0276666,0.00487295,0.0065651,0.00338183,0.00692097,0.00747638,0,0,0,0.00911126,0,0.0376854
186,0,0,0,0,0,0,0.0058608,0.00484741,0,0,0,0.116564,0.018614,0,0,0.00634905,0,0.0240153,0.000903633,0.0433333,0.0312583,0.00330769,0.0106428,0.00166916,0.00627695,0.0075095,0.00773734,0.0316973,0.00475862,0.0109764,0.00286854,0.0126102,0.117839,0.00421115,0.0172923,0.0487712,0.0148649,0.0259872,0.0031006,0,0,0.0063562,0,0.0134439,0.00439132,0.0447503,0.0403952,0.0232912,0.0160261,0.00451305,0.00473266,0.00856136,0.0329397,0.0175606,0.0137401,0.0102073,0.00767798,0.00981159,0.0159342,0.0256071,0.00416323,0.00658371,0.00321166,0.00585056,0.00762281,0,0,0,0.00962594,0,0.0376974
187,0,0,0,0,0,0,0.0060771,0.00421197,0,0,0,0.11679,0.0186618,0,0,0.00631908,0,0.0239749,0.000933205,0.0431413,0.0308471,0.00356893,0.011052,0.00141733,0.00635121,0.00764736,0.00766608,0.0317414,0.00472586,0.0111841,0.00276352,0.0122863,0.117789,0.00420416,0.0172644,0.0470123,0.0149318,0.0257325,0.00315019,0,0,0.00632138,0,0.0134845,0.0043113,0.0447033,0.0405038,0.022382,0.0170068,0.00423382,0.00492273,0.00883061,0.0328948,0.0173833,0.0140715,0.00999843,0.0078168,0.00975819,0.0157859,0.0229412,0.00432345,0.00618078,0.00311786,0.00495205,0.00776058,0,0,0,0.0101342,0,0.0378544
188,0,0,0,0,0,0,0.00616633,0.00375756,0,0,0,0.116735,0.0187184,0,0,0.00636619,0,0.0239338,0.000999276,0.0431209,0.0307155,0.00378321,0.0114628,0.00116962,0.00627383,0.00755054,0.00749754,0.0318571,0.00468928,0.011269,0.00286367,0.0120448,0.117876,0.00415524,0.0172713,0.0456881,0.0150538,0.0259872,0.00326347,0,0,0.00609804,0,0.0135829,0.00416287,0.0446594,0.0406869,0.0217123,0.018048,0.00410113,0.0050243,0.00914032,0.0328332,0.0173235,0.0144993,0.00957059,0.00782822,0.00959719,0.0150379,0.0210308,0.00431159,0.00612345,0.00296201,0.00433926,0.00773455,0,0,0,0.0106562,0,0.0380656
189,0,0,0,0,0,0,0.00609506,0.00345397,0,0,0,0.116642,0.0187216,0,0,0.00645786,0,0.0238928,0.000988532,0.0432112,0.0305432,0.00401223,0.0117594,0.000918271,0.0060656,0.00728102,0.00727555,0.0320482,0.00468878,0.0112874,0.00312249,0.0118418,0.118124,0.00401435,0.0173359,0.0446454,0.015105,0.0260461,0.00334296,0,0,0.00595699,0,0.0136303,0.00397364,0.0445765,0.0406796,0.0212995,0.0188896,0.00395426,0.00524527,0.00956755,0.0328393,0.0173036,0.015063,0.00905574,0.00778884,0.00939575,0.0140461,0.0195908,0.00453782,0.00607972,0.00282472,0.00398384,0.0074903,0,0,0,0.011205,0,0.038228
190,0,0,0,0,0,0,0.00582576,0.00323126,0,0,0,0.116627,0.0186693,0,0,0.0064964,0,0.0238577,0.000837281,0.0433595,0.0305551,0.00434546,0.011854,0.000659804,0.00574085,0.00683515,0.0069991,0.0322831,0.00473747,0.0112971,0.00351766,0.0116777,0.118258,0.00361947,0.0174318,0.0433249,0.0151279,0.0258038,0.00335848,0,0,0.0060834,0,0.0136803,0.00396537,0.0443555,0.0402458,0.021159,0.0193248,0.00387495,0.00565546,0.010378,0.0330201,0.0173248,0.0158464,0.00871248,0.00779847,0.00931859,0.0133619,0.0191298,0.00512847,0.00599329,0.00277453,0.00385434,0.00713339,0,0,0,0.011754,0,0.0383848
191,0,0,0,0,0,0,0.00537324,0.00326079,0,0,0,0.116752,0.0186403,0,0,0.00688341,0,0.0239574,0.00100254,0.0436166,0.0304529,0.00476451,0.0117582,0.000667105,0.00542299,0.0062996,0.00674194,0.0325274,0.00483511,0.0112211,0.00399884,0.0115478,0.118202,0.00358242,0.0173703,0.0412704,0.0151447,0.0247918,0.0033153,0,0,0.00647299,0,0.0137609,0.00406261,0.0439566,0.039931,0.02125,0.019664,0.00405219,0.00623215,0.0112615,0.033314,0.0174272,0.0166641,0.00865696,0.00781843,0.00926708,0.0129065,0.0169907,0.00590337,0.0059046,0.00282296,0.00410031,0.00659113,0,0,0,0.0122697,0,0.0385697
192,0,0,0,0,0,0,0.00483389,0.00341365,0,0,0,0.116979,0.0186142,0,0,0.00709185,0,0.0241068,0.00109849,0.0440394,0.0303126,0.00515843,0.0115238,0.000867558,0.00511432,0.00570094,0.00643954,0.0327144,0.00496808,0.0111144,0.00450039,0.0114233,0.118155,0.00337138,0.0172734,0.039028,0.0151432,0.0239029,0.00328399,0,0,0.00681447,0,0.0138185,0.00417118,0.0436264,0.0394574,0.0215454,0.0199202,0.004377,0.00681755,0.0121475,0.0336615,0.0175001,0.0175738,0.00860958,0.00790201,0.00925678,0.0125342,0.0150511,0.00657598,0.00588712,0.00285559,0.00452591,0.00591744,0,0,0,0.0128174,0,0.0388979
193,0,0,0,0,0,0,0.00421191,0.00371981,0,0,0,0.11728,0.0186074,0,0,0.00708302,0,0.0243661,0.00110215,0.0446075,0.0301704,0.00548641,0.0111685,0.00120887,0.00487313,0.00518745,0.00611242,0.0327825,0.00514466,0.0112074,0.0049115,0.0113042,0.117988,0.00299848,0.0171805,0.0368635,0.0152657,0.0228332,0.00343064,0,0,0.0067806,0,0.0139811,0.00431629,0.0434315,0.0388537,0.0219573,0.0200284,0.00481995,0.00724516,0.013028,0.0340108,0.0174504,0.0183384,0.00862404,0.0080338,0.00941508,0.0123692,0.0129503,0.00676348,0.00637545,0.00279508,0.00513245,0.00528183,0,0,0,0.0133541,0,0.0393518
