Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LANK,x73,LILC
77,0,0,0,0,0,0,0.00242445,0.00323264,0,0,0,0.118478,0.0187988,0,0,0.00476266,0,0.0240131,0.00137462,0.0451172,0.0298545,0.00615177,0.00993743,0.00348699,0.00452587,0.00680979,0.00509323,0.0295413,0.00594184,0.0135872,0.00430799,0.00926567,0.109548,0.00410747,0.0170515,0.0309932,0.0154866,0.02162,0.00307408,0,0,0.00540934,0,0.0137083,0.00268614,0.0426004,0.0409988,0.0227615,0.0200504,0.00431823,0.00705595,0.0158917,0.0353412,0.0186128,0.0214039,0.00952512,0.0083433,0.00996625,0.0102697,0.0102024,0.00564267,0.00293002,0.00165429,0.00508973,0.00155947,0,0,0,0.0129518,0,0.0383551
78,0,0,0,0,0,0,0.00256073,0.00352907,0,0,0,0.118913,0.0188059,0,0,0.00528397,0,0.0240552,0.00142361,0.0453939,0.0295279,0.00642858,0.00966544,0.00373266,0.00430681,0.0064227,0.00482522,0.0294057,0.00618185,0.0136306,0.00459071,0.00906434,0.109203,0.00426341,0.0170569,0.0329242,0.0156164,0.0217062,0.00333955,0,0,0.00484591,0,0.0138576,0.00264981,0.0425821,0.0424224,0.0231575,0.0197527,0.00481158,0.00718089,0.0166869,0.0356252,0.0185696,0.0220553,0.0102406,0.0081369,0.0104205,0.0105061,0.0119091,0.005436,0.00329745,0.00154335,0.00593093,0.00163267,0,0,0,0.0133883,0,0.0387384
79,0,0,0,0,0,0,0.00273073,0.00365081,0,0,0,0.119266,0.0188377,0,0,0.00546179,0,0.0240765,0.00145801,0.0455382,0.0291511,0.0067104,0.00947784,0.0038041,0.00421162,0.00613761,0.00458394,0.029166,0.00638146,0.0136551,0.00482831,0.00887323,0.108854,0.00448417,0.0170591,0.0344013,0.0155605,0.0214862,0.00342223,0,0,0.00540246,0,0.013803,0.00280309,0.0423283,0.0432443,0.0234894,0.0191442,0.005338,0.0074251,0.0171222,0.0356858,0.018283,0.0222461,0.0106999,0.00811588,0.010841,0.0111689,0.0144693,0.00581703,0.00303986,0.0015832,0.00648445,0.0018218,0,0,0,0.0138309,0,0.0391936
80,0,0,0,0,0,0,0.00282286,0.00384863,0,0,0,0.119432,0.018828,0,0,0.00535838,0,0.0240047,0.00143861,0.0455891,0.0289667,0.00684774,0.00940548,0.00381224,0.00414413,0.00578177,0.00441747,0.028752,0.00645374,0.0135397,0.00511021,0.00873203,0.108429,0.00467133,0.0170307,0.0346924,0.0155791,0.0208733,0.00349397,0,0,0.00543482,0,0.0138107,0.00279163,0.0417934,0.0433211,0.0237267,0.0183424,0.00590853,0.00740996,0.0172045,0.0354832,0.0178109,0.0220917,0.0109258,0.00834505,0.0112016,0.0120573,0.0164381,0.00577717,0.00303017,0.00159571,0.00688552,0.00195509,0,0,0,0.0142157,0,0.0396554
81,0,0,0,0,0,0,0.00287891,0.00404199,0,0,0,0.11961,0.0188791,0,0,0.00534051,0,0.023909,0.0013872,0.0455302,0.0288212,0.00701433,0.00942029,0.00396148,0.00414109,0.00559593,0.00427216,0.0287059,0.0066049,0.0134477,0.0055176,0.0086825,0.10803,0.00484949,0.0170333,0.0339575,0.0155916,0.0198319,0.00354618,0,0,0.00540634,0,0.0138025,0.00276155,0.0411534,0.042642,0.0238676,0.0174046,0.0063286,0.00727277,0.0170304,0.0351672,0.0171535,0.021584,0.011072,0.0088297,0.0114679,0.013058,0.0174944,0.00560652,0.00300886,0.00156551,0.00704775,0.00204383,0,0,0,0.0145357,0,0.0400506
82,0,0,0,0,0,0,0.0029613,0.00425764,0,0,0,0.119731,0.0188105,0,0,0.0053113,0,0.0239273,0.00137621,0.045429,0.0288306,0.00720787,0.00952944,0.00414195,0.00416211,0.00554565,0.00427668,0.0286743,0.00679167,0.0133057,0.0058276,0.00870604,0.107816,0.00505849,0.0170125,0.0326417,0.0156073,0.0185311,0.00358852,0,0,0.0053272,0,0.0138003,0.00273843,0.0405292,0.0413403,0.0239549,0.0161685,0.00668262,0.00710709,0.0167183,0.0347282,0.0163697,0.0207402,0.0111997,0.0095153,0.0114803,0.0143139,0.018507,0.00533905,0.00297304,0.00149873,0.00701589,0.00214692,0,0,0,0.0147564,0,0.0403032
83,0,0,0,0,0,0,0.00305355,0.00445895,0,0,0,0.119868,0.0187759,0,0,0.00523834,0,0.0239421,0.00137068,0.0453389,0.0287378,0.00734177,0.00971602,0.00425701,0.00420485,0.00555421,0.00429663,0.0285877,0.00685185,0.0130914,0.00616779,0.00875988,0.107452,0.00526779,0.0169952,0.0314755,0.0156366,0.0170425,0.00357808,0,0,0.00526846,0,0.013819,0.00271658,0.0401177,0.0396463,0.02404,0.0146477,0.00718625,0.006932,0.0163298,0.0341906,0.0155412,0.0197128,0.0113315,0.0103279,0.0112228,0.0156092,0.0197731,0.00505498,0.00295412,0.00147196,0.00684209,0.00228245,0,0,0,0.0148232,0,0.040413
84,0,0,0,0,0,0,0.0031434,0.00457084,0,0,0,0.119968,0.0187996,0,0,0.00512137,0,0.0239517,0.00136625,0.0452522,0.0289373,0.00746797,0.00988067,0.00431866,0.0042437,0.00557398,0.00427066,0.0283537,0.00694835,0.0130271,0.00645683,0.00879476,0.106908,0.00545002,0.0170017,0.0308606,0.0156594,0.0155165,0.00357266,0,0,0.00524312,0,0.0138371,0.00274186,0.0400363,0.0378746,0.0241113,0.0131359,0.0076663,0.00679955,0.0158506,0.0336969,0.0146357,0.0185358,0.0115965,0.0112379,0.0109062,0.0167588,0.02143,0.0048519,0.00289765,0.00146582,0.00654172,0.0024205,0,0,0,0.0150821,0,0.0403614
85,0,0,0,0,0,0,0.00325244,0.00462617,0,0,0,0.120142,0.0188177,0,0,0.00508444,0,0.0239987,0.00134508,0.0451776,0.0286663,0.00760142,0.0099927,0.00438015,0.00427928,0.00562085,0.00421841,0.0280612,0.00719707,0.0130919,0.00662359,0.00876546,0.106409,0.00555767,0.0170043,0.0308995,0.0157079,0.0140413,0.00356732,0,0,0.00501645,0,0.013874,0.00271832,0.0401586,0.0359801,0.0242138,0.0119133,0.00807116,0.0067059,0.0152425,0.0332261,0.0136424,0.0172132,0.0119571,0.0122654,0.0104072,0.0176803,0.0233842,0.0045944,0.00299503,0.00141659,0.00623921,0.00260211,0,0,0,0.0153575,0,0.0401817
86,0,0,0,0,0,0,0.00331634,0.00452503,0,0,0,0.120453,0.0188554,0,0,0.00507496,0,0.0240694,0.0013012,0.0450351,0.0283571,0.00780443,0.0100752,0.00444909,0.0043144,0.00567737,0.00422195,0.0280854,0.00753864,0.0132492,0.00667382,0.00873885,0.105877,0.00561051,0.0170065,0.0314107,0.0156434,0.0126565,0.00352725,0,0,0.00530588,0,0.0138012,0.00283379,0.0403995,0.0342003,0.0243332,0.0109493,0.0084377,0.00681156,0.0145187,0.0328167,0.0125863,0.0157674,0.0122497,0.0134537,0.00990047,0.0182642,0.0255353,0.00476423,0.00269935,0.00144122,0.00593516,0.00275159,0,0,0,0.0155932,0,0.0399462
87,0,0,0,0,0,0,0.00333961,0.00436909,0,0,0,0.120815,0.0188448,0,0,0.00494859,0,0.0239923,0.00130778,0.0449603,0.0281976,0.00800041,0.0101644,0.00453376,0.00438342,0.00572206,0.00424148,0.0279921,0.00776016,0.0132502,0.00682277,0.00871885,0.105537,0.00565059,0.0169767,0.0328221,0.0156462,0.0110841,0.00349324,0,0,0.0052321,0,0.0137844,0.00274311,0.0406175,0.0322821,0.0244033,0.0101837,0.00882374,0.00679607,0.0136938,0.0324082,0.0114812,0.0142898,0.012331,0.0145998,0.00927787,0.0182739,0.0278869,0.00473927,0.00262621,0.00143217,0.0057429,0.00286322,0,0,0,0.0157806,0,0.0396351
88,0,0,0,0,0,0,0.00333106,0.00419465,0,0,0,0.121139,0.0188548,0,0,0.00478661,0,0.0239354,0.00129076,0.0449246,0.0280573,0.0080898,0.0102597,0.00452674,0.00447532,0.00571827,0.0042581,0.0276982,0.00790989,0.0131486,0.00705367,0.00868728,0.105217,0.00561278,0.0169458,0.0347033,0.0156659,0.00919584,0.00348982,0,0,0.00516956,0,0.0137886,0.00263495,0.0406562,0.0299767,0.024461,0.00958975,0.00915615,0.00677858,0.0127888,0.0318468,0.0102863,0.0127794,0.0122379,0.0156933,0.00848648,0.0177092,0.0302781,0.00476014,0.00255457,0.00140543,0.00565668,0.00290809,0,0,0,0.015975,0,0.0393001
89,0,0,0,0,0,0,0.00337049,0.00409647,0,0,0,0.121325,0.0188795,0,0,0.00477633,0,0.0239034,0.00127321,0.0449051,0.0282841,0.00824072,0.0102996,0.00455989,0.00453615,0.00570991,0.00428265,0.0275351,0.00807917,0.0131216,0.00739651,0.00869928,0.104956,0.00553071,0.0169093,0.0363722,0.0156745,0.00776553,0.00352081,0,0,0.00510444,0,0.0137978,0.00252398,0.0404616,0.0275091,0.0245449,0.00927036,0.0095094,0.00681167,0.0116865,0.0310915,0.00899672,0.0111389,0.0119655,0.0171202,0.00742986,0.0166774,0.032867,0.00480484,0.00254886,0.00136526,0.00576194,0.00294523,0,0,0,0.0162762,0,0.0390043
90,0,0,0,0,0,0,0.0034513,0.0040411,0,0,0,0.121613,0.0189317,0,0,0.00478704,0,0.0238624,0.00123454,0.0448692,0.028147,0.00840437,0.0103647,0.00465904,0.00460814,0.00576298,0.00427661,0.0273477,0.00822659,0.013007,0.00766176,0.00869111,0.104584,0.00539666,0.0168681,0.0374307,0.0157086,0.00694252,0.00350018,0,0,0.00512664,0,0.0138266,0.00244227,0.0401833,0.0247572,0.0246711,0.00922058,0.00986285,0.00682304,0.0104154,0.030242,0.00781379,0.00951367,0.0115737,0.0189185,0.00623966,0.0152486,0.0345986,0.00483648,0.00245003,0.00134356,0.00596478,0.00302925,0,0,0,0.0165051,0,0.0388054
91,0,0,0,0,0,0,0.00360608,0.00409988,0,0,0,0.122043,0.0189927,0,0,0.0048304,0,0.0237987,0.0011922,0.0448363,0.0279272,0.00859968,0.0104414,0.00487134,0.00470727,0.00583554,0.00423967,0.0274336,0.0084308,0.0129749,0.00785999,0.00867372,0.104105,0.00525528,0.0168462,0.0381357,0.0157418,0.00676948,0.00355568,0,0,0.00515939,0,0.0138443,0.00240658,0.0399509,0.0215886,0.0248852,0.00930857,0.0103072,0.00680358,0.00909882,0.029281,0.00688418,0.00809134,0.0111072,0.0209827,0.00546408,0.0134805,0.03561,0.00487932,0.00235083,0.00132467,0.00621731,0.00318735,0,0,0,0.0168862,0,0.038713
92,0,0,0,0,0,0,0.00380555,0.00426728,0,0,0,0.122606,0.0190773,0,0,0.00490989,0,0.0237472,0.00115188,0.0447935,0.0276228,0.00888085,0.0105163,0.00508077,0.0048733,0.00593387,0.0041996,0.0274338,0.00866643,0.0129877,0.00805054,0.00859461,0.103352,0.00514781,0.0168436,0.0381418,0.015769,0.00774064,0.00361632,0,0,0.00525438,0,0.0138596,0.00242974,0.0397814,0.0183416,0.0251491,0.00959346,0.0107946,0.00680308,0.00777495,0.0284156,0.00642301,0.00689356,0.0110426,0.0233222,0.0057939,0.0119448,0.0355571,0.00490411,0.00228641,0.0012939,0.00643739,0.00342545,0,0,0,0.0173399,0,0.0387316
93,0,0,0,0,0,0,0.00402538,0.00449694,0,0,0,0.123288,0.0191122,0,0,0.00496427,0,0.0238007,0.00119078,0.0447642,0.0271393,0.00923919,0.01059,0.00524103,0.00510223,0.0060789,0.00415419,0.0272404,0.00893947,0.0130595,0.00825508,0.00848595,0.102349,0.00511377,0.0168443,0.0372078,0.0158718,0.00943108,0.00377176,0,0,0.00489416,0,0.0139621,0.00227015,0.0396864,0.015348,0.0254588,0.00964626,0.0112783,0.00669104,0.00656503,0.0278519,0.00670199,0.00595325,0.011734,0.0260005,0.00752708,0.0113264,0.0341308,0.00460867,0.00249686,0.00117954,0.00658446,0.00371916,0,0,0,0.0177704,0,0.0388837
94,0,0,0,0,0,0,0.00426748,0.00472321,0,0,0,0.123839,0.0190781,0,0,0.00512791,0,0.0238677,0.00126621,0.0446921,0.0269248,0.00962613,0.0107005,0.00542354,0.00531137,0.00625068,0.00416057,0.0269343,0.00926599,0.0131897,0.00847423,0.00836402,0.101332,0.00510062,0.0168429,0.035597,0.0158234,0.0120017,0.00393347,0,0,0.00541683,0,0.0138989,0.00248816,0.0396143,0.0131275,0.0258344,0.00966215,0.011801,0.00685241,0.00540003,0.0274796,0.00756246,0.00525371,0.0133608,0.0288786,0.0101928,0.0121422,0.0324393,0.00491728,0.00219536,0.00118138,0.00657661,0.00409114,0,0,0,0.0181588,0,0.0391013
95,0,0,0,0,0,0,0.00455442,0.00502106,0,0,0,0.124416,0.0190711,0,0,0.00535368,0,0.0239228,0.00137103,0.0446106,0.0267337,0.0101036,0.0107643,0.00571235,0.00536981,0.00635848,0.00427543,0.0269683,0.00968067,0.013418,0.00874478,0.00826744,0.100169,0.00512866,0.016844,0.0336248,0.0158296,0.0149763,0.00419187,0,0,0.00545836,0,0.0139076,0.00255025,0.0394948,0.0121969,0.0261693,0.00974062,0.0123693,0.00698314,0.00437601,0.0272808,0.00865129,0.00467756,0.0158272,0.0319801,0.0134516,0.0143155,0.0305094,0.00497709,0.00220981,0.00121019,0.00660121,0.00450076,0,0,0,0.0186393,0,0.0394249
96,0,0,0,0,0,0,0.00480224,0.00525722,0,0,0,0.124996,0.0190839,0,0,0.00553256,0,0.0239609,0.00146377,0.0445324,0.0265439,0.0106133,0.0107301,0.00598137,0.0054629,0.00642136,0.004366,0.0269547,0.0101424,0.0136949,0.00906004,0.00814848,0.0987251,0.00519428,0.016848,0.0315981,0.0158268,0.0179624,0.00444535,0,0,0.00550672,0,0.0139171,0.00256703,0.0392686,0.0130346,0.026356,0.00985391,0.0128208,0.00711614,0.00359495,0.0272808,0.009725,0.00408885,0.0189391,0.0352048,0.0171244,0.0174851,0.0282281,0.00501971,0.00227526,0.00123073,0.0065331,0.00482118,0,0,0,0.0191091,0,0.039825
97,0,0,0,0,0,0,0.00495759,0.00543969,0,0,0,0.125434,0.0191108,0,0,0.00563191,0,0.0239604,0.00151924,0.0444504,0.0264274,0.0111018,0.0106488,0.00620822,0.00551552,0.00657024,0.00439877,0.0266967,0.0105891,0.0139749,0.00935399,0.00801666,0.0972058,0.00531322,0.0168529,0.0299066,0.015848,0.0207745,0.00464398,0,0,0.00550073,0,0.0139424,0.00256795,0.0388723,0.0155021,0.0264301,0.0101753,0.01316,0.00725968,0.00316162,0.0274335,0.0105804,0.00340066,0.0223804,0.0384089,0.0209587,0.0212019,0.0255329,0.00504821,0.00233604,0.00125622,0.00646504,0.00500983,0,0,0,0.0194501,0,0.0402322
98,0,0,0,0,0,0,0.0050201,0.00554045,0,0,0,0.125831,0.0191433,0,0,0.00572601,0,0.0239291,0.00150673,0.044325,0.0263709,0.0115621,0.010517,0.00633022,0.00554189,0.00676694,0.00449726,0.0262545,0.0108955,0.0141897,0.00958883,0.00788984,0.095603,0.00539907,0.0168433,0.0286256,0.0158743,0.0230058,0.00474258,0,0,0.00539951,0,0.0139672,0.00256582,0.0383991,0.0185249,0.026442,0.011064,0.0133804,0.00735775,0.00317345,0.0278245,0.0109566,0.0024104,0.0258721,0.0413102,0.0247399,0.0252646,0.0221133,0.00505419,0.00233312,0.00125268,0.0064221,0.00507978,0,0,0,0.019673,0,0.0406604
99,0,0,0,0,0,0,0.00500958,0.0056232,0,0,0,0.12628,0.0191773,0,0,0.00571455,0,0.023889,0.00147575,0.044172,0.026302,0.0119991,0.0103868,0.00637741,0.00550192,0.00699217,0.00473408,0.0259374,0.0112305,0.0143442,0.00981952,0.00774491,0.0942371,0.00543447,0.0168201,0.0281427,0.0158928,0.0247666,0.004753,0,0,0.00519973,0,0.0139839,0.00251672,0.0378975,0.0213987,0.0263709,0.0127017,0.0135485,0.00740369,0.00350686,0.028259,0.0109535,0.00122957,0.0290922,0.0435959,0.0280174,0.0291421,0.0184777,0.00502007,0.00236438,0.00121341,0.00643226,0.00501905,0,0,0,0.0199889,0,0.0410731
100,0,0,0,0,0,0,0.00494238,0.00572886,0,0,0,0.126772,0.0192115,0,0,0.00561166,0,0.0238655,0.00146677,0.0440174,0.0262082,0.0123782,0.0102687,0.0064129,0.00543957,0.00720915,0.00507957,0.0256949,0.0115955,0.0145893,0.0100511,0.00757147,0.0931465,0.00540851,0.0168128,0.0286058,0.0159449,0.0261162,0.00468553,0,0,0.00486383,0,0.0140369,0.00238466,0.037409,0.024033,0.0262283,0.0146429,0.0137066,0.00741027,0.00399844,0.0285975,0.010834,0.000525144,0.0316263,0.0451255,0.0304389,0.0322937,0.0155502,0.00493792,0.00252404,0.00118327,0.00654197,0.00485772,0,0,0,0.0203543,0,0.0414155
101,0,0,0,0,0,0,0.00475273,0.00565235,0,0,0,0.1274,0.0192356,0,0,0.00544188,0,0.0238468,0.00146116,0.043858,0.0259276,0.0127864,0.0101017,0.00636777,0.00539965,0.00743877,0.00546371,0.0255069,0.0119954,0.0147567,0.0101996,0.00737532,0.092228,0.005314,0.0168067,0.0295821,0.0159362,0.0269678,0.00443015,0,0,0.00525627,0,0.0140139,0.0024573,0.0370004,0.0257872,0.0260149,0.0163866,0.0136535,0.0074246,0.00447594,0.0288529,0.0107791,0.00106113,0.033278,0.0459305,0.0319066,0.0344391,0.0134092,0.00516041,0.00238265,0.00119624,0.00651475,0.00457643,0,0,0,0.0207707,0,0.0417876
102,0,0,0,0,0,0,0.00461613,0.00571352,0,0,0,0.127935,0.0192769,0,0,0.00537022,0,0.0238276,0.00146369,0.0436416,0.0258243,0.0131231,0.00998521,0.00630174,0.00540622,0.00769876,0.00591249,0.0252933,0.0123636,0.0150094,0.0102571,0.00713302,0.0912064,0.00520183,0.0168026,0.0303573,0.0159444,0.0270792,0.00424286,0,0,0.005294,0,0.0140255,0.00242272,0.0367613,0.0256128,0.0259084,0.0168983,0.0137851,0.00740252,0.00454639,0.0287955,0.0110413,0.00152178,0.0337845,0.0462493,0.0323836,0.0350729,0.0135075,0.00520857,0.00242473,0.00117893,0.00667257,0.00434104,0,0,0,0.0211352,0,0.041992
103,0,0,0,0,0,0,0.0045238,0.00577855,0,0,0,0.128477,0.019286,0,0,0.0053567,0,0.0237988,0.00144391,0.0433732,0.0257614,0.0135184,0.0099073,0.00624342,0.00544577,0.00785891,0.00622622,0.0250563,0.0127189,0.0153033,0.0103081,0.00680131,0.0897428,0.00510899,0.0167846,0.0307733,0.0159443,0.0264986,0.00410742,0,0,0.00527116,0,0.0140134,0.00239665,0.0368004,0.0241885,0.0258031,0.0167244,0.0139531,0.00732349,0.00429779,0.0285298,0.0110885,0.00178011,0.0333411,0.0461187,0.0320326,0.0346067,0.0148585,0.00517494,0.00241734,0.00116644,0.00679216,0.00420118,0,0,0,0.0215144,0,0.0421633
104,0,0,0,0,0,0,0.00445811,0.00587464,0,0,0,0.128974,0.0193164,0,0,0.00532315,0,0.0237976,0.00143368,0.0433231,0.0255884,0.0139293,0.00972829,0.00619626,0.00554772,0.00793448,0.00631886,0.0248644,0.0130751,0.0156011,0.0102674,0.00644754,0.0882423,0.00507619,0.0167763,0.0309089,0.0159653,0.0252002,0.00403021,0,0,0.00528843,0,0.0140183,0.00243171,0.036739,0.0221418,0.0258578,0.0153778,0.0141734,0.00732834,0.00365681,0.0281411,0.0113355,0.00167807,0.0317733,0.0454721,0.030691,0.0326882,0.0181604,0.00520696,0.00240127,0.00118959,0.00691717,0.00413024,0,0,0,0.021891,0,0.0422876
105,0,0,0,0,0,0,0.00430464,0.00582728,0,0,0,0.129406,0.0193752,0,0,0.00519266,0,0.0237762,0.00139408,0.0434944,0.0254498,0.0144322,0.00942783,0.00602979,0.00561084,0.00806078,0.00629962,0.0247467,0.0135001,0.0158925,0.0102269,0.00612292,0.0868514,0.00498192,0.0167706,0.0316986,0.0159945,0.023576,0.00395145,0,0,0.00548677,0,0.0140464,0.0024734,0.0365698,0.0216542,0.0259338,0.0138858,0.0142392,0.00734428,0.0034309,0.0279153,0.0111738,0.00155457,0.0296399,0.0440428,0.028599,0.0303389,0.0220102,0.00533026,0.00233714,0.00124722,0.00690703,0.00399102,0,0,0,0.0223734,0,0.0424651
106,0,0,0,0,0,0,0.00415749,0.00586728,0,0,0,0.12961,0.0193865,0,0,0.00511147,0,0.0237642,0.00139676,0.0435011,0.0251766,0.0147881,0.0092726,0.00595911,0.00564765,0.00838088,0.00659226,0.0244906,0.0138615,0.0160518,0.010161,0.00580723,0.0855811,0.0049394,0.0167617,0.0324095,0.0160195,0.0222636,0.00390695,0,0,0.00557658,0,0.0140751,0.00245525,0.0365166,0.0235982,0.0259255,0.0118517,0.01429,0.00735854,0.00298252,0.0274112,0.0113134,0.00215892,0.0269925,0.0421972,0.0257667,0.0272643,0.0267796,0.00536016,0.00238406,0.00127483,0.00701976,0.00387193,0,0,0,0.0227046,0,0.0424939
107,0,0,0,0,0,0,0.00404372,0.00588602,0,0,0,0.129718,0.019381,0,0,0.00505642,0,0.0237566,0.00143136,0.0433578,0.0249434,0.0150118,0.00926386,0.00593449,0.0056092,0.00878558,0.00716145,0.0243167,0.0141986,0.0161886,0.0101194,0.0055387,0.0841732,0.00492413,0.0167491,0.0331783,0.0161016,0.0223178,0.00385366,0,0,0.00517918,0,0.0141438,0.00221612,0.0366538,0.0272584,0.0256909,0.0107865,0.0143027,0.00722218,0.00275085,0.0267981,0.0112286,0.00296185,0.024644,0.0403669,0.0228492,0.0243529,0.0311511,0.00506822,0.00263525,0.00115762,0.0071032,0.00378397,0,0,0,0.0230017,0,0.0424726
108,0,0,0,0,0,0,0.00393803,0.00569009,0,0,0,0.129648,0.0193806,0,0,0.00501048,0,0.0237517,0.00147776,0.0433885,0.0250253,0.0151411,0.00928081,0.00588367,0.00548058,0.00910735,0.00764622,0.0244349,0.0146134,0.0163829,0.0100887,0.00535321,0.0827249,0.0049117,0.0167379,0.0335933,0.016053,0.0239305,0.00371745,0,0,0.00575822,0,0.0140733,0.00239907,0.036647,0.0310691,0.0254445,0.0111625,0.0141191,0.00726982,0.00286854,0.0262768,0.0109,0.0036745,0.0232067,0.0391073,0.0204979,0.0221393,0.03448,0.00530483,0.00228755,0.00113577,0.00688477,0.00369766,0,0,0,0.0233271,0,0.0425699
109,0,0,0,0,0,0,0.00383046,0.00548055,0,0,0,0.129554,0.0194099,0,0,0.00499575,0,0.0237691,0.00150369,0.0436406,0.0249178,0.0151305,0.0092819,0.00581001,0.00546608,0.00943757,0.00803817,0.024398,0.0150102,0.0164925,0.0100324,0.00516798,0.0810754,0.00489287,0.0167364,0.0332488,0.0160689,0.0255089,0.00364124,0,0,0.00571886,0,0.0140711,0.0023664,0.036313,0.0339435,0.0252125,0.0121114,0.0138663,0.00725646,0.00300352,0.0256977,0.0105302,0.00449675,0.0226949,0.0386299,0.0191663,0.0207771,0.0358233,0.00522882,0.00227845,0.00108143,0.00655281,0.00361809,0,0,0,0.0235676,0,0.0427634
110,0,0,0,0,0,0,0.00361066,0.0052409,0,0,0,0.129255,0.0194024,0,0,0.00502248,0,0.0237973,0.00150721,0.0438811,0.0250836,0.015013,0.00938889,0.00574417,0.00550119,0.00978489,0.008207,0.0239995,0.0153065,0.0164677,0.00989258,0.00492045,0.0792169,0.00485367,0.0167413,0.0325587,0.016092,0.02604,0.00353819,0,0,0.00556124,0,0.0140749,0.00229496,0.0358548,0.0357502,0.0248976,0.013201,0.013561,0.00718941,0.00299319,0.0248095,0.0105657,0.00569085,0.0221555,0.0384232,0.018583,0.0196536,0.0352186,0.00505446,0.00221365,0.00103111,0.00614443,0.00354193,0,0,0,0.0237375,0,0.0429769
111,0,0,0,0,0,0,0.00335305,0.00509847,0,0,0,0.128907,0.0193703,0,0,0.00508355,0,0.0238359,0.00149353,0.0442776,0.0248174,0.0147607,0.00933018,0.0056758,0.00555319,0.010197,0.00858021,0.0239293,0.0155384,0.0162971,0.00955599,0.00481998,0.0769515,0.0047971,0.0167522,0.032325,0.0161058,0.0256846,0.00343357,0,0,0.00549861,0,0.0140651,0.00229263,0.0351395,0.0371029,0.0247511,0.0135988,0.0133169,0.00727137,0.00304432,0.0236058,0.011312,0.00723293,0.0215644,0.0380903,0.0183724,0.0187553,0.0337001,0.00505899,0.0021563,0.00100225,0.00582296,0.00348617,0,0,0,0.0238575,0,0.0431523
112,0,0,0,0,0,0,0.00304429,0.00499296,0,0,0,0.128161,0.0193351,0,0,0.00509935,0,0.0238822,0.00147106,0.0449413,0.0252996,0.0144767,0.00914419,0.00552967,0.00553355,0.0107232,0.00904444,0.0243588,0.0156864,0.0159977,0.0089793,0.00502407,0.0745394,0.00468028,0.0167769,0.0328494,0.0160938,0.0245164,0.0033257,0,0,0.0055383,0,0.0140408,0.00225483,0.0342639,0.0385552,0.0247868,0.0120349,0.0130525,0.00741406,0.0033605,0.022515,0.0122647,0.00853756,0.0211611,0.0376992,0.0186244,0.0187046,0.0313762,0.005191,0.00197911,0.000988562,0.0055544,0.0034274,0,0,0,0.0238086,0,0.043341
113,0,0,0,0,0,0,0.00278287,0.00498786,0,0,0,0.126987,0.0192718,0,0,0.00509853,0,0.0239511,0.00147732,0.0458185,0.0261963,0.0141276,0.00890119,0.00534889,0.00558505,0.0113025,0.00920381,0.0248947,0.0155624,0.0154233,0.00822166,0.00552441,0.0719054,0.00451522,0.0168041,0.0340803,0.0160353,0.0235781,0.00325403,0,0,0.00552256,0,0.0139853,0.00221832,0.0333402,0.040345,0.0250376,0.0102322,0.0128364,0.00757205,0.00377979,0.021629,0.0133165,0.0097497,0.0210849,0.0373988,0.0190785,0.0192978,0.0294591,0.00531413,0.00181104,0.00100155,0.00548898,0.00338445,0,0,0,0.0232878,0,0.0435194
114,0,0,0,0,0,0,0.00258498,0.00510942,0,0,0,0.124942,0.0191807,0,0,0.00515788,0,0.0240421,0.00152369,0.0467493,0.0282263,0.013648,0.00878065,0.00519805,0.00545408,0.0117154,0.00973926,0.0254628,0.0150685,0.0146063,0.00745901,0.00626223,0.0694517,0.00434606,0.0168438,0.0353342,0.0160641,0.0226878,0.00336326,0,0,0.00483445,0,0.014032,0.00188685,0.0326427,0.0416631,0.0253717,0.0097183,0.0126884,0.0075688,0.00424473,0.0209984,0.0138692,0.0104987,0.0211312,0.0371086,0.019484,0.019858,0.0279012,0.0050725,0.00209722,0.0009598,0.00567842,0.00332671,0,0,0,0.0224356,0,0.0437327
115,0,0,0,0,0,0,0.00260124,0.00522397,0,0,0,0.122575,0.0190618,0,0,0.00537037,0,0.024133,0.0016244,0.0475685,0.0297895,0.0130063,0.00881219,0.00509561,0.00516141,0.0119708,0.0104859,0.0261333,0.0142216,0.0135703,0.00675266,0.00723704,0.06687,0.00424765,0.0168815,0.035499,0.0159524,0.0217039,0.00354491,0,0,0.0050802,0,0.0139399,0.00203505,0.0322479,0.0417367,0.0258469,0.00962083,0.0125271,0.0076869,0.00498451,0.0204386,0.0135949,0.0106002,0.0205513,0.0364336,0.0189908,0.0192219,0.0271112,0.00532493,0.00198659,0.000987743,0.00598917,0.00336493,0,0,0,0.0209417,0,0.0440039
