Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHIA,RTHI,IMUR_M,RTHIA,RTHII
74,0.00441842,0.00795907,0,0,0,0,0,0.0543198,0.0359444,0.030058,0.0105149,0,0,0.00942523,0,0.0120703,0.00585825,0.0333737,0.0228305,0.00516948,0.00847574,0.0112108,0.0101668,0.00817525,0.00657934,0.0437525,0.0177116,0.0250203,0.018857,0.0265895,0.0573204,0.00958484,0.0105209,0.00402401,0.029979,0.020666,0.0252826,0.0133165,0.003387,0,0,0.0275032,0,0.0139735,0.0111772,0.0374438,0.0241071,0.029521,0.0230077,0.0122026,0.0101054,0.0112738,0.0242536,0.0394561,0.0200704,0.0278117,0.026721,0.0115167,0.00889441,0.00802527,0.00714824,0.00310836,0,0,0,0,0,0,0,0,0,0.0109223,0,0,0,0
75,0.00447198,0.00773842,0,0,0,0,0,0.0543215,0.0360028,0.0296044,0.0102715,0,0,0.00937847,0,0.0120582,0.00574918,0.0333116,0.0226518,0.00503745,0.0086257,0.0111045,0.0100216,0.00820477,0.00649639,0.043874,0.0175538,0.0249354,0.0186591,0.0263943,0.057341,0.00924952,0.010567,0.00407286,0.031782,0.0206519,0.0281139,0.0129548,0.00330986,0,0,0.0275848,0,0.013952,0.0114497,0.0376098,0.027487,0.029903,0.0270528,0.0119968,0.00987867,0.0123854,0.0264002,0.0398568,0.021118,0.0297576,0.0278446,0.0114925,0.00912291,0.00812798,0.00693008,0.00309638,0,0,0,0,0,0,0,0,0,0.011445,0,0,0,0
76,0.00448567,0.00759305,0,0,0,0,0,0.0539671,0.0361941,0.0290585,0.0101305,0,0,0.00937727,0,0.0121273,0.00572951,0.0333917,0.0225016,0.00498126,0.00869132,0.0110877,0.00988658,0.00821795,0.00637816,0.0438913,0.0174409,0.0247259,0.0184138,0.0262077,0.057024,0.00894207,0.0107264,0.00418978,0.033166,0.0206845,0.029815,0.0125975,0.00316625,0,0,0.0278119,0,0.0139447,0.0117287,0.0374004,0.0290857,0.0301302,0.0297546,0.0117563,0.00980757,0.0131694,0.0276769,0.0399526,0.0215445,0.0310035,0.0295401,0.0115006,0.00916329,0.00822771,0.00678231,0.00298896,0,0,0,0,0,0,0,0,0,0.0112391,0,0,0,0
77,0.00442756,0.00737683,0,0,0,0,0,0.0530952,0.0363098,0.0284434,0.0102125,0,0,0.00943498,0,0.0121256,0.00564212,0.0335565,0.0223822,0.00508021,0.00842119,0.0110808,0.00992006,0.00810991,0.0062395,0.0438421,0.0173199,0.0243425,0.01819,0.0261463,0.0562695,0.00878188,0.0107548,0.00425516,0.033245,0.020733,0.0295088,0.0124719,0.00311689,0,0,0.0278479,0,0.0139389,0.0118682,0.0369682,0.0284382,0.0303199,0.0303102,0.0117869,0.00960254,0.0132908,0.0278617,0.0399289,0.0214713,0.0313927,0.0304721,0.0114497,0.00936145,0.00834889,0.00657912,0.0027971,0,0,0,0,0,0,0,0,0,0.01091,0,0,0,0
78,0.00418573,0.00733278,0,0,0,0,0,0.052056,0.0363157,0.0278517,0.0102454,0,0,0.00951799,0,0.0120238,0.00535553,0.0337285,0.0223398,0.00523587,0.0082265,0.0115251,0.00996798,0.00803952,0.00621032,0.0439293,0.0171594,0.0238752,0.0179973,0.0261048,0.0551121,0.00867638,0.0106428,0.00435543,0.0333983,0.020798,0.0292444,0.0123242,0.00310472,0,0,0.0279099,0,0.0139502,0.0119737,0.0364543,0.0282896,0.0305843,0.0301298,0.0117777,0.00936186,0.0134065,0.0277549,0.0397821,0.0213734,0.0317294,0.0314512,0.0114768,0.00962914,0.00826632,0.00652496,0.00244871,0,0,0,0,0,0,0,0,0,0.0111068,0,0,0,0
79,0.00412355,0.00762447,0,0,0,0,0,0.0509555,0.0363787,0.027416,0.0102755,0,0,0.00969135,0,0.012,0.00502842,0.0339443,0.0223744,0.00534892,0.00828848,0.0121525,0.0101082,0.00802339,0.00621549,0.0440755,0.0169954,0.0234096,0.0178496,0.026029,0.0537795,0.0086747,0.0106815,0.00448994,0.0325432,0.0208042,0.027897,0.0123072,0.00309064,0,0,0.0282573,0,0.0139751,0.012275,0.0359031,0.0270518,0.0309816,0.0285016,0.0116881,0.00954631,0.0132277,0.0270411,0.0396226,0.0210417,0.0315574,0.0315269,0.0117087,0.00992478,0.00835045,0.00682016,0.0021929,0,0,0,0,0,0,0,0,0,0.0106017,0,0,0,0
80,0.00424167,0.00796332,0,0,0,0,0,0.0496947,0.0364194,0.0270805,0.0104152,0,0,0.00989032,0,0.0120128,0.00484642,0.0342319,0.0223585,0.0054809,0.0082293,0.0126393,0.0103619,0.00804273,0.00618575,0.0442335,0.0168065,0.0229568,0.017672,0.0259884,0.0524666,0.00885188,0.0107983,0.00449236,0.0308422,0.0207629,0.0255468,0.0125893,0.00312787,0,0,0.0283886,0,0.0140059,0.0124558,0.0355028,0.0250609,0.0313414,0.0255546,0.0116991,0.00996214,0.012542,0.0258451,0.0392872,0.0203181,0.0310188,0.0306199,0.0119485,0.0100187,0.00849143,0.00717006,0.0021265,0,0,0,0,0,0,0,0,0,0.00942064,0,0,0,0
81,0.00430867,0.00808742,0,0,0,0,0,0.0484362,0.0364785,0.0267137,0.0106977,0,0,0.0100908,0,0.0119618,0.00483103,0.0345534,0.0225054,0.00554838,0.00801342,0.0129215,0.0106029,0.00806402,0.00609584,0.0443571,0.0166236,0.0224259,0.0174614,0.0259416,0.0512255,0.00916001,0.0109266,0.00449675,0.0287486,0.0206852,0.023069,0.0130453,0.00315011,0,0,0.0282902,0,0.0139522,0.012369,0.0353642,0.024071,0.0315795,0.0221539,0.0118708,0.010426,0.0116398,0.0244846,0.0385267,0.0193376,0.030354,0.0295448,0.0121258,0.00963583,0.00840743,0.00732551,0.00206141,0,0,0,0,0,0,0,0,0,0.00867019,0,0,0,0
82,0.00428525,0.00800432,0,0,0,0,0,0.0472718,0.0364917,0.0261845,0.0110072,0,0,0.0102799,0,0.0118712,0.0048915,0.034887,0.0227304,0.00552995,0.0076347,0.0130689,0.0108923,0.0080976,0.00598685,0.0444437,0.0163964,0.0218337,0.0172806,0.0258557,0.0501402,0.00950136,0.0110132,0.00448324,0.027028,0.0206589,0.021131,0.013429,0.00302879,0,0,0.0280578,0,0.0139553,0.0122554,0.0354206,0.0235318,0.0317304,0.0194126,0.0118647,0.0104708,0.0111158,0.0234362,0.0376571,0.0184785,0.0298305,0.0291234,0.0121334,0.00951196,0.0083896,0.0072672,0.00200304,0,0,0,0,0,0,0,0,0,0.0082374,0,0,0,0
83,0.00430944,0.0079432,0,0,0,0,0,0.0459239,0.0363283,0.0258953,0.0112322,0,0,0.0104988,0,0.0117214,0.00491913,0.0353454,0.0229768,0.00552892,0.00735084,0.0132532,0.0112572,0.00806867,0.0058431,0.0446368,0.0160247,0.021121,0.0171315,0.0257088,0.0487741,0.00986983,0.0109432,0.00443492,0.0256912,0.0206693,0.0197385,0.0136984,0.00289825,0,0,0.0276349,0,0.0140452,0.0120825,0.0356114,0.0239566,0.0320569,0.0173995,0.0118549,0.010253,0.0110677,0.0228962,0.0376917,0.0180451,0.0296095,0.028901,0.0119087,0.00981733,0.0084872,0.00724104,0.00204222,0,0,0,0,0,0,0,0,0,0.00766394,0,0,0,0
84,0.00454784,0.0079626,0,0,0,0,0,0.044461,0.0361655,0.0257921,0.0114725,0,0,0.0106491,0,0.0116069,0.00499899,0.035814,0.0231533,0.00551765,0.00715271,0.0133687,0.0116139,0.00794798,0.00578323,0.0448043,0.0156578,0.0203216,0.0169924,0.0255585,0.0472945,0.0102467,0.0109052,0.00435011,0.0249435,0.0206372,0.0185018,0.0139739,0.00287563,0,0,0.027144,0,0.0140986,0.011866,0.0357919,0.0255837,0.0324406,0.0156493,0.0119475,0.0102028,0.0109243,0.0227584,0.0379927,0.0178733,0.0292409,0.0284646,0.0117568,0.0100602,0.00858093,0.00733476,0.00223303,0,0,0,0,0,0,0,0,0,0.00706099,0,0,0,0
85,0.00478859,0.007997,0,0,0,0,0,0.0431395,0.0360655,0.0257402,0.0118009,0,0,0.0106549,0,0.0115528,0.0051348,0.0361769,0.0232484,0.00545983,0.00701512,0.0135549,0.011966,0.00779755,0.00582352,0.0449057,0.0153663,0.019519,0.0167539,0.0254195,0.0459647,0.0105266,0.0109333,0.00424242,0.0255116,0.0205675,0.0181028,0.014285,0.00294011,0,0,0.0266686,0,0.0140814,0.0118276,0.0358862,0.0272392,0.0327741,0.0144323,0.0121048,0.0102791,0.0104636,0.0223721,0.0382809,0.0176297,0.02835,0.027715,0.0116725,0.00993573,0.00862768,0.00747852,0.00229059,0,0,0,0,0,0,0,0,0,0.00654485,0,0,0,0
86,0.00487779,0.00801256,0,0,0,0,0,0.0419978,0.0359666,0.0255458,0.0122102,0,0,0.0106694,0,0.0114953,0.00523051,0.0363706,0.0233573,0.00548221,0.00697373,0.0138766,0.0123558,0.00769383,0.00595729,0.0449219,0.0150774,0.0189954,0.0165032,0.0252773,0.0447983,0.0107121,0.0109277,0.00416098,0.0261447,0.0205155,0.0186673,0.014596,0.00308356,0,0,0.0261461,0,0.0140711,0.0118608,0.0357905,0.0288496,0.033019,0.0141587,0.0122634,0.0103283,0.010171,0.0215009,0.0384971,0.0171734,0.0272217,0.0264653,0.0114951,0.00976985,0.00860109,0.00758152,0.00232486,0,0,0,0,0,0,0,0,0,0.00630086,0,0,0,0
87,0.00485872,0.00799815,0,0,0,0,0,0.0409499,0.0359394,0.0254198,0.0125813,0,0,0.0106928,0,0.0114937,0.00530909,0.036546,0.0235601,0.00562335,0.00700795,0.0143187,0.0126204,0.00756485,0.00614993,0.0449007,0.0146842,0.0184358,0.0162502,0.0250378,0.0437504,0.0108891,0.0109455,0.00414504,0.026186,0.0205022,0.0194941,0.0147248,0.00321988,0,0,0.0256537,0,0.01409,0.0116791,0.0354758,0.0298878,0.033025,0.0146514,0.012286,0.0104297,0.0100944,0.0205533,0.0380529,0.016806,0.0260995,0.0255209,0.0113721,0.00961975,0.00843573,0.0075426,0.00238735,0,0,0,0,0,0,0,0,0,0.00618188,0,0,0,0
88,0.00489782,0.0078715,0,0,0,0,0,0.0398184,0.035886,0.0254418,0.0129022,0,0,0.0107551,0,0.0114818,0.00537524,0.0367618,0.0237598,0.00579557,0.00709153,0.0146235,0.0128791,0.00736004,0.00639943,0.0447757,0.0141577,0.0177518,0.0158941,0.0246555,0.0427098,0.0111496,0.0109427,0.00415202,0.0264086,0.020479,0.0198539,0.0147666,0.00334477,0,0,0.0251122,0,0.0141123,0.0114973,0.0349901,0.0306661,0.0328568,0.0152126,0.0122645,0.0104892,0.0100029,0.0199463,0.0375741,0.0168174,0.0251695,0.0255454,0.0113208,0.00948266,0.00830689,0.00739807,0.00257207,0,0,0,0,0,0,0,0,0,0.00607707,0,0,0,0
89,0.0051627,0.00761019,0,0,0,0,0,0.0388407,0.0358812,0.025589,0.0132296,0,0,0.0107871,0,0.01148,0.005518,0.0369101,0.0236814,0.00594558,0.00720521,0.0147032,0.0132319,0.00701377,0.00672947,0.0444829,0.0136496,0.0169691,0.0154615,0.0241464,0.0418445,0.0114532,0.0110105,0.00411278,0.0275687,0.0204597,0.0198729,0.014809,0.00354459,0,0,0.0246351,0,0.0141468,0.0112293,0.0344165,0.0313244,0.0326471,0.0151694,0.0123065,0.0105494,0.00981067,0.019572,0.0375462,0.0171997,0.0240903,0.0276232,0.011337,0.00941339,0.00833634,0.00718544,0.00287233,0,0,0,0,0,0,0,0,0,0.00610705,0,0,0,0
90,0.00558778,0.00739659,0,0,0,0,0,0.0380567,0.0357298,0.0259407,0.0135715,0,0,0.0108939,0,0.0114145,0.00555385,0.0370664,0.0237311,0.00605591,0.00725803,0.0146796,0.0136547,0.00652499,0.00710348,0.0441419,0.0129145,0.01604,0.0150568,0.023527,0.0408781,0.0117243,0.0109809,0.00408693,0.0290051,0.0204087,0.019617,0.0148319,0.00387789,0,0,0.024071,0,0.0141491,0.0109528,0.0337815,0.0321619,0.0324534,0.01461,0.0123002,0.0105581,0.00982508,0.0192285,0.0375965,0.0173628,0.0230966,0.0308008,0.011255,0.00929602,0.00831335,0.00700609,0.00320187,0,0,0,0,0,0,0,0,0,0.0061851,0,0,0,0
91,0.00613044,0.00727769,0,0,0,0,0,0.0370099,0.0355499,0.0264767,0.013898,0,0,0.010835,0,0.011384,0.00557064,0.0372194,0.0243369,0.006236,0.00720906,0.0145645,0.0139947,0.00595118,0.00749938,0.0438349,0.0119663,0.0149423,0.0146552,0.022744,0.0396863,0.0119001,0.0109307,0.00395012,0.0297801,0.0203168,0.0194897,0.0148939,0.00432788,0,0,0.0234913,0,0.0140967,0.0107619,0.0331311,0.0327844,0.0325629,0.0136791,0.0120795,0.010464,0.0104403,0.0186691,0.0378636,0.016456,0.0223322,0.0325502,0.0111499,0.00904771,0.00833159,0.00689999,0.00363602,0,0,0,0,0,0,0,0,0,0.00625983,0,0,0,0
92,0.00652634,0.00736278,0,0,0,0,0,0.0358007,0.0353717,0.0271496,0.0142243,0,0,0.0107246,0,0.0113667,0.00546573,0.0373031,0.0248485,0.00652237,0.00684411,0.0145059,0.0141696,0.00524378,0.0077683,0.043568,0.0108339,0.0137458,0.0143138,0.021891,0.0381943,0.0119503,0.010831,0.003832,0.029754,0.0202533,0.0192837,0.0149373,0.00477512,0,0,0.0230144,0,0.0140405,0.0107699,0.0325569,0.0327648,0.0327835,0.012422,0.0115266,0.0105653,0.0111472,0.0178893,0.0374796,0.0158471,0.0216007,0.0322877,0.0110474,0.00869449,0.00822312,0.00700716,0.00419399,0,0,0,0,0,0,0,0,0,0.00620637,0,0,0,0
93,0.00689851,0.00760713,0,0,0,0,0,0.0345359,0.0353712,0.0280208,0.0145044,0,0,0.0104323,0,0.0114268,0.00532303,0.037319,0.0255176,0.00685327,0.00636956,0.0143404,0.0144136,0.00453754,0.00791709,0.0432593,0.00953163,0.0125266,0.0139985,0.0209092,0.0367059,0.0118987,0.010861,0.0037436,0.0295934,0.0202738,0.018822,0.014871,0.00524354,0,0,0.0226119,0,0.0140437,0.0105087,0.0321081,0.0321065,0.0327988,0.0114073,0.011113,0.010792,0.0115068,0.0171182,0.0365612,0.0151988,0.0208887,0.0316121,0.0108921,0.00816575,0.00795751,0.00725381,0.00497857,0,0,0,0,0,0,0,0,0,0.00622248,0,0,0,0
94,0.0071968,0.00803799,0,0,0,0,0,0.0336847,0.0354055,0.028968,0.0145256,0,0,0.0102014,0,0.0114856,0.00509253,0.0372738,0.0261218,0.00720506,0.00551551,0.0142699,0.0149055,0.00378159,0.00771253,0.0429709,0.00802043,0.0113297,0.0136078,0.0199306,0.034904,0.0119047,0.0108875,0.00369874,0.0297038,0.0203584,0.0184204,0.0146709,0.00567167,0,0,0.0224498,0,0.0141123,0.0103831,0.0318811,0.0311655,0.0326683,0.0106785,0.0108156,0.0110315,0.0117171,0.0165503,0.0359523,0.0143652,0.0205038,0.0314789,0.0107711,0.00813286,0.00785463,0.00771184,0.00501225,0,0,0,0,0,0,0,0,0,0.0057977,0,0,0,0
95,0.00752249,0.00860345,0,0,0,0,0,0.0331233,0.0353713,0.0297882,0.0144056,0,0,0.0101046,0,0.0115322,0.0046907,0.0373329,0.0269881,0.00753488,0.00458329,0.0141491,0.0154798,0.00284817,0.00735934,0.0427202,0.00655532,0.0105719,0.0132625,0.0189648,0.0328147,0.0118478,0.010864,0.00369657,0.0296976,0.0204047,0.0180513,0.0143929,0.00613071,0,0,0.0224462,0,0.014137,0.0102814,0.0319352,0.0302509,0.0326059,0.0101369,0.0104406,0.0114545,0.0118585,0.0162446,0.0357718,0.0138807,0.0202211,0.0312464,0.0108633,0.00845366,0.00779744,0.00831816,0.00514817,0,0,0,0,0,0,0,0,0,0.00556561,0,0,0,0
96,0.00793468,0.00927657,0,0,0,0,0,0.032445,0.0354234,0.0303958,0.014208,0,0,0.0101568,0,0.0116463,0.00441074,0.0376371,0.0277825,0.00780571,0.00386573,0.0139438,0.0161228,0.00177719,0.00733275,0.0425956,0.00549377,0.0104682,0.0130186,0.0180482,0.0302419,0.0118955,0.0109257,0.00375405,0.0292602,0.0204473,0.017942,0.0140309,0.00665981,0,0,0.0225004,0,0.0141315,0.0103299,0.0322377,0.0292261,0.0326806,0.00970461,0.0100506,0.0120023,0.0120678,0.0160666,0.0357956,0.0135113,0.0200183,0.0303778,0.0109623,0.00872663,0.00764728,0.00901422,0.00561271,0,0,0,0,0,0,0,0,0,0.00623002,0,0,0,0
97,0.00840488,0.01007,0,0,0,0,0,0.0316914,0.0355482,0.030795,0.0139857,0,0,0.0103814,0,0.0117806,0.00415766,0.038255,0.0282526,0.00808146,0.00376816,0.0138331,0.0167614,0.00167101,0.00778728,0.0426813,0.00498584,0.0107668,0.0129943,0.0172249,0.0270632,0.0119725,0.011022,0.0038355,0.0287323,0.0205552,0.0180348,0.0136005,0.00723285,0,0,0.0229136,0,0.0141595,0.0106177,0.0327279,0.0279696,0.0327299,0.00918562,0.00973376,0.0126956,0.0123399,0.0158077,0.035695,0.0132486,0.0196432,0.0296143,0.0111764,0.00875403,0.00757355,0.00987897,0.00622955,0,0,0,0,0,0,0,0,0,0.00726612,0,0,0,0
98,0.00898613,0.010992,0,0,0,0,0,0.0300202,0.0356482,0.0307901,0.0137373,0,0,0.0107886,0,0.0118835,0.00390492,0.0392617,0.0282847,0.00848515,0.0042221,0.0139362,0.0174347,0.00311388,0.00859457,0.0429074,0.00501289,0.0109968,0.0131564,0.0163503,0.0232924,0.0120714,0.0110966,0.00389461,0.0277739,0.0206699,0.0181932,0.0130003,0.00788216,0,0,0.0236762,0,0.0141771,0.0111156,0.0331724,0.0270974,0.0328785,0.00884235,0.00953636,0.0134373,0.0130201,0.0156625,0.0361661,0.013124,0.0193503,0.0281646,0.0114515,0.00879958,0.00761673,0.0109682,0.00688766,0,0,0,0,0,0,0,0,0,0.0091697,0,0,0,0
99,0.00973981,0.0120616,0,0,0,0,0,0.0281241,0.0357846,0.0305431,0.0135244,0,0,0.0112265,0,0.012075,0.00377691,0.0405917,0.0278733,0.00899256,0.00494989,0.0140988,0.0181622,0.00512056,0.00952563,0.0433224,0.00529679,0.0113681,0.0135025,0.0156206,0.0199757,0.0121612,0.0112543,0.00392868,0.0268389,0.020777,0.0183182,0.0123674,0.00865136,0,0,0.0245749,0,0.0141929,0.0114058,0.0333981,0.0264947,0.0330303,0.0089078,0.00946859,0.0141848,0.0136189,0.0155795,0.0366189,0.0132059,0.0188283,0.0263982,0.0117618,0.0089895,0.00758934,0.0122086,0.00768548,0,0,0,0,0,0,0,0,0,0.0114836,0,0,0,0
100,0.0104027,0.0130281,0,0,0,0,0,0.0269114,0.0359309,0.0299322,0.0134208,0,0,0.0117441,0,0.0122552,0.00378012,0.042105,0.026979,0.00952512,0.00595232,0.0143449,0.0187767,0.00730584,0.010647,0.044039,0.00557424,0.0117993,0.0138647,0.0151772,0.0183148,0.0122892,0.011367,0.00404649,0.0264041,0.0208926,0.018473,0.0117132,0.0094744,0,0,0.0255156,0,0.0141464,0.0115852,0.0334143,0.0261273,0.0331525,0.00944614,0.00951361,0.014903,0.0137439,0.0155252,0.0368977,0.0133977,0.0182575,0.0247675,0.0119851,0.00924963,0.00762451,0.0133372,0.00851799,0,0,0,0,0,0,0,0,0,0.0141042,0,0,0,0
101,0.0110376,0.013877,0,0,0,0,0,0.0263406,0.0360942,0.0290429,0.0135133,0,0,0.0124476,0,0.0123234,0.00388592,0.0435845,0.0264824,0.0101344,0.00702772,0.0146073,0.0193715,0.00916762,0.0117986,0.0449488,0.00566819,0.0119666,0.0140124,0.0148675,0.0189069,0.0125272,0.011427,0.00417854,0.0265638,0.0209511,0.018675,0.0110896,0.0103876,0,0,0.0265041,0,0.0140939,0.0122125,0.0333571,0.0260912,0.033234,0.0102046,0.00967511,0.0154703,0.013285,0.0154427,0.0370076,0.013623,0.0177164,0.0237031,0.0122014,0.00954949,0.00774101,0.0142904,0.00935171,0,0,0,0,0,0,0,0,0,0.0164884,0,0,0,0
102,0.0116539,0.0146146,0,0,0,0,0,0.0265769,0.0362471,0.0280241,0.0135098,0,0,0.013159,0,0.0124326,0.00408452,0.044854,0.0274796,0.0106534,0.00831195,0.0149719,0.0199191,0.0105836,0.0127842,0.0459463,0.00556264,0.0118725,0.0138648,0.0149269,0.0223024,0.0127422,0.0115186,0.00433487,0.026832,0.0209927,0.0192556,0.0104824,0.0112549,0,0,0.027489,0,0.0140819,0.0128132,0.0333065,0.0265504,0.0331721,0.0110793,0.00998284,0.0159837,0.0124948,0.0154467,0.036838,0.0137609,0.0173102,0.0229558,0.012522,0.00981231,0.00788534,0.0150512,0.0100417,0,0,0,0,0,0,0,0,0,0.0182893,0,0,0,0
103,0.0121428,0.0151236,0,0,0,0,0,0.0268795,0.0363956,0.0273843,0.013466,0,0,0.0136529,0,0.0125824,0.00431482,0.0457192,0.0301484,0.0109771,0.00968956,0.0154653,0.0203556,0.0117105,0.0134839,0.0467467,0.00547792,0.0117693,0.0135725,0.0152763,0.0266406,0.0128344,0.0116396,0.00446548,0.0270725,0.0210877,0.0199528,0.00986288,0.0119033,0,0,0.0282312,0,0.0141367,0.0130976,0.0331004,0.0272776,0.033023,0.0122356,0.0104905,0.0163629,0.0117825,0.0154642,0.0369379,0.0136245,0.0171234,0.0220883,0.012913,0.00990317,0.00790316,0.0155347,0.0105039,0,0,0,0,0,0,0,0,0,0.0194031,0,0,0,0
104,0.0124568,0.0153617,0,0,0,0,0,0.0261459,0.0366618,0.0274865,0.0132894,0,0,0.0138382,0,0.0128577,0.00444465,0.0458849,0.0326303,0.0111272,0.0109885,0.0159949,0.0205685,0.012471,0.0137861,0.0471714,0.00546385,0.0117847,0.0133385,0.0156703,0.0284799,0.0128047,0.011847,0.00452144,0.0272385,0.0211262,0.0205607,0.00936723,0.0122617,0,0,0.0288421,0,0.0141356,0.0132955,0.0326481,0.027774,0.0328402,0.0134077,0.0111515,0.0165162,0.011265,0.0153779,0.0372693,0.0133552,0.0169535,0.0213529,0.0132183,0.0100702,0.00802494,0.0157108,0.010947,0,0,0,0,0,0,0,0,0,0.0204117,0,0,0,0
105,0.0126055,0.0154384,0,0,0,0,0,0.025152,0.0369152,0.0278882,0.0132447,0,0,0.0140729,0,0.013081,0.00458735,0.0454886,0.033415,0.0112065,0.0120999,0.0167079,0.0206293,0.012878,0.013755,0.0471969,0.00546389,0.0119376,0.0131856,0.0160048,0.0286599,0.0126735,0.0120042,0.00457232,0.0270553,0.0211091,0.0210048,0.00910618,0.0123998,0,0,0.0291905,0,0.0141,0.0135352,0.0321305,0.0279088,0.0325097,0.0144742,0.0120697,0.0163873,0.0108921,0.015268,0.0372225,0.0130723,0.0167814,0.0208811,0.0132904,0.0102678,0.00812445,0.015728,0.0115281,0,0,0,0,0,0,0,0,0,0.0212234,0,0,0,0
106,0.0127499,0.0156152,0,0,0,0,0,0.0247388,0.0370374,0.0277754,0.0134714,0,0,0.014416,0,0.0132268,0.00477481,0.0445375,0.0339064,0.0112418,0.0131875,0.0177085,0.0207655,0.0133021,0.0137527,0.0468695,0.00548871,0.0121126,0.0129563,0.0162328,0.0291353,0.0125704,0.0120679,0.00470803,0.0267491,0.0211277,0.0213026,0.00909699,0.0124091,0,0,0.0293732,0,0.0141075,0.0136335,0.0316447,0.0279463,0.0320992,0.0153564,0.0132353,0.0162103,0.0107827,0.0151435,0.0368736,0.0127022,0.0165599,0.0205428,0.0132699,0.0104299,0.00815667,0.0158601,0.0112505,0,0,0,0,0,0,0,0,0,0.02197,0,0,0,0
107,0.0128594,0.015833,0,0,0,0,0,0.0253017,0.037147,0.0277111,0.013896,0,0,0.0147533,0,0.0133882,0.00501979,0.0431316,0.0348983,0.0112905,0.0141763,0.0189269,0.0208719,0.0137939,0.0139762,0.0463347,0.00551708,0.0121616,0.0127703,0.0163469,0.0303794,0.0124871,0.0121331,0.0048822,0.0265738,0.021174,0.021561,0.00930049,0.0123429,0,0,0.0295134,0,0.0141262,0.0137159,0.0311744,0.0280794,0.0316877,0.0161282,0.0145631,0.0160301,0.0108124,0.0149741,0.0364572,0.0122178,0.0163126,0.0200797,0.0131931,0.0104302,0.00810821,0.0160131,0.0110489,0,0,0,0,0,0,0,0,0,0.0226532,0,0,0,0
108,0.0130151,0.0161786,0,0,0,0,0,0.0267568,0.0373003,0.0286004,0.014152,0,0,0.0152858,0,0.0135752,0.00533386,0.0415226,0.0364565,0.0114291,0.0149869,0.0202297,0.0209396,0.0138356,0.0143078,0.0456521,0.00561901,0.0121988,0.0127851,0.0163362,0.0319489,0.0124922,0.0122734,0.00505762,0.0267775,0.0211898,0.0221136,0.0095341,0.0123005,0,0,0.0297328,0,0.0140939,0.0137897,0.0307416,0.0286978,0.031285,0.0171621,0.016098,0.0158959,0.0107721,0.0148981,0.0360434,0.01181,0.0162193,0.0198798,0.0131464,0.0103942,0.00808895,0.0163,0.0111529,0,0,0,0,0,0,0,0,0,0.0232513,0,0,0,0
109,0.0129139,0.0163136,0,0,0,0,0,0.027665,0.0374492,0.0294461,0.0144616,0,0,0.0155679,0,0.0137325,0.00547399,0.0400745,0.0379861,0.0116647,0.0156336,0.0212375,0.0208291,0.0134457,0.0146692,0.0449129,0.00579269,0.0121995,0.0127797,0.0162139,0.0336828,0.0124212,0.0123915,0.00513058,0.0267638,0.0212216,0.0226944,0.00972503,0.0121224,0,0,0.0298955,0,0.0140765,0.0138189,0.0304406,0.0292088,0.0310029,0.018071,0.0175398,0.0155913,0.0105326,0.0147111,0.0353943,0.0114464,0.0160978,0.0200029,0.0129672,0.0102736,0.00801966,0.0163609,0.0115121,0,0,0,0,0,0,0,0,0,0.0236042,0.0110616,0,0,0
110,0.0125183,0.0162819,0,0,0,0,0,0.0281831,0.0375802,0.0305121,0.0146437,0,0,0.0155203,0,0.0138726,0.00544387,0.0390161,0.0409169,0.0114663,0.0175129,0.0217928,0.0206582,0.0144045,0.0159212,0.0442,0.00666746,0.0128593,0.0127232,0.0161844,0.0359716,0.0122606,0.0124774,0.00514239,0.0268068,0.0212032,0.0233158,0.00990518,0.0116017,0,0,0.0299363,0,0.0140546,0.0138713,0.0303859,0.0295427,0.0305066,0.0187041,0.0184486,0.015173,0.0104005,0.014554,0.0347492,0.0114434,0.0159967,0.020286,0.012829,0.010213,0.00798203,0.0162426,0.0108277,0,0,0,0,0,0,0,0,0,0,0.0107077,0,0,0
111,0.0122433,0.0163811,0,0,0,0,0,0.0283462,0.0377597,0.0304868,0.01517,0,0,0.0155505,0,0.0140009,0.00543035,0.0382393,0.0421451,0.0118806,0.0173102,0.0228151,0.0206452,0.0140433,0.0158447,0.0435524,0.00643721,0.0125326,0.012909,0.0157948,0.0374814,0.0122046,0.0125711,0.00520985,0.0268332,0.0212025,0.023818,0.0101132,0.0112328,0,0,0.0302497,0,0.0140068,0.0138659,0.0303591,0.0302629,0.030025,0.0194063,0.0194606,0.0149794,0.0105506,0.0145208,0.0345009,0.0112939,0.016002,0.0205612,0.0128941,0.0104278,0.00798396,0.0162696,0.0099157,0,0,0,0,0,0,0,0,0,0,0.0106896,0,0,0
