Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHIA,RTHI,IMUR_M,RTHIA,RTHII
231,0.0155315,0.0177274,0,0,0,0,0,0.0286303,0.0382469,0.0320025,0.0163776,0,0,0.012101,0,0.0147765,0.00703482,0.037852,0.0450631,0.0124754,0.0167128,0.0210856,0.0210996,0.0157735,0.0154117,0.0435444,0.00572305,0.0128792,0.0130051,0.0160296,0.0417315,0.00938123,0.0124258,0.00521545,0.0161569,0.0218102,0.0189658,0.0102515,0.0137882,0,0,0.0346388,0,0.0143229,0.0144005,0.0314408,0.0247545,0.027469,0.0109598,0.0192851,0.014808,0.0120883,0.0162903,0.0366484,0.0144521,0.0190102,0.0100684,0.0150438,0.00826461,0.00698799,0.0173987,0.0131118,0,0,0,0,0,0,0,0,0,0.0243065,0.00940456,0,0.0213846,0
232,0.0152775,0.0178122,0,0,0,0,0,0.0289617,0.0384104,0.0316816,0.0167818,0,0,0.0124683,0,0.0148441,0.00724226,0.037048,0.0451902,0.012762,0.0165571,0.0220843,0.0209685,0.0151321,0.0152297,0.0430045,0.00533938,0.0124578,0.0132972,0.0158843,0.0424977,0.00934294,0.0125401,0.00531357,0.0165812,0.0217871,0.0191625,0.0102221,0.0135079,0,0,0.0349586,0,0.0142574,0.0145602,0.0313286,0.0245916,0.0271357,0.0121685,0.0201674,0.0145123,0.0119885,0.0162385,0.0363936,0.0142237,0.0190181,0.0104445,0.0150858,0.00834116,0.0071002,0.0174511,0.0127876,0,0,0,0,0,0,0,0,0,0.0232321,0.0094629,0,0.0217219,0
233,0.0146829,0.0176378,0,0,0,0,0,0.0284845,0.03855,0.0314961,0.0167565,0,0,0.0125797,0,0.0148676,0.00728149,0.0365976,0.0460571,0.0125565,0.0170027,0.0226315,0.0205716,0.015032,0.0155526,0.0425503,0.00535983,0.0123344,0.0135894,0.0157317,0.0431941,0.00920198,0.0126234,0.00544948,0.0171214,0.021805,0.0194415,0.0100734,0.0129177,0,0,0.0352409,0,0.0142304,0.014605,0.0315114,0.0245273,0.026722,0.0132476,0.0206841,0.0140836,0.0118844,0.0162136,0.0359755,0.0141736,0.018923,0.0109659,0.0151908,0.00830043,0.00718917,0.0172396,0.0122151,0,0,0,0,0,0,0,0,0,0,0.00940006,0,0.021911,0
234,0.0137292,0.0173264,0,0,0,0,0,0.0275106,0.0385489,0.0299645,0.0158207,0,0,0.0119226,0,0.0147183,0.00696589,0.0369851,0.0444434,0.0126169,0.0154779,0.0241007,0.0196881,0.0140703,0.0151042,0.0432263,0.00472204,0.0115457,0.0138533,0.0152358,0.0426937,0.00882155,0.0125563,0.00546425,0.0169357,0.0219253,0.0184405,0.0109393,0.0123432,0,0,0.0353596,0,0.0141686,0.0144962,0.0294973,0.0235993,0.0292496,0.0158625,0.0212203,0.013827,0.010529,0.0133762,0.033503,0.0111183,0.0156048,0.0124535,0.0151133,0.00807799,0.00735485,0.0169159,0.0113834,0,0,0,0,0,0,0,0,0,0,0.00973312,0,0,0
235,0.0134771,0.0174636,0,0,0,0,0,0.027573,0.0387393,0.028726,0.0159791,0,0,0.0122685,0,0.0147961,0.00716883,0.0370499,0.0431221,0.0129365,0.0135065,0.0247605,0.0194635,0.0122891,0.013933,0.0433948,0.00381839,0.010493,0.0140431,0.0149718,0.0428429,0.0088246,0.0126591,0.00563899,0.017589,0.0220064,0.0185029,0.01108,0.01206,0,0,0.0359237,0,0.014242,0.0147574,0.0294997,0.0235488,0.0288094,0.0167039,0.0222201,0.013748,0.0105397,0.0133841,0.0332431,0.010736,0.0155838,0.0134009,0.0153105,0.00805973,0.00707763,0.0170328,0.0110669,0,0,0,0,0,0,0,0,0,0,0.0099086,0,0,0
236,0.0139195,0.0178775,0,0,0,0,0,0.0289309,0.0390703,0.0279756,0.0174592,0,0,0.0137315,0,0.0151162,0.00782936,0.0370174,0.0415285,0.0138726,0.0108741,0.0245272,0.0202755,0.00926967,0.0116049,0.043146,0.00310436,0.00931494,0.0144004,0.0150404,0.0436204,0.00945005,0.0129876,0.00596394,0.0182321,0.0220741,0.019505,0.0100594,0.0121737,0,0,0.03652,0,0.0142914,0.0150406,0.0318491,0.0240138,0.0254607,0.0152986,0.0231885,0.0136954,0.011938,0.0162261,0.0351429,0.0136737,0.0189599,0.0112177,0.0156712,0.00833161,0.00673821,0.0173858,0.0114874,0,0,0,0,0,0,0,0,0,0,0.00939622,0,0.0226589,0
237,0.013738,0.017752,0,0,0,0,0,0.0295856,0.0391918,0.0261999,0.0178301,0,0,0.0140411,0,0.0151803,0.00790024,0.0378821,0.0381043,0.0145077,0.00812042,0.0246652,0.0202391,0.00563691,0.00966825,0.0440332,0.00474268,0.00872172,0.0146448,0.0151127,0.0431937,0.00958434,0.0130615,0.00611764,0.017829,0.0221357,0.0192486,0.010177,0.0119768,0,0,0.0370423,0,0.0142808,0.0150666,0.0318117,0.0239719,0.0251759,0.0157752,0.02341,0.0134561,0.0120093,0.0161331,0.0348645,0.0135801,0.018927,0.0110927,0.0157339,0.0082093,0.00661022,0.017253,0.011235,0,0,0,0,0,0,0,0,0,0,0.00911426,0,0.0227515,0
238,0.0135601,0.0176682,0,0,0,0,0,0.030516,0.0393395,0.0248691,0.0180367,0,0,0.0144463,0,0.0153139,0.00798838,0.0386625,0.0348983,0.0149964,0.00853653,0.0249825,0.0202355,0.00271092,0.0097285,0.0444705,0.00756238,0.00907252,0.0147351,0.0152314,0.0426527,0.0097438,0.0131511,0.00628206,0.0180974,0.0221982,0.0195659,0.0102586,0.0117668,0,0,0.0376315,0,0.0142725,0.0151526,0.0319063,0.0245405,0.02477,0.0170626,0.0238523,0.0133297,0.0121298,0.0161977,0.0347693,0.0133966,0.019114,0.0117004,0.0158078,0.0080808,0.00672652,0.0171919,0.0112146,0,0,0,0,0,0,0,0,0,0,0.00915325,0,0.0229308,0
239,0.0128663,0.0173403,0,0,0,0,0,0.0308183,0.0393373,0.0238501,0.0171582,0,0,0.014029,0,0.0152671,0.00763474,0.039693,0.0325523,0.0149305,0.0109636,0.0259581,0.0196337,0.00338757,0.0115809,0.0452148,0.0100093,0.00998104,0.0146364,0.015121,0.0417103,0.00953069,0.0130994,0.00631521,0.0197176,0.0222903,0.0199662,0.0122272,0.0113189,0,0,0.0375296,0,0.0142195,0.0149753,0.0296444,0.0259777,0.0274318,0.0216102,0.0241115,0.013131,0.0122481,0.0137786,0.0328627,0.00987949,0.0163277,0.0178196,0.0156148,0.00786271,0.00682663,0.016938,0.0103665,0,0,0,0,0,0,0,0,0,0,0.0106718,0,0,0
240,0.0127431,0.01757,0,0,0,0,0,0.0315823,0.0394467,0.0239846,0.0171612,0,0,0.0143795,0,0.015453,0.00766522,0.0402341,0.0326593,0.0149932,0.0138116,0.0261287,0.0198068,0.00546445,0.013584,0.0444635,0.011892,0.0106358,0.0147381,0.0149618,0.0415064,0.009736,0.0132018,0.00645584,0.0214216,0.0223296,0.0212357,0.0127028,0.0110423,0,0,0.0379767,0,0.014291,0.0153659,0.0298047,0.0272711,0.0270494,0.0239803,0.0245984,0.0132982,0.0130561,0.0144078,0.032632,0.00942808,0.0167547,0.0202646,0.0160251,0.00798089,0.00683346,0.017205,0.00947878,0,0,0,0,0,0,0,0,0,0,0.00923927,0,0,0
241,0.0132074,0.018117,0,0,0,0,0,0.0328156,0.039681,0.0246725,0.0180223,0,0,0.0156004,0,0.0157336,0.00793863,0.0403441,0.0335201,0.0156461,0.0169908,0.0255246,0.0210085,0.0080653,0.0163328,0.0426955,0.0137521,0.0113028,0.0150904,0.0147656,0.0418793,0.0104946,0.0135347,0.00677133,0.0229485,0.0223305,0.023434,0.0111768,0.0111286,0,0,0.0385364,0,0.0143206,0.0156411,0.0322987,0.028399,0.0238416,0.0244988,0.0252749,0.0135773,0.0132781,0.0175261,0.0338609,0.0122842,0.020276,0.0180372,0.0164754,0.00819882,0.00696024,0.0177317,0.00888452,0,0,0,0,0,0,0,0,0,0,0.00818106,0,0.0215079,0
242,0.0126203,0.0178443,0,0,0,0,0,0.0327198,0.0397222,0.0245096,0.0176248,0,0,0.0152809,0,0.0156622,0.00758372,0.0407579,0.033352,0.0154422,0.0200009,0.0260847,0.0204726,0.0091332,0.0192769,0.0428049,0.0158283,0.012894,0.0155841,0.0142076,0.0406121,0.0104029,0.0134825,0.00683458,0.0256887,0.0223864,0.0262551,0.0126866,0.0108316,0,0,0.0385825,0,0.0142296,0.0154568,0.0313717,0.0331149,0.0253482,0.0309544,0.0255622,0.0134251,0.0156937,0.018044,0.0307431,0.0100957,0.0200036,0.0243572,0.0162938,0.00799326,0.00700412,0.0174959,0.00845734,0,0,0,0,0,0,0,0,0,0,0.0286045,0,0,0
243,0.0128719,0.0182705,0,0,0,0,0,0.0323552,0.0399571,0.0244496,0.0179081,0,0,0.0161921,0,0.0157947,0.00799513,0.0400966,0.0335797,0.015511,0.0230782,0.0266769,0.0208089,0.0112106,0.0217208,0.0420447,0.017812,0.014911,0.0160634,0.0137235,0.0395321,0.0108559,0.0136353,0.00709176,0.025118,0.0223872,0.024833,0.0117488,0.0110366,0,0,0.0392877,0,0.0142344,0.0158783,0.0329317,0.0310441,0.0232815,0.0366614,0.0266558,0.0138242,0.018548,0.0211935,0.0317614,0.00930734,0.021603,0.0225224,0.0167377,0.00824929,0.00682619,0.0179057,0.00834915,0,0,0,0,0,0,0,0,0,0,0.0821903,0,0,0
244,0.0126442,0.0185159,0,0,0,0,0,0.0337208,0.0400092,0.0273055,0.0182211,0,0,0.0164205,0,0.0157304,0.00788228,0.0404648,0,0.016104,0.0258203,0.0283537,0.0205885,0.0296885,0.0235725,0.0420716,0.0198887,0.0175519,0.0177283,0.0111666,0.0389555,0.0110598,0.013651,0.00717716,0.0440393,0.022461,0.00612627,0.0146586,0.0112045,0,0,0.0400593,0,0.0141843,0.016226,0.0297677,0.0214657,0.0258806,0.0576581,0.0272205,0.014203,0.037041,0.0410626,0.0444397,0.0222432,0.0369047,0.0539602,0.0169177,0.00845837,0.00681761,0.0181678,0.00825813,0,0,0,0,0,0,0,0,0,0,0.124099,0,0.0444029,0
245,0.0125836,0.0189381,0,0,0,0,0,0.0291372,0.0403228,0.0240571,0.0195395,0,0,0.0186927,0,0.0155985,0.00702601,0.0397736,0.032986,0.017594,0.0279491,0.0305004,0.0220609,0.0801215,0.0249666,0.0407589,0.0217626,0.0196002,0.016943,0.0125128,0.0333683,0.0126484,0.0141712,0.00767238,0.0504362,0.0223965,0.00865129,0.0156661,0.0119727,0,0,0.042864,0,0.0141608,0.0175503,0.0290836,0.0240452,0.0257208,0.0567108,0.0291136,0.015066,0.037244,0.0399223,0.0425656,0.0200617,0.0366216,0.0620799,0.0182335,0.0095721,0.0072769,0.0185005,0.00922935,0,0,0,0,0,0,0,0,0,0,0.123841,0,0.0484902,0.0372177
246,0.0130997,0.0190617,0,0,0,0,0,0.0292402,0.0407031,0.0249728,0.0208722,0,0,0.0209887,0,0.0156428,0.0069709,0.0377689,0.0334835,0.0187954,0.0300097,0.0311544,0.0231769,0.101603,0.0262092,0.0387826,0.0231765,0.0210178,0.0170704,0.0126583,0.0319104,0.0139908,0.0146143,0.00817068,0.0223074,0.0224187,0.0161407,0.013119,0.012767,0,0,0.0439127,0,0.0141319,0.0181943,0.0326713,0.0194343,0.0218234,0.039761,0.0308077,0.0154041,0.0212079,0.022487,0.0331797,0.00906622,0.0207191,0.0190641,0.0190082,0.00991962,0.0074807,0.0183842,0.0104364,0,0,0,0,0,0,0,0,0,0,0.101137,0,0,0.0237176
247,0.0123526,0.0184049,0,0,0,0,0,0.0288869,0.0406743,0.0254612,0.0208352,0,0,0.0208204,0,0.0154909,0.00647081,0.0369758,0.0332914,0.0185293,0.0313442,0.0307338,0.022628,0.102699,0.0267573,0.0384634,0.0240917,0.0223212,0.0171159,0.0126843,0.03014,0.0139683,0.0145841,0.00808456,0.0234863,0.0223816,0.0206703,0.0132273,0.0121727,0,0,0.043543,0,0.0141204,0.0178975,0.032053,0.025662,0.0221867,0.0377608,0.03029,0.015166,0.0202801,0.020839,0.0316532,0.0081566,0.0201691,0.0211546,0.0189122,0.00988728,0.00722564,0.0176041,0.00993,0,0,0,0,0,0,0,0,0,0,0.10052,0,0,0.0229596
248,0.011062,0.0173472,0,0,0,0,0,0.0289859,0.0404377,0.0257612,0.0202784,0,0,0.0198364,0,0.0151727,0.00563035,0.036745,0.032845,0.0179124,0.0319927,0.0295202,0.0214107,0.10088,0.0264308,0.0387082,0.0242762,0.0230215,0.0169883,0.012842,0.0289914,0.0135592,0.0143663,0.00789644,0.0286143,0.0223444,0.0281233,0.014382,0.0110677,0,0,0.0430126,0,0.0141178,0.0173557,0.0300923,0.0355928,0.0244953,0.0349827,0.0288285,0.0147093,0.0195795,0.0177187,0.029414,0.0080111,0.0193309,0.0293407,0.0184641,0.00970278,0.00719612,0.0164444,0.00882506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221065
249,0.00793779,0.0155721,0,0,0,0,0,0.0299387,0.0390421,0.0263205,0.0191636,0,0,0.0145912,0,0.0137589,0.00406819,0.0380171,0.0322183,0.0217456,0.0310222,0.0281693,0.016946,0.100511,0.0250227,0.0386143,0.0238977,0.0233168,0.016887,0.0131571,0.0291192,0.0126196,0.0129827,0.00644683,0.0218546,0.0221427,0.0218719,0.0214731,0.0104635,0,0,0.0425484,0,0.0141121,0.0166283,0.0286601,0.0254737,0,0.0319696,0.024773,0.015547,0.0215497,0.00972301,0.0250444,0.00566368,0.0111194,0.0191903,0.0169992,0.00943498,0.00732153,0.0152935,0.00672923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236906
250,0.00929862,0.0150484,0,0,0,0,0,0.0322205,0.0402678,0.0276112,0.0197666,0,0,0.0166033,0,0.0144533,0.00455738,0.0360692,0.0321875,0.0172705,0.031185,0.0275089,0.0164206,0.100848,0.0251909,0.0383148,0.0239434,0.0242188,0.0162121,0.0143974,0.0303299,0.0111728,0.013507,0.00758025,0.0252785,0.0220432,0.0234868,0.014583,0.00960892,0,0,0.0431744,0,0.0141438,0.0174199,0.0294496,0.0305063,0.0252286,0.0303365,0.0272661,0.0153438,0.0171465,0.0144165,0.0300154,0.00753706,0.0165128,0.0259367,0.0188135,0.0100385,0.00745714,0.0138144,0.00787181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019534
251,0.00941684,0.0154071,0,0,0,0,0,0.0353633,0.040228,0.0287818,0.0189945,0,0,0.0180227,0,0.0147307,0.00469339,0.0361441,0.0319713,0.0161758,0.0289631,0.0275217,0.0180375,0.0997211,0.02356,0.0388455,0.0233088,0.0244359,0.0157946,0.0160245,0.0329651,0.0121803,0.0138861,0.0076683,0.0252958,0.0221301,0.0227781,0.0144099,0.00953091,0,0,0.0423368,0,0.0140902,0.0169734,0.0293203,0.0302531,0.0244444,0.0294189,0.0275359,0.014646,0.01656,0.0143001,0.0303771,0.00757147,0.0164399,0.0270407,0.0181897,0.0100076,0.00736269,0.0141306,0.00725308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.00925796,0.0153762,0,0,0,0,0,0.0385676,0.0400908,0.0297146,0.0181349,0,0,0.0183757,0,0.014688,0.00447537,0.0368756,0.0312732,0.0151416,0.0256884,0.0271816,0.0189677,0.0975988,0.0209461,0.039651,0.0220437,0.0242359,0.0153023,0.0178945,0.0360485,0.0127185,0.0139613,0.00760891,0.0239468,0.0221519,0.0212313,0.0145151,0.00931618,0,0,0.041918,0,0.0140743,0.0166856,0.0292168,0.0284765,0.0245685,0.0277344,0.026725,0.0142691,0.0160552,0.0132494,0.0303138,0.00747091,0.0154072,0.0262464,0.0179304,0.0098128,0.00739881,0.0141267,0.00730256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185599
253,0.00741219,0.0138978,0,0,0,0,0,0.0320707,0.0396689,0.0294041,0.0153339,0,0,0.0171033,0,0.0142512,0.00380846,0.037176,0.032824,0.0119123,0.0079247,0.0233685,0.0180845,0.0879411,0.00636017,0.0410709,0.0132328,0.0173535,0.0157403,0.026637,0.034203,0.0124202,0.0136601,0.00732577,0.0225895,0.0219884,0.019639,0.014208,0.00708047,0,0,0.0399606,0,0.0140365,0.0154641,0.0295034,0.0260266,0.0248878,0.0260336,0.023739,0.0133743,0.0155488,0.0119565,0.0304978,0.00732459,0.0140492,0.0247604,0.017232,0.00932215,0.00745781,0.0126324,0.00645486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017884
254,0.0074181,0.013758,0,0,0,0,0,0.0350178,0.0396172,0.0309096,0.0147801,0,0,0.0171996,0,0.0141145,0.00370239,0.0385442,0.033861,0.0116601,0.00792073,0.0233442,0.018033,0.0869169,0.00541458,0.0418637,0.0148,0.0194379,0.0171157,0.0276474,0.0358719,0.0126361,0.0136677,0.00735686,0.0220516,0.0219631,0.0182365,0.0139041,0.00726128,0,0,0.0397362,0,0.0140406,0.0153382,0.0294608,0.0241919,0.0248944,0.0248923,0.0232418,0.0134124,0.0148262,0.0109534,0.0308931,0.00728422,0.0130099,0.0246642,0.0172356,0.00934158,0.00745238,0.012459,0.00626353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171524
255,0.00773201,0.0133852,0,0,0,0,0,0.0391066,0.0395683,0.0337328,0.0146491,0,0,0.0175999,0,0.0140191,0.00375635,0.0391663,0.0372938,0.0122356,0.00880506,0.0213891,0.018469,0.0860807,0.00533942,0.0419323,0.0162073,0.0212346,0.0185388,0.0293031,0.039476,0.0130513,0.0137021,0.00739183,0.0163828,0.0219244,0.0159939,0.0113817,0.00753993,0,0,0.0391953,0,0.0140541,0.015197,0.0323166,0.0183194,0.0227263,0.0204831,0.0222998,0.0135772,0.0131088,0.0125755,0.0333487,0.010377,0.0154487,0.0132123,0.0171732,0.00939669,0.00746914,0.0120389,0.00688303,0,0,0,0,0,0,0,0,0,0,0,0,0.0233884,0.0120565
256,0.00777029,0.0133615,0,0,0,0,0,0.0434451,0.0394814,0.0365729,0.0142961,0,0,0.0177655,0,0.0139092,0.00383535,0.0400456,0.0404369,0.0120117,0.00992545,0.0206215,0.0185051,0.085595,0.00643274,0.0428396,0.0175268,0.0225402,0.019755,0.0309514,0.0432964,0.013254,0.0136634,0.00735176,0.0151616,0.0218969,0.0147621,0.0112044,0.00767921,0,0,0.03897,0,0.0140603,0.0151859,0.0325696,0.0160675,0.0226906,0.0189651,0.0220819,0.0137346,0.0127066,0.012151,0.0333344,0.0103663,0.0151316,0.0121255,0.0170432,0.00941077,0.00737115,0.0120331,0.0072728,0,0,0,0,0,0,0,0,0,0,0,0,0.0239433,0.0109615
257,0.00766526,0.0133485,0,0,0,0,0,0.046805,0.0393747,0.0390264,0.0139652,0,0,0.0178138,0,0.0137909,0.00387147,0.0406497,0.043316,0.0118161,0.0112377,0.0202077,0.0184465,0.0850859,0.00795815,0.0436732,0.0189615,0.0238633,0.0209609,0.0325786,0.0464507,0.0133205,0.0136246,0.00727878,0.015202,0.0218671,0.014444,0.0111178,0.00770436,0,0,0.0387816,0,0.0140668,0.0151125,0.0327433,0.0157543,0.0225424,0.0183803,0.0216968,0.0138695,0.0120898,0.0118158,0.0330285,0.0101627,0.0147452,0.0131454,0.0169154,0.00935246,0.00730847,0.01205,0.00731846,0,0,0,0,0,0,0,0,0,0,0,0,0.0234728,0.0109223
258,0.00748503,0.0132858,0,0,0,0,0,0.048329,0.0392865,0.040693,0.013526,0,0,0.0177428,0,0.013673,0.00391628,0.0411775,0.0445544,0.0116626,0.0119576,0.0197852,0.0183118,0.0845681,0.0092644,0.044267,0.0203958,0.0253492,0.0223406,0.0339261,0.0481324,0.0133358,0.013581,0.00720533,0.0164756,0.0218381,0.0152617,0.0110661,0.00760749,0,0,0.0385192,0,0.014078,0.0149767,0.0330175,0.0166996,0.0223794,0.0184428,0.021417,0.0139167,0.0119599,0.0117294,0.0329463,0.0102098,0.0146738,0.0152445,0.0167635,0.00925572,0.00733639,0.0120336,0.0071927,0,0,0,0,0,0,0,0,0,0,0,0,0.023335,0.0111841
259,0.0074389,0.0131617,0,0,0,0,0,0.0520492,0.0391876,0.0456786,0.0131598,0,0,0.0177343,0,0.0135731,0.00397703,0.0416424,0,0.011313,0.0127471,0.0191868,0.0182639,0.0838274,0.0108316,0.0445703,0.0219263,0.0277508,0.025054,0.0343575,0.0526505,0.0134254,0.013526,0.00711971,0.0181369,0.0218074,0.0169394,0.0109109,0.00754309,0,0,0.0382622,0,0.0140996,0.0148523,0.0333304,0.0184881,0.0221734,0.018595,0.02114,0.0138572,0.0122467,0.0119016,0.0324281,0.0107635,0.01506,0.0169969,0.0166211,0.00919284,0.00735091,0.0119718,0.00695208,0,0,0,0,0,0,0,0,0,0,0,0,0.0230213,0.011253
260,0.00681277,0.0130638,0,0,0,0,0,0.0474733,0.0389959,0.0413682,0.0122359,0,0,0.0172368,0,0.0133046,0.00411295,0.0426655,0.0450925,0.0104625,0.0113566,0.0198291,0.0175432,0.083989,0.0105227,0.0454881,0.0219577,0.0272426,0.0246779,0.035748,0.0481671,0.0133686,0.0133376,0.00699489,0.0237038,0.0217885,0.0181453,0.0128967,0.00714917,0,0,0.0379202,0,0.0140679,0.014601,0.030884,0.023668,0.0239745,0.022554,0.0215414,0.0135678,0.0133481,0.00884137,0.0303411,0.00759243,0.0114168,0.0290241,0.0163105,0.00899266,0.00725536,0.0119881,0.00631645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157318
261,0.00698029,0.0133235,0,0,0,0,0,0.0451035,0.0389254,0.0405276,0.0118676,0,0,0.0173878,0,0.0132572,0.00404853,0.0427859,0.0454986,0.0102299,0.0109396,0.0196613,0.0178627,0.0834002,0.0101439,0.0456043,0.0223831,0.0276036,0.0252985,0.0364464,0.0462325,0.0136295,0.0133813,0.00701419,0.0246164,0.02174,0.0198506,0.0128168,0.0073023,0,0,0.0378726,0,0.014123,0.0146895,0.0311839,0.0252748,0.0235019,0.0226647,0.0217801,0.0136018,0.0134975,0.00902265,0.0296014,0.00816353,0.0120583,0.0296955,0.016328,0.00903202,0.00718312,0.0123011,0.00680859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156134
262,0.00704813,0.0133698,0,0,0,0,0,0.0422413,0.0388386,0.0394423,0.011568,0,0,0.0174996,0,0.0132444,0.00405608,0.0425684,0.0460423,0.0100734,0.0106368,0.0195474,0.0181341,0.0828933,0.00939713,0.0457828,0.0225546,0.0276358,0.0254092,0.0367412,0.0441621,0.0139566,0.0134123,0.00699164,0.0260483,0.0217037,0.0220966,0.0127389,0.00738138,0,0,0.0376321,0,0.0141797,0.0147345,0.0312473,0.0273833,0.0233355,0.0221084,0.0216804,0.0134701,0.0134663,0.00888679,0.0289128,0.00938284,0.0127216,0.0307861,0.0161641,0.00903081,0.00722278,0.0123609,0.00711529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153314
263,0.00711244,0.0132418,0,0,0,0,0,0.0426878,0.038732,0.0417022,0.011384,0,0,0.0173886,0,0.0132403,0.00402892,0.0421103,0,0.00977799,0.0105523,0.0192916,0.0181835,0.082441,0.00868845,0.0457148,0.0229097,0.0283609,0.0263735,0.0363678,0.0459815,0.0140821,0.0134262,0.00686769,0.0269812,0.0216757,0.0234399,0.012735,0.00734567,0,0,0.0364934,0,0.0142886,0.0144766,0.0309132,0.0285164,0.0236365,0.0219516,0.0211197,0.0132505,0.0137063,0.00873014,0.0285606,0.0100063,0.0129918,0.031464,0.0157467,0.00890098,0.0071536,0.0122253,0.00678153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153979
264,0.00678066,0.0125483,0,0,0,0,0,0.0394493,0.0385668,0.0380875,0.0116032,0,0,0.0166104,0,0.0132377,0.00391133,0.0413173,0.0465364,0.0104846,0.0105962,0.0167199,0.0182169,0.0825907,0.00684351,0.0443515,0.022021,0.0264328,0.0246131,0.0369921,0.0417934,0.0138469,0.0133906,0.00647934,0.02325,0.0216578,0.0218203,0.0111951,0.00695788,0,0,0.0343034,0,0.0144577,0.0135422,0.0337336,0.0228766,0.0222273,0.0207719,0.0197304,0.0128005,0.0141131,0.0124043,0.0303694,0.0111463,0.0166517,0.0212681,0.0150408,0.00861548,0.0066511,0.0114744,0.00613168,0,0,0,0,0,0,0,0,0,0,0,0,0.0227323,0.012732
