Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75
178,0.0188992,0.0223725,0,0,0,0,0,0,0.0278381,0.034672,0.0258457,0.0159757,0,0,0.0135796,0,0.0122423,0.00501327,0.034568,0.0365483,0.0131316,0.00813797,0.0268424,0.0269868,0.00610874,0,0.0104267,0.0393534,0.00928272,0.00750135,0.0157236,0.01163,0.0405257,0.0106768,0.0115599,0.00468755,0.0217629,0.0220595,0.0198701,0.00434425,0.0194899,0,0,0.0455507,0,0.0137388,0.0215873,0.0357432,0.0265575,0.0215183,0.00997254,0.0246666,0.0172044,0.00777177,0.0200457,0.00636472,0.014347,0.037716,0.0126394,0.0159132,0.0161187,0.0212481,0.0155763,0.00901477,0.0229292,0.0183711,0,0,0,0,0,0,0,0,0,0
179,0.0187285,0.0222914,0,0,0,0,0,0,0.0289111,0.0347102,0.0263642,0.0164467,0,0,0.0136747,0,0.0120573,0.0051038,0.0343802,0.0379833,0.013616,0.00848905,0.0277344,0.0266652,0.00584074,0.014765,0.0116838,0.0386294,0.009247,0.00744052,0.0156726,0.0118232,0.0425622,0.0106465,0.0116093,0.00483657,0.0222866,0.0220806,0.02097,0.00444476,0.0193346,0,0,0.0459882,0,0.013688,0.0217433,0.0358047,0.0275008,0.0210437,0.011488,0.0258088,0.0171065,0.00757645,0.0202162,0.00577315,0.0146511,0.0373914,0.0124314,0.0165746,0.0165819,0.0213952,0.0155995,0.00906268,0.0228553,0.0182245,0,0,0,0,0,0,0,0,0.0045499,0
180,0.0182298,0.022006,0,0,0,0,0,0,0.0302124,0.0347534,0.0269464,0.0162026,0,0,0.0135676,0,0.0120353,0.00497918,0.0344929,0.0393012,0.01331,0.00908793,0.0277181,0.0262982,0.00601558,0.0146659,0.0117672,0.0381195,0,0.00821037,0.0155965,0.0121197,0.0447704,0.0104926,0.0116653,0.00466908,0.0223201,0.0220872,0.0212068,0.00430186,0.0188859,0,0,0.0460758,0,0.0136835,0.0216717,0.0359487,0.026932,0.0204829,0.0118264,0.0264,0.0168439,0.00692965,0.0208112,0.00538555,0.0143354,0.0369312,0.0119087,0.0165204,0.0160706,0.0213213,0.0155771,0.00903805,0.0226919,0.0176802,0,0,0,0,0,0,0,0,0,0
181,0.0172539,0.0212547,0,0,0,0,0,0,0.0318345,0.0347183,0.027579,0.015407,0,0,0.0129901,0,0.0121493,0.0046272,0.0348936,0.040886,0.0123566,0.00999515,0.0266131,0.0257247,0.00674098,0.0102798,0.0112434,0.0378317,0.00956149,0.010338,0.0153439,0.012463,0.0473781,0.0101965,0.0116054,0.00451755,0.0230686,0.0220829,0.0217434,0.00384917,0.0178643,0,0,0.0456114,0,0.0136647,0.0211916,0.0364674,0.0275649,0.0200074,0.013023,0.0260825,0.0161894,0.0059132,0.0209873,0.00499041,0.0145395,0.0364806,0.0116589,0.0167884,0.0165537,0.0208454,0.0153552,0.00900514,0.0221192,0.0167264,0,0,0,0,0,0,0,0,0.00692297,0
182,0.0156944,0.0200954,0,0,0,0,0,0,0.0334763,0.0345935,0.0283359,0.0142621,0,0,0.0117023,0,0.0122735,0.00397507,0.0356098,0.0431059,0.0109482,0.0110126,0.0240925,0.0246262,0.00800147,0.0209909,0.0115643,0.0377147,0.0101025,0.012456,0.0150317,0.0128876,0.0503834,0.0097513,0.0114085,0.00442815,0.022664,0.0220282,0.0212242,0.00302172,0.0165382,0,0,0.0447136,0,0.0136411,0.0204046,0.0370447,0.027569,0.0196829,0.012989,0.0245176,0.0152582,0.00523552,0.0213592,0.00486296,0.0143474,0.0361083,0.0113573,0.0164073,0.0160421,0.0200371,0.0148803,0.00892568,0.0211247,0.015301,0,0,0,0,0,0,0,0,0.00671456,0
183,0.0145,0.0191451,0,0,0,0,0,0,0.0410067,0.0345046,0.0338499,0.014003,0,0,0.0109031,0,0.0123121,0.00350286,0.0361495,0.0481345,0.0103049,0,0.0218843,0.0238069,0.0100397,0.0287364,0.0177706,0.0368607,0.0111317,0.0151353,0.0156638,0.0115003,0,0.00959005,0.0112731,0.00442003,0.0217391,0.0220096,0.0205034,0.00238996,0.0160867,0,0,0.044359,0,0.0136175,0.0198835,0.0375486,0.0273083,0.0196144,0.0125607,0.0228625,0.0147199,0,0.0214292,0.0049022,0.0142374,0.0361287,0.0113886,0.0161293,0.0153228,0.0195489,0.0145321,0.00886919,0.0201848,0.0144654,0,0,0,0,0,0,0,0,0.00567927,0
184,0.014482,0.0191918,0,0,0,0,0,0,0.0384921,0.034521,0.0324929,0.0149495,0,0,0.0109531,0,0.0123674,0.0034172,0.0372674,0.049106,0.0100584,0,0.0204847,0.0241,0.012376,0.029763,0.0391343,0.0355094,0.0119288,0,0.0137098,0.0142352,0.0558741,0.00968461,0.0113681,0.00444448,0.0218403,0.0220045,0.0204929,0.00248866,0.0160219,0,0,0.0445407,0,0.0136659,0.0198935,0.0371963,0.0271592,0.0198887,0.0123428,0.0212608,0.0148041,0.00468836,0.0213361,0.00541089,0.0145525,0.0364026,0.0118012,0.0163172,0.0156019,0.0196487,0.0146409,0.00879068,0.0201871,0.0145233,0,0,0,0,0,0,0,0,0.00557717,0
185,0.0142395,0.0188517,0,0,0,0,0,0,0.0398696,0.0344749,0.0333699,0.0156751,0,0,0.0107831,0,0.0122708,0.00328759,0.0380092,0.0512505,0.00994629,0,0.0190219,0.0240131,0.0142476,0.0295043,0.0482528,0.0344735,0.0124061,0.0148358,0.0130879,0.0151038,0.0573763,0.00959645,0.0114331,0.0043562,0.0219599,0.0219683,0.0206013,0.00271097,0.0156186,0,0,0.0443186,0,0.0136682,0.0196804,0.0370625,0.0270899,0.0200344,0.0122544,0.0197915,0.014745,0.00487778,0.0213409,0.00569737,0.0147095,0.0365544,0.0120396,0.0164811,0.0158674,0.0195184,0.0147005,0.00876881,0.0198742,0.0143204,0,0,0,0,0,0,0,0,0.00604934,0
186,0.0135946,0.0182017,0,0,0,0,0,0,0.0415456,0.034426,0.0339621,0.0157142,0,0,0.0102886,0,0.0122036,0.00311886,0.0381199,0.0523469,0.00944118,0,0.0174105,0.0233591,0.015158,0.0294606,0.048058,0.033954,0.0126719,0.0157987,0.0128307,0.0156014,0.0603097,0.00946999,0.0114256,0.00428254,0.0219576,0.0218722,0.0207359,0.00270634,0.0150799,0,0,0.04374,0,0.013598,0.0191984,0.0371618,0.0272812,0.0200052,0.0126075,0.0184875,0.0145299,0.00541937,0.0215601,0.00553726,0.0147473,0.036551,0.0120146,0.0166355,0.0160412,0.0192003,0.0146045,0.00881888,0.0192905,0.013716,0,0,0,0,0,0,0,0,0.00651563,0
187,0.0130671,0.0176839,0,0,0,0,0,0,0.0426096,0.0344265,0.0341959,0.0155372,0,0,0.00994323,0,0.0122882,0.00297375,0.037957,0.0529011,0.00889825,0,0.016016,0.0227924,0.0153589,0.0297582,0.0468771,0.0336935,0.0124181,0.0160342,0.0126445,0.0159261,0.0625456,0.00943948,0.0114157,0.00424139,0.0220247,0.0218567,0.0208224,0.00255273,0.0148332,0,0,0.043448,0,0.0135931,0.0188819,0.037348,0.0273614,0.0199517,0.012817,0.0175134,0.0144015,0.00642461,0.021775,0.0053826,0.0146978,0.0365173,0.0118363,0.0167205,0.0160558,0.018991,0.0145175,0.00874898,0.0188156,0.0132122,0,0,0,0,0,0,0,0,0.00678173,0
188,0.0127789,0.0172675,0,0,0,0,0,0,0,0.0344719,0.0374893,0.0155997,0,0,0.00973074,0,0.0123744,0.00286252,0.0374928,0.0557712,0.00864487,0,0.0150004,0.0223492,0.0153626,0.0302308,0.0466879,0.0334673,0.011798,0.0170169,0.0138726,0.0142954,0.0668894,0.00940759,0.0114297,0.00421872,0.0219923,0.0218411,0.0209296,0.0024557,0.0150356,0,0,0.043432,0,0.0135769,0.0186512,0.0375567,0.0274418,0.0198878,0.0124587,0.0168055,0.0143982,0.0066498,0.0218423,0.00516933,0.0149019,0.0365329,0.0118012,0.0168547,0.0160504,0.0189206,0.0144189,0.00870691,0.0183648,0.0130033,0,0,0,0,0,0,0,0,0.0068999,0
189,0.0125849,0.0169034,0,0,0,0,0,0,0,0.0344734,0.0374583,0.0156839,0,0,0.00953975,0,0.012356,0.00283584,0.0370002,0.0567069,0.00837816,0,0.0141328,0.02204,0.0152574,0.0305233,0.0470975,0.0333936,0.0111097,0.0164916,0.0136666,0.0142866,0.0667153,0.00933244,0.0114306,0.00418474,0.022009,0.0218139,0.0210454,0.0024599,0.0150861,0,0,0.0434795,0,0.0135498,0.0185065,0.0375983,0.0274001,0.0198288,0.0123891,0.0160815,0.0143607,0.00648449,0.0219139,0.00513866,0.0150118,0.0364765,0.0119013,0.0170057,0.0161084,0.0189213,0.01433,0.00865263,0.0179635,0.012727,0,0,0,0,0,0,0,0,0.00702103,0
190,0.0123094,0.0164881,0,0,0,0,0,0,0.0400213,0.0344992,0.0333575,0.0156261,0,0,0.00944865,0,0.0122631,0.00276136,0.0365556,0.0557621,0.00797896,0,0.0133447,0.0217406,0.0149101,0.0307291,0.0476516,0.0333383,0.0101089,0.0139429,0.0124812,0.0157683,0.0616704,0.0091838,0.0114454,0.00415128,0.0223208,0.0217865,0.021107,0.00245913,0.0148247,0,0,0.0435694,0,0.0135143,0.0184921,0.0374857,0.0273538,0.0197951,0.0127617,0.015341,0.0142557,0.00639685,0.0220626,0.00552941,0.0150333,0.0363729,0.0119873,0.0171271,0.0161683,0.0189313,0.0143347,0.00846104,0.0175163,0.0124242,0,0,0,0,0,0,0,0,0.00725,0
191,0.0121483,0.0161971,0,0,0,0,0,0,0.0385173,0.0345933,0.0311063,0.0156351,0,0,0.00944442,0,0.0121818,0.00271948,0.0359645,0.0548513,0.00777568,0,0.0129933,0.0213081,0.0142199,0.031155,0.0482075,0.0331213,0.00902117,0.0125906,0.013818,0.015621,0.0602634,0.00907628,0.0114951,0.0041527,0.0227387,0.0217947,0.0211031,0.00242467,0.0145702,0,0,0.0437448,0,0.013503,0.0186285,0.0374134,0.027314,0.0197331,0.0131612,0.0149302,0.0141751,0.00649598,0.0221938,0.00589817,0.0152102,0.036298,0.0120637,0.0172052,0.0160018,0.0190467,0.0143681,0.00837593,0.0171716,0.0122373,0,0,0,0,0,0,0,0,0.00746586,0
192,0.0120103,0.0158931,0,0,0,0,0,0,0.0370034,0.0346434,0.0376713,0.0156381,0,0,0.00943674,0,0.0121447,0.00276932,0.035432,0.0517753,0.00766945,0,0.0130214,0.0209149,0.0131969,0.0320348,0.0490951,0.0329172,0.00795822,0.0109194,0.0156234,0.016077,0.0573114,0.00901714,0.0115317,0.00420428,0.0229151,0.0218069,0.0211728,0.00236751,0.0145647,0,0,0.0440485,0,0.013493,0.0186897,0.0372343,0.0274458,0.0196307,0.0136524,0.0148545,0.0141256,0.0066337,0.0223021,0.00593883,0.0153455,0.0361897,0.01211,0.0173704,0.0162282,0.019227,0.0144044,0.00864066,0.0168398,0.0120399,0,0,0,0,0,0,0,0,0.00771138,0
193,0.0121789,0.0157819,0,0,0,0,0,0,0,0.0347583,0,0.0158751,0,0,0.00976322,0,0.012212,0.0027962,0.0348903,0.0558897,0.0081003,0,0.013816,0.0208444,0.0114394,0.033699,0.0492342,0.0326028,0.00573949,0.0118329,0,0.0125589,0.0635816,0.00904083,0.0116073,0.00427398,0.022864,0.0218683,0.0214608,0.00225654,0.0147589,0,0,0.0447517,0,0.0134884,0.0190913,0.0371256,0.0279808,0.0193802,0.0143255,0.0155517,0.0143204,0.00659481,0.0223386,0.00584493,0.0155929,0.0361606,0.0122317,0.0177828,0.0164019,0.0196655,0.0145392,0.00886414,0.0166681,0.0122344,0,0,0,0,0,0,0,0,0.00790541,0
194,0.0123563,0.0156989,0,0,0,0,0,0,0,0.0349204,0,0.0158998,0,0,0.0101656,0,0.0121923,0.00285742,0.0343263,0,0.0090165,0,0.015455,0.0207305,0.00971448,0.0363356,0.046032,0.0327323,0.00271672,0.0120551,0.018978,0.0105861,0.0667275,0.00904118,0.0117132,0.00434459,0.0222284,0.021959,0.0215759,0.00182197,0.0149073,0,0,0.0454795,0,0.0134886,0.0194968,0.0372821,0.0286006,0.0188429,0.0151415,0.0171522,0.0145827,0.00630337,0.022472,0.00567889,0.0160225,0.0360038,0.0121015,0.0181626,0.0161295,0.0200709,0.0145989,0.00890219,0.0165295,0.0126415,0,0,0,0,0,0,0,0,0.0081097,0
195,0.0122296,0.0156991,0,0,0,0,0,0,0,0.0350629,0.170582,0.0145332,0,0,0.0105591,0,0.012087,0.00305272,0.0337618,0.0323299,0.0107726,0,0.0187006,0.0201423,0.0138455,0.043424,0,0.0341745,0.00805101,0.00554004,0.00826589,0.0236665,0.0342791,0.00895702,0.0117794,0.00450096,0.0215326,0.0220682,0.0220107,0.00180632,0.0150653,0,0,0.0462441,0,0.0134889,0.019785,0.0379717,0.0300929,0.0172975,0.0175176,0.0211255,0.0148202,0.00580664,0.023258,0.00633223,0.0162504,0.0348548,0.0110468,0.0184325,0.0165605,0.0204443,0.0145791,0.00884782,0.0165183,0.0125746,0,0,0,0,0,0,0,0,0.00907681,0
196,0.0115819,0.0153677,0,0,0,0,0,0,0,0.0348814,0,0.0127885,0,0,0.0102018,0,0.0121464,0.00281701,0.0343665,0,0.00939661,0.00624933,0.0170242,0.0198825,0.00425388,0.036959,0,0.0362545,0.00119631,0,0.0231033,0.0090604,0,0.00880628,0.0118636,0.00432817,0.0218742,0.0219257,0.0221547,0.000944497,0.0141987,0,0,0.045544,0,0.013588,0.0195144,0.0385832,0.029704,0.0172746,0.0179428,0.0201336,0.0144261,0.00548926,0.022967,0.00644271,0.0164207,0.035048,0.0113655,0.0185418,0.0167316,0.0200685,0.0148282,0.00865374,0.0162637,0.0115311,0,0,0,0,0,0,0,0,0.00911545,0
197,0.0107947,0.0147224,0,0,0,0,0,0,0,0.0347488,0,0.0115744,0,0,0.00947321,0,0.0121744,0.00266769,0.0363291,0.0545072,0.00887077,0.00511753,0.015801,0.0190302,0.00281415,0.0358582,0.00565766,0.0380337,0.00343246,0.0110039,0.013019,0.016553,0.0607018,0.00836053,0.0117767,0.00408713,0.0220739,0.0217695,0.0222327,0.00151103,0.0137644,0,0,0.0439613,0,0.0135889,0.0187292,0.0384972,0.0294386,0.0172677,0.0183116,0.0193539,0.0139477,0.005724,0.0230571,0.00670368,0.0163197,0.0348311,0.0115071,0.0185162,0.0170622,0.0195107,0.0146956,0.00858757,0.0156635,0.0108209,0,0,0,0,0,0,0,0,0.0094603,0
