Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75
68,0.0112258,0.0168811,0,0,0,0,0,0,0.0405541,0.0341433,0.0292922,0.0135108,0,0,0.00904334,0,0.0118894,0.00267155,0.0326628,0.0493153,0.00903884,0.00658277,0.0181722,0.0203658,0.00837402,0,0.00933245,0.035388,0.00790949,0.0120955,0.0112365,0.0160898,0.0594012,0.00782261,0.0113959,0.00370329,0.0238806,0.0216212,0.0212019,0.00350934,0.0135068,0,0,0.0442882,0,0.0131325,0.0180304,0.0382699,0.0283471,0.0166539,0.0190736,0.0228308,0.013966,0.00512575,0.0242396,0.00705266,0.0153743,0.0341517,0.0108353,0.0176656,0.0168401,0.0177202,0.0158472,0.00945275,0.0185042,0.0120175,0,0,0,0,0,0,0,0,0.00931873,0
69,0.0103111,0.0162548,0,0,0,0,0,0,0.0411773,0.0339314,0.0285171,0.0128708,0,0,0.00857086,0,0.0115808,0.0025876,0.0320652,0.0480269,0.0087636,0.00606214,0.0169844,0.0195918,0.00866426,0,0.00995721,0.0343376,0.0070739,0.013243,0.00974511,0.0169649,0.0592228,0.00754013,0.0113232,0.0036536,0.0237872,0.0215551,0.0207513,0.00386407,0.0127678,0,0,0.0434422,0,0.0131263,0.017351,0.038099,0.0276309,0.0164817,0.0191586,0.0221076,0.0135562,0.00555027,0.0246018,0.00742435,0.0149179,0.0337421,0.0105278,0.0171538,0.01668,0.0171484,0.0156824,0.00946946,0.0179036,0.0110139,0,0,0,0,0,0,0,0,0.00974743,0
70,0.00952001,0.0158649,0,0,0,0,0,0,0.0418061,0.0339964,0.028311,0.0124652,0,0,0.00779377,0,0.0115677,0.00250607,0.0317049,0.0474638,0.00884379,0.00603499,0.0161787,0.018996,0.00850133,0,0.00994071,0.0343456,0.00713349,0.0147622,0.00897517,0.0179737,0.0595327,0.00727516,0.0113438,0.00361147,0.0236995,0.0215026,0.0201584,0.00415778,0.0121886,0,0,0.0430004,0,0.0130996,0.0168986,0.03798,0.0271287,0.0163286,0.0193359,0.0215765,0.0134094,0.00586734,0.0249071,0.00779297,0.0146066,0.0334337,0.0103073,0.016777,0.0168831,0.0169758,0.0157965,0.0094429,0.0175205,0.0100694,0,0,0,0,0,0,0,0,0.0101348,0
71,0.00894502,0.0155518,0,0,0,0,0,0,0.0423616,0.0340222,0.0294708,0.0121326,0,0,0.00734751,0,0.0115812,0.00261677,0.0317854,0.0474849,0.00898329,0.00641702,0.0157179,0.0186402,0.00788931,0,0.0093327,0.0348773,0.00787487,0.0164823,0.00864248,0.0191928,0.0601036,0.00716635,0.0113254,0.00359863,0.0236624,0.0214326,0.0200156,0.00429931,0.0117324,0,0,0.0426564,0,0.0130736,0.0164719,0.0379483,0.0268357,0.0161758,0.0197249,0.021267,0.0133355,0.00604975,0.0251946,0.00816375,0.0144691,0.0332471,0.0102443,0.0166411,0.017198,0.0168666,0.015498,0.0094302,0.0172743,0.00927415,0,0,0,0,0,0,0,0,0.0104488,0
72,0.00853433,0.0152969,0,0,0,0,0,0,0.0431523,0.0339186,0.0306061,0.0117853,0,0,0.00720017,0,0.0114853,0.00275818,0.0323192,0.0479527,0.00907107,0.00705619,0.0154831,0.0184447,0.00690746,0,0.00822971,0.0354849,0.00888642,0.0181227,0.00854334,0.0206111,0.0602013,0.00718684,0.0112859,0.00350673,0.0234984,0.0214049,0.0201827,0.00433391,0.0114159,0,0,0.0423361,0,0.0131102,0.0161458,0.0379811,0.0264578,0.0160526,0.0201698,0.0210713,0.013236,0.00626879,0.0253647,0.00842867,0.014434,0.033161,0.0101997,0.0166081,0.0171978,0.0167786,0.0151338,0.00949107,0.0171217,0.00877438,0,0,0,0,0,0,0,0,0.0106412,0
73,0.0083071,0.0151142,0,0,0,0,0,0,0.0439881,0.0338044,0.0315677,0.0114295,0,0,0.00719207,0,0.0112838,0.00281369,0.0331382,0.0484777,0.00903793,0.00784227,0.0154328,0.0184316,0.00565679,0,0.00672242,0.0364937,0.0100501,0.019669,0.00885484,0.0221487,0.0598247,0.00736172,0.0112989,0.00346294,0.0232282,0.0213629,0.0201819,0.004359,0.0112666,0,0,0.0421095,0,0.0131089,0.0159327,0.0380284,0.0261204,0.0159507,0.0204993,0.0209233,0.0131246,0.00638798,0.0253262,0.00858964,0.0144329,0.0331437,0.0101819,0.0166348,0.0169902,0.0167186,0.0151927,0.00958762,0.0169857,0.00854821,0,0,0,0,0,0,0,0,0.0107978,0
74,0.00815992,0.0149467,0,0,0,0,0,0,0.0433222,0.0337112,0.0321192,0.0109637,0,0,0.00720392,0,0.0110951,0.00280489,0.0341858,0.0480145,0.00890527,0.00854634,0.0152831,0.018438,0.00508276,0,0.00570327,0.0381723,0.0111492,0.0209441,0.00963123,0.0239991,0.0584316,0.00755866,0.0113108,0.00349452,0.0229493,0.021305,0.02011,0.00433952,0.0111351,0,0,0.0419003,0,0.0130887,0.0157452,0.0380926,0.025821,0.0159013,0.0205997,0.0206523,0.013004,0.00637402,0.0252669,0.00873849,0.014468,0.0331711,0.0102552,0.0167141,0.0168055,0.0166285,0.0153835,0.00962498,0.0168848,0.00843805,0,0,0,0,0,0,0,0,0.0109034,0
75,0.00806042,0.0148241,0,0,0,0,0,0,0.0418613,0.0337176,0.0320573,0.0104574,0,0,0.00712822,0,0.0111057,0.00282595,0.0353745,0.0464439,0.00881132,0.00936374,0.0150145,0.0184398,0.00563546,0,0.00551122,0.0401382,0.0122112,0.0219974,0.0110057,0.0260892,0.0555834,0.00771515,0.0112834,0.00348272,0.0225245,0.021294,0.0199948,0.00433687,0.0110154,0,0,0.0417015,0,0.0130908,0.0156457,0.0381412,0.0254665,0.0158947,0.0204609,0.0202582,0.0129246,0.00640315,0.0251633,0.00886933,0.014456,0.0331936,0.0102852,0.0166229,0.0165915,0.0165522,0.0151509,0.00960875,0.0168543,0.00831846,0,0,0,0,0,0,0,0,0.0109934,0
76,0.00797423,0.0146408,0,0,0,0,0,0,0.0397489,0.0337773,0.0314747,0.00987214,0,0,0.00715111,0,0.0111276,0.00293215,0.0365351,0.0441045,0.00888663,0.0103339,0.0146478,0.0184704,0.00684986,0,0.00600268,0.0417693,0.0132327,0.0226383,0.0128222,0.0283234,0.0511696,0.00794053,0.0112328,0.0034814,0.0219276,0.021285,0.0197477,0.00436731,0.0109459,0,0,0.0413912,0,0.013114,0.0155397,0.0382018,0.0250293,0.0158566,0.0203922,0.0198279,0.0128029,0.00641461,0.0250063,0.00896172,0.0143335,0.0331751,0.0102214,0.0163151,0.0162638,0.0164147,0.014977,0.0096331,0.0167334,0.00827501,0,0,0,0,0,0,0,0,0.0111069,0
77,0.00783323,0.0144317,0,0,0,0,0,0,0.0375888,0.0338283,0.0307258,0.00918283,0,0,0.00710653,0,0.0112246,0.00306436,0.0375524,0.0413729,0.00906861,0.01033,0.0140239,0.0185306,0.00837772,0,0.00717506,0.0433782,0.0145072,0.0231605,0.0146844,0.0306705,0.0464171,0.00812765,0.0112217,0.0035232,0.0213334,0.0212349,0.019415,0.00425754,0.0108757,0,0,0.0411411,0,0.0131189,0.0154284,0.0383704,0.0245391,0.015873,0.0202731,0.01922,0.0126962,0.00640137,0.0248068,0.0089321,0.0141505,0.0331714,0.0101474,0.0161938,0.0158627,0.0163279,0.0150091,0.00966809,0.0165434,0.00820569,0,0,0,0,0,0,0,0,0.0111567,0
78,0.00711538,0.013846,0,0,0,0,0,0,0.0359957,0.0336132,0.0299799,0.00781207,0,0,0.006708,0,0.0111682,0.00344647,0.038645,0.0383755,0.00950702,0.00955434,0.0120685,0.0181572,0.0102355,0.0273062,0.00893528,0.0454672,0.0157828,0.0235634,0.0162212,0.0326616,0.0428119,0.00828266,0.0111435,0.00348205,0.0207895,0.0211471,0.0189656,0.00397247,0.0103971,0,0,0.0403005,0,0.0131437,0.0148543,0.0387943,0.0238968,0.0160654,0.0198059,0.0176802,0.0124178,0.00648617,0.0246804,0.00874412,0.0138791,0.0332848,0.0101501,0.0159875,0.0153694,0.0159412,0.0150343,0.00960062,0.0159405,0.00743359,0,0,0,0,0,0,0,0,0.0110892,0
79,0.00732895,0.0137114,0,0,0,0,0,0,0.03495,0.0335806,0.0306326,0.00801011,0,0,0.00680348,0,0.0110548,0.00345581,0.0392499,0.0359809,0.00966336,0.00951139,0.0123026,0.0181393,0.0116778,0,0.00959655,0.0466253,0.0185693,0.0249676,0.0193794,0.0360234,0.0391619,0.00832914,0.0111636,0.00346572,0.0204331,0.0211729,0.0187426,0.00426221,0.010671,0,0,0.0404703,0,0.0131215,0.0149787,0.0385799,0.0238794,0.0159742,0.0198515,0.0177706,0.0124781,0.00704573,0.0247258,0.00900833,0.013643,0.0330369,0.00995127,0.0156892,0.0154398,0.016125,0.0151281,0.00953637,0.0157123,0.00769981,0,0,0,0,0,0,0,0,0.0112905,0
80,0.00715378,0.0134869,0,0,0,0,0,0,0.0335929,0.0335087,0.031173,0.0076201,0,0,0.00673444,0,0.0109043,0.00352422,0.0399014,0.0336085,0.010038,0.00997545,0.0115767,0.0180332,0.0133476,0,0.0102036,0.0478869,0.0208193,0.02593,0.0219711,0.0388096,0.0358256,0.00836524,0.0111899,0.00343184,0.0199535,0.021136,0.0183784,0.00452449,0.0105309,0,0,0.0402199,0,0.0131375,0.014909,0.0385919,0.0234518,0.0159338,0.0195364,0.0173682,0.0123962,0.00678799,0.0248246,0.00917106,0.0132091,0.0327992,0.00975005,0.0151798,0.0153988,0.0160915,0.0148092,0.00953575,0.0154086,0.00755481,0,0,0,0,0,0,0,0,0.0114658,0
81,0.00691736,0.0131055,0,0,0,0,0,0,0.0308322,0.0333449,0.0304653,0.00725148,0,0,0.00656726,0,0.010791,0.00357647,0.0403597,0.0310964,0.0104386,0.0111593,0.0106537,0.01776,0.0142721,0,0.0105157,0.0487703,0.0224832,0.0263213,0.02373,0.0409969,0.0321233,0.00838216,0.011124,0.00334449,0.0193539,0.0210568,0.0178063,0.00467295,0.0104013,0,0,0.0398065,0,0.0131323,0.0146999,0.0386484,0.0227904,0.0158901,0.0189939,0.0168361,0.012209,0.00666828,0.0249307,0.00928576,0.012676,0.0325554,0.00950219,0.0148,0.015231,0.0158834,0.0145378,0.00949297,0.0149426,0.00734803,0,0,0,0,0,0,0,0,0.0115905,0
82,0.00678829,0.0126853,0,0,0,0,0,0,0.0274077,0.0332112,0.028298,0.00696131,0,0,0.00648115,0,0.0106363,0.00356545,0.0404386,0.0283754,0.0107778,0.0125431,0.00992282,0.0174953,0.0141615,0,0.0105463,0.0491861,0.023516,0.0263788,0.0244371,0.0420011,0.0288122,0.00839767,0.0110748,0.00330828,0.0187343,0.020974,0.0170825,0.0047398,0.0103762,0,0,0.0394886,0,0.0131255,0.0145605,0.0387272,0.0220374,0.0157792,0.0183481,0.016387,0.0120272,0.00676291,0.0250119,0.0093429,0.0121008,0.0323067,0.00921835,0.0142621,0.0149456,0.015638,0.0146475,0.00954028,0.0144547,0.00716403,0,0,0,0,0,0,0,0,0.0116994,0
83,0.00682212,0.0124544,0,0,0,0,0,0,0.0246401,0.0331956,0.0259194,0.00680416,0,0,0.00639797,0,0.0106073,0.00354407,0.0400273,0.0271074,0.0109567,0.013455,0.00948106,0.017426,0.0134545,0,0.010341,0.0492166,0.0239761,0.0263325,0.0243817,0.0416999,0.0268505,0.00849525,0.0110716,0.0033255,0.0183457,0.0209441,0.0165884,0.00475951,0.0104451,0,0,0.0394127,0,0.0131314,0.0145564,0.0388412,0.0215637,0.0156545,0.0178188,0.0160295,0.0119235,0.0068443,0.0250657,0.0093725,0.0116396,0.0320368,0.0089723,0.0137403,0.0148799,0.0155252,0.0150026,0.00959501,0.0140933,0.00723607,0,0,0,0,0,0,0,0,0.0118106,0
84,0.00693507,0.0123756,0,0,0,0,0,0,0.0233222,0.0332,0.0242069,0.0066865,0,0,0.00630125,0,0.0105462,0.00350965,0.0392448,0.0279811,0.0111584,0.0135154,0.00928187,0.0173616,0.0126131,0,0.00977529,0.0489735,0.0237224,0.0258419,0.0238937,0.0410389,0.0265505,0.00858422,0.0110673,0.00336102,0.0179631,0.02094,0.0162621,0.00492166,0.0104894,0,0,0.0394667,0,0.0131384,0.0146643,0.0389084,0.0213015,0.0154822,0.0172669,0.0158769,0.0118851,0.00683364,0.0251188,0.00928453,0.0111741,0.0317469,0.00868051,0.0131983,0.0149054,0.0156293,0.0151236,0.00960593,0.0138534,0.00750385,0,0,0,0,0,0,0,0,0.0117879,0
85,0.00709889,0.0123527,0,0,0,0,0,0,0.0242272,0.0330806,0.0240817,0.0067482,0,0,0.00637131,0,0.0104723,0.00339007,0.0383278,0.0296939,0.0113583,0.0129931,0.00930268,0.0173952,0.0119543,0,0.0089821,0.0485043,0.0230245,0.025275,0.0232286,0.0403476,0.0284028,0.00865713,0.0109639,0.00333974,0.017929,0.0209028,0.0162076,0.00504581,0.0105494,0,0,0.0394565,0,0.0131051,0.0146982,0.0388805,0.0214181,0.015239,0.0168462,0.0159291,0.0117555,0.00681878,0.0251613,0.0092237,0.010763,0.0314058,0.00836875,0.0127869,0.0153074,0.0156619,0.0149999,0.00955138,0.0136642,0.00775352,0,0,0,0,0,0,0,0,0.011804,0
86,0.0072062,0.0123479,0,0,0,0,0,0,0.028013,0.0330297,0.0262311,0.00657455,0,0,0.00634682,0,0.0104062,0.00338002,0.0374969,0.0318549,0.0115709,0.0120344,0.00948934,0.0174841,0.0115008,0,0.00815478,0.0476624,0.0218335,0.024989,0.022157,0.0393084,0.0324059,0.00877871,0.0109691,0.00330008,0.0175706,0.0208186,0.0157984,0.00517325,0.0104395,0,0,0.0393797,0,0.0131075,0.0147421,0.0388432,0.0212544,0.0149354,0.0161537,0.0160899,0.0116141,0.00677221,0.0252441,0.00902744,0.010286,0.0310399,0.00797005,0.0122811,0.0154832,0.0156949,0.0148426,0.00953705,0.0134835,0.00772202,0,0,0,0,0,0,0,0,0.0116756,0
87,0.00722022,0.0123097,0,0,0,0,0,0,0.0324577,0.0330678,0.0286057,0.0066155,0,0,0.00609327,0,0.0103774,0.00353235,0.036917,0.0346292,0.0118667,0.0110347,0.0098714,0.0175694,0.0109152,0,0.0072706,0.0463901,0.0204172,0.024577,0.0206361,0.0379667,0.0370214,0.00890815,0.0110099,0.00329363,0.0173881,0.0207682,0.0154268,0.00533551,0.0103461,0,0,0.0391672,0,0.0131247,0.0146928,0.0388922,0.0212013,0.0145815,0.0155693,0.0162859,0.0114941,0.00675605,0.0253374,0.00895914,0.00980842,0.0305602,0.00755389,0.0117786,0.0158454,0.0157495,0.0146632,0.00956956,0.0132981,0.0077905,0,0,0,0,0,0,0,0,0.0116684,0
88,0.00725193,0.0121954,0,0,0,0,0,0,0.0364089,0.0329961,0.0306193,0.00662009,0,0,0.00571454,0,0.010309,0.00360022,0.0365972,0.037963,0.0122154,0.0102628,0.0102658,0.0176121,0.0102968,0,0.00648795,0.0449575,0.0191029,0.0242001,0.0191974,0.036675,0.0409706,0.00901833,0.0109784,0.00326644,0.0174226,0.0207428,0.0152257,0.00535418,0.0102108,0,0,0.0387656,0,0.0131864,0.0144967,0.0390103,0.0213488,0.0142089,0.0151783,0.0166788,0.0112772,0.00680359,0.0254592,0.00908267,0.00932788,0.0299879,0.00708933,0.0113118,0.0164515,0.0156372,0.0146905,0.00962175,0.0130772,0.00787583,0,0,0,0,0,0,0,0,0.0117657,0
89,0.00722449,0.0121374,0,0,0,0,0,0,0.0377838,0.032845,0.0324627,0.0068344,0,0,0.00524736,0,0.0102623,0.00364988,0.0364295,0.0396484,0.0125453,0.0101159,0.0103282,0.0178443,0.00984988,0,0.00589583,0.0436825,0.0183801,0.0243063,0.018626,0.0357309,0.0418311,0.00922044,0.010909,0.00331072,0.0179658,0.0206601,0.0151929,0.00520454,0.0100435,0,0,0.0382049,0,0.0132441,0.0142492,0.0391313,0.0216928,0.0139082,0.0150578,0.0170232,0.0109945,0.00693955,0.0255583,0.0093765,0.00889529,0.0293502,0.00667895,0.0109057,0.0173347,0.0154202,0.0146665,0.00967582,0.0130201,0.00784379,0,0,0,0,0,0,0,0,0.0119383,0
90,0.00712991,0.012125,0,0,0,0,0,0,0.0359279,0.0327251,0.0334874,0.00703126,0,0,0.00468875,0,0.0101591,0.00355985,0.0363359,0.0389191,0.0127849,0.0103726,0.0100006,0.0179534,0.00945727,0,0.0054016,0.0428102,0.0183837,0.0247134,0.019145,0.0355244,0.0391356,0.00932001,0.0108696,0.00317749,0.017789,0.0205743,0.0146668,0.00517735,0.00977204,0,0,0.0373801,0,0.0132761,0.0139515,0.0390976,0.021481,0.0135776,0.0144484,0.0172426,0.0106784,0.00705987,0.025711,0.00940242,0.00826431,0.0287412,0.00632519,0.0102931,0.018063,0.0151116,0.0147935,0.00963949,0.0129739,0.00759361,0,0,0,0,0,0,0,0,0.0119036,0
91,0.00685592,0.0121329,0,0,0,0,0,0,0.0323448,0.0325926,0.0321699,0.00724236,0,0,0.0040739,0,0.0100471,0.00332697,0.0363263,0.0370838,0.0128373,0.0104352,0.00946369,0.0180814,0.00892545,0,0.00552182,0.0425822,0.0187707,0.0246088,0.0200713,0.0361454,0.0348968,0.00936803,0.010807,0.00305573,0.0177998,0.0205265,0.0142888,0.00547007,0.0093375,0,0,0.0365743,0,0.0133335,0.0136619,0.0389398,0.0208732,0.0133207,0.0137932,0.0171915,0.0103839,0.00718234,0.0257685,0.00940008,0.00746768,0.0280877,0.00598075,0.0094546,0.019066,0.0148383,0.0147246,0.00966715,0.0129629,0.00727151,0,0,0,0,0,0,0,0,0.0118904,0
92,0.0064769,0.0120528,0,0,0,0,0,0,0.0292981,0.0324041,0.0294621,0.00735059,0,0,0.00347974,0,0.0100495,0.00313136,0.0363017,0.0356187,0.0127565,0.0102805,0.00894401,0.0182065,0.00863218,0,0.00642254,0.0430508,0.0191549,0.0237808,0.0206449,0.0369295,0.0321216,0.00946179,0.0106849,0.00303213,0.0176167,0.0204975,0.0138311,0.00574782,0.00885392,0,0,0.0358185,0,0.0133675,0.0133173,0.0388004,0.0199347,0.0131132,0.0128777,0.0169828,0.010108,0.00722486,0.0257362,0.00923902,0.00648479,0.0273694,0.005664,0.00845338,0.0201916,0.0145448,0.0143472,0.00954894,0.0129083,0.00693423,0,0,0,0,0,0,0,0,0.0118005,0
93,0.0063891,0.0120767,0,0,0,0,0,0,0.0278293,0.0322988,0.0286021,0.00744061,0,0,0.00299236,0,0.0100969,0.00300574,0.0362954,0.0352296,0.0123424,0.0103621,0.00870787,0.018501,0.00897734,0,0.00716463,0.044345,0.0195244,0.023298,0.0209659,0.0376747,0.0316912,0.00960646,0.0105876,0.00298082,0.0173018,0.0204934,0.0132564,0.00584492,0.00864945,0,0,0.0353462,0,0.0133868,0.0131192,0.0386353,0.0188,0.0128972,0.0117151,0.0168058,0.00993088,0.00714438,0.02557,0.00886846,0.00553765,0.0266603,0.00545176,0.00750046,0.0213734,0.0143088,0.013963,0.0093926,0.012917,0.00695638,0,0,0,0,0,0,0,0,0.0115212,0
94,0.00664554,0.0122433,0,0,0,0,0,0,0.0282519,0.0322689,0.0293358,0.00752515,0,0,0.00259113,0,0.010074,0.00297807,0.0364136,0.0359058,0.0117698,0.0103929,0.00867591,0.0188063,0.00947859,0,0.00720007,0.0456694,0.0196996,0.0234394,0.0213095,0.0381824,0.0336908,0.00972041,0.0105828,0.00304056,0.0168292,0.0205222,0.0125726,0.00577681,0.00863306,0,0,0.0350353,0,0.0134018,0.0130397,0.0384844,0.0172416,0.0125912,0.0103021,0.0166363,0.00987204,0.00686681,0.0253026,0.00833567,0.00474255,0.0259185,0.00539749,0.00655625,0.022541,0.0142463,0.0135213,0.00917127,0.0129951,0.00723553,0,0,0,0,0,0,0,0,0.0110542,0
95,0.00708614,0.0126018,0,0,0,0,0,0,0.029983,0.0323349,0.0300115,0.00746983,0,0,0.00248174,0,0.0101128,0.00289299,0.0366075,0.036921,0.0114487,0.0103774,0.00890253,0.0193222,0.00927812,0,0.00673624,0.0461134,0.0197393,0.0239444,0.021567,0.0383161,0.0372597,0.00981588,0.0105868,0.00302365,0.0167446,0.0205442,0.0119149,0.00576075,0.00875102,0,0,0.0349494,0,0.0134233,0.0130622,0.0384214,0.0152687,0.0122043,0.00900599,0.0167032,0.00985995,0.00651057,0.0250266,0.00794026,0.00411927,0.0250338,0.00540943,0.00557855,0.0238699,0.0142114,0.0133016,0.00904549,0.0133089,0.00751444,0,0,0,0,0,0,0,0,0.0107524,0
96,0.0074276,0.0129273,0,0,0,0,0,0,0.032041,0.0322574,0.0303452,0.00736797,0,0,0.00253522,0,0.0101705,0.00274478,0.0366351,0.0376568,0.0114676,0.0104977,0.00917838,0.0197508,0.00815224,0,0.00607556,0.0455284,0.0196173,0.0243668,0.0215101,0.0380348,0.0410378,0.00979505,0.010516,0.00297013,0.0166293,0.0205607,0.0110595,0.00578706,0.00882827,0,0,0.034699,0,0.0134811,0.01299,0.0384161,0.0126658,0.0117773,0.00777467,0.0167926,0.00975141,0.00631519,0.0247937,0.00764282,0.00375925,0.0239052,0.00554837,0.00463633,0.0253091,0.0141283,0.0132069,0.00897105,0.0136225,0.00768969,0,0,0,0,0,0,0,0,0.0106024,0
97,0.00760228,0.0131005,0,0,0,0,0,0,0.0330781,0.0321987,0.0307089,0.00759029,0,0,0.00262029,0,0.0102486,0.00249524,0.0362596,0.0379148,0.0115941,0.0106469,0.00950252,0.0201049,0.00684261,0,0.00535136,0.04432,0.0192627,0.024555,0.0211497,0.0374318,0.0433475,0.0097481,0.0104616,0.00295027,0.0166467,0.0205747,0.00994371,0.00580057,0.00878644,0,0,0.034354,0,0.01351,0.0128372,0.0383457,0.00960576,0.0114078,0.00679505,0.0167744,0.00965404,0.0062521,0.0246422,0.00774175,0.00377039,0.0226338,0.00577442,0.00393277,0.026614,0.0139288,0.0128159,0.00884527,0.013788,0.00780699,0,0,0,0,0,0,0,0,0.0108091,0
98,0.00771278,0.0134596,0,0,0,0,0,0,0.0326282,0.0323592,0.0305877,0.00796611,0,0,0.00263251,0,0.0104067,0.00229432,0.0355321,0.0374046,0.0117737,0.0104633,0.00966718,0.0205169,0.00604702,0,0.00477097,0.0429999,0.0186589,0.024234,0.0204823,0.03649,0.0436508,0.00973149,0.0105224,0.00306487,0.0160648,0.0206086,0.00898579,0.00577256,0.00856219,0,0,0.034104,0,0.0135366,0.0127856,0.0382336,0.00704229,0.0109399,0.00593533,0.016695,0.00971179,0.00629687,0.0245974,0.00817904,0.00440646,0.0211856,0.00630511,0.00416686,0.027727,0.0140258,0.0124147,0.00868412,0.0141735,0.00786792,0,0,0,0,0,0,0,0,0.0114289,0
99,0.00795253,0.0140107,0,0,0,0,0,0,0.03201,0.0324997,0.0301248,0.0085059,0,0,0.00311842,0,0.0104268,0.00239585,0.0346614,0.0369089,0.0116897,0.01023,0.00997613,0.0210314,0.00630537,0,0.00456991,0.042447,0.0180937,0.0238847,0.0198591,0.03566,0.0434002,0.00949648,0.0106077,0.0030704,0.0155503,0.0206983,0.00848878,0.00587412,0.00846838,0,0,0.0341398,0,0.0135855,0.0128881,0.0380167,0.00619871,0.0103903,0.00543586,0.0168163,0.00978882,0.00642299,0.0246435,0.00888669,0.00533316,0.0197602,0.00697681,0.00516179,0.0282029,0.0143246,0.0121086,0.00850496,0.0148528,0.007871,0,0,0,0,0,0,0,0,0.0125094,0
100,0.00831401,0.0146792,0,0,0,0,0,0,0.0319073,0.0325298,0.029857,0.00922295,0,0,0.00406758,0,0.0104478,0.00257323,0.0339607,0.0366121,0.0114662,0.0100086,0.010387,0.0216759,0.00726554,0,0.00460859,0.0425433,0.0176976,0.0235659,0.0194899,0.0352157,0.0431223,0.00910338,0.0105985,0.00302582,0.0148142,0.0208445,0.00848506,0.00617364,0.00856412,0,0,0.0343312,0,0.0136796,0.0131372,0.0377822,0.00658894,0.00986655,0.00560981,0.017074,0.0099194,0.00624436,0.0249412,0.00967231,0.0062932,0.018432,0.00776514,0.00642489,0.0285814,0.0146689,0.0118509,0.00832918,0.0156731,0.00801406,0,0,0,0,0,0,0,0,0.0138343,0
101,0.00880052,0.0155489,0,0,0,0,0,0,0.0313383,0.032734,0.0297463,0.0099975,0,0,0.00488845,0,0.010594,0.00283219,0.0336871,0.0359413,0.0113181,0.00972763,0.0106794,0.0224909,0.00791923,0,0.00479143,0.0429688,0.0174452,0.0231807,0.0192928,0.0349754,0.0425274,0.00896306,0.010651,0.00308218,0.0138021,0.0209278,0.00876558,0.00671608,0.00874942,0,0,0.0347037,0,0.0137132,0.0134919,0.0376657,0.00740594,0.0093917,0.00632328,0.0172342,0.0102325,0.0061129,0.0257116,0.0103209,0.00723019,0.0172597,0.00857309,0.00752917,0.0293033,0.0150732,0.0117914,0.00822177,0.0166832,0.00840926,0,0,0,0,0,0,0,0,0.0151127,0
102,0.00936278,0.0163786,0,0,0,0,0,0,0.0304581,0.032978,0.0293189,0.0106448,0,0,0.00573169,0,0.0106597,0.00313539,0.0339362,0.0347647,0.011256,0.00943629,0.0109973,0.0233444,0.00858346,0,0.00501489,0.0434742,0.0172443,0.0226194,0.0191329,0.0347274,0.0411357,0.00891557,0.0108167,0.00316578,0.0127685,0.020922,0.00929036,0.00728954,0.00910094,0,0,0.0350029,0,0.0136865,0.0137481,0.037624,0.00859888,0.00883238,0.0075108,0.0173695,0.0105561,0.00638855,0.0269061,0.0107508,0.00804739,0.0163037,0.00934878,0.00827949,0.0299215,0.0154793,0.0117313,0.00811647,0.0176343,0.0090743,0,0,0,0,0,0,0,0,0.0163302,0
103,0.0100802,0.0171989,0,0,0,0,0,0,0.02973,0.0331667,0.0288532,0.0109219,0,0,0.00675248,0,0.0107085,0.00357706,0.0344803,0.0338535,0.0113646,0.00915505,0.0114697,0.0241516,0.00894673,0,0.00535579,0.0439879,0.017043,0.0220967,0.0190323,0.0345346,0.0399599,0.00887316,0.0109514,0.00328568,0.0124579,0.0209707,0.00999609,0.00769356,0.00965489,0,0,0.0354374,0,0.0136851,0.0140913,0.0375641,0.0100137,0.00841757,0.00889681,0.0176112,0.0108726,0.00719262,0.0280584,0.0114705,0.00856178,0.0155896,0.0100277,0.00857771,0.0295832,0.015881,0.0116728,0.00801387,0.0185733,0.00987818,0,0,0,0,0,0,0,0,0.0177011,0
104,0.0108885,0.0179836,0,0,0,0,0,0,0.0291558,0.0332557,0.0286227,0.0110482,0,0,0.00778177,0,0.0107678,0.00406115,0.034936,0.0333393,0.0114516,0.00894959,0.011991,0.0249012,0.00907095,0,0.00568783,0.0443648,0.016921,0.021757,0.0189909,0.0344285,0.0391722,0.00886419,0.0110204,0.00342754,0.0131436,0.0210817,0.0105381,0.00806786,0.0102677,0,0,0.0359685,0,0.0137276,0.0145075,0.037478,0.0116958,0.0082368,0.0106547,0.0177911,0.0110979,0.00835773,0.0291329,0.0126409,0.00879171,0.0150814,0.0104768,0.00866381,0.0278504,0.0163454,0.0116774,0.00790769,0.0195134,0.0104876,0,0,0,0,0,0,0,0,0.0190032,0
