Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x76,,x78,x82,x83,x84
158,0.00560022,0.00213447,0,0,0,0,0,0,0.00769919,0.0277528,0.00580617,0.00949372,0,0,0.00223276,0,0.0132043,0.00112928,0.0371571,0.00473584,0.017285,0.00667882,0.00404534,0.00620041,0.00678558,0.00582794,0.00761827,0.0369942,0.00447488,0.00366252,0.00403067,0.0317133,0.00911606,0.00410796,0.0109115,0.00222445,0.0124396,0.0221335,0.0175102,0.00191204,0.00612129,0,0,0.00482421,0,0.0163143,0.00441751,0.0415473,0.0221668,0.0256498,0.0219216,0.00734896,0.0064149,0.0069942,0.0212418,0,0.00437522,0.0222885,0.040524,0.0173898,0.0247092,0.00963453,0.00356454,0.00428061,0.00125456,0.00320141,0.00621843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.0055554,0.00203301,0,0,0,0,0,0,0.00678326,0.0277156,0.00536885,0.00979982,0,0,0.00225205,0,0.0131586,0.00107754,0.0373005,0.00494086,0.0173252,0.00644861,0.00402401,0.00607496,0.00651355,0.00549868,0.00697851,0.0371002,0.00414464,0.00352682,0.00396847,0.0315439,0.00822102,0.0039723,0.0109248,0.00219429,0.0109625,0.0221512,0.0162115,0.00195015,0.00598176,0,0,0.00469934,0,0.0163285,0.00434265,0.0411173,0.0216018,0.0258569,0.0195886,0.00720082,0.00632259,0.00668244,0.0213528,0,0.00375009,0.0211859,0.0400645,0.0168741,0.023893,0.00926986,0.00336568,0.00432935,0.00126762,0.00305681,0.00617238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.00555868,0.00199685,0,0,0,0,0,0,0.00575136,0.0276709,0.00490462,0.0100902,0,0,0.00231005,0,0.0131042,0.00104462,0.0374238,0.00542109,0.0173671,0.00624715,0.00399476,0.00592146,0.0062741,0.00511395,0.00652683,0.0372214,0.00383918,0.00332866,0.00385061,0.0313899,0.00720873,0.00376889,0.0109701,0.00225771,0.00987453,0.0221636,0.0151029,0.00201599,0.0058689,0,0,0.00459427,0,0.0163178,0.00421655,0.040802,0.0206964,0.0261502,0.0168847,0.00703942,0.00627916,0.00646155,0.021201,0,0.00316828,0.0197759,0.0393703,0.0160577,0.0227119,0.0101147,0.00321573,0.00422317,0.00124266,0.00294273,0.00614446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.00548198,0.00201997,0,0,0,0,0,0,0.00456875,0.0276285,0.0046252,0.0104611,0,0,0.00233291,0,0.01309,0.0010191,0.0375331,0.00628172,0.0174171,0.00618798,0.00382233,0.00594372,0.00615204,0.00478714,0.0059905,0.0374435,0.00358516,0.0029717,0.00379765,0.0312388,0.00608962,0.00353134,0.0109893,0.0022841,0.0108836,0.022185,0.0144567,0.00220417,0.00569142,0,0,0.00448922,0,0.0163148,0.00403318,0.040648,0.0197861,0.0265635,0.0150989,0.00673439,0.00618014,0.00623716,0.0208065,0,0.00296252,0.018569,0.0384241,0.0151583,0.0217071,0.0136369,0.0031656,0.00415422,0.0011834,0.00276009,0.00609673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.00548873,0.0020293,0,0,0,0,0,0,0.00352181,0.027529,0.00432576,0.0107043,0,0,0.00240345,0,0.0131549,0.00103249,0.0376326,0.00705356,0.0174381,0.00610867,0.00376189,0.00581675,0.0060884,0.00448692,0.00551844,0.0375862,0.00336079,0.00267858,0.00377792,0.0311121,0.00507304,0.00330177,0.0109591,0.00240175,0.0122403,0.0222211,0.0133475,0.00230312,0.00568042,0,0,0.0043899,0,0.0163324,0.00397418,0.0405344,0.0193213,0.0268789,0.0127463,0.006459,0.00621199,0.00598756,0.0205622,0,0.00263491,0.016988,0.0376756,0.0141235,0.0199863,0.0173757,0.0031051,0.00417433,0.00115542,0.00268372,0.00612504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.00547572,0.0020824,0,0,0,0,0,0,0.00270419,0.0273663,0.00422305,0.0109383,0,0,0.00250127,0,0.0132107,0.0011538,0.0377552,0.00775506,0.017472,0.00601895,0.00381769,0.00566769,0.00607506,0.00435425,0.00503662,0.0377132,0.00321385,0.00236026,0.00377848,0.0309823,0.00419898,0.00307358,0.0109675,0.00249493,0.0141615,0.0222243,0.0129661,0.00246596,0.00573821,0,0,0.00438667,0,0.0163312,0.00404257,0.0403798,0.0206068,0.0272078,0.0111461,0.00621296,0.00625555,0.00554052,0.0203152,0,0.0026019,0.016026,0.0373819,0.0134766,0.0188429,0.0209173,0.00308306,0.00403777,0.00115866,0.00263522,0.00616942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.00551361,0.00216891,0,0,0,0,0,0,0.0024728,0.0271964,0.00438797,0.0111693,0,0,0.00274572,0,0.0131886,0.00130269,0.0379223,0.00857044,0.017516,0.00589922,0.00384406,0.00545083,0.00609037,0.00430313,0.00443106,0.0378541,0.0030401,0.00214388,0.00388654,0.030825,0.00357429,0.00285337,0.0110007,0.00259296,0.0152852,0.0221915,0.012899,0.00270006,0.00583029,0,0,0.0044892,0,0.0163194,0.00412779,0.0401665,0.022681,0.0275221,0.00980392,0.00613902,0.00631933,0.00478373,0.0200624,0,0.00262192,0.0156394,0.0375777,0.0132958,0.0182609,0.0229224,0.00309209,0.00387171,0.00116917,0.00258612,0.00629222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.00488348,0.00292607,0,0,0,0,0,0,0.00308362,0.0272198,0.00450249,0.0114591,0,0,0.00328566,0,0.0129855,0.00155486,0.03816,0.00955077,0.0175108,0.00588921,0.00399694,0.0067516,0.0060652,0.00421762,0.00391881,0.0380355,0.00285372,0.00224379,0.00401887,0.0306071,0.00344825,0.00293414,0.0109681,0.00284055,0.0160744,0.0221358,0.0128972,0.00301074,0.00509719,0,0,0.00521484,0,0.0163793,0.00430195,0.0399159,0.024459,0.0278763,0.00971937,0.00621619,0.00628141,0.00389984,0.0197885,0,0.00294376,0.015682,0.0378317,0.01331,0.0183292,0.0231699,0.00315896,0.0038573,0.0011266,0.00305264,0.00588741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.00607316,0.00213644,0,0,0,0,0,0,0.0038998,0.0269708,0.00474769,0.0117601,0,0,0.00350626,0,0.0133247,0.00167581,0.0383662,0.0105975,0.017447,0.00589322,0.00433281,0.00473242,0.00601207,0.00408816,0.00373699,0.0381796,0.00271581,0.00247584,0.00428725,0.0302931,0.0042972,0.00263267,0.0108987,0.00290845,0.0175781,0.0221093,0.0135482,0.00331184,0.00617396,0,0,0.00421303,0,0.0162135,0.00401821,0.0395813,0.0261985,0.0281799,0.0116417,0.00607786,0.00647876,0.00324947,0.0194685,0,0.00323745,0.0162315,0.0377517,0.0134149,0.0192439,0.0222778,0.0031395,0.00355742,0.00119514,0.00251084,0.0068841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.00624088,0.00232589,0,0,0,0,0,0,0.00514497,0.0268128,0.00526874,0.0118717,0,0,0.00393629,0,0.0133609,0.00185274,0.0384675,0.0113891,0.0173405,0.0059002,0.00467057,0.00477348,0.00595756,0.00401966,0.0035308,0.0382121,0.00267564,0.00215794,0.00449668,0.0299554,0.00534279,0.00268487,0.0108303,0.00303334,0.0183242,0.0220778,0.0142362,0.00343328,0.00608513,0,0,0.00453394,0,0.0162111,0.0041256,0.0392052,0.0277999,0.0282764,0.0138662,0.00593589,0.0064837,0.00306329,0.0191696,0,0.00288002,0.0167761,0.0373608,0.0133967,0.020003,0.0213795,0.00330131,0.00349965,0.00114957,0.00260911,0.00700206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.00642471,0.00263729,0,0,0,0,0,0,0.00643374,0.0266223,0.00579393,0.0118599,0,0,0.0044599,0,0.0133944,0.00204843,0.0385095,0.0123243,0.0172012,0.00598039,0.00500587,0.00487773,0.00584781,0.0038647,0.00317898,0.0381341,0.00259112,0.00217029,0.00457462,0.0295593,0.00667084,0.00285411,0.0107824,0.00301276,0.0190701,0.0220958,0.0146678,0.00351936,0.00604702,0,0,0.00496706,0,0.0162572,0.00432811,0.0387736,0.0290635,0.0282823,0.0153657,0.00582974,0.00655243,0.0031267,0.018706,0,0.00252726,0.0171684,0.0370469,0.0133186,0.0203416,0.0211084,0.0036106,0.00350559,0.00119193,0.00278761,0.00715082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.00664899,0.00301395,0,0,0,0,0,0,0.00830089,0.0264765,0.00659988,0.011772,0,0,0.00508923,0,0.0134538,0.00237875,0.0384412,0.0133262,0.0171038,0.00618161,0.00523839,0.00497288,0.00563924,0.00372512,0.00302622,0.03801,0.00244569,0.0022213,0.00468114,0.0291166,0.0086885,0.00322335,0.0107474,0.00317903,0.0197845,0.022104,0.0146971,0.0036222,0.00607655,0,0,0.0053727,0,0.0163039,0.00460087,0.038262,0.029804,0.0282311,0.0155378,0.00579502,0.00667269,0.0030684,0.0179811,0,0.00285063,0.0169844,0.0369115,0.0130728,0.0199391,0.0218949,0.00396922,0.00352312,0.00125259,0.00293542,0.00733651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.00683841,0.00338541,0,0,0,0,0,0,0.0106075,0.0263157,0.00746886,0.0116245,0,0,0.0056538,0,0.0135527,0.0027294,0.0381915,0.0137256,0.0169923,0.0064548,0.0055552,0.00511174,0.00535424,0.00364609,0.003023,0.0378936,0.00233607,0.00242261,0.00481935,0.0286553,0.011116,0.00362479,0.0107428,0.0032343,0.0201681,0.0220723,0.0143507,0.00372416,0.00607794,0,0,0.00577955,0,0.0163244,0.00486202,0.037756,0.030207,0.0281628,0.0148435,0.00566368,0.00678389,0.00277942,0.0174242,0,0.00392276,0.0162672,0.0367347,0.012719,0.0190542,0.0231748,0.00433923,0.00356743,0.00123813,0.00304363,0.00751669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.00701669,0.00379325,0,0,0,0,0,0,0.0129211,0.0261487,0.00824247,0.0114101,0,0,0.00628626,0,0.0136468,0.00307089,0.0378675,0.0135958,0.0168177,0.00677735,0.00597157,0.0053526,0.00504694,0.00363072,0.00313861,0.0377693,0.00244218,0.00276249,0.00471732,0.0281308,0.0137307,0.00409962,0.010733,0.00334763,0.0200592,0.0220259,0.0139175,0.00385397,0.00610246,0,0,0.00617548,0,0.0163354,0.00503226,0.0374963,0.0306439,0.0282489,0.0142136,0.00558188,0.00688345,0.00250971,0.016597,0,0.00523765,0.0154571,0.0362848,0.0121735,0.0182865,0.0242737,0.00468683,0.00361682,0.00123692,0.00327953,0.00764913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.00709562,0.0041295,0,0,0,0,0,0,0.0155696,0.0261061,0.00870114,0.0111493,0,0,0.00683441,0,0.0137229,0.00339301,0.0375108,0.0129886,0.0166056,0.00712132,0.00633611,0.00563147,0.00480229,0.00394236,0.00361227,0.0376332,0.00286472,0.00349119,0.00448799,0.0275053,0.0166931,0.00455162,0.0107432,0.00351167,0.0191261,0.0219995,0.0138062,0.00395805,0.00606008,0,0,0.00640365,0,0.0163535,0.00509161,0.0373919,0.0313004,0.0283795,0.0140025,0.00548872,0.0069236,0.00263418,0.0158517,0,0.00618411,0.0149156,0.0357401,0.0116206,0.0179546,0.0242372,0.00487384,0.00365872,0.00127694,0.00356502,0.00770132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.00737276,0.00425147,0,0,0,0,0,0,0.0188329,0.0260062,0.00879166,0.0108363,0,0,0.00693439,0,0.0139228,0.00347572,0.0372414,0.0116349,0.0163643,0.00753225,0.00658723,0.00558603,0.00469674,0.00461653,0.00444928,0.0374849,0.00371627,0.00484653,0.00475672,0.0267842,0.0196728,0.00475835,0.0107994,0.00348838,0.0180671,0.0221159,0.0142996,0.00393311,0.00627656,0,0,0.006616,0,0.0164194,0.00501221,0.0373098,0.0321447,0.0283896,0.0144607,0.00529466,0.00706506,0.00294583,0.0155471,0,0.00662474,0.0148887,0.0354027,0.0113592,0.0181432,0.0228106,0.00496334,0.0038519,0.0011413,0.003554,0.00801151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.00727903,0.00437542,0,0,0,0,0,0,0.0215725,0.0259346,0.0087778,0.0103393,0,0,0.00679215,0,0.0139862,0.00339613,0.0372328,0.0099514,0.01599,0.00812711,0.00666363,0.00564595,0.00472036,0.00541969,0.00530408,0.0373927,0.00506264,0.00672032,0.00541133,0.0260284,0.0231827,0.00474437,0.0108573,0.00343317,0.0181565,0.0222204,0.0155023,0.00375998,0.00614904,0,0,0.0061429,0,0.0164465,0.00475141,0.0372283,0.032882,0.0283152,0.0156987,0.00501331,0.00700927,0.00323909,0.0159864,0,0.00675892,0.0153577,0.0353605,0.0114242,0.0187711,0.0211528,0.00492527,0.003754,0.00102513,0.00372731,0.00805192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.004303,0.005607,0,0,0,0,0,0,0.0235649,0.0269278,0.00879787,0.0086604,0,0,0.00783919,0,0.0126449,0.005202,0.0369191,0.00856569,0.0151991,0.00818561,0.00628921,0.00472257,0.00542018,0.00637482,0.00609426,0.0369009,0.00633711,0.00861668,0.00580959,0.0256422,0.0263273,0.00631528,0.0114546,0.00356015,0.0112657,0.0222828,0.0135627,0.00283008,0.00208071,0,0,0.00504241,0,0.0164931,0.00425155,0.03625,0.0238373,0.0255453,0.00686709,0.00383216,0.00678625,0.00600641,0.0209268,0,0.00927045,0.00976288,0.0362104,0.00968481,0.00975776,0.012454,0.00473842,0.00284442,0.0010354,0.00625265,0.00441968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.00713872,0.00316451,0,0,0,0,0,0,0.0257935,0.0264214,0.00885749,0.00760307,0,0,0.00431031,0,0.0138094,0.00208091,0.0376603,0.00768249,0.0146366,0.00928204,0.00620354,0.00411196,0.00548918,0.00731021,0.00696643,0.0370863,0.00833475,0.0114809,0.00637869,0.0250511,0.0289843,0.00349924,0.0107953,0.00307844,0.0125222,0.0223344,0.0123973,0.00243478,0.00657309,0,0,0.00350801,0,0.0162232,0.00320552,0.0366926,0.0208276,0.0253932,0.00738676,0.00325348,0.00535768,0.0065197,0.0210815,0.00956539,0.0105551,0.00883834,0.0358374,0.00891107,0.00822889,0.0131684,0.00292871,0.00170879,0.00161398,0.00220259,0.00805878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0.00763087,0.0033375,0,0,0,0,0,0,0.0282774,0.0262389,0.00943055,0.00741729,0,0,0.00493321,0,0.0139329,0.00229481,0.039466,0.00846746,0.0141828,0.0108559,0.00649684,0.00469309,0.00551469,0.00867318,0.00828152,0.0378416,0.0105718,0.0146436,0.00736563,0.0241984,0.0312541,0.00416585,0.0106569,0.00325001,0.0175775,0.0223104,0.0167323,0.00311815,0.00710779,0,0,0.00347929,0,0.016183,0.00293409,0.0380135,0.0316773,0.0283525,0.0173269,0.00379947,0.00532946,0.00362959,0.0164564,0,0.00714612,0.0154944,0.035336,0.011118,0.0187143,0.0177209,0.00278537,0.0015819,0.00161849,0.00253336,0.00874057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.00720647,0.00284015,0,0,0,0,0,0,0.0311258,0.0267595,0.0107164,0.00490282,0,0,0.00265788,0,0.0138366,0.00156514,0.0394351,0.0100104,0.0133877,0.0102829,0.00561998,0.00381579,0.00608385,0.00981429,0.00911751,0.037273,0.0120237,0.016642,0.00801928,0.0241018,0.0342839,0.00279824,0.010763,0.00275528,0.0145998,0.0225263,0.0111149,0.00195622,0.00701925,0,0,0.00409443,0,0.0162082,0.00217452,0.0377125,0.0151627,0.0252745,0.00972675,0.00258148,0.00470162,0.00855023,0.0214046,0.0126432,0.0125532,0.00779888,0.0350098,0.00701624,0.00579631,0.0160743,0.00168881,0.00115888,0.00152731,0.00192826,0.00833241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.00734808,0.00290977,0,0,0,0,0,0,0.0340381,0.0269768,0.0118928,0.00344219,0,0,0.00185826,0,0.013849,0.00172362,0.0406888,0.0109394,0.0126831,0.0105847,0.00515468,0.0038522,0.00630944,0.010879,0.00995549,0.0376846,0.0137215,0.018572,0.0090857,0.0237558,0.0370598,0.00239741,0.0108286,0.00242871,0.0154449,0.0227514,0.0111155,0.00186622,0.00729519,0,0,0.00473761,0,0.0162785,0.00194776,0.0378488,0.0138611,0.0253923,0.0105669,0.00209681,0.00472195,0.00911784,0.0213402,0.0128931,0.0131248,0.00790912,0.0348011,0.00651195,0.00552944,0.016677,0.00113565,0.00103268,0.00143436,0.00203219,0.00858288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.00764038,0.00313037,0,0,0,0,0,0,0.0360425,0.0268429,0.0123388,0.00348623,0,0,0.00249137,0,0.0139399,0.00185197,0.0433532,0.011183,0.0119185,0.0118306,0.00526425,0.00434868,0.0068069,0.0120242,0.011037,0.0392922,0.0154632,0.0202836,0.0104575,0.023096,0.0393746,0.00284036,0.010764,0.002434,0.0175318,0.0228378,0.0174299,0.00246502,0.00754829,0,0,0.00508996,0,0.0163034,0.00189619,0.0386157,0.0307166,0.0289189,0.0184994,0.0023179,0.00512811,0.00472267,0.0150893,0.00975832,0.00948338,0.0160208,0.0354544,0.0112508,0.0191963,0.0166658,0.00102398,0.000972655,0.00143434,0.00266968,0.00913562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.00756906,0.00347394,0,0,0,0,0,0,0.0384869,0.0272715,0.011962,0.00113014,0,0,0.000544101,0,0.0138542,0.00217169,0.0436926,0.0109772,0.0115096,0.011418,0.0038916,0.00412138,0.0069378,0.0121063,0.0109708,0.0389973,0.0167519,0.0211632,0.0112553,0.0231024,0.0424862,0.00154761,0.0107974,0.0021354,0.0177288,0.0230592,0.011982,0.00198038,0.00799388,0,0,0.00638742,0,0.0163611,0.00231064,0.0377135,0.0124864,0.0255348,0.0120368,0.000692526,0.00535046,0.00996412,0.0217533,0.0148324,0.0142617,0.0079196,0.0344633,0.00555616,0.00513562,0.0190162,0.000992065,0.000896466,0.00145728,0.00297681,0.00929701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.00765384,0.00391446,0,0,0,0,0,0,0.0400129,0.0274122,0.0104583,0.00099804,0,0,0.000583185,0,0.0138196,0.00234223,0.0452508,0.0102152,0.0110276,0.0118297,0.0034167,0.0043327,0.00725378,0.0126234,0.0111726,0.0398405,0.0179579,0.0216688,0.0122789,0.0228692,0.0453629,0.00136329,0.0108023,0.00211469,0.0184852,0.0231809,0.0117711,0.00181302,0.00839948,0,0,0.00705797,0,0.0163795,0.00263776,0.0374917,0.011751,0.0256969,0.0120274,0.000632156,0.00580639,0.0100688,0.0218794,0.0145241,0.0142985,0.00748103,0.0345772,0.00522753,0.00474758,0.0194814,0.00158501,0.00104303,0.00149109,0.00365566,0.00947436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.00741931,0.00410051,0,0,0,0,0,0,0.040334,0.0273762,0.00885861,0.00238714,0,0,0.000819314,0,0.0138152,0.00211794,0.0478262,0.0096543,0.0101329,0.0126479,0.00403001,0.00452273,0.00808297,0.0135367,0.0116231,0.0418427,0.0187192,0.0217965,0.0134149,0.0225807,0.0485091,0.00178956,0.0107854,0.00206697,0.0194662,0.0232291,0.0198624,0.00265014,0.00824369,0,0,0.00673062,0,0.0164085,0.00256046,0.0382452,0.0319471,0.0292917,0.0219392,0.00103424,0.00627555,0.00544372,0.013978,0.0113297,0.00972941,0.0173398,0.0357251,0.0115945,0.0204262,0.0155463,0.00175626,0.00116938,0.00144243,0.00439773,0.00933784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.00775736,0.00453658,0,0,0,0,0,0,0.041214,0.0278177,0.0085057,0.00193513,0,0,0.00153679,0,0.013723,0.00277843,0.0477066,0.00996415,0.0103044,0.0121144,0.00336363,0.00453713,0.00757575,0.0132985,0.0102548,0.0411737,0.0191666,0.021632,0.0140514,0.0230053,0.0532685,0.00134203,0.0108995,0.00168883,0.0195593,0.0233605,0.0116449,0.000746709,0.00882115,0,0,0.00803742,0,0.0163951,0.00342609,0.0368477,0.010661,0.0255266,0.0121897,0.00286559,0.00646796,0.0101818,0.0222919,0.0156106,0.0143684,0.00699828,0.0344958,0.00449427,0.00492851,0.0203579,0.00262598,0.00116344,0.00161329,0.00461616,0.00961905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.00583077,0.00604017,0,0,0,0,0,0,0.0410733,0.0291721,0.0192804,0.00527331,0,0,0.0067887,0,0.0121671,0.0024354,0.0540378,0.0198485,0.00708325,0.0201773,0.00742541,0.00488946,0.0158082,0.0223646,0.0173146,0.0430476,0.0208924,0.0193156,0.0185192,0.0183761,0.049977,0.00544669,0.0117814,0.00137162,0.0195518,0.0237315,0.011781,0.00155852,0.00881909,0,0,0.0100706,0,0.0166301,0.00545221,0.0352496,0.0104608,0.0258039,0.012158,0.00616172,0.00897877,0.0113597,0.0224725,0.016221,0.0147892,0.00692549,0.0348917,0.00447951,0.00473423,0.0205382,0.00443385,0.00185779,0.00191916,0.00766317,0.00741512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.00778313,0.00397172,0,0,0,0,0,0,0.0417631,0.027926,0.00979539,0.00314811,0,0,0.0014139,0,0.0136782,0.00304062,0.0493792,0.0114059,0.00900003,0.011915,0.00492289,0.00448314,0.00851049,0.0136996,0.00887878,0.0425874,0.0191004,0.021196,0.0150493,0.0223879,0.0547406,0.00140375,0.0109291,0.00165681,0.0223082,0.0233905,0.0214334,0.00429501,0.0089442,0,0,0.010401,0,0.0162422,0.00432055,0.0374975,0.0323941,0.0286141,0.025855,0.00453491,0.00575205,0.00588259,0.0138673,0.0135274,0.0103655,0.017996,0.0347294,0.0107986,0.0209619,0.0177444,0.00243801,0.00126871,0.00207275,0.00413408,0.00968488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.00909207,0.00585216,0,0,0,0,0,0,0.0423577,0.0286574,0.0195111,0.00637742,0,0,0.00451648,0,0.0134945,0.00468492,0.0533567,0.0203041,0.00694679,0.0190456,0.00820487,0.00547487,0.0135487,0.0194058,0.0169383,0.0428804,0.0207205,0.0193799,0.0181586,0.0181004,0.0517719,0.00255943,0.0111878,0.001214,0.0190999,0.0237579,0.0115063,0.00261934,0.0106886,0,0,0.0129892,0,0.0163459,0.00624299,0.0344223,0.00998246,0.025491,0.0120132,0.00795221,0.00733082,0.0112828,0.0228598,0.015972,0.0141626,0.00699597,0.0343352,0.00397239,0.0049516,0.0201482,0.00459083,0.00190281,0.00229702,0.00587205,0.0109582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.0087466,0.00571754,0,0,0,0,0,0,0.0418587,0.0287744,0.0195072,0.00700197,0,0,0.00464873,0,0.0134268,0.00474731,0.0524381,0.0214355,0.00675787,0.0183204,0.00850753,0.00519503,0.0124467,0.0181307,0.0166362,0.0426711,0.0203667,0.0192837,0.0178351,0.0181161,0.0507197,0.00273699,0.0111841,0.00118982,0.0187719,0.0237435,0.0113768,0.00301025,0.0102261,0,0,0.0126048,0,0.0163206,0.00617238,0.0340532,0.00977744,0.0253568,0.011952,0.00851728,0.00705572,0.0110231,0.023023,0.015798,0.0139945,0.00698487,0.0339798,0.00367941,0.00493708,0.0197545,0.00430976,0.00190166,0.0023016,0.00569062,0.0104695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.00746942,0.00441141,0,0,0,0,0,0,0.0399353,0.0285468,0.0136367,0.00553813,0,0,0.00314547,0,0.0134703,0.00392178,0.0481067,0.0143897,0.00750073,0.0065346,0.00627145,0.00407386,0.00441279,0.00792179,0.00355978,0.0408394,0.0180264,0.0190885,0.0161754,0.0209099,0.0508185,0.00193998,0.0110604,0.00125364,0.012082,0.0235931,0.00934862,0.00277624,0.0084891,0,0,0.0103487,0,0.0162714,0.0048162,0.0345489,0.0121014,0.0257779,0.00618265,0.0070741,0.0057674,0.0090406,0.0196208,0.00938688,0.00967812,0.00556637,0.0342284,0.00554607,0.00373283,0.0136759,0.00266675,0.00143505,0.00213638,0.00432108,0.00906058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.00824111,0.00553322,0,0,0,0,0,0,0.0398101,0.0289831,0.0195834,0.00849305,0,0,0.00476322,0,0.0133672,0.00471657,0.0510468,0.0229226,0.00629519,0.016541,0.00924696,0.00459699,0.01097,0.0154787,0.0159483,0.0421264,0.0197211,0.0190572,0.0175842,0.0184582,0.0473496,0.00303138,0.0112038,0.000965082,0.0183364,0.0238039,0.011098,0.00335713,0.00956245,0,0,0.0123793,0,0.0162955,0.0060282,0.0336415,0.00928752,0.025024,0.0115154,0.00943224,0.00649745,0.0110606,0.02313,0.0146477,0.0130418,0.00697733,0.0334747,0.00329663,0.00482644,0.0193837,0.00398387,0.00194553,0.00245151,0.00549364,0.00994147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.00803113,0.00555054,0,0,0,0,0,0,0.0385764,0.0290822,0.0193251,0.00914624,0,0,0.00478366,0,0.0133936,0.00469861,0.0506605,0.0235895,0.00621354,0.0156603,0.00962815,0.0043508,0.0105678,0.0140614,0.0154307,0.0417647,0.0194254,0.01893,0.0174547,0.0186014,0.0454529,0.00314293,0.011224,0.000959987,0.0186579,0.0238185,0.0112054,0.00332623,0.00925541,0,0,0.0124395,0,0.0163161,0.00601238,0.033675,0.00896361,0.0247473,0.0117966,0.00987821,0.00611327,0.0110019,0.0233747,0.0148185,0.0130285,0.00700152,0.0332238,0.00286549,0.00515187,0.0198098,0.00390558,0.0019867,0.00252005,0.00545843,0.00974378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.00781945,0.00551835,0,0,0,0,0,0,0.0370054,0.029204,0.0188488,0.0096533,0,0,0.00477315,0,0.0134224,0.00464252,0.0502931,0.0237732,0.00632673,0.0146171,0.0100574,0.00414548,0.00996429,0.0147101,0.0144201,0.0412466,0.0191993,0.0188446,0.0173827,0.0186156,0.0435294,0.00321161,0.0112427,0.000997043,0.0185475,0.0238311,0.0106448,0.00326125,0.008931,0,0,0.0124101,0,0.0163021,0.00599451,0.0338018,0.00828133,0.0244925,0.0117342,0.0103505,0.00582362,0.010719,0.0234392,0.0148063,0.0128881,0.00686708,0.0330776,0.00267154,0.00534722,0.0197405,0.00379113,0.00202638,0.00255704,0.00536858,0.00959581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
