Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x76,,x78,x82,x83,x84
113,0.00237068,0.005292,0,0,0,0,0,0,0.015789,0.0295923,0.0125672,0.00492922,0,0,0.00619634,0,0.0131992,0.00389546,0.0393111,0.0213376,0.0169084,0.00757947,0.00442113,0.00407785,0.00791774,0.0109383,0.00583013,0.0335396,0.0117494,0.0123237,0.0118255,0.0381226,0.0183106,0.00478732,0.0118064,0.0017715,0.0147695,0.0220467,0.0125319,0.00527913,0.00184349,0,0,0.00579978,0,0.0163024,0.0045283,0.0407166,0.0126321,0.0151196,0.00864891,0.00398849,0.00622889,0.00310127,0.0183612,0.0112963,0.00605965,0.0129854,0.0148848,0.0122708,0.0131529,0.018592,0.0035416,0.00385506,0.00161438,0.00743396,0.00257652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.00205677,0.00351177,0,0,0,0,0,0,0.0143817,0.0305614,0.0125488,0.00549802,0,0,0.00637703,0,0.0118645,0.00103916,0.0393498,0.0209621,0.0165805,0.00713907,0.00383325,0.00522133,0.00809887,0.0112094,0.00585094,0.033681,0.0114638,0.0118962,0.0115155,0.0377387,0.0168169,0.00245864,0.0127092,0.00205767,0.0133335,0.0220493,0.0138511,0.00521179,0.00315444,0,0,0.00580617,0,0.0163486,0.0046083,0.039933,0.0125974,0.0141029,0.00646366,0.00459035,0.00566294,0.00442088,0.0205696,0.0108816,0.00795746,0.014517,0.0155834,0.0140414,0.014901,0.0217134,0.00343194,0.00374287,0.00158524,0.00512895,0.00353881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.00298391,0.00666594,0,0,0,0,0,0,0.0128253,0.0300289,0.0124817,0.00576532,0,0,0.00827101,0,0.0134652,0.00491559,0.0398327,0.0206208,0.0163553,0.00654042,0.0035059,0.00620264,0.00804885,0.0110312,0.00579104,0.0340367,0.0112089,0.011415,0.0111658,0.0374442,0.0155431,0.00610033,0.0120326,0.00138865,0.0115744,0.0221229,0.01409,0.00529201,0.00101033,0,0,0.00519453,0,0.0162572,0.00421829,0.0399024,0.0119941,0.0138945,0.00601803,0.00467088,0.00626166,0.00587923,0.0218701,0.0122062,0.0096122,0.0151203,0.0156354,0.0150031,0.0153199,0.0237204,0.00299421,0.00428691,0.00134771,0.00906515,0.00328293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0.00300573,0.00657001,0,0,0,0,0,0,0.0127166,0.0300516,0.0124571,0.00525962,0,0,0.00827555,0,0.0136205,0.00481152,0.0407824,0.0199189,0.0162741,0.00611152,0.00329171,0.00631859,0.007873,0.0108221,0.00558194,0.0346157,0.0107931,0.0107858,0.0107111,0.0369592,0.0145259,0.00610504,0.0120503,0.00138358,0.0107919,0.0220881,0.0121531,0.00454335,0.00107336,0,0,0.00564895,0,0.0162734,0.00429085,0.0408297,0.0134026,0.014841,0.00988261,0.00390354,0.00630703,0.00717951,0.0217933,0.0169628,0.011223,0.0140061,0.013079,0.0138926,0.0137402,0.021784,0.00291205,0.00485338,0.0014583,0.00891158,0.00333612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.00361637,0.00725148,0,0,0,0,0,0,0.0129943,0.0303018,0.0127725,0.00533688,0,0,0.00980861,0,0.0135677,0.005693,0.0406595,0.0198793,0.0164778,0.0058125,0.00333584,0.00760936,0.00763571,0.0101072,0.0058231,0.0346768,0.0108302,0.010626,0.0107541,0.0369768,0.0130107,0.0072355,0.0122122,0.00117299,0.0106986,0.0222711,0.0139402,0.00559811,0.000973615,0,0,0.0043249,0,0.0163146,0.0035666,0.0399149,0.00888692,0.0138677,0.00586727,0.00496659,0.00599008,0.00907801,0.0246799,0.0150535,0.0129184,0.0156997,0.0168119,0.0161933,0.0152897,0.02213,0.0025801,0.0050053,0.00135628,0.00972276,0.00430775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.00380814,0.00704508,0,0,0,0,0,0,0.0132524,0.0301501,0.0126466,0.00462874,0,0,0.00950164,0,0.0136088,0.00553918,0.0412425,0.0194998,0.0164774,0.00548409,0.00328355,0.00749508,0.00753003,0.00975223,0.00570641,0.034907,0.0105083,0.0101475,0.0103089,0.0365844,0.0122134,0.00709346,0.0121757,0.00132615,0.00855577,0.0223372,0.0118348,0.00460767,0.0014683,0,0,0.00430456,0,0.0163539,0.00367128,0.0406586,0.0139957,0.0152943,0.0121086,0.00366814,0.00630048,0.00943072,0.0245577,0.0196143,0.0139946,0.0140756,0.0126185,0.0143389,0.0132236,0.0178855,0.00267443,0.00515155,0.0013491,0.00961432,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.00398962,0.00714764,0,0,0,0,0,0,0.0135459,0.0302319,0.0126362,0.00431814,0,0,0.00997332,0,0.0136586,0.00572534,0.0409993,0.0193289,0.0164429,0.00511789,0.0034674,0.00789763,0.00744016,0.00905871,0.00595075,0.0348176,0.0103276,0.00993914,0.0100811,0.0363785,0.0111444,0.00741684,0.0121972,0.00136176,0.00873711,0.0224486,0.0121263,0.00477454,0.00167773,0,0,0.00361744,0,0.0163787,0.0033117,0.0403735,0.0143842,0.0158255,0.0132899,0.00362806,0.00627214,0.010347,0.0254669,0.0206124,0.0150237,0.013816,0.012711,0.0142346,0.012587,0.0133626,0.00261919,0.00469005,0.00121348,0.00978059,0.00411367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0.00412945,0.00716088,0,0,0,0,0,0,0.0138474,0.0302973,0.0125979,0.00392016,0,0,0.0102429,0,0.0137347,0.00588118,0.0403194,0.0192149,0.0162896,0.00471308,0.00378449,0.00819431,0.00741243,0.00854959,0.0061444,0.0347797,0.0100911,0.00971925,0.00975289,0.0359997,0.010133,0.00762254,0.0122445,0.00148139,0.00963858,0.0224985,0.012814,0.00479283,0.00187138,0,0,0.00323533,0,0.0163968,0.00305157,0.0399267,0.0146153,0.0165755,0.0142314,0.00366329,0.00628262,0.01097,0.0256752,0.0212394,0.0157852,0.0133374,0.0129773,0.0139336,0.0116127,0.00991771,0.0025839,0.00438401,0.0011641,0.00988591,0.00403243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.00424807,0.00703657,0,0,0,0,0,0,0.0135742,0.030274,0.0125113,0.00362927,0,0,0.0102515,0,0.0138144,0.00593536,0.0396177,0.018967,0.016169,0.00428691,0.00413808,0.00826277,0.00737816,0.00805616,0.00637075,0.0346948,0.00985492,0.00946634,0.00950864,0.0355722,0.00901012,0.00762786,0.0122229,0.00151,0.011214,0.022465,0.0134296,0.00468283,0.00206059,0,0,0.00297691,0,0.0163555,0.00288438,0.0396131,0.0148136,0.0173558,0.0152487,0.00389486,0.00625704,0.0110936,0.0258271,0.0215015,0.0159835,0.0128603,0.0132567,0.0136626,0.0107301,0.0103919,0.00260064,0.00431253,0.00117748,0.00979961,0.00391707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.00430102,0.00675878,0,0,0,0,0,0,0.0116287,0.03019,0.0121613,0.00325931,0,0,0.00990897,0,0.0138515,0.00580315,0.0390145,0.0183996,0.0161214,0.00407172,0.00440922,0.00805788,0.0071199,0.00710382,0.00633156,0.0346919,0.00958476,0.00922098,0.00915358,0.0354222,0.00729006,0.00740544,0.0121471,0.00131631,0.0136795,0.0223993,0.0139527,0.00456928,0.00227774,0,0,0.00281234,0,0.0162866,0.00279459,0.0396043,0.0145844,0.0180603,0.0161147,0.003976,0.00624421,0.0110157,0.0258109,0.0215269,0.0156579,0.0124091,0.0136428,0.0133541,0.0100246,0.0139975,0.00257248,0.0043461,0.0012247,0.00949146,0.00370239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.00413295,0.00636838,0,0,0,0,0,0,0.0099373,0.0300859,0.0116092,0.00283764,0,0,0.00938477,0,0.0136892,0.00557629,0.0385673,0.0175748,0.0159836,0.00368198,0.00459951,0.00760253,0.00672634,0.00593223,0.00613435,0.0347243,0.0091892,0.00894474,0.00871971,0.0351997,0.0052668,0.0071527,0.0120963,0.00120487,0.0161179,0.0224355,0.0146783,0.00456333,0.00231155,0,0,0.00252604,0,0.0162908,0.00275337,0.03975,0.0143908,0.0186393,0.0168757,0.00407062,0.00619105,0.0107205,0.025523,0.021535,0.0151122,0.0120151,0.0140745,0.0130328,0.00945224,0.0176323,0.00249784,0.00444616,0.00117883,0.00899856,0.00327361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0.0027235,0.00343119,0,0,0,0,0,0,0.00891205,0.0309106,0.010959,0.00252397,0,0,0.00737541,0,0.0119682,0.000971058,0.0382078,0.016732,0.015821,0.00312313,0.00463956,0.00654793,0.00634602,0.00537192,0.00600086,0.0347452,0.00866875,0.00858902,0.00820249,0.0347371,0.00396467,0.00353064,0.0129137,0.00203392,0.0175165,0.0223291,0.0147777,0.00475526,0.00207796,0,0,0.00270787,0,0.0163277,0.00291069,0.0399461,0.0143604,0.0190309,0.017713,0.0040056,0.0048664,0.0101371,0.0253403,0.021559,0.0144959,0.0117987,0.0143684,0.0127748,0.00915297,0.0191938,0.00216879,0.00352684,0.00125499,0.00488908,0.00331438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.00280017,0.00513557,0,0,0,0,0,0,0.00788657,0.0302506,0.0103895,0.00252752,0,0,0.00780286,0,0.0134793,0.00458447,0.0377753,0.0160897,0.0156712,0.00269683,0.00463259,0.00596958,0.0060238,0.00505422,0.00582782,0.0347816,0.00821213,0.00833232,0.00774956,0.0343405,0.00351006,0.00654201,0.0119644,0.00133923,0.017932,0.0224289,0.0138739,0.00525183,0.00162593,0,0,0.00223965,0,0.0163029,0.00262995,0.0401105,0.0139432,0.019532,0.0187504,0.00391962,0.00593379,0.00952339,0.0254308,0.021422,0.0139445,0.0118322,0.0146156,0.0127033,0.00921092,0.0188544,0.00255596,0.0036995,0.00118971,0.00742615,0.00196437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.00246468,0.0047114,0,0,0,0,0,0,0.00732806,0.0302051,0.00999458,0.00231947,0,0,0.00702605,0,0.0133733,0.00422019,0.0373097,0.0153766,0.0155556,0.00238793,0.00434162,0.00541622,0.005819,0.00476918,0.0055375,0.034923,0.0078108,0.00802029,0.00735773,0.0340308,0.00278839,0.00628976,0.011884,0.00141768,0.017472,0.0224816,0.013525,0.00548603,0.00158091,0,0,0.00219906,0,0.0163139,0.00263227,0.0401442,0.0131918,0.0199671,0.0197079,0.0036884,0.00593707,0.00891376,0.0255534,0.021037,0.0135573,0.011608,0.0145767,0.0125684,0.00899247,0.018209,0.00259395,0.00371756,0.00115453,0.00680336,0.00175877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.00213628,0.00433373,0,0,0,0,0,0,0.00682942,0.0301276,0.00970207,0.00208232,0,0,0.00614811,0,0.0132179,0.00382976,0.0369709,0.0148849,0.0154174,0.00226906,0.00411439,0.00500091,0.00588202,0.00456221,0.00532448,0.0350267,0.00747901,0.0077055,0.00699456,0.0336579,0.00261982,0.00602898,0.0117502,0.00148414,0.0163201,0.0225499,0.0131823,0.00559423,0.00160842,0,0,0.00205381,0,0.0162741,0.0025909,0.0400364,0.0124722,0.0203871,0.0204863,0.00345093,0.00592817,0.00841443,0.0256851,0.0205114,0.0131523,0.0115089,0.0144692,0.0124865,0.00888703,0.0168306,0.00274451,0.00373071,0.00109493,0.00624811,0.00149203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.0020507,0.00397334,0,0,0,0,0,0,0.00645408,0.030065,0.00927437,0.0017843,0,0,0.00552481,0,0.0131069,0.00362756,0.0368451,0.0142221,0.0152638,0.00223742,0.00406248,0.00474186,0.00614757,0.00440515,0.00517134,0.0351702,0.00713576,0.00753426,0.0066148,0.0333947,0.00258349,0.00578806,0.0117651,0.00135641,0.0152522,0.0225726,0.0132762,0.00548755,0.00171453,0,0,0.00214394,0,0.0162916,0.00249744,0.0397141,0.011692,0.0207483,0.0208584,0.00333038,0.0058551,0.00806007,0.025631,0.0201525,0.012862,0.0114058,0.0143601,0.0124828,0.00868836,0.0154587,0.00291656,0.00368211,0.00103142,0.00575319,0.00136612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.002977,0.00408253,0,0,0,0,0,0,0.00675676,0.0299047,0.00882049,0.00152578,0,0,0.005156,0,0.013224,0.0036519,0.0369632,0.0132717,0.0151387,0.00220534,0.00405259,0.00415993,0.00616116,0.00429101,0.00511884,0.0353507,0.00672517,0.00718893,0.00622122,0.0332103,0.00266299,0.00540097,0.0117739,0.00119528,0.0146885,0.0226273,0.0138276,0.0053601,0.00263538,0,0,0.00210104,0,0.016268,0.00247764,0.0393672,0.0111156,0.0210826,0.0209566,0.00322208,0.00611601,0.00778559,0.0252284,0.0199407,0.0126549,0.0113916,0.0141552,0.0126144,0.00848301,0.0149081,0.00313749,0.00400523,0.000976369,0.00597041,0.00228226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.00298034,0.00370637,0,0,0,0,0,0,0.00668838,0.0297613,0.00847791,0.0015308,0,0,0.00454833,0,0.0131571,0.00339366,0.0372059,0.0128198,0.0150338,0.0025001,0.00405853,0.00391899,0.00616155,0.00427916,0.0051265,0.0355175,0.00652618,0.00676396,0.00589258,0.0329059,0.00291742,0.00506966,0.0117135,0.00129732,0.0140854,0.0226591,0.0138713,0.00534614,0.00282022,0,0,0.00217924,0,0.0162765,0.00251467,0.0391415,0.011085,0.02147,0.0208574,0.0030879,0.00608696,0.0078523,0.0245871,0.0198697,0.0125252,0.0116426,0.0141526,0.012758,0.00848632,0.013892,0.00323789,0.00369059,0.000932444,0.00545895,0.002318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.00297531,0.00333691,0,0,0,0,0,0,0.006668,0.0296195,0.00805186,0.001801,0,0,0.00402411,0,0.0130768,0.003146,0.0375196,0.0124806,0.014921,0.00278828,0.00409241,0.00374938,0.00623698,0.00426184,0.00513824,0.0357426,0.00645321,0.00650189,0.00568582,0.0326821,0.00319861,0.00471459,0.011678,0.00139469,0.013806,0.0226632,0.0138749,0.00529854,0.00299438,0,0,0.00221537,0,0.0162603,0.00251996,0.0390485,0.011254,0.0218408,0.0205463,0.00283209,0.00603117,0.00825,0.0239973,0.0198041,0.0124043,0.0120099,0.0141671,0.0129508,0.00869474,0.0132408,0.00331829,0.00345829,0.000930503,0.0048826,0.00239797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.00298178,0.00303378,0,0,0,0,0,0,0.00661116,0.0294915,0.00759128,0.0022053,0,0,0.00352299,0,0.0130573,0.00286159,0.0378241,0.0121272,0.014834,0.00303836,0.00397512,0.00373583,0.00632174,0.00427638,0.0052497,0.0359536,0.00629366,0.00625813,0.00551483,0.032559,0.0032507,0.00442969,0.0116085,0.00133957,0.0137145,0.0226074,0.0138715,0.00532323,0.00310533,0,0,0.00224019,0,0.0161941,0.0024702,0.0390984,0.011561,0.022202,0.020106,0.00246265,0.00583301,0.00850709,0.0235067,0.019743,0.0122736,0.0124015,0.0141845,0.0131717,0.00914547,0.0127746,0.00338362,0.00341876,0.00094574,0.00432231,0.00251981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.00240322,0.00343948,0,0,0,0,0,0,0.00695439,0.0298763,0.00731037,0.00318501,0,0,0.00462277,0,0.0129714,0.00337237,0.0368745,0.0116315,0.0150555,0.00264401,0.00560049,0.00479981,0.0063869,0.0042159,0.0052451,0.0361385,0.00622416,0.00616326,0.00552253,0.0325865,0.0038493,0.00549997,0.0116447,0.0012374,0.0122073,0.0228418,0.0187631,0.00793683,0.00216057,0,0,0.00226674,0,0.0161711,0.001852,0.0380207,0.0243174,0.0213879,0.0184397,0.00462757,0.00497305,0.0124153,0.0271852,0.0133794,0.0149066,0.0143224,0.0211016,0.0151553,0.0111782,0.0116283,0.00361858,0.00332761,0.000808411,0.00428999,0.00187477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.00302382,0.00322056,0,0,0,0,0,0,0.00637957,0.0300896,0.00740371,0.00298534,0,0,0.00495445,0,0.0116439,0.00249723,0.0385131,0.0115074,0.0147813,0.00341785,0.00351484,0.00325241,0.00644518,0.00475949,0.00562236,0.0363982,0.00589479,0.00543189,0.00509799,0.032309,0.00288951,0.00193778,0.0122648,0.00262787,0.0131177,0.0226632,0.0132814,0.00563593,0.00201712,0,0,0.00293047,0,0.0163724,0.00270192,0.0391675,0.0117671,0.0225615,0.0192013,0.00226248,0.00467912,0.0090077,0.0217541,0.0191223,0.0123883,0.0129065,0.0142522,0.013285,0.0100836,0.0114649,0.00294122,0.00333845,0.000895638,0.00200673,0.00342033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.00263704,0.00335924,0,0,0,0,0,0,0.00657294,0.029849,0.00748603,0.00394377,0,0,0.00402435,0,0.0130896,0.0028354,0.037411,0.0115513,0.0151409,0.00341081,0.00498729,0.00466732,0.00627301,0.00504864,0.00546599,0.036674,0.00604031,0.0052994,0.00512495,0.0323253,0.00320483,0.005129,0.0116568,0.00156587,0.0109749,0.0229383,0.0181192,0.0081246,0.00267594,0,0,0.0028454,0,0.0162961,0.00167449,0.0380899,0.0244459,0.0219085,0.0170749,0.00389946,0.00476978,0.0129789,0.0257029,0.0131707,0.0139784,0.0143135,0.0210037,0.0151932,0.0121545,0.00983714,0.00387551,0.00320712,0.000753748,0.00397252,0.002272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.00229501,0.00289733,0,0,0,0,0,0,0.00658342,0.0298327,0.00751207,0.0044002,0,0,0.0037276,0,0.0130425,0.0025344,0.0377099,0.0113593,0.0152147,0.00372643,0.00444656,0.00529908,0.00614106,0.00491471,0.00540393,0.0369066,0.0059476,0.0051493,0.0049664,0.0322402,0.00352889,0.00516524,0.011586,0.00158785,0.0100179,0.022985,0.0174153,0.00810011,0.00247352,0,0,0.00286325,0,0.0162417,0.00165169,0.0380805,0.0236277,0.0222804,0.016307,0.0037455,0.00452253,0.0133237,0.0253698,0.00982727,0.0134949,0.0145209,0.0209664,0.0154542,0.0127332,0.00936407,0.00377435,0.00339985,0.00078196,0.00323328,0.0020498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.00333296,0.00190481,0,0,0,0,0,0,0.00637236,0.029224,0.00773629,0.00442454,0,0,0.00230296,0,0.0131933,0.00173,0.0393453,0.0113198,0.0151072,0.00456638,0.00199209,0.00459451,0.00637862,0.00540557,0.00574834,0.0369228,0.00573658,0.00469506,0.00462484,0.031993,0.00274928,0.00401178,0.0114682,0.00176944,0.013113,0.0228138,0.011843,0.00567319,0.00376003,0,0,0.00215862,0,0.0162967,0.00195811,0.039273,0.0124796,0.023622,0.01791,0.00384475,0.00507262,0.010309,0.0196881,0,0.0125944,0.0137624,0.0137754,0.0137421,0.0115371,0.0134972,0.00337641,0.0036744,0.000842747,0.00260143,0.00337612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.00216094,0.00218054,0,0,0,0,0,0,0.00678622,0.0294606,0.00738422,0.00510825,0,0,0.00383217,0,0.013104,0.00280519,0.0383099,0.0107791,0.0154962,0.00446457,0.0038393,0.00592794,0.00632464,0.00482718,0.00557977,0.0369587,0.00579026,0.0045485,0.0046086,0.0320087,0.0040508,0.00558426,0.0113728,0.0011656,0.00916713,0.0229939,0.016065,0.00818174,0.00239687,0,0,0.0020557,0,0.0162665,0.00148808,0.0381425,0.0217674,0.022761,0.0147541,0.0038512,0.00439059,0.012061,0.0251008,0,0.0122466,0.015253,0.0205183,0.0162,0.0142099,0.00758793,0.00341994,0.00376083,0.000903586,0.00250325,0.00209462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.0024357,0.00233039,0,0,0,0,0,0,0.00676578,0.0296319,0.00741587,0.00524178,0,0,0.00411522,0,0.0130988,0.00285902,0.0381671,0.0108693,0.015738,0.00495171,0.00372025,0.00559592,0.00654629,0.00527879,0.00579312,0.037015,0.00596023,0.00457545,0.00462052,0.0321116,0.00411817,0.00577547,0.0115305,0.00130023,0.00895677,0.0229826,0.0158395,0.00844188,0.00274549,0,0,0.00232469,0,0.0163047,0.00138795,0.0384071,0.021198,0.0225147,0.0147006,0.00399805,0.00446829,0.0108753,0.0239386,0.0105513,0.0106955,0.0162369,0.0193766,0.0170302,0.01576,0.007344,0.00376397,0.00359283,0.000911326,0.002896,0.00227118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.00369735,0.00141754,0,0,0,0,0,0,0.00639007,0.0290695,0.0075068,0.00504744,0,0,0.00253647,0,0.0131264,0.0020591,0.0393036,0.0108226,0.0155504,0.00577228,0.00133642,0.00499648,0.00675853,0.006279,0.00642532,0.037069,0.00587764,0.00421902,0.00437385,0.0320272,0.00361408,0.00474896,0.0113092,0.00152918,0.0143463,0.0228688,0.0107984,0.00580161,0.00432155,0,0,0.00197196,0,0.016304,0.00180898,0.0396508,0.0155137,0.0238389,0.016426,0.00517287,0.00522491,0.00941843,0.0178677,0,0.0111878,0.0146001,0.0130349,0.0142066,0.0132312,0.0181544,0.00357975,0.0038168,0.000871839,0.00234223,0.00386705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.00255435,0.00195735,0,0,0,0,0,0,0.00699968,0.0294516,0.00731349,0.00531161,0,0,0.00419763,0,0.0130181,0.00319313,0.0377039,0.0103907,0.0157578,0.00550198,0.0031494,0.00610509,0.00659231,0.00623852,0.00627079,0.0371179,0.00594554,0.00432462,0.00454673,0.0321654,0.00520144,0.00632441,0.0112958,0.00115133,0.00868246,0.0230478,0.0148023,0.00813543,0.00328156,0,0,0.00280492,0,0.0162451,0.00147165,0.038921,0.0194239,0.0225504,0.0143954,0.00412379,0.0047367,0.00960786,0.0230478,0.0128659,0.00862945,0.01701,0.0185562,0.0171267,0.0170797,0.00861879,0.00414725,0.0036082,0.000812789,0.0027077,0.00255389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.00285455,0.00211004,0,0,0,0,0,0,0.00697618,0.0293856,0.00752384,0.00551855,0,0,0.00432813,0,0.0130395,0.00338676,0.0374264,0.0105073,0.0158525,0.00581553,0.00302391,0.00579435,0.00664625,0.00666933,0.00638084,0.0371349,0.00603819,0.00393292,0.00448234,0.0321375,0.00527426,0.0063349,0.0113866,0.00100041,0.00882665,0.0230137,0.0142743,0.00771781,0.0036377,0,0,0.00292111,0,0.0162672,0.0013177,0.0392537,0.0191727,0.0225216,0.0141628,0.00367046,0.00483647,0.00891892,0.0229861,0.0128151,0.00767555,0.0170675,0.0186396,0.0166279,0.01753,0.00990561,0.00432009,0.00349492,0.000717564,0.00297768,0.00284045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.00416452,0.00108644,0,0,0,0,0,0,0.0065565,0.028812,0.00786412,0.00570697,0,0,0.00218059,0,0.0131279,0.00222314,0.038676,0.0104726,0.0157967,0.00656975,0.000673214,0.00530463,0.00672546,0.00713898,0.00679336,0.0370535,0.00592301,0.00376745,0.00411027,0.0318213,0.00437107,0.004918,0.0112705,0.00120608,0.0168748,0.0227889,0.0090611,0.00460788,0.00506299,0,0,0.00224997,0,0.0162158,0.00165934,0.0405552,0.0189959,0.0239902,0.0134002,0.00538931,0.00537451,0.00811006,0.0174877,0,0.00832871,0.0127854,0.01488,0.0115105,0.0130538,0.0253291,0.00389767,0.0036744,0.00069386,0.00205921,0.00459666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.00417839,0.000884531,0,0,0,0,0,0,0.00670458,0.0288777,0.007796,0.00586306,0,0,0.00193391,0,0.0131015,0.00190466,0.0385449,0.0101121,0.0158854,0.00692459,0.000798918,0.00556884,0.00662112,0.00671516,0.00685023,0.0368951,0.00588075,0.0036373,0.00404947,0.0317036,0.00461555,0.00497425,0.0112721,0.00141807,0.0176338,0.0227676,0.00829019,0.00435548,0.00510258,0,0,0.00249626,0,0.0162097,0.00174532,0.0407522,0.0196338,0.0239463,0.0121379,0.00548104,0.00538649,0.00746966,0.0174716,0.008766,0.00712692,0.0116847,0.0164091,0.00987392,0.0124072,0.0274911,0.004042,0.00355923,0.000627127,0.00196824,0.00473206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.00437755,0.00423434,0,0,0,0,0,0,0.00650226,0.029409,0.00771177,0.00619483,0,0,0.00547078,0,0.0116658,0.00351531,0.0384975,0.00975213,0.0160146,0.00709989,0.00122896,0.00571157,0.00644289,0.00639178,0.00686154,0.0368246,0.00572027,0.00350561,0.00391367,0.0316886,0.00495761,0.00254023,0.0119262,0.00258296,0.0183616,0.0226896,0.00706784,0.00386652,0.00340239,0,0,0.00257599,0,0.0163867,0.00233621,0.0407727,0.0197232,0.024055,0.0101598,0.00559508,0.00443149,0.00669706,0.0178139,0,0.00580457,0.0098347,0.0185225,0.00770188,0.0109686,0.0291572,0.00308767,0.00362638,0.000767533,0.00356585,0.00580044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
