Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIA,RTHII,,x75,L5FT,LTHIP,LTHII
108,0.00553065,0.0074608,0,0,0,0,0,0,0.0291892,0.00488443,0.0134174,0,0,0.00170139,0,0.0131516,0.00235225,0.0337579,0.0105075,0.0194909,0.00762598,0.00595249,0.00777052,0.00586074,0.00360198,0.00544065,0.0310858,0.0378571,0.00123751,0.011606,0.00343488,0.0129181,0.0211385,0.017073,0.00474439,0.00539948,0,0,0.0102471,0,0.0161307,0.00482019,0.040487,0.0237161,0.027754,0.0188088,0.00546542,0.00525737,0.0062255,0.0201277,0.00257238,0.0208367,0.0389108,0.0160227,0.0249225,0.0113301,0.00228473,0.00290178,0.00425246,0.00741963,0.00676056,0,0,0,0,0,0,0,0,0.0101409,0,0,0,0.0291995,0.0355565,0.0091929
109,0.00500573,0.0073446,0,0,0,0,0,0,0.0290505,0.00508206,0.0137507,0,0,0.00169399,0,0.0131972,0.00206229,0.0338665,0.0109568,0.0195156,0.00758041,0.00617603,0.00758004,0.00571178,0.00350527,0.00560316,0.0308746,0.0376636,0.0013538,0.0115677,0.00347767,0.013136,0.0211125,0.0160184,0.00512203,0.00505901,0,0,0.010082,0,0.0161053,0.00484355,0.0403226,0.0232139,0.0280825,0.0161317,0.00522519,0.00510014,0.00646062,0.0195411,0.00304427,0.0194886,0.0382228,0.0151875,0.0238422,0.0139467,0.0022349,0.002907,0.0043211,0.00727597,0.00630527,0,0,0,0,0,0,0,0,0.0100437,0,0,0,0.0285872,0.0356871,0.00902004
110,0.00445674,0.00727462,0,0,0,0,0,0,0.0288569,0.0053135,0.0140742,0,0,0.00183324,0,0.0132559,0.00203303,0.0341464,0.0114561,0.0195348,0.00752545,0.00637808,0.00750811,0.00553555,0.00346175,0.00575542,0.0306614,0.0372903,0.00137578,0.0114988,0.00354136,0.0144537,0.0211025,0.0153505,0.00553459,0.00477826,0,0,0.00993431,0,0.0160945,0.00484548,0.0402594,0.023825,0.0284907,0.0142165,0.00513648,0.00491237,0.00664189,0.0187461,0.00379767,0.0185293,0.037874,0.0145691,0.0227232,0.0175339,0.00236422,0.00286179,0.00437518,0.00718759,0.00589311,0,0,0,0,0,0,0,0,0.00990495,0,0,0,0.0280217,0.0358351,0.00874832
111,0.00901075,0.00990902,0,0,0,0,0,0,0.0289301,0.00564925,0.0145022,0,0,0.0100991,0,0.0117982,0.00840167,0.034543,0.0119011,0.0195355,0.00744811,0.00687581,0.00663268,0.00534653,0.00345603,0.00548361,0.0304307,0.0368232,0.00902991,0.0121589,0.00554836,0.0154734,0.0211308,0.0148242,0.00593138,0.0075684,0,0,0.014872,0,0.0163623,0.00617461,0.0400068,0.0251452,0.0286485,0.0119177,0.00473632,0.00381598,0.00653334,0.0185738,0.00367422,0.0176874,0.0381316,0.0141976,0.0213532,0.0200925,0.00514807,0.00256769,0.00367225,0.0101488,0.0106299,0,0,0,0,0,0,0,0,0.00972464,0,0,0,0.0273904,0.0360252,0.00830573
112,0.00230416,0.00708254,0,0,0,0,0,0,0.0281865,0.00617938,0.0143627,0,0,0.00320306,0,0.0140607,0.00126906,0.035044,0.0127793,0.0192886,0.0073161,0.00660563,0.00663342,0.00509928,0.00348149,0.00497088,0.0301966,0.0363649,0.00107096,0.0108437,0.0031762,0.0175899,0.0211942,0.0142992,0.00602832,0.00460824,0,0,0.00758195,0,0.0158823,0.00409658,0.0396774,0.0261743,0.029386,0.0108309,0.0049623,0.00609968,0.00605485,0.019488,0.00290151,0.0168649,0.0381815,0.0137727,0.0203049,0.0211217,0.00191129,0.00290678,0.004561,0.00726386,0.00276059,0,0,0,0,0,0,0,0,0.00937422,0,0,0,0.0266761,0.0361878,0.00773825
113,0.00386814,0.00717305,0,0,0,0,0,0,0.0275986,0.00677922,0.0157592,0,0,0.00392959,0,0.0141107,0.00182057,0.0359787,0.0131134,0.0200832,0.00795157,0.00750918,0.0063784,0.00544777,0.00471318,0.00478358,0.02976,0.0333555,0.00233017,0.0108877,0.00380221,0.0179725,0.021018,0.0121457,0.00839489,0.00601254,0,0,0.0089228,0,0.0159707,0.00492435,0.0399059,0.0253479,0.0320861,0.0125458,0.00768551,0.00551298,0.00531845,0,0.00190375,0.0144193,0.0357498,0.0112007,0.0181683,0.0216108,0.00277316,0.0030155,0.00472775,0.00683434,0.00432254,0,0,0,0,0,0,0,0,0.00992608,0,0,0,0.0238037,0.0365767,0.00751815
114,0.00234072,0.00665409,0,0,0,0,0,0,0.0279996,0.00725382,0.0148208,0,0,0.00254003,0,0.0140211,0.00116513,0.0359859,0.0135786,0.0190625,0.00747769,0.00710708,0.00542867,0.00522734,0.00452812,0.00481347,0.0296271,0.034309,0.00102861,0.0110411,0.00355402,0.018281,0.0211765,0.0144832,0.00602887,0.00469489,0,0,0.00845672,0,0.0159405,0.00425961,0.0394498,0.0283343,0.0296001,0.0130598,0.00487407,0.00524857,0.00569227,0.0189713,0.00295155,0.0165933,0.0377012,0.0133473,0.0199638,0.0197587,0.00223168,0.00261765,0.00451395,0.00662764,0.00267061,0,0,0,0,0,0,0,0,0.00967232,0,0,0,0.0242102,0.0365661,0.00736437
115,0.00246026,0.00668787,0,0,0,0,0,0,0.0278835,0.00797134,0.0151109,0,0,0.00252096,0,0.013997,0.00123829,0.0364032,0.0140068,0.0187712,0.00757303,0.00744899,0.00550459,0.00523442,0.00509586,0.00487873,0.0292628,0.03328,0.00126731,0.0110062,0.0036618,0.0187981,0.0211782,0.0147867,0.00604241,0.0047526,0,0,0.00879529,0,0.015936,0.00429248,0.0393708,0.0293039,0.0297306,0.0145159,0.00482011,0.00501485,0.00585791,0.0186612,0.00283387,0.0166893,0.0373908,0.0131914,0.0196959,0.0192957,0.00237192,0.0027361,0.00444036,0.00635333,0.00267686,0,0,0,0,0,0,0,0,0.00982517,0,0,0,0.0230269,0.0366298,0.0071887
116,0.00251617,0.00675395,0,0,0,0,0,0,0.0277615,0.00869484,0.0150151,0,0,0.00254743,0,0.0139359,0.0015152,0.0366104,0.0141319,0.0185475,0.00781174,0.0077931,0.00567547,0.00530467,0.0059065,0.00494825,0.0289206,0.0320711,0.00138837,0.010993,0.00376016,0.0198695,0.0212448,0.0148365,0.00612029,0.00474843,0,0,0.00925934,0,0.0160366,0.00441601,0.0390278,0.0298713,0.0298029,0.0146546,0.00472525,0.00474435,0.0060823,0.0185412,0.00289613,0.0162643,0.0373664,0.012974,0.0187739,0.020122,0.00255142,0.00286755,0.00440717,0.00605818,0.00273175,0,0,0,0,0,0,0,0,0.0101148,0,0,0,0.0217414,0.036642,0.00716898
117,0.00246482,0.00681426,0,0,0,0,0,0,0.0277463,0.00946778,0.0145817,0,0,0.0025423,0,0.0138563,0.00195862,0.0366596,0.0141392,0.0183735,0.00816442,0.00810126,0.00595851,0.00538205,0.00690283,0.0050499,0.0285453,0.0309237,0.00162198,0.011079,0.00413064,0.0214755,0.0212564,0.0145367,0.00621005,0.00459677,0,0,0.00977069,0,0.0160867,0.00463418,0.0384697,0.0298477,0.0299754,0.013744,0.00466752,0.00433592,0.00613209,0.0183091,0.00328777,0.015322,0.0373594,0.0125258,0.0174524,0.0223147,0.00286941,0.00259352,0.0043909,0.00578097,0.00273073,0,0,0,0,0,0,0,0,0.0103799,0,0,0,0.0204524,0.0366166,0.00726937
118,0.00263846,0.00672419,0,0,0,0,0,0,0.0276035,0.0100607,0.0143122,0,0,0.00263568,0,0.0140098,0.00206712,0.0365251,0.0134608,0.018202,0.0088007,0.00845143,0.00592948,0.00590588,0.00817688,0.00520569,0.0281167,0.0295824,0.0017381,0.0109555,0.004184,0.0232036,0.0212593,0.0140492,0.00637963,0.00471927,0,0,0.00990893,0,0.0161181,0.00468511,0.0379823,0.0295468,0.0301935,0.0128899,0.00468184,0.00425579,0.00593205,0.0178193,0.00398517,0.0142833,0.037051,0.0119028,0.0162858,0.0249397,0.00306207,0.00234058,0.00441405,0.00549346,0.00276538,0,0,0,0,0,0,0,0,0.0108703,0,0,0,0.0192348,0.0365892,0.00759935
119,0.0029912,0.00679019,0,0,0,0,0,0,0.027392,0.0104571,0.0140563,0,0,0.00263247,0,0.014133,0.00198787,0.0363771,0.0123855,0.0180765,0.00969122,0.00871171,0.00564806,0.00665449,0.00967269,0.00523505,0.0275783,0.0284899,0.0019791,0.010804,0.00415457,0.024264,0.0212252,0.0136315,0.00646348,0.00508199,0,0,0.00996328,0,0.0161081,0.00477834,0.0375226,0.029203,0.030313,0.0125289,0.00452121,0.00442899,0.0057484,0.0170158,0.00482801,0.0135099,0.0364926,0.0112469,0.0154138,0.0266693,0.0032321,0.00243188,0.00443292,0.00541695,0.00284594,0,0,0,0,0,0,0,0,0.0115032,0,0,0,0.0184282,0.03653,0.00814529
120,0.00327697,0.00686792,0,0,0,0,0,0,0.0272337,0.010745,0.013656,0,0,0.00260521,0,0.0142199,0.00180331,0.0362364,0.0112364,0.0179716,0.0106889,0.00889689,0.00543783,0.00750963,0.0113264,0.00506801,0.0269659,0.0279791,0.00219877,0.0107098,0.00420769,0.0248428,0.0212173,0.0134248,0.00644842,0.00534916,0,0,0.00995544,0,0.0161077,0.00478969,0.0371478,0.0288988,0.0304582,0.0124382,0.00442941,0.00452669,0.00576275,0.0162575,0.00554821,0.0131078,0.0359153,0.0107194,0.0151208,0.0272726,0.00338679,0.00271899,0.004442,0.00541895,0.0029406,0,0,0,0,0,0,0,0,0.0122284,0,0,0,0.0183998,0.0364629,0.00883607
121,0.00610412,0.00939902,0,0,0,0,0,0,0.0278673,0.0110064,0.0132141,0,0,0.0124971,0,0.0119343,0.00913943,0.0362077,0.0109382,0.0179152,0.0117392,0.0092895,0.00485397,0.00825968,0.0127649,0.0045117,0.026334,0.0285794,0.011665,0.0118084,0.00632355,0.0253412,0.0212608,0.0134919,0.00636867,0.00498532,0,0,0.0153283,0,0.0163922,0.0059934,0.0367985,0.0286566,0.0303423,0.0123895,0.00437657,0.00383172,0.00601806,0.0157091,0.00606003,0.012993,0.0355413,0.0103786,0.0152348,0.0276375,0.00617304,0.00226704,0.00356,0.00941304,0.00677487,0,0,0,0,0,0,0,0,0.0131907,0,0,0,0.0191178,0.0364199,0.00972475
122,0.00464372,0.00701923,0,0,0,0,0,0,0.0270206,0.0114951,0.0121623,0,0,0.002214,0,0.0143533,0.00163041,0.036147,0.0126226,0.0176892,0.012792,0.0089627,0.00453147,0.0088009,0.0139472,0.00369173,0.0256261,0.0298169,0.00258598,0.0106669,0.00411003,0.0255016,0.0210687,0.0136432,0.00585585,0.00693148,0,0,0.00594253,0,0.0158323,0.00388332,0.0366834,0.0283583,0.0305828,0.0128519,0.00447596,0.00536839,0.00616426,0.0155505,0.00626287,0.0128934,0.0352722,0.0100643,0.015349,0.0278736,0.00258431,0.00356338,0.00522475,0.00631872,0.00389927,0,0,0,0,0,0,0,0,0.0149372,0,0,0,0.0203136,0.0363375,0.0109296
123,0.00470596,0.00700002,0,0,0,0,0,0,0.0270233,0.0140499,0.0111939,0,0,0.00183358,0,0.0143994,0.00155675,0.0362069,0.019723,0.0175299,0.0142255,0.00888086,0.00422847,0.00868111,0.0144027,0.00355182,0.0248126,0.031479,0.00252116,0.0106495,0.00417424,0.0257585,0.0211307,0.0141516,0.00538841,0.00688528,0,0,0.00572984,0,0.0158595,0.00371625,0.0366337,0.0281955,0.0307976,0.0136388,0.00460057,0.00524273,0.00628688,0.0153903,0.006513,0.0131374,0.035205,0.00999467,0.0157262,0.0275153,0.00249647,0.00351891,0.00520512,0.00636873,0.00390865,0,0,0,0,0,0,0,0,0.0186105,0,0,0,0.0242315,0.0365029,0.0125319
124,0.00477878,0.00674722,0,0,0,0,0,0,0.0270729,0.0183646,0.0101418,0,0,0.00134803,0,0.0144412,0.00141814,0.0366152,0.027913,0.017293,0.0155415,0.00877132,0.00393787,0.00891995,0.0146006,0.00658019,0.0247084,0.0330392,0.00249836,0.0106732,0.00408787,0.0254533,0.0212342,0.0144867,0.00489342,0.0068458,0,0,0.00516623,0,0.0158982,0.00337834,0.0368365,0.0279031,0.0309716,0.014011,0.00476849,0.00495847,0.00644435,0.0152088,0.00683082,0.0133085,0.035216,0.00996065,0.0158949,0.0266842,0.00217971,0.00352678,0.00516666,0.00610322,0.00393984,0,0,0,0,0,0,0,0,0.0225029,0,0,0,0.028359,0.0367317,0.0140015
125,0.00446574,0.00608831,0,0,0,0,0,0,0.027454,0.0209504,0.00795235,0,0,0.000733391,0,0.0144012,0.000984643,0.0361269,0.0325895,0.0170501,0.0157983,0.00801672,0.00315784,0.00938992,0.0144929,0.00893036,0.0250327,0.0334241,0.00196228,0.0108357,0.00376355,0.0117576,0.0214736,0.0106233,0.00164377,0.00616117,0,0,0.0036209,0,0.0159068,0.00228145,0.037082,0.011656,0.0276394,0.0132167,0.00348587,0.00441981,0.0101723,0.0202335,0.014566,0.00842189,0.034199,0.00595152,0.00664061,0.0177415,0.00118126,0.00353772,0.0049686,0.00566768,0.00382058,0,0,0,0,0,0,0,0,0.0248813,0,0,0,0.0297662,0.0363375,0.0147928
126,0.00490957,0.00572149,0,0,0,0,0,0,0.0271978,0.0230154,0.00765251,0,0,0.000349475,0,0.0144693,0.00110567,0.0387863,0.0355254,0.0163748,0.0172495,0.00790392,0.00384781,0.0104036,0.0142695,0.0111878,0.0244008,0.0354192,0.00244752,0.0107456,0.00407175,0.0236854,0.0214952,0.0147585,0.00397554,0.00671799,0,0,0.00352437,0,0.0159194,0.00226436,0.0373484,0.0269339,0.0311561,0.0141106,0.00447761,0.00402303,0.00695341,0.0146679,0.00771721,0.0134071,0.0354881,0.0100728,0.0157594,0.0239957,0.00147751,0.00348214,0.00486394,0.00464347,0.00434851,0,0,0,0,0,0,0,0,0.0268846,0,0,0,0.031637,0.0376363,0.0158492
127,0.00503067,0.00510282,0,0,0,0,0,0,0.0273504,0.0239837,0.00655868,0,0,0.000531064,0,0.0144132,0.00101722,0.0402921,0.0367993,0.0157195,0.0178388,0.00724493,0.00389447,0.0113653,0.0138933,0.0127705,0.0239509,0.0357398,0.00244273,0.0108549,0.00399682,0.0221469,0.021638,0.0148458,0.00362459,0.00678581,0,0,0.0030801,0,0.015899,0.00174634,0.0374665,0.0265244,0.0313587,0.0140537,0.00418012,0.00379237,0.00728273,0.0139649,0.00816901,0.0134038,0.0357599,0.0101968,0.0155186,0.0220732,0.00191745,0.00311707,0.00467736,0.00374573,0.00482596,0,0,0,0,0,0,0,0,0.0278902,0,0,0,0.0333388,0.0383807,0.0163619
128,0.00539678,0.00445103,0,0,0,0,0,0,0.0277216,0.0244438,0.0048896,0,0,0.00276767,0,0.0142802,0.00139852,0.0402512,0.0372216,0.015396,0.0174963,0.00595823,0.00382293,0.0122621,0.0133849,0.0138257,0.0238407,0.0351016,0.00256936,0.0111018,0.0034815,0.01423,0.0219815,0.0120493,0.00145063,0.00654088,0,0,0.00425052,0,0.0159747,0.00175049,0.0376535,0.00956481,0.027783,0.0154077,0.00247271,0.00395796,0.0113403,0.0203265,0.0162591,0.00838249,0.0334383,0.0042014,0.00789752,0.0178719,0.00317558,0.00226105,0.00413712,0.00310627,0.00562189,0,0,0,0,0,0,0,0,0.0278342,0,0,0,0.0336397,0.0381961,0.0160855
129,0.00613831,0.0040819,0,0,0,0,0,0,0.027766,0.0254325,0.00409304,0,0,0.00349297,0,0.0142921,0.00170782,0.0417024,0.0372084,0.0147429,0.0176567,0.00507963,0.00421779,0.0131453,0.0127952,0.0149913,0.023482,0.0349923,0.00283454,0.0111702,0.00327855,0.0148015,0.0221197,0.0123232,0.00183459,0.00734414,0,0,0.00464018,0,0.0159711,0.00204495,0.037571,0.00955284,0.0278988,0.0158559,0.00196767,0.00444335,0.0115728,0.0203127,0.0167452,0.00825221,0.033252,0.00366293,0.00859267,0.0181517,0.00394635,0.00262058,0.00413229,0.00277564,0.00677534,0,0,0,0,0,0,0,0,0.027669,0.0167205,0,0,0.0350465,0.0390281,0.0159777
130,0.0063259,0.0037766,0,0,0,0,0,0,0.0275642,0.0268904,0.0037895,0,0,0.00279373,0,0.014305,0.00144736,0.0444265,0.0367537,0.0135454,0.0179301,0.00465218,0.00444779,0.0137506,0.012119,0.0165988,0.0231697,0.0356881,0.0026108,0.011053,0.00337786,0.0187022,0.0220712,0.0148436,0.00388174,0.00793271,0,0,0.00457733,0,0.0159215,0.00206159,0.0372236,0.0250547,0.0315439,0.0135278,0.0022343,0.004563,0.00806136,0.0126246,0.00820182,0.0125349,0.0359782,0.00990849,0.0140036,0.0162228,0.00411436,0.00296038,0.00437549,0.00220657,0.00688563,0,0,0,0,0,0,0,0,0.0272039,0.00808375,0,0,0.0363809,0.0408078,0.0158864
131,0.00729891,0.0037921,0,0,0,0,0,0,0.027935,0.0279421,0.00271113,0,0,0.00452496,0,0.0142325,0.00227843,0.0433464,0.0371338,0.0137321,0.0176143,0.00359809,0.00480605,0.0145199,0.0118909,0.0177401,0.023436,0.0342534,0.00335102,0.0112345,0.00300518,0.0155053,0.0221901,0.0121833,0.00176505,0.00873376,0,0,0.00605476,0,0.0158665,0.00292563,0.0373158,0.00977587,0.0277371,0.016016,0.00143235,0.00522367,0.0126615,0.0204385,0.0173105,0.00825426,0.033032,0.00301957,0.00951802,0.0183015,0.00498777,0.00311669,0.00456037,0.00325333,0.00785075,0,0,0,0,0,0,0,0,0.0267482,0.0164319,0,0,0.0352552,0.0399139,0.0151162
132,0.00682849,0.00495602,0,0,0,0,0,0,0.0291732,0.0288398,0.00216259,0,0,0.0128637,0,0.0112344,0.00579226,0.0435569,0.0379385,0.0133192,0.0177264,0.00329308,0.00323698,0.0150871,0.0119593,0.0186171,0.0230616,0.0330784,0.01067,0.0125005,0.00564905,0.0158221,0.0225185,0.012599,0.00129463,0.00597448,0,0,0.00779645,0,0.0164118,0.00294511,0.0371084,0.010199,0.0274368,0.0161404,0.00211552,0.00418805,0.0126571,0.0206239,0.0174217,0.0084086,0.0328693,0.00270315,0.00990269,0.0188926,0.00538057,0.000670685,0.00292255,0.00669481,0.00661564,0,0,0,0,0,0,0,0,0.0265663,0.0167974,0,0,0.0331595,0.039866,0.0148398
133,0.00697708,0.0034486,0,0,0,0,0,0,0.0282531,0.0301488,0.00144953,0,0,0.00444062,0,0.0140614,0.00227161,0.0441742,0.0397598,0.0124972,0.0178635,0.00319899,0.00456849,0.0153811,0.0119016,0.0194153,0.0224061,0.0314016,0.00383497,0.0112775,0.00293524,0.00740946,0.0222973,0.00603917,0.00208297,0.00834935,0,0,0.00660756,0,0.0158799,0.00347971,0.0366097,0.00733743,0.0288644,0.00529994,0.00242169,0.00515433,0.0105539,0.0154472,0.0119828,0.00356467,0.0341005,0.00449934,0.00156267,0.0112334,0.00511948,0.00321031,0.004665,0.00325606,0.00752565,0,0,0,0,0,0,0,0,0.0266597,0.00875916,0,0,0.0311856,0.0400665,0.0147281
134,0.00843089,0.00326974,0,0,0,0,0,0,0.028924,0.0258409,0.00306366,0,0,0.00676274,0,0.013739,0.00311501,0.0465046,0.0265987,0.0086892,0.0135832,0.00535346,0.0054619,0.0220018,0.0216247,0.0258664,0.0206955,0.0291993,0.0054928,0.0116541,0.00266151,0.0156243,0.0226642,0.01167,0.000911763,0.00945874,0,0,0.00901139,0,0.0159732,0.00527673,0.0349141,0.0105944,0.0278226,0.014374,0.00553721,0.00614062,0.0122069,0.0208415,0.0163548,0.00721218,0.0330877,0.00186096,0.00912738,0.0180833,0.00695674,0.0032684,0.00444031,0.00388905,0.00941121,0,0,0,0,0,0,0,0,0.00802883,0.016517,0,0,0.0258848,0.040668,0.0108973
135,0.00806485,0.00277337,0,0,0,0,0,0,0.0291248,0.0270465,0.00380945,0,0,0.00694291,0,0.0133529,0.00249821,0.0461175,0.02943,0.00841241,0.0124426,0.00597808,0.00534581,0.0218291,0.0214342,0.0263456,0.0209097,0.0261562,0.00522438,0.0118349,0.00271959,0.0159525,0.0227115,0.0115331,0.0010512,0.00895694,0,0,0.00862418,0,0.0159956,0.00522288,0.0342433,0.0112344,0.0275964,0.0139618,0.00640017,0.00580983,0.0118928,0.0210942,0.0158529,0.00696469,0.0329455,0.00157824,0.00927052,0.0181101,0.00673686,0.00299011,0.00424125,0.00353701,0.00905043,0,0,0,0,0,0,0,0,0.00726824,0.0164845,0,0,0.0231363,0.0404151,0.0106523
136,0.00820864,0.00305266,0,0,0,0,0,0,0.0291732,0.0275651,0.00456271,0,0,0.00697038,0,0.0134988,0.00287531,0.0457567,0.0316019,0.00809589,0.0112193,0.00657663,0.00523296,0.0215156,0.0209295,0.0266951,0.0212077,0.022556,0.00506947,0.0118536,0.00260269,0.0152457,0.0227635,0.0108569,0.00123453,0.00903755,0,0,0.00870431,0,0.0159901,0.00526518,0.0337013,0.0109666,0.027474,0.012886,0.00710043,0.00569623,0.0117307,0.0206892,0.0151933,0.00631281,0.0328625,0.00141894,0.00865811,0.0173624,0.00655775,0.00328741,0.00430196,0.00401592,0.00916955,0,0,0,0,0,0,0,0,0.00641143,0.0158745,0,0,0.020562,0.0400702,0.0104609
137,0.00846226,0.00338028,0,0,0,0,0,0,0.029316,0.0222968,0.00552973,0,0,0.00720369,0,0.0136623,0.00321813,0.046192,0.0267491,0.00764725,0.0124242,0.00761331,0.00525192,0.0215993,0.0207757,0.0247631,0.020069,0.0114751,0.00530597,0.0118645,0.00243683,0.016042,0.0227986,0.0113527,0.0015219,0.00923125,0,0,0.00903659,0,0.0159418,0.00545791,0.0333599,0.0120671,0.0271014,0.0133178,0.00828253,0.00575886,0.0118621,0.021608,0.0153008,0.00654502,0.0327036,0.0011779,0.00927103,0.0179451,0.00660324,0.00383973,0.00433599,0.0046015,0.00945565,0,0,0,0,0,0,0,0,0.006295,0.0162835,0,0,0.00998516,0.0396343,0.0118429
138,0.00855082,0.00371586,0,0,0,0,0,0,0.0293992,0.0196672,0.00631962,0,0,0.0074011,0,0.0138272,0.00352363,0.0463435,0.0249908,0.00736915,0.0126233,0.00839193,0.00521143,0.0213971,0.0202196,0.023658,0.0196951,0.00620023,0.00553719,0.0118671,0.00231277,0.0158546,0.0227922,0.0113763,0.0018208,0.00923046,0,0,0.00918711,0,0.0158893,0.0055104,0.0332702,0.0125503,0.0268003,0.0129169,0.00919403,0.00574332,0.0120445,0.0218836,0.015049,0.00633834,0.0325956,0.00105373,0.00943455,0.0177527,0.00647984,0.00402643,0.00433388,0.00510527,0.00942235,0,0,0,0,0,0,0,0,0.00669606,0.0160251,0,0,0.00279408,0.0391416,0.0123706
139,0.00883783,0.00406537,0,0,0,0,0,0,0.029527,0.0167028,0.00722329,0,0,0.00790525,0,0.014026,0.00402069,0.047748,0.0224104,0.00725066,0.0163338,0.00976008,0.00530302,0.0219734,0.021109,0.0209081,0.0184888,0.018308,0.00572797,0.0118578,0.00212938,0.0156051,0.0228813,0.0111826,0.00256917,0.00939216,0,0,0.00968695,0,0.0158809,0.00575632,0.0330563,0.0133019,0.0263909,0.0124365,0.0106717,0.00586019,0.0120734,0.0221011,0.0146112,0.00615324,0.0325039,0.00104753,0.00986879,0.017463,0.00658979,0.00385622,0.00438334,0.00561729,0.00950707,0,0,0,0,0,0,0,0,0.011411,0.0158028,0,0,0.0159064,0.0388104,0.0151141
140,0.00885499,0.00428916,0,0,0,0,0,0,0.0294829,0.0168888,0.00777861,0,0,0.00796693,0,0.0141184,0.00421453,0.0478361,0.0232321,0.00743847,0.0168278,0.0103063,0.00531901,0.0217171,0.0205779,0.0202126,0.0185998,0.0257604,0.00568033,0.0117934,0.00180354,0.0155406,0.0228887,0.011247,0.00296796,0.00931222,0,0,0.00979351,0,0.0158633,0.00572829,0.033126,0.0140878,0.0259267,0.0122414,0.0114787,0.00591152,0.0119053,0.0221582,0.0142632,0.00620465,0.0323478,0.0011448,0.0104166,0.017345,0.00649595,0.00350968,0.00442368,0.00595831,0.0094624,0,0,0,0,0,0,0,0,0.011899,0.0156476,0,0,0.0218537,0.0382021,0.0155549
141,0.00864357,0.00436334,0,0,0,0,0,0,0.0294451,0.0165819,0.00805677,0,0,0.00777437,0,0.0142025,0.0042048,0.0474742,0.0229333,0.00774806,0.015744,0.0102504,0.00518764,0.0207599,0.0193945,0.0195757,0.0190169,0.0314566,0.00555222,0.0117506,0.00167554,0.0155206,0.0228497,0.0112487,0.00311332,0.00906918,0,0,0.0097272,0,0.0158194,0.00552347,0.0334144,0.0146049,0.0254368,0.0121448,0.0118773,0.00584109,0.0115833,0.022292,0.0139007,0.00631213,0.0321917,0.00126586,0.0108487,0.017358,0.00622939,0.00335852,0.00448156,0.00608946,0.00937805,0,0,0,0,0,0,0,0,0,0.0154652,0,0,0.0256151,0.0372773,0.0145798
142,0.0103884,0.00448344,0,0,0,0,0,0,0.0306063,0.0164216,0.00808848,0,0,0.0143244,0,0.011061,0.00535267,0.0471017,0.0224655,0.00806523,0.0143599,0.0100921,0.00182432,0.01998,0.018517,0.019107,0.0193548,0.0359904,0.0103519,0.0130777,0.00582463,0.0154056,0.0232299,0.0111108,0.00332176,0.00932101,0,0,0.0064073,0,0.0166112,0.00364273,0.0336464,0.0149088,0.0248076,0.0119996,0.0123877,0.00474276,0.0111928,0.0225029,0.0134674,0.00637185,0.0320793,0.00140864,0.011178,0.0173131,0.00422709,0.000799691,0.00230479,0.00636748,0.0105063,0,0,0,0,0,0,0,0,0,0.0151871,0,0,0.0283271,0.0365247,0.0134993
143,0.00703262,0.00118727,0,0,0,0,0,0,0.0303029,0.0160407,0.00807181,0,0,0.00911363,0,0.0122295,0.00163914,0.0463842,0.0221344,0.0086054,0.0113819,0.00934102,0.00322645,0.0190198,0.0176707,0.0185336,0.0200185,0.0395823,0.00677681,0.0125549,0.00371578,0.0151278,0.0231111,0.0108094,0.00334623,0.0063449,0,0,0.00549737,0,0.0162985,0.00409212,0.0340649,0.0150362,0.0244635,0.0118297,0.0123111,0.00368345,0.0106712,0.0226745,0.0129076,0.00643552,0.0319292,0.00162824,0.0112673,0.0170078,0.00423857,0.00152132,0.00317835,0.00233598,0.00707004,0,0,0,0,0,0,0,0,0,0.0146512,0,0,0.0304833,0.0356486,0.0117878
144,0.00639601,0.00121733,0,0,0,0,0,0,0.0301858,0.0154198,0.00785159,0,0,0.00824632,0,0.0125304,0.00125131,0.0455665,0.021992,0.00909929,0.00770463,0.00834132,0.0032604,0.0181775,0.0171872,0.0177513,0.0209081,0.0425131,0.00616901,0.0124462,0.00336796,0.0150313,0.0231044,0.0106629,0.00335181,0.00575629,0,0,0.00524351,0,0.0162815,0.00389136,0.0345288,0.0151571,0.0241164,0.0118132,0.012049,0.0035803,0.0102326,0.0227783,0.0124884,0.00656393,0.0318792,0.0018414,0.0114091,0.0168249,0.00394541,0.0015698,0.00324899,0.00205837,0.00631982,0,0,0,0,0,0,0,0,0,0.0142409,0,0,0.032059,0.0349014,0.0105881
