Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,IMUR_M,RTHII,,RTHIA,LTHIA
36,0.00623408,0.00342559,0,0,0,0,0,0.0239917,0.0302865,0.00703524,0.00527152,0,0,0.00575112,0,0.0137818,0.00142525,0.0456623,0.0128557,0.0256788,0.00338552,0.00480007,0,0.0225607,0.0388664,0.0209444,0.0268108,0.00639991,0.0266988,0.0272849,0.00691909,0.0109695,0.00208566,0.0227423,0.0233485,0.0144688,0.00236115,0.00941226,0,0,0.00237498,0,0.0168235,0.00127038,0.039737,0.0251629,0.0217055,0.0195661,0.00247874,0.00741879,0.0142827,0.0219415,0.00887478,0.0185677,0.00559112,0.00383943,0.0311276,0.00379909,0.0012737,0.00245067,0.00340415,0.00399353,0,0,0,0,0,0,0,0,0.0160177,0,0,0,0,0
37,0.0087281,0.0029629,0,0,0,0,0,0.0244564,0.0309857,0.00707863,0.00568328,0,0,0.00325898,0,0.0129715,0.00114167,0.0447733,0.01295,0.0256657,0.00343393,0.00548288,0.0159786,0.022693,0.0386296,0.0206327,0.0266923,0.00622133,0.0269368,0.0281058,0.00520849,0.0116517,0.000908927,0.0196688,0.0235022,0.0132912,0.00225083,0.0130941,0,0,0.00524268,0,0.0171408,0.00108793,0.0392653,0.0198647,0.0205231,0.016825,0.0018985,0.0101219,0.0151963,0.021354,0.00957317,0.0164869,0.00797264,0.00387386,0.0246475,0.00524361,0.00230988,0.00325405,0.00502773,0.00716696,0,0,0,0,0,0,0,0,0.0157084,0,0.0292059,0,0,0
38,0.00583698,0.00386744,0,0,0,0,0,0.0248737,0.0304093,0.00678194,0.0052332,0,0,0.0057039,0,0.0137339,0.002132,0.044132,0.0130485,0.0249936,0.00350777,0.00459629,0.0152743,0.0222033,0.0387246,0.0200847,0.0263031,0.00612915,0.0269058,0.029163,0.00688403,0.0110242,0.00231643,0.0183932,0.0236283,0.0146119,0.0019007,0.0087247,0,0,0.00142319,0,0.0168709,0.00122839,0.0394351,0.0209806,0.0213255,0.0177919,0.00163912,0.00691767,0,0.0219007,0.00979832,0.0162849,0.00809821,0.0035377,0.0196901,0.00357816,0.00141007,0.00264782,0.00385307,0.00334843,0,0,0,0,0,0,0,0,0.0147365,0,0.0293306,0,0,0
39,0.00581707,0.00380433,0,0,0,0,0,0.0256587,0.0304563,0.00667702,0.00486664,0,0,0.0056881,0,0.0137241,0.00209731,0.0436949,0.0129579,0.0244752,0.00342293,0.0044737,0.0149092,0.0217395,0.038846,0.0196215,0.0260279,0.00600839,0.0268386,0.0304421,0.00684686,0.0110061,0.00233262,0.016725,0.0236203,0.0149939,0.00201061,0.00867282,0,0,0.00131859,0,0.016856,0.00115123,0.0395978,0.0216945,0.0218297,0.0184983,0.00179055,0.00715532,0,0.0205447,0.0100732,0.0162252,0.00833518,0.00369969,0.015955,0.00327293,0.00134755,0.00279812,0.00395815,0.00314542,0,0,0,0,0,0,0,0,0.0134579,0,0.0290576,0,0,0
40,0.00579877,0.00372896,0,0,0,0,0,0.0263664,0.030424,0.00665891,0.00452752,0,0,0.00568716,0,0.0137225,0.00194301,0.0433928,0.0129009,0.0238934,0.00336385,0.00442434,0.0145885,0.0211289,0.0389848,0.0191114,0.0255746,0.00583529,0.0268003,0.0312463,0.00684566,0.0109253,0.00228079,0.0154046,0.0235404,0.014975,0.00244679,0.0086371,0,0,0.00136559,0,0.0167745,0.00110693,0.0397832,0.0212674,0.0222287,0.0189967,0.00205878,0.00750281,0,0.0192924,0.010421,0.0163364,0.00868336,0.00430731,0.0131693,0.00293587,0.00162729,0.00292284,0.00402911,0.00300024,0,0,0,0,0,0,0,0,0.0120657,0,0.0288255,0,0,0
41,0.00579514,0.00355221,0,0,0,0,0,0.0268898,0.0303268,0.00671099,0.0042043,0,0,0.00587086,0,0.01364,0.00154913,0.043188,0.0128541,0.0232382,0.00326653,0.00455627,0.0142177,0.0204179,0.0391669,0.0186074,0.0248687,0.00561083,0.0268005,0.0317546,0.00686612,0.0108231,0.00215445,0.0150497,0.0234721,0.0152254,0.00307635,0.00853446,0,0,0.00169633,0,0.0167292,0.00132728,0.0399314,0.0204317,0.0225409,0.0195564,0.00230242,0.00756046,0,0.0185141,0.0106564,0.0165536,0.00885403,0.00496822,0.0114449,0.00323074,0.00167677,0.00293153,0.00396268,0.00286617,0,0,0,0,0,0,0,0,0.0116972,0,0.028576,0,0,0
42,0.00584679,0.00323775,0,0,0,0,0,0.027168,0.0302164,0.00677685,0.00396717,0,0,0.00638058,0,0.0134905,0.000998996,0.0430144,0.0127988,0.0224395,0.00314355,0.00494184,0.0136888,0.0195955,0.0393215,0.0180882,0.023996,0.0054318,0.0268723,0.032455,0.00707389,0.0106481,0.00199884,0.0154547,0.0234441,0.0155942,0.00380624,0.00844805,0,0,0.00202454,0,0.0166926,0.00129296,0.0399539,0.0201226,0.0228525,0.020463,0.00259978,0.00759478,0,0.0179715,0.0105443,0.0167975,0.00872303,0.0052003,0.0107145,0.00348261,0.00147238,0.00291985,0.00384988,0.00279687,0,0,0,0,0,0,0,0,0.0107343,0,0.0280242,0,0,0
43,0.00581048,0.0028654,0,0,0,0,0,0.027163,0.0298165,0.0066398,0.00314537,0,0,0.00745756,0,0.0135308,0.000242889,0.0433088,0.0127666,0.0214613,0.00259927,0.00488219,0.012913,0.0187621,0.0397165,0.0171497,0.0229323,0.00513062,0.0266719,0.0328507,0.00720042,0.0106624,0.00184463,0.0175821,0.0234318,0.017308,0.00376783,0.0080121,0,0,0.00286677,0,0.0167757,0.00064773,0.0401234,0.0244089,0.0248937,0.0231965,0.00371056,0.00761211,0,0.0187329,0.0103198,0.0175854,0.00715114,0.00377398,0.0119003,0.00347504,0.00138821,0.00296638,0.00395777,0.00293781,0,0,0,0,0,0,0,0,0.0103725,0,0,0,0,0
44,0.00547936,0.00289617,0,0,0,0,0,0.0277947,0.0297557,0.00662265,0.00292974,0,0,0.00770281,0,0.0135389,0.000539686,0.0432584,0.0126825,0.0208863,0.002444,0.0045824,0.0127286,0.0183811,0.0398177,0.016427,0.0223356,0.00479407,0.0265341,0.0331158,0.0071272,0.0107496,0.00183131,0.0172136,0.0234929,0.0174391,0.0040688,0.00729217,0,0,0.001937,0,0.0167777,0.000734162,0.0398854,0.0225769,0.0252743,0.0232582,0.0037718,0.00739011,0,0.0181362,0.0100049,0.0172587,0.00730158,0.00336642,0.013642,0.00333531,0.00127811,0.00271709,0.00379006,0.00287891,0,0,0,0,0,0,0,0,0.0106883,0,0,0,0,0
45,0.0053932,0.00281694,0,0,0,0,0,0.0281956,0.0297041,0.00655637,0.00276011,0,0,0.0080309,0,0.0134692,0.000809599,0.043143,0.0126455,0.0200665,0.00227678,0.00482853,0.0124467,0.01781,0.0398602,0.0155955,0.0215685,0.00447911,0.0265023,0.0330606,0.00718507,0.010725,0.00175496,0.0169818,0.0235152,0.0169796,0.00413246,0.00705384,0,0,0.00165665,0,0.0167556,0.000849879,0.0398078,0.0213204,0.0254142,0.0233501,0.00371923,0.00741151,0,0.0175297,0.00970455,0.0170971,0.0075123,0.00330878,0.0132479,0.00330903,0.00139484,0.00267979,0.00374804,0.00297038,0,0,0,0,0,0,0,0,0.0106344,0,0,0,0,0
46,0.00539571,0.00277267,0,0,0,0,0,0.0285744,0.0297157,0.00667793,0.00244561,0,0,0.00820887,0,0.0134033,0.000953931,0.0431751,0.0124646,0.0194642,0.00206652,0.00499202,0.0120786,0.0172924,0.0399575,0.0150501,0.021166,0.0041899,0.026735,0.0332703,0.00717594,0.0107259,0.00168094,0.0167876,0.023546,0.0167975,0.0038297,0.00692497,0,0,0.00151312,0,0.0167463,0.0010456,0.0397533,0.0201925,0.0254945,0.0233538,0.00346593,0.00733829,0,0.016962,0.00938742,0.0168751,0.00773818,0.00339049,0.0127777,0.00340533,0.0014078,0.00266932,0.00374227,0.00311552,0,0,0,0,0,0,0,0,0.0101664,0,0,0,0,0
47,0.00736167,0.00382596,0,0,0,0,0,0.0287942,0.0300427,0.00691026,0.00211622,0,0,0.00881877,0,0.0128139,0.00279,0.043144,0.0125114,0.018622,0.00203781,0.00657051,0.0116466,0.0166066,0.0400457,0.0146174,0.0210114,0.00396817,0.0270286,0.0335497,0.00718993,0.0110227,0.000618324,0.0164686,0.0235185,0.0163405,0.0033838,0.0104554,0,0,0.00506636,0,0.0170161,0.000414084,0.0396846,0.0191958,0.0254941,0.0232293,0.00321392,0.0103621,0,0.0163843,0.00925278,0.0166938,0.00801254,0.00365997,0.0116174,0.00499446,0.00229228,0.00352755,0.00683118,0.00490188,0,0,0,0,0,0,0,0,0.00935014,0,0,0,0,0
48,0.00521387,0.00257943,0,0,0,0,0,0.0289882,0.0296035,0.00721691,0.00188105,0,0,0.00823416,0,0.013425,0.00112246,0.0430372,0.0126787,0.0177194,0.0018859,0.00488446,0.0112598,0.0159987,0.0401172,0.0141445,0.0204769,0.00385658,0.0273372,0.0337802,0.00709249,0.0106096,0.0017257,0.0160835,0.0235557,0.0162021,0.00296265,0.00637594,0,0,0.00169661,0,0.0166124,0.00170503,0.039645,0.0183057,0.0255726,0.0229571,0.00332801,0.00714022,0,0.0159451,0.00931724,0.0165204,0.00833078,0.00399327,0.0108416,0.00319018,0.00127628,0.00252832,0.00341184,0.00339027,0,0,0,0,0,0,0,0,0.00839249,0,0,0,0,0
49,0.00538158,0.00265326,0,0,0,0,0,0.0294141,0.0297823,0.0075071,0.0018961,0,0,0.00814586,0,0.0134542,0.00111261,0.043007,0.0127185,0.0171185,0.00173302,0.00496938,0.0108315,0.015498,0.0400587,0.0135402,0.0197777,0.0037576,0.0275308,0.03426,0.00705868,0.0106492,0.00168939,0.0153883,0.0236657,0.0157934,0.00285964,0.00654036,0,0,0.00172685,0,0.0167014,0.00157059,0.0395501,0.0166111,0.0252815,0.0222555,0.00341165,0.00718086,0.0110163,0.015333,0.00943881,0.0162324,0.00884475,0.00448718,0.0105781,0.00287375,0.0015963,0.00263398,0.00344934,0.00345246,0,0,0,0,0,0,0,0,0.00775622,0,0,0,0,0
50,0.00548532,0.00270228,0,0,0,0,0,0.0297008,0.0298983,0.00774619,0.00183817,0,0,0.00807426,0,0.0135281,0.00115629,0.0430084,0.0128707,0.016579,0.00146822,0.00499142,0.0102473,0.0149433,0.0400832,0.0127819,0.0190661,0.00357516,0.0276364,0.0344923,0.00703892,0.0106766,0.0016272,0.0147014,0.0236813,0.0152602,0.00253156,0.0065572,0,0,0.00165209,0,0.0167444,0.00154002,0.0396349,0.0150443,0.0252819,0.0212962,0.00369218,0.0070261,0.0118061,0.0148983,0.00974608,0.0159383,0.00940126,0.00504322,0.0105084,0.00302815,0.00175242,0.00269666,0.00356173,0.00358104,0,0,0,0,0,0,0,0,0.00721528,0,0,0,0,0
51,0.00551625,0.00284058,0,0,0,0,0,0.0302508,0.0298353,0.00811657,0.00187222,0,0,0.00780074,0,0.0135885,0.000895852,0.0430038,0.0130005,0.0162292,0.00121425,0.00498564,0.00978747,0.014604,0.0401429,0.0121567,0.0187734,0.00334419,0.0277402,0.0350411,0.00689744,0.0106082,0.00175961,0.0138722,0.0237564,0.0147011,0.00221268,0.00654341,0,0,0.00153997,0,0.0167976,0.00160647,0.039729,0.0132711,0.0252629,0.0199585,0.00397732,0.00691592,0.0119051,0.0145107,0.010051,0.0156333,0.0100214,0.00573363,0.0103301,0.00316577,0.00190665,0.00281564,0.00378435,0.00364848,0,0,0,0,0,0,0,0,0.00662296,0,0,0,0,0
52,0.00568979,0.00333048,0,0,0,0,0,0.0333781,0.0310218,0.00926263,0.00170604,0,0,0.00554672,0,0.0133727,0.00154996,0.0418615,0.0120177,0.0160785,0.00470005,0.00660171,0.0099893,0.0147691,0.0398455,0.012412,0.019643,0.00383713,0.0284463,0.0386463,0.00701756,0.0105397,0.00223026,0.00947626,0.0240481,0.0128704,0.00567133,0.00748775,0,0,0.00286598,0,0.0167787,0.00297218,0.0388673,0.0105385,0.0221871,0.019918,0.00301455,0.00663004,0.00875225,0.0106816,0.0115932,0.0146092,0.0126109,0.00976098,0.00717227,0.00406573,0.00225346,0.0030997,0.00343524,0.00301063,0,0,0,0,0,0,0,0,0.00633766,0,0,0,0.0273354,0
53,0.00573624,0.00307283,0,0,0,0,0,0.0313666,0.0300279,0.00860666,0.00229245,0,0,0.00758417,0,0.0136937,0.000564865,0.0427072,0.0133867,0.0150837,0.000687114,0.00510349,0.00912775,0.0140121,0.0404511,0.0111784,0.0178638,0.00319066,0.0281246,0.0362144,0.00685403,0.0106063,0.00191577,0.0114973,0.0238167,0.0135022,0.00187418,0.00661111,0,0,0.00129138,0,0.016873,0.00166632,0.0397608,0.0114112,0.0254071,0.0177597,0.00484374,0.00675552,0.0113939,0.0138881,0.0109084,0.0150369,0.0115373,0.00774588,0.00901666,0.00307707,0.0022108,0.00297428,0.00414294,0.00375143,0,0,0,0,0,0,0,0,0.00532074,0,0,0,0,0
54,0.00615501,0.00305695,0,0,0,0,0,0.035273,0.0309393,0.00944724,0.00173147,0,0,0.0058737,0,0.0133687,0.00160098,0.0417981,0.0124585,0.0157501,0.0035774,0.00761388,0.00978999,0.0146601,0.0403026,0.0119598,0.0191645,0.00375906,0.0286208,0.0410613,0.0073762,0.0103038,0.00239714,0.00768211,0.0242079,0.0129768,0.00562642,0.00790028,0,0,0.00208827,0,0.016825,0.00267741,0.0391057,0.0131164,0.0227277,0.0193571,0.00347082,0.00694424,0.00835665,0.0102395,0.0129847,0.0138382,0.0139261,0.011803,0.00769329,0.00377817,0.00250412,0.00338086,0.00380349,0.0035872,0,0,0,0,0,0,0,0,0.00612619,0,0,0,0.0252743,0
55,0.0061264,0.00337313,0,0,0,0,0,0.0362102,0.0309331,0.00944348,0.00173165,0,0,0.00537875,0,0.0135212,0.00194026,0.0414775,0.0127688,0.0156435,0.00336161,0.00712821,0.00979287,0.0146427,0.0404278,0.0117404,0.0190414,0.00375786,0.0287435,0.0425283,0.00732902,0.0105937,0.00245016,0.00677258,0.0241787,0.013164,0.00589153,0.00785919,0,0,0.00232116,0,0.0170047,0.00295439,0.0392184,0.01505,0.022564,0.0190116,0.00368795,0.00712315,0.00815969,0.0101623,0.0141407,0.0134419,0.0148237,0.0134341,0.00695592,0.003914,0.00245552,0.00344039,0.00398492,0.00349417,0,0,0,0,0,0,0,0,0.00629842,0,0,0,0.0243605,0
56,0.00606776,0.00349828,0,0,0,0,0,0.0369902,0.0310327,0.00955065,0.00177526,0,0,0.00501763,0,0.0136224,0.00216555,0.0409505,0.0130426,0.0152037,0.00325465,0.00676879,0.00962933,0.0143407,0.0404838,0.0114141,0.0186919,0.00366607,0.0289229,0.0435256,0.0073355,0.0107685,0.00247141,0.00616228,0.0241664,0.0138796,0.00615546,0.00765444,0,0,0.00263487,0,0.0170756,0.00324695,0.0392718,0.0170301,0.0224816,0.0183839,0.00385245,0.00698019,0.00789182,0.0099771,0.0154342,0.0132142,0.0158472,0.0151792,0.0051111,0.00411998,0.00240796,0.00348192,0.00397151,0.00338885,0,0,0,0,0,0,0,0,0.00622519,0,0,0,0.0235932,0
57,0.008919,0.00436771,0,0,0,0,0,0.0374577,0.0318164,0.00954872,0.00196478,0,0,0.00275233,0,0.0128547,0.0012415,0.0398013,0.0134338,0.0142569,0.00416015,0.00647522,0.00952562,0.0136468,0.0406384,0.010876,0.0180009,0.00361371,0.0291901,0.0441343,0.00451813,0.0116552,0.00180156,0.00407738,0.0242188,0.0165306,0.00699957,0.0115795,0,0,0.00247842,0,0.0173779,0.00266093,0.0390409,0.0217563,0.0222058,0.0166995,0.00397386,0.0100774,0.00847961,0.00825229,0.0172439,0.0159189,0.0178707,0.0177678,0.00145406,0.00463729,0.00323157,0.00414822,0.00677755,0.00719003,0,0,0,0,0,0,0,0,0.0061221,0,0,0,0.0250054,0
58,0.00636841,0.00360927,0,0,0,0,0,0.0377657,0.03146,0.00959864,0.00245354,0,0,0.00458572,0,0.0136409,0.00264051,0.0392,0.0137547,0.0136449,0.00419946,0.00723628,0.00939055,0.0131546,0.0408386,0.0103718,0.017343,0.00346836,0.0292326,0.0449506,0.0076898,0.0109523,0.0025633,0.00224395,0.0243128,0.015915,0.00711511,0.00785524,0,0,0.00313446,0,0.0171331,0.00367695,0.0390339,0.0212602,0.0229343,0.0148581,0.00430522,0.00682551,0.0105752,0.00813955,0.0165969,0.0190192,0.0174633,0.0169399,0.00325754,0.00417161,0.00253285,0.00351794,0.00411563,0.00381598,0,0,0,0,0,0,0,0,0.00632577,0,0,0,0.0275903,0
59,0.00599909,0.00353434,0,0,0,0,0,0.0387803,0.0314986,0.00973091,0.00260737,0,0,0.00453742,0,0.0137015,0.00298582,0.0387817,0.0139803,0.0136515,0.00392102,0.00691657,0.00941517,0.0130917,0.0407934,0.010215,0.0173068,0.00340313,0.0292714,0.0462112,0.00782068,0.0110002,0.00271394,0.00196051,0.0243023,0.0155022,0.00711917,0.00722947,0,0,0.00335952,0,0.017107,0.00378256,0.0392895,0.0207641,0.0227563,0.0148121,0.00425201,0.0061384,0.00997144,0.00813934,0.0173567,0.0185667,0.0177638,0.0179148,0.00206042,0.0040269,0.00253621,0.00336554,0.0037729,0.00346574,0,0,0,0,0,0,0,0,0.00665208,0,0,0,0.0273997,0
60,0.00583007,0.00326635,0,0,0,0,0,0.0395572,0.0315177,0.00984027,0.00279287,0,0,0.00447891,0,0.0136614,0.00299269,0.038313,0.0142273,0.013573,0.00358484,0.00708645,0.00932475,0.0128836,0.0407389,0.0100341,0.0171078,0.00335277,0.0293201,0.0473691,0.0079141,0.0110023,0.00273586,0.00295407,0.0242678,0.0150743,0.00702134,0.00690815,0,0,0.00342797,0,0.017054,0.00374829,0.0394899,0.0209311,0.022667,0.0151241,0.00416104,0.00570701,0.00920098,0.00769454,0.0179396,0.0182949,0.0177183,0.0185348,0.0028232,0.0040253,0.00243404,0.00323158,0.00340404,0.00341301,0,0,0,0,0,0,0,0,0.00664907,0,0,0,0.0271708,0
61,0.00572876,0.00296442,0,0,0,0,0,0.04049,0.0314908,0.00988971,0.00301958,0,0,0.00450831,0,0.0135748,0.00284746,0.0378167,0.0145056,0.0135624,0.00325774,0.00731957,0.00926595,0.0126338,0.0406699,0.0099498,0.0168077,0.00331082,0.0294051,0.0484959,0.00797404,0.01102,0.00275524,0.00499165,0.0242238,0.0149349,0.00689509,0.00665463,0,0,0.00341711,0,0.0170082,0.00363355,0.0395702,0.0214348,0.0226293,0.0157291,0.00402917,0.00535029,0.00823867,0.00665863,0.0182992,0.0182578,0.0172362,0.0190227,0.00537661,0.00409218,0.00229638,0.00307669,0.00299946,0.00336195,0,0,0,0,0,0,0,0,0.00648635,0,0,0,0.0271345,0
62,0.00566839,0.00263782,0,0,0,0,0,0.0414047,0.0314555,0.00993598,0.00333879,0,0,0.00451428,0,0.0135183,0.00282056,0.0372931,0.0147598,0.0135025,0.00298218,0.0073929,0.00922837,0.0123672,0.0405643,0.00986578,0.0167732,0.00331374,0.029483,0.0493122,0.00797033,0.0110411,0.00278181,0.00752684,0.0241815,0.0151703,0.00670485,0.00647778,0,0,0.00332244,0,0.0169572,0.0035646,0.039575,0.0221906,0.0225928,0.0164794,0.0039142,0.00501775,0.00708612,0.0056095,0.0184007,0.0185032,0.0163169,0.0192436,0.00822633,0.00407592,0.00217889,0.0028786,0.00258113,0.00328042,0,0,0,0,0,0,0,0,0.00642917,0,0,0,0.0272986,0
63,0.0056109,0.00225546,0,0,0,0,0,0.0416815,0.0314723,0.00996492,0.003638,0,0,0.00453901,0,0.0134947,0.00287093,0.0368153,0.0150216,0.0134085,0.00265317,0.007315,0.00920807,0.0121338,0.0404378,0.00973009,0.0168805,0.00329366,0.029558,0.0497459,0.00795723,0.0110394,0.00276861,0.0098994,0.0241846,0.015489,0.00642522,0.00632453,0,0,0.00336614,0,0.0169251,0.00353251,0.0395786,0.0233623,0.0225398,0.0173871,0.00388217,0.00482078,0.00569238,0.00475229,0.018328,0.0191875,0.0151711,0.0192473,0.0107802,0.00404813,0.00207678,0.0027904,0.00213142,0.00341449,0,0,0,0,0,0,0,0,0.00638685,0,0,0,0.0274946,0
64,0.00561442,0.0019453,0,0,0,0,0,0.0418422,0.0314534,0.0099905,0.00391632,0,0,0.00461562,0,0.0134826,0.00281144,0.036369,0.0152773,0.0133603,0.00230795,0.00727239,0.00920569,0.0119652,0.0402582,0.00962142,0.0169714,0.00325992,0.0296346,0.0501362,0.00789142,0.011028,0.00271679,0.0120293,0.0241561,0.0155549,0.00613917,0.00627078,0,0,0.0033717,0,0.0168881,0.00326829,0.0395918,0.0242152,0.0224387,0.0184091,0.00389888,0.00478723,0.00408992,0.00447467,0.0181132,0.0204729,0.0138022,0.019031,0.0130263,0.00397865,0.00205663,0.00279985,0.00177727,0.00371069,0,0,0,0,0,0,0,0,0.0063467,0,0,0,0.0278838,0
65,0.00561694,0.0016433,0,0,0,0,0,0.042079,0.0313477,0.0100971,0.00416858,0,0,0.00467751,0,0.0134453,0.00260247,0.0359343,0.0154939,0.01329,0.00208003,0.00728995,0.00923272,0.0117477,0.0399867,0.00955711,0.0168983,0.00326802,0.0296928,0.0507367,0.00782423,0.0109886,0.00265533,0.0139367,0.024114,0.0156263,0.00589716,0.00624253,0,0,0.00325195,0,0.0168657,0.00293433,0.0396666,0.0243632,0.0223324,0.0191723,0.0039496,0.00477591,0.00252494,0.00511095,0.0174475,0.0220053,0.0120685,0.0182482,0.0152035,0.00402567,0.00198332,0.00265043,0.00147323,0.00380831,0,0,0,0,0,0,0,0,0.00634025,0,0,0,0.0283736,0
66,0.00567716,0.00134543,0,0,0,0,0,0.0422954,0.0312819,0.0103033,0.00441146,0,0,0.0047292,0,0.0134006,0.00236764,0.0356451,0.0156733,0.0130932,0.00189522,0.00738342,0.00918867,0.0114546,0.0397758,0.00937097,0.0165732,0.00328767,0.0298037,0.0511339,0.00774513,0.010975,0.00260715,0.0160539,0.0240383,0.0158572,0.0056784,0.00626732,0,0,0.00321413,0,0.0168336,0.00267925,0.0398162,0.0242658,0.0222365,0.0198085,0.00403651,0.0047477,0.00127006,0.00675717,0.0164279,0.0237102,0.0101693,0.0171359,0.0173436,0.00407572,0.00183832,0.00243203,0.00120478,0.00391759,0,0,0,0,0,0,0,0,0.00611636,0,0,0,0.0287415,0
67,0.00978812,0.00385539,0,0,0,0,0,0.0422378,0.031695,0.0104801,0.00477071,0,0,0.00482375,0,0.0124703,0.0023275,0.0354717,0.0158806,0.012684,0.00195123,0.00897786,0.00895104,0.0110929,0.0396363,0.00897711,0.0158751,0.00331881,0.0299237,0.0510128,0.00547971,0.0115714,0.00142016,0.0183779,0.0240604,0.016127,0.00536788,0.0117852,0,0,0.00466131,0,0.0173649,0.00070194,0.039975,0.0237491,0.0220148,0.0201017,0.00390034,0.00901978,0.00186571,0.0090917,0.0152715,0.0256987,0.00792256,0.0155637,0.0192414,0.00353136,0.0031658,0.00380719,0.00637863,0.00874241,0,0,0,0,0,0,0,0,0.00557577,0,0,0,0.0290793,0
68,0.00593886,0.000697527,0,0,0,0,0,0.0417254,0.0311738,0.010571,0.00495452,0,0,0.00505215,0,0.0133114,0.0018045,0.0353503,0.016089,0.0120043,0.00176732,0.00794485,0.00852933,0.0105683,0.039574,0.00845092,0.014803,0.00340566,0.0300508,0.0503268,0.00762942,0.0108676,0.00235292,0.0196364,0.0238848,0.0156217,0.00504676,0.00644074,0,0,0.00337003,0,0.0167039,0.00234989,0.0401742,0.0221888,0.0222619,0.0189706,0.00453905,0.00476516,0.00332924,0.010594,0.0136198,0.0280842,0.00533494,0.0129651,0.0203529,0.00423026,0.00153938,0.00205418,0.00101051,0.00447732,0,0,0,0,0,0,0,0,0.00478193,0,0,0,0.0295355,0
69,0.00610024,0.000744245,0,0,0,0,0,0.0414438,0.0310554,0.0107695,0.00527804,0,0,0.00517378,0,0.0132942,0.00158298,0.0354023,0.016239,0.0115531,0.00203983,0.00794653,0.00818717,0.0102782,0.0395154,0.00805692,0.0141906,0.00344757,0.0301015,0.0498675,0.00753616,0.0108484,0.00225057,0.0216865,0.0237757,0.0157579,0.00481676,0.00653918,0,0,0.00296322,0,0.0166751,0.00211543,0.040298,0.021474,0.0224272,0.0184914,0.00497287,0.00468575,0.00473027,0.0122493,0.0124999,0.0303626,0.00376304,0.0109765,0.0219168,0.00408173,0.00141824,0.00199065,0.00123903,0.00474474,0,0,0,0,0,0,0,0,0.00441558,0,0,0,0.0297765,0
70,0.00623816,0.00085725,0,0,0,0,0,0.0408399,0.0308864,0.0110192,0.00557978,0,0,0.00523979,0,0.0132596,0.00149816,0.0355397,0.0163883,0.0110755,0.00240372,0.00792258,0.00779232,0.00999468,0.0395047,0.00768552,0.0136809,0.00349107,0.030165,0.0492286,0.0074995,0.0108139,0.00218711,0.023865,0.0237042,0.0161447,0.00469554,0.00660138,0,0,0.00261462,0,0.0166555,0.00185184,0.040433,0.0208791,0.0226845,0.0179633,0.00560119,0.00457556,0.00610906,0.0140595,0.0118239,0.0328337,0.00387838,0.00930764,0.02392,0.00396522,0.00145662,0.00198796,0.00152415,0.00501521,0,0,0,0,0,0,0,0,0.00419022,0,0,0,0.0303347,0
71,0.00699517,0.00121687,0,0,0,0,0,0.0397864,0.0304265,0.0109733,0.00694562,0,0,0.0063171,0,0.0132016,0.000734426,0.0363036,0.0166716,0.0104328,0.0031488,0.00805215,0.00692357,0.00933407,0.0402039,0.00663875,0.0125812,0.00292137,0.0296753,0.0480936,0.00722242,0.0106884,0.00199174,0.04422,0.0236254,0.0331149,0.0016345,0.00713522,0,0,0.00204292,0,0.0166539,0.00117988,0.0415771,0.0430495,0.0259518,0.0391459,0.00697139,0.00451583,0,0.0253541,0.0264854,0.0264461,0.0120348,0.0282896,0.0407987,0.00348339,0.00135054,0.0019839,0.00190633,0.00626514,0,0,0,0,0,0,0,0,0.00398571,0,0,0,0,0
72,0.00717117,0.0014412,0,0,0,0,0,0.0392708,0.0304124,0.0106955,0.00713737,0,0,0.00645526,0,0.0131774,0.000724397,0.0366295,0.0166734,0.0101012,0.00353092,0.0080497,0.00664731,0.00906943,0.0402666,0.0063245,0.012159,0.00288771,0.029624,0.0473691,0.00722038,0.0107154,0.00197089,0.0471405,0.0236233,0.0337746,0.00192464,0.00723461,0,0,0.00195298,0,0.016684,0.0010796,0.0417851,0.0424137,0.0263544,0.0397942,0.00765547,0.00438336,0.0138261,0.0271049,0.0258007,0.0282249,0.00964383,0.0266205,0.043617,0.00326488,0.00141165,0.00197311,0.00207825,0.00651398,0,0,0,0,0,0,0,0,0.00407018,0,0,0,0,0
