Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,IMUR_M,RTHII,,RTHIA,LTHIA
76,0.00647511,0.00169379,0,0,0,0,0,0.0378725,0.0305322,0.00951196,0.00723226,0,0,0.00551132,0,0.0131962,0.00140373,0.0373537,0.0159089,0.00929562,0.00329665,0.00757962,0.00659083,0.00821836,0.0402831,0.00579383,0.0110529,0.00275588,0.0297433,0.0459465,0.00730835,0.0107437,0.00203135,0.0199898,0.0236796,0.0191691,0.00305977,0.00652811,0,0,0.00250264,0,0.0166653,0.0014566,0.0407199,0.0234675,0.0258486,0.00867518,0.0081911,0.00400395,0.00900779,0.0123155,0.0155438,0.0423857,0.0147399,0.0148356,0.0219501,0.00374217,0.00153608,0.00190728,0.00219971,0.00572105,0,0,0,0,0,0,0,0,0.00592902,0,0,0,0.0288677,0
77,0.00634941,0.0017391,0,0,0,0,0,0.0371475,0.0305014,0.00901051,0.0074484,0,0,0.00552953,0,0.0131321,0.00140311,0.0374129,0.015864,0.00916721,0.00321047,0.00748927,0.00662231,0.00799366,0.0403384,0.00563334,0.0114992,0.00255656,0.0295884,0.0454805,0.00726758,0.0107562,0.00202213,0.0185239,0.0236838,0.0193094,0.00288614,0.00647298,0,0,0.00244975,0,0.0166449,0.00149653,0.0404295,0.0248397,0.0261146,0.00860016,0.00805405,0.00397501,0.00872753,0.012015,0.0158707,0.0422145,0.0147169,0.0156686,0.0203283,0.00372402,0.00158443,0.00181861,0.00221421,0.00578274,0,0,0,0,0,0,0,0,0.00648016,0,0,0,0.0285332,0
78,0.00739627,0.00237629,0,0,0,0,0,0.0366964,0.0304618,0.00862844,0.00761012,0,0,0.00565779,0,0.0131243,0.0012377,0.0373918,0.0158004,0.00926145,0.0031203,0.00886748,0.00682746,0.00795156,0.0403885,0.00574006,0.0116336,0.00236842,0.0293517,0.0455881,0.00753829,0.0107718,0.00176099,0.0180809,0.0238477,0.0194774,0.00273794,0.00800474,0,0,0.0025306,0,0.0170536,0.00060459,0.0401679,0.0253065,0.0262661,0.00957843,0.00769922,0.00527443,0.00842926,0.0120592,0.0157812,0.0415245,0.0141474,0.0157212,0.0201157,0.00205136,0.0022054,0.00282268,0.00337963,0.00630725,0,0,0,0,0,0,0,0,0.0070499,0,0,0,0.0284114,0
79,0.00660764,0.00204042,0,0,0,0,0,0.0361417,0.0303945,0.00817368,0.00768665,0,0,0.00563324,0,0.013194,0.00155711,0.0373094,0.0158054,0.00935464,0.00307343,0.00736023,0.00703274,0.00794319,0.0404398,0.00584036,0.0115396,0.00215037,0.0292346,0.0457085,0.00714753,0.0107272,0.00208256,0.0192007,0.0238075,0.0197269,0.00273975,0.00694779,0,0,0.000685639,0,0.0168609,0.0011567,0.0400003,0.0248936,0.026223,0.0115489,0.00731366,0.0043725,0.00796782,0.0123688,0.0153767,0.0403752,0.0130199,0.0150575,0.0217201,0.00267927,0.00197443,0.00238201,0.00251851,0.00562629,0,0,0,0,0,0,0,0,0.00789748,0,0,0,0.0283281,0
80,0.00747097,0.00247959,0,0,0,0,0,0.0346861,0.0299043,0.00763583,0.00880214,0,0,0.00678653,0,0.0131976,0.000449015,0.0377069,0.0162595,0.00939863,0.00389909,0.0077222,0.00674654,0.00755961,0.0409053,0.00542264,0.0110244,0.00142603,0.0287187,0.0448246,0.00662588,0.0105751,0.00191668,0.0421579,0.0237579,0.0310847,0.00217909,0.00777317,0,0,0.00168604,0,0.0169358,0.000688243,0.0405614,0.0372215,0.0286641,0.0373031,0.00821013,0.0050959,0.0129129,0.0248458,0.0242185,0.0304271,0.0066216,0.0224823,0.0408227,0.00216092,0.00208991,0.00260685,0.00314979,0.0068386,0,0,0,0,0,0,0,0,0.00902971,0,0,0,0,0
81,0.00736754,0.0024064,0,0,0,0,0,0.0339951,0.0297952,0.00702351,0.00886586,0,0,0.00676348,0,0.0132304,0.000441045,0.0376503,0.0161802,0.00942763,0.00389236,0.00750475,0.00689824,0.00744851,0.0410313,0.0055729,0.0112022,0.001184,0.0285181,0.0447858,0.00640984,0.0105763,0.0018754,0.0415269,0.0237337,0.0306621,0.00204962,0.00769518,0,0,0.00172085,0,0.0169149,0.000795613,0.0403704,0.0365241,0.0286731,0.0369028,0.00776085,0.00517935,0.0113587,0.0231763,0.0242858,0.0297791,0.00734051,0.0227304,0.0402907,0.00227665,0.00200341,0.00249219,0.00307244,0.00677316,0,0,0,0,0,0,0,0,0.00981912,0,0,0,0,0
82,0.00729399,0.00234537,0,0,0,0,0,0.0335946,0.0296846,0.00677276,0.00903077,0,0,0.00692415,0,0.0132166,0.000473961,0.0376612,0.016102,0.00981518,0.00405349,0.00717999,0.00705124,0.00742696,0.0411229,0.00587443,0.0115306,0.000916666,0.0282265,0.0449715,0.00630041,0.01061,0.00184376,0.0409611,0.0236769,0.0311886,0.00192448,0.00762714,0,0,0.00178583,0,0.0168716,0.000903871,0.0400606,0.0366307,0.0288688,0.0376151,0.00742678,0.00529297,0,0.022462,0.0249607,0.0295709,0.00775027,0.0235157,0.0397688,0.00241982,0.00196058,0.0022433,0.00293479,0.00690332,0,0,0,0,0,0,0,0,0.0107525,0,0,0,0,0
83,0.00722985,0.00235555,0,0,0,0,0,0.0333192,0.0295902,0.00642422,0.00922796,0,0,0.00728493,0,0.0132094,0.000617333,0.0376471,0.0160642,0.0102287,0.00433687,0.00686822,0.00716026,0.00741328,0.0411472,0.00621005,0.0118335,0.000839221,0.0279459,0.0451872,0.00628319,0.0106204,0.00182999,0.0398061,0.0235956,0.0316953,0.00188981,0.00755345,0,0,0.00191816,0,0.0168121,0.00100421,0.0397703,0.0361467,0.0290296,0.0389286,0.00728443,0.00548838,0,0.0226877,0.025622,0.0298583,0.00778605,0.024336,0.0392716,0.00259627,0.00190418,0.00193824,0.00282976,0.00693832,0,0,0,0,0,0,0,0,0.0118399,0,0,0,0,0
84,0.00712354,0.00239321,0,0,0,0,0,0.0329916,0.029499,0.00616166,0.00944575,0,0,0.00763205,0,0.0132257,0.00083555,0.0375695,0.0160439,0.010687,0.00463069,0.00653872,0.00732798,0.00752315,0.0411322,0.00658863,0.0120844,0.000942684,0.0276821,0.0454589,0.00633141,0.0106018,0.00180526,0.0383307,0.0235328,0.0313996,0.00185221,0.00741255,0,0,0.00199998,0,0.016756,0.00105909,0.0395263,0.0351076,0.0290385,0.0396898,0.00716014,0.00572087,0.00951651,0.0235727,0.0256218,0.0298806,0.00757434,0.0246993,0.0382884,0.00260842,0.00191885,0.00165009,0.00275239,0.00669438,0,0,0,0,0,0,0,0,0.0131228,0,0,0,0,0
85,0.00704341,0.00246509,0,0,0,0,0,0.0325944,0.0293674,0.00662111,0.00971636,0,0,0.00794357,0,0.0132627,0.00104447,0.0373956,0.0160572,0.0112032,0.00496845,0.0062818,0.00753294,0.00773806,0.0410867,0.00702934,0.0122875,0.000814906,0.027361,0.0457758,0.00639428,0.0105773,0.00182174,0.0367668,0.0235081,0.0305772,0.00183013,0.00728927,0,0,0.00209296,0,0.0167407,0.00114072,0.0391772,0.0340276,0.0290491,0.0390833,0.00704014,0.00598397,0.0101364,0.0245699,0.0250306,0.029487,0.00750647,0.0244643,0.0371402,0.00271776,0.00194174,0.00161238,0.00273639,0.00659212,0,0,0,0,0,0,0,0,0.0144643,0,0,0,0,0
86,0.00703829,0.00256374,0,0,0,0,0,0.0320988,0.0291799,0.00750012,0.00997543,0,0,0.00824432,0,0.0132866,0.00128387,0.0371615,0.0160848,0.0117269,0.00531549,0.00602538,0.00777633,0.00802613,0.0409898,0.00747964,0.0124407,0.000942317,0.0269686,0.046032,0.00649255,0.0105481,0.00182477,0.0356039,0.0234568,0.0298143,0.00185,0.00721263,0,0,0.00215472,0,0.0167125,0.00135574,0.0388157,0.0329105,0.0289918,0.0379514,0.00689279,0.00624177,0.010969,0.0252252,0.0244586,0.0291513,0.00765892,0.0240537,0.0362273,0.00289932,0.00187733,0.0015335,0.0027627,0.0066714,0,0,0,0,0,0,0,0,0.015912,0,0,0,0,0
87,0.00704576,0.00264462,0,0,0,0,0,0.0314296,0.0290284,0.00837541,0.0102396,0,0,0.00852924,0,0.0133292,0.00155413,0.036906,0.016087,0.0121433,0.00561399,0.00574886,0.00803233,0.00835883,0.0408542,0.00784061,0.0125035,0.00136629,0.0265353,0.0460915,0.00654829,0.0105384,0.00181188,0.0346492,0.0234092,0.0293686,0.00187834,0.00713378,0,0,0.00230392,0,0.0167006,0.00152971,0.0384206,0.0320853,0.0288412,0.037082,0.00664591,0.00648252,0.0114416,0.0252839,0.0240333,0.0289224,0.00763112,0.0235804,0.0359588,0.00314221,0.00194446,0.0013583,0.00283851,0.0068725,0,0,0,0,0,0,0,0,0.0172495,0,0,0,0,0
88,0.00714488,0.00337656,0,0,0,0,0,0.0307763,0.0292636,0.00942444,0.0096686,0,0,0.00809776,0,0.0131942,0.00134218,0.0360989,0.0157415,0.0127321,0.00540028,0.00656357,0.00881213,0.00919631,0.0402555,0.00845247,0.0127971,0.00154495,0.0263396,0.0462871,0.00641074,0.0105363,0.0016649,0.0158894,0.0235919,0.0176554,0.0029153,0.00803496,0,0,0.00614318,0,0.0170773,0.00123032,0.0377365,0.027127,0.0264788,0.0169392,0.00589603,0.00802632,0.00730516,0.0152326,0.0131956,0.0369937,0.00749252,0.00995304,0.0236665,0.00372029,0.00255754,0.00259935,0.00428112,0.00617118,0,0,0,0,0,0,0,0,0.0186792,0,0,0,0.0265034,0
89,0.00714718,0.0028462,0,0,0,0,0,0.0291651,0.0287161,0.0105997,0.0104696,0,0,0.00927661,0,0.0134748,0.00201662,0.0361971,0.0159858,0.0126215,0.00611229,0.00529087,0.00843443,0.00894484,0.0405637,0.00843214,0.0123675,0.00234225,0.0255251,0.0454124,0.00680355,0.0105154,0.00189366,0.0322643,0.0233855,0.0283313,0.00206077,0.00694317,0,0,0.00309097,0,0.0167172,0.00163826,0.0373209,0.0308333,0.0285662,0.0368942,0.00611679,0.00675378,0.0111035,0.0243154,0.0236379,0.0287412,0.00729585,0.0229826,0.034477,0.00348062,0.00187974,0.00143584,0.00293001,0.00712366,0,0,0,0,0,0,0,0,0.0193817,0,0,0,0,0
90,0.00655415,0.00291897,0,0,0,0,0,0.0273024,0.0288175,0.0113142,0.00986892,0,0,0.00869284,0,0.0134802,0.00168349,0.0353091,0.0156718,0.0126029,0.00594956,0.00486296,0.00891688,0.00950615,0.0400078,0.00859976,0.0118166,0.00241993,0.0252209,0.0443511,0.00660134,0.010563,0.00187887,0.0156237,0.023416,0.0173891,0.00342255,0.00632473,0,0,0.0031084,0,0.0167584,0.00162174,0.0368814,0.0262957,0.0263198,0.0184605,0.00548883,0.0068512,0.0072882,0.0154918,0.0124205,0.0359639,0.0063447,0.00846256,0.0255626,0.00351003,0.00192134,0.00137984,0.00282254,0.00633202,0,0,0,0,0,0,0,0,0.0197371,0,0,0,0.0257459,0
91,0.00654348,0.0030112,0,0,0,0,0,0.0252921,0.0287003,0.0118226,0.00990392,0,0,0.00894545,0,0.0135375,0.00193458,0.0350121,0.0155687,0.011666,0.00620568,0.00488127,0.00854159,0.00925125,0.0400152,0.00806711,0.0104104,0.00288067,0.0245913,0.042369,0.00679003,0.0105847,0.00192115,0.0149972,0.0233539,0.0168737,0.00363756,0.00614556,0,0,0.00327775,0,0.0167368,0.00168235,0.0366397,0.0246242,0.0263767,0.0187756,0.00533375,0.00707129,0.008333,0.0159344,0.0118365,0.0352995,0.00556417,0.00775804,0.0258131,0.00371138,0.00190989,0.00116007,0.00290187,0.00660054,0,0,0,0,0,0,0,0,0.0189263,0,0,0,0.0251672,0
92,0.00704587,0.00315949,0,0,0,0,0,0.0233512,0.0283589,0.012521,0.0102539,0,0,0.0100348,0,0.0136508,0.00267156,0.0354745,0.0155387,0.0102601,0.00678976,0.00535961,0.00740004,0.00837962,0.0405911,0.00722039,0.00868928,0.00396501,0.0236511,0.0401147,0.0074062,0.0105534,0.00199954,0.0272884,0.0232762,0.0257427,0.00242821,0.00641637,0,0,0.00386785,0,0.0167236,0.00179,0.0361349,0.0269846,0.0286669,0.0345999,0.00546258,0.00746464,0.0137777,0.0234457,0.0216042,0.0278417,0.00624653,0.0217441,0.0318864,0.00412897,0.0018901,0.00119563,0.0033548,0.00737118,0,0,0,0,0,0,0,0,0.0176111,0,0,0,0,0
93,0.00635386,0.00314666,0,0,0,0,0,0.0212115,0.0285659,0.0130601,0.00951894,0,0,0.00915023,0,0.0136676,0.00221388,0.0348471,0.0150552,0.00856341,0.00643562,0.00482731,0.00671458,0.00792575,0.0402716,0.00609247,0.00662701,0.00435362,0.0234094,0.0370322,0.00695027,0.0106142,0.00190289,0.01346,0.0233579,0.0140291,0.00381979,0.00581886,0,0,0.00379565,0,0.0167708,0.00149457,0.03648,0.0202433,0.0266123,0.0166999,0.00509595,0.00759384,0.0121548,0.0159611,0.0100866,0.0345407,0.00527755,0.00606091,0.0251702,0.00404949,0.0020093,0.00153721,0.00319335,0.00632887,0,0,0,0,0,0,0,0,0.0154708,0,0,0,0.0240571,0
94,0.00653279,0.00323166,0,0,0,0,0,0.0202066,0.0285053,0.0136755,0.00919881,0,0,0.00958669,0,0.0137186,0.00252292,0.0353649,0.0149655,0.00690204,0.00680931,0.00504555,0.00488216,0.00646184,0.0407558,0.00547595,0.00591136,0.00525935,0.0227015,0.0342262,0.00726497,0.0106013,0.00188301,0.0256234,0.0233954,0.02468,0.00254753,0.00584287,0,0,0.00383266,0,0.0168048,0.00140831,0.0357863,0.0259919,0.0283561,0.0335646,0.00515371,0.00795418,0.0126054,0.0246183,0.02137,0.0274159,0.00698524,0.0215894,0.0311346,0.00425201,0.00203666,0.00160195,0.00361125,0.00657251,0,0,0,0,0,0,0,0,0.013224,0,0,0,0,0
95,0.00584305,0.00312353,0,0,0,0,0,0.0197187,0.0288181,0.0141651,0.00814949,0,0,0.00856914,0,0.0136453,0.00197294,0.03545,0.0146126,0.00581991,0.00681833,0.00451099,0.0030097,0.00506043,0.0408659,0.00538831,0.00637595,0.00584211,0.0223984,0.0310289,0.00670182,0.0105957,0.00172588,0.0248908,0.0235403,0.0240464,0.00234573,0.00524795,0,0,0.0028687,0,0.0168387,0.00102551,0.0357817,0.0253561,0.0278444,0.0327073,0.00458293,0.00804033,0.0607175,0.0250475,0.0208149,0.0277758,0.00636844,0.020425,0.0308042,0.00394195,0.00214706,0.00178016,0.00356509,0.00576399,0,0,0,0,0,0,0,0,0.0122445,0,0,0,0,0
96,0.0052454,0.00319118,0,0,0,0,0,0.0192909,0.0291435,0.0151141,0.00694215,0,0,0.00751472,0,0.0135861,0.0014113,0.0360717,0.0142884,0.00642232,0.00677993,0.00385078,0.000733833,0.00409777,0.0411178,0.00621777,0.00807536,0.00682388,0.0220795,0.0280132,0.00609699,0.010675,0.00169049,0.0240881,0.0236528,0.0231266,0.00224894,0.00473636,0,0,0.00193006,0,0.0168802,0.000910063,0.0360725,0.0241088,0.0276568,0.0313876,0.00411245,0.00817547,0.0817562,0.0245484,0.0197663,0.0281066,0.00550716,0.0190962,0.0297899,0.0035802,0.00223084,0.00188905,0.00370643,0.00512876,0,0,0,0,0,0,0,0,0.0145144,0,0,0,0,0
97,0.00496022,0.00345399,0,0,0,0,0,0.0193076,0.0293704,0.0167554,0.00595114,0,0,0.00675132,0,0.0135953,0.00104686,0.037098,0.0139675,0.00834554,0.00651129,0.00324132,0.00284503,0.00474105,0.0413362,0.00755852,0.00993436,0.00825744,0.0218036,0.0251448,0.0056837,0.0108202,0.0017222,0.0236489,0.0236972,0.0225945,0.00245126,0.00434894,0,0,0.00119321,0,0.0168836,0.00115567,0.0363938,0.0233674,0.0276919,0.0308817,0.00386341,0.00827373,0.080979,0.0242801,0.0194078,0.0283285,0.00552771,0.0187789,0.0288646,0.00322502,0.00241959,0.00183834,0.00399462,0.00492174,0,0,0,0,0,0,0,0,0.0194523,0,0,0,0,0
98,0.00522058,0.00439366,0,0,0,0,0,0.0184921,0.029467,0.0185632,0.00516464,0,0,0.00607561,0,0.0138534,0.00123575,0.0382319,0.0135725,0.0104929,0.00600436,0.00351374,0.0058036,0.00660938,0.0415458,0.00894376,0.0112691,0.00997856,0.0217307,0.0233581,0.00527549,0.0110787,0.00128801,0.0236376,0.0238867,0.0223793,0.00279972,0.00584176,0,0,0.00372896,0,0.0171731,0.000859319,0.0365872,0.0229436,0.0278154,0.0306224,0.00373173,0.0098541,0.0774671,0.0243837,0.0192022,0.0285128,0.00561814,0.0187738,0.0283539,0.00425765,0.00277948,0.002479,0.00582631,0.00417002,0,0,0,0,0,0,0,0,0.0244391,0,0,0,0,0
99,0.00436927,0.00383531,0,0,0,0,0,0.0182122,0.0297324,0.0201292,0.00455323,0,0,0.00571284,0,0.0137155,0.000711982,0.0394832,0.0130499,0.0125313,0.00535463,0.00240736,0.00860619,0.00874241,0.0418465,0.0103292,0.0122171,0.0116496,0.0217385,0.0217321,0.00520884,0.011014,0.00181976,0.0238941,0.0238335,0.0223579,0.00318051,0.00300871,0,0,0.00262359,0,0.0168559,0.00246493,0.0366529,0.0228111,0.0278057,0.0307162,0.00343896,0.00791667,0.0775675,0.024824,0.0191721,0.0286494,0.00553467,0.0188452,0.0280762,0.00299994,0.00271379,0.0014412,0.00439314,0.00511446,0,0,0,0,0,0,0,0,0.0279515,0,0,0,0,0
100,0.00461876,0.004132,0,0,0,0,0,0.0186901,0.0296143,0.0214031,0.00426782,0,0,0.00579295,0,0.0138094,0.000832833,0.0413331,0.0125783,0.0147179,0.00443448,0.00264611,0.0113669,0.0110027,0.0425191,0.0118191,0.0130824,0.013118,0.0218,0.0200591,0.00525682,0.0109898,0.00181605,0.0234267,0.0238585,0.0215863,0.00284869,0.00293969,0,0,0.00263428,0,0.0168836,0.00251823,0.0367383,0.0218654,0.0287566,0.0296487,0.00371862,0.00807924,0,0.0236207,0.0185729,0.0284559,0.00575797,0.0189286,0.0265685,0.00301632,0.00253462,0.00152321,0.00511747,0.00558022,0,0,0,0,0,0,0,0,0.0305416,0,0,0,0,0
101,0.00448531,0.004529,0,0,0,0,0,0.0190535,0.0297798,0.0222181,0.00382233,0,0,0.00515116,0,0.0138607,0.000791508,0.0426057,0.0120307,0.0163631,0.0035976,0.00242117,0.0133975,0.0127002,0.0432601,0.0130178,0.0135402,0.0141821,0.0220851,0.0184525,0.0046805,0.0110305,0.00181058,0.0234342,0.0239358,0.021464,0.00283719,0.00288997,0,0,0.00320347,0,0.0169125,0.0029442,0.0366523,0.0218563,0.0288107,0.029683,0.00336779,0.00834711,0,0.0240503,0.018334,0.0287805,0.0055262,0.0191683,0.0262153,0.00311161,0.00274449,0.00166767,0.0056822,0.00545273,0,0,0,0,0,0,0,0,0.0322196,0,0,0,0,0
102,0.00444622,0.00493009,0,0,0,0,0,0.019304,0.0300286,0.0230382,0.00346074,0,0,0.0045741,0,0.0139039,0.000900834,0.0434215,0.0115558,0.0176482,0.00269267,0.00211452,0.0149592,0.0139801,0.0439727,0.0140458,0.0137539,0.0150736,0.0225731,0.0175101,0.00419534,0.0111276,0.00186266,0.0233001,0.0239912,0.0211748,0.00256184,0.00318307,0,0,0.00366195,0,0.0169198,0.00343883,0.0364448,0.0215947,0.0288315,0.0293697,0.00291765,0.00870111,0,0.0241748,0.0178958,0.0290213,0.00515656,0.0191906,0.0258305,0.00324556,0.00307516,0.00185564,0.00612755,0.0052102,0,0,0,0,0,0,0,0,0.033355,0,0,0,0,0
103,0.00438384,0.0051874,0,0,0,0,0,0.0196423,0.0301762,0.0237466,0.00315472,0,0,0.00400984,0,0.01391,0.00128866,0.043965,0.0111849,0.0185753,0.0018542,0.00180321,0.0160683,0.0148322,0.0444792,0.0148987,0.0138769,0.0159287,0.0231763,0.0177801,0.0037608,0.0111654,0.00207511,0.023207,0.0240648,0.0208786,0.00200609,0.00361755,0,0,0.00393191,0,0.0169639,0.00383346,0.0361236,0.021294,0.0287914,0.0288397,0.00250857,0.00902648,0,0.0239457,0.0174847,0.0292564,0.00478533,0.0190328,0.0255488,0.00343273,0.00322063,0.00210693,0.00641506,0.00490478,0,0,0,0,0,0,0,0,0.0341036,0,0,0,0,0
104,0.00443411,0.00532467,0,0,0,0,0,0.0201124,0.0303628,0.0245304,0.00303594,0,0,0.00380002,0,0.0139,0.00162127,0.0440664,0.010856,0.0193309,0.00146147,0.00150036,0.0169986,0.0154337,0.0445841,0.0155499,0.0141075,0.0166532,0.0235451,0.017748,0.00358975,0.0111981,0.00217455,0.0234082,0.024182,0.0207716,0.00138893,0.00415574,0,0,0.00380162,0,0.0170407,0.00399844,0.0357506,0.0212457,0.0287325,0.0283833,0.00238429,0.00932223,0,0.0235351,0.0172266,0.029429,0.00455143,0.0188682,0.0254544,0.00362821,0.00326353,0.00241763,0.00649591,0.00455089,0,0,0,0,0,0,0,0,0.035008,0,0,0,0,0
105,0.00437976,0.00526587,0,0,0,0,0,0.0185313,0.0305762,0.0253519,0.00323126,0,0,0.00381133,0,0.0139165,0.00178945,0.0436884,0.0104852,0.0198649,0.00136045,0.00137677,0.0177944,0.015735,0.0444124,0.0159083,0.014216,0.0172736,0.0236405,0.0175682,0.00361572,0.0112923,0.00222758,0.0233728,0.024197,0.0204131,0.000836294,0.00424328,0,0,0.00431253,0,0.017015,0.00432947,0.0353291,0.0207273,0.0287195,0.0276563,0.0024339,0.0093085,0,0.0229343,0.0168267,0.0296265,0.00418074,0.0183298,0.0252846,0.00374655,0.00341609,0.00237121,0.00621905,0.00436813,0,0,0,0,0,0,0,0,0.0365089,0,0,0,0,0
106,0.00428807,0.00519282,0,0,0,0,0,0.0174354,0.0306611,0.0266184,0.00378832,0,0,0.00381317,0,0.013897,0.00201876,0.0429292,0.0101407,0.020591,0.00133317,0.00130118,0.0185047,0.0160882,0.0440215,0.0160565,0.0141287,0.0175983,0.0233896,0.0175156,0.00350645,0.0113181,0.00228319,0.0232809,0.0242235,0.0199568,0.00057265,0.00425841,0,0,0.00468563,0,0.0170081,0.00451577,0.0349381,0.0200755,0.0286901,0.0269067,0.00255546,0.00923652,0,0.0223549,0.0163909,0.0298152,0.00377388,0.0176895,0.0250716,0.00380993,0.0035468,0.00234301,0.00593213,0.00415178,0,0,0,0,0,0,0,0,0.0390328,0,0,0,0,0
107,0.00414642,0.00516826,0,0,0,0,0,0.0171399,0.0306758,0.0282944,0.0045466,0,0,0.00370287,0,0.0138881,0.00225829,0.0420667,0.0097883,0.0214213,0.00152918,0.0011377,0.0186431,0.0165182,0.0435478,0.0161778,0.0138936,0.017757,0.0230302,0.0177587,0.00337314,0.0113233,0.00232004,0.0230515,0.0242308,0.0193176,0.000517454,0.00425691,0,0,0.00493728,0,0.0169839,0.00466271,0.0346385,0.0191872,0.0286288,0.0260733,0.00278803,0.00913922,0,0.0218933,0.015824,0.0300101,0.00329883,0.0169459,0.024757,0.00380304,0.00374919,0.00239876,0.00571971,0.00393174,0,0,0,0,0,0,0,0,0.041594,0,0,0,0,0
108,0.00471084,0.00547814,0,0,0,0,0,0.0176647,0.0306536,0.0298192,0.00537047,0,0,0.00327756,0,0.0142254,0.00233271,0.0413617,0.00940105,0.0220581,0.00191578,0.00150474,0.0187817,0.0168714,0.0430161,0.0162292,0.0136148,0.0179916,0.0227109,0.0176217,0.00333448,0.0116032,0.00185038,0.0227558,0.0244034,0.018625,0.000547219,0.00638086,0,0,0.00320992,0,0.0172897,0.00415666,0.0343973,0.018306,0.0285808,0.0252314,0.00314336,0.0106071,0,0.0216256,0.0151937,0.0302016,0.00300274,0.0162627,0.0243315,0.00427844,0.00370873,0.00295672,0.00651704,0.00232622,0,0,0,0,0,0,0,0,0.0437119,0,0,0,0,0
109,0.00417914,0.00531037,0,0,0,0,0,0.0182095,0.0310624,0.0307814,0.006139,0,0,0.00372141,0,0.0139019,0.00220734,0.0408997,0.00890868,0.0224417,0.00251728,0.00117986,0.0189634,0.0170012,0.0425194,0.016302,0.0134308,0.0183716,0.0225069,0.0178971,0.00355531,0.0114386,0.00239191,0.0223073,0.0243612,0.017801,0.000596125,0.00547998,0,0,0.0043786,0,0.017096,0.00481518,0.0341721,0.0174458,0.0283593,0.024242,0.0036759,0.00966059,0,0.021261,0.0144206,0.0304279,0.00267769,0.0156372,0.0237351,0.00391151,0.00405095,0.00260912,0.00580368,0.00267524,0,0,0,0,0,0,0,0,0.045695,0,0,0,0,0
110,0.00425444,0.00538638,0,0,0,0,0,0.0170741,0.031149,0.0312915,0.00681739,0,0,0.00364158,0,0.0138572,0.00231558,0.0406755,0.00849746,0.0223791,0.00314132,0.00152268,0.0188245,0.0168029,0.0420426,0.0162948,0.0133301,0.018773,0.0224577,0.0185108,0.00364194,0.0114509,0.00244225,0.0223078,0.0244485,0.0175474,0.000587743,0.00594267,0,0,0.00414677,0,0.0171351,0.00486174,0.0340454,0.0174353,0.0281167,0.0237954,0.00423712,0.00971364,0,0.0211961,0.0140682,0.0305246,0.0026422,0.0155742,0.0235982,0.00383125,0.00414384,0.00265641,0.00582705,0.00226911,0,0,0,0,0,0,0,0,0.0474594,0,0,0,0,0
111,0.00427495,0.00552307,0,0,0,0,0,0.0140287,0.0310961,0.0315427,0.00742077,0,0,0.00353637,0,0.0138523,0.00260437,0.0406352,0.00823675,0.0219244,0.00376036,0.00159337,0.0183341,0.0163514,0.0415848,0.0161394,0.0131498,0.0191188,0.0225238,0.0195681,0.00372346,0.0113827,0.0025308,0.0225574,0.0245213,0.0176018,0.000533922,0.00601229,0,0,0.00391055,0,0.0171349,0.00498887,0.0339818,0.0181256,0.0277879,0.0236459,0.00483931,0.00940676,0,0.0211661,0.013997,0.0305709,0.00276751,0.0158587,0.0238495,0.00350093,0.00416475,0.00282964,0.0057691,0.00234279,0,0,0,0,0,0,0,0,0.0488451,0,0,0,0,0
112,0.00420284,0.00550928,0,0,0,0,0,0.0124083,0.0311645,0.0315055,0.0079461,0,0,0.00345415,0,0.0138413,0.00276878,0.0407123,0.00806611,0.0210759,0.00439271,0.00181969,0.0175593,0.0156159,0.0411235,0.0158388,0.0128637,0.0192838,0.0224438,0.0205952,0.00386786,0.0113675,0.00258315,0.0226369,0.0245238,0.0173081,0.000400066,0.00604028,0,0,0.0042416,0,0.0170593,0.00535526,0.0340137,0.0186374,0.0274696,0.0232771,0.00549981,0.00915177,0,0.0208428,0.0138231,0.0306604,0.002758,0.0158393,0.0240784,0.00329803,0.00436791,0.0028316,0.00564068,0.00244865,0,0,0,0,0,0,0,0,0.0493572,0,0,0,0,0
