Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,,x75,RTHII
64,0.0630685,0.0249424,0,0,0,0,0,0,0.0622486,0.0413042,0.0549708,0.025067,0,0,0.0619728,0,0.0191667,0.0422378,0.023057,0.0193353,0.0368982,0.0267659,0.0733057,0.0361138,0.0455825,0.0340414,0.0317831,0.0228695,0.0220999,0.0287026,0.0072092,0.0662889,0.0315968,0.0157199,0.0247492,0.049077,0.0244219,0.0484997,0.018427,0.0716554,0,0,0.0112646,0,0.0174397,0.0147529,0.0461429,0.0706908,0.0194741,0.0616018,0.0342453,0.0612065,0.0281925,0,0.049487,0.0418821,0.0261513,0.0199635,0.0518241,0.0469489,0.0268143,0.0103959,0.00490993,0.043053,0.0636434,0,0,0,0,0,0,0,0,0.314924,0,0,0.0557991
65,0.0631241,0.025197,0,0,0,0,0,0,0.066843,0.041487,0.0601251,0.0249152,0,0,0.0618526,0,0.0192605,0.0422047,0.0233292,0.0192342,0.0378811,0.0268303,0.073658,0.036386,0.0467289,0.0346505,0.0318918,0.02339,0.0235892,0.0305065,0.00720008,0.0681152,0.0315535,0.0158208,0.0248136,0.0497113,0.0244104,0.0490851,0.0182532,0.0716095,0,0,0.0113563,0,0.0173924,0.0147412,0.0459799,0.0711809,0.0191989,0.0626078,0.0344119,0.061251,0,0,0.0499997,0.0424484,0.0261725,0.0199222,0.0521797,0.0476843,0.0267185,0.0103622,0.00492759,0.0432302,0.0637652,0,0,0,0,0,0,0,0,0.328477,0,0,0.0564319
66,0.0607036,0.0263166,0,0,0,0,0,0,0.0718498,0.0412481,0.0648278,0.0247394,0,0,0.0614786,0,0.0189609,0.0419704,0.0241482,0.0204063,0.0382443,0.0263214,0.0725106,0.036598,0.0470617,0.0350666,0.0330422,0.0245601,0.0241251,0.0315587,0.00734826,0.0708288,0.0305215,0.0154937,0.0248058,0.0351301,0.0243429,0.0339433,0.0181935,0.0690289,0,0,0.0102005,0,0.0172879,0.0137287,0.0490211,0.0528191,0.0197387,0.0380662,0.0336454,0.0603312,0.018593,0.0324925,0.0364603,0.0309558,0.0348872,0.0183146,0.0413669,0.0402179,0.0260577,0.00998062,0.00475542,0.0445808,0.0612584,0,0,0,0,0,0,0,0,0.342694,0,0,0.0344738
67,0.0629573,0.0262864,0,0,0,0,0,0,0.0780885,0.0421656,0.0704028,0.0244754,0,0,0.0614581,0,0.0197629,0.0421723,0.0257522,0.019457,0.0399135,0.0274046,0.0746954,0.0362059,0.048209,0.0362455,0.0330712,0.026613,0.0259711,0.0329609,0.00809523,0.0744468,0.0311582,0.0161217,0.0254895,0.0495293,0.0244298,0.0481787,0.0177139,0.0710947,0,0,0.0114287,0,0.0172873,0.0145281,0.0461811,0.0704731,0.0190139,0.0616989,0.0351664,0.0613347,0,0,0.0489636,0.0421468,0.0264383,0.0195116,0.0517903,0.0478852,0.0266737,0.01031,0.00493561,0.0442883,0.0636558,0,0,0,0,0,0,0,0,0.356912,0,0,0.0549193
68,0.060542,0.026857,0,0,0,0,0,0,0.0844886,0.0415489,0.0756965,0.0243435,0,0,0.0612751,0,0.0191676,0.0419796,0.0270736,0.0204509,0.0400333,0.0263671,0.0731579,0.0356822,0.0479995,0.0364507,0.0345489,0.0261964,0.026582,0.0342537,0.00881343,0.0796915,0.0302353,0.0156397,0.0251569,0.0363461,0.0243872,0.0337141,0.0181365,0.0685387,0,0,0.0102868,0,0.0173103,0.0137403,0.049497,0.0525707,0.0197676,0.0387299,0.0338358,0.0600901,0.0178943,0.0323382,0.0367277,0.0313202,0.0351877,0.0182302,0.0412796,0.0410689,0.0258373,0.0100268,0.00465524,0.0451217,0.061075,0,0,0,0,0,0,0,0,0.370787,0,0,0.0342392
69,0.0602654,0.0263155,0,0,0,0,0,0,0.0908692,0.0309437,0.080846,0.0241378,0,0,0.055388,0,0.0147512,0.0320528,0.0295031,0.0202621,0.0434097,0.0263327,0.070881,0.0370456,0,0.0387733,0.0359749,0.0280179,0.0293306,0.0358288,0.00956001,0.0833282,0.0286583,0.0102508,0.0101965,0.0362096,0.0220296,0.0326566,0.0184399,0.07184,0,0,0.0108923,0,0.0182007,0.0146487,0.0497002,0.0515758,0.0200814,0.0379477,0.0338304,0.0667896,0.0180316,0.0321128,0.036346,0.0311987,0.0356289,0.0181579,0.0409394,0.0413799,0.0294555,0.0101835,0.00704648,0.0461242,0.0615627,0,0,0,0,0,0,0,0,0.387277,0,0,0.033399
70,0.0603735,0.0262462,0,0,0,0,0,0,0.0988995,0.040904,0.08706,0.0237686,0,0,0.0618998,0,0.0183077,0.0419663,0.0299837,0.0202665,0.0429688,0.0261275,0.0725677,0.0349238,0.0498656,0.0383487,0.0369182,0.0266666,0.0298302,0.0377009,0.0110101,0.0911004,0.030379,0.0150533,0.0245163,0.0365314,0.0244244,0.0324567,0.0183387,0.0685913,0,0,0.0111102,0,0.0173591,0.0141097,0.0499287,0.0513541,0.0199883,0.038102,0.0334152,0.0600898,0.0186135,0.0320412,0.0364353,0.0313282,0.0358314,0.018167,0.04091,0.0417097,0.0256863,0.0101568,0.00476517,0.0445164,0.0609871,0,0,0,0,0,0,0,0,0.398895,0,0,0.0333028
71,0.0606874,0.0266158,0,0,0,0,0,0,0.106985,0.0414254,0.0926153,0.0235159,0,0,0.0619018,0,0.0190247,0.042172,0.0312083,0.0200413,0.0446809,0.0255327,0.0736969,0.0342699,0.0506939,0.0395413,0.0383142,0.0270077,0.0314934,0.0391338,0.0120712,0.0977438,0.0303713,0.0155637,0.0250765,0.0368564,0.0243998,0.0318809,0.0186429,0.0686229,0,0,0.0111603,0,0.0173344,0.014004,0.050269,0.0508235,0.0202563,0.0381264,0.0327623,0.0600009,0.0181564,0.0318966,0.0364956,0.0312602,0.0359163,0.0178376,0.0406648,0.0421792,0.0256817,0.0100736,0.00490113,0.0448693,0.061438,0,0,0,0,0,0,0,0,0.411444,0,0,0.0332306
72,0.0607683,0.0267913,0,0,0,0,0,0,0.115228,0.0415756,0.0983533,0.0232708,0,0,0.0617259,0,0.0191884,0.0421766,0.0323584,0.0198718,0.04711,0.0248099,0.0741285,0.0341115,0.0523538,0.0413511,0.0398001,0.0277677,0.033424,0.0403929,0.0128661,0.104873,0.0304121,0.0157191,0.0251717,0.0368768,0.0243967,0.0314012,0.0189114,0.0685959,0,0,0.0112903,0,0.0172967,0.013968,0.0506553,0.0504377,0.0205479,0.0380976,0.0320401,0.0601067,0.017952,0.031885,0.0364809,0.0311149,0.0360774,0.0173908,0.0402507,0.0423606,0.0258261,0.0100407,0.00504142,0.045091,0.0616788,0,0,0,0,0,0,0,0,0.422468,0,0,0.0331118
73,0.0607487,0.0268135,0,0,0,0,0,0,0.122844,0.041728,0.103798,0.0228299,0,0,0.0616518,0,0.0191387,0.0421853,0.0333827,0.0196161,0.0498861,0.0237882,0.0743306,0.0341379,0.0546417,0.0437272,0.0412931,0.0287379,0.0352414,0.0413074,0.013606,0.111806,0.0305556,0.0157479,0.0252016,0.0366059,0.024364,0.031181,0.0191467,0.0684188,0,0,0.0114361,0,0.0172605,0.0139784,0.0510374,0.0500361,0.020857,0.0380835,0.0311853,0.0600245,0.0181803,0.0318488,0.0363488,0.0309695,0.0361464,0.0171586,0.0398226,0.0422431,0.0258161,0.0100425,0.00495783,0.0451625,0.0617314,0,0,0,0,0,0,0,0,0.432207,0,0,0.0329442
74,0.060579,0.0267575,0,0,0,0,0,0,0.130098,0.0417354,0.109322,0.0223592,0,0,0.0616287,0,0.019037,0.0421193,0.0342733,0.0191275,0.0528569,0.0225728,0.0743017,0.0341571,0.0580604,0.0467955,0.042888,0.0299573,0.0372642,0.042284,0.0144332,0.118318,0.0306421,0.0157589,0.0251832,0.0362045,0.0243241,0.0313366,0.0193372,0.0682063,0,0,0.0114699,0,0.0172243,0.0139046,0.0513374,0.0501753,0.02106,0.038178,0.0301771,0.0599147,0.0188895,0.0316396,0.0363034,0.0309048,0.0359071,0.0172213,0.0396081,0.0415652,0.0258205,0.0100717,0.00479988,0.0451378,0.0616443,0,0,0,0,0,0,0,0,0.439912,0,0,0.0328137
75,0.0602414,0.0266451,0,0,0,0,0,0,0.1357,0.0414601,0.113519,0.0218415,0,0,0.0615647,0,0.0189047,0.0419838,0.0349949,0.0185012,0.0551743,0.021131,0.0740495,0.0343181,0.0618877,0.0501781,0.0446383,0.0311815,0.0396159,0.0433705,0.0154526,0.123468,0.0306013,0.0156923,0.0251083,0.0354899,0.0243054,0.0317019,0.0195275,0.0677677,0,0,0.0112425,0,0.0171922,0.0136399,0.0515537,0.0507419,0.0211434,0.0382007,0.0290142,0.0595357,0.0200988,0.0312548,0.0361339,0.0308955,0.0353553,0.0174079,0.0395504,0.0403296,0.0256728,0.00999226,0.0046438,0.0449846,0.0613968,0,0,0,0,0,0,0,0,0.445931,0,0,0.0326062
76,0.0601124,0.02657,0,0,0,0,0,0,0.139799,0.0413925,0.115476,0.0215923,0,0,0.0615303,0,0.0189677,0.0419093,0.0361178,0.0183095,0.0589282,0.0203957,0.0738896,0.0367919,0,0.0549401,0.0466647,0.0338464,0.0429194,0.0444014,0.015651,0.126788,0.0305395,0.0156883,0.025108,0.0344976,0.0242759,0.0315011,0.0197066,0.0676105,0,0,0.0112798,0,0.0171474,0.013649,0.0517028,0.0508146,0.0212726,0.037886,0.0284681,0.0593266,0.0203048,0.0310409,0.0358046,0.0306847,0.0349668,0.0174289,0.0392943,0.039228,0.025576,0.00991491,0.00461628,0.0449496,0.0612915,0,0,0,0,0,0,0,0,0.451211,0,0,0.0322128
77,0.0586463,0.0261806,0,0,0,0,0,0,0.0975636,0.0408907,0.0664594,0.0199356,0,0,0.0614819,0,0.0185645,0.0417598,0.0419782,0.0192498,0.0555218,0.0194111,0.0728697,0.038144,0.0693627,0.051242,0.0437033,0.0376465,0.0467503,0.0232174,0.0170552,0.0906011,0.030299,0.0153448,0.0247068,0.0331519,0.0241777,0.0308954,0.0190844,0.0657644,0,0,0.0104241,0,0.0170586,0.0131264,0.0523943,0.0507011,0.0206682,0.0370493,0.0285275,0.0575514,0.0196986,0.0307053,0.0350866,0.0305292,0.0339446,0.0172535,0.0393066,0.0384317,0.0247576,0.00954066,0.00454131,0.0441675,0.0600365,0,0,0,0,0,0,0,0,0,0,0,0.0312757
78,0.0587764,0.0262456,0,0,0,0,0,0,0.0986251,0.0410794,0.0651534,0.0202496,0,0,0.0614094,0,0.018577,0.0417905,0.0425997,0.019399,0.0579343,0.0194039,0.0730008,0.0405746,0,0.0530594,0.0442549,0.0395446,0.0494756,0.0230984,0.0158384,0.0931271,0.0302955,0.0154255,0.0248339,0.0320032,0.0241862,0.0311482,0.0193024,0.0659497,0,0,0.0108366,0,0.0169893,0.0131708,0.052626,0.0513464,0.0207457,0.0366059,0.0285635,0.057523,0.0193724,0.0302651,0.0347014,0.0302164,0.0334441,0.0172103,0.039261,0.0374658,0.024754,0.00935554,0.00455695,0.0443247,0.0601041,0,0,0,0,0,0,0,0,0,0,0,0.0308564
79,0.0587403,0.0261664,0,0,0,0,0,0,0.0948444,0.0409944,0.0635983,0.0201347,0,0,0.0613767,0,0.0182597,0.0416892,0.0411735,0.0193475,0.0556372,0.0188812,0.0729778,0.0393202,0.0696665,0.0509964,0.0437511,0.0381977,0.0475752,0.0227107,0.0163858,0.0895007,0.0303693,0.0152935,0.0248067,0.0303789,0.0241452,0.0316324,0.0189517,0.0660371,0,0,0.0110704,0,0.0169968,0.0130946,0.0524317,0.0518642,0.0201433,0.0362132,0.0279671,0.0574697,0.0190678,0.0298624,0.0340688,0.0297015,0.0329985,0.0172477,0.0389211,0.0356797,0.0248284,0.00937739,0.00448883,0.0443508,0.0600153,0,0,0,0,0,0,0,0,0,0,0,0.030445
80,0.0525075,0.0244852,0,0,0,0,0,0,0.0220578,0.0388422,0.0198798,0.0163517,0,0,0.0615979,0,0.0166909,0.0409515,0.0254785,0.0222366,0.0277578,0.00905797,0.068504,0,0.0133471,0.0102632,0.0401667,0.0321494,0.0301918,0.027889,0.0447791,0.0292431,0.0294833,0.0138759,0.0233518,0.0290652,0.023831,0.0316821,0.0183705,0.0583658,0,0,0.00849812,0,0.0166068,0.0113173,0.0530634,0.0511486,0.0182368,0.0367498,0.0207909,0.0503777,0.0185322,0.0292654,0.0332514,0.0290484,0.0319107,0.0165983,0.0375994,0.0329226,0.0221442,0.00844628,0.00426691,0.0407518,0.0544858,0,0,0,0,0,0,0,0,0,0,0,0.0301244
81,0.0522676,0.0242053,0,0,0,0,0,0,0.0254157,0.0385972,0.0215457,0.0162083,0,0,0.0617995,0,0.0167018,0.0408725,0.0246676,0.0227677,0.0275664,0.00886182,0.0680226,0.00660549,0.0123913,0.0120398,0.0395943,0.0313638,0.0298437,0.0271942,0.0445556,0.0334198,0.0297764,0.0137983,0.0231534,0.0275261,0.0237654,0.03201,0.0183382,0.0581328,0,0,0.00871323,0,0.0165445,0.0113901,0.0531893,0.0520438,0.0177208,0.0360153,0.0207059,0.0500241,0.0182349,0.0288251,0.0325288,0.0288497,0.0313651,0.0166902,0.0375789,0.0312495,0.0221552,0.0085914,0.00428264,0.0404639,0.0542058,0,0,0,0,0,0,0,0,0,0,0,0.0294022
82,0.0520657,0.0237285,0,0,0,0,0,0,0.0301043,0.0382029,0.024512,0.016169,0,0,0.0621128,0,0.0165011,0.0409026,0.0241773,0.023047,0.0257369,0.00861555,0.0674383,0.00684081,0.0127048,0.0128589,0.0388575,0.0300018,0.0298515,0.0265708,0.0439158,0.0400706,0.0301871,0.0136138,0.0229621,0.0260033,0.0236868,0.0324212,0.0185709,0.0578975,0,0,0.00889834,0,0.0164859,0.0116179,0.0534425,0.0533427,0.0170157,0.0353761,0.020562,0.0496121,0.0180342,0.0282707,0.0319483,0.0287366,0.0306864,0.0168057,0.0377569,0.0295575,0.0222642,0.00864037,0.00430785,0.0399991,0.0539014,0,0,0,0,0,0,0,0,0,0,0,0.0287049
83,0.051774,0.0228884,0,0,0,0,0,0,0.0347136,0.0377382,0.0280698,0.0163895,0,0,0.0625513,0,0.0159814,0.0409568,0.0239758,0.0231236,0.0226403,0.00822984,0.066596,0.00696636,0.01319,0.0124427,0.0382011,0.0285776,0.0303897,0.0263027,0.0428835,0.04564,0.0306069,0.0132906,0.0226476,0.0244166,0.0236353,0.0328909,0.0191207,0.0574589,0,0,0.00921598,0,0.0164134,0.0117259,0.053725,0.0540801,0.0163106,0.0346154,0.0201492,0.048839,0.0178537,0.0279428,0.0313257,0.0283231,0.0300675,0.016773,0.0376808,0.0280513,0.0223224,0.00864469,0.00440003,0.0391062,0.0535137,0,0,0,0,0,0,0,0,0,0,0,0.0278561
84,0.0518977,0.0225081,0,0,0,0,0,0,0.0351063,0.0375611,0.0295164,0.016083,0,0,0.0629422,0,0.0155792,0.0410176,0.0241067,0.0232728,0.0207672,0.00837023,0.0663598,0.00761701,0.0137524,0.0118434,0.037573,0.0282183,0.0308187,0.0266176,0.0424334,0.0460239,0.0309439,0.0130866,0.0224748,0.0227682,0.0236144,0.0334011,0.0187711,0.0575635,0,0,0.00946378,0,0.0164142,0.0117185,0.0537543,0.0542127,0.0160062,0.033673,0.0203823,0.0486765,0.0174939,0.02764,0.0303856,0.0276608,0.029343,0.0166698,0.0371217,0.0260491,0.0225687,0.00857282,0.00445411,0.0386968,0.0536598,0,0,0,0,0,0,0,0,0,0,0,0.0269228
85,0.0519056,0.0215732,0,0,0,0,0,0,0.0337627,0.0372355,0.0287186,0.0162971,0,0,0.0633493,0,0.0152257,0.0412882,0.0244553,0.0235168,0.0207483,0.00787871,0.0656806,0.00744738,0.0133334,0.0108432,0.037094,0.0288491,0.0309516,0.0272118,0.0427612,0.0440484,0.0315232,0.0128113,0.0222944,0.0212084,0.0235467,0.0336803,0.0191864,0.0576945,0,0,0.00951778,0,0.016369,0.0116794,0.0538858,0.0544415,0.0152233,0.0327177,0.0200777,0.0482054,0.0172298,0.0271047,0.0295028,0.027332,0.028578,0.0167161,0.0367644,0.0242915,0.0227271,0.00836654,0.00444931,0.0376773,0.0537288,0,0,0,0,0,0,0,0,0,0,0,0.0260983
86,0.0519583,0.0206687,0,0,0,0,0,0,0.0324186,0.0368934,0.026922,0.0164792,0,0,0.0636987,0,0.0150162,0.0414527,0.0249143,0.023559,0.0224403,0.00763171,0.0649536,0.00651179,0.012896,0.0100435,0.0371309,0.0300746,0.0309214,0.0274925,0.0435381,0.0420366,0.0320918,0.0125938,0.022081,0.0198833,0.0234847,0.033716,0.0194877,0.0579928,0,0,0.00954653,0,0.0163336,0.0116814,0.0540144,0.05434,0.014662,0.0318372,0.0198525,0.0479261,0.0169499,0.0263184,0.0285494,0.0269298,0.0276221,0.0167213,0.0362656,0.0221665,0.0228781,0.00817963,0.0044533,0.0367506,0.0537597,0,0,0,0,0,0,0,0,0,0,0,0.0252576
87,0.0519581,0.0199152,0,0,0,0,0,0,0.031693,0.0364803,0.0262124,0.0166196,0,0,0.0639452,0,0.0148396,0.0414113,0.025364,0.0232723,0.0244896,0.00783489,0.0640973,0.00559731,0.0127135,0.00997935,0.0377951,0.0313326,0.0308646,0.0275613,0.0441551,0.0414496,0.0326243,0.0124834,0.0217016,0.0187056,0.0234361,0.0335102,0.0196339,0.0582877,0,0,0.00940754,0,0.016309,0.0115823,0.054167,0.0537277,0.0143945,0.0309364,0.0197995,0.0478701,0.0166309,0.0257488,0.0274498,0.0263339,0.0267046,0.0166349,0.0354645,0.0198084,0.0229467,0.00816176,0.00430714,0.0360921,0.0536386,0,0,0,0,0,0,0,0,0,0,0,0.024148
88,0.0519822,0.0192555,0,0,0,0,0,0,0.0322169,0.0363071,0.0265815,0.0167518,0,0,0.0642011,0,0.014801,0.0414474,0.0256343,0.0227446,0.0256639,0.00818112,0.0633628,0.0051802,0.012634,0.0106488,0.0387545,0.0319533,0.030827,0.027777,0.044526,0.0428172,0.0330719,0.0123767,0.0215245,0.0178228,0.0234339,0.0334663,0.0198038,0.0585454,0,0,0.00925539,0,0.0163213,0.0114702,0.0542037,0.0528855,0.0142193,0.0301737,0.0196868,0.048,0.0162833,0.0249802,0.0264281,0.0258231,0.0257583,0.0166874,0.0345583,0.0178099,0.0229834,0.00807268,0.00421749,0.0356112,0.0535307,0,0,0,0,0,0,0,0,0,0,0,0.0231701
89,0.0521907,0.0184905,0,0,0,0,0,0,0.034143,0.0362827,0.0267886,0.016862,0,0,0.0644957,0,0.014891,0.0415163,0.0257146,0.0222724,0.0258642,0.00817368,0.0628023,0.00495882,0.012482,0.0117042,0.0394305,0.0321533,0.0308678,0.0280591,0.04478,0.0457814,0.0334492,0.0123022,0.0215179,0.0171576,0.0234517,0.0333969,0.0200226,0.0589489,0,0,0.00912293,0,0.0163493,0.0113121,0.054106,0.0516821,0.0140443,0.0293307,0.0194761,0.0481726,0.015868,0.0240708,0.0253293,0.0252858,0.0247168,0.0167258,0.033647,0.016471,0.022978,0.00788211,0.00418682,0.0350931,0.0536587,0,0,0,0,0,0,0,0,0,0,0,0.0221384
90,0.0587478,0.0183589,0,0,0,0,0,0,0.0713826,0.0383156,0.0554733,0.021514,0,0,0.0648131,0,0.0158391,0.0421914,0.0409204,0.0189686,0.0560621,0.0183554,0.066261,0.0414852,0.0705576,0.0503044,0.0421626,0.0372577,0.0435698,0.0191206,0.0161569,0.0617301,0.0346435,0.0136969,0.0227633,0.015853,0.0238436,0.0343527,0.0197562,0.066991,0,0,0.0118841,0,0.0165433,0.0132314,0.052445,0.0521084,0.0147147,0.0272509,0.0265818,0.0547901,0.0155802,0.0237099,0.0239422,0.0246912,0.0242208,0.0171131,0.0334118,0.016664,0.0256508,0.00909955,0.00436704,0.0370945,0.0591774,0,0,0,0,0,0,0,0,0,0,0,0.0209098
91,0.0524488,0.0167634,0,0,0,0,0,0,0.0391787,0.036053,0.0258288,0.0169877,0,0,0.0651494,0,0.0148139,0.0415643,0.0257702,0.0217821,0.0274656,0.00834309,0.06144,0.00608929,0,0.0146176,0.03935,0.0331299,0.0315153,0.028204,0.0454097,0.0528103,0.0343058,0.0121054,0.0212644,0.0162385,0.0234337,0.032365,0.0206319,0.0595554,0,0,0.00860639,0,0.0163717,0.0106595,0.0539806,0.0474375,0.0136416,0.0277311,0.0187321,0.0480218,0.0150604,0.0219431,0.0229638,0.0245916,0.0220026,0.0168397,0.0317627,0.0160121,0.0228734,0.00731031,0.0037025,0.0336899,0.0537948,0,0,0,0,0,0,0,0,0,0,0,0.0196563
92,0.0523947,0.0160927,0,0,0,0,0,0,0.0386853,0.0357166,0.0257526,0.0169755,0,0,0.0654049,0,0.0143599,0.0415563,0.0256007,0.0216176,0.026143,0.00895479,0.0605366,0.00595767,0.0131964,0.0141702,0.0390825,0.0320849,0.0309207,0.0276213,0.04462,0.0535173,0.0348594,0.0120106,0.0207959,0.0159599,0.0233957,0.0311727,0.0209652,0.0596325,0,0,0.00854783,0,0.0163459,0.0106109,0.0539868,0.0440444,0.0133405,0.0269041,0.0184003,0.0478681,0.0145496,0.0204921,0.0215897,0.0243779,0.0203363,0.0171716,0.0305867,0.0168553,0.0229395,0.00709986,0.00357685,0.0329844,0.0536932,0,0,0,0,0,0,0,0,0,0,0,0.0178463
93,0.052538,0.0154267,0,0,0,0,0,0,0.0386696,0.0355884,0.0253355,0.0169373,0,0,0.0654797,0,0.0141841,0.041635,0.0249573,0.0213784,0.0264438,0.00912923,0.0600345,0.00606886,0.0144294,0.0148667,0.0387865,0.0316988,0.0310158,0.0273763,0.0443017,0.0544206,0.0354309,0.0119869,0.0205564,0.0161157,0.0233809,0.0298445,0.0212797,0.0598514,0,0,0.00853472,0,0.0163266,0.0104716,0.0538857,0.0404544,0.0130775,0.0263472,0.0181571,0.0477216,0.013579,0.0189261,0.0200789,0.024215,0.0185174,0.0175866,0.029379,0.0179353,0.0230782,0.0068984,0.0034728,0.0322401,0.0538685,0,0,0,0,0,0,0,0,0,0,0,0.0159553
94,0.0599416,0.0155152,0,0,0,0,0,0,0.0626771,0.0379013,0.0512418,0.0223939,0,0,0.0657722,0,0.0149975,0.042497,0.0388978,0.0176441,0.0561055,0.0190651,0.0641233,0.0423911,0.0684399,0.0493036,0.0412106,0.036799,0.0419482,0.0186027,0.0153702,0.0533941,0.0370627,0.0135783,0.0219383,0.0192639,0.0238482,0.0338268,0.0216479,0.0687789,0,0,0.0110542,0,0.0165788,0.0128899,0.0513707,0.0451356,0.0136546,0.0297645,0.0253235,0.0549704,0.0132062,0.0203937,0.0205435,0.0267298,0.0153919,0.0201072,0.0323416,0.0175502,0.0262325,0.0082904,0.00381169,0.0341112,0.0604497,0,0,0,0,0,0,0,0,0,0,0,0.0174042
95,0.0611687,0.0154555,0,0,0,0,0,0,0.0619046,0.0384131,0.0508367,0.0225119,0,0,0.0658617,0,0.0152601,0.0426788,0.038515,0.0171793,0.0561543,0.0192726,0.0649089,0.0419764,0.0675197,0.0491315,0.0413112,0.0364687,0.0413918,0.0183149,0.0151263,0.0525163,0.0375656,0.0138799,0.0221277,0.0215087,0.0239079,0.033221,0.0218777,0.0702505,0,0,0.0114938,0,0.0166409,0.0133714,0.0508487,0.0424276,0.0136705,0.0303671,0.0258188,0.0560551,0.0122923,0.0190244,0.0193548,0.0273275,0.0130777,0.0211855,0.0321471,0.0171758,0.0268584,0.00830009,0.00382894,0.0339739,0.0619919,0,0,0,0,0,0,0,0,0,0,0,0.015746
96,0.0618536,0.0152357,0,0,0,0,0,0,0.0627216,0.0385681,0.0511446,0.022852,0,0,0.066086,0,0.0153761,0.0428447,0.0392263,0.0170559,0.0583634,0.0198766,0.0651118,0.0429809,0,0.0505726,0.0417266,0.0378726,0.0427728,0.0181902,0.0142575,0.0532435,0.0380623,0.013991,0.0223492,0.0175963,0.0238928,0.0269578,0.0218082,0.0712835,0,0,0.0111136,0,0.0167443,0.0132038,0.0511265,0.031969,0.0128911,0.0262179,0.0260823,0.0567519,0.0112978,0.0152405,0.0167696,0.0237302,0.0137513,0.0191827,0.0267954,0.0189046,0.0270973,0.00812048,0.00354276,0.0338668,0.062657,0,0,0,0,0,0,0,0,0,0,0,0.0117806
97,0.0628952,0.0148831,0,0,0,0,0,0,0.0625268,0.0387816,0.0514184,0.0229017,0,0,0.0664049,0,0.0158254,0.0431516,0.03896,0.0165843,0.0578456,0.0196697,0.0657843,0.0420955,0,0.0502957,0.0420893,0.0374802,0.0420607,0.0181763,0.0144025,0.0531049,0.0386763,0.0141254,0.0226989,0.0142399,0.0239314,0.0241562,0.0223916,0.0726821,0,0,0.010252,0,0.0169081,0.0126098,0.0510165,0.0269686,0.0125402,0.0256228,0.0258112,0.0575093,0.0109647,0.0143241,0.015959,0.0227803,0.0129161,0.0189725,0.0250543,0.0206854,0.027217,0.00761822,0.00323259,0.0335475,0.0637399,0,0,0,0,0,0,0,0,0,0,0,0.0111596
98,0.0638759,0.0147649,0,0,0,0,0,0,0.0625507,0.0395443,0.0515035,0.0226952,0,0,0.0666814,0,0.0166707,0.0435605,0.0388528,0.0162847,0.0574,0.0196127,0.0668332,0.0413869,0,0.0499839,0.042304,0.0369951,0.0415874,0.0179542,0.0144525,0.0528008,0.0390383,0.0143444,0.0233363,0.015028,0.0240191,0.0223628,0.0227475,0.0737577,0,0,0.0105963,0,0.0169206,0.0128025,0.0508144,0.0221177,0.0125363,0.025464,0.0255864,0.0582505,0.0108237,0.0141555,0.0153506,0.0222171,0.0120837,0.0188478,0.0238515,0.021237,0.0277653,0.00744795,0.00327586,0.0333157,0.0647816,0,0,0,0,0,0,0,0,0,0,0,0.0114196
99,0.064687,0.01424,0,0,0,0,0,0,0.0612829,0.0396002,0.0513667,0.0221833,0,0,0.0669898,0,0.0170754,0.0435692,0.0377215,0.0155192,0.0542625,0.018474,0.0674122,0.0388435,0.0606385,0.0476648,0.0424049,0.0340101,0.0383685,0.0176578,0.0150317,0.0518618,0.0395798,0.0143366,0.0232835,0.0113544,0.0241313,0.02149,0.0232529,0.0748053,0,0,0.00866816,0,0.0172593,0.0115374,0.050668,0.0192752,0.0125459,0.0263791,0.0244944,0.0584132,0.0108668,0.0145499,0.0151368,0.0224377,0.0108705,0.0193724,0.0235284,0.0202052,0.0273023,0.00649712,0.00280605,0.0326969,0.0656844,0,0,0,0,0,0,0,0,0,0,0,0.0121041
100,0.0656749,0.014195,0,0,0,0,0,0,0.0618148,0.0398222,0.0517206,0.0218401,0,0,0.0671581,0,0.0172002,0.0436892,0.0375414,0.0152254,0.0537572,0.0184469,0.0682306,0.038306,0.0598367,0.0473108,0.0424813,0.0331369,0.0373465,0.0175761,0.0150031,0.0521311,0.0401136,0.0145374,0.0234582,0.010343,0.0241921,0.0202529,0.0234923,0.0758868,0,0,0.00866178,0,0.0173497,0.0114994,0.0505683,0.0156438,0.0125405,0.0270475,0.0242656,0.0591022,0.0108193,0.0151843,0.0148151,0.0221142,0.0100729,0.0195083,0.0227408,0.0179,0.027678,0.00646939,0.00284143,0.0325255,0.0667147,0,0,0,0,0,0,0,0,0,0,0,0.012547
