Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP,,x76,x77
79,0.00710144,0.00297265,0,0,0,0,0,0,0.030606,0.0287771,0.0263034,0.00278284,0,0,0.00417867,0,0.0144203,0.000953251,0.0442045,0.0394786,0.013011,0.0194251,0.00416987,0.00528549,0.0170619,0.0297416,0.0135795,0.0120925,0.0163008,0.0245825,0.0287837,0.00296291,0.0110389,0.00226006,0.0196376,0.0223511,0.0104942,0.00300105,0.00691742,0,0,0.00224903,0,0.0160312,0.00116588,0.0375999,0.0207379,0.0336319,0.0100402,0.00745917,0.00397564,0.00463682,0,0,0.00628931,0.0100787,0.0342656,0.00837108,0.0112654,0.0204372,0.00438873,0.00359019,0.00189261,0.00395673,0.00670081,0,0,0,0,0,0,0,0,0.0161549,0.0441976,0,0,0
80,0.00697354,0.00347484,0,0,0,0,0,0,0.0308822,0.0290285,0.0274633,0.0021897,0,0,0.00379633,0,0.0144096,0.00114307,0.0450081,0.0401364,0.0127656,0.0194847,0.00396506,0.00517155,0.0175084,0.0296717,0.0142561,0.012062,0.0173362,0.0246715,0.0275436,0.00241776,0.0111691,0.0023475,0.0203606,0.0224944,0.0114333,0.00286766,0.00699543,0,0,0.00310397,0,0.0160547,0.00139992,0.0375657,0.0213521,0.0336456,0.0118015,0.00656119,0.00467561,0.0045145,0,0,0.0058306,0.0105649,0.0344232,0.00855403,0.0115235,0.0196572,0.00478858,0.00370716,0.00176988,0.00409334,0.00697045,0,0,0,0,0,0,0,0,0.0161978,0.0446703,0,0,0
81,0.00684522,0.00372072,0,0,0,0,0,0,0.0292039,0.0292298,0.0280777,0.00174854,0,0,0.00376401,0,0.0144455,0.0015035,0.0453845,0.0409193,0.0124443,0.0193124,0.00369834,0.00503229,0.0176701,0.0293582,0.0148219,0.0122287,0.0182176,0.0245051,0.0260701,0.00207514,0.0112716,0.00226392,0.0213028,0.0225707,0.0125082,0.00271395,0.00695883,0,0,0.00382536,0,0.0160599,0.00175904,0.0374562,0.0220696,0.0335751,0.0138837,0.00555526,0.00511685,0.00429719,0,0,0.0053237,0.0113075,0.034575,0.00873345,0.0120895,0.0192292,0.00518681,0.00358548,0.00171818,0.00403085,0.00718431,0,0,0,0,0,0,0,0,0.0158337,0.0446249,0,0,0
82,0.00683177,0.00395493,0,0,0,0,0,0,0.0272939,0.0294014,0.0285858,0.00155288,0,0,0.00402325,0,0.0144911,0.00194867,0.0453332,0.0417726,0.0120232,0.019495,0.00331906,0.00496598,0.0176626,0.0289519,0.015204,0.0123882,0.01886,0.0240711,0.0240902,0.00228871,0.0113402,0.00230978,0.0222549,0.0226098,0.0135996,0.00290639,0.00691044,0,0,0.00434969,0,0.0160488,0.00201432,0.0373836,0.0228167,0.0334155,0.0161117,0.00459273,0.00539682,0.00388696,0,0,0.00492306,0.0121436,0.0346035,0.00882944,0.0128405,0.0188946,0.00552883,0.00347499,0.00159462,0.00409525,0.0067849,0,0,0,0,0,0,0,0,0.0152492,0.04425,0,0,0
83,0.00679856,0.00417304,0,0,0,0,0,0,0.0252708,0.029527,0.0295683,0.00181331,0,0,0.00428325,0,0.0145442,0.00229102,0.0451325,0.0430629,0.0116339,0.0195804,0.00287255,0.00488365,0.0177361,0.0288319,0.0155294,0.0124066,0.0192999,0.0236437,0.0222439,0.00252317,0.0113739,0.00245948,0.0229217,0.0226439,0.0145126,0.00317025,0.00682945,0,0,0.00468482,0,0.0160543,0.00218444,0.037382,0.0234619,0.0331907,0.0182662,0.00374343,0.00553239,0.00336468,0,0,0.00481871,0.012924,0.0345282,0.00885614,0.0135942,0.0185703,0.00578667,0.00356581,0.00144832,0.00424651,0.00628454,0,0,0,0,0,0,0,0,0.0149019,0.0438087,0,0,0
84,0.00633074,0.00515154,0,0,0,0,0,0,0.0157531,0.030021,0.0241028,0.00371834,0,0,0.00526144,0,0.0145384,0.0034388,0.0444026,0.0351315,0.0104862,0.0164923,0.00119084,0.00450905,0.0150901,0.0245415,0.0163957,0.0136186,0.0181531,0.0229036,0.0153153,0.00334026,0.0115726,0.00267822,0.0243529,0.0228219,0.0172959,0.00221935,0.00620211,0,0,0.00553139,0,0.0161152,0.00274572,0.0380414,0.0270926,0.0302347,0.0205576,0.00250868,0.0056606,0.00509011,0.0167735,0,0.00625227,0.0162661,0.0366408,0.0114473,0.0172097,0.0196707,0.00624083,0.00356098,0.000992721,0.00503627,0.00591712,0,0,0,0,0,0,0,0,0.0124157,0.0425004,0,0,0
85,0.00637933,0.00544705,0,0,0,0,0,0,0.0100986,0.0301819,0.0210083,0.00464838,0,0,0.00561625,0,0.0145117,0.00368847,0.0442706,0.0312068,0.00976648,0.0150186,0.00129507,0.0045947,0.0135515,0.0220742,0.0171036,0.0146228,0.0179701,0.0224942,0.0120599,0.00350096,0.0116861,0.00262889,0.02446,0.0228192,0.0175117,0.00261893,0.00622211,0,0,0.00540083,0,0.0160227,0.00302075,0.0379989,0.0270435,0.0300241,0.0215411,0.00286529,0.00537702,0.00505493,0.01691,0,0.00663218,0.016483,0.0363937,0.0112582,0.0175236,0.0192714,0.00602686,0.00356265,0.00110149,0.00540205,0.00632237,0,0,0,0,0,0,0,0,0.011069,0.0419751,0,0,0
86,0.00742246,0.00705965,0,0,0,0,0,0,0.00710278,0.0307907,0.0158062,0.00844234,0,0,0.00676379,0,0.0145313,0.00471514,0.0475829,0.0186126,0.00672911,0.0152854,0.00620126,0.00583187,0.0103724,0.0160585,0.0217649,0.0209046,0.0218759,0.0199323,0.00760955,0.00438181,0.012021,0.00272761,0.0254149,0.023092,0.0182746,0.00421901,0.00755419,0,0,0.00713773,0,0.0159724,0.00464773,0.0366866,0.0275157,0.030208,0.0232831,0.00574994,0.00642807,0.00608829,0.0162148,0,0.00793354,0.0174024,0.0363846,0.0114645,0.018443,0.0199906,0.00704529,0.00414298,0.00127102,0.00705763,0.00790673,0,0,0,0,0,0,0,0,0.0147676,0.0433182,0,0,0
87,0.00404254,0.00543234,0,0,0,0,0,0,0.0196028,0.0319633,0.0179117,0.0093945,0,0,0.00641108,0,0.012598,0.0011596,0.048618,0.0229472,0.00673934,0.01821,0.00835859,0.00584671,0.0136964,0.0195932,0.0222522,0.0219202,0.0204203,0.0190712,0.0215887,0.00523627,0.0132709,0.00205214,0.0263398,0.0233016,0.0191,0.0045653,0.00596393,0,0,0.00754104,0,0.0163871,0.0040358,0.0364971,0.0279989,0.0297497,0.0248271,0.00710454,0.00696479,0.00640362,0.0160526,0,0.00871531,0.0179076,0.0360784,0.0112701,0.0189265,0.0202438,0.00655591,0.0028289,0.000715433,0.00640217,0.00494546,0,0,0,0,0,0,0,0,0.0171024,0.0431018,0,0,0
88,0.00610451,0.0061875,0,0,0,0,0,0,0.0223977,0.0306783,0.0127483,0.00751499,0,0,0.00606762,0,0.0146478,0.00422745,0.0450558,0.0171671,0.00826411,0.00884882,0.00556651,0.00442857,0.00752938,0.0122649,0.019264,0.0191885,0.0178157,0.0224622,0.0299359,0.00389847,0.0118514,0.00251778,0.0265029,0.0229042,0.0193986,0.00293956,0.00571362,0,0,0.00481263,0,0.0159176,0.00341773,0.0375342,0.0280282,0.0290996,0.0255202,0.0053264,0.00454837,0.00548171,0.0165793,0,0.00863782,0.0177987,0.0356789,0.0107842,0.0187426,0.0195774,0.00564411,0.00445057,0.00138486,0.00608157,0.0056507,0,0,0,0,0,0,0,0,0.00593436,0.0403496,0,0,0
89,0.00644206,0.00667619,0,0,0,0,0,0,0.0282755,0.030805,0.0187292,0.00941384,0,0,0.00616483,0,0.0146803,0.00443485,0.0492201,0.0238537,0.00727279,0.0185249,0.00916135,0.00467109,0.014959,0,0.0217995,0.0214223,0.0199488,0.0187302,0.0334532,0.004053,0.0118967,0.00248017,0.0250952,0.0231207,0.019048,0.00524503,0.00628991,0,0,0.00582118,0,0.0159397,0.00411399,0.0350644,0.0273845,0.0314465,0.0275467,0.00720731,0.0054875,0.00502042,0,0,0.00905403,0.0166807,0.0339325,0.00829084,0.0167038,0.0176002,0.00618766,0.00437523,0.00127752,0.00644939,0.00579159,0,0,0,0,0,0,0,0,0.0173043,0.0423141,0,0,0
90,0.0060297,0.00704363,0,0,0,0,0,0,0.0309159,0.0311628,0.0184044,0.0108463,0,0,0.00714328,0,0.0146593,0.00507458,0.0484033,0.0232536,0.00760886,0.0174504,0.00923613,0.00467989,0.0142345,0,0.0212782,0.0205716,0.0197118,0.0189675,0.0380229,0.00509511,0.0120946,0.00261724,0.0272869,0.0232273,0.0211425,0.00426316,0.00570641,0,0,0.00562923,0,0.0159844,0.00411079,0.036514,0.0298715,0.0283753,0.0285324,0.00837615,0.00536092,0.00550273,0.0155384,0,0.00962306,0.0190024,0.0354588,0.0103198,0.0193627,0.0196763,0.00577546,0.00412516,0.0012126,0.00684522,0.00586399,0,0,0,0,0,0,0,0,0.0158617,0.0405255,0,0,0
91,0.00471296,0.005911,0,0,0,0,0,0,0.0319856,0.0310261,0.0130798,0.00900124,0,0,0.00623962,0,0.0145572,0.0043088,0.0455068,0.0179225,0.00846549,0.0052739,0.00634046,0.00324827,0.00640005,0.00720213,0.0190206,0.0193324,0.017879,0.0219335,0.0428541,0.00454314,0.0120322,0.0025094,0.0271138,0.0230653,0.0212098,0.00357169,0.00412913,0,0,0.0038052,0,0.0160309,0.002834,0.0377061,0.0296658,0.0277531,0.0288047,0.00692587,0.00430115,0.00432477,0.0160939,0.0109396,0.0092752,0.0188346,0.0351601,0.00993601,0.0190662,0.0195669,0.00476329,0.00360727,0.00114138,0.00574914,0.00455088,0,0,0,0,0,0,0,0,0.0046522,0.0382504,0,0,0
92,0.00505664,0.00636327,0,0,0,0,0,0,0.0341019,0.0311612,0.0156857,0.00999427,0,0,0.00661313,0,0.0146678,0.00451367,0.0465363,0.0203599,0.00831037,0.00742535,0.00731795,0.00387176,0.00869363,0,0.0189115,0.018602,0.0184972,0.0208682,0.0439744,0.00475331,0.0121135,0.002667,0.027157,0.0231294,0.0212185,0.00403373,0.00458664,0,0,0.00419703,0,0.0160049,0.00318762,0.0376472,0.0294865,0.0273808,0.0291954,0.00792414,0.00476449,0.00431975,0.0162596,0.0120693,0.00947473,0.0189377,0.0350999,0.00979764,0.0190796,0.0197187,0.00517527,0.00354988,0.00121909,0.00636507,0.00458172,0,0,0,0,0,0,0,0,0.00919679,0.0381308,0,0,0
93,0.00482511,0.00614106,0,0,0,0,0,0,0.0350895,0.0310833,0.0146013,0.00971867,0,0,0.00649243,0,0.0147675,0.0043412,0.0457602,0.01979,0.00881115,0.00404043,0.00622369,0.00352832,0.00789488,0,0.0183837,0.0184713,0.0175923,0.0217583,0.0463674,0.00470812,0.0120802,0.00269287,0.0271857,0.0230185,0.0212511,0.00380931,0.00445423,0,0,0.00362985,0,0.0159583,0.0027512,0.038129,0.0295183,0.0268832,0.0295812,0.00750721,0.0043812,0.00386326,0.0166414,0.0124809,0.00971843,0.0188964,0.0349312,0.00957384,0.0190054,0.019763,0.00474864,0.0034607,0.0012704,0.00628477,0.00444567,0,0,0,0,0,0,0,0,0.00767951,0.0373659,0,0,0
94,0.00502309,0.00665966,0,0,0,0,0,0,0.0354815,0.031186,0.0185492,0.0111323,0,0,0.00692284,0,0.0148184,0.00469965,0.0465127,0.0249387,0.00893771,0.0127962,0.00759906,0.00381969,0.0125868,0.0122531,0.0193508,0.0180036,0.0184328,0.0206603,0.0452276,0.00517202,0.012116,0.00268503,0.0274751,0.0230982,0.0215563,0.00445963,0.00482338,0,0,0.00430637,0,0.0159174,0.00318835,0.0378526,0.0298899,0.0265387,0.030299,0.00869713,0.00473207,0.00388705,0.0166857,0.0128991,0.0101502,0.0191997,0.0347426,0.00945525,0.0192041,0.020128,0.00505041,0.00333154,0.00120368,0.0067941,0.00414398,0,0,0,0,0,0,0,0,0.013964,0.0375876,0,0,0
95,0.00475951,0.00628622,0,0,0,0,0,0,0.0358531,0.0310578,0.0157932,0.0100133,0,0,0.00660343,0,0.0148463,0.00440369,0.0448104,0.0220483,0.00934518,0.00384323,0.00555202,0.00328154,0.00827195,0,0.0179299,0.0179346,0.0167789,0.0223384,0.0472851,0.0048832,0.0120792,0.00255927,0.0281291,0.0229674,0.0221041,0.00384063,0.0044835,0,0,0.00345758,0,0.0158966,0.00249665,0.0385919,0.0303457,0.0261449,0.0310393,0.00736439,0.00411198,0.003302,0.0170922,0.0136421,0.010684,0.01946,0.0346172,0.00933075,0.0194334,0.0207048,0.00468681,0.00339814,0.00113799,0.0064699,0.00348739,0,0,0,0,0,0,0,0,0.00760914,0.036564,0,0,0
96,0.00458851,0.00616287,0,0,0,0,0,0,0.0355882,0.0311171,0.0165611,0.0102197,0,0,0.00669521,0,0.0148401,0.00440251,0.0443056,0.0232705,0.0094977,0.00457084,0.00537883,0.00302607,0.00889963,0.00458694,0.017599,0.0174124,0.016378,0.0224894,0.0467118,0.0050349,0.0121113,0.0026552,0.0289194,0.0229592,0.0226998,0.00383083,0.00447865,0,0,0.00360017,0,0.0158643,0.00251849,0.0388097,0.0309618,0.0258574,0.0320765,0.00721387,0.00409674,0.00327203,0.0172023,0.01448,0.0112969,0.0199078,0.0344727,0.00919485,0.0197945,0.0215659,0.00489369,0.00352059,0.00107942,0.00640377,0.00384138,0,0,0,0,0,0,0,0,0.00801746,0.0361717,0,0,0
97,0.00325025,0.00384636,0,0,0,0,0,0,0.0353494,0.0321644,0.0167138,0.010246,0,0,0.00549923,0,0.0127446,0.00217463,0.043835,0.0233973,0.00956391,0.00468447,0.00506966,0.0031863,0.00971449,0,0.0169802,0.0167071,0.0156558,0.0226916,0.046469,0.00418436,0.013262,0.00192912,0.0306026,0.0232104,0.023961,0.00366009,0.00352887,0,0,0.00714838,0,0.0163679,0.00184897,0.0391333,0.0322451,0.0254763,0.0338098,0.00696426,0.00410254,0.00349721,0.0171402,0.0157269,0.0122827,0.0207191,0.0342636,0.00911207,0.0205439,0.0234098,0.00472723,0.00123401,0.000884014,0.00482223,0.00472844,0,0,0,0,0,0,0,0,0.00851922,0.0357126,0,0,0
98,0.00442524,0.00590264,0,0,0,0,0,0,0.035054,0.0312488,0.016841,0.0104428,0,0,0.00699051,0,0.0148606,0.00450912,0.0431656,0.0237776,0.00973644,0.00528739,0.00497467,0.00270183,0.0105489,0,0.0166429,0.0159399,0.0152895,0.0228098,0.0458644,0.0054495,0.0122066,0.00272707,0.032166,0.0229846,0.0251047,0.00387853,0.00451663,0,0,0.00401092,0,0.0158452,0.00266262,0.0395658,0.0333934,0.0252971,0.0354632,0.00661294,0.00422185,0.00365167,0.0174382,0.0167548,0.013179,0.0214116,0.0340156,0.00898821,0.0211577,0.025306,0.0050251,0.00332137,0.00116663,0.00612616,0.00407038,0,0,0,0,0,0,0,0,0.00894959,0.0352793,0,0,0
99,0.00427389,0.00585301,0,0,0,0,0,0,0.0347282,0.0313421,0.0166063,0.0103439,0,0,0.00727732,0,0.0148392,0.00471571,0.0425946,0.0235972,0.0099571,0.00570431,0.00463629,0.00247477,0.0112866,0,0.0164055,0.0152062,0.0150699,0.022819,0.0450193,0.00579439,0.0122687,0.00277021,0.032851,0.0230639,0.0257994,0.00407891,0.00430921,0,0,0.00419239,0,0.0158871,0.00290775,0.039968,0.034148,0.0250208,0.0365958,0.00636236,0.00442547,0.00366085,0.0179168,0.0174914,0.0137398,0.0219374,0.0338645,0.00889138,0.021568,0.0259225,0.00520525,0.00371873,0.00120037,0.00604545,0.00378279,0,0,0,0,0,0,0,0,0.00910843,0.0350195,0,0,0
100,0.00353977,0.00578725,0,0,0,0,0,0,0.0353501,0.0317625,0.0157586,0.0106967,0,0,0.00669701,0,0.0145208,0.00438436,0.0413387,0.0227597,0.0113682,0.00555639,0.00421436,0.00305352,0.0122953,0,0.0164494,0.0148519,0.0148892,0.023029,0.045466,0.0054169,0.0126447,0.00239366,0.017369,0.023228,0.0129588,0.00218042,0.00331787,0,0,0.00455333,0,0.015982,0.00350421,0.0370592,0.0208104,0.0216659,0.0123195,0.00604791,0.00451402,0.00851276,0.0285265,0.0180958,0.0139031,0.00783469,0.0338204,0.00248669,0.014274,0.0201636,0.00538041,0.00346701,0.00101825,0.00576457,0.00272091,0,0,0,0,0,0,0,0,0.00891863,0.0339441,0,0,0
101,0.0032973,0.00558691,0,0,0,0,0,0,0.0344492,0.0317048,0.0150296,0.0102689,0,0,0.00667983,0,0.014603,0.00437902,0.0415521,0.0215392,0.0111185,0.00626321,0.00374276,0.00275584,0.0128683,0,0.0159359,0.0140856,0.014501,0.0229228,0.043765,0.00548916,0.0125782,0.00236019,0.0111478,0.0232238,0.00404674,0.0023238,0.00318265,0,0,0.00443286,0,0.0159628,0.00349146,0.037094,0.0128764,0.0226242,0.00730399,0.0056787,0.00458334,0.00663656,0.0246139,0.0108295,0.00789048,0.00481742,0.0354153,0.00480662,0.00829095,0.0153004,0.00534078,0.00332132,0.0010079,0.0055601,0.00261322,0,0,0,0,0,0,0,0,0.0090762,0.0338828,0,0,0
102,0.0035482,0.00559308,0,0,0,0,0,0,0.0343455,0.031494,0.0144137,0.0100317,0,0,0.00716312,0,0.0148972,0.00475765,0.0415864,0.0203792,0.011238,0.00625013,0.00357903,0.00261229,0.0130136,0.0370932,0.0158313,0.0140538,0.0144139,0.0231901,0.0433336,0.0059014,0.0123818,0.00240164,0.0149275,0.0231366,0.00963361,0.00226519,0.0035038,0,0,0.00432955,0,0.0158866,0.00338809,0.0375408,0.0178008,0.0218445,0.0101501,0.00482944,0.00449839,0.00773643,0.0269419,0.0153213,0.0116887,0.00647591,0.0342857,0.00294396,0.0120573,0.0182495,0.00513956,0.00355407,0.00110462,0.00566136,0.00292561,0,0,0,0,0,0,0,0,0.0083537,0.0335612,0,0,0
103,0.00372889,0.00570937,0,0,0,0,0,0,0.0334333,0.0314723,0.0139394,0.0101437,0,0,0.00761998,0,0.0149717,0.00501081,0.041677,0.018743,0.0115257,0.00641391,0.00377698,0.00259327,0.0131919,0.0388122,0.0151521,0.0133115,0.0136915,0.0239243,0.0415492,0.00629499,0.0123553,0.00253807,0.0173865,0.0231042,0.0143695,0.00264563,0.00373473,0,0,0.00447208,0,0.0158377,0.00339779,0.0378569,0.0232929,0.0211472,0.0141582,0.00470228,0.00449086,0.00874021,0.0287165,0.0185315,0.0145582,0.00931437,0.0332178,0.00270371,0.0157019,0.0200031,0.00512969,0.00321528,0.0011478,0.00590051,0.0027009,0,0,0,0,0,0,0,0,0.00789059,0.0330731,0,0,0
104,0.0037274,0.005683,0,0,0,0,0,0,0.0315095,0.0314508,0.0136819,0.0100564,0,0,0.00796049,0,0.0149975,0.00518188,0.0421142,0.0173773,0.011784,0.00647521,0.00380743,0.00239242,0.0128582,0.0385302,0.0146565,0.0126894,0.0129287,0.0251864,0.0384364,0.00662239,0.0123435,0.00273319,0.0171665,0.0230638,0.0149277,0.00277687,0.00385419,0,0,0.00452849,0,0.0157981,0.00332821,0.0379315,0.0242646,0.0208968,0.0145569,0.00473018,0.00444628,0.0088401,0.0288477,0.0186419,0.0147719,0.00980692,0.0329718,0.00298539,0.0162587,0.019693,0.00512901,0.00298177,0.00118354,0.00597435,0.00315707,0,0,0,0,0,0,0,0,0.00711489,0.0329696,0,0,0
105,0.00376556,0.00565091,0,0,0,0,0,0,0.0282235,0.0314072,0.0133966,0.0098162,0,0,0.00806613,0,0.0150284,0.0051913,0.0427819,0.0160602,0.012139,0.00651557,0.00375988,0.00229648,0.012178,0.0376282,0.0142003,0.0120189,0.011982,0.0268802,0.0339842,0.00670232,0.0123004,0.00283217,0.0168559,0.0230225,0.0151594,0.00273418,0.00402984,0,0,0.00464907,0,0.0157513,0.00329494,0.0379821,0.0248497,0.0206447,0.0148015,0.00486835,0.00446082,0.00886254,0.0288361,0.0185698,0.0148547,0.0101058,0.032772,0.00318598,0.0165297,0.0191816,0.00516261,0.00298375,0.00125591,0.00598561,0.00358821,0,0,0,0,0,0,0,0,0.00620829,0.0329679,0,0,0
106,0.00385907,0.00561142,0,0,0,0,0,0,0.0238839,0.0313672,0.0126796,0.00939777,0,0,0.00804146,0,0.0150466,0.00513261,0.0436163,0.0146843,0.012564,0.00650215,0.00366209,0.00229748,0.0110349,0.0372396,0.0136515,0.0114657,0.0108264,0.0288436,0.0281841,0.00667614,0.0122841,0.00280371,0.0164252,0.0230253,0.0152736,0.00240862,0.00419095,0,0,0.00475619,0,0.0157425,0.00327316,0.0380652,0.0251458,0.0204067,0.0150049,0.00502069,0.00449545,0.00885584,0.028761,0.0184004,0.014922,0.0102658,0.0325896,0.00335152,0.0165397,0.0184888,0.00528186,0.00328244,0.00133653,0.00599715,0.0034078,0,0,0,0,0,0,0,0,0.00515882,0.0331737,0,0,0
107,0.00416901,0.00378235,0,0,0,0,0,0,0.0177626,0.0323881,0.0117639,0.009256,0,0,0.00560734,0,0.0128829,0.00181096,0.0443685,0.0137603,0.0128483,0.00689829,0.00356394,0.00203206,0.0100601,0,0.0124573,0.0102128,0.00909243,0.0306521,0.0190708,0.00386527,0.0133936,0.00221863,0.0157449,0.0233528,0.0153342,0.00224283,0.00416632,0,0,0.00625677,0,0.016376,0.00223976,0.0378844,0.0256518,0.0200258,0.0148972,0.00609746,0.00455349,0.00891054,0.0287458,0.0181102,0.0147737,0.0104662,0.0324606,0.00365623,0.0166701,0.0176606,0.00457377,0.00153108,0.00100993,0.0044569,0.00570966,0,0,0,0,0,0,0,0,0.00508778,0.0333532,0,0,0
108,0.00324256,0.00522818,0,0,0,0,0,0,0.0129402,0.0314815,0.00955766,0.00918196,0,0,0.00798152,0,0.0149396,0.00502788,0.0451347,0.0107677,0.0130077,0.0061734,0.00347865,0.00171981,0.00758399,0,0.0111864,0.00974551,0.00820904,0.0325703,0.0125103,0.00685966,0.012274,0.00269362,0.0154714,0.0231349,0.015646,0.00226627,0.00329916,0,0,0.00374992,0,0.0158658,0.00292164,0.03824,0.0260687,0.0201933,0.0151622,0.0054014,0.00458958,0.00890478,0.0286211,0.0180175,0.0147825,0.0107003,0.0324172,0.00388776,0.0167465,0.0171372,0.00523617,0.00322075,0.00104012,0.0053778,0.00274359,0,0,0,0,0,0,0,0,0.00399802,0.0342728,0,0,0
109,0.00318982,0.00471808,0,0,0,0,0,0,0.0099013,0.0312524,0.00732767,0.00870513,0,0,0.00759344,0,0.0148984,0.00464093,0.0462118,0.00643857,0.013145,0.00491022,0.00330786,0.00117693,0.00409641,0.037429,0.00987328,0.00947017,0.00829249,0.034046,0.00927187,0.00644474,0.0121732,0.00263194,0.0149252,0.0230029,0.0156407,0.00250894,0.00318976,0,0,0.00282952,0,0.0159088,0.00217605,0.0390549,0.0257731,0.0203813,0.015329,0.00364618,0.00425183,0.00887941,0.0279692,0.0176357,0.0148044,0.0107376,0.0324853,0.00415154,0.01626,0.0158588,0.00458926,0.00316483,0.000952269,0.00479828,0.00302501,0,0,0,0,0,0,0,0,0.00342591,0.0362942,0,0,0
110,0.00320935,0.0044754,0,0,0,0,0,0,0.00617459,0.0311528,0.0061616,0.00851088,0,0,0.00748156,0,0.0148278,0.00443269,0.0466363,0.00266348,0.0134102,0.004545,0.00339602,0.00102253,0.00195252,0.0360687,0.00866737,0.00858944,0.00870486,0.0353722,0.00463627,0.0062677,0.0121476,0.00267125,0.0139336,0.0229295,0.0153713,0.00278686,0.00304448,0,0,0.00250878,0,0.0159209,0.0018143,0.0394576,0.0255055,0.02049,0.0150517,0.00320184,0.00414575,0.00876456,0.0272709,0.0168525,0.0144025,0.0106532,0.0324448,0.00455106,0.015788,0.0143454,0.00452681,0.00272048,0.00088505,0.00449367,0.00284586,0,0,0,0,0,0,0,0,0.0054447,0.0379818,0,0,0
111,0.00310767,0.00451352,0,0,0,0,0,0,0.00516449,0.0311501,0.00618685,0.00828016,0,0,0.00751824,0,0.0147382,0.00449564,0.0461933,0.00298464,0.0134409,0.00348344,0.00278866,0.00116259,0.00192811,0,0.00921093,0.00927839,0.0102554,0.0373537,0.00740956,0.00633229,0.0121726,0.00269444,0.0127668,0.0229625,0.015099,0.00266805,0.00279858,0,0,0.00273119,0,0.0159342,0.00198098,0.0393775,0.025605,0.02042,0.0143494,0.00396214,0.00434417,0.00857393,0.0267319,0.0158906,0.0137109,0.0105878,0.03227,0.00502274,0.015548,0.0127925,0.00478429,0.00240009,0.000780679,0.00443515,0.00231796,0,0,0,0,0,0,0,0,0.00723232,0.039156,0,0,0
112,0.00291275,0.00412007,0,0,0,0,0,0,0.0071948,0.0311073,0.00729325,0.00799735,0,0,0.00723094,0,0.0146277,0.00424782,0.045987,0.00610219,0.0137876,0.00178449,0.0029191,0.00104636,0.00388429,0,0.0110841,0.0106527,0.0124333,0.03944,0.0115784,0.00608943,0.012167,0.00255907,0.0119418,0.0229278,0.0147413,0.00279565,0.00253958,0,0,0.00268732,0,0.0159723,0.00173903,0.0396192,0.0252435,0.0204573,0.0138521,0.00348837,0.00426813,0.00836659,0.0260821,0.0150705,0.0132174,0.0103508,0.0321675,0.0052015,0.0149299,0.0114512,0.00478344,0.00229385,0.000705504,0.00392059,0.00261498,0,0,0,0,0,0,0,0,0.00827422,0.0406315,0,0,0
113,0.00266382,0.00362843,0,0,0,0,0,0,0.0100606,0.0311052,0.00941473,0.00787469,0,0,0.00652727,0,0.0144223,0.00371111,0.0455367,0.00890798,0.0141007,0.00281967,0.00351018,0.00106079,0.00554503,0,0.0134186,0.0123965,0.0145334,0.0413464,0.0150786,0.00544558,0.0122334,0.00224271,0.0110573,0.0228915,0.0143509,0.00310221,0.00222933,0,0,0.00279097,0,0.0160035,0.00136932,0.0399134,0.0246488,0.0204831,0.0133152,0.00282938,0.00408077,0.0081815,0.0255735,0.0142048,0.0127412,0.0100296,0.0320796,0.00531552,0.014194,0.0100023,0.00472901,0.00222849,0.000627769,0.00331281,0.00268632,0,0,0,0,0,0,0,0,0.00880206,0.0418484,0,0,0
114,0.0025529,0.00328219,0,0,0,0,0,0,0.0127904,0.0311185,0.0115666,0.00788844,0,0,0.00568133,0,0.0142582,0.00308651,0.0449776,0.0108234,0.014308,0.00557173,0.00428337,0.00100461,0.00678034,0,0.0150531,0.0136024,0.0157719,0.0422583,0.017314,0.00459883,0.0122823,0.00206286,0.0103099,0.0228484,0.0141194,0.00325869,0.0020845,0,0,0.00302181,0,0.0160162,0.00111862,0.0402292,0.0243275,0.0204685,0.0128887,0.00237051,0.00400528,0.00807098,0.0250541,0.0134087,0.0122375,0.00983019,0.031903,0.00551904,0.0136854,0.00867859,0.0048351,0.00223112,0.000599502,0.00297399,0.00264833,0,0,0,0,0,0,0,0,0.00917494,0.0425291,0,0,0
