Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP,,x76,x77
36,0.00523871,0.00549443,0,0,0,0,0,0,0.0171803,0.0316099,0.00341952,0.00481348,0,0,0.00402346,0,0.0123148,0.00220558,0.0348071,0.0101715,0.0161925,0.00469097,0.00352673,0.00203958,0.00403146,0.00395608,0.0063855,0.00412344,0.00699643,0.0325278,0.0208528,0.00282759,0.0128546,0.00181516,0.0140913,0.0234674,0.0439254,0.00810778,0.00520005,0,0,0.00808281,0,0.0167167,0.00153897,0.0418124,0.0732066,0.0279925,0.0263045,0.00788334,0.00318524,0.0328438,0,0,0.0257482,0.0196761,0.0293747,0.0177469,0.0226515,0.0215522,0.00416266,0.0019178,0.00157426,0.00558018,0.00814962,0,0,0,0,0,0,0,0,0.00468155,0.0388605,0,0,0
37,0.00332913,0.00528494,0,0,0,0,0,0,0.0183842,0.0309394,0.00310938,0.0050791,0,0,0.00727882,0,0.0141997,0.0044892,0.03438,0.0101388,0.0159851,0.00495497,0.00343796,0.00366605,0.00399517,0.0039179,0.00638726,0.00406437,0.00694982,0.0325136,0.0224578,0.00689672,0.0116054,0.00254168,0.0106778,0.0232506,0.0417329,0.00813335,0.00543364,0,0,0.00240731,0,0.016193,0.000477648,0.0420889,0.0700799,0.0287695,0.0249037,0.00873451,0.00595393,0.0323475,0,0,0.0237064,0.0194119,0.0291678,0.0180869,0.02254,0.0205339,0.0051829,0.000502046,0.000423694,0.00688517,0.00415398,0,0,0,0,0,0,0,0,0.00480047,0.0388599,0,0,0
38,0.00598268,0.00416033,0,0,0,0,0,0,0.0164844,0.0303719,0.0027525,0.00507304,0,0,0.00642871,0,0.0143523,0.00289869,0.0354537,0.00913014,0.0161948,0.00573844,0.00422373,0.0029517,0.00422595,0.00555405,0.00660955,0.0041315,0.00695768,0.0325909,0.0199438,0.00501742,0.0113717,0.00222985,0.00871619,0.0229441,0.0127215,0.00335265,0.00784873,0,0,0.00506642,0,0.0162941,0.00213671,0.0393277,0.0150023,0.029489,0.016899,0.0130987,0.00633548,0.0112041,0,0,0,0.0147947,0.0139259,0.0131337,0.0115667,0.00781124,0.00542439,0.000696205,0.000892886,0.00616026,0.00665446,0,0,0,0,0,0,0,0,0.00512077,0.038216,0,0,0
39,0.00381826,0.00520161,0,0,0,0,0,0,0.0189514,0.0314053,0.00237514,0.00620502,0,0,0.00736764,0,0.0144467,0.00439893,0.0340822,0.00998719,0.0155798,0.00604607,0.00341373,0.00452021,0.00443056,0.00489279,0.00713925,0.00436333,0.00740581,0.0325262,0.0231455,0.0071887,0.011781,0.00232009,0.00803807,0.0232109,0.039472,0.00845954,0.00566657,0,0,0.00373958,0,0.0163255,0.00086137,0.043061,0.0668933,0.0296401,0.0240174,0.00880232,0.00525627,0.0316608,0,0,0.0215348,0.0182537,0.0287586,0.0186461,0.0223022,0.0172729,0.00493585,0.000592738,0.000657881,0.00672694,0.00544834,0,0,0,0,0,0,0,0,0.00516937,0.0389558,0,0,0
40,0.00415681,0.00495646,0,0,0,0,0,0,0.0192086,0.0314446,0.0022802,0.00634954,0,0,0.00725096,0,0.0143727,0.00423213,0.0343893,0.00972945,0.0156241,0.00645848,0.00319427,0.00547686,0.00471594,0.00525038,0.00732437,0.00463218,0.00755677,0.032469,0.023563,0.00729671,0.0117592,0.00234731,0.00633778,0.0231457,0.0377216,0.0083881,0.00593066,0,0,0.00425038,0,0.0163146,0.00103426,0.0433512,0.0638566,0.0298618,0.0235594,0.00889783,0.00518938,0.0305465,0,0,0.0200458,0.0176761,0.0285654,0.018556,0.0217366,0.0161204,0.00470805,0.000362844,0.000658112,0.00644715,0.00606809,0,0,0,0,0,0,0,0,0.00545436,0.0390171,0,0,0
41,0.00700731,0.00387246,0,0,0,0,0,0,0.0163846,0.0304245,0.00218895,0.00634581,0,0,0.0067021,0,0.0143316,0.00237847,0.0362594,0.00817456,0.0164026,0.00717916,0.00483539,0.00462499,0.00528443,0.0073541,0.00771473,0.00552271,0.00762615,0.0327472,0.020142,0.0050196,0.011357,0.00230989,0.00823595,0.0226549,0.0119372,0.00265943,0.0088184,0,0,0.00637511,0,0.01625,0.00290654,0.0400723,0.021871,0.0303013,0.0155916,0.0142949,0.00647095,0.00934613,0,0,0.0121646,0.00954831,0.0161129,0.00913511,0.00812081,0.0106749,0.00554589,0.00104052,0.00118695,0.00610974,0.00816223,0,0,0,0,0,0,0,0,0.00594926,0.0381525,0,0,0
42,0.00468176,0.00525326,0,0,0,0,0,0,0.018776,0.0312459,0.00199842,0.00693018,0,0,0.00738868,0,0.0143825,0.00410151,0.0351822,0.00859222,0.0156824,0.00740868,0.002658,0.00527068,0.00542421,0.00660069,0.00792128,0.00504644,0.00758492,0.032671,0.0241169,0.00714815,0.0116279,0.00251877,0.0068618,0.0229232,0.0327634,0.00808115,0.00665083,0,0,0.00355161,0,0.0161158,0.00105133,0.0436142,0.0565219,0.030183,0.0217417,0.00850637,0.00602627,0.0279215,0,0,0.0175083,0.0168168,0.0282226,0.0178736,0.0206739,0.0161614,0.00507298,0.00148296,0.000766382,0.00708275,0.00645598,0,0,0,0,0,0,0,0,0.00602086,0.0391585,0,0,0
43,0.00498949,0.00535452,0,0,0,0,0,0,0.0179349,0.0312237,0.00177859,0.00739035,0,0,0.00734453,0,0.0145429,0.00416201,0.0354446,0.00801838,0.0156756,0.00787509,0.00260115,0.00465534,0.00580247,0.0074105,0.00822637,0.00543869,0.00758737,0.0327341,0.0237912,0.00697637,0.0116655,0.00243226,0.00948553,0.0228279,0.0310879,0.00798628,0.00696212,0,0,0.00365936,0,0.0161246,0.00109797,0.0438103,0.0542277,0.0301905,0.0207869,0.00800999,0.00621528,0.0263476,0,0,0.0159504,0.016702,0.0280341,0.017638,0.021096,0.0167797,0.00523867,0.00189211,0.000877189,0.00731503,0.00655068,0,0,0,0,0,0,0,0,0.00631719,0.0391879,0,0,0
44,0.00817271,0.00393902,0,0,0,0,0,0,0.0146802,0.0302141,0.00157034,0.008392,0,0,0.00702182,0,0.0144521,0.00196495,0.0372893,0.00636843,0.016581,0.00853767,0.00495767,0.00495052,0.00643459,0.00971953,0.00848126,0.00674397,0.00764311,0.0329222,0.0195902,0.00477042,0.0111673,0.00224507,0.0107225,0.022353,0.0131703,0.00296803,0.00988721,0,0,0.00670086,0,0.0161155,0.00346021,0.0401535,0.0263134,0.0312726,0.0114112,0.0140581,0.00711584,0.00857063,0,0,0.00972719,0.00322349,0.0212646,0.00352998,0.00908979,0.0172402,0.00616258,0.00174953,0.00160105,0.00623847,0.00942255,0,0,0,0,0,0,0,0,0.00683839,0.0383081,0,0,0
45,0.00568492,0.00509414,0,0,0,0,0,0,0.0173053,0.0311685,0.00171941,0.00733838,0,0,0.00690003,0,0.0144623,0.00355734,0.0358524,0.00668749,0.0158446,0.00874602,0.00152213,0.00553147,0.00696012,0.00915382,0.00841917,0.00640174,0.00765172,0.0328201,0.02313,0.00647647,0.011552,0.00241688,0.0153838,0.0226295,0.0239863,0.00669341,0.00751823,0,0,0.00401958,0,0.0160201,0.00174866,0.0427063,0.0418096,0.0298375,0.017115,0.00775399,0.00652377,0.020911,0,0,0.0108833,0.0155049,0.0277591,0.015643,0.0195201,0.0202301,0.00534844,0.00183796,0.00124386,0.0068308,0.00749004,0,0,0,0,0,0,0,0,0.00703837,0.0390899,0,0,0
46,0.0099967,0.00673619,0,0,0,0,0,0,0.0172218,0.0317723,0.00174938,0.0074597,0,0,0.00582904,0,0.0124222,0.00527998,0.0359709,0.00622353,0.0161173,0.00912548,0.00170633,0.00572936,0.00741824,0.00994757,0.00873521,0.00680233,0.00762169,0.0329015,0.0231599,0.00356276,0.0127566,0.0021227,0.0192167,0.0227631,0.0225239,0.00616424,0.0102822,0,0,0.0129372,0,0.0166416,0.00389332,0.0424845,0.0382022,0.029273,0.0167659,0.00702762,0.00493313,0.0178568,0,0,0.00726539,0.0155,0.0276207,0.0148828,0.0197389,0.0229019,0.00535031,0.00124844,0.0017645,0.00741655,0.0137653,0,0,0,0,0,0,0,0,0.00739911,0.039028,0,0,0
47,0.00888276,0.00310994,0,0,0,0,0,0,0.0153187,0.0301053,0.00182739,0.00780626,0,0,0.00735839,0,0.0143346,0.0016787,0.0372114,0.00529927,0.0172898,0.0094259,0.00531869,0.00686604,0.00764733,0.0114466,0.00899039,0.00769818,0.0075933,0.0330519,0.0205686,0.00477377,0.0110943,0.0019326,0.00991242,0.0222413,0.0112732,0.00306425,0.0102205,0,0,0.00951187,0,0.016216,0.00458316,0.040136,0.0239336,0.030981,0.00790744,0.0133073,0.00650857,0.00745338,0,0,0.00678013,0.00343193,0.025569,0.00230341,0.0103226,0.0168786,0.00642364,0.00141292,0.00159993,0.00490363,0.0104635,0,0,0,0,0,0,0,0,0.00770991,0.0383143,0,0,0
48,0.0071006,0.0035981,0,0,0,0,0,0,0.0181643,0.0309275,0.00231045,0.00712164,0,0,0.00671289,0,0.0143575,0.00287582,0.0359229,0.00561558,0.0165765,0.00950241,0.00116014,0.00715508,0.00789389,0.0110397,0.00906195,0.00718184,0.00781651,0.0330935,0.0240637,0.00608512,0.0114191,0.00203824,0.0246698,0.0224722,0.0172755,0.00455901,0.00849674,0,0,0.00822231,0,0.0161922,0.00339178,0.0412976,0.0259983,0.0291317,0.0155076,0.00808891,0.00579813,0.0106002,0,0,0.00459022,0.0134582,0.0281577,0.0115873,0.0160818,0.0276666,0.00557068,0.00156019,0.00124355,0.00485511,0.00909363,0,0,0,0,0,0,0,0,0.00794115,0.0387348,0,0,0
49,0.00742922,0.00327244,0,0,0,0,0,0,0.0189305,0.0308888,0.00257833,0.00736254,0,0,0.00674957,0,0.014342,0.0026416,0.035746,0.0054107,0.0167733,0.00963123,0.00169384,0.00734678,0.00812146,0.0114071,0.00905159,0.00722807,0.00808353,0.0332197,0.0249216,0.00592791,0.0113998,0.00203607,0.0271675,0.0223799,0.0166556,0.0037534,0.00872332,0,0,0.00898307,0,0.0162002,0.00376758,0.0409114,0.0230417,0.0289099,0.0160723,0.00848327,0.00590209,0.0069569,0,0,0.00643065,0.0126165,0.0288351,0.0100314,0.0143884,0.0296283,0.00566484,0.00168115,0.0013462,0.00444167,0.00931024,0,0,0,0,0,0,0,0,0.00815636,0.0385599,0,0,0
50,0.00914757,0.00258219,0,0,0,0,0,0,0.0182354,0.0302479,0.00255403,0.00840571,0,0,0.00745133,0,0.0142194,0.00159912,0.0362497,0.00535336,0.0177822,0.00976727,0.00557108,0.00805467,0.00817923,0.0120288,0.0089964,0.00765324,0.00803407,0.0332618,0.0240527,0.0051899,0.0111388,0.00190814,0.00703083,0.0221203,0.00847958,0.00257726,0.0102281,0,0,0.011155,0,0.0162705,0.00519324,0.0407922,0.018059,0.0302725,0.00810355,0.0126634,0.00658714,0.00736959,0,0,0.00522438,0.00754653,0.0295665,0.00545555,0.012468,0.0120021,0.00654059,0.00178524,0.00171284,0.00379718,0.0108464,0,0,0,0,0,0,0,0,0.00821357,0.0381538,0,0,0
51,0.00797256,0.0028389,0,0,0,0,0,0,0.0209071,0.0306899,0.00306575,0.00797439,0,0,0.0068807,0,0.014354,0.00239596,0.035678,0.00568216,0.0170669,0.00972173,0.00330688,0.00727466,0.00901275,0.0115627,0.00913043,0.00723392,0.00808488,0.0332353,0.0275047,0.00596937,0.0113738,0.00203796,0.0281008,0.0221701,0.0160638,0.00247841,0.00922448,0,0,0.00978199,0,0.0161814,0.00456186,0.0404315,0.0180142,0.0287687,0.0150068,0.0101474,0.00686843,0.00504357,0,0,0.0104029,0.0104364,0.0321458,0.00758161,0.00964061,0.0293446,0.00606224,0.00198001,0.00162656,0.00403615,0.00988029,0,0,0,0,0,0,0,0,0.0084852,0.0381608,0,0,0
52,0.00897328,0.00275648,0,0,0,0,0,0,0.0209657,0.0302589,0.00315367,0.00882405,0,0,0.00748457,0,0.0143056,0.00186788,0.0356108,0.00611488,0.0178629,0.00966343,0.00585734,0.00729293,0.00896,0.0114809,0.00905797,0.00721549,0.00796267,0.0330575,0.0276954,0.00562699,0.0112458,0.00200734,0.00542508,0.0219675,0.00771261,0.00246251,0.0101143,0,0,0.0107433,0,0.0161911,0.00541987,0.0418211,0.0137075,0.0300409,0.00952574,0.012976,0.00742131,0.00903477,0,0,0.00699604,0.0110748,0.03305,0.00858896,0.0146672,0.00935407,0.00669065,0.00226159,0.00191881,0.00398606,0.0106843,0,0,0,0,0,0,0,0,0.00831628,0.0379346,0,0,0
53,0.00890355,0.00310077,0,0,0,0,0,0,0.0222898,0.0303148,0.00349498,0.0089877,0,0,0.0075531,0,0.0143035,0.0020085,0.0351558,0.00652024,0.0179711,0.0095451,0.00605983,0.00737037,0.0087911,0.0110375,0.00880586,0.00678442,0.00771033,0.032947,0.0294908,0.00587417,0.011282,0.00205846,0.00481581,0.0219385,0.00832954,0.00247428,0.0100446,0,0,0.0108807,0,0.016219,0.00560904,0.0424127,0.0124569,0.0301746,0.0100153,0.0133665,0.00775012,0.0100847,0,0,0.00839758,0.0124746,0.0347764,0.0101337,0.0153911,0.00881024,0.00670946,0.00243013,0.00203779,0.00422631,0.0105401,0,0,0,0,0,0,0,0,0.00830409,0.0378391,0,0,0
54,0.00879043,0.00340689,0,0,0,0,0,0,0.0236998,0.0303807,0.00378451,0.00913873,0,0,0.00754777,0,0.0143389,0.00217213,0.0347932,0.00714333,0.0180574,0.00928,0.00630589,0.00725583,0.0082844,0.0102883,0.00848842,0.0061378,0.0074268,0.0328428,0.0313003,0.00588359,0.0113134,0.00213772,0.00470936,0.0219025,0.00962859,0.00252054,0.00998026,0,0,0.0109324,0,0.0162255,0.00577851,0.0428793,0.0126431,0.0303865,0.0113064,0.013786,0.00791089,0.0109332,0,0,0.00946626,0.0138911,0.0363042,0.0116359,0.0164257,0.00822557,0.00658918,0.00229807,0.00211968,0.0044782,0.0104033,0,0,0,0,0,0,0,0,0.00824028,0.0377067,0,0,0
55,0.00866496,0.0035798,0,0,0,0,0,0,0.0247219,0.0303524,0.00402818,0.00946084,0,0,0.00754302,0,0.0143732,0.00234947,0.0343639,0.00792066,0.0179509,0.00894126,0.00662967,0.00699191,0.00775473,0.00947163,0.00822735,0.00565976,0.00732032,0.0327455,0.0326346,0.00586105,0.0112628,0.00241861,0.00561471,0.0218498,0.0108146,0.00254676,0.00993039,0,0,0.0109638,0,0.0162065,0.00588361,0.0430333,0.0140769,0.0306368,0.0125601,0.0141495,0.00784231,0.0114476,0,0,0.010276,0.0149224,0.0373261,0.0126429,0.0173028,0.00832159,0.00641464,0.0020362,0.00216002,0.00461425,0.0103086,0,0,0,0,0,0,0,0,0.00808273,0.0374785,0,0,0
56,0.0111308,0.00594183,0,0,0,0,0,0,0.0260725,0.0309934,0.0046317,0.0101415,0,0,0.00721572,0,0.012382,0.00666061,0.0340214,0.00886499,0.0178495,0.00856308,0.00651366,0.00653475,0.00708647,0.00848124,0.00779257,0.00502341,0.00727196,0.0324854,0.0340681,0.00460501,0.0124757,0.00116066,0.00907838,0.0219226,0.0127081,0.00272033,0.0120023,0,0,0.0181,0,0.0166566,0.00740725,0.0427329,0.0167754,0.0306524,0.016076,0.0137042,0.00639423,0.0107614,0,0,0.00951745,0.016889,0.0378998,0.0137274,0.0197038,0.00925559,0.00758675,0.00166383,0.00224102,0.00642681,0.0148802,0,0,0,0,0,0,0,0,0.00784657,0.0373147,0,0,0
57,0.00877763,0.00321922,0,0,0,0,0,0,0.0268047,0.030225,0.00498457,0.0102903,0,0,0.00747786,0,0.0144734,0.00256305,0.0337346,0.00970561,0.017935,0.0082248,0.00698505,0.00625368,0.00657348,0.00787963,0.00728946,0.00459253,0.00712708,0.0322965,0.0349715,0.00589767,0.0112929,0.0024633,0.0111919,0.0218787,0.0136967,0.00268677,0.0100942,0,0,0.0128813,0,0.0163009,0.00614109,0.0422613,0.0186295,0.0311126,0.0179864,0.0142499,0.00673392,0.00986526,0,0,0.00866694,0.0177797,0.0378099,0.0140422,0.0210622,0.011092,0.00652919,0.00198811,0.00198578,0.00417163,0.010232,0,0,0,0,0,0,0,0,0.00754867,0.0372184,0,0,0
58,0.00707654,0.00343005,0,0,0,0,0,0,0.0290422,0.0307705,0.00547494,0.00902715,0,0,0.00753633,0,0.0145088,0.00362205,0.0328197,0.0104174,0.0174817,0.0074279,0.00481955,0.00608807,0.00653469,0.00671498,0.00677018,0.00413485,0.0072274,0.0324757,0.0377607,0.00684721,0.0115489,0.00237708,0.0230196,0.022044,0.0227692,0.000899559,0.00851698,0,0,0.0121947,0,0.0162936,0.00526898,0.0418955,0.027795,0.027715,0.0308231,0.0109935,0.00597945,0.00458132,0.0228756,0,0.0063207,0.0265266,0.0398034,0.0178317,0.0302599,0.0186947,0.00569773,0.00207634,0.00171396,0.00454053,0.00881079,0,0,0,0,0,0,0,0,0.00732481,0.0369504,0,0,0
59,0.00907887,0.00278957,0,0,0,0,0,0,0.0280101,0.0299031,0.00570561,0.0108713,0,0,0.00774626,0,0.0143538,0.0023555,0.0338929,0.0111514,0.0184002,0.0076919,0.0069621,0.00574879,0.00584262,0.00718581,0.00645932,0.00367393,0.00670991,0.0318242,0.0366339,0.00542531,0.0112266,0.00229367,0.0101029,0.0217824,0.0136308,0.00300396,0.0102092,0,0,0.01449,0,0.0163566,0.00668203,0.0411105,0.0197009,0.031438,0.0167659,0.0137512,0.00629517,0.007373,0,0,0.00605115,0.0173049,0.0368444,0.0134756,0.021392,0.0125363,0.00673132,0.00171321,0.00211099,0.00387966,0.0101833,0,0,0,0,0,0,0,0,0.00702088,0.0374516,0,0,0
60,0.00752073,0.00288407,0,0,0,0,0,0,0.0297541,0.030216,0.0060486,0.00970626,0,0,0.00745725,0,0.0142328,0.00312638,0.0334565,0.0117471,0.0177302,0.00690953,0.00450881,0.00526917,0.00593247,0.00623811,0.00615815,0.0031584,0.00675628,0.0318853,0.0389328,0.00641392,0.0113949,0.00260137,0.0187379,0.0219102,0.0202438,0.000560375,0.00866065,0,0,0.0137561,0,0.0163756,0.00586055,0.0413221,0.026853,0.0284018,0.0252391,0.0101131,0.00562113,0.00465649,0.0221537,0,0.00604955,0.0239478,0.0391017,0.0171493,0.0283865,0.0178505,0.00589332,0.00123888,0.00189625,0.00402855,0.0088669,0,0,0,0,0,0,0,0,0.00670952,0.0374138,0,0,0
61,0.00764479,0.00252318,0,0,0,0,0,0,0.0294518,0.0299099,0.00633643,0.0102894,0,0,0.00731165,0,0.0140798,0.00277605,0.0339108,0.0124833,0.0173534,0.00659489,0.00446631,0.0051808,0.00565315,0.00606579,0.00579066,0.00268886,0.00665632,0.0315937,0.0388335,0.00650549,0.0112222,0.00260174,0.0187784,0.0218605,0.0190655,0.000566485,0.00857424,0,0,0.0139806,0,0.0163801,0.00600539,0.0413568,0.0274933,0.0288546,0.0221495,0.00938181,0.0054542,0.00517938,0.0217608,0,0.00688577,0.0226362,0.0390552,0.0167931,0.0270515,0.0198151,0.00602362,0.00120628,0.00194973,0.00361184,0.00892067,0,0,0,0,0,0,0,0,0.00622087,0.0377147,0,0,0
62,0.00759116,0.00212823,0,0,0,0,0,0,0.0287008,0.0296324,0.00673763,0.0108413,0,0,0.00728935,0,0.0138906,0.00232191,0.0343675,0.0131255,0.0170762,0.0063232,0.00458753,0.0051518,0.00528403,0.00591149,0.00544708,0.00233887,0.00655525,0.0313034,0.0381748,0.00550959,0.0111415,0.00243363,0.0204305,0.021863,0.0182606,0.00110098,0.00840368,0,0,0.0142275,0,0.0163675,0.00620216,0.0411946,0.0291903,0.0293213,0.0197987,0.00880882,0.0053366,0.0051068,0.0213994,0,0.00662116,0.0217238,0.0393597,0.0165578,0.0259261,0.0214796,0.00635147,0.00171522,0.00197641,0.00317284,0.00876548,0,0,0,0,0,0,0,0,0.0056088,0.0381041,0,0,0
63,0.00743345,0.00165751,0,0,0,0,0,0,0.0275904,0.0294217,0.0070832,0.0112802,0,0,0.00722477,0,0.0137818,0.00189063,0.0348393,0.0135778,0.0169208,0.0061216,0.00477641,0.0050769,0.00520889,0.00576965,0.00525774,0.00234798,0.00645996,0.0310545,0.0370517,0.00523824,0.0111353,0.0022611,0.0220759,0.0218191,0.0181112,0.0016023,0.00819115,0,0,0.0146574,0,0.0163985,0.00643439,0.040914,0.031098,0.0296093,0.018821,0.00850142,0.0052703,0.00447082,0.0210697,0,0.005195,0.0212024,0.0395834,0.0163402,0.0251743,0.0219018,0.00665557,0.00188245,0.00202658,0.00259456,0.00857613,0,0,0,0,0,0,0,0,0.00495096,0.0384976,0,0,0
64,0.007209,0.00123416,0,0,0,0,0,0,0.0263649,0.0292406,0.00761396,0.0117297,0,0,0.00731798,0,0.0136984,0.00163958,0.0354063,0.0139834,0.016703,0.00597989,0.00499921,0.00526147,0.00542934,0.00557098,0.00515384,0.00265496,0.00638527,0.0307319,0.035877,0.00502288,0.0111056,0.00231245,0.0231566,0.0217965,0.0184509,0.00198712,0.00779849,0,0,0.0149168,0,0.0163913,0.00647425,0.0406362,0.0326083,0.0297684,0.0192579,0.00820595,0.00515276,0.00362779,0.0208201,0,0.00413817,0.0208486,0.0393238,0.0159371,0.0246601,0.0217027,0.00684764,0.00183123,0.00200437,0.0019933,0.00821301,0,0,0,0,0,0,0,0,0.00429226,0.038797,0,0,0
65,0.00697023,0.00109804,0,0,0,0,0,0,0.0250328,0.0290787,0.00819158,0.011905,0,0,0.00714704,0,0.013682,0.00143936,0.0357565,0.0140206,0.016521,0.00596118,0.00530861,0.00494158,0.00599307,0.00561411,0.00520371,0.00332414,0.00633123,0.0304137,0.034597,0.00478489,0.0110922,0.00234659,0.0233693,0.0217689,0.0189165,0.00217231,0.00732384,0,0,0.0138736,0,0.0163046,0.00627481,0.0403542,0.0340913,0.0297512,0.0205265,0.0078129,0.00500417,0.00308833,0.0204987,0,0.00355467,0.0208701,0.038937,0.0156062,0.0243992,0.0215284,0.00676094,0.00179203,0.00205162,0.00185218,0.00761939,0,0,0,0,0,0,0,0,0.00369572,0.0390232,0,0,0
66,0.00840511,0.00543876,0,0,0,0,0,0,0.022863,0.0289608,0.00914342,0.0130261,0,0,0.0105771,0,0.0123143,0.00696424,0.0366598,0.0141295,0.0168377,0.0065683,0.00690849,0.00683844,0.00600977,0.00612481,0.00524176,0.00449558,0.006157,0.0297122,0.0322503,0.00847479,0.0118887,0.0012983,0.0133147,0.0216085,0.0100961,0.00499942,0.00857262,0,0,0.0183131,0,0.0165163,0.00778615,0.0392347,0.025893,0.0323097,0.00599971,0.0099517,0.00642431,0.00633254,0,0,0.0083095,0.0109621,0.0349275,0.00939087,0.0130432,0.0192982,0.00911973,0.00171202,0.00211781,0.00706186,0.0103192,0,0,0,0,0,0,0,0,0.00325158,0.0393741,0,0,0
67,0.00822297,0.00180057,0,0,0,0,0,0,0.0214412,0.0282096,0.0100221,0.0124266,0,0,0.00924162,0,0.0137923,0.00221069,0.0368352,0.0144354,0.0168209,0.00668378,0.00695435,0.00580158,0.00573046,0.00582101,0.00516548,0.00523814,0.00604399,0.0292555,0.0317702,0.00583489,0.0108741,0.00266733,0.014406,0.0215169,0.00939226,0.00487104,0.00819488,0,0,0.0121089,0,0.016157,0.00653391,0.0386164,0.0253432,0.0323169,0.00430867,0.0101518,0.0054311,0.00689518,0,0,0.00938127,0.00929953,0.0344944,0.00834119,0.0103645,0.0214712,0.00717926,0.00278751,0.00251912,0.00263838,0.00840348,0,0,0,0,0,0,0,0,0.00282723,0.0394068,0,0,0
68,0.00813359,0.00184767,0,0,0,0,0,0,0.0206856,0.0280361,0.0103259,0.0117698,0,0,0.00938268,0,0.0138222,0.00231027,0.0369227,0.0134391,0.0171751,0.0073534,0.00677008,0.00594424,0.0053827,0.00626988,0.00573571,0.00679748,0.00580822,0.0287732,0.0311531,0.00601082,0.0108394,0.00265522,0.0156841,0.0215111,0.00878464,0.00488686,0.00801873,0,0,0.0123844,0,0.0161715,0.00667358,0.0379017,0.0249815,0.0322376,0.00359509,0.0100222,0.00543573,0.00635044,0,0,0.00888978,0.00813468,0.0341857,0.00769509,0.00863939,0.0234622,0.00742145,0.00234627,0.00253444,0.00252423,0.00818914,0,0,0,0,0,0,0,0,0.00299001,0.0395799,0,0,0
69,0.00802964,0.00182049,0,0,0,0,0,0,0.0202346,0.0279489,0.0103334,0.0113635,0,0,0.00921155,0,0.013867,0.00218577,0.0370034,0.0118988,0.0167751,0.00824105,0.00668992,0.00593132,0.00536903,0.0071355,0.00643489,0.00913259,0.00536813,0.0282348,0.0307452,0.0059945,0.0107734,0.00262885,0.0160565,0.0215071,0.00821676,0.00475308,0.00788109,0,0,0.0125708,0,0.0161694,0.00671715,0.0373897,0.0244267,0.0322527,0.00306623,0.00963917,0.00543718,0.00570252,0,0,0.00824943,0.00717548,0.0336598,0.00700549,0.00731856,0.0241759,0.00760672,0.0022943,0.00254143,0.00243019,0.0079798,0,0,0,0,0,0,0,0,0.00356505,0.0396141,0,0,0
70,0.00781326,0.00163537,0,0,0,0,0,0,0.02006,0.0279525,0.0101562,0.0110763,0,0,0.00881194,0,0.0137988,0.00195393,0.0369973,0.0103641,0.0159318,0.00939391,0.00682633,0.00585218,0.00539235,0.00847285,0.0072456,0.0110094,0.00477828,0.0275724,0.0305377,0.00587952,0.0107465,0.00254163,0.016344,0.0215552,0.00776133,0.00462893,0.00768113,0,0,0.0124513,0,0.0161661,0.00661002,0.0370851,0.0236561,0.0323278,0.00295566,0.00925051,0.00531403,0.00525549,0,0,0.00778593,0.00656796,0.0330752,0.00637899,0.00646086,0.0240359,0.00761124,0.00237767,0.00243877,0.00240424,0.00766138,0,0,0,0,0,0,0,0,0.00445796,0.0395473,0,0,0
71,0.00762559,0.00159293,0,0,0,0,0,0,0.020859,0.0279366,0.00983026,0.01025,0,0,0.00865088,0,0.0137738,0.00183118,0.0370472,0.0096079,0.0158211,0.0108965,0.00665538,0.00582529,0.00531181,0.0104448,0.00799242,0.0121238,0.00379289,0.0267188,0.0310529,0.005773,0.0107636,0.00249465,0.017626,0.0215961,0.00746092,0.0044706,0.0074308,0,0,0.0124596,0,0.0161833,0.00656523,0.0367757,0.0227282,0.0323095,0.00319072,0.00913946,0.00522318,0.00527164,0,0,0.0078701,0.00617814,0.0326727,0.00597855,0.00616624,0.0245649,0.00767714,0.00254237,0.0022954,0.00235067,0.00744966,0,0,0,0,0,0,0,0,0.00571968,0.0396082,0,0,0
