Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_T,RTHII,RTHIP,IMUL_R,IMUR_M,RTHIA,LTHIA,RTHI
149,0.00901061,0.0120235,0,0,0,0.038375,0.0357543,0.036484,0.0143583,0,0,0.0116301,0,0.0125256,0.00465559,0.038124,0.0439497,0.0112903,0.00621162,0.0103643,0.0187427,0.0116267,0.0108222,0.0280106,0.0105084,0.0158864,0.01534,0.0256895,0.0443546,0.00924139,0.0114352,0.00496647,0.0265073,0.0232128,0.0249951,0.00493194,0.0103819,0,0,0.045184,0,0.0143513,0.0199229,0.0412923,0.0327608,0.0109314,0.0404465,0.0160982,0.0117158,0.033682,0.0428809,0.0196122,0.0332968,0.0222001,0.0217268,0.00803289,0.00901086,0.0126546,0.00880914,0,0,0,0,0,0,0,0,0,0.0748133,0.102887,0,0,0.0792679,0.00984109,0.0945051
150,0.0089339,0.0115765,0,0,0,0.0405508,0.0357131,0.0377139,0.0140675,0,0,0.0116281,0,0.0124475,0.0047772,0.0387256,0.0451071,0.0111805,0.00698611,0.0100746,0.0184091,0.0109327,0.0107877,0.0291854,0.0119596,0.0173344,0.0163512,0.0270401,0.0448685,0.00924614,0.0114226,0.00494622,0.026034,0.0231599,0.0246864,0.00500714,0.0103992,0,0,0.0450861,0,0.0143134,0.0199411,0.0415369,0.0321722,0.0110757,0.040025,0.0155217,0.011637,0.0332557,0.0427273,0.0193961,0.0328991,0.0221173,0.021682,0.00799421,0.00901913,0.0121923,0.00876504,0,0,0,0,0,0,0,0,0,0.0749927,0.102467,0,0,0.0790643,0.009591,0.0939334
151,0.00883237,0.0111645,0,0,0,0.0433377,0.0356847,0.0392797,0.0136871,0,0,0.0118405,0,0.012353,0.00494062,0.0392986,0.0465442,0.0111254,0.00830674,0.00940291,0.0181066,0.0100582,0.0112036,0.0304636,0.0137045,0.0190128,0.0175589,0.0286852,0.046256,0.00933866,0.0113703,0.00491096,0.0257435,0.0230971,0.0247154,0.00513267,0.0104014,0,0,0.0450859,0,0.0142645,0.020095,0.0417806,0.032055,0.0111795,0.0397025,0.0149448,0.0114932,0.032905,0.0425388,0.0191355,0.0325956,0.0222165,0.0217171,0.00810116,0.00899432,0.0117351,0.0086703,0,0,0,0,0,0,0,0,0,0.0750507,0.101623,0,0,0.0789355,0.00948702,0.0938517
152,0.00861553,0.0107488,0,0,0,0.0458977,0.0356862,0.0407309,0.013208,0,0,0.0119486,0,0.0122833,0.00519237,0.0398465,0.0475186,0.0111034,0.00988028,0.00852531,0.0177916,0.00891009,0.0119732,0.0317121,0.0157047,0.0209125,0.0188811,0.0305816,0.0476575,0.00947453,0.0113651,0.00485359,0.0258229,0.0230678,0.0251057,0.00522855,0.010331,0,0,0.0451119,0,0.0142549,0.0200938,0.0419836,0.0325112,0.0112896,0.0394992,0.0142481,0.0113705,0.0324799,0.0422867,0.0188416,0.0323273,0.0226379,0.0217482,0.00823773,0.00892684,0.0112568,0.00843496,0,0,0,0,0,0,0,0,0,0.0749534,0.101822,0,0,0.0787093,0.00963164,0.0941724
153,0.00841517,0.0101578,0,0,0,0.047171,0.0356193,0.0417144,0.0127547,0,0,0.011956,0,0.0121997,0.00543454,0.0403819,0.0472687,0.0110513,0.0110543,0.00740463,0.0172419,0.00788499,0.0129746,0.0327043,0.0177873,0.0229127,0.0202799,0.0324961,0.0482213,0.00953303,0.0113149,0.00483491,0.0266769,0.0230633,0.0262133,0.00539666,0.0102999,0,0,0.0449819,0,0.0142792,0.0200996,0.0421206,0.0337593,0.011441,0.0392568,0.0133111,0.0112052,0.0320452,0.0418741,0.0184445,0.0321129,0.0240712,0.0216705,0.00822958,0.00910637,0.0106066,0.00828511,0,0,0,0,0,0,0,0,0,0.0748226,0.102442,0,0,0.0784275,0.00977901,0.0944606
154,0.00822906,0.00955001,0,0,0,0.0463337,0.0354701,0.041619,0.0123781,0,0,0.0118858,0,0.0121008,0.00553626,0.0407831,0.0460318,0.011063,0.0110651,0.00611774,0.016687,0,0.0138871,0.0334203,0.0197766,0.0248217,0.0220511,0.034332,0.0473679,0.00957215,0.0111614,0.00474625,0.0283498,0.0230854,0.0281289,0.00567837,0.0102588,0,0,0.0447288,0,0.014329,0.0201145,0.0422154,0.0360246,0.0116049,0.0390397,0.0122798,0.0110422,0.0317122,0.0413336,0.0180784,0.0321492,0.0260533,0.0214563,0.00814525,0.00921331,0.00989752,0.00806905,0,0,0,0,0,0,0,0,0,0.0746811,0.103227,0,0,0.078264,0.00964091,0.0946293
155,0.00802261,0.00909587,0,0,0,0.0443872,0.0353897,0.0403714,0.0120719,0,0,0.0116901,0,0.0120864,0.00581736,0.0409641,0.0438469,0.0111083,0.0104345,0.00472212,0.0164152,0.00607003,0.0145859,0.0340339,0.0211646,0.0261899,0.0235294,0.035555,0.0456573,0.00970663,0.0110868,0.00462526,0.030911,0.0230455,0.0307892,0.00593022,0.0101115,0,0,0.0442865,0,0.0143615,0.0197001,0.0423053,0.0391712,0.0116926,0.0388561,0.0113127,0.0109516,0.0313574,0.0406084,0.0178102,0.0323138,0.0287641,0.0212499,0.00790373,0.00895537,0.00938492,0.00762225,0,0,0,0,0,0,0,0,0,0.0744721,0.103199,0,0,0.0780528,0.0102199,0.0947641
156,0.00788977,0.00875696,0,0,0,0.0419786,0.0352668,0.0385802,0.0120015,0,0,0.0116852,0,0.0120487,0.00606638,0.0407608,0.0421992,0.0110156,0.00986148,0.00375904,0.0164359,0.00720302,0.0147549,0.0344537,0.0219379,0.0269498,0.0242967,0.0361867,0.0434963,0.00997744,0.011026,0.00459654,0.0343388,0.0230124,0.0340411,0.00612349,0.00999279,0,0,0.0438388,0,0.0143965,0.0192745,0.0423878,0.0432714,0.0116685,0.0386072,0.0105742,0.0108071,0.031047,0.0398451,0.0177329,0.0325464,0.0323502,0.0211306,0.0077634,0.00867842,0.00907927,0.00739101,0,0,0,0,0,0,0,0,0,0.0742268,0.102516,0,0,0.0779262,0.0121618,0.0949906
157,0.00788029,0.00862005,0,0,0,0.0403756,0.0351983,0.0372589,0.0119759,0,0,0.0116994,0,0.0120044,0.00616893,0.0401424,0.0415358,0.0109157,0.00972987,0.00294608,0.0164784,0.0109998,0.014511,0.0346433,0.022194,0.0272191,0.0243817,0.0361825,0.0419656,0.0101642,0.0110065,0.00459359,0.0380064,0.0229993,0.0374958,0.00600614,0.0100866,0,0,0.0436832,0,0.0143976,0.0191358,0.0424508,0.0475512,0.0115486,0.0382603,0.0103081,0.0106861,0.0307074,0.0391166,0.0178404,0.0328383,0.0361361,0.0210819,0.00767817,0.00874577,0.00886306,0.0074783,0,0,0,0,0,0,0,0,0,0.0739459,0.102572,0,0,0.0777458,0.0131632,0.0951418
158,0.00787781,0.00853694,0,0,0,0.0399232,0.0351724,0.0366204,0.0120329,0,0,0.0115787,0,0.0119884,0.00618444,0.0392955,0.041403,0.0109292,0.00965353,0.00281777,0.0164275,0.0106043,0.0136983,0.0344293,0.0219345,0.0268063,0.0238877,0.0359497,0.0413647,0.0101996,0.0109638,0.00454843,0.037795,0.0229773,0.0372898,0.00592964,0.0101716,0,0,0.0435024,0,0.0143978,0.0190987,0.0424181,0.0468115,0.0113821,0.0376043,0.0102774,0.0106044,0.0301475,0.0390984,0.0176968,0.0323286,0.036013,0.0210868,0.00758836,0.00879511,0.00861247,0.00753633,0,0,0,0,0,0,0,0,0,0.0738843,0.10337,0,0,0.0776918,0.0129194,0.0950179
159,0.00778563,0.008415,0,0,0,0.0398464,0.0351071,0.0363429,0.0121723,0,0,0.0113854,0,0.0119529,0.00625966,0.0382494,0.0415006,0.011084,0.00921092,0.00347868,0.0163133,0.0112771,0.0122676,0.0335817,0.0210496,0.025544,0.0229241,0.0359818,0.0415242,0.0102128,0.0109198,0.00444104,0.0374639,0.022916,0.0366636,0.00622019,0.0101161,0,0,0.043233,0,0.0143908,0.0188612,0.0423211,0.046201,0.0111006,0.0370235,0.0101535,0.0104762,0.0298258,0.0390897,0.0176325,0.031965,0.036031,0.0209476,0.00747287,0.00864838,0.00842368,0.00756887,0,0,0,0,0,0,0,0,0,0.0738421,0.103826,0,0,0.0777816,0.0113974,0.0951449
160,0.00766535,0.00833714,0,0,0,0.0409515,0.0349919,0.0368557,0.0121964,0,0,0.0112712,0,0.0118504,0.00636768,0.0373086,0.0429321,0.0113858,0.00861527,0.0038943,0.0164101,0.0489814,0.010986,0.032306,0.0198509,0.0238476,0.0217123,0.0359635,0.043141,0.010253,0.01084,0.00433092,0.0373436,0.0228485,0.0362391,0.00665524,0.00993209,0,0,0.0427965,0,0.0143872,0.0185614,0.0422868,0.0459794,0.0106998,0.0365675,0.0102591,0.0103165,0.0295922,0.0389968,0.017496,0.0316902,0.0365714,0.0208897,0.00739439,0.00847267,0.008337,0.00739765,0,0,0,0,0,0,0,0,0,0.0737735,0.10374,0,0,0.0779881,0.00977497,0.095366
161,0.00774467,0.00835294,0,0,0,0.0477084,0.0349182,0.0403376,0.0119945,0,0,0.0112154,0,0.0117616,0.00625231,0.0372955,0.0453543,0.0117741,0.0101639,0.00410827,0.0164624,0,0.0119823,0.0309961,0.0187121,0.0226966,0.0204513,0.0338902,0.0482795,0.0101974,0.0107544,0.00431506,0.0366862,0.0228435,0.0355226,0.0067917,0.00991921,0,0,0.042417,0,0.0143733,0.0183792,0.0423933,0.0455212,0.0101219,0.0360439,0.0108507,0.0101978,0.0292326,0.0388852,0.0171837,0.0311623,0.0370176,0.0208041,0.00727095,0.00847594,0.00827651,0.00740258,0,0,0,0,0,0,0,0,0,0.0737742,0.103323,0,0,0.0781444,0,0.0956768
162,0.00763536,0.00837975,0,0,0,0.0465285,0.0348186,0.0412088,0.0116934,0,0,0.0110774,0,0.0117412,0.00626088,0.0371953,0.04678,0.012112,0.0100939,0.0040708,0.0165473,0.00502094,0.0112769,0.0298479,0.0179967,0.0224024,0.0201464,0.0335123,0.0471161,0.010142,0.0107058,0.00426486,0.0365064,0.0227861,0.0350163,0.00698617,0.00962158,0,0,0.0419583,0,0.0143891,0.0181336,0.0423754,0.0449516,0.00964003,0.0353316,0.0110591,0.00997369,0.0286636,0.0387373,0.016845,0.0304972,0.0375563,0.02062,0.00721001,0.00843634,0.0082602,0.00711968,0,0,0,0,0,0,0,0,0,0.0736734,0.102661,0,0,0.078312,0.00920095,0.0957682
163,0.00768977,0.00855938,0,0,0,0.0451732,0.0348261,0.0413206,0.0114692,0,0,0.0109965,0,0.0116925,0.00629578,0.037512,0.045897,0.0123174,0.011429,0.00430382,0.0167355,0.0108697,0.0122582,0.0293051,0.0183104,0.0230618,0.0207112,0.0329691,0.045432,0.0101332,0.0107031,0.00428966,0.0363061,0.0227544,0.0345007,0.00714376,0.00964844,0,0,0.0418881,0,0.0143546,0.018083,0.042306,0.0442664,0.00916318,0.0346502,0.0115016,0.0097714,0.02803,0.0385583,0.0165166,0.0298889,0.0381319,0.0205075,0.00721455,0.00861686,0.00836192,0.00723021,0,0,0,0,0,0,0,0,0,0.0734947,0.10261,0,0,0.0784782,0.00873162,0.0957315
164,0.00757178,0.00874806,0,0,0,0.0417652,0.0348119,0.0393307,0.0114725,0,0,0.0109496,0,0.0116974,0.00630435,0.0378343,0.0436683,0.0124142,0.0113039,0.00428944,0.0171764,0.010217,0.0132872,0.0294876,0.0193776,0.0238639,0.0216265,0.0333684,0.0423316,0.0102735,0.0107208,0.0042745,0.0355206,0.0226867,0.0334884,0.0074365,0.00949802,0,0,0.0416414,0,0.0143173,0.0179579,0.0421014,0.0426647,0.00876151,0.0337611,0.0117044,0.00966586,0.0272795,0.0384435,0.0162332,0.0290459,0.0383491,0.0204401,0.00718076,0.00876243,0.00861573,0.0072857,0,0,0,0,0,0,0,0,0,0.0734485,0.102482,0,0,0.0787096,0.00770213,0.0955869
165,0.00741307,0.00879278,0,0,0,0.037938,0.0347787,0.0370706,0.0116759,0,0,0.0109496,0,0.0117093,0.00634656,0.0379864,0.0414029,0.0122579,0.0107366,0.00435394,0.0176564,0.00916764,0.0141654,0.0303622,0.0207294,0.0245042,0.0224172,0.0342199,0.039111,0.0105128,0.010711,0.00424058,0.0347886,0.0226597,0.03249,0.00777024,0.00934806,0,0,0.0410847,0,0.0143333,0.0176844,0.0419111,0.0411524,0.00849238,0.0327946,0.011748,0.00955846,0.0263916,0.0382732,0.0159246,0.0281411,0.0388242,0.0204504,0.00698389,0.00868314,0.00877379,0.00732127,0,0,0,0,0,0,0,0,0,0.0734295,0.103115,0,0,0.0787744,0.00837053,0.0954659
166,0.00747101,0.00883805,0,0,0,0.0341399,0.0347625,0.0356254,0.0119736,0,0,0.0108794,0,0.0117405,0.00631693,0.0379767,0.0403878,0.0118818,0.0107673,0.00468196,0.0180642,0.00982178,0.0146367,0.0316028,0.0219101,0.0251298,0.0230893,0.0350129,0.0357867,0.0107266,0.0106991,0.00418248,0.0339304,0.0226691,0.0312926,0.00821873,0.0093337,0,0,0.040602,0,0.0143596,0.0175415,0.0416979,0.039692,0.00826217,0.0317206,0.011732,0.00951622,0.0255095,0.038113,0.0156314,0.0272144,0.0395298,0.0204035,0.00668129,0.00856935,0.00887031,0.00748335,0,0,0,0,0,0,0,0,0,0.0734125,0.10323,0,0,0.0787775,0.00968246,0.0955983
167,0.00778604,0.00912544,0,0,0,0.0308646,0.0347643,0.0347434,0.012235,0,0,0.0107454,0,0.011781,0.00618396,0.0378603,0.040562,0.0113914,0.0112742,0.00522705,0.018685,0.0109413,0.0147324,0.0327118,0.0227466,0.0258019,0.0236629,0.0355529,0.0330718,0.0109337,0.0107019,0.00412246,0.0330017,0.0226989,0.0299656,0.00879263,0.00943881,0,0,0.0403556,0,0.014398,0.0173545,0.041401,0.0380294,0.00801175,0.0305908,0.0118109,0.00962675,0.0245514,0.0379542,0.0153503,0.0262923,0.040364,0.0203453,0.00643959,0.00830249,0.00920555,0.00761134,0,0,0,0,0,0,0,0,0,0.073379,0.102602,0,0,0.0788043,0.010449,0.0957292
168,0.00827493,0.00961341,0,0,0,0.0290393,0.0348143,0.0343202,0.0123127,0,0,0.0105941,0,0.011875,0.00600187,0.0377801,0.0405461,0.0110301,0.0120807,0.0054387,0.0193303,0.0118566,0.0148839,0.0332291,0.0230843,0.0263318,0.0239574,0.0355744,0.0319244,0.0110636,0.0106975,0.00413473,0.0320889,0.0227194,0.0285884,0.00927653,0.00967815,0,0,0.0403167,0,0.0144179,0.0172746,0.0410953,0.0361547,0.00772307,0.0296266,0.0120615,0.00984336,0.0234437,0.037638,0.0149689,0.0252218,0.0414284,0.0203548,0.00627989,0.00796576,0.00972345,0.00789426,0,0,0,0,0,0,0,0,0,0.0732824,0.10223,0,0,0.0787924,0.0112236,0.0958687
169,0.00873763,0.0101058,0,0,0,0.0285854,0.0349448,0.0339198,0.01197,0,0,0.0103262,0,0.0119773,0.00583928,0.0373507,0.0391334,0.0122273,0.0128384,0.00684605,0.0197772,0,0.0149881,0.0336419,0.0229041,0.0264655,0.0236368,0.0347439,0.0315776,0.0111379,0.0106357,0.0042056,0.0314507,0.0227592,0.0271307,0.0092339,0.0100965,0,0,0.0401433,0,0.0144164,0.0173205,0.0407564,0.0344322,0.00699235,0.0290341,0.0131986,0.00994521,0.0219986,0.03682,0.0141424,0.023788,0.0428453,0.0204037,0.00614341,0.00779412,0.0102939,0.00851559,0,0,0,0,0,0,0,0,0,0.0728248,0.101785,0,0,0.0791639,0.0278355,0.0960764
170,0.00948227,0.0109928,0,0,0,0.0326031,0.035106,0.0349484,0.0121994,0,0,0.0100829,0,0.0121602,0.00527835,0.0378953,0.0374029,0.0120873,0.0159316,0.00761959,0.0206503,0,0.0173068,0.033182,0.0227495,0.0272573,0.0228787,0.0324717,0.0340489,0.011009,0.010767,0.00417102,0.0298276,0.0228028,0.0250916,0.00955058,0.0105301,0,0,0.0400886,0,0.0145166,0.0174127,0.0405502,0.0318832,0.00653239,0.0278312,0.014014,0.0102966,0.0203982,0.0362587,0.0135234,0.02216,0.0441995,0.0206098,0.00588515,0.00777185,0.0112202,0.00924361,0,0,0,0,0,0,0,0,0,0.0727368,0.102521,0,0,0.0794518,0.0763422,0.0961298
171,0.0099983,0.0117712,0,0,0,0.0347345,0.0351912,0.0354037,0.0127346,0,0,0.009793,0,0.0122918,0.00485029,0.0377367,0.0360637,0.0119402,0.0177163,0.00814812,0.0215061,0,0.0185734,0.0325993,0.0225255,0.0274964,0.0224351,0.0308751,0.03541,0.0108502,0.0108541,0.00413093,0.0284273,0.0228245,0.0231211,0.0100178,0.010789,0,0,0.0397987,0,0.014567,0.017299,0.0403115,0.0299624,0.00610729,0.0264333,0.0143695,0.0104883,0.0186709,0.035575,0.0129374,0.0205515,0.0451815,0.0206108,0.00561434,0.00749457,0.0120907,0.00973758,0,0,0,0,0,0,0,0,0,0.072617,0.103338,0,0,0.0797635,0.0957792,0.096167
172,0.0106839,0.0127863,0,0,0,0.0328202,0.0353946,0.0351144,0.0135794,0,0,0.0096752,0,0.0124857,0.00436051,0.0362523,0.0366907,0.011441,0.0163151,0.00879939,0.0224911,0,0.0180767,0.0320042,0.0215575,0.0261746,0.022163,0.0313091,0.034248,0.0105027,0.0110055,0.00425677,0.0267467,0.0228894,0.0212477,0.0108263,0.0114016,0,0,0.0400245,0,0.0146001,0.0175397,0.0399662,0.028406,0.00541336,0.024801,0.0149323,0.0106666,0.0170098,0.0348537,0.0123381,0.019058,0.0451922,0.0209568,0.00544465,0.00728837,0.0131853,0.0107157,0,0,0,0,0,0,0,0,0,0.0727011,0.103535,0,0,0.0800354,0,0.0966763
173,0.0111898,0.0137415,0,0,0,0.0328003,0.0356527,0.0346726,0.0142213,0,0,0.00970216,0,0.0126911,0.00400386,0.0357046,0.0362775,0.0114716,0.0157463,0.00937131,0.0233106,0.0150948,0.0179132,0.0317873,0.0212529,0.0257839,0.0219757,0.0311718,0.0340405,0.0101506,0.0111525,0.004404,0.0254534,0.0229781,0.0197641,0.0116682,0.0117755,0,0,0.0403736,0,0.0146351,0.0178074,0.039592,0.0275955,0.00470103,0.0231601,0.0155791,0.0108995,0.0155469,0.0338784,0.0114286,0.0175033,0.0448459,0.0213864,0.00527066,0.00718387,0.0142774,0.0121248,0,0,0,0,0,0,0,0,0,0.0727537,0.104151,0,0,0.0803277,0,0.0979751
174,0.012005,0.0149797,0,0,0,0.0337946,0.0359227,0.0347495,0.0150293,0,0,0.0101113,0,0.0130084,0.00358587,0.0355191,0.0356857,0.0114767,0.0159078,0.0101369,0.0246485,0.0152773,0.0179966,0.0317749,0.0211593,0.0256461,0.0218838,0.0309937,0.0347026,0.00999687,0.0113653,0.0045688,0.0238398,0.0231463,0.0186025,0.0126225,0.0122448,0,0,0.0406971,0,0.0147825,0.0180722,0.0392093,0.0266175,0.00411212,0.0217849,0.0163992,0.0112394,0.0139951,0.0329585,0.0103332,0.0158167,0.0450834,0.0218707,0.00496915,0.00696799,0.0156764,0.0133088,0,0,0,0,0,0,0,0,0,0.0728676,0.104752,0,0,0.0805251,0,0.0987161
175,0.0128293,0.0160943,0,0,0,0.0349351,0.0361457,0.0347839,0.0155574,0,0,0.0106822,0,0.0132584,0.00329889,0.035732,0.0349551,0.0115024,0.0163651,0.0108065,0.026087,0.0155295,0.0180412,0.0319282,0.0209782,0.025433,0.0216175,0.0306688,0.0354275,0.0100752,0.0115651,0.00474918,0.0230378,0.0232806,0.018696,0.0135236,0.0126352,0,0,0.0409964,0,0.0148775,0.018332,0.0388938,0.0265106,0.00370481,0.0217259,0.0169506,0.01148,0.0131668,0.0324869,0.0096701,0.0148545,0.0456864,0.0221599,0.00473927,0.00684538,0.0169485,0.0140156,0,0,0,0,0,0,0,0,0,0.0724206,0.105108,0,0,0.0809302,0,0.0996822
176,0.0101812,0.0136193,0,0,0,0.0331229,0.0357488,0.030557,0.0102594,0,0,0.00968251,0,0.0129541,0.00384022,0.0355698,0.0293629,0.0104619,0.0132454,0.0157644,0.0225661,0.0133801,0.0145055,0.0353081,0.0192194,0.0234165,0.0197478,0.028438,0.0327592,0.00992989,0.0111645,0.00436814,0.0184186,0.0232852,0.0188034,0.0046201,0.011005,0,0,0.0411632,0,0.0148046,0.0178845,0.0348232,0.0158856,0.0140689,0.0109172,0.0190979,0.0101733,0.0061044,0.0190848,0.00749269,0.00134795,0.0424528,0.0210496,0.00400859,0.00699986,0.0140349,0.0106508,0,0,0,0,0,0,0,0,0,0.0686479,0.0918319,0,0,0,0,0.10152
177,0.0109626,0.0145665,0,0,0,0.03419,0.0359537,0.0304941,0.010358,0,0,0.00978212,0,0.0131343,0.00350171,0.0358593,0.0290799,0.0103184,0.0136386,0.0162568,0.02316,0.013811,0.0149889,0.0353322,0.0190443,0.0232117,0.0195114,0.0281877,0.0333123,0.009774,0.011334,0.00445046,0.0177296,0.0233132,0.0198688,0.00507527,0.011485,0,0,0.0421236,0,0.0148783,0.0185258,0.0349262,0.0172229,0.0138566,0.00978803,0.019324,0.010672,0.00655993,0.0185979,0.00804676,0.00193268,0.0394218,0.0217159,0.00428439,0.00729584,0.0150451,0.0110232,0,0,0,0,0,0,0,0,0,0.0685666,0.0910617,0,0,0,0,0.101949
178,0.0116012,0.0152807,0,0,0,0.0358009,0.0361479,0.0309499,0.0103678,0,0,0.00989484,0,0.0133325,0.00330504,0.036051,0.0289562,0.0101816,0.0140875,0.016376,0.0237768,0.0139245,0.0154785,0.0353534,0.0190986,0.0235459,0.019822,0.0281926,0.0349126,0.00982221,0.0115006,0.00450471,0.0173694,0.0233498,0.0211912,0.00551612,0.0119793,0,0,0.0425553,0,0.014925,0.0188267,0.0349966,0.0190139,0.0138256,0.00907632,0.018986,0.01091,0.00689358,0.0181389,0.0086315,0.00252525,0.0340845,0.0221887,0.00441818,0.0072812,0.0158667,0.0112799,0,0,0,0,0,0,0,0,0,0.0684586,0.0908155,0,0,0,0,0.10197
179,0.0116565,0.01529,0,0,0,0.0365127,0.036166,0.0308945,0.00994585,0,0,0.00985286,0,0.0133894,0.00326937,0.0361329,0.0284908,0.00991297,0.0141389,0.016001,0.0238869,0.0138047,0.0155994,0.0353957,0.0190439,0.0238353,0.0198496,0.0279743,0.0357438,0.00990045,0.011543,0.0044222,0.0188418,0.0233638,0.0242811,0.00560752,0.0119596,0,0,0.0424964,0,0.0149497,0.0187142,0.0350705,0.0235973,0.0146303,0.0105545,0.017737,0.010785,0.00713129,0.0184234,0.00854714,0.00318194,0.0275427,0.0221968,0.00434305,0.007056,0.0160015,0.0112415,0,0,0,0,0,0,0,0,0,0.0666218,0.0913962,0,0,0,0,0
180,0.0118778,0.0154411,0,0,0,0.0370643,0.0361575,0.0306032,0.00972488,0,0,0.00990735,0,0.0133278,0.00317336,0.0358228,0.027875,0.00948485,0.0141966,0.0157871,0.0240209,0.013894,0.0158303,0.0352395,0.0192205,0.0243885,0.0199977,0.0278569,0.0362813,0.00991667,0.0115594,0.00442906,0.0193404,0.0233817,0.0255177,0.0056687,0.0120567,0,0,0.0426809,0,0.0149761,0.0187915,0.0351605,0.0251257,0.0149851,0.0115483,0.0166753,0.0108303,0.00720098,0.0184274,0.00890477,0.0038724,0.0203742,0.0223304,0.00430381,0.00675004,0.0162223,0.0113136,0,0,0,0,0,0,0,0,0,0.0668774,0.0912822,0,0,0,0,0
181,0.0117692,0.0151895,0,0,0,0.0376223,0.0361209,0.0303138,0.00950062,0,0,0.00981005,0,0.0132454,0.0031735,0.0351712,0.0272922,0.00896355,0.0141641,0.0155001,0.0239167,0.0139574,0.0157624,0.0349814,0.0193626,0.024804,0.0201224,0.0276596,0.0368325,0.00997231,0.0115275,0.00444576,0.0206451,0.0234162,0.0261177,0.00556311,0.0119252,0,0,0.0425817,0,0.014986,0.018698,0.0352818,0.0253828,0.0155167,0.0129951,0.0152169,0.0106912,0.00715761,0.018683,0.00907252,0.00447544,0.0190078,0.0222702,0.00414776,0.00666078,0.0159885,0.0114618,0,0,0,0,0,0,0,0,0,0.0673524,0.0911741,0,0,0,0,0
182,0.0114524,0.0147246,0,0,0,0.038209,0.0360042,0.0300258,0.00925114,0,0,0.00955685,0,0.0131746,0.00325314,0.0343683,0.0267152,0.00843035,0.0139693,0.0154782,0.0235704,0.0139281,0.0153489,0.0347104,0.0193124,0.0248707,0.0199778,0.0273391,0.0373177,0.0100345,0.0114119,0.00444996,0.0230429,0.0234141,0.0267883,0.00542985,0.0116707,0,0,0.0424014,0,0.0149645,0.0184634,0.0353965,0.0252098,0.0161132,0.014489,0.0138581,0.010507,0.00703815,0.0190383,0.00900999,0.00487848,0.0209866,0.0222049,0.00400969,0.00683727,0.0154702,0.0112329,0,0,0,0,0,0,0,0,0,0.0678482,0.0919366,0,0,0,0,0
183,0.0116171,0.0148289,0,0,0,0.0397366,0.0360183,0.0303213,0.00931094,0,0,0.00954071,0,0.0131635,0.00327409,0.033631,0.0266712,0.00799886,0.0139014,0.0161637,0.0235544,0.0140063,0.0152783,0.0345144,0.0192777,0.0249398,0.0199262,0.0272828,0.038977,0.00999912,0.0114085,0.00441089,0.0244904,0.0233979,0.0268342,0.00594886,0.0117408,0,0,0.0425017,0,0.0149539,0.0184298,0.0354382,0.0228065,0.0159903,0.0157829,0.0138739,0.0107061,0.00691598,0.0186991,0.00964228,0.00488334,0.0225262,0.0224616,0.00408267,0.00705531,0.0154481,0.0112615,0,0,0,0,0,0,0,0,0,0.0699019,0.0936417,0,0,0,0,0.102463
184,0.0113142,0.0145332,0,0,0,0.041041,0.035935,0.0308495,0.00903872,0,0,0.0092485,0,0.0130602,0.00337006,0.033514,0.0268978,0.00782708,0.0134716,0.016035,0.0228831,0.0136622,0.0148564,0.0344833,0.0188837,0.0245121,0.0197869,0.0270859,0.0404549,0.00986824,0.011325,0.00430951,0.0262692,0.0234018,0.0272989,0.00585258,0.0114575,0,0,0.0425262,0,0.0149237,0.0182412,0.0354567,0.0231804,0.0163539,0.0174238,0.0133547,0.0104857,0.00691309,0.0188424,0.00958683,0.0048857,0.023913,0.0221625,0.00404677,0.00702191,0.0150216,0.0109715,0,0,0,0,0,0,0,0,0,0.0701066,0.0944446,0,0,0,0,0.102957
185,0.0104611,0.0138151,0,0,0,0.0414235,0.0357919,0.0309089,0.00834172,0,0,0.00865033,0,0.0129027,0.00363021,0.0338538,0.0266098,0.00781361,0.0126204,0.0155289,0.0213949,0.0129105,0.0139794,0.0345821,0.0181589,0.0236109,0.0193833,0.0265579,0.0409532,0.00954268,0.0111679,0.00416569,0.028665,0.0233485,0.0283063,0.00502353,0.0108237,0,0,0.0425784,0,0.01485,0.0180541,0.0354191,0.0254266,0.0174811,0.0190933,0.0120233,0.0100789,0.00679568,0.0194364,0.0089547,0.00472567,0.0259485,0.0217735,0.00415084,0.00679775,0.014148,0.0102732,0,0,0,0,0,0,0,0,0,0.0684479,0.0941872,0,0,0,0,0
