Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_T,RTHII,RTHIP,IMUL_R,IMUR_M,RTHIA,LTHIA,RTHI
37,0.0066273,0.0119339,0,0,0,0.0405364,0.0340314,0.0363647,0.00726321,0,0,0.0110247,0,0.0113831,0.00613945,0.0393836,0.0385783,0.0102577,0.0100424,0.0109009,0.0213413,0.00861004,0.0123577,0.0332386,0.0201332,0.0243087,0.0214174,0.0331317,0.0389545,0.0108519,0.0105845,0.0042736,0.0227692,0.022125,0.0196945,0.00803373,0.00847215,0,0,0.0422892,0,0.0140097,0.0179161,0.0372074,0.0298757,0.0188909,0.0243985,0.0141831,0.0113926,0.0108035,0.0284476,0.00250887,0.0116441,0.0325416,0.0193444,0.0107576,0.0105799,0.0120822,0.00730803,0,0,0,0,0,0,0,0,0,0.0758212,0.0862698,0,0,0,0,0
38,0.0064361,0.0118078,0,0,0,0.0377627,0.0340505,0.0344083,0.00722836,0,0,0.0106546,0,0.0114314,0.00628681,0.0396125,0.0373967,0.010128,0.00993868,0.011107,0.0216513,0.00954629,0.0131904,0.0338555,0.020838,0.0244806,0.0217457,0.0336711,0.0364164,0.0111056,0.0106167,0.00424729,0.0224044,0.0221602,0.0196039,0.00780974,0.00804212,0,0,0.0414773,0,0.0141024,0.0175095,0.0372113,0.0299681,0.0184345,0.0243086,0.0144069,0.0110267,0.01059,0.0280509,0.00226419,0.011223,0.0333303,0.0192001,0.0105057,0.010449,0.0121257,0.00703437,0,0,0,0,0,0,0,0,0,0.0751377,0.0863253,0,0,0,0,0
39,0.00614849,0.0117875,0,0,0,0.0351478,0.0340046,0.0326643,0.00751768,0,0,0.0102005,0,0.0113251,0.00644309,0.039589,0.0350922,0.0112019,0.00951834,0.011479,0.0216908,0.00983603,0.0127259,0.0354588,0.0210798,0.0241605,0.0216788,0.0334701,0.0340103,0.0112222,0.0106241,0.0042031,0.0221743,0.0220922,0.0197806,0.00819838,0.00757591,0,0,0.0407797,0,0.0140774,0.0171371,0.0371796,0.0302508,0.0175961,0.0245328,0.0151767,0.0107154,0.010352,0.02732,0.00192306,0.0107963,0.0341857,0.0189425,0.0102529,0.0103218,0.0123734,0.00657748,0,0,0,0,0,0,0,0,0,0.0741135,0.0861012,0,0,0,0,0
40,0.00648694,0.0119925,0,0,0,0.0332095,0.0340485,0.0320137,0.00762765,0,0,0.0100005,0,0.0113076,0.00632522,0.0394011,0.0345242,0.0109979,0.00995887,0.0118711,0.0221786,0.0101204,0.0126428,0.0360185,0.0215446,0.0244543,0.0219901,0.0336885,0.0318885,0.0112382,0.0106859,0.0042416,0.0222321,0.02203,0.020017,0.00795984,0.00760816,0,0,0.0406237,0,0.014041,0.0170589,0.0369868,0.0302583,0.0172239,0.0245007,0.015624,0.0106853,0.0102825,0.0269771,0.00173895,0.0106335,0.0351889,0.0189513,0.0100118,0.0101845,0.0129175,0.00680198,0,0,0,0,0,0,0,0,0,0.0738574,0.086247,0,0,0,0,0
41,0.00690115,0.0122741,0,0,0,0.031903,0.0341226,0.0315388,0.00769714,0,0,0.00970408,0,0.0114232,0.00602398,0.0390779,0.0344603,0.010752,0.0105344,0.0123014,0.0226642,0.0100215,0.0128067,0.0361024,0.0217021,0.0248256,0.0220423,0.0336074,0.0305655,0.0111869,0.0107205,0.00423277,0.0219327,0.0219594,0.0200896,0.00758702,0.00759809,0,0,0.0402734,0,0.0140481,0.01686,0.0367345,0.0300378,0.0169377,0.0243154,0.0159681,0.0107004,0.0102807,0.0266765,0.00163986,0.0105315,0.0368466,0.0189912,0.00983054,0.0100193,0.013432,0.00709073,0,0,0,0,0,0,0,0,0,0.0733886,0.0865684,0,0,0,0,0
42,0.00716573,0.0125861,0,0,0,0.0311884,0.0342361,0.0314056,0.0077123,0,0,0.00938165,0,0.0115846,0.00578036,0.0386009,0.0341813,0.0105794,0.0111725,0.0126591,0.0231402,0.0100341,0.0131015,0.0357507,0.0216232,0.025042,0.0219418,0.0332371,0.0300612,0.0112866,0.0107087,0.00402532,0.0219445,0.02203,0.0203007,0.00708761,0.00752678,0,0,0.0398355,0,0.0141521,0.0165977,0.036563,0.0298714,0.0167458,0.0242268,0.0161257,0.0106682,0.0102127,0.026265,0.00176977,0.010225,0.0386543,0.0190016,0.00940385,0.00977687,0.0137391,0.00727935,0,0,0,0,0,0,0,0,0,0.0725818,0.0869723,0,0,0,0,0
43,0.00730364,0.0129098,0,0,0,0.0311068,0.0341011,0.0314561,0.00773718,0,0,0.00904142,0,0.0116127,0.00547603,0.0380388,0.0335564,0.0105572,0.0117216,0.0128697,0.0234415,0.0103136,0.0134708,0.0351084,0.0213885,0.0250563,0.0216822,0.0325769,0.0301525,0.0112898,0.0106606,0.00391563,0.0220723,0.022054,0.0204655,0.00648777,0.00740072,0,0,0.039244,0,0.0142192,0.0163021,0.0364324,0.0291713,0.0165886,0.0241992,0.0161739,0.0105638,0.0101102,0.0257843,0.00198106,0.00981213,0.0405425,0.0188372,0.00900092,0.00959717,0.0138797,0.00738527,0,0,0,0,0,0,0,0,0,0.071745,0.0874635,0,0,0,0,0
44,0.00740341,0.0131726,0,0,0,0.0315487,0.0339956,0.0313039,0.00776105,0,0,0.00863063,0,0.0116536,0.00537001,0.0371379,0.0327429,0.0105063,0.012148,0.0130061,0.0235137,0.0107459,0.013818,0.0344691,0.0211173,0.0249066,0.0213613,0.0317154,0.0303658,0.0111998,0.0106115,0.00386208,0.0220831,0.0219827,0.0204337,0.0061149,0.00725435,0,0,0.0387821,0,0.0141807,0.0160624,0.0361931,0.0276028,0.0163305,0.023772,0.0161819,0.0105043,0.00980064,0.0251991,0.0023381,0.00910521,0.0423112,0.0185708,0.00866086,0.00943946,0.0141042,0.00744411,0,0,0,0,0,0,0,0,0,0.0709857,0.0880436,0,0,0,0,0
45,0.00757853,0.013402,0,0,0,0.031827,0.0340025,0.0309379,0.00793035,0,0,0.00808317,0,0.0117526,0.00525078,0.0361598,0.0315019,0.0103297,0.0126536,0.0130492,0.0235116,0.0111556,0.0142245,0.0340425,0.0209161,0.0247883,0.0210128,0.0308354,0.030505,0.0111103,0.0105938,0.00380752,0.0216024,0.0220584,0.0202649,0.00572275,0.00715068,0,0,0.0383592,0,0.014274,0.0159202,0.035914,0.0254466,0.0160844,0.0227505,0.0161333,0.0104568,0.00944027,0.0244863,0.0027914,0.00827656,0.044047,0.0184304,0.00841733,0.00926685,0.0144676,0.00758667,0,0,0,0,0,0,0,0,0,0.0701209,0.0887642,0,0,0,0,0
46,0.00789569,0.0137308,0,0,0,0.0321466,0.0340574,0.0305542,0.00811248,0,0,0.00758687,0,0.0118918,0.00498559,0.0353834,0.0297265,0.0100484,0.0134504,0.0131584,0.0238754,0.0115965,0.014766,0.0339522,0.0208672,0.0249048,0.0207548,0.0300526,0.0307603,0.010852,0.0105779,0.00378261,0.020838,0.0221694,0.0200242,0.00515655,0.00719322,0,0,0.0381172,0,0.0143981,0.0158781,0.0356841,0.0235712,0.0158042,0.0218412,0.0160554,0.0104097,0.00889104,0.0236,0.00334005,0.00725466,0.0443206,0.0184467,0.00827754,0.00918968,0.0148944,0.00787491,0,0,0,0,0,0,0,0,0,0.0689951,0.0894992,0,0,0,0,0
47,0.00832733,0.0140955,0,0,0,0.032663,0.0341485,0.0302455,0.00831699,0,0,0.00717998,0,0.0120616,0.00468994,0.0348927,0.02795,0.00977397,0.0144885,0.0132386,0.0243115,0.0119904,0.0154832,0.0341474,0.0210061,0.025331,0.0205933,0.0294366,0.0311954,0.0106805,0.0106216,0.00380568,0.0198079,0.0221656,0.0197001,0.00448584,0.00738507,0,0,0.0381423,0,0.0143783,0.0159385,0.0355117,0.022025,0.0155767,0.0208091,0.0160373,0.0104198,0.00827409,0.022639,0.00392987,0.00614257,0.0435228,0.0186545,0.00791431,0.00901695,0.0153198,0.00827906,0,0,0,0,0,0,0,0,0,0.0672182,0.0900765,0,0,0,0,0
48,0.00891827,0.0145184,0,0,0,0.033399,0.0343077,0.030136,0.00855074,0,0,0.00686287,0,0.0121709,0.00440684,0.034724,0.027405,0.00959644,0.0156908,0.0133931,0.0246751,0.0124501,0.0163523,0.034537,0.0213217,0.025978,0.0205396,0.028912,0.0316708,0.0105237,0.0107172,0.00379858,0.0186614,0.0220938,0.0192414,0.00392374,0.00772556,0,0,0.0383009,0,0.0142953,0.0161154,0.0353928,0.0205065,0.015352,0.019447,0.0161104,0.0104982,0.00771794,0.0217571,0.00448606,0.00500896,0.043379,0.0189415,0.00754848,0.00887262,0.0157785,0.00877058,0,0,0,0,0,0,0,0,0,0.0669631,0.0903744,0,0,0,0,0
49,0.00962754,0.0150388,0,0,0,0.0341178,0.0344045,0.030026,0.00870555,0,0,0.00677694,0,0.0123555,0.00410686,0.0347421,0.0270918,0.0094865,0.0167303,0.0137438,0.0250604,0.012931,0.0171643,0.034911,0.0216545,0.0264407,0.0205078,0.0285448,0.0322609,0.0102812,0.0107065,0.00377551,0.0179314,0.0221255,0.0190101,0.00347937,0.00818534,0,0,0.0385604,0,0.0143172,0.0163482,0.0353283,0.018986,0.0150935,0.0176481,0.0163065,0.0104746,0.00725761,0.0210185,0.00506303,0.0040375,0.0433224,0.0190215,0.00728677,0.00872701,0.0163913,0.00932968,0,0,0,0,0,0,0,0,0,0.0671431,0.0904506,0,0,0,0,0
50,0.0104316,0.0157091,0,0,0,0.0346857,0.0345348,0.0299171,0.00879088,0,0,0.00675363,0,0.0124411,0.00382983,0.0347234,0.0268502,0.00946103,0.0173206,0.0141825,0.0255331,0.0134325,0.0176678,0.0351197,0.0218086,0.0264678,0.0204958,0.0283169,0.0329167,0.010023,0.010797,0.00377067,0.0175998,0.0222092,0.0192268,0.00323429,0.00873171,0,0,0.0389359,0,0.0143725,0.0166758,0.0352992,0.0181611,0.014823,0.0154172,0.0165963,0.0105501,0.00694086,0.0203954,0.00573865,0.00333233,0.0421098,0.0191941,0.00722287,0.00865851,0.0171411,0.00993263,0,0,0,0,0,0,0,0,0,0.0670461,0.0905561,0,0,0,0,0
51,0.0152897,0.0203502,0,0,0,0.0382642,0.0351839,0.0346338,0.0157754,0,0,0.00963614,0,0.0130802,0.00324698,0.0346748,0.0321533,0.0104553,0.020839,0.0107391,0.0321046,0.0165051,0.0216048,0.0317286,0.0231788,0.0278652,0.0218459,0.0298441,0.0363479,0.0103249,0.0115219,0.00434746,0.0221847,0.02256,0.0201332,0.0153277,0.0116614,0,0,0.0391953,0,0.0146016,0.0174551,0.0397419,0.0277197,0.00248512,0.0221149,0.0152955,0.011641,0.0130946,0.0323155,0.00938499,0.0152013,0.0415597,0.020586,0.00724856,0.00835245,0.0223256,0.0150969,0,0,0,0,0,0,0,0,0,0.0716068,0.102905,0,0,0.0829859,0,0
52,0.0161292,0.0212484,0,0,0,0.0397171,0.0354076,0.035123,0.0161152,0,0,0.0103633,0,0.0131684,0.00347875,0.0346289,0.0326299,0.0104835,0.02113,0.0112941,0.0331363,0.0170083,0.0218126,0.0314229,0.0231492,0.0279907,0.0218664,0.0298045,0.0374325,0.010469,0.0116473,0.00453801,0.0221928,0.0226826,0.019779,0.0160067,0.0123427,0,0,0.0398579,0,0.014605,0.0178662,0.0394406,0.0279976,0.00260405,0.0219829,0.0155911,0.0118903,0.0115435,0.0314881,0.00847308,0.0135602,0.0371998,0.0213589,0.00718412,0.00831442,0.0233578,0.015733,0,0,0,0,0,0,0,0,0,0.0715015,0.10281,0,0,0.0830324,0,0
53,0.0169486,0.0221582,0,0,0,0.0411593,0.0355969,0.035598,0.0163267,0,0,0.0112596,0,0.0133478,0.00376648,0.0345022,0.0329577,0.0105039,0.0211219,0.0119759,0.0343283,0.017369,0.0218656,0.0311457,0.0229685,0.0279177,0.0218814,0.0297262,0.0389545,0.0107611,0.0118094,0.00465291,0,0.0226101,0.0217078,0.0165361,0.0129207,0,0,0.040426,0,0.0145278,0.018194,0.0392343,0.0299358,0.00302331,0.0226324,0.0158243,0.0121555,0.0105589,0.0307336,0.00835447,0.0128123,0.0337741,0.0221515,0.00705467,0.00822763,0.0243642,0.0163874,0,0,0,0,0,0,0,0,0,0.0722701,0.102305,0,0,0.0832422,0,0
54,0.0176857,0.0229656,0,0,0,0.0423667,0.0357237,0.0360176,0.0164006,0,0,0.012195,0,0.0134545,0.00417609,0.0342969,0.033165,0.0104702,0.0208375,0.0126853,0.0354502,0.0177083,0.0217302,0.0309975,0.0227463,0.0279097,0.0219592,0.0296682,0.0405041,0.0110154,0.0118676,0.00478465,0.0232732,0.0226703,0.0197331,0.017051,0.0133756,0,0,0.0409155,0,0.0145464,0.018477,0.039172,0.0283259,0.00343863,0.0234845,0.016013,0.0125277,0.00890168,0.0303076,0.00701946,0.0105659,0.0246239,0.0224458,0.00695424,0.00808601,0.0251794,0.0170232,0,0,0,0,0,0,0,0,0,0.0731341,0.101784,0,0,0.0835571,0,0
55,0.0182617,0.0235273,0,0,0,0.0431607,0.0358531,0.0361748,0.0164447,0,0,0.0130156,0,0.0136223,0.00449174,0.0340662,0.0332188,0.0103998,0.0203927,0.0132988,0.0361799,0.0179095,0.0214533,0.0309888,0.0225416,0.0280158,0.0221303,0.0296532,0.0416007,0.0111891,0.0118437,0.00492752,0.0249046,0.0226363,0.0206684,0.0177693,0.0136853,0,0,0.0412639,0,0.0144988,0.0186762,0.0394598,0.0291804,0.00373972,0.0257646,0.016014,0.0127946,0.00915279,0.0305165,0.00749051,0.0104831,0.0200679,0.022791,0.00687819,0.00794986,0.0257496,0.0175859,0,0,0,0,0,0,0,0,0,0.073157,0,0,0,0.0834694,0,0
56,0.0186377,0.0239847,0,0,0,0.0435668,0.0360998,0.036089,0.0163287,0,0,0.0133071,0,0.0137732,0.00450037,0.033914,0.0328517,0.0102152,0.0196253,0.0140667,0.036534,0.0178848,0.0209408,0.0311874,0.0223505,0.0280206,0.0223261,0.0296846,0.0423181,0.0113912,0.01207,0.00492574,0.0266997,0.0226008,0.0206707,0.0182298,0.013755,0,0,0.041513,0,0.0144399,0.0188788,0.039659,0.0283308,0.00427646,0.0275948,0.0160032,0.0128249,0.00899347,0.0303456,0.00745208,0.00998781,0.0205153,0.0228744,0.00655445,0.0077222,0.0261891,0.0179616,0,0,0,0,0,0,0,0,0,0.0735369,0,0,0,0.0837679,0,0
57,0.0188778,0.0241825,0,0,0,0.0441188,0.0359785,0.0360092,0.0162822,0,0,0.0135171,0,0.0137052,0.00454966,0.0338207,0.0325446,0.00991749,0.0188896,0.0150032,0.0363802,0.0177182,0.020438,0.0314467,0.0222479,0.0279554,0.0224263,0.0296704,0.043107,0.0114081,0.0120692,0.00495066,0.0285324,0.0226993,0.0206914,0.018751,0.0137655,0,0,0.0415331,0,0.0145071,0.0188973,0.039887,0.0267347,0.0047583,0.0291361,0.0161953,0.012767,0.00867203,0.0301731,0.00748922,0.00955216,0.0236334,0.0228314,0.0063979,0.00761161,0.0263251,0.0181957,0,0,0,0,0,0,0,0,0,0.0742549,0,0,0,0.0840393,0,0
58,0.0188804,0.0240601,0,0,0,0.0445335,0.0357934,0.035885,0.0160842,0,0,0.0134899,0,0.0136903,0.0045842,0.033714,0.0322533,0.00956033,0.0181368,0.0158398,0.0359329,0.0175686,0.0198353,0.0317492,0.0221168,0.0278465,0.022396,0.0296214,0.0435233,0.0111628,0.0119246,0.00497212,0.0294763,0.0228195,0.0207653,0.0191348,0.0136412,0,0,0.0413702,0,0.0146108,0.018719,0.0400268,0.0250505,0.00514526,0.0304335,0.0164231,0.0126125,0.00824779,0.0299065,0.00723192,0.00913968,0.0256018,0.0226352,0.00651682,0.00761183,0.0261194,0.018236,0,0,0,0,0,0,0,0,0,0.0748615,0,0,0,0.0834707,0,0
59,0.0187177,0.0237572,0,0,0,0.0452117,0.0357704,0.0358432,0.0159457,0,0,0.012891,0,0.0136303,0.0044313,0.0335913,0.0320221,0.00921211,0.0174966,0.0165631,0.0351109,0.0179015,0.0192654,0.0320118,0.022023,0.0278981,0.0223439,0.0296419,0.0440931,0.0107094,0.0119234,0.00486836,0.0294256,0.0228844,0.0208342,0.0195237,0.0133824,0,0,0.0413575,0,0.0146437,0.0186474,0.039961,0.0240199,0.00540255,0.031845,0.0165796,0.0124294,0.00796241,0.0297248,0.00712617,0.00880839,0.025814,0.022472,0.00678246,0.00767506,0.0257471,0.0181667,0,0,0,0,0,0,0,0,0,0.074992,0,0,0,0.0828488,0,0
60,0.018116,0.0231147,0,0,0,0.0434401,0.0357317,0.035096,0.0156491,0,0,0.0119013,0,0.0135598,0.0041281,0.0332942,0.0316994,0.0090666,0.0151472,0.0166603,0.0338343,0.0181087,0.0174384,0.0320557,0.0216047,0.0271578,0.0224725,0.0304609,0.0425538,0.0101668,0.0118437,0.00469879,0.0294974,0.0228194,0.0214891,0.0198333,0.0127354,0,0,0.0410989,0,0.0145673,0.0184221,0.0398005,0.0241702,0.0055017,0.0333593,0.0164018,0.0119242,0.0083794,0.030008,0.00759872,0.00917078,0.0254731,0.0221548,0.00652413,0.00766758,0.0250504,0.0176813,0,0,0,0,0,0,0,0,0,0.0742921,0,0,0,0.0835355,0.0191903,0
61,0.01104,0.0159571,0,0,0,0.038091,0.0343479,0.0298825,0.0083395,0,0,0.00568629,0,0.0125941,0.00327381,0.0342122,0.0262419,0.00731796,0.00964229,0.0160171,0.0232989,0.0125991,0.011659,0.0355929,0.0181754,0.0229876,0.0195795,0.0274288,0.0378657,0.00845587,0.010514,0.00355737,0.0317022,0.0224801,0.0261318,0.00471665,0.0084489,0,0,0.0389066,0,0.0144498,0.016323,0.0358638,0.0253816,0.0171762,0.0201953,0.0121581,0.00944002,0.00596278,0.019465,0.0082473,0.00172883,0.0282305,0.0193444,0.00587942,0.00781093,0.0169322,0.0105009,0,0,0,0,0,0,0,0,0,0.0683044,0,0,0,0,0.0137867,0
62,0.0104885,0.0154255,0,0,0,0.0384571,0.0341505,0.0296114,0.00810296,0,0,0.00533505,0,0.0124618,0.00322403,0.0342543,0.0258774,0.00697502,0.00909643,0.0161666,0.0220637,0.0120199,0.0112469,0.0355744,0.0177847,0.0226067,0.0192636,0.0271501,0.0379124,0.00792905,0.0103144,0.00346483,0.0307101,0.0225099,0.0260816,0.00488956,0.00806066,0,0,0.0388749,0,0.0144982,0.0162928,0.0355697,0.0258757,0.0176921,0.0208341,0.0120709,0.00936827,0.00584918,0.0194253,0.0082421,0.00134826,0.0269753,0.0193189,0.00603019,0.00782622,0.0162695,0.0099858,0,0,0,0,0,0,0,0,0,0.0683992,0,0,0,0,0.013525,0
63,0.00999898,0.015139,0,0,0,0.0388645,0.0342097,0.0294474,0.00753859,0,0,0.00508636,0,0.0125579,0.00329868,0.0342868,0.0255514,0.00671893,0.00859249,0.0161408,0.0212142,0.0123911,0.0107573,0.0355966,0.0174913,0.0223683,0.0190655,0.0268917,0.0381457,0.0076397,0.0102395,0.00347975,0.0294963,0.0225469,0.0259212,0.00496255,0.00769456,0,0,0.0389315,0,0.0145033,0.0163418,0.0353514,0.0265236,0.0181124,0.021465,0.0119998,0.00929419,0.00579891,0.0194869,0.00822818,0.00134846,0.0254842,0.0193946,0.00614983,0.00778062,0.0159146,0.00950006,0,0,0,0,0,0,0,0,0,0.0685281,0,0,0,0,0.0132082,0
64,0.00967392,0.0148231,0,0,0,0.0393073,0.0342947,0.0293879,0.00704868,0,0,0.00492417,0,0.0126889,0.0035246,0.0341971,0.0252005,0.00641103,0.00805565,0.0161379,0.020496,0.0124504,0.010183,0.0356778,0.0173421,0.0222114,0.0189356,0.0267089,0.0386591,0.00752279,0.0102162,0.00350959,0.02835,0.0225943,0.0259312,0.00503797,0.00743354,0,0,0.0389674,0,0.0145238,0.0163442,0.0351615,0.0273293,0.0185416,0.0218661,0.011879,0.00911461,0.0057705,0.0195927,0.00821875,0.00177233,0.0244119,0.0193462,0.00630686,0.00776133,0.0155733,0.0090896,0,0,0,0,0,0,0,0,0,0.0685721,0,0,0,0,0.0129327,0
65,0.00948375,0.014494,0,0,0,0.0398969,0.0342079,0.0294522,0.00660015,0,0,0.0048221,0,0.0126744,0.0036381,0.0341454,0.0249967,0.00618391,0.00753261,0.0161242,0.0198278,0.0125277,0.00974432,0.0357767,0.0172576,0.0220544,0.0188836,0.0265767,0.0394225,0.00731933,0.0101076,0.0034676,0.027694,0.0226367,0.0262317,0.00516495,0.00722208,0,0,0.0390466,0,0.0145421,0.0163722,0.0349998,0.0282881,0.0189565,0.0220726,0.0116876,0.00895171,0.00580205,0.0196827,0.00819752,0.00238342,0.0239965,0.0192963,0.00634143,0.00775812,0.0153064,0.0087143,0,0,0,0,0,0,0,0,0,0.0686375,0,0,0,0,0.0126379,0
66,0.00915794,0.0142837,0,0,0,0.0407048,0.0341657,0.0296818,0.00626111,0,0,0.00469331,0,0.0126782,0.00374659,0.0342596,0.0250834,0.00622741,0.00705147,0.0160256,0.0192059,0.0120901,0.00933577,0.0358639,0.0170975,0.0219395,0.0188408,0.0264914,0.0403369,0.00709163,0.0100352,0.00343823,0.0274035,0.0226859,0.0265981,0.00533875,0.0069996,0,0,0.0392481,0,0.0145507,0.0164417,0.0349757,0.0293889,0.0194063,0.0220431,0.0113939,0.00891189,0.00594342,0.0198594,0.00815422,0.00314975,0.0241348,0.0193228,0.00620361,0.00774154,0.0151955,0.00832522,0,0,0,0,0,0,0,0,0,0.0686618,0,0,0,0,0.0120637,0
67,0.00868838,0.0139573,0,0,0,0.041542,0.0341489,0.0297223,0.00614979,0,0,0.00460266,0,0.012692,0.00368214,0.0344498,0.0248629,0.00616282,0.00648279,0.0159744,0.0185177,0.0113646,0.00886993,0.0360602,0.0167993,0.0218294,0.0186274,0.0262255,0.0411655,0.0069864,0.00999184,0.00343367,0.0264869,0.0226744,0.0264656,0.00556789,0.00679768,0,0,0.0394092,0,0.0144896,0.016461,0.0348667,0.0295433,0.0203465,0.0211681,0.0109701,0.00881919,0.00640925,0.0199137,0.00852963,0.00364179,0.0238483,0.0192122,0.00595024,0.00770911,0.0149613,0.00789377,0,0,0,0,0,0,0,0,0,0.0688819,0.0949602,0,0,0,0.0110898,0
68,0.00838769,0.0136792,0,0,0,0.0423458,0.0341467,0.0298709,0.00613401,0,0,0.00455171,0,0.0126792,0.00366426,0.0344912,0.024489,0.00610292,0.00602129,0.0157365,0.0179884,0.0108523,0.00849239,0.0361522,0.0165037,0.0216865,0.0183912,0.0260448,0.0418479,0.00691571,0.0100007,0.0034667,0.026247,0.0226939,0.0265755,0.00588866,0.00669585,0,0,0.0395901,0,0.0144722,0.016567,0.0350049,0.0300849,0.0208526,0.0206248,0.0103973,0.00880224,0.00643646,0.0202508,0.00846213,0.0044306,0.023748,0.0191919,0.00599006,0.00771925,0.0147874,0.00760987,0,0,0,0,0,0,0,0,0,0.0689588,0.0952186,0,0,0,0.0103603,0
69,0.00845032,0.0138271,0,0,0,0.043579,0.0343219,0.0301438,0.0064729,0,0,0.00450882,0,0.0127099,0.00361099,0.034346,0.0239633,0.00591545,0.00553677,0.0160947,0.0178386,0.0106778,0.00814157,0.0363468,0.0165629,0.0216765,0.0183425,0.0259533,0.0430942,0.00658667,0.0100955,0.00354246,0.0243821,0.0228014,0.0249675,0.00674717,0.00685653,0,0,0.0400885,0,0.014496,0.016952,0.0349729,0.0278275,0.0210925,0.0198511,0.0105606,0.008974,0.00640176,0.020026,0.00905758,0.00486344,0.0220468,0.0195245,0.00627863,0.00780579,0.0150042,0.00762499,0,0,0,0,0,0,0,0,0,0.0710484,0.0950226,0,0,0,0.0100539,0.101979
70,0.00827353,0.013812,0,0,0,0.0440029,0.0343093,0.0299755,0.00646178,0,0,0.00457237,0,0.0127519,0.00361014,0.0344232,0.0238554,0.00596698,0.00491565,0.0157261,0.0175984,0.0103543,0.00769669,0.0365196,0.0164573,0.0214432,0.0182971,0.0258712,0.0438616,0.00627606,0.0100828,0.00355124,0.0236712,0.0228176,0.0243579,0.00704995,0.00681049,0,0,0.0403964,0,0.0145033,0.0172097,0.0349623,0.0274262,0.0217262,0.0192682,0.0100119,0.00883252,0.00625267,0.0203583,0.00883111,0.00520908,0.0214846,0.0196319,0.00644308,0.00794393,0.0150788,0.00738642,0,0,0,0,0,0,0,0,0,0.0718051,0.0954382,0,0,0,0.00941671,0.10189
71,0.00801823,0.0137197,0,0,0,0.0442636,0.0343243,0.0298983,0.00645469,0,0,0.0046534,0,0.0127407,0.00359298,0.0345411,0.0241942,0.00607738,0.00441525,0.0151849,0.0172774,0.0100121,0.00734688,0.0366433,0.0163111,0.0211746,0.0183333,0.0258432,0.0445193,0.00590804,0.0100963,0.00357347,0.0226444,0.0228376,0.0233197,0.00730997,0.00670429,0,0,0.0407607,0,0.0144925,0.017445,0.0350102,0.0263158,0.0223705,0.0186804,0.00920088,0.00876858,0.00596949,0.0206173,0.00862906,0.00521214,0.0205848,0.0198132,0.00647817,0.00801893,0.0150134,0.00704954,0,0,0,0,0,0,0,0,0,0.0720081,0.09605,0,0,0,0.00877857,0.101942
72,0.00776307,0.0135893,0,0,0,0.0446471,0.0344258,0.0299696,0.00648827,0,0,0.00480407,0,0.0127235,0.00357724,0.0346519,0.0243159,0.00618952,0.00402206,0.0146437,0.016991,0.00979343,0.00712207,0.0367317,0.0161401,0.0209575,0.0183661,0.0258037,0.0448473,0.00569541,0.0101367,0.00361504,0.0215257,0.0228647,0.0218881,0.007549,0.00661892,0,0,0.0410424,0,0.0144982,0.0176786,0.0351338,0.0245855,0.0229285,0.0180187,0.00851891,0.00874477,0.00563765,0.0208631,0.00854259,0.0050433,0.0193903,0.0201185,0.00671928,0.00813587,0.0148647,0.00674598,0,0,0,0,0,0,0,0,0,0.0708949,0.0966865,0,0,0,0.00816778,0.101793
73,0.00745906,0.0134217,0,0,0,0.0451086,0.0345346,0.0300268,0.00658196,0,0,0.00491268,0,0.0127194,0.00360156,0.0347145,0.0239595,0.00625156,0.0036609,0.0141393,0.0165018,0.00965312,0.0069639,0.0368374,0.0160355,0.0207923,0.0179679,0.0257411,0.0455557,0.00576475,0.0101722,0.00364974,0.0206549,0.0228438,0.0204166,0.00777874,0.00653799,0,0,0.0412535,0,0.0144808,0.0177723,0.0352882,0.0226209,0.0234647,0.017248,0.00779311,0.00876797,0.00540152,0.0211533,0.00845882,0.00493069,0.0181447,0.0203373,0.00713261,0.00823566,0.0146574,0.00644836,0,0,0,0,0,0,0,0,0,0.0707014,0.0968972,0,0,0,0.00759556,0.101598
74,0.00709101,0.0132082,0,0,0,0.0452985,0.0345876,0.0300382,0.00664006,0,0,0.00495818,0,0.0127025,0.00363672,0.0346947,0.0233954,0.00632163,0.00343929,0.0137001,0.015912,0.00959889,0.00684109,0.0369187,0.0159481,0.0207035,0.0178795,0.0256595,0.0464852,0.00591143,0.0101931,0.00366259,0.0202486,0.0227897,0.0191437,0.00795288,0.0063983,0,0,0.0413349,0,0.0144447,0.0177658,0.0354687,0.0206107,0.0240132,0.0164046,0.00725572,0.00877032,0.00519325,0.0213373,0.00832709,0.00468886,0.0171552,0.0203773,0.00761727,0.00834575,0.0143718,0.00596203,0,0,0,0,0,0,0,0,0,0.0711631,0.097218,0,0,0,0.00715871,0.101501
