Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75,x76
270,0.00581656,0.0064886,0,0,0,0,0,0,0.0120688,0.0318096,0.00181894,0.00929396,0,0,0.00699172,0,0.0142353,0.00487958,0.0349356,0.00878248,0.0174498,0.00661409,0.00445602,0.00322363,0.00537201,0.00533614,0.00428794,0.0443715,0.0033821,0.00415345,0.00524063,0.0314236,0.0171868,0.00480765,0.0124767,0.00259559,0,0.020927,0.0289373,0.00353155,0.00402504,0,0,0.00782026,0,0.0156294,0.00492393,0.0407997,0.0377975,0.0287401,0.0304086,0.00793513,0.00266288,0.00862193,0,0.0145884,0.0214543,0.0297552,0.00984901,0.020735,0.0458898,0.00453252,0.00214984,0.00244814,0.00743073,0.00564697,0,0,0,0,0,0,0,0,0,0,0
271,0.00340195,0.0071756,0,0,0,0,0,0,0.00990621,0.0310349,0.00260002,0.0105532,0,0,0.00630575,0,0.014693,0.00477949,0.0357827,0.00914823,0.0181749,0.00649709,0.00634895,0.00182976,0.0050503,0.00534925,0.00446638,0.0445085,0.00269667,0.00325381,0.00525055,0.0309895,0.0148969,0.00463094,0.0120021,0.00176074,0,0.0207151,0.0213544,0.00607967,0.00204624,0,0,0.00792417,0,0.0155411,0.00589098,0.0402826,0.0257241,0.0319768,0.0268877,0.0112441,0.00264054,0.0134401,0,0.016858,0.0208906,0.0329484,0.0132912,0.0280807,0.0225848,0.0050243,0.00234354,0.00226647,0.00772826,0.00272258,0,0,0,0,0,0,0,0,0,0,0
272,0.00238213,0.00556012,0,0,0,0,0,0,0.0102681,0.0315823,0.00376508,0.00903961,0,0,0.0033533,0,0.0149652,0.00273347,0.0347605,0.010488,0.0173887,0.00609853,0.00427913,0.00219163,0.00556765,0.00493964,0.00440629,0.0444226,0.00272338,0.00369506,0.00558937,0.0309392,0.0161349,0.00263192,0.0122266,0.00131183,0,0.0210234,0.0355098,0.00316258,0.00165116,0,0,0.00610398,0,0.0155804,0.0049148,0.0415838,0.0411641,0.0288055,0.0362615,0.00708037,0.00382243,0.00963443,0,0.0166341,0.0251079,0.029577,0.0114649,0.0255096,0,0.00391083,0.00198496,0.00193967,0.00632328,0.00253954,0,0,0,0,0,0,0,0,0,0,0
273,0.00675582,0.0076112,0,0,0,0,0,0,0.00925456,0.0315061,0.0047839,0.00949917,0,0,0.0111319,0,0.0134481,0.00815953,0.035034,0.010947,0.0172324,0.00609398,0.00499094,0.00502748,0.00551565,0.00475737,0.0043883,0.044601,0.00239192,0.00328124,0.00537157,0.0306519,0.0153491,0.0091303,0.0127029,0.00381371,0,0.0211101,0.032553,0.00346457,0.00478705,0,0,0.0116111,0,0.0159964,0.00670306,0.0410019,0.0356206,0.0291983,0.0355153,0.00710631,0.00140601,0.00953732,0,0.0184572,0.0239011,0.0299633,0.00978324,0.0238418,0.0474142,0.00698685,0.00377129,0.00303886,0.00835639,0.00655673,0,0,0,0,0,0,0,0,0,0,0
274,0.00474086,0.00812547,0,0,0,0,0,0,0.00713464,0.0306585,0.00556312,0.0110888,0,0,0.00992644,0,0.0139616,0.00786139,0.036088,0.0108874,0.0177925,0.005945,0.00684204,0.00311772,0.00501872,0.00476055,0.00429223,0.0447505,0.00160918,0.00254488,0.00510955,0.0299839,0.0130619,0.00859987,0.0121636,0.00305083,0,0.0208774,0.0232097,0.00607551,0.00298729,0,0,0.0114437,0,0.0159252,0.00756037,0.0398654,0.0314572,0.0327778,0.0268358,0.0108949,0.000963364,0.0101462,0,0.0155322,0.0209127,0.0340702,0.0133839,0.0274638,0.0225441,0.0078761,0.00373832,0.00258193,0.00852535,0.004245,0,0,0,0,0,0,0,0,0,0,0
275,0.00360307,0.00602035,0,0,0,0,0,0,0,0.0310787,0.00643034,0.00964331,0,0,0.00682457,0,0.0142789,0.0050103,0.0353198,0.0116612,0.0169549,0.00528015,0.00553026,0.00355047,0.00527227,0.00421464,0.00401973,0.0443378,0.00167479,0.00342157,0.00498482,0.029818,0.0155439,0.00613771,0.0123339,0.00239898,0,0.0210313,0.0294825,0.00272242,0.00233256,0,0,0.0091482,0,0.0158456,0.00631961,0.0397495,0.0328868,0.0292902,0.0329725,0.00695738,0.00207487,0.0102503,0,0.0221494,0.0221144,0.0299589,0.00991877,0.0227209,0.0450178,0.00656451,0.00337165,0.00202749,0.00606873,0.00298333,0,0,0,0,0,0,0,0,0,0,0
276,0.0025127,0.00704328,0,0,0,0,0,0,0,0.0302033,0.00723672,0.0110595,0,0,0.00670931,0,0.0147575,0.00520591,0.0361916,0.0112439,0.0177236,0.00510376,0.00700491,0.00237536,0.0045069,0.00419687,0.00394352,0.0444017,0.000821572,0.00285207,0.00467346,0.0292187,0.0136855,0.00611792,0.0119133,0.00212033,0,0.0207136,0,0.00535142,0.00227052,0,0,0.0105075,0,0.0157761,0.0075822,0.0382319,0.0307197,0.0321825,0.0189057,0.0106593,0.00170097,0,0,0.00959128,0.017444,0.0339517,0.0131981,0.022916,0.0183296,0.00778838,0.00381472,0.00195769,0.00667505,0.000867514,0,0,0,0,0,0,0,0,0,0,0
277,0.00245763,0.00631802,0,0,0,0,0,0,0,0.0300233,0.00780655,0.0114144,0,0,0.00483426,0,0.0153991,0.0034726,0.0362318,0.0113981,0.0178875,0.00483703,0,0.0021813,0.00410725,0.00418996,0.00410232,0.0443768,0.0003377,0.00296728,0.00464879,0.0289213,0.0147089,0.00435069,0.0117631,0.00181612,0,0.0207016,0.0245457,0.0060065,0.00333746,0,0,0.00875943,0,0.0156714,0.00712808,0.0379171,0.0360579,0.0325442,0.0276065,0.0102483,0.0023894,0,0,0.0131851,0.021,0.0344017,0.01352,0.0261077,0.0260728,0.00710454,0.00349964,0.00174992,0.00550714,0.00223776,0,0,0,0,0,0,0,0,0,0,0
278,0.00227868,0.0051496,0,0,0,0,0,0,0,0.0307358,0.0080862,0.0097061,0,0,0.00492652,0,0.014972,0.0035735,0.034985,0.0126179,0.017274,0.00416023,0,0.00546457,0.00440838,0.00374196,0.00469267,0.0440902,0.000382966,0.0031892,0.00463294,0.0288318,0.0164007,0.00558337,0.0122425,0.00195032,0,0.0210191,0.0327493,0.00276196,0.0025525,0,0,0.00713473,0,0.0157269,0.0059405,0.0384268,0.0344786,0.0284484,0.038087,0.00535956,0.00272987,0,0,0.02447,0.024955,0.0295582,0.0113911,0.0276167,0.0437104,0.00605863,0.00326179,0.00148284,0.00447075,0.00230333,0,0,0,0,0,0,0,0,0,0,0
279,0.00455908,0.00380398,0,0,0,0,0,0,0,0.0315823,0.00967467,0.00741547,0,0,0.00576056,0,0.0149357,0.00240001,0.0333912,0.0129318,0.0162608,0.00431501,0,0.00860626,0.0061075,0.00526162,0.00602413,0.0436011,0.00125533,0.00349201,0.00464489,0.0283414,0.0218753,0.00608184,0.0126773,0.00201496,0,0.0213427,0.0757493,0.00428526,0.00411324,0,0,0.00481514,0,0.0158191,0.00416166,0.0383686,0.0713422,0.0240099,0.0441767,0.0012062,0.00382727,0.0297387,0,0.0263204,0.0487457,0,0,0.0454293,0,0.00488366,0.00269915,0.00147369,0.00379223,0.00525458,0,0,0,0,0,0,0,0,0,0,0
280,0.00313657,0.00531957,0,0,0,0,0,0,0,0.0308067,0.0119514,0.0086009,0,0,0.00730508,0,0.0147544,0.00527365,0.0357266,0.0156856,0.0153165,0.0055518,0.00585801,0.00705089,0.0070858,0.00792232,0.00720778,0.0431264,0.00224922,0.00385561,0.00459229,0.0273646,0.0687547,0.00844946,0.0122878,0.00216212,0,0.0209115,0.0245513,0.00500481,0.00285417,0,0,0.00791925,0,0.015816,0.00596736,0.0386495,0.0467292,0.0259503,0.0492523,0.00530141,0.00244069,0.018937,0,0.0269446,0.0392988,0,0.027665,0.0399718,0,0.00693899,0.00319824,0.00211177,0.00457744,0.00303913,0,0,0,0,0,0,0,0,0,0,0
281,0.00500346,0.00387133,0,0,0,0,0,0,0,0.0312307,0.0147301,0.00702121,0,0,0.00826031,0,0.0145647,0.00473474,0.0353141,0.0180354,0.0143409,0.00652496,0.00649121,0.00921578,0.00863423,0.0101594,0.00858865,0.0433294,0.00317311,0,0.00577573,0.025545,0.0879751,0.00931628,0.0125709,0.002422,0,0.0211572,0.0559822,0.00500987,0.00490854,0,0,0.00647124,0,0.0158837,0.00455939,0.0359029,0.053454,0.024379,0.0315966,0.00158507,0.00351816,0.0215633,0,0.020432,0.0344721,0,0.0470163,0.0322386,0.0894392,0.00668284,0.00290479,0.00205695,0.00345246,0.00531801,0,0,0,0,0,0,0,0,0,0,0
282,0.0062645,0.00436076,0,0,0,0,0,0,0,0.0309145,0.0132181,0.00563424,0,0,0.00188519,0,0.016454,0.000912469,0.0350716,0.0156309,0.0142253,0.00635907,0.00726682,0.00860921,0.00899915,0.0102631,0.00874277,0.043969,0.00441841,0.00627314,0.00503568,0.0263452,0.0925569,0.00464252,0.0122022,0.000649597,0,0.0211604,0.066382,0.00502335,0.00656231,0,0,0.0032069,0,0.0156762,0.00337822,0.03842,0.0566797,0.0242911,0.0412,0.00198634,0.00493136,0,0,0.0231348,0.0426162,0,0.0589723,0.0379973,0,0.00548304,0.00220036,0.00177599,0.00470964,0.00802878,0,0,0,0,0,0,0,0,0,0,0
283,0.00594828,0.00534718,0,0,0,0,0,0,0,0.030961,0.0134629,0.00685286,0,0,0.0116324,0,0.0141798,0.0082885,0.0369174,0.0154074,0.0137713,0.0053748,0.0066942,0.00912728,0.00791789,0.00867463,0.00825265,0.0436879,0.00639348,0.00839144,0.00485697,0.025705,0.0923104,0.012548,0.0126401,0.0033874,0,0.020925,0.0252881,0.00513038,0.00570667,0,0,0.00996476,0,0.0159735,0.00556929,0.0398418,0.0483915,0.0257094,0.0548339,0.00330441,0.0041629,0,0,0.0287687,0.04346,0,0.0309223,0.0431289,0,0.00908321,0.00371643,0.00290048,0.00600997,0.00518303,0,0,0,0,0,0,0,0,0,0,0
284,0.00712322,0.00228113,0,0,0,0,0,0,0,0.0317298,0.0150769,0.00387646,0,0,0.00977824,0,0.0146167,0.00519367,0.0361338,0.0155962,0.0131556,0.00537876,0.00858685,0.0112438,0.00849048,0.00899723,0.010672,0.0440888,0.00721672,0.00854861,0.00512526,0.0252612,0.0932241,0.0102494,0.0128681,0.0027839,0,0.0212529,0.0653909,0.00561032,0.00766467,0,0,0.00610146,0,0.0158963,0.00336626,0.0389671,0.0515468,0.0237562,0.0419395,0.00337936,0.00560109,0.0264606,0,0.0239428,0.0427542,0,0.0588047,0.0378359,0,0.00710543,0.00271716,0.00279886,0.00295834,0.00764506,0,0,0,0,0,0,0,0,0,0,0
285,0.00655458,0.00212126,0,0,0,0,0,0,0,0.0316406,0.0131535,0.0034414,0,0,0.00887075,0,0.0147841,0.0045237,0.0373272,0,0.0126533,0.00598377,0.00772177,0.0108612,0.00707315,0.00852615,0.0124762,0.0443199,0.00994386,0.0114593,0.00827322,0.0290983,0,0.00914515,0.0127345,0.00233966,0,0.0213041,0.0540612,0.00557056,0.00716082,0,0,0.00535044,0,0.0159086,0.00317637,0.0375941,0.0443644,0.0234302,0.0348011,0.00243308,0.00539596,0,0,0.0226553,0.0350708,0,0.0476715,0.0312703,0.0967743,0.00630164,0.00254236,0.00291887,0.00260973,0.00749662,0,0,0,0,0,0,0,0,0,0,0
286,0.00542736,0.00263886,0,0,0,0,0,0,0,0.0310133,0.00884573,0.0041831,0,0,0.00790913,0,0.0150159,0.00446621,0.0389086,0.0122939,0.0125715,0.0067786,0.00643563,0.00913,0.00640135,0.0102231,0.0128805,0.0444258,0.0112131,0.0127805,0.00832988,0.0260764,0,0.00824428,0.0124492,0.00212237,0,0.0213614,0.0281106,0.00541069,0.00634236,0,0,0.0044551,0,0.015986,0.00295049,0.0409598,0.0447064,0.025295,0.0611389,0.00167815,0.00501795,0.0195549,0,0.0335876,0.0480841,0,0.0336033,0.0471064,0.00610453,0.0057055,0.00238911,0.00268995,0.00298254,0.00663285,0,0,0,0,0,0,0,0,0,0,0
287,0.00725998,0.00248054,0,0,0,0,0,0,0.0176679,0.0314089,0.0113764,0.00417248,0,0,0.00765304,0,0.0154184,0.00246208,0.0398475,0.0133238,0.0118233,0.00635753,0.00751091,0.0106568,0.00733819,0.00992691,0.012506,0.0444029,0.0123228,0.0135346,0,0.0249697,0,0.00698899,0.0128123,0.00202313,0,0.0215474,0.0525564,0.00687844,0.00834095,0,0,0.00334564,0,0.0159807,0.00227656,0.0379119,0.0411255,0.0230642,0.0350909,0.00253872,0.00677249,0.0227405,0,0.0240752,0.0340196,0,0.046907,0.0299,0.0983613,0.0048727,0.00165179,0.00310539,0.00241948,0.00916137,0,0,0,0,0,0,0,0,0,0,0
