Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_M,RTHII,LTHIA,RTHIA
239,0.0176101,0.0171139,0,0,0,0,0,0.036771,0.0371594,0.0291317,0.0160238,0,0,0.0189805,0,0.0146259,0.0101905,0.0354821,0.0407779,0.0111254,0.00894018,0.021192,0.0209534,0.0145863,0.0142402,0.0282123,0.0048093,0.00729064,0.0126085,0.016677,0.0482,0.0145933,0.0125691,0.00565729,0.0291785,0.0219453,0.0275536,0.00893285,0.0174224,0,0,0.0404495,0,0.0139288,0.0134777,0.0361393,0.0376608,0.021479,0.0267391,0.0236618,0.00713394,0.00474831,0.00720896,0.0190999,0.0103832,0.020803,0.0249997,0.0126405,0.0101283,0.00898523,0.0192344,0.017917,0,0,0,0,0,0,0,0,0.0332756,0,0.010096,0.0159728,0.0165762
240,0.0171019,0.0168346,0,0,0,0,0,0.03542,0.0372583,0.0285202,0.0155952,0,0,0.018898,0,0.014598,0.0100675,0.0351271,0.0398757,0.0109066,0.00793556,0.0202071,0.0207205,0.0148121,0.0152124,0.0278819,0.00424175,0.00789861,0.0128279,0.0168,0.046491,0.0146009,0.0126036,0.00572485,0.029014,0.0219638,0.0276704,0.00858994,0.0169527,0,0,0.0404217,0,0.0139222,0.0133896,0.036278,0.0378962,0.0208984,0.0262128,0.0231883,0.00691087,0.00427142,0.00662434,0.0192892,0.0108871,0.021025,0.0248799,0.0126565,0.0101725,0.0089905,0.019041,0.0174147,0,0,0,0,0,0,0,0,0.0319319,0,0.00985953,0.0158427,0.0162945
241,0.0165378,0.0163826,0,0,0,0,0,0.0342544,0.0372778,0.0281808,0.0151439,0,0,0.0185862,0,0.0145219,0.00984709,0.034632,0.0391649,0.0105723,0.00701735,0.0195674,0.0202731,0.0147513,0.0154395,0.0277833,0.00366178,0.00836554,0.0128997,0.0171935,0.0450335,0.0144152,0.0125826,0.00571991,0.0287388,0.0220005,0.0274703,0.00853902,0.0163893,0,0,0.0404464,0,0.0139177,0.0133328,0.0363542,0.0375729,0.0206813,0.0262321,0.0229337,0.00665341,0.00416664,0.00699549,0.0188345,0.0102848,0.020547,0.0249441,0.0125909,0.00996082,0.00905289,0.0186242,0.0169291,0,0,0,0,0,0,0,0,0.0323234,0,0.0102518,0.0154749,0.016627
242,0.0160116,0.015925,0,0,0,0,0,0.0339178,0.0372551,0.0285065,0.0146556,0,0,0.0181758,0,0.0144183,0.00952592,0.0343428,0.0391734,0.0102109,0.00627093,0.0190605,0.019791,0.0143914,0.0145291,0.0277948,0.00318821,0.00894752,0.0127334,0.0179465,0.044243,0.0141409,0.0125564,0.00568693,0.0283718,0.0219952,0.0271968,0.00847358,0.0161891,0,0,0.0404634,0,0.0138974,0.0132513,0.03641,0.0370439,0.0205035,0.026201,0.0226938,0.00638991,0.00414723,0.0073722,0.0185431,0.00972113,0.0201701,0.0248173,0.0126497,0.00947881,0.00906029,0.0181839,0.0164248,0,0,0,0,0,0,0,0,0.0325461,0,0.010695,0.0147643,0.016898
243,0.0155086,0.0154636,0,0,0,0,0,0.0342936,0.0373013,0.029382,0.014172,0,0,0.0178077,0,0.0143313,0.00920963,0.0345245,0.0398395,0.00997269,0.0056984,0.0185907,0.0192751,0.0137618,0.0132917,0.0279342,0.002987,0.0100525,0.012368,0.0190502,0.0442152,0.0138983,0.0125613,0.00566311,0.0280198,0.0219731,0.0269217,0.00845222,0.0160142,0,0,0.0404328,0,0.0138745,0.0131488,0.0364887,0.0365007,0.020352,0.0261582,0.0224275,0.00605822,0.00426978,0.00767083,0.0182596,0.00925185,0.0196921,0.024728,0.0128126,0.00934912,0.00904693,0.0177725,0.01589,0,0,0,0,0,0,0,0,0.0327212,0,0.0110801,0.0136922,0.0170843
244,0.015047,0.0150726,0,0,0,0,0,0.0347938,0.0373536,0.0303543,0.0136936,0,0,0.017539,0,0.0142658,0.00898392,0.0350672,0.0408459,0.00980376,0.0055365,0.0180867,0.0188038,0.0129259,0.0120888,0.0282502,0.00359862,0.0116881,0.0120708,0.0204085,0.0445758,0.0136878,0.0125492,0.00564267,0.0276968,0.0219387,0.0265357,0.0083615,0.0157874,0,0,0.0403925,0,0.0138458,0.0132087,0.0365662,0.0359051,0.0201808,0.026151,0.0221303,0.00588624,0.00436312,0.00790794,0.0178283,0.00893625,0.0194534,0.0246454,0.0128825,0.00953553,0.00917178,0.0174099,0.0155087,0,0,0,0,0,0,0,0,0.0326794,0,0.0113405,0.0122267,0.0171324
245,0.0146517,0.0146812,0,0,0,0,0,0.0349497,0.0373507,0.0309408,0.0131968,0,0,0.0171566,0,0.0141777,0.00876306,0.0357837,0.0417254,0.00960705,0.00594901,0.0177167,0.0183825,0.0121128,0.0109042,0.0288504,0.00504639,0.0131548,0.0120761,0.0219665,0.0446759,0.0134604,0.012534,0.00562177,0.0273953,0.0218991,0.0261803,0.00822845,0.0155805,0,0,0.04028,0,0.0138292,0.0130256,0.0365869,0.0353038,0.0200536,0.0261354,0.0218769,0.00576357,0.00438003,0.0081052,0.0173948,0.00883005,0.0192805,0.0243905,0.0127996,0.00974674,0.00920833,0.0170681,0.0151489,0,0,0,0,0,0,0,0,0.0325745,0,0.0112085,0.010843,0.0171591
246,0.0142338,0.0142981,0,0,0,0,0,0.0348053,0.0373275,0.0314052,0.0125972,0,0,0.0167043,0,0.0140561,0.00856545,0.0366457,0.042275,0.00941627,0.00662357,0.0174553,0.0180182,0.0113056,0.00962741,0.0298344,0.00694528,0.0146653,0.0125502,0.0237424,0.0441332,0.01319,0.0124951,0.00558341,0.0269342,0.0218431,0.0257832,0.00808457,0.0154219,0,0,0.0400108,0,0.0138221,0.0127552,0.0365543,0.0345623,0.0199714,0.0259517,0.021569,0.00559176,0.00434064,0.00814845,0.017072,0.00866074,0.0188886,0.0240046,0.0125804,0.00988909,0.0091488,0.0167183,0.0147899,0,0,0,0,0,0,0,0,0.0325155,0,0.0105929,0.00970657,0.0172269
247,0.0138635,0.0139123,0,0,0,0,0,0.0346078,0.0372704,0.0320588,0.0119692,0,0,0.0163478,0,0.013902,0.00837919,0.0376113,0.0423926,0.00925626,0.00720451,0.0170365,0.0176602,0.0107001,0.00835659,0.0310886,0.00886533,0.0162244,0.0135201,0.0257619,0.0430003,0.0129442,0.0124381,0.00551052,0.0264376,0.0218437,0.0253481,0.00796514,0.0152216,0,0,0.0398449,0,0.0138652,0.0125069,0.0366341,0.0338534,0.0199318,0.0257025,0.0210765,0.00540476,0.00426738,0.00811571,0.0167797,0.00844653,0.0185167,0.0236249,0.012444,0.00993166,0.00919802,0.0164016,0.0144205,0,0,0,0,0,0,0,0,0.0325095,0,0.010385,0.00899257,0.0172005
248,0.0135235,0.0136048,0,0,0,0,0,0.0341731,0.0371951,0.0324803,0.0113216,0,0,0.0160359,0,0.0138248,0.00815745,0.0385092,0.0419061,0.00923601,0.0077033,0.0164941,0.0173683,0.0106287,0.00733439,0.0324261,0.010832,0.0176865,0.014669,0.0278973,0.0415325,0.0126906,0.0123954,0.00545543,0.0259381,0.0218469,0.0248495,0.00788766,0.0150901,0,0,0.039477,0,0.0139156,0.012256,0.036851,0.0331779,0.0199118,0.0255098,0.0204939,0.00523463,0.00418187,0.00809725,0.0165073,0.00820169,0.0181184,0.0232309,0.0125289,0.00990892,0.00927173,0.0161766,0.0142089,0,0,0,0,0,0,0,0,0.0325166,0,0.0104388,0.00887981,0.0171146
249,0.0133586,0.0133746,0,0,0,0,0,0.033641,0.0371146,0.0321371,0.0106689,0,0,0.0157004,0,0.0138076,0.00792325,0.0392954,0.0412516,0.00931947,0.00810644,0.0159349,0.0172042,0.0110391,0.0066845,0.0338396,0.012934,0.0191232,0.0159553,0.0300045,0.0399461,0.0124995,0.0123462,0.0054712,0.0255284,0.0218041,0.0244023,0.00786564,0.0150044,0,0,0.039069,0,0.0139097,0.0119464,0.0371896,0.0325131,0.0199052,0.025414,0.0198742,0.00513913,0.00407072,0.00810101,0.0161703,0.00806771,0.0176286,0.0229159,0.012861,0.0098481,0.00916886,0.0160335,0.0141057,0,0,0,0,0,0,0,0,0.0324977,0,0.0105822,0.00910047,0.0170351
250,0.0131965,0.0131383,0,0,0,0,0,0.0329092,0.0370462,0.0312179,0.00993538,0,0,0.0154752,0,0.0137804,0.00765769,0.0399086,0.0401553,0.00945879,0.00837591,0.0152309,0.0171348,0.0116656,0.00626595,0.0352531,0.0150669,0.0204205,0.0173977,0.0320997,0.0381766,0.0122494,0.0122992,0.00549621,0.0251787,0.0217367,0.0240433,0.00782818,0.0149361,0,0,0.0385971,0,0.0138732,0.011644,0.0375076,0.0318658,0.0199229,0.0253187,0.0193324,0.00499846,0.00383916,0.00814114,0.0157805,0.00794981,0.0171352,0.0226933,0.0129087,0.00976064,0.00896304,0.0158524,0.0139344,0,0,0,0,0,0,0,0,0.0324062,0,0.0106976,0.00938623,0.0169889
251,0.0130153,0.0128755,0,0,0,0,0,0.0318451,0.0370297,0.0303135,0.00913156,0,0,0.0152841,0,0.013744,0.00731059,0.0404143,0.0381779,0.00962966,0.0086492,0.0144054,0.0170221,0.0121372,0.0058053,0.036565,0.0171756,0.0216115,0.0188817,0.0341824,0.036184,0.011952,0.0122937,0.00532286,0.0247454,0.0216864,0.0235454,0.00774483,0.0148685,0,0,0.038292,0,0.0138449,0.0114857,0.0376714,0.0310176,0.0199484,0.0250345,0.0187429,0.00485465,0.00365319,0.00808377,0.0152969,0.00774107,0.0166112,0.0223392,0.0127771,0.00966224,0.00892374,0.0156361,0.0138367,0,0,0,0,0,0,0,0,0.0323534,0,0.010641,0.00947244,0.0169033
252,0.0128643,0.0125842,0,0,0,0,0,0.0301545,0.0369307,0.0291764,0.00825883,0,0,0.014897,0,0.013615,0.00707594,0.0408512,0.0353633,0.0098234,0.00926525,0.0134508,0.0168504,0.0122573,0.00512208,0.0376597,0.0192951,0.0227544,0.0203943,0.0361755,0.0337678,0.0117158,0.0122865,0.00515269,0.024346,0.0216337,0.0230531,0.00768008,0.0148126,0,0,0.0380164,0,0.0138411,0.0112893,0.0377382,0.0301935,0.019955,0.0246796,0.0177187,0.00478274,0.00342146,0.00805543,0.0148524,0.00753675,0.0161554,0.0220088,0.012537,0.00952444,0.00894839,0.0154196,0.0136828,0,0,0,0,0,0,0,0,0.0323094,0,0.0106863,0.00933134,0.0168179
253,0.0126851,0.0123115,0,0,0,0,0,0.0275436,0.0368608,0.0279971,0.00745236,0,0,0.0144911,0,0.013494,0.00693075,0.0412799,0.0322936,0.00994632,0.0106147,0.0124318,0.0167104,0,0.00491818,0.0384596,0.0213629,0.0238125,0.0218857,0.037957,0.0307692,0.0114726,0.0122699,0.00509279,0.0240322,0.0215677,0.0225492,0.00772566,0.0147664,0,0,0.0377634,0,0.0138305,0.0110827,0.037775,0.029376,0.0200075,0.0242867,0.0167159,0.00466359,0.00332514,0.00809352,0.014413,0.00730317,0.0156302,0.0216929,0.0123136,0.00935578,0.00900866,0.0152292,0.0135456,0,0,0,0,0,0,0,0,0.0322236,0,0.0107112,0.00924894,0.0168075
254,0.0125772,0.0120781,0,0,0,0,0,0.024579,0.0368108,0.0266295,0.0068264,0,0,0.0142789,0,0.0134287,0.00681997,0.0415403,0.0293474,0.0101354,0.0123304,0.0114176,0.016651,0,0.0055938,0.0389337,0.0229654,0.0243438,0.0228981,0.0391094,0.0275099,0.0112585,0.0122402,0.00504765,0.0237035,0.0215648,0.0220504,0.0076902,0.0147151,0,0,0.0376904,0,0.0138327,0.0109397,0.0377938,0.0285543,0.0200578,0.0238809,0.0159778,0.00449027,0.00332042,0.00804487,0.0139159,0.00705821,0.0150974,0.0214162,0.0122672,0.00923435,0.009139,0.0150297,0.0133494,0,0,0,0,0,0,0,0,0.0320788,0,0.0106398,0.00879247,0.0168041
255,0.0126237,0.0119147,0,0,0,0,0,0.0226506,0.036764,0.025428,0.0063896,0,0,0.0140756,0,0.0134038,0.00666954,0.0415385,0.0276563,0.0102336,0.0138922,0.0105264,0.0166822,0.0113025,0.00560787,0.0391171,0.0239522,0.024485,0.0234458,0.0395497,0.0253109,0.0111209,0.0122163,0.00497963,0.0233137,0.0215377,0.0215746,0.00752818,0.0146494,0,0,0.0378243,0,0.0138121,0.0109873,0.0378029,0.0278115,0.0200962,0.0233924,0.015645,0.00433709,0.00335004,0.00796809,0.0133946,0.00685957,0.014558,0.021297,0.0124218,0.00919313,0.00926273,0.0148644,0.0129058,0,0,0,0,0,0,0,0,0.0319516,0,0.0106202,0.00824278,0.0167393
256,0.0127199,0.0118363,0,0,0,0,0,0.0215191,0.0367452,0.0245934,0.00609885,0,0,0.0138316,0,0.0133735,0.00659858,0.041152,0.0278653,0.0101521,0.0147545,0.0099442,0.0168789,0.0116662,0.00531842,0.0391854,0.0243423,0.0243999,0.0235233,0.0395368,0.0243363,0.0109745,0.0122314,0.00489678,0.0230545,0.0215467,0.0210984,0.00736177,0.0145885,0,0,0.0377308,0,0.0138469,0.0112983,0.0377385,0.0270705,0.0201243,0.0228661,0.0157563,0.0042802,0.00337493,0.00788281,0.0128344,0.00670118,0.0142272,0.0213512,0.0125051,0.00928931,0.00938907,0.0147918,0.0126099,0,0,0,0,0,0,0,0,0.0318578,0,0.0105516,0.00783601,0.016656
257,0.0127524,0.0116894,0,0,0,0,0,0.0210198,0.0367269,0.0240458,0.00592021,0,0,0.0137649,0,0.0133039,0.00665109,0.0403851,0.028752,0.0101052,0.0148213,0.00978617,0.0169103,0.0118663,0.00487685,0.0390607,0.0241854,0.0241522,0.0232825,0.0393016,0.0243441,0.0108753,0.0122255,0.00488243,0.022738,0.0216082,0.0205834,0.00723976,0.0145507,0,0,0.0374358,0,0.013928,0.0115214,0.0376441,0.0264068,0.0200471,0.0223129,0.0158082,0.00417684,0.00335345,0.00770802,0.0123369,0.00646427,0.0140344,0.0214533,0.0126053,0.0094661,0.00933567,0.0146382,0.012758,0,0,0,0,0,0,0,0,0.0317491,0,0.0104607,0.00726232,0.0165967
258,0.0128961,0.0116999,0,0,0,0,0,0.0217489,0.0366763,0.0241848,0.00577928,0,0,0.0135694,0,0.0132369,0.00657495,0.0394933,0.0296054,0.0101258,0.014048,0.00976526,0.0171986,0.0116679,0.00458733,0.0385484,0.0233925,0.0237273,0.0228142,0.0388035,0.0253439,0.0107086,0.0122025,0.00480746,0.0224662,0.0216121,0.0201695,0.00709807,0.0144099,0,0,0.0372817,0,0.0139673,0.0114363,0.0375311,0.0259525,0.0198905,0.0217623,0.0157631,0.00392172,0.00325383,0.0075292,0.0118791,0.00613969,0.0136793,0.0216176,0.0127687,0.00948613,0.00932096,0.0146516,0.012564,0,0,0,0,0,0,0,0,0.0315344,0,0.010393,0.00664817,0.0165316
259,0.0130273,0.0117324,0,0,0,0,0,0.024105,0.0366846,0.0250502,0.00563049,0,0,0.0133585,0,0.0132066,0.00648136,0.0387245,0.0309529,0.0102382,0.012604,0.00994043,0.0174704,0.0114893,0.00450343,0.0376376,0.022041,0.0229072,0.021875,0.0380114,0.027586,0.0105455,0.0122124,0.0047766,0.0224564,0.0215249,0.0199422,0.0069889,0.0140943,0,0,0.0370128,0,0.0139627,0.0111921,0.0375725,0.0257271,0.0196071,0.0212986,0.0159645,0.00366074,0.00315051,0.00744704,0.0115373,0.00578725,0.0131965,0.022102,0.0127557,0.00956759,0.00925494,0.0147177,0.012552,0,0,0,0,0,0,0,0,0.0311338,0,0.0103977,0.00622782,0.016487
260,0.0130777,0.0116907,0,0,0,0,0,0.0279669,0.0367001,0.0269114,0.00553928,0,0,0.0131233,0,0.0132271,0.00642731,0.0381927,0.0333902,0.0104807,0.0108041,0.0102132,0.0176299,0.0113458,0.00479819,0.0364404,0.0202414,0.0215876,0.0204692,0.036998,0.0312641,0.0103569,0.0122355,0.00481304,0.022442,0.0214843,0.0197313,0.00693067,0.0136539,0,0,0.0365547,0,0.0139818,0.0109748,0.0376228,0.0256042,0.0191529,0.0208552,0.0163537,0.00350142,0.0031094,0.0074098,0.0110782,0.00536479,0.012478,0.0228779,0.0126835,0.00956764,0.0091257,0.0147417,0.0126242,0,0,0,0,0,0,0,0,0.0306096,0,0.0103377,0.00625672,0.0165214
261,0.0130782,0.0117223,0,0,0,0,0,0.0313265,0.0366432,0.0290796,0.00561492,0,0,0.0127859,0,0.0132691,0.00634252,0.0378442,0.0364778,0.0107418,0.00913029,0.0106127,0.0178709,0.0113694,0.00562096,0.0352605,0.0186059,0.0204866,0.0192521,0.036027,0.0344335,0.0100183,0.0122161,0.00470625,0.0224729,0.02144,0.019577,0.00694348,0.013717,0,0,0.0359377,0,0.0139943,0.0107398,0.0376362,0.0256585,0.0185946,0.0205246,0.016824,0.00352521,0.00316558,0.0073934,0.010586,0.00495818,0.0117826,0.0236473,0.0126403,0.00947025,0.00899422,0.0148509,0.0126166,0,0,0,0,0,0,0,0,0.0300801,0,0.0103793,0.00687571,0.0165912
262,0.0130723,0.0118757,0,0,0,0,0,0.0322995,0.0365538,0.0310788,0.00568323,0,0,0.0123568,0,0.0132506,0.00621308,0.0376119,0.0384573,0.0108573,0.00798442,0.0108816,0.018126,0.0112246,0.00651051,0.0341889,0.0178946,0.0206196,0.0190849,0.0352229,0.034931,0.00971262,0.0121721,0.00460919,0.0223699,0.0213183,0.0193655,0.00696543,0.0138886,0,0,0.0353933,0,0.0139988,0.0104218,0.0376543,0.0255816,0.0180463,0.0201076,0.0169636,0.00361373,0.00325867,0.0074514,0.0101449,0.00460015,0.0112409,0.0242935,0.0125385,0.00929447,0.00910278,0.0150668,0.012434,0,0,0,0,0,0,0,0,0.0296007,0,0.0104755,0.00756669,0.0167061
263,0.0129278,0.0121145,0,0,0,0,0,0.0297272,0.0364518,0.0312061,0.00564428,0,0,0.0119849,0,0.0132151,0.00610396,0.0375574,0.0383694,0.0109247,0.00800478,0.0108507,0.0183057,0.0107829,0.00659679,0.0332963,0.0184195,0.0215711,0.0199476,0.0351094,0.0322525,0.00947561,0.0121088,0.00453318,0.0219556,0.0211468,0.018888,0.00695065,0.0141199,0,0,0.0348115,0,0.0139759,0.0101372,0.0375161,0.0251593,0.01757,0.0195417,0.0172189,0.00387024,0.00357111,0.00752782,0.00975176,0.00422305,0.0107841,0.0247774,0.0124035,0.00914103,0.00900385,0.0153326,0.0120713,0,0,0,0,0,0,0,0,0.0291154,0,0.0106196,0.00769699,0.0168347
264,0.0127761,0.0122636,0,0,0,0,0,0.025595,0.036376,0.0293016,0.00566342,0,0,0.0117823,0,0.0132099,0.00603041,0.037682,0.0373285,0.0108978,0.0088711,0.0107874,0.0184426,0.0101182,0.006411,0.0329534,0.0196693,0.0222996,0.0209628,0.0357729,0.0283091,0.00927427,0.012039,0.00453015,0.0214184,0.0210564,0.0182874,0.00688229,0.0140772,0,0,0.0342559,0,0.0139515,0.0099875,0.0373267,0.0244054,0.0172579,0.0188493,0.0173712,0.00401379,0.00387235,0.00756561,0.00909273,0.00379732,0.0102225,0.0252613,0.0123745,0.00902095,0.00913683,0.0155268,0.0119065,0,0,0,0,0,0,0,0,0.0285128,0,0.0105776,0.00726853,0.0168264
265,0.0130042,0.0123683,0,0,0,0,0,0.0221511,0.0363273,0.0273731,0.00578416,0,0,0.0115809,0,0.0132163,0.00599198,0.0378268,0.0366928,0.0106973,0.0103573,0.0110322,0.0187086,0.00976381,0.00652376,0.0336495,0.020915,0.0227331,0.0216437,0.0367744,0.025089,0.0089801,0.0120002,0.00448694,0.020712,0.0210062,0.0174604,0.00669602,0.0138087,0,0,0.0338477,0,0.0139506,0.0097478,0.0370986,0.0231524,0.017052,0.0177702,0.017471,0.004199,0.00418963,0.00747813,0.00798884,0.00334308,0.00903995,0.0257521,0.0124086,0.00885855,0.00922718,0.0156738,0.0119053,0,0,0,0,0,0,0,0,0.0279665,0,0.0103766,0.0069466,0.0167015
266,0.0131567,0.0122707,0,0,0,0,0,0.0195175,0.0362805,0.0264333,0.00581456,0,0,0.0111029,0,0.0131417,0.0058954,0.0382968,0.0362364,0.0101207,0.0115259,0.0126176,0.0186867,0.00985584,0.00612555,0.035613,0.0216656,0.0229721,0.0218784,0.0373347,0.0224539,0.00867273,0.0119067,0.00438101,0.0216916,0.0210555,0.0208568,0.00850505,0.0137603,0,0,0.0337252,0,0.0139327,0.00960225,0.0341536,0.031168,0.0187406,0.0211005,0.0178194,0.00413899,0.00737033,0.0120397,0.0103087,0.00204032,0.0115631,0.0329467,0.0123094,0.00863039,0.00901826,0.0154682,0.0121594,0,0,0,0,0,0,0,0,0.0270782,0,0.0147823,0.00685681,0
267,0.0136889,0.0126212,0,0,0,0,0,0.0181082,0.0362658,0.0268236,0.00577161,0,0,0.0111543,0,0.0131866,0.00618114,0.0384942,0.0369247,0.00974111,0.0119306,0.0131257,0.0193414,0.010303,0.0056679,0.0369494,0.0219929,0.0234933,0.022113,0.0379019,0.0217318,0.00872897,0.0119411,0.00431222,0.0214815,0.021075,0.0209994,0.00805206,0.0138114,0,0,0.0339076,0,0.0140014,0.00977841,0.0339197,0.0306342,0.0184935,0.0205572,0.0177801,0.00433885,0.00804196,0.0125622,0.00996779,0.00228151,0.0111151,0.0350561,0.0122151,0.00856594,0.00887518,0.0157204,0.0125558,0,0,0,0,0,0,0,0,0.0266567,0,0.015268,0.00722754,0
268,0.0143038,0.0128788,0,0,0,0,0,0.0184844,0.036213,0.0278333,0.00592315,0,0,0.0112392,0,0.0132785,0.00658077,0.0384654,0.03842,0.00967025,0.0117355,0.0117278,0.019829,0.0106586,0.0057208,0.0368864,0.0220405,0.0241722,0.0225588,0.0383967,0.0239074,0.00870263,0.0119314,0.00423896,0.0192284,0.0210521,0.0155394,0.00541168,0.0138144,0,0,0.0331596,0,0.0140623,0.00958683,0.0365222,0.0187745,0.0165343,0.0148781,0.0165616,0.00446405,0.00490976,0.00810478,0.0052822,0.00292269,0.00623054,0.0297579,0.0120103,0.00834305,0.00872565,0.0160059,0.0128035,0,0,0,0,0,0,0,0,0.0262972,0,0.011168,0.00782269,0.0169414
269,0.0145666,0.0130528,0,0,0,0,0,0.0183788,0.0362164,0.0278622,0.00597744,0,0,0.0112272,0,0.0132909,0.00674837,0.0384742,0.038536,0.00945091,0.0113117,0.0119697,0.0199392,0.0105861,0.0057299,0.0365661,0.0217136,0.0241754,0.0226063,0.0381454,0.0251696,0.00859742,0.0119029,0.00419815,0.0191674,0.0210355,0.0145977,0.00551533,0.014114,0,0,0.0330814,0,0.0140552,0.00954264,0.0363237,0.0166542,0.0166358,0.014022,0.0163885,0.00458488,0.00489295,0.00856362,0.00367502,0.00316541,0.00463063,0.0307662,0.0120665,0.0081847,0.00860349,0.0161742,0.0130097,0,0,0,0,0,0,0,0,0.0250157,0,0.0115911,0.00807794,0.0158273
270,0.0147128,0.0132634,0,0,0,0,0,0.0181186,0.0362652,0.0276441,0.00611257,0,0,0.011516,0,0.0133594,0.0070611,0.038127,0.0380953,0.00944399,0.0108146,0.012428,0.0200052,0.0105705,0.00621187,0.0357081,0.0211943,0.0239364,0.0225195,0.0375252,0.0259537,0.00860877,0.0118943,0.00428203,0.0200294,0.0210634,0.0143977,0.00539436,0.0141474,0,0,0.0329535,0,0.0140814,0.0094437,0.0365162,0.0154429,0.0163997,0.0141393,0.0165163,0.00478811,0.00459616,0.00957251,0.00335665,0.0034685,0.00414305,0.0329113,0.0120276,0.00804847,0.00842744,0.016424,0.0133158,0,0,0,0,0,0,0,0,0.0239554,0,0.0133132,0.0084572,0.0160671
271,0.015121,0.0138511,0,0,0,0,0,0.0183655,0.0364224,0.0278696,0.00671345,0,0,0.0124835,0,0.0135841,0.00766437,0.0371238,0.0380922,0.00974883,0.0105345,0.0120701,0.0208077,0.0110516,0.00734766,0.0343854,0.0207742,0.023955,0.0224672,0.0370566,0.027228,0.00912988,0.0119628,0.00457139,0.0237112,0.0210835,0.0174959,0.00335787,0.013922,0,0,0.0329777,0,0.0141185,0.00944996,0.0376626,0.0202088,0.0136585,0.0188926,0.016685,0.00515705,0.0064577,0.0134466,0.0091546,0.00462131,0.0103161,0.0386793,0.0122453,0.00791889,0.00829099,0.0171651,0.0132703,0,0,0,0,0,0,0,0,0.0265318,0,0,0.00935168,0.0277095
272,0.0160105,0.0146752,0,0,0,0,0,0.0202376,0.0366076,0.0294922,0.0096334,0,0,0.0138907,0,0.0139344,0.00851527,0.0359685,0.0398509,0.0102934,0.0107856,0.00975653,0.0226458,0.0123938,0.00928161,0.0325426,0.0205464,0.0248035,0.0223237,0.0368611,0.0311097,0.0100882,0.0121619,0.00484191,0.0294074,0.0211601,0.0261805,0.00767315,0.0141897,0,0,0.0321061,0,0.0141326,0.00901171,0.0401961,0.0328537,0.00812868,0.0283864,0.0154385,0.00545649,0.0149792,0.0215971,0.0207322,0.0138023,0.0226582,0.0474924,0.0121362,0.00743951,0.00814275,0.0185767,0.0138362,0,0,0,0,0,0,0,0,0.0343457,0,0,0.0111574,0.0624759
273,0.0152629,0.0135111,0,0,0,0,0,0.0174989,0.0362264,0.0262211,0.00628667,0,0,0.0112063,0,0.0134924,0.00707664,0.036365,0.0352246,0.0089782,0.00857285,0.0140322,0.0209531,0.0113348,0.00661428,0.0352702,0.0187288,0.0224241,0.0202909,0.0344335,0.0254728,0.00854383,0.0117293,0.00451063,0.0230763,0.0212643,0.0195558,0.00599455,0.0145898,0,0,0.0320704,0,0.014078,0.0086785,0.0350419,0.0208119,0.0177535,0.0192262,0.0168917,0.00460904,0.011327,0.0187228,0.00774301,0.00477468,0.00657221,0.0441778,0.0115072,0.00695145,0.00796479,0.0167997,0.0133677,0,0,0,0,0,0,0,0,0.0215287,0,0,0.00992756,0
274,0.0154277,0.0141323,0,0,0,0,0,0.0180079,0.0363528,0.0259543,0.00658156,0,0,0.0119935,0,0.0137106,0.00752454,0.0362329,0.0343484,0.008753,0.00829979,0.0146255,0.0215724,0.0115959,0.00663745,0.0354303,0.0184732,0.0221139,0.0200778,0.0340312,0.0246653,0.00895985,0.0118672,0.00463032,0.0201959,0.0212016,0.0194041,0.00554256,0.0143885,0,0,0.0326073,0,0.014186,0.00901498,0.03451,0.0190821,0.0172102,0.0158405,0.0171935,0.0048986,0.0119972,0.0183038,0.00658933,0.00564489,0.00473977,0.0445148,0.011721,0.00698647,0.00786068,0.0174172,0.0131,0,0,0,0,0,0,0,0,0.0203752,0,0,0.0101745,0
275,0.0155939,0.0144633,0,0,0,0,0,0.0187283,0.0365078,0.0259977,0.00695807,0,0,0.0125729,0,0.01384,0.00785849,0.0363851,0.0337043,0.00875329,0.00798093,0.014749,0.0220346,0.011646,0.00667227,0.0355743,0.0183538,0.0218518,0.0201109,0.0337528,0.0245735,0.00933937,0.0119742,0.00472391,0.0177252,0.0212054,0.0196065,0.00497296,0.0144434,0,0,0.0328986,0,0.0141931,0.00912625,0.0342875,0.0180761,0.0166497,0.0130328,0.0171532,0.00483656,0.012692,0.0180131,0.00632193,0.00655819,0.00396336,0.0443055,0.0116972,0.00692523,0.00778782,0.0178279,0.0132693,0,0,0,0,0,0,0,0,0.0195338,0,0,0.0100646,0
