Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,IMUR_M,RTHII,LTHIA,RTHIA
151,0.0122328,0.00977935,0,0,0,0,0,0.0306961,0.0342697,0.0304761,0.00783286,0,0,0.0225031,0,0.0124703,0.0150649,0.0398722,0.0344223,0.0135882,0.00649758,0.00847303,0.0244177,0.00896827,0.0337928,0.019143,0.0214468,0.0202821,0.031776,0.0322552,0.0251082,0.0105578,0.00795326,0.0117402,0.0207572,0.0193543,0.0105127,0.0116977,0,0,0.0341304,0,0.0139871,0.0131843,0.0350577,0.0312049,0.019109,0.0146724,0.0144428,0.0153668,0.00300639,0.00488078,0.00785822,0.0226585,0.00729742,0.0123178,0.0247034,0.0189573,0.00543649,0.00878076,0.0094335,0.0133915,0,0,0,0,0,0,0,0,0.0106748,0,0.00833758,0.00981657,0
152,0.0122998,0.00999341,0,0,0,0,0,0.028317,0.0342628,0.0296799,0.0075504,0,0,0.022287,0,0.012507,0.0147597,0.0400739,0.0329877,0.0132345,0.00760525,0.00852054,0.0251225,0.0095652,0.0348114,0.0200477,0.0222082,0.0207804,0.0322267,0.030023,0.0253243,0.0106035,0.00787258,0.0125735,0.020743,0.019752,0.0101465,0.0117399,0,0,0.033803,0,0.0140151,0.0128451,0.035096,0.0303536,0.0188973,0.0144275,0.014496,0.015432,0.00358417,0.00568032,0.0078193,0.0220262,0.0076191,0.0117579,0.0264201,0.0190495,0.00526103,0.0087208,0.00988288,0.0133764,0,0,0,0,0,0,0,0,0.0107191,0,0.00928298,0.0106977,0
153,0.0122869,0.0101695,0,0,0,0,0,0.026815,0.0342317,0.0290991,0.00738993,0,0,0.0220404,0,0.0125314,0.0145162,0.0401257,0.0327461,0.0127367,0.00862347,0.0086146,0.0257131,0.00930801,0.0354315,0.0203969,0.0227355,0.020982,0.0322283,0.0285968,0.0255397,0.0106576,0.00771514,0.013384,0.020732,0.0200784,0.0097196,0.0116919,0,0,0.0332824,0,0.0140455,0.0124612,0.0351457,0.0291369,0.0187217,0.0142269,0.0144278,0.0154419,0.0042311,0.00663345,0.00783275,0.0214356,0.00791983,0.011189,0.0285704,0.0190853,0.0050208,0.0085265,0.0102267,0.0132783,0,0,0,0,0,0,0,0,0.0108858,0,0.0103518,0.0117245,0
154,0.0122128,0.0103727,0,0,0,0,0,0.0257674,0.0342342,0.0287337,0.00737914,0,0,0.0218177,0,0.0125723,0.0143522,0.0399515,0.0328336,0.0125007,0.00960537,0.00866089,0.0262353,0.00888259,0.035371,0.020401,0.0230089,0.0209202,0.0317951,0.0278827,0.0256993,0.0106992,0.00755766,0.014753,0.0207287,0.0201991,0.00936971,0.0115597,0,0,0.0325487,0,0.0140888,0.0122338,0.0352023,0.0273156,0.0185189,0.0142929,0.0143237,0.0155085,0.00481564,0.00771702,0.0077764,0.0207114,0.00816147,0.0103162,0.0310443,0.0189679,0.00479521,0.00833119,0.0105856,0.0131454,0,0,0,0,0,0,0,0,0.0112494,0,0.0115894,0.0126764,0
155,0.0120977,0.0106063,0,0,0,0,0,0.0250828,0.0342662,0.0283747,0.00748327,0,0,0.021571,0,0.0126633,0.0141814,0.0395404,0.0317154,0.0123995,0.0103758,0.00872202,0.0266892,0.00958973,0.034667,0.020038,0.0230437,0.0205571,0.0308953,0.0273865,0.0257192,0.010703,0.00745248,0.0161947,0.020716,0.0201166,0.00914066,0.0113988,0,0,0.0318434,0,0.0141117,0.0120153,0.0351811,0.0249131,0.0183353,0.0145701,0.0142728,0.0156206,0.00534678,0.00893021,0.00769141,0.0198995,0.00841709,0.00919281,0.0336297,0.0188982,0.00460331,0.00807044,0.0109945,0.0130366,0,0,0,0,0,0,0,0,0.0119099,0,0.0130515,0.0135455,0
156,0.0119419,0.0108495,0,0,0,0,0,0.0241917,0.0343398,0.027514,0.00763277,0,0,0.0213218,0,0.0127882,0.0140861,0.038883,0.0294387,0.0122491,0.0109793,0.00874061,0.0270872,0.0104665,0.0338927,0.0196747,0.0230719,0.0201668,0.0298285,0.0265915,0.0256358,0.010698,0.00738254,0.0173677,0.0207202,0.0198216,0.00895165,0.0112105,0,0,0.031303,0,0.0141331,0.0119123,0.0351069,0.0219907,0.0182102,0.014858,0.0142382,0.0157585,0.00622049,0.0105367,0.0076121,0.019015,0.0086532,0.00777705,0.0359956,0.0187996,0.00445903,0.00776158,0.0114567,0.013021,0,0,0,0,0,0,0,0,0.0125921,0,0.0150953,0.0141187,0
157,0.0117557,0.0111023,0,0,0,0,0,0.0235138,0.0343514,0.0263233,0.00771471,0,0,0.0210793,0,0.0129058,0.0140777,0.0379678,0.0273053,0.0119713,0.011516,0.00876617,0.0273301,0.0111104,0.033337,0.0194839,0.0231429,0.0198669,0.0288661,0.0259367,0.0254883,0.0106805,0.00736323,0.0190869,0.020721,0.0197761,0.00870083,0.0109551,0,0,0.0307421,0,0.0141618,0.0115268,0.0351165,0.0191386,0.0182016,0.0163519,0.0141023,0.0158309,0.0076057,0.013196,0.00736331,0.0185536,0.00825586,0.00564009,0.0390291,0.0186795,0.00431268,0.00763691,0.0119444,0.0128714,0,0,0,0,0,0,0,0,0.0131185,0,0,0.0144488,0
158,0.0116616,0.0114235,0,0,0,0,0,0.023308,0.0343694,0.025473,0.00779912,0,0,0.0207743,0,0.0129936,0.0140275,0.0370075,0.026203,0.0116754,0.0115688,0.00878111,0.027548,0.0114388,0.0329855,0.0193964,0.0231045,0.0196332,0.0282019,0.025548,0.0252942,0.0106847,0.00733526,0.0198535,0.0207275,0.0195836,0.00838343,0.0107889,0,0,0.0302671,0,0.0142011,0.0111257,0.0349868,0.0166055,0.0182319,0.0168151,0.0139635,0.0159281,0.00860811,0.0149334,0.00708977,0.0178076,0.00820796,0.00371611,0.0406131,0.0186026,0.00421771,0.00757178,0.0125224,0.0127432,0,0,0,0,0,0,0,0,0.0133986,0,0,0.0150113,0
159,0.0116726,0.0117013,0,0,0,0,0,0.0239251,0.0343899,0.0252087,0.00790151,0,0,0.0204443,0,0.0130278,0.0137776,0.036324,0.0255687,0.0114067,0.011758,0.0088841,0.0277822,0.0117672,0.032718,0.0191215,0.0228206,0.0193003,0.0276167,0.0258817,0.0250453,0.0106944,0.00727688,0.0202533,0.0207239,0.0193215,0.00808407,0.0107143,0,0,0.0297493,0,0.0142179,0.0109077,0.0348792,0.0149541,0.0183331,0.0170149,0.0137671,0.0161071,0.00929777,0.0162676,0.00678474,0.0172112,0.00807128,0.00195027,0.0418138,0.0186879,0.00423837,0.00733359,0.0130628,0.0128833,0,0,0,0,0,0,0,0,0.0136306,0,0,0.0161951,0
160,0.0117505,0.0119741,0,0,0,0,0,0.0255098,0.0344643,0.0253584,0.00805844,0,0,0.0201988,0,0.013103,0.0134241,0.036061,0.0255445,0.0111353,0.0124255,0.00909441,0.0280635,0.0120443,0.0325564,0.0186813,0.0224261,0.0187886,0.0268722,0.0270481,0.0248153,0.010735,0.00723786,0.0203856,0.020763,0.0192447,0.00783043,0.0106768,0,0,0.0295469,0,0.0142393,0.0108831,0.0348725,0.0147791,0.0185183,0.0168231,0.0135026,0.0162799,0.00962821,0.0173263,0.00652818,0.016822,0.0078958,0.00109538,0.0428037,0.0188972,0.0042664,0.00715125,0.0135233,0.0130831,0,0,0,0,0,0,0,0,0.014065,0,0,0.0174448,0
161,0.0118541,0.0122613,0,0,0,0,0,0.0273759,0.0345618,0.025767,0.00818239,0,0,0.0200875,0,0.0133314,0.0131366,0.0361349,0.0255825,0.0108686,0.0132921,0.00933019,0.0284182,0.0121385,0.0325074,0.0182556,0.0219541,0.0183435,0.0260553,0.0285146,0.0247229,0.0107819,0.00723871,0.0207229,0.0208211,0.0195365,0.00766064,0.0106333,0,0,0.0297745,0,0.0142466,0.0109611,0.0349531,0.0161158,0.0187953,0.0165812,0.0131361,0.0163481,0.0094805,0.0181939,0.0062818,0.0165926,0.00773841,0.00157871,0.0429863,0.0190831,0.00420328,0.00712602,0.0139897,0.0131636,0,0,0,0,0,0,0,0,0.0145566,0,0,0.0184476,0
162,0.012004,0.0125954,0,0,0,0,0,0.0285723,0.0346491,0.0262015,0.00826772,0,0,0.0200069,0,0.0134647,0.0128456,0.0366098,0.0251597,0.0107034,0.0138014,0.00960981,0.0287312,0.0120254,0.0326428,0.0178964,0.0214483,0.0180012,0.025329,0.029465,0.0246014,0.0108485,0.00723878,0.0215909,0.0208847,0.0201926,0.00763267,0.0106522,0,0,0.0301507,0,0.0142564,0.0111208,0.0351594,0.0186113,0.0191086,0.0163576,0.0128056,0.0161618,0.00900663,0.0189841,0.00611218,0.0164128,0.00770599,0.00229321,0.0417683,0.0192832,0.00402264,0.00724193,0.0144709,0.0131878,0,0,0,0,0,0,0,0,0.0148146,0,0,0.0187424,0
163,0.0121676,0.0128697,0,0,0,0,0,0.0290048,0.0347734,0.0260974,0.00844072,0,0,0.0198812,0,0.0134998,0.0125485,0.0371361,0.0241846,0.01061,0.0140117,0.00986469,0.028976,0.0119146,0.0328486,0.0177554,0.0212167,0.0176493,0.0247604,0.0295546,0.0244011,0.0109552,0.00721446,0.0226101,0.0209528,0.0211127,0.0077315,0.0107549,0,0,0.0305639,0,0.0142792,0.0113728,0.0353895,0.0213608,0.0195015,0.0161123,0.0123763,0.0160285,0.00921187,0.0195968,0.00603138,0.016254,0.00772364,0.00303587,0.0389251,0.0195302,0.00383712,0.00726082,0.0148536,0.0132247,0,0,0,0,0,0,0,0,0.0148937,0,0,0.0184224,0
164,0.0122766,0.0131309,0,0,0,0,0,0.0291167,0.0349051,0.0255946,0.00863787,0,0,0.0197062,0,0.0135868,0.0122999,0.03747,0.0232378,0.0105352,0.0140831,0.0100141,0.029158,0.011873,0.0330737,0.0179277,0.0213665,0.0174252,0.0244654,0.0295548,0.024299,0.0110126,0.00722939,0.0237107,0.0210204,0.0222625,0.00790398,0.0108265,0,0,0.0309787,0,0.0143034,0.0116054,0.0355939,0.0239443,0.0200373,0.0159349,0.0117689,0.016035,0.00970026,0.0200903,0.00576947,0.0160865,0.00776217,0.00382265,0.033723,0.0198052,0.00368455,0.00716406,0.0151922,0.0132386,0,0,0,0,0,0,0,0,0.0149246,0,0,0.017981,0
165,0.012305,0.0132539,0,0,0,0,0,0.0289774,0.0349633,0.0250305,0.00876535,0,0,0.0195641,0,0.0136603,0.0121282,0.0375288,0.022338,0.0104056,0.0140312,0.0100259,0.0291924,0.0119149,0.0333591,0.0184547,0.0218372,0.0176427,0.0244521,0.0295045,0.0242176,0.0110302,0.00725089,0.0246305,0.021096,0.0234582,0.00805267,0.010811,0,0,0.0313594,0,0.0143336,0.0118084,0.0356514,0.0258937,0.0207168,0.0161001,0.0108784,0.0159838,0.00984755,0.0203179,0.00541486,0.0159914,0.00789109,0.00424589,0.0269045,0.0200181,0.00353876,0.00696669,0.015367,0.0132116,0,0,0,0,0,0,0,0,0.0148578,0,0,0.0175428,0
166,0.0122876,0.0132378,0,0,0,0,0,0.0286799,0.034971,0.02445,0.00879801,0,0,0.019442,0,0.0136955,0.0119978,0.0373147,0.0213397,0.0101645,0.0138756,0.00989859,0.0290201,0.0119669,0.0336346,0.0189685,0.0224773,0.0180025,0.0244762,0.0293443,0.0242042,0.011026,0.00721764,0.0249703,0.0211706,0.0240362,0.00818402,0.0107071,0,0,0.0316595,0,0.0143676,0.0119554,0.035682,0.0268143,0.0215165,0.0165359,0.00980927,0.0158762,0.00960422,0.0200474,0.00519101,0.0158827,0.00817493,0.00414878,0.0220099,0.0201181,0.00346124,0.00668572,0.015364,0.0131869,0,0,0,0,0,0,0,0,0.0146667,0,0,0.0170989,0
167,0.012033,0.0129915,0,0,0,0,0,0.028469,0.0349245,0.0239947,0.00871457,0,0,0.0193403,0,0.0136652,0.0120863,0.0369771,0.0206983,0.00982782,0.0135279,0.00970315,0.0285145,0.0118537,0.0339371,0.0186513,0.0230991,0.0183362,0.0244036,0.02926,0.0242928,0.0109978,0.00712393,0.0261992,0.0212196,0.0242203,0.00846521,0.0104164,0,0,0.0316696,0,0.0143894,0.0117722,0.0359816,0.0278943,0.0227261,0.0176667,0.00866272,0.0157544,0,0.0195782,0.00535105,0.01591,0.00827589,0.00395258,0.0225994,0.0200416,0.00341013,0.00644998,0.0150327,0.0130078,0,0,0,0,0,0,0,0,0.0141288,0,0,0.0166246,0
168,0.0121433,0.0129313,0,0,0,0,0,0.0284125,0.034953,0.0237316,0.00872103,0,0,0.0191937,0,0.0136084,0.0120723,0.0367535,0.0203994,0.00957697,0.0131417,0.00973644,0.0280665,0.0119162,0.0340155,0.018514,0.0232883,0.0184465,0.0242622,0.029284,0.0241976,0.0110038,0.00705521,0.0272689,0.0212565,0.024254,0.00799815,0.0105178,0,0,0.0317091,0,0.0144104,0.011679,0.0357999,0.0260405,0.0229095,0.0172962,0.00790423,0.0158268,0.00976067,0.0183224,0.00546228,0.0156494,0.00854116,0.0028471,0.0248996,0.0201292,0.00332737,0.00628681,0.014767,0.0129789,0,0,0,0,0,0,0,0,0.0136042,0,0,0.0164087,0
169,0.011985,0.0124831,0,0,0,0,0,0.0283685,0.0348917,0.0235676,0.00860053,0,0,0.0190184,0,0.0134717,0.0122456,0.0368499,0.0201133,0.00941112,0.0125591,0.00985581,0.0271323,0.0118309,0.0341784,0.0181023,0.022888,0.0183449,0.023962,0.0292524,0.0239899,0.0109093,0.00695268,0.0285974,0.0212617,0.0244867,0.00752186,0.0104945,0,0,0.0314391,0,0.0144008,0.0115011,0.0358137,0.0249351,0.0233006,0.0178838,0.00715094,0.0155909,0.0108504,0.0174458,0.00577916,0.0156273,0.00863823,0.00201121,0.0266423,0.0199506,0.00334512,0.00613124,0.0140598,0.0128028,0,0,0,0,0,0,0,0,0.0130489,0,0,0.0161261,0
170,0.0117981,0.0120411,0,0,0,0,0,0.0286135,0.0348069,0.023645,0.00847869,0,0,0.0189066,0,0.0134398,0.0124308,0.0369241,0.0198783,0.00924816,0.0119655,0.0100946,0.0262375,0.0116721,0.034339,0.017578,0.0222636,0.0181083,0.0237053,0.0295879,0.023808,0.0107596,0.00689446,0.0292421,0.0212794,0.0244433,0.00702618,0.0103425,0,0,0.0313082,0,0.0144066,0.0114499,0.0357615,0.0233672,0.023506,0.0184075,0.00680931,0.0154771,0.0111427,0.0168791,0.00596179,0.0156382,0.00878008,0.00132031,0.0277958,0.0198416,0.00338028,0.00600398,0.0133697,0.0125928,0,0,0,0,0,0,0,0,0.0126085,0,0,0.0160427,0
171,0.012219,0.0120614,0,0,0,0,0,0.0292364,0.0348824,0.023983,0.00846547,0,0,0.0188215,0,0.0134656,0.0122877,0.0365981,0.0203164,0.00920449,0.0116984,0.010713,0.0260225,0.0118213,0.0342493,0.0174214,0.0217852,0.0179313,0.023728,0.030189,0.023486,0.0107757,0.00692697,0.0283323,0.0213651,0.0237955,0.00595448,0.0106303,0,0,0.0317684,0,0.0144303,0.0114921,0.035239,0.0190908,0.0222539,0.017892,0.00732319,0.0156908,0.010659,0.015667,0.00605646,0.0150663,0.00978634,0.00113599,0.0278321,0.0202087,0.00328328,0.00592109,0.0131747,0.0130028,0,0,0,0,0,0,0,0,0.0125701,0,0.0245511,0.0163472,0
172,0.0114297,0.0111666,0,0,0,0,0,0.0309258,0.0346667,0.0243966,0.00843148,0,0,0.0189973,0,0.0133396,0.0128826,0.0372698,0.0207639,0.00871563,0.012239,0.0106882,0.0247653,0.0115666,0.0344903,0.0174196,0.0218013,0.0176992,0.0228332,0.0317353,0.0236309,0.0106143,0.00677273,0.0277459,0.0213536,0.0234131,0.00648122,0.00984209,0,0,0.0315621,0,0.0144028,0.0111208,0.0350963,0.0201055,0.0240159,0.0193671,0.00661836,0.0153901,0.0105367,0.015579,0.00567627,0.0154912,0.00921939,0.00100793,0.0268505,0.0198222,0.00338689,0.0059291,0.0121293,0.0119403,0,0,0,0,0,0,0,0,0.0127528,0,0,0,0
173,0.0110571,0.0106511,0,0,0,0,0,0.029429,0.0345935,0.0235583,0.00843166,0,0,0.0190863,0,0.0132831,0.0132773,0.0372927,0.0211542,0.00867876,0.0104968,0.0104934,0.0240033,0.0110358,0.0345604,0.0169461,0.0210047,0.0176148,0.0232717,0.0305852,0.0235971,0.0105543,0.00672347,0.0266385,0.021352,0.0230858,0.00661336,0.00948758,0,0,0.0314124,0,0.0143974,0.0111189,0.0346118,0.0190879,0.0243264,0.0195868,0.00643634,0.015371,0.0101601,0.0149528,0.00557028,0.015251,0.0095391,0.00118451,0.0251288,0.0197354,0.00348355,0.00586012,0.0115782,0.0115635,0,0,0,0,0,0,0,0,0.0115631,0,0,0.0145788,0
174,0.010835,0.0102495,0,0,0,0,0,0.0293148,0.034565,0.0232973,0.0084646,0,0,0.0191659,0,0.0132703,0.0134769,0.0373536,0.021157,0.00846078,0.0101223,0.0106002,0.0233796,0.0108924,0.0345964,0.0169516,0.0210942,0.0176626,0.0232325,0.0304807,0.0234923,0.010484,0.00670869,0.0256471,0.0213563,0.0228507,0.00674557,0.00934384,0,0,0.0315051,0,0.0143806,0.011087,0.0341285,0.0185205,0.0244314,0.0198687,0.0064639,0.0152691,0.00931603,0.0147571,0.00568031,0.0149683,0.00984102,0.00115,0.0234305,0.0197864,0.00350663,0.00587632,0.011158,0.0113685,0,0,0,0,0,0,0,0,0.011099,0,0,0.0141008,0
175,0.0106727,0.00990522,0,0,0,0,0,0.0291837,0.0346086,0.023051,0.00850225,0,0,0.0192102,0,0.0133521,0.0136791,0.0373907,0.0205146,0.00820111,0.00993322,0.0106945,0.0226229,0.0107912,0.0346761,0.0170501,0.0213633,0.0179805,0.02317,0.0303259,0.0233108,0.0104465,0.00667984,0.0247135,0.0213976,0.0228489,0.00698248,0.00925464,0,0,0.0318252,0,0.0143779,0.0109068,0.0336987,0.0185185,0.0245316,0.0199813,0.00644599,0.0151907,0.00779142,0.0144771,0.00608361,0.0146542,0.010148,0.00117595,0.0220849,0.0196189,0.00345036,0.00596125,0.0107541,0.0112284,0,0,0,0,0,0,0,0,0.0106813,0,0,0.0137585,0
176,0.0104926,0.0095938,0,0,0,0,0,0.0291887,0.0345592,0.0228103,0.00853073,0,0,0.0191913,0,0.0133721,0.0137535,0.0374499,0.0199222,0.00795295,0.00970219,0.0107603,0.0220353,0.0106851,0.0347857,0.0171351,0.0215346,0.0183854,0.0230723,0.0303394,0.0231543,0.0103597,0.00664882,0.0241076,0.0214358,0.0229677,0.00727167,0.00913374,0,0,0.0322749,0,0.0143789,0.0108827,0.0333351,0.018842,0.0245662,0.0197321,0.00633545,0.0150749,0.00693422,0.0141586,0.00667971,0.0143608,0.0105265,0.00163316,0.021376,0.0196129,0.00348887,0.00590221,0.0104047,0.0110301,0,0,0,0,0,0,0,0,0.0103702,0,0,0.0134978,0
177,0.010353,0.00934744,0,0,0,0,0,0.0294899,0.0345254,0.0227627,0.00853075,0,0,0.0191577,0,0.0133584,0.0137789,0.0375481,0.0201613,0.00779427,0.00938174,0.0108058,0.0215807,0.0105314,0.0348343,0.0170622,0.0214909,0.0182918,0.0229176,0.0305971,0.023042,0.0103267,0.00663275,0.0238158,0.0214654,0.0232739,0.00757641,0.00905621,0,0,0.0326538,0,0.0143855,0.0109729,0.0330086,0.0194554,0.0245427,0.0192227,0.00611243,0.0149354,0.00660103,0.0140301,0.00731233,0.0141411,0.0109343,0.00257412,0.0214195,0.0196551,0.00358395,0.00588248,0.0101633,0.0108972,0,0,0,0,0,0,0,0,0.0100808,0,0,0.0132879,0
178,0.0102774,0.00917738,0,0,0,0,0,0.0299823,0.0345477,0.0229168,0.00855263,0,0,0.0191295,0,0.0133883,0.0138672,0.0375841,0.0205781,0.00768334,0.00904458,0.010761,0.0211578,0.0103906,0.0348226,0.0168369,0.0214102,0.0179614,0.0227602,0.0310719,0.0229863,0.0103379,0.00659242,0.0236614,0.0215082,0.0236923,0.00784747,0.00902057,0,0,0.0329398,0,0.0143945,0.0110843,0.0327283,0.0202777,0.0245082,0.0185406,0.00575439,0.0147973,0.00641307,0.0141275,0.00780987,0.014038,0.0113586,0.00377338,0.0216949,0.0196139,0.00360012,0.00583881,0.0100192,0.0108299,0,0,0,0,0,0,0,0,0.00983674,0,0,0.0130189,0
179,0.0121463,0.0100048,0,0,0,0,0,0.0322833,0.035067,0.0237011,0.00926601,0,0,0.0180535,0,0.0134121,0.0131087,0.0372059,0.0207079,0.00722019,0.00930827,0.0122003,0.0213599,0.0110202,0.034584,0.0171143,0.0223091,0.0178698,0.0229606,0.0330782,0.0217612,0.0103659,0.00670664,0.0198572,0.0217378,0.0219175,0.00892714,0.0107508,0,0,0.0343688,0,0.0143079,0.0120772,0.0328938,0.0177068,0.0218654,0.0201228,0.00745903,0.0159582,0.00529317,0.0103531,0.0102422,0.011708,0.0142464,0.00808218,0.0189178,0.0208714,0.00343763,0.00575468,0.0106665,0.0129389,0,0,0,0,0,0,0,0,0.0103142,0,0,0.0139822,0.0165914
180,0.0117682,0.0099471,0,0,0,0,0,0.0324026,0.0350289,0.0238584,0.00918341,0,0,0.0181324,0,0.0135929,0.0128701,0.0372256,0.0212523,0.0070654,0.0087552,0.0120026,0.0217963,0.010922,0.0346087,0.016844,0.022255,0.0177727,0.0229643,0.0333307,0.0217595,0.0105452,0.00663208,0.019497,0.021734,0.0215819,0.00921493,0.0103368,0,0,0.0343769,0,0.0144651,0.0118723,0.0329242,0.0179683,0.0218562,0.0197398,0.00708668,0.0157027,0.00615117,0.0108829,0.0106341,0.0119398,0.0143776,0.00892808,0.018449,0.0207858,0.00336154,0.00566222,0.010866,0.0126052,0,0,0,0,0,0,0,0,0.00997738,0,0,0.0134222,0.0156263
181,0.0115537,0.00990488,0,0,0,0,0,0.0324609,0.034995,0.0237026,0.00917757,0,0,0.0181475,0,0.0135227,0.0126539,0.0372745,0.0229978,0.00697476,0.00834837,0.0116791,0.0217617,0.0107891,0.0347296,0.0167105,0.0221564,0.0177156,0.0229643,0.0335641,0.0216349,0.0105236,0.00660003,0.0189604,0.0217499,0.0211859,0.00936702,0.0101188,0,0,0.0345886,0,0.0144312,0.011843,0.0329164,0.018044,0.0221601,0.019116,0.006529,0.015262,0.00667239,0.0111083,0.011386,0.0119716,0.0148861,0.0100492,0.0178097,0.0206859,0.00329643,0.00577253,0.0109993,0.0123479,0,0,0,0,0,0,0,0,0.00963136,0,0,0.0128236,0.0148795
182,0.0115082,0.0100186,0,0,0,0,0,0.0335761,0.0350399,0.023617,0.00921368,0,0,0.0181512,0,0.0135456,0.0123626,0.0373208,0.0240429,0.00681008,0.0087707,0.0114665,0.0216482,0.0106866,0.0349235,0.0168376,0.0223967,0.0176612,0.0227276,0.0348573,0.0212832,0.0105243,0.00669791,0.0181399,0.0218079,0.0206298,0.0093396,0.0101588,0,0,0.0352501,0,0.0143898,0.0121561,0.0328865,0.0179836,0.0223466,0.0185159,0.00604249,0.0149409,0.00711675,0.011226,0.0124086,0.0120187,0.0156207,0.011295,0.0169594,0.0208522,0.00321616,0.0057786,0.011277,0.0122828,0,0,0,0,0,0,0,0,0.00963053,0,0,0,0.0145119
183,0.0114425,0.0100846,0,0,0,0,0,0.0332543,0.035065,0.0234419,0.00919236,0,0,0.018239,0,0.0136112,0.0124265,0.0371062,0.0223512,0.00679883,0.00804013,0.0109239,0.0215714,0.0104591,0.0350996,0.01689,0.0219358,0.0176001,0.0229828,0.0346355,0.0210582,0.01053,0.00676359,0.0174219,0.0218021,0.020001,0.00948794,0.0100958,0,0,0.0359204,0,0.0144001,0.0123551,0.0329013,0.0181156,0.0226866,0.0181393,0.00550314,0.0149723,0.00750705,0.0112538,0.0133126,0.0119934,0.0161986,0.0124404,0.0161781,0.0211429,0.00324675,0.00587462,0.0113967,0.012228,0,0,0,0,0,0,0,0,0.00895609,0,0,0.0119537,0.0142066
184,0.0114051,0.00997198,0,0,0,0,0,0.0337313,0.035048,0.0238363,0.00899684,0,0,0.018364,0,0.0136005,0.0126512,0.0369846,0.0196923,0.00679864,0.00800825,0.010248,0.0214177,0.0104228,0.0352336,0.0169791,0.0220901,0.0178086,0.022978,0.0350775,0.0211631,0.0105372,0.00675482,0.0171862,0.0217423,0.0192786,0.00973309,0.0100467,0,0,0.0361268,0,0.0143793,0.0122093,0.0330379,0.0182227,0.0231298,0.0180152,0.00501716,0.0149976,0.00794988,0.011233,0.0140989,0.0119257,0.0166216,0.0136062,0.0160536,0.0212093,0.00338478,0.00600363,0.0111967,0.0122122,0,0,0,0,0,0,0,0,0.00855704,0,0,0.0116456,0.0139084
185,0.0114752,0.0100098,0,0,0,0,0,0.0340556,0.0351691,0.0243447,0.00897494,0,0,0.0184925,0,0.0136471,0.0127675,0.0369152,0.0181657,0.00677131,0.00783935,0.010013,0.0212523,0.0103898,0.0353736,0.0169293,0.0222476,0.0179531,0.0229578,0.0354538,0.0211654,0.0106059,0.00675498,0.0173067,0.0217487,0.0185461,0.00969042,0.0101859,0,0,0.0365694,0,0.0143637,0.0122553,0.0332195,0.0179802,0.0232266,0.0177468,0.00453808,0.0149112,0.00835481,0.0111986,0.0148287,0.0119221,0.0169346,0.0146214,0.016619,0.0213632,0.00350036,0.00602989,0.0111529,0.0122865,0,0,0,0,0,0,0,0,0.00811696,0,0,0.0113585,0.0138746
186,0.0114142,0.00990001,0,0,0,0,0,0.0341782,0.0351861,0.0247649,0.0086961,0,0,0.0187683,0,0.0136888,0.013127,0.0367315,0.0175019,0.00690108,0.00757885,0.00990868,0.0210217,0.0104236,0.0354681,0.0168607,0.0222478,0.0179852,0.0229808,0.0357273,0.02134,0.0105822,0.0067603,0.017502,0.0217101,0.017764,0.00962643,0.0101401,0,0,0.0366199,0,0.014354,0.0123412,0.0334431,0.0178383,0.0234014,0.0175518,0.00397261,0.0148695,0.0089417,0.0110874,0.0155681,0.0121718,0.0170831,0.0155336,0.0175637,0.0213661,0.00367101,0.00610207,0.0108651,0.0122882,0,0,0,0,0,0,0,0,0.00796967,0,0,0.0110294,0.0137959
187,0.0114125,0.00992701,0,0,0,0,0,0.0344628,0.0352347,0.0242367,0.00856186,0,0,0.0190088,0,0.0137061,0.0133486,0.0365565,0.0175113,0.00703363,0.00751126,0.0103138,0.0207474,0.010454,0.035488,0.0168068,0.0222347,0.0179353,0.0229249,0.0361736,0.0212835,0.0105596,0.00685466,0.0175733,0.0217241,0.0171796,0.00930276,0.0101452,0,0,0.0368756,0,0.0143412,0.0125993,0.0334715,0.0181458,0.0231985,0.0172918,0.00331684,0.014733,0.00904256,0.0105442,0.016545,0.0123052,0.0173667,0.0165772,0.0185065,0.0214424,0.00378928,0.00626094,0.0107221,0.0123388,0,0,0,0,0,0,0,0,0.0082691,0,0,0.0110353,0.0141928
