Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,x75,x79
137,0.00790321,0.0114496,0,0,0,0,0,0,0.0381859,0.0366595,0.0266007,0.00953262,0,0,0.00430061,0,0.0133984,0.00335544,0.0350147,0.0365701,0.00932549,0.0113625,0.0101201,0.0147554,0.00519283,0.00842933,0.00808273,0.0416482,0.00873764,0.0097041,0.00876923,0.0381,0.0511789,0.0050368,0.0114001,0.0038016,0.0102408,0.021706,0.0200216,0.00653555,0.0154814,0,0,0.0366209,0,0.0136007,0.0118096,0.036182,0.0264445,0.0287208,0.0159852,0.00131361,0.00926601,0.00451875,0.0238865,0,0.00480964,0.0235494,0.0387244,0.0187925,0.0299835,0.00954426,0.0146983,0.0141409,0.0104716,0.0160308,0.00993674,0,0,0,0,0,0,0,0,0,0,0
138,0.00788298,0.0112316,0,0,0,0,0,0,0.0378789,0.0365723,0.0263483,0.00957737,0,0,0.00452896,0,0.0133556,0.0035567,0.035124,0.0363947,0.009147,0.0110734,0.0105169,0.0148722,0.00493791,0.00793979,0.0075731,0.041789,0.00835382,0.00963048,0.00875601,0.037885,0.0515721,0.0053503,0.0113679,0.00381537,0.00781461,0.0217363,0.0185089,0.00655297,0.0152603,0,0,0.036385,0,0.0136278,0.0117232,0.0363018,0.025391,0.0290101,0.0136745,0.00123974,0.00898757,0.00417662,0.0238229,0,0.00478762,0.0223726,0.0382735,0.0180247,0.0283817,0.00831651,0.0145079,0.014065,0.0104894,0.0157137,0.00992014,0,0,0,0,0,0,0,0,0,0,0
139,0.00794246,0.0109481,0,0,0,0,0,0,0.0375329,0.0363355,0.025844,0.00948827,0,0,0.00483733,0,0.0132186,0.00379857,0.0353014,0.0362147,0.00899949,0.0107911,0.0107359,0.0148552,0.00471576,0.00744796,0.0071319,0.0419047,0.00793088,0.00954619,0.0085896,0.0376818,0.0519172,0.00575132,0.0112785,0.00379258,0.0072899,0.0217724,0.0172763,0.00647049,0.0150844,0,0,0.0358831,0,0.0136878,0.0114879,0.0364242,0.0257123,0.0293378,0.0120085,0.00106914,0.00871492,0.00351895,0.0235673,0,0.00515194,0.0213167,0.0382446,0.0173383,0.0265288,0.00735858,0.0142329,0.0137755,0.0104191,0.0153598,0.00991793,0,0,0,0,0,0,0,0,0,0,0
140,0.00800085,0.0106872,0,0,0,0,0,0,0.0370471,0.036124,0.0249955,0.00932205,0,0,0.00533319,0,0.0130397,0.0041227,0.0354524,0.0361867,0.00884437,0.0105289,0.0107828,0.0148323,0.00447664,0.00696367,0.00668251,0.0419874,0.00746327,0.00948318,0.00842839,0.0375303,0.0522035,0.0063073,0.0111759,0.00368563,0.00916222,0.0217752,0.0167906,0.00633129,0.0149845,0,0,0.0352073,0,0.0137321,0.0112527,0.036462,0.0268998,0.0296399,0.0113279,0.000851281,0.00858203,0.00267919,0.0232908,0,0.0057349,0.0202444,0.0384663,0.0167404,0.0246155,0.00725159,0.0138647,0.0136009,0.0103597,0.0150485,0.00995502,0,0,0,0,0,0,0,0,0,0,0
141,0.00814759,0.0105604,0,0,0,0,0,0,0.0366021,0.0359854,0.0242837,0.00936697,0,0,0.00565088,0,0.0129223,0.00428403,0.0356252,0.0360628,0.00864016,0.0103297,0.0110573,0.0149645,0.00417825,0.00650028,0.00631395,0.0420961,0.00698275,0.0094965,0.00846987,0.0373677,0.0526244,0.00669865,0.0111051,0.00365035,0.0123443,0.0217632,0.017393,0.00644397,0.0149752,0,0,0.034813,0,0.0137455,0.0111814,0.0363129,0.0284663,0.0297601,0.0119569,0.00118339,0.00842442,0.00185644,0.0230971,0,0.00635663,0.0192575,0.0384365,0.0161667,0.0230414,0.00883798,0.0135558,0.0135609,0.0103195,0.0149173,0.0100377,0,0,0,0,0,0,0,0,0,0,0
142,0.00839998,0.0104948,0,0,0,0,0,0,0.0362026,0.0358268,0.0236837,0.00934079,0,0,0.00598611,0,0.01289,0.00451304,0.0357858,0.0356401,0.00849206,0.0101207,0.0111693,0.0152555,0.0038335,0.00609208,0.00607404,0.0420845,0.00644784,0.00951237,0.0083319,0.0372149,0.0531096,0.0071471,0.0109976,0.00361456,0.0158903,0.0217357,0.0189994,0.00648539,0.0149382,0,0,0.0342019,0,0.0137581,0.0110045,0.0360169,0.0301942,0.02975,0.0137947,0.0013282,0.00832178,0.00171608,0.0228151,0,0.00646752,0.0188436,0.0381233,0.0158051,0.0222734,0.0114206,0.013319,0.0134319,0.010254,0.0149112,0.0101288,0,0,0,0,0,0,0,0,0,0,0
143,0.00872944,0.0104987,0,0,0,0,0,0,0.0358615,0.0357247,0.0229328,0.00931141,0,0,0.00622423,0,0.012936,0.00468455,0.0358131,0.0353976,0.00843762,0.00986807,0.0113724,0.0156699,0.00344981,0.00571434,0.00589444,0.0419657,0.00574058,0.00938866,0.00804919,0.0369639,0.0536544,0.00748754,0.010921,0.00355514,0.0193417,0.0217994,0.0206447,0.00651607,0.0149282,0,0,0.0338177,0,0.0138048,0.0108811,0.0355758,0.0320952,0.0297097,0.0157289,0.00157877,0.00815096,0.00216266,0.0225494,0,0.00617013,0.0189698,0.0379008,0.0157177,0.0222167,0.0142138,0.0131532,0.0133375,0.010211,0.0149902,0.0103118,0,0,0,0,0,0,0,0,0,0,0
144,0.00910823,0.0104404,0,0,0,0,0,0,0.0356678,0.0355256,0.0221604,0.00930249,0,0,0.00642336,0,0.0129103,0.00477443,0.0357526,0.0350694,0.0084407,0.00972992,0.011581,0.0161063,0.00301037,0.00540804,0.00568134,0.0418365,0.00493572,0.0090696,0.00795745,0.0365082,0.0542492,0.00778261,0.0108557,0.00347445,0.0223038,0.0218488,0.0217374,0.00663039,0.0149761,0,0,0.0334849,0,0.0138518,0.0107276,0.0349276,0.0336343,0.0296916,0.0164288,0.00187992,0.00790375,0.00251086,0.0222253,0,0.00613128,0.0191297,0.0379594,0.0157667,0.0221993,0.0173787,0.0128212,0.0131928,0.0101849,0.0149992,0.0106174,0,0,0,0,0,0,0,0,0,0,0
145,0.00947991,0.0102831,0,0,0,0,0,0,0.0356743,0.035298,0.0215474,0.00926467,0,0,0.00680845,0,0.0128789,0.00497491,0.0357269,0.0342526,0.00847835,0.00977639,0.0116159,0.0164649,0.00255172,0.00522928,0.00570345,0.0417675,0.00404317,0.00867256,0.00818462,0.0359965,0.0547757,0.00819229,0.0107582,0.00338676,0.0240382,0.0218519,0.0221509,0.00675588,0.0150695,0,0,0.0331385,0,0.0138736,0.0105712,0.0342188,0.0341645,0.0298381,0.0157378,0.00198798,0.00763248,0.00291684,0.0216423,0,0.00676778,0.0188647,0.0380254,0.0155914,0.0217963,0.0198661,0.0123989,0.0129963,0.0101632,0.014889,0.0109274,0,0,0,0,0,0,0,0,0,0,0
146,0.00981194,0.010076,0,0,0,0,0,0,0.0358683,0.035085,0.0210699,0.00927377,0,0,0.00714336,0,0.0128302,0.00512824,0.0358382,0.0327597,0.00842916,0.00998438,0.0115956,0.0165638,0.00215042,0.00521551,0.00595588,0.0417524,0.00292137,0.00811272,0.00853498,0.035428,0.0553542,0.00847905,0.0106505,0.00327154,0.0243699,0.0218355,0.0216371,0.00695029,0.0152077,0,0,0.0328512,0,0.0138744,0.0104323,0.0336285,0.0336229,0.0301769,0.0142764,0.00195782,0.00732205,0.00357159,0.0207638,0,0.0077491,0.0180597,0.0377323,0.0151335,0.0209493,0.0204321,0.0121046,0.0129421,0.0101504,0.0146844,0.0113476,0,0,0,0,0,0,0,0,0,0,0
147,0.0101354,0.00975656,0,0,0,0,0,0,0.0360814,0.0348922,0.0206598,0.00921293,0,0,0.00745561,0,0.0127324,0.00525466,0.0361257,0.0304416,0.00833088,0.0102449,0.0115969,0.0165596,0.00180685,0.00540993,0.00646531,0.0418281,0.00152507,0.00738978,0.00935914,0.0347941,0.0559736,0.00877509,0.0105526,0.00321409,0.0241175,0.0218064,0.0206829,0.00713564,0.0153239,0,0,0.032692,0,0.0138558,0.0103871,0.0331223,0.0324223,0.0304341,0.012725,0.00178043,0.00687776,0.00454138,0.0199063,0,0.00877214,0.0169881,0.0371514,0.0143506,0.0198699,0.020219,0.0117329,0.0128908,0.010098,0.0143332,0.0118138,0,0,0,0,0,0,0,0,0,0,0
148,0.0105153,0.00946086,0,0,0,0,0,0,0.035951,0.0347718,0.0202684,0.00887715,0,0,0.00768055,0,0.0127175,0.00531323,0.0364751,0.0271603,0.00818487,0.010391,0.0116209,0.0166152,0.00159152,0.00595091,0.0070866,0.0420063,0.000637164,0.00653372,0.0102734,0.0342623,0.0563951,0.00914477,0.0104933,0.0032591,0.0238289,0.0218606,0.0197287,0.00711725,0.0155047,0,0,0.0328327,0,0.0138693,0.0104972,0.0327257,0.0308665,0.0305838,0.011552,0.00159683,0.00631363,0.00541273,0.0192604,0,0.00960741,0.0159516,0.0365206,0.013445,0.0187734,0.0202263,0.0114301,0.0127097,0.0100796,0.0139473,0.0122823,0,0,0,0,0,0,0,0,0,0,0
149,0.01101,0.00925724,0,0,0,0,0,0,0.0354391,0.0347431,0.019939,0.00825269,0,0,0.00767312,0,0.0127265,0.00523529,0.036857,0.0229926,0.00789217,0.0101364,0.0117419,0.016871,0.00149834,0.00689013,0.00743424,0.0421341,0.00232499,0.00580195,0.0104824,0.0339112,0.0559707,0.00941779,0.0104877,0.00324525,0.0234018,0.0219851,0.0190771,0.00687953,0.0158095,0,0,0.0332302,0,0.0139116,0.010687,0.0325716,0.0294738,0.0305489,0.0111327,0.00154442,0.00561948,0.00589814,0.0189343,0,0.0101803,0.0152287,0.035991,0.0127679,0.0179904,0.0202708,0.0111839,0.0125749,0.0100783,0.0136176,0.0128633,0,0,0,0,0,0,0,0,0,0,0
150,0.0116842,0.00921478,0,0,0,0,0,0,0.034352,0.0347416,0.0197456,0.0073457,0,0,0.00744391,0,0.0128141,0.00501032,0.03732,0.0187964,0.00755535,0.00964477,0.0118326,0.0173738,0.00169505,0.00840373,0.00737967,0.0421934,0.0045614,0.00596989,0.0115104,0.0335598,0.054087,0.0095922,0.0104749,0.00322753,0.022788,0.0220699,0.0188475,0.00645867,0.0161544,0,0,0.033691,0,0.0139295,0.0108311,0.0327625,0.0285102,0.0303736,0.0111819,0.00174129,0.00487536,0.00602651,0.0188617,0,0.010336,0.0149231,0.0356493,0.0123863,0.0176483,0.0195338,0.0109181,0.0125184,0.0100118,0.0134088,0.0136122,0,0,0,0,0,0,0,0,0,0,0
151,0.0124997,0.00933041,0,0,0,0,0,0,0.0324407,0.0347427,0.0192556,0.0062455,0,0,0.0070208,0,0.0129968,0.00471021,0.0379196,0.0149395,0.00718794,0.00957927,0.0119026,0.0181551,0.0025389,0.0103401,0.00772114,0.0421298,0.00683366,0.00782992,0.0127244,0.0331121,0.0507142,0.00965337,0.0104853,0.00323137,0.0218559,0.0221285,0.0187687,0.00585825,0.0167535,0,0,0.0343315,0,0.0139192,0.0110705,0.0331968,0.0278379,0.0301616,0.0110494,0.00210584,0.00411735,0.00591815,0.0189098,0,0.0103178,0.0147931,0.0355649,0.0122334,0.0174327,0.0182472,0.0106477,0.0125933,0.00993208,0.0133228,0.0145507,0,0,0,0,0,0,0,0,0,0,0
152,0.0134044,0.00957723,0,0,0,0,0,0,0.0298896,0.0348149,0.0184674,0.00521079,0,0,0.00641811,0,0.0132077,0.00435182,0.038699,0.0118317,0.00672443,0.00955604,0.0121642,0.0192039,0.00388133,0.0122199,0.00829947,0.0420294,0.00897706,0.0096461,0.0137472,0.0325008,0.0462469,0.00954563,0.0105466,0.00324835,0.0208924,0.0222723,0.0186083,0.00514589,0.0176029,0,0,0.0352466,0,0.0139418,0.0116309,0.0337235,0.0271506,0.0299744,0.0106515,0.00270916,0.00339678,0.00597504,0.018929,0,0.0105467,0.0146048,0.0355957,0.0121225,0.0170708,0.016466,0.0104544,0.0127541,0.00993956,0.0134285,0.0156524,0,0,0,0,0,0,0,0,0,0,0
153,0.0144488,0.0101094,0,0,0,0,0,0,0.0269423,0.0349617,0.0176895,0.00452317,0,0,0.00576734,0,0.0134598,0.00393045,0.0396011,0.0100905,0.00630181,0.00925294,0.0125033,0.0204491,0.00536583,0.0137459,0.00865528,0.0419921,0.0109063,0.0108305,0.0145285,0.0316863,0.0416638,0.0093687,0.0106591,0.00326247,0.0197484,0.0223724,0.0181591,0.00441134,0.0185967,0,0,0.036332,0,0.013952,0.012355,0.0342131,0.0262539,0.0298447,0.00974996,0.00346134,0.00315138,0.00664589,0.0188244,0,0.0108786,0.0141766,0.0356456,0.0119919,0.0164737,0.0142484,0.0103449,0.013142,0.0100277,0.013857,0.0169016,0,0,0,0,0,0,0,0,0,0,0
154,0.0155647,0.010735,0,0,0,0,0,0,0.0241412,0.0350451,0.0171456,0.0043849,0,0,0.00518026,0,0.0136705,0.00356429,0.0406159,0.00946956,0.00608743,0.00915574,0.0127984,0.0215533,0.00677801,0.0148356,0.00880374,0.0420756,0.0126478,0.0117796,0.0151702,0.0307005,0.0365018,0.00910231,0.0107449,0.00331817,0.0185591,0.0224327,0.0174774,0.00379023,0.0196871,0,0,0.037534,0,0.0139414,0.0130706,0.0345253,0.0252928,0.0298404,0.00860627,0.00423029,0.00346882,0.00782002,0.0184457,0,0.0111445,0.013579,0.0357461,0.0117935,0.0155919,0.0120866,0.0103255,0.0135155,0.0101205,0.0143887,0.018245,0,0,0,0,0,0,0,0,0,0,0
155,0.0165904,0.0113708,0,0,0,0,0,0,0.0211757,0.0351362,0.016914,0.00475721,0,0,0.00476525,0,0.0138281,0.00335354,0.0417047,0.00903704,0.00607421,0.00917822,0.0130547,0.0224367,0.00803905,0.0155835,0.00894352,0.0423347,0.0141204,0.0125495,0.015841,0.0298202,0.0296322,0.0088268,0.0108312,0.00337047,0.0179191,0.0225141,0.017187,0.0033235,0.02083,0,0,0.0385976,0,0.0139363,0.0136809,0.0346745,0.025032,0.0299391,0.00813968,0.00497058,0.00405335,0.00818443,0.0180333,0,0.0110659,0.0132155,0.0359933,0.0116795,0.0150301,0.0105225,0.0104087,0.0137796,0.0101806,0.0149203,0.0194853,0,0,0,0,0,0,0,0,0,0,0
156,0.0174682,0.01202,0,0,0,0,0,0,0.0184106,0.035323,0.0170376,0.00532312,0,0,0.00449332,0,0.0138486,0.00316732,0.0427409,0.00845541,0.00617083,0.00915969,0.0132674,0.0231714,0.00905553,0.0161687,0.00904619,0.0427521,0.0153897,0.0131185,0.0167341,0.0293313,0.0215146,0.0086084,0.0109592,0.0034225,0.0178477,0.0226542,0.017302,0.00304512,0.0219024,0,0,0.0394614,0,0.0139016,0.0142489,0.0347951,0.0250048,0.0300138,0.00822181,0.0057347,0.00486474,0.00821039,0.0177307,0,0.0107484,0.0130878,0.0362313,0.0116426,0.0149027,0.00975765,0.0106342,0.014002,0.0102752,0.0155013,0.0204934,0,0,0,0,0,0,0,0,0,0,0
157,0.018316,0.0127306,0,0,0,0,0,0,0.015798,0.0354735,0.0171566,0.00594224,0,0,0.00438428,0,0.0139831,0.00301614,0.0434974,0.00688801,0.00636778,0.00916206,0.0135522,0.0239,0.00965098,0.0166349,0.00881656,0.0430522,0.0164498,0.0136795,0.0176164,0.0289037,0.013594,0.00842729,0.0111005,0.00344385,0.0179085,0.022706,0.0176366,0.00288593,0.0227712,0,0,0.0404394,0,0.0139035,0.0149001,0.0348477,0.0248967,0.0300005,0.00843949,0.00667974,0.00564189,0.00834261,0.0175467,0,0.0104276,0.0130912,0.0363639,0.0115773,0.0148677,0.0096294,0.0109901,0.0142602,0.0104266,0.0161608,0.0213814,0,0,0,0,0,0,0,0,0,0,0
158,0.0189415,0.013335,0,0,0,0,0,0,0.0136137,0.0356437,0.0173227,0.00652845,0,0,0.00454122,0,0.0141581,0.00302945,0.0438388,0.00474002,0.00649336,0.00914689,0.0139393,0.0244905,0.00989339,0.0170956,0.00834477,0.0431052,0.0171065,0.0141041,0.018313,0.0285467,0.00921448,0.00834091,0.0111807,0.00348985,0.0180862,0.0227216,0.0178446,0.00294752,0.0233664,0,0,0.0411794,0,0.0138688,0.015386,0.0347381,0.0245204,0.0298861,0.00867547,0.00785791,0.00635235,0.0083753,0.0174428,0,0.0101395,0.0130942,0.0363329,0.011485,0.0148047,0.00970698,0.0113323,0.0144666,0.0105483,0.0167818,0.0220102,0,0,0,0,0,0,0,0,0,0,0
159,0.0194039,0.0139084,0,0,0,0,0,0,0.0106474,0.0357964,0.0175751,0.00722272,0,0,0.00490476,0,0.0143588,0.0031159,0.0436867,0.0049449,0.00657572,0.00895537,0.014397,0.0251527,0.00998638,0.0174614,0.00776286,0.0428298,0.0175135,0.0143725,0.018862,0.0281904,0.00815605,0.00832487,0.0112922,0.00354393,0.0181325,0.0227074,0.0179622,0.00318929,0.0237457,0,0,0.0418466,0,0.0138582,0.0157135,0.0344809,0.0244284,0.0297266,0.0091885,0.00911323,0.0068898,0.00837559,0.0174208,0,0.00989481,0.0131221,0.0362207,0.0114274,0.0148647,0.00981971,0.0116689,0.0146168,0.0105866,0.0174486,0.0224394,0,0,0,0,0,0,0,0,0,0,0
160,0.0198087,0.0144422,0,0,0,0,0,0,0.00827398,0.0359344,0.0184113,0.00809107,0,0,0.00530964,0,0.0145282,0.00320291,0.0431665,0.0074263,0.00670113,0.00862114,0.0149221,0.0258138,0.00996892,0.0172043,0.00714947,0.0423067,0.0176759,0.0142613,0.0192355,0.0278045,0.00854746,0.00837578,0.011428,0.00362467,0.0181153,0.022717,0.0181036,0.00348052,0.0240921,0,0,0.0424328,0,0.0138689,0.015941,0.0342086,0.0245415,0.0294919,0.00998215,0.0102957,0.00726526,0.0085051,0.0174744,0,0.00966796,0.0132263,0.0360195,0.0114387,0.0150771,0.0100043,0.0119437,0.0148388,0.0106828,0.0181025,0.0227563,0,0,0,0,0,0,0,0,0,0,0
161,0.0202774,0.0150422,0,0,0,0,0,0,0.00682652,0.0360739,0.0197106,0.00903406,0,0,0.00576318,0,0.0147331,0.00334278,0.0424153,0.00977483,0.00694418,0.00805307,0.0156516,0.026544,0.00979449,0.01654,0.00640522,0.0416542,0.0178799,0.0141598,0.0195546,0.0274037,0.00881924,0.00844951,0.0115832,0.0036986,0.0182781,0.0227263,0.0184704,0.00380034,0.0245097,0,0,0.0430391,0,0.0138799,0.0162559,0.0339431,0.0249858,0.0292812,0.0109623,0.0114766,0.00758382,0.00860914,0.0174993,0,0.00961394,0.0134558,0.0358327,0.0114973,0.0154554,0.0105085,0.0121693,0.0150953,0.0108345,0.0188613,0.0230977,0,0,0,0,0,0,0,0,0,0,0
162,0.0207253,0.0156779,0,0,0,0,0,0,0.00636477,0.0362348,0.020467,0.0100102,0,0,0.00623394,0,0.014981,0.00350953,0.0416335,0.0105969,0.0073375,0.00750216,0.0165173,0.0273152,0.00952162,0.0157184,0.00549451,0.0409318,0.018139,0.0142039,0.0199995,0.0269517,0.00738904,0.0084982,0.011751,0.00375348,0.0194705,0.0226833,0.019477,0.00418671,0.024949,0,0,0.0437091,0,0.0138407,0.0164609,0.0336854,0.0262832,0.0292875,0.0127979,0.0126036,0.00779787,0.00852655,0.0174609,0.00479104,0.00956732,0.0139464,0.0354929,0.0115197,0.0161295,0.0120729,0.0123847,0.0153315,0.0109553,0.0196289,0.0234662,0,0,0,0,0,0,0,0,0,0,0
163,0.0209391,0.0162213,0,0,0,0,0,0,0.00517569,0.0364216,0.0207071,0.0110532,0,0,0.00652693,0,0.0151373,0.00361647,0.0408547,0.0114241,0.00775287,0.0070737,0.0172444,0.027768,0.00911709,0.0148345,0.00440009,0.0401509,0.0186122,0.014571,0.0207369,0.0269488,0.00755931,0.00847474,0.0118518,0.00377472,0.020092,0.022625,0.0198183,0.00435016,0.0251903,0,0,0.0442432,0,0.0137546,0.0165934,0.0335234,0.0269662,0.0289803,0.0136515,0.013588,0.00787259,0.00875149,0.0176379,0.00523045,0.00945994,0.0141306,0.035303,0.0113998,0.0163431,0.0126984,0.0126763,0.0154085,0.0110285,0.0202434,0.023613,0,0,0,0,0,0,0,0,0,0,0
164,0.0211286,0.0166181,0,0,0,0,0,0,0.00452311,0.0365528,0.0207911,0.0119686,0,0,0.00675865,0,0.015217,0.00375207,0.0402665,0.0117579,0.00819385,0.0067117,0.0179379,0.027984,0.00855525,0.014015,0.00355316,0.0393993,0.0190097,0.0148077,0.0212622,0.0270391,0.00819326,0.00839619,0.0119303,0.00385613,0.0207371,0.0226562,0.0204355,0.00448546,0.025396,0,0,0.0448334,0,0.0137184,0.0167384,0.033477,0.0275345,0.028616,0.0145451,0.0144847,0.00786897,0.00889349,0.0178606,0.00544583,0.0092989,0.0142988,0.0351423,0.011232,0.0164733,0.0133516,0.01297,0.0155995,0.0111689,0.020688,0.0237528,0,0,0,0,0,0,0,0,0,0,0
165,0.0211659,0.0169994,0,0,0,0,0,0,0.00481452,0.036602,0.0209607,0.0126947,0,0,0.00695526,0,0.0152414,0.00389407,0.039949,0.011965,0.00857639,0.00636871,0.0186189,0.0280698,0.00814942,0.0133562,0.00315596,0.038734,0.0192057,0.0148779,0.0214796,0.0271405,0.00957583,0.0082506,0.011972,0.00392299,0.0212412,0.0226937,0.0213299,0.00462653,0.0255772,0,0,0.0454654,0,0.0136815,0.016935,0.0335146,0.0279444,0.0281762,0.0153991,0.0153604,0.00793721,0.00862611,0.0181081,0.00532778,0.00915139,0.0144173,0.03493,0.0110464,0.0165091,0.0139801,0.0132813,0.0158476,0.0112448,0.0210982,0.0238636,0,0,0,0,0,0,0,0,0,0,0
166,0.0210721,0.0174562,0,0,0,0,0,0,0.00614497,0.0366768,0.0209856,0.0132342,0,0,0.00717456,0,0.0153426,0.00403707,0.0398735,0.0124586,0.00890234,0.0060824,0.0193653,0.028077,0.00781857,0.0127851,0.00318889,0.0380619,0.0193028,0.0149246,0.0215221,0.0272858,0.0110473,0.00811674,0.0119777,0.00403533,0.0216464,0.0227455,0.0214943,0.00474257,0.0255137,0,0,0.0461108,0,0.0136507,0.0171626,0.0336168,0.0285092,0.0276427,0.0161838,0.0162877,0.00817757,0.00805859,0.01839,0.00539635,0.00895912,0.0144369,0.034611,0.0107891,0.016651,0.0145248,0.0136543,0.0161651,0.0112494,0.0215764,0.0239227,0,0,0,0,0,0,0,0,0,0,0
167,0.0207934,0.0177793,0,0,0,0,0,0,0.0079536,0.0368112,0.0208203,0.01359,0,0,0.00727715,0,0.0155084,0.00410276,0.0399475,0.0129226,0.00909188,0.00588226,0.0198394,0.0280843,0.00741356,0.0122079,0.00346518,0.0374325,0.0193693,0.014949,0.0215741,0.0274949,0.0130733,0.00799168,0.0119748,0.00410679,0.021944,0.0227849,0.0215958,0.00485696,0.0253272,0,0,0.0465215,0,0.0136263,0.0172502,0.0337219,0.0285912,0.0270562,0.0169196,0.0170691,0.00825597,0.00779192,0.0187058,0.00563159,0.00848729,0.0143861,0.0342366,0.0105515,0.0167049,0.0149667,0.0139919,0.0163352,0.0112789,0.0220106,0.0236256,0,0,0,0,0,0,0,0,0,0,0
168,0.0203893,0.0179627,0,0,0,0,0,0,0.00990587,0.0368928,0.0204247,0.0137216,0,0,0.00733011,0,0.0154555,0.00411894,0.0400998,0.0132275,0.00916192,0.00574299,0.0199435,0.0280714,0.00702534,0.011611,0.00380019,0.0368259,0.0194053,0.014999,0.0215021,0.0277933,0.0153705,0.00784224,0.0120406,0.00411235,0.0220267,0.0228067,0.0218108,0.00499058,0.0251413,0,0,0.0467908,0,0.0136005,0.0171731,0.0338069,0.0281536,0.0264902,0.0172806,0.0176739,0.00827536,0.00746856,0.0190674,0.00595206,0.00820527,0.0142887,0.0338793,0.0103298,0.0166203,0.0152753,0.0141978,0.0163056,0.0114968,0.0223655,0.0231793,0,0,0,0,0,0,0,0,0,0,0
169,0.019977,0.018038,0,0,0,0,0,0,0.0117258,0.0369153,0.0198738,0.0136989,0,0,0.00732114,0,0.0154131,0.00409717,0.0402898,0.012936,0.0091636,0.00570508,0.0197887,0.028045,0.00684933,0.0111223,0.00463774,0.036228,0.0193608,0.0150329,0.0212482,0.0281678,0.0177238,0.00772579,0.0120726,0.00407884,0.0220399,0.0228211,0.0219724,0.0050736,0.0251065,0,0,0.0469761,0,0.0135959,0.0169108,0.0339241,0.0280561,0.0259935,0.0169007,0.0179891,0.00828471,0.00700864,0.0194417,0.00625428,0.00802654,0.0141565,0.0335613,0.0100718,0.0165056,0.0154549,0.014204,0.0162428,0.0116035,0.0226316,0.0227545,0,0,0,0,0,0,0,0,0,0,0
170,0.0196254,0.018121,0,0,0,0,0,0,0.0136581,0.0368939,0.0189999,0.0135594,0,0,0.00724095,0,0.0153841,0.00401934,0.0405018,0.011816,0.00915819,0.00569713,0.0194306,0.0277316,0.00693183,0.0106343,0.00672442,0.0355806,0.0192354,0.0149933,0.0208152,0.0287028,0.020216,0.00767898,0.0120853,0.00406348,0.0220902,0.0228104,0.0221286,0.00508856,0.0252528,0,0,0.0472246,0,0.0135601,0.0165357,0.0341151,0.0284647,0.0255535,0.0168825,0.0180066,0.00828018,0.00637175,0.0197667,0.00649263,0.00778801,0.0141104,0.0333171,0.00990583,0.0164858,0.0156911,0.0141056,0.0161078,0.0114678,0.0228762,0.0224043,0,0,0,0,0,0,0,0,0,0,0
171,0.0192715,0.01818,0,0,0,0,0,0,0.0153427,0.0368893,0.0178283,0.013348,0,0,0.00718574,0,0.0153602,0.00385398,0.0407262,0.0107506,0.00910524,0.00590502,0.0188908,0.0274333,0.00717869,0.0101255,0.00762634,0.0350842,0.0191024,0.0147969,0.0202877,0.0292916,0.0223443,0.00758188,0.0120904,0.00414239,0.0221007,0.0227749,0.0221212,0.00517448,0.0250549,0,0,0.0470848,0,0.0135448,0.0162921,0.0343551,0.0292076,0.0251358,0.0171531,0.0178239,0.0082432,0.00621062,0.0200737,0.0066116,0.00745258,0.0140966,0.0330569,0.00971254,0.0165,0.0159448,0.0140346,0.0158998,0.0112988,0.0230796,0.0219388,0,0,0,0,0,0,0,0,0,0,0
172,0.0189637,0.018227,0,0,0,0,0,0,0.0171254,0.0369571,0.0164203,0.0131358,0,0,0.00713212,0,0.0153591,0.00340364,0.0408649,0.00971602,0.00901273,0.00599488,0.0181474,0.0273381,0.0076412,0.00979679,0.00761595,0.034724,0.0189323,0.0143682,0.0194763,0.0299262,0.0238667,0.00755,0.0121405,0.00417898,0.0220564,0.0227774,0.0219144,0.00533162,0.0247491,0,0,0.0469385,0,0.0135368,0.0160227,0.0346238,0.0296889,0.0247554,0.0175259,0.0174331,0.00826446,0.00673065,0.0203471,0.00673309,0.0071257,0.014088,0.032809,0.0095185,0.0165454,0.0163437,0.0139607,0.0157648,0.0112247,0.0232647,0.0214585,0,0,0,0,0,0,0,0,0,0,0
