Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,x75,x79
65,0.0127839,0.0147489,0,0,0,0,0,0,0.025833,0.036778,0.0276357,0.00859252,0,0,0.00692106,0,0.0142684,0.0024826,0.0425579,0.0255165,0.0102141,0.0166778,0.00932093,0.0227775,0.0106023,0,0.0114743,0.038562,0.0131839,0.0126393,0.0190462,0.0461742,0.0191906,0.00727799,0.0122461,0.00423242,0.0192326,0.0218422,0.0177121,0.00798605,0.0209399,0,0,0.0422252,0,0.0130942,0.014716,0.0367698,0.0233126,0.0205933,0.021722,0.0129704,0.0108362,0.00529439,0.0222828,0.0100826,0.00806835,0.0108239,0.0297836,0.00726359,0.0128971,0.0153575,0.0159193,0.0176788,0.0128721,0.0208403,0.015313,0,0,0,0,0,0,0,0,0,0,0
66,0.0126578,0.0145011,0,0,0,0,0,0,0.0266249,0.0367963,0.0294539,0.00824286,0,0,0.00700663,0,0.0142352,0.00260475,0.0426906,0.0271433,0.010018,0.0169193,0.00904393,0.0226075,0.0105289,0,0.0108493,0.0395284,0.0133791,0.0102537,0.019541,0.046841,0.0215778,0.00737159,0.0122146,0.00430722,0.0191396,0.0218478,0.017533,0.00801152,0.0209011,0,0,0.0423896,0,0.0131131,0.0147595,0.0367913,0.0231724,0.0207021,0.0218114,0.0125969,0.010769,0.00528473,0.0221886,0.010029,0.00818266,0.010687,0.0296928,0.00726976,0.0127882,0.0153455,0.0159496,0.0175628,0.0128972,0.0205768,0.0151814,0,0,0,0,0,0,0,0,0,0,0
67,0.0126032,0.0141905,0,0,0,0,0,0,0.0265097,0.0367311,0.0288953,0.00769631,0,0,0.00706193,0,0.0141898,0.00266437,0.0427298,0.0278118,0.0101475,0.0170874,0.00838373,0.0225359,0.0108075,0,0.0100378,0.0404824,0.0149711,0.00981902,0.0197802,0.0476903,0.0246658,0.00745901,0.0121886,0.0043255,0.0190654,0.0218287,0.0172054,0.0078,0.0209512,0,0,0.0423662,0,0.0131442,0.0147412,0.036987,0.0230955,0.0207331,0.0217427,0.0121508,0.0107576,0.00516134,0.0220899,0.00980469,0.00813335,0.0104983,0.0296467,0.00723056,0.0125181,0.0154607,0.0159232,0.0176232,0.0129507,0.0203032,0.0151523,0,0,0,0,0,0,0,0,0,0,0
68,0.0124922,0.0138665,0,0,0,0,0,0,0.027893,0.0366384,0.0286023,0.0070461,0,0,0.00716813,0,0.0140752,0.00272238,0.0427744,0.0290682,0.010416,0.0177486,0.00745853,0.022432,0.011172,0,0.00889172,0.0412579,0.0169178,0.0102487,0.0200458,0.0484533,0.0284657,0.00756823,0.0122017,0.00431965,0.0188283,0.0217685,0.0170666,0.00750389,0.0209373,0,0,0.0422961,0,0.0131365,0.0146821,0.0371361,0.0229469,0.0207506,0.0215146,0.0116806,0.0106977,0.00507788,0.021992,0.00980117,0.00802217,0.0102188,0.0296248,0.00708615,0.0121196,0.0155252,0.0158731,0.0175902,0.0129591,0.020001,0.0150627,0,0,0,0,0,0,0,0,0,0,0
69,0.0124959,0.01358,0,0,0,0,0,0,0.0238053,0.0365505,0.0234603,0.00634255,0,0,0.00725011,0,0.0140058,0.00272326,0.0427904,0.0242042,0.01048,0.0183482,0.0063459,0.0224429,0.011061,0,0.00730033,0.0417198,0.0194948,0.0129127,0.0193505,0.0469176,0.0260507,0.00769031,0.0121854,0.00425148,0.0189144,0.0216714,0.0171388,0.00728259,0.0208697,0,0,0.0422663,0,0.0130843,0.0145919,0.0372724,0.0228773,0.0208426,0.0212879,0.011112,0.01046,0.00497958,0.0218525,0.0100113,0.00800358,0.0100721,0.0295734,0.00698582,0.0120342,0.0158765,0.0157563,0.0173577,0.0129174,0.0196968,0.0150914,0,0,0,0,0,0,0,0,0,0,0
70,0.0123986,0.0132817,0,0,0,0,0,0,0.0225311,0.0364834,0.0194039,0.0059368,0,0,0.00708011,0,0.0138629,0.00284225,0.042556,0.0196116,0.0105154,0.0189815,0.00534148,0.0223026,0.0102124,0,0.00633847,0.0420543,0.0217194,0.0161082,0.0194128,0.0450955,0.0247007,0.00780915,0.0121454,0.00418866,0.0185447,0.0216473,0.0166506,0.00708086,0.02082,0,0,0.0421729,0,0.0131324,0.0145378,0.0374206,0.0223991,0.0209338,0.0206369,0.0104731,0.0103814,0.0048478,0.0217579,0.0100022,0.00779252,0.00974857,0.0295,0.00682225,0.0116996,0.0157492,0.0157073,0.0172424,0.012897,0.0193089,0.0150434,0,0,0,0,0,0,0,0,0,0,0
71,0.0124347,0.01299,0,0,0,0,0,0,0.0237382,0.0364357,0.0194742,0.00570784,0,0,0.0068849,0,0.0137068,0.00295487,0.0420056,0.0166175,0.0104637,0.0195421,0.00476521,0.0222844,0.00902598,0,0.00618323,0.0423235,0.0223676,0.0170466,0.0193405,0.0443809,0.0267372,0.00797962,0.0121105,0.00416624,0.0183413,0.0216165,0.0162734,0.00701534,0.0208001,0,0,0.0420048,0,0.0131867,0.0145593,0.0374955,0.0220876,0.0209817,0.0200514,0.0100606,0.0102958,0.00469767,0.021665,0.0100105,0.00764776,0.00940336,0.0293549,0.00669684,0.0112896,0.0158444,0.0156578,0.0174661,0.0129957,0.0188894,0.0151201,0,0,0,0,0,0,0,0,0,0,0
72,0.0124369,0.0126802,0,0,0,0,0,0,0.0251804,0.0363872,0.022204,0.00564879,0,0,0.00679355,0,0.013529,0.00305424,0.0411784,0.0167225,0.0104039,0.0197117,0.00461624,0.0222385,0.00815597,0,0.00615166,0.0424087,0.0214814,0.0158744,0.0187077,0.0447538,0.0299973,0.00817007,0.0121103,0.00418804,0.018093,0.0215649,0.0159914,0.00702958,0.020726,0,0,0.0418916,0,0.013195,0.0145817,0.0375012,0.0219498,0.020889,0.0195736,0.00993414,0.0101373,0.00459927,0.0216564,0.00995304,0.00751858,0.0090013,0.0291357,0.00647728,0.0107109,0.0160382,0.0156086,0.0176378,0.0131079,0.0184764,0.0152181,0,0,0,0,0,0,0,0,0,0,0
73,0.0124188,0.0125212,0,0,0,0,0,0,0.0306897,0.0363162,0.0287948,0.00580484,0,0,0.00674708,0,0.0134908,0.00314105,0.0403437,0.0252384,0.0105403,0.0191924,0.00464203,0.0223077,0.00789973,0,0.00619237,0.0421688,0.0190804,0.0132463,0.018907,0.0464854,0.0359129,0.00831346,0.0120612,0.00415239,0.0181152,0.0215443,0.0161968,0.0072087,0.0205926,0,0,0.0418651,0,0.0131994,0.0144957,0.0375011,0.0221715,0.0207205,0.0192694,0.00996313,0.00994284,0.00452509,0.0216983,0.0100045,0.00748335,0.00869071,0.0288371,0.00623565,0.0102946,0.0165477,0.015542,0.017621,0.0131547,0.018229,0.015344,0,0,0,0,0,0,0,0,0,0,0
74,0.0118725,0.0120694,0,0,0,0,0,0,0.0323357,0.0361043,0.0316991,0.00481229,0,0,0.00649958,0,0.0134602,0.00343737,0.0402565,0.0308816,0.011575,0.0162298,0.00353308,0.0217135,0.00790103,0.0319249,0.0057183,0.0420847,0.0157475,0.0111204,0.019648,0.0473723,0.0375144,0.00835144,0.01193,0.00404156,0.0174447,0.0214387,0.0156209,0.00746556,0.0196807,0,0,0.0409357,0,0.0132415,0.014016,0.0377632,0.0215756,0.0206692,0.0182618,0.00920295,0.00944893,0.00424113,0.0218016,0.0097467,0.00706344,0.00811398,0.0286539,0.00585696,0.00970102,0.0163751,0.0151709,0.0172552,0.0130692,0.0176198,0.0148005,0,0,0,0,0,0,0,0,0,0,0
75,0.0118043,0.0119003,0,0,0,0,0,0,0.0288443,0.0360775,0.0299206,0.00453788,0,0,0.00650681,0,0.0133975,0.00363041,0.0401109,0.0312425,0.0119699,0.0132808,0.00344406,0.0217124,0.00831716,0.0324943,0.00539991,0.0411546,0.0141747,0.0107535,0.0202475,0.0477169,0.0336565,0.00859927,0.0119021,0.00402172,0.0174032,0.0214259,0.0155448,0.00769114,0.0193512,0,0,0.0405144,0,0.0132783,0.0139619,0.0379307,0.0217347,0.0204079,0.0179313,0.0092743,0.00920067,0.00425582,0.021907,0.00982701,0.00707144,0.00777872,0.0282686,0.00555102,0.00938348,0.0169753,0.0150296,0.0171661,0.0130081,0.0173324,0.0146808,0,0,0,0,0,0,0,0,0,0,0
76,0.0118251,0.0118919,0,0,0,0,0,0,0.0254766,0.0360593,0.0285894,0.00434146,0,0,0.00638252,0,0.0132891,0.00380428,0.0401973,0.0323451,0.0122978,0.0105694,0.00352859,0.0218329,0.00894358,0.0320324,0.00551329,0.0400449,0.0132894,0.0109153,0.0205909,0.0476633,0.0299974,0.0090442,0.0118816,0.00400181,0.0175917,0.0213822,0.0156427,0.00793506,0.01927,0,0,0.0401507,0,0.013314,0.0138682,0.0381856,0.0220999,0.019968,0.017821,0.00962545,0.00915669,0.00442381,0.0220803,0.010061,0.00727227,0.00744441,0.027754,0.00536791,0.00892243,0.0178475,0.0149162,0.0173085,0.0130198,0.0172621,0.0146878,0,0,0,0,0,0,0,0,0,0,0
77,0.011706,0.0119062,0,0,0,0,0,0,0.0234198,0.0359864,0.0266083,0.004262,0,0,0.00615379,0,0.0132526,0.00391638,0.0405,0.0340692,0.012657,0.00836601,0.0036471,0.0218829,0.00918603,0.0317499,0.00501859,0.0389381,0.0132692,0.0114917,0.0202149,0.0471309,0.0271441,0.0093224,0.0118189,0.0039404,0.017668,0.0212984,0.0155664,0.00805562,0.018918,0,0,0.0397012,0,0.013346,0.0136591,0.0384185,0.0223337,0.0195055,0.0176031,0.00999568,0.00897426,0.00460593,0.0222671,0.0102751,0.00747084,0.00707259,0.0272274,0.00522062,0.00848916,0.018686,0.014718,0.0173445,0.0130321,0.0171929,0.0146327,0,0,0,0,0,0,0,0,0,0,0
78,0.0113986,0.0118425,0,0,0,0,0,0,0.0224978,0.0358614,0.0247897,0.00402949,0,0,0.00597062,0,0.0132495,0.00397865,0.0409493,0.0365984,0.0131316,0.00759279,0.00368221,0.0216766,0.00861573,0.0317277,0.00348104,0.0380327,0.0135958,0.0118858,0.0194979,0.0465593,0.025505,0.00928764,0.0116894,0.00388606,0.0177065,0.0212135,0.0151869,0.00800905,0.0182279,0,0,0.038917,0,0.0133876,0.013302,0.038622,0.0222517,0.0190729,0.0172188,0.0103704,0.00864043,0.00479556,0.022445,0.0103829,0.0076115,0.00665044,0.0266534,0.0050437,0.00794163,0.0195262,0.0144205,0.0172034,0.0130086,0.0170106,0.0143008,0,0,0,0,0,0,0,0,0,0,0
79,0.0111962,0.0118663,0,0,0,0,0,0,0.0239423,0.0358178,0.0255008,0.00378015,0,0,0.0058394,0,0.0132556,0.00400702,0.0415727,0.0393525,0.0134033,0.00782189,0.00380796,0.0216204,0.00719302,0.0321488,0.00171085,0.0376882,0.0136221,0.0115427,0.0190341,0.0463936,0.0270553,0.00925001,0.0116061,0.00388149,0.0178315,0.0212001,0.0149577,0.00811993,0.0176127,0,0,0.0382059,0,0.0134224,0.0130223,0.0385342,0.0217754,0.0187608,0.016843,0.0108815,0.00837943,0.0050477,0.0225512,0.0104804,0.00781134,0.00602348,0.0259794,0.00488393,0.00736231,0.0205042,0.0141926,0.0169499,0.0129131,0.016958,0.014028,0,0,0,0,0,0,0,0,0,0,0
80,0.0111483,0.0118577,0,0,0,0,0,0,0.0272495,0.03585,0.0280081,0.00379745,0,0,0.00587146,0,0.0132404,0.004176,0.0421291,0.0407404,0.0133614,0.00886194,0.00409958,0.0217887,0.00543689,0.0327884,0.00110254,0.0381527,0.013578,0.0110379,0.0189309,0.0467002,0.0306805,0.00940047,0.011606,0.00394956,0.0179699,0.0212013,0.0148203,0.00827298,0.017142,0,0,0.0376878,0,0.013443,0.0128418,0.0382397,0.0209878,0.0185192,0.0163729,0.0113115,0.00809652,0.00532875,0.0225837,0.0105221,0.00798332,0.00523311,0.0252349,0.00476805,0.00654342,0.0216213,0.0140065,0.0167705,0.012808,0.0168938,0.013975,0,0,0,0,0,0,0,0,0,0,0
81,0.011096,0.0118142,0,0,0,0,0,0,0.0340196,0.0358787,0.0323132,0.00468861,0,0,0.00588233,0,0.0131938,0.00442384,0.0426447,0.0407933,0.012702,0.0107313,0.0047616,0.0219152,0.00351839,0.0338856,0.00238021,0.0392648,0.0145809,0.0130375,0.0199514,0.0469372,0.0375468,0.00946894,0.0116464,0.00396724,0.0179677,0.0212054,0.014584,0.00846206,0.0166078,0,0,0.0371785,0,0.0134877,0.0128156,0.0375749,0.0199206,0.018457,0.0156485,0.0115976,0.00782036,0.00566968,0.0225595,0.0105052,0.00809617,0.00434588,0.024452,0.00485144,0.00544568,0.0228637,0.0138087,0.016618,0.0127278,0.0167414,0.0139785,0,0,0,0,0,0,0,0,0,0,0
82,0.0111264,0.0116249,0,0,0,0,0,0,0.0361338,0.0357831,0.0337571,0.00517769,0,0,0.0058712,0,0.0131684,0.00471503,0.0426802,0.0416328,0.0121178,0.0113806,0.00512789,0.0219371,0.00295324,0.0346091,0.0036566,0.0404335,0.0152182,0.014111,0.0203011,0.0469886,0.0379796,0.00949203,0.0115913,0.00386905,0.0177073,0.021225,0.014141,0.00831147,0.0161694,0,0,0.0366474,0,0.0135712,0.0126855,0.0373158,0.0185701,0.0182426,0.0145005,0.0116212,0.00740271,0.00566239,0.0224368,0.0103179,0.00790296,0.00362494,0.0237358,0.0051055,0.00444058,0.0241234,0.0134942,0.0164553,0.0126536,0.0163564,0.0141486,0,0,0,0,0,0,0,0,0,0,0
83,0.0111604,0.0114448,0,0,0,0,0,0,0.0370543,0.0356208,0.0352027,0.00541206,0,0,0.00580241,0,0.0131911,0.0045578,0.0425774,0.0427002,0.0117002,0.0115725,0.0055044,0.0219089,0.00246149,0.035097,0.00497778,0.0411892,0.0159033,0.0153247,0.0205114,0.0469457,0.0366303,0.00952115,0.0114186,0.00375711,0.0173381,0.0212585,0.0136416,0.00808524,0.0157791,0,0,0.0360153,0,0.0136684,0.0123965,0.0370524,0.0169512,0.0179902,0.013233,0.0115435,0.00704451,0.00554854,0.0223537,0.0100551,0.00768025,0.00305875,0.0228929,0.00547844,0.00362275,0.0254283,0.0131298,0.0162005,0.012478,0.0159818,0.0142156,0,0,0,0,0,0,0,0,0,0,0
84,0.01116,0.0113561,0,0,0,0,0,0,0.0368604,0.035507,0.0361364,0.00548505,0,0,0.00569693,0,0.0132614,0.00416587,0.0423701,0.0414782,0.0115827,0.0117353,0.00573856,0.0219012,0.00156621,0.0353921,0.00598486,0.0412486,0.0163569,0.0163215,0.0205125,0.0467716,0.0344504,0.00957253,0.0112449,0.0037248,0.0171407,0.0212456,0.0131896,0.00791637,0.0153719,0,0,0.035398,0,0.0136763,0.0122078,0.0367889,0.0148836,0.0177211,0.0120883,0.0114886,0.00684316,0.00540534,0.0223006,0.00980833,0.0076021,0.00290506,0.0219246,0.00594625,0.00302152,0.0268899,0.0127856,0.0157541,0.0122633,0.0157496,0.0141103,0,0,0,0,0,0,0,0,0,0,0
85,0.0111328,0.0114241,0,0,0,0,0,0,0.036161,0.0354475,0.0361826,0.00572729,0,0,0.00559433,0,0.0134255,0.00397216,0.0418812,0.0407779,0.0116527,0.0116865,0.00584123,0.0219386,0.000461207,0.035697,0.00640894,0.0407315,0.0163864,0.0168216,0.02021,0.0461606,0.0324836,0.00963922,0.0111164,0.00373482,0.0169072,0.0212583,0.0126769,0.00776253,0.0149333,0,0,0.0348018,0,0.0136857,0.0119723,0.0366039,0.0124022,0.0174224,0.0107729,0.0114334,0.00681111,0.00527426,0.0222317,0.00963459,0.00759919,0.00337574,0.020824,0.00650177,0.00286294,0.0283243,0.0124789,0.0151274,0.0120456,0.0157447,0.013864,0,0,0,0,0,0,0,0,0,0,0
86,0.0111288,0.0110863,0,0,0,0,0,0,0.0302482,0.0353518,0.0275569,0.0048942,0,0,0.00553817,0,0.0133515,0.00398398,0.040256,0.0427188,0.0124583,0.00759098,0.00471939,0.0214401,0.00186481,0.0353782,0.00201027,0.0391753,0.0134338,0.0104235,0.0166136,0.0455452,0.0260003,0.00959172,0.0110434,0.0037516,0.0157678,0.0212977,0.0121438,0.00664368,0.0145289,0,0,0.0337899,0,0.0137104,0.0116427,0.0378768,0.0102543,0.0162839,0.00908819,0.0109577,0.00649986,0.00436322,0.0221365,0.00991991,0.0072892,0.00446007,0.0197153,0.00714822,0.00364293,0.030108,0.012057,0.0145753,0.0117429,0.0151802,0.0137954,0,0,0,0,0,0,0,0,0,0,0
87,0.0110571,0.011459,0,0,0,0,0,0,0.0309431,0.0353991,0.0270974,0.0052574,0,0,0.00521327,0,0.0133821,0.0037932,0.039107,0.0431822,0.0123626,0.00693999,0.0047982,0.0216367,0.00192282,0.0363747,0.00180074,0.0384384,0.0128116,0.0100815,0.0158781,0.0447271,0.0253094,0.00932735,0.0110695,0.00369633,0.0159671,0.0213369,0.0118047,0.00612601,0.0140488,0,0,0.0332402,0,0.0137757,0.0115264,0.0376662,0.00854358,0.0158052,0.00775676,0.01101,0.00667312,0.00428217,0.0222615,0.0112408,0.00765663,0.00534265,0.0184318,0.00793248,0.00453074,0.0307405,0.0120142,0.0143471,0.0115939,0.0156069,0.0134952,0,0,0,0,0,0,0,0,0,0,0
88,0.0111268,0.0120008,0,0,0,0,0,0,0.0311005,0.0354603,0.0271253,0.00585123,0,0,0.00466425,0,0.0134946,0.00347477,0.0379783,0.0437259,0.0121703,0.00669708,0.00502629,0.0220187,0.00256733,0.0383353,0.00152262,0.0379621,0.0124116,0.0100898,0.0154335,0.0443075,0.0249296,0.00893384,0.0111024,0.00357162,0.0157826,0.0214066,0.0118339,0.00560946,0.0137014,0,0,0.0328367,0,0.0138297,0.0114629,0.0373656,0.00766146,0.0152897,0.006953,0.011182,0.0068653,0.00435362,0.0226937,0.0126913,0.0082197,0.00621764,0.0171865,0.00875547,0.00546941,0.0313438,0.0119739,0.0140523,0.0114397,0.0162298,0.0133067,0,0,0,0,0,0,0,0,0,0,0
89,0.011506,0.0127383,0,0,0,0,0,0,0.0303316,0.0357568,0.027696,0.00736334,0,0,0.00408239,0,0.0136453,0.00309548,0.0368669,0.0451401,0.0114976,0.00769008,0.00610525,0.02277,0.00366007,0,0.00210972,0.0371917,0.0130351,0.0108143,0.0159728,0.0447166,0.0241032,0.00845496,0.0112228,0.00361947,0.0163695,0.0214839,0.0119946,0.00520185,0.0137985,0,0,0.0332272,0,0.0137129,0.011684,0.0367935,0.0074943,0.014748,0.00665451,0.0118994,0.0067136,0.00455792,0.0233019,0.0140624,0.00892047,0.00687181,0.0161437,0.00942866,0.00606477,0.0319915,0.0121922,0.0137611,0.0112132,0.0171044,0.013482,0,0,0,0,0,0,0,0,0,0,0
90,0.0119506,0.0134358,0,0,0,0,0,0,0.0282076,0.0357958,0.0264461,0.00678224,0,0,0.00367256,0,0.0139263,0.00272942,0.0374843,0.044405,0.0121216,0.00644914,0.0052564,0.0236272,0.0029479,0.0368085,0.00176564,0.0378175,0.0119217,0.0101716,0.0149263,0.043632,0.0225971,0.00830094,0.0113735,0.00352707,0.0136664,0.0214351,0.0125788,0.00476827,0.0137499,0,0,0.0322788,0,0.0137795,0.0112801,0.0370684,0.00781088,0.0141808,0.00645643,0.0112781,0.0071275,0.00489316,0.0242466,0.0152603,0.00945462,0.00769185,0.0152515,0.0101484,0.00676845,0.0337654,0.0120408,0.0134057,0.0109947,0.0181623,0.013545,0,0,0,0,0,0,0,0,0,0,0
91,0.012362,0.013956,0,0,0,0,0,0,0.0267445,0.035912,0.0261729,0.0068076,0,0,0.00349323,0,0.0140013,0.00243059,0.0379823,0.0443261,0.0124404,0.00659732,0.00517217,0.0242137,0.00290087,0.0370923,0.00184554,0.0380254,0.0118353,0.00999376,0.0146952,0.0434621,0.0217386,0.0080213,0.011483,0.00360952,0.0138036,0.0215274,0.0132163,0.00426666,0.0138585,0,0,0.0322668,0,0.0138342,0.0113268,0.0371931,0.0088198,0.0137493,0.00687394,0.0110053,0.00711202,0.00553992,0.0250983,0.0165003,0.0104338,0.00822034,0.0146962,0.0105741,0.00700642,0.0339228,0.0120871,0.0132666,0.0108473,0.0189545,0.0136126,0,0,0,0,0,0,0,0,0,0,0
92,0.0127323,0.0143814,0,0,0,0,0,0,0.0267337,0.0359687,0.0265575,0.00679212,0,0,0.00360785,0,0.013935,0.00235574,0.0383194,0.0445917,0.0129021,0.00742629,0.0053835,0.0247026,0.00325071,0.0355049,0.00157417,0.0382419,0.0120594,0.00972422,0.0148955,0.04366,0.0217273,0.00771609,0.0115276,0.00372193,0.0151284,0.0216708,0.0139652,0.00414754,0.0140145,0,0,0.0325333,0,0.0138797,0.0114932,0.0372357,0.0105159,0.0134818,0.00777325,0.0109441,0.00698902,0.00645455,0.0260178,0.0178168,0.0117016,0.00843582,0.0143046,0.010802,0.00683586,0.0329603,0.0122233,0.0131525,0.0107316,0.0196123,0.013665,0,0,0,0,0,0,0,0,0,0,0
93,0.0136379,0.0151287,0,0,0,0,0,0,0.0281256,0.0362459,0.0282101,0.00771232,0,0,0.00426602,0,0.0142073,0.00249257,0.0378927,0.0462612,0.0127782,0.00958428,0.00677289,0.0258025,0.00464599,0,0.00250121,0.0378604,0.0132628,0.0100621,0.0159152,0.0446875,0.022833,0.00753006,0.0116627,0.00378006,0.015596,0.0218263,0.0147153,0.0046699,0.0146058,0,0,0.0332571,0,0.0138428,0.0119493,0.0368818,0.0123238,0.0133949,0.00884404,0.0115739,0.00649917,0.00734426,0.0267553,0.0188866,0.012932,0.00835842,0.0140422,0.0108723,0.00633736,0.0307226,0.0123798,0.0131707,0.0106172,0.0204821,0.014374,0,0,0,0,0,0,0,0,0,0,0
94,0.0143488,0.0159282,0,0,0,0,0,0,0.0290847,0.0364931,0.0292303,0.00793468,0,0,0.0049396,0,0.0144678,0.00259305,0.037607,0.0469487,0.0130466,0.0108258,0.00754731,0.0268677,0.00523086,0,0.00326905,0.0379753,0.013587,0.0098473,0.0159176,0.0448821,0.0238132,0.00753383,0.0118943,0.00374859,0.0160351,0.0219417,0.0159019,0.00509147,0.0149558,0,0,0.0338148,0,0.0138936,0.0123553,0.0368028,0.0147461,0.0135463,0.0100955,0.0117907,0.00629776,0.00834779,0.0276458,0.019929,0.0139838,0.00818221,0.0138627,0.0108952,0.00586382,0.0265285,0.0125711,0.0131786,0.0105655,0.0213697,0.0147824,0,0,0,0,0,0,0,0,0,0,0
95,0.0151065,0.0165814,0,0,0,0,0,0,0.0297534,0.0366713,0.0300863,0.00804723,0,0,0.00553336,0,0.0146426,0.00270416,0.0371079,0.0472484,0.0130279,0.0119558,0.00819563,0.0278804,0.00562494,0,0.00395918,0.0381151,0.0139436,0.00955924,0.015668,0.0449831,0.0247915,0.00764682,0.0121198,0.00375722,0.0165085,0.0219779,0.0176646,0.00544207,0.0154218,0,0,0.0341468,0,0.0138716,0.0125954,0.0367114,0.0171018,0.0139312,0.011566,0.0117664,0.00617614,0.0091898,0.0283819,0.0208262,0.0146759,0.00789212,0.0138734,0.0108616,0.00529147,0.0206636,0.0127111,0.0130811,0.0104449,0.0221137,0.015194,0,0,0,0,0,0,0,0,0,0,0
96,0.0159199,0.0171889,0,0,0,0,0,0,0.0301639,0.0367832,0.0307068,0.00810794,0,0,0.00578537,0,0.0148998,0.00271611,0.036516,0.0474741,0.0127554,0.0130272,0.008931,0.0288911,0.00593218,0.00928567,0.00454341,0.0382827,0.0143214,0.00930856,0.0153763,0.0450137,0.0258566,0.00783951,0.0122865,0.00369628,0.0173066,0.0219743,0.0194001,0.00571632,0.0160645,0,0,0.0343125,0,0.0138273,0.012654,0.0366148,0.0189113,0.0144654,0.0132072,0.0116587,0.00623875,0.00964784,0.0287376,0.0215496,0.0150537,0.00749203,0.0140453,0.0107619,0.00457468,0.0157182,0.0128387,0.0129403,0.0102729,0.0227808,0.0158689,0,0,0,0,0,0,0,0,0,0,0
97,0.016361,0.0174199,0,0,0,0,0,0,0.0304091,0.0367892,0.0312185,0.00809375,0,0,0.00574323,0,0.0150393,0.00271165,0.0359757,0.0476607,0.0122961,0.0137935,0.00969795,0.0291919,0.00624555,0.00957591,0.00499226,0.0384665,0.0143939,0.00905804,0.0152109,0.0448512,0.0269781,0.00791412,0.0123114,0.00368881,0.0187788,0.0220433,0.0199242,0.00585547,0.0164602,0,0,0.0345098,0,0.0138353,0.0126472,0.0364701,0.0199293,0.0151385,0.0145761,0.0114413,0.00633758,0.00957354,0.0286392,0.0216371,0.0149668,0.00725715,0.0143409,0.0105859,0.0040118,0.0152202,0.0129009,0.0129013,0.0101683,0.0229921,0.0164396,0,0,0,0,0,0,0,0,0,0,0
98,0.0165088,0.0173677,0,0,0,0,0,0,0.0311358,0.0367063,0.0318161,0.00778509,0,0,0.00567453,0,0.0150225,0.00280327,0.0356537,0.0478392,0.0119683,0.0143264,0.010585,0.0290032,0.00617451,0.00981003,0.00552437,0.0386773,0.0140379,0,0.0149741,0.0445769,0.0286345,0.00790277,0.0122298,0.00368763,0.020586,0.0220779,0.0207102,0.00569805,0.0167429,0,0,0.0347018,0,0.0138338,0.0126069,0.0363472,0.0196377,0.0158187,0.0155351,0.0114215,0.00640331,0.00911025,0.0285928,0.0214891,0.0146128,0.00708156,0.0145397,0.010481,0.00361809,0.0186858,0.0128753,0.0129504,0.0101702,0.0228906,0.0167778,0,0,0,0,0,0,0,0,0,0,0
99,0.0164945,0.0171009,0,0,0,0,0,0,0.0304326,0.0365774,0.0309587,0.00744214,0,0,0.00542331,0,0.0148714,0.00285225,0.0355016,0.0471511,0.0115944,0.014064,0.0114438,0.0284936,0.00601435,0.00948242,0.00560365,0.038903,0.01372,0.00833845,0.01445,0.0440423,0.0285312,0.0077768,0.0121336,0.00360969,0.0226234,0.0221604,0.0218926,0.00545112,0.0169351,0,0,0.0348919,0,0.0138796,0.0125833,0.0362537,0.0190755,0.0163589,0.0163932,0.0115372,0.00637721,0.0086817,0.0285693,0.0213722,0.0141666,0.00695302,0.0147316,0.0103757,0.00335007,0.0222469,0.0127788,0.0130165,0.0102643,0.0225,0.016882,0,0,0,0,0,0,0,0,0,0,0
100,0.0162966,0.0168628,0,0,0,0,0,0,0.0300239,0.0365851,0.0303559,0.00729836,0,0,0.00461784,0,0.0149419,0.0025205,0.0354702,0.0465809,0.0112078,0.0138557,0.0121108,0.0277501,0.00580583,0.0088123,0.00584601,0.0391177,0.0135907,0.00785417,0.0139408,0.0437021,0.0290017,0.00754938,0.012079,0.00346662,0.0240084,0.0222183,0.0222328,0.00542454,0.0170577,0,0,0.0352429,0,0.0138824,0.0125716,0.0361125,0.018856,0.0168443,0.0175042,0.0115468,0.00651712,0.0081286,0.028418,0.021386,0.0140299,0.00678537,0.0150278,0.0101985,0.00309745,0.0237413,0.0127995,0.0129034,0.0102965,0.0221417,0.0168867,0,0,0,0,0,0,0,0,0,0,0
