Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA,LTHI
407,0.0262475,0,0,0,0,0.0188665,0,0,0,0,0,0,0.0100752,0.0574834,0.00944718,0.00440021,0,0,0.0133816,0,0.0255228,0.0065536,0.0282785,0.00898167,0.0136165,0.00915284,0.00981022,0.0151152,0.00644485,0.00697213,0.0170788,0.00445203,0.00707885,0.00411964,0.0246605,0.00947895,0.0128536,0.0451062,0.00850718,0.0272354,0.0328825,0.0189911,0.00830082,0.0167604,0,0,0.0318629,0,0.0291937,0.0139555,0.0622558,0.0246034,0.012999,0.0236214,0.00961109,0.0366657,0.00902803,0.0246651,0.0182693,0.0139708,0.00444687,0.0155663,0.0268669,0.0320005,0.0326803,0.0217934,0.0124676,0.0177701,0.0172375,0,0,0,0,0,0.041643,0.00579744
408,0.0264256,0,0,0,0,0.0189793,0,0,0,0,0,0,0.00997861,0.0574884,0.00955881,0.00428038,0,0,0.0132963,0,0.0255854,0.00647024,0.0285755,0.00927494,0.0137919,0.00862314,0.00929418,0.0149369,0.00623185,0.0067485,0.0169685,0.00430582,0.00707612,0.00381479,0.0243263,0.00913847,0.0126848,0.0451882,0.00851014,0.0269937,0.0328483,0.0192488,0.0084037,0.0169628,0,0,0.0321202,0,0.0291519,0.0140296,0.0613557,0.0254622,0.0127885,0.0232329,0.00973333,0.0368534,0.00928798,0.0248903,0.0178149,0.0141819,0.00429102,0.016044,0.0271745,0.0320963,0.0330716,0.0219126,0.0126036,0.0178888,0.017378,0,0,0,0,0,0.0415153,0.00547972
409,0.0266074,0,0,0,0,0.0191311,0,0,0,0,0,0,0.0099226,0.0574948,0.00970665,0.00421232,0,0,0.0132769,0,0.0255991,0.00642234,0.0289214,0.0095905,0.0139025,0.00835952,0.00874805,0.0147802,0.00602231,0.00653845,0.0168509,0.00426004,0.00710257,0.00356458,0.0239862,0.0088722,0.0125493,0.0452277,0.00856742,0.0269463,0.0328249,0.0193238,0.00849966,0.0172087,0,0,0.0323523,0,0.0291271,0.0141351,0.0605578,0.0261013,0.0125172,0.0227967,0.00984593,0.0370188,0.00960956,0.0249438,0.0175018,0.0144565,0.00413886,0.0165737,0.0275077,0.0327881,0.0334495,0.0219045,0.0126948,0.0180141,0.0175213,0,0,0,0,0,0.0415364,0.00518145
410,0.026931,0,0,0,0,0.0192361,0,0,0,0,0,0,0.00983276,0.0575043,0.00975058,0.00419233,0,0,0.0132893,0,0.0255704,0.00642041,0.0293245,0.0097763,0.0139656,0.00813948,0.00838597,0.0146436,0.00586859,0.00629723,0.0167756,0.00425771,0.00720771,0.00331079,0.0235911,0.0086355,0.0124072,0.0451893,0.00855829,0.0273187,0.0327718,0.0192838,0.00867086,0.0174204,0,0,0.0325643,0,0.0291102,0.014274,0.0598245,0.0263767,0.012206,0.0223507,0.0100079,0.0370647,0.00993066,0.0249044,0.0173268,0.0145183,0.00408385,0.0170873,0.0277521,0.0340902,0.0336339,0.0218609,0.0127612,0.018136,0.0176547,0,0,0,0,0,0.0416385,0.00492201
411,0.0269882,0,0,0,0,0.0191477,0,0,0,0,0,0,0.00997708,0.0574837,0.00986159,0.00413491,0,0,0.013188,0,0.0255727,0.00636812,0.029736,0.00998445,0.0140136,0.00774057,0.00792522,0.0147347,0.00564182,0.0059875,0.0166931,0.00435161,0.00734893,0.0031393,0.0231985,0.00857511,0.0122652,0.045154,0.0085227,0.0282183,0.0327152,0.0192466,0.00886085,0.017542,0,0,0.0327215,0,0.0290812,0.0143676,0.0591322,0.0268451,0.0119455,0.0219974,0.0101089,0.037078,0.010208,0.0249043,0.0170885,0.0139511,0.00412409,0.017406,0.0279698,0.035857,0.0337411,0.0217744,0.0128026,0.0181151,0.0176629,0,0,0,0,0,0.0416251,0.00464697
412,0.0270105,0,0,0,0,0.0191034,0,0,0,0,0,0,0.0101703,0.0574969,0.0101831,0.00411348,0,0,0.013092,0,0.0255674,0.00634232,0.0301015,0.0103261,0.0141003,0.00733819,0.00763126,0.0148288,0.00541387,0.00569973,0.0166244,0.00453215,0.00754353,0.00305611,0.0228312,0.00860692,0.012241,0.0451777,0.00854948,0.0294529,0.032674,0.019137,0.00908781,0.0176822,0,0,0.0329288,0,0.0290514,0.0144969,0.0584146,0.0274402,0.0117019,0.0216318,0.0101971,0.0370542,0.010476,0.0247448,0.0169069,0.0139,0.00428367,0.0175734,0.0282143,0.0377824,0.033914,0.0216818,0.0128382,0.0181262,0.0177251,0,0,0,0,0,0.0416366,0.00437162
413,0.0269974,0,0,0,0,0.0191357,0,0,0,0,0,0,0.0103653,0.0575278,0.010505,0.0041409,0,0,0.0130625,0,0.0256344,0.00635388,0.0303915,0.0106302,0.0142095,0.00692113,0.00733029,0.0148629,0.00525135,0.00542036,0.0166208,0.00476961,0.00772092,0.00297615,0.0224937,0.00869781,0.0123873,0.0452793,0.00861102,0.0305447,0.0326294,0.0190956,0.0092974,0.0177761,0,0,0.0331923,0,0.0289915,0.0146822,0.057677,0.0277367,0.0114815,0.0209699,0.0103157,0.0370376,0.0107309,0.0243104,0.0166604,0.0145891,0.00444413,0.017853,0.0286121,0.0394506,0.0341622,0.0216466,0.012913,0.0181985,0.0178548,0,0,0,0,0,0.0416074,0.00413208
414,0.0270532,0,0,0,0,0.019265,0,0,0,0,0,0,0.0105223,0.0575624,0.0108239,0.0041586,0,0,0.0133438,0,0.0256938,0.00647429,0.0306238,0.0108665,0.0143137,0.00647385,0.007033,0.0148286,0.00508484,0.00511383,0.0166099,0.00502632,0.00787089,0.00287686,0.0221783,0.00880431,0.0126874,0.0453825,0.00871494,0.0313882,0.0325866,0.0191293,0.0093936,0.017828,0,0,0.0334552,0,0.0289261,0.0148733,0.0570122,0.0282869,0.0113296,0.0201602,0.0104555,0.0371027,0.0107866,0.0237129,0.0163205,0.0151363,0.00449838,0.018171,0.0289114,0.0408789,0.0344297,0.0216566,0.0130104,0.0183705,0.0180359,0,0,0,0,0,0.0413795,0.0040301
415,0.0272761,0,0,0,0,0.01941,0,0,0,0,0,0,0.0106563,0.057624,0.0110679,0.00419151,0,0,0.0136043,0,0.0257125,0.00663931,0.0307871,0.0112217,0.0144104,0.00603445,0.00670623,0.0147745,0.0049178,0.00480471,0.0166181,0.00526619,0.00796629,0.00271318,0.0218646,0.00894426,0.0130307,0.0455076,0.00890258,0.0318766,0.0325642,0.0191851,0.00941608,0.018002,0,0,0.0335383,0,0.0289011,0.0149138,0.0564873,0.0288391,0.0112612,0.0192569,0.0106078,0.0372758,0.0106001,0.0229916,0.0158767,0.0155407,0.00439991,0.0185879,0.0293339,0.0419005,0.0344865,0.0217614,0.0130878,0.0185356,0.0181703,0,0,0,0,0,0.0409799,0.00393719
416,0.0274542,0,0,0,0,0.0195903,0,0,0,0,0,0,0.0107989,0.057688,0.0112711,0.0042138,0,0,0.0140304,0,0.0257048,0.00684231,0.0309085,0.0116296,0.0144544,0.00551106,0.00638011,0.0147262,0.00473258,0.00446343,0.0166464,0.00546694,0.0079978,0.00262313,0.0215535,0.00906397,0.0133584,0.0456794,0.0091419,0.0319527,0.0325416,0.0192728,0.00937278,0.0180963,0,0,0.0334134,0,0.0288798,0.0148613,0.0560953,0.0293211,0.0112211,0.0182869,0.0107611,0.0374514,0.0104053,0.0220944,0.0153951,0.0159892,0.00415074,0.0191419,0.0299508,0.0424074,0.0344268,0.0218291,0.0131844,0.0186991,0.0182856,0,0,0,0,0,0.0404167,0.00377542
417,0.0275113,0,0,0,0,0.0197206,0,0,0,0,0,0,0.0109594,0.0577808,0.0114873,0.00426493,0,0,0.0143899,0,0.0256596,0.00705859,0.0309896,0.0121585,0.01453,0.00509107,0.00625209,0.0147127,0.0045456,0.00414776,0.0167102,0.00572919,0.00809565,0.00281577,0.0212088,0.00921032,0.0135724,0.0458435,0.00942805,0.0320379,0.032529,0.0188562,0.00935212,0.0181155,0,0,0.0332352,0,0.0288754,0.0147658,0.0557255,0.0293142,0.0111607,0.0173272,0.0108993,0.0376726,0.0103414,0.0210358,0.0150117,0.0163472,0.00401387,0.0194049,0.0303729,0.042952,0.03435,0.0218304,0.0132926,0.0188359,0.0183493,0,0,0,0,0,0.039913,0.00364486
418,0.0276875,0,0,0,0,0.0198941,0,0,0,0,0,0,0.0112146,0.057877,0.0117486,0.00431428,0,0,0.0147038,0,0.0255931,0.00730986,0.0310222,0.0125739,0.014571,0.0047575,0.0061069,0.0146724,0.00437742,0.00381817,0.0167537,0.00600597,0.00830569,0.00304528,0.0208389,0.00948244,0.0137449,0.0459576,0.00966622,0.0321155,0.0325427,0.0181785,0.00932152,0.0183358,0,0,0.0333367,0,0.0289231,0.0147972,0.0554077,0.0288898,0.0111029,0.0163692,0.0109951,0.0379444,0.0102758,0.0198636,0.0146059,0.0164959,0.00394738,0.0194138,0.0306479,0.043672,0.0344455,0.0217947,0.013153,0.0190431,0.0184669,0,0,0,0,0,0.039347,0.00356259
419,0.0276426,0,0,0,0,0.019889,0,0,0,0,0,0,0.0114605,0.0579328,0.0120456,0.00433655,0,0,0.0149459,0,0.0256311,0.00751291,0.0309976,0.0128166,0.0146412,0.00429718,0.00599158,0.0147422,0.00419514,0.00348056,0.0168277,0.00627434,0.00856784,0.00321062,0.0204791,0.00992206,0.0139018,0.046047,0.00978443,0.031978,0.0325565,0.0176231,0.00925899,0.0184589,0,0,0.0333515,0,0.0289786,0.0147961,0.0551368,0.0283083,0.0111414,0.0153711,0.01108,0.0380736,0.00999781,0.0185536,0.0141184,0.0165051,0.00381392,0.0194158,0.0309324,0.044145,0.0344345,0.0217931,0.0130954,0.0190486,0.0185603,0,0,0,0,0,0.0386136,0.00354413
420,0.0275803,0,0,0,0,0.0199091,0,0,0,0,0,0,0.0116391,0.0579886,0.0123035,0.00436568,0,0,0.0151391,0,0.0256778,0.00764504,0.0309074,0.0130382,0.0147092,0.00372959,0.00588805,0.014755,0.0040258,0.00312862,0.0169523,0.0065561,0.00880923,0.00337289,0.0201626,0.010548,0.0140348,0.0461119,0.00983044,0.0317172,0.0325725,0.0170396,0.00922565,0.0185482,0,0,0.0332539,0,0.029028,0.0147576,0.0549014,0.0281244,0.0112131,0.0143345,0.0111329,0.0381916,0.00955209,0.0171601,0.0136078,0.0166119,0.00363131,0.0193306,0.0310995,0.0442183,0.0343514,0.0218449,0.0131253,0.0190562,0.0186091,0,0,0,0,0,0.0377652,0.00354705
421,0.0274805,0,0,0,0,0.0199488,0,0,0,0,0,0,0.0117831,0.0579898,0.0125456,0.00440027,0,0,0.0152955,0,0.0257324,0.007678,0.0308258,0.0133874,0.0147232,0.0033896,0.00573851,0.0147792,0.00394657,0.00280302,0.0170627,0.0068284,0.00902397,0.00354877,0.0198816,0.0111005,0.0141223,0.0461573,0.00986883,0.0310899,0.0325601,0.0160712,0.00928704,0.0186008,0,0,0.0330874,0,0.0290449,0.0146524,0.05464,0.0277278,0.0112657,0.0132913,0.0111286,0.0383912,0.0093281,0.015651,0.0131354,0.0167906,0.00352576,0.0190914,0.0309592,0.0437936,0.0342386,0.0218834,0.0131321,0.0190965,0.018598,0,0,0,0,0,0.0368827,0.0035913
422,0.027391,0,0,0,0,0.020025,0,0,0,0,0,0,0.0118786,0.0580026,0.0127795,0.00445584,0,0,0.0155042,0,0.02562,0.00789535,0.0308004,0.0138388,0.014725,0.00340256,0.00558689,0.0147693,0.00391124,0.00250089,0.0171357,0.00710445,0.00923598,0.00374815,0.0196225,0.0116316,0.0143053,0.0461415,0.00988611,0.0301933,0.0325404,0.0152786,0.00936739,0.0186156,0,0,0.0328805,0,0.0290624,0.0145293,0.0543846,0.0268875,0.0113291,0.0122778,0.0110509,0.0385162,0.00912596,0.0141196,0.0126549,0.0168756,0.00349624,0.0187029,0.0304938,0.04294,0.0340963,0.021864,0.0130791,0.0191999,0.0185901,0,0,0,0,0,0.0359651,0.00366088
423,0.027281,0,0,0,0,0.0201204,0,0,0,0,0,0,0.0119852,0.0580322,0.0130134,0.00450886,0,0,0.0158156,0,0.0255506,0.0082045,0.0308088,0.0141766,0.0147392,0.00298533,0.00550495,0.0147427,0.00398873,0.00230084,0.0171776,0.00736079,0.00940772,0.00400419,0.0193446,0.012126,0.0145957,0.046117,0.00985882,0.0291226,0.0325508,0.0145357,0.00945545,0.0186259,0,0,0.032716,0,0.0290977,0.0144217,0.0541865,0.0256468,0.0114164,0.0112971,0.0109767,0.0386586,0.00898815,0.0126549,0.0121222,0.0168123,0.00355225,0.0182434,0.0297332,0.0417651,0.0339804,0.0217943,0.0130228,0.0192885,0.0185907,0,0,0,0,0,0.0349453,0.00384986
424,0.0271643,0,0,0,0,0.0202336,0,0,0,0,0,0,0.0121644,0.0580873,0.0132724,0.00459574,0,0,0.0161606,0,0.0255325,0.00846947,0.0308426,0.0143725,0.0146969,0.00258887,0.00550371,0.0147538,0.00421262,0.00213738,0.0172608,0.00756301,0.00957877,0.00426147,0.0190304,0.0124953,0.0149211,0.0461417,0.00983073,0.0277347,0.032603,0.0135322,0.00957768,0.0186314,0,0,0.0326488,0,0.0291395,0.0143551,0.0540384,0.0243206,0.01151,0.0103764,0.011053,0.0388647,0.00885075,0.0112867,0.0114896,0.0164428,0.00373726,0.0176759,0.0285694,0.0403798,0.0339339,0.0217502,0.012984,0.0193568,0.0186249,0,0,0,0,0,0.0338685,0.00415265
425,0.0269398,0,0,0,0,0.0202788,0,0,0,0,0,0,0.0121748,0.0581112,0.0135852,0.00471492,0,0,0.0164047,0,0.0255269,0.00857784,0.0308894,0.0144485,0.0145986,0.00240378,0.00551757,0.0148946,0.00460824,0.00203473,0.0174205,0.00769776,0.0097356,0.00437762,0.0187081,0.0132817,0.0151797,0.0462259,0.00983478,0.0260327,0.0326708,0.0124196,0.00969082,0.0186137,0,0,0.0323644,0,0.029094,0.0141817,0.0539535,0.0229093,0.0116301,0.00950463,0.011146,0.0390017,0.0088507,0.0100215,0.0107328,0.0156426,0.00407279,0.0168356,0.0268791,0.038325,0.0337945,0.0217595,0.0129151,0.0193591,0.0186082,0,0,0,0,0,0.0327372,0.00454315
426,0.0267012,0,0,0,0,0.0205057,0,0,0,0,0,0,0.0126924,0.0581524,0.0140438,0.00482618,0,0,0.0169109,0,0.0255257,0.00882456,0.0310484,0.0149366,0.014588,0.00213361,0.00552692,0.0149229,0.00477522,0.00186605,0.0173859,0.00804866,0.0100118,0.00451255,0.0184526,0.0129175,0.0155679,0.0463145,0.00999231,0.023971,0.0326731,0.0114875,0.00979149,0.0184789,0,0,0.0322134,0,0.0291281,0.0140925,0.0539576,0.0212761,0.0117355,0.00875375,0.0112096,0.0393616,0.00883202,0.00892,0.00986236,0.0148829,0.00451895,0.0156362,0.0248421,0.035618,0.0338463,0.0219173,0.0130116,0.0195003,0.0184917,0,0,0,0,0,0.0316476,0.0048016
427,0.0260713,0,0,0,0,0.0201252,0,0,0,0,0,0,0.0128331,0.0581142,0.0142348,0.00486475,0,0,0.0170673,0,0.0255206,0.00890434,0.0312074,0.0150927,0.0145061,0.00190372,0.00554204,0.0153126,0.00514313,0.00173147,0.0174697,0.008208,0.0101723,0.00484845,0.0181766,0.0131806,0.0157738,0.0463687,0.0100957,0.0215788,0.0326883,0.0108526,0.00987354,0.0182113,0,0,0.0317156,0,0.0291187,0.0138309,0.053979,0.0200481,0.0119129,0.00812206,0.0112413,0.0394251,0.00890875,0.00803777,0.00881377,0.0144001,0.00506768,0.0144223,0.0228971,0.0325333,0.0335841,0.0220331,0.0131825,0.0191173,0.0180622,0,0,0,0,0,0.0305838,0.00506785
428,0.025588,0,0,0,0,0.0198524,0,0,0,0,0,0,0.0128552,0.0581671,0.0144958,0.00489216,0,0,0.0171974,0,0.0255622,0.00897524,0.0313272,0.0154413,0.0144023,0.00193985,0.00548237,0.0156239,0.00540017,0.0016715,0.0174781,0.00844477,0.0103828,0.00512953,0.0179483,0.0132987,0.0159189,0.0464325,0.0101119,0.0187448,0.0327325,0.0104102,0.00980661,0.0180808,0,0,0.0314842,0,0.0291568,0.0137091,0.054103,0.0188499,0.0120047,0.00789986,0.0111571,0.0396971,0.00905024,0.00752136,0.00765275,0.0141002,0.00578721,0.0134084,0.0213373,0.0288767,0.0335246,0.0220888,0.01312,0.018856,0.0178583,0,0,0,0,0,0.0294883,0.00529712
429,0.0252015,0,0,0,0,0.0196846,0,0,0,0,0,0,0.0128968,0.0581855,0.0147598,0.00486785,0,0,0.0172992,0,0.0256453,0.00906696,0.0314758,0.0157424,0.014359,0.00204006,0.00535741,0.0158239,0.00551422,0.00162497,0.017524,0.00867885,0.0105721,0.00532969,0.0177447,0.0133714,0.0159743,0.0464422,0.0101067,0.0156989,0.032779,0.00986139,0.00967457,0.018061,0,0,0.0313717,0,0.0291921,0.0136463,0.0542673,0.0173912,0.012048,0.00804646,0.0111029,0.0401079,0.0091549,0.00749173,0.00652854,0.0136091,0.00674944,0.0123773,0.0198301,0.0249109,0.0335218,0.0220782,0.0129077,0.0186625,0.017809,0,0,0,0,0,0.0284336,0.00545011
430,0.0246643,0,0,0,0,0.0195104,0,0,0,0,0,0,0.0125759,0.0581284,0.0146005,0.00481402,0,0,0.0173949,0,0.025661,0.00921247,0.0315711,0.0154044,0.0143592,0.00179482,0.00539132,0.0158552,0.00569977,0.00155498,0.0177153,0.00885748,0.0106289,0.00566412,0.0173733,0.0131089,0.0159785,0.0463815,0.0100569,0.0128137,0.0327853,0.00949599,0.00950715,0.017842,0,0,0.0307689,0,0.0291638,0.0133231,0.0544254,0.0162502,0.0120843,0.00854179,0.0111937,0.0403935,0.00931735,0.00790038,0.00560734,0.0132565,0.00786954,0.0115278,0.0186797,0.0207746,0.0331351,0.0220392,0.012789,0.0184093,0.0174926,0,0,0,0,0,0.0274501,0.00558089
431,0.0239007,0,0,0,0,0.0192417,0,0,0,0,0,0,0.0117208,0.0580378,0.0141371,0.0047184,0,0,0.0175432,0,0.0255847,0.009339,0.0316375,0.0147989,0.0144126,0.00167239,0.00546043,0.015847,0.00584981,0.00150073,0.0179247,0.00910061,0.010721,0.00605828,0.016852,0.0124253,0.0159628,0.0462964,0.00997702,0.0107418,0.0327505,0.00931638,0.00927003,0.0173856,0,0,0.0296074,0,0.0291113,0.0127202,0.0546023,0.0153733,0.012066,0.0093121,0.0113464,0.0404773,0.00953384,0.00866609,0.00500798,0.012933,0.00910839,0.0107081,0.017708,0.0170877,0.0323118,0.0219362,0.0126789,0.0180533,0.0168694,0,0,0,0,0,0.0266487,0.00561351
432,0.0232553,0,0,0,0,0.0190361,0,0,0,0,0,0,0.0110332,0.0580371,0.0138894,0.00466101,0,0,0.017551,0,0.0255047,0.00931208,0.031794,0.0145167,0.0143976,0.00177034,0.00551851,0.0158425,0.00598917,0.00146994,0.0180919,0.0093079,0.010932,0.00644849,0.0164275,0.0120052,0.0158782,0.0462406,0.00993209,0.00997559,0.0327706,0.00932861,0.00926963,0.0170934,0,0,0.0288441,0,0.0291407,0.0123497,0.0547663,0.0149639,0.0120268,0.0101012,0.0115341,0.040705,0.00973056,0.00956661,0.00472455,0.0124909,0.0104267,0.00974758,0.0166763,0.0147539,0.0317593,0.0217637,0.0125654,0.0177166,0.0164594,0,0,0,0,0,0.0260574,0.00552961
433,0.0225786,0,0,0,0,0.0187141,0,0,0,0,0,0,0.0108145,0.0580439,0.0137628,0.00466012,0,0,0.0173469,0,0.0255004,0.00911046,0.0319581,0.0143878,0.0142385,0.00176704,0.00565462,0.0160602,0.00615357,0.001486,0.0182532,0.00950708,0.0110892,0.00680346,0.0160794,0.0116388,0.0157146,0.0461494,0.00980244,0.0108886,0.0328115,0.00983689,0.00942371,0.0169195,0,0,0.028479,0,0.0292419,0.0121815,0.0548633,0.0153981,0.0121388,0.010938,0.0117006,0.0408394,0.00980366,0.0104879,0.00468886,0.0119735,0.011346,0.00863005,0.0155835,0.0142718,0.0314003,0.0215987,0.0124268,0.0172591,0.0160942,0,0,0,0,0,0.025585,0.00552092
434,0.0223228,0,0,0,0,0.0187154,0,0,0,0,0,0,0.0106981,0.0579833,0.0136767,0.00476138,0,0,0.0172521,0,0.0255869,0.00903377,0.0321144,0.014268,0.0141732,0.00181401,0.00575031,0.0158838,0.00635134,0.00154895,0.0183775,0.00970221,0.0111679,0.00712048,0.0157688,0.0114379,0.0155523,0.0460793,0.00972869,0.0110939,0.0328405,0.00957904,0.00946097,0.0168136,0,0,0.0281281,0,0.0293115,0.0120376,0.0550795,0.0152483,0.0119568,0.0112177,0.0119593,0.041224,0.00995704,0.0111458,0.00489804,0.0114474,0.0124683,0.00784884,0.0145893,0.0135163,0.0312446,0.0214647,0.0122351,0.0170379,0.0158734,0,0,0,0,0,0.0254765,0.00557354
435,0.0220188,0,0,0,0,0.0186483,0,0,0,0,0,0,0.010706,0.0579456,0.0137557,0.00481758,0,0,0.0171697,0,0.0256099,0.00899439,0.0322474,0.0143207,0.0141753,0.00187523,0.0058758,0.0159336,0.00656648,0.00159406,0.0184802,0.00979033,0.0112459,0.00732855,0.0155476,0.0114119,0.015524,0.0460368,0.00967918,0.0115359,0.0329019,0.00977982,0.00939928,0.0168146,0,0,0.0281034,0,0.0293729,0.0120407,0.0552985,0.0158651,0.0119877,0.0116594,0.012141,0.0416779,0.00994541,0.0117161,0.00525792,0.0114167,0.0134928,0.00771221,0.0143682,0.0135212,0.0313294,0.021328,0.0120514,0.0167353,0.0156918,0,0,0,0,0,0.0256111,0.00564168
436,0.021993,0,0,0,0,0.0185979,0,0,0,0,0,0,0.0107681,0.0579644,0.0139655,0.00486078,0,0,0.0171945,0,0.0255933,0.00904963,0.0324312,0.0145409,0.0141588,0.00190445,0.0060939,0.015885,0.00679577,0.00162675,0.018527,0.00986815,0.0113669,0.00747949,0.0154077,0.0115412,0.0156013,0.0460323,0.00966731,0.0119222,0.03302,0.0100956,0.00919674,0.0168713,0,0,0.0285041,0,0.0294706,0.0123006,0.0554075,0.0166349,0.0119904,0.011944,0.0124381,0.0420411,0.00979383,0.0120046,0.00540453,0.0115679,0.014421,0.00784848,0.014473,0.0137814,0.0316908,0.0212355,0.0118816,0.0164674,0.0155775,0,0,0,0,0,0.0258194,0.00569551
437,0.0217451,0,0,0,0,0.0184162,0,0,0,0,0,0,0.01092,0.0579589,0.0143068,0.00491188,0,0,0.0172932,0,0.0255457,0.00913092,0.0326114,0.0148616,0.0141446,0.00180782,0.00635137,0.0159089,0.00704215,0.00164974,0.0184664,0.00988576,0.0114424,0.0075936,0.0153278,0.0118067,0.015691,0.0459865,0.00968498,0.0122722,0.0331044,0.0105622,0.00903133,0.0168329,0,0,0.0285763,0,0.0295804,0.0123833,0.0555199,0.0174593,0.0119658,0.0120383,0.0128488,0.0422899,0.00957825,0.0119737,0.00533664,0.0117879,0.0151173,0.00810213,0.0148345,0.0142414,0.031842,0.021183,0.0117966,0.0161047,0.0152977,0,0,0,0,0,0.0261856,0.00572562
438,0.0217783,0,0,0,0,0.0188374,0,0,0,0,0,0,0.0112499,0.0579192,0.014666,0.00500523,0,0,0.0176171,0,0.0255313,0.00941969,0.032754,0.0152108,0.0140966,0.00172067,0.00656871,0.0155588,0.00735305,0.00166974,0.0183676,0.00982849,0.0114572,0.00767876,0.0153201,0.0125465,0.0158968,0.0459266,0.00973385,0.0118704,0.0331534,0.0108852,0.00879928,0.016928,0,0,0.0281842,0,0.0295772,0.0122019,0.0557236,0.0181052,0.0118129,0.0115949,0.0131961,0.0430669,0.00941557,0.0116022,0.00524876,0.0119363,0.015645,0.00863179,0.0154863,0.0145545,0.0319394,0.0209858,0.0116159,0.0162616,0.0150518,0,0,0,0,0,0.0266279,0.00577182
439,0.0215813,0,0,0,0,0.0189735,0,0,0,0,0,0,0.0117032,0.0579183,0.0149648,0.00512572,0,0,0.0178024,0,0.0254203,0.00962924,0.0328908,0.015553,0.0141112,0.00185682,0.00674835,0.0155332,0.00762882,0.00173684,0.0181835,0.00983249,0.0115396,0.00777595,0.0153434,0.0131645,0.0160187,0.0457843,0.00959317,0.0113606,0.0331875,0.0112342,0.00867096,0.0169943,0,0,0.0278417,0,0.0296044,0.0120311,0.0558021,0.0185656,0.0116875,0.0113365,0.013523,0.0437111,0.00915757,0.0112149,0.00503877,0.0122029,0.0156909,0.00914754,0.0162576,0.0149245,0.032014,0.0206524,0.0113937,0.0162369,0.014815,0,0,0,0,0,0.0271041,0.00583343
440,0.0213968,0,0,0,0,0.0191266,0,0,0,0,0,0,0.0124684,0.0579308,0.0154469,0.00524744,0,0,0.0180917,0,0.0253623,0.00985429,0.033056,0.0160356,0.014135,0.00203943,0.00681683,0.0155262,0.00788583,0.00179685,0.017945,0.00985099,0.0115846,0.00782402,0.015425,0.0141047,0.0161926,0.0457091,0.00945637,0.0103142,0.0332298,0.011328,0.00862353,0.0170583,0,0,0.0275789,0,0.0296614,0.0118509,0.055733,0.0195637,0.0114901,0.0108901,0.0137849,0.0442973,0.00877598,0.0106866,0.00467174,0.0124132,0.0155946,0.00962123,0.0169749,0.0152724,0.0319538,0.0202301,0.0111361,0.0162653,0.0145841,0,0,0,0,0,0.0275222,0.00591321
441,0.0211066,0,0,0,0,0.019222,0,0,0,0,0,0,0.0137369,0.0579712,0.0162145,0.00536394,0,0,0.0183809,0,0.0252285,0.0100212,0.0332708,0.016835,0.0141635,0.00225194,0.00674393,0.0156349,0.00813523,0.00184183,0.0176798,0.00982486,0.0116339,0.00787741,0.0155804,0.0155983,0.0163462,0.0456448,0.00940674,0.00917366,0.0332927,0.0112212,0.00856513,0.0170534,0,0,0.0272634,0,0.0297077,0.0116328,0.0554934,0.0200828,0.0112059,0.0102367,0.0139856,0.0447895,0.00843149,0.0099631,0.00430217,0.0124488,0.0152538,0.00986433,0.0174654,0.0160321,0.0318525,0.0198668,0.0108606,0.0162571,0.0144479,0,0,0,0,0,0.0278898,0.00603459
442,0.0207833,0,0,0,0,0.0193081,0,0,0,0,0,0,0.0141448,0.0580188,0.0162063,0.00545443,0,0,0.0184684,0,0.0252159,0.0100052,0.0335148,0.0168739,0.0141986,0.00235629,0.00660214,0.0159726,0.00847923,0.0018172,0.0174143,0.00997378,0.0118112,0.008015,0.0153574,0.0163632,0.0164082,0.0456436,0.00942629,0.00836039,0.0333844,0.0109297,0.00855548,0.0171417,0,0,0.0268592,0,0.0297677,0.0113608,0.0551023,0.0199862,0.0108389,0.00957586,0.0141404,0.0453397,0.00811094,0.0090251,0.0040145,0.0124054,0.0146546,0.00999115,0.0177878,0.0171472,0.0318072,0.0196414,0.0105801,0.0161939,0.0143711,0,0,0,0,0,0.028192,0.00616272
