Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA,LTHI
171,0.0390981,0,0,0,0,0.0324346,0,0,0,0,0,0,0.0158882,0.049278,0.00834154,0.00498303,0,0,0.0391148,0,0.0298596,0.0149043,0.0340946,0.0128457,0.0139204,0.00589774,0.0110368,0.043863,0.00399791,0.00210953,0.0171936,0.00614371,0.00582772,0.00329883,0.0206114,0.0244734,0.0332997,0.0352736,0.0116356,0.011307,0.0316331,0.00406842,0.00511686,0.0264773,0,0,0.0510106,0,0.0309838,0.0242776,0.0610895,0.00746971,0.0157567,0.00850012,0.00833468,0.0440971,0.00175769,0.00439504,0.00516926,0.00418284,0.0156025,0.00492767,0.00876136,0.0130231,0.0436671,0.0147267,0.0151027,0.0319278,0.0256601,0,0,0,0,0,0.0379017,0.0030003
172,0.0403262,0,0,0,0,0.0332295,0,0,0,0,0,0,0.016027,0.0497806,0.00842738,0.00527987,0,0,0.0383421,0,0.0296102,0.0144456,0.0341142,0.0129087,0.0139214,0.00593821,0.0111515,0.0440604,0.00398067,0.00208459,0.0171421,0.00617168,0.00578461,0.00329239,0.0206113,0.0246462,0.0327837,0.0353863,0.0115467,0.0112652,0.031754,0.00395642,0.00502727,0.0273002,0,0,0.0505339,0,0.0309224,0.0241785,0.061054,0.00757474,0.0156716,0.00847773,0.00842906,0.0442805,0.00180667,0.00439651,0.00522818,0.004204,0.0155824,0.00492684,0.0087831,0.0128275,0.0431531,0.0145114,0.0151043,0.0324894,0.026564,0,0,0,0,0,0.037958,0.00294167
173,0.0413732,0,0,0,0,0.0338969,0,0,0,0,0,0,0.0162154,0.0502369,0.00857524,0.00546287,0,0,0.0374805,0,0.029279,0.0139108,0.0341456,0.0130416,0.0139689,0.00591615,0.0112544,0.0440308,0.00400954,0.00205333,0.0170938,0.00616445,0.00575487,0.00330219,0.0206339,0.0247907,0.0321504,0.0355726,0.0115301,0.0110817,0.031843,0.00392828,0.00499502,0.0279742,0,0,0.0501102,0,0.0307883,0.0240751,0.061033,0.00766797,0.0156004,0.00850121,0.00849109,0.0444477,0.00179185,0.00436476,0.00521665,0.00423117,0.0155624,0.00490311,0.00870507,0.0125707,0.0426537,0.014095,0.0150106,0.0329346,0.0273219,0,0,0,0,0,0.0379904,0.00293301
174,0.0422555,0,0,0,0,0.0344452,0,0,0,0,0,0,0.0162383,0.0506371,0.00859491,0.00553919,0,0,0.0365616,0,0.0288908,0.0132984,0.0341912,0.013032,0.0140626,0.00584002,0.0113369,0.0439191,0.00397425,0.00204939,0.0170504,0.00616283,0.00579908,0.00330955,0.0206244,0.0248268,0.0314099,0.0358725,0.0115969,0.0109041,0.0320245,0.00386623,0.00505556,0.0285356,0,0,0.0497288,0,0.0307184,0.0239733,0.0609989,0.00774243,0.0155713,0.00849384,0.00852619,0.0446373,0.00183394,0.00437761,0.00504767,0.00424685,0.0155677,0.0048198,0.00857786,0.012431,0.0422302,0.0135714,0.0148174,0.0333592,0.0279607,0,0,0,0,0,0.0380413,0.002946
175,0.0428619,0,0,0,0,0.034773,0,0,0,0,0,0,0.0161597,0.0510187,0.00859484,0.0055699,0,0,0.0354353,0,0.0285852,0.0126444,0.034231,0.0129583,0.0142112,0.00583351,0.0114394,0.0435197,0.00390215,0.00207059,0.0170425,0.0061325,0.00583622,0.00329584,0.0206056,0.0248461,0.0304712,0.0362191,0.0113831,0.0107102,0.0322658,0.0037999,0.00511487,0.0288951,0,0,0.0494286,0,0.0307109,0.0238408,0.0609509,0.00777218,0.0155528,0.00848667,0.00859128,0.044794,0.0019213,0.00440862,0.00513492,0.00425871,0.0155554,0.0047296,0.00845582,0.0123631,0.0420424,0.0130247,0.0146178,0.0336521,0.0284239,0,0,0,0,0,0.0381167,0.00289826
176,0.0434361,0,0,0,0,0.0350668,0,0,0,0,0,0,0.0160219,0.0513029,0.00857943,0.00560222,0,0,0.0343999,0,0.0283831,0.0120361,0.034199,0.0132671,0.014112,0.00585255,0.0115163,0.0431595,0.00382965,0.00206719,0.0170119,0.00610627,0.00580736,0.00331676,0.0205665,0.0247879,0.0296799,0.0364534,0.0114219,0.0105526,0.0325185,0.00372263,0.00510654,0.0292103,0,0,0.0489867,0,0.0307555,0.0237313,0.060948,0.00777981,0.0155184,0.00849193,0.00866459,0.0447488,0.00200935,0.0044262,0.00521187,0.00423925,0.0155365,0.00467421,0.00838828,0.0122144,0.0419304,0.0125087,0.0144929,0.0338571,0.0288803,0,0,0,0,0,0.0381515,0.00279834
177,0.0440882,0,0,0,0,0.0354499,0,0,0,0,0,0,0.0159214,0.0514914,0.00855012,0.00565728,0,0,0.0334913,0,0.028249,0.0115167,0.0341548,0.0141467,0.014018,0.00587042,0.0116002,0.0429569,0.00391288,0.00205717,0.0169762,0.00610177,0.00578185,0.00339244,0.0205208,0.0246001,0.0289799,0.0365479,0.011735,0.010351,0.0327623,0.00371571,0.00512361,0.0295528,0,0,0.0484302,0,0.030813,0.0236131,0.0609725,0.00787238,0.0154647,0.00847767,0.00873801,0.0446524,0.00214382,0.00440806,0.0051658,0.00411547,0.0155023,0.00460193,0.00832985,0.0120334,0.0417186,0.0120762,0.0144163,0.0340444,0.0293602,0,0,0,0,0,0.0381993,0.00268754
178,0.0448988,0,0,0,0,0.0359752,0,0,0,0,0,0,0.0159161,0.0516357,0.00854817,0.00568198,0,0,0.0326302,0,0.028147,0.0111275,0.0341627,0.0144957,0.0139601,0.00589226,0.0116782,0.0428682,0.00394103,0.00207961,0.016947,0.0061074,0.00578614,0.00344838,0.0205304,0.0244456,0.0283562,0.0365849,0.0121011,0.010045,0.0330185,0.00376439,0.00522824,0.0300076,0,0,0.0477604,0,0.0308965,0.0234713,0.0609803,0.0080548,0.0154137,0.0084353,0.0088144,0.0444806,0.00222185,0.00439584,0.00511824,0.00403113,0.0155347,0.00454711,0.00828631,0.0119193,0.0412772,0.0116786,0.0143316,0.0344696,0.0299039,0,0,0,0,0,0.0382766,0.00262545
179,0.0456157,0,0,0,0,0.0364235,0,0,0,0,0,0,0.0157551,0.0518211,0.00854755,0.00572856,0,0,0.0316295,0,0.028037,0.0106714,0.0341943,0.0144268,0.0139165,0.00595825,0.0117817,0.0425992,0.00396775,0.00208551,0.0169052,0.00611948,0.00582873,0.00349399,0.0205536,0.0243367,0.0276488,0.0366561,0.0124873,0.00968196,0.0333153,0.00357137,0.00529911,0.0303659,0,0,0.0470057,0,0.0309881,0.0233284,0.0609858,0.00812805,0.0153654,0.00843878,0.00889266,0.0442147,0.00219587,0.00441151,0.00510841,0.00403254,0.0154962,0.00443049,0.00817452,0.0116788,0.0406176,0.0112968,0.0142298,0.0349979,0.030392,0,0,0,0,0,0.0383375,0.00260842
180,0.0463034,0,0,0,0,0.0368389,0,0,0,0,0,0,0.0156494,0.0520132,0.00860187,0.00576704,0,0,0.0304419,0,0.0279228,0.0102254,0.0342485,0.0140455,0.0139154,0.00605058,0.0119575,0.0423398,0.00389154,0.00208589,0.0168608,0.00610224,0.0058922,0.00355118,0.0205445,0.0243031,0.0267536,0.036792,0.0128854,0.0093735,0.0336569,0.00333927,0.00536771,0.0306923,0,0,0.0461425,0,0.0310929,0.0231395,0.0609898,0.0081773,0.0152941,0.00833517,0.00902017,0.0440055,0.00196713,0.00440757,0.00514046,0.00401818,0.0154422,0.00432569,0.00802483,0.0113743,0.0398507,0.0109247,0.0140802,0.0354405,0.0308995,0,0,0,0,0,0.0383881,0.00257613
181,0.0468902,0,0,0,0,0.0371414,0,0,0,0,0,0,0.0156711,0.0522247,0.00877265,0.00583034,0,0,0.0290382,0,0.0277768,0.00966663,0.034311,0.0132865,0.0139001,0.00611661,0.0121766,0.0420038,0.0038006,0.00208641,0.0168065,0.00607877,0.00592453,0.00361155,0.0205579,0.0243446,0.0256858,0.036999,0.0132397,0.00906433,0.034029,0.00318158,0.00550493,0.0309641,0,0,0.0451335,0,0.0312145,0.0229076,0.061003,0.00826102,0.0151976,0.00825605,0.00920133,0.0436193,0.00168248,0.00437308,0.00507523,0.0039466,0.0153455,0.00426279,0.00789576,0.0111209,0.0390602,0.0107005,0.0138883,0.035732,0.0313704,0,0,0,0,0,0.0384187,0.00249935
182,0.0472979,0,0,0,0,0.0373335,0,0,0,0,0,0,0.0156257,0.0524622,0.00889627,0.0058247,0,0,0.0273665,0,0.0276286,0.00905263,0.034369,0.0130298,0.0138781,0.00612603,0.012366,0.0414916,0.00387358,0.00211843,0.016729,0.00607303,0.00592179,0.00363403,0.0205594,0.0242978,0.0245118,0.0372495,0.0134773,0.00881858,0.034393,0.0030623,0.00563254,0.0310926,0,0,0.0441197,0,0.0313714,0.0226518,0.0609999,0.0083597,0.0151199,0.00823585,0.00936684,0.0430495,0.00169736,0.00436168,0.0050053,0.00384146,0.0152251,0.00420353,0.00776886,0.0108346,0.0382846,0.0105334,0.0136937,0.0358803,0.0317409,0,0,0,0,0,0.0384328,0.00242108
183,0.0459616,0,0,0,0,0.0363585,0,0,0,0,0,0,0.0157083,0.052695,0.00878875,0.00606453,0,0,0.0246226,0,0.0275029,0.00813079,0.0344034,0.0128063,0.0137575,0.00590812,0.0129404,0.0412888,0.00382666,0.00207285,0.0167317,0.0059459,0.0057962,0.00365361,0.0205433,0.0241078,0.0223967,0.0375863,0.0137743,0.00846049,0.0345845,0.00304347,0.00597215,0.0292068,0,0,0.0421001,0,0.0321137,0.0216016,0.0609144,0.00860073,0.0149807,0.008347,0.00985631,0.0405656,0.0017245,0.0044028,0.00501588,0.00374625,0.0151647,0.00404399,0.00751403,0.0105752,0.0374121,0.00987407,0.0133509,0.0349159,0.0309369,0,0,0,0,0,0.0384111,0.00232815
184,0.0467601,0,0,0,0,0.0368597,0,0,0,0,0,0,0.0155708,0.0529986,0.00894036,0.00595166,0,0,0.0231769,0,0.0271958,0.00753905,0.0344556,0.0128821,0.0137808,0.00596735,0.0129294,0.0407813,0.00388279,0.00209565,0.0165958,0.00602026,0.00592171,0.00375889,0.0204962,0.0241112,0.0213243,0.0379582,0.0137764,0.00830434,0.0349487,0.00299703,0.00588076,0.0297589,0,0,0.0416444,0,0.0320483,0.021614,0.0609514,0.00872525,0.0149304,0.00828378,0.00985759,0.040534,0.00175975,0.00445053,0.00491469,0.00372165,0.0151572,0.00396486,0.00739765,0.0102412,0.0369399,0.00995095,0.0132313,0.0353121,0.0316013,0,0,0,0,0,0.0384665,0.00225467
185,0.0467192,0,0,0,0,0.0367259,0,0,0,0,0,0,0.0155161,0.0532984,0.00904567,0.00591865,0,0,0.0211277,0,0.0270857,0.00657481,0.0344719,0.0128264,0.01378,0.00603461,0.013043,0.0395686,0.00398369,0.00214747,0.0165085,0.00606106,0.00601333,0.00390905,0.0204878,0.0240951,0.0197296,0.0386115,0.0138755,0.00807736,0.0352575,0.00288885,0.00577503,0.0295442,0,0,0.0410064,0,0.0321032,0.021516,0.0609499,0.00880579,0.014873,0.00820566,0.00995026,0.0400709,0.00184166,0.00449042,0.0048396,0.00370831,0.0151418,0.00388364,0.00725569,0.00988698,0.0365045,0.0103093,0.0130375,0.0351611,0.0315676,0,0,0,0,0,0.0384704,0.00219649
186,0.0462782,0,0,0,0,0.0363006,0,0,0,0,0,0,0.0154064,0.0535936,0.00910252,0.0059946,0,0,0.0188283,0,0.0272766,0.00547013,0.034442,0.0129369,0.0137637,0.006063,0.0132655,0.0379704,0.00404139,0.00219846,0.0164786,0.00608058,0.00602756,0.00398048,0.0204849,0.0239778,0.0180696,0.0395003,0.0140868,0.00788055,0.0355526,0.00279601,0.00567733,0.029032,0,0,0.0398449,0,0.0323209,0.0212124,0.0609111,0.00889994,0.0148233,0.00814554,0.0101172,0.0393169,0.00188438,0.00451074,0.00479748,0.00360756,0.0150935,0.00380089,0.00714372,0.0095998,0.0357396,0.0110997,0.0128662,0.0348739,0.0311801,0,0,0,0,0,0.0384427,0.00205735
187,0.0461487,0,0,0,0,0.0361353,0,0,0,0,0,0,0.0152138,0.0539786,0.00919674,0.00592926,0,0,0.0168934,0,0.0273455,0.00483413,0.034442,0.0130501,0.0137561,0.00608048,0.0134975,0.0368105,0.00410904,0.00224736,0.0164147,0.00611886,0.00603068,0.00407836,0.0204639,0.0237524,0.0166631,0.040074,0.0144386,0.00768473,0.0358486,0.00270315,0.00563301,0.0287643,0,0,0.0388362,0,0.0325727,0.0209504,0.0609036,0.00903595,0.0147789,0.00817312,0.0102796,0.0383282,0.00181591,0.004565,0.0047164,0.0035308,0.0149925,0.00365388,0.00699235,0.00946226,0.0349545,0.0110587,0.0126468,0.0347733,0.0309926,0,0,0,0,0,0.0385043,0.00181568
188,0.0462705,0,0,0,0,0.0361772,0,0,0,0,0,0,0.0150213,0.0543394,0.00923646,0.00569319,0,0,0.0152353,0,0.0273771,0.00462101,0.0344569,0.0131009,0.0137654,0.00609955,0.013726,0.0360358,0.00416015,0.00229679,0.016346,0.00613357,0.00603819,0.00421156,0.0204207,0.0234584,0.0154659,0.0403836,0.0148342,0.00744759,0.0361655,0.00257666,0.00568404,0.0287053,0,0,0.0380518,0,0.0328337,0.0208246,0.0609432,0.009153,0.0147366,0.00815304,0.0104586,0.0374668,0.0017078,0.00467743,0.00462233,0.00354404,0.0149168,0.00350012,0.00680498,0.00928987,0.034212,0.0111102,0.0124015,0.0348131,0.0310063,0,0,0,0,0,0.0386587,0.00184248
189,0.0464955,0,0,0,0,0.0362819,0,0,0,0,0,0,0.0148054,0.0545897,0.00923108,0.00581102,0,0,0.0137516,0,0.0274469,0.00480518,0.0344588,0.0131231,0.0137232,0.00612725,0.0139574,0.0355003,0.00415442,0.00233363,0.016294,0.00612609,0.00609795,0.00432155,0.0203752,0.0231689,0.0143241,0.0405412,0.0152763,0.00731636,0.0364658,0.00248362,0.00578895,0.0286228,0,0,0.0372673,0,0.0330541,0.0207267,0.0610065,0.00922941,0.0146541,0.00808242,0.0106821,0.0366152,0.00166732,0.00473124,0.00456612,0.00359097,0.0148771,0.00339656,0.00669926,0.00914363,0.0333339,0.011642,0.0121712,0.0349298,0.0310984,0,0,0,0,0,0.0387229,0.00180109
190,0.0466702,0,0,0,0,0.0363676,0,0,0,0,0,0,0.0145059,0.0547877,0.00926374,0.00583475,0,0,0.0124126,0,0.0275482,0.00513329,0.0344736,0.0130992,0.0137274,0.00616513,0.0141947,0.0350706,0.00414193,0.0023908,0.0162535,0.0061168,0.00619026,0.00435876,0.0203544,0.0228363,0.0133319,0.040648,0.015743,0.00718995,0.0367218,0.00246162,0.00580582,0.0283255,0,0,0.0363539,0,0.0332267,0.0206147,0.0610402,0.00929881,0.0145959,0.00813955,0.0109165,0.0356583,0.00160128,0.0047256,0.00451764,0.00352153,0.0148782,0.00334077,0.00665675,0.00897672,0.0322832,0.0123851,0.0118956,0.0350036,0.0311719,0,0,0,0,0,0.0387118,0.00184983
191,0.0467103,0,0,0,0,0.0363769,0,0,0,0,0,0,0.0142304,0.0549822,0.00936095,0.00570605,0,0,0.0111124,0,0.0276442,0.0054727,0.0345114,0.0131157,0.0137921,0.00626908,0.0144417,0.0346361,0.00421603,0.00244812,0.0161857,0.00610398,0.00627957,0.00440464,0.0203561,0.0224805,0.0124303,0.0407607,0.0162132,0.00712495,0.0369596,0.00248782,0.0058249,0.0278758,0,0,0.0353403,0,0.0333913,0.0204463,0.0610749,0.00938176,0.0145819,0.00828013,0.0111646,0.0345134,0.00159256,0.00473887,0.00445246,0.00344549,0.0149075,0.00322939,0.00659815,0.0088996,0.0312108,0.0132103,0.0115086,0.034981,0.0311582,0,0,0,0,0,0.038688,0.0018233
192,0.0465387,0,0,0,0,0.0362571,0,0,0,0,0,0,0.0139502,0.0552332,0.00945056,0.00578844,0,0,0.00958718,0,0.0276631,0.0058877,0.0345832,0.0132026,0.0138066,0.00641307,0.0147195,0.0342349,0.00430492,0.00252036,0.0161361,0.0061154,0.00638499,0.00452031,0.0203509,0.0220952,0.0113238,0.0409582,0.0166304,0.00705308,0.0371953,0.00249517,0.00583847,0.0273413,0,0,0.0343142,0,0.0335521,0.0201785,0.0611075,0.00947957,0.0144571,0.00838706,0.0113884,0.0332689,0.00152755,0.00473955,0.00436918,0.00339928,0.0148839,0.00310084,0.00653581,0.0089265,0.0302236,0.0141834,0.0110112,0.034905,0.0310347,0,0,0,0,0,0.0386473,0.00179355
193,0.0458615,0,0,0,0,0.0359237,0,0,0,0,0,0,0.0136516,0.0556127,0.00948015,0.00580486,0,0,0.00721206,0,0.0275805,0.00665812,0.0346499,0.0131647,0.0137966,0.0065264,0.0149751,0.0340496,0.00440323,0.00258347,0.0160994,0.0060706,0.00643612,0.00461883,0.0203825,0.02167,0.00983851,0.0413002,0.01713,0.00704808,0.0373771,0.00249739,0.00588268,0.0263668,0,0,0.0333447,0,0.0337327,0.0198119,0.0611204,0.009535,0.0143496,0.00846894,0.0115584,0.032096,0.00141312,0.00473493,0.00437074,0.00335963,0.0148772,0.00292047,0.00636815,0.00885626,0.0295758,0.0152546,0.0104171,0.0345919,0.0305393,0,0,0,0,0,0.0385865,0.00176942
194,0.0455638,0,0,0,0,0.0357991,0,0,0,0,0,0,0.0132176,0.0560153,0.00949125,0.00565106,0,0,0.00567877,0,0.0273921,0.0070893,0.0347054,0.0130843,0.0138052,0.00663901,0.0153179,0.0337682,0.00442289,0.00268881,0.0160115,0.00601895,0.00653659,0.00472989,0.0203817,0.0210994,0.00953339,0.0418247,0.0172567,0.00698187,0.0376014,0.00249022,0.00593507,0.0260387,0,0,0.0319178,0,0.0339375,0.0194982,0.061175,0.00956225,0.014294,0.00858842,0.0117816,0.0306968,0.00128459,0.00471451,0.00432461,0.00336343,0.0148202,0.00276851,0.00618422,0.00871624,0.0282318,0.0161611,0.0101515,0.0344652,0.0303767,0,0,0,0,0,0.0384755,0.0016286
195,0.045133,0,0,0,0,0.0356158,0,0,0,0,0,0,0.0127731,0.0564711,0.00943583,0.0057436,0,0,0.00408332,0,0.027272,0.00817212,0.0346884,0.0128713,0.013723,0.00675919,0.0156531,0.0332355,0.00440682,0.00281191,0.0159413,0.00595399,0.00661854,0.00474061,0.0204024,0.020485,0.00941656,0.042409,0.0174574,0.00697103,0.0377712,0.00253597,0.00595965,0.0256188,0,0,0.0307779,0,0.0341155,0.0192201,0.0613036,0.00960735,0.014223,0.00876938,0.0119853,0.0296727,0.00121877,0.00467975,0.00425962,0.0033753,0.014824,0.002662,0.00606945,0.00869027,0.0272437,0.0169411,0.00992545,0.0341865,0.03008,0,0,0,0,0,0.0383861,0.00146688
196,0.0446037,0,0,0,0,0.03535,0,0,0,0,0,0,0.0123222,0.0568844,0.00947038,0.00572048,0,0,0.0037426,0,0.0271638,0.00929302,0.0346224,0.0127074,0.0135752,0.00686341,0.0159304,0.0325333,0.00439787,0.00290921,0.0159107,0.0059089,0.00670182,0.00477028,0.0203974,0.0197991,0.00953814,0.0429376,0.0175427,0.00699273,0.037943,0.00257677,0.00585586,0.0251467,0,0,0.0298638,0,0.0343497,0.0189128,0.0614555,0.00967781,0.0141984,0.00888887,0.0121369,0.0287834,0.00107308,0.00469503,0.00413483,0.00333805,0.0148108,0.00256464,0.00598994,0.00871311,0.026407,0.0176535,0.00976766,0.0337977,0.0296922,0,0,0,0,0,0.0383026,0.00157261
197,0.0441341,0,0,0,0,0.0351396,0,0,0,0,0,0,0.0118555,0.0571668,0.00955497,0.0055544,0,0,0.00483978,0,0.0270646,0.0103276,0.0345708,0.0125689,0.013422,0.00694423,0.0161198,0.0320214,0.00435038,0.00293084,0.0158364,0.0058662,0.0067851,0.00485886,0.0203999,0.0189846,0.0101559,0.0433187,0.0177702,0.00697799,0.0381042,0.002624,0.00559775,0.0247206,0,0,0.0290965,0,0.0346121,0.0186523,0.0615851,0.0097372,0.0142071,0.0089863,0.0122145,0.0279751,0.000932906,0.00472521,0.00399031,0.00331972,0.01478,0.00250438,0.00592427,0.00860218,0.0256484,0.0182944,0.00970012,0.0334171,0.029344,0,0,0,0,0,0.0382206,0.00160985
198,0.0438465,0,0,0,0,0.0350238,0,0,0,0,0,0,0.011433,0.0573172,0.00960076,0.0055038,0,0,0.00632353,0,0.0270597,0.01132,0.0345762,0.0124577,0.0133989,0.00698223,0.0162552,0.031687,0.00427623,0.0029119,0.0157181,0.00579256,0.00683111,0.00490971,0.0204172,0.0182124,0.0109006,0.0435144,0.0181166,0.00694096,0.038218,0.00262212,0.00527222,0.0244114,0,0,0.0283607,0,0.0348303,0.0184241,0.0617104,0.00975237,0.0142298,0.00896427,0.0122823,0.0271695,0.000844749,0.00479681,0.0040604,0.0033492,0.0147353,0.0025004,0.00585287,0.00842923,0.0249738,0.0188868,0.00966817,0.0331019,0.0290718,0,0,0,0,0,0.0381602,0.00146642
199,0.0438078,0,0,0,0,0.0350011,0,0,0,0,0,0,0.0110666,0.0573699,0.00968154,0.0056144,0,0,0.00753383,0,0.027125,0.0121288,0.0346756,0.0125104,0.0133938,0.00700273,0.0163445,0.0315276,0.00420836,0.00295165,0.0155552,0.00572953,0.00687118,0.00491035,0.0204303,0.017603,0.0113612,0.0435582,0.0185294,0.00687173,0.0383183,0.0026394,0.00547134,0.0242296,0,0,0.0277259,0,0.0349584,0.0182493,0.0618446,0.00972494,0.0141863,0.00897087,0.0123636,0.0264649,0.00088333,0.00494728,0.00410473,0.00336342,0.0146846,0.00243506,0.0057627,0.00839789,0.0243881,0.0194485,0.00960501,0.0329061,0.0289079,0,0,0,0,0,0.0381418,0.00127674
200,0.0436704,0,0,0,0,0.0348425,0,0,0,0,0,0,0.0107151,0.0573826,0.00980024,0.00565275,0,0,0.00860419,0,0.0271722,0.0128178,0.034848,0.0124234,0.0133744,0.00701035,0.0164398,0.0314432,0.00415589,0.00304043,0.0153785,0.00562776,0.00684343,0.00490339,0.0204745,0.0170334,0.0117939,0.0435585,0.0189658,0.00675475,0.0384155,0.00258196,0.00554634,0.0239548,0,0,0.0270388,0,0.0350661,0.0180755,0.0619161,0.00963063,0.0141438,0.00889662,0.0124498,0.025782,0.000897372,0.00508016,0.0040376,0.00335926,0.0146021,0.00228704,0.0056492,0.00830617,0.0238282,0.0200279,0.0094484,0.0326966,0.0286767,0,0,0,0,0,0.0381997,0.00115203
201,0.043114,0,0,0,0,0.034512,0,0,0,0,0,0,0.0104255,0.0574594,0.00972368,0.0056547,0,0,0.010231,0,0.0271836,0.0138434,0.0350121,0.0122907,0.0132829,0.00687543,0.0165412,0.0319597,0.00408901,0.00312259,0.0152481,0.00544168,0.00667353,0.00490156,0.0205668,0.0164957,0.0124709,0.0436005,0.0193002,0.00669112,0.0384618,0.0024286,0.00550544,0.023203,0,0,0.0265302,0,0.035208,0.0177479,0.0619152,0.00956175,0.0141144,0.00882001,0.0125341,0.025374,0.000853924,0.00519534,0.0039242,0.00338511,0.0145098,0.00214309,0.00549887,0.00822935,0.0237487,0.0206542,0.00908624,0.0323909,0.0281334,0,0,0,0,0,0.0382656,0.00103239
202,0.0428786,0,0,0,0,0.0341951,0,0,0,0,0,0,0.010151,0.057538,0.00980621,0.00569856,0,0,0.0107814,0,0.0271379,0.0139052,0.0351305,0.0122759,0.013203,0.00679164,0.0166741,0.0316495,0.00407077,0.00318887,0.0150364,0.00527755,0.00655981,0.00502487,0.0206436,0.015881,0.0127589,0.0437731,0.0191967,0.00659302,0.0385669,0.00233879,0.00531837,0.0229947,0,0,0.025733,0,0.0353759,0.0175682,0.0619027,0.00960618,0.0140891,0.00868701,0.012613,0.0245566,0.000833955,0.00527914,0.00382314,0.00340295,0.0143744,0.00201034,0.00534255,0.00823216,0.022802,0.0210662,0.00905546,0.032273,0.0279558,0,0,0,0,0,0.0382795,0.000924099
203,0.0425882,0,0,0,0,0.0339133,0,0,0,0,0,0,0.00999292,0.057651,0.00970478,0.00582939,0,0,0.0118473,0,0.0271444,0.0144017,0.0351633,0.0122734,0.0130587,0.00659622,0.0167312,0.0316623,0.00395045,0.00323872,0.0148401,0.00507771,0.00635326,0.00500709,0.0207347,0.0153125,0.0132016,0.0439181,0.0191739,0.006526,0.0386517,0.00252631,0.00525125,0.0227288,0,0,0.0252517,0,0.0355156,0.0174461,0.0618669,0.00972422,0.0140458,0.00862055,0.0126444,0.0242214,0.00084337,0.00535577,0.00372234,0.00341744,0.0142767,0.00187519,0.00521687,0.0083117,0.0224199,0.0214807,0.00901184,0.0320948,0.0277183,0,0,0,0,0,0.0382458,0.000808814
204,0.0423344,0,0,0,0,0.0336836,0,0,0,0,0,0,0.0100026,0.0577137,0.00952691,0.00595965,0,0,0.0128018,0,0.0271449,0.0149213,0.0351547,0.012259,0.0128983,0.00648453,0.0167683,0.031761,0.00380126,0.00326337,0.0146378,0.00491245,0.00615,0.00490596,0.0208337,0.0147882,0.0137104,0.043994,0.0192062,0.00651381,0.0387455,0.00266322,0.00525501,0.0224779,0,0,0.0245551,0,0.0356382,0.017184,0.0618365,0.0098645,0.0139669,0.00852989,0.0126463,0.0237541,0.000878043,0.0054075,0.00360952,0.00344839,0.0141222,0.00180954,0.00515593,0.00837137,0.0219464,0.0221883,0.00909393,0.0318727,0.0274864,0,0,0,0,0,0.0382143,0.000821589
205,0.0420605,0,0,0,0,0.033502,0,0,0,0,0,0,0.0100793,0.0576944,0.00944966,0.00603683,0,0,0.0135198,0,0.0271727,0.0153055,0.0351333,0.0120555,0.0128224,0.00657922,0.0168033,0.0319111,0.00362207,0.00331202,0.0144947,0.00480031,0.00591889,0.00480575,0.0209317,0.0142994,0.0141178,0.0440094,0.0193402,0.00653955,0.0388603,0.00275182,0.00527653,0.0221748,0,0,0.0235249,0,0.035772,0.0167507,0.0617659,0.0100669,0.0139112,0.00838588,0.0126648,0.0230399,0.00100432,0.00548768,0.00344882,0.00351646,0.0139203,0.00178659,0.00509891,0.00841603,0.0212637,0.0232842,0.00937002,0.0316106,0.0272589,0,0,0,0,0,0.0382058,0.00101064
206,0.0419081,0,0,0,0,0.0334916,0,0,0,0,0,0,0.0101135,0.0576385,0.00952198,0.00603058,0,0,0.0141368,0,0.0272297,0.0156841,0.0351086,0.0119707,0.012794,0.00634201,0.0168987,0.0322092,0.00350883,0.00339989,0.0143772,0.0046897,0.00574417,0.00479794,0.0210311,0.0138274,0.0144387,0.0439615,0.0194491,0.00660598,0.0389463,0.0029832,0.00522142,0.0219519,0,0,0.0228297,0,0.0359152,0.0164635,0.0617061,0.0103278,0.0138749,0.00820035,0.01272,0.0227214,0.00104292,0.00558447,0.00324022,0.00357403,0.0137137,0.00175323,0.00500224,0.00853233,0.0208136,0.02389,0.00958825,0.0314388,0.0271402,0,0,0,0,0,0.038222,0.00123817
