Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA
138,0.0350641,0,0,0,0,0.041485,0,0,0,0,0,0,0.017387,0.063062,0.0169189,0.0076632,0,0,0.0262525,0,0.0294484,0.00333565,0.0413892,0.0219822,0.0155589,0.00780305,0.03057,0.0648454,0.00989708,0.0115555,0.0106126,0.0154043,0.0164439,0.0177747,0.015337,0.00676394,0.0179547,0.0411325,0.0530072,0.0185105,0.0401326,0.033351,0.0166362,0.0181971,0.024642,0,0,0.0216111,0,0.0386972,0.0172525,0.055373,0.0252705,0.00858715,0.0189469,0.0416697,0.0272092,0.0138878,0.0193134,0.0177376,0.0131842,0.00228175,0.0164669,0.0274125,0.0518692,0.0181611,0.011456,0.0147996,0.0358972,0.0316305,0,0,0,0,0,0.0313832
139,0.0351881,0,0,0,0,0.0416586,0,0,0,0,0,0,0.0174556,0.0629945,0.0170782,0.00759232,0,0,0.0262884,0,0.029512,0.00317529,0.0412975,0.0223545,0.0155089,0.00774417,0.0306395,0.0648462,0.00986844,0.0115677,0.0106562,0.015529,0.0165821,0.0179069,0.0154323,0.00670624,0.0180432,0.0413055,0.0528684,0.0184805,0.0394338,0.0334036,0.0164192,0.018266,0.0245287,0,0,0.0217066,0,0.0387392,0.0174579,0.0555136,0.0244525,0.00858124,0.0187059,0.0417516,0.0276042,0.0140058,0.0188386,0.0175695,0.013016,0.00225737,0.01617,0.0269354,0.0510466,0.0183782,0.0112944,0.0148337,0.0360088,0.031646,0,0,0,0,0,0.0308709
140,0.0352758,0,0,0,0,0.0418131,0,0,0,0,0,0,0.0177003,0.062939,0.017256,0.00757889,0,0,0.02631,0,0.0295584,0.00301278,0.0412138,0.0223834,0.0154406,0.00774689,0.0307926,0.0648279,0.00982909,0.0116981,0.010689,0.0156859,0.0166894,0.018068,0.0155204,0.00663559,0.0183425,0.0415478,0.0527656,0.0184763,0.0386925,0.033449,0.0160391,0.018292,0.0244266,0,0,0.0218737,0,0.0387664,0.0176285,0.0557095,0.0238379,0.00848927,0.0183747,0.0418193,0.0280146,0.014104,0.0183773,0.0173239,0.0127876,0.002243,0.0157907,0.0263178,0.0503391,0.0186478,0.011216,0.0148351,0.0361307,0.0316175,0,0,0,0,0,0.0302794
141,0.0354074,0,0,0,0,0.0419356,0,0,0,0,0,0,0.0180218,0.0628319,0.0174316,0.00750896,0,0,0.0263211,0,0.0296,0.00284802,0.0411619,0.0222293,0.0154176,0.00772434,0.0309359,0.0647751,0.00985627,0.0118243,0.0107245,0.0158056,0.0167775,0.0182326,0.0155921,0.00657082,0.0186785,0.0417081,0.0526274,0.018431,0.038046,0.0334596,0.0155905,0.0183064,0.0243615,0,0,0.0221231,0,0.0387549,0.0177613,0.0559329,0.0230867,0.00845227,0.0180904,0.0419151,0.0284544,0.0142042,0.0180141,0.0171194,0.0123874,0.00219035,0.0152578,0.0254511,0.0496495,0.0189376,0.0111298,0.0148771,0.0362796,0.031622,0,0,0,0,0,0.0297267
142,0.0355495,0,0,0,0,0.0420827,0,0,0,0,0,0,0.0183732,0.0627207,0.0175816,0.0074349,0,0,0.0263417,0,0.0296514,0.00270259,0.0411244,0.0222808,0.0154344,0.00765045,0.0311023,0.0647177,0.00982859,0.0118054,0.0107785,0.0159004,0.0168778,0.018355,0.0157274,0.00649044,0.0190209,0.0417957,0.0524582,0.0183883,0.0372975,0.0334747,0.0150971,0.0183506,0.0243057,0,0,0.0224694,0,0.0387518,0.0179442,0.0561652,0.0221851,0.00842489,0.0177783,0.0420579,0.0288953,0.0143114,0.017702,0.0169446,0.0119095,0.00213889,0.0146486,0.0244378,0.0488398,0.0192503,0.0110502,0.0149345,0.0364358,0.0316413,0,0,0,0,0,0.0292134
143,0.0354586,0,0,0,0,0.0421267,0,0,0,0,0,0,0.0195193,0.0625898,0.0180139,0.00805082,0,0,0.0261161,0,0.0297196,0.00260106,0.0408995,0.0222716,0.0157445,0.00746504,0.0302162,0.0644904,0.0100011,0.0117795,0.0109486,0.0160174,0.0174032,0.0189318,0.0161066,0.00620439,0.020355,0.041624,0.0522301,0.0183446,0.0219438,0.0335139,0.0160663,0.0198398,0.0240126,0,0,0.0230945,0,0.0387848,0.0183154,0.054213,0.0204314,0.0095099,0.0207149,0.0417469,0.0294424,0.0183077,0.0205508,0.020081,0.0174974,0.0085863,0.0182447,0.0257429,0.0287387,0.0199005,0.0108639,0.0150109,0.0363972,0.0312925,0,0,0,0,0,0.0358538
144,0.0357263,0,0,0,0,0.0424665,0,0,0,0,0,0,0.0187328,0.0625201,0.017941,0.00736826,0,0,0.026404,0,0.0297258,0.00277202,0.0411384,0.0226072,0.0155005,0.00749144,0.0312836,0.0647913,0.00985255,0.0115927,0.0108971,0.0160545,0.0171951,0.0185885,0.0159401,0.00644311,0.0193662,0.0418558,0.0521316,0.0182984,0.0354351,0.0335456,0.0142888,0.0183547,0.0241898,0,0,0.0229659,0,0.0387832,0.0183143,0.0566839,0.0200242,0.00846146,0.0172938,0.0422706,0.0297026,0.014789,0.0173088,0.0167505,0.0109886,0.00224317,0.0135113,0.0225063,0.0463483,0.0199642,0.0108752,0.0150194,0.0367856,0.0316269,0,0,0,0,0,0.0283763
145,0.0358767,0,0,0,0,0.0426494,0,0,0,0,0,0,0.0192902,0.0624394,0.0182476,0.00783101,0,0,0.0263484,0,0.0296506,0.00264429,0.041176,0.0229835,0.0153698,0.00758114,0.0313324,0.0646611,0.00988462,0.0116602,0.0110198,0.0162338,0.0172665,0.0186786,0.0160053,0.0063545,0.0199441,0.0417882,0.0520206,0.0182963,0.0341638,0.0335637,0.0138792,0.0182901,0.0242499,0,0,0.0231566,0,0.0388218,0.0185207,0.0569439,0.0191024,0.00828018,0.0169917,0.0422983,0.0302248,0.0149734,0.0171785,0.0166303,0.010713,0.00235498,0.0130706,0.0217297,0.0447981,0.0202819,0.0107609,0.0151615,0.0370146,0.0316635,0,0,0,0,0,0.0278315
146,0.0360067,0,0,0,0,0.0428109,0,0,0,0,0,0,0.0196906,0.0623722,0.0185316,0.00827507,0,0,0.0263442,0,0.029644,0.00247207,0.0411773,0.023053,0.0152863,0.00764806,0.0314062,0.0643959,0.00989145,0.0116949,0.0110383,0.0163991,0.0173472,0.0188203,0.016091,0.00631485,0.0203782,0.0418172,0.0518867,0.0183009,0.0331629,0.0335937,0.0136578,0.0182856,0.0242726,0,0,0.023288,0,0.0388866,0.0187257,0.0571816,0.018045,0.00817094,0.0169213,0.0424003,0.0307324,0.0151465,0.0171218,0.0165768,0.0103317,0.00243806,0.0125869,0.020847,0.0431824,0.0205063,0.0105353,0.0153113,0.0372539,0.0316872,0,0,0,0,0,0.0274166
147,0.0359212,0,0,0,0,0.0429311,0,0,0,0,0,0,0.021039,0.0622442,0.0191155,0.00900429,0,0,0.0261077,0,0.0296697,0.00232451,0.0410781,0.0232908,0.0154869,0.00765188,0.0306016,0.0641366,0.0100643,0.0117098,0.011217,0.0166924,0.0178985,0.0194222,0.0167197,0.0059225,0.0218619,0.0416446,0.0516655,0.0182724,0.017433,0.0336367,0.0148402,0.0196057,0.0240389,0,0,0.0236259,0,0.0389766,0.0191021,0.0552532,0.0177298,0.00919914,0.019462,0.0421322,0.031361,0.0181971,0.0193952,0.0189279,0.0157357,0.00842064,0.0162617,0.0224272,0.0229193,0.0209322,0.0101246,0.0154929,0.0373746,0.0313794,0,0,0,0,0,0.0339386
148,0.0361661,0,0,0,0,0.0431844,0,0,0,0,0,0,0.0202538,0.0621415,0.0189119,0.00842098,0,0,0.026441,0,0.0296539,0.00246671,0.0411843,0.0233784,0.0155074,0.00766903,0.0315895,0.0644999,0.00987713,0.0113733,0.0110786,0.0167156,0.0176255,0.0191509,0.0164493,0.00615611,0.0211562,0.0419246,0.0515109,0.018213,0.0311738,0.0336936,0.0132694,0.018523,0.0241369,0,0,0.0234366,0,0.0390569,0.019188,0.0574416,0.0161364,0.00823161,0.0171996,0.0426681,0.0315805,0.0154248,0.016982,0.016518,0.00958579,0.002612,0.0117221,0.0191068,0.040743,0.0207518,0.00987753,0.015629,0.0376932,0.0316773,0,0,0,0,0,0.026845
149,0.0362662,0,0,0,0,0.0432919,0,0,0,0,0,0,0.0207316,0.0620677,0.0191177,0.0084859,0,0,0.0264321,0,0.0296503,0.002471,0.041199,0.023414,0.0154844,0.00776167,0.0316153,0.0644901,0.00990186,0.0113994,0.011122,0.0167866,0.017686,0.0192378,0.0165181,0.00605562,0.0216199,0.0419521,0.0513695,0.0182405,0.0303716,0.0337543,0.013129,0.0188741,0.0240911,0,0,0.0236014,0,0.0391889,0.0194712,0.0575102,0.0156995,0.00824253,0.0172212,0.0427722,0.0319859,0.0155369,0.0169392,0.0164937,0.00940403,0.00271147,0.0114641,0.0185749,0.0399724,0.0209211,0.00959111,0.0158078,0.0378084,0.0316867,0,0,0,0,0,0.0266299
150,0.0363673,0,0,0,0,0.0433994,0,0,0,0,0,0,0.021144,0.0620271,0.0192616,0.00845758,0,0,0.0264004,0,0.029656,0.00236654,0.0411649,0.0235685,0.0154236,0.00782155,0.0316491,0.0643428,0.00998564,0.0114932,0.0111542,0.0167664,0.0177424,0.0192365,0.0165141,0.00598628,0.0219784,0.0418223,0.0512755,0.0183372,0.029992,0.0338161,0.0131297,0.0191637,0.0240085,0,0,0.0237396,0,0.039309,0.0196868,0.0576166,0.0155372,0.0082681,0.0171697,0.0428738,0.0324272,0.0156303,0.0169825,0.0165509,0.00920549,0.00276829,0.0113014,0.0182528,0.0395078,0.021145,0.00943102,0.015932,0.0378921,0.0317043,0,0,0,0,0,0.0265191
151,0.0364472,0,0,0,0,0.0434999,0,0,0,0,0,0,0.0212775,0.0619535,0.0193296,0.00832257,0,0,0.0263396,0,0.0296647,0.00219166,0.0411435,0.0238311,0.0154204,0.00788671,0.0316923,0.0641391,0.0099674,0.011468,0.0110802,0.016727,0.0177908,0.0192121,0.0165243,0.00594117,0.0222931,0.0417396,0.0511636,0.0184643,0.0299314,0.0338736,0.0132126,0.0194293,0.0239283,0,0,0.0238858,0,0.0394037,0.0199284,0.0577754,0.0155712,0.00830282,0.0172551,0.0429701,0.0328841,0.0157104,0.0170892,0.0166396,0.00895757,0.00277761,0.0112452,0.0181184,0.0392714,0.0214364,0.00937271,0.0160594,0.0379692,0.0316848,0,0,0,0,0,0.0265044
152,0.0363531,0,0,0,0,0.0435968,0,0,0,0,0,0,0.0224291,0.0618166,0.019703,0.0087965,0,0,0.0260323,0,0.0296658,0.00187234,0.0411656,0.02441,0.0154755,0.00797446,0.0309869,0.0638977,0.0101071,0.0117146,0.0110985,0.0168014,0.0181384,0.0195444,0.0169029,0.0056171,0.0234152,0.0415211,0.0509678,0.0184761,0.0177628,0.0339537,0.0145579,0.0204246,0.0237073,0,0,0.0241873,0,0.039509,0.0202581,0.0561298,0.0168192,0.00912106,0.0186776,0.042724,0.0335616,0.0177999,0.0187084,0.0184724,0.0136456,0.00709126,0.0148239,0.0204724,0.0235202,0.0219125,0.00928308,0.0161957,0.0380807,0.0313728,0,0,0,0,0,0.0320839
153,0.0365296,0,0,0,0,0.0438438,0,0,0,0,0,0,0.0217521,0.061704,0.0193291,0.00837282,0,0,0.0261524,0,0.0296597,0.00173426,0.0413656,0.0248697,0.015464,0.00803507,0.0318675,0.0638603,0.0100132,0.0116325,0.0109081,0.0165013,0.0178239,0.0191873,0.016493,0.00585103,0.0226714,0.0418406,0.0507963,0.018487,0.0306101,0.0340206,0.0135716,0.0192554,0.0238555,0,0,0.0241131,0,0.0396214,0.0203827,0.0578852,0.0159013,0.00827228,0.0175959,0.0431302,0.0338578,0.0157209,0.0171729,0.0168805,0.00908864,0.00275457,0.011336,0.0182407,0.0398446,0.021879,0.00927219,0.0163824,0.0383957,0.031608,0,0,0,0,0,0.0266931
154,0.0365929,0,0,0,0,0.0440243,0,0,0,0,0,0,0.0220398,0.061624,0.0193047,0.00830298,0,0,0.0259991,0,0.0296719,0.00159761,0.0414789,0.0260012,0.0156005,0.00807181,0.032015,0.0636086,0.0100216,0.0116404,0.0108702,0.0163191,0.0178258,0.0191306,0.016343,0.00585024,0.023152,0.0419149,0.0506016,0.0186242,0.0310829,0.0340595,0.0137448,0.0192148,0.0239365,0,0,0.0243379,0,0.0397751,0.0207526,0.0578501,0.0160725,0.00827284,0.0178642,0.0432638,0.0341971,0.0157175,0.0172518,0.0170419,0.00933433,0.00273034,0.0114427,0.0183941,0.0401072,0.0220846,0.00907797,0.0167098,0.038652,0.0315698,0,0,0,0,0,0.0268224
155,0.0366517,0,0,0,0,0.0442736,0,0,0,0,0,0,0.0224125,0.0615357,0.0193033,0.00822032,0,0,0.025755,0,0.0296428,0.00152561,0.041573,0.0262923,0.0157214,0.00806099,0.0321425,0.0633904,0.0100148,0.011554,0.0108914,0.0161475,0.0178391,0.0190602,0.0162343,0.00580846,0.023595,0.0418004,0.050392,0.0188243,0.0315128,0.0341176,0.0139082,0.019266,0.0239901,0,0,0.0245319,0,0.0399611,0.0211551,0.0578996,0.0163312,0.00831035,0.0181462,0.0434011,0.0345233,0.0157316,0.017414,0.0171771,0.00953357,0.00264765,0.0116186,0.0186084,0.0405444,0.0222818,0.00878969,0.017062,0.039031,0.0315061,0,0,0,0,0,0.0270061
156,0.0365919,0,0,0,0,0.0445098,0,0,0,0,0,0,0.0232766,0.0613918,0.0195295,0.00851047,0,0,0.0253232,0,0.0296141,0.00118576,0.0416099,0.0264166,0.0157215,0.00810984,0.0315504,0.0631619,0.0100988,0.0116799,0.0110866,0.0160347,0.0180548,0.019188,0.0164419,0.00555085,0.0247289,0.0414169,0.0501256,0.0190155,0.0217716,0.034189,0.0153482,0.0200693,0.0238451,0,0,0.0247947,0,0.0401491,0.0215871,0.0564599,0.0178062,0.00914758,0.0194569,0.0432717,0.0350142,0.0175668,0.0189929,0.0191127,0.0136625,0.00629984,0.0148382,0.0208768,0.0277874,0.0226282,0.00847203,0.0174283,0.0393268,0.0312094,0,0,0,0,0,0.0318691
157,0.0367023,0,0,0,0,0.0448,0,0,0,0,0,0,0.0228136,0.0611871,0.019291,0.00815012,0,0,0.0251145,0,0.0296464,0.000888537,0.0417012,0.026606,0.0155727,0.00822989,0.0321165,0.0633566,0.0100006,0.0115572,0.0109851,0.0157101,0.0178034,0.0189132,0.0162836,0.00566644,0.0243075,0.0413263,0.0498536,0.0190952,0.0329955,0.0342648,0.0148621,0.0193152,0.0238425,0,0,0.0247531,0,0.0403518,0.0218788,0.0579138,0.0177088,0.00850386,0.0185941,0.0435678,0.0353225,0.0156699,0.0178579,0.0175456,0.00992751,0.002394,0.0121524,0.0191926,0.0423902,0.0226626,0.00826993,0.0177963,0.0397332,0.031247,0,0,0,0,0,0.0275012
158,0.0367888,0,0,0,0,0.0449773,0,0,0,0,0,0,0.0228625,0.061047,0.0192943,0.00816656,0,0,0.0246738,0,0.0296733,0.000763673,0.0417932,0.0269004,0.0154742,0.00840005,0.0320942,0.0632349,0.0100292,0.0114892,0.0109472,0.0154645,0.0177421,0.0187786,0.0162368,0.00564334,0.0246554,0.0410826,0.0496559,0.0192573,0.0341048,0.0343507,0.015397,0.0193288,0.0238255,0,0,0.0249529,0,0.0406119,0.0223639,0.0579065,0.0186764,0.00861707,0.0188075,0.0437104,0.0357657,0.0156161,0.0181241,0.0178044,0.0102367,0.00223453,0.0125888,0.0197407,0.0435087,0.0229127,0.00807178,0.0182471,0.0399814,0.0311629,0,0,0,0,0,0.0278808
159,0.0368814,0,0,0,0,0.0452071,0,0,0,0,0,0,0.022997,0.0609418,0.0193663,0.00822803,0,0,0.0242116,0,0.0296594,0.000602983,0.04185,0.0273287,0.015575,0.00854415,0.0321316,0.0630741,0.0100141,0.0113354,0.010911,0.0152293,0.0176984,0.0186163,0.0162167,0.00562065,0.0250215,0.0406892,0.0494987,0.0194661,0.0350607,0.0344496,0.0152043,0.0193665,0.0237642,0,0,0.0250922,0,0.0408726,0.0228166,0.0577439,0.0191037,0.00874022,0.0188776,0.0438691,0.0362967,0.01561,0.0183536,0.017919,0.0106561,0.00195677,0.0130774,0.0205804,0.0446299,0.0231188,0.00791295,0.0187146,0.0402176,0.0310481,0,0,0,0,0,0.0282018
160,0.0369898,0,0,0,0,0.0454417,0,0,0,0,0,0,0.0230671,0.0608317,0.019484,0.00833765,0,0,0.0237815,0,0.0296899,0.000645035,0.0419172,0.0278263,0.0156588,0.00866945,0.0322813,0.0629759,0.0100594,0.0112683,0.0109189,0.0149433,0.0176857,0.0184251,0.0162525,0.00558682,0.0254056,0.0402858,0.0493097,0.0196221,0.0357822,0.0345518,0.0137873,0.0194788,0.0237033,0,0,0.0251623,0,0.0411364,0.0231767,0.0577306,0.0186676,0.00890067,0.0182219,0.0438299,0.0367778,0.0156685,0.0183825,0.017897,0.0114323,0.00175569,0.0136956,0.0222058,0.0453635,0.023266,0.00777197,0.0191887,0.0404243,0.0309808,0,0,0,0,0,0.0281892
161,0.0370336,0,0,0,0,0.0456117,0,0,0,0,0,0,0.0238247,0.0606329,0.0197817,0.00865711,0,0,0.0233358,0,0.0297157,0.00099278,0.0419857,0.0282306,0.015651,0.00893101,0.0319087,0.0628239,0.0103228,0.011395,0.0110746,0.0146502,0.0178061,0.0183781,0.0163988,0.00537732,0.0260348,0.0399196,0.0490763,0.0197773,0.0273191,0.0346576,0.0128869,0.0202557,0.0235273,0,0,0.0252208,0,0.041376,0.0234843,0.0567478,0.0183209,0.00970492,0.0183087,0.043629,0.0372216,0.0175403,0.019445,0.0197577,0.0155637,0.0051791,0.0168379,0.026467,0.0345079,0.0234109,0.0077088,0.0196224,0.0405146,0.0308069,0,0,0,0,0,0.0314435
162,0.0371829,0,0,0,0,0.0457712,0,0,0,0,0,0,0.0232892,0.0604566,0.0197779,0.00849933,0,0,0.0231222,0,0.0297311,0.00122067,0.0420791,0.0284343,0.0153811,0.00906377,0.032559,0.0626873,0.0103034,0.0113845,0.0109907,0.0141338,0.017541,0.017952,0.0162281,0.00554446,0.0251116,0.0398933,0.0488735,0.020016,0.035415,0.0347569,0.0105399,0.0199134,0.0234401,0,0,0.0251179,0,0.0416129,0.0237179,0.0579843,0.0177114,0.00907454,0.0156135,0.0439001,0.037379,0.016038,0.0176407,0.0177768,0.0128234,0.00337859,0.0143855,0.0274848,0.0464967,0.0233582,0.00779786,0.0199995,0.0406488,0.0308271,0,0,0,0,0,0.0263476
163,0.0373118,0,0,0,0,0.0457393,0,0,0,0,0,0,0.0229378,0.0602716,0.0197634,0.00870098,0,0,0.0228322,0,0.0297663,0.00147365,0.0423622,0.0286115,0.0150056,0.0091416,0.0326047,0.0623839,0.0104464,0.0114727,0.0110745,0.0137026,0.0175416,0.0177753,0.0162306,0.00557076,0.024572,0.0396981,0.048639,0.020128,0.0357999,0.0348353,0.011196,0.0200356,0.0233318,0,0,0.0252221,0,0.0418786,0.0241868,0.0577994,0.0176761,0.00899337,0.0159984,0.0440307,0.0375113,0.0161484,0.0174148,0.017792,0.0124752,0.00386191,0.0139441,0.0276095,0.047628,0.0234564,0.00784938,0.0204988,0.0405032,0.030678,0,0,0,0,0,0.0254464
164,0.0374056,0,0,0,0,0.0456776,0,0,0,0,0,0,0.0224542,0.0600721,0.0195722,0.00901357,0,0,0.0224801,0,0.0298025,0.00183075,0.0426858,0.0289493,0.0146305,0.00952554,0.0327008,0.0620752,0.0106738,0.0115915,0.0112797,0.0132871,0.0175016,0.0175719,0.0162651,0.00562523,0.023885,0.0394573,0.0483882,0.0202346,0.0370441,0.0349261,0.0121547,0.0202383,0.0231528,0,0,0.0254336,0,0.0421658,0.0248048,0.0573304,0.0174135,0.0089221,0.0172184,0.0439636,0.0376648,0.0159989,0.0174608,0.0178343,0.011906,0.00348099,0.0134442,0.0255853,0.0480667,0.0236132,0.00787322,0.0211195,0.0403178,0.0303458,0,0,0,0,0,0.0253679
165,0.0374439,0,0,0,0,0.0455951,0,0,0,0,0,0,0.0226482,0.0598174,0.0196513,0.00972826,0,0,0.021966,0,0.029865,0.00238404,0.0429456,0.0293423,0.0144598,0.0102708,0.0322101,0.0616964,0.0111107,0.0118587,0.0117346,0.0129322,0.0176657,0.0175745,0.016526,0.00538587,0.0239347,0.0390965,0.0480737,0.020435,0.0282944,0.0350127,0.0142792,0.0212214,0.0228496,0,0,0.02578,0,0.042427,0.0254996,0.0552182,0.016914,0.0100097,0.0210049,0.0438831,0.0381577,0.0180593,0.0195887,0.0204072,0.0164332,0.00689278,0.0168714,0.0257479,0.033885,0.0239779,0.00805244,0.0218406,0.0401622,0.0298853,0,0,0,0,0,0.0313906
166,0.0376822,0,0,0,0,0.0457891,0,0,0,0,0,0,0.0216771,0.0595889,0.0193096,0.00941812,0,0,0.0216243,0,0.0299421,0.00298283,0.0432473,0.0293918,0.0140452,0.0107318,0.0331331,0.0615979,0.0113643,0.0119384,0.0119612,0.0124888,0.0174385,0.0172112,0.0164453,0.00562695,0.0225306,0.0389625,0.0478033,0.0206244,0.0370568,0.0351021,0.0144597,0.0204481,0.0228059,0,0,0.0258951,0,0.0426504,0.0259922,0.0557612,0.0183288,0.00932247,0.0188001,0.0442721,0.0387705,0.0152045,0.0184149,0.0177456,0.0126535,0.00255456,0.0147503,0.0239289,0.0454271,0.0241842,0.00833144,0.0224978,0.0404166,0.0298896,0,0,0,0,0,0.0274899
167,0.0380424,0,0,0,0,0.046054,0,0,0,0,0,0,0.0214438,0.0593728,0.0193718,0.00941366,0,0,0.0211967,0,0.0300031,0.0037298,0.0435673,0.0293824,0.0138841,0.0111518,0.0335334,0.0615419,0.0118989,0.0122444,0.012439,0.0121815,0.0175126,0.017279,0.0165929,0.00560371,0.0220723,0.0388103,0.0475709,0.0208738,0.035134,0.0351963,0.015719,0.020445,0.0229152,0,0,0.0261181,0,0.0428547,0.0264078,0.0548347,0.0195551,0.00982869,0.0187568,0.0446583,0.039576,0.0149332,0.0191782,0.0176172,0.013693,0.00285136,0.0159814,0.0250692,0.0436261,0.024524,0.00868083,0.0230662,0.0405688,0.0300226,0,0,0,0,0,0.0288945
168,0.0385032,0,0,0,0,0.046426,0,0,0,0,0,0,0.0212811,0.0592088,0.0193993,0.00939593,0,0,0.0208641,0,0.0300388,0.00442847,0.0440057,0.0293431,0.0136546,0.0116286,0.0338093,0.061713,0.0124492,0.0127091,0.0129247,0.0119573,0.0175619,0.017412,0.016734,0.00549661,0.0217909,0.0385579,0.0473943,0.0211587,0.0342669,0.0352962,0.017078,0.0204065,0.0230862,0,0,0.0262573,0,0.0430297,0.0266424,0.0540193,0.0208148,0.0104586,0.0183693,0.0451053,0.0403831,0.0148632,0.0199804,0.0175042,0.0147314,0.00345089,0.0170603,0.0261536,0.0429259,0.0247799,0.00910636,0.0235549,0.0406221,0.0302288,0,0,0,0,0,0.0301405
169,0.0390019,0,0,0,0,0.0467104,0,0,0,0,0,0,0.0211359,0.0590392,0.0194275,0.00940499,0,0,0.0206663,0,0.0300662,0.00506808,0.0444975,0.0293172,0.0135106,0.0120088,0.0340105,0.0618796,0.0128609,0.0129642,0.0133254,0.0120205,0.0177378,0.0176003,0.0168701,0.0053792,0.0218392,0.0382265,0.0472119,0.0213908,0.0353176,0.0353592,0.0183374,0.0203632,0.0232668,0,0,0.0264423,0,0.0432279,0.0269668,0.0533329,0.0219276,0.0110762,0.0180975,0.0456013,0.0410201,0.0148121,0.0207526,0.0174906,0.0154393,0.0041343,0.0178411,0.026643,0.0429308,0.025023,0.00951638,0.0240466,0.0405852,0.0304915,0,0,0,0,0,0.0310229
170,0.0394131,0,0,0,0,0.0469727,0,0,0,0,0,0,0.0212243,0.0588069,0.0195386,0.00939333,0,0,0.0206303,0,0.0301129,0.00572987,0.0449393,0.0290102,0.0133934,0.0125558,0.0341678,0.0620093,0.013178,0.0130147,0.0136446,0.0121702,0.0179303,0.0177642,0.0170653,0.00525529,0.0221872,0.0380079,0.0469675,0.0215007,0.0365176,0.0354336,0.0191745,0.0204112,0.0232331,0,0,0.0264026,0,0.0434131,0.027346,0.0527716,0.0224197,0.0116098,0.0179879,0.0460022,0.04155,0.0149073,0.0214278,0.0175073,0.0157175,0.00466081,0.0182477,0.0264708,0.0425819,0.0250871,0.00997463,0.0245035,0.0406741,0.0306395,0,0,0,0,0,0.0313911
171,0.039776,0,0,0,0,0.047145,0,0,0,0,0,0,0.0212445,0.0585644,0.0197157,0.00937375,0,0,0.0207393,0,0.0301682,0.00629009,0.0452358,0.0287561,0.0132098,0.0126018,0.0342474,0.0621588,0.013417,0.0131281,0.0138776,0.0122578,0.0181198,0.0179098,0.0172763,0.00516486,0.0223298,0.0378002,0.0467115,0.0215962,0.0363362,0.035533,0.0195896,0.0205425,0.023097,0,0,0.0262478,0,0.0436119,0.0277668,0.0524575,0.0224012,0.0120219,0.0180474,0.046187,0.0419301,0.0150501,0.0219909,0.0174805,0.0156583,0.00494575,0.0182749,0.0258568,0.04175,0.0250088,0.0104685,0.0249746,0.0408088,0.0307611,0,0,0,0,0,0.0313907
172,0.0400717,0,0,0,0,0.0473304,0,0,0,0,0,0,0.0211569,0.0583099,0.0198236,0.00941321,0,0,0.020866,0,0.0301843,0.00687741,0.0453835,0.0287152,0.0130741,0.0126826,0.0342862,0.0621422,0.0135726,0.0132731,0.0139794,0.0125333,0.0181915,0.0179418,0.0173594,0.00513976,0.0220944,0.0376473,0.0464669,0.0217037,0.035773,0.0356421,0.0198249,0.020731,0.0229835,0,0,0.0261026,0,0.043811,0.0281158,0.0523304,0.0222676,0.0122514,0.0183366,0.046195,0.0422058,0.015334,0.0224109,0.0174666,0.0154092,0.00510704,0.0180783,0.0250232,0.040744,0.0248896,0.0109446,0.0254866,0.0409578,0.0308576,0,0,0,0,0,0.0312258
173,0.0402984,0,0,0,0,0.0475601,0,0,0,0,0,0,0.0210757,0.0580375,0.0198665,0.00954497,0,0,0.0209065,0,0.0302162,0.00744545,0.045495,0.0286301,0.0129828,0.0127943,0.0342831,0.0620856,0.01364,0.0133337,0.0140523,0.0127906,0.0182055,0.0179847,0.0173669,0.00517182,0.0216826,0.037641,0.0462247,0.0217237,0.0357754,0.0357655,0.0200973,0.0209033,0.0230219,0,0,0.0259816,0,0.0440265,0.0283875,0.05232,0.0222618,0.0123511,0.0189138,0.0464008,0.042377,0.0156401,0.022732,0.0174769,0.0151232,0.0052946,0.0178309,0.0241623,0.040024,0.024792,0.0113402,0.026023,0.0410925,0.0309063,0,0,0,0,0,0.0311335
