Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA
174,0.0404715,0,0,0,0,0.0477855,0,0,0,0,0,0,0.0209369,0.0577885,0.0199187,0.00967796,0,0,0.0208827,0,0.030269,0.00789326,0.0456149,0.0287519,0.0129003,0.0128944,0.0341795,0.0621204,0.0137012,0.0132878,0.0141213,0.0129661,0.018178,0.0179874,0.0174,0.00523716,0.0211591,0.0376001,0.0459934,0.0217231,0.0358796,0.0358831,0.0204438,0.0210475,0.0231946,0,0,0.0258868,0,0.0442236,0.0286548,0.0523591,0.0224807,0.0124318,0.0195935,0.0465903,0.0424639,0.0158098,0.0230499,0.0174867,0.015005,0.00545329,0.0176616,0.023501,0.0397007,0.0247384,0.0117337,0.026524,0.0412486,0.0309216,0,0,0,0,0,0.0312407
175,0.0406113,0,0,0,0,0.047933,0,0,0,0,0,0,0.0204868,0.0575265,0.0199813,0.00972002,0,0,0.0208695,0,0.0303026,0.00828069,0.0456516,0.0284598,0.0126951,0.0130535,0.0340347,0.0619762,0.0137448,0.013253,0.0142106,0.013106,0.0181024,0.0179008,0.0174539,0.00529115,0.0204239,0.0376569,0.0457535,0.0217588,0.0360974,0.0359951,0.0210022,0.0211712,0.0233645,0,0,0.0259019,0,0.0443951,0.0290162,0.0523643,0.023081,0.0125313,0.0200959,0.046589,0.0425269,0.0158061,0.0234269,0.0175224,0.0151456,0.0057213,0.0177344,0.023316,0.0394576,0.0247454,0.0126422,0.0269771,0.041416,0.0309108,0,0,0,0,0,0.0315703
176,0.0406806,0,0,0,0,0.0480537,0,0,0,0,0,0,0.0199924,0.0572471,0.0199825,0.009779,0,0,0.0208867,0,0.0303207,0.00856892,0.0456898,0.0281692,0.0126357,0.0132888,0.0339811,0.0617091,0.0138254,0.0132648,0.0143083,0.0132045,0.0180014,0.0177402,0.0175019,0.00534783,0.0195501,0.0378419,0.0454967,0.0218508,0.036362,0.0361199,0.0213822,0.0212062,0.0234049,0,0,0.0259879,0,0.0445947,0.0294363,0.0522575,0.0235591,0.0125762,0.0203748,0.0465067,0.042579,0.015684,0.0237788,0.017554,0.0153621,0.00596922,0.0178981,0.0233888,0.0393449,0.0247855,0.013487,0.0275353,0.0416283,0.0308372,0,0,0,0,0,0.0320183
177,0.0407378,0,0,0,0,0.0481576,0,0,0,0,0,0,0.01976,0.0570182,0.0199005,0.00990602,0,0,0.0209263,0,0.0303762,0.00874018,0.0457459,0.0279655,0.0125584,0.0135885,0.0340247,0.0616656,0.0139524,0.0132583,0.0144247,0.0132278,0.0178774,0.0175479,0.017437,0.00541943,0.0184898,0.037919,0.0452607,0.0219988,0.0363325,0.036269,0.021483,0.021115,0.0234079,0,0,0.0261701,0,0.0448043,0.0297633,0.0520969,0.0237118,0.0125602,0.020557,0.0465752,0.042638,0.015547,0.0240633,0.017558,0.0155523,0.00610373,0.0179948,0.0234305,0.0393602,0.0248465,0.0140355,0.0279803,0.0417836,0.0307727,0,0,0,0,0,0.0324535
178,0.040821,0,0,0,0,0.0482418,0,0,0,0,0,0,0.0194732,0.0567969,0.0197069,0.0101052,0,0,0.0210066,0,0.0304536,0.00892294,0.0458366,0.0276464,0.0124742,0.0136879,0.0341043,0.0616174,0.0140593,0.0135209,0.0145417,0.0131353,0.0176441,0.017296,0.0172735,0.00545619,0.0174166,0.0379489,0.0450316,0.0220993,0.0362803,0.0364006,0.0216049,0.0209262,0.0234539,0,0,0.026433,0,0.0449732,0.0299772,0.051855,0.0237551,0.0124939,0.0207013,0.0466983,0.0427048,0.0155173,0.0242201,0.0175543,0.0157261,0.00624316,0.018043,0.0233916,0.039491,0.0249264,0.0145028,0.0282739,0.0418199,0.0307275,0,0,0,0,0,0.0328025
179,0.0409312,0,0,0,0,0.0482912,0,0,0,0,0,0,0.0190287,0.0565519,0.019539,0.0102996,0,0,0.0210945,0,0.0305224,0.00912557,0.0459941,0.0273239,0.0123264,0.0138918,0.0341566,0.0615185,0.0142122,0.0138468,0.0146931,0.0129144,0.0173214,0.0169935,0.0171011,0.00548685,0.0165209,0.0379269,0.044816,0.0219179,0.0363595,0.0365317,0.0217522,0.0206908,0.0234999,0,0,0.0266107,0,0.0451175,0.0301314,0.0515365,0.0237174,0.0124262,0.0207697,0.0465499,0.0427853,0.0156675,0.0242548,0.0175502,0.0158199,0.00640451,0.0179808,0.0231735,0.0397409,0.0249497,0.0149477,0.0284735,0.0417128,0.0307199,0,0,0,0,0,0.0330555
180,0.0410534,0,0,0,0,0.0482709,0,0,0,0,0,0,0.0183853,0.0562932,0.0193835,0.010427,0,0,0.0212221,0,0.0305796,0.00918182,0.0462097,0.026898,0.0121607,0.0142391,0.034131,0.061503,0.0143511,0.0142331,0.014834,0.0125493,0.016971,0.0166571,0.0169392,0.00547932,0.0155531,0.0378821,0.044605,0.0214234,0.0364239,0.0366465,0.0218319,0.0204844,0.0234884,0,0,0.026666,0,0.0452528,0.0303058,0.051224,0.0237109,0.012321,0.0207109,0.0462151,0.0428333,0.0156283,0.0241674,0.0174778,0.0158597,0.00648719,0.0178744,0.022885,0.0400023,0.0249217,0.015273,0.0286349,0.0415006,0.0307119,0,0,0,0,0,0.0331956
181,0.0411528,0,0,0,0,0.0481665,0,0,0,0,0,0,0.0175652,0.0560514,0.0191625,0.0105119,0,0,0.0213381,0,0.0306232,0.00919253,0.0464785,0.026387,0.011998,0.0146729,0.0340901,0.0617797,0.0145375,0.0144865,0.0149877,0.0120445,0.0166777,0.0162644,0.0166985,0.00543876,0.0146837,0.0378805,0.0444209,0.021197,0.0365421,0.0367522,0.0219544,0.0203172,0.0234382,0,0,0.0266643,0,0.0453678,0.0304898,0.0509634,0.0238408,0.0121861,0.0205873,0.0460548,0.0427843,0.0154499,0.023957,0.0173939,0.0158897,0.00653462,0.0178465,0.0227335,0.040161,0.0248304,0.0156297,0.0287727,0.0412377,0.0307227,0,0,0,0,0,0.0332584
182,0.0412447,0,0,0,0,0.0480077,0,0,0,0,0,0,0.0165414,0.0558393,0.0188197,0.0105438,0,0,0.0214216,0,0.0306814,0.00915114,0.0466927,0.0258772,0.011769,0.0151209,0.0339992,0.0618931,0.0147752,0.0147633,0.0152006,0.0114315,0.0162636,0.0157646,0.0163902,0.00540324,0.0137562,0.0378819,0.044265,0.0211171,0.0366369,0.036863,0.0221225,0.0201991,0.0233797,0,0,0.0266287,0,0.045477,0.0306213,0.0507319,0.0240197,0.0120292,0.0204835,0.0458564,0.0426454,0.0152093,0.0236606,0.0172254,0.0159239,0.00658037,0.0178614,0.0227778,0.0402204,0.0246796,0.0160701,0.0288995,0.0409047,0.0307633,0,0,0,0,0,0.033255
183,0.0413049,0,0,0,0,0.04783,0,0,0,0,0,0,0.0155973,0.0556338,0.0183809,0.0104806,0,0,0.021472,0,0.0307675,0.00906015,0.0468209,0.0256555,0.0114603,0.0155909,0.0338557,0.0618667,0.0149945,0.0149871,0.0154432,0.0107767,0.0156948,0.0151947,0.0160412,0.00541922,0.0126698,0.0378821,0.0441617,0.0211107,0.0368259,0.0369855,0.0219819,0.0201019,0.0233323,0,0,0.0265999,0,0.0455854,0.0306731,0.0505689,0.0238109,0.0118654,0.0204499,0.04554,0.0423765,0.0149992,0.0233749,0.0170357,0.0158602,0.00656876,0.0177194,0.0227097,0.0405466,0.0245161,0.0164796,0.0290265,0.0405192,0.0307975,0,0,0,0,0,0.0332335
184,0.041287,0,0,0,0,0.0476209,0,0,0,0,0,0,0.0144165,0.0554688,0.0179959,0.0103714,0,0,0.0215118,0,0.0308529,0.00892103,0.046877,0.0256,0.0111462,0.0161396,0.0337394,0.0617008,0.0152468,0.0152698,0.0157418,0.0100385,0.0150708,0.0145604,0.0156245,0.00546564,0.0114877,0.0378617,0.0441421,0.0210703,0.0369558,0.0370778,0.0217243,0.0200457,0.0232982,0,0,0.0266635,0,0.0456564,0.0307072,0.0504827,0.0234602,0.0116739,0.0204603,0.0452578,0.0420229,0.0148076,0.0230899,0.0168967,0.0157268,0.00653707,0.0175125,0.0226105,0.040944,0.0243997,0.0167557,0.0291823,0.0402279,0.0307867,0,0,0,0,0,0.0332229
185,0.0412478,0,0,0,0,0.0473984,0,0,0,0,0,0,0.0127974,0.0554095,0.017708,0.0102581,0,0,0.0215344,0,0.0307446,0.00886129,0.0468761,0.0250038,0.0107978,0.0167843,0.0335799,0.0614635,0.0155732,0.0156684,0.0160949,0.00926775,0.0143398,0.013821,0.015152,0.00555545,0.0100596,0.0379163,0.0441746,0.0211101,0.0369511,0.0370903,0.0215349,0.0200261,0.0232971,0,0,0.0268071,0,0.04567,0.0308173,0.0504374,0.0232061,0.0114853,0.0204363,0.0447951,0.0416871,0.0145792,0.0227538,0.0167164,0.015643,0.00644474,0.0173379,0.0225584,0.0411966,0.0243496,0.0170598,0.0293827,0.0399792,0.0307484,0,0,0,0,0,0.0331727
186,0.0412199,0,0,0,0,0.0471887,0,0,0,0,0,0,0.0109645,0.0553229,0.0176648,0.0102862,0,0,0.0214464,0,0.0306451,0.00879275,0.046875,0.0239552,0.010415,0.0177272,0.0334299,0.0611586,0.0159525,0.0162218,0.0165303,0.00848686,0.013487,0.012937,0.0146512,0.00582814,0.0081924,0.0377929,0.0442093,0.0211497,0.0369074,0.03715,0.0214255,0.0199757,0.0233104,0,0,0.0269142,0,0.0457358,0.0309974,0.0503925,0.0230376,0.0112796,0.0203771,0.0443751,0.0413871,0.0142802,0.0224275,0.0165443,0.0155195,0.00633656,0.0171329,0.0223793,0.0413663,0.0243104,0.0177109,0.0296153,0.0397991,0.0307038,0,0,0,0,0,0.0330318
187,0.0411927,0,0,0,0,0.047074,0,0,0,0,0,0,0.00903391,0.0551975,0.0177998,0.0105931,0,0,0.0213147,0,0.0306327,0.00869108,0.0469498,0.0235067,0.00999698,0.0186067,0.0332385,0.0608363,0.0163937,0.0168043,0.0170672,0.00777968,0.0125519,0.0119119,0.0140892,0.0063085,0.00667678,0.037529,0.044201,0.0211563,0.0368473,0.0372667,0.0211631,0.0199056,0.0233572,0,0,0.0269601,0,0.0458555,0.0311523,0.050352,0.022551,0.0110648,0.0203526,0.0440286,0.0411075,0.0140869,0.0221543,0.0164575,0.0152809,0.00634005,0.0167483,0.0218811,0.0414904,0.0242732,0.0190089,0.0298367,0.0396991,0.0306765,0,0,0,0,0,0.0329355
188,0.0411809,0,0,0,0,0.0469869,0,0,0,0,0,0,0.00792739,0.055063,0.0182687,0.0108928,0,0,0.0211867,0,0.0306617,0.00858887,0.0470869,0.0242233,0.00967857,0.0195198,0.0330736,0.0605927,0.0168992,0.0173014,0.0176974,0.00713493,0.0114732,0.0106759,0.0134588,0.00699959,0.00669207,0.0372579,0.0441778,0.0211651,0.0366999,0.0373803,0.0209964,0.0198388,0.0234299,0,0,0.0270364,0,0.045948,0.0312456,0.0502675,0.0221238,0.0108478,0.0202553,0.0437081,0.040859,0.0139789,0.0218367,0.0163534,0.0151255,0.00634968,0.0164426,0.0213275,0.0414783,0.0242456,0.0198552,0.0300291,0.039593,0.030647,0,0,0,0,0,0.0328473
189,0.0411807,0,0,0,0,0.0469121,0,0,0,0,0,0,0.00917954,0.0549502,0.0191779,0.0111463,0,0,0.0210593,0,0.0306655,0.00851079,0.0472041,0.0254731,0.00943054,0.0206696,0.0329778,0.0603517,0.0174169,0.0180313,0.0183651,0.00653958,0.0101221,0.00922233,0.0126813,0.00785325,0.00903428,0.0371429,0.0441966,0.0212095,0.0364855,0.0374581,0.0209382,0.0197764,0.0234555,0,0,0.0271259,0,0.0459494,0.0311682,0.0502728,0.0218578,0.0106202,0.0200572,0.0434104,0.0406686,0.0138363,0.0214549,0.0161696,0.0150562,0.00628003,0.0162585,0.0208616,0.0412619,0.0242071,0.0200526,0.0300566,0.0394751,0.030532,0,0,0,0,0,0.0327362
190,0.0412283,0,0,0,0,0.0468367,0,0,0,0,0,0,0.0128496,0.0549031,0.0205129,0.0114634,0,0,0.020924,0,0.0306011,0.00840087,0.0473268,0.026817,0.00922635,0.0222938,0.0329269,0.0599395,0.0179113,0.0187432,0.0189969,0.00594616,0.00859952,0.00761922,0.0118956,0.00884004,0.0130339,0.0370285,0.0443214,0.0213376,0.0363163,0.0375053,0.0206725,0.0197138,0.0234805,0,0,0.0272745,0,0.0458815,0.0308628,0.0503589,0.0214583,0.0103943,0.0198759,0.0431517,0.0404896,0.013614,0.0211091,0.0159784,0.0149373,0.00618551,0.0160039,0.0203764,0.041056,0.0242185,0.0196533,0.0298559,0.0393513,0.0304587,0,0,0,0,0,0.03264
191,0.0413249,0,0,0,0,0.046783,0,0,0,0,0,0,0.0176593,0.0549307,0.0220891,0.0118406,0,0,0.0207742,0,0.0304872,0.00827573,0.0474618,0.028238,0.0089381,0.0242942,0.0329253,0.0595668,0.0183899,0.019317,0.0196217,0.00543232,0.00702687,0.00586706,0.0111502,0.00980038,0.0180736,0.0365756,0.0445604,0.0212228,0.036244,0.0375208,0.0202899,0.0196692,0.0234821,0,0,0.0274145,0,0.0457354,0.0303851,0.050455,0.0210283,0.0101563,0.0197084,0.042745,0.0403715,0.0133894,0.0207689,0.015783,0.0147934,0.00616568,0.0157504,0.019942,0.0408817,0.0242431,0.0187582,0.0294734,0.0392571,0.0304365,0,0,0,0,0,0.0325999
192,0.0414589,0,0,0,0,0.0467863,0,0,0,0,0,0,0.0235504,0.0549852,0.0238709,0.012241,0,0,0.0206102,0,0.0303677,0.0081308,0.0476226,0.0302644,0.00852054,0.02509,0.0329816,0.05934,0.0189179,0.0199396,0.0203575,0.00495786,0.00566062,0.00407737,0.0103762,0.0107738,0.0243941,0.0360862,0.0448899,0.0211331,0.0360882,0.037514,0.0200466,0.019557,0.0234849,0,0,0.0274422,0,0.0455688,0.0299102,0.0505835,0.0207035,0.00989095,0.01953,0.0423179,0.0402865,0.0132211,0.0203995,0.0156096,0.0146664,0.00614157,0.0155874,0.0196673,0.040538,0.024185,0.0182268,0.0290302,0.0391734,0.0304751,0,0,0,0,0,0.032559
193,0.0416077,0,0,0,0,0.0468333,0,0,0,0,0,0,0.0306042,0.0550681,0.0260213,0.0128135,0,0,0.0204339,0,0.0302494,0.00797411,0.0477915,0.0327979,0.00823098,0.0256648,0.033082,0.0591286,0.0194313,0.0206519,0.0210058,0.00456232,0.00468134,0.00255421,0.00954976,0.0118642,0.0320964,0.0357469,0.0452528,0.0208259,0.0357817,0.0375114,0.019845,0.0193501,0.023535,0,0,0.0272919,0,0.0454434,0.0295612,0.0507081,0.0204379,0.00962264,0.0193296,0.0419102,0.0402106,0.0129445,0.019997,0.0154039,0.0145759,0.00604831,0.0154529,0.019474,0.0400476,0.0240716,0.0180408,0.0286884,0.0391043,0.0305181,0,0,0,0,0,0.0324969
194,0.0417731,0,0,0,0,0.0468599,0,0,0,0,0,0,0.0381884,0.055148,0.0287266,0.0135721,0,0,0.0202535,0,0.0301167,0.00789607,0.0478775,0.0357709,0.00807416,0.0265641,0.0331127,0.0588922,0.0197943,0.0212019,0.021473,0.00421644,0.00454303,0.00256311,0.00886724,0.0130579,0.0407331,0.035478,0.0456225,0.020556,0.0354511,0.0374937,0.0194414,0.0191334,0.023604,0,0,0.0270628,0,0.0453135,0.0293036,0.0508248,0.0199666,0.00936247,0.0192092,0.0414761,0.0400932,0.0125569,0.019609,0.015134,0.0144285,0.00591804,0.0151644,0.0191228,0.0396065,0.0239319,0.0180474,0.028466,0.0390972,0.0305872,0,0,0,0,0,0.0324188
195,0.0419325,0,0,0,0,0.0468743,0,0,0,0,0,0,0.0458489,0.0552077,0.0317286,0.0141833,0,0,0.0201114,0,0.0299919,0.00785276,0.0477872,0.0389455,0.00806503,0.0269812,0.033163,0.0586925,0.0200583,0.0216235,0.0217519,0.00391464,0.00549281,0.00446979,0.00853385,0.0142883,0.0497374,0.0352944,0.045967,0.020523,0.0352182,0.0374807,0.0190982,0.0189299,0.0236965,0,0,0.0267764,0,0.0451931,0.0290201,0.0509855,0.0194757,0.00911658,0.0191148,0.0410996,0.0398533,0.0122377,0.0191457,0.0148624,0.0142749,0.00578847,0.0148632,0.0186845,0.0393495,0.0237402,0.0181764,0.0283116,0.0390968,0.0306944,0,0,0,0,0,0.0323053
196,0.042077,0,0,0,0,0.0468827,0,0,0,0,0,0,0.0531148,0.055225,0.0346508,0.0146422,0,0,0.0200486,0,0.0299223,0.00784847,0.0474381,0.042028,0.00817398,0.0257694,0.033264,0.0585261,0.0202797,0.0220438,0.0219086,0.00368132,0.00696028,0.00689806,0.00854292,0.0154812,0.0584658,0.0352888,0.0462275,0.02066,0.0351579,0.037502,0.0188251,0.0187223,0.0238478,0,0,0.0264771,0,0.0451009,0.0288071,0.0512094,0.0189649,0.00890046,0.0190094,0.0406265,0.0395823,0.0120088,0.0186382,0.0146083,0.0140899,0.00569736,0.0145456,0.0180857,0.0392971,0.0235216,0.018432,0.0281355,0.0390688,0.0308251,0,0,0,0,0,0.032136
197,0.0421938,0,0,0,0,0.0468904,0,0,0,0,0,0,0.0593632,0.0552535,0.0373716,0.0151161,0,0,0.0200231,0,0.0299098,0.0078354,0.0468459,0.0451719,0.0082795,0.0252009,0.0333615,0.0583599,0.0203354,0.0221959,0.0219209,0.00351073,0.00852924,0.00930316,0.0088137,0.0165767,0.0664858,0.0354457,0.0464199,0.0207238,0.0353181,0.0375348,0.0186451,0.0185155,0.0240355,0,0,0.0262482,0,0.0450105,0.0286066,0.0514406,0.0184706,0.00869736,0.0189023,0.040225,0.0393149,0.0116994,0.01821,0.0143803,0.0139078,0.00565089,0.0142246,0.0173586,0.0393685,0.0233062,0.01807,0.0278513,0.0390886,0.0309753,0,0,0,0,0,0.0319319
198,0.0422797,0,0,0,0,0.0468775,0,0,0,0,0,0,0.0644152,0.0552772,0.0397261,0.0156577,0,0,0.0199834,0,0.0299048,0.00786064,0.0461154,0.0481845,0.00836809,0.0253486,0.0334967,0.0582735,0.0203392,0.0221495,0.0218846,0.0034209,0.0100411,0.0114208,0.0091641,0.0175431,0.0734274,0.0355834,0.0466256,0.0206752,0.0356601,0.0375561,0.0186216,0.0183131,0.0242084,0,0,0.02606,0,0.0449018,0.0284145,0.0517133,0.0181121,0.00848844,0.0187887,0.0399713,0.0390504,0.0112029,0.0177748,0.0141947,0.0137886,0.00562906,0.0139192,0.0165564,0.0394808,0.0231335,0.0179864,0.0275529,0.0391212,0.0311541,0,0,0,0,0,0.0317008
199,0.042352,0,0,0,0,0.0468677,0,0,0,0,0,0,0.0682364,0.0552933,0.0416514,0.0161311,0,0,0.0199594,0,0.029892,0.00798049,0.0453299,0.0508405,0.00844765,0.0249412,0.0336137,0.0582045,0.0203049,0.0220164,0.021866,0.0034604,0.0114107,0.0131565,0.00952126,0.0183221,0.0786686,0.0355956,0.0468614,0.0206975,0.0361119,0.0375766,0.0185815,0.0180977,0.0243422,0,0,0.0258923,0,0.044804,0.0282073,0.0520416,0.0177095,0.00828431,0.0186062,0.0397293,0.0388515,0.0108314,0.0173869,0.0140627,0.013651,0.00563238,0.0135232,0.0156078,0.0396501,0.0229981,0.0184232,0.0273222,0.0390874,0.0312881,0,0,0,0,0,0.0314893
200,0.0424482,0,0,0,0,0.0468432,0,0,0,0,0,0,0.0708049,0.0552834,0.0431311,0.0165265,0,0,0.0199582,0,0.0298558,0.00804989,0.0445019,0.0528829,0.00852646,0.0247374,0.0338032,0.0581248,0.020194,0.0217777,0.0218341,0.00362733,0.0125646,0.0145387,0.00984589,0.018907,0.0821038,0.0354393,0.0470736,0.0207106,0.036589,0.0375926,0.0184884,0.0179145,0.0244853,0,0,0.0257283,0,0.0447136,0.0280082,0.0523891,0.0172696,0.00812841,0.0183267,0.039333,0.038666,0.0108686,0.0170225,0.0139405,0.0135186,0.00565719,0.0131043,0.0146331,0.0397281,0.0229224,0.0185201,0.0270757,0.0390347,0.0314392,0,0,0,0,0,0.031301
201,0.0425388,0,0,0,0,0.0467798,0,0,0,0,0,0,0.0721207,0.0552725,0.0441988,0.0168619,0,0,0.0199843,0,0.0297798,0.00808789,0.0436329,0.0544175,0.0086667,0.0249339,0.0340646,0.0580263,0.0200152,0.0214626,0.0217777,0.00393564,0.0134105,0.0155907,0.0101788,0.0193271,0.0839615,0.0353247,0.0472725,0.0207064,0.036938,0.0375747,0.0183706,0.0177449,0.0246535,0,0,0.0255378,0,0.0445834,0.0277794,0.0527104,0.0168178,0.0079992,0.0181924,0.0390195,0.0384548,0.0105647,0.0166353,0.013803,0.0134222,0.005651,0.0127069,0.0136953,0.039843,0.0228379,0.0183848,0.0267958,0.0389877,0.0316009,0,0,0,0,0,0.0311285
202,0.0426228,0,0,0,0,0.0467062,0,0,0,0,0,0,0.0722276,0.0552886,0.0448589,0.0171215,0,0,0.0200178,0,0.0297007,0.00811191,0.0427271,0.0556555,0.00885084,0.0243788,0.0343988,0.0579697,0.0198576,0.0211646,0.0216481,0.0043579,0.0140141,0.0163978,0.0104865,0.0195968,0.0839935,0.0352455,0.0474821,0.0207294,0.0371017,0.03756,0.0183455,0.017553,0.0248301,0,0,0.0253257,0,0.0444545,0.0275207,0.053016,0.0165513,0.00788923,0.0182199,0.038801,0.0381883,0.0103969,0.0162322,0.0136684,0.0134286,0.00562065,0.0124484,0.0129594,0.0400083,0.0227275,0.0182426,0.0264916,0.038899,0.0317486,0,0,0,0,0,0.0309687
203,0.0426565,0,0,0,0,0.0466539,0,0,0,0,0,0,0.0712292,0.0553258,0.0451186,0.0173576,0,0,0.020046,0,0.0296415,0.00819055,0.0417276,0.0566379,0.00895854,0.0234114,0.0347153,0.057953,0.0196769,0.0208704,0.0214864,0.00474663,0.0145296,0.0169359,0.0107021,0.019689,0.0826456,0.0350959,0.0477139,0.0207722,0.037069,0.0375561,0.0183154,0.0173488,0.0249805,0,0,0.0250852,0,0.0443275,0.0272192,0.0532546,0.0163859,0.00782496,0.018251,0.0385865,0.0379306,0.0103394,0.0159465,0.0135719,0.0134629,0.00555665,0.0122688,0.0124601,0.0401514,0.0226475,0.0181229,0.0261979,0.0388325,0.0318408,0,0,0,0,0,0.0308124
204,0.0427179,0,0,0,0,0.0466217,0,0,0,0,0,0,0.0696303,0.055399,0.0450282,0.0175279,0,0,0.0200559,0,0.0296294,0.00835445,0.0406037,0.0572473,0.0090282,0.0230207,0.0350484,0.057971,0.0193711,0.020581,0.0211671,0.00505435,0.0149439,0.0172951,0.0108555,0.0196819,0.0803956,0.0349413,0.0480239,0.0208695,0.0368796,0.0375494,0.0181928,0.0171752,0.0251391,0,0,0.0247961,0,0.0441897,0.026865,0.0534918,0.0162276,0.00786211,0.0181603,0.0384331,0.0376634,0.0103103,0.015555,0.0134627,0.0132579,0.00547984,0.0121346,0.0121612,0.0398335,0.0225914,0.0180467,0.0259297,0.0388584,0.0319577,0,0,0,0,0,0.0306683
205,0.042849,0,0,0,0,0.0465926,0,0,0,0,0,0,0.0677197,0.055505,0.0446419,0.0176401,0,0,0.0200634,0,0.029654,0.00860251,0.0393832,0.0574059,0.00901587,0.0231816,0.0353266,0.0580056,0.0189762,0.0202828,0.0207399,0.00527731,0.0151817,0.0173846,0.0108037,0.0195851,0.0778321,0.0347365,0.0484189,0.0210589,0.0367009,0.0375451,0.0180316,0.0169996,0.0253133,0,0,0.0244757,0,0.0440597,0.0265524,0.053763,0.0161003,0.00790477,0.0180266,0.0383132,0.0374037,0.0102337,0.015266,0.0132933,0.0130583,0.00539578,0.0120187,0.011958,0.0394777,0.0225294,0.0180033,0.0257078,0.0389344,0.0321108,0,0,0,0,0,0.0304733
206,0.0430261,0,0,0,0,0.0465588,0,0,0,0,0,0,0.0657904,0.0556226,0.0440875,0.0177285,0,0,0.0201461,0,0.0297209,0.00891452,0.0381108,0.0573766,0.00900636,0.0237309,0.0355942,0.0580287,0.0185895,0.0199562,0.0202545,0.00533383,0.0153235,0.0174166,0.010735,0.0194427,0.0755466,0.0345359,0.0488472,0.021371,0.0365626,0.0375462,0.0179195,0.0168179,0.025494,0,0,0.0241457,0,0.0439404,0.0263663,0.0540938,0.0160613,0.00794734,0.0178879,0.0380502,0.0371469,0.0101875,0.0149135,0.0131414,0.0129559,0.00531942,0.0119131,0.0117371,0.0391235,0.0224377,0.0179349,0.0255503,0.0389842,0.0323116,0,0,0,0,0,0.0303532
207,0.0431986,0,0,0,0,0.0464993,0,0,0,0,0,0,0.0640278,0.0557218,0.0435695,0.0179911,0,0,0.0203556,0,0.0297619,0.00917892,0.0369293,0.0574175,0.0091799,0.0224503,0.0359434,0.0580781,0.0182959,0.0197447,0.0198653,0.00522745,0.0154519,0.0173212,0.0105106,0.0193034,0.0733792,0.0346263,0.0492001,0.0217045,0.0362127,0.0375661,0.0178685,0.016648,0.0256749,0,0,0.0238519,0,0.0438362,0.0262642,0.0545255,0.016042,0.00793952,0.017675,0.0379175,0.0368985,0.0102351,0.014654,0.0130632,0.012965,0.00528936,0.0118902,0.0114249,0.0383734,0.0223001,0.0179269,0.0253765,0.0389554,0.0325589,0,0,0,0,0,0.0304058
208,0.0433204,0,0,0,0,0.0464028,0,0,0,0,0,0,0.0627829,0.0558072,0.0432517,0.0182238,0,0,0.0205684,0,0.0297481,0.00935387,0.03595,0.0576861,0.00948749,0.0216543,0.0362819,0.0581842,0.0179934,0.019531,0.0194352,0.00499588,0.0156856,0.0174937,0.0104432,0.019229,0.0712068,0.0347951,0.0494743,0.0220383,0.0355401,0.0375898,0.017711,0.0165134,0.02578,0,0,0.0236604,0,0.0437391,0.0261973,0.0550215,0.0157181,0.00784828,0.0174655,0.0376838,0.0368461,0.0103126,0.0144472,0.0129495,0.0129209,0.00522925,0.011779,0.0109043,0.0373545,0.0222142,0.0180643,0.0252106,0.0388836,0.0327085,0,0,0,0,0,0.0303664
209,0.0433831,0,0,0,0,0.0462658,0,0,0,0,0,0,0.0620047,0.0559024,0.0431666,0.0182635,0,0,0.0207881,0,0.0296856,0.00958826,0.0351779,0.057999,0.00984593,0.0215984,0.0366096,0.0583201,0.01767,0.019279,0.0189421,0.00472236,0.0159908,0.0178041,0.0102662,0.0192197,0.0697372,0.0349738,0.049715,0.022384,0.0346347,0.0376133,0.0176254,0.0164079,0.0257835,0,0,0.0236222,0,0.0436539,0.026114,0.055639,0.0155507,0.00770247,0.0172701,0.0373994,0.0369854,0.0103138,0.0140204,0.0127981,0.0128003,0.00510296,0.0115927,0.0102994,0.0360854,0.0222169,0.0182227,0.0250397,0.0387697,0.0327669,0,0,0,0,0,0.0302204
